javiečių	자와어
šaukštai	숟가락
suvartojimas	소비
tapatumas	정체성
tapatumas	본인
gabalai	조각
gabalai	삭감
ironiška	아이러니
talismanas	마스코트
pralaidumas	투자율
creed	크리드
uncijos	온스
terjeras	테리어
sama	sama
dalmatija	달마티아
pareto	파레토
frankonija	프랑켄
išteisintas	무죄
statulas	동상
statulas	조각상
rumi	루미
muilas	비누
muilas	soap
mikojan	미코얀
burke	버크
sielas	영혼
emanuel	이매뉴얼
protingos	지능형
palapinės	텐트
tamsesnė	어둡게
tamsesnė	어두운
kumpis	베이컨
astrologija	점성술
cafe	카페
rooney	루니
gomez	고메즈
kondoras	콘도르
troy	트로이아
troy	트로이
brutas	브루투스
įsipareigojimas	헌신
įsipareigojimas	책임
įsipareigojimas	의무
johnston	존스턴
mikis	미키
bol	bol
pandžabų	펀자브어
pandžabų	펀자브
rabbit	토끼
dep	dep
apgaulė	사기
eagles	eagles
eagles	이글스
emocinis	감정
nemalonus	불쾌한
crossfire	크로스파이어
fitneso	보디빌딩
fitneso	보디빌더
tcp	tcp
karin	캐슬린
vientisumas	무결성
frost	프로스트
frost	서리
padavėja	웨이트리스
wimbledon	윔블던
astrofizikas	천체물리학
klarnetas	클라리넷
subalansuota	균형
garstyčių	겨자
garstyčių	머스터드
gaubtinės	콜론
gaubtinės	대장
prisipažinti	고백
lakštai	시트
kabuki	가부키
borodino	보로디노
ittihad	이티하드
kvarkas	쿼크
gyvsidabris	수성은
gyvsidabris	수성
gyvsidabris	머큐리
jenkins	젱킨스
hilton	힐튼
hilton	힐턴
liūdesys	슬픔
liūdesys	슬픔
apiplėšimas	강도
pagrindimas	정당화
wellington	웰링턴
wellington	wellington
krause	크라우스
apskritimai	서클
stallone	스탤론
žiedadulkės	꽃가루
megadeth	메가데스
olaf	올라프
inuitų	이누이트
hipoteka	모기지
saugyklą	볼트
ejakuliacija	사정
goldman	골드만
nike	니키
nike	나이키
nike	nike
macdonald	맥도널드
macdonald	맥도날드
baliono	풍선
užkandis	스낵
užkandis	간식
fai	fai
zip	우편번호
zip	zip
fėja	페어리
aaa	aaa
biomasės	바이오매스
atsparių	내수
marin	마린
retro	레트로
skylių	구멍
skylių	구멍이
padvigubėjo	두배
transformuoti	변환
transformuoti	변신
transformuoti	변형
černivcių	체르니우치
biurokratija	관료제
biurokratija	관료주의
biurokratija	관료
biurokratijos	관료제
biurokratijos	관료주의
biurokratijos	관료
spragtukas	스트라이커
bergeno	베르겐
evakuacija	철수
apklausą	심문
piktnaudžiavimas	학대
piktnaudžiavimas	남용
piktnaudžiavimas	악용
džeraldas	제럴드
bridgestone	브리지스톤
ekskursija	투어
ekskursija	관광
ekskursija	둘러보기
ekskursija	구경
ekskursija	여행
ekskursija	견학
aneksija	병합
aneksija	합병
aistrą	욕망
aistrą	성욕
pamiršta	망각
chaim	하임
želė	젤리
kokteilis	칵테일
nokia	노키아
nikolai	니컬러스
nikolai	니콜라스
nikolai	니콜라우스
jurisdikcija	관할권
kambrė	캉브레
limfa	림프
netikra	허위
netikra	가짜
klementina	클레멘타인
zombiai	좀비
grinvičo	그리니치
mėlynių	블루베리
atsitiktinė	무작위
atsitiktinė	무작위로
atsitiktinė	랜덤
paprikos	고추
paprikos	칠리
vibracijos	진동
vibracijos	진동
skalikas	하운드
amp	증폭
amp	amp
amp	증폭기
nekentė	미움
sekrecija	분비
perkami	구매
ganga	갠지스
talentus	재능
talentus	탤런트
dieta	다이어트
užklausas	쿼리
doplerio	도플러
juoko	웃음
užkaukazėje	자캅카스
gyvates	뱀과
hartley	하틀리
džiovintas	건조
chanel	샤넬
boyle	보일
sure	사워
kengūra	캥거루
patogumo	편의
daly	데일리
itv	itv
įsigijimai	인수
kramer	크레이머
perth	퍼스
paradoksai	역설
spaudimu	압력
spaudimu	압박
nijigatos	니가타
spermos	정액
dėmes	얼룩
higso	힉스
monopolija	독점
reid	리드
eliotas	엘리엇
pultas	콘솔
džeikobas	제이콥
džeikobas	야곱
aol	aol
akimirka	moments
akimirka	순간
akimirka	순간
atlyginimus	임금
corona	코로나
sis	언니
aiškumo	명확성
putų	거품
kokosai	코코넛
nikotino	니코틴
farrell	파렐
stebuklus	기적
birma	미얀마
birma	버마
tata	타타
kauke	마스크
konservuoti	통조림
keltuvai	엘레베이터
keltuvai	엘리베이터
grynoji	net
kondensatorius	콘덴서
kondensatorius	축전기
bagažo	수화물
bagažo	수하물
bagažo	수하물
debatai	토론
debatai	논쟁
debatai	토론
debatai	논쟁
epsilon	epsilon
epsilon	엡실론
pauli	파울리
dilema	딜레마
livingston	리빙스턴
lavonas	시체
monstras	괴물
monstras	몬스터
monstras	괴물이
antibiotikai	항생제
antibiotikai	항생제
diodas	다이오드
gramatinių	문법
pardavėjo	판매자
taikus	평화로운
taikus	평화롭고
microsystems	마이크로시스템즈
pažadų	약속
psa	psa
papuošalais	장식
uždarymas	닫힘
uždarymas	폐쇄
pelningumas	수익성
kashima	가시마
pontas	폰투스
spinoza	스피노자
funkcinė	함수형
excel	엑셀
excel	excel
periodinio	재발
taikai	피스
taikai	peace
taikai	평화
howe	하우
prasiskverbti	침투
orumą	위엄
orumą	존엄
orumą	품위
ruošimas	준비
ingredientai	재료
ingredientai	성분
param	매개변수
sukčiavimo	사기꾼
sukčiavimo	사기
pietvakarinio	남서부
liv	리브
užimtumą	싱크로
selma	셀마
nerva	네르바
adresus	주소
bms	bms
adelaide	애들레이드
adelaide	아델라이드
karačis	카라치
kompensacijos	보상
darbdaviai	고용주
acc	acc
lia	리아
išnaudojimas	피로
demonstracijas	시위
dėde	삼촌
dėde	아저씨
ipa	ipa
pompėja	폼페이
vedlys	마법사
ekonomistai	경제학자
paprastumas	단순
gyvate	뱀과
užteršta	오염
užteršta	오염
catania	카타니아
hiustone	휴스턴
šviežia	신선
šviežia	신선한
galerijose	갤러리
glitimo	글루텐
klasta	배반
klasta	배신
džakarta	자카르타
geometrinis	기하학
skysčius	음료
skysčius	액체
hillary	힐러리
chandler	챈들러
analitikas	분석가
elisa	elisa
desertas	후식
desertas	디저트
automatizavimo	자동화
atlygis	보상
pirštą	핑거
pirštą	손가락
prototipų	프로토타입
ungurių	장어
edipas	오이디푸스
webster	웹스터
makoto	마코토
pilti	쏟아져
pilti	쏟아지는
senėjimo	노화
senėjimo	숙성
senėjimo	노화
piktas	앵그리
piktas	화나
piktas	화난
piktas	화가
šefas	주방장
šefas	셰프
šefas	요리사
soprano	소프라노
deklinacija	적위
vaizduotę	상상력
vaizduotę	상상
kompaktiškas	컴팩트
kompaktiškas	콤팩트
tabletės	태블릿
mėtų	민트
emocija	정서
emocija	감정
prekiautojas	딜러
sielvarto	슬픔
sielvarto	슬픔
rabato	라바트
garlaivis	스팀보트
warhammer	워해머
krepšys	바스켓
krepšys	바구니
patyčių	scum
steyr	슈타이어
dinaminis	동적
dinaminis	다이내믹
akvinietis	아퀴나스
siūti	바늘
giles	자일스
ilguma	길이
ilguma	경도
seneka	세네카
montavimas	장착
montavimas	설치
naruto	나루토
jokohama	요코하마
moliūgai	호박
betmenas	배트맨
juokas	웃음
kokteilių	칵테일
griffith	그리피스
autentiškas	정통
produktyvus	생산적
svajones	드림
malajinis	말레이
prognozavimo	예보
sonic	소닉
suknele	드레스
loire	루아르
estrogenų	에스트로겐
dėmėti	스테인드
sperma	정액
sperma	정자
sperma	정액
eri	eri
pragaras	지옥
maldas	기도
tęstinumo	연속성
tęstinumo	연속
ingredientų	재료
ingredientų	성분
filtrai	필터
bydgoszcz	비드고슈치
akinius	사양
plauti	씻기
plauti	씻어
plauti	씻기
plauti	세탁
plauti	세척
suknelės	드레스
subrendęs	성숙
subrendęs	성숙한
kandidatės	후보
kandidatės	후보자
glenas	글렌
traukuliai	경련
traukuliai	발작
blynai	팬케이크
jonizacijos	이온화
išpirkimo	구원
pardavėjai	딜러
pardavėjai	셀러
pardavėjai	판매자
mexicana	멕시카나
sekas	시퀀스
chartumo	하르툼
savarankiškumas	독립
savarankiškumas	독립운동
savarankiškumas	독립기념일
ghz	ghz
nustatęs	발견
proporcingumo	비례
ritter	리터
pornografija	포르노그래피
hiragana	히라가나
nišą	틈새
cessna	세스나
homoseksualus	동성애자
vata	양모
vata	양털
užuominos	힌트
įtariamasis	용의자
remas	레무스
identifikavimo	증명
identifikavimo	식별
identifikavimo	신분증
siųstuvas	송신기
chlorofilo	엽록소
kodavimas	부호화
išjungti	비활성화
ural	우랄
šokas	충격
šokas	쇼크
bebras	비버
vatos	양모
vatos	양털
otaku	오타쿠
ses	ses
spindesio	글로
klestinti	번영
optimalus	최적
slaptažodį	비밀번호
slaptažodį	암호
nykštukų	난쟁이
nykštukų	왜소은하
atsakovo	피고
atsakovo	피고인
adler	애들러
adler	아들러
smauglys	boa
smauglys	보아
vizų	비자
migdolai	아몬드
sifilis	매독
vožtuvai	밸브
pyragai	파이
tinkamumas	자격
diva	디바
zombių	좀비
astronautas	우주비행사
astronautas	우주인
mamuto	매머드
mįslė	수수께끼
eskizas	스케치
siūlus	스레드
siūlus	대화
stabdžiai	브레이크
stabdžiai	브레이크
tranzistorius	트랜지스터
burtininkė	마술사
lengvu	가벼운
minamoto	미나모토노
kerry	케리
sijonai	치마
megan	메건
megan	메간
humphrey	험프리
prestižo	친선
stig	스티그
jekaterinburgas	예카테린부르크
defektų	불량
liturgija	전례
nindzė	닌자
tra	tra
džiovinimo	건조
meyers	마이어스
sprogmenys	폭발물
gandas	소문
seleukas	셀레우코스
mobilusis	모바일
vikontas	자작
plovimas	씻기
plovimas	세탁
plovimas	세척
respublikonai	공화당
coldplay	콜드플레이
tragedijų	비극
nuostabi	놀라운
nuostabi	어메이징
nuostabi	멋진
landau	란다우
arijai	아리아인
ivy	아이비
reklamas	광고
klasifikavimas	분류법
klasifikavimas	분류학
klasifikavimas	분류
nuomą	고용
multiplayer	멀티플레이어
trofėjai	트로피
papildai	보충제
diodai	다이오드
atkinson	앳킨슨
įvesties	입력
įvesties	입력기
įvesties	입력하기
įvesties	입출력
gangsta	갱스터
efi	efi
cigaretės	담배
