ookean	océan
liigne	excessive
kuuli	balle
kuuli	bullet
evelyn	evelyn
evelyn	evelyne
serblased	serbes
rabas	lande
rabas	maure
nahka	peau
hõim	tribu
haydn	haydn
tiiger	tiger
tiiger	tigresse
tiiger	tigres
tiiger	tigre
tiiger	tigrou
rostovi	rostov
sood	marécages
sood	marais
bahreini	bahreïn
vega	vega
küljed	côtés
winkler	winkler
nõude	réclamation
nõude	réclamer
nõude	revendication
nõude	revendiquer
võimed	aptitudes
võimed	pouvoirs
võimed	powers
vastukaaluks	contrepoids
vastukaaluks	contrebalancer
küllastunud	saturée
küllastunud	saturées
küllastunud	saturé
küllastunud	saturés
ever	jamais
ever	ever
raoul	raoul
kile	film
mägismaa	highlands
cohen	cohen
rauno	rauno
oodatud	attendus
oodatud	escompté
oodatud	attendue
oodatud	attendu
kartis	craignait
kartis	craint
kartis	redouté
marilyn	marilyn
osake	particule
osake	particules
sara	sara
zeus	zeus
energeetika	énergie
energeetika	énergies
energeetika	energie
act	agir
act	loi
act	acte
act	act
anto	anto
häda	malheur
häda	calamité
parandab	améliore
parandab	corrige
chang	chang
horst	horst
walt	walt
harmoonia	harmonie
harmoonia	harmony
suhtumist	attitudes
suhtumist	mentalités
mahler	mahler
muld	terre
muld	sols
muld	sol
muld	saleté
muld	crasse
muld	sols
pinged	tension
pinged	tensions
pinged	tensions
võidelnud	lutté
kontroller	manette
kontroller	contrôleur
bock	bock
arve	bill
arve	facture
arve	facturer
arve	facture
arve	facturation
tõstetud	élevé
tõstetud	soulevées
austin	austin
klassid	classes
laser	laser
laser	lasers
varese	varese
jessica	jessica
romaane	romans
hardcore	hardcore
hardcore	hard
informaatika	informatique
laienemine	agrandissement
laienemine	élargissement
laienemine	agrandissement
laienemine	extension
laienemine	expansion
marguerite	marguerite
delegatsioon	délégation
col	col
molotovi	molotov
õiglus	justice
õiglus	équité
õiglus	impartialité
deutschland	deutschland
kolooniad	colonies
ülalt	top
ülalt	haut
formaat	formater
formaat	format
freudi	freudien
iru	iru
berger	berger
hannover	hanovre
vöönd	zone
pühitsetud	consacrée
pühitsetud	consacré
pühitsetud	consacrés
hetk	moment
hetk	instant
telefon	téléphone
telefon	telephone
telefon	téléphone
carol	carol
carol	carole
arktika	arctique
locke	locke
spektri	spectre
soomlased	finlandais
mag	mag
minevik	passées
minevik	passée
minevik	passé
minevik	passés
luksemburg	luxembourg
gerard	gérard
gerard	gerard
teadvus	conscience
lasku	descendre
aadel	noblesse
faktor	facteur
faktor	factor
tähtkuju	constellation
tegur	facteur
tegur	factor
lepingud	contrats
lepingud	traités
lepingud	accords
curie	curie
veterinaaria	vétérinaires
veterinaaria	vétérinaire
räägi	parler
räägi	parle
räägi	talk
räägi	parlez
räägi	parlez
räägi	parler
räägi	parle
valima	choisissez
valima	choisir
valima	choisis
valima	choisissez
valima	choisir
valima	sélection
valima	sélectionnez
valima	sélectionner
oksad	branches
oksad	succursales
portreed	portraits
lahkumine	départ
lahkumine	depart
lahkumine	départs
lahkumine	quitter
lahkumine	quittant
eelistatud	préféré
eelistatud	préférée
eelistatud	privilégiées
eelistatud	préférence
eelistatud	préférés
demo	démonstration
demo	demo
demo	démo
demo	démos
efektiivsus	efficacité
efektiivsus	efficience
efektiivsus	rendement
efektiivsus	efficacité
efektiivsus	effectivité
efektiivsus	efficacité
efektiivsus	effectivité
ülesehitus	reconstitution
ülesehitus	reconstruction
ülesehitus	structure
norbert	norbert
esperanto	espéranto
roth	roth
resolutsiooni	résolution
vao	vao
tuuri	circuits
tuuri	tours
tuuri	tournées
tuuri	visites
reformid	réformes
laskemoona	munition
laskemoona	munitions
laskemoona	munition
laskemoona	munitions
väljund	sortie
clara	clara
ligipääs	accès
ligipääs	accéder
psühholoogiline	psychologique
ekvatoriaal	équatoriale
ekvatoriaal	equatoriale
tsivilisatsiooni	civilisation
tsivilisatsiooni	civilisations
tsivilisatsiooni	civilisation
saun	saunas
saun	sauna
presidendid	présidents
komponendi	composante
komponendi	composant
domineerib	domine
kirjutised	écritures
kirjutised	écrits
asendus	remplacements
asendus	remplacement
asendus	remplaçant
asendus	remplaçant
asendus	suppléant
asendus	substituer
asendus	remplaçants
asendus	remplacez
asendus	remplacer
asendus	remplacement
asendus	remplace
davidson	davidson
maksud	prélèvements
maksud	impôt
maksud	impôts
maksud	taxes
maksud	fiscalité
elmo	elmo
päikest	dim
päikest	soleil
päikest	sunshine
päikest	soleil
päikest	ensoleillement
berend	berend
võidetud	gagné
võidetud	gagnée
võidetud	gagnées
võidetud	won
võidetud	gagnés
võidetud	vaincu
võidetud	défaite
võidetud	battu
võidetud	vaincus
võidetud	vaincue
mõjukas	influente
mõjukas	influentes
mõjukas	influents
mõjukas	influent
laua	table
laua	tableau
illustraator	illustrateur
kaisa	kaisa
harta	affrètement
harta	charter
harta	charte
harta	chartes
ursula	ursula
nõudmised	demandes
nõudmised	requêtes
nõudmised	exigences
kriteeriumid	critère
kriteeriumid	critères
allkiri	signature
maas	down
maas	descendre
ten	rte
ten	dix
ten	ten
otsustav	déterminant
otsustav	décisives
otsustav	décisive
otsustav	décisif
mainis	mentionnée
mainis	mentionné
mainis	mentionnés
meteoroloogia	météorologie
stepan	stepan
demokraadid	démocrates
demokraadid	démocrate
näljahäda	famine
näljahäda	famines
motiivid	motivations
motiivid	motifs
vastuvõetud	acceptées
vastuvõetud	acceptés
vastuvõetud	acceptée
vastuvõetud	accepté
vastuvõetud	adoptées
vastuvõetud	adoptée
vastuvõetud	adopté
vastuvõetud	adoptés
xxiii	xxiii
teodor	teodor
baleriin	ballerine
ipod	ipod
krooniline	chroniques
krooniline	chronique
edwards	edwards
kraater	cratère
kraater	cratères
leibkonna	ménages
leibkonna	ménage
kauge	distante
kauge	distants
kauge	distant
kauge	lointaine
kauge	lointain
istus	assise
istus	assis
istus	sat
tapmist	abattage
claudio	claudio
coli	coli
ajakirjad	revues
ajakirjad	revues
ajakirjad	magazines
turner	turner
nähtamatu	invisible
nähtamatu	invisibles
nähtamatu	invisible
nähtamatu	invisibles
haamer	marteaux
haamer	hammer
haamer	marteau
haamer	maillet
jätkati	continué
klubisse	clubbing
luxembourg	luxembourg
piip	beep
piip	bip
piip	pipe
piip	tuyau
clément	clément
vastuolud	contradictions
vastuolud	incohérences
tõstmine	soulever
tõstmine	levée
tõstmine	levage
tõstmine	lever
connor	conner
connor	connor
kilogrammi	kilogrammes
kilogrammi	kilogramme
kilogrammi	kilogramme
baer	baer
sas	sas
raamatukogude	bibliothèques
masti	mât
masti	mâts
kümnes	dixième
kümnes	tenth
jahu	farine
jahu	farines
jahu	repas
täiustatud	améliorés
täiustatud	améliorées
täiustatud	améliorée
täiustatud	amélioré
täiustatud	avancés
täiustatud	avancées
täiustatud	avancé
täiustatud	perfectionné
täiustatud	avancée
blu	blu
zeusi	zeus
ajad	fois
marine	marin
marine	marins
marine	marine
agentuur	agence
entomoloog	entomologiste
kuulis	entendu
kuulis	entendue
kuulis	entendues
kuulis	entendus
rocca	rocca
mesopotaamia	mésopotamie
tuuleveski	moulin
karabahhi	karabakh
prima	prima
peegeldab	reflète
natura	natura
blackberry	mûres
blackberry	mûre
blackberry	blackberry
uskumused	croyances
uskumused	croyance
nõid	sorcière
nõid	sorcière
nõid	sorcières
maandus	atterri
maandus	débarqué
maandus	débarqués
sõltuvust	dépendance
sõltuvust	dépendances
sõltuvust	dépendance
steel	acier
isabella	isabella
isabella	isabelle
mozilla	mozilla
teatab	déclare
teatab	proclame
olivier	olivier
eurooplaste	européens
alexis	alexis
kohtunud	rencontrée
kohtunud	rencontrées
kohtunud	rencontré
kohtunud	rencontrés
mürk	venin
mürk	empoisonné
mürk	poisons
mürk	empoisonner
mürk	poison
emilie	émilie
emilie	emilie
igavesti	forever
heidi	heidi
unustatud	oubliés
unustatud	oubliées
unustatud	oublié
unustatud	oubli
unustatud	oubliée
reform	reforme
reform	réformer
reform	réforme
reform	réformes
tseremoonia	cérémonie
tõlk	traducteurs
tõlk	traducteur
tõlk	traductrice
tõlk	interprète
registrisse	enregistrer
registrisse	enregistrez
registrisse	registre
raadius	rayon
raadius	radius
iowa	iowa
kasvajate	tumeurs
antonius	antony
antonius	antoine
jesse	jesse
kesklinn	downtown
walther	walther
murdis	brisé
murdis	fauché
murdis	cassé
murdis	rompu
murdis	cassée
muudatus	amendement
muudatus	modification
muudatus	modifier
muudatus	changements
muudatus	changer
muudatus	changement
nõrgad	faiblesse
nõrgad	faible
nõrgad	faibles
einstein	einstein
ice	verglas
ice	ice
ice	glace
kann	cruche
kann	pichet
santi	santi
juur	root
juur	racines
juur	racine
tundlik	sensible
tundlik	délicat
tundlik	sensibles
diplomaatia	diplomatie
elupaikade	habitats
elupaikade	habitats
elupaikade	habitat
väärib	mérite
väärib	méritant
tõhus	efficace
tõhus	efficaces
tõhus	efficace
tõhus	efficaces
kalduvus	propension
kalduvus	tendance
hingamisteede	respiratoire
hingamisteede	respiratoires
täiendav	supplémentaire
täiendav	supplémentaires
täiendav	additionnel
täiendav	complémentarité
täiendav	complémentaires
täiendav	complémentaire
täiendav	supplémentaire
täiendav	complémentaire
värvitud	peintes
värvitud	peinte
värvitud	peint
värvitud	peints
värvitud	teint
värvitud	teints
ertshertsog	archiduc
janne	janne
tööriist	outil
rikutud	corrompu
rikutud	corrompue
rikutud	corrompues
rikutud	corrompus
rikutud	ruinés
rikutud	gâché
rikutud	ruiné
rikutud	gâtés
rikutud	gâché
rikutud	gâtée
rikutud	gâté
rikutud	violée
rikutud	violés
rikutud	violé
kohustuse	engagement
protesti	protestation
protesti	protestations
protesti	contestation
protesti	protester
protesti	manifestation
hüppas	sauté
tonga	tonga
edit	modifier
edit	édition
edit	éditer
gaboni	gabon
gaboni	gabonaise
gaboni	gabonais
reageerivad	réagissant
reageerivad	réagir
reageerivad	réagis
reageerivad	réagir
vaenlased	ennemies
vaenlased	ennemis
khan	khan
terra	terra
doc	doc
doc	toubib
eeldus	présomptions
eeldus	présomption
eeldus	prémisse
eeldus	prémisses
mitmekordne	multiple
mitmekordne	multiples
mitmekordne	plusieurs
haute	haute
kandidaadid	candidats
dom	dom
girls	filles
césar	cesar
césar	césar
césar	césar
teras	acier
benedetto	benedetto
nool	flèches
nool	arrow
nool	flèche
veronika	veronika
tasand	niveau
eeskiri	réglementation
eeskiri	règlement
eeskiri	régulation
eeskiri	règlementation
eeskiri	règle
detailid	détails
detailid	détail
unikaalne	uniques
unikaalne	unique
švaabimaa	souabe
arkadi	arkady
kasvatatud	élevé
kasvatatud	soulevées
bluetooth	bluetooth
järsk	raide
järsk	raides
järsk	abrupte
pomm	bombe
pomm	bombes
automaatne	auto
automaatne	automatique
automaatne	automatiques
automaatne	automatisé
automaatne	automatique
tagama	assurez
vaene	pauvre
vaene	médiocre
vaene	pauvres
pseudonüüm	pseudonyme
loomaarst	véto
loomaarst	fep
loomaarst	vétérinaire
loomaarst	vétérinaire
parandamine	améliorer
parandamine	réparer
parandamine	réparateur
parandamine	réparation
parandamine	réparations
parandamine	corriger
parandamine	correction
parandamine	rectification
parandamine	correcteur
parandamine	rectificatif
parandamine	rectification
parandamine	amélioration
parandamine	améliorations
eile	hier
eile	yesterday
popper	popper
hella	hella
volta	volta
polüneesia	polynésienne
polüneesia	polynésie
polüneesia	polynésie
tagumine	arrière
tagumine	arriere
tagumine	arrières
rikkumine	violation
rikkumine	infraction
rikkumine	contrefaçon
rikkumine	violation
rikkumine	infraction
enrique	enrique
tamara	tamara
rob	rob
rob	cambrioler
rob	braquer
tln	tln
basel	bâle
basel	bâle
lamp	lampe
seisu	classements
võistleja	participante
võistleja	candidate
võistleja	concurrent
võistleja	participant
betty	betty
kullast	doré
kullast	or
kullast	gold
ellis	ellis
institutsioon	institution
lint	ruban
lint	cassette
lint	bande
sissepääs	entrée
tabeli	classeur
tabeli	tableur
sõrmuse	bague
sõrmuse	anneau
kaubamärk	marque
pilvede	nuages
hurda	greyhound
vilistlased	anciens
philips	philips
preestrid	prêtres
jälgimine	traçage
jälgimine	repérage
jälgimine	suivi
jälgimine	surveillance
jälgimine	suivi
väärtuslik	précieux
väärtuslik	précieuse
ebaselge	imprécis
teaduslikud	scientifiques
teaduslikud	scientifique
aruba	aruba
argumendi	argumentation
argumendi	dispute
argumendi	argument
argumendi	arguments
konkurents	compétition
konkurents	concurrence
konkurents	concours
kurjategija	criminels
kurjategija	pénale
kurjategija	criminel
kurjategija	criminelle
kurjategija	délinquants
kurjategija	délinquant
kurjategija	agresseur
kurjategija	contrevenant
teemant	losange
teemant	diamond
teemant	diamant
teemant	diamants
laava	lave
laava	laves
kaitsjad	défenseurs
kaitsjad	protecteurs
kaitsjad	tuteurs
kaitsjad	gardiens
argumendid	argumentation
argumendid	arguments
asjaolud	circonstances
asjaolud	circonstance
asjaolud	circonstances
regioonide	cor
regioonide	cdr
nordisk	nordisk
türklased	turques
türklased	turque
türklased	turcs
vask	cuivre
theodore	theodore
theodore	théodore
alpes	alpes
unistus	reve
unistus	rêves
unistus	dream
unistus	rêver
unistus	rêve
järeldus	conclusion
kvartalis	trimestriellement
kvartalis	trimestriel
kvartalis	trimestrielle
kvartalis	trimestrielles
kvartalis	trimestriels
konsultant	consultant
konsultant	conseiller
konsultant	conseillère
konsultant	consultante
konstruktsioon	construction
ilona	ilona
vaikselt	discrètement
vaikselt	silencieusement
vaikselt	tranquillement
vaikselt	silencieusement
tõrjuda	repousse
tõrjuda	repousser
kattub	chevauchements
kattub	chevauchement
kattub	chevauchements
soovitab	recommande
soovitab	suggère
platoo	plateau
córdoba	córdoba
córdoba	cordoue
malmö	malmö
chuck	chuck
lambert	lambert
silvio	silvio
dialoogi	dialogue
dialoogi	dialogues
dialoogi	dialoguer
dialoogi	dialogue
fine	fine
fine	amende
süüdistuse	accusation
süüdistuse	poursuites
süüdistuse	poursuite
vaz	vaz
kristian	kristian
ramón	ramón
seinad	murs
uss	ver
ümmargune	arrondi
ümmargune	ronde
ümmargune	rond
ümmargune	rondes
ümmargune	ronds
next	prochain
next	suivante
next	suivant
next	prochaine
next	next
ravida	guérir
ravida	guéris
ravida	guérit
katki	brisé
katki	broken
katki	cassé
katki	brisée
katki	cassée
taktika	tactique
taktika	tactiques
taktika	tactique
takistuse	obstacle
skandaali	scandales
skandaali	scandale
amadeus	amadeus
teenus	service
vedel	liquide
vedel	liquides
partner	associé
partner	partenaire
partner	associée
partner	partenaires
partner	associé
partner	associés
partner	associée
partner	associer
alalise	permanente
alalise	permanentes
alalise	permanent
alalise	permanents
namiibia	namibie
lõhn	odeurs
lõhn	odeur
lõhn	odeurs
lõhn	odeur
lõhn	odorat
lõhn	odeur
lõhn	parfum
zeit	zeit
seadusandlik	législative
seadusandlik	législatives
seadusandlik	législatif
seadusandlik	législatif
seadusandlik	législateur
seadusandlik	législature
pruunid	brown
pruunid	marron
pruunid	bruns
pruunid	brun
pruunid	brunes
pruunid	brune
pruunid	browns
allutatud	subalterne
allutatud	subordonnée
allutatud	subordonné
allutatud	subordonnés
allutatud	subordonnées
allutatud	subordonnée
allutatud	subordonné
allutatud	subordonnés
cia	cia
cia	cia
saarlased	insulaires
algebra	calcul
algebra	algèbre
vastastikune	mutuelle
vastastikune	réciproque
vastastikune	mutuel
vastastikune	mutuelles
vastastikune	réciproque
vastastikune	réciprocité
vastastikune	réciproques
armand	armand
bakuu	bakou
läbiviidud	effectué
tag	étiquette
tag	tag
tag	balise
ostsid	achetées
ostsid	achetée
ostsid	achetés
ostsid	acheté
vabanenud	publié
vabanenud	relâché
vabanenud	libérés
vabanenud	libéré
nupp	button
nupp	boutons
nupp	bouton
annie	annie
kotzebue	kotzebue
reich	reich
tadžikistani	tadjikistan
hillary	hillary
harvard	harvard
jyväskylä	jyväskylä
dong	dong
luige	cygne
luige	swan
luige	cygnes
neljakordne	quadruplé
neljakordne	quadruple
areneda	évoluer
istanbuli	istanbul
kalevala	kalevala
kübar	casquette
kübar	hat
kübar	chapeau
peatub	arrêts
lao	lao
plaane	plans
libeeria	liberia
libeeria	libéria
libeeria	libérienne
libeeria	libérien
libeeria	libériens
lõigu	segment
monarh	monarque
palka	engager
puutumata	intact
puutumata	intacte
luna	luna
ehitaja	constructeur
heidelbergi	heidelberg
hollywoodi	hollywood
lilla	violette
lilla	pourpre
lilla	violet
publik	audience
publik	auditoires
publik	auditoire
publik	foule
kaovad	disparaître
kaovad	disparaissent
kaovad	disparaît
laupäeval	samedi
laupäeval	saturday
lahendamine	résoudre
lahendamine	résolution
fin	nageoire
fin	fin
ehitab	bâtit
ehitab	construit
kaevatud	creusée
kaevatud	creusé
acer	acer
lööb	frappe
lööb	hits
lööb	bat
lööb	rythmes
lööb	battements
vastavusse	aligner
vastavusse	alignement
rubens	rubens
tugevdada	renforcer
tugevdada	renforce
tugevdada	renforcer
algoritm	algorithme
populatsioon	populations
populatsioon	population
alias	alias
alias	pseudonyme
alias	pseudonymes
identne	identique
identne	identiques
hero	manivelle
hero	héro
hero	héros
hero	hero
grupis	groupe
indutseeritud	induits
indutseeritud	induite
indutseeritud	induit
indutseeritud	provoqué
baikali	baïkal
kepler	kepler
mõrv	homicide
mõrv	homicides
mõrv	criminelle
mõrv	assassiner
mõrv	meurtre
mõrv	assassinat
mõrv	meurtres
ahvenamaa	åland
filtri	filtres
filtri	filtrer
filtri	filtre
filtri	filtrage
filtri	filtrant
esivanemad	ancêtres
armas	belle
armas	ravissante
armas	charmant
armas	charmante
armas	adorable
veenis	persuadée
veenis	persuadé
pass	passeport
pass	passeports
õuna	pommier
õuna	pommes
õuna	apple
õuna	pomme
château	château
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	nuages
pilved	nuage
pilved	cloud
pilved	nuages
lipnik	enseigne
padova	padoue
franki	franck
franki	frank
tähendusi	significations
osaleja	participante
osaleja	participant
õlu	bières
õlu	biere
õlu	bière
paratamatu	inévitable
paratamatu	inéluctable
paratamatu	inévitablement
paratamatu	inévitables
reklaam	publicité
reklaam	commercial
reklaam	commerciaux
reklaam	commerciales
reklaam	commerciale
reklaam	publicitaire
reklaam	publicité
reklaam	publicités
selma	selma
adelaide	adélaïde
adelaide	adelaide
romana	romana
kogemused	expériences
kogemused	expériences
kogemused	expérience
tagurpidi	inverse
tagurpidi	inverser
tagurpidi	inversé
ümar	arrondi
ümar	arrondie
ümar	arrondies
ümar	arrondis
ümar	arrondi
ümar	ronde
ümar	rond
ümar	rondes
ümar	ronds
genfis	geneve
genfis	genève
kuulas	écoutés
kuulas	écouté
kuulas	écoutée
vaatluse	observation
aspekti	aspect
sünagoog	synagogue
paigal	geler
paigal	congeler
paigal	gel
kolmnurk	triangulaire
kolmnurk	triangle
kolmnurk	triangles
lõksu	piège
regulaarne	ordinaire
regulaarne	régulière
regulaarne	régulières
regulaarne	régulier
sümmeetria	symétrique
sümmeetria	symétrie
teadust	science
teadust	scientifique
teadust	sciences
stig	stig
edith	edith
aspektid	aspects
hahn	hahn
organisatsioone	organismes
organisatsioone	organisations
organisatsioone	organisations
positiivsed	positive
positiivsed	positives
positiivsed	positif
positiivsed	positifs
valgevenelased	biélorusses
tsitaat	cotation
tsitaat	citation
tsitaat	devis
tsitaat	citer
tsitaat	cite
tsitaat	cotation
tsitaat	citation
tsitaat	devis
liepāja	liepāja
valdkonnad	domaines
valdkonnad	zones
pearl	perle
pearl	nacre
pearl	pearl
pearl	perles
viasat	viasat
joonas	joonas
joonas	jonas
joonas	jonah
silmapaistev	remarquables
silmapaistev	remarquable
liitumine	fusion
liitumine	rejoindre
ohutu	inoffensif
ohutu	inoffensives
ohutu	inoffensifs
ohutu	inoffensive
ohutu	sécuritaire
ohutu	sûr
ohutu	coffre
iraak	irak
iraak	iraq
györgy	györgy
bissau	bissau
janet	janet
janet	mireille
viktoria	viktoria
legendaarne	légendaire
legendaarne	légendaires
legendaarne	mythique
rudolph	rodolphe
rudolph	rudolph
petra	petra
motors	moteurs
brad	brad
kubrick	kubrick
ühendused	raccordements
ühendused	connexions
ühendused	associations
ühendused	interconnexions
kaksikud	gémeaux
kaksikud	gemini
kaksikud	jumelles
kaksikud	jumeaux
mängitud	joués
mängitud	jouées
mängitud	jouée
mängitud	joué
seisnes	consistait
monroe	monroe
tuuled	vents
tingimusteta	inconditionnelle
tingimusteta	inconditionnellement
tingimusteta	inconditionnelle
tingimusteta	inconditionnel
kitsad	étroite
kitsad	étroits
kitsad	étroites
kitsad	étroit
eeliseid	avantages
eeliseid	atouts
selgitab	explique
omanduses	possédée
omanduses	appartenant
omanduses	possédé
omanduses	possédés
häiritud	perturbé
häiritud	perturbées
häiritud	perturbée
häiritud	perturbé
häiritud	perturbée
häiritud	dérangée
häiritud	troublé
häiritud	dérangé
nathan	nathan
liiklus	trafic
liiklus	circulation
nicola	nicola
hoidja	gardien
hoidja	détenteur
müüt	mythes
müüt	mythe
leben	leben
rääkinud	parlé
rääkinud	parlés
rääkinud	parlée
mosambiigi	mozambique
mõõdukas	modéré
mõõdukas	modérée
mõõdukas	modérées
mõõdukas	modérés
renate	renate
sforza	sforza
konteksti	contexte
kihid	pondeuses
kihid	couches
kihid	calques
pühakute	saintes
pühakute	saints
kama	kama
toledo	tolède
toledo	toledo
plii	plomb
tais	thaïlande
tais	thailande
liivakivi	grès
väljakujunenud	réglés
väljakujunenud	réglé
laused	phrases
laused	expressions
laused	phrases
sarnasus	ressemblance
sarnasus	similitude
sarnasus	ressemblance
sarnasus	ressemblances
sarnasus	similarité
scsi	scsi
ardo	ardo
palavik	fièvre
sanders	sanders
vallandati	virée
vallandati	viré
vallandati	virés
hääldatakse	prononcée
hääldatakse	prononcé
hääldatakse	prononcés
patareid	batterie
patareid	batteries
patareid	piles
patareid	accumulateurs
ohver	victime
tycho	tycho
kiirabi	ambulancier
kiirabi	ambulances
kiirabi	ambulanciers
kiirabi	ambulance
raúl	raúl
hääletus	vote
hääletus	votez
hääletus	voter
hääletus	vote
hääletus	voter
hääletus	votants
marcello	marcello
vastupidav	durable
vastupidav	durables
tähevärav	stargate
pereira	pereira
säde	étincelles
säde	étincelle
toni	toni
varade	actif
varade	actifs
reuters	reuters
aianduse	horticulture
aianduse	horticole
aianduse	horticoles
tantsud	danses
cannes	cannes
dieter	dieter
larissa	larisa
larissa	larissa
pane	mis
pane	mettre
isiksus	personnalité
olendid	créatures
kanalid	chaînes
kanalid	canaux
kanalid	canaux
kanalid	canal
kanalid	chaîne
kanalid	chenal
kanalid	channel
põletatud	brulé
põletatud	brûlés
põletatud	brûlées
põletatud	brûlée
põletatud	brûlé
põletatud	brûlée
põletatud	brulé
põletatud	brûlés
põletatud	brûlées
põletatud	brûlée
põletatud	brûlé
sain	got
smirnov	smirnov
kontaktid	contacts
korteris	appartement
suremus	mortalité
juhend	guide
juhend	consignes
juhend	instructions
moe	moe
usbekistani	ouzbékistan
osce	osce
pankur	banquier
claire	claire
stefano	stefano
kana	poulet
kana	poule
kana	volaille
kana	poulets
kana	poule
täitmine	remplissage
täitmine	garnissage
täitmine	exécution
koopad	grotte
koopad	caves
koopad	grottes
koopad	cavernes
nebraska	nebraska
keeld	ban
keeld	bannir
keeld	bannissement
keeld	interdiction
keeld	interdire
keeld	interdiction
keeld	prohibition
täiendavad	supplémentaire
täiendavad	supplémentaires
täiendavad	additionnel
hart	hart
komplekt	définir
komplekt	kits
komplekt	trousse
komplekt	kit
alfons	alfons
kolju	crâne
kolju	crânes
pms	pms
kadusid	disparues
kadusid	disparue
kadusid	disparu
kadusid	disparus
abdul	abdul
abdul	abdel
winston	winston
alabama	alabama
arendaja	développeur
arendaja	promoteur
arendaja	développeurs
otsad	ends
otsad	extrémités
löök	souffler
löök	souffle
löök	coup
löök	percussions
löök	percussion
löök	strike
löök	frappe
löök	grève
löök	frapper
löök	kick
löök	botter
tundsid	sentis
tundsid	feutre
tundsid	senti
tundsid	ressenti
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	porte
teadlikult	sciemment
teadlikult	consciemment
teadlikult	sciemment
teadlikult	consciemment
wells	puits
wells	wells
athena	athéna
athena	athena
leiutatud	inventés
leiutatud	inventée
leiutatud	inventé
susi	susi
paal	paal
kõrva	oreille
kõrva	épi
kõrva	oreilles
pippin	pippin
liikumised	mouvements
soovitav	désirable
soovitav	souhaitable
soovitav	souhaitables
vietnam	vietnam
vietnam	viêtnam
veronica	véronique
veronica	veronica
rahaühik	monnaie
rahaühik	devise
rahaühik	monnaies
rahaühik	devises
greg	greg
auru	vapeur
auru	vapeurs
auru	vapeur
auru	vapeurs
alto	alto
houston	houston
kukub	chutes
kukub	tombe
kukub	falls
ibrahim	ibrahim
küpros	chypre
galaktikate	galaxies
pealkirjad	manchettes
pealkirjad	titres
kõrvad	oreilles
kõrvad	épis
luisa	luisa
atlantis	atlantis
atlantis	atlantide
louisiana	louisiane
fauna	faune
göteborgis	göteborg
laos	laos
vabrik	fabrique
vabrik	usine
kloostrid	monastères
mathias	mathias
sõiduki	véhicule
mehhanismid	mécanismes
kehti	postuler
kehti	appliquer
kehti	appliquez
paaris	couplée
paaris	couplé
paaris	paires
ash	frêne
ash	cendres
ash	ash
ash	cendre
mauritiuse	maurice
mauritiuse	mauricien
mauritiuse	mauricienne
raport	signaler
raport	reportage
raport	rapport
süüdistatud	accusés
süüdistatud	inculpé
süüdistatud	accusé
süüdistatud	accusée
pavia	pavie
vie	vie
nõudlus	exiger
erapooletu	abstention
erapooletu	impartial
erapooletu	impartiaux
erapooletu	impartialité
erapooletu	impartiale
erapooletu	impartial
erapooletu	impartiaux
erapooletu	impartiale
erapooletu	neutre
erapooletu	neutres
erapooletu	neutralité
balthasar	balthasar
gotha	gotha
duke	duke
duke	duc
juut	juives
juut	juif
juut	juifs
juut	juive
juut	juif
lahendused	solutions
laulda	chantons
laulda	chanter
laulda	chante
planeerimine	planifier
planeerimine	planification
võrreldakse	compare
cesare	cesare
ameeriklased	américains
tehnoloogiad	technologies
kohtuda	rencontrez
kohtuda	rencontre
kohtuda	rencontrer
diktatuuri	dictatures
diktatuuri	dictature
mercia	mercie
okt	octobre
okt	oct
louvre	louvre
kuude	mois
ministrid	ministres
kümned	rte
kümned	dizaines
kümned	douzaine
kümned	dizaines
kümned	douzaines
racing	course
racing	racing
racing	courses
solanum	solanum
kent	kent
tudengid	étudiants
tudengid	etudiants
tudengid	élèves
quintus	quintus
karvane	poilu
karvane	poilus
karvane	chevelu
karvane	poilu
karvane	poilus
ülevõtmine	transposition
ülevõtmine	rachat
piirkondlikud	régionales
piirkondlikud	régionaux
piirkondlikud	régional
kristo	kristo
windsor	windsor
ari	ari
hondurase	honduras
sõnastik	lexique
sõnastik	glossaires
sõnastik	glossaire
sõnastik	dictionnaire
sõnastik	dictionnaires
teravilja	céréale
teravilja	céréales
hädavajalik	indispensables
hädavajalik	indispensable
hädavajalik	essentiel
hädavajalik	indispensable
hädavajalik	essentielles
hädavajalik	essentielle
hädavajalik	essentiels
kristin	kristin
martino	martino
keerukas	complexe
keerukas	complexes
põrgu	hell
põrgu	enfer
lucca	lucca
laboratooriumi	laboratoire
laboratooriumi	laboratoires
eranditult	exclusivement
hms	hms
kollektsioon	ramassage
kollektsioon	recouvrement
kollektsioon	recueil
kollektsioon	collection
kollektsioon	collecte
spordiala	sportif
spordiala	sportive
spordiala	sport
toetaja	collaborateur
toetaja	contributeur
toetaja	contributeurs
toetaja	partisan
toetaja	supporter
moto	devise
moto	moto
bradley	bradley
dünamo	dynamo
pilk	regard
õnneks	heureusement
elektriliselt	électriquement
osapooled	contreparties
porta	porta
hamiltoni	hamilton
lõpetamine	achèvement
lõpetamine	bouclage
lõpetamine	clôture
lõpetamine	fermeture
lõpetamine	cessation
lõpetamine	résiliation
lõpetamine	terminaison
lõpetamine	licenciement
