tudi	همچنین
wikipedia	ویکیپدیای
video	ویدیویی
video	ویدئویی
video	ویدیوی
video	ویدئو
video	ویدیو
video	ویدئوی
zvezde	ستارگان
pogodbo	قرارداده
pogodbo	قرارداد
knez	دیوک
knez	دوک
knez	پرنس
knez	پرینس
knez	شاهزاده
stolp	تاور
stolp	برج
zvezd	ستارگان
sodelovanje	همکاری
sodelovanje	مشارکت
sodelovanje	همکاری
simon	سیمون
simon	سایمن
simon	سایمون
postopek	فرایند
postopek	پروسه
postopek	فرآیند
postopek	روند
postopek	مراحل
postopek	رویه
postopek	روند
element	عنصر
glasba	موسیقی
glasba	موزیک
isto	همون
tok	جاری
tok	جریان
tok	جریان
tok	جریان
tok	جریانی
nemci	آلمانیا
nemci	آلمانیها
nemci	آلمانها
zunaj	بیرون
zunaj	برون
oddelek	وزارت
oddelek	اداره
oddelek	بخش
oddelek	تقسیم
oddelek	واحد
oddelek	بخش
ton	لحن
ton	تون
čin	رتبه
čin	درجه
zbirko	مجموعۀ
zbirko	مجموعه
oči	چشمها
oči	چشمانی
oči	چشم
oči	چشمان
zdravila	مواد
jacques	ژاک
juan	خوان
juan	خوآن
kisline	اسید
kisline	اسیدی
kisline	اسیدهای
regiji	منطقه
regiji	ناحیه
regiji	استان
regiji	منطقۀ
jakob	یاکوب
jakob	یعقوب
jakob	جیکوب
jakob	یاکوب
jakob	جاکوب
članica	عضو
članica	عضوی
dolina	دره
starejši	ارشد
starejši	سالمندان
starejši	مسن
starejši	سالخورده
starejši	بزرگتر
starejši	پیرتر
novinar	خبرنگار
novinar	گزارشگر
javno	عمومی
javno	علنی
javno	همگانی
javno	public
javno	آشکارا
višina	ارتفاع
višina	ارتفاعی
višina	بلندی
višina	قد
višina	ارتفاع
višina	height
alfred	آلفرد
alfred	الفرد
piše	مینویسد
južna	جنوب
južna	جنوبی
južna	ساوت
južna	جنوب
južna	جنوبی
gledališče	تئاتر
gledališče	theater
gledališče	سینماها
gledališče	تئاتر
link	پیوند
link	لینک
doline	دره
tisoč	هزار
orkester	نوازندگان
orkester	ارکستر
heinrich	هاینریش
maserati	مازراتی
ženska	زن
ženska	زنی
ženska	نسوان
ženska	زن
ženska	مؤنث
ženska	مونث
ženska	ماده
serviceyears	serviceyears
pdf	pdf
hill	تپه
hill	هیل
pravila	قواعد
pravila	قوانین
doseže	میرسد
slik	پیکچرز
slik	تصاویر
slik	عکسها
slik	عکس
slik	تصاویر
državo	کانتری
državo	کشوری
državo	کشور
državo	مملکت
državo	ییلاق
francoska	فرنچ
francoska	فرانسه
francoska	فرانسوی
jugoslovanske	یوگوسلاوی
črna	مشکی
črna	سیاه
črna	سیاهی
črna	بلک
evropsko	جاده
evropsko	اروپایی
razločitev	ابهامزدایی
tone	تن
tone	لحن
tone	تون
kraljica	queen
kraljica	ملکه
kraljica	بیبی
sto	صد
sto	wto
rešitev	رستگاری
rešitev	چاره
rešitev	محلول
osrednji	مرکزی
osrednji	سنترال
osrednji	مرکز
tak	تاک
tak	tak
dobe	دوران
sonce	آفتاب
sonce	خورشید
sonce	سون
sonce	سان
italijanska	ایتالیایی
italijanska	ایتالیا
mala	مالا
naloge	تکالیف
površine	نواحی
površine	مناطق
visoka	والا
visoka	رفیع
visoka	بلند
visoka	تل
visoka	قد
kislina	اسید
kislina	اسیدی
latinsko	لاتین
dejansko	راستش
dejansko	درواقع
dirkah	نژادها
visok	تل
visok	قد
daje	میدهد
pravljice	داستانها
grški	یونان
grški	یونانی
tom	تام
tom	tom
kanada	کانادا
središča	مراکز
središča	مراکز
par	زوج
par	جفت
par	زوجی
par	زوج
snov	مادهای
snov	اموال
ruska	روس
ruska	روسیه
ruska	روسی
ruska	راسک
podobne	مشابه
številni	بسیار
številni	بیشماری
arhitekt	معمار
arhitekt	architect
beli	سپید
beli	وایت
beli	سفید
pilot	خلبان
pilot	راهبری
trst	تریسته
vprašanje	سؤال
vprašanje	سوال
vprašanje	پرسش
staro	پیر
staro	قدیمی
staro	قدمت
staro	کهنه
kulturo	تمدن
kulturo	فرهنگی
kulturo	فرهنگ
dinastije	دودمان
dinastije	سلسله
ladja	سفینه
ladja	کشتی
ladja	کشتیها
ladja	قایق
ladja	کشتی
temperature	دما
temperature	دما
nekdanji	سابق
nekdanji	پیشین
zmage	پیروزی
zmage	پیروز
zmage	فتح
koper	koper
jordan	جوردن
jordan	جردن
jordan	اردن
prvak	قهرمان
prvak	قهرمان
prvak	پهلوان
prvak	champion
ivana	ایوانا
ivana	ایوان
ivana	یوحنا
ostanki	مانده
ostanki	قراضه
bugatti	بوگاتی
manjša	کوچکتر
manjša	کوچک
manjša	خردسال
manjša	کوچکی
sodišče	دادگاه
sodišče	دربار
inštitut	موسسه
inštitut	مؤسسه
inštitut	انستیتو
severne	شمالی
severne	شمال
kilometrov	کیلومتر
kilometrov	مایل
kilometrov	مایلز
kilometrov	کیلومتر
herbert	هربرت
narave	سرشت
narave	طبیعت
stalno	ثابت
stalno	دائم
stalno	مداوم
dodatno	اضافی
dodatno	اضافی
dodatno	اضافه
tehnični	فنی
tehnični	تکنیکی
največkrat	غالبا
igralci	بازیکنان
igralci	بازیکن
igralci	بازیگران
stadion	ورزشگاه
dediščine	میراث
dediščine	ارث
hrvaške	کروات
hrvaške	کرواسی
vzrok	علت
vzrok	دلیل
vzrok	cause
graf	گراف
graf	نمودار
graf	چارت
rastlin	گیاهان
nikolaj	نیکلای
nikolaj	نیکولای
novak	نواک
počasi	آهسته
počasi	آهسته
počasi	آسان
počasi	ساده
počasi	راحت
članki	مقالات
članki	مقاله
pevec	singer
pevec	خواننده
planet	سیاره
png	png
učinek	ضربه
učinek	اصابت
učinek	برخوردی
učinek	برخورد
učinek	اثر
učinek	جلوه
učinek	تأثیر
osem	هشت
energijo	انرژی
boga	خداوند
boga	خدا
boga	الهی
boga	خدایی
boga	الله
vii	هفتم
podobna	مشابه
dokončno	قطعی
svete	مقدس
literarni	ادبی
vseeno	همچنان
vseeno	هنوزم
vseeno	هنوز
marjan	مرجان
najmanj	کمترین
najmanj	کمینه
najmanj	کمترین
besed	کلمات
besed	واژه
ameriki	آمریکای
ameriki	امریکا
ameriki	آمریکا
želi	میخواهد
nastop	گیگ
nastop	عملکرد
nastop	اجرا
nastop	کارایی
posvetil	تقدیم
združene	یونایتد
združene	متحد
izjemno	استثنایی
izjemno	استثنائی
ana	آن
ana	ana
ana	آنا
ana	انا
bus	اتوبوس
bus	bus
janko	هانسل
poročila	گزارشها
upor	شورش
upor	مقاومت
upor	مقاومتی
upor	مخالفان
upor	عصیان
upor	طغیان
upor	سرکشی
upor	شورش
zemljo	زمین
zemljo	خشکی
zemljo	land
zemljo	سرزمین
glejte	see
glejte	دیدن
češki	چک
češki	چکی
zlati	زرین
zlati	طلایی
zlati	گلدن
zlati	طلائی
zlati	طلای
zlati	gold
zlati	طلا
zlati	طلایی
zlati	گلد
zlati	زرین
vojaki	سربازها
vojaki	سربازان
santa	سانتا
santa	بابانوئل
santa	santa
will	ویل
slog	سبک
daleč	دور
redno	منظم
rok	rok
rok	فرجه
morala	روحیه
morala	اخلاقیات
morala	اخلاقی
morala	اخلاق
orožja	سلاح
majhen	کوچک
majhen	small
majhen	کوچکی
majhen	اسمال
filozofski	فلسفی
www	www
martina	مارتینا
martina	مارتن
martina	مارتین
heer	هیر
visoki	تل
visoki	قد
radio	رادیویی
radio	رادیو
radio	بیسیم
glasbenik	نوازنده
glasbenik	musician
glasbenik	موسیقیدان
goriva	سوخت
goriva	سوختهای
površino	سطح
površino	سطحی
pravnik	وکیل
jones	جونز
četa	گروهان
četa	شرکت
četa	company
četa	کمپانی
četa	قافله
častni	افتخاری
sprejet	پذیرفت
sprejet	پذیرفته
zaščito	حفاظت
zaščito	پناه
zaščito	محافظت
galerija	گالری
galerija	نگارخانه
galerija	gallery
tretja	سومین
tretja	سومی
tretja	سوم
tekme	بازیهای
tekme	بازیها
tekme	بازی
ferdinand	فردیناند
proizvodnjo	تولید
velikost	اندازۀ
velikost	اندازه
roke	بازوان
roke	بازوها
roke	آغوش
roke	بازو
roke	دست
roke	دستهای
roke	دستان
študije	مطالعات
križ	صلیب
križ	کراس
križ	عبور
rekord	ضبط
klavir	piano
klavir	پیانوی
klavir	پیانو
spomin	خاطره
spomin	حافظه
spomin	حافظۀ
kip	مجسمه
kip	تندیس
kip	مجسمه
kip	تندیس
inženir	مهندس
inženir	engineer
christian	کریستین
christian	کریستیان
christian	مسیحی
christian	کریستن
ludvik	لویی
ludvik	لوئی
ludvik	لودویگ
glavo	سرآیند
glavo	هد
glavo	سر
mladi	جوان
mladi	یانگ
mladi	جوون
mladi	یونگ
union	یونیون
union	اتحادیه
union	اتحاد
drama	درام
komisija	تصدی
komisija	کمیسیون
kitajska	چین
kitajska	چینی
berlin	برلین
medalja	مدال
javnosti	عمومی
javnosti	علنی
javnosti	همگانی
javnosti	public
robu	لبه
robu	اج
robu	لبۀ
višje	بالاتری
višje	بالاتر
karla	کارلا
viktor	ویکتور
jeseni	پاییز
jeseni	پائیز
jeseni	پاییزی
jeseni	خزان
ekipe	تیمهای
povišan	ترفیع
povišan	مرتفع
povišan	برافراشته
temperatura	دما
datum	تاریخ
mestne	شهری
mestne	urban
mestne	اوربان
izbrana	برگزیده
izbrana	برگزیده
številka	عدد
številka	شمارۀ
številka	شماره
osi	محورها
osi	محور
finale	اختتامیه
finale	فینال
loc	loc
štefan	استیون
ljubezni	دوست
ljubezni	عشق
ljubezni	عشقی
ljubezni	عاشق
dežele	اراضی
dežele	سرزمینهای
dežele	سرزمین
force	زور
force	اجباری
force	نیرو
force	اجبار
bull	بول
nizozemska	هلند
nizozemska	هالند
nizozemska	هلند
promet	ترافیک
promet	ترافیکی
promet	انتقال
promet	ترابری
politiko	سیاست
hitrosti	سرعت
metode	روشهای
branko	برانکو
united	یونایتد
united	متحد
schmidt	اشمیت
kariera	حرفه
kariera	شغل
severna	شمالی
severna	نورث
severna	شمال
severna	شمالی
severna	شمال
načrt	تدبیر
načrt	پلان
načrt	نقشه
funkcijo	کارکرد
funkcijo	تابع
bojan	بویان
kraja	سرقت
kraja	دزدی
kraja	دزدی
noč	شبها
noč	شبی
noč	شب
noč	شبانه
ernst	ارنست
različni	گوناگون
natančno	دقیقی
natančno	دقیق
natančno	دقیق
georg	گئورگ
glasbena	موزیکال
motnje	ناآرامی
motnje	پارازیت
motnje	دخالت
motnje	مداخله
motnje	تداخل
motnje	اختلالات
primeri	موارد
primeri	مثالهای
žrtev	قربانی
henri	آنری
giuseppe	جوزپه
angel	آنجل
angel	فرشته
angel	انجل
primerov	موارد
dober	خوبی
dober	good
dober	خوب
dober	خوبش
zunanji	خارجی
medalje	مدال
povezava	ارتباط
povezava	اتصال
povezava	پیوند
povezava	لینک
zapis	ضبط
zapis	نشانگذاری
zapis	نماد
zrak	ایر
zrak	هوا
zrak	هوایی
beograd	بلگراد
bele	سپید
bele	وایت
bele	سفید
literatura	ادبیات
literatura	literature
pevka	singer
pevka	خواننده
letno	سالانه
letno	سالیانه
letno	سالانه
letno	سالیانه
kratek	کوتاه
kratek	کوتاهی
kratek	خلاصه
kratek	مختصر
spears	اسپیرز
johannes	یوهانس
stavbe	ساختمانهای
stavbe	ساختمانها
dejanje	کنش
dejanje	اکشن
dejanje	اقدام
dejanje	عمل
dejanje	عمل
poleti	تابستان
poleti	سامر
poleti	تابستون
poleti	تابستانی
sposobnosti	مهارتش
sposobnosti	مهارت
sposobnosti	مهارتهای
otto	اوتو
otto	اتو
otto	آتو
študija	تحصیل
študija	مطالعه
rimljani	رومیها
leksikon	قاموس
harry	هری
festival	عیدی
festival	جشنواره
serija	سری
serija	دسته
imperij	امپراطوری
imperij	امپایر
imperij	امپراتوری
švica	سویس
švica	سوییس
švica	سوئیس
schumacher	شوماخر
vključene	شامل
zapisal	نوشتم
pove	میگه
pove	میگوید
prevajalec	translator
prevajalec	مترجم
prehod	انتقال
prehod	گذار
prehod	دروازه
višji	ارشد
višji	بلندتری
višji	بالاتری
višji	بالاتر
domači	اهلی
domači	وطنی
domači	خانگی
delavec	کارمند
delavec	کارگری
delavec	کارگر
letališče	فرودگاه
kapela	نمازخانه
kapela	چپل
kapela	کلیسای
krogi	دایره
vprašanja	مسائل
vprašanja	سؤال
vprašanja	سوالات
vprašanja	سوال
vprašanja	سؤالات
minut	دقیقه
minut	دقایقی
ustanovitev	آفرینش
ustanovitev	ایجاد
ustanovitev	خلقت
ustanovitev	موسسه
ustanovitev	تاسیس
ustanovitev	تأسیس
kraljevina	فرمانروایی
kraljevina	پادشاهی
metoda	متد
metoda	روش
skladateljev	آهنگسازان
priznanje	اعتراف
priznanje	اقرار
kulturni	فرهنگی
cooper	کوپر
dolg	قرض
dolg	قرضی
dolg	قرضه
dolg	بدهی
dolg	طولانی
dolg	لانگ
dolg	دراز
hči	دختر
napisala	نوشتم
krogov	دایره
pismo	حرف
pismo	نامه
pismo	نامهای
bosna	بوسنی
hermann	هرمان
samostojno	مستقل
samostojno	مستقل
samostojno	خودگردان
samostojno	خودمختار
relativno	نسبی
najstarejši	قدیمیترین
srebrno	نقره
srebrno	سیمین
srebrno	سیلور
dolino	دره
washington	واشینگتون
washington	واشنگتون
washington	واشینگتن
washington	واشنگتن
znanja	دانش
znanja	آگاهی
znanja	علم
znanja	معرفت
lepo	خوبی
lepo	قشنگ
lepo	قشنگه
bolje	بهتر
bolje	بهترش
motorja	موتور
avstrijska	اتریش
avstrijska	اتریشی
vsebine	محتویات
vsebine	رضایت
vsebine	خرسند
vsebine	محتوای
vsebine	محتوا
vsebine	محتویات
fotografije	عکسها
fotografije	عکس
redko	ندرت
redko	بندرت
redko	نادره
redko	کمیاب
redko	نادر
redko	نادری
občasno	گهگاه
kylie	کایلی
mary	ماری
mary	مریم
mary	مری
zgodnje	پگاه
zgodnje	اوایل
oblikovanje	دیزاین
oblikovanje	طرح
oblikovanje	طراحی
teža	وزنش
teža	وزنه
teža	وزن
stopnja	زینه
stopnja	درجه
stopnja	تراز
stopnja	لول
stopnja	سطح
stopnja	درجه
stopnja	نمره
stopnja	نرخ
poveljstvo	فرمان
razlika	تفاوت
razlika	فرق
bernard	برنارد
bernard	برنار
razlike	تفاوت
razlike	فرق
razlike	تفاوت
razlike	تفاوتهای
razlike	تفاوتها
razlike	اختلاف
hamilton	همیلتون
predmet	شئ
predmet	مفعول
predmet	شیء
predmet	سوژه
predmet	فاعل
predmet	موضوع
luigi	لوئیجی
dvojice	دونفره
ameriško	آمریکایی
ameriško	امریکایی
ameriško	امریکن
ameriško	آمریکن
ekipa	تیم
ekipa	تیمی
izid	عاقبت
izid	نتیجه
izid	نتیجه
izid	نتیجۀ
izid	حاصل
lik	شخصیت
lik	نویسه
povezani	متصل
povezani	پیوند
povezani	مربوط
povezani	مرتبط
douglas	داگلاس
pojem	مفهومی
pojem	مفهوم
pojem	آواز
pojem	خوانندگی
filip	فلیپ
filip	فیلیپ
pas	کمر
pas	کمربند
zvezda	استار
zvezda	ستاره
princ	پرنس
princ	پرینس
princ	شاهزاده
ibn	ابن
znova	دوباره
zgradbe	ساختمانهای
zgradbe	ساختمانها
françois	فرانسوا
vladar	حاکم
dirko	نژاد
dirko	مسابقه
projekta	پروژه
energija	انرژی
zdravje	سلامت
zdravje	بهداشت
zdravje	health
zdravje	سلامتی
izbran	برگزیده
izbran	برگزیده
nekdanje	سابق
nekdanje	پیشین
zvezek	دفترچه
sila	زور
sila	اجباری
sila	نیرو
sila	اجبار
zgodovinsko	تاریخی
zgodovinsko	تاریخی
francesco	فرانچسکو
količina	مقدار
količina	مبلغ
količina	کمیت
val	وال
val	ول
val	موج
val	موجی
imeti	داشتن
zgoraj	فراز
montreal	مونترال
ladjo	سفینه
ladjo	کشتی
ladjo	کشتیها
tempelj	پرستشگاه
tempelj	عبادتگاه
tempelj	معبد
tempelj	تمپل
sveto	مقدس
sveto	مقدس
drago	دراگو
drago	گران
drago	گران
drago	گرونه
umrla	درگذشت
nasprotju	تناقض
lee	لی
nacionalno	نشنال
nacionalno	ملی
razmere	وضعیت
razmere	موقعیت
britanija	بریتانیا
britanija	بریتانیا
kamen	سنگ
kamen	استون
kamen	سنگی
kamen	سنگسار
kamen	سنگی
kamen	صخره
kamen	راک
odnos	نگرش
odnos	منش
odnos	گرایش
jugoslavija	یوگسلاوی
fran	فرن
sever	شمالی
sever	نورث
sever	شمال
srbski	صرب
srbski	صربی
rast	رشد
struktura	ساختار
struktura	سازه
prosto	free
prosto	آزادی
prosto	رایگان
prosto	آزاده
prosto	آزاد
jack	جک
hercegovina	هرزگوین
vključitev	یکپارچگی
vključitev	شمول
aktivnosti	فعالیتها
aktivnosti	فعالیتها
aktivnosti	فعالیت
gradnja	ساخت
gradnja	سازندگی
gradnja	ساختمان
major	عمده
major	ماژور
major	سرگرد
kultura	تمدن
kultura	فرهنگی
kultura	فرهنگ
besedo	سخن
besedo	کلمه
besedo	واژه
besedo	کلام
naše	ما
znanje	دانش
znanje	آگاهی
znanje	علم
znanje	معرفت
vlado	ولادو
vlado	دولتی
vlado	حکومت
vlado	دولت
župan	شهردار
rimska	رومان
rimska	رومی
rimska	رومن
rimska	روم
jug	ساوت
jug	جنوب
jug	جنوبی
bistveno	ضروری
mike	مایک
pokrajine	مناظر
pokrajine	عرضی
pokrajine	منظره
life	زندگى
life	زندگی
jedro	هسته
jedro	هسته
jedro	هسته
roger	روژه
roger	راجر
zavod	موسسه
zavod	مؤسسه
zavod	انستیتو
zavod	موسسه
zavod	مؤسسه
lestvice	ترازوی
iskanje	جستجو
iskanje	پویش
iskanje	جستجوی
iskanje	جستجو
zahodna	وست
zahodna	باختر
zahodna	غرب
zahodna	غربی
zahodna	وسترن
zahodna	غربی
raka	سرطانی
raka	سرطان
mesec	قمر
mesec	ماه
mesec	moon
mesec	ماه
iso	ایزو
aktivno	فعال
aktivno	فعالانه
kril	کریل
provinca	ولایت
provinca	استان
kraljevi	رویال
kraljevi	سلطنتی
kraljevi	شاهانه
pravzaprav	راستش
pravzaprav	درواقع
mejo	لبه
mejo	مرزی
mejo	مرزبانی
mejo	مرز
mejo	لبۀ
zgradil	بسازم
zgradil	ساختن
zgradil	بساز
zgradil	بسازید
zgradil	بسازی
potrebna	لازم
potrebna	نیاز
zgradba	ساختن
zgradba	ساختمانی
zgradba	ساختمان
zgradba	ساختار
zgradba	سازه
istočasno	همزمان
očitno	واضح
očitno	ظاهرا
očitno	مشخصا
motiv	انگیزه
motiv	موتیف
viii	هشتم
cambridge	کمبریج
mednarodne	اینترنشنال
mednarodne	بینالمللی
mednarodne	جهانی
videl	ندیده
videl	دیده
videl	دیده
videl	دید
krila	دامن
rad	راد
rad	rad
domače	اهلی
domače	وطنی
domače	خانگی
gozd	وودز
gozd	فارست
gozd	جنگل
gozd	جنگلی
misli	فکر
misli	افکار
misli	افکارش
britaniji	بریتانیا
izliva	ریزان
spremeni	تغییر
spremeni	تغییر
art	art
art	هنر
art	آرت
igro	بازی
igro	گیم
vidi	میبیند
vidi	بیند
višine	هایتس
višine	ارتفاعی
višine	بلندی
višine	قد
višine	ارتفاع
višine	height
majhne	کوچک
majhne	small
majhne	کوچکی
majhne	اسمال
razlog	دلیلی
razlog	علت
razlog	دلیل
japonsko	ژاپن
japonsko	ژاپنی
denar	پول
denar	پولی
socialno	اجتماعی
socialno	سوسیال
sodobni	مدرن
sodobni	امروزی
sodobni	modern
sodobni	معاصر
zmaga	برنده
zmaga	پیروز
zmaga	برد
zmaga	پیروزی
zmaga	پیروز
zmaga	فتح
raven	کلاغ
raven	ریون
raven	تراز
raven	لول
raven	سطح
minogue	مینوگ
rusijo	روسیه
kje	کجا
kje	کجای
ljudstvo	افراد
ljudstvo	مردمان
ljudstvo	آدمها
ljudstvo	مردم
bistrica	بیستریتسا
format	قالب
format	قالبی
tirnice	ریل
tirnice	نرده
jugoslovanska	یوگوسلاوی
vloge	سپرده
vloge	کاربردها
ploskev	طرحها
ploskev	نیرنگ
ploskev	سطح
ploskev	سطحی
ploskev	تابلو
ploskev	پانل
ploskev	پنل
ploskev	تابلوی
praktično	عملی
praktično	عملا
kitajske	چینی
matere	مادرها
matere	مادران
izobraževanje	آموزنده
izobraževanje	آموزشی
izobraževanje	آموزش
izobraževanje	تحصیلات
stavba	ساختن
stavba	ساختمانی
stavba	ساختمان
nujno	فوری
nujno	فوریه
nujno	ضروری
nujno	اورژانسی
nujno	اضطراری
nujno	اورژانس
sestava	انشاء
sestava	ترکیب
pristanišče	درگاه
pristanišče	بندر
naravne	طبیعی
naravne	natural
tleh	زمینی
padel	فل
padel	سقوط
padel	پاییز
padel	fall
padel	افتادن
bobni	طبل
bobni	درامز
tremi	سه
majhno	کوچک
majhno	small
majhno	کوچکی
majhno	اسمال
tlak	فشار
tlak	فشاری
kos	تکه
kos	قطعه
kos	برش
profil	profile
profil	نمایه
profil	پروفایل
profil	gauge
evropo	اروپای
evropo	اروپا
mario	ماریو
poskušal	آزموده
francijo	فرانس
francijo	فرانسه
rdeča	رد
rdeča	قرمز
rdeča	سرخ
belo	سپید
belo	وایت
belo	سفید
zgodbo	داستان
zgodbo	داستانی
zgodbo	قصه
chris	کریس
francis	فرنسیس
francis	فرانسیس
posebna	مخصوص
posebna	ویژه
posebna	خاص
posebna	استثنایی
posebna	خاصه
pisma	حروف
delavcev	کارگرها
delavcev	کارگران
patrick	پاتریک
posledice	عواقب
hockey	هاکی
poseben	مخصوص
poseben	ویژه
poseben	خاص
poseben	استثنایی
poseben	خاصه
carlos	کارلوس
carlos	اوس
hrano	غذایی
hrano	خوراک
hrano	غذا
motorji	موتورز
motorji	موتورسیکلت
loka	lok
lažje	راحتتر
lažje	آسانتر
zemlja	زمین
zemlja	خاک
prihaja	میاد
prihaja	آمدن
pravilno	مناسب
sodi	بشکه
leon	لئون
leon	لیون
avstrijsko	اتریش
avstrijsko	اتریشی
regiment	هنگ
globoko	عمیقاً
globoko	عمیقا
globoko	اعماق
globoko	ژرف
globoko	عمیق
heinz	هاینتس
heinz	هاینز
črno	مشکی
črno	سیاه
črno	سیاهی
črno	بلک
love	دوست
love	عشق
love	عشقی
love	عاشق
material	مواد
material	مصالح
material	مواد
material	مصالح
delitev	تقسیم
delitev	واحد
delitev	اشتراک
delitev	پاشیده
pomočnik	دستیاری
pomočnik	دستیار
pomočnik	یاور
pomočnik	یاوری
tekmo	بازی
tekmo	گیم
redni	منظم
notranji	interior
notranji	داخلی
notranji	درونی
notranji	داخلی
notranji	درونی
notranji	سالنی
notranji	درونی
opremo	تجهیزات
opremo	وسایل
opremo	دنده
opremo	گیر
temo	چهره
temo	چهرۀ
temo	تم
temo	تیرگی
temo	ظلمت
temo	تاریکی
dokaj	نسبتاً
moško	مذکر
moško	نر
čast	شرافتی
čast	عزت
čast	گرامی
čast	عزت
čast	شرافت
čast	شرف
čast	افتخار
vloga	کاربردی
vloga	کاربرد
vloga	نقشی
vloga	رل
vloga	نقش
vodstvo	رهبری
kitajski	چین
kitajski	چینی
poškodbe	جراحت
poškodbe	آزاری
poškodbe	زخم
naravno	طبیعی
naravno	natural
naravno	طبیعتا
rdeči	رد
rdeči	قرمز
rdeči	سرخ
pomoči	کمکهای
johnson	جانسن
johnson	جانسون
organizacijo	سازمان
organizacijo	سازماندهی
organizacijo	سازمان
organizacijo	سازماندهی
madžarska	مجارستان
madžarska	مجاری
madžarska	مجارستانی
madžarska	مجارستان
smučarski	اسکی
drevo	درخت
drevo	درختی
angliji	انگلستان
angliji	انگلیس
lastnik	مالک
lastnik	صاحب
lastnik	صاحبش
lastnik	مالکش
neodvisnost	استقلال
neodvisnost	استقلالی
boeing	بوئینگ
pisateljica	نویسنده
super	عالی
super	عالیه
super	سوپر
super	super
super	عالی
super	عالیه
postopoma	تدریجی
postopoma	تدریج
dvorec	عمارت
dvorec	قصر
dvorec	کاستل
dvorec	کستل
dvorec	قلعه
dvorec	کسل
dogodek	رویداد
dogodek	واقعه
dogodek	رخداد
main	main
main	اصلی
main	ماین
matrika	ماتریکس
matrika	ماتریس
majhna	کوچک
majhna	small
majhna	کوچکی
majhna	اسمال
služil	خدمت
služil	خدمت
služil	سرو
poznan	دانسته
poznan	معلوم
barva	رنگ
barva	رنگها
barva	نقاشی
barva	رنگ
gledališki	تئاتری
sredstva	وجوه
sredstva	داراییهای
sredstva	دارائی
sredstva	دارایی
sredstva	منابع
naloga	تکلیف
naloga	مأموریت
naloga	ماموریت
lesa	چوبی
lesa	وود
lesa	چوب
odločitev	تصمیم
odločitev	فیصله
notranjosti	interior
notranjosti	داخلی
notranjosti	درونی
gradivo	مواد
gradivo	مصالح
mimo	گذری
mimo	مجالس
mimo	گذر
mimo	عبور
mimo	پاس
della	دل
della	دلا
klemen	کلمنت
klemen	بردبار
prenos	انتقال
prenos	مخابره
prenos	انتقال
prenos	بارگیری
prenos	دانلود
poljsko	لهستانی
poljsko	لهستان
noči	شبا
noči	شبها
noči	شبهای
noči	شب
državno	حالت
državno	استیت
državno	دولت
državno	وضعیت
državno	ایالت
gorivo	سوخت
enačba	معادله
izbor	گزینش
auto	خودکار
pravljica	حکایت
spoznal	met
kritik	انتقاد
kritik	نقد
kritik	معترض
kritik	منتقد
kritik	انتقادات
gradcu	گراتس
hrvaško	کروات
hrvaško	کرواسی
stol	صندلی
prednost	اولویت
prednost	برتری
prednost	مزیت
delovno	کار
andreja	آندری
andreja	اندرو
toronto	toronto
toronto	تورنتو
luna	لونا
luna	قمر
luna	ماه
luna	moon
dogodkov	رویدادهای
dogodkov	رویدادها
dogodkov	حوادث
dogodkov	اتفاقات
črne	مشکی
črne	سیاه
črne	سیاهی
črne	بلک
bill	بیل
regija	منطقه
regija	ناحیه
regija	استان
regija	منطقۀ
operacije	عملیات
operacija	عملیات
operacija	عمل
operacija	جراحی
srednja	وسطی
srednja	میدل
srednja	میانی
srednja	میانه
srednja	وسط
srednja	متوسط
remix	ریمیکس
tekmovanje	مسابقه
tekmovanje	رقابت
tekmovanje	رقابتهای
tekmovanje	رقابتها
tekmovanje	مسابقه
madžarski	مجاری
madžarski	مجارستانی
madžarski	مجارستان
naprave	دستگاهها
naprave	دستگاههای
dobesedno	لفظی
preprosto	ساده
preprosto	سادگی
preprosto	ساده
bwv	bwv
žene	همسران
mnenje	نظر
mnenje	پندار
mnenje	گمان
bell	ناقوس
bell	زنگ
bell	بل
koncert	کنسرتو
koncert	کنسرت
josé	جوز
josé	خوزه
josé	خسه
josé	ژوزه
josé	خوزه
vzhod	شرق
vzhod	شرقی
nihče	هیچکس
ustrezno	مناسب
ustrezno	درخور
dosežke	دستاوردهای
teme	موضوعات
teme	موضوعاتی
stefan	استفن
stefan	اشتفان
stefan	stefan
stefan	استیفن
gospodarsko	اقتصادی
znanost	علمی
znanost	علم
znanost	علوم
kratko	کوتاه
kratko	کوتاهی
varnost	امنیتی
varnost	حراست
varnost	امنیت
varnost	سلامت
varnost	امن
varnost	امنیت
varnost	ایمنی
specifikacije	مشخصات
specifikacije	مشخصاتی
specifikacije	مشخصاتش
specifikacije	مشخصات
politična	سیاسی
izrek	قضیه
matija	ماتیاس
aleš	الکس
aleš	آلکس
cevi	لوله
ženski	نسوان
ženski	زن
ženski	مؤنث
ženski	مونث
ženski	ماده
urejanje	ویرایش
urejanje	تدوین
urejanje	ویرایش
standard	استاندارد
palača	کاخ
palača	قصر
izključno	خالص
izključno	انحصاری
izključno	مختص
premagal	بیت
obravnava	درمانش
obravnava	معالجه
obravnava	درمان
jima	جیم
krat	زمانهای
krat	times
krat	دفعات
krat	تایمز
luka	لوقا
luka	لوک
luka	لوکا
žensk	زنانی
žensk	زنها
žensk	زنان
andrea	آندریا
andrea	آندرا
pretežno	اساسا
pretežno	عمدتاً
