레니	லென்னி
충성	விசுவாசமான
충성	விசுவாசமாக
충성	விசுவாசம்
알레르기	ஒவ்வாமை
알레르기	ஒவ்வாமை
공포증	அஞ்சி
공포증	அச்சம்
공포증	பயம்
공포증	பயமும்
보이드	boyd
규약	வாக்குறுதியை
서른	முப்பது
덩컨	டங்கன்
국민의회	பாராளுமன்றம்
국민의회	நாடாளுமன்ற
국민의회	நாடாளுமன்றம்
트랙터	டிராக்டர்கள்
트랙터	டிராக்டர்
주민들	குடியிருப்பாளர்கள்
주민들	வசிப்பவர்கள்
나누기	பிரி
나누기	ஊர
존스턴	ஜான்ஸ்டன்
데비	தேவி
데비	டெப்பி
스턴트	ஸ்டண்ட்
규범	norms
플로이드	ஃபிலாய்ட்
망가니즈	மாங்கனீசு
배달	வாடா
배달	வழங்கல்
배달	டெலிவரி
배달	விநியோகங்கள்
식별자	அடையாளங்காட்டி
옥상	கூரை
세그먼트	பகுதிகள்
세그먼트	பகுதி
헬스	ஜிம்
헬스	நலம்
헬스	சுகாதாரம்
헬스	ஆரோக்கியம்
헬스	ஹெல்த்
헬스	உடல்நலம்
페인트	பெயிண்ட்
페인트	தீட்டு
페인트	வர்ணங்கள்
베이커리	பேக்கரி
살롱	நிலையங்கள்
살롱	சலூன்
카탈로그	திரட்டு
카탈로그	அட்டவணைகள்
카탈로그	திரட்டு
카탈로그	அட்டவணைகள்
웨버	வெபர்
스플릿	பிரி
반주	பக்கவாத்தியம்
허니	தேன்
구독	சந்தா
구독	subscribe
구독	சந்தா
전자책	ebook
쟈니	ஜானி
채우기	நிரப்புதல்
채우기	நிரப்பும்
채우기	நிரப்பு
채우기	நிரப்ப
루벤	ரூபன்
루벤	ரூபன்
안내서	வழிகாட்டி
멘토	ஆசான்
오웬	ஓவன்
찬양	புகழ்
감비아	கம்பியா
루퍼트	ரூபர்ட்
브라우닝	browning
광대	கோமாளிகள்
광대	கோமாளி
하녀	வேலைக்காரி
타오	tao
인종차별	இனவெறி
인종차별	இனவாத
인종차별	இனவாதம்
할리	ஹார்லி
명왕성	புளூட்டோ
도우미	உதவியாளர்
그레나다	கிரனாடா
트램	tramway
와우	வாவ்
와우	ஆஹா
와우	ஆச்சர்யம்
카르멘	கார்மென்
트레버	டிரெவர்
꽃잎	இதழும்
꽃잎	இதழ்கள்
위상수학	இடவியல்
망상	மாயை
오디세이	ஒடிஸி
사진기	காமிரா
사진기	கேமரா
솔직한	நேர்மையான
접두어	முன்னொட்டு
수리남	சுரினாம்
밀크	பாலை
밀크	பாலும்
밀크	பால்
저마늄	செருமேனியம்
비버	பீவர்
킨샤사	கின்ஷாசா
외상	பேரதிர்ச்சி
스트롱	வலிமையானது
스트롱	வலுவானது
스트롱	வலுவான
스트롱	வலிமை
잉크	மை
덴마크어	டேனிஷ்
덴마크어	டானிஷ்
전동기	மோட்டார்
삭제되었습니다	நீக்கப்பட்டது
삭제되었습니다	நீக்கப்பட்ட
삭제되었습니다	நீக்கப்பட்டது
삭제되었습니다	அகற்றப்பட்டது
샌디	சாண்டி
아멘	ஆமென்
아헨	ஆஃகன்
군중	கூட்டம்
군중	கூட்டமும்
군중	கூட்டத்தை
양말	காலுறை
양말	துளைகள்
플러그	அடைப்பை
컴포넌트	பகுதிகள்
베르겐	பேர்கன்
천체물리학	வானியற்பியல்
히라가나	hiragana
베르누이	bernoulli
책상	டெஸ்க்
박물관과	அருங்காட்சியகங்கள்
천왕성	யுரேனஸ்
리디아	லிடியா
파나소닉	பேனசோனிக்
커튼	திரைச்சீலை
커튼	திரைச்சீலைகள்
최고경영자	ceo
콜카타	கொல்கத்தா
하모니	நல்லிணக்கம்
도검	வாள்
걱정	கவலைகள்
걱정	கவலைகளை
걱정	கவலை
걱정	கவலை
걱정	கவலையாக
추천합니다	பரிந்துரை
추천합니다	பரிந்துரைக்கவும்
원뿔	கூம்பு
스모	சுமோ
동기화	ஒத்திசை
덧셈	கூட்டல்
라르나카	larnaca
메이플	மேப்பிள்
세이셸	சீசெல்சு
코인	நாணயங்கள்
코인	coins
코인	காசுகள்
다이어그램	வரைப்படம்
스티커	ஸ்டிக்கர்
뉴먼	நியூமன்
코트니	கோர்ட்னி
일렉트로	எலக்ட்ரோ
루디	ரூடி
수표	காசோலை
수표	வட்டில்
명절	விடுமுறை
명절	விடுமுறை
명절	விடுமுறைகள்
육아	பெற்றோர்
햄버거	பர்கர்
햄버거	பர்கர்
충돌구	கிண்ணக்குழி
바이너리	இருநிலை
척도	அளவுகோல்
척도	அளவு
아름다움	அழகை
아름다움	அழகு
아름다움	அழகி
파트리크	பேட்ரிக்
파트리크	பாட்ரிக்
카운트	எண்ணிக்கை
카운트	எண்
앵무새	கிளிநொச்சி
앵무새	கிளி
스피어스	ஸ்பியர்ஸ்
금액	தொகை
금액	அளவு
스파이더	சிலந்தி
감기	காய்ச்சல்
감기	குளிரில்
감기	சளி
감기	ஜலதோஷம்
감기	குளிர்
감기	சளி
이삭	ஐசக்
크로뮴	குரோமியம்
로터스	தாமரைப்
로터스	தாமரை
사본	நகல்
사본	பிரதிகள்
사본	கைப்பிரதி
주전자	கூஜா
주전자	ஜக்
힌디어	ஹிந்தி
힌디어	இந்தி
지형도	topographic
삼위일체	டிரினிட்டி
테슬라	டெஸ்லா
가속도	முடுக்கம்
수축	ஏற்படுகின்றன
릴리스	ரிலீஸ்
릴리스	வெளியீடு
릴리스	வெளியீடுகள்
옥스포드	ஆக்ஸ்ஃபோர்டு
패드	பேட்
연어	சால்மன்
자수	எம்பிராய்டரி
급여	சம்பளம்
정상회의	மாநாடு
프라이버시	அந்தரங்கம்
프라이버시	தனியுரிமை
베릴륨	பெரிலியம்
척추	முதுகெலும்பு
거북	ஆமை
거북	ஆமைகள்
총격	நடிப்பது
총격	படப்பிடிப்பு
총격	துப்பாக்கிச்சூடு
정교	அதிநவீன
트라이	திரி
담장	வேலி
잉여	உபரி
브루크너	புரூக்னர்
아처	ஆர்ச்சர்
크라이슬러	கிரிஸ்லர்
캡처	பிடிப்பு
캡처	கைப்பற்றிய
캡처	கைப்பற்றி
재활용	மறுசுழற்சி
재활용	மறுசுழற்சி
윈체스터	வின்செஸ்டர்
팩스	தொலைநகல்
스크롤	உருள்
그람	கிராம்
메이크업	ஒப்பனை
루마니아어	ரோமானியன்
루마니아어	ருமேனியா
니코시아	நிக்கோசியா
명주	பட்டு
명주	சில்க்
이민호	குடியேற்றம்
제철	ஸ்டீல்
제철	எஃகு
진보주의	முற்போக்கு
몸무게가	எடையை
몸무게가	எடை
방문자	வருகைகள்
방문자	பார்வைகள்
끌기	இழு
끌기	இழுக்கவும்
끌기	இழுத்து
소문	வதந்தி
불꽃놀이	பட்டாசு
반죽을	மாவை
헬멧	தலைக்கவசம்
헬멧	கவசம்
글쓰기	எழுத
글쓰기	எழுது
글쓰기	எழுதவும்
글쓰기	எழுதுகிறது
글쓰기	எழுத்து
글쓰기	எழுதுதல்
버트	பெர்ட்
사용됨	பயன்படுத்தப்பட்டது
사용됨	பயன்படுத்திய
사용됨	பயன்படுத்தியது
플레처	பிளெட்சர்
브리스톨	பிரிஸ்டல்
기억해	ஞாபகம்
기억해	நினைவில்
비밀번호	கடவுச்சொல்
비밀번호	கடவுச்சொற்கள்
버블	குமிழி
독립적	சுதந்திர
곡률	வளைவு
바늘	ஊசிகள்
바늘	ஊசி
보복	பதிலடி
마찰	உரசல்
사탄	சாத்தான்
이데올로기	கருத்தியல்
이데올로기	சித்தாந்தம்
낭만	காதல்
오만의	ஓமன்
냉동	உறைந்த
냉동	உறைந்து
용지	பேப்பர்
용지	தாள்
용지	காகிதம்
딸들	மகள்கள்
편안하게	ஓய்வாக
편안하게	ஓய்வு
퀴리	கியூரி
데비안	டெபியன்
관용	சகிப்புத்தன்மை
축하합니다	வாழ்த்துக்கள்
축하합니다	வாழ்த்துகள்
파인애플	அன்னாசி
펄서	பல்சர்
공석	வெற்றிடங்கள்
염증	அழற்சி
염증	தொற்று
염증	வீக்கம்
염증	தீரா
염증	அழற்சி
염증	தொற்று
인슐린	இன்சுலின்
성형외과	plastics
궤적	சுவடுகள்
궤적	மாதிரி
브래드퍼드	பிராட்போர்ட்
보호자	கார்டியன்
보호자	பாதுகாவலன்
보호자	பாதுகாவலர்
보호자	பாதுகாவலர்கள்
폴더	ஆவணங்கள்
폴더	அடைவுகள்
폴더	அடைவு
마이스페이스	மைஸ்பேஸ்
에디슨	எடிசன்
접근성	அணுகல்
사기꾼	மோசடி
수식	சூத்திரங்கள்
마차	வேகன்
위험하다	ஆபத்தானது
위험하다	அபாயகரமானது
위험하다	ஆபத்தான
파도바	படுவா
약어	சுருக்க
승강기	உயர்த்தி
낙타	ஒட்டகம்
방침	கொள்கை
프레젠테이션	முன்வைப்பு
박탈	ஒன்றையும்
공황	பீதி
공황	திகில்
뚱뚱한	கொழுப்பு
뚱뚱한	குண்டாக
뚱뚱한	கொழுப்பை
사탕	இனிப்புகள்
사탕	மிட்டாய்
뮤즈	மியூஸ்
오션스	பெருங்கடல்கள்
유도탄	ஏவுகணை
피코	பிகோ
변경됨	மாறிவிட்டது
변경됨	மாற்றப்பட்டது
변경됨	மாற்றப்பட்ட
쇠퇴	மறு
코플리	கோப்லி
라비	ரவி
코페르니쿠스	கோப்பர்னிக்கஸ்
버크셔	பெர்க்சையர்
디바이스	சாதனங்கள்
키티	கிட்டி
이메일로	மின்னஞ்சலை
이메일로	மின்னஞ்சல்
매듭	முடிச்சு
리베카	ரெபேக்கா
드래그	இழு
드래그	இழுக்கவும்
드래그	இழுத்து
머리카락이	கூந்தல்
머리카락이	முடி
머리카락이	கூந்தலில்
머리카락이	தலைமுடி
머리카락이	தலைமுடியை
블레이즈	கொழுந்து
스파크	தடித்த
타겟	ரசிகர்கள்
타겟	பார்வையாளர்கள்
타겟	பார்வையாளர்
타겟	இலக்கு
타겟	குறிக்கோள்
린치	லிஞ்ச்
선더	இடி
선더	தண்டர்
목격자	சாட்சிகள்
목격자	சாட்சி
타이타늄	டைட்டானியம்
먼데이	திங்கள்கிழமை
먼데이	திங்கட்கிழமை
먼데이	திங்கள்
로드리고	ரோட்ரிகோ
울타리	வேலிகள்
울타리	வேலி
파울로	பால்
검색어	கேள்வி
검색어	வினவல்
히스토리	சரித்திரம்
히스토리	வரலாறு
캐리어	கேரியர்
캐리어	கேரியர்கள்
트레일러	டிரெய்லர்
셔츠	சட்டையை
셔츠	சட்டை
셔츠	சட்டைகள்
존중	மரியாதை
존중	மரியாதையை
지프	ஜீப்
영장	வாரண்ட்
테크니컬	தொழில்நுட்ப
캐나디안	கனடிய
캐나디안	கனேடிய
의심스러운	சந்தேகத்திற்கிடமான
의심스러운	சந்தேகத்திற்குரிய
식물학	தாவரங்கள்
식물학	செடிகள்
식물학	செடி
식물학	ஆலை
식물학	தாவரம்
식물학	செடி
단테	டான்டே
누드	நிர்வாண
누드	நிர்வாணமாக
목욕탕	குளியல்
목욕탕	பாத்
경계선	எல்லைகள்
경계선	ஓரங்கள்
경계선	எல்லை
경계선	விளிம்பு
경계선	கரை
경계선	ஓரம்
경계선	எல்லை
대담	தடிமன்
대담	தடித்த
험프리	ஹம்ஃபிரே
플렉스	flex
검투사	கிளாடியேட்டர்
헤이스	ஹேய்ஸ்
기울기	சாய்வு
인도네시아어	இந்தோனேசிய
에센	எசன்
배포판	பகிர்வு
배포판	விநியோகம்
배포판	பரவல்
안정화	பந்தத்தில்
아담스	ஆடம்ஸ்
두통	தலைவலி
설문조사	கருத்துக்கணிப்பு
설문조사	சர்வே
신디	சிண்டி
매크로	மேக்ரோ
탄환	புல்லட்
탄환	தோட்டா
언제든	வேண்டுமானாலும்
언제든	எந்நேரமும்
관절	மூட்டு
풍선	பலூன்
풍선	பலூன்கள்
방울	விடு
방울	துளி
스맥다운	ஸ்மேக்டவுன்
도달하기	பார்வை
연휴	விடுமுறை
연휴	விடுமுறை
연휴	விடுமுறைகள்
레오니트	லியோனிட்
나침반	காம்பஸ்
인듐	இண்டியம்
농지	விவசாய
컬트	கல்ட்
흐린	ஹாலோ
스커트	பாவாடை
스파게티	இடியாப்ப
낙원	சொர்க்கம்
로마인	ரோமர்
견인	traction
섹시한	கவர்ச்சியாக
섹시한	கவர்ச்சியான
생태학	சூழலியல்
저장소	சேமிப்பு
저장소	சேமிப்பகம்
저장소	கிடங்கு
워리어	மாவீரன்
워리어	போராளி
아랍인	அரபு
아랍인	அரபியர்கள்
에트루리아	etruscan
살림	சலீம்
알론소	alonso
예배당	சிற்றாலயம்
배제	தவிர்ப்புத்
갑판	டெட்
갑판	ஏடு
갑판	எடு
매핑	மேப்பிங்
접시	டிஷ்
접시	தட்டில்
접시	தட்டு
접시	பாத்திரங்கள்
밀턴	மில்டன்
아인	அய்ன்
아인	ஐன்
자궁	கருப்பை
자궁	கருப்பை
보조정리	கொற்கோள்
페니키아	பினீசிய
멘도사	மென்டோசா
아일랜드어	ஐரிஷ்
정사각형	சதுரம்
천둥	இடி
천둥	தண்டர்
방사	கதிர்வீச்சு
제다이	ஜெடி
조각상	சிற்பம்
조각상	சிலைகள்
조각상	சிலை
연회	கல்யாண
바닷가	கடற்கரை
바닷가	கடற்கரைகள்
캥거루	கங்காரு
즐거움	அனுபவிப்பது
즐거움	இன்பம்
남색	இண்டிகோ
그늘	நிழலில்
그늘	நிழலும்
그늘	நிழல்
그늘	சாயல்
메이트	தோழன்
메이트	துணையை
메이트	செக்மேட்
상거래	வர்த்தகம்
세라믹	செராமிக்
과일과	பழ
과일과	பழம்
과일과	கனி
과일과	பழங்கள்
로버트슨	ராபர்ட்சன்
만기	காலாவதி
우주비행사	astronaut
우주비행사	விண்கலத்தில்
벙커	பதுங்கு
알렉시스	அலெக்சிஸ்
와이프	மனைவியின்
와이프	மனைவியை
와이프	மனைவிக்கும்
와이프	மனைவி
죠지	ஜார்ஜ்
홀랜드	ஹாலந்து
메커니즘	பொறிமுறைகள்
메커니즘	mechanism
호소	முறையீடு
호소	மேல்முறையீடு
말콤	மால்கம்
말콤	malcolm
스웨덴인	ஸ்வீடிஷ்
모더니즘	modernism
설교	போதகர்
설교	பிரசங்கம்
설교	போதிக்க
조이스	ஜாய்ஸ்
브렌던	பிரெண்டன்
브렌던	பிரண்டன்
가필드	கார்பீல்ட்
맨틀	மூடகம்
헐크	ஹல்க்
지멘스	சீமென்ஸ்
스트론튬	இசுட்ரோன்சியம்
어부	மீனவர்
어부	மீனவன்
어부	மீனவர்கள்
어부	மீனவர்
줄리어스	ஜூலியஸ்
라호르	லாகூர்
렉싱턴	lexington
나디아	நதியா
닿소리	மெய்
파울루	பாலோ
타이타닉	டைட்டானிக்
포도당	குளுக்கோஸ்
탄수화물	கார்போஹைட்ரேட்
테러리즘	பயங்கரவாத
테러리즘	தீவிரவாத
테러리즘	வாத
테러리즘	தீவிரவாதம்
테러리즘	பயங்கரவாதம்
멜라니	மெலனி
크리스찬	கிறிஸ்துவ
크리스찬	கிறித்தவர்
아이맥스	ஐமேக்ஸ்
아틀란티스	அட்லாண்டிஸ்
그리핀	கிரிஃபின்
킴벌리	கிம்பர்லி
킴벌리	kimberley
추산	கணக்கிடு
홈스	ஹோம்ஸ்
미디	midi
유기적	இயல்பான
유기적	ஆர்கானிக்
만델라	மண்டேலா
휴스	ஹியூக்ஸ்
스티치	தையல்
스티치	தைத்து
요구르트	தயிர்
주름이	சுருக்கங்கள்
할렘	harlem
존경받는	மதிப்பிற்குரிய
존경받는	மரியாதைக்குரிய
팔라듐	பலேடியம்
배려	பாசமாக
배려	அக்கறை
부러진	உடைந்த
부러진	உடைந்தது
부러진	முறிந்த
아루바	அரூபா
나쁘다	கெட்ட
나쁘다	மோசமான
나쁘다	மோசம்
클리퍼드	கிளிஃபோர்ட்
적위	டிசம்பர்
적위	டிச
인형극	கைப்பாவைகள்
인형극	பொம்மலாட்டம்
신비주의	mysticism
비스무트	பிசுமத்
뉴포트	நியூபோர்ட்
트래픽	டிராஃபிக்
오션	சமுத்திரம்
오션	பெருங்கடல்
오션	கடல்
에디트	எடித்
애니메이트	அசைவூட்டம்
화장	ஒப்பனை
비욘드	தாண்டி
비욘드	அப்பால்
공부하기	படிக்கிறேன்
공부하기	ஆய்
공부하기	படிப்பு
공부하기	ஆய்வு
배신	துரோகம்
산토	சாண்டோ
무의식	மானபங்கம்
월요일부터	திங்கள்கிழமை
월요일부터	திங்கட்கிழமை
월요일부터	திங்கள்
인도인	இந்தியர்
인도인	இந்தியன்
인도인	இந்திய
황혼	மயங்கும்
도밍고	டொமிங்கோ
의존	சார்ந்த
스피어	கோளம்
스피어	கோலம்
스피어	உருளை
스피어	கோளங்கள்
스피어	ஈட்டி
저작자	ஒதுக்கீடு
이드	ஈத்
모서리	மூலைகள்
모서리	விளிம்பு
모서리	முனை
모서리	எட்ஜ்
동창회	ரீயூனியன்
은혜	கருணை
은혜	கிரேஸ்
은혜	அருளும்
레이븐	ரேவன்
잠수	டைவிங்
잠수	டைவ்
크리올	கிரியோல்
킬링	கொன்றுவிடும்
킬링	கொன்று
졸라	zola
선명하게	தெளிவான
선명하게	தெளிவாகும்
불행히도	எதிர்பாராதவிதமாக
브렌트	பிரண்ட்
부어	ஊற்றி
부어	வீக்கம்
부어	வீங்கி
노르웨이어	நார்வேஜியன்
지르코늄	சிர்க்கோனியம்
티에리	தியெரி
트리거	விசைகள்
클러치	கிளட்ச்
기다린다	காத்திரு
액세서리	துணைக்கருவிகள்
액세서리	அணிகலன்கள்
삭스	சாக்ஸ்
트레이	தட்டு
손바닥	உள்ளங்கை
손바닥	பாம்
손바닥	பனை
구애	முறியும்
청량	மென்மையான
청량	மென்மை
아이린	ஐரீன்
아비뇽	avignon
매니	மேனி
매니	மனி
아르센	அர்சென்
주룽	கவுலூன்
드루	ட்ரூ
긴급한	அவசரம்
게이트웨이	நுழைவாயில்
숙소	வீட்டுவசதி
스캔	வருடு
스캔	ஸ்கேன்
빈도	அதிர்வெண்
빈도	எண்ணிக்கை
듀이	தூவி
네이비	கடற்படை
콘래드	கொன்ராட்
이발사	பார்பர்
평판	புகழை
어구	வாக்கியம்
어구	வாக்கியங்கள்
채워진	நிரப்பப்பட்ட
채워진	நிரப்பிய
음모론	சதி
스티븐슨	ஸ்டீவன்சன்
스티븐슨	ஸ்டீபென்சன்
생쥐	எலிகள்
생쥐	சுட்டி
생쥐	எலி
생쥐	சொடுக்கி
왕관	கிரீடம்
휴즈	ஹியூக்ஸ்
어레이	வரிசைகள்
카슨	கார்சன்
혜택	நன்மை
혜택	பலனும்
혜택	பலன்
혜택	பயன்
혜택	பலன்கள்
혜택	நன்மைகள்
혜택	ஆதலால்
수하물	சாமான்
믿기	நம்ப
믿기	ஈமான்
믿기	நம்பி
노르드어	நோர்சு
전문성	நிபுணத்துவம்
어댑터	தகவி
깨달음	புரிதலும்
깨달음	உணர்தல்
이스트우드	ஈஸ்ட்வுட்
에이리언	ஏலியன்
번스	எரிகிறது
모음집	சேகரிப்புகள்
모음집	தொகுப்புகள்
모음집	சேகரிப்பு
모음집	சேகரிப்புகள்
모음집	தொகுப்பு
모음집	வசூல்
에테르	ஈதர்
미케네	mycenaean
호박	அம்பர்
호박	சுரைக்காய்
호박	ஸ்குவாஷ்
호박	பூசணி
호박	பூசணிக்காய்
농축	வனத்தை
농축	செறிவூட்டப்பட்ட
문맥	சூழல்
문맥	சந்தர்ப்பம்
실크	பட்டு
실크	சில்க்
순교	வீரமரணம்
순교	தியாகி
순교	தியாகிகள்
루블	ரூபிள்
학점	credits
부팅	பூட்
미성년자	சிறார்கள்
메건	மேகன்
설계자	வடிவமைப்பாளர்
설계자	டிசைனர்
백혈병	leukemia
앤드루스	ஆன்ட்ரூஸ்
무서워	பயமாக
무서워	பயம்
무서워	பயந்து
바이러스성	வைரல்
옷이	ஆடைகள்
옷이	உடைகள்
옷이	துணிகளை
옷이	உடைகளை
옷이	ஆடைகளை
쟁점	சிக்கல்கள்
쟁점	பிரச்சனைகள்
쟁점	பிரச்சினைகள்
비키니	பிகினி
헨더슨	ஹென்டர்சன்
굵게	தடிமன்
굵게	தடித்த
지능형	அறிவார்ந்த
카리나	கரினா
지지자	ஆதரவாளர்கள்
지지자	ஆதரவாளர்
지지자	ஆதரவாளர்
자원봉사	தொண்டர்கள்
자원봉사	தன்னார்வலர்கள்
자원봉사	தன்னார்வ
모리야	மோரி
폐렴	நிமோனியா
아까	முன்னதாக
아까	முன்னர்
아까	முன்பே
아까	முந்தைய
라시드	ரசீட்
푸시	தள்ளு
푸시	புஷ்
와이어	வயர்
와이어	கம்பி
와이어	கம்பிகள்
흥미	வட்டி
흥미	ஆர்வம்
페소	பெசோ
메소드	முறையை
메소드	முறை
메소드	வழிமுறை
동반자	தோழர்
희귀	அரிய
희귀	அரிதான
치마	பாவாடை
태프트	டாஃப்ட்
커리	குழம்பு
커리	கறி
약해	பலவீனமான
스물	இருபது
그루브	பள்ளம்
기다렸다	காத்திரு
소호	soho
콘도르	condor
허구	புனைவு
아라	ஆரா
불확실	நிச்சயமற்ற
시맨틱	சொற்பொருள்
산드라	சாண்ட்ரா
팝스	பாப்ஸ்
톨스토이	டால்ஸ்டாய்
자루	சணல்
가치관	மதிப்புகள்
자주색	ஊதா
난쟁이	குள்ள
잠겨	பூட்டிய
양배추	முட்டைக்கோஸ்
조나스	ஜோனாஸ்
입양	தத்தெடுத்து
외할머니	பாட்டி
토로	டோரோ
건널	அபராதம்
건널	கடக்கும்
작별	பிரியாவிடை
차분	அமைதி
디렉토리	அடைவு
디렉토리	அடைவுகள்
튜더	டியூடர்
페르난두	பெர்னான்டோ
고립	தனிமைப்படுத்தி
고립	தனித்த
고립	அனாதை
시스	sith
박테리아	பாக்டீரியா
이리듐	இரிடியம்
코메디	நகைச்சுவை
코메디	காமெடி
버킹엄	பக்கிங்காம்
메릴	மெர்ரில்
숙모	அத்தை
앨리	ஆலி
앨리	ஆலி
앨리	ally
분대	ஸ்குவாட்
알레포	அலெப்போ
작성자	உருவாக்கியவர்
작성자	உருவாக்கி
작성자	படைத்தவர்
작성자	ஆசிரியர்
작성자	படைப்பாளி
작성자	இயற்றியவர்
작성자	ஆசிரியர்கள்
작성자	படைப்பாளிகள்
단결	ஒற்றுமையே
단결	ஒற்றுமை
레시피	செய்முறை
빌려서	இரவல்
두샨베	டுஷான்பே
증오	வெறுப்பை
증오	வெறுப்பு
증오	வெறுப்பு
증오	வெறுக்கிறேன்
세부사항	விளக்கங்கள்
세부사항	விவரங்கள்
세부사항	விவரம்
불쌍한	ஏழை
불쌍한	பாவம்
불쌍한	மோசம்
가난	வறுமை
가난	ஏழ்மை
예스	ஆமாம்
예스	ஆம்
만두	பாலாடை
미시	மிஸ்ஸி
에이프릴	ஏப்ரல்
스킵	தவிர்
택배	கூரியர்
택배	கொரியர்
낙태	கருக்கலைப்பு
뻐꾸기	குயில்
클라우디아	கிளாடியா
레이몬드	ரேமாண்ட்
극복	வெல்வதற்கு
용서	மன்னிப்பை
용서	மன்னிப்பு
용서	மன்னிக்க
용서	மன்னித்து
사다리	ஏணிகள்
사다리	ஏணி
적용하기	பொருந்தும்
적용하기	செயலாக்கு
적용하기	பயன்படுத்து
발톱	நகம்
발톱	ஆணி
발톱	clawed
투자자	முதலீட்டாளர்
투자자	முதலீட்டாளர்கள்
해롤드	ஹரோல்ட்
마누라	மனைவியின்
마누라	மனைவியை
마누라	மனைவிக்கும்
마누라	மனைவி
탈륨	தாலியம்
아리엘	ஏரியல்
세르비아어	செர்பியன்
템플릿	வார்ப்புருக்கள்
템플릿	வார்ப்பு
템플릿	வார்ப்புரு
붕소	போரான்
쿠르디스탄	குர்திஸ்தான்
대명사	pronoun
드라이	வறண்டு
드라이	வறண்ட
드라이	உலர்
드라이	உலர்ந்த
드라이	காய்ந்த
미켈란젤로	மைக்கலாஞ்சலோ
탐욕	பேராசை
탐욕	பேராசை
피터슨	பீட்டர்சன்
도슨	டாசன்
픽사	பிக்சர்
해골	மண்டை
선호	விருப்பத்தேர்வு
선호	விரும்பிய
커맨더	தளபதி
변명	புகழ்
셀레늄	செலினியம்
사촌동생	உறவினர்
젝스키스	ஜாக்
젝스키스	மந்திரி
젝스키스	ஜேக்
데스크	டெஸ்க்
순서수	ordinal
정장	சாதிகள்
사우스웨스트	தென்மேற்கு
헝거	பசி
분류법	வகைப்பாடு
쏟아지는	கொட்டும்
재클린	ஜாக்குலின்
만듭니다	உருவாக்கு
만듭니다	உருவாக்குக
프랑켄슈타인	ஃபிராங்கண்ஸ்டைன்
크로아티아인	குரோஷியா
앰버	அம்பர்
윌킨슨	வில்கின்சன்
핼리	halley
보증	உத்திரவாதம்
보증	உத்தரவாதம்
구성요소	பகுதிகள்
절친	bff
사마륨	சமாரியம்
보안관	ஷெரீஃப்
블럭	தொகுதிகள்
블럭	தடு
마르첼로	மர்செல்லுஸ்
정직한	நேர்மையான
건너편	நடுவே
건너편	குறுக்கே
트라이아스기	triassic
고슴도치	முள்ளெலி
소나기	சாரல்
당근	கேரட்
록스타	ராக்ஸ்டார்
호킹	ஹோக்கிங்
유투브	youtube
유투브	யூடியூப்
스머프	ஸ்மர்ஃப்ஸ்
발가락	டோ
마나마	மனாமா
섀도	நிழல்
섀도	நிழல்கள்
섀도	நிழல்
섀도	நிழலை
화보	செவ்வாய்க்கிழமை
화보	செவ்வாய்
화보	செவ்வாய்கிழமை
트렁크	ட்ரங்க்
리소스	வள
리소스	வளம்
리소스	மூலங்கள்
리소스	ஆதாரங்கள்
리소스	வளங்கள்
리소스	வளம்
속옷	உள்ளாடை
대박	அற்புதம்
대박	கடவுளே
페르세우스자리	பெர்சியஸ்
리플리	ripley
로드니	ரோட்னி
모욕	அவமதிப்பு
모욕	அவமானம்
웹스터	வெப்ஸ்டர்
말투	உச்சரிப்பில்
로웰	லோவல்
계산하기	கணி
오스뮴	ஓசுமியம்
간간	கல்லீரல்
펄프	காகிதக்கூழ்
홍보하기	விளம்பரம்
홍보하기	மேம்படுத்து
홍보하기	பூஸ்ட்
홍보하기	விளம்பரப்படுத்துதல்
간호	செவிலியர்கள்
간호	செவிலியர்
간호	நர்ஸ்
간호	நர்சிங்
믈라카	மலாக்கா
마비	முடங்கி
라파예트	lafayette
튀김	பொறித்த
튀김	வறுத்த
소다	சோடா
매니아	பித்து
순찰	ரோந்து
제조업체	உற்பத்தியாளர்கள்
제조업체	manufacturers
제조업체	உற்பத்தியாளர்
제조업체	தயாரிப்பாளர்
간염	ஹெபடைடிஸ்
잔잔한	அமைதி
불확정성	நிச்சயமற்ற
자넷	ஜேனட்
논증	வாதம்
논증	துணையலகு
레반트	லெவண்ட்
하트퍼드	hartford
만성적인	தீராத
횃불	டார்ச்
횃불	பந்தம்
아르놀트	அர்னால்டு
수신기	பெறுநர்
딕슨	டிக்சன்
딕슨	டிக்சன்
푸에르토	பியூர்டோ
명상	தியானம்
명상	தியானத்தில்
생리	காலகட்டங்கள்
미용실	நிலையங்கள்
미용실	சலூன்
압바스	அப்பாஸ்
터코마	டகோமா
고전주의	பாரம்பரிய
자석	காந்தம்
자석	காந்தங்கள்
연금술	இரசவாதம்
화살표	அம்புகள்
화살표	அம்புக்குறி
현수	இடைநீக்கம்
현수	பதாகை
현수	பேனர்
트란스니스트리아	திரான்சுனிஸ்திரியா
식탁	அட்டவணை
식탁	மேசை
온난화	வெப்பமடைதல்
강습	பாடங்கள்
아스퍼거	அசுபெர்கர்
붙여넣기	ஒட்டு
붙여넣기	சொற்றொடர்
판매하기	விற்க
판매하기	விற்கவும்
판매하기	விற்பனை
보스토크	வஸ்தோக்
낫다	குணமாக்கும்
낫다	ஆற்றும்
클리닉	கிளினிக்
클리닉	மருத்துவமனை
가이드라인	வழிகாட்டுதல்கள்
조회수	hits
