kategória	kategooria
súčasné	samaaegne
súčasné	samaaegne
súčasné	tänapäeva
súčasné	kaasaegne
rusi	venelased
prístav	harbori
prístav	port
prístav	sadam
prístav	sadam
prístav	harbour
volieb	valimised
volieb	valimised
letné	suvel
letné	suvi
letné	suve
svätých	pühakud
svätých	pühakute
dvor	õu
dvor	hoovis
dvor	õu
dvor	õue
dvor	kohus
dvor	tagahoovis
ponožky	sokk
ponožky	sokid
mladší	noorem
mladší	nooremad
rio	rio
technickej	tehnilised
technickej	tehniline
citroën	citroën
komisia	komisjon
komisia	komisjoni
venovať	pühendada
medaila	medal
medaila	medalid
india	india
mužský	meessoost
mužský	isane
mužský	mehelik
michel	michel
alsasko	alsace
diskusie	arutelud
diskusie	arutelu
diskusie	arutelud
vladimir	vladimir
prichádza	tuleb
prichádza	tulekul
prichádza	tulemas
prichádza	tuleb
koná	näitlemine
koná	teod
tabuľa	tablett
tabuľa	tahvel
tabuľa	paneel
historická	ajalooline
historická	ajalooline
silu	jõudu
silu	tugevus
fázy	etapp
fázy	faasi
fázy	faas
fázy	etapid
fázy	etapid
opery	ooper
opery	ooperi
ochranné	kaitsev
rozmery	suurused
rozmery	mõõtmed
rozmery	mõõdud
rozmery	mõõtmed
rozmery	mõõde
nièvre	nièvre
oscara	oscar
dokument	dokumendi
dokument	dokument
dokument	dokumentide
jackson	jackson
okresov	piirkonnad
sun	päikest
sun	päike
saturn	saturn
zostava	assamblee
zostava	rivistus
tepla	kuumus
tepla	soojus
tepla	soojuse
služba	teenindus
služba	teenus
štvrť	naabrus
štvrť	naabrus
štvrť	ümbruskond
prípravy	ettevalmistused
prípravy	preparaadid
plus	plus
plus	pluss
obehu	ringlusse
vincent	vincent
plemeno	tõug
plemeno	tõu
hráča	mängija
tituly	pealkirjad
helena	helena
helena	helen
správca	haldur
správca	administraator
správca	hooldaja
správca	manager
správca	juhataja
správca	haldur
rastie	kasvab
rastie	kasvavad
rastie	kasvav
rastie	tõusev
rastie	tõuseb
rastie	kasvab
urobiť	make
rozhodli	otsustas
rozhodli	otsustanud
rozhodli	otsustatud
asociácie	ühendused
asociácie	assotsiatsioon
prototyp	prototüüp
tvrdí	nõuded
tvrdí	väited
odvodený	tuletatud
odvodený	tuletatud
verejnosť	avalikkus
verejnosť	avalik
verejnosť	avalikud
parametre	parameetrid
kol	kol
sami	üksinda
sami	üksi
sami	sami
sami	saami
riek	jõed
obrázky	piltide
obrázky	pildid
obrázky	pildid
obrázky	pilte
zamestnancov	töötajad
hip	hip
hip	puus
hip	puusa
napätie	pinge
napätie	pingeid
napätie	pinged
napätie	pinge
režim	režiimi
režim	režiim
režim	mode
režim	režiimi
režim	režiim
naposledy	viimasena
naposledy	viimane
srdca	südame
srdca	südant
srdca	südame
srdca	süda
navštívil	külastatud
manažér	manager
manažér	juhataja
manažér	haldur
spoločností	äriühingud
spoločností	firmad
spoločností	ettevõtted
erb	vapi
analýza	analüüsi
analýza	analüüs
plyn	gaas
plyn	gaasi
plyn	bensiin
zelená	roheline
vedec	teadlane
archív	arhiivi
archív	arhiiv
archív	arhiivid
deväť	üheksa
jack	jack
ostrava	ostrava
polohy	positsioonid
rast	kasv
rast	majanduskasv
vyžaduje	nõutud
vyžaduje	nõutavad
vyžaduje	vajalik
vyžaduje	nõutav
vyžaduje	nõuab
združenia	ühendused
združenia	basseinid
slúžili	teenis
slúžili	teeninud
slúžili	serveeritud
francisco	francisco
dedine	küla
dedine	külas
otázka	küsimus
mince	mündid
mince	münt
mince	mündi
povolanie	elukutse
povolanie	kutseala
povolanie	okupatsiooni
povolanie	amet
štúdie	uuring
štúdie	uuringud
ford	ford
komunity	kogukonnad
heslo	parooli
heslo	parool
heslo	salasõna
švajčiarsky	šveitsi
čechách	čechy
čierne	mustad
čierne	black
čierne	musta
čierne	must
trénera	treener
trénera	treeneri
trénera	koolitaja
rozhodne	otsustab
rozhodne	kindlasti
ivana	ivan
williams	williamsi
williams	williams
finančné	rahaline
finančné	finants
finančné	rahalised
silný	tugev
silný	tugevad
silný	võimas
mníchov	mungad
mníchov	müncheni
programy	programmid
programy	programmid
amerika	ameerika
určité	teatud
poézie	luule
françois	françois
holandský	hollandi
holandsku	madalmaad
holandsku	holland
stopy	jälg
stopy	jalajäljed
stopy	jäljed
stopy	rajad
stopy	vihjed
stopy	jäljed
stopy	traces
punk	punk
uložené	säilitatud
uložené	salvestatud
uložené	ladustatud
uložené	päästetud
uložené	salvestatud
uložené	päästis
europe	euroopa
europe	europe
počítač	arvuti
kola	ümar
kola	ümmargused
kola	ümmargune
kola	voor
kultúrny	kultuurilised
kultúrny	kultuuriline
reči	sõnavõtt
reči	kõne
bad	bad
bad	halb
bad	paha
cintorín	kalmistu
cintorín	surnuaed
cintorín	surnuaeda
cintorín	surnuaed
henri	henri
spolupráca	koostöö
spolupráca	koostöö
účastník	ettevõtja
účastník	kaupmees
účastník	osaleja
real	reaalne
real	ehtne
real	tõeline
egypt	egiptus
úspešný	edukas
úspešný	edukad
úspešný	edu
letecká	lennunduse
letecká	lennundus
pridal	lisatud
pridal	kursis
pridal	lähetatud
var	var
postavu	karakter
postavu	iseloomu
postavu	tegelane
postavu	iseloom
nesprávne	ebaõige
nesprávne	väär
nesprávne	vale
nesprávne	valesti
chránená	kaitstud
bezpečnosť	turvalisus
bezpečnosť	julgeolek
bezpečnosť	turva
bezpečnosť	julgeoleku
bezpečnosť	turvalisus
bezpečnosť	ohutus
premiéru	esilinastus
dunajská	doonau
filmová	filmi
filmová	film
filmová	filmi
filmová	kile
filmová	film
modulu	moodul
apple	õun
apple	apple
apple	õuna
prieskum	ülevaatus
prieskum	uuring
prieskum	luure
cambridge	cambridge
spojenia	lingid
spojenia	ühendused
drese	jersey
francis	francis
samostatne	sõltumatult
samostatne	iseseisvalt
samostatne	self
samostatne	eraldi
samostatne	üksinda
samostatne	üksi
akadémia	akadeemia
žiadna	puudub
zvlášť	eriti
zvlášť	eriti
psa	psa
psa	koera
psa	koer
osobnosť	persona
osobnosť	isiksus
osobnosť	isikupära
konflikt	konflikt
konflikt	konfliktid
den	päev
den	päeva
den	den
politiku	poliitika
demokratickej	demokraatlik
demokratickej	demokraatlikud
žiakov	pupillid
žiakov	õpilased
kritik	kriitik
politike	poliitikast
politike	poliitika
elektrický	elektrilised
elektrický	elektriline
elektrický	elektriline
elektrický	elektrilised
elektrický	elekter
svätá	pühak
svätá	saint
svätá	püha
svätá	pühal
edu	edu
posledným	viimasena
posledným	viimane
orgán	keha
orgán	organi
orgán	elundite
orgán	organ
orgán	asutus
orgán	ametiasutus
pozadí	tausta
pozadí	taust
austrálsky	austraalia
miestna	kohalik
miestna	kohalikud
klubov	klubid
uhol	nurk
planéta	planet
planéta	planeet
zime	talv
manželstvo	abielu
rekonštrukcia	ülesehitamise
rekonštrukcia	ülesehitus
rekonštrukcia	renoveerimine
hodnôt	väärtused
obrazy	piltide
obrazy	pildid
obrazy	pildid
obrazy	pilte
obrazy	maalid
sud	tünn
široké	laiad
široké	lai
široké	laia
široké	laia
sestry	õed
sestry	õed
daný	antud
vlasy	karvad
vlasy	soeng
vlasy	juuksed
oznámil	teatas
strelec	laskur
strelec	laskja
strelec	tulistaja
strelec	ambur
dizajn	design
dizajn	disain
dizajn	kavandamine
dizajn	kujundus
argentína	argentina
argentína	argentiina
historici	ajaloolased
vrstiev	kihid
interiér	sisustus
interiér	sisemus
interiér	interjöör
blok	plokk
blok	bloki
blok	blokk
blok	block
vlny	vill
vlny	lained
vlny	laineid
ústavy	põhiseadus
ústavy	põhiseaduste
medzitým	vahepeal
indii	india
štruktúru	struktuur
štruktúru	ülesehitus
mosta	sild
udáva	täpsustada
udáva	täpsustab
udáva	osutab
strom	puu
strom	puud
matematici	matemaatikud
žiaden	puudub
občianske	tsiviil
občianske	civic
bratov	vennad
alexandr	aleksandr
choroba	haigus
choroba	haigused
choroba	haigus
choroba	haigus
bohov	jumalad
televízie	televiisor
televízie	televisiooni
televízie	televisioon
fáze	lava
fáze	staadium
fáze	etapp
princ	vürst
princ	prints
princ	prince
kráľovský	kuninglik
kráľovský	royal
kráľovský	kuninglikud
trasy	marsruudid
porazili	võidetud
porazili	löödud
corrèze	corrèze
videl	näinud
videl	saag
videl	nägin
primárne	primaarne
primárne	esmane
primárne	peamiselt
štatistiky	statistika
južné	lõuna
južné	lõuna
južné	lõunasse
južné	lõunas
existenciu	olemasolu
peňazí	raha
airlines	airlines
výsledkov	tulemused
ráno	hommik
dokončená	lõpetatud
vodca	liider
vodca	juht
vodca	leader
tému	teema
tému	teema
vysočina	mägismaa
početné	arvukad
matice	pähklid
pozemný	maapealse
pozemný	maapealne
pozemný	maapind
pokračovať	jätka
pokračovať	jätka
kalifornii	kalifornia
kalifornii	california
športový	sportlik
športový	sportlik
športový	sport
športový	spordiala
známym	teada
známym	teadaolevad
známym	teadaolev
známym	tuntud
dánsko	taani
angličtine	inglise
riadok	liin
riadok	joone
riadok	joon
riadok	rida
riadok	rea
riadok	rida
frontu	järjekorda
frontu	järjekorra
frontu	järjekord
frontu	järjekorras
kresťanstvo	kristlus
kňazi	preestrid
srdce	südant
srdce	südame
srdce	süda
viery	faith
viery	usk
viery	usku
viery	uskumused
výlučne	eranditult
zaujímavé	huvitav
volá	helistamine
parlament	parlament
ukazuje	etendused
ukazuje	näitab
medveď	mõmmi
medveď	karu
psy	koerad
naše	meie
úprava	korrigeerimine
úprava	kohandamine
úprava	kohandus
úprava	reguleerimine
úprava	muutmine
úprava	redigeerimine
streda	kolmapäev
priestorov	ruumid
srbsko	serbia
vykonáva	täidab
ernst	ernst
vendée	vendée
oko	silm
oko	silma
orchester	orkester
založenie	asutamine
založenie	kehtestamine
úvahy	kaalutlused
úvahy	peegeldused
rozšírené	laiendatud
rozšírené	pikendatud
rozšírené	laiendatud
rozšírené	tõhustatud
rozšírené	muud
rozšírené	arenenud
rozšírené	täiustatud
banka	kolbi
banka	kolb
banka	pank
banka	bank
spor	tüli
spor	vaidlus
spor	vaidluse
spor	vaidlus
vzor	muster
vzor	mustri
vzor	mudel
vzor	modell
vzor	näidis
finistère	finistère
opisuje	kirjeldatakse
opisuje	kirjeldab
pohon	veojõu
pohon	sõida
spoločný	ühine
spoločný	ühise
tunel	tunnel
írsko	iirimaa
zbraň	relv
zbraň	püss
zbraň	relv
oddelenia	osakonnad
predaj	müüa
predaj	müüa
predaj	müümine
predaj	müük
predaj	müük
medicína	meditsiin
zostala	jäi
zostala	jäid
zostala	jäin
zostala	jäi
zostala	jäid
alfred	alfred
programe	programm
programe	programm
programe	programmi
eric	eric
slobodu	vabadus
hill	hill
queen	kuninganna
queen	queen
pracovala	töötatud
pracovala	töötas
pracovala	töötanud
turci	türklased
nórsko	norra
nórsko	norras
letectvo	lennunduse
letectvo	lennundus
konania	protseduurid
športy	sport
športy	spordi
status	staatus
status	seisund
status	oleku
status	olek
zostáva	jääb
zostáva	jäänud
brown	brown
brown	pruuniks
brown	pruunid
brown	pruun
usporiadanie	paigutus
usporiadanie	paigutus
usporiadanie	kokkulepe
patrick	patrick
zvyšuje	suurendab
prítomnosti	kohalolek
prítomnosti	kohalolu
vojen	sõjad
vojen	sõdu
bill	bill
bill	arve
internete	internet
expedície	ekspeditsioonid
umelci	esitajad
umelci	kunstnikud
sir	söör
stred	keskus
stred	keskele
stred	center
stred	keskel
stred	keskus
stred	keskmine
stane	telk
stane	telgi
bojoval	võitlesid
veľryba	vaal
veľryba	vaala
riešenia	lahendused
riešenia	lahused
riešenia	lahendus
riešenia	lahus
dunaja	doonau
chránený	kaitstud
ďaleko	kaugele
ďaleko	kaugel
logika	loogika
sto	sada
sto	sto
dôstojník	politseinik
dôstojník	ohvitser
zúčastnili	osales
zúčastnili	osalenud
zúčastnili	osales
zúčastnili	osalesid
môj	minu
dokumentácia	dokumentatsioon
dokumentácia	dokumentatsiooni
dokumentácia	dokumendid
zmeniť	muuda
zmeniť	muutused
zmeniť	muuda
zmeniť	muudatus
zmeniť	muutus
všeobecné	üldine
všeobecné	kindral
všeobecné	üldist
všeobecné	üldised
podstatne	oluliselt
podstatne	märkimisväärselt
podstatne	märgatavalt
podstatne	oluliselt
podstatne	märkimisväärselt
pamäte	mälestusi
pamäte	mälestused
pamäte	memory
pamäte	mälu
pamäte	mälestus
tabuľky	lauad
tabuľky	tabelid
japonský	jaapani
japonský	jaapanlased
stephen	stephen
prežil	ellujääja
prežil	ellujäänu
určenie	tähistus
určenie	määramine
určenie	nimetus
určenie	määramine
určenie	kindlaksmääramine
nicolas	nicolas
dinosaury	dinosaurused
dinosaury	dinosaurused
hrdina	hero
hrdina	kangelane
letiska	lennujaam
slúžia	teeni
slúžia	teenida
vydáva	avaldab
spoločenské	seltskondlik
spoločenské	ühiskondlikud
spoločenské	ühiskondlik
spoločenské	sotsiaalsed
spoločenské	sotsiaalne
gregor	gregor
gregor	gregory
filozofiu	filosoofia
pramene	vedrud
jazykoch	keeli
jazykoch	keeled
yvelines	yvelines
bezpečnosti	turvalisus
bezpečnosti	julgeolek
bezpečnosti	turva
bezpečnosti	julgeoleku
bezpečnosti	turvalisus
bezpečnosti	ohutus
ray	ray
stredu	kolmapäev
prijatý	saadi
prijatý	saadud
prijatý	laekunud
prijatý	lapsendatud
prijatý	vastuvõetud
prijatý	adopteeritud
prijatý	tunnistas
prijatý	vastuvõetud
prijatý	aktsepteeritud
prijatý	leppis
teplo	kuumus
teplo	soojus
teplo	soojuse
teplo	soojad
teplo	sooja
teplo	soe
teplo	soojus
predmety	artiklid
predmety	teemasid
predmety	alamad
predmety	teemad
predmety	objektid
večer	õhtust
večer	õhtu
večer	õhtused
večer	õhtune
georg	georgi
georg	georg
stromov	puid
stromov	puud
bubeník	trummar
turistická	turist
youtube	youtube
drak	lohe
drak	draakon
zobrazenie	kuva
zobrazenie	vaade
prišla	saabusid
prišla	saabunud
prišla	saabus
prišla	tuli
zóna	tsoon
zóna	vöönd
projektov	projektid
vybavené	paigaldatud
vybavené	varustatud
emmy	emmy
plochu	töölaua
plochu	töölaud
kráter	kraater
vol	vol
udalosť	sündmus
udalosť	üritus
člena	parlamendiliige
člena	liige
brod	brod
turecko	kalkun
turecko	türgi
stredný	keskmine
stredný	keskmise
stredný	keskmine
stredný	keskmised
stredný	andmekandja
stredný	mõõdukas
stredný	mõõdukad
televízia	televiisor
televízia	televisiooni
televízia	televisioon
ruky	relvad
ruky	käed
ruky	käed
británie	suurbritannia
británie	britannia
disk	ketta
disk	ketas
disk	ketta
disk	plaat
disk	ketas
disk	plaadi
disk	sõida
nem	nem
účinky	mõjud
účinky	mõju
účinky	toime
academy	akadeemia
trónu	troon
trónu	trooni
jak	kuidas
jak	jakk
jak	jaki
kvalifikácie	kvalifikatsioon
kvalifikácie	kvalifikatsioon
kvalifikácie	kvalifikatsiooni
turistov	turistid
čisto	puhtalt
čisto	puhas
jasne	ilmselgelt
jasne	selgesti
jasne	selgelt
zostali	jäi
zostali	jäid
zostali	jäin
zostali	jäi
zostali	jäid
zhromaždenia	assamblee
boeing	boeing
ozbrojených	relvastatud
psychológia	psühholoogia
denne	igapäevane
denne	päevane
denne	päevas
delta	delta
pokračovala	jätkamine
pokračovala	jätkub
pokračovala	jätkati
pokračovala	jätkus
pokračovala	jätkuv
pokračovala	jätkas
severný	põhi
severný	põhja
severný	põhjas
severný	põhja
predmet	objekti
predmet	objekt
predmet	teema
predmet	subjekti
predmet	subjekt
reč	sõnavõtt
reč	kõne
financií	rahastada
financií	rahandus
obzvlášť	eriti
obzvlášť	eriti
právne	juriidiliselt
právne	legaalselt
právne	seaduslikult
právne	õiguslikult
právne	legaalne
právne	õiguslik
právne	seaduslik
planét	planeedid
planét	planeete
piaty	viies
piaty	viiendaks
mexiku	mehhiko
argentíne	argentina
argentíne	argentiina
oči	silmad
raketoplán	süstik
ducha	vaim
ducha	vaimu
ducha	kummitus
ducha	tont
ducha	vaim
fínska	soome
fínska	soome
profesora	professor
počítača	arvuti
plány	kavad
plány	plaanid
plány	plaane
bernard	bernard
meranie	mõõtmine
meranie	mõõte
meranie	mõõtmised
meranie	mõõtmine
meranie	mõõdud
meranie	mõõtmine
sydney	sydney
power	power
power	võimu
power	võim
power	võimsus
power	jõud
odpoveď	vastus
odpoveď	vasta
odpoveď	vastus
odpoveď	vastus
odpoveď	reageering
odpoveď	reageerimine
židia	juudi
židia	juut
židia	juudid
charakteristika	iseloomustus
charakteristika	omadused
charakteristika	karakteristikud
charakteristika	iseloomustus
charakteristika	iseloomulik
podoba	sarnasus
životopis	elulugu
obyčajný	plain
hmyzu	putukad
hmyzu	putukas
materiály	materjalid
učenie	õpetamine
učenie	õpetamise
učenie	õppimine
premiér	premier
lady	daam
lady	neiu
lady	leedi
vyššia	pikem
vyššia	kõrgemale
vyššia	kõrgemad
vyššia	kõrgem
ulíc	tänavaid
ulíc	tänavad
eur	eurot
eur	euro
eur	eurot
eur	eur
nedá	võimetu
nedá	võimetud
morave	morava
určuje	täpsustada
určuje	täpsustab
určuje	määrab
británia	suurbritannia
británia	britannia
británia	britannia
euro	euro
vyšší	pikem
vyšší	kõrgemale
vyšší	kõrgemad
vyšší	kõrgem
obetí	ohvreid
obetí	ohvrid
spoločenstvo	ühendus
spoločenstvo	vennaskond
spoločenstvo	ühendus
spoločenstvo	kogukond
okolitých	ümbritsev
okolitých	ümbritseva
okolitých	ümbritsevad
pravé	autentne
pravé	ehtne
komory	chambers
komory	komooride
komory	komoori
oxid	oksiid
bojových	martial
prišlo	tuli
asociácia	assotsiatsioon
kyslíka	hapnik
kyslíka	hapnikku
dosiahli	saavutas
dosiahli	jõuti
dosiahli	saavutati
dosiahli	saavutatud
vynálezca	leiutaja
austrálie	austraalia
príkaz	käsk
príkaz	käsu
pokúsil	üritasin
pokúsil	proovis
pokúsil	proovisid
pokúsil	proovisin
pokúsil	proovitud
bbc	bbc
bell	kella
bell	belli
bell	bell
place	koht
agentúra	agentuur
agentúra	agentuuri
agentúra	amet
turnaje	turniiridel
pocit	tunneta
pocit	tunne
inštitúcie	asutused
inštitúcie	institutsioonid
inštitúcie	institutsioone
ekonomické	majanduslik
ekonomické	ökonoomne
väzenia	vanglaid
väzenia	vanglates
väzenia	vangla
väzenia	vangla
prameň	kevad
zástupca	esindaja
zástupca	asetäitja
dokumenty	dokumendid
claude	claude
vzdelávanie	haridus
osud	saatuse
osud	saatus
osud	saatuse
osud	saatus
horný	ülemised
horný	ülemine
horný	ülemiste
horný	top
horný	ülal
horný	ülalt
horný	ülemine
železnice	raudtee
železnice	raudteed
železnice	raudteede
železnice	raudtee
nízke	madal
nízke	madala
nízke	madalad
postoj	hoiak
postoj	suhtumine
postoj	hoiak
husle	viiulit
husle	viiul
husle	viiulid
znamenalo	tähendas
bloku	plokk
bloku	bloki
bloku	blokk
bloku	block
sčítania	loenduse
sčítania	loendus
návrhy	ettepanekud
návrhy	ettepanekuid
návrhy	kavandid
návrhy	soovitused
návrhy	ettepanekud
návrhy	eelnõude
kmeňa	hõim
kmeňa	hõimu
rugby	ragbi
politického	poliitilised
politického	poliitiline
kategórií	kategooriad
staníc	jaamade
staníc	jaamad
programov	programmid
programov	programmid
per	per
opus	opus
procesy	protsessid
farár	vikaar
farár	kirikuõpetaja
farár	pastor
mládeže	noored
mládeže	noorus
mládeže	noorte
creuse	creuse
tabuľke	laua
tabuľke	laud
tabuľke	tabel
marc	marc
križovatke	risttee
vedecký	teaduslikud
vedecký	teaduslik
vtákov	linnud
definícia	mõiste
definícia	definitsioon
definícia	määratlus
železnica	raudteed
železnica	raudteede
železnica	raudtee
železnica	rail
železnica	raudtee
železnica	raudtee
maľby	maalid
manchester	manchesteri
spoločenstva	ühendus
spoločenstva	ühendus
spoločenstva	kogukond
synonymum	sünonüüm
históriu	ajalugu
históriu	ajaloo
vymenovaný	määratud
ben	ben
müller	müller
vlastnosť	iseloomulik
vlastnosť	omadus
vlastnosť	omand
vlastnosť	kvaliteet
vlastnosť	motiiv
war	sõda
revolúcia	revolutsioon
planet	planet
planet	planeet
viera	faith
viera	usk
viera	usku
chyby	vigu
chyby	vead
chyby	vead
chyby	putukad
dohoda	kokkulepe
dohoda	leping
dohoda	kokkulepe
dohoda	tehing
georges	georges
tanky	tankid
tanky	paagid
národ	rahvus
aplikácie	rakendused
aplikácie	taotlused
aplikácie	app
aplikácie	rakendus
aplikácie	rakendused
aplikácie	taotlus
aplikácie	rakendus
aplikácie	kohaldamine
japonské	jaapani
japonské	jaapanlased
komunikácia	teatis
komunikácia	suhtlemine
komunikácia	kommunikatsioon
komunikácia	side
komunikácia	suhtlemine
komunikácia	kommunikatsioon
komunikácia	side
hrajú	mängimas
hrajú	mängib
hrajú	mängimine
hrajú	mängivad
miláno	milano
nohy	jalad
nohy	jalad
koncept	mõiste
koncept	kontseptsioon
koncept	eelnõu
koncept	kavand
test	test
test	katse
rozdiely	erinevused
boston	boston
boston	bostonis
riešiť	lahendada
riešiť	lahenda
riešiť	lahenda
riešiť	lahendada
fotografia	foto
fotografia	foto
fotografia	photography
fotografia	fotograafia
technický	tehnilised
technický	tehniline
aktuálne	aktiivne
aktuálne	praeguse
aktuálne	praegune
johannes	johannes
chata	suvila
chata	salongi
chata	majake
chata	kabiin
pozadie	tausta
pozadie	taust
stránok	alade
stránok	lehekülgi
stránok	lehed
stránok	leheküljed
sokol	falcon
sokol	kull
sokol	hawk
zas	uuesti
zas	taas
zas	jälle
dôkaz	tõendid
dôkaz	tõendusmaterjal
dôkaz	tõendeid
dôkaz	asitõend
dôkaz	tõendid
dôkaz	tõestus
tábora	laagri
tábora	laager
tábora	laagris
nemocnice	haiglas
nemocnice	haigla
nemocnice	haiglasse
nemocnice	haiglad
myslenia	mõtlemine
myslenia	mõeldes
myslenia	mõtled
myslenia	mõtleb
následky	tagajärjed
dlhšie	kauem
dlhšie	pikemad
dlhšie	pikem
samostatná	diskreetne
samostatná	eraldi
samostatná	autonoomne
poľská	poola
talianske	itaalia
kňaza	preester
konanie	menetlus
konanie	protseduur
efekt	efekt
efekt	mõju
efekt	toime
účastníkov	osalejad
účastníkov	osalejaid
účastníkov	osalejad
dobrá	tubli
dobrá	hea
delia	delia
disciplína	distsipliini
disciplína	distsipliin
hôr	mäed
rozhodnutia	otsus
rozhodnutia	otsused
gymnázia	gümnaasium
morom	meri
morom	mere
phd	phd
long	pikad
long	pikka
long	pikk
sviatok	puhkus
sviatok	pühal
menšia	väiksemaks
menšia	väiksem
menšia	väiksemad
menšia	alaealine
menšia	vähem
peru	peruu
elektrické	elektrilised
elektrické	elektriline
elektrické	elektriline
elektrické	elektrilised
elektrické	elekter
skončili	lõpetatud
rastlina	taim
rastlina	taime
rastlina	tehas
novo	novo
procesov	protsessid
signál	signaal
signál	signaali
signál	märguanne
aktívny	aktiivne
aktívny	aktiivsed
farieb	värvid
sci	sci
anny	anne
zmenila	muudetud
zmenila	muutunud
zmenila	muutis
sociálna	sotsiaalsed
sociálna	sotsiaalne
mladé	noored
mladé	young
mladé	noor
tradičné	traditsioonilised
tradičné	traditsiooniline
stratil	eksinud
stratil	kaotas
stratil	kadunud
stratil	kaotatud
zásluhy	väärivad
ženatý	abielus
ženatý	abiellusid
ženatý	abiellus
vodíka	vesinik
objavené	avastatud
objavené	avastasin
objavené	avastas
objavené	avastati
báseň	luuletus
kultúru	kultuuri
kultúru	kultuur
manželstva	abielu
vysielanie	ülekanne
vysielanie	edastamine
vysielanie	ülekanne
vysielanie	edastus
vysielanie	ringhäälingu
vlaky	rongid
alan	alan
ludwig	ludwig
nagy	nagy
tibor	tibor
záhrada	aia
záhrada	aed
králi	kuningad
dirigent	dirigent
kim	kim
kmene	tüved
kmene	hõimud
rozdeliť	pooleks
rozdeliť	jaga
vyjadrenie	väljend
vyjadrenie	väljendus
vyjadrenie	avaldus
dvojica	paar
dvojica	paari
dvojica	paar
oddeľuje	eraldab
mozgu	ajju
mozgu	aju
základne	alused
príbehy	lugusid
príbehy	lood
príbehy	jutud
dave	dave
stupňov	kraadi
stupňov	kraadides
organizácií	organisatsioonid
organizácií	organisatsioone
striebro	hõbeda
striebro	silver
striebro	hõbe
nahrávky	salvestisi
nahrávky	salvestused
lake	järve
lake	järv
lake	lake
portugalsko	portugali
portugalsko	portugal
pamäť	memory
pamäť	mälu
pamäť	mälestus
rozdelená	jagatud
tabule	lauad
niekde	kuskil
niekde	kusagil
spôsobené	põhjustas
spôsobené	põhjustatud
riadi	haldab
pokusy	eksperimendid
výrobca	produtsent
výrobca	tootja
výrobca	valmistaja
výrobca	tootja
ekonomika	majandus
ekonomika	majandus
žila	elasin
žila	elatud
žila	elanud
žila	elas
žila	veeni
rímska	roman
kráľovnej	kuninganna
kráľovnej	queen
etapa	lava
etapa	staadium
etapa	etapp
maximálne	max
maximálne	maks
maximálne	maksimaalne
maximálne	maksimum
maximálne	maksimaalselt
definície	määratlused
definície	mõisted
definície	mõiste
definície	definitsioon
definície	määratlus
kanady	kanada
mac	mac
vedú	juhatab
vedú	juhib
vedú	viib
vracia	tagastab
výzbroj	turvis
výzbroj	relvastuse
výzbroj	relvastuse
začať	alusta
začať	algus
začať	start
začať	käivita
vojak	sõdur
vojak	reamees
vojak	privaatne
vojak	era
vojak	erasektori
starostlivosti	hooli
leopold	leopold
pokračovanie	jätkamine
pokračovanie	jätkumine
pokračovanie	jätkamine
pokračovanie	jätkuvad
pokračovanie	järg
pokračovanie	jätkamine
pokračovanie	jätkub
pokračovanie	jätkati
pokračovanie	jätkus
pokračovanie	jätkuv
pokračovanie	jätkas
duchu	vaim
určitých	teatud
hitler	hitler
tim	tim
tim	timi
snaha	jõupingutusi
snaha	jõupingutused
snaha	pingutus
jednoznačne	kindlasti
jednoznačne	ilmselgelt
jednoznačne	selgesti
jednoznačne	selgelt
hills	hills
rimania	roomlased
rádio	raadio
rádio	radio
illinois	illinoisi
chorvátska	horvaatia
chorvátska	horvaatia
široký	laiad
široký	lai
široký	laia
široký	laia
majstri	isandad
majstri	meistrid
majstri	meistrid
box	box
box	kast
box	karp
box	kasti
box	lahter
box	poks
box	poksi
parameter	parameeter
maďarská	ungari
dole	alla
dole	maha
dole	maas
dole	allkorrusel
erectus	erectus
príspevky	ametikohtade
príspevky	postitusi
príspevky	postitused
príspevky	ametikohad
príspevky	annetused
príspevky	annetusi
príspevky	lugusid
príspevky	lood
príspevky	jutud
umeleckých	kunstiline
títo	need
títo	neid
správcu	haldur
správcu	administraator
vesmír	universum
vesmír	kosmos
konferencie	konverents
konferencie	konverentsid
oceán	ookean
pozorovať	jälgides
karla	karla
karla	karl
für	für
union	liit
union	liidu
opustiť	jäta
opustiť	hüljata
sloboda	vabadus
maďarské	ungari
monte	monte
králové	králové
dané	antud
zabil	tapetud
zabil	tapeti
zabil	tappis
lesov	mets
lesov	woods
lesov	metsad
rodičov	vanemad
rodičov	lapsevanemad
fyzikálne	füüsiliselt
fyzikálne	füüsika
fyzikálne	füüsikalised
fyzikálne	füüsiline
fyzikálne	füüsilised
fyzikálne	füüsikaline
fyzikálne	füüsilise
výcvik	koolitus
výcvik	koolitused
výcvik	väljaõpe
výcvik	treeningud
sony	sony
disku	ketta
disku	plaat
disku	ketas
disku	plaadi
disku	ketta
disku	ketas
známeho	tuttav
server	server
aires	aires
beta	beta
beta	beeta
vyrobené	toodetud
vyrobené	valmistatud
vyrobené	toodetud
vyrobené	tehtud
verejne	avalikult
polovicu	pool
hospodárstvo	majandus
hospodárstvo	majandus
gama	gamma
rolling	rolling
rolling	jooksvalt
rolling	veere
súborov	failid
rodín	perekonnad
rodín	pered
bryan	bryan
rus	vene
rus	venelane
rus	rus
typický	tüüpilised
typický	tüüpiline
kovov	metallist
kovov	metall
kovov	metal
kovov	metalli
kovov	metallid
