джим	jim
груповий	grupo
груповий	group
груповий	agrupar
церковної	eclesiástica
церковної	eclesiástico
церковної	eclesiásticos
викладає	enseña
амстердам	ámsterdam
амстердам	amsterdam
перебіг	influencia
перебіг	influir
перебіг	influencias
перебіг	influenciar
вимагав	exigido
вимагав	exigió
жуків	insectos
жуків	bugs
жуків	bichos
жуків	errores
рів	reeve
клієнт	clienta
клієнт	cliente
клієнт	clientes
клієнт	clienta
клієнт	cliente
клієнт	clientes
сервіс	servicio
придбати	compra
придбати	adquisición
придбати	adquirir
придбати	comprar
придбати	compra
придбати	compre
придбати	compro
придбати	comprar
гвардійська	guardas
гвардійська	guardia
гвардійська	guardias
мінську	minsk
тварина	animales
тварина	animal
різдво	natividad
різдво	navidad
різдво	navidades
декоративні	ornamental
декоративні	ornamentales
молитви	rezos
молитви	oraciones
молитви	plegarias
молитви	oración
проста	simple
проста	sencilla
проста	sencillo
проста	simples
собаки	perros
фантастичний	fantásticas
фантастичний	fantastico
фантастичний	fantástica
фантастичний	fantástico
фантастичний	fantásticos
виробника	vendedor
виробника	proveedor
студію	estudio
студію	studio
царі	magi
царі	magos
реставрація	restablecimiento
реставрація	restauración
проникнення	penetración
проникнення	infiltración
презентація	presentación
презентація	ponencia
презентація	presentacion
французів	cajún
диких	wild
диких	silvestre
диких	silvestres
диких	salvajes
диких	salvaje
маркса	marx
отриманий	recibidas
отриманий	recibida
отриманий	recibidos
отриманий	recibido
отриманий	resultante
отриманий	resultantes
отриманий	resultando
ново	novo
бад	bud
бад	brote
обстрілу	bombardeos
обстрілу	bombardeo
чоловічого	masculinas
чоловічого	masculina
чоловічого	masculino
чоловічого	masculinos
феодосія	feodosia
перевірка	comprobación
перевірка	comprobando
перевірка	verificando
перевірка	verificación
перевірка	test
перевірка	probar
перевірка	prueba
перевірка	ensayo
перевірка	convalidación
перевірка	validación
заяви	declaraciones
заяви	afirmaciones
схем	esquemas
сидіння	escaños
сидіння	asientos
гості	huéspedes
гості	invitados
представив	introducido
представив	introducidos
представив	introducida
розбіжності	diferencias
розбіжності	diferenciar
розбіжності	diff
розбіжності	desacuerdos
розбіжності	desacuerdo
турецька	turcos
турецька	turco
турецька	turca
турецька	turquía
міфів	mitos
барон	barón
барон	baron
операціях	maniobras
відправляється	abandonando
відправляється	saliendo
відправляється	dejando
бруно	bruno
визнає	admite
визнає	reconocer
північне	norte
північне	septentrional
північне	northern
північне	norteña
напруга	tensión
напруга	tensiones
залишитися	quédate
залишитися	quedo
залишитися	quedate
залишитися	estadía
залишитися	estancia
міссурі	missouri
міссурі	misuri
піраміди	pirámides
додавати	agregar
додавати	agrega
додавати	añadir
додавати	añade
додавати	add
вектор	vector
вектор	vectorial
вектор	vectores
братство	fraternidad
братство	fraternidad
братство	hermandad
ланцюг	cadena
довів	demostrada
довів	probado
довів	demostrado
паспорт	pasaporte
позитивно	positivos
позитивно	positivo
позитивно	positiva
позитивно	positivas
позитивно	positivamente
підродина	subfamilia
внутрішнє	interno
внутрішнє	interna
внутрішнє	interior
кафедральний	skara
практична	práctico
практична	prácticos
практична	practico
практична	práctica
кетрін	kathryn
кетрін	katharine
кетрін	catalina
кетрін	katherine
сау	sau
панель	panel
вихідні	finde
вихідні	saliente
вихідні	salientes
массачусетс	massachusetts
зсу	zsu
лавка	banca
лавка	banco
стрічці	feed
стрічці	alimentación
стрічці	piensos
стрічці	alimentarse
стрічці	alimento
настає	roturas
настає	escapadas
настає	pausas
настає	rompe
настає	descansos
покинули	arrebatado
покинули	arrebató
оцінкою	calificar
оцінкою	clasificación
оцінкою	habilitación
оцінкою	calificación
оцінкою	rating
зазначає	listado
зазначає	enumerado
зазначає	enumerados
венесуели	venezuela
шанс	casualidad
шанс	chance
шанс	oportunidad
арнольд	armando
арнольд	arnold
підпілля	subterránea
підпілля	subsuelo
підпілля	subterráneo
підпілля	subterráneos
підпілля	underground
евакуації	evacuar
виправлення	correccionales
виправлення	correcciones
виправлення	correccional
виправлення	corregir
виправлення	corrigiendo
виправлення	fija
виправлення	arreglos
гар	gard
порожнини	maxilofacial
збільшує	aumenta
збільшує	aumentos
збільшує	incrementos
збільшує	magnificar
гаїті	haiti
гаїті	haití
заборона	prohibida
заборона	prohibido
заборона	prohibidas
заборона	prohibidos
заборона	prohibición
пакистан	pakistán
легіон	legión
полотна	lona
полотна	canvas
полотна	lienzo
позначають	indique
позначають	indican
позначають	indiquen
позначають	indicar
механік	mecánico
механік	mecánicos
механік	mecánica
хронологія	cronología
хронологія	cronología
хронологія	biografía
галицька	gallega
галицька	gallego
галицька	galicia
вебер	weber
стилів	styles
стилів	estilos
консультант	consultor
консультант	consultora
консультант	asesor
консультант	asesora
консультант	consultoría
консультант	asesoría
жер	gers
багатих	mansiones
багатих	moradas
багатих	adinerado
багатих	ricos
фінанси	financiero
фінанси	financial
фінанси	financieros
фінанси	financiera
фінанси	financiación
фінанси	finanzas
фінанси	financiamiento
фінанси	finanzas
сталь	acero
сталь	aceros
шахи	ajedrez
темні	dark
темні	oscuro
темні	oscuridad
темні	oscuros
темні	oscura
інженери	técnicos
інженери	ingenieros
вюртемберг	wurtemberg
вюртемберг	württemberg
вивести	producción
вивести	salida
стандартна	estándar
стандартна	norma
стандартна	estandar
стандартна	standard
ізраїлі	israel
ізраїлі	israelí
куба	cuba
соціологія	sociología
ткаченко	tkachenko
ясси	iaşi
флоренція	florencia
шкіра	cuero
шкіра	piel
шкіра	cueros
шкіра	piel
шкіра	cutis
шкіра	skin
життєпис	cronología
життєпис	biografía
записано	escrito
записано	escritas
записано	escrita
записано	escritos
записано	grabados
записано	registrado
записано	grabado
визначений	definida
визначений	definidos
визначений	definidas
визначений	definido
визначений	definitivo
поклоніння	adoración
поклоніння	culto
поклоніння	adorar
комети	cometas
щоденник	diario
щоденник	journal
щоденник	revista
щоденник	diario
щоденник	agenda
документальні	documentales
делі	delhi
договорів	ofertas
сочі	sochi
джорджія	giorgia
римляни	romanos
промислова	industrial
промислова	industriales
вимогою	requisito
схожість	semejanza
сейм	sejm
міллер	miller
спільна	articulación
спільна	joint
спільна	porro
спільна	articulaciones
спільна	conjunta
бідності	pobreza
центрами	centra
центрами	centros
правова	legales
правова	jurídicas
правова	legal
правова	jurídico
феномен	fenómeno
турецький	otomano
турецький	otomanos
турецький	otomana
турецький	turcos
турецький	turco
турецький	turca
турецький	turquía
союзники	aliadas
союзники	aliados
моріс	mauricio
моріс	maurice
сіра	spinner
сіра	gris
сіра	grey
сіра	grises
симптоми	síntomas
індіанці	indios
присвоєння	asignación
присвоєння	cesión
необхідне	requeridos
необхідне	exigido
необхідне	requerido
необхідне	requerida
галактик	galaxias
власна	propiamente
власна	auto
власна	self
любителів	agradecimiento
любителів	apreciación
любителів	aprecio
вінніпег	winnipeg
попов	popov
вікон	windows
вікон	ventana
вікон	ventanas
вікон	ventanillas
хребетних	zoología
рівно	constante
старша	anciano
старша	elder
старша	mayores
стани	estados
розряд	singles
розряд	sencillos
розряд	solteros
розряд	individuales
казав	said
казав	dijo
казав	dicho
казав	contada
штурм	sturm
фестивалів	fiestas
фестивалів	festivales
замінили	sustituido
замінили	sustituyó
замінили	reemplazados
замінили	sustituye
замінили	reemplazado
роберто	roberto
шари	capas
кадри	bastidores
кадри	marcos
покровський	pokrovski
цех	gremio
максимальний	máximo
максимальний	máxima
максимальний	máximas
максимальний	maximo
нижніх	subyacente
нижніх	subyacentes
площ	minoristas
площ	minorista
нахил	inclinar
нахил	inclinación
трупи	cadáveres
легкі	facil
легкі	sencilla
легкі	fácil
легкі	sencillo
легкі	easy
діалект	dialecto
афганістан	afganistán
хіп	hip
хіп	cadera
блог	blog
блог	bitácora
термінології	terminología
проголосували	votada
проголосували	votado
проголосували	votó
роджер	roger
інструкції	tutoriales
інструкції	instrucciones
атлетика	atletismo
фантастика	fantásticas
фантастика	fantastico
фантастика	fantástica
фантастика	fantástico
фантастика	fantásticos
фантастика	ficticia
фантастика	ficticio
фантастика	ficción
сорти	variedad
процесорів	cpus
зникла	gone
зникла	ido
виконавці	recursos
виконавці	artistas
бульвар	rosewood
бульвар	boulevard
бульвар	bulevar
євангеліє	evangelio
євангеліє	gospel
борець	luchadora
борець	luchador
самиць	hembras
величин	cantidades
величин	magnitudes
профспілок	uniones
профспілок	sindicatos
польську	polaca
польську	polonia
польську	polacos
польську	polaco
спадкоємець	heredera
спадкоємець	heredero
негативні	negativa
негативні	negativas
негативні	negativos
негативні	negativo
сіро	ciro
луцій	lucio
заряд	cargos
заряд	cargo
заряд	carga
загроза	amenaza
загроза	amenaza
духовна	litúrgico
духовна	teología
духовна	teológica
перегони	race
перегони	carrera
перегони	raza
перегони	racing
перегони	carreras
перегони	regatas
глосарій	glosario
молодим	jóven
молодим	jovenes
молодим	young
молодим	joven
молодим	jóvenes
регулярні	periódico
демонструє	demuestra
ходи	movimientos
ходи	mudanzas
монету	monedas
монету	moneda
кімната	cuarto
кімната	sala
кімната	habitación
альянс	alliance
альянс	alianza
корпорація	corporación
корпорація	corporation
штук	atascado
штук	atascada
штук	atrapado
мок	mok
кінь	caballo
кінь	caballos
сенат	senado
батьківщина	patria
батьківщина	patria
коробка	box
коробка	caja
коробка	recuadro
коробка	casilla
твердість	dureza
ланка	lanka
запалення	inflamación
поразку	fallando
гази	gases
гази	gaza
оцінювання	anotando
оцінювання	puntuación
оцінювання	anotar
оцінювання	evaluación
важливість	importancia
важливість	severidad
важливість	gravedad
важливість	urgencia
важливість	urgente
виживання	supervivencia
виживання	sobrevivencia
виживання	sobrevivir
дизель	diésel
дизель	diesel
дизель	gasóleo
недоліків	defectos
недоліків	fallos
недоліків	fallas
недоліків	faltas
написала	escribí
написала	escribió
написала	escribía
багатство	riquezas
багатство	riqueza
багатство	riquezas
багатство	riqueza
винограду	uva
винограду	uvas
винограду	uvas
винограду	uva
судану	sudán
судану	sudan
загреб	zagreb
сидить	sentado
сидить	sentadas
сидить	sentada
сидить	sentados
персонал	personal
персонал	staff
обмежені	limited
обмежені	limitados
обмежені	limitado
обмежені	limitada
обмежені	limitadas
мухаммед	mohammad
мухаммед	mahoma
мухаммед	muhammad
мухаммед	mahoma
мухаммед	mohammed
мухаммед	mahoma
мухаммед	mohamed
мухаммед	muhammed
мухаммед	mahoma
вищому	premier
обрані	destacada
обрані	destacado
обрані	destacados
обрані	destacadas
обрані	seleccionados
обрані	seleccionado
обрані	seleccionada
обрані	seleccionadas
нафта	aceite
нафта	petroleo
нафта	óleo
нафта	petróleo
нафта	petroleo
нафта	petróleo
відправили	botín
сигнали	señales
розділити	bifurcación
розділити	horquilla
розділити	tenedor
розділити	dividir
розділити	dividida
розділити	split
розділити	divididos
сибір	siberia
міркувань	razonamiento
міркувань	razonar
міссісіпі	mississippi
міссісіпі	misisipi
конрад	konrad
конрад	conrado
конрад	conrad
конрад	conrado
безумовно	definitivamente
род	vara
род	rod
род	varilla
род	caña
арсенал	arsenal
абсолютна	absolutas
абсолютна	absoluta
абсолютна	absoluto
абсолютна	absolutos
маргарет	margarita
сицилії	sicilia
технічно	técnicamente
попередня	anterior
попередня	previo
попередня	anteriores
попередня	previos
адм	adm
мазепа	mazepa
спереду	fachada
спереду	frontal
спереду	front
спереду	frente
спереду	delantero
провулки	callejones
створюючи	asegurando
розбив	destrozado
кандидатуру	candidatura
інженерних	ingenieros
інженерних	ingeniería
крус	cruz
знаючи	sabiendo
знаючи	conociendo
поховали	entierro
поховали	enterrar
суцвіття	inflorescencia
подолати	superar
подолати	superada
подолати	superación
проведених	timón
підряд	consecutivas
підряд	consecutivo
підряд	consecutiva
підряд	consecutivos
рівноваги	equilibrio
пілотів	pilotos
ратуша	vestíbulo
ратуша	pasillo
ратуша	hall
ратуша	salón
міра	myra
міра	mira
міра	mide
міра	medida
міра	medir
військах	fuerzas
військах	forces
спокою	serenidad
виробляють	producen
виробляють	producir
мережах	redes
впевнений	claro
впевнений	seguro
математичні	mates
математичні	matemáticas
математичні	matemático
математичні	matemáticas
математичні	matemática
математичні	mates
математичні	matemáticas
математичні	matemática
числення	cálculo
луїза	luiza
луїза	louisa
луїза	luisa
луїза	luisa
луїза	louise
залишатися	quédate
залишатися	quedo
залишатися	quedate
залишатися	estadía
залишатися	estancia
броні	armadura
броні	armaduras
броні	blindaje
запитів	solicita
запитів	peticiones
запитів	solicitudes
зник	gone
зник	ido
зник	desaparecido
зник	esfumado
зник	desapareció
зник	desaparecido
зник	desaparecidos
зник	desapareció
зник	desaparecida
відповідними	respectivo
відповідними	respectivas
відповідними	respectiva
відповідними	respectivos
механічний	mecánico
механічний	mecánicos
механічний	mecánica
механічний	mecánicas
кераміка	cerámica
кераміка	cerámicas
кераміка	ware
кераміка	cerámica
кераміка	cerámicas
кераміка	cerámica
кераміка	cerámicas
астрономи	astrónomos
дербі	darby
дербі	derby
дербі	derbi
прапором	flag
прапором	bandera
зерно	cereales
зерно	grano
зерно	granos
студій	estudios
ставка	calificar
ставка	tasa
всюди	mundialmente
всюди	globalmente
всюди	dondequiera
всюди	dondequiera
виконали	congela
підтримання	mantener
підтримання	mantengan
підтримання	mantenga
гідності	dignidad
відповідну	apropiada
відповідну	apropiadas
відповідну	apropiados
відповідну	adecuado
відповідну	apropiado
реалізацію	implementación
реалізацію	aplicación
проза	prosa
вираження	expresando
виграли	ganados
виграли	ganó
виграли	ganado
виграли	gané
виграли	gano
путівник	guía
путівник	guia
матриця	matrices
матриця	matrix
матриця	matriz
філолог	lingüista
розчин	mortero
розчин	morteros
розчин	solución
розчин	solucion
розчин	disolución
баланс	balanza
баланс	balance
баланс	saldo
баланс	equilibrio
тунель	túnel
тунель	tunel
визначена	definida
визначена	definidos
визначена	definidas
визначена	definido
визначена	identificado
визначена	identificadas
визначена	identificada
визначена	identificados
розгортання	retraer
розгортання	ampliación
розгортання	expansión
випускник	postgrado
випускник	graduado
випускник	graduados
випускник	licenciado
доходи	productos
доходи	mercancías
мат	mate
мат	mate
мат	checkmate
потоцький	potocki
ветеран	veterano
ветеран	veteranos
вірогідно	supuestamente
герберт	herbert
похідні	derivados
похідні	derivadas
змусили	obligado
змусили	forzado
змусили	forzados
змусили	forzada
змусили	forzar
вирощують	crecen
вирощують	crecer
вирощують	crece
художниця	artista
художниця	artistas
корінь	root
корінь	raíz
алкоголю	licores
алкоголю	licor
алкоголю	bebidas
алкоголю	alcoholes
алкоголю	alcohol
медічі	medici
відзначення	kos
звільнили	despedidos
звільнили	despedido
звільнили	despedida
побудова	construyendo
договори	tratados
бурятія	buriatia
занепад	ruin
занепад	arruinar
занепад	ruina
занепад	doom
занепад	fatalidad
занепад	condenación
занепад	perdición
арабська	arabe
арабська	árabe
процесора	gpu
процесора	cpu
симона	simone
мартин	marcin
мартин	gaviota
метали	metálico
метали	metálicos
метали	metal
метали	metales
метали	metales
дені	dani
модулі	módulos
дозволити	activar
дозволити	habilitar
дозволити	permitir
їхньому	sus
їхньому	su
пшениці	trigo
фірм	firmas
співдружності	commonwealth
співдружності	mancomunidad
незалежний	independent
незалежний	independiente
незалежний	independientes
величезна	inmensa
величезна	inmenso
величезна	enormes
величезна	enorme
штучний	artificiales
штучний	artificial
двадцяти	twenty
двадцяти	veintiuno
двадцяти	veinte
чернівців	chernivtsi
підтверджує	confirma
підтверджує	afirma
подією	acontecimiento
подією	evento
вершину	vértice
вершину	vértices
рука	brazo
рука	arm
рука	hand
рука	mano
стиснення	compresión
реальність	realidad
реальність	reality
школярів	escolares
тридцять	treinta
тридцять	thirty
подію	acontecimiento
подію	evento
покриті	agotados
покриті	empobrecido
неправильно	equivocado
неправильно	equivocados
неправильно	mal
неправильно	incorrecto
аналогічний	análoga
диски	discos
диски	discos
диски	cds
диски	cd
улюблений	favoritos
улюблений	favorita
улюблений	favorito
улюблений	favoritos
улюблений	favorita
улюблений	favoritas
улюблений	favorito
іспанською	española
іспанською	castellano
іспанською	español
іспанською	espanol
доведено	demostrada
доведено	probado
доведено	demostrado
доведено	demostrada
доведено	probado
доведено	comprobada
доведено	demostrado
доведено	probada
ззаду	volver
ззаду	espalda
ззаду	regreso
ззаду	back
жанрів	géneros
суперників	rivales
суперників	adversarios
суперників	oponentes
суперників	opositores
фернандо	fernando
шон	shawn
шон	shaun
шон	sean
янки	yanquis
янки	yanquis
янки	yanqui
янки	yankee
статистичні	estadística
статистичні	estadístico
цвітіння	flor
цвітіння	florecer
фан	abanico
фан	ventilador
фан	admirador
фан	fan
фан	colmillo
фан	fang
трикутник	triángulo
муреш	mureș
клермон	clermont
крива	curva
дорошенко	doroshenko
радника	consejera
радника	asesora
радника	asesor
радника	consejero
кіпру	chipre
самець	macho
самець	masculino
самець	varón
самець	machos
заново	reconstruir
заново	reconstrucción
кримська	crimea
емілія	emilia
емілія	amelia
голокосту	holocausto
земельні	zelandia
земельні	zelanda
різновидів	sabores
гессен	hesse
віл	wil
віл	vih
віл	hiv
леопольд	leopold
леопольд	leopoldo
актуальні	tendencias
актуальні	tendencia
тяжіння	gravitación
тяжіння	gravedad
індонезія	indonesia
індонезія	indonesio
прованс	provence
прованс	provenza
вимова	pronunciación
наступником	sucesora
наступником	sucesores
наступником	sucesor
серійний	serie
серійний	serial
францію	francia
францію	france
автономний	autónomo
автономний	autónomas
автономний	autonomía
автономний	autónomos
автономний	autónoma
автономний	desconectado
автономний	desconectada
автономний	desconectados
автономний	offline
алтай	altai
включати	incluye
включати	incluyen
включати	incluya
включати	incluyan
включати	incluir
арагон	aragón
арагон	aragón
тонкі	delgado
тонкі	delgada
митці	artistas
сант	sant
підлітків	teen
підлітків	adolescente
підлітків	adolescentes
підлітків	adolescentes
закриті	cerrada
закриті	cerrado
закриті	cerrados
мідь	cobre
ростислав	rostislav
воїн	guerrero
воїн	guerrera
уельс	gales
хата	treehouse
духовні	espirituales
духовні	espiritual
розробник	promotor
розробник	revelador
розробник	desarrolladores
розробник	desarrollador
янг	jóven
янг	jovenes
янг	young
янг	joven
янг	jóvenes
шостий	sexto
шостий	sexta
вісь	eje
вісь	ejes
єврейська	judías
єврейська	judio
єврейська	judía
єврейська	judío
єврейська	judíos
єврейська	hebreo
колон	colón
колон	colón
колон	colon
податок	fiscalidad
податок	impuesto
податок	tributación
податок	impuestos
прокурора	abogada
прокурора	abogado
прокурора	procurador
прокурора	fiscal
прокурора	fiscalía
прокурора	procurador
рядка	línea
рядка	line
рядка	linea
гранд	grandes
гранд	grande
гранд	gran
гранд	grand
сталін	stalin
дует	dueto
дует	dúo
секція	seccion
секція	sección
латинська	latinas
латинська	latino
латинська	latina
латинська	latin
латинська	latín
шахтар	shakhtar
шахтар	minero
адаптації	adaptación
позначені	etiquetados
позначені	etiquetado
позначені	etiquetada
колеги	colegas
колеги	compañeros
підтримати	apoyo
підтримати	soporte
дослівно	literal
дослівно	textualmente
дзеркала	espejos
штучні	artificiales
штучні	artificial
публікація	historia
публікація	story
публікація	publicación
публікація	postear
публікація	publicar
публікація	publicando
публікація	publicaciones
публікація	publicación
публікація	editorial
публікація	publicar
публікація	publicando
едмонтон	edmonton
здійснюються	operado
здійснюються	operó
здійснюються	operaba
башкири	baskires
адріан	adriaen
адріан	adriano
адріан	adrian
адріан	adriano
адріан	adrián
якесь	algunas
якесь	algunos
якесь	some
італію	italia
кора	corteza
кора	kora
кора	cora
спалили	quemada
спалили	quemado
спалили	quemadas
спалили	quemados
ядер	núcleos
звіти	informes
звіти	reportajes
звіти	reportes
спеціалізовані	especializados
спеціалізовані	especializado
спеціалізовані	especializada
надгробок	lápida
правосуддя	justicia
правосуддя	justice
сміття	basura
сміття	basuras
сміття	basura
пор	puerto
пор	puertos
пор	babor
пор	oporto
природним	naturalmente
колесо	rueda
колесо	neumático
колесо	llanta
юлій	julio
враховувати	consideración
враховувати	contraprestación
бразильський	amazónica
бразильський	amazonía
бразильський	amazonia
приток	tributarios
приток	afluentes
череп	calavera
череп	cráneo
череп	skull
захоплені	capturado
захоплені	captado
захоплені	capturados
захоплені	capturada
вгорі	upper
вгорі	top
вгорі	arriba
вгорі	cima
коричневі	brown
коричневі	moreno
коричневі	marrones
коричневі	marrón
колона	columna
колона	colonna
рідкісний	raros
рідкісний	rara
рідкісний	raras
рідкісний	raro
піднімається	subiendo
піднімається	rising
купол	dome
купол	cúpula
купол	domo
передбачав	predijo
передбачав	predicho
почути	escuche
почути	escuchar
почути	oír
почути	oyes
лео	león
лео	leo
жорстоко	cruel
жорстоко	crueles
жорстоко	brutalmente
валя	valea
мандрівник	viajero
мандрівник	nómada
мандрівник	viajero
мандрівник	vagabundo
мандрівник	caminante
мандрівник	errante
барі	bari
грані	facetas
багатства	riquezas
багатства	riqueza
худ	capucha
худ	hood
худ	capó
тренування	formación
тренування	entrenando
тренування	adiestramiento
тренування	entrenamiento
тренування	capacitación
тренування	practicando
тренування	practicar
мільйон	millones
мільйон	millón
мільйон	millon
малювання	cuadro
малювання	pintar
малювання	pintura
малювання	pintando
малювання	dibujar
малювання	dibujando
малювання	dibujo
сімейство	familiar
сімейство	familiares
сімейство	famila
сімейство	familia
прийоми	trucos
аполлон	apolo
аполлон	apollo
рафаель	raphael
рафаель	rafael
рафаель	rafael
рафаель	raphaël
урану	uranio
дума	duma
перевагою	provecho
перевагою	ventaja
судова	forense
судова	forenses
почалась	comenzado
почалась	iniciado
зібрано	construidos
зібрано	construido
зібрано	construida
зібрано	compilado
зібрано	recopilado
зібрано	compilados
зібрано	reunidos
зібрано	agrupadas
зібрано	agrupados
зібрано	agrupado
зібрано	recogidos
зібрано	recogida
зібрано	recolectado
зібрано	recogido
зібрано	recaudado
переконати	convencer
переконати	convence
розлучення	divorcio
розлучення	divorcios
виключення	excluir
виключення	excluya
виключення	excluye
виключення	excepción
пен	peng
пен	alfileres
пен	pines
пен	alfiler
пен	pin
сервера	cervera
сервера	servidor
люфтваффе	luftwaffe
штучно	artificialmente
штучно	ficticia
штучно	ficticio
фотограф	fotógrafa
фотограф	fotografo
фотограф	fotógrafo
корсунь	korsun
стрічку	cinta
попит	exigencia
попит	exigir
попит	demanda
крайній	porno
винахід	invento
винахід	invención
винахід	inventos
винахід	inventiva
змінилася	cambiado
змінилася	cambiada
змінилася	cambió
записати	escribe
записати	escribo
записати	escribir
записати	escriba
записати	escritura
записати	registro
записати	récord
записати	grabar
записати	arde
записати	burn
записати	quema
записати	quemadura
записати	quemar
куби	cuba
уникати	evitar
уникати	evita
уникати	evitan
уникати	evite
уникати	eviten
звільнено	despedidos
звільнено	despedido
звільнено	despedida
звільнено	liberados
звільнено	liberada
звільнено	liberado
албанія	albania
туристичний	turístico
туристичний	turistas
туристичний	turística
туристичний	turismo
туристичний	turista
підручники	tutoriales
пола	pola
дружба	amistades
дружба	amistad
чорногорія	montenegro
венера	venus
айрес	aires
зменшує	reduce
зменшує	descensos
зменшує	disminuciones
зменшує	disminuye
могилу	tumba
підключення	conectando
підключення	conectarse
підключення	conectar
підключення	conexión
комбінації	combinaciones
поліцейський	policía
поліцейський	cop
поліцейський	cp
поліцейський	policia
поліцейський	poli
поліцейський	policía
поліцейський	policia
поверхонь	superficies
конкретно	específicamente
конкретно	concretamente
воювали	lucharon
воювали	luchado
воювали	luchó
курорт	resort
позитивний	positivos
позитивний	positivo
позитивний	positiva
позитивний	positivas
туніс	túnez
туніс	túnez
чай	tea
чай	té
кримінальні	criminales
кримінальні	criminal
кримінальні	penales
кримінальні	delincuente
кримінальні	penal
вірус	virus
зосереджені	concentrando
висловлювання	producción
висловлювання	salida
розрив	break
розрив	descanso
розрив	romper
розрив	brecha
розрив	gap
куля	esfera
куля	balazo
куля	bala
легенд	leyendas
легенд	leyenda
органічні	orgánica
органічні	orgánicos
органічні	orgánicas
органічні	orgánico
капели	frescos
підприємців	emprendedores
підприємців	empresarios
ресторан	restaurante
ресторан	restaurantes
цілу	entera
цілу	enteras
цілу	enteros
цілу	entero
підняття	criando
згоду	homologación
згоду	aprobación
згоду	consentir
згоду	consentimiento
зростанням	ascender
зростанням	ascendente
зростанням	ascendiendo
коричневий	brown
коричневий	moreno
коричневий	marrones
коричневий	marrón
каф	caf
ірані	irani
археологічний	arqueológica
археологічний	arqueológico
археологічний	arqueológicos
археологічний	arqueológicas
коробки	casillas
коробки	cajas
лави	lavas
лави	lava
шкода	lastima
шкода	piedad
шкода	lástima
шкода	pena
шкода	perdon
шкода	disculpen
шкода	perdona
шкода	perdón
шкода	disculpa
шкода	pesar
шкода	lamentamos
шкода	lamentar
шкода	arrepentimiento
шкода	fastidio
делла	della
фарби	pintar
фарби	pintura
фарби	pinta
сформовано	constituido
сформовано	formado
сформовано	formadas
сформовано	formada
сформовано	formados
собака	perrita
собака	perro
собака	perros
повернули	convirtiendo
шолом	casco
шолом	cascos
пропаганда	propaganda
таджикистану	tayikistán
записані	escrito
записані	escritas
записані	escrita
записані	escritos
впливати	afectan
впливати	afecta
впливати	afectar
впливати	influencia
впливати	influir
впливати	influencias
впливати	influenciar
швейцарський	swiss
швейцарський	suiza
швейцарський	suizo
швейцарський	suizos
лікуванні	tratarlo
лікуванні	tratar
ліцензію	licencia
ліцензію	licencias
ліцензію	licencia
курт	kurt
курт	curt
сумнів	duda
сумнів	dudas
сумнів	dudar
сумнів	dudo
змішані	mixtas
змішані	mixta
змішані	mixto
змішані	mixtos
змішані	mezclado
підтверджено	confirmadas
підтверджено	confirmado
підтверджено	confirmados
підтверджено	confirmada
підтверджено	aprobados
підтверджено	aprobado
підтверджено	aprobada
підтверджено	aprobadas
індивідуальні	individuo
індивідуальні	individual
індивідуальні	individuales
кримські	crimea
заарештовано	detenida
заарештовано	detenido
заарештовано	arrestada
заарештовано	detenidos
заарештовано	arrestados
заарештовано	arrestado
альтернативний	alternativo
альтернативний	alternativos
альтернативний	alternativa
альтернативний	alternativo
альтернативний	suplente
альтернативний	suplentes
альтернативний	alternar
альтернативний	alternativa
континенту	continente
ванкувер	vancouver
небесної	celestial
небесної	celestiales
зла	malvado
зла	maldad
зла	mal
зла	evil
зла	malvada
траса	trazas
траса	trace
траса	traza
траса	rastro
траса	trazo
встановлює	conjuntos
встановлює	sets
глядача	espectadores
глядача	espectador
геологічні	geológico
геологічні	geológica
геологічні	geológicas
геологічні	geológicos
чекає	espera
заслуговує	merece
холодна	frio
холодна	frías
холодна	fría
холодна	frío
холодна	cold
фільтр	filtro
фільтр	filtrar
сильна	strong
сильна	fuerte
сильна	fuertes
мера	mayoral
мера	alcaldía
мера	alcalde
мера	intendente
мера	alcaldesa
мера	alcaldía
важливості	importancia
репертуар	repertorio
ваз	vaz
ваз	jarrones
ярмарок	feria
ярмарок	justa
ярмарок	justo
ліцензія	licencia
ліцензія	licencias
ліцензія	licencia
геть	lejos
геть	away
пісок	arena
пісок	sand
пера	pluma
гірше	peores
гірше	peor
ворог	enemigo
ворог	enemigas
ворог	enemiga
ворог	enemigos
невдало	fracasado
невдало	fallado
невдало	falló
невдало	fracaso
невдало	fracasa
невдало	falla
девіз	lema
лицарі	knights
лицарі	caballeros
тривалості	abandono
тривалості	negligencia
тривалості	descuido
часті	frecuente
часті	frecuentes
спокійно	relajados
спокійно	relajado
спокійно	relajada
завершити	acabar
завершити	terminar
завершити	finalizar
завершити	acabado
завершити	end
завершити	fin
завершити	final
завершити	completado
завершити	completa
завершити	completar
завершити	completas
завершити	completo
підняти	elevar
підняти	eleve
підняти	levantar
підняти	ascensor
підняти	aumento
підняти	criar
підняти	elevar
відсутнє	ninguna
відсутнє	ninguno
розквіт	florece
змінні	variables
чоловічу	virilidad
чоловічу	hombría
клер	claire
клер	clair
нікого	alguien
нікого	cualquiera
нікого	nadie
террі	rizo
террі	terry
раннє	early
раннє	primeros
раннє	temprano
задня	posterior
вибрана	escogidos
вибрана	elegido
вибрана	escogido
вибрана	elegida
вибрана	escogida
вибрана	elegidos
