δικηγόροι	वकील
γεια	हेलो
γεια	hello
καρποί	फल
καρποί	फलों
καρποί	फल
άνεμοι	हवाओं
άνεμοι	हवाएँ
ρωμαίο	रोमियो
στοκ	स्टाक
στοκ	स्टॉक
στοκ	भण्डार
διαμονή	आवास
θανάσιμα	घातक
κεραίες	एन्टेना
παρτίδα	बैच
παρτίδα	लॉट
ανταγωνισμός	प्रतिस्पर्धा
ανταγωνισμός	प्रतियोगिता
συμφέρον	रुचि
συμφέρον	रूचि
συμφέρον	ब्याज
οδήγηση	ड्राइव
οδήγηση	ड्राइविंग
διαγωνισμούς	प्रतियोगिताओं
ορμή	संवेग
ορμή	आवेग
γουάιτ	व्याट
ενδυμασία	पहनावा
αναβίωση	पुनरुद्धार
περιορισμοί	सीमाएं
περιορισμοί	प्रतिबंध
λουτρό	स्नान
λουτρό	नहाना
ουγγρική	हंगरी
ουγγρική	हंगेरियाई
εξάμηνο	सेमेस्टर
καστ	कास्ट
καστ	डाल
θεωρητικό	सैद्धांतिक
σενεγάλη	सेनेगल
σκοράρει	अंक
σκοράρει	स्कोर
χιτώνα	अंगरखा
οργανωμένο	संगठित
οργανωμένο	संगठित
οργανωμένο	व्यवस्थित
νίκολας	निकोलस
αντιληπτό	आभास
αποκλεισμός	बैन
φάντασμα	घोस्ट
φάντασμα	भूत
φάντασμα	भुत
φάντασμα	फैंटम
σκεύη	बरतन
κυριάρχησε	वर्चस्व
μιλώντας	बोलना
μπέρναρντ	बर्नार्ड
εγκυκλοπαιδική	encyclopedic
νάνοι	dwarfs
αιτήματα	अनुरोध
αιτήματα	निवेदन
αιτήματα	मांगों
αιτήματα	मांगो
αιτήματα	मांगें
αιτήματα	मांगे
απόσυρση	वापसी
σιδηρόδρομος	रेलवे
σιδηρόδρομος	रेल
σιδηρόδρομος	रेलवे
σιδηρόδρομος	रेल
σιδηρόδρομος	रेल
χλώριο	क्लोरीन
χλώριο	क्लोराइड
ασβέστιο	कैल्सियम
προγραμματιστεί	प्रोग्रामित
φορούσε	पहना
μαυσωλείο	मकबरा
χθες	कल
ατμοσφαιρική	वायुमंडलीय
βροχοπτώσεις	वर्षा
εγκυκλοπαίδειες	encyclopedias
διπλός	दोहरा
διπλός	डबल
διπλός	दोगुना
ύπατος	कौंसुल
ραντ	रैंड
ραντ	गोल
ραντ	रड
δέκατη	दसवाँ
επιθυμητή	वांछनीय
σίδηρο	लोहा
σίδηρο	लोहे
σίδηρο	लौह
σίδηρο	आयरन
ιδανική	आदर्श
τσάι	चाय
πειραματικά	प्रयोगात्मक
πειραματικά	प्रायोगिक
όγδοο	आठवां
όγδοο	आठवीं
πρωτοβουλίες	पहलों
ασυνήθιστα	असामान्य
αφίσες	पोस्टर
πρέσβη	राजदूत
πρέσβη	दूत
νάπολι	napoli
σοπράνο	सोप्रानो
δάνεια	ऋण
δάνεια	लोन
νετρονίων	न्यूट्रॉन
πρωτεΐνη	प्रोटीन
ερμιόνη	हर्माइनी
συλλογικά	सामूहिक
εκτεταμένο	विस्तारित
γενοκτονία	नरसंहार
γραφές	लेखन
γραφές	कृतियाँ
γραφές	शास्त्रों
πόροι	प्रसाधन
πόροι	संसाधन
σίλβα	सिल्वा
στιλ	शैली
στιλ	style
στιλ	अंदाज़
στιλ	स्टाइल
στιλ	स्टील
συνθετικό	सिंथेटिक
εισαγγελέα	अभियोजक
παράμετροι	परिमाण
παράμετροι	पैरामीटर
παράμετροι	पैरामीटर्स
εναλλακτικό	वैकल्पिक
εναλλακτικό	वैकल्पिक
αλάσκα	अलास्का
απίθανο	असंभावित
τεχνίτες	कारीगरों
τεχνίτες	बिल्डर्स
τεχνίτες	बिल्डर
τεχνίτες	शिल्पियों
τεχνίτες	कारीगरों
τεχνίτες	शिल्पकार
ρίμαν	रीमान
έτοιμη	तैयार
καταγράφηκε	दर्ज
καταγράφηκε	अंकित
καταλονία	केटलोनिआ
επισήμανση	लेबलिंग
δόκτωρ	doctor
δόκτωρ	डाक्टर
δόκτωρ	डॉक्टर
πολλαπλά	मल्टीपल
πολλαπλά	बहुमुखी
πολλαπλά	बहु
πολλαπλά	अनेक
ντένις	डेनिस
ντένις	डेनिस
μποντ	बंधन
μποντ	बॉन्ड
μποντ	बंध
όουεν	ओवेन
όουεν	ओवन
συναγερμό	सचेतक
ότο	ओटो
βομβαρδιστικά	बमवर्षक
γκυ	guy
γκυ	अमरबेल
βίντσι	विंची
γκαρσία	गार्सिया
ροές	फ़ीड
ροές	फीड
ροές	फ़ीड्स
ροές	स्ट्रीम
ροές	बहती
έρνεστ	अर्नेस्ट
μουσουλμανική	मुसलमान
μουσουλμανική	मुस्लमान
μουσουλμανική	मुस्लिम
ακτιβιστές	कार्यकर्ताओं
πολύτιμο	अनमोल
πολύτιμο	मूल्यवान
οργανικά	कार्बनिक
οργανικά	जैविक
οργανικά	सशुल्क
επιθεωρητής	दरोगा
επιθεωρητής	इंस्पेक्टर
στρατηγικές	रणनीति
καθημερινές	रोज
καθημερινές	नित्य
καθημερινές	रोजाना
καθημερινές	दैनिक
καθημερινές	प्रतिदिन
καθημερινές	रोज़
ραντεβού	मुलाकात
ραντεβού	नियुक्ति
ραντεβού	तारीख
ραντεβού	तारीख़
ραντεβού	दिनांक
ραντεβού	तिथि
ελικόπτερο	हेलीकॉप्टर
ελικόπτερο	हैलीकॉप्टर
ελικόπτερο	हेलीकाप्टर
πολυπλοκότητα	जटिलता
ακέραιο	पूर्णांक
ιβ	संध्या
όττο	ओटो
βράχος	शैल
βράχος	रॉक
βράχος	चट्टान
συνέχειες	सिक्वेल
προϋπολογισμού	बजट
κατασκευαστής	बिल्डर
κατασκευαστής	उत्पादक
κατασκευαστής	निर्माता
καντάφι	गद्दाफी
σουρινάμ	सूरीनाम
ρέμα	धारा
ρέμα	स्ट्रीम
χορν	हॉर्न
χορν	सींग
δάνειο	ऋण
βέλη	तीर
γκράχαμ	ग्राहम
δοκιμασία	परीक्षा
δοκιμασία	जांच
δοκιμασία	जाँच
δοκιμασία	परीक्षण
δικαιολογία	बहाना
πρόστιμο	जुर्माना
πρόστιμο	ठीक
νύχια	नेल्स
νύχια	नाखून
νύχια	पंजे
προτεστάντες	protestants
προτεστάντες	प्रोटोस्टेंट
αναμενόμενο	प्रत्याशित
αναμενόμενο	अपेक्षित
γιούτα	यूटा
γιούτα	जूट
κλίμακες	तराजू
επανένωση	रवि
επανένωση	रीयूनियन
επανένωση	पुनर्मिलन
πυρίτιο	सिलिकॉन
λουίτζι	लुइगी
τροχούς	पहिये
τροχούς	पहियों
αποκλειστική	एक्सक्लूसिव
αποκλειστική	exclusive
αποκλειστική	अनन्य
αποκλειστική	विशेष
ανυπόγραφο	अहस्ताक्षरित
διάδρομο	गलियारे
διάδρομο	रनवे
διάδρομο	ट्रेडमिल
αρμενίων	अर्मेनियाई
σωτήρα	रक्षक
σωτήρα	रक्षक
φοίνιξ	फीनिक्स
βρω	ढूंढें
βρω	ढूँढें
θυσίες	बलिदान
θυσίες	बलिदान
πιστή	वफ़ादार
πιστή	ईमानवालों
πιστή	वफादार
παραγγελίες	ऑर्डर
παραγγελίες	आदेश
τραγουδάει	गाती
τραγουδάει	गाना
τραγουδάει	गायकों
τραγουδάει	गायन
υπερασπιστεί	बचाव
στατιστικές	आंकड़े
στατιστικές	आँकड़े
στατιστικές	सांख्यिकी
στατιστικές	आंकडे
ασφαλές	सुरक्षित
ασφαλές	सुरक्षित
σέφιλντ	शेफ़ील्ड
φριτς	फ्रिट्ज़
δάπεδο	फर्श
δάπεδο	तल
δάπεδο	मंजिल
πετάει	उड़ता
καταστροφική	अनर्थकारी
καταστροφική	विनाशकारी
ανακτήσει	पुनर्प्राप्त
ανακτήσει	रिकवर
αρπακτικά	रैपटर्स
αρπακτικά	परभक्षी
πενσυλβάνια	पेन्सिलवेनिया
έντγκαρ	एडगर
φιλοξενία	आतिथ्य
φιλοξενία	होस्टिंग
θεοδόσιος	theodosius
προωθήθηκε	प्रचारित
προβληματική	समस्यापूर्ण
βαλτικής	बाल्टिक
ρομαντική	रोमांटिक
κόμβοι	नोड
κοιλάδες	घाटियों
ολλανδικό	डच
ενεργητικό	संपत्ति
ενεργητικό	एसेट
τυπικές	ठेठ
χαρτ	हार्ट
φορτηγό	ट्रक
φορτηγό	लारी
λιν	लिन
λιν	लीन
μαραθώνιο	मैराथन
όξινο	अम्लीय
αποτελεσματικό	कुशल
αποτελεσματικό	प्रभावी
ποτό	पीना
ποτό	पीने
ποτό	ड्रिंक
ποτό	पीना
ποτό	पेय
ποτό	पेय
πλούτος	दौलत
πλούτος	माल
ζωντανός	जिन्दा
ζωντανός	जीवित
ζωντανός	जिंदा
δημοκρατικός	रिपब्लिकन
δημοκρατικός	डेमोक्रेट
δημοκρατικός	लोकतांत्रिक
κεντ	केंट
ρίβερ	नदी
επαναστάτης	क्रांतिकारी
επαναστάτης	विद्रोही
κρόνος	शनि
κρόνος	क्रोनोस
χαρτιά	कार्ड
χαρτιά	ताश
χαρτιά	papers
σκοτάδι	गहरा
σκοτάδι	अंधेरा
σκοτάδι	उजाला
σκοτάδι	कालिमा
σκοτάδι	अन्धकार
σκοτάδι	अंधेरा
ιβηρική	इबेरिया
ετικέτα	टैग
ετικέτα	लेबल
ίχνος	ट्रेस
λυθεί	हल
συμμορία	गैंग
συμμορία	gang
συμμορία	गिरोह
διαγράφηκε	विलोपित
διαγράφηκε	मिटाया
εξελικτική	विकासवादी
πλατιά	वाइड
πλατιά	व्यापक
πλατιά	चौड़ी
μίσος	घृणा
μίσος	द्वेष
μίσος	हेट
μίσος	घृणा
μίσος	नफरत
μίσος	नफ़रत
ανακοίνωσαν	घोषित
πείτε	कहें
πείτε	बोलो
πείτε	कह
τρώει	खाने
προφορική	मौखिक
προφορική	मौखिक
ιατρικά	चिकित्सीय
ιατρικά	मेडिकल
ιατρικά	चिकित्सा
επικίνδυνα	खतरनाक
προγραμματιστές	प्रोग्रामर्स
προγραμματιστές	डेवलपर्स
προγραμματιστές	डेवलपर
ανέτρεψε	विकल
άνεμο	वायु
άνεμο	पवन
άνεμο	विंड
άνεμο	हवा
βαθμολόγησης	स्कोरिंग
εμβόλιο	वैक्सीन
εμβόλιο	टीका
βολή	गोली
βολή	शॉट
άνεση	आराम
άνεση	सुकून
ιούδα	यहूदा
ιούδα	यहूदा
κέλι	केली
λεσότο	लेसोथो
ειδοποίηση	नोटिस
ειδοποίηση	सूचना
ειδοποίηση	अधिसूचना
ειδοποίηση	सूचना
ειδοποίηση	सतर्क
ειδοποίηση	अलर्ट
ειδοποίηση	चेतावनी
προνόμιο	विशेषाधिकार
προνόμιο	विशेषाधिकार
προνόμιο	प्राथमिकता
προνόμιο	प्राधिकार
όσλο	ओस्लो
κόνραντ	कोनराड
βινυλίου	विनाइल
επαγγέλματα	व्यवसायों
αντιπαλότητα	फंसने
τόμσον	थॉम्पसन
μωρό	बेबे
μωρό	babe
μωρό	बेब
συμπόσιο	भोज
εξάλειψη	विलोपन
κινέζικα	चीनी
κινέζικα	चाइनीज
αδριανού	हैड्रियन
γουατεμάλα	ग्वाटेमाला
ορατά	दृष्टिगोचर
ορατά	दृश्यमान
ορατά	दृश्य
εκπροσώπηση	प्रतिनिधित्व
αποχρώσεις	शेड्स
χειρότερα	बदतर
αναγνωριστικό	पहचानकर्ता
κενή	रिक्त
κενή	खाली
κενή	खाली
κενή	रिक्त
προκατόχου	पूर्ववर्ती
απεικόνισης	इमेजिंग
βανκούβερ	वैंकूवर
επιθετικό	आक्रामक
μήλο	एप्पल
μήλο	सेब
μήλο	ठहराना
πρεσβείας	दूतावास
λογαριασμούς	बिल्स
λογαριασμούς	खाता
λογαριασμούς	खाते
μαϊάμι	मियामी
έλξη	कर्षण
έλξη	आकर्षण
μπουλ	bull
μπουλ	बैल
μπουλ	बुल
μπουλ	सांड
ευθύνες	जिम्मेदारियां
ευθύνες	जिम्मेदारियों
φορολογία	कराधान
ακέραιος	पूर्णांक
κρανίο	खोपड़ी
κρανίο	कपाल
αφθονία	बहुतायत
αφθονία	प्रचुरता
δεξιότητες	कौशल
δεξιότητες	निपुणता
δεξιότητες	कौशल
πρωτόκολλα	प्रोटोकॉल
υπάλληλοι	कर्मचारियों
υπάλληλοι	कर्मचारी
ιορδανία	जोर्डन
ιορδανία	जॉर्डन
κάρι	कैरी
δένδρο	वृक्ष
δένδρο	ट्री
δένδρο	पेड़
ιρλανδική	आयरिश
ναμίμπια	नामीबिया
πλατύ	वाइड
πλατύ	व्यापक
πλατύ	चौड़ी
ξύλινη	लकड़ी
τόξα	तीर
παρατηρητήριο	बुर्ज
παρατηρητήριο	वेधशाला
καύκασο	काकेशस
εγγονή	पोती
ορθογραφία	वर्तनी
ορθογραφία	स्पेलिंग
διεκδίκηση	दावा
διεκδίκηση	अर्जी
παραγωγική	उत्पादक
ασφαλής	सुरक्षित
ασφαλής	सुरक्षित
κινέζοι	चीनी
κινέζοι	चाइनीज
δράκος	ड्रैगन
βλέπεις	देख
βλέπεις	देखें
βλέπεις	देखिए
εμπόρους	ट्रेडर्स
εμπόρους	व्यापारियों
εμπόρους	डीलर
χαβάης	हवाई
συμπλοκή	मुठभेड़
συμπλοκή	एनकाउंटर
μάρθα	मार्था
μπέτι	बेट्टी
ταξί	टैक्सी
ταξί	टैक्सी
ταξί	टैक्सी
τονίζει	तनावों
επικοινωνίες	आयतों
επικοινωνίες	संचार
παρακολουθούσε	देखा
παρακολουθούσε	देखी
φινλανδική	फिनिश
φινλανδική	फ़िनिश
υπάρχουσα	मौजूदा
ισμαήλ	इस्माईल
πρόξενος	कौंसुल
εμβαδόν	क्षेत्र
εμβαδόν	क्षेत्रफल
ημερήσια	रोज
ημερήσια	नित्य
ημερήσια	रोजाना
ημερήσια	दैनिक
ημερήσια	प्रतिदिन
ημερήσια	रोज़
σουέζ	स्वेज
ρώτησε	पूछें
ρώτησε	पूछो
ρώτησε	पुछा
ρώτησε	माँगी
ρώτησε	पूछे
ρώτησε	पूछा
δηλητήριο	विष
δηλητήριο	जहर
δηλητήριο	ज़हर
ναύτες	सीमेन
σημασιολογία	अर्थविज्ञान
βασιλιάδες	राजाओं
βασιλιάδες	किंग्स
υπομονή	धैर्य
υπομονή	सब्र
συμβολισμός	प्रतीकवाद
βασίλισσες	मोहरे
βασίλισσες	queens
βούλα	बिंदु
βούλα	डॉट
βούλα	बिन्दु
άστον	एश्टन
πληροφόρηση	सुचना
πληροφόρηση	एनोटेशन
πληροφόρηση	जानकारी
πληροφόρηση	सूचना
πειραματικό	प्रयोगात्मक
πειραματικό	प्रायोगिक
διάβαση	क्रासिंग
μνήμες	यादें
μνήμες	स्मृति
μνήμες	मेमोरी
αγροτικός	ग्रामीण
ανθρακικό	कार्बोनेट
τρομοκρατία	आतंकवाद
τρομοκρατία	आतंक
χρόνοι	बार
χρόνοι	टाइम्स
ικανοποίηση	संतुष्टि
ικανοποίηση	संतोष
σέλευκος	सेल्युकस
παραπόταμος	उपनदी
μόργκαν	मॉर्गन
εκτύπωση	छापें
εκτύπωση	प्रिंट
εκτύπωση	छपाई
εκτύπωση	प्रिंटिंग
εκτύπωση	छपाई
εκτύπωση	मुद्रण
αναφορών	याचिकाएं
διαδήλωση	विरोध
κανονισμός	नियमन
κανονισμός	विनियम
κανονισμός	विनियमन
παίχτης	खिलाड़ी
περίεργο	अजीब
περίεργο	अजीब
μαλαισίας	मलेशियाई
μαλαισίας	मलय
μαλαισίας	मलेशिया
μαλαισίας	मलेशियाई
πυθμένα	बॉटम
ανέκδοτα	जोक्स
ανέκδοτα	चुटकुले
ανέκδοτα	उपाख्यानों
χαμένη	खोई
χαμένη	गुमशुदा
χαμένη	खोया
νικαράγουα	निकारागुआ
χείλη	होंठ
χείλη	होठ
ασταθής	अस्थिर
ισχυρισμούς	दोषारोपण
βίκυ	विक्की
τιμόνι	पहिया
τιμόνι	चक्र
τιμόνι	व्हील
ωκεανός	महासागर
ωκεανός	समंदर
αναδιοργάνωση	reorganization
αναδιοργάνωση	पुनर्गठन
μετατρέψει	रूपांतरण
αμπέλια	बेलें
αμπέλια	अंगूरों
ραφαέλ	राफेल
ραφαέλ	राफेल
κρίκετ	क्रिकेट
κινητική	गतिज
μαρσέλ	मार्सल
εκτελεστεί	चलाया
κλήρου	पादरी
σύσκεψη	सम्मेलन
σύσκεψη	मीटिंग
σύσκεψη	बैठक
εγκατάλειψη	छोड़ें
εγκατάλειψη	लापरवाही
ταγματάρχη	मेजर
ταγματάρχη	प्रमुख
νορμανδία	normandy
τόμι	टॉमी
σύναψη	निष्कर्ष
φρίντμαν	फ्राइडमैन
στολές	वर्दी
στολές	परिधान
στολές	वेशभूषा
στολές	सूट
φίλτρα	फ़िल्टर
θαυμαστές	फ़ैन
θαυμαστές	प्रशंसकों
θαυμαστές	प्रशंसक
γκλόβερ	ग्लोवर
μονοξείδιο	मोनोऑक्साइड
κελί	कक्ष
κελί	सेल
κελί	कोशिका
συνιστάται	अनुशंसित
λύκος	lupus
λύκος	वुल्फ
λύκος	भेड़िया
σήραγγα	सुरंग
σήραγγα	टनल
δεκτό	स्वीकृत
ντάλας	डलास
μεσάνυχτα	मध्यरात्रि
καταγγελίες	शिकायतें
καταγγελίες	शिकायत
χρονολογική	कालानुक्रमिक
υφάσματα	कपड़ा
υφάσματα	वस्त्र
θεμελιώδης	मूलभूत
θεμελιώδης	आधारभूत
τόνος	टूना
τόνος	टोन
χαλκός	ताँबा
χαλκός	ताम्र
χαλκός	तांबा
χαλκός	कॉपर
χαλκός	तांबे
γειτονιές	पड़ोस
ιρλανδός	आयरिश
ψηλότερα	उच्चतर
σπήλαια	गुफाएँ
σπήλαια	गुफाएं
μπελίζ	बेलीज़
νέφος	smog
νέφος	मेघ
νέφος	बादल
προοπτικές	संभावनाएं
προοπτικές	आउटलुक
έξτρα	अतिरिक्त
έξτρα	अतिरिक्त
ταχυδρομείο	डाक
ταχυδρομείο	मेल
τένις	टेनिस
τακτικής	रणनीतिक
μάρκετινγκ	मार्केटिंग
μάρκετινγκ	विपणन
πιάτο	डिश
πιάτο	प्लेट
πιάτο	तख़्ता
πιάτο	थाली
κρίστι	क्रिस्टी
αξιοθέατο	लैंडमार्क
αξιοθέατο	आकर्षण
διακύμανση	विभिन्नता
επιβεβαίωση	पुष्टि
επιβεβαίωση	पुष्टिकरण
επιβεβαίωση	पुष्टि
μονομαχία	द्वंद्वयुद्ध
πρόσθετο	प्लगइन
πνευμονία	निमोनिया
δόσεις	किश्तों
τσουνάμι	सुनामी
φλάουτο	बाँसुरी
φλάουτο	बांसुरी
συντεχνία	श्रेणियों
συντεχνία	श्रेणियाँ
συντεχνία	गिल्ड
αναίρεση	अपील
αποστολική	अपोस्टोलिक
ξηρό	सूखा
ξηρό	सूख
ξηρό	सूखी
ξηρό	शुष्क
εναλλαγή	स्विच
εναλλαγή	टॉगल
εναλλαγή	स्वैप
φιλμογραφία	फिल्मोग्राफी
εξήντα	साठ
επενδυτές	निवेशकों
ανάθεση	असाइनमेंट
ανάθεση	कार्यभार
ανάθεση	प्रतिनिधिमंडल
κεραμικά	सिरेमिक
λη	ली
οδηγούς	चालक
οδηγούς	ड्राइवर
οδηγούς	मार्गदर्शिका
γέννα	जन्म
γέννα	जनम
γέννα	प्रसव
μπάτλερ	बटलर
φυσιολογικό	सामान्य
χωρικών	स्थानिक
σορτς	शॉर्ट्स
ακούει	सुनना
λογικές	युक्तियुक्त
λογικές	उचित
λογικές	तार्किक
λογικές	लॉजिकल
πωλήθηκε	बेची
ρόναλντ	रोनाल्ड
αρίθμηση	क्रमांकन
σάλτσμπουργκ	साल्जबर्ग
φιλελεύθερη	लिबरल
φιλελεύθερη	उदार
διαιτητές	मध्यस्थों
μίξη	मिश्रण
μίξη	मिक्स
μίξη	मिक्सर
αλγόριθμο	एल्गोरिदम
αλγόριθμο	एल्गोरिथ्म
επισημαίνει	हाइलाइट
συμβάλει	योगदान
προορίζεται	आरक्षित
προορίζεται	सुरक्षित
παραγουάη	पैराग्वे
εκτελεστικό	कार्यकारी
εκτελεστικό	कार्यपालिका
βάρκα	नौका
βάρκα	नाव
αυθεντική	प्रमाणिक
αυθεντική	प्रामाणिक
ρόλοι	भूमिकाएँ
παχύ	मोटी
παχύ	घनी
παχύ	मोटा
άγχος	स्ट्रेस
άγχος	तनाव
άγχος	चिंता
βέρα	वेरा
βέρα	वीरा
πάουελ	पॉवेल
πάουελ	पावेल
ιστός	वेब
ιστός	ऊतक
ντικ	डिक
ντικ	लंड
αιμορραγία	रक्तस्राव
υπουργεία	मंत्रिमंडल
καράβι	जहाज
καράβι	शिप
καράβι	जलयान
καράβι	नौका
καράβι	नाव
φινάλε	एंडगेम
πέμπτος	पंचम
πέμπτος	पाँचवा
πέμπτος	पांचवा
πέμπτος	पांचवां
οχι	नही
οχι	नहीं
ονδούρα	होंडुरास
δανεισμού	उधार
ορισμοί	परिभाषाएं
πνεύμονα	फेफड़ों
πολυώνυμο	बहुपद
πολυώνυμο	बहुलता
μαγνήσιο	मैग्नीशियम
εντάσεις	तनाव
μέι	मई
μέι	may
μέι	mei
μέι	माए
μέι	mae
υπόμνημα	चेकलिस्ट
υπόμνημα	ज्ञापन
υπόμνημα	ज्ञापन
θαύματα	चमत्कार
θαύματα	चमत्कार
καθολικός	कैथोलिक
σινεμά	सिनेमा
κενού	शून्यता
κενού	निर्वात
κενού	वैक्यूम
πρόσθετη	अतिरिक्त
ποσειδώνας	वरुण
ίντσες	इंच
μογγολίας	मंगोलियाई
σύννεφα	बादलों
σύννεφα	बादल
ερπετά	सरीसृपों
ψευδαργύρου	जिंक
ψευδαργύρου	जस्ता
κόλινς	कॉलिन्स
αιγυπτιακό	मिस्र
αιγυπτιακό	मिस्री
αιγυπτιακό	मिश्र
ιδανικά	आदर्शों
ιδανικά	आदर्श
φίδι	सर्प
φίδι	सांप
φίδι	नाग
φίδι	स्नेक
φίδι	साँप
τρίχες	बालों
τρίχες	हेयर
τρίχες	बाल
τρίχες	बालों
υποδομή	अवसंरचना
ρόμπερτς	रॉबर्ट्स
ινδός	भारतीय
βόλγα	वोल्गा
βιταμίνη	विटामिन
γκρεγκ	ग्रेग
σκόπια	मकदूनिया
πρακτικό	व्यावहारिक
θεωρητικός	theorist
περιήλιο	perihelion
καταρράκτες	प्रपात
καταρράκτες	झरना
καταρράκτες	जलप्रपात
καταρράκτες	झरना
παράξενο	अजीब
παράξενο	अजीब
παράξενο	विषम
κελιά	कक्ष
κελιά	कोशिकाएं
έμμα	एमा
έμμα	एम्मा
αφηρημένη	सार
αφηρημένη	अमूर्त
αφηρημένη	विचलित
τεχνητό	कृत्रिम
προσδοκίες	उम्मीदों
προσδοκίες	उम्मीदें
καταδίωξη	चेस
καταδίωξη	पीछा
νικόλα	निकोला
επιβιώσει	जीवित
επεξεργαστής	सीपीयू
επεξεργαστής	cpu
επεξεργαστής	संपादक
επεξεργαστής	एडिटर
επεξεργαστής	प्रोसेसर
αναγνωρισμένη	पहचाना
διακυμάνσεις	विसंगतियाँ
αφίσα	पोस्टर
μάσκα	मास्क
μάσκα	नकाब
μάσκα	मुखौटा
μαραθώνιος	मैराथन
ένοχος	दोषी
ένοχος	गुनाहगार
ένοχος	अपराधी
κυρά	मालकिन
κυρά	प्रेयसी
κυρά	लेडी
κυρά	महिला
τζούντο	जूडो
ταύρος	वृषभ
ταύρος	वृष
ταύρος	bull
ταύρος	बैल
ταύρος	बुल
ταύρος	सांड
κρουζ	क्रूज़
εξόρυξης	खनन
οδοί	सड़कों
οδοί	सड़कें
τοπογραφία	स्थलाकृति
σχεδιαστή	डिज़ाइनर
σχεδιαστή	डिजाइनर
σχεδιαστή	पंक्तियां
χειμώνες	सर्दियों
ένθετο	प्रविष्ट
τουλούζ	तुलूज़
μούσα	मूसा
μούσα	चिंतन
καταβολή	भुगतान
κατασκευαστή	उत्पादक
κατασκευαστή	निर्माता
κουτιά	पेटी
κουτιά	बॉक्स
κουτιά	बक्से
κουτιά	बाक्स
κουτιά	कार्टन
επικίνδυνες	खतरनाक
γίγαντες	दिग्गज
σταθερός	स्थिर
μαντάμ	मेडम
κρίσιμο	आलोचनात्मक
κρίσιμο	क्रिटिकल
κρίσιμο	महत्वपूर्ण
κρίσιμο	गंभीर
κρίσιμο	नाजुक
κρίσιμο	निर्णायक
πύραυλο	रॉकेट
πύραυλο	प्रक्षेपास्त्र
κατάστρωμα	डेक
βοναπάρτη	बोनापार्ट
λιβάδι	प्रेयरी
λιβάδι	मर्ग
ελπίζοντας	उम्मीद
μπέντζαμιν	बेंजामिन
ημερολόγια	दैनिकी
ημερολόγια	जर्नल्स
ημερολόγια	पंचांग
ημερολόγια	डायरीज़
εξαγορά	कब्ज़ा
εξαγορά	प्राप्ति
εξαγορά	अधिग्रहण
ρώσικα	रूसी
φίδια	सांप
θέρετρο	रिसॉर्ट
θέρετρο	रिज़ॉर्ट
οπτικές	ऑप्टिकल
στίγμα	पद
στίγμα	स्थिति
στίγμα	कलंक
ανόργανες	अकार्बनिक
βαγδάτη	बगदाद
ιδιωτικός	प्राइवेट
ιδιωτικός	निजी
αίτιο	ध्येय
αίτιο	निमित्त
αίτιο	कारण
μάλκολμ	मैल्कम
έλιοτ	एलियट
έλιοτ	एलियट
έλιοτ	इलियट
κουμπί	बटन
μοζαμβίκη	मोजाम्बिक
ταξιδεύουν	यात्राएं
άρωμα	सुगंध
άρωμα	खुशबू
άρωμα	खुशबू
άρωμα	सैंट
άρωμα	महक
άρωμα	इत्र
άρωμα	परफ्यूम
αυθαίρετα	मनमानी
φόρος	कर
κοινοπολιτεία	राष्ट्रमंडल
αντιδρούν	प्रतिक्रिया
αντιδρούν	प्रतिक्रियात्मक
αντιδρούν	प्रतिक्रिया
διπλωματικό	राजनयिक
κλίβελαντ	क्लीवलैंड
επιλέγουν	ऑप्ट
επιτεύχθηκε	हासिल
αμίνες	amines
εξελίχθηκαν	विकसित
διαιτητή	रेफरी
διαιτητή	संदर्भ
ιδίωμα	मुहावरा
εχθρικά	प्रतिकूल
εχθρικά	विरोधी
εχθρικά	शत्रु
χαλ	hal
χαλ	एचएएल
υφή	संरचना
υφή	बनावट
γκεόργκι	ज्यार्जी
αρκούδα	भालू
υπάρχουσες	मौजूदा
ακρωτήρι	केप
βυθό	समुद्रतल
βυθό	बॉटम
βυθό	तल
βυθό	नीचे
πυρετός	बुखार
πυρετός	ज्वर
πτερύγια	flaps
φωνητική	मुखर
φωνητική	स्वर
φωνητική	गायन
παρουσιάσεις	प्रस्तुतिकरण
παρουσιάσεις	प्रस्तुतियों
διευθύντρια	निर्देशक
διευθύντρια	निदेशक
γραφικό	अनोखा
γραφικό	अनूठा
γραφικό	विलक्षण
γραφικό	विचित्र
γραφικό	आलेखीय
γραφικό	ग्राफ़िक
γραφικό	ग्राफिक
γραφικό	नयनाभिराम
έφηβος	टीन
έφηβος	किशोरावस्था
έφηβος	adolescent
εθελοντής	स्वयंसेवक
εθελοντής	स्वयंसेवी
πτώματα	शवों
πτώματα	लाशें
μεταφυσική	तात्विक
ηπείρους	महाद्वीप
ηπείρους	महाद्वीपों
μπρουνέι	ब्रुनेई
ήπαρ	यकृत
ήπαρ	लिवर
ήπαρ	जिगर
γιουγκοσλαβική	यूगोस्लाव
εθελοντικά	स्वयंसेवक
εθελοντικά	स्वयंसेवी
άσχημη	बदसूरत
άσχημη	भद्दा
ανωμαλίες	anomalies
φιλιππίνων	फ़िलिपीन
φιλιππίνων	फिलीपीन
δημοσιογράφους	पत्रकार
δημοσιογράφους	पत्रकारों
δημοσιογράφους	पत्रकारों
ρινγκ	अंगूठी
ρινγκ	रिंग
κωδικοποίηση	संहिताकरण
κωδικοποίηση	एनकोडिंग
