디랙	דיראק
스노우	שלג
라디에이터	רדיאטור
라디에이터	הרדיאטור
거스	גאס
출판물	פרסום
출판물	פרסומים
타라	טארה
타라	טרה
마르코스	מרקוס
바빌론	בבל
바빌론	בבילון
발목	הקרסול
발목	קרסול
발목	הקרסוליים
반체제	דיסידנט
베일리	ביילי
새우	חסילונים
새우	שרימפס
새우	חסילונים
새우	שרימפס
새우	חסילון
다코타	דקוטה
에식스	אסקס
페니	פני
혼돈	בלבול
혼돈	כאוס
레딩	רדינג
워렌	וורן
브라보	בראבו
볼프	וולף
볼프	זאב
하이라이트	מודגשים
하이라이트	מדגיש
하이라이트	גוונים
하이라이트	להדגיש
바닐라	וניל
두뇌	מוח
두뇌	המוח
두뇌	מח
일관성	עקביות
손오공	גוקו
알란	אלן
망치	פטיש
망치	האמר
대각선	באלכסון
피타고라스	פיתגורס
지리학	גאוגרפיה
멜로	מלו
카레	קארי
지브롤터	גיברלטר
전자제품	אלקטרוניקה
재산권	רכוש
재산권	נכס
헤럴드	הראלד
글래스	זכוכית
글래스	גלאס
뱅크스	בנקים
뱅크스	בנקס
부착	לצרף
부착	צרף
컴팩트	קומפקטי
장애물	קופץ
장애물	קופצת
장애물	קפיצה
장애물	קפיצות
장애물	מכשול
장애물	מכשולים
복숭아	אפרסקים
복숭아	אפרסק
복숭아	אפרסק
사용법	שימוש
콘월	קורנוול
자정	חצות
자정	מידנייט
분사	הזרקת
분사	הזרקה
분사	זריקה
절단	קטיעה
템플	מקדש
템플	המקדש
웰스	ולס
웰스	בארות
웰스	וולס
에덴	עדן
지뢰	מכרות
지뢰	מוקשים
에두아르도	אדוארדו
코브라	קוברה
플라톤	אפלטון
항생제	אנטיביוטיקה
항생제	אנטיביוטיקה
그리피스	גריפית
그리피스	גריפיתס
정서	הרגש
정서	רגש
현미경	המיקרוסקופ
현미경	מיקרוסקופ
민트	מנתה
민트	מנטה
민트	נענע
롤리	ראלי
트로이아	טרוי
트로이아	טרויה
육체	בשר
아이튠즈	itunes
컨셉	מושג
컨셉	תפיסה
컨셉	מושגים
트레이딩	מסחר
트레이딩	סחר
중요성	חשיבות
제우스	זאוס
전화번호	הטלפון
전화번호	טלפון
긴장	עצבני
긴장	עצבים
긴장	לחוצה
긴장	עצבנית
긴장	מתוחה
긴장	מתוח
긴장	מתח
긴장	מתיחות
워털루	ווטרלו
질투	קנאי
질투	מקנא
질투	קנאית
질투	קנאה
질투	מקנאה
질투	הקנאה
질투	קנאה
질투	קינאה
스탠포드	סטנפורד
개선하기	משתפרת
개선하기	משתפר
개선하기	שיפור
개선하기	לשפר
플라스마	פלזמה
플라스마	פלסמה
수평으로	אופקית
수평으로	אופקי
몽골족	מונגולים
몽골족	המונגולי
프라이스	המחיר
프라이스	פרייס
프라이스	מחיר
사자자리	לאו
사자자리	ליאו
스테파니	סטפני
스테파니	סטף
킬로그램	קילוגרמים
킬로그램	קילוגרם
두부	טופו
볼프스부르크	וולפסבורג
타당성	תוקף
쿠르드	כורדיסטן
차분한	רגועה
차분한	רוגע
차분한	רגוע
바니	בארני
바니	ברני
아순시온	אסונסיון
기사도	אבירות
기사도	האבירות
디아스	דיאז
볼리바르	בוליבר
엘렌	אלן
모방	חיקוי
탈레반	הטליבאן
탈레반	הטאליבן
고민	צרות
파르티아	פרתיה
그놈	גמד
약사	רוקחים
약사	רוקח
약사	הרוקח
용접	ולד
용접	ריתוך
용접	וולד
용접	ריתוך
수프	מרק
수프	מרקים
측도	מדידה
측도	מידה
리라	לירה
트와일라잇	הדמדומים
트와일라잇	דמדומים
나탈리	נטלי
에밀리오	אמיליו
우크라이나인	אוקראינים
악용	התעללות
콕스	קוקס
초보자	למתחילים
초보자	החדשים
초보자	טירון
카슈미르	קשמיר
블리치	מלבין
블리치	אקונומיקה
히타이트	חתית
히트맨	היטמן
버니	ברני
토레스	טורס
에리트레아	אריתריאה
엘비스	אלוויס
엘비스	אלביס
텔레노벨라	הטלנובלה
귀한	נדירים
귀한	נדירה
귀한	נא
귀한	נדיר
대리인	שומרי
대리인	שומרים
대리인	השומרים
대리인	סוכן
대리인	הסוכן
대리인	סוכנת
대리인	פונדקאית
대리인	הפונדקאית
리베라	ריברה
성기	פין
성기	בולבול
복수형	ברבים
복수형	רבים
양수	חיובית
양수	חיובי
양수	חיוביות
어색한	מביכה
어색한	מביך
불가피한	נמנע
바바라	ברברה
콤보	קומבו
레아	ריאה
레아	לאה
아톰	אטום
마시기	שותה
마시기	שותים
마시기	שתייה
마시기	שתיה
류블랴나	ליובליאנה
위생	היגיינה
위생	תברואה
팩터	זיין
팩터	גורם
팩터	פקטור
올라프	אולף
사구	דיונות
사구	חולית
멸치	אנשובי
멸치	אנשובי
노예제	עבד
노예제	שפחה
노예제	עבדות
아쉬운	בקלות
아쉬운	קל
아쉬운	קלות
아쉬운	לאט
인류학	אנתרופולוגיה
인류학	אנתרופולוגית
레이어	שכבות
레이어	שכבה
집착	אובססיה
집착	האובססיה
집착	אובססיה
집착	אובססיבית
집착	אובססיבי
음주	שותה
음주	שותים
음주	שתייה
음주	שתיה
음주	שיכרון
가입자	מנוי
가입자	מנויים
아이누	איינו
스프린트	ספרינט
호프만	הופמן
호프만	הופמן
불만	תלונה
불만	תלונות
불만	תלונה
패티	פאטי
패티	פאטי
패티	פטי
보일러	דודים
신선	רענן
신선	טרי
신선	טריות
신선	טריים
신선	רעננה
에이커	עכו
에이커	אקר
에이커	דונם
에이커	אקר
광둥어	קנטונזית
조차도	אפילו
가루	אבקה
구출	הצלה
구출	חילוץ
명소	אטרקציות
리히터	ריכטר
웨슬리	וסלי
웨슬리	ווסלי
퀸시	קווינסי
숭배	כת
숭배	פולחן
숭배	לסגוד
숭배	סוגדים
숭배	פולחן
독성	רעילה
독성	רעיל
독성	רעילות
독성	רעילות
트릭	טריק
트릭	תכסיס
트릭	תעלול
트릭	תחבולה
트릭	טריקים
트릭	תכסיסים
코멘트	הערה
코멘트	תגובה
영사	קונסול
루안다	לואנדה
휘슬러	וויסלר
도난	נגנבה
도난	נגנבו
도난	גנובה
도난	גנוב
도난	נגנב
도난	גניבה
유명인	מפורסם
유명인	מפורסמים
유명인	המפורסם
유명인	מפורסמות
유명인	מפורסמת
웨어	וייר
그라츠	גראץ
치사	רצח
탬파	טמפה
팔라우	פלאו
목장	מרעה
카리스마	כריזמה
카리스마	כריזמטי
주스	מיץ
주스	מיצים
자치령	דומיניון
매니토바	מניטובה
헤이	היי
헤이	הי
펌웨어	הקושחה
준수	צייתנות
준수	ציות
준수	לציית
준수	ציית
티나	טינה
마스터링	מאסטרינג
펀드	קרן
펀드	קרנות
펀드	כספים
종속	תלויים
종속	תלויה
종속	תלותי
종속	תלות
종속	תלות
볼드윈	בולדווין
명품	מותרות
명품	יוקרה
크레인	עגורים
크레인	קריין
크레인	עגור
알레그로	אלגרו
젖은	רטובות
젖은	רטוב
젖은	רטובה
젖은	רטובים
설문	סקרים
설문	סקר
행크	הנק
행크	אנק
행크	האנק
싸인	חתימה
규소	סיליקון
규소	הסיליקון
태평	טאיפינג
위임	משלחת
슈나이더	שניידר
걸음	צעד
걸음	מדרגה
걸음	שלב
걸음	מדרגות
걸음	צעדים
걸음	צעדי
걸음	שלבים
세븐틴	seventeen
할렐루야	הללויה
주머니	כיס
주머니	הכיסים
주머니	כיסים
덮개	כיסוי
덮개	כסה
덮개	חיפוי
덮개	מכסה
덮개	לכסות
스펀지	ספוג
노키아	נוקיה
클리프	קליף
클리프	צוק
톰프슨	תומפסון
파푸아	פפואה
록펠러	רוקפלר
이고르	איגור
맑음	ברור
맑음	נקה
맑음	נקי
맑음	שמש
맑음	סאני
직사각형	מלבן
직사각형	מלבני
최소화	למזער
최소화	למזער
재미	כיף
재미	כיפית
재미	בכיף
재미	מהנה
산화물	תחמוצת
미치	מיטש
미치	מיץ
몰수	להחרים
몰수	החרמה
몰수	החרימו
드라큘라	דרקולה
커크	קירק
테오도시우스	תאודוסיוס
콘티넨탈	קונטיננטל
브릿지	גשרים
브릿지	הגשרים
칵테일	קוקטיילים
칵테일	קוקטייל
머무르고	תשאר
머무르고	תישאר
머무르고	הישאר
도표	תרשים
카트만두	קטמנדו
프라이	פריי
스팀	אדים
스팀	קיטור
유리카	אריקה
대백과사전	אנציקלופדיה
하우	האו
언더우드	אנדרווד
네이티브	יליד
네이티브	ילידים
손잡이	ידית
손잡이	הידית
손잡이	ידית
코코넛	קוקוס
고릴라	גורילה
고릴라	גורילות
하마	היפופוטם
하마	היפו
하마	היפופוטמים
하마	היפופוטם
당뇨병	סכרת
당뇨병	סוכרת
당뇨병	סכרת
당뇨병	סוכרת
유방	שד
유방	חזה
비테르보	ויטרבו
보완	משלים
보완	משלים
보완	משלימים
좋아요	בסדר
좋아요	אוקיי
웃음	צחוקים
웃음	צוחקים
웃음	צוחקת
웃음	צוחק
웃음	לצחוק
웃음	צחק
웃음	צחוק
웃음	שחוק
웃음	הצחוק
웃음	צחוק
루가	לוק
여관	פונדק
콜론	הגס
콜론	קולון
아이유	ילדה
아이유	ילד
피에몬테	פיימונטה
먹어	לאכול
먹어	תאכל
먹어	תאכלו
브랜던	ברנדון
기병대	פרשים
기병대	הפרשים
리아	לאה
리아	ליה
리아	לאה
리아	ליה
밀어	פוש
밀어	לדחוף
밀어	דחיפה
품격	קלאסה
품격	קלאסי
프롬	הנשף
프롬	נשף
프롬	נשפים
계몽주의	ההארה
계몽주의	הארה
부호화	קידוד
부호화	קידוד
트랜잭션	עסקה
트랜잭션	עסקאות
트랜잭션	עסקות
우려	דאגה
우려	הדאגה
루즈벨트	רוזוולט
입국	הגעה
입국	ההגעה
냠냠	יאמי
냠냠	יאם
가방	שקית
가방	תיק
가방	שק
가방	תיקים
가방	שקיות
소크라테스	סוקרטס
조선소	מספנה
조선소	מספנות
나가기	היציאה
나가기	יציאה
몬테	מונטי
몬테	מונטה
출판됨	פורסם
출판됨	פרסם
리프트	קרע
리프트	הקרע
리프트	מעלית
리프트	הנפה
리프트	הרם
리프트	להרים
현대그룹	יונדאי
도시락	צהרים
도시락	צהריים
목적지	היעד
목적지	ליעד
목적지	יעד
목적지	יעדים
보정	תיקונים
보정	הגדל
보정	תיקון
보정	לכייל
보정	כיול
사랑스러운	מקסים
사랑스러운	מקסימה
데일	דייל
미스틱	מיסטיק
모리슨	מוריסון
표시하기	תצוגה
표시하기	הצג
지킨	קין
코다	coda
목걸이	שרשרת
목걸이	שרשראות
벨리즈	בליז
만족	סיפוק
만족	מסופקת
만족	מסופק
만족	מרוצה
등기	רשום
등기	רשומה
코모로	קומורו
연주회	רסיטל
연주회	קונצרטים
연주회	הופעות
연주회	הופעה
연주회	קונצרט
팽창	הרחבה
팽창	התרחבות
팽창	התפשטות
좌표계	קואורדינטות
활성	פעיל
활성	פעילה
활성	פעילים
섹시	סקסיות
섹시	סקסי
섹시	סקסית
까마귀	corvus
까마귀	קרואו
까마귀	עורב
까마귀	עורבים
까마귀	עורב
까마귀	רייבן
나이프	סכינים
나이프	סכין
라일리	ריילי
라일리	ריילי
레닌주의	לניניזם
측량	מודד
측량	סוקרים
훔쳐	לגנוב
캐런	קרן
캐런	קארן
일러스트레이터	המאייר
히라이	היראי
조개	צדפה
조개	צדפות
웁살라	אופסלה
바베이도스	ברבדוס
플라이어스	עלונים
채팅	משוחח
채팅	משוחחת
채팅	שוחח
아디다스	אדידס
가속기	מאיצי
가속기	מאיץ
테라	טרה
계산기	מחשבון
에디터	העורך
에디터	עורך
에디터	עורכת
에디터	עורכים
부끄러운	בושה
부끄러운	ביישנית
부끄러운	ביישן
오마하	אומהה
엔트로피	אנטרופיה
바덴	באדן
성교	הזדווגות
성교	מין
성교	סקס
테디	טדי
버크	בורק
클린트	קלינט
스푸트니크	ספוטניק
대수학	אלגברה
골짜기	עמק
골짜기	ואלי
골짜기	העמק
골짜기	העמקים
연구자	חוקרת
연구자	חוקר
연구자	חוקרים
공작부인	דוכסית
공작부인	הדוכסית
소프트볼	סופטבול
커브	עקומת
커브	עקומה
브르타뉴	בריטני
브르타뉴	ברטון
아바	אווה
펄스	דופק
오라클	אורקל
베로니카	ורוניקה
베로니카	ורוניקה
갈매기	שחפים
갈매기	שחף
갈매기	שחף
크리드	קריד
셔터	תריס
셔터	צמצם
탄산	מוגז
탄산	פחמתי
사파리	ספארי
스탭	סגל
스탭	צוות
우울증	דיכאון
자제	איפוק
자제	ריסון
룰라	לולה
애플렉	אפלק
캘빈	קלווין
다이어트	דיאטה
다이어트	דיאטה
다이어트	דיאט
라이트닝	ברקים
라이트닝	ברק
자연주의	נטורליזם
투명	השקוף
투명	שקופה
투명	שקוף
투명	שקופים
투명	שקיפות
석기	סטון
석기	אבן
영감	בהשראת
영감	השראה
영감	השראה
영감	השראה
엔비디아	nvidia
하르툼	חרטום
그렉	גרג
애비	אבי
두려움	פחד
두려움	הפחד
두려움	חשש
코코아	קקאו
코코아	שוקו
대시	דאש
대시	דש
대시	מקף
진술	הצהרה
진술	ההצהרה
미스테리	תעלומה
미스테리	מסתורין
반란군	מורד
반란군	המורדים
반란군	המורד
반란군	מורדים
프레데터	טורף
프레데터	הטורף
영장류	הפרימטים
영장류	הפרימטים
다이고	דאיגו
플래그	הדגל
플래그	דגל
플래그	דגלים
플래그	הדגלים
플래그	דגל
플래그	מסומן
플래그	סומן
마시	מארש
미카미	מייקה
미카미	מיכה
채무	חובות
채무	חוב
채무	חובי
리턴	מחזירה
리턴	החזר
하이웨이	כביש
모욕을	עלבון
요구사항	דרישה
요구사항	דרישת
요구사항	דרישות
캐롤라인	קרולין
캐롤라인	קרוליין
해고	פיטורים
클랜	שבט
클랜	שבטים
푸른색	כחולה
푸른색	בלו
푸른색	כחול
제이드	ירקן
모기	יתוש
모기	יתושים
페이퍼	נייר
페이퍼	עיתון
페이퍼	ניירות
페이퍼	עיתונים
페이퍼	מסמכים
너구리	דביבון
음식점	מסעדת
음식점	מסעדה
음식점	מקומות
음식점	למקומות
음식점	מסעדות
형이상학	מטפיזיקה
어마어마한	עצומה
어마어마한	עצום
깡패	גנגסטר
깡패	גנגסטרים
애국	פטריוטי
애국	פטריוטיות
시프트	משמרת
시프트	המשמרת
잊혀진	נשכחת
잊혀진	נשכח
잊혀진	שכחה
디펜스	הגנה
디펜스	הגנה
조언	עצות
조언	עצה
조언	לייעץ
조언	מייעץ
분리주의	הבדלנים
해머	פטיש
해머	האמר
편집하기	ערוך
편집하기	ערכי
편집하기	עריכה
익명	אנונימיות
익명	אנונימי
익명	אנונימיות
익명	אלמוני
익명	אנונימית
씨앗	זרע
씨앗	גרעינים
씨앗	זרעים
모세	מוזס
모세	משה
라우팅	ניתוב
라우팅	מנותב
주먹	אגרופים
주먹	האגרופים
주먹	אגרוף
프로덕션스	הפקות
미르	מיר
수박	אבטיחים
수박	אבטיח
록키	רוקי
파운데이션	הקרן
파운데이션	קרן
마릴린	מרילין
유권자	מצביעים
유권자	בוחרים
침례교	הבפטיסטית
침례교	בפטיסטים
카타니아	קטניה
단발	בלבד
단발	רק
디바	דיוות
디바	דיווה
매카시	מקארתי
엘리펀츠	פילים
엘리펀츠	הפילים
웨이터	מלצר
웨이터	מלצרים
스피리츠	רוחות
스피리츠	נשמות
거절	לסרב
거절	ירידה
거절	סרב
거절	דחה
거절	לסרב
거절	תסרב
거절	סרב
거절	מסרב
거절	דחייה
거절	דחיה
거절	מסרב
거절	סירוב
거절	סירבה
거절	נדחה
거절	סרב
거절	דחה
나타납니다	מופיע
나타납니다	מופיעה
나타납니다	מופיעים
나타납니다	מופיעות
홀리데이	הולידיי
홀리데이	חג
홀리데이	חופשה
미들즈브러	במידלסברו
후식	קינוח
후식	הקינוח
후식	קינוח
후식	קינוחים
토륨	תוריום
니키타	ניקיטה
아흐마드	אחמד
햇빛	סאנשיין
햇빛	שמש
도나	דונה
플러그인	התקע
플러그인	תקע
플러그인	תוסף
플러그인	תוספים
알레한드로	אלחנדרו
부룬디	בורונדי
닭고기	תרנגול
닭고기	עוף
닭고기	תרנגולת
닭고기	עופות
침투	לחדור
침투	חדירה
아흐메드	אחמד
아흐메드	אחמד
로렌츠	לורנץ
트위스트	טוויסט
트위스트	תפנית
카스피	הכספי
에드워즈	אדוארדס
스칼렛	סקרלט
스칼렛	סקרלט
어딘가	איפשהו
표도르	פיודור
암초	שונית
송신	יוצא
송신	היוצא
송신	יוצאות
어벤져스	נוקמים
어벤져스	הנוקמים
오드리	אודרי
지팡이	רוד
지팡이	שרביט
정상회담	פסגה
사육	רבייה
제니스	זנית
구슬	חרוזים
문어	תמנון
해커	האקר
해커	האקרים
아민	ארמין
아민	אמין
숙박	תשאר
숙박	תישאר
숙박	הישאר
숙박	לינה
숙박	מגורים
숙박	לינה
람보르기니	למבורגיני
화강암	גרניט
통증이	כאב
통증이	כאבים
배수	לנקז
배수	ניקוז
세례	הטבלה
세례	ההטבלה
세례	טבילה
세례	ההטבלה
피노키오	פינוקיו
스피커	רמקול
스피커	רמקולים
스피커	רמקול
애틀란타	אטלנטה
샐러드	סלטים
샐러드	סלט
샐러드	סלט
밸런스	יתרה
밸런스	מאזן
밸런스	איזון
잠재적으로	פוטנציאלית
잠재적으로	פוטנציאלי
끓는	רותחים
끓는	להרתיח
끓는	רותח
끓는	רותחת
현실적	מציאותי
현실적	מציאותיים
현실적	ריאלי
현실적	מציאותית
코스프레	קוספליי
싸우기	הילחם
싸우기	להילחם
픽업	מלקחיים
픽업	האיסוף
픽업	טנדר
픽업	איסוף
근방	שכונה
바륨	בריום
결함	פגם
결함	חסרונות
결함	פגמים
결함	פגם
더스틴	דסטין
프로방스	פרובנס
오푸스	אופוס
나열	רשום
나열	רשומה
블랙베리	blackberry
양심적	מצפון
드롭	ירידה
드롭	זרוק
안장	אוכפים
안장	אוכף
안장	האוכף
교훈	שעור
교훈	שיעור
추상	מופשט
추상	מופשטת
추상	הפשטה
억만장자	מיליארדר
억만장자	המיליארדר
악어	תנין
악어	תנין
악어	תנינים
정오	הצהריים
정오	בצהריים
정오	צהרים
정오	צהריים
안정성	יציבות
안정성	היציבות
샬롯	שרלוט
샬롯	שארלוט
교통사고	תאונה
이클립스	ליקוי
헝가리어	הונגרית
헝가리어	הונגרי
걸작	מופת
카시니	קאסיני
유럽인	האירופאים
유럽인	אירופאים
우상	אלילים
우상	אלילי
짐승	בהמה
짐승	חיה
짐승	ביסט
해소	להקל
태즈메이니아	טסמניה
ㅋㅋ	חחחח
ㅋㅋ	חחח
벌레	תולעת
벌레	באג
벌레	חרק
운석	המטאוריט
취약점	פגיעות
스토리지	אחסון
스토리지	איחסון
스토리지	מחסן
카피	עותק
카피	העתק
카피	העתקה
가오	גאו
세르지오	סרחיו
아르헨티나인	ארגנטינה
아르헨티나인	ארגנטינאי
아르헨티나인	ארגנטינה
아르헨티나인	ארגנטינאי
소품	פרופ
소품	אביזר
소품	אביזרים
애버딘	אברדין
마틸다	מתילדה
마틸다	מטילדה
속임수	טריק
속임수	תכסיס
속임수	תעלול
속임수	תחבולה
속임수	הטעיה
속임수	הונאה
속임수	רמאות
경감	המפקח
경감	מפקח
경감	מפקחת
도미노	דומינו
도미노	דומינו
아발론	אבלון
레게	רגאיי
베컴	בקהאם
강조하기	להדגיש
촉매	הזרז
촉매	קטליטי
에티하드	איתיחאד
리보르노	ליבורנו
암모니아	אמוניה
수분	נוזל
수분	נוזלים
수분	האבקה
수분	לחות
수분	הלחות
수분	נוזלים
스코페	סקופיה
몬티	מונטי
모래시계	סאנד
모래시계	חול
셜리	שירלי
치아	שיניים
치아	שן
파스텔	פסטל
파스텔	פסטל
미망인	אלמנות
연구실	מעבדה
연구실	מעבדה
여행자	מטיילים
벨벳	קטיפה
핀란드어	פיני
핀란드어	פינית
여섯번째	שישי
여섯번째	שישית
여섯번째	השישית
여섯번째	השישי
윙스	כנפי
윙스	כנפיים
전화기	הטלפון
전화기	טלפון
전화기	טלפון
전화기	טלפונים
이빨	שיניים
이빨	שן
트랩	מלכודת
트랩	מלכודות
식용	אכיל
식용	אכילה
고어	גור
쥬얼리	תכשיט
쥬얼리	תכשיטים
호날두	רונאלדו
협곡	קניון
플로렌스	פלורנס
플로렌스	פירנצה
스틱	סטיקס
스틱	מקלות
스틱	מקל
스틱	סטיק
다섯번째	החמישי
다섯번째	חמישית
다섯번째	חמישי
우드로	וודרו
롤러	רולר
머리카락	שיער
머리카락	שערה
패러다임	הפרדיגמה
비만	השמנה
코디	קודי
반복한다	חזור
반복한다	חוזר
코번트리	קובנטרי
게이츠	גייטס
게이츠	שערים
냄새	ריח
냄새	הריח
냄새	ריח
냄새	ריחות
냄새	מריח
놓쳤다	פיספסתי
놓쳤다	פספס
놓쳤다	החמצת
꼭두각시	בובות
꼭두각시	בובה
발렌틴	ולנטין
다듬은	סולד
파머	פלמר
파머	פאלמר
애완동물	מחמד
애완동물	מחמד
로미오	רומיאו
로미오	רומאו
조교	עוזרת
조교	עוזר
산업화	תיעוש
구토	הקיא
구토	הקאה
구토	קיא
구토	הקאה
구토	הקאות
초음파	אולטרסאונד
아미르	אמיר
아미르	amir
아미르	אמיר
아미르	עמיר
부분적	חלקית
부분적	חלקי
습관	הרגלים
습관	הרגלי
습관	מנהג
습관	הרגל
루커스	לוקאס
루커스	לוקס
필사적으로	נואשות
출국	עזיבה
그램	גרם
그램	גרם
미생물	אורגניזמים
스케줄	תזמון
갈리시아	גליסיה
발자국	עקבות
발자국	צעדים
출석	נוכחות
절도	גניבה
천년기	מילניום
램지	ראמזי
램지	רמזי
램지	ראמזי
토시오	טושיו
카드뮴	קדמיום
카트린	קתרין
양모	צמר
영리	חכמה
영리	מחוכם
영리	חכם
시저	קיסר
스레드	אשכולות
스레드	חוט
스레드	אשכול
창세기	בראשית
위스키	ויסקי
위스키	וויסקי
위스키	וויסקי
위스키	ויסקי
피크	פסגת
피크	שיא
피크	פסגה
후퇴	לסגת
후퇴	נסיגה
효율적	יעילים
효율적	יעילות
효율적	יעיל
효율적	יעילה
깃털	נוצה
깃털	נוצות
번식	רבייה
카트리지	מחסניות
카트리지	מחסנית
실용	מעשית
실용	מעשי
클립	מחסניות
클립	קליפים
클립	מהדק
클립	המהדק
클립	מחסנית
클립	קליפ
사파이어	ספיר
임페리얼	קיסרי
임페리얼	הקיסרי
열정적인	תשוקה
열정적인	נלהב
재현	להתרבות
트래비스	טרוויס
트래비스	טראוויס
마데이라	מדירה
마데이라	מדיירה
만하임	מנהיים
구강	אוראלי
페덱스	פדקס
샌더스	סנדרס
비숍	בישופ
비숍	בישוף
브레시아	ברשה
몰디브	המלדיביים
마젤란	מגלן
참여하기	הצטרף
참여하기	הצטרפות
참여하기	הצטרפו
참여하기	להצטרף
비료	דשן
비료	דשן
비료	דשנים
율리시스	אודיסאוס
율리시스	יוליסס
첨부	לצרף
첨부	צרף
첨부	מחובר
첨부	מצורף
첨부	המצורף
첨부	מצורף
약학	מרקחת
타일	אריח
타일	האריח
타일	אריחים
아르메니아인	ארמני
아르메니아인	ארמניה
아르메니아인	הארמנים
뿌려	מפזרים
식료품	מכולת
식료품	מצרכים
키트	ערכות
키트	ערכה
키트	קיט
효율성	יעילות
효율성	יעילות
조경	גינון
조경	לרוחב
조경	נוף
승천	התעלות
승천	הנחה
베냉	בנין
라이터	מצתים
라이터	מצית
라이터	המצית
라이터	מצת
위젯	תג
위젯	תגים
기밀	חסוי
기밀	סודי
종양	גידול
종양	גידולים
종양	גידול
닉스	ניקס
브라이턴	ברייטון
충성	נאמן
충성	נאמנים
충성	נאמנה
충성	נאמנות
알레르기	אלרגיות
알레르기	אלרגיה
알레르기	אלרגיה
알레르기	אלרגית
알레르기	אלרגי
공포증	פחד
공포증	הפחד
공포증	חשש
공포증	פוביות
보이드	ויד
보이드	בוייד
보이드	בויד
규약	האמנה
서른	שלושים
서른	thirty
레오폴드	לאופולד
레오폴드	ליאופולד
덩컨	דאנקן
덩컨	דנקן
국민의회	פרלמנט
국민의회	הפרלמנט
추출	חילוץ
추출	לחלץ
추출	תמצית
트랙터	טרקטורים
트랙터	טרקטור
트랙터	הטרקטור
주민들	מתמחים
주민들	תושבים
나누기	לפצל
나누기	פיצול
나누기	פיצול
나누기	לחלק
나누기	הפרד
데비	דווי
데비	דבי
스턴트	פעלול
스턴트	פעלולים
스턴트	תעלול
규범	נורמות
규범	נורמה
규범	נורם
플로이드	פלויד
망가니즈	מנגן
봉쇄	הסגר
마감	ומועדים
배달	משלוחים
배달	משלוח
배달	לספק
배달	משלוחים
식별자	מזהים
옥상	גג
옥상	גג
세그먼트	קטעים
세그먼트	פלחים
세그먼트	מקטע
세그먼트	פלח
세그먼트	קטע
파월	פאוול
헬스	התעמלות
헬스	כושר
헬스	בריאות
페인트	צבע
베이커리	מאפייה
살롱	מכוני
살롱	סלון
우월	עליונות
토후국	אמירות
콘티	קונטי
카탈로그	קטלוגים
카탈로그	קטלוג
카탈로그	הקטלוג
카탈로그	קטלוגי
카탈로그	קטלוג
종교개혁	הרפורמציה
채색	צבעוניות
채색	צבעוניים
탄성	גמישות
탄성	אלסטי
탄성	גמיש
웨버	ובר
웨버	וובר
웨버	וובר
웨버	ובר
스플릿	לפצל
스플릿	פיצול
반주	ליווי
반주	מתאבן
허니	דבש
허니	מותק
구독	מנוי
구독	מנויים
구독	מנוי
구독	מינוי
실링	שילינג
실링	שילינג
실링	שילינג
모리타니	מאוריטניה
채우기	מילוי
채우기	ממלא
채우기	ממלאת
채우기	למלא
루벤	ראובן
루벤	רובן
루벤	ראובן
루벤	רובן
안내서	המדריך
안내서	מדריך
냉장고	מקרר
냉장고	מקרר
냉장고	מקפיא
오웬	אוון
오웬	אואן
전염병	המגפה
전염병	מגפה
타사	טאשה
찬양	השבח
찬양	שבח
찬양	שבחים
감비아	גמביה
루퍼트	רופרט
매켄지	מקנזי
매켄지	מקנזי
브라우닝	בראונינג
광대	ליצנים
광대	ליצן
왈츠	ולס
왈츠	ואלס
하녀	משרתת
하녀	העוזרת
하녀	משרתות
타오	טאו
인종차별	גזענות
인종차별	גזענים
인종차별	גזענית
인종차별	גזעני
인종차별	גזען
인종차별	גזענות
할리	הארלי
명왕성	פלוטו
도우미	מסייע
그레나다	גרנדה
트램	החשמלית
와우	וואו
와우	וואוו
카르멘	קרמן
카르멘	כרמן
트레버	טרוור
트레버	טרבור
위상수학	טופולוגיה
망상	אשליה
망상	הזוי
망상	הוזה
오디세이	אודיסיאה
사진기	מצלמה
사진기	המצלמה
사진기	מצלמת
솔직한	כנה
솔직한	כנות
솔직한	ישרים
접두어	הקידומות
접두어	קידומת
힐스	הגבעות
힐스	הילס
힐스	גבעות
수리남	סורינאם
밀크	חלב
저마늄	גרמניום
전형	אופיינית
전형	טיפוסית
전형	טיפוסי
전형	אופייני
비버	ביבר
비버	בונה
킨샤사	קינשאסה
붕어	מחפה
붕어	מכסה
외상	טראומה
외상	טראומת
저격수	צלפים
저격수	הצלפים
저격수	צלף
스트롱	חזקים
스트롱	חזקה
스트롱	סטרונג
스트롱	חזק
스트롱	חזקות
잉크	דיו
덴마크어	דנית
덴마크어	דנים
프랫	פראט
전동기	מנוע
삭제되었습니다	נמחקו
삭제되었습니다	נמחקה
삭제되었습니다	נמחק
삭제되었습니다	הוסר
삭제되었습니다	הוסרה
삭제되었습니다	הוסרו
즐겼다	נהניתי
즐겼다	נהנתה
즐겼다	נהנו
즐겼다	נהנתי
샌디	סנדי
아멘	אמן
아헨	אאכן
스포일러	ספוילר
군중	קהל
군중	הקהל
양말	גרב
양말	סוק
양말	גרביים
플러그	התקע
플러그	תקע
플러그	אטמי
컴포넌트	הרכיב
컴포넌트	רכיב
컴포넌트	מרכיב
베르겐	ברגן
천체물리학	אסטרופיזיקה
천체물리학	האסטרופיזיקאי
