மற்றும்	un
தாக்குதல்	uzbrukumu
தாக்குதல்	uzbrukt
தாக்குதல்	uzbrukumā
தாக்குதல்	uzbrūk
தாக்குதல்	uzbrukt
கேரள	kerala
மதிப்பு	vērtība
கருவிகள்	rīki
கருவிகள்	instrumenti
கருவிகள்	darbarīki
படை	piespiest
படை	spēkā
படை	spēka
படை	spēks
மனைவி	sievas
மனைவி	sieva
பதவி	amats
பதவி	novietojums
பதவி	pozīcija
பதவி	loma
பதவி	lomu
அஞ்சல்	pasta
அஞ்சல்	pasts
அஞ்சல்	zip
உதவும்	palīgā
உதவும்	palīdzība
உதவும்	palīdzēt
உதவும்	help
சொற்கள்	vārdi
வெளியீடு	atlaist
வெளியீடு	atbrīvot
வெளியீடு	izlaišana
வெளியீடு	atbrīvošana
வெளியீடு	izvades
வெளியீடு	izlaide
வெளியீடு	izvadi
வெளியீடு	produkcija
வெளியீடு	izvada
வெளியீடு	publicēšana
வெளியீடு	publikācija
வெளியீடு	publicēšanas
எதிர்	pretējā
எதிர்	pretēja
எதிர்	pretim
தொழில்நுட்ப	tehniskais
தொழில்நுட்ப	tehniskā
வெளியே	ārā
வெளியே	out
வானொலி	radio
முக்கியத்துவம்	svarīgums
முக்கியத்துவம்	nozīmīgums
மீன்	zivīm
மீன்	zivs
மீன்	zivis
மீன்	šķiedras
போதும்	pietiek
போதும்	pietiekami
போதும்	pietiks
மஞ்சள்	dzeltens
மஞ்சள்	dzeltena
மஞ்சள்	dzeltenas
மஞ்சள்	dzeltenais
வருவாய்	ienākumus
வருவாய்	ienākums
வருவாய்	ienākuma
வருவாய்	ienākumi
வருவாய்	ieņēmumi
வருவாய்	ienākumi
வருவாய்	ieņēmumi
மலேசியா	malaizijā
மலேசியா	malaizija
மலேசியா	malaizijas
கிலோமீட்டர்	kilometru
கிலோமீட்டர்	kilometri
உள்ளூர்	vietējie
உள்ளூர்	vietējā
உள்ளூர்	vietējais
உள்ளூர்	lokāla
உள்ளூர்	lokālā
கிட்டத்தட்ட	gandrīz
கிட்டத்தட்ட	teju
கடைசி	pēdējo
கடைசி	pēdējais
கடைசி	pēdējā
கடைசி	pēdējās
கடைசி	pēdējoreiz
குரு	guru
ஆனாலும்	bet
ஆனாலும்	taču
படத்தில்	photo
படத்தில்	foto
படத்தில்	fotogrāfijā
எதிர்ப்பு	pretošanās
எதிர்ப்பு	rezistence
எதிர்ப்பு	izturība
எதிர்ப்பு	pretestība
எதிர்ப்பு	opozīcijas
எதிர்ப்பு	iebildumi
எதிர்ப்பு	opozīcija
ஒன்பது	deviņas
ஒன்பது	deviņiem
ஒன்பது	deviņi
ஒன்பது	deviņu
வான்	vans
வான்	van
சிறப்பாக	liels
சிறப்பாக	liela
சிறப்பாக	lieliska
சிறப்பாக	lieliski
சிறப்பாக	labāku
சிறப்பாக	labāka
சிறப்பாக	labāk
சிறப்பாக	labāki
சிறப்பாக	labāks
சிறப்பாக	labākie
சிறப்பாக	vislabāk
சிறப்பாக	labākās
சிறப்பாக	labākais
நன்கு	labi
நன்கு	nu
தொடங்கினார்	sākts
தொடங்கினார்	sākta
தொடங்கினார்	sākās
பேராசிரியர்	prof
பேராசிரியர்	profesore
பேராசிரியர்	profesors
பதிப்பகம்	publicēšanu
பதிப்பகம்	publicēšana
பதிப்பகம்	izdošana
பதிப்பகம்	publikācija
தனியார்	privāti
தனியார்	privāta
தனியார்	privātie
தனியார்	private
தனியார்	privātais
தனியார்	privāts
தரவு	dati
பஞ்சாப்	pendžabas
நம்பிக்கை	ticība
நம்பிக்கை	ticībā
நம்பிக்கை	ticību
நம்பிக்கை	uzticību
நம்பிக்கை	pārliecība
நம்பிக்கை	uzticība
நம்பிக்கை	uzticēšanās
நம்பிக்கை	uzticamais
நம்பிக்கை	uzticīgs
நம்பிக்கை	uzticēties
நம்பிக்கை	uzticēšanās
நம்பிக்கை	uzticība
நம்பிக்கை	uzticību
நம்பிக்கை	ticu
நம்பிக்கை	cerību
நம்பிக்கை	cerības
நம்பிக்கை	ceru
நம்பிக்கை	cerība
இடங்கள்	vietas
இடங்கள்	vietām
இடங்கள்	vietas
பரவலாக	plaši
மரபு	legacy
மரபு	mantojums
மும்பை	mumbaja
விற்பனை	pārdod
விற்பனை	pārdošanas
விற்பனை	pārdošana
விற்பனை	mārketings
விற்பனை	tirdzniecība
விற்பனை	tirdzniecības
விற்பனை	noiets
விற்பனை	pārdošana
விற்பனை	izpārdošana
விற்பனை	pārdošana
வருடம்	gadu
வருடம்	gads
மேலே	top
மேலே	tops
மேலே	augšējā
மேலே	augšējais
மேலே	virs
மேலே	augstāk
ஏற்கனவே	jau
அம்மன்	ammāna
கடன்	kredīta
கடன்	kredīts
கடன்	credit
கடன்	kredīts
கடன்	aizņēmums
கடன்	aizdevums
கடன்	parāds
கடன்	parādu
கடன்	kredīti
கடன்	aizņēmumi
கடன்	aizdevumi
விலை	cenas
விலை	cena
விலை	cenu
செய்திகள்	jaunumi
செய்திகள்	ziņas
செய்திகள்	vēstules
செய்திகள்	ziņojumi
சோதனை	testa
சோதனை	tests
சோதனை	pārbaude
சோதனை	testēšana
சோதனை	testēšanas
பிபிசி	bbc
உருவாக்க	ģenerē
உருவாக்க	ģenerēt
அவர்களுக்கு	viņiem
அரசன்	monarhs
அரசன்	king
அரசன்	karalis
அரசன்	ķēniņš
போட்டிகள்	sacensības
போட்டிகள்	sacensībās
போட்டிகள்	konkursi
கை	roku
கை	roka
அரசியல்வாதி	politiķis
பறவைகள்	putni
பறவைகள்	putniem
ஒலி	skaņu
ஒலி	skaņa
ஒலி	skaņas
ஒலி	audio
குறிப்புகள்	piezīmes
குறிப்புகள்	atzīmē
குறிப்புகள்	uzgaļi
குறிப்புகள்	padomi
குறிப்புகள்	ieteikumi
பெண்களின்	meitenes
பெண்களின்	meitenēm
ஜே	sīlis
இயக்குனர்	direktora
இயக்குனர்	direktors
இயக்குனர்	direktore
இயக்குனர்	režisors
உயிரியல்	bioloģija
தொடக்கம்	palaižot
தொடக்கம்	palaišana
தொடக்கம்	palaišanas
தொடக்கம்	sākt
தொடக்கம்	palaist
தொடக்கம்	sākums
தொடக்கம்	starts
தொடக்கம்	sākums
தொடக்கம்	uzsākšanu
தொடக்கம்	uzsākšana
தொடக்கம்	sāk
தொடக்கம்	sākot
தொடக்கம்	sākas
பூங்கா	park
பூங்கா	parkā
பூங்கா	parka
பூங்கா	parks
இளம்	jauni
அருகே	tuvu
அருகே	netālu
உயர்ந்த	augstā
உயர்ந்த	augstu
உயர்ந்த	augsts
உயர்ந்த	augsta
உயர்ந்த	visaugstākā
உயர்ந்த	augstākā
உயர்ந்த	augstākais
உயர்ந்த	augstāko
உயர்ந்த	paaugstināts
காவல்	policija
காவல்	policijā
காவல்	policiju
காவல்	policijas
குடும்பம்	saime
குடும்பம்	ģimene
குடும்பம்	ģimenē
குடும்பம்	ģimenes
ஆதரவு	atbalstīt
ஆதரவு	atbalstu
ஆதரவு	atbalsts
ஆதரவு	atbalsta
கைது	arests
கைது	apcietināšanas
கைது	arestēts
கைது	arestēti
கைது	apcietināts
எழுதினார்	rakstīja
எழுதினார்	uzrakstīju
எழுதினார்	uzrakstīja
வலது	tiesības
வலது	labās
வலது	pareizi
தன்னை	pats
மாலை	vakars
மாலை	vakara
மாலை	vakarā
மாலை	priekšvakarā
ஆய்வுகள்	pētījumi
ஆய்வுகள்	diagnostika
எடுத்து	ņemot
எடுத்து	ņemšana
எடுத்து	ņemt
எடுத்து	ņem
சிவப்பு	atkārtot
சிவப்பு	sarkani
சிவப்பு	sarkano
சிவப்பு	sarkana
சிவப்பு	sarkanais
சிவப்பு	sarkans
சிவப்பு	sarkanā
நடைபெற்றது	turēti
நடைபெற்றது	turēts
நடைபெற்றது	turētas
எதுவும்	neko
எதுவும்	nekas
முஸ்லிம்	musulmaņi
முஸ்லிம்	musulmaņu
இன்றும்	šodien
தலைவர்கள்	vadītāji
தலைவர்கள்	līderi
இரத்த	asins
இரத்த	asinīm
இரத்த	asinis
ஜார்ஜ்	džordžs
முழுமையான	aizpildīt
முழுமையான	pabeigt
முழுமையான	pabeigts
முழுமையான	pabeigta
முழுமையான	pilnīga
இரண்டும்	abas
இரண்டும்	abus
இரண்டும்	gan
இரண்டும்	abi
காங்கிரஸ்	kongresa
காங்கிரஸ்	kongress
அவள்	viņa
அவள்	vina
சுவாமி	svami
வரிசை	pasūtījums
வரிசை	kārtība
வரிசை	pasūtīt
வரிசை	rīkojums
வரிசை	secība
வரிசை	rinda
வரிசை	rindā
காற்று	vēju
காற்று	vēja
காற்று	vējš
மாத	ikmēneša
மாத	mēneša
பயனர்கள்	izmantotāji
பயனர்கள்	lietotāji
கான்	khan
இரவு	nakts
இரவு	naktī
இரவு	nakti
நடவடிக்கை	aktivitāte
நடவடிக்கை	darbība
நடவடிக்கை	aktivitātes
நடவடிக்கை	rīcība
அவரின்	viņa
நேரங்களில்	laiki
வழக்கு	gadījums
வழக்கு	lieta
அகாதமி	akadēmijas
அகாதமி	akadēmija
அகாதமி	akadēmijā
அகாதமி	academy
சேவைகள்	dienesti
சேவைகள்	pakalpojumi
தளத்தில்	vietne
தளத்தில்	vieta
மக்கள்தொகை	populācija
மக்கள்தொகை	iedzīvotāji
கவிதை	dzejolis
கவிதை	dzeja
கவிதை	dzejas
இதுவரை	tālu
நேரடியாக	tieši
அறிக்கை	ziņot
அறிக்கை	ziņojums
அறிக்கை	paziņojums
பணம்	naudu
பணம்	nauda
பணம்	naudas
பணம்	nauda
பணம்	valūta
உண்மையான	reāli
உண்மையான	īstais
உண்மையான	īsta
உண்மையான	reālā
உண்மையான	reālās
உண்மையான	īstas
உண்மையான	īsta
உண்மையான	patiesu
உண்மையான	īstas
உண்மையான	patiesas
உண்மையான	patiesība
உண்மையான	taisnība
உண்மையான	patiess
உண்மையான	patiesa
பிரிவுகள்	iedaļas
பிரிவுகள்	nodaļas
பிரிவுகள்	sekcijas
பிரிவுகள்	sadaļas
பிரிவுகள்	kategorijās
பிரிவுகள்	kategorijām
பிரிவுகள்	kategorijas
மரம்	koksne
மரம்	koks
மரம்	koka
மரம்	kokmateriāli
மரம்	koku
மரம்	koks
மரம்	kokā
இராணுவ	militāra
இராணுவ	militārie
இராணுவ	militārā
இராணுவ	militāri
இராணுவ	militāro
இதர	dažādi
சீனா	ķīna
சீனா	china
உண்மையில்	patiesībā
உண்மையில்	faktiski
உண்மையில்	īstenībā
உண்மையில்	patiešām
உண்மையில்	tiešām
ரயில்	vilciena
ரயில்	vilciens
ரயில்	vilcienu
கவிஞர்	dzejnieks
சுதந்திர	neatkarīgais
சுதந்திர	neatkarīgi
சுதந்திர	neatkarīga
சுதந்திர	neatkarīgs
சுதந்திர	neatkarīgas
சுதந்திர	neatkarība
சுதந்திர	brīvība
சுதந்திர	brīvības
செய்தல்	padarot
வெளியிட்டார்	izdota
வெளியிட்டார்	izsniegta
வெளியிட்டார்	izdots
வெளியிட்டார்	izsniegts
வடிவமைப்பு	konfigurācija
வடிவமைப்பு	dizaina
வடிவமைப்பு	dizains
வடிவமைப்பு	projektēšana
வடிவமைப்பு	konstrukcija
வடிவமைப்பு	konfigurēt
வடிவமைப்பு	formāts
திராவிட	dravīdu
வெப்பநிலை	temperatūras
வெப்பநிலை	temperatūra
நிலையை	statuss
கப்பல்	kuģis
அறிமுகம்	ievešana
அறிமுகம்	ieviešanu
அறிமுகம்	ievads
அறிமுகம்	par
காங்கிரசு	kongresa
காங்கிரசு	kongress
வரி	līnija
வரி	nodokļi
வரி	nodoklis
காட்டும்	atgriežas
காட்டும்	atgriež
மாறாக	drīzāk
மாறாக	pārmaiņus
குரல்	balsi
குரல்	balss
இயக்குநர்	direktora
இயக்குநர்	direktors
இயக்குநர்	direktore
இயக்குநர்	režisors
ஜேம்ஸ்	džeimss
ஜேம்ஸ்	džeims
தயாரிப்பு	pagatavošana
தயாரிப்பு	preparāts
தயாரிப்பு	sagatavošana
தயாரிப்பு	gatavošanās
தயாரிப்பு	sagatavošanās
தயாரிப்பு	produkta
தயாரிப்பு	izstrādājums
தயாரிப்பு	produkts
தயாரிப்பு	ražojums
தயாரிப்பு	ražošana
தயாரிப்பு	produkcija
புள்ளி	punkts
புள்ளி	point
இணைப்புக்கள்	savienojumi
இணைப்புக்கள்	piesaistās
இணைப்புக்கள்	saites
இணைப்புக்கள்	links
கருவி	ierīce
கருவி	joma
கருவி	instruments
கருவி	rīks
டேவிட்	deivids
டேவிட்	dāvids
டேவிட்	david
இயங்கும்	aktīvais
இயங்கும்	aktīvs
இயங்கும்	aktīvi
இயங்கும்	aktīva
இயங்கும்	aktīvā
இயங்கும்	braukšana
புராணம்	apzīmējumi
புராணம்	leģenda
நிகழ்ச்சி	rādīt
நிகழ்ச்சி	parādīt
பௌத்த	budistu
எழுதப்பட்ட	rakstisks
எழுதப்பட்ட	rakstveida
எழுதப்பட்ட	uzrakstīts
எழுதப்பட்ட	rakstiska
கொலை	slepkavības
கொலை	slepkavība
கொலை	slepkavību
வண்ணம்	krāsu
வண்ணம்	krāsa
வண்ணம்	krāsu
வண்ணம்	krāsa
நிலையங்கள்	salonos
நிலையங்கள்	stacijas
பரப்பளவு	teritorija
பரப்பளவு	platība
பரப்பளவு	apgabals
பரப்பளவு	laukums
உறுதி	apstiprināts
உறுதி	apstiprināja
உறுதி	apstiprinātas
உறுதி	apstiprināta
உறுதி	apstiprināti
வழக்கம்	regulārā
வழக்கம்	regulārs
வழக்கம்	regulāras
வழக்கம்	regulāri
வழக்கம்	regulāra
வழக்கம்	pielāgota
வழக்கம்	pielāgots
குறைவாக	zema
குறைவாக	zemā
குறைவாக	mazs
குறைவாக	zems
குறைவாக	mazāk
கலைஞர்கள்	izpildītāji
கலைஞர்கள்	mākslinieku
கலைஞர்கள்	māksliniekiem
கலைஞர்கள்	izpildītāji
கலைஞர்கள்	mākslinieki
செ	nedzirdīgo
பாகிஸ்தான்	pakistāna
பாகிஸ்தான்	pakistānas
சற்று	nedaudz
அங்கே	tur
இன	sacīkstes
இன	sacensības
இன	sacīkstēm
இன	etnisko
இன	etniskā
இன	rasu
வசதி	ērtības
வசதி	komforta
வசதி	motīvs
வசதி	īpašība
வசதி	ērts
வசதி	ērti
வழங்கப்படும்	piedāvātie
வழங்கப்படும்	piedāvātas
வழங்கப்படும்	piedāvātais
வழங்கப்படும்	piedāvāts
முயற்சி	mēģini
முயற்சி	pamēģini
முயற்சி	mēģināt
முயற்சி	pūles
முயற்சி	piepūle
முயற்சி	centieni
முயற்சி	pūliņi
முயற்சி	piepūles
கதைகள்	stāsti
அரபு	arābu
அரபு	arābu
இவற்றை	šīs
இவற்றை	šie
பிரான்சு	franciju
பிரான்சு	francijā
பிரான்சு	francija
பிரான்சு	france
விண்வெளி	telpa
விண்வெளி	kosmoss
மாற்றங்கள்	izmaiņas
மாற்றங்கள்	pārmaiņas
அடர்த்தி	blīvums
படங்கள்	fotoattēli
படங்கள்	attēli
படங்கள்	fotogrāfijas
படங்கள்	bildes
படங்கள்	attēli
படங்கள்	bildes
படங்கள்	attēli
படங்கள்	attēlus
ஆயிரம்	tūkstoš
ஆயிரம்	tūkstoši
ஆயிரம்	tūkstotis
வார்ப்புருக்கள்	veidnes
வார்ப்புருக்கள்	sagataves
இனம்	šķirne
இனம்	sacensības
இனம்	rase
இனம்	skrējiens
இனம்	sacīkstes
புரிந்து	saprast
புரிந்து	izprast
புரிந்து	saprotu
செய்கிறது	atkusni
வாக்குகள்	balsis
ரூபாய்	rūpija
அமைச்சர்	ministre
அமைச்சர்	ministrs
அமைச்சர்	ministra
கூட்டு	savienības
கூட்டு	savienība
கூட்டு	pievienot
கூட்டு	sum
கூட்டு	summa
கூட்டு	apvienības
கூட்டு	biedrības
கூட்டு	asociācijas
திட்டங்கள்	plānus
திட்டங்கள்	plāni
திட்டங்கள்	projekti
அண்ணா	anna
உயரம்	augumu
உயரம்	augums
உயரம்	augstums
தரம்	pakāpes
தரம்	pakāpe
தரம்	kvalitāte
தரம்	kvalitātes
வரையில்	līdz
எளிய	vienkārši
எளிய	vienkāršs
எளிய	vienkārša
எளிய	vienkāršas
எளிய	vienkāršā
தமிழர்கள்	tamilu
ஒப்பந்தம்	pakta
ஒப்பந்தம்	pakts
ஒப்பந்தம்	līgums
ஒப்பந்தம்	līguma
பணிகள்	uzdevumi
பணிகள்	darbi
பணிகள்	darbavietas
தேவி	devi
நிலம்	zemi
நிலம்	zeme
நிலம்	zemes
யார்	kas
யார்	pvo
யார்	kurš
மண்டலம்	reģions
மண்டலம்	zona
குற்றம்	vainīgs
குற்றம்	vainīgi
குற்றம்	vainīga
குற்றம்	noziedzību
குற்றம்	noziegumi
குற்றம்	noziegums
குற்றம்	noziedzība
அன்னை	māte
அன்னை	mātes
இரட்டை	dubulta
இரட்டை	dubultā
இரட்டை	dubults
இரட்டை	dvīņu
இரட்டை	dubultā
அலுவலகம்	birojs
அலுவலகம்	biroja
அலுவலகம்	biroju
வீடு	mājās
வீடு	home
வீடு	mājas
வீடு	majas
வீடு	rezidence
வீடு	uzturēšanās
வீடு	dzīvesvieta
வீடு	dzīvesvietu
வீடு	dzīvesvietas
வீடு	māja
வீடு	mājā
சந்தை	tirgus
சந்தை	tirgū
தலை	vadītājs
தலை	galvu
தலை	galvas
தலை	galva
அனைத்துலக	international
அனைத்துலக	starptautiskā
அனைத்துலக	starptautiski
உரிமைகள்	tiesības
நீ	tu
நீ	tevi
நீ	jums
நீ	tev
நீ	jūs
கிராம	ciema
கிராம	ciemata
கிராம	ciems
கிராம	ciematu
கிராம	ciemu
கிராம	ciemats
திறந்த	atklāts
திறந்த	atvērts
திறந்த	atvērta
திறந்த	atvērt
முழுமையாக	pilnībā
முழுமையாக	pilnīgi
முழுமையாக	pilnīgi
நெடுஞ்சாலை	šosejas
நெடுஞ்சாலை	šoseja
கோட்பாடு	teorija
மாதிரி	izlase
மாதிரி	paraugs
மாதிரி	takas
மாதிரி	modelis
மாதிரி	model
மாதிரி	modele
மாதிரி	paraugs
நடிகைகள்	aktrises
தெரிவு	izvēle
குமார்	kumar
கட்டி	audzēja
பிரதான	galvenais
பிரதான	galvenās
பிரதான	galvenā
அறிவு	zināšanas
தெரியவில்லை	neitrāls
தெரியவில்லை	neitrāla
தெரியவில்லை	neitrāli
வழங்கி	servera
வழங்கி	serveris
வழங்கி	serveri
பண்பாடு	kultūra
ராஜா	radžu
ராஜா	king
ராஜா	karalis
ராஜா	ķēniņš
சூழல்	vide
சூழல்	konteksts
சூழல்	konteksta
கடுமையான	grūta
கடுமையான	nelīdzenums
கடுமையான	smagas
கடுமையான	smags
கடுமையான	smaga
கடுமையான	smagi
எண்ணெய்	eļļa
எண்ணெய்	eļļas
எண்ணெய்	nafta
பொருட்களை	mantas
வானியல்	astronomijas
மாற்று	pārslēgties
மாற்று	slēdzis
மாற்று	pārslēgt
மாற்று	slēdzi
மாற்று	pārveidot
மாற்று	pārvērst
மாற்று	mainīt
மாற்று	maiņa
மாற்று	izmaiņas
மாற்று	pārmaiņas
மாற்று	nomainīt
மாற்று	aizvietot
மாற்று	aizstāt
இராச்சியம்	sfēra
இணையதளம்	mājaslapa
இணையதளம்	mājaslapā
வாழ்ந்து	dzīvošana
வாழ்ந்து	dzīvo
மழை	lietainā
மழை	lietaina
மழை	lietus
தெரிகிறது	šķiet
தெரிகிறது	izskatās
கார்பன்	oglekļa
கார்பன்	oglekli
கார்பன்	ogleklis
உலகளாவிய	vispasaules
உலகளாவிய	pasaulē
உலகளாவிய	globālā
உலகளாவிய	globālie
உலகளாவிய	globāli
உலகளாவிய	globālais
உலகளாவிய	globāla
ஏற்றுக்	pieņemts
ஏற்றுக்	pieņemta
ஏற்றுக்	pieņemti
நான்காவது	ceturtais
நான்காவது	ceturtajā
நான்காவது	ceturtā
பேருந்து	bus
பேருந்து	autobuss
வழக்கமாக	regulāri
வழக்கமாக	parasti
விதி	liktenim
விதி	likteņa
விதி	liktenis
விதி	likteni
விதி	noteikums
தெரு	iela
இறைவன்	pavēlnieks
இறைவன்	kungs
கண்	acs
கண்	acī
கண்	acu
மகள்	meitu
மகள்	meita
தேசியக்	nacionālais
மூல	oriģināls
மூல	sākotnējais
மூல	oriģinālā
மூல	sākotnējā
மூல	oriģināli
மூல	oriģināla
இடது	palicis
இடது	kreisais
இடது	kreisā
இடது	palikusi
எல்லாம்	viss
எல்லாம்	visam
எல்லாம்	visu
எல்லாம்	visiem
எல்லாம்	visu
எல்லாம்	visas
எல்லாம்	visi
எல்லாம்	visa
நிலையான	fiksēti
நிலையான	fiksēta
நிலையான	noteikta
நிலையான	fiksēts
நிலையான	standartam
நிலையான	standarta
நிலையான	standarts
சிறப்பான	īpaša
சிறப்பான	īpašais
சிறப்பான	īpašs
சிறப்பான	īpašā
சிறப்பான	īpaši
தோல்	ādas
தோல்	āda
தோல்	ādas
தோல்	ādu
தோல்	āda
கூடுதலாக	ārējs
கூடுதலாக	ekstra
கூடுதலாக	papildu
கூடுதலாக	extra
கால்	kāja
கால்	liellopi
கால்	liellopiem
கால்	liellops
கால்	lopi
கால்	pēda
கால்	pēdu
கால்	kāja
கால்	ceturksnis
கால்	ceturtdaļa
ஆர்வம்	ieinteresēts
ஆர்வம்	interesē
ஆர்வம்	interesenti
ஆர்வம்	ieinteresēti
ஆர்வம்	ieinteresēta
ஆர்வம்	procentiem
ஆர்வம்	procentus
ஆர்வம்	procenti
ஆர்வம்	interese
கவனம்	koncentrācijas
கவனம்	koncentrēšanās
கவனம்	koncentrācija
கவனம்	uzmanību
கவனம்	uzmanība
கவனம்	uzmanības
கவனம்	koncentrēties
கவனம்	uzmanība
மூத்த	vecākais
நினைவு	atmiņa
நினைவு	atmiņas
உருவானது	veidojas
உருவானது	veidoti
தூய	tīra
தூய	tīri
தூய	tīrs
தூய	pure
கவிதைகள்	dzejoļi
நிறுவப்பட்டது	apstājies
நிறுவப்பட்டது	uzstādītas
நிறுவப்பட்டது	uzstādīts
நிறுவப்பட்டது	uzstādīta
நிறுவப்பட்டது	uzstādīti
நிறுவப்பட்டது	uzstādīt
வாய்ப்பு	iespēja
வாய்ப்பு	izdevība
வாய்ப்பு	iespēja
மருந்து	zāles
மருந்து	medicīna
மருந்து	farmācijas
மா	mango
ஏன்	kapēc
ஏன்	kādēļ
ஏன்	kāpēc
ஆனார்	kļuva
கிடைத்தது	saņēmu
தொலைபேசி	telefons
தொலைபேசி	tālrunis
தொலைபேசி	telefons
தொலைபேசி	tālrunis
ரவி	ravi
கட்டமைப்பு	strukturālo
கட்டமைப்பு	strukturāli
கட்டமைப்பு	strukturālā
கட்டமைப்பு	konfigurācija
கட்டமைப்பு	struktūra
கட்டமைப்பு	uzbūve
பாரம்பரிய	klasiskais
பாரம்பரிய	klasisko
பாரம்பரிய	klasiskā
பாரம்பரிய	klasisks
பாரம்பரிய	tradicionāls
பாரம்பரிய	tradicionālie
பாரம்பரிய	tradicionālais
பாரம்பரிய	tradicionālā
பாரம்பரிய	tradicionālo
பாரம்பரிய	tradicionāli
சின்னம்	ikonu
சின்னம்	ikona
சின்னம்	ikonas
எண்கள்	numuri
எண்கள்	skaitļi
தொழில்நுட்பம்	tehnoloģija
தொழில்நுட்பம்	tehnoloģiju
தொழில்நுட்பம்	tehnoloģijas
ஏரி	ezera
ஏரி	ezers
வரிசையில்	rindā
பாடிய	sung
சிலை	elks
சிலை	statuja
வெள்ளி	piektdienas
வெள்ளி	piektdienā
வெள்ளி	piektdiena
வெள்ளி	sudrabs
வெள்ளி	sudraba
வெள்ளி	silver
இலத்தீன்	latīņu
சோழன்	čolas
நேச	sabiedroto
நேரடி	dzīvas
நேரடி	dzīvot
நேரடி	dzīvi
நேரடி	dzīvo
நேரடி	live
நேரடி	tiešraide
நேரடி	tiešā
நேரடி	tiešs
நேரடி	tiešais
நேரடி	direct
நேரடி	tieša
சுற்றுலா	tūristu
சுற்றுலா	tūrisma
சுற்றுலா	ekskursija
சுற்றுலா	tūre
சுற்றுலா	tour
சுற்றுலா	ekskursijas
சுற்றுலா	braucienos
சுற்றுலா	tūrisms
சுற்றுலா	tūrismā
கிராமத்தில்	ciema
கிராமத்தில்	ciemata
கிராமத்தில்	ciems
கிராமத்தில்	ciematu
கிராமத்தில்	ciemu
கிராமத்தில்	ciemats
நமது	thw
நமது	mūsu
புலிகள்	tīģeri
அவர்களை	viņiem
அனுமதி	iecelšana
அனுமதி	tikšanās
அனுமதி	iecelšanu
அனுமதி	atļauja
அனுமதி	atļaut
அனுமதி	atļauj
அனுமதி	pieļaut
அனுமதி	apstiprina
அனுமதி	apstiprināt
பயன்	lietošana
பயன்	izmantošana
பயன்	lietojums
பயன்	pabalsts
பயன்	labums
பயன்	ieguvums
நிகழ்வு	notikums
ஆதி	adi
மைல்	jūdzes
மைல்	jūdžu
வளரும்	aug
வளரும்	audzēšanas
வளரும்	audzēšana
வளரும்	aug
வளரும்	attīstīšana
வளரும்	jaunattīstības
கால்பந்து	futbols
உடலில்	ķermeņa
உடலில்	ķermenis
பக்க	pusē
பக்க	side
சான்	chan
சான்	san
உயரத்தில்	augumu
உயரத்தில்	augums
உயரத்தில்	augstums
அமிலம்	skābi
அமிலம்	skābe
அமிலம்	skābes
விண்டோஸ்	windows
விண்டோஸ்	logus
விண்டோஸ்	logi
கூட்டமைப்பு	federācija
கூட்டமைப்பு	federācijas
கூட்டமைப்பு	konfederācija
கூட்டமைப்பு	konfederāciju
தொழிலாளர்	darbaspēks
விலங்குகள்	dzīvniekus
விலங்குகள்	dzīvniekiem
விலங்குகள்	dzīvnieki
மறு	kritums
மறு	liegt
மறு	noliegt
மறு	noliedz
மறு	noraidīt
மறு	noraida
முடிவுகள்	rezultāti
முடிவுகள்	rezultātus
மனிதன்	cilvēks
மனிதன்	cilvēka
மனிதன்	cilvēku
மனிதன்	cilvēks
மனிதன்	vīrietis
மனிதன்	vecīt
மாணவர்	students
மாணவர்	studenta
மாணவர்	studentu
பேசும்	uzstāšanās
பேசும்	runājot
குறிப்பிடுகிறது	precizē
நோக்கம்	mērķis
நோக்கம்	misijas
நோக்கம்	misija
கடந்து	pagājuši
கடந்து	tuvo
உருவாக்கி	ģenerators
உருவாக்கி	ģeneratoru
உருவாக்கி	radītāju
உருவாக்கி	radītājs
உருவாக்கி	radītāja
உருவாக்கி	komponista
உருவாக்கி	izstrādātājs
ஒத்த	līdzīgs
ஒத்த	līdzīgi
ஒத்த	līdzīgas
ஒத்த	līdzīga
பச்சை	zaļas
பச்சை	zaļa
பச்சை	zaļā
பச்சை	zaļš
பச்சை	zaļi
அலகு	vienība
உள்நாட்டு	iekšzemes
நகராட்சி	novads
நகராட்சி	pašvaldība
உறவு	saistība
உறவு	attiecības
உறவு	saistība
நூலகம்	bibliotēka
நூலகம்	bibliotēkā
நூலகம்	bibliotēku
நூலகம்	bibliotēkas
சண்டை	kaujā
சண்டை	kauja
சண்டை	cīņa
சண்டை	kaujas
சண்டை	cīņa
சண்டை	cīnās
சண்டை	cīņu
சண்டை	cīņa
சண்டை	cīnīties
நிறம்	krāsu
நிறம்	krāsa
நிறம்	krāsu
நிறம்	krāsa
விமானம்	lidmašīna
விமானம்	lidojuma
விமானம்	lidojums
விமானம்	lidmašīnas
விமானம்	lidaparāti
பதில்	atbildēt
பதில்	atbildi
பதில்	atbilde
பதில்	atbildēt
பதில்	atbildi
பதில்	atbilde
பதில்	replikas
திருவிழா	festivāls
திருவிழா	svētki
திருவிழா	karnevāla
நான்காம்	ceturtais
நான்காம்	ceturtajā
நான்காம்	ceturtā
வெளியிடப்பட்ட	publicēts
வெளியிடப்பட்ட	publicēta
கூடாது	nav
கூடாது	ne
காலை	rīts
சமூகம்	sabiedrība
சமூகம்	kopienu
