کوت	cot
لیندا	linda
لیندا	lynda
قسم	zweer
قسم	zweren
قسم	eed
قسم	ede
کمبوجیه	cambyses
آرم	arm
دلاور	delaware
اتصالات	connecties
اتصالات	aansluitingen
اتصالات	verbindingen
فراخوانی	callback
فراخوانی	dagvaarding
فراخوانی	roeping
فراخوانی	bellen
اسیدی	zure
اسیدی	zuur
اسیدی	acid
اسیدی	zuurgraad
بیکاری	werkloosheid
فلفل	paprika
فلفل	peper
هاپکینز	hopkins
شیطانی	demonische
مگس	vliegt
کالاها	grondstoffen
کالاها	goederen
لیبریا	liberia
لیبریا	liberiaanse
محو	waas
محو	vervagen
لای	lai
لای	lay
پنجشنبه	donderdag
بقای	voortbestaan
بقای	survival
بقای	overleven
بقای	overleving
نامیبیا	namibië
سورینام	surinaamse
سورینام	suriname
طیفی	spectrale
کمدین	komiek
جن	jen
جن	djinn
جن	jenn
عذرخواهی	verontschuldiging
عذرخواهی	excuses
عذرخواهی	verontschuldigingen
عذرخواهی	uitvluchten
عذرخواهی	smoesjes
عذرخواهی	verontschuldiging
عذرخواهی	excuses
بازگو	hertelling
میکس	mengen
میکس	mix
میکس	mixen
میکس	meng
یوهانس	johannes
بذر	zaden
بذر	zaaigoed
بذر	zaad
بذر	zaaizaad
بذر	zaad
بذر	zaden
بذر	zaaigoed
عملگر	operator
عملگر	exploitant
عملگر	telefoniste
تکن	tekken
فرصتی	gelegenheid
فرصتی	kans
اخطار	notificatie
اخطار	melding
اخطار	aanmelding
اخطار	kennisgeving
اخطار	waarschuwing
بخارست	boekarest
حباب	bubbles
حباب	belletjes
حباب	bubbels
حباب	luchtbellen
حباب	bubble
حباب	zeepbel
حباب	bubbel
پالس	puls
پالس	pols
پالس	polsslag
پالس	pulse
گرانت	grom
گرانت	subsidie
گرانت	grant
هیلاری	hillary
هیلاری	hilary
نژادهای	rassen
بهاری	voorjaar
بهاری	lente
مزدا	mazda
نقدهای	reviews
نقدهای	beoordelingen
نقدهای	recensies
تفریح	ontspanning
تفریح	recreatie
گان	gunn
نرگس	narcissus
سبزی	voedzaam
کپنهاگ	kopenhagen
کارولین	caroline
صدمه	beschadiging
صدمه	beschadigingen
صدمه	schade
صدمه	gekwetst
شارژ	opladen
شارژ	charge
شارژ	geheven
شارژ	opgeladen
شارژ	geladen
شارژ	aangeklaagd
خنده	gelach
خنده	lachen
خنده	lach
خنده	lachen
ملایم	zachtaardig
ملایم	zacht
ملایم	mild
ملایم	milde
ملایم	soft
ملایم	zachte
ملایم	zacht
اشکالات	nadelen
ییلاق	platteland
ییلاق	land
مایا	maya
داند	weet
اشتوتگارت	stuttgart
چنگیز	genghis
لانه	nest
لانه	nestje
لانه	den
منسوخ	archaïsche
منسوخ	verouderd
منسوخ	achterhaald
منسوخ	verouderde
منسوخ	verouderd
منسوخ	achterhaald
منسوخ	verouderde
سانسکریت	sanskriet
محکومیت	veroordelingen
محکومیت	overtuigingen
محکومیت	veroordeling
محکومیت	overtuiging
امتیازات	privileges
امتیازات	bevoegdheden
امتیازات	voorrechten
امتیازات	scoort
امتیازات	scores
استعمال	gebruik
محفوظ	beschermde
محفوظ	beschermd
محفوظ	bewaard
محفوظ	geconserveerd
شبح	phantom
شبح	fantoom
شبح	spook
شبح	ghost
شبح	geest
شبح	spook
دورانی	bekleding
دورانی	coating
دورانی	deklaag
انگل	engel
انگل	parasieten
انگل	parasiet
فروشنده	verkoper
فروشنده	leverancier
کمیل	camille
کمیل	kamil
تانسور	tensor
منظره	landschap
تلفیقی	sjaals
واتیکان	vaticaanse
واتیکان	vaticaan
گریس	gratie
گریس	grace
اتلتیک	atletisch
موضوعاتی	onderwerpen
بهرامی	bahrami
آیدین	aydın
سالمندان	verpleging
سالمندان	bejaarde
سالمندان	ouderen
سالمندان	bejaarden
ماموران	officiers
ماموران	agenten
ماموران	officieren
روحیه	moreel
روحیه	moraal
عشقی	love
عشقی	liefs
عشقی	liefde
موجودیت	entiteit
مارکسیست	marxistische
تدبیر	reguleert
تدبیر	reguleren
تدبیر	plan
تدبیر	plannen
دریاها	zeeën
سفال	aardewerk
رودریگز	rodriguez
رودریگز	rodrigues
رودریگز	rodríguez
ریس	reese
ریس	rhys
ریس	reiss
بشریت	menselijkheid
بشریت	mensheid
کوهن	cohn
کوهن	cohen
کوهن	kohn
فیجی	fiji
سمرقند	samarkand
ارضی	territoriale
ارضی	territoriaal
هانتر	hunter
هانتر	jager
مارینو	marino
پناهنده	vluchteling
پناهنده	vluchtelingen
پناهنده	vluchteling
پناهنده	vluchtelingen
رزرو	geboekt
رزرو	geboekte
رزرو	voorbehouden
رزرو	gereserveerde
رزرو	gereserveerd
رزرو	reserveringen
رزرو	reservering
رزرو	reserve
یخبندان	glaciale
یخبندان	ijs
یخبندان	ice
متقارن	symmetrische
متقارن	symmetrisch
متقارن	symmetrische
متقارن	symmetrisch
رابینسون	robinson
کویینز	koninginnen
کویینز	queens
بخواند	telefoontjes
بخواند	oproepen
بخواند	noemt
ملودی	melody
ملودی	melodie
اسبق	voorganger
زیربخش	onderverdeling
ریاض	riyad
مکزیکو	mexicali
وحی	openbaringen
وحی	onthulling
وحی	openbaring
دلو	emmer
دلو	bucket
دلو	aquarius
دلو	waterman
دلو	aquarii
استانهای	gouvernementen
ضخیم	dikke
ضخیم	dik
کربنات	carbonaat
انقباض	weeën
انقباض	krimp
انقباض	inkrimping
انقباض	wee
شفت	schacht
شفت	shaft
سوفیا	sofia
امیدوار	hoopvol
امیدوار	hoopgevend
امیدوار	hoopvolle
بتی	betty
دستورالعمل	instructies
دستورالعمل	instructie
دستورالعمل	recept
دستورالعمل	recepten
دستورالعمل	instructies
دستورالعمل	instructie
خلیلی	khalili
منتسب	vermeende
منتسب	beweerde
منتسب	vermeend
منتسب	beweerd
انگشتان	vingers
انگشتان	fingers
محتوی	container
نامزدها	genomineerden
نامزدها	nominaties
نامزدها	voordrachten
نامزدها	nominaties
معصوم	onschuldige
معصوم	onschuldig
کارتون	slof
کارتون	doos
کارتون	cartoon
کارتون	tekenfilm
کارتون	tekenfilms
کارتون	cartoons
احتیاط	voorzichtigheid
آموخته	onderwezen
آموخته	onderwees
دربی	derby
گرامر	grammatica
سپیده	dawn
سپیده	ochtendgloren
سپیده	dageraad
نیکو	niko
نیکو	nico
بخت	fortuin
بخت	fortune
بخت	fortuin
هاله	halle
هاله	aura
هاله	halo
بهنام	eter
توری	raster
توری	grid
بنویسد	schrijven
بنویسد	schrijf
همسران	echtgenoten
همسران	echtgenotes
همسران	echtgenotes
قراردادهای	contracten
قراردادهای	protocollen
قراردادهای	protocol
هوندا	honda
دیداری	visueel
دیداری	visuele
آتی	futures
بهای	prijzen
بهای	prijs
آیفون	iphone
گیلاس	cherry
گیلاس	kersen
گیلاس	kers
ارکان	zuil
ارکان	pilaar
ارکان	pijler
ارکان	erkan
شایستگی	gekwalificeerd
شایستگی	gekwalificeerde
شایستگی	verdiensten
شایستگی	verdienste
مشتقات	derivaten
مشتقات	varianten
اسکای	skye
اسکای	hemel
اسکای	lucht
اسکای	sky
سنگر	bunker
تصدی	commissie
همجوار	aaneengesloten
موجی	zwaaien
موجی	wave
موجی	golf
موجی	golven
کارآمد	efficient
کارآمد	efficiënte
کارآمد	efficiënt
انعطاف	soepel
انعطاف	flexibel
انعطاف	flexibele
ادارات	kantoren
ادارات	kantoor
ردیابی	traceren
ردیابی	traceren
ردیابی	tracking
ردیابی	volger
ردیابی	tracker
ردیابی	traceren
ردیابی	spoor
ردیابی	trace
ماهانه	maandelijkse
ماهانه	maandelijks
قدیس	heilige
تهی	leegte
تهی	nietig
تهی	leeg
تهی	leegmaken
تهی	lege
تهی	ledig
رفیع	high
رفیع	hoog
رفیع	hoge
رفیع	rafi
نگاشت	plattegrond
نگاشت	kaart
جمجمه	schedels
جمجمه	schedel
جمجمه	skull
عطار	attar
عطار	kruidenier
سوزن	naalden
سوزن	naald
بنادر	havens
بنادر	poorten
جوزپه	giuseppe
اعتدال	matiging
اعتدال	equinox
پذیرایی	accommodatie
پذیرایی	receptie
پذیرایی	ontvangst
پذیرایی	vermaak
پذیرایی	amusement
پذیرایی	entertainment
عروسک	poppen
عروسک	dolls
عروسک	poppetjes
عروسک	popje
عروسک	doll
عروسک	pop
عروسک	poppetje
چیزها	dingen
تزیین	inrichten
تزیین	versieren
عجم	ajam
یقین	bepaalde
یقین	zekerheid
یقین	onzekere
یقین	onzeker
قاطع	beslissend
قاطع	beslissende
قاطع	doorslaggevend
اریتره	eritrea
دهقان	boer
هریسون	harrison
بولونیا	bologna
حک	graveren
حک	gravure
انشعاب	vork
انشعاب	bijkantoor
انشعاب	filiaal
انشعاب	branch
انشعاب	tak
وایمار	weimar
گردنه	steile
گردنه	steil
مارسل	marcel
کسر	aftrek
کسر	breuken
کسر	fracties
کسر	deficit
کسر	tekort
کسر	fractie
عبادت	aanbidding
عبادت	verering
عبادت	aanbidden
متراکم	dichte
جنایات	misdaden
جنایات	misdrijven
آئودی	audi
ترمینال	terminal
ترمینال	terminaal
ترمینال	terminale
نامحدود	oneindig
نامحدود	oneindige
نامحدود	onbegrensd
نامحدود	onbeperkte
نامحدود	onbeperkt
سرنگون	omverwerping
آپاچی	apache
آپاچی	apachen
آپاچی	apaches
مشروط	voorwaardelijke
مشروط	contingent
عرضی	landschap
عرضی	dwars
عرضی	transversale
ذرت	maïs
ذرت	mais
بدانید	weten
بدانید	weet
وبر	weber
سرودن	componeren
تعاونی	coöperatie
تعاونی	coöperatieve
تعاونی	coöperatief
تکنیکی	technische
تکنیکی	technisch
نفی	uitzetting
نفی	uitwijzing
نفی	deportatie
گسیل	emissie
گسیل	uitstoot
داوطلبانه	vrijwillig
داوطلبانه	vrijwillige
داوطلبانه	vrijwillig
خائن	verrader
رویس	royce
گریگوری	gregory
کنراد	conrad
کنراد	koenraad
چکاوک	leeuwerik
آیوی	ivy
راجرز	rogers
ادوین	edwin
رنگهای	kleuren
اطفال	kinderen
هسن	hessen
یونس	younes
یونس	yunus
یونس	jonah
یونس	younis
همسایگی	buurt
همسایگی	buurt
همسایگی	nabuurschap
فرضی	hypothetische
فرضی	hypothetisch
راو	raw
راو	rauw
راو	ruw
راو	ruwe
راو	rauwe
متناظر	overeenkomstige
متناظر	corresponderende
آهسته	gefluister
آهسته	fluisteren
آهسته	langzame
آهسته	traag
آهسته	langzaam
آهسته	traag
آهسته	langzaam
زاگرب	zagreb
نوی	neu
نیکول	nicole
گوگ	gogh
فری	ferry
فری	veerboot
فری	frey
تقطیر	distilleren
تقطیر	distillatie
تقطیر	destillatie
آلتو	alto
نیکلای	nikolaj
نیکلای	nikolai
رؤیا	roya
رؤیا	droom
رؤیا	dromen
رؤیا	dream
اهدای	donor
اهدای	donateur
پرل	pearl
پرل	parel
پرل	perl
رفیق	dude
رفیق	kerel
رفیق	gast
رفیق	gozer
رفیق	makker
رفیق	maatje
رفیق	buddy
لیو	liv
بدانند	weten
بدانند	weet
عظمت	grandeur
عظمت	grootheid
عظمت	grootsheid
مناظره	discussie
مناظره	debat
مناظره	discussies
مناظره	debatten
میکرو	micro
ادراک	waarneming
ادراک	perceptie
بادهای	winden
بادهای	wind
تاب	swingende
تاب	schommel
تاب	swingen
تاب	swing
ناتینگهام	nottingham
بیاورید	breng
بیاورید	brengen
پنهانی	stiekem
صمیمی	hartelijke
صمیمی	hartelijk
صمیمی	intieme
صمیمی	intiem
قربان	meneer
سوءاستفاده	misbruik
سوءاستفاده	misbruik
سوءاستفاده	mishandeling
سوءاستفاده	misbruiken
جنوا	genua
گنگ	dom
گنگ	bende
مچ	pols
یخی	frost
یخی	vorst
یخی	ijs
یخی	ice
قحطی	hongersnood
ماسک	maskers
ماسک	masker
ماسک	mask
ماسک	maskers
میگیرد	neemt
میگیرد	ontvangt
مکانیزم	mechanisme
شهدا	martelaren
قرض	lening
قرض	schuld
قرض	schuldenlast
قرض	schulden
قرض	leen
قرض	lenen
استوا	evenaar
دشواری	moeilijkheidsgraad
دشواری	moeilijkheden
دشواری	moeilijkheid
دشواری	ontberingen
مهمات	ammunitie
مهمات	munitie
آند	andes
رحمان	rahman
وصیت	testament
محفظه	capsule
دول	dui
دول	dole
دول	dol
مشاوران	adviseurs
مشاوران	consultants
مشاوران	adviseurs
احتراق	ontbranding
احتراق	verbranding
احتراق	ontbranding
احتراق	ontsteking
تختی	hare
درواقع	eigenlijk
کلک	bedrog
کلک	trick
کلک	truc
کلک	truuk
گرده	pollen
گرده	stuifmeel
متخصصین	experts
متخصصین	deskundigen
متخصصین	experten
متخصصین	tech
متخصصین	specialisten
تریپل	driedubbel
تریپل	drievoudige
تریپل	drievoudig
تریپل	triple
تریپل	driedubbele
فسیلی	fossiel
فسیلی	fossiele
مهاجرین	migranten
مهاجرین	immigranten
مهاجرین	migranten
مهاجرین	vluchteling
مهاجرین	vluchtelingen
پروسه	proces
پروسه	verwerken
گوهر	essentie
تراشه	chip
تراشه	fiche
تحقیر	vernederd
تحقیر	vernederde
تحقیر	vernederen
تحقیر	vernederende
تحقیر	vernederend
تحقیر	vernedering
تحقیر	vernederingen
تحقیر	minachting
تحقیر	verachting
عنکبوتی	spinnen
عنکبوتی	spin
عنکبوتی	spider
عنکبوتی	spidey
پوینت	punt
پوینت	point
جراح	chirurg
جراح	jarrah
نورنبرگ	nürnberg
نورنبرگ	neurenberg
اتمسفر	sfeer
اتمسفر	atmosfeer
اتمسفر	dampkring
اتمسفر	atmosferische
قفس	kooi
شهوانی	erotische
شهوانی	erotisch
جاسوس	spion
جاسوس	spy
جاسوس	spionage
جاسوس	spioneren
جاسوس	bespioneren
ندا	neda
دوجانبه	bilateraal
پروتون	protonen
پروتون	proton
لورا	laura
آشکارا	openlijk
آشکارا	duidelijk
آشکارا	publiekelijk
ساسکاچوان	saskatchewan
لکه	vlek
لکه	vlekken
لکه	vlek
لکه	vlekken
لکه	blob
لکه	waas
لکه	vervagen
سوارکاری	paardensport
جاش	josh
بحر	zee
راینلاند	rijnland
انسانها	mensjes
انسانها	mensen
حسابرسی	audit
حسابرسی	controle
حسابرسی	boekhoudkundige
حسابرسی	boekhouding
حسابرسی	boekhouden
قناری	kanaries
قناری	kanarie
گلوکز	glucose
یگان	eenheid
یگان	unit
قرارگاه	vereffening
قرارگاه	nederzetting
قرارگاه	schikking
قرارگاه	afwikkeling
بوریس	boris
گروگان	gijzelaar
گروگان	gegijzelde
گروگان	gegijzeld
تدارک	bereiding
تدارک	voorbereiding
تدارک	preparaat
جووانی	giovanni
دینار	dinar
انور	enver
انور	anwar
ویک	vic
استارک	stark
اتلاف	verspilling
اتلاف	afvalstoffen
اتلاف	afval
بای	baai
بای	bay
مونترال	montreal
زناشویی	echtelijke
ابدی	eeuwige
ابدی	eeuwig
ابدی	onsterfelijk
ابدی	onsterfelijken
ابدی	onsterfelijke
پتر	petrus
پتر	peter
پتر	petr
سیلیکات	silicaat
مهری	verzegelen
مهری	zegel
مهری	zeehond
مهری	verzegeling
مواجهه	confrontatie
مواجهه	confrontaties
نزول	afdalen
نزول	afdaling
نزول	dalen
عسکری	askari
پروتستان	protestantse
پروتستان	protestant
سرعتی	snelle
سرعتی	speedy
تجلیل	huldiging
تجلیل	viering
زحمات	daad
زحمات	akte
سپر	schilden
سپر	afschermen
سپر	afscherming
سپر	schild
سپر	bumper
فرات	eufraat
ایزدی	providence
ایزدی	voorzienigheid
اسکیت	skaten
اسکیت	schaatsen
اسکیت	schaats
اسکیت	skaten
اسکیت	skate
اسکیت	schaatsen
اسکیت	skateboard
اسکیت	skateboarden
آراسته	aantrekkelijke
آراسته	aantrekkelijk
آراسته	gedecoreerd
آراسته	ingericht
آراسته	versierd
آراسته	verfraaid
بورلی	beverly
چهارراه	kruispunt
چهارراه	kruising
فراطبیعی	paranormaal
فراطبیعی	paranormale
سلاطین	koningen
سایمون	simon
والاس	wallace
دیکتاتوری	dictatoriale
دیکتاتوری	dictatuur
سویی	sui
لوسی	lucy
خشکسالی	hongersnood
خشکسالی	droogte
اولاد	nakomelingen
اولاد	nageslacht
اولاد	nakomeling
اولاد	kroost
سمفونیک	symfonische
ریکاردو	riccardo
ریکاردو	ricardo
کلوپ	club
کلوپ	klopp
پوشیدن	dragend
پوشیدن	dragen
پوشیدن	draag
پوشیدن	wear
پوشیدن	dragen
پوشیدن	slijtage
کلاب	club
تایی	tae
لایپزیگ	leipzig
نفرت	haat
نفرت	hekel
نفرت	haten
نفرت	haat
برخاست	ontstond
برخاست	opstijgen
هالی	holly
هالی	hulst
چهاردهمین	veertiende
ادواردز	edwards
نواری	lint
نواری	lintje
تالیفات	compilaties
مونته	monte
آناهیتا	anahita
هافمن	hoffmann
هافمن	hoffmann
هافمن	hoffman
غزنوی	ghazni
آشتی	wapenstilstand
تروریست	terroristische
تروریست	terrorist
تروریست	terroristisch
تروریست	terroristen
انصار	ansar
ارگان	organen
ارگان	orgel
ارگان	orgaan
خفیف	mild
خفیف	milde
مخروطی	kegelsnede
مخروطی	conische
مخروطی	kegel
بازجویی	verhoor
بازجویی	ondervragingen
بازجویی	ondervraging
بازجویی	verhoren
بازجویی	ondervragen
بازجویی	ondervraging
انبساط	expansie
انبساط	uitbreiden
انبساط	uitbreiding
قفسه	plank
قفسه	kast
قفسه	kastje
پرتقال	sinaasappel
پرتقال	oranje
پرتقال	sinaasappels
پرتقال	sinaasappelen
نایت	ridder
کامیون	vrachtauto
کامیون	truck
کامیون	vrachtwagen
شهریاری	monarchie
فلک	ferris
اسپرت	sporten
جواهرات	juwelen
جواهرات	sieraden
جواهرات	juwelen
جواهرات	sieraden
جواهرات	juwelen
جواهرات	sieraden
وانگ	wang
بیا	kom
کورپوریشن	corporatie
کورپوریشن	corporation
ویلی	willy
ویلی	willie
عماد	imad
عماد	emad
مارپیچ	doolhof
مارپیچ	labyrint
مارپیچ	doolhof
مارپیچ	labyrint
مارپیچ	serpentine
مارپیچ	spiraal
مارپیچ	helix
ترنر	turner
میکروسکوپ	microscoop
نکا	neckar
بیم	warner
سگا	sega
سگا	honden
نهر	nahr
نهر	beek
نهر	kreek
پارما	parma
جزیی	triviale
گوارشی	spijsvertering
سوسک	kakkerlakken
سوسک	kakkerlak
سوسک	keversoort
سوسک	kever
بزرگسال	volwassen
بزرگسال	volwassenen
بزرگسال	adult
بزرگسال	volwassene
بزرگسال	volwassenen
لیبرالیسم	liberalisme
وجوه	fondsen
غشای	membraan
فلیکس	felix
پیکربندی	configuratie
پیکربندی	config
شنی	zand
دخیل	betrokken
کلیولند	cleveland
صوری	formele
صوری	formeel
چهارگانه	viervoudige
رهنمودهای	richtlijnen
بنفیکا	benfica
شیرجه	duiken
شیرجه	duik
قسمتهای	afleveringen
تریلیون	triljoen
تریلیون	biljoen
معاف	vrijgesteld
معاف	vrijgestelde
جدیدترین	nieuwste
جدیدترین	nieuwste
جدیدترین	laatste
تصدیق	bevestiging
تصدیق	bevestigen
تصدیق	bevestig
تصدیق	erkende
تصدیق	erkend
تصدیق	keuring
تصدیق	verificatie
رویارویی	confrontatie
رویارویی	confrontaties
رویارویی	ontmoeting
رویارویی	tegenkomen
گرگوری	gregory
کلارا	clara
کلارا	klara
جاوید	eeuwige
جاوید	eeuwigdurende
جاوید	javed
جاوید	onsterfelijk
جاوید	onsterfelijken
جاوید	onsterfelijke
کینگز	koningen
سوشی	sushi
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
رصد	observatorium
رصد	observatie
رصد	waarneming
رصد	observaties
سوژه	onderwerp
سوژه	proefpersoon
سوژه	subject
بلد	balad
تاخت	galop
تنباکو	tabak
فنلاندی	fins
فنلاندی	finse
منحرف	viezerik
عاقبت	uitkomst
عاقبت	resultaat
آلکساندر	alexandre
مونرو	monroe
ارل	earl
ارل	graaf
گنجشک	mussen
گنجشک	mus
گنجشک	sparrow
گاردین	guardian
گاردین	bewaker
گاردین	voogd
زوال	ontheemde
زوال	verdrongen
زوال	dalende
زوال	teruglopende
زوال	afnemende
فروید	freud
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
جردن	jordanië
فاستر	foster
فاستر	pleegkind
فاستر	pleeggezin
تراژدی	tragedie
سیزدهمین	thirteenth
سیزدهمین	dertiende
پررنگ	timide
سباستین	sebastian
سباستین	sebastiaan
رؤیای	droom
رؤیای	dromen
رؤیای	dream
پرداختن	terugbetalen
پرداختن	vergoeden
المپیاد	olympiade
بتهوون	beethoven
وردی	verdi
فلوئورید	fluoride
دوزیستان	amfibie
موریتانی	mauritanië
کلاوس	klaus
گراند	grande
گراند	grand
شاهدخت	prinsesje
شاهدخت	prinses
شاهدخت	princess
برمه	birma
برمه	birmaanse
برمه	birmese
واعظ	prediker
واعظ	predikant
خر	donkey
خر	ezel
هانوفر	hanover
هانوفر	hannover
هانوفر	hannover
اندر	ender
پیشگام	pioneer
پیشگام	pionier
پیشگام	pioniers
اساسنامه	statuut
اساسنامه	statuten
الکترو	elektro
الکترو	electro
کریگ	craig
فشاری	druk
غریبه	vreemden
غریبه	vreemdelingen
غریبه	vreemdeling
غریبه	vreemde
شهرستانهای	provincies
شمشیربازی	schermen
معلول	gehandicapten
معلول	gehandicapte
معلول	gehandicapt
معلول	invaliditeit
معلول	handicap
معلول	handicaps
معلول	arbeidsongeschiktheid
هیروشیما	hiroshima
شیمیدان	scheikundige
شیمیدان	chemicus
سفت	krap
سفت	strakke
سفت	strak
بتنی	bethany
ولت	volt
تاین	tyne
نیش	gestoken
نیش	prikken
نیش	sting
نیش	steek
لیژ	luik
دیروز	gisteren
دیروز	gister
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	defect
ریل	spoor
ریل	spoorwegen
تعالیم	doctrine
معابد	tempels
ماهیگیری	visvangst
ماهیگیری	visserij
ماهیگیری	vissen
غیرعادی	ongewoon
غیرعادی	ongebruikelijk
غیرعادی	ongewone
غیرعادی	ongebruikelijke
پیرس	pierce
هولمز	holmes
ظلم	onderdrukking
ظلم	onderdrukt
ظلم	onderdrukte
ظلم	onderdrukten
ظلم	wreedheden
ظلم	wreedheid
ظلم	onrechtvaardigheid
ظلم	onrecht
تمرینات	trainen
تمرینات	training
تمرینات	opleiding
خرچنگ	krabben
خرچنگ	kreeften
خرچنگ	kreeft
خرچنگ	krabben
خرچنگ	crab
خرچنگ	krab
کشنده	dodelijke
کشنده	dodelijk
کشنده	dodelijke
کشنده	dodelijk
کشنده	fatale
کشنده	fataal
کشنده	dodelijk
بوته	struik
بوته	bush
بوته	bosje
ناظری	toeschouwer
کاتالان	catalaanse
کاتالان	catalaans
مورفی	murphy
خوارزم	chorasmië
گرسنگی	uitgehongerd
گرسنگی	verhongeren
گرسنگی	honger
پالایش	filter
پالایش	filteren
پالایش	filteren
پالایش	verfijnen
پالایش	raffinage
رمزی	ramsey
چاله	kuil
چاله	plas
چاله	plasje
شاهکار	stunt
شاهکار	meesterwerk
شاهکار	prestatie
نویز	lawaai
نویز	geluid
نویز	geluidshinder
نویز	ruis
ادریس	enoch
ادریس	idris
نمانده	bijna
رسوب	sediment
صافی	safi
داش	dash
ریچل	rachel
دریافتی	inbox
شیلا	sheila
شیلا	silla
عبدی	abdi
جغد	uil
عمرو	amr
تاثیرات	uitwerkingen
تاثیرات	effecten
تاثیرات	gevolgen
احتمالات	waarschijnlijkheden
احتمالات	waarschijnlijkheid
یتیم	wezen
یتیم	wees
دوس	dos
شفا	genezen
شفا	genees
شفا	genezen
شفا	helende
شفا	genezing
شفا	genezen
شفا	genezen
شفا	genas
شفا	geheeld
مغازه	winkel
چرخشی	roteren
چرخشی	draaiend
چرخشی	draaien
چرخشی	roterende
نشانگان	syndroom
نهفته	latente
نهفته	ingebed
نهفته	ingesloten
روانپزشکی	psychiatrie
روانپزشکی	psychiatrie
روانپزشکی	psychiatrisch
روانپزشکی	psychiatrische
چیره	gedomineerd
چیره	overheerst
بلوچی	bellucci
گلکسی	sterrenstelsel
گلکسی	melkwegstelsel
گلکسی	galaxy
گلکسی	melkweg
درازا	langdurige
درازا	verlengde
درازا	langdurig
درازا	verlengd
پاها	beentjes
پاها	poten
پاها	benen
خواهران	sisters
خواهران	zusters
خواهران	zussen
خواهران	zusjes
ریخت	gemorst
اکو	eco
اکو	eko
اکو	echo
قبله	richting
استبداد	tirannie
خوشبختانه	gelukkig
خوشبختانه	hopelijk
تیتراژ	credits
تیتراژ	kredieten
ولفگانگ	wolfgang
وزنه	gewichten
وزنه	gewicht
وزنه	gewicht
وزنی	gewogen
اجداد	voorvaderen
اجداد	voorouders
اجداد	voorvaders
اجداد	voorvader
اجداد	voorouder
پت	pet
پت	huisdier
پت	pat
پاپی	poppy
پاپی	papi
پاپی	pappie
پاپی	pappy
ثریا	soraya
قیصر	kaiser
پایش	scannen
پایش	scanning
پایش	monitoring
پایش	toezicht
پایش	gemonitord
فانی	fanny
فانی	sterveling
فانی	sterfelijke
فانی	sterfelijk
پهلو	kant
پهلو	zijde
پهلو	side
پهلو	zijkant
پهلو	zijden
پهلو	zijkanten
پهلو	kanten
اکسپرس	express
اسکس	essex
نخبگان	elite
فینیکس	capsules
فینیکس	feniks
فینیکس	phoenix
کرو	crow
کرو	kraai
ترتیبی	sequentiële
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
صفا	safa
ساسکس	sussex
تاجگذاری	kroning
فسفر	fosfaat
فسفر	fosfor
بولتون	bolton
چشمی	oog
چشمی	eye
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsinki
اجبار	forceren
اجبار	kracht
اجبار	force
اجبار	dwang
اجبار	dwang
اجبار	geforceerde
اجبار	gedwongen
اجبار	afgedwongen
اجبار	geforceerd
معقول	verstandig
معقول	rationele
معقول	rationeel
معقول	redelijke
معقول	redelijk
بارگیری	download
بارگیری	downloaden
بارگیری	inladen
بارگیری	laden
بارگیری	downloaden
بارگیری	gedownload
مذکر	mannelijk
مذکر	male
مذکر	mannetje
مذکر	mannelijke
مذکر	mannelijk
دایناسور	dinosaurus
بقا	voortbestaan
بقا	survival
بقا	overleven
بقا	overleving
تورینو	tra
تورینو	torino
تورینو	turijn
متفرقه	diversen
متفرقه	diverse
متفرقه	divers
آدریان	adrian
هیچکدام	geen
اویل	olieverf
اویل	aardolie
اویل	olie
گیبسون	gibson
استثنای	uitzondering
هراس	terror
هراس	terreur
هراس	verschrikking
هراس	fobie
آوازی	vocal
مغولی	mongoolse
استفن	stefan
استفن	steffen
رسوایی	schandaal
رسوایی	schandalen
رسوایی	schande
سوخو	soechoj
آویزان	hung
آویزان	gehangen
آویزان	hing
آویزان	opgehangen
آویزان	hang
آویزان	ophanging
آویزان	rondhangen
آویزان	ophangen
آویزان	hangen
طغیان	rebelleerde
طغیان	rebel
طغیان	rebellie
طغیان	opstand
نیاکان	voorvaderen
نیاکان	voorouders
نیاکان	voorvaders
نیاکان	voorvader
نیاکان	voorouder
مسخره	belachelijke
مسخره	belachelijk
الزامی	verplichte
الزامی	verplicht
نخجوان	nachitsjevan
سپهسالار	generalissimo
عجیبی	strange
عجیبی	raar
عجیبی	vreemd
عجیبی	vreemde
حمد	hamad
حمد	loof
حمد	lof
نوشیدن	drinken
نوشیدن	drankje
نوشیدن	drink
نوشیدن	drinken
نورالدین	noureddine
سفره	tafel
سفره	tafeltje
سفره	tabel
سفره	tafelkleed
مالدیو	malediven
مالدیو	maldiven
هل	kardemom
هل	duwen
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	richtsnoer
راهبرد	strategie
رمزگذاری	encryptie
رمزگذاری	versleutelen
رمزگذاری	versleuteling
رمزگذاری	codering
فرانچسکو	francisco
فرانچسکو	francesco
زا	generator
مصادره	geconfisqueerd
سازندگی	bouw
سازندگی	constructie
سازندگی	bouwnijverheid
سازندگی	opbouw
