טרומן	ट्रूमैन
מקלדת	कीबोर्ड
מקלדת	कुंजीपटल
הקוסם	विज़ार्ड
הקוסם	विजार्ड
הקוסם	जादूगर
בקפריסין	साइप्रस
נטלי	नताली
נטלי	नताली
מיומנויות	कौशल
מייד	तुरन्त
מייד	फौरन
מייד	तुरंत
מייד	तत्काल
מפתחות	कुंजी
מפתחות	कुंजियाँ
צב	कछुआ
מסוקים	हेलिकॉप्टरों
קומנדו	कमांडो
קומנדו	कमांडो
טד	टेड
אליסון	एलिसन
אליסון	एलिसन
מודעת	जागरूक
מודעת	सचेत
מחויב	बाध्य
מחויב	बाउंड
מחויב	बंधी
מחויב	प्रतिबद्ध
מחויב	वचनबद्ध
סטארק	स्टार्क
לינוקס	लिनक्स
צמחייה	वनस्पति
מתנות	उपहार
מודול	मॉड्यूल
מודול	मोड्यूल
המלצה	अनुशंसित
המלצה	अनुशंसा
המצאות	आविष्कारों
מילולי	शाब्दिक
מילולי	मौखिक
מפרק	संयुक्त
לקות	अक्षमता
לקות	विकलांगता
בלוטת	ग्रंथि
המגזר	सेक्टर
סון	सूरज
סון	रवि
סון	सन
סון	सूर्य
קאופמן	कॉफ़मैन
הנוסע	यात्री
רובר	रोवर
סצנות	दृश्यों
הקבינט	मंत्रिमंडल
הקבינט	मंत्रिपरिषद
הקבינט	कैबिनेट
רך	नर्म
רך	सॉफ्ट
רך	मुलायम
רך	नरम
סטן	स्टेन
הגבורה	वीरता
לסבול	सहे
נחשים	सांप
ונוס	शुक्र
רגיש	संवेदनशील
ראס	रास
ראס	rus
מדגיש	हाइलाइट
עליות	ups
עליות	यूपीएस
ריטה	रीता
הצבת	रखकर
מגיש	पिचर
מגיש	प्रस्तुतकर्ता
נזירים	भिक्षुओं
פנימיות	आंतरिक
פנימיות	आन्तरिक
פנימיות	आतंरिक
פיצול	विभाजित
גייס	भर्ती
קרוז	क्रूज़
קרוז	क्रू
האשמות	दोषारोपण
האשמות	आरोपों
לאם	लाम
המארחת	होस्टेस
משקעים	अवशेष
משקעים	वर्षण
משוכנע	कायल
יהלום	हीरा
יהלום	डायमण्ड
יהלום	डायमंड
יהלום	हीरे
יהלום	ईंट
ורן	वर्न
מיוצר	उत्पादित
דורטמונד	डॉर्टमुंड
מדורג	रेटेड
מדורג	क्रमित
כור	रिएक्टर
גמישות	लचीलापन
גמישות	लोच
קירור	कूलिंग
קירור	प्रशीतन
הודי	भारतीय
מלקולם	मैल्कम
מרוצה	प्रसन्न
מרוצה	संतुष्ट
מרוצה	हैप्पी
מרוצה	मुबारक
מרוצה	खुश
מרוצה	प्रसन्न
אוסטין	ऑस्टिन
פאי	पाई
בריטניקה	विश्वकोष
פאוול	पॉवेल
פאוול	पावेल
אייזק	इसहाक़
עגול	दौर
עגול	गोल
עגול	राउंड
עגול	गोलाकार
צלעות	निकलता
הליבה	कोर
התגובות	टिप्पणियां
התגובות	टिप्पणियाँ
התגובות	टिप्पणी
אראגון	एरागोन
טיולים	यात्राएँ
טיולים	हाइकिंग
טיולים	चढ़ाई
קלרה	क्लारा
התמוטטות	विश्लेषण
התמוטטות	पतन
מלזיה	मलेशियाई
מלזיה	मलय
מלזיה	मलेशिया
קמפוס	कैंपस
קמפוס	कैम्पस
אומן	ओमान
אומן	कारीगरों
אומן	कारीगर
אומן	कलाकार
שליטים	शासकों
שנתית	वार्षिक
שנתית	वार्षिक
שנתית	सालाना
מוטה	mota
עליונות	सर्वोच्चता
עליונות	सुपीरियर
עליונות	श्रेष्ठ
עליונות	श्रेष्ठता
עליונות	बड़प्पन
סינטרה	सिनात्रा
שחיתות	भ्रष्ट
שחיתות	भ्रष्टाचार
טרום	प्री
קמח	आटा
ידיד	मित्र
ידיד	दोस्त
ידיד	dost
נציב	आयुक्त
נציב	कमिश्नर
לגיטימי	कानूनी
וורד	वार्ड
נמכרה	बेची
לנטוש	लापरवाही
מוסטפא	मुस्तफा
מוסטפא	mustafa
תיאום	समन्वित
תיאום	समन्वय
הוספה	जोड़ें
הוספה	add
לונג	लंबी
לונג	लंबा
לונג	लम्बी
לונג	long
מטבח	व्यंजन
מטבח	भोजन
מטבח	किचन
מטבח	रसोई
מטבח	रसोईघर
נענע	nana
נענע	नाना
נענע	पुदीना
נענע	mint
נענע	मिंट
מעטפת	शेल
מעטפת	आवरण
מעטפת	लिफाफा
הביוגרפיה	जीवनी
תרזה	टेरेसा
תרזה	टेरेसा
אתלטיקה	एथलेटिक्स
החלקה	स्केटिंग
החלקה	चिकना
חכמה	चतुर
חכמה	बुद्धिमानी
חכמה	हिकमत
חכמה	स्मार्ट
חכמה	smart
חכמה	अकल
חכמה	बुद्धिमत्ता
חכמה	अक्ल
אלפונסו	अलफोंसो
חתולים	बिल्लियां
חתולים	बिल्लियाँ
חתולים	बिल्लियों
פרגוואי	पैराग्वे
תיאודור	थियोडोर
נוימן	neumann
ההבנה	समझ
ההבנה	समझना
מפרט	विशेषताएँ
מפרט	विशिष्टताएँ
מפרט	विशिष्टता
לוגי	तार्किक
לוגי	लॉजिकल
זוחלים	सरीसृपों
הגדר	सेट
הגדר	समुच्चय
הגדר	नियत
הגדר	कॉन्फ़िगर
הגדר	बाड़
הפצה	वितरण
מכובד	सादर
מכובד	आदरणीय
מכובד	माननीय
מכובד	विशिष्ट
כופר	फिरौती
כופר	काफिर
טיילר	टायलर
מאסטר	मास्टर
מאסטר	निपुण
אינסופי	अनगिनत
אינסופי	अनंत
אינסופי	असीमित
אינסופי	अनन्त
אלופה	चैम्पियन
אלופה	champ
אלופה	चैम्पियन
אלופה	चैंपियन
שטרלינג	स्टर्लिंग
זבל	जंक
זבל	रद्दी
זבל	कचरा
זבל	कूड़ा
זבל	कचरा
מתוכננת	नियोजित
אונייה	जहाज
אונייה	शिप
אונייה	जलयान
סיפרה	बताया
סיפרה	बताई
אללה	अल्लाह
אללה	allah
התשלום	भुगतान
מפרסם	विज्ञापनदाता
מפרסם	पोस्टिंग
מפרסם	प्रकाशक
ניקוי	सफाई
ניקוי	सफ़ाई
חלומות	सपने
חלומות	सपनो
מחזורי	चक्र
אגודות	सम्बद्धता
אגודות	एसोसिएशन
משוואה	समीकरण
שניידר	श्नाइडर
שניידר	स्नाइडर
פורטו	पोर्टो
פורטו	प्यूर्टो
הרך	नर्म
הרך	सॉफ्ट
הרך	मुलायम
הרך	नरम
נעצרה	रोका
נעצרה	गिरफ्तार
הנשמה	आत्मा
הסיעה	गुट
פוטין	पुतिन
סופו	अंत
סופו	समाप्ति
סופו	समाप्त
בנקים	बैंक
בנקים	बैंक्स
בנקים	बैंकों
בנקים	बैंको
חמד	हमद
תאורטית	सैद्धांतिक
מתמודדים	दावेदार
קתולים	कैथोलिक
מוכשר	प्रतिभाशाली
עדנה	एडना
ברט	ब्रेट
ברט	बर्ट
סורי	सीरियाई
סורי	सूरी
חומרה	हार्डवेयर
אלטרנטיבי	वैकल्पिक
אלטרנטיבי	वैकल्पिक
פסיכולוגית	मनोवैज्ञानिक
פסיכולוגית	मनोवैज्ञानिक
גרנד	ग्रैंड
מפגינים	प्रदर्शनकारियों
השקיעה	सूर्यास्त
משלחות	रिझाने
קוני	कोनी
מוזס	मूसा
ענקית	विशाल
ענקית	दैत्य
ענקית	दानव
מגובה	समर्थित
חללים	स्पेसेस
חללים	हताहत
ליטאי	लिथुआनियाई
ואט	वॉट
ואט	वाट
ואט	wat
ואט	वाट
ואט	वट
ואט	vat
הילה	आभा
הילה	हेलो
עוצר	कर्फ्यू
תהילים	ज़बूर
שעשועים	मनोरंजन
סמינר	संगोष्ठी
סמינר	सेमिनार
ווסט	पश्चिम
ווסט	वेस्ट
ללכוד	कैप्चर
מטריצה	मैट्रिक्स
מטריצה	मेट्रिक्स
סרי	श्री
סקס	सेक्स
סקס	मैथुन
סקס	sex
סיר	पॉट
סיר	कलश
סיר	घट
מזכירה	सचिव
הגלקסיה	गैलेक्सी
הגלקסיה	आकाशगंगा
אבד	खोई
אבד	गुमशुदा
אבד	खोया
הצהרה	वक्तव्य
הצהרה	स्टेटमेंट
הצהרה	कथन
הצהרה	बयान
בהריון	गर्भवती
אייאקס	अजाक्स
מיסטר	मिस्टर
תביעות	दावे
תביעות	दावा
הארכיבישוף	archdiocese
לוחמת	योद्धा
לוחמת	लड़ाकू
לוחמת	फाइटर
לוחמת	सेनानी
אסלאם	इस्लाम
אסלאם	islam
הלסינקי	हेलसिंकी
פיזיקאים	physicists
גיטריסט	guitarist
סכין	चाकू
כפל	गुणन
כפל	गुणा
פיני	फिनिश
פיני	फ़िनिश
דרישת	जरुरत
דרישת	आवश्यकता
משולם	सशुल्क
פג	पेग्ग
פג	पेग
חוויה	अनुभव
האוס	घर
האוס	मकान
האוס	हाउस
מסתובב	घूर्णन
מסתובב	घूम
ריבית	रुचि
ריבית	रूचि
ריבית	ब्याज
מלכותי	राजसी
מלכותי	राजसी
מלכותי	नवाबी
מלכותי	रॉयल
מלכותי	शाही
מלכותי	royal
אובייקטים	वस्तु
אובייקטים	ऑब्जेक्ट
אובייקטים	वस्तुएँ
רשומות	रिकॉर्ड
רשומות	प्रविष्टियाँ
רשומות	प्रविष्टियां
הלוואות	ऋण
הלוואות	लोन
רלוונטית	प्रासंगिक
מגמת	मेजर्स
קונה	खरीदार
קונה	क्रय
קונה	खरीदे
המוקד	प्रेषण
הדפדפן	ब्राउज़र
הדפדפן	ब्राउजर
רחבות	ब्रॉड
רחבות	व्यापक
זכאים	योग्य
זכאים	हकदार
תנין	मगरमच्छ
מותג	ब्रांड
שין	शिन
שין	shin
מוקפת	घिरी
ביקורתית	खांचों
ביקורתית	आलोचनात्मक
ביקורתית	क्रिटिकल
ביקורתית	महत्वपूर्ण
ביקורתית	गंभीर
ביקורתית	नाजुक
נהיגה	ड्राइविंग
סרג	सर्ज
אויבים	शत्रु
אויבים	दुश्मनों
עיצורים	व्यंजन
עיצורים	अनुरूप
פציעות	चोटें
פציעות	चोटों
פלאש	फ़्लैश
פלאש	फ्लैश
מצויין	उत्कृष्ट
מצויין	बेहतरीन
משולבת	एकीकृत
סגולה	बैंगनी
סגולה	जामुनी
מלאי	स्टाक
מלאי	स्टॉक
מלאי	भण्डार
סדנה	वर्कशॉप
סדנה	कार्यशाला
האגן	hagen
אלברטו	अल्बर्टो
שיטתי	व्यवस्थित
לילות	रातें
לילות	राते
לילות	रातों
לילות	नाइट्स
בובה	कठपुतली
בובה	गुडिया
בובה	गुड़िया
מארס	मंगल
משנית	माध्यमिक
משנית	द्वितीयक
דיאלוג	संवाद
דיאלוג	संवाद
דיאלוג	संवाद
אינטרס	रुचि
אינטרס	रूचि
אינטרס	ब्याज
סייד	sayed
סייד	पार्श्व
סייד	तरफ
סייד	पक्ष
חריגה	असामान्य
חריגה	अपवाद
חריגה	एक्सेप्शन
דובי	डॉबी
העשרה	संवर्धन
הסף	पठार
הסף	दहलीज
דאון	नीचे
דאון	bas
דאון	भोर
לינארי	रेखीय
לינארי	लीनियर
לינארי	रैखिक
זאוס	ज़ीउस
שנפל	गिरे
רולינג	रोलिंग
קונסטנטינופול	कुस्तुंतुनिया
מקבלי	प्राप्तकर्ता
החוזר	पुनरावृत्ति
החוזר	रिप्ले
נראתה	देखा
נראתה	देखा
נראתה	देखी
טרנס	trans
טרנס	ट्रांस
טרנס	टेरेंस
הכלה	दुल्हन
הכלה	बहू
אכפת	मन
אכפת	दिमाग
אכפת	केयर
אכפת	परवाह
ואלי	घाटी
מקסוול	मैक्सवेल
הקוראן	क़ुरआन
הקוראן	क़ुरान
הקוראן	कुरान
אנדרטאות	स्मारक
כדין	विधिवत
סונג	सुंग
שתייה	पीना
שתייה	पीने
שתייה	ड्रिंक
שתייה	पीना
שתייה	पेय
שתייה	पेय
יארד	गज
נעליים	जूते
פשעים	अपराधों
וריאציות	विसंगतियाँ
פלא	ताज्जुब
פלא	आश्चर्य
פלא	अचरज
שימושית	उपयोगी
מתוק	मीठा
מתוק	मिठाई
מתוק	मधुर
מתוק	sweet
מתוק	स्वीट
מתוק	मीठी
מקסימיליאן	मैक्सीमिलियन
נחוץ	जरुरी
וילי	विली
וילי	विली
נספח	परिशिष्ट
ריבוע	वर्ग
ריבוע	स्क्वायर
ריבוע	वर्गाकार
ריבוע	वर्गाकार
אתניות	नस्ल
מוסלמית	मुसलमान
מוסלמית	मुस्लमान
מוסלמית	मुस्लिम
קזחסטן	क़ाज़ाक़स्तान
עימותים	विरोध
אנני	ani
אנני	एनी
הנעורים	जवानी
הנעורים	युवा
הנעורים	युवाओं
הנעורים	युवावस्था
גרסיה	गार्सिया
מזבח	वेदी
הארכה	ओवरटाइम
הארכה	विस्तार
הארכה	एक्सटेंशन
חמורות	कठोर
קציר	खेती
קציר	कटाई
יריות	गोलियों
יריות	गोले
יריות	शॉट
יריות	गोलियाँ
מדידות	माप
עיגול	सर्किल
עיגול	घेरा
עיגול	वृत
עיגול	वृत्त
מעניינים	रोचक
מעניינים	दिलचस्प
מלבורן	मेलबोर्न
מישהי	किसी
דרקון	ड्रैगन
הפחד	डर
הפחד	ख़ौफ़
הפחד	भय
הכמות	मात्रा
הצטרפות	जुड़ें
הצטרפות	joining
נתרן	सोडियम
מקצועיות	पेशेवर
מקצועיות	व्यावसायिकता
נשמה	आत्मा
עיבודים	adaptations
קופות	ब्लॉकबस्टर
פוריות	प्रजनन
שטוח	फ्लैट
שטוח	सपाट
שטוח	समतल
שטוח	चपटा
תבוסה	पराजित
תבוסה	हार
תבוסה	शिकस्त
הימנעות	बचने
זמינים	उपलब्ध
זמינים	उपलब्धियाँ
מהנדסים	इंजीनियरों
מהנדסים	इंजीनियर्स
קדמי	अग्र
קדמי	सामने
קדמי	प्रचार
קדמי	बूस्ट
חובבים	शौकिया
חובבים	amateur
צפיות	नजारे
צפיות	दृश्य
בגד	विश्वासघात
בגד	गद्दारी
בגד	परिधान
ההקשר	संदर्भ
ההקשר	सन्दर्भ
ההקשר	कॉन्टेक्स्ट
קולין	कॉलिन
קולין	कोलिन
קולין	कोलिन
טדי	टेडी
אנדרס	एन्ड्रेस
אנדרס	आन्द्रेस
אנדרס	ऐन्डर्स
לישון	निद्रा
לישון	नींद
משמעת	अनुशासन
רלוונטיים	प्रासंगिक
לרכב	राइड
לרכב	सवारी
שמידט	श्मिट
פגם	दोष
ריילי	रिले
בעייתית	समस्यापूर्ण
קומוניסטים	कम्युनिस्टों
קומוניסטים	साम्यवादियों
משרות	जॉब
משרות	नौकरियां
משרות	नौकरियाँ
משרות	कार्य
יומית	रोज
יומית	नित्य
יומית	रोजाना
יומית	दैनिक
יומית	प्रतिदिन
יומית	रोज़
אשמה	दोष
אשמה	दोषी
אשמה	गुनाहगार
אשמה	अपराधी
רובו	रोबो
האלפבית	लिपि
האלפבית	वर्णमाला
וייל	वेल
הבריאה	रचना
הבריאה	सृजन
הבריאה	निर्माण
הבריאה	सृष्टि
הכס	तख्तों
בלוק	खंड
בלוק	ब्लॉक
בלוק	ब्लाक
אירית	आयरिश
טיעונים	वितर्क
ברודוויי	ब्रॉडवे
תביא	लाओ
תביא	लाएँ
תביא	लाने
מעידה	बीतने
מרתה	marta
מרתה	मार्था
הנפה	लिफ़्ट
הנפה	वृद्धि
הנפה	लिफ्ट
הנפה	स्विंग
הנפה	झूले
קוראת	पढ़ना
קוראת	पढना
ראי	देख
ראי	देखें
ראי	देखिए
ראי	राई
ראי	राय
ראי	आईना
ראי	मिरर
ראי	शीशा
ראי	प्रतिबिंब
ראי	दर्पण
קטלנית	घातक
שמעבר	परे
תירס	मक्का
תירס	मक्की
תירס	कॉर्न
תירס	मकई
כנסים	प्रथाओं
יוג	यूजीन
ויטמין	विटामिन
ויטמין	विटामिन
לאנג	लंग
לאנג	लैंग
מצוקה	तकलीफ
מינג	मिंग
לנקה	लंका
קילוגרם	किलोग्राम
קילוגרם	पाउंड
קונרד	कोनराड
אמונות	मान्यताओं
הרפובליקני	रिपब्लिकन
צוללת	पनडुब्बी
מזיק	हानिकारक
מזיק	नुकसानदेह
הצוואר	गला
הצוואר	गर्दन
פסיכולוגי	मनोवैज्ञानिक
אוזן	कान
פסקל	पास्कल
אציל	नोबल
אציל	प्रतिष्ठित
מגיב	प्रतिक्रियात्मक
מגיב	प्रतिक्रिया
לנג	लंग
לנג	लैंग
צער	रंज
צער	ग़म
צער	गम
צער	ग़म
צער	गम
צער	विषाद
איכותי	क्वालिटी
איכותי	गुणवत्ता
איכותי	विशेषता
שק	बैग
שק	bag
שק	झोली
שק	थैला
שק	बोरी
אתיקה	नैतिक
אתיקה	नैतिकता
אתיקה	आचार
ויכוחים	वितर्क
הלה	हल्ला
נאמנים	वफ़ादार
נאמנים	ईमानवालों
נאמנים	वफादार
רוט	रोथ
רוט	जड़
רוט	रूट
דרייק	ड्रेक
עזים	बकरियों
מדיסון	मैडिसन
וינסטון	विंस्टन
מאדאם	महोदया
מאדאם	मैडम
מאדאם	मेडम
מעגלים	वृत्त
טוד	टॉड
סביליה	sevilla
הריון	गर्भावस्था
מורדים	विद्रोहियों
שרות	सेवा
ריקי	रिकी
משוב	फीडबैक
משוב	पुनर्भरण
משוב	प्रतिक्रिया
הריסון	हैरिसन
תפארת	महिमा
אולגה	ओल्गा
היציבות	स्थिरता
עכשווית	समकालीन
טלי	टैली
טלי	टेली
פליפה	फेलिप
המפטון	हैम्पटन
הכין	बनाया
הכין	बना
מעיינות	स्प्रिंग्स
מעיינות	स्रोतों
קריאות	कॉल
קריאות	काल्स
קריאות	रीडिंग
מחויבות	प्रतिबद्धता
מסילה	ट्रैक
מסילה	रील
מסילה	track
שכנע	मनाना
שכנע	राजी
אלומיניום	एल्युमिनियम
אלומיניום	एल्यूमिनियम
דז	देस
גירוי	उत्तेजनाओं
קלאוס	क्लॉस
קלאוס	क्लाउस
שאה	शाह
לחזות	भविष्यवाणी
מועיל	उपयोगी
מועיל	उपयोगी
מועיל	सहायक
פטנט	पेटेंट
לינדה	लिंडा
חידות	पहेली
חידות	पहेलियाँ
מסעדת	भोजनालय
מסעדת	रेस्टोरेंट
מסעדת	रेस्तरां
מדונה	मैडोना
סילון	जेट
מחזיקים	पकड़कर
מונטנגרו	मोंटेनेग्रो
היימן	hyman
נשלט	वर्चस्व
נשלט	नियंत्रित
גו	गू
החלים	लागू
החלים	बरामद
החלים	चंगा
נכות	अक्षमता
נכות	विकलांगता
לימדה	सिखाया
לדכא	दबाएँ
לדכא	दबाने
מיסים	करों
מיסים	कर
שטרות	banknotes
שטרות	बिल्स
פריחה	दानों
פריחה	खाज
מעגלי	परिपत्र
מעגלי	वृत्ताकार
מעגלי	गोलाकार
השתנו	परिवर्तित
השתנו	बदला
זרועות	शस्त्र
זרועות	बाहें
עניים	बेचारी
עניים	बेचारे
עניים	गरीब
עניים	बेचारा
עניים	ग़रीब
משרתים	बन्दों
קייל	काइल
החשמלית	ट्राम
חנינה	एमनेस्टी
חנינה	माफ़ी
חנינה	नम्रता
חנינה	दया
אקוודור	इक्वाडोर
מטופלים	रोगियों
מטופלים	मरीजों
לינה	लीना
לינה	lena
לינה	लेना
לינה	आवास
לינה	लीना
לינה	आवास
מוניקה	मोनिका
רכשו	खरीदी
רכשו	ख़रीदा
רכשו	खरीदा
חתונה	शादी
חתונה	मैरिज
חתונה	विवाह
חתונה	शादी
חתונה	विवाह
איזבל	इसाबेल
אלכסיי	एलेक्सी
אלכסיי	अलेक्सेय
להתפלל	दुवा
כותרות	सुर्खियों
כותרות	शीर्षक
אקספרס	अभिव्यक्त
אקספרס	एक्सप्रेस
אקספרס	एक्स्प्रेस
דמו	डेमो
הרחם	गर्भाशय
רומנטי	रोमांटिक
מלאכים	फ़रिश्तों
מלאכים	परियां
מלאכים	परियों
מלאכים	फ़रिश्ते
מסוכנת	खतरनाक
צדדים	किनारा
צדדים	पहलू
ברקלי	बर्कली
ישרים	इमानदार
ישרים	ईमानदार
משאית	ट्रक
משאית	लारी
משאית	ट्रक
השגריר	राजदूत
השגריר	दूत
הבסבורג	habsburg
נזיר	भिक्षु
נזיר	नज़ीर
המנוח	मृतक
מרובות	मल्टीपल
מרובות	बहुमुखी
מרובות	बहु
מרובות	अनेक
לגנוב	चोरी
אודסה	ओडेसा
פיג	सूअर
פיג	सुअर
תן	दे
האוזן	कान
המייסד	संस्थापक
ניתוק	डिस्कनेक्ट
בקבוק	बोतल
הלם	सदमे
הלם	झटका
הלם	शॉक
הורביץ	होर्वित्ज़
ערעור	अपील
המתופף	वादक
דורותי	डोरोथी
גראנד	ग्रैंड
גראנד	ग्रैंडमास्टर
גזענות	जातिवाद
גזענות	नस्लवाद
גזענות	जातिवाद
אליאס	एलियास
נערות	लड़कियां
נערות	लड़कियाँ
נערות	girls
נערות	लड़कियों
הסיכויים	हालात
הקרבה	बलिदान
הקרבה	रिश्तेदारी
פרינסטון	प्रिंसटन
משקיעים	निवेशक
משקיעים	निवेश
משקיעים	निवेशकों
משקיעים	निवेशकों
טבעיות	स्वाभाविक
טבעיות	कुदरती
טבעיות	प्राकृतिक
מקדשים	मंदिरों
ברווז	बत्तख
ברווז	डक
ברווז	बतख
מקושר	कनेक्टेड
מקושר	कनेक्ट
הדוד	अंकल
הדוד	मामा
הדוד	चाचा
הדוד	ताऊ
מרילנד	मेरीलैंड
קורי	कोरी
קורי	कोरी
עוני	निर्धनता
עוני	गरीबी
גס	रफ
גס	रूखी
גס	अशिष्ट
גס	अशिष्ट
גס	rude
גס	असभ्य
זעיר	नन्हा
זעיר	छोटा
פוינט	बिंदु
פוינט	बिन्दु
פוינט	पॉइंट
פוינט	पाइंट
שלישיית	तिकड़ी
בינונית	मध्यम
בינונית	माध्यम
בינונית	मीडियम
השידורים	ट्रांसमिशन
אורגנית	कार्बनिक
אורגנית	जैविक
אורגנית	सशुल्क
מינסק	मिन्स्क
פולי	पॉली
פרדוקס	विरोधाभास
התקנים	उपकरण
התקנים	युक्ति
התקנים	औज़ार
התקנים	डिवाइस
התקנים	मानकों
לנינגרד	लेनिनग्राड
טורינו	टोरिनो
טורינו	टोरीनो
האוהדים	फ़ैन
האוהדים	प्रशंसकों
האוהדים	प्रशंसक
פיניקס	फीनिक्स
הקומנדו	कमांडो
הקומנדו	sas
הקומנדו	कमांडो
נמר	टाइगर
נמר	बाघों
נמר	बाघ
נמר	चीता
נמר	चीते
נמר	तेंदुआ
נייטרלי	निष्पक्ष
נייטרלי	तटस्थ
נייטרלי	न्यूट्रल
הובר	हूवर
ורדה	वर्डे
טכניות	तकनीकी
מכשולים	बाधाओं
מכשולים	रुकावटें
מכשולים	बाधाएं
מהלכים	चाल
מהלכים	moves
מהלכים	चालें
בסיסיות	मूल
בסיסיות	मूलभूत
בסיסיות	बेसिक
בסיסיות	मौलिक
אבולוציה	एवोल्यूशन
סיירה	सिएरा
החנות	स्टोर
קנת	केनेथ
סוהר	जेलर
סוהר	वार्डन
סוהר	जेल
סוהר	थाना
מעוניינת	रुचि
מעוניינת	रुचिकर
מעוניינת	दिलचस्पी
חלופית	वैकल्पिक
קופנהגן	कोपेनहेगन
ליקוי	ग्रहण
ביצות	मग्न
ביצות	वेटलैंड्स
מסעדה	भोजनालय
מסעדה	रेस्टोरेंट
מסעדה	रेस्तरां
כשיר	योग्य
יהודייה	यहूदी
טופל	संभाला
איוב	नौकरी
איוב	job
איוב	कार्य
איוב	जॉब
התיעוד	प्रलेखन
התיעוד	दस्तावेज़ीकरण
גוונים	हाइलाइट
גוונים	शेड्स
סילבה	सिल्वा
מושבת	अक्रिय
מושבת	उपनिवेशों
מושבת	उपनिवेशवाद
מושבת	कॉलोनी
מושבת	उपनिवेश
מושבת	अक्षम
מושבת	विकलांग
מושבת	निष्क्रिय
המחירים	कीमतों
המחירים	दामों
המחירים	कीमतें
גידי	अस्थिर
משקפת	दूरबीन
הסכמים	समझौतों
לאס	लास
חלופי	वैकल्पिक
האיברי	इबेरिया
נצח	शाश्वत
נצח	सनातन
נצח	अनन्त
נעדר	अनुपस्थित
נעדר	अनुपलब्ध
נעדר	अनुपस्थित
נעדר	लापता
בלוטות	ग्रंथियों
המאמצים	प्रयत्न
דוגמנית	मॉडल
דוגמנית	मॉडल
שטיין	स्टीन
הכבישים	सड़कों
הכבישים	सड़कें
סצנה	दृश्य
סצנה	सीन
סצנה	झाँकी
טכניקת	तकनीक
פגזים	गोले
פגזים	शेल
רובים	राइफल्स
רובים	बंदूकें
רובים	बंदूकों
עקבות	ट्रैक
עקבות	ट्रैक्स
חילוני	सेक्युलर
חילוני	धर्मनिरपेक्ष
איה	आया
איה	अया
מורחב	विस्तारित
מורחב	विस्तारित
חמישית	पंचम
חמישית	पाँचवा
חמישית	पांचवा
חמישית	पांचवां
החלון	खिडकी
החלון	विंडो
החלון	खिड़की
מונטה	मोंटे
פריט	वस्तु
פריט	आइटम
פריט	मद
נקמה	प्रतिशोध
נקמה	बदला
נקמה	प्रतिशोध
לימון	नींबू
לימון	नीबू
שיפוט	निर्णय
שיפוט	अधिकारिता
שיפוט	क्षेत्राधिकार
שיפוט	निर्णय
גלויה	पोस्टकार्ड
גלויה	दृष्टिगोचर
גלויה	दृश्यमान
גלויה	दृश्य
מוסא	मूसा
מלווים	एस्कॉर्ट्स
התקרב	ज़ूम
התקרב	जूम
גלויות	पोस्टकार्ड
רמזים	संकेत
אסטרטגיות	रणनीति
שוער	व्यू
שוער	गोलकीपर
שורשי	जड़
שורשי	जड़ें
הדפסה	छापें
הדפסה	प्रिंट
הדפסה	छपाई
הדפסה	प्रिंटिंग
הדפסה	छपाई
הדפסה	मुद्रण
אורגון	ऑरेगॉन
דוח	रिपोर्ट
דוח	रपट
וירוס	वाइरस
וירוס	विषाणु
וירוס	वायरस
כנפי	पंखों
כנפי	पंख
כנפי	विंग्स
חשוף	bare
חשוף	पर्दाफाश
חשוף	उजागर
שקוף	पारदर्शी
אתי	नैतिक
אלסקה	अलास्का
נק	गला
נק	गर्दन
הצל	परछाई
הצל	छाया
מרצון	स्वैच्छिक
מרצון	voluntary
זיגמונד	सिग्मुंड
לידיה	लीडिया
לטיני	लातिन
לטיני	लैटिन
לטיני	लातीनी
חימר	मिट्टी
מפותחת	विकसित
אורלנדו	ऑरलैंडो
ארס	ars
ארס	एरीस
מתון	मॉडरेट
גיבסון	गिब्सन
ברזילאי	ब्राज़ीलियाई
בונפרטה	बोनापार्ट
כימאי	chemists
כימאי	केमिस्ट
נטילת	लेने
קרמר	क्रेमर
מקוונת	ऑनलाइन
משאיות	ट्रक
הזדהות	सहानुभूति
הזדהות	पहचान
הזדהות	एकजुटता
גאומטריה	ज्यामिती
גאומטריה	ज्यामिति
גאומטריה	भूगोल
עירום	नंगे
עירום	नंगा
עירום	नग्न
עירום	नग्नता
עירום	नंगा
עירום	नग्न
פאונד	पाउण्ड
פאונד	पाउंड
פאונד	पाउंड
מחירים	कीमतों
מחירים	दामों
מחירים	कीमतें
אסונות	आपदाओं
בחורה	लडकी
בחורה	लड़की
שומרת	गार्जियन
שומרת	संरक्षक
קרבן	बलिदान
קרבן	पीड़ित
קרבן	पीडित
קרבן	शिकार
בטוחים	सुरक्षित
דרג	दर
דרג	रेट
לואיזיאנה	louisiana
חמוש	सशस्त्र
חמוש	हथियारबंद
הסתברות	संभावना
הסתברות	संभाव्यता
הושגה	हासिल
ליברלית	लिबरल
ליברלית	उदार
האובייקט	वस्तु
האובייקט	ऑब्जेक्ट
סאלי	सैली
מארה	mara
מארה	मारा
ריס	रीज़
ריס	रीस
בריו	रियो
בריו	रिओ
להצליח	सफल
סיד	syd
סיד	सीआईडी
סיד	sid
סיד	सिड
מפחד	भयभीत
מפחד	डर
מפחד	भयभीत
הבוחר	वोटर
תורן	mast
תדמית	छवि
תדמית	प्रतिबिम्ब
תדמית	चित्र
זולה	सस्ता
זולה	सस्ते
