から	출신
国会	국회
国会	국민의회
国会	의회
国会	다이어트
インタビュー	인터뷰
インタビュー	면접
インタビュー	인터뷰
インタビュー	인터뷰
ワシントン	워싱턴
マガジン	잡지
マガジン	매거진
生命	생명
生命	생활
生命	라이프
生命	인생
執行	처형
執行	실행
コミュニティ	커뮤니티
コミュニティ	공동체
コミュニティ	커뮤니티
コミュニティ	공동체
弁護士	변호사
弁護士	변호사
危険	위험한
危険	위험하다
危険	위험
危険	위험
健康	건강하게
健康	건강
健康	건강한
健康	체력
健康	헬스
健康	건강
健康	보건
愛媛	에히메
設備	시설
価格	가격
価格	가격
価格	프라이스
価格	가격결정
価格	가격
アニメーション	애니메이션
アニメーション	애니메이션
対立	갈등
対立	갈등이
対立	충돌
対立	분쟁
参考	참조
参考	참고
工学	공학
工学	엔지니어링
母親	엄마
母親	어머니
専攻	전공
専攻	전공
専攻	메이저
順位	순위
数学	수학
数学	수학
配給	배급
信号	신호
信号	신호
信号	신호기
信号	시그널
ドン	don
ダイレクト	직접
ダイレクト	직통
ダイレクト	direct
ダイレクト	다이렉트
あまり	약간
ゴール	목표
ゴール	목표
金融	재무
金融	재정
金融	금융
スウェーデン	스웨덴
ミス	그리워
ミス	미스
ロバート	로버트
周囲	둘레
動画	동영상
動画	비디오
動画	동영상
動画	비디오
広告	광고
広告	광고
広告	광고
佐賀	사가
実行	처형
実行	실행
実行	처형
実行	실행
始める	시작하기
始める	시작
始める	시작
入口	입구
チャンピオン	챔피언십
チャンピオン	챔피언
チャンピオン	챔피언스
チャンピオン	챔피언
日記	학술
日記	학술지
日記	저널
日記	일기장
日記	다이어리
日記	일기
日記	다이어리
セル	셀프
セル	세포
セル	세포
有効	활성화
有効	유효합니다
有効	유효
有効	유효한
フラン	프랑
フラン	프랜
歌詞	노랫말
サイ	코뿔소
パワー	파워
パワー	전력
パワー	권력
アーティスト	음악가
アーティスト	예술가
アーティスト	아티스트
アーティスト	아티스트가
アーティスト	음악가
アーティスト	예술가
アーティスト	아티스트
アーティスト	아티스트가
食品	푸드
食品	음식
食品	식량
食品	식품
サポート	지원
サポート	지지
サポート	후원
午後	오후
ステーション	역시
戦艦	전함
騎士	기사
騎士	나이트
騎士	나이트
音声	목소리
音声	음성
音声	오디오
音声	연설
音声	음성
遺産	문화유산
権利	권리
トロ	토로
トロ	토토로
学習	학습
学習	배운
学習	학습
学習	배운다
学習	배워
バンク	뱅크
バンク	은행
スコア	점수
スコア	득점
スコア	점수
スコア	득점
スペース	공간
スペース	공백
スペース	스페이스
スペース	공간
スペース	우주
四国	시코쿠
潜水艦	잠수함
潜水艦	잠수함
人生	생명
人生	생활
人生	라이프
人生	인생
証券	증권
ウェブサイト	웹사이트
ウェブサイト	웹사이트
コピー	복사
コピー	카피
コピー	복사본
コピー	사본
コピー	복사
コピー	복사본
コピー	사본
コピー	복사
エピソード	에피소드
エピソード	에피소드
イラスト	삽화
イラスト	일러스트
イラスト	삽화
中山	나카야마
すでに	이미
すでに	벌써
収容	헌신
希望	희망
希望	희망
マリア	마리아
航空機	항공기
ジェイ	제이
マシン	머신
マシン	기계
練習	연습생
練習	연습
練習	연습
ソフトウェア	소프트웨어
燃料	연료
燃料	연료
再生	재생
再生	재활
古い	늙은
古い	오래된
撤退	후퇴
撤退	철수
撤退	금단
領域	구역
領域	영역
領域	지역
領域	면적
司令官	지휘관
司令官	사령관
司令官	커맨더
防御	방위
防御	국방
防御	방어
防御	디펜스
防御	방위
防御	국방
防御	방어
防御	디펜스
天使	천사
天使	천사들
天使	천사
天使	엔젤
無料	free
無料	무료
無料	자유
教室	교실
教室	교실
ビジネス	비즈니스
ビジネス	업체
ビジネス	사업
ビジネス	비즈니스
ジャンプ	점프
ジャンプ	점프
友人	친구
ソウル	서울
ソウル	영혼
ソウル	소울
期待	기대
期待	기대
期待	예상
傾向	경향
自転車	자전거
自転車	자전거
自転車	자전거
自転車	자전거
動き	움직임
銀河	은하
銀河	갤럭시
困難	난이도
困難	어려움
困難	어려움
困難	곤란
モンスター	괴물
モンスター	몬스터
モンスター	괴물이
供給	공급
アカウント	계좌
アカウント	계정
アカウント	계좌
アカウント	계정
記憶	추억
記憶	기억력
記憶	메모리
記憶	기억
フィルム	필름
フィルム	영화
ロケット	로켓
低い	낮은
低い	낮음
低い	low
まとめ	요약
解決	해결
兵器	무기
ウェイ	웨이팅
ウェイ	way
ウェイ	웨이
はい	예스
北京	베이징
北京	베이징
引用	따옴표
引用	인용
引用	인용
引用	따옴표
引用	인용
サイド	측면
サイド	사이드
トリ	토리
原則	원칙
原則	원리
ラブ	러브
ラブ	사랑
株式	주식
株式	공유
株式	주식
株式	재고
信頼	신뢰
信頼	자신감
信頼	신뢰
信頼	신탁
信頼	신뢰
分析	분석
分析	분석하기
分析	해석학
分析	해석
分析	분석
収入	소득
収入	수익
収入	소득
収入	수입
ベルリン	베를린
流れる	흐르는
惑星	행성
惑星	플래닛
惑星	행성
同時	동시
中野	나카노
ルイス	루이스
ルイス	루이스
ルイス	루이
目標	목표
しばしば	자주
裁判所	법정
裁判所	재판소
裁判所	법원
裁判所	법원
計算	계산법
計算	계산
計算	컴퓨팅
計算	계산
計算	계산하기
計算	계산
計算	계산
テスト	테스트
テスト	시험
テスト	테스트
テスト	테스트
テスト	검사
テスト	시험
意識	의식
呼称	명명
物質	물질
物質	물질
許可	권한
許可	허가
許可	허락
許可	허용
許可	허용하기
許可	허가
許可	허용
許可	권한
許可	허가
回復	복구
回復	회복
回復	복구
回復	회복
回復	복구
画家	화가
中止	중단
中止	중지
拡張	확장
拡張	연장
拡張	확장자
大きい	대형
ハート	하트
ハート	심장
ハート	마음
ハート	하트
メン	멘트
メン	남성
メン	남자
治療	치료법
治療	치료
治療	시술
治療	치료
固定	고정
固定	고정
マイケル	마이클
マイケル	미하엘
マイケル	미카엘
観客	관람객
観客	구경꾼
観客	타겟
観客	관객
観客	타겟
免許	라이선스
免許	라이센스
免許	면허
免許	허가서
装甲	갑옷
装甲	기갑
装甲	갑옷
寺院	템플
寺院	신전
寺院	사원
寺院	신전
寺院	사원
占領	점령
占領	점령
青春	청년
青春	청소년
青春	젊음
青春	청춘
佐々木	사사키
背景	배경
背景	배경색
背景	배경
比較的	상대적으로
準備	준비
準備	준비하기
準備	준비
アート	예술
アート	미술
アート	아트
規格	표준
スイス	스위스
スイス	스위스
除去	제거
形状	모양
形状	형태
形状	모양
シアター	연극
シアター	극장
シアター	영화관
知事	주지사
崩壊	붕괴
崩壊	축소
崩壊	붕괴
最新	최신
最新	최근
最新	최신
キリスト教	기독교
キリスト教	크리스티안
キリスト教	크리스천
キリスト教	크리스찬
キリスト教	기독교
交渉	협상
交渉	협상
交渉	협상
武田	다케다
マスター	마스터스
マスター	마스터
アナ	ana
アナ	아나
アナ	안나
最近	최근
最近	최근
最近	최근에
最近	최근
最近	최근에
アウト	아웃
協定	동의
協定	협정
協定	합의
協定	협약
協定	협정
スクール	학교
スクール	학교는
スクール	스쿨
スクール	학원
推定	추정
協議	협의
協議	상담
吸収	흡수
ダウン	다운
ダウン	아래로
処分	기질
大佐	대령
軍団	군단
高松	다카마쓰
遺跡	폐허
ケイ	케이
中間	중간
アクション	행동
アクション	활동
アクション	작업
アクション	동작
アクション	액션
アクション	행동
アクション	활동
アクション	동작
アクション	액션
検証	검증
検証	확인
検証	인증
検証	검증
検証	인증
検証	검증
上野	우에노
認識	인식
逮捕	체포
逮捕	체포
逮捕	체포
オフ	끄기
金属	메탈
金属	금속
金属	금속
トーク	talk
バラ	장미
バラ	장미
バラ	로즈
消防	소방
松山	마쓰야마
拒否	거절
拒否	거부
拒否	쇠퇴
拒否	거절
拒否	거절
拒否	거부
拒否	부정
拒否	거부
ボス	사장님
ボス	보스
戦略	전략
戦略	전략
ゴールデン	황금
ゴールデン	골든
トル	토루
クロス	교차
クロス	십자
クロス	십자가
クロス	크로스
興行	엔터테이너
興行	연예인
興行	공연
興行	성과
興行	성능
スケート	스케이트
スケート	스케이트보드
スケート	스케이트
解除	취소
関数	함수
関数	함수
負傷	부상당한
ソビエト	소련
ガール	girl
ガール	소녀
フランク	프랑크
フランク	프랭크
ハンガリー	헝가리
職員	직원
職員	공식
職員	official
ポート	항구
ポート	포트
ポート	항구
ポート	포트
検査	시험
検査	검사
検査	점검
検査	검사
ホワイト	하얀
ホワイト	화이트
ホワイト	흰색
ホワイト	하얀색
ホワイト	하얗게
ミックス	엇갈린다
ミックス	혼합
ミックス	섞어
ミックス	믹스
ミックス	혼합
資金	기금
資金	자금
資金	펀드
質問	질문
質問	질문
閉鎖	닫힘
閉鎖	폐쇄
演劇	연극
演劇	극장
演劇	영화관
演劇	연극
演劇	극장
言及	언급
言及	언급하기
言及	언급
ギリシャ	그리스
金曜日	금요일
金曜日	프라이데이
ライフ	생명
ライフ	생활
ライフ	라이프
ライフ	인생
否定	거부
否定	부정
否定	거부
否定	부정
大使	대사
大使	대사
広場	제곱
広場	스퀘어
広場	광장
広場	사각형
広場	정사각형
ヤング	영영
ヤング	젊은
ヘンリー	헨리
常に	항상
常に	언제나
振興	선진
爆発	폭발
爆発	폭발
売上	매출
売上	영업
売上	판매
モスクワ	모스크바
重複	중복
重複	복사
重複	중복
重複	복제
重複	겹치기
重複	중복
さくら	사쿠라
橋本	하시모토
概念	concept
概念	컨셉
概念	개념
概念	컨셉
概念	개념
概念	concepts
パート	부분
パート	부품
パート	파트
危機	위기
危機	위기
ドライバー	운전자
ドライバー	드라이버
ドライバー	운전사
ドライバー	드라이버
ドライバー	운전사
裁判	재판
巨人	자이언츠
巨人	자이언트
巨人	자이언트
巨人	거대
トーナメント	토너먼트
トーナメント	대회
北東	북동
北東	북동부
エース	에이스
エース	ace
アクセス	접속
アクセス	접근
アクセス	액세스
アクセス	접근
安定	안정성
安定	안정
安定	안정화
安定	안정환
安定	안정적
安定	안정
青山	아오야마
調整	조정
調整	조정
調整	조정
不足	부족
不足	부족
解釈	해석
岡田	오카다
買収	습득
買収	획득
買収	인수
買収	수집
募集	모집
募集	채용
ホームページ	홈페이지
プレイ	놀기
プレイ	재생
プレイ	연주
プレイ	플레이
ビット	비트
ビット	비트
日曜日	일요일
日曜日	일요일
注目	추천
注目	대표
注目	관심
注目	주의
注目	시선
分布	분포
分布	분배
分布	배포
分布	배포판
太田	ota
太田	오타
パス	경로
パス	path
パス	경로
パス	패스
ミュージシャン	음악가
ミュージシャン	연주자
ミュージシャン	뮤지션
ミュージシャン	음악가
ミュージシャン	연주자
ミュージシャン	뮤지션
リーダー	리더
リーダー	독자
リーダー	리더
リーダー	지도자
リーダー	리더
与える	give
ファイナル	기말고사
ファイナル	파이널
ファイナル	결승전
ファイナル	파이널
ファイナル	결승전
ファイナル	결승
コモ	코모
ポルトガル	포르투갈
高度	고도
テニス	테니스
結合	채권
結合	결합
結合	본드
知識	지식인
知識	지식
ライセンス	라이선스
ライセンス	사용권
ライセンス	라이센스
ライセンス	면허
ライセンス	라이선스
ライセンス	라이센스
ライセンス	면허
ライセンス	라이선스
ライセンス	라이센스
ライセンス	면허
ライセンス	허가서
メール	편지
メール	메일
メール	우편
メール	이메일로
メール	이메일
メール	이메일
生涯	평생
赤い	붉은
赤い	붉은색
赤い	레드
赤い	빨간색
赤い	빨강
クリア	지우기
クリア	지우
クリア	맑음
実績	성취
実績	달성
実績	업적
実績	기록
実績	업적
実績	성취
アリ	개미
アリ	개미
アリ	알리
アリ	ali
バスケットボール	농구
繰り返し	반복
繰り返し	반복한다
繰り返し	반복합니다
繰り返し	반복
繰り返し	반복
閲覧	탐색
閲覧	둘러보기
閲覧	찾아보기
閲覧	브라우징
土曜日	토요일
土曜日	토요일
端末	터미널
端末	터미널
トヨタ	토요타
上昇	상승
上昇	rise
都道府県	상태
都道府県	국가
隊長	캡틴
隊長	대위
隊長	선장
悪魔	악마
悪魔	악마
規制	규제
規制	규정
規制	규제
オペラ	opera
オペラ	오페라
カイ	카이
みんな	모두
ディレクター	디렉터
ディレクター	감독
判決	판결
判決	판단력
判決	심판
判決	판단
駐車	주차장
駐車	주차
女王	여왕
木曜	목요일
修了	완성
合成	합성
合成	합성
合成	작곡
合成	합성
ミン	민아
ミン	민지
ミン	민수
ローズ	장미
ローズ	로즈
島根	시마네
数字	숫자
上海	상하이
侵攻	침략
侵攻	침공
侵攻	침공
国旗	깃발
国旗	국기
国旗	플래그
国旗	플래그
国旗	깃발
人類	인류
人類	인류
現象	현상
現象	현상
二つ	두두
二つ	두분
にもかかわらず	불구하고
証明	증명
証明	증명
証明	증거
祭り	축제
祭り	페스티벌
祭り	축제
祭り	페스티발
祭り	페스티벌
ジェームズ	제임스
ゴールド	골드
ゴールド	황금
社員	직원
社員	직원
社員	직원들
村上	무라카미
エア	항공
エア	에어
エア	공기
アイルランド	아일랜드
ボタン	버튼
ボタン	단추
ボタン	버튼
ボタン	단추
プロフィール	프로파일
プロフィール	프로필
プロフィール	프로파일
プロフィール	프로필
仏教	불교
仏教	불교
ストリート	거리가
ストリート	스트리트
ストリート	거리
ストリート	길거리
ストリート	거리
ストリート	길거리
強制	강제
ロス	로스
ボン	bonn
サウンド	소리
サウンド	사운드
サウンド	소리
ベトナム	베트남
世帯	가구
世帯	집안
世帯	가구
衝突	충돌
生成	생성하기
生成	생성
ローカル	국소
ローカル	로컬
ローカル	현지
境界	경계
境界	경계
境界	경계선
続ける	계속
続ける	계속하기
蒸気	증기
蒸気	증기
蒸気	스팀
蒸気	증기
巡洋艦	크루저
インチ	인치
インチ	인치
体験	경험
体験	체험
区別	구별
アメリカン	아메리칸
アメリカン	미국인
ブレーキ	브레이크
ブレーキ	브레이크
兵士	군인
兵士	병사
兵士	군인
兵士	병사
スタン	스탄
スタン	스탠리
スタン	스텐
スタン	스탠
解放	해방
石油	오일
石油	석유
石油	기름
バレーボール	배구
リード	리드
リード	리드
青木	아오키
ゴルフ	골프
坂本	사카모토
シート	시트
シート	시트
ミッション	미션
ミッション	선교
ミッション	미션
組み合わせ	조합
組み合わせ	결합
組み合わせ	조합
人形	인형
人形	인형
ミュージカル	뮤지컬
ミュージカル	뮤지컬
大野	오노
現場	장면
現場	현장
エジプト	이집트
プレミアム	프리미엄
趣味	취미
趣味	취미
将来	미래
将来	퓨처
授業	강습
授業	레슨
授業	수업
授業	레슨
授業	교훈
授業	수업
料金	운임
料金	요금
料金	수수료
身体	시체
身体	몸매
身体	몸매가
作者	작가
作者	제작자
作者	작성자
作者	작가
作者	저자
作者	제작자
作者	작성자
松平	마쓰다이라
スカ	ska
スカ	스카
スカ	스카우터
地理	지리학
地理	지리
ダブルス	복식
百万	백만명
百万	백만
命名	명명
表面	표면
表面	지표면
訪問	방문
訪問	방문하기
訪問	방문
訪問	방문자
合格	지나가다
合格	지나가다가
合格	지나가
合格	지나가는
フランス語	프랑스
フランス語	프랑스어
フランス語	프렌치
フランス語	프랑스인
パイロット	조종사
パイロット	조종사
パイロット	파일럿
トルコ	터키
トルコ	칠면조
マス	송어
ウクライナ	우크라이나
ディスク	디스크
ディスク	디스크
続き	계속
国勢調査	인구조사
次元	차원
シカゴ	시카고
パーソナリティ	성격
パーソナリティ	인격
パーソナリティ	개성
国籍	국적은
国籍	국적
国籍	국적
称号	타이틀
称号	제목
称号	타이틀
称号	제목
敗北	패배
セン	센다
規則	규칙
クラシック	클래식
クラシック	고전주의
クラシック	고전
クラシック	클래식
クラシック	고전
車線	레인
車線	차로
機会	기회
機会	기회
新幹線	신칸센
スカイ	스카이
スカイ	하늘
スカイ	스카이
ドリーム	드림
ソニー	소니
ロゴ	로고
コア	핵심
コア	코어
学期	학기
古典	클래식
古典	고전주의
古典	고전
古典	클래식
古典	고전
大人	성인
大人	어른
大人	성인
大人	어른
海岸	코스트
海岸	해안
ボックス	box
ボックス	상자
ボックス	박스
ボックス	상자
ボックス	박스
神話	신화
神話	신화
フィギュア	입상
フィギュア	수치
フィギュア	피규어
フィギュア	그림
支部	지점
支部	분기
どこ	어디서
どこ	어디
どこ	어디에
どこ	어디로
貿易	무역
貿易	트레이드
挿入	삽입
挿入	삽입
敷地	사이트
マッチ	일치하는
マッチ	성냥
マッチ	일치
マッチ	일치하기
マッチ	일치합니다
マッチ	매치
マッチ	일치
空気	항공
空気	에어
空気	공기
快速	급속
快速	급속한
譲渡	전송
譲渡	할당
ピン	pin
ピン	고정
両親	부모
両親	부모님
セイ	say
投資	투자
投資	투자
投資	투자
芸人	연예인
ミステリー	미스테리
ミステリー	미스터리
小川	오가와
小川	브룩
経過	진행
経過	경과
後藤	고토
疑問	질문
キャンパス	캠퍼스
キャンパス	캠퍼스
ゲート	대문
ゲート	게이트
恋人	연인
恋人	애인
恋人	연인
恋人	연인들
恋人	연인
恋人	애인
ノース	북부
ノース	북쪽
ノース	노스
ナショナル	국립
ナショナル	내셔널
ナショナル	국민
別名	별칭
別名	별명
日立	히타치
石井	이시이
話題	주제
水曜	수요일
本体	시체
本体	몸매
本体	몸매가
怪獣	괴물
怪獣	몬스터
怪獣	괴물이
テキサス	텍사스
反乱	반란
反乱	반란
消費	소비
不可能	impossible
不可能	불가능하다
不可能	불가능
不可能	불가능한
ジャズ	재즈
川村	가와무라
利益	이익
利益	혜택
爆弾	폭탄
抵抗	저항운동
抵抗	저항성
抵抗	저항
文芸	문학
リチャード	리차드
リチャード	리처드
日産	닛산
患者	환자
患者	환자들
患者	환자
カット	잘라
離脱	철수
離脱	금단
メタル	메탈
メタル	금속
プラス	플러스
学年	성적
学年	학년
岡崎	오카자키
相互	상호
業界	업계
業界	산업
白い	하얀
白い	화이트
白い	흰색
白い	하얀색
白い	하얗게
株主	주주
株主	주주
場面	장면
場面	장면
場面	현장
書く	쓰기
書く	글쓰기
警視	감독관
ジム	헬스
ジム	체육관
ジム	다짐
メッセージ	메시지
メッセージ	메세지
メッセージ	메시지
詩人	시인
詩人	시인
顧問	충고
ランク	계급
ランク	순위
オンライン	온라인
脱退	철수
脱退	금단
三浦	미우라
記号	기호
記号	상징
記号	기호
記号	상징
記号	기호
記号	서명
記号	사인
変換	변신
変換	변환
変換	변형
変換	변환
変換	전환
変換	변환
変換	변환
変換	변신
変換	변형
変換	변환
変換	전환
過程	프로세스
過程	절차
過程	과정
オーバー	외투
襲撃	습격
ヘッド	헤드
ヘッド	머리
ヘッド	원수
資産	자산
資産	자산
マリ	마리
手紙	글자
手紙	편지
手紙	편지
アイテム	항목
アイテム	품목
アイテム	아이템
アイテム	상품
アイテム	항목
アイテム	품목
アイテム	아이템
爆撃	폭격
爆撃	폭파
単に	간단히
単に	단순하게
単に	단순히
小田	oda
ダブル	더블
交響曲	교향곡
交響曲	교향곡
入力	입력
入力	입력기
入力	입력하기
入力	입출력
公表	발표
公表	공지
公表	공지사항
公表	출판물
公表	출판
任意	자발적
黄金	황금
黄金	골든
短い	짧게
短い	쇼트
短い	짧은
発達	개발
発達	발달
神経	신경
ボード	보드
ボード	게시판
ボード	이사회
ボード	보드
姿勢	태도
姿勢	자세
議長	스피커
議長	회장님
議長	회장
スポンサー	스폰서
スポンサー	후원
スポンサー	스폰서
スポンサー	후원
スポンサー	스폰서
スポンサー	후원
スポンサー	스폰서
ドイツ語	독일
ドイツ語	독일인
ドイツ語	독일어
気象	날씨
メトロ	메트로
メトロ	지하철
ボディ	시체
ボディ	몸매
ボディ	몸매가
ポケット	포켓
ポケット	주머니
ポケット	주머니
ピーター	베드로
ピーター	피터
福山	후쿠야마
ヒーロー	히어로
ヒーロー	영웅
北陸	호쿠리쿠
再建	재구성
再建	재건
ブラウン	갈색
ブラウン	브라운
ブラウン	브라운
ブラウン	브라운
オス	남성
オス	수컷
オス	남성
オス	수컷
国境	국경
国境	경계
国境	경계선
国境	테두리
リニューアル	갱신
織田	oda
ドライブ	드라이브
ドライブ	드라이브
不動産	부동산
イスラエル	이스라엘
試み	시도
暗殺	암살
暗殺	암살자
暗殺	암살
暗殺	암살
斎藤	사이토
斎藤	사이토
小倉	고쿠라
小倉	오쿠라
小倉	오구라
漢字	간지
武蔵	무사시
特典	특전
分岐	분기
措置	조치
措置	측정
措置	대책
約束	약속
リオ	리오
ラウンド	라운드
リス	다람쥐과
リス	다람쥐
リス	리스
リス	다람쥐과
リス	다람쥐
ベルギー	벨기에
ベルギー	벨기에
循環	순환
上陸	착륙
上陸	랜딩
感染	감염증
感染	염증
感染	감염
地獄	지옥
現実	리얼리티
現実	현실
若い	어려
若い	영영
若い	젊은
ブルース	블루스
最強	최강
承認	합격
承認	수락
承認	승인
承認	승인
フライ	날아라
フライ	플라이
フライ	프라이
極めて	극도로
学ぶ	배운다
学ぶ	배워
藤田	후지타
スピード	속력
スピード	속도
スピード	스피드
スピード	속도
プレス	프레스
プレス	누르기
阿部	아베
アシスタント	조교
アシスタント	조수
アシスタント	보조
半分	절반
指示	명령어
指示	지침
指示	지시
指示	안내
予想	추측
予想	추측
答え	응답
答え	정답
答え	대답해
答え	대답
答え	답변
イカ	오징어
定員	용량
財政	재무
財政	재정
財政	금융
研究者	연구자
研究者	연구원
研究者	연구자
研究者	연구원
ケーブル	케이블
ケーブル	케이블
トランス	트랜스
トランス	트랜스
トランス	트랜스월드
トランス	트랜스포트
十字	교차
十字	십자
十字	십자가
十字	크로스
ハード	열심히
ハード	하드
ハード	어려워
さいたま	사이타마
教皇	교황
任命	약속
任命	예약
ドラム	드럼
ドラム	드럼
ドラム	드럼은
ガラス	잔다
ガラス	유리
ガラス	글래스
悪い	bad
悪い	나쁜
悪い	나쁘다
ヤード	마당
ヤード	야드
教員	선생님
教員	교사
教員	스승
教員	교사들
教員	교사
キャリア	경력
キャリア	직업
キャリア	커리어
キャリア	항공사
キャリア	통신사
キャリア	캐리어
キャリア	커리어
月曜日	월요일
月曜日	월요일부터
月曜日	월요
月曜日	먼데이
月曜日	월요일
マラソン	마라톤
マラソン	마라톤
恐れ	공포
恐れ	두려움
恐れ	공포증
自宅	집에
自宅	고향
自宅	집으로
自宅	가정
出発	출발
出発	출발
出発	출국
単純	단순
単純	간단
単純	심플
単純	단순한
単純	간단하다
単純	간단한
インターナショナル	국제
インターナショナル	인터내셔널
進む	전진
進む	전달
進む	앞으로
脱出	탈출
ターミナル	터미널
サウス	남부
サウス	사우스
サウス	남쪽
ウェスト	서쪽
ウェスト	서부
ウェスト	웨스트
輸入	가져오기
輸入	불러오기
輸入	수입
輸入	수입
体育館	헬스
体育館	체육관
体育館	김나지움
体育館	체육관
ガイド	안내서
ガイド	가이드
ガイド	안내
ガイド	가이드
混乱	엉망
混乱	엉망이
混乱	혼란
混乱	혼돈
混乱	혼동
混乱	혼란
ファースト	우선
ファースト	퍼스트
ファースト	처음
ファースト	먼저
タワー	타워
聖書	성경
予算	예산
予算	예산
予算	예산
福田	후쿠다
函館	하코다테
ボクシング	복싱
スコットランド	스코틀랜드
フィリピン	필리핀
フィリピン	필리핀
コート	외투
コート	코트
コート	법정
コート	재판소
コート	법원
両方	둘다
災害	재난
災害	재난
災害	재해
イヤー	year
イヤー	연도
マリー	마리야
マリー	마리
経歴	경력
経歴	직업
経歴	커리어
プール	수영장
プール	수영장
社団	협회
ショップ	상점
ショップ	가게
ショップ	쇼핑
ショップ	상점
ショップ	가게
仮面	마스크
タクシー	택시
タクシー	택시
相談	협의
相談	상담
ウルトラ	울트라
シナリオ	시나리오
シナリオ	시나리오
シナリオ	시나리오는
楽章	움직임
楽章	운동
モンゴル	몽골
モンゴル	몽골족
モンゴル	몽골
辞任	사임
辞任	사직
辞任	사직
辞任	사임
ウッド	나무
ウッド	우드
ウッド	목재
離婚	이혼
離婚	이혼
スミス	스미스
デンマーク	덴마크
ペン	pen
ボーナス	보너스
豊田	토요타
オフィス	사무실
オフィス	사무소
オフィス	사무실
オフィス	오피스
キャンペーン	캠페인
キャンペーン	캠페인
キャンペーン	전역
走る	달리기
走る	런닝
走る	달려
走る	실행
走る	달리기
走る	런닝
看護	간호
助手	조교
助手	조수
助手	보조
バラエティ	다양체
バラエティ	버라이어티
編纂	컴필레이션
編纂	컴파일러
編纂	컴파일
最低	최소
ラス	러스
ラス	라스
権限	권위
権限	권한
権限	허가
クリスマス	크리스마스
取扱	처리
取扱	취급
取扱	다루기
ラグビー	럭비
マックス	맥스
マックス	막스
マックス	최대
マックス	max
退職	은퇴
退職	퇴직
退職	은퇴
退職	퇴직
署名	서명
署名	사인
署名	기호
署名	서명
署名	사인
署名	서명
コーラス	합창
コーラス	코러스
北西	북서쪽
北西	노스웨스트
北西	북서부
北西	북서
ナンバー	숫자
ナンバー	번호
小野	오노
小野	오노노
黒い	검은색
黒い	검정
黒い	검정색
黒い	블랙
校長	교장
印刷	인쇄
印刷	프린트
印刷	프린팅
印刷	인쇄
印刷	프린터
クレジット	크레딧
クレジット	학점
クレジット	크레딧
クレジット	신용
クレジット	신용카드
発音	발음
発音	발음
発音	발음
上部	인기
上部	top
ショッピング	쇼핑
戻る	다시
戻る	뒤로
送信	보내기
送信	전송
送信	송신
送信	발신
送信	제출합니다
送信	제출
送信	송금
送信	보내기
送信	보냅니다
送信	전송
パートナー	파트너
パートナー	파트너는
パートナー	파트너
ポスト	게시
ポスト	게시글
ポスト	포스트
ポスト	게시물
防止	방지
防止	예방
しかしながら	그러나
保障	보증
回答	응답
回答	응답하라
回答	응답
回答	답변
回答	답변
回答	대답
回答	응답
回答	정답
回答	대답해
回答	대답
回答	답변
ダイヤモンド	다이아몬드
ダイヤモンド	다이아몬드
ダイヤモンド	diamonds
松田	마쓰다
松田	마츠다
デモ	데모
デモ	시위
デモ	시연
デモ	시위
デモ	데모
主体	주제
主体	제목
小さい	작아
小さい	소작
小さい	리틀
司令部	본부
司令部	본사
ユーロ	유로로
ユーロ	유로
三島	미시마
コール	통화
コール	전화
コール	호출
ヘル	지옥
造船	조선소
平野	평원
平野	평범
平野	히라노
養子	채택
養子	입양
楽器	악기
楽器	계기
アリス	앨리스
ラテン	라틴
ラテン	라틴어
ツール	공구
ツール	도구
ツール	도구
同期	동기화
同期	동기화
同期	동기화
司法	사법
司法	사법
司法	사법제도
文明	문명
文明	문명의
文明	문명
選考	선택
選考	상영
選考	시사회
屋根	옥상
屋根	옥상
屋根	지붕
ファンタジー	판타지
ファンタジー	환상
合戦	전투
エドワード	에드워드
本文	시체
本文	몸매
本文	몸매가
描写	묘사
描写	묘사
座席	좌석
座席	자리
座席	좌석
座席	자리
石田	이시다
レストラン	음식점
レストラン	레스토랑
レストラン	식당
レストラン	음식점
レストラン	레스토랑
レストラン	식당
クイーン	여왕
信仰	믿음
信仰	신념
信仰	신앙
信仰	신념
信仰	믿음
信仰	신앙
ポー	poe
車庫	차고
車庫	주차장
難しい	열심히
難しい	하드
難しい	어려워
難しい	어려운
難しい	어려움
難しい	어려워
アマチュア	아마추어
アマチュア	아마추어
競輪	경륜
アルゼンチン	아르헨티나
アルゼンチン	아르헨티나인
アルゼンチン	아르헨티나
アルゼンチン	아르헨티나인
アルゼンチン	아르헨티나
アルゼンチン	아르헨티나인
シンガポール	싱가포르가
シンガポール	싱가폴
シンガポール	싱가포르
コンテスト	콘테스트
コンテスト	경쟁
コンテスト	콘테스트
コンテスト	대회
ジェット	제트
ジェット	제트기
故障	실패
優先	우선순위
旅団	여단
研修	훈련
研修	트레이닝
研修	지망생
みどり	미도리
テロ	테러리즘
テロ	테러
流行	추세
流行	trend
流行	경향
流行	트렌드
起源	출처
直径	직경
直径	지름
攻略	캡쳐
攻略	캡처
法学	법칙
法学	법률
法学	법학
法学	법학
パッケージ	패키지
パッケージ	소포
パッケージ	패키지
浦和	우라와
評論家	비평가
評論家	평론
評論家	크리틱스
評論家	비평가
明日	내일
マイク	마이크
火災	화재
火災	불화
測定	측정
測定	계측
測定	측정
測定	측도
測定	측정
測定	측정
フェスティバル	축제
