से	od
विदेशी	strani
विदेशी	stranim
कोशिश	pokušaj
कोशिश	try
सूत्र	formula
जीव	stvorenja
जीव	organizam
जीव	organizma
डिग्री	stepena
डिग्री	stepeni
डिग्री	stepenu
डिग्री	stepen
डिग्री	stepena
डिग्री	deg
जिनके	cije
बाल	dlaka
बाल	bal
झील	jezero
मामलों	slučajevi
यद्यपि	iako
ना	naa
स्वामी	vlasnik
स्वामी	vlasnici
स्वामी	vlasnike
सिर्फ	samo
सिर्फ	samo
कश्मीर	kašmir
सुविधा	objekat
सुविधा	igranih
सुविधा	igrane
सुविधा	komunalne
पिछले	prethodna
पिछले	prethodnim
पिछले	prethodni
पिछले	prethodno
पिछले	prethodnom
पिछले	prethodne
आयु	ayu
आयु	dugovječnost
आयु	uzrast
आयु	godište
आयु	doba
आयु	age
आयु	starost
आयु	vijek
आयु	godišta
प्रचार	promocije
प्रचार	promocija
प्रचार	promovisanje
प्रचार	promoviranja
प्रचार	promovira
प्रचार	propaganda
प्रशिक्षण	obuke
प्रशिक्षण	trening
प्रशिक्षण	obuka
प्रशिक्षण	treninga
प्रशिक्षण	obuku
फ़रवरी	februar
फ़रवरी	feb
रेडियो	radio
डिजाइन	dizajn
कंप्यूटर	računar
कंप्यूटर	računari
मंत्री	ministar
मंत्री	ministri
सम्बन्ध	odnosu
सम्बन्ध	odnosi
आबादी	naseljena
आबादी	naseljeno
आबादी	populacija
तत्व	elemenata
तत्व	elementima
तत्व	elementa
तत्व	elemente
तत्व	elementi
तत्व	elemenat
तत्व	element
दस	deset
आगरा	agra
भौतिक	fizički
भौतिक	fizičko
भौतिक	fizičke
जिन	jin
जिन	džin
आपको	vi
आपको	ti
आपको	you
आपको	te
सहयोग	saradnja
सहयोग	saradnja
गैस	plin
वी	wii
राय	mišljenje
राय	rai
राय	mišljenja
राय	roy
राय	roj
कनाडा	kanada
व्यक्तियों	osobe
विश्लेषण	slom
विश्लेषण	analiza
विश्लेषण	analitičari
लक्ष्य	mete
लक्ष्य	gol
लक्ष्य	cilj
लक्ष्य	meta
लक्ष्य	ciljevi
शासक	vladar
न्यायालय	sud
तमिल	tamilski
अधिकतर	većinom
अधिकतर	uglavnom
मीडिया	media
मीडिया	mediji
जूलियन	julian
जूलियन	juliana
जूलियन	julijanski
पार्क	parkovi
अधिकारी	zvanična
अधिकारी	zvaničnik
अधिकारी	zvanične
अधिकारी	zvanični
अधिकारी	službeni
अधिकारी	oficire
अधिकारी	oficir
अधिकारी	oficirom
अधिकारी	oficiri
अधिकारी	službenici
अधिकारी	oficire
मिट्टी	glina
मिट्टी	blato
तंत्र	sistem
सितम्बर	septembar
सितम्बर	sep
सप्ताह	sedmica
सप्ताह	sedmica
निकट	skorom
निकट	blizu
क्रम	naređenje
क्रम	naredbu
क्रम	reda
क्रम	red
क्रम	niz
बनने	postaju
बनने	postavši
भवन	zgrada
मिली	našla
मिली	pronađen
मिली	pronađena
मिली	pronašli
मिली	pronašao
मिली	utvrdila
मिली	imam
मिली	got
मिली	dobio
मिली	dobila
ग्राम	grama
ग्राम	gram
शायद	možda
शायद	možda
शायद	vjerovatno
देख	vidi
देख	jie
देख	vide
देख	vidjeti
देख	see
देख	vidimo
लिंक	veza
लिंक	link
लिंक	veza
पाँच	pet
निर्देशक	režiser
निर्देशक	direktor
लक्षण	simptomi
लक्षण	simptom
संपर्क	kontakt
संपर्क	kontakti
वित्तीय	finansijski
गंगा	ganga
गंगा	ganges
महीने	meseci
महीने	mjesecima
महीने	mjesec
शर्मा	sharma
सुरक्षित	zaštićeni
सुरक्षित	zaštićen
सुरक्षित	zaštićena
सुरक्षित	rezervisan
सुरक्षित	osigurati
सुरक्षित	osigurali
सुरक्षित	obezbjedi
सुरक्षित	osigurana
सुरक्षित	obezbjeđen
पर्यावरण	okruženju
पर्यावरण	okoliš
पर्यावरण	sredina
पर्यावरण	okolina
पर्यावरण	okruženje
लगातार	kontinuirani
लगातार	neprekidna
लगातार	kontinuirano
लगातार	uzastopnih
पद्म	padma
अत्यधिक	teži
अत्यधिक	izuzetno
भूगोल	geometrija
भूगोल	globus
भूगोल	geografija
बेहतर	bolji
बेहतर	bolje
मुख्यालय	sjedište
लिपि	abeceda
लिपि	scenario
एल्बम	album
एल्बम	albuma
धन	novac
सॉफ्टवेयर	softver
योग	sum
योग	suma
गुजरात	gujarat
शीर्ष	top
संस्था	institucija
औद्योगिक	industrijske
औद्योगिक	industrijska
औद्योगिक	industrijski
प्रधान	načelnik
प्रधान	glavni
प्रधान	šef
नेता	lider
नेता	lideri
संविधान	ustav
अनुमान	procjena
शीर्षक	headline
शीर्षक	caption
शीर्षक	titule
शीर्षक	titula
शीर्षक	titula
अवसर	povod
अवसर	šansa
अवसर	prilika
अवसर	priliku
अवसर	prilike
अवसर	mogućnosti
अंक	brojke
अंक	rezultat
अंक	rezultatom
अंक	tačaka
अंक	desetine
अंक	skor
शोध	istraživanje
शोध	istraživanja
स्पेन	španija
गांधी	gandhi
हमेशा	uvijek
हमेशा	uvek
जोखिम	rizik
तापमान	temperatura
शाखा	grana
शाखा	ogranak
शाखा	grana
इत्यादि	etc
इत्यादि	itd
प्रतीक	simboli
प्रतीक	simbola
प्रतीक	simbol
प्रतीक	ikona
प्रतीक	simboli
प्रतीक	icons
प्रतीक	ikone
संदर्भ	reference
संदर्भ	ref
संदर्भ	referenca
संदर्भ	kontekst
संदर्भ	kontekstu
आयोजन	organizuje
करीब	bliže
करीब	bliža
करीब	zatvori
करीब	blizu
करीब	bliskoj
करीब	bliski
करीब	blizak
करीब	bliska
चक्र	točak
चक्र	ciklusi
चक्र	ciklusa
चक्र	ciklus
प्राथमिक	primarna
प्राथमिक	primarni
प्राथमिक	preliminarni
प्राथमिक	preliminarne
प्राथमिक	preliminarna
गुण	osobina
गुण	imovine
गुण	vlasništvo
गुण	imovina
गुण	imovinu
गुण	imovinska
गुण	svojstva
गुण	atributi
ग्रह	planeta
ग्रह	planete
ग्रह	planeta
महल	mahal
महल	tvrđave
महल	palata
महल	palača
सिद्ध	dokazan
सिद्ध	dokazala
सिद्ध	dokazana
सिद्ध	dokazano
बजाय	umjesto
बजाय	radije
बजाय	umjesto
बजाय	umesto
निधन	smrt
बराबर	jednako
बराबर	jednako
बराबर	jednaki
बराबर	jednakih
बराबर	jednake
बराबर	jednaka
मिनट	minuta
मिनट	minuta
मिनट	min
फिल्मों	filmovi
फिल्मों	filmova
व्यवसाय	preduzeća
व्यवसाय	profesiji
व्यवसाय	struke
व्यवसाय	profesije
व्यवसाय	poslovni
व्यवसाय	poslovanje
संरक्षण	konzervacijska
संरक्षण	održanja
संरक्षण	očuvanje
संरक्षण	zaštita
संरक्षण	zaštitu
शो	show
शो	emisiju
शो	nastup
शो	šou
शो	sou
प्रस्ताव	prijedlog
प्रस्ताव	prijedlozi
प्रस्ताव	ponuda
रिपोर्ट	izveštaj
रिपोर्ट	izvještaj
रिपोर्ट	izvještaje
रिपोर्ट	izvještajima
रिपोर्ट	izveštaji
रिपोर्ट	izvještaji
अंग	organ
हिस्से	dio
हिस्से	razlomak
मुस्लिम	muslim
मुस्लिम	musliman
रिकॉर्ड	rekord
रिकॉर्ड	rekordno
रिकॉर्ड	bilježe
रिकॉर्ड	rekordnih
रिकॉर्ड	rekordi
रिकॉर्ड	zapisi
सरल	jednostavna
सरल	jednostavne
सरल	jednostavan
सरल	jednostavni
सरल	jednostavnih
सरल	jednostavno
धातु	metal
धातु	metale
धातु	metali
परिषद	vijeće
परिषद	konfederacija
शारीरिक	fizički
शारीरिक	fizičko
शारीरिक	fizičke
संघर्ष	antagonizam
संघर्ष	sukob
संघर्ष	konflikt
तकनीक	tech
तकनीक	tehnika
तकनीक	tehnologija
तकनीक	tehnike
फल	plod
फल	voće
फल	plod
कैसे	kako
प्रकट	otkrivaju
प्रकट	otkriti
प्रकट	otkrije
कार्बनिक	organska
विवरण	opis
विवरण	opširnije
विवरण	detalje
विवरण	detalji
विवरण	detalj
शादी	brak
शादी	vjenčanje
शादी	vjenčanja
वेब	web
संसद	parlament
सन्दर्भ	reference
सन्दर्भ	referenca
सन्दर्भ	kontekst
सन्दर्भ	kontekstu
चेन्नई	chennai
परमाणु	nuklearno
परमाणु	nuklearni
परमाणु	nuklearna
परमाणु	molekula
परमाणु	atomskih
परमाणु	atomski
परमाणु	atomska
परमाणु	atom
आक्रमण	invazija
आक्रमण	napad
कार	automobil
कार	automobile
कार	automobili
कार	automobila
केरल	kerala
जांच	istraga
जांच	test
पत्थर	stone
पत्थर	kamen
पत्थर	kameno
पत्थर	kameni
आठ	osam
विषयों	teme
टेनिस	tenis
पारंपरिक	tradicionalna
पारंपरिक	tradicionalne
पारंपरिक	tradicionalno
अकादमी	akademija
सतह	površine
सतह	površina
देव	dev
युक्त	ukrajina
अभियान	kampanje
अभियान	kampanji
अभियान	kampanja
अभियान	kampanju
घोषित	proglašeno
घोषित	proglašeni
घोषित	proglasile
घोषित	proglasio
घोषित	proglasi
घोषित	proglasiti
घोषित	najavljeno
घोषित	najavio
घोषित	objavio
घोषित	objavili
लिखी	pisani
लिखी	napisano
लिखी	zapisano
लिखी	napisao
लिखी	pisan
लिखी	pisao
सिस्टम	sistem
सिस्टम	sistemi
किनारे	uglovi
किनारे	rubovima
किनारे	edge
कार्बन	ugljik
प्रतिक्रिया	reakcija
प्रतिक्रिया	feedback
प्रतिक्रिया	reaguje
प्रतिक्रिया	reaguju
प्रतिक्रिया	odgovor
गणित	matematika
गणित	matematičar
गणित	aritmetika
गणित	matematike
गणित	matematička
गणित	matematici
गणित	matematika
मौत	smrt
विवाद	kontroverza
विवाद	kontroverzu
विवाद	kontroverze
विवाद	sporova
विवाद	spor
ग्रहण	pomračenje
तकनीकी	tehnički
तकनीकी	tehnička
माँ	mame
माँ	maa
माँ	mama
माँ	majka
विष्णु	višnu
मैदान	ravnica
मैदान	terenu
मैदान	terenu
मैदान	tlo
मैदान	kopnena
मैदान	tlu
मैदान	ground
विमान	avijacija
विमान	aviona
विमान	avion
सक्षम	omogućena
सक्षम	omogućio
सक्षम	sposoban
सक्षम	sposobni
वातावरण	okruženju
वातावरण	okoliš
वातावरण	sredina
वातावरण	okolina
वातावरण	okruženje
वातावरण	atmosfera
वातावरण	atmosferu
लागत	trošak
लागत	košta
लागत	troškovi
सीधे	pravo
सीधे	direktno
प्रेस	press
प्रेस	štampa
रोमन	rimski
रोमन	rimsko
रोमन	roman
मील	mile
मील	miles
मील	milja
मील	km
लोकसभा	parlament
अज्ञात	nepoznata
अज्ञात	nepoznat
अज्ञात	nepoznati
अज्ञात	anonimno
रेखा	linija
पार	krst
लेखन	pisanje
सेंट	centi
बोली	nastojanje
बोली	ponude
नष्ट	uništene
नष्ट	uništen
नष्ट	uništena
नष्ट	uništeni
नष्ट	uništava
नष्ट	uništi
नष्ट	uništiti
परंपरा	tradicija
राशि	količina
राशि	iznos
दृष्टिकोण	pristup
दृष्टिकोण	pristupom
दृष्टिकोण	pristupu
दृष्टिकोण	prilaz
भाव	emocije
भाव	emocija
भाव	gest
भाव	čulo
हवा	vjetar
पाठ	tekst
पाठ	text
पाठ	recitacija
गठन	kadrova
गठन	okvir
गठन	formiranje
गठन	formiranja
गठन	formacija
नागरिक	civic
नागरिक	građanskog
नागरिक	građanske
नागरिक	građanski
नागरिक	građanin
अस्तित्व	postojanja
अस्तित्व	postojanje
अस्तित्व	opstanak
अस्तित्व	preživljavanje
गंभीर	ozbiljna
गंभीर	ozbiljan
गंभीर	ozbiljne
गंभीर	kritična
गंभीर	kritično
समझ	razumiju
समझ	razumije
समझ	shvati
समझ	shvatanje
समझ	razumijevanje
किस	poljubac
किस	kiss
प्रशासन	uprava
प्रशासन	administracija
आदेश	mandat
आदेश	naređenje
आदेश	naredbu
आदेश	reda
आदेश	red
आदेश	naređenje
आदेश	naređenja
सैन्य	vojska
अंदर	unutrašnjost
अंदर	unutar
छह	šest
ग्रन्थ	tekstova
ग्रन्थ	tekstovima
भाषाएँ	jezici
भाषाएँ	jezike
भुगतान	plaćanje
भुगतान	isplata
भुगतान	plaćanje
भुगतान	plaćanja
उनसे	ih
ध्वनि	zvuk
ध्वनि	zvuči
ध्वनि	zvukova
ध्वनि	sounds
निवास	boravka
निवास	stambenih
अरबी	arapski
हत्या	atentat
हत्या	ubistvo
हत्या	ubistvo
हत्या	ubijanje
दिखाया	pokazao
दिखाया	pokazale
दिखाया	pokazala
दिखाया	pokazalo
दिखाया	pokazali
दिखाया	pokazao
दिखाया	pokazala
दिखाया	pokazali
पवित्र	sveta
पवित्र	sveti
पवित्र	sveto
पवित्र	sveta
पवित्र	mesdžidul
विभाजित	podijeljeni
विभाजित	podijeljene
विभाजित	podijeljen
विभाजित	podijeljeno
विभाजित	splitsko
विभाजित	split
विभाजित	splitska
इकाई	jedinice
इकाई	jedinica
इकाई	jedinica
अम्ल	kiseline
आए	došao
आए	došla
प्रबंधक	rukovodilac
प्रबंधक	menadžeri
प्रबंधक	menadžera
वही	ista
वही	isti
वही	isto
संग्रहालय	muzeji
संग्रहालय	muzej
जीता	pobjeđuje
जीता	pobijedila
जीता	osvojen
जीता	pobijedio
जीता	pobijedila
जीता	osvojena
जीता	pobjedio
मुद्रा	valuta
मुद्रा	novac
मतलब	znači
मतलब	mean
युवा	omladina
युवा	mladi
युवा	mlada
युवा	young
युवा	mladić
शहरों	gradovi
अंतरिक्ष	prostor
संचार	komunikacija
संचार	komunikacija
प्रसारण	emitovanje
प्रसारण	emitovati
प्रसारण	emitira
प्रसारण	emitiranje
फुटबॉल	nogomet
फुटबॉल	fudbala
फुटबॉल	fudbalu
फुटबॉल	football
फुटबॉल	fudbal
नियमित	redovni
नियमित	redovnog
नियमित	redovan
नियमित	redovna
नियमित	redovnom
नियमित	redovnim
व्याख्या	napomena
व्याख्या	tumačenje
व्याख्या	objašnjenje
शेष	preostali
शेष	preostalih
शेष	preostala
शेष	preostale
शेष	lijevo
दावा	tvrde
दावा	tvrdnju
दावा	tvrdnje
दावा	tvrdi
मोबाइल	mobilni
मोबाइल	mobilne
संभावना	šanse
संभावना	vjerovatnoća
दिवस	dan
विधायक	mla
विधायक	zakonodavstvima
विधायक	zakonodavca
तर्क	argument
तर्क	logika
आपके	vaš
आपके	tvoje
आपके	your
विरुद्ध	protiv
परीक्षा	test
परीक्षा	ispit
परीक्षा	ispitu
परीक्षा	ispita
पाई	pita
महाभारत	mahabharata
भविष्य	budućnost
बिक्री	prodaja
बिक्री	prodaju
बिक्री	prodaja
इंटरनेट	internet
सम्मेलन	konferencija
सम्मेलन	konvenciji
सम्मेलन	konvencija
सम्मेलन	konvenciju
रानी	queen
रानी	kraljica
सिटी	grad
अच्छे	dobro
अच्छे	dobar
अच्छे	dobre
तुम	vi
तुम	ti
तुम	you
तुम	te
सिर	glava
दबाव	pritisak
बोर्ड	odbor
ख़ान	khan
ख़ान	kan
नियुक्त	imenuje
नियुक्त	angažovali
नियुक्त	zaposlio
नियुक्त	imenovao
नियुक्त	imenovani
नियुक्त	imenovana
नियुक्त	imenovalo
फरवरी	februar
फरवरी	feb
नेशनल	nacionalni
नेशनल	nacionalna
उर्दू	urdu
संसार	world
संसार	svjetski
संसार	svijet
कोलकाता	kolkata
प्रतिनिधित्व	zastupljenost
प्रतिनिधित्व	predstavništvo
प्रतिनिधित्व	predstavljanja
विचारों	ideja
विचारों	idejama
विचारों	ideje
प्रेरित	inspirisan
प्रेरित	inspirisala
समारोह	ceremoniji
समारोह	ceremonija
समारोह	svečanosti
समारोह	svečano
मस्तिष्क	mozak
घरेलू	domaće
घरेलू	domaćem
घरेलू	domaća
घरेलू	domaći
जेम्स	james
प्रायः	obično
प्रायः	često
मौसम	sezona
मौसम	vremenska
मौसम	sezona
सम्पूर्ण	cijela
सम्पूर्ण	čitave
अर्थात्	znači
भावना	emocija
भावना	osećaj
भावना	feeling
भावना	osjećaju
भावना	osjećaj
भावना	duh
भावना	džibril
गुणवत्ता	kvalitet
गुणवत्ता	kvaliteta
छात्र	student
खाना	hrana
मिले	našla
मिले	pronađen
मिले	pronađena
मिले	pronašli
मिले	pronašao
मिले	utvrdila
मिले	upoznao
निर्वाचित	izabran
कैंसर	rak
इटली	italija
सिद्धान्त	principi
सिद्धान्त	teorija
विरोधी	neprijateljski
विरोधी	neprijateljskog
राजवंश	dinastija
संक्रमण	tranziciji
संक्रमण	prelazni
संक्रमण	tranzicija
संक्रमण	infekcija
घाटी	dolina
नियंत्रित	kontrolira
नियंत्रित	kontrolom
विलियम	william
विलियम	vilim
विविध	razni
विकल्प	alternative
विकल्प	alternativa
विकल्प	opcije
विकल्प	opcija
होगी	will
होगी	će
होगी	ce
पशु	životinje
पशु	životinje
ज्यादातर	većinom
ज्यादातर	uglavnom
ईसाई	hrišćanski
ईसाई	christian
ईसाई	hrišćanska
ईसाई	kršćanska
ईसाई	hrišćanin
ईसाई	kristijan
प्रमाण	dokazi
प्रमाण	dokaz
याद	pamti
याद	se
कंपनियों	kompanije
मानसिक	psihičke
मानसिक	mentalne
मानसिक	mentalno
मानसिक	duševna
मानसिक	mentalno
रसायन	hemijska
रसायन	hemikalija
रसायन	hemijsko
रसायन	hemijski
रसायन	hemikalije
रसायन	hemija
प्रभावी	efikasan
प्रभावी	efikasno
विज्ञापन	oglašavanje
विज्ञापन	oglas
विज्ञापन	ads
ईश्वर	allah
ईश्वर	allaha
ईश्वर	allahu
ईश्वर	bog
आसानी	lakoće
अमरीका	amerika
शिकार	plen
शिकार	lov
शिकार	žrtva
रोगी	pacijent
रूसी	ruski
क्रांति	revolucija
अधीन	pod
गुप्त	gupta
गुप्त	tajna
मंडल	mandala
माने	grive
हृदय	cardiac
हृदय	srce
आयोग	komisija
हिंदू	hindu
शुद्ध	čisti
शुद्ध	čisto
शुद्ध	čista
तीसरे	treći
तीसरे	treća
तीसरे	treće
चर्च	crkava
चर्च	crkva
कार्यालय	rad
कार्यालय	kancelarije
कार्यालय	urede
कार्यालय	ured
कार्यालय	office
कार्यालय	kancelarija
परिवहन	prijevoz
परिवहन	prevoz
परिवहन	transport
परिवहन	transport
स्टार	zvijezda
वर्षा	padavina
वर्षा	kiša
जनरल	gen
जनरल	general
संदेश	poruka
संदेश	poruke
मार	ubiju
मार	ubistvo
मार	kill
मार	ubi
मार	ubiti
परिचय	uvođenje
परिचय	upoznavanje
परिचय	oko
परिचय	intro
उत्पत्ति	porijekla
उत्पत्ति	porijeklo
उत्पत्ति	geneza
मांग	potražnja
सोवियत	sovjetski
दौर	rundu
संचालन	operacija
संचालन	operacijama
संचालन	operacija
भौगोलिक	geografske
भौगोलिक	geografska
भौगोलिक	geografski
उपस्थित	prisustvovali
उपस्थित	pohađa
उपस्थित	prisutnima
उपस्थित	prisutan
अस्पताल	bolnica
अस्पताल	bolnice
परिवर्तित	promijenio
परिवर्तित	promijenila
परिवर्तित	promijenjen
परिवर्तित	modificirana
परिवर्तित	modifikovan
पेश	predstavljajući
स्वर	glasni
स्वर	samoglasnik
लघु	logaritam
लघु	manja
लाइन	linija
प्रश्न	query
प्रश्न	pitanje
प्रश्न	pitanja
आलोचना	kritika
आलोचना	kritike
पहाड़ी	pahari
पहाड़ी	brdo
जालस्थल	web
पुरानी	stare
पुरानी	stara
पुरानी	staro
पुरानी	stari
पुरानी	starije
पुरानी	starija
पुरानी	stariji
पसंद	izbor
पसंद	voli
सुझाव	prijedlozima
सुझाव	prijedlog
सुझाव	preporuka
सुझाव	preporuke
सुझाव	savjeta
खेती	poljoprivreda
खेती	žetve
लिखने	pisanje
वर्णित	opisala
वर्णित	opisane
वर्णित	opisan
वर्णित	opisao
विभाजन	diviziji
विभाजन	podjela
विभाजन	divizija
विभाजन	podjele
विभाजन	podjela
विभाजन	podjelu
विभाजन	podjele
विभाजन	podjeli
प्रशासनिक	upravna
विशेषता	osobina
विशेषता	kvalitet
विशेषता	kvaliteta
विशेषता	igranih
विशेषता	igrane
कठिन	hard
कठिन	teško
कठिन	teška
कठिन	težak
कठिन	teškom
कठिन	teški
कठिन	težak
कठिन	teško
कठिन	teška
कड़ी	veza
कड़ी	link
कड़ी	veza
कड़ी	lanac
एकमात्र	sole
ईरान	iran
क्षेत्रीय	regionalni
क्षेत्रीय	regionalna
जान	zna
जान	znaju
जान	know
लड़ाई	bitka
लड़ाई	borba
परिभाषित	definisani
परिभाषित	definisano
परिभाषित	definisan
परिभाषित	definisane
परिभाषित	definisana
अंश	frac
अंश	razlomak
ग्रामीण	ruralni
ग्रामीण	ruralne
रोड	put
प्रस्तावित	predložio
प्रस्तावित	predloženo
प्रस्तावित	predloženi
गायक	pjevačica
गायक	pjevač
इस्लाम	islam
समुद्री	morskih
समुद्री	morski
समुद्री	marine
समझा	razumiju
समझा	shvatili
समझा	razumije
उनको	ih
उपयोगी	koristan
उपयोगी	saradnici
उपयोगी	korisno
उपयोगी	korisni
उपयोगी	korisne
उपयोगी	korisna
उपयोगी	korisni
उपयोगी	komunalne
कोशिका	ćelija
केंद्रीय	central
केंद्रीय	centralni
केंद्रीय	centralna
सत्र	sjednicu
सत्र	sjednici
सत्र	sjednica
सत्र	sjednica
मिश्र	egipat
मिश्र	egipatska
मिश्र	egipatski
पहुँच	pristup
पहुँच	pristupa
पहुँच	access
पहुँच	dostići
पहुँच	pristupačnosti
पहुँच	dostiže
पहुँच	dostigne
मेरा	rudniku
मेरा	moje
मेरा	rudnik
मिस्र	egipat
मिस्र	egipatska
मिस्र	egipatski
गणराज्य	republika
छात्रों	studenti
छात्रों	učenici
पुराना	stare
पुराना	stara
पुराना	staro
पुराना	stari
पुराना	starije
पुराना	starija
पुराना	stariji
जम्मू	jammu
तेज	brzo
तेज	brza
तेज	brz
तेज	brzi
सम्राट	imperator
नवंबर	novembar
कारणों	razlozi
कारणों	razloga
सर	sir
सर	ser
प्रवाह	protoka
प्रवाह	protok
प्रवाह	flow
प्रवाह	strujanje
प्रवाह	teku
अपराध	priznanje
अपराध	kriminal
अमेरिकन	američki
अमेरिकन	amerikanac
व्यक्तित्व	ličnost
जन	jan
यूनाइटेड	ujedinjene
यूनाइटेड	united
यूनाइटेड	ujedinjena
यूनाइटेड	ujedinjeni
जापानी	japan
जापानी	japanski
रॉक	rok
रॉक	rock
लंबी	visoka
लंबी	visok
लंबी	visoki
लंबी	dugi
लंबी	dug
लंबी	dugu
लंबी	long
लंबी	dugo
गेम	igra
गेम	igara
गेम	igre
गेम	igrama
अन्दर	unutrašnjost
अन्दर	unutar
संपत्ति	imovine
संपत्ति	vlasništvo
संपत्ति	imovina
संपत्ति	imovinu
संपत्ति	imovinska
संपत्ति	imovina
संपत्ति	sredstva
संक्षिप्त	skraćenica
संक्षिप्त	kratko
संक्षिप्त	concise
क्यों	zašto
गलत	krivo
गलत	wrong
गलत	pogrešan
गलत	pogrešno
गलत	lažnih
संपूर्ण	cijela
संपूर्ण	čitave
सर्वोच्च	vrhovni
सर्वोच्च	vrhovno
सर्वोच्च	najviša
लेना	lena
भौतिकी	fizika
वाहन	vozila
वाहन	vozilo
फ़िल्में	filmovi
फ़िल्में	filmova
सैनिक	vojnik
सैनिक	vojska
डेटा	podatak
स्थिर	statike
स्थिर	stalan
स्थिर	postojan
दूध	mlijeko
विद्वानों	naučnici
मानना	vjeruju
रखना	zadrži
रखना	keep
बाह्य	vanjska
बाह्य	vanjski
उपस्थिति	prisustvo
उपस्थिति	prisustvo
समूहों	grupe
आये	došao
आये	došla
होटल	hotel
होटल	hotela
होटल	hoteli
होटल	hotelima
उच्चारण	pronunciation
साहित्यिक	književni
साहित्यिक	književna
पुरुषों	muškarci
पुरुषों	mens
वृक्ष	drvo
वृक्ष	drveće
निवेश	investiranje
निवेश	ulaganjima
निवेश	investitor
निवेश	investitora
निवेश	investicija
निवेश	ulaganja
निवेश	investicija
निवेश	investicije
तत्वों	elemenata
तत्वों	elementima
तत्वों	elementa
तत्वों	elemente
तत्वों	elementi
सत्य	istina
दार्शनिक	filozof
सौ	stotinu
सौ	stotine
सौ	hundred
सौ	stotina
आंतरिक	enterijera
आंतरिक	unutrašnje
आंतरिक	unutrašnja
आंतरिक	unutrašnji
निकल	nikl
प्रत्यक्ष	očigledno
प्रत्यक्ष	očigledni
प्रत्यक्ष	očigledan
प्रत्यक्ष	direktni
प्रत्यक्ष	direktna
प्रत्यक्ष	direktan
मित्र	prijatelji
मित्र	friends
मित्र	prijatelj
मित्र	drug
दर्द	bol
बिजली	elektricitet
बिजली	thunderbolt
बिजली	munja
कार्ड	karte
कार्ड	karta
कार्ड	kartica
बिंदु	tačaka
बिंदु	tačka
बिंदु	tačka
बुद्ध	budo
स्टेडियम	stadiona
स्टेडियम	stadion
हजार	hiljade
हजार	hiljadu
हजार	hiljada
अभाव	odsustva
अभाव	odsustvo
अभाव	odsustvu
रिलीज़	puštanje
रिलीज़	oslobađanje
शांति	mira
वितरण	distribuciji
वितरण	distribucija
वितरण	distribuciju
आय	prihoda
आय	prihodi
आय	prihode
आय	prihodi
आय	zarada
आय	prihod
रन	traje
रन	teče
फाइनल	finale
फाइनल	završni
फाइनल	konačni
फाइनल	finale
टेलीविजन	televizija
दैनिक	svakodnevne
दैनिक	dnevnik
दैनिक	svakodnevni
दैनिक	dnevni
न्याय	pravda
न्याय	pravde
फूल	cvijeća
फूल	flowers
फूल	cvijeće
फूल	cvijet
कल्पना	visualization
प्राप्ति	tražiti
प्राप्ति	sticanja
प्रसार	širenja
दिल	srce
दिल	srca
दिल	srcima
गाने	pesama
गाने	pjesme
गाने	pesme
गाने	pjesmama
गाने	pjesama
सुंदर	lijepe
सुंदर	lijepa
सुंदर	prilično
सुंदर	pretty
यानि	znači
हाउस	kuća
अफ़्रीका	afrika
इच्छा	želju
इच्छा	želja
भार	težina
खंड	odeljak
खंड	sekcija
खंड	blokirati
मिश्रण	miks
मिश्रण	mješavine
समर्पित	posvetio
समर्पित	posvećen
पहुंच	pristup
पहुंच	pristupa
पहुंच	access
स्मारक	spomenika
स्मारक	spomenici
स्मारक	spomenik
व्यास	prečnik
प्यार	ljubav
प्यार	voljeti
आन्दोलन	pokret
मंत्रालय	ministarstvo
आत्मा	duša
आत्मा	duh
आत्मा	džibril
हे	hej
निवासी	stanovnici
निवासी	stanovništvo
निवासी	stanovnika
निवासी	stanovnik
निवासी	stanovništvo
कह	kažu
जंक्शन	čvorište
खास	posebna
खास	specijalno
खास	specijalni
जलवायु	klima
बांग्लादेश	bangladeš
तय	fiksni
धारावाहिक	serijske
धारावाहिक	serijski
धारावाहिक	serijskog
धारावाहिक	serijska
धारावाहिक	epizode
धारावाहिक	epizoda
तारे	zvijezda
तारे	zvijezda
तारे	zvezde
बनाना	pravljenje
बनाना	izrada
बनाना	čime
बनाना	kreiranje
बनाना	stvaranje
बाकी	ostatak
बाकी	preostali
बाकी	preostalih
बाकी	preostala
बाकी	preostale
संत	sant
संत	svetaca
संत	saints
संत	sveti
संत	saint
ऊंचाई	visina
उपग्रह	sateliti
तुर्की	turska
तुर्की	turski
संस्कार	sahrane
संस्कार	obreda
अर्थव्यवस्था	privreda
बीमारी	bolest
बीमारी	oboljenja
बीमारी	bolest
वार्षिक	godišnje
वार्षिक	godišnjim
वार्षिक	godišnji
वार्षिक	godišnjem
वार्षिक	godišnja
परिसर	prostorije
परिसर	prostorija
परिसर	kompleksan
परिसर	kompleks
परिसर	kompleksna
अधिकतम	max
अधिकतम	maksimalna
अधिकतम	maksimalni
अधिकतम	maksimalne
अधिकतम	maksimum
अधिकतम	maksimalno
वैश्विक	globalni
वैश्विक	globalno
तभी	samo
अनिवार्य	obavezno
अनिवार्य	obavezni
अनिवार्य	obavezan
अनिवार्य	essentials
अनिवार्य	obaveznim
अनिवार्य	obaveznog
अनिवार्य	obavezno
