категорія	категорија
спільне	обичен
спільне	заедничка
спільне	заеднички
спільне	вообичаено
спільне	општо
можлива	можно
можлива	можни
можлива	возможно
можлива	можен
ярмарки	саеми
меншин	малцинства
меншин	малцинствата
бондаренко	бондаренко
міцність	снага
міцність	сила
міцність	силата
товщина	ширина
товщина	дебелина
атак	напаѓачи
атак	напаѓачите
атак	хакирање
піч	печка
піч	шпорет
піч	печка
піч	фурна
піч	рерна
пряма	линија
пряма	direct
пряма	директни
пряма	директна
пряма	директен
боки	страни
вказана	посочи
вказана	наведениот
вказана	зададениот
вказана	наведена
вказана	наведено
валюти	валута
валюти	валути
валюти	валути
вагу	тегови
вагу	тежина
випустили	пуштен
випустили	пуштени
випустили	ослободен
відмовилися	напуштено
відмовилися	напуштени
відмовилися	напуштен
відмовилися	напуштена
відмовилися	сестринството
відмовилися	одбиена
відмовилися	одби
відмовилися	одбиено
відмовилися	одбил
відмовилися	одбила
відмовилися	одби
мостів	мостови
зелене	зелен
зелене	зелена
зелене	зелено
зелене	зелени
гнізда	места
гнізда	гнезда
дистриб	дистрибутери
експозиція	изложување
експозиція	изложеност
американців	американците
американців	американци
повстанці	бунтовници
повстанці	бунтовниците
седан	седан
низька	ниско
низька	ниски
низька	ниска
низька	низок
марш	марке
марш	марш
розробники	програмери
розробники	развивачите
лицар	најт
лицар	витез
розвиватися	еволуира
порода	сорта
порода	раса
порода	говеда
порода	стока
порода	добиток
порти	пристаништа
додає	додава
вілсон	вилсон
нав	опседнатост
нав	опсесија
зафіксовано	заклучено
зафіксовано	заклучен
зафіксовано	заклучена
зафіксовано	заклучени
екземплярів	случаи
недавно	неодамна
раптом	ненадејно
раптом	одеднаш
раптом	наеднаш
кравченко	кравченко
ефективно	ефикасно
ефективно	ефективно
ефективно	ефективна
ефективно	ефикасно
ефективно	ефикасен
ефективно	ефикасна
ефективно	ефикасни
потоки	потоци
учасника	членка
учасника	член
учасника	присутниот
міри	мера
більшовики	болшевиците
найближчі	најблизу
найближчі	најблиска
найближчі	најблиску
найближчі	најблиските
найближчі	најблиски
дозволено	дозволени
дозволено	дозволено
дозволено	дозволени
дозволено	дозволено
дозволено	дозволена
виділено	истакна
виділено	истакната
виділено	истакнато
виділено	доделени
додано	додадена
додано	додаде
додано	додадени
додано	додадено
додано	додаден
походів	зголемувања
датою	датум
датою	дата
рабів	робови
постійної	повторливи
злочин	злосторство
злочин	криминал
більшого	поголеми
більшого	поголема
більшого	поголемо
більшого	поголем
полотно	платно
скорочено	кратки
скорочено	кратко
скорочено	кратка
скорочено	краток
скорочено	кус
переворот	удар
допомагають	помагање
допомагають	помагајќи
допомагають	помага
стокгольм	стокхолм
рукопис	ракопис
рукопис	ракописи
рукопис	ракописот
комерційний	комерцијално
комерційний	комерцијален
комерційний	реклама
комерційний	комерцијални
комерційний	комерцијална
хроніки	хронолошки
гарнізон	гарнизон
гарнізон	гарисон
гарнізон	гарнизонот
матеріально	финансиски
сьєрра	сиера
апостолів	апостоли
оператори	оператори
прикраси	накит
прикраси	накит
прикраси	слатки
прикраси	бомбони
прикраси	кенди
конференцій	конференции
витоків	протекување
починаються	почнувам
починаються	почнувајќи
починаються	почетна
екран	екран
стратегія	стратегија
економічне	економски
економічне	економско
економічне	економска
економічне	економичност
арабських	арап
арабських	арапски
арабських	арапска
альманах	алманах
франк	франк
франк	френк
франк	франк
мама	мама
мама	мамо
мама	мама
мама	мајка
мама	mama
мама	мама
богиня	божица
публічно	јавно
валовий	грос
валовий	одвратно
валовий	бруто
псевдо	псевдо
арешт	апсење
підйом	искачување
одесса	одеса
кримський	крим
кримський	кримска
сел	сал
льюїс	lewis
льюїс	луис
овернь	auvergne
носити	носи
носити	носам
носити	носат
розширити	проширување
розширити	прошири
підземні	подземјето
підземні	подземје
підземні	подземен
індустрії	индустрии
індустрії	индустрија
індустрії	индустри
змінили	менувачи
змінили	изменета
поїздки	патувања
передні	преден
передні	предни
передні	предна
передні	фронт
передні	напред
маяк	светилникот
маяк	светилник
магістр	magister
магістр	магистер
магістр	господар
магістр	мајстор
магістр	мајсторот
магістр	master
вбив	убиена
вбив	убиени
вбив	убиено
вбив	уби
вбив	убиен
демонстрації	демос
демонстрації	демонстрации
прикладу	пример
приватний	приватно
приватний	приватен
приватний	приватна
приватний	приватни
заборони	забранува
заборони	прохибицијата
бактерії	бактерии
бактерії	бактерија
бактерії	бактериите
шаром	обвивка
шаром	слој
хроніка	хроника
яно	јана
яно	jana
кевін	кевин
кевін	kevin
віллі	вили
віллі	вили
угод	договори
високе	високиот
високе	висок
високе	висока
високе	хај
високе	високо
високе	high
наполеон	наполеон
космічні	космичка
космічні	космички
марта	марта
марта	марта
розвідка	разузнавање
розвідка	интелегенција
розвідка	интелигенција
розвідка	извидување
розвідка	извидница
волокна	влакно
волокна	влакна
волокна	влакна
обрана	судено
обрана	наменета
обрана	спротивни
мез	меза
перегляд	прелистување
перегляд	преглед
перегляд	поглед
ведучий	води
ведучий	трага
ведучий	олово
ведучий	водечки
ведучий	водство
прип	припјат
процедура	процедура
процедура	постапка
гамма	гама
воїни	воини
небагато	малкумина
небагато	неколку
небагато	неколкумина
важка	тешко
важка	тврд
важка	силно
важка	јако
щиро	искрено
щиро	искрени
щиро	искрена
щиро	почесно
дипломатичних	дипломатски
дипломатичних	дипломатско
дипломатичних	дипломатска
композицію	трака
композицію	патека
композицію	песна
норма	норма
норма	норм
продажі	продажна
продажі	продажби
продажі	продажба
ввести	внеси
ввести	внесете
бур	боер
бур	вежба
визначив	препознаат
визначив	призната
визначив	признат
визначив	препознаен
листування	мејлинг
складові	состојки
салон	салон
дівчинка	девојка
дівчинка	девојче
написали	изработена
спадок	наследство
голландії	холандија
піски	санс
піски	сендс
виготовлено	произведена
виготовлено	произведен
виготовлено	продуцент
виготовлено	производител
боєприпасів	муниција
ферма	фармата
ферма	фарма
ферма	фахверк
оперативного	оперативно
оперативного	оперативен
оперативного	оперативни
оперативного	оперативна
віддати	откажат
посиланням	врска
таємно	тајно
таємно	тајна
незалежна	независни
незалежна	независна
незалежна	независен
незалежна	независно
впав	паднаа
впав	паднал
впав	фел
впав	падна
впав	паднала
впав	паднале
садів	градини
гектарів	хектари
пауль	пол
пауль	паул
пауль	павле
шведська	шведскиот
шведська	шведска
шведська	шведски
онук	внук
онук	внукот
кроком	степ
кроком	чекор
імператорів	цареви
точність	прецизност
точність	фракција
точність	делче
точність	прецизност
точність	точност
точність	точноста
прихильником	подржувач
прихильником	поддржувач
зникає	исчезнува
вірмени	ерменци
вірмени	ерменците
іще	друго
бангладеш	бангладеш
ворожих	непријателски
ворожих	непријател
ворожих	непријателско
сприяти	олесни
експерименти	експерименти
мікеланджело	микеланџело
поглинання	набавки
поглинання	преземање
поглинання	превземање
поглинання	преземањето
покажчик	индекс
давній	древни
давній	древно
давній	античка
давній	древна
давній	антички
спробувати	пробајте
спробувати	пробај
міграції	миграција
міграції	миграции
продажів	продажна
продажів	продажби
продажів	продажба
індійський	индијанец
індійський	индиски
індійський	индиска
індійський	индиец
еміль	емил
еміль	емил
каменів	камења
вузли	врсници
вузли	домаќини
вузли	јазли
літер	букви
літер	писма
організована	организиран
організована	организирани
організована	организирано
обкладинка	насловната
обкладинка	корица
обкладинка	насловна
збирати	соберат
збирати	соберете
збирати	собираат
збирати	собирам
збирати	соберете
бурі	бури
бурі	невреме
трасі	трејси
сірі	сив
сірі	греј
сірі	сиво
сірі	сиви
сірі	grad
сірі	siri
різниці	разлика
розпочати	почни
розпочати	почеток
розпочати	старт
розпочати	иницираат
розпочати	иницира
газетах	весници
страх	стравот
страх	страв
детектив	детектив
детектив	детективот
географічний	географски
звільнити	бришам
словники	речници
словники	речници
гине	умира
володарі	тврдење
вбили	убиена
вбили	убиени
вбили	убиено
вбили	уби
вбили	убиен
службовців	вработени
службовців	вработените
перерви	пауза
перерви	скрши
орла	орел
класична	класични
класична	класична
класична	класика
класична	classic
класична	класик
класична	класичен
класична	класична
класична	класично
класична	класика
помирає	умира
гордон	гордон
кроки	чекори
поради	совет
поради	совети
поради	совети
арджеш	арѓеш
авторського	авторскиот
живі	живите
живі	живеејќи
живі	живеење
послання	послание
лиман	лиман
лиман	естуар
винищувач	борец
винищувач	борач
косово	косово
землеробства	земјоделска
землеробства	земјоделие
землеробства	земјоделство
дуглас	даглас
девіс	дејвис
девіс	дејвис
тертя	триење
посуд	садови
посуд	јадења
посуд	чинии
накопичення	акумулација
папуа	папуа
сірки	сулфур
осінь	есента
осінь	наесен
осінь	есен
осінь	паѓање
осінь	пад
осінь	падот
осінь	есен
осінь	падне
рекомендується	препорачан
рекомендується	препорачаа
рекомендується	препорачано
рекомендується	препорачани
рекомендується	препорача
пфальц	пфалц
стандартний	стандард
стандартний	стандардна
стандартний	стандардни
стандартний	стандарден
стандартний	стандардно
душа	душа
гризунів	глодар
гризунів	глодари
прим	прим
паоло	паоло
ефір	радиотелевизија
гвинтівки	пушки
гвинтівки	пушка
закрито	затвори
закрито	затворен
закрито	затворена
закрито	затворени
закрито	затворено
алгоритми	алгоритми
кіпр	кипар
виклик	предизвик
виклик	повик
виклик	повикај
пакистану	пакистан
австралійський	австралиска
австралійський	австралиски
реформування	реформа
вклад	придонес
вклад	придонеси
покриттям	тресел
мозок	мозок
мозок	мозокот
гніздо	слот
гніздо	гнездо
безкоштовно	слободни
безкоштовно	бесплатно
безкоштовно	слободно
безкоштовно	слободна
безкоштовно	слободен
тепло	грее
тепло	топло
тепло	топли
тепло	топол
тепло	топла
тепло	топлината
тепло	топлина
прояви	расистичко
прояви	расист
прояви	расистички
прояви	расистичка
осло	осло
принесли	донесен
принесли	донесени
принесли	доведен
принесли	донесе
принесли	донесено
принесли	изведен
спини	сенди
ботанік	ботаничар
ріст	растење
ріст	пораст
ріст	раст
ріст	растеж
дізнатися	дознај
дізнатися	учи
дізнатися	научи
дізнатися	научете
дізнатися	дознајте
передмісті	предградија
передмісті	предградие
передмісті	предградијата
відійшли	банкрот
відійшли	скрши
кристали	кристали
мартіна	мартина
інтерпретації	толкувања
комунікацій	комуникации
мадонна	мадона
спільну	сподели
небезпеку	опасностите
небезпеку	опасности
саксонія	саксонија
пожежа	оган
пожежа	пожар
підвіска	суспензија
підвіска	прекин
дехто	некои
сумніви	сомнежи
гребля	браната
гребля	брана
оснащений	двојно
оснащений	dual
чоловічі	машко
чоловічі	машки
купив	купена
купив	купи
купив	купено
купив	купила
політикою	политика
бухарест	букурешт
вибрати	одбери
вибрати	избери
вибрати	изберете
вибрати	селектирај
вибрати	одбери
вибрати	изберете
вибрати	избирање
вибрати	избери
унікальні	единствени
унікальні	уникатни
унікальні	уникатна
унікальні	уникатно
унікальні	уникатен
чиновників	функционери
оцінити	проценка
оцінити	процени
оцінити	проценка
оцінити	процени
оцінити	стапка
небезпеки	опасност
архіви	архив
архіви	архиви
статевий	полов
статевий	сексуално
статевий	сексуална
статевий	сексуални
передня	предниот
відійшов	далеку
відійшов	подалеку
відійшов	откриени
ісус	исус
ісус	хесус
теоретично	теоретски
вчителі	учители
вчителі	наставниците
вчителі	наставници
заявила	прогласи
заявила	прогласена
заявила	прогласен
однакові	идентични
однакові	идентичен
однакові	истите
однакові	истото
однакові	исто
однакові	исти
однакові	ист
однакові	иста
секс	секс
чутки	гласини
чутки	гласини
чутки	гласини
чутки	гласина
несуть	носење
несуть	носејќи
несуть	носеа
крістофер	кристофер
методика	техника
пейзаж	пејсаж
пейзаж	сцена
пейзаж	пејзаж
джаз	џез
уельсу	велс
сантиметрів	центиметри
сантиметрів	милиметри
едді	еди
едді	еди
бомби	бомби
закладено	пружа
закладено	обезбедува
віки	возрасти
способами	милува
багата	ут
німеччину	germany
німеччину	германија
фасаді	контроверзна
фасаді	контроверзни
фасаді	контроверзниот
фасаді	контроверзен
фасаді	контроверзно
менеджмент	управување
менеджмент	менаџмент
менеджмент	раководење
говард	хауард
говард	ховард
течія	актуелни
течія	тековната
течія	моментална
течія	сегашна
течія	тековна
течія	флукс
робітники	работниците
робітники	работници
розмови	разговори
розмови	разговор
розмови	конверзација
відмовляється	одбива
бойовиків	милитантите
бойовиків	милитанти
біженців	бегалец
біженців	бегалци
корона	круна
сантьяго	сантијаго
сантьяго	сантјаго
однаково	еднакво
однаково	подеднакво
пори	пора
змій	змии
комуністична	комунистичка
комуністична	комунистички
комуністична	комунист
тропічні	тропски
тропічні	тропска
етимологія	етимологијата
преса	печат
преса	притиснете
преса	прес
ціль	објективни
ціль	таргет
ціль	метата
ціль	мета
добровільно	своеволно
добровільно	доброволно
добровільно	доброволно
добровільно	намерно
добровільно	доброволни
добровільно	волонтерски
добровільно	доброволна
добровільно	доброволно
підтримується	поддржан
підтримується	поддржани
підтримується	поддржана
підтримується	поддржано
пізно	доцна
пізно	доцни
пізно	касно
вдвічі	двапати
переселенців	раселените
переселенців	раселени
блакитний	плава
блакитний	сина
блакитний	сини
блакитний	блу
блакитний	сино
блакитний	цијан
тель	тел
коди	шифри
коди	кодови
пенсії	пензионирање
пенсії	пензија
пенсії	пензии
гурток	круг
моменти	моменти
моменти	мигови
затемнення	затемнување
затемнення	помрачување
лавки	клупи
трудова	труд
тріо	трио
гагаріна	гагарин
сорока	pica
читача	следбеник
трави	трева
трави	тревата
діагностики	дијагностика
еволюція	еволуција
інтелектуальної	интелектуален
інтелектуальної	интелектуалец
інтелектуальної	интелектуална
інтелектуальної	интелектуално
груповий	група
груповий	групно
груповий	групни
груповий	групна
викладає	предава
амстердам	амстердам
перебіг	влијание
вимагав	бараа
жуків	бубачки
рів	рив
клієнт	муштерија
клієнт	клиентот
клієнт	клиент
сервіс	услуги
сервіс	служба
сервіс	сервис
сервіс	услуга
придбати	купување
придбати	купи
гвардійська	чувари
гвардійська	стражари
мінську	минск
тварина	животинско
тварина	животно
тварина	животински
різдво	рождество
різдво	божиќ
різдво	божик
різдво	крисмас
молитви	молитви
молитви	молитвите
проста	едноставен
проста	едноставно
проста	едноставна
проста	проста
собаки	кучиња
фантастичний	фантастичен
фантастичний	фантастично
виробника	продавач
виробника	продавачка
студію	studio
студію	студио
царі	маги
реставрація	реставрацијата
реставрація	реставрација
проникнення	пенетрација
проникнення	продор
проникнення	инфилтрација
презентація	презентација
диких	диво
диких	диви
диких	див
диких	дива
диких	дивина
маркса	маркс
отриманий	примен
отриманий	добиени
отриманий	доби
отриманий	примена
отриманий	примиле
ново	ново
бад	бад
обстрілу	бомбардирање
обстрілу	бомбардирањето
чоловічого	машки
феодосія	феодосија
перевірка	проверување
перевірка	проверувам
перевірка	верификацијата
перевірка	верификација
перевірка	тест
перевірка	заверка
заяви	изјавите
схем	шеми
сидіння	места
сидіння	седишта
гості	гости
представив	воведена
представив	воведен
представив	воведе
представив	воведени
розбіжності	diff
розбіжності	разлики
розбіжності	разлика
розбіжності	несогласувања
розбіжності	несогласувањата
турецька	турска
турецька	турско
турецька	турски
турецька	турскиот
міфів	митови
барон	баронот
барон	барон
операціях	маневри
відправляється	напушта
відправляється	напуштање
відправляється	оставајќи
бруно	бруно
визнає	признава
визнає	признае
визнає	препознава
північне	северен
північне	северна
напруга	напнатост
напруга	тензии
напруга	тензија
залишитися	остани
міссурі	мисури
піраміди	пирамидите
піраміди	пирамиди
додавати	додавање
додавати	додади
додавати	додај
вектор	вектор
братство	братство
братство	братство
ланцюг	синџир
ланцюг	ланец
довів	докажа
паспорт	пасош
позитивно	позитивен
позитивно	позитивна
позитивно	позитивно
позитивно	позитивни
позитивно	позитив
позитивно	позитивно
підродина	subfamily
внутрішнє	внатрешни
внутрішнє	внатрешно
внутрішнє	внатрешна
внутрішнє	внатрешен
внутрішнє	внатрешно
внутрішнє	внатрешен
практична	практичен
практична	практични
практична	практична
кетрін	кетрин
кетрін	катрин
кетрін	кетрин
сау	сау
панель	комисија
панель	панел
вихідні	викендите
вихідні	викенди
вихідні	викенд
массачусетс	масачусетс
лавка	клупа
стрічці	храни
стрічці	довод
настає	крши
настає	паузи
настає	попуштање
покинули	заклал
оцінкою	рејтинг
оцінкою	рангирање
зазначає	наведен
зазначає	наведени
зазначає	заведен
зазначає	наведена
венесуели	венецуела
шанс	шанси
шанс	шанса
арнольд	арнолд
підпілля	подземјето
підпілля	подземје
підпілля	подземен
навчальному	најлесниот
навчальному	најлесно
виправлення	корекции
виправлення	исправува
виправлення	поправки
гар	гард
збільшує	зголемувања
збільшує	зголемува
збільшує	зголеми
гаїті	хаити
заборона	забрането
заборона	забранета
заборона	забранети
заборона	прохибицијата
пакистан	пакистан
легіон	легија
легіон	легијата
полотна	платно
позначають	индицира
механік	механичар
хронологія	времеплов
галицька	галициски
вебер	вебер
ніде	никаде
стилів	стилови
консультант	советник
консультант	консултант
консультант	консалтинг
консультант	консултации
багатих	богати
фінанси	финансиски
фінанси	финансиска
фінанси	финансиско
фінанси	финансирање
фінанси	финансии
фінанси	финансиите
фінанси	финансии
сталь	челик
шахи	чес
шахи	шаховска
шахи	шах
темні	мрак
темні	темница
темні	темно
темні	темен
інженери	техничари
інженери	инженери
вюртемберг	виртемберг
вивести	излезен
вивести	излез
стандартна	стандард
стандартна	стандардна
стандартна	стандардни
стандартна	стандарден
стандартна	стандардно
ізраїлі	израел
куба	куба
соціологія	социологија
читає	чита
флоренція	флоренс
флоренція	фиренца
шкіра	кожни
шкіра	кожа
шкіра	кожа
життєпис	времеплов
записано	напишано
записано	напишани
записано	пишано
записано	пишан
записано	сними
записано	снимено
визначений	дефинирано
визначений	дефинирана
визначений	дефиниран
визначений	дефинирани
поклоніння	богослужба
комети	комети
щоденник	дневник
щоденник	журнал
щоденник	journal
щоденник	дневник
документальні	документарни
документальні	документарци
делі	делхи
договорів	договори
договорів	зделки
сочі	сочи
римляни	римјани
римляни	римјаните
промислова	индустриски
промислова	индустриско
промислова	индустриска
вимогою	услов
сейм	сејмот
міллер	милер
спільна	заедничка
спільна	заеднички
спільна	џоинт
спільна	здружени
бідності	сиромаштија
центрами	центри
правова	легално
правова	законска
правова	легална
правова	правна
правова	легален
правова	правен
феномен	феномен
феномен	појава
турецький	отоманско
турецький	отоманската
турецький	отомански
турецький	турска
турецький	турско
турецький	турски
турецький	турскиот
союзники	сојузници
довше	подолго
довше	подолга
довше	подолг
довше	подолги
моріс	морис
сіра	сив
сіра	сиво
сіра	сива
сіра	греј
сіра	сиви
симптоми	симптоми
індіанці	индијци
індіанці	индијанците
індіанці	индијанци
присвоєння	задача
необхідне	потребна
необхідне	потребно
необхідне	потребни
необхідне	задолжително
галактик	галаксии
власна	соодветна
власна	соодветни
власна	соодветен
власна	соодветно
любителів	благодарност
попов	попов
вікон	windows
вікон	прозорци
хребетних	зоологија
рівно	смирено
рівно	мирно
рівно	стабилно
старша	старешина
старша	постариот
старша	постар
старша	постара
старша	постари
старша	постар
старша	постаро
стани	државите
стани	држави
розряд	синглови
розряд	поединечно
розряд	празнење
розряд	разрешување
казав	рече
казав	рекол
штурм	sturm
фестивалів	фестивали
замінили	заменета
замінили	замени
замінили	заменети
замінили	заменето
замінили	заменет
роберто	роберто
шари	слоеви
кадри	кадри
кадри	рамки
цех	еснаф
максимальний	максимална
максимальний	максимално
максимальний	максимален
максимальний	максимум
площ	малопродажба
площ	продажната
нахил	наклон
трупи	трупови
легкі	лесни
легкі	лесен
легкі	лесно
легкі	лесна
діалект	дијалект
афганістан	афганистан
афганістан	авганистан
хіп	хип
хіп	колк
блог	блогот
блог	блог
термінології	терминологија
проголосували	гласале
проголосували	гласаше
проголосували	изгласана
проголосували	гласаа
проголосували	гласал
роджер	роџер
інструкції	обуки
інструкції	упатство
інструкції	инструкции
інструкції	упатства
атлетика	атлетика
фантастика	фантастичен
фантастика	фантастично
фантастика	измислена
фантастика	измислени
фантастика	фантастика
фантастика	фикција
сорти	разновидност
зникла	заминати
виконавці	ресурсите
виконавці	ресурси
виконавці	уметници
виконавці	артисти
бульвар	булевар
бульвар	булеварот
євангеліє	евангелие
борець	борач
самиць	женките
величин	количества
величин	количини
величин	количините
профспілок	синдикатите
профспілок	синдикати
польську	полски
польську	полска
польську	полирање
польську	полско
спадкоємець	наследник
спадкоємець	наследничка
спадкоємець	наследникот
негативні	негативно
негативні	негативен
негативні	негативна
негативні	негатив
негативні	негативни
сіро	сиро
сіро	чиро
луцій	луциј
луцій	луциус
заряд	обвинение
загроза	закана
загроза	закана
духовна	литургиски
духовна	теолошко
перегони	трка
перегони	раса
перегони	тркачки
перегони	трки
перегони	тркање
глосарій	речникот
молодим	младите
молодим	млад
молодим	јанг
молодим	young
молодим	млади
молодим	млада
регулярні	периодична
ходи	поместува
ходи	потези
монету	паричка
монету	монета
кімната	просторија
кімната	соба
альянс	сојуз
альянс	алијанса
альянс	алијансата
корпорація	корпорација
штук	заглавена
штук	заглавени
штук	заглавен
штук	заглави
мок	mok
кінь	коњ
кінь	коњски
сенат	сенат
сенат	сенатот
батьківщина	татковина
батьківщина	татковина
коробка	кутија
ланка	ланка
запалення	воспаление
гази	гасови
гази	газа
оцінювання	проценка
оцінювання	оценување
оцінювання	евалуација
важливість	важност
важливість	сериозноста
важливість	итност
виживання	опстанок
виживання	преживување
дизель	дизел
написала	напиша
написала	пишувал
написала	напишаа
написала	напишал
написала	напишав
багатство	богатства
багатство	богатство
винограду	грозје
винограду	грозје
судану	судан
загреб	загреб
сидить	седи
сидить	седење
сидить	седејќи
персонал	персонал
персонал	кадар
обмежені	ограничено
обмежені	лимитирана
обмежені	ограничена
обмежені	ограничен
обмежені	ограничени
мухаммед	мохамад
мухаммед	мухамед
мухаммед	мохамед
мухаммед	мухамед
мухаммед	мухаммед
вищому	премиер
обрані	учествуваа
обрані	истакната
обрані	истакнати
обрані	истакнато
обрані	одбрано
обрані	избрани
обрані	избрано
обрані	избрана
обрані	одбрано
обрані	избран
нафта	нафта
нафта	масло
нафта	петролеум
нафта	нафта
сигнали	сигналите
сигнали	сигнализира
сигнали	сигнали
розділити	вилушка
розділити	сплит
розділити	подели
розділити	поделен
розділити	раздели
сибір	сибир
міркувань	расудување
міссісіпі	мисисипи
конрад	конрад
конрад	конрад
безумовно	дефинитивно
род	род
арсенал	арсенал
абсолютна	апсолутен
абсолютна	апсолутна
маргарет	маргарет
сицилії	сицилија
технічно	технички
попередня	претходен
попередня	претходно
попередня	претходна
попередня	претходни
адм	адмирал
адм	адмиралот
спереду	преден
спереду	предни
спереду	предна
спереду	фронт
спереду	напред
розбив	уништен
кандидатуру	кандидатура
кандидатуру	кандидатурата
інженерних	инженерство
інженерних	инженеринг
крус	круз
знаючи	познавајќи
знаючи	знаејќи
поховали	закопа
подолати	надминати
подолати	надминување
подолати	надмине
подолати	надминат
підряд	последователни
пілотів	пилоти
пілотів	пилотите
ратуша	сала
міра	мајра
міра	мира
міра	измери
міра	мерка
міра	мера
військах	сили
військах	силите
спокою	спокојство
виробляють	произведе
виробляють	произведува
мережах	мрежи
впевнений	секако
математичні	математички
математичні	математичка
математичні	математика
математичні	математиката
луїза	луиза
луїза	луиза
луїза	луиз
залишатися	остани
броні	оклоп
найвищих	највисоката
найвищих	највисока
запитів	барања
зник	заминати
зник	исчезнале
зник	исчезна
зник	исчезнал
зник	исчезнала
зник	исчезнал
зник	исчезна
відповідними	соодветните
механічний	механички
кераміка	грнчарија
кераміка	интимни
кераміка	керамика
кераміка	керамички
кераміка	керамика
астрономи	астрономи
дербі	дарби
дербі	дерби
дербі	дербито
прапором	знаме
зерно	зрна
зерно	зрно
зерно	житарици
зерно	жито
студій	студии
ставка	стапка
всюди	глобално
всюди	насекаде
всюди	сегде
всюди	секаде
виконали	смрзнува
виконали	замрзна
виконали	замрзнува
найвище	највисоката
найвище	највисока
гідності	достоинствено
гідності	достоинство
відповідну	соодветни
відповідну	соодветна
відповідну	соодветен
відповідну	соодветно
реалізацію	спроведување
реалізацію	имплементација
проза	проза
вираження	изразувајќи
вираження	изразува
вираження	искажувајќи
виграли	добиена
виграли	победи
виграли	освои
виграли	победија
виграли	освоено
