apie	について
demokratinė	民主主義
cukraus	砂糖
akių	wind
ivanas	イワン
ivanas	イヴァン
deivė	女神
sūnūs	息子
trasa	サーキット
trasa	回路
vartų	ゲート
puikiai	グレート
puikiai	良い
puikiai	グッド
puikiai	優れた
skaityti	スキャン
aukštumos	高地
idėjos	アイデア
idėjos	アイディア
grįžti	return
grįžti	リターン
mirtis	デス
turistų	ツーリスト
ranka	ハンド
metodas	方法
metodas	メソッド
geografija	地理
žurnalistų	リポーター
juan	フアン
justinas	ジャスティン
nuotrauka	写真
nuotrauka	フォト
nuotrauka	写真
čikagos	シカゴ
gyvybės	生活
gyvybės	生命
gyvybės	人生
gyvybės	ライフ
metro	地下鉄
metro	メトロ
viskas	すべて
viskas	全て
patelės	女性
rūta	ルース
sirijos	シリア
išteklių	リソース
išteklių	資源
smolensko	スモレンスク
vartotojų	消費者
dviračių	自転車
salė	ホール
prefektūra	都道府県
džiazo	ジャズ
konkursas	テンダー
konkursas	柔らかい
konkursas	景品
tonų	トン
punktas	条項
inžinerijos	工学
inžinerijos	エンジニアリング
laukas	フィールド
ratas	ホイール
ratas	車輪
civilizacijos	文明
bangų	織物
bangų	波動
bangų	ウェーブ
savybes	資質
youtube	youtube
populiacijos	人口
sportas	スポーツ
panašios	アナログ
transportas	輸送
transportas	交通
įtraukti	持ち込み
įtraukti	ブリング
keliautojas	トラベラー
žalia	グリーン
žalia	緑色
amerika	アメリカ
altlink	altlink
gal	たぶん
gal	多分
gal	未定
šiuolaikinio	現代
indija	インド
andų	アンデス
atskirai	個別
atskirai	個別に
romas	ラム
skirtumas	差異
skirtumas	違い
skirtumas	差分
skirtumas	差動
skirtumas	微分
viską	すべて
viską	全て
sukilimas	蜂起
ginklai	武器
ginklai	兵器
ginklai	武器
ginklai	凶器
ginklai	アームス
kaukazo	コーカサス
asmeninis	パーソナル
asmeninis	個人
faktiškai	脱退
faktiškai	離脱
faktiškai	撤退
milano	ミラノ
matavimo	測定
matavimo	測定
seka	シーケンス
teamb	teamb
dvasios	精神
dvasios	スピリット
konstrukcijos	構造
pavasario	スプリング
tibeto	チベット
mergina	ガールフレンド
mergina	ガール
mergina	少女
mergina	女の子
egipte	エジプト
dujos	気体
dujos	ガス
dujos	気体
raumenų	マッスル
raumenų	筋肉
maroko	モロッコ
debiutas	デビュー
kalifornijos	カリフォルニア
ralio	ラリー
gif	gif
jaunesnysis	ジュニア
išsaugoti	セーブ
išsaugoti	保存
maltos	マルタ
aplinka	アンビエント
kovoti	ファイティング
banga	波動
banga	ウェーブ
atkūrimo	修復
atkūrimo	復元
atkūrimo	維新
ginklas	武器
ginklas	兵器
ginklas	武器
ginklas	凶器
ginklas	ガン
grafikos	グラフィック
policija	警察官
policija	ポリス
policija	警察
malūnas	風車
tradicijas	伝統
mama	mama
mama	ママ
mama	おかあさん
mama	母親
tikėjimo	信仰
tikėjimo	信念
asmenybės	個性
asmenybės	人柄
asmenybės	性格
asmenybės	人格
asmenybės	パーソナリティ
ansamblis	アンサンブル
aidas	反響
aidas	エコー
organizatorius	主催
danija	デンマーク
konfederacijos	連盟
didikų	貴族
apsaugoti	protect
apsaugoti	プロテクト
apsaugoti	保護
tikra	トゥルー
tikra	true
tikra	本当
tikra	本物
tikra	正真正銘
lee	リー
graikija	ギリシャ
trumpas	短い
trumpas	ショート
draugas	同志
draugas	仲間
draugas	友人
draugas	友だち
draugas	フレンド
draugas	友達
juoda	黒い
juoda	ブラック
soccerway	soccerway
ciklas	サイクル
profesionalus	プロフェッショナル
aušros	明け方
aušros	夜明け
aušros	ドーン
karaliai	キングス
alma	アルマ
suaugusiųjų	成人
suaugusiųjų	大人
medaliu	メダル
teismų	司法
adresas	アドレス
adresas	住所
glasgow	グラスゴー
padėjėjas	助手
padėjėjas	アシスタント
padėjėjas	ヘルパー
pulkas	群れ
pulkas	連隊
senato	元老院
benediktas	ベネディクト
kuro	燃料
mečetė	モスク
valiuta	通貨
nužudyti	キル
nužudyti	kill
slovakijos	スロバキア
slovakijos	スロバキア
sniego	スノー
sniego	snow
aušra	明け方
aušra	夜明け
aušra	ドーン
pianistas	ピアニスト
autobusų	バス
autobusų	到着
pilnas	いっぱい
pilnas	フル
kolegija	カレッジ
kolegija	大学
karai	戦争
karai	ウォーズ
estija	エストニア
tvora	フェンス
šeštadienį	土曜日
pasiekimai	実績
pasiekimai	事跡
pasiekimai	業績
pasiekimai	事績
pasiekimai	功績
daniel	ダニエル
apskritys	カウンティ
poilsio	安静
poilsio	休む
disko	ディスク
disko	円盤
raketų	ロケット
raketų	ミサイル
dalelių	粒子
įmanoma	可能性
universitetų	大学
asistentas	助手
asistentas	アシスタント
viktorija	ビクトリア
viktorija	ヴィクトリア
josé	ホセ
turkija	トルコ
turkija	七面鳥
eros	エロス
feliksas	フェリックス
dizaino	デザイン
dizaino	デザイン
dizaino	設計
dizaino	意匠
doc	doc
doc	ドク
penktadienį	金曜日
penktadienį	フライデー
gubernatorius	知事
leonardas	レナード
louis	ルイス
louis	ルイ
niujorkas	newyork
rytas	モーニング
etninės	民族
gan	可愛い
gamta	ネイチャー
gamta	自然
technologija	技術
technologija	テクノロジー
skaičiavimo	カウント
napoleonas	ナポレオン
praha	プラハ
haris	ハリス
haris	ハリー
ang	アン
kapitalo	資本
kapitalo	首都
kapitalo	キャピタル
metodai	メソッド
baltymų	タンパク質
baltymų	たんぱく質
durų	ドア
durų	ドア
siaubo	ホラー
ferdinandas	フェルディナンド
kim	キム
ntupdate	ntupdate
žvalgybos	偵察
žvalgybos	探検
šaudymo	射撃
meilė	ラヴ
meilė	ラブ
borisas	ボリス
mtv	miu
mtv	mtv
takas	tak
neįmanoma	インポッシブル
neįmanoma	不可能
teodoras	テオドール
kareiviai	兵士
kilometrų	キロ
kilometrų	キロメートル
baltieji	白目
vartus	ゲイツ
mediena	木材
mediena	木製
mediena	ウッド
mediena	材木
mediena	木材
skonio	フレーバー
armėnų	アルメニア
tradicija	伝統
sėklos	種子
sėklos	シード
sėklos	種子
sėklos	シード
oras	天候
oras	天気
oras	気象
oras	空気
oras	航空
oras	エア
poveikio	インパクト
poveikio	衝撃
misijos	ミッション
alfredas	アルフレッド
trenerio	コーチ
trenerio	コーチング
įrašas	記録
įrašas	レコーディング
įrašas	録音
įstatymai	立法
įstatymai	法律
keltų	フェリー
atlikėjai	演者
atlikėjai	芸術家
atlikėjai	アーティスト
slidinėjimo	スキー
geras	良い
geras	グッド
ambasadorius	大使
ambasadorius	アンバサダー
žurnalistikos	ジャーナリズム
žurnalistikos	報道
youthclubs	youthclubs
oda	レザー
oda	皮革
oda	スキン
oda	皮膚
super	スーパー
tikros	本物
tikros	正真正銘
kryžių	クローバー
audinių	ティッシュ
audinių	ミンク
juodas	黒い
juodas	ブラック
andrea	アンドレア
plytų	れんが
plytų	レンガ
plytų	煉瓦
plytų	レンガ
plytų	れんが
plytų	煉瓦
mašinos	機械
mašinos	機械
laidojimo	埋葬
filmus	映画
musulmonai	イスラム教
musulmonai	ムスリム
brolių	兄弟
brolių	ブラザーズ
uždaryta	閉店
ketvirtadienį	木曜日
ketvirtadienį	木曜
rektorius	総長
fabrikas	工場
finalo	ファイナル
televizija	テレビ
lygį	ブレット
korėja	朝鮮
korėja	韓国
leono	レオン
vertimas	翻訳
variantai	variant
ūkininkas	農家
pirmadienį	月曜日
arti	付近
arti	近く
žodžiu	口頭
laimėti	優勝
laimėti	勝利
džeimsas	ジェームス
džeimsas	ジェームズ
aikštės	正方形
greičio	速度
greičio	スピード
antradienį	火曜日
rankos	アームス
rankos	arm
auksas	gold
auksas	ゴールド
gėrimas	飲み物
gėrimas	ドリンク
gėrimas	飲む
gėrimas	飲み物
gėrimas	飲料
filialas	支店
filialas	支社
filialas	ブランチ
filialas	支部
žuvys	魚類
žuvys	フィッシュ
ritulio	ホッケー
ritulio	アイスホッケー
ekspedicija	探検
ekspedicija	遠征
susirinkimas	アセンブリ
susirinkimas	集会
susirinkimas	組み立て
stade	スタッド
veislės	品種
veislės	品種
mazgas	アセンブリ
mazgas	集会
mazgas	組み立て
mazgas	結び目
kritikos	批評
kritikos	評論
kritikos	批判
įgulos	クルー
maldos	祈り
maldos	礼拝
maldos	祈祷
maldos	崇拝
maldos	祈り
ryto	モーニング
griuvėsiai	廃墟
griuvėsiai	遺跡
riebalų	ふとっちょ
riebalų	脂肪
kubos	サンティアゴ
kubos	キューバ
vaidmenis	役割
gintaro	琥珀
gintaro	アンバー
medžioklės	狩り
medžioklės	ハンティング
medžioklės	狩猟
rita	リタ
aliejus	石油
aliejus	オイル
molio	臼歯
molio	クレイ
molio	粘土
analizė	分析
analizė	解析
anime	アニメ
kvalifikacijos	資格
amatų	工芸
amatų	クラフト
euro	ユーロ
sparnai	ウイングス
groti	遊ぶ
groti	プレイ
groti	遊び
idėjų	アイデア
idėjų	アイディア
užduotis	譲渡
užduotis	代入
užduotis	割り当て
užduotis	タスク
dykumos	デザート
dykumos	砂漠
pelno	営利
pelno	収益
pelno	利益
gamykloje	工場
bbc	bbc
lewis	ルイス
fernando	フェルナンド
bakalauro	独身
žolės	grass
žolės	雑草
billboard	看板
surinkti	集まる
surinkti	組み立てる
dokumentus	ドキュメント
dokumentus	ドキュメンテーション
maistas	食べ物
maistas	料理
maistas	食品
sportininkai	選手
sportininkai	アスリート
žiedas	リング
žiedas	指輪
garsas	サウンド
lina	リナ
mario	マリオ
užpuolė	襲撃
druskos	塩酸
visuomenė	社会
paveikslai	絵画
kelionė	航海
kelionė	旅行
kelionė	旅行
kelionė	journey
kelionė	旅行
kelionė	トリップ
tekstai	テキスト
tekstai	歌詞
tekstai	作詞
premjera	初演
premjera	プレミア
dėstytoja	講師
scorea	scorea
arklių	ウマ
mokymas	トレーニング
mokymas	講習
mokymas	修行
mokymas	訓練
mokymas	研修
mokymas	指示
mokymas	命令
izraelis	イスラエル
frank	フランク
akys	アイズ
galerijoje	ギャラリー
ieva	イブ
ieva	イヴ
ieva	eva
ieva	エヴァ
nuotykių	アドベンチャー
nuotykių	冒険
nuotykių	冒険
koncertas	コンサート
dokumentai	ドキュメント
dokumentai	ドキュメンテーション
bendrovių	会社
aut	aut
formulė	公式
formulė	数式
krovinių	貨物
sutampa	重複
slovėnijos	スロベニア
laboratorijos	研究室
vienetai	単位
vienetai	ユニット
moneta	硬貨
moneta	コイン
pajamos	収益
pajamos	収入
pajamos	歳入
sibirą	シベリア
dantų	歯科
laivynas	艦隊
laivynas	フリート
tankis	密度
chevrolet	シボレー
sparta	スパルタ
laura	ローラ
elektronikos	エレクトロニクス
patalpose	構内
patalpose	敷地
vabzdžių	昆虫
vabzdžių	昆虫
turtas	プロパティ
turtas	財産
turtas	アセット
turtas	資産
turtas	アセット
turtas	資産
įveikti	克服
bėgimo	ジョギング
ilgų	長文
vatikano	バチカン
juventus	ユヴェントス
akmenys	ストーンズ
akmenys	岩石
akmenys	ロックス
operacija	運行
operacija	作戦
operacija	運営
operacija	操作
operacija	オペレーション
dnr	dna
karta	世代
karta	ジェネレーション
kalifornijoje	カリフォルニア
afrika	アフリカ
mercedes	メルセデス
gydymas	治療
gydymas	セラピー
gydymas	トリートメント
gydymas	待遇
gydymas	治療
auginamos	栽培
roberto	ロベルト
modelių	モデル
kantonas	広東
kantonas	カントン
ekonomiką	ヘルシー
ekonomiką	健康
giovanni	ジョヴァンニ
giovanni	ジョバンニ
spindulių	赤外線
lanko	ボウ
lanko	お辞儀
lanko	おじぎ
lanko	船首
ginti	擁護
hans	ハンス
žvejybos	釣り
žvejybos	魚釣り
korpusas	ウイング
korpusas	軍団
palaidoti	埋める
dizainas	デザイン
dizainas	設計
dizainas	意匠
kalbėjo	スポーク
alkoholio	アルコール
vilkas	ウルフ
vilkas	オオカミ
konferencija	カンファレンス
konferencija	会議
saugos	安全
saugos	セーフティ
mitologija	神話
kavos	コーヒー
rengimo	編纂
rengimo	コンパイル
stiprus	強い
stiprus	濃い
kelionių	ツアー
migracijos	移行
drabužių	被服
cher	シェール
velso	ウェルシュ
pabėgėlių	難民
geltona	イエロー
geltona	黄色
patinai	オス
star	スター
star	恒星
star	star
anna	アナ
anna	アンナ
dykuma	デザート
dykuma	砂漠
vėjas	wind
dvasia	精神
dvasia	スピリット
kalcio	カルシウム
serbija	セルビア
vaizdai	動画
revoliucija	revolution
revoliucija	革命
revoliucija	レボリューション
esė	随筆
esė	エッセイ
esė	エセー
programavimo	プログラミング
kurtis	カーティス
klasifikacija	分類
renault	ルノー
biuras	事務局
biuras	事務所
biuras	オフィス
vasara	summer
vasara	サマー
taika	ピース
taika	平和
junginiai	準備
junginiai	調製
junginiai	仕込み
junginiai	調合
junginiai	化合物
kainos	プライス
kainos	対価
kainos	値段
kainos	価格
joe	オラ
mig	mig
ministrai	大臣
ministrai	公使
balkanų	バルカン
kancleris	宰相
tikėjimą	信仰
tikėjimą	信念
tikėjimą	フェイス
malajų	マレー
diana	ダイアナ
diana	ダイアン
klasėje	教室
rato	ホイール
rato	車輪
gyvenamųjų	住宅
gyvenamųjų	住宅地
trumpa	短い
trumpa	ショート
šri	sri
ffff	ffff
parduotuvės	店舗
parduotuvės	ショップ
parduotuvės	店舗
vardai	名前
vardai	名称
pramogų	アミューズメント
pramogų	娯楽
pramogų	エンターテイメント
pramogų	娯楽
pramogų	エンターテインメント
mušamieji	打楽器
danijoje	デンマーク
nedideli	マイナー
nedideli	わずか
čempionai	チャンピオンズ
čempionai	チャンピオン
auto	自動
auto	オート
konfliktas	マイル
konfliktas	競合
konfliktas	紛争
konfliktas	対立
konfliktas	コンフリクト
copa	コパ
geriausi	最高
geriausi	ベスト
geriausi	best
administratorius	管理者
administratorius	管理人
administratorius	管理者
administratorius	管理人
išorinis	外側
išorinis	アウター
tradicijų	伝統
tradicijų	伝統
globos	日程
globos	スケジュール
grūdų	穀物
grūdų	シリアル
grūdų	シリアル
kalio	カリウム
mix	mix
mix	ミックス
mix	混ぜる
lervos	幼虫
stengiasi	エンデバー
vienuolis	モンク
irako	イラク
specialistų	スペシャリスト
arčiau	近い
stovyklos	camp
stovyklos	キャンプ
stovyklos	キャンプ
glaudžiai	閉じる
glaudžiai	クローズ
lrt	lrt
pinigai	現金
įrašai	投稿
įrašai	エントリー
įrašai	項目
įrašai	エントリ
žlugimo	黙示録
veislė	品種
veislė	品種
veislė	品種
veislė	バラエティ
veislė	変種
naktis	ドワーフ
šaknis	ルーツ
galutinė	最終
galutinė	決勝
galutinė	ファイナル
matas	クマ
julija	ジュリア
julija	ユリア
bulgarija	ブルガリア
draudimas	保険
draudimas	禁酒
draudimas	禁止
draudimas	禁酒令
kalifornija	カリフォルニア
aleksandra	アレクサンドラ
alexander	アレクサンドロス
alexander	アレクサンダー
alexander	アレキサンダー
profesinės	プロフェッショナル
tikslų	ゴール
tikslų	目標
remonto	修理
salėje	ホール
ąžuolo	オーク
dalelės	粒子
dalelės	パーティクル
dalelės	粒子
šventėje	マーキー
kapo	墓所
kapo	墓穴
mediniai	木造
mediniai	木製
šlovės	グローリー
konsultantas	コンサルタント
skydas	シールド
jonava	村落
jonava	ヴィレッジ
žmonijos	ヒト
žmonijos	ヒューマン
žmonijos	人間
gydytojo	医師
gydytojo	医師
gydytojo	ドクター
gydytojo	先生
gydytojo	医者
dan	ダン
dan	dan
realybės	リアリティ
realybės	現実
skrydžio	フライト
skrydžio	飛行
kelia	ポーズ
tikėjimas	信仰
tikėjimas	信念
arkivyskupas	大主教
globėjas	ガーディアン
globėjas	後見人
alžyro	アルジェリア
šuo	イヌ
venesuelos	ベネズエラ
mru	mru
patalpos	構内
patalpos	敷地
egiptas	エジプト
bull	ブル
atolas	環礁
ryžių	ご飯
ryžių	ライス
jones	ジョーンズ
agentūra	エージェンシー
agentūra	代理店
keramika	セラミック
keramika	陶磁器
sicilijos	シチリア
patelė	女性
bataliono	大隊
renginiai	イベント
renginiai	行事
žemi	バス
žemi	ベース
aptikti	フィン
susivienijimo	統一
civilizacija	文明
kaklo	ネック
paskirtis	目的
įtampos	電圧
tiesiai	まっすぐ
tiesiai	ストレート
airija	アイルランド
biblijos	聖書
dideles	巨大
apžvalga	概要
apžvalga	概観
vyru	ダンナ
vyru	主人
vyru	旦那
vyru	男性
vyru	man
padovanojo	adore
uostai	ポート
liepojos	リエパーヤ
kazachstano	カザフスタン
lukas	ルカ
lukas	ルーカス
chirurgas	外科医
švyturys	灯台
švyturys	ビーコン
švyturys	灯台
kava	コーヒー
stogo	屋上
stogo	屋根
sąsiauris	海峡
agentas	エージェント
agentas	代理人
sustabdyti	停止
sustabdyti	ストップ
kraujas	血液
kraujas	ブラッド
danga	毛布
danga	ブランケット
danga	コーティング
danga	ラグ
danga	敷物
merginos	ガールズ
pozicijas	ポジション
šaknys	ルーツ
facebook	facebook
force	フォース
raketos	ミサイル
raketos	ロケット
santuoka	結婚
santuoka	婚姻
plaukimo	スイミング
plaukimo	競泳
plaukimo	水泳
draudžiama	禁止
urugvajaus	ウルグアイ
azija	アジア
žarnos	ホース
folkloro	伝承
kalvų	ヒルズ
atstatyti	復元
lnk	lnk
radijas	ラジオ
valda	持株
mišinys	混合物
simboliai	シンボル
simboliai	記号
oskaras	オスカー
oskaras	オスカル
parkai	公園
vandenys	ウォーターズ
ūkių	ホールディングス
įvertinti	レインジャー
starto	スターター
deividas	デイヴィッド
deividas	ダビデ
deividas	デビッド
deividas	デヴィッド
geriausios	最高
geriausios	ベスト
geriausios	best
spears	スピアーズ
erelis	ワシ
erelis	イーグル
tikslai	目的
tikslai	ゴール
tikslai	目標
florencijos	フローレンス
florencijos	フィレンツェ
mokinys	生徒
mokinys	瞳孔
mokinys	見習い
libano	レバノン
duris	ドア
ilga	長い
ilga	ロング
pilka	灰色
pilka	グレイ
pilka	グレー
bolševikų	ボリシェヴィキ
walter	ヴァルター
walter	ウォルター
diskas	ディスク
diskas	円盤
bausmė	ペナルティ
bausmė	処罰
laukai	フィールド
laukai	フィールズ
artimųjų	真ん中
artimųjų	ミドル
vandenyse	ウォーターズ
ugnikalnio	火山
proto	クレイジー
ūkiai	ホールディングス
athletic	アスレチック
apaštalo	使徒
ugnis	火事
ugnis	ファイア
ugnis	火災
pergalių	勝利
kampas	角度
kampas	アングル
amsterdamo	アムステルダム
stebėjimo	傍聴
stebėjimo	観察
stebėjimo	観測
rankomis	手動
krizė	危機
arbata	お茶
arbata	紅茶
libijos	リビア
bulgarų	ブルガリア
katės	キャッツ
katės	ネコ
katės	ネコ
katės	ねこ
išmoko	学習
orkestras	オーケストラ
alus	ビール
alus	ビール
grandinės	チェイン
grandinės	チェーン
violeta	バイオレット
galvijų	ウシ
draugai	同志
draugai	友だち
draugai	友達
lentos	ボード
nosies	鼻音
jurijus	ゆり
jurijus	ユーリ
indonezijos	インドネシア
matyt	どうやら
daržovių	野菜
reklamos	広告
uodegos	しっぽ
sužeistas	負傷
friedrich	フリードリヒ
friedrich	フリードリッヒ
būgnininkas	ドラマー
gera	良い
gera	グッド
atp	atp
kalbėti	トーク
kalbėti	喋る
kalbėti	speak
priklausomybė	依存
parduotuvė	ショップ
parduotuvė	店舗
parduotuvė	ストア
keliauja	旅行
asta	asta
sena	セナ
rinka	市場
rinka	マーケット
valdos	ホールディングス
medvilnės	木綿
medvilnės	コットン
youthyears	youthyears
monika	モニカ
monika	モニカ
krizės	危機
psichikos	メンタル
garo	スチーム
garo	蒸気
duonos	パン
duonos	ブレッド
palydovas	ムーン
pievos	メドウズ
atnaujinti	リフレッシュ
atnaujinti	更新
regbio	ラグビー
baigti	終了
baigti	フィニッシュ
kailis	毛皮
dokumentas	ドキュメント
dokumentas	書類
dokumentas	文書
skatinti	宣伝
kraujagyslių	血管
giliai	ディープ
giliai	深い
vidutinės	ミディアム
vidutinės	メディア
manga	漫画
manga	マンガ
ryžiai	ご飯
ryžiai	ライス
krasnojarsko	クラスノヤルスク
katalogas	カタログ
seserys	姉妹
kontrolė	コントロール
labdaros	チャリティー
labdaros	チャリティ
gėlių	flower
gėlių	フラワー
karys	戦士
karys	兵士
karys	兵隊
užimta	占領
bokštai	タワーズ
monetas	モネ
miškais	森林
cirko	サーカス
poteris	ポッター
duetas	デュエット
krikščionybė	キリスト教
diego	ディエゴ
skandinavijos	スカンディナヴィア
šilko	シルク
seminarija	神学校
cska	cska
tinklų	ネットワーク
kelius	パス
veislių	品種
dirvožemio	土壌
taivano	中華民国
taivano	台湾
berlynas	ベルリン
lelijos	ユリ
staiga	突然
ąžuolų	オーク
nugalėtojai	勝者
sąvokos	概念
sąvokos	コンセプト
sultonas	スルタン
sultonas	スルターン
prisijungti	参加
esančius	アーカイブ
auginti	栽培
bandymai	テスト
bandymai	テスト
ekspertas	エキスパート
sodai	庭園
dodge	ダッジ
dodge	ドッジ
skautų	スカウト
gamintojas	プロデューサー
gamintojas	製造業者
gamintojas	メーカー
slovakija	スロバキア
augalija	植生
sveikata	健康
jpeg	jpeg
faktai	事実
gruzija	グルジア
gruzija	ジョージア
draugų	友だち
draugų	友達
įgula	クルー
miršta	瀕死
junginys	化合物
olga	オルガ
vaza	花瓶
lff	lff
augimas	成長
augimas	発育
tokijo	東京
tony	トニー
dėsnis	道徳
šokis	ダンス
šokis	ダンシング
šokis	踊り
šokis	踊る
arbatos	お茶
arbatos	紅茶
talino	タリン
statula	彫像
gaisro	火事
gaisro	ファイア
gaisro	火災
vykdymo	運転
draugystės	友情
grammy	グラミー
naugardo	ノヴゴロド
dominikos	ドミニカ
bin	bin
kampanijos	キャンペーン
šokėja	ダンサー
gelbėjimo	残存
gelbėjimo	サルベージ
gelbėjimo	救助
gelbėjimo	レスキュー
gvinėja	ギニア
miuncheno	ミュンヘン
solistas	ソリスト
prūsija	プロイセン
įtampa	興奮
įtampa	緊張
įtampa	テンション
įtampa	電圧
tęsti	続行
tęsti	continue
tęsti	続ける
fotografija	撮影
fotografija	写真
pažinimo	認知
išlaidos	費用
išlaidos	コスト
partizanas	パルチザン
bosas	ボス
nuomonės	意見
ray	レイ
afganistano	アフガン
afganistano	アフガニスタン
fragmentai	断片
fragmentai	フラグメント
prokuroras	検察官
prokuroras	検事
muitinės	風習
stovykla	camp
stovykla	キャンプ
išorės	外側
komandas	チーム
pistoletas	ピストル
pistoletas	ガン
cheminė	化学
ceremonija	セレモニー
ceremonija	儀式
ceremonija	式典
pilietinis	シビック
įrenginiai	デバイス
įrenginiai	機器
įrenginiai	インストール
prahos	プラハ
konfederacija	連盟
tankus	濃密
tankus	戦車
bob	ボブ
bob	bob
playstation	playstation
mit	mit
patvirtinti	承認
palanga	パランガ
gėrimų	飲み物
gėrimų	飲料
gėrimų	飲み物
gėrimų	飲物
teniso	テニス
dave	デーヴ
dave	デイヴ
pučiamųjų	真鍮
accusative	対格
reikalavimai	要件
reikalavimai	要件
pagaliau	ついに
pagaliau	やっと
pagaliau	遂に
slovėnų	スロベニア
gyvas	アライブ
įrenginys	デバイス
įrenginys	機器
įrenginys	設置
įrenginys	インストール
astronomijos	天文学
kritikai	評論家
karolina	キャロライン
karolina	キャロリン
karolina	カロライナ
varikliai	エンジン
dainuoti	歌う
dainuoti	sing
silezijos	シレジア
smuikininkas	ヴァイオリン
panaikinimo	抹消
panaikinimo	キャンセル
panaikinimo	解除
civilinis	文官
uolos	岩石
uolos	ロックス
uolos	クリフ
trūkumas	不足
info	情報
lvovo	リヴィウ
širdis	心臓
širdis	ハート
kompiuteris	コンピューター
kompiuteris	コンピュータ
stipri	強い
stipri	濃い
genčiai	部族
tako	タコス
pažiūrų	説得
mediawiki	mediawiki
vabalai	バグ
vabalai	不具合
aprašo	在庫
aprašo	棚卸
trojos	トロイ
trojos	イリオス
aukštuma	高地
toyota	豊田
toyota	トヨタ
stiebo	マスト
bronza	青銅
bronza	ブロンズ
bandymas	テスト
islamas	イスラム教
daržovės	野菜
altajaus	アルタイ
įgaliojimai	委任
savininkai	オーナー
savininkai	所有者
aliuminio	アルミニウム
daiktai	モノ
daiktai	物事
daiktai	もの
grybas	菌類
simptomai	症状
simptomai	徴候
ratai	ホイール
ratai	車輪
chelsea	チェルシー
raketa	ロケット
raketa	ミサイル
pušų	マツ
pušų	パイン
rekordas	レコード
rekordas	記録
giesmių	聖歌
krūmų	低木
atsitiktinai	ランダム
ktu	ktu
actekų	アステカ
piramidės	ピラミッド
universitetai	大学
koncertai	コンサート
vandenynas	大洋
jackson	ジャクソン
tvarkymo	ハンドリング
tvarkymo	取扱
tvarkymo	取り扱い
princesė	王女
princesė	プリンセス
cia	ここ
manau	シンク
protėviai	先祖
hamilton	ハミルトン
kriterijus	基準
kriterijus	条件
skamba	サウンド
giorgio	ジョルジョ
parduotas	落札
parduotas	販売
parduotas	売り上げ
parduotas	セールス
parduotas	売上
protestantų	プロテスタント
susitarimas	配置
susitarimas	編曲
siuvimo	裁縫
siuvimo	縫製
erewan	エレバン
ekranas	画面
ekranas	スクリーン
sunkumų	困難
sunkumų	困難
kritika	批評
kritika	評論
kritika	批判
kritika	批判
malaizijos	マレーシア
plati	広い
duona	パン
duona	ブレッド
gyvūnas	アニマル
gyvūnas	動物
sielos	ソウル
sielos	霊魂
sielos	霊魂
auginimas	栽培
arsenal	アーセナル
arsenal	工廠
kunigai	司祭
lengva	イージー
lengva	易しい
lengva	やさしい
lengva	簡単
bakterijų	バクテリア
bakterijų	細菌
bakterijų	細菌
bakterijų	バクテリア
verslas	cpv
verslas	営業
verslas	事業
verslas	ビジネス
raumenys	筋肉
raumenys	マッスル
raumenys	筋肉
puolimą	アサルト
puolimą	暴行
pamario	ポメラニアン
konservatorių	保守
pilys	城郭
pasitraukti	引き出す
konfliktų	紛争
konfliktų	コンフリクト
sėkmė	サクセス
sėkmė	成功
atogrąžų	トロピカル
atogrąžų	熱帯
lėlių	パペット
dizaineris	デザイナー
mineralinių	鉱物
gyvatės	ヘビ
gyvatės	サーペント
gyvatės	ヘビ
prisikėlimo	復活
jupiterio	ジュピター
jupiterio	木星
žalos	怪我
žalos	外傷
žalos	被害
žalos	ダメージ
žalos	損傷
žalos	損害
dalyvavimą	出席
dalyvavimą	傍聴
dalykai	モノ
dalykai	物事
dalykai	もの
grėsmę	脅迫
bakterijos	細菌
bakterijos	バクテリア
švietimas	教育
švietimas	学歴
kursuose	コース
kolekcijos	コレクション
rublių	ルーブル
priežiūra	監督
budistų	仏教徒
budistų	仏教
laimėtojai	勝者
liūtas	ライオン
liūtas	獅子
dėdė	叔父
dėdė	伯父
dėdė	おじさん
dėdė	おじ
dėdė	アンクル
queen	女王
queen	クイーン
grybai	キノコ
grybai	きのこ
grybai	マッシュルーム
grybai	キノコ
grybai	マッシュルーム
francesco	フランチェスコ
įrodyti	証明
naudos	給付
naudos	利益
velnio	悪魔
atominės	アトミック
atominės	原子
sprendimai	ソリューション
santo	サント
stogas	屋上
stogas	屋根
būsena	近況
būsena	ステータス
punk	パンク
kažkas	誰か
cheminis	化学
grandinė	サーキット
grandinė	回路
grandinė	チェイン
grandinė	チェーン
variantų	ヒット
javų	残り物
buick	ビュイック
čempione	チャンプ
retkarčiais	時折
retkarčiais	たまに
gamintojai	プロデューサー
gamintojai	製造業者
trikampio	トライアングル
trikampio	三角形
bitų	ビット
bitų	ビット
licencija	ライセンス
totoriai	タタール
telefono	電話機
pasiekimus	実績
pasiekimus	事跡
pasiekimus	業績
pasiekimus	事績
pasiekimus	功績
lauką	slot
lauką	スロット
didžiulis	巨大
tinklai	ネット
tinklai	ネットワーク
pavasaris	スプリング
tekstus	歌詞
tekstus	作詞
slėgio	気圧
slėgio	圧力
bendradarbiavimas	協力
cezario	シーザー
šaknų	ルーツ
vaistinė	薬学
vaistinė	薬局
dingo	失踪
kukurūzai	トウモロコシ
platus	ワイド
platus	広い
cžv	cia
būsenos	近況
būsenos	ステータス
