மற்றும்	ja
மருத்துவம்	lääke
மருத்துவம்	lääketieteelliset
மருத்துவம்	lääketieteellinen
மருத்துவம்	lääketieteen
கிராமம்	kylän
கிராமம்	kylä
கிராமம்	kylässä
கிராமம்	kyl
தாக்குதல்	hyökkäys
தாக்குதல்	pahoinpitely
தாக்குதல்	loukkaava
தாக்குதல்	loukkaavaa
தாக்குதல்	hyökkäys
கேரள	kerala
மதிப்பு	arvoa
மதிப்பு	arvo
கருவிகள்	välineitä
கருவிகள்	välineet
கருவிகள்	työkalut
கருவிகள்	työkaluja
படை	voima
படை	force
படை	pakota
படை	pakottaa
மனைவி	vaimon
மனைவி	vaimolla
மனைவி	vaimo
மனைவி	vaimoa
பதவி	asema
பதவி	kannan
பதவி	asento
பதவி	kanta
பதவி	sijainti
பதவி	roolin
பதவி	rooli
அஞ்சல்	mail
அஞ்சல்	postia
அஞ்சல்	posti
அஞ்சல்	sähköposti
அஞ்சல்	postinumero
அஞ்சல்	zip
உதவும்	apua
உதவும்	ohje
சொற்கள்	sanoja
சொற்கள்	sanat
வெளியீடு	vapauttaa
வெளியீடு	vapauta
வெளியீடு	julkaisu
வெளியீடு	tuotos
வெளியீடு	julkaiseminen
வெளியீடு	julkaisu
எதிர்	vastakohta
எதிர்	päinvastainen
எதிர்	vastapäätä
மிக்க	ahdistava
மிக்க	armollinen
தொழில்நுட்ப	tekninen
வெளியே	ulos
வானொலி	radion
வானொலி	radio
கிராமங்கள்	kylien
கிராமங்கள்	kyliä
முக்கியத்துவம்	merkitys
முக்கியத்துவம்	tärkeys
மீன்	kala
மீன்	kalastaa
மீன்	kalaa
மீன்	kalasta
மீன்	kalat
மீன்	kuituja
மீன்	kuidut
மஞ்சள்	keltainen
மஞ்சள்	keltaisia
மஞ்சள்	keltaiset
வருவாய்	tuotot
வருவாய்	tulo
வருவாய்	tulot
வருவாய்	tuotot
வருவாய்	tuotto
வருவாய்	tulot
மலேசியா	malesiassa
மலேசியா	malesian
கிலோமீட்டர்	kilometri
கிலோமீட்டர்	kilometriä
கொள்ளும்	vihanpito
உள்ளூர்	paikallinen
உள்ளூர்	paikalliset
உள்ளூர்	paikallisia
உள்ளூர்	paikallisesti
உள்ளூர்	paikallisten
உள்ளூர்	paikallista
கிட்டத்தட்ட	lähes
கிட்டத்தட்ட	melkein
கடைசி	last
கடைசி	viimeisenä
கடைசி	viimeksi
கடைசி	viimeisin
கடைசி	viimeinen
கடைசி	viime
குரு	guru
ஆனாலும்	mutta
படத்தில்	kuvaa
படத்தில்	kuva
படத்தில்	valokuva
எதிர்ப்பு	kestävyys
எதிர்ப்பு	vastustus
எதிர்ப்பு	vastarinta
எதிர்ப்பு	vastarinnan
எதிர்ப்பு	vastarintaa
எதிர்ப்பு	vastustus
எதிர்ப்பு	opposition
எதிர்ப்பு	oppositio
ஒன்பது	yhdeksän
வான்	wan
வான்	van
வான்	pakettiauto
சிறப்பாக	hienoa
சிறப்பாக	parempi
சிறப்பாக	paremmin
சிறப்பாக	paras
சிறப்பாக	parhaat
சிறப்பாக	parhaiten
சிறப்பாக	best
சிறப்பாக	parasta
தொடங்கினார்	alkanut
தொடங்கினார்	alkoi
தொடங்கினார்	aloitti
தொடங்கினார்	aloitettu
பேராசிரியர்	professori
பதிப்பகம்	julkaiseminen
பதிப்பகம்	julkaisu
தனியார்	yksityisiä
தனியார்	yksityiset
தனியார்	sotamies
தனியார்	yksityisen
தனியார்	yksityinen
தரவு	tiedot
தரவு	data
தரவு	tietoja
தரவு	tietoa
பஞ்சாப்	punjabin
நம்பிக்கை	faith
நம்பிக்கை	uskoa
நம்பிக்கை	usko
நம்பிக்கை	luottamuksen
நம்பிக்கை	luottamus
நம்பிக்கை	luottamusta
நம்பிக்கை	uskollinen
நம்பிக்கை	uskolliset
நம்பிக்கை	luottaa
நம்பிக்கை	luottamusta
நம்பிக்கை	luottamus
நம்பிக்கை	luota
நம்பிக்கை	toivoa
நம்பிக்கை	toivo
நம்பிக்கை	toivottavasti
இடங்கள்	sijainnit
இடங்கள்	paikat
இடங்கள்	paikkoja
பெரிதும்	suuresti
பரவலாக	laajalti
பரவலாக	laajasti
மரபு	perintö
மரபு	perinnön
மும்பை	mumbain
விற்பனை	myy
விற்பனை	myydä
விற்பனை	myydään
விற்பனை	myy
விற்பனை	myyminen
விற்பனை	myydä
விற்பனை	myydään
விற்பனை	markkinoinnin
விற்பனை	markkinointi
விற்பனை	myynnin
விற்பனை	myynti
விற்பனை	myyntiä
விற்பனை	myyntiin
விற்பனை	myynti
வருடம்	vuoden
வருடம்	vuosi
வருடம்	vuonna
மேலே	huippu
மேலே	top
மேலே	huippua
மேலே	ylä
மேலே	suosituimmat
மேலே	yläpuolelle
மேலே	yläpuolelta
மேலே	yllä
மேலே	yläpuolella
மேலே	edellä
ஏற்கனவே	jo
அம்மன்	amman
என்றாலும்	vaikka
என்றாலும்	tosin
என்றாலும்	vaik
கடன்	hyvitys
கடன்	luotto
கடன்	luottoa
கடன்	laina
கடன்	lainaa
கடன்	velka
கடன்	velan
கடன்	velat
கடன்	lainat
விலை	hinta
விலை	hinnan
விலை	hintaa
விலை	hinnoittelu
விலை	hinnoittelua
விலை	hinnoittelun
செய்திகள்	uutisia
செய்திகள்	uutinen
செய்திகள்	uutiset
செய்திகள்	ajankohtaista
செய்திகள்	viestejä
செய்திகள்	viestit
சோதனை	testi
சோதனை	testaa
சோதனை	koe
சோதனை	testin
சோதனை	testi
சோதனை	testaa
சோதனை	testaus
பிபிசி	bbc
அரசன்	monarch
அரசன்	king
அரசன்	kuningas
அரசன்	kunkku
போட்டிகள்	kilpailut
போட்டிகள்	kilpailuihin
போட்டிகள்	kilpailuja
கை	käsi
கை	käden
அரசியல்வாதி	poliitikko
பறவைகள்	lintuja
பறவைகள்	linnut
பறவைகள்	lintujen
ஒலி	ääntä
ஒலி	äänet
ஒலி	äänen
ஒலி	ääni
ஒலி	ääntä
ஒலி	ääni
குறிப்புகள்	toteaa
குறிப்புகள்	muistiinpanot
குறிப்புகள்	muistiinpanoja
குறிப்புகள்	huomautuksia
குறிப்புகள்	huomautukset
குறிப்புகள்	vinkit
குறிப்புகள்	vinkkejä
குறிப்புகள்	vihjeet
குறிப்புகள்	vihjeitä
பெண்களின்	tyttöjä
பெண்களின்	girls
பெண்களின்	tytöt
ஜே	jay
இயக்குனர்	johtaja
இயக்குனர்	ohjaaja
உயிரியல்	biologian
தொடக்கம்	käynnistys
தொடக்கம்	startup
தொடக்கம்	alku
தொடக்கம்	aloita
தொடக்கம்	alkaa
தொடக்கம்	aloittaa
தொடக்கம்	käynnistä
தொடக்கம்	alkuun
தொடக்கம்	alussa
தொடக்கம்	alku
தொடக்கம்	aloittamista
தொடக்கம்	aloitetaan
தொடக்கம்	alkaen
தொடக்கம்	aloittaminen
தொடக்கம்	aloitus
தொடக்கம்	alkaa
பூங்கா	park
பூங்கா	puisto
பூங்கா	puistoon
பூங்கா	puiston
இளம்	nuori
இளம்	nuoret
இளம்	youngin
இளம்	young
அருகே	läheltä
அருகே	lähellä
அருகே	lähelle
உயர்ந்த	high
உயர்ந்த	korkea
உயர்ந்த	korkeat
உயர்ந்த	korkealla
உயர்ந்த	korkeimman
உயர்ந்த	korkeimmat
உயர்ந்த	korkein
உயர்ந்த	kohonneet
உயர்ந்த	korotettu
உயர்ந்த	koholla
உயர்ந்த	kohonnut
காவல்	poliisi
காவல்	poliisit
குடும்பம்	suku
குடும்பம்	perhe
குடும்பம்	perheen
ஆதரவு	tuen
ஆதரவு	tukea
ஆதரவு	tuki
ஆதரவு	tue
கைது	pidätys
கைது	pidätetty
கைது	pidätykset
கைது	pidättää
கைது	pidätetty
கைது	pidätettynä
கைது	pidätettiin
எழுதினார்	kirjoitti
எழுதினார்	kirjoitin
தன்னை	itse
தன்னை	itseään
தன்னை	itsensä
மாலை	iltaa
மாலை	ilta
மாலை	aatto
மாலை	eeva
மாலை	eve
ஆய்வுகள்	opinnot
ஆய்வுகள்	selvitykset
ஆய்வுகள்	tutkimuksia
ஆய்வுகள்	tutkimukset
ஆய்வுகள்	diagnostiikka
குறிக்கிறது	seisoo
எடுத்து	ottaa
எடுத்து	ottaminen
எடுத்து	ottaen
எடுத்து	ottamassa
எடுத்து	ottaa
எடுத்து	ota
எடுத்து	otetaan
சிவப்பு	punaiset
சிவப்பு	punainen
சிவப்பு	punaista
சிவப்பு	red
நடைபெற்றது	pidetty
முஸ்லிம்	muslimi
முஸ்லிம்	muslimien
முஸ்லிம்	muslimit
இன்றும்	tänään
இன்றும்	today
தலைவர்கள்	päälliköt
தலைவர்கள்	johtajia
தலைவர்கள்	johtajat
இரத்த	veri
இரத்த	blood
இரத்த	verta
இருந்தனர்	olivat
இருந்தனர்	olivatko
சிவன்	shiva
ஜார்ஜ்	yrjö
ஜார்ஜ்	george
ஜார்ஜ்	ykä
முழுமையான	täydelliset
முழுமையான	täydellinen
முழுமையான	täytetään
இரண்டும்	molemmat
இரண்டும்	molempia
இரண்டும்	kumpikin
காங்கிரஸ்	kongressi
காங்கிரஸ்	kongressin
காங்கிரஸ்	kongressiin
இங்குள்ள	kuvaavat
அவள்	hän
சுவாமி	swami
வரிசை	sarja
வரிசை	sarjanumero
வரிசை	tilata
வரிசை	tilaus
வரிசை	järjestys
வரிசை	tilaa
வரிசை	rivin
வரிசை	rivi
காற்று	tuulta
காற்று	tuuli
காற்று	tuulen
மாத	kuukausittainen
மாத	kuukausi
மாத	kuukausittaiset
மாத	kuukausittain
பயனர்கள்	käyttäjät
பயனர்கள்	käyttäjien
பயனர்கள்	käyttäjiä
கான்	khan
இரவு	öitä
இரவு	yötä
இரவு	night
இரவு	ilta
இரவு	yö
நடவடிக்கை	toiminta
நடவடிக்கை	aktiivisuus
நடவடிக்கை	toimintaa
நடவடிக்கை	toiminto
நடவடிக்கை	toimintaa
நடவடிக்கை	kanne
நடவடிக்கை	toiminta
நடவடிக்கை	toimi
நடவடிக்கை	toimia
நடவடிக்கை	toiminto
அவரின்	hänen
நேரங்களில்	aikoja
நேரங்களில்	ajat
நேரங்களில்	kertaa
நேரங்களில்	times
வழக்கு	case
வழக்கு	tapauksessa
வழக்கு	tapaus
வழக்கு	salkku
அகாதமி	akatemia
சேவைகள்	palvelujen
சேவைகள்	palvelut
சேவைகள்	palveluja
தளத்தில்	sivuston
தளத்தில்	sivusto
மக்கள்தொகை	väestö
மக்கள்தொகை	väkiluku
மக்கள்தொகை	väestön
கவிதை	runon
கவிதை	runo
கவிதை	runoutta
கவிதை	runoja
இதுவரை	kauas
இதுவரை	kaukana
இதுவரை	pitkälle
நேரடியாக	suoraan
அறிக்கை	kertomus
அறிக்கை	mietinnön
அறிக்கை	raportin
அறிக்கை	raportti
அறிக்கை	julkilausuma
அறிக்கை	lausunto
அறிக்கை	lausuma
பணம்	raha
பணம்	rahat
பணம்	rahaa
பணம்	käteistä
பணம்	cash
பணம்	rahaa
பணம்	valuutta
பணம்	valuuttaa
உண்மையான	real
உண்மையான	todellinen
உண்மையான	oikea
உண்மையான	aito
உண்மையான	todellista
உண்மையான	aidon
உண்மையான	aidot
உண்மையான	aito
உண்மையான	aitoa
உண்மையான	true
உண்மையான	totta
பிரிவுகள்	jaksot
பிரிவுகள்	luokat
அடிக்கடி	usein
அடிக்கடி	usein
மரம்	puu
மரம்	puuta
மரம்	puusta
மரம்	puu
மரம்	puuta
மரம்	puun
இராணுவ	armeija
இராணுவ	sotilas
இராணுவ	sotilaallinen
இராணுவ	armeijan
சீனா	kiinassa
சீனா	kiinan
சீனா	kiina
சீனா	kiinasta
உண்மையில்	todella
உண்மையில்	oikeesti
ரயில்	juna
ரயில்	junalla
ரயில்	junan
கவிஞர்	runoilija
சுதந்திர	itsenäiset
சுதந்திர	riippumaton
சுதந்திர	itsenäinen
சுதந்திர	riippumattomuus
சுதந்திர	itsenäisyyttä
சுதந்திர	itsenäisyys
சுதந்திர	vapauden
சுதந்திர	vapautta
சுதந்திர	vapaus
சுதந்திர	vapauteen
செய்தல்	tekeminen
செய்தல்	tekoa
வெளியிட்டார்	annettu
வெளியிட்டார்	myönnetyt
வெளியிட்டார்	annetut
வெளியிட்டார்	myönnetty
வடிவமைப்பு	asetukset
வடிவமைப்பு	kokoonpano
வடிவமைப்பு	suunnittelu
வடிவமைப்பு	suunnitella
வடிவமைப்பு	design
வடிவமைப்பு	muotoilu
வடிவமைப்பு	asetukset
வடிவமைப்பு	määritä
வடிவமைப்பு	muodossa
வடிவமைப்பு	muoto
வெப்பநிலை	lämpötila
இன்னொரு	toinen
நிலையை	status
நிலையை	asema
நிலையை	tila
நிலையை	tilanne
கப்பல்	laiva
கப்பல்	alusta
கப்பல்	aluksen
கப்பல்	alus
அறிமுகம்	esittely
அறிமுகம்	käyttöönotto
அறிமுகம்	johdanto
அறிமுகம்	noin
காங்கிரசு	kongressi
காங்கிரசு	kongressin
காங்கிரசு	kongressiin
வரி	jono
வரி	line
வரி	rivi
வரி	viiva
வரி	linja
வரி	veroja
வரி	verotus
வரி	vero
வரி	verot
காட்டும்	palauttaa
மாறாக	pikemminkin
மாறாக	mieluummin
குரல்	ääntä
குரல்	äänen
குரல்	ääni
இயக்குநர்	johtaja
இயக்குநர்	ohjaaja
ஜேம்ஸ்	james
ஜேம்ஸ்	jamesin
ஜேம்ஸ்	jamesia
தயாரிப்பு	valmistautuminen
தயாரிப்பு	valmistus
தயாரிப்பு	valmistelu
தயாரிப்பு	valmistelut
தயாரிப்பு	valmiste
தயாரிப்பு	tuote
தயாரிப்பு	tuotteen
தயாரிப்பு	tuotetta
தயாரிப்பு	tuotteet
தயாரிப்பு	tuotanto
புள்ளி	pisteen
புள்ளி	kohta
புள்ளி	pistettä
புள்ளி	piste
புள்ளி	point
இணைப்புக்கள்	yhteyksien
இணைப்புக்கள்	yhteyksiä
இணைப்புக்கள்	yhteydet
இணைப்புக்கள்	liitännät
இணைப்புக்கள்	linkit
இணைப்புக்கள்	yhteydet
இணைப்புக்கள்	linkkejä
இணைப்புக்கள்	linkkien
கருவி	laite
கருவி	laitetta
கருவி	laitteen
கருவி	laajuus
கருவி	työkalun
கருவி	väline
கருவி	työkalu
டேவிட்	david
இயங்கும்	aktiivisia
இயங்கும்	aktiiviset
இயங்கும்	aktiivinen
இயங்கும்	aktiivisena
இயங்கும்	juoksu
இயங்கும்	juoksevat
இயங்கும்	juoksee
இயங்கும்	käynnissä
புராணம்	legendan
புராணம்	taru
புராணம்	legenda
நிகழ்ச்சி	näytä
நிகழ்ச்சி	show
பௌத்த	buddhalainen
எழுதப்பட்ட	kirjoitettu
எழுதப்பட்ட	kirjalliset
கொலை	murha
கொலை	murhaa
கொலை	murhat
வண்ணம்	värit
வண்ணம்	väriä
வண்ணம்	väri
வண்ணம்	värit
வண்ணம்	väriä
வண்ணம்	väri
நிலையங்கள்	asemat
பரப்பளவு	alue
உறுதி	varmistettu
உறுதி	vahvistetut
உறுதி	vahvistanut
உறுதி	vahvistettu
வழக்கம்	säännöllisesti
வழக்கம்	tavallinen
வழக்கம்	säännöllinen
வழக்கம்	säännölliset
வழக்கம்	mukautettu
குறைவாக	matala
குறைவாக	matalalla
குறைவாக	vähä
குறைவாக	alhainen
குறைவாக	vähemmän
கலைஞர்கள்	esiintyjät
கலைஞர்கள்	taiteilijat
கலைஞர்கள்	taiteilijoiden
கலைஞர்கள்	taiteilijoita
செ	kuuro
பாகிஸ்தான்	pakistaniin
பாகிஸ்தான்	pakistan
பாகிஸ்தான்	pakistanin
பாகிஸ்தான்	pakistanissa
பாகிஸ்தான்	pakistanin
சற்று	hieman
சற்று	hiukan
அங்கே	tuolla
அங்கே	siellä
இன	etninen
இன	etnistä
இன	etniset
இன	etnisten
இன	rotu
இன	rotuun
வசதி	mukavuutta
வசதி	lohduttaa
வசதி	piirre
வசதி	ominaisuutta
வசதி	ominaisuus
வசதி	mukavat
வழங்கப்படும்	edellyttäen
வழங்கப்படும்	tarjosi
வழங்கப்படும்	tarjottu
வழங்கப்படும்	tarjotaan
முயற்சி	kokeile
முயற்சி	yritä
முயற்சி	ponnisteluja
கதைகள்	kertomuksia
கதைகள்	tarinat
கதைகள்	tarinoita
கதைகள்	tarinoiden
அரபு	arabi
அரபு	arabia
அரபு	arabian
அரபு	arabiaa
இவற்றை	nämä
இவற்றை	näitä
பிரான்சு	ranska
பிரான்சு	ranskan
விண்வெளி	tila
விண்வெளி	avaruus
விண்வெளி	tilaa
விண்வெளி	space
மாற்றங்கள்	muutokset
மாற்றங்கள்	muutoksia
அடர்த்தி	tiheys
படங்கள்	valokuvat
படங்கள்	kuvia
படங்கள்	kuvat
படங்கள்	valokuvia
படங்கள்	kuvien
படங்கள்	kuvia
படங்கள்	kuvat
படங்கள்	valokuvia
படங்கள்	kuvien
படங்கள்	kuvia
படங்கள்	kuvat
ஆயிரம்	tuhat
ஆயிரம்	tuhatta
ஆயிரம்	tuhansia
வார்ப்புருக்கள்	malleja
வார்ப்புருக்கள்	mallit
இனம்	rotua
இனம்	rotu
இனம்	kisa
இனம்	rotu
இனம்	kisaa
இனம்	etninen
புரிந்து	ymmärrä
புரிந்து	ymmärtää
வாக்குகள்	ääniä
வாக்குகள்	äänestykset
வாக்குகள்	äänet
ரூபாய்	rupiaa
ரூபாய்	rupia
அமைச்சர்	ministerin
அமைச்சர்	ministeri
கூட்டு	unioni
கூட்டு	unionin
கூட்டு	lisää
கூட்டு	add
கூட்டு	lisätä
கூட்டு	summaa
கூட்டு	summa
கூட்டு	järjestöt
கூட்டு	yhdistykset
கூட்டு	liitot
கூட்டு	yhdistysten
திட்டங்கள்	suunnitelmia
திட்டங்கள்	suunnitelmien
திட்டங்கள்	suunnitelmat
திட்டங்கள்	projektit
திட்டங்கள்	hankkeet
திட்டங்கள்	hankkeiden
திட்டங்கள்	hankkeita
அண்ணா	anna
உயரம்	pituus
உயரம்	korkeuden
உயரம்	korkeus
தரம்	laadukas
தரம்	laatu
தரம்	laatua
வரையில்	kunnes
எளிய	yksinkertaiset
எளிய	yksinkertaista
எளிய	yksinkertainen
ஒப்பந்தம்	sopimus
ஒப்பந்தம்	sopimuksen
பணிகள்	tehtäviä
பணிகள்	tehtävien
பணிகள்	tehtävät
பணிகள்	työpaikkoja
பணிகள்	työt
பணிகள்	työpaikat
தேவி	devi
நிலம்	maa
நிலம்	maata
யார்	kuka
யார்	ketä
யார்	who
யார்	joka
மண்டலம்	alue
மண்டலம்	alueen
மண்டலம்	vyöhyke
மண்டலம்	alue
குற்றம்	syyllinen
குற்றம்	rikos
குற்றம்	rikokset
குற்றம்	rikollisuus
குற்றம்	rikoksen
குற்றம்	rikollisuuden
அன்னை	äiti
இரட்டை	kaksinkertainen
இரட்டை	tupla
இரட்டை	kaksonen
இரட்டை	twin
அலுவலகம்	toimipaikka
அலுவலகம்	toimisto
அலுவலகம்	virasto
வீடு	kotiin
வீடு	kodin
வீடு	kotona
வீடு	koti
வீடு	kotipaikka
வீடு	residence
வீடு	asuinpaikka
வீடு	oleskelu
வீடு	house
வீடு	talo
வீடு	talon
சந்தை	markkina
சந்தை	markkinoiden
சந்தை	markkinat
தலை	head
தலை	pää
தலை	päätä
தலை	pään
அனைத்துலக	kansainvälisen
அனைத்துலக	kansainvälinen
அனைத்துலக	kansainväliset
உரிமைகள்	oikeudet
உரிமைகள்	oikeuksia
உரிமைகள்	oikeuksien
நீ	sinä
கிராம	kylän
கிராம	kylä
கிராம	kylässä
கிராம	kyl
திறந்த	avaa
முழுமையாக	täysin
முழுமையாக	kokonaan
முழுமையாக	täysin
நெடுஞ்சாலை	valtatie
நெடுஞ்சாலை	maantie
நெடுஞ்சாலை	highway
நெடுஞ்சாலை	moottoritie
கோட்பாடு	teoriaa
கோட்பாடு	teoria
மாதிரி	näytettä
மாதிரி	otos
மாதிரி	näytteen
மாதிரி	otanta
மாதிரி	näyte
மாதிரி	polkuja
மாதிரி	mallia
மாதிரி	malli
மாதிரி	mallissa
தெரிவு	valinta
குமார்	kumar
கட்டி	kasvaimen
கட்டி	kasvain
பிரதான	majuri
பிரதான	major
பிரதான	main
பிரதான	pääasialliset
பிரதான	pääasiallinen
பிரதான	tärkein
பிரதான	tärkeimmät
அறிவு	osaaminen
அறிவு	tieto
அறிவு	tietämys
அறிவு	tietoa
பொறுத்து	riippuen
தெரியவில்லை	puolueeton
தெரியவில்லை	neutraali
வழங்கி	palvelimen
வழங்கி	palvelin
பண்பாடு	kulttuuria
பண்பாடு	kulttuuri
ராஜா	raja
ராஜா	king
ராஜா	kuningas
ராஜா	kunkku
சூழல்	ympäristön
சூழல்	ympäristö
கடுமையான	kova
கடுமையான	kovaa
கடுமையான	rankkaa
கடுமையான	ankara
கடுமையான	vakavat
கடுமையான	vakava
எண்ணெய்	öljyn
எண்ணெய்	öljyä
எண்ணெய்	öljy
எண்ணெய்	öljyt
பொருட்களை	tavaraa
பொருட்களை	meininkiä
பொருட்களை	juttuja
வானியல்	tähtitiede
மாற்று	vaihtaa
மாற்று	vaihda
மாற்று	muuntaa
மாற்று	vaihda
மாற்று	muuta
மாற்று	muutos
மாற்று	muuttaa
மாற்று	korvata
மாற்று	korvataan
மாற்று	korvaa
இணையதளம்	sivuston
இணையதளம்	sivusto
இணையதளம்	verkkosivusto
வாழ்ந்து	asuminen
வாழ்ந்து	elävä
வாழ்ந்து	elää
வாழ்ந்து	eläminen
வாழ்ந்து	elävät
மழை	sateen
மழை	sataa
மழை	sade
மழை	rain
மழை	sadetta
தெரிகிறது	ulkonäkö
தெரிகிறது	näyttää
கார்பன்	hiilen
கார்பன்	hiili
கார்பன்	hiiltä
உலகளாவிய	maailmanlaajuiset
உலகளாவிய	maailmanlaajuinen
உலகளாவிய	maailmanlaajuisesti
உலகளாவிய	globaali
உலகளாவிய	global
உலகளாவிய	maailmanlaajuinen
உலகளாவிய	maailmanlaajuiset
உலகளாவிய	maailmanlaajuisen
தோன்றும்	splash
ஏற்றுக்	hyväksytty
ஏற்றுக்	hyväksyttiin
ஏற்றுக்	hyväksytyt
ஏற்றுக்	hyväksytään
நான்காவது	neljäs
நான்காவது	neljänneksi
பேருந்து	bussin
பேருந்து	bussi
வழக்கமாக	säännöllisesti
வழக்கமாக	yleensä
வழக்கமாக	tavallisesti
விதி	kohtalon
விதி	kohtalo
விதி	kohtaloa
விதி	sääntö
விதி	sääntöä
தெரு	kadulle
தெரு	street
தெரு	katu
இறைவன்	lordin
இறைவன்	herra
இறைவன்	lordi
யூ	yoo
கண்	silmä
கண்	eye
கண்	silmät
மகள்	tytär
தேசியக்	kansallinen
தேசியக்	kansalliset
தேசியக்	kansallisten
மூல	alkuperäinen
மூல	alkuperäiset
இடது	vasemmalle
இடது	vasen
இடது	vasemmalla
எல்லாம்	kaikki
எல்லாம்	kaiken
எல்லாம்	kaikille
எல்லாம்	kaikki
நிலையான	korjattu
நிலையான	kiinteät
நிலையான	kiinteän
நிலையான	kiinteä
நிலையான	standardin
நிலையான	normi
நிலையான	standard
நிலையான	standardi
நிலையான	vakio
சிறப்பான	erityiset
சிறப்பான	erityinen
சிறப்பான	erityistä
சிறப்பான	special
சிறப்பான	erikoinen
தோல்	nahkaa
தோல்	nahka
தோல்	nahan
தோல்	ihon
தோல்	iho
தோல்	ihoa
கூடுதலாக	ylimääräiset
கூடுதலாக	ylimääräistä
கூடுதலாக	extra
கூடுதலாக	ylimääräinen
கூடுதலாக	lisä
கால்	jalkaa
கால்	jalka
கால்	karjaa
கால்	karja
கால்	nauta
கால்	jalkaa
கால்	jalka
கால்	jalan
கால்	neljännes
கால்	neljäsosa
ஆர்வம்	kiinnostuneita
ஆர்வம்	kiinnostunut
ஆர்வம்	kiinnostaa
ஆர்வம்	kiinnostuneet
ஆர்வம்	etua
ஆர்வம்	korko
ஆர்வம்	korot
ஆர்வம்	kiinnostus
கவனம்	keskittyminen
கவனம்	keskittymä
கவனம்	pitoisuus
கவனம்	keskittäminen
கவனம்	huomio
கவனம்	keskittyminen
கவனம்	keskity
கவனம்	focus
கவனம்	keskittyä
மூத்த	vanhempi
மூத்த	vanhin
நினைவு	muistin
நினைவு	muisto
நினைவு	muistot
நினைவு	muisti
நினைவு	muistia
உருவானது	muodostettu
உருவானது	muodostunut
உருவானது	muodostettiin
உருவானது	muodostivat
தூய	puhdasta
தூய	puhtaana
தூய	puhdas
தூய	puhtaat
கவிதைகள்	runoja
நிறுவப்பட்டது	pysähtynyt
நிறுவப்பட்டது	asennettu
நிறுவப்பட்டது	asennetut
நிறுவப்பட்டது	asennettuna
வாய்ப்பு	sattuma
வாய்ப்பு	chance
வாய்ப்பு	mahdollisuus
வாய்ப்பு	tilaisuus
வாய்ப்பு	mahdollisuus
வாய்ப்பு	tilaisuuden
மத்தியில்	keskitetty
மருந்து	lääkettä
மருந்து	lääketiede
மருந்து	lääkkeet
மருந்து	lääke
மா	mango
ஏன்	miks
ஏன்	miksi
கிடைத்தது	sai
கிடைத்தது	sain
தொலைபேசி	puhelimen
தொலைபேசி	puhelin
தொலைபேசி	puhelimitse
தொலைபேசி	puhelin
ரவி	ravi
கட்டமைப்பு	asetukset
கட்டமைப்பு	kokoonpano
கட்டமைப்பு	rakenne
பாரம்பரிய	klassisen
பாரம்பரிய	klassinen
பாரம்பரிய	klassista
பாரம்பரிய	perinteisiä
பாரம்பரிய	perinteiset
பாரம்பரிய	perinteinen
சின்னம்	kuvake
சின்னம்	kuvaketta
எண்கள்	numerot
எண்கள்	numeroita
எண்கள்	numeroista
எண்கள்	luvut
தொழில்நுட்பம்	teknologia
தொழில்நுட்பம்	teknologian
தொழில்நுட்பம்	tekniikka
ஏரி	järven
ஏரி	järvi
ஏரி	järvessä
ஏரி	järvelle
ஏரி	lake
வரிசையில்	jonossa
பாடிய	sung
சிலை	idol
சிலை	patsaan
சிலை	patsas
வெள்ளி	pe
வெள்ளி	perjantaina
வெள்ளி	perjantai
வெள்ளி	hopea
வெள்ளி	hopeaa
வெள்ளி	hopeinen
வெள்ளி	silver
இலத்தீன்	latinalainen
இலத்தீன்	latinalaisen
இலத்தீன்	latinaa
நேச	liittoutuneiden
நேச	liittoutuneet
நேரடி	live
நேரடி	livenä
நேரடி	elä
நேரடி	elää
நேரடி	suoraan
நேரடி	suorat
நேரடி	suoraa
நேரடி	suora
நேரடி	direct
சுற்றுலா	turistit
சுற்றுலா	matkailu
சுற்றுலா	turisti
சுற்றுலா	tour
சுற்றுலா	kierros
சுற்றுலா	kiertue
சுற்றுலா	matkat
சுற்றுலா	retket
சுற்றுலா	matkailun
சுற்றுலா	matkailu
கிராமத்தில்	kylän
கிராமத்தில்	kylä
கிராமத்தில்	kylässä
கிராமத்தில்	kyl
நமது	meijän
நமது	meidän
புலிகள்	tiikerit
அனுமதி	nimittäminen
அனுமதி	tapaaminen
அனுமதி	nimeäminen
அனுமதி	nimitys
அனுமதி	lupa
அனுமதி	salli
அனுமதி	sallia
அனுமதி	hyväksy
அனுமதி	hyväksyä
பயன்	käyttö
பயன்	etuus
பயன்	hyötyä
பயன்	hyöty
பயன்	hyödyt
நிகழ்வு	tapahtuman
நிகழ்வு	tapahtuma
நிகழ்வு	tapahtumaan
ஆதி	adi
மைல்	kilometrejä
மைல்	kilometriä
மைல்	miles
மைல்	kilometrin
மைல்	mailin
மைல்	mailia
வளரும்	kasvava
வளரும்	kasvavat
வளரும்	kasvaa
வளரும்	kehittymässä
வளரும்	kehittää
வளரும்	kehittyy
வளரும்	kehitetään
வளரும்	kehittyvät
வளரும்	kehittäminen
கால்பந்து	jalkapallon
கால்பந்து	jalkapallo
கால்பந்து	jalkapalloa
உடலில்	elin
உடலில்	vartalo
உடலில்	ruumis
உடலில்	kehon
உடலில்	keho
பக்க	puoli
பக்க	puolella
பக்க	side
