מנדלסון	мендельсон
משקה	пить
משקה	выпить
משקה	напиток
משקה	напитки
משקה	напиток
ואחריו	последовало
דיר	дейр
תהילה	известность
תהילה	славы
תהילה	слава
תהילה	славу
תהילה	славу
תהילה	слава
אחורה	назад
אחורה	back
אחורה	спина
אחורה	обратно
סיפק	поставляется
סיפק	поставлено
והלחין	сочинять
פלשו	вторгся
פלשו	вторглись
תעסוקה	трудоустройство
תעסוקה	занятость
הסוגים	типы
הסוגים	типов
הסוגים	виды
משלים	дополнить
משלים	дополнять
משלים	завершает
משלים	дополнительных
אחרונים	последние
אחרונים	последнее
אחרונים	last
אחרונים	последний
אחרונים	последняя
אחרונים	недавние
אחרונים	последние
אחרונים	недавнее
אחרונים	недавно
הדנובה	дунай
דרשה	проповедь
דרשה	проповеди
דרשה	требовала
דרשה	потребовал
דרשה	требовал
ארנון	арнон
ספנסר	спенсер
נור	вспышка
נור	нур
נור	нур
דנים	дании
דנים	датский
דנים	датчан
דנים	обсуждаем
דנים	обсуждают
בוגרת	взрослая
בוגרת	взрослый
בוגרת	взрослых
בוגרת	взрослые
בוגרת	зрелый
אחיינו	племянник
אחיינו	племянника
שייכות	значимость
שייכות	актуальность
שייכות	принадлежащих
שייכות	принадлежать
טכנולוגית	технологически
טכנולוגית	технологических
טכנולוגית	технологические
טכנולוגית	технологический
הגלריה	галерея
הגלריה	галерею
הגלריה	галереи
פאן	пан
פאן	пэн
עונשין	наказание
קון	кон
קני	кенни
סעיפים	считается
הפער	разрыв
הפער	пробел
שהתגלה	обнаружен
שהתגלה	обнаружена
שהתגלה	обнаружил
שהתגלה	обнаружено
שהתגלה	обнаруженные
להביס	поражение
להביס	поражения
להביס	победить
אנטוניוס	антоний
אנטוניוס	энтони
חוט	провод
חוט	нитки
חוט	нити
חוט	нить
עיתונאית	журналист
עיתונאית	журналистка
בלוך	блох
מסוק	вертолет
מסוק	вертолёт
הרצועה	ремень
הרישיון	лицензия
הרישיון	лицензии
דשא	трава
דשא	травы
דשא	траве
דשא	траву
פרידה	разрыв
פרידה	расставание
פרידה	распад
פרידה	прощание
פרידה	прощайте
פרידה	прощай
פרידה	расставание
פרידה	разлука
פרידה	фрида
טונות	тонны
טונות	тонн
מעצב	дизайнер
סטטיסטיקה	статистика
סטטיסטיקה	статистика
סטטיסטיקה	статистику
מבצעית	оперативный
מבצעית	оперативной
חתך	сократить
חתך	вырезать
חתך	снято
חתך	разрез
דטרויט	детройт
גלוי	видна
גלוי	виден
גלוי	видны
גלוי	видимые
גלוי	видимых
הקוונטים	квантовой
הסוחר	торгового
הסוחר	торговец
דיגיטלי	цифровая
דיגיטלי	цифровой
דיגיטלי	цифровые
דיגיטלי	digital
אסטרטגית	стратегическое
אסטרטגית	стратегическая
צירים	петли
צירים	петель
צירים	схватки
צירים	труда
צירים	труд
לכפות	навязать
תצפיות	замечания
תצפיות	наблюдения
עוזרת	помогаю
עוזרת	ассистент
עוזרת	помощник
התנדב	вызвался
התנדב	добровольно
הוקי	хоккей
בפנים	внутри
בפנים	изнутри
בפנים	внутрь
חרדה	тревожный
חרדה	тревожно
חרדה	тревога
חרדה	беспокойство
התיישב	урегулирован
פער	разрыв
פער	пробел
בסיני	синай
טורים	столбцы
טורים	колонки
טורים	колонны
סבב	вращения
סבב	ротации
סבב	вращение
שריד	реликвия
שמור	спасти
שמור	сохранять
שמור	сохранить
שמור	сохраните
עמותה	некоммерческой
עמותה	ассоциация
עמותה	ассоциации
הדלת	двери
הדלת	дверь
טכניקה	техника
טכניקה	технику
חוקרת	исследователь
חוקרת	расследование
ארטילריה	артиллерийские
ארטילריה	артиллерия
ארטילריה	артиллерийский
עמיתים	коллеги
עמיתים	коллегами
עמיתים	коллег
עמיתים	коллегам
עמיתים	коллеги
עמיתים	коллегами
עמיתים	коллег
שפר	шеффер
הי	эй
הי	привет
טבעות	кольца
בסיסים	баз
בסיסים	базы
מאופיין	охарактеризовал
נגמר	over
נגמר	над
קרס	крючок
קרס	крюк
קרס	хук
קרס	рухнул
הבטן	живот
הבטן	желудок
הוכח	доказана
הוכח	доказано
הוכח	доказал
ציפורי	птичка
חירות	свободы
חירות	свободу
חירות	свобода
חירות	свобода
יונים	ионов
יונים	голуби
יונים	голуби
אוסטרים	австрийцы
קיטור	пар
כריסטינה	кристина
כריסטינה	кристина
ממלכות	миры
ממלכות	realms
ממלכות	королевства
ממלכות	королевств
בייקר	бейкер
גרג	грег
תוניסיה	тунисе
תוניסיה	тунис
תוניסיה	туниса
הברכה	благословение
הגיב	отреагировал
הגיב	отреагировали
הגיב	отреагировала
הגיב	прокомментировали
הגיב	прокомментировала
הגיב	прокомментировал
הגיב	ответила
הגיב	ответил
מנהגים	нравы
מינסוטה	миннесота
מינסוטה	миннесоты
גילברט	гилберт
בכור	первенца
ביולוגי	биологические
ביולוגי	биологическая
ביולוגי	биологический
ביולוגי	биологическое
שולט	доминирующим
נסוגו	отступил
נסוגו	отступили
האג	гааге
שועל	фокс
שועל	лиса
שועל	fox
שועל	лис
מקרטני	маккартни
קרבי	боевая
קרבי	бой
פירנצה	флоренции
פירנצה	флоренс
פירנצה	флоренция
חדה	острая
חדה	острые
חדה	шарп
חדה	острый
פלילית	преступные
פלילית	преступник
פלילית	уголовное
פלילית	уголовного
כנען	ханаан
שן	шэнь
שן	зуб
שן	зуба
הגבלה	ограничение
הגבלה	ограничения
הגבלה	лимит
הגבלה	ограничение
הגבלה	предел
הגבלה	ограничить
לוויינים	спутники
צילם	снимали
צילם	снято
צילם	забрала
צילם	взял
צילם	забрал
גופני	физическая
גופני	физический
גופני	физические
גופני	физической
גופני	физическое
בסקי	басков
בסקי	лыжи
פגיעות	уязвимости
פגיעות	уязвимость
פגיעות	травмы
פגיעות	травм
רגשית	эмоциональные
רגשית	эмоциональная
רגשית	эмоции
רגשית	эмоциональной
רגשית	эмоциональный
רגשית	эмоционально
אופציה	опция
אופציה	вариант
ביקרו	посетил
ביקרו	посетили
ביקרו	посетила
נוספה	добавлены
נוספה	добавил
נוספה	добавлена
נוספה	добавлено
נוספה	добавлен
פירס	пирс
אפלטון	платон
מרסל	марсель
פינק	pink
פינק	розовая
פינק	розовые
פינק	розовое
פינק	розовый
פינק	fink
ברון	барон
ספריות	библиотеки
ספריות	библиотек
ספריות	каталоги
ווטסון	ватсон
ווטסון	уотсон
דאגה	волноваться
דאגה	озабоченность
דאגה	беспокойство
דאגה	забота
דאגה	обеспокоенность
נופש	resort
נופש	курорт
נופש	отдых
נופש	каникулы
נופש	отпуск
נופש	курорты
טימור	тимор
טימור	тиморе
טימור	тимур
הביולוגי	биологические
הביולוגי	биологическая
הביולוגי	биологический
הביולוגי	биологическое
יריחו	иерихон
אלמנט	элемент
הירידה	спуск
גומי	резиновые
הארכיון	архив
חוזים	контракты
חוזים	договоры
ריהאנה	рианна
הכיוון	направление
משיח	мессия
ללבוש	надеть
ללבוש	носить
משגר	запуск
רייגן	риган
רייגן	рейган
סנטיאגו	сантьяго
אמיתיים	real
אמיתיים	настоящий
אמיתיים	настоящие
אמיתיים	настоящая
אמיתיים	реальные
נוב	ноябрь
נוב	ноя
דורה	дора
ברן	брен
ברן	берн
שינויי	изменения
סכסוכים	конфликты
סכסוכים	споры
אריות	львы
אריות	львов
לאום	гражданство
לאום	национальность
לאום	гражданства
ורוד	pink
ורוד	розовая
ורוד	розовые
ורוד	розовое
ורוד	розовый
דריה	дарья
טנסי	теннесси
כפוף	нижестоящих
כפוף	бент
בעלים	хозяин
בעלים	владельца
בעלים	владелец
בעלים	мужей
בעלים	мужья
בעלים	владельцы
בעלים	владельцев
בעלים	владельцам
קמפיין	кампании
קמפיין	кампания
אלישע	элиша
מחמד	pet
מחמד	питомцев
אטומים	атомы
אטומים	атомов
מונטריאול	монреальского
מונטריאול	монреаль
סו	сью
סו	су
נשיאה	президент
נשיאה	председатель
הנאמנים	попечителей
אוטובוסים	автобусы
אוטובוסים	автобусов
ערוצי	каналы
קלווין	келвин
קלווין	кельвин
שובר	купон
שובר	перерывы
מעניקה	даёт
מעניקה	дарит
מעניקה	дает
תחזוקה	поддержание
תחזוקה	ведение
השתלטות	поглощение
בורות	невежество
בורות	незнание
מבינה	пойми
מבינה	понимаю
מבינה	понять
מעבדה	лаборатории
מעבדה	лаборатория
מעבדה	лаборатория
מעבדה	lab
מיזוג	слияния
מיזוג	слияние
מיזוג	слияние
מיזוג	объединить
מיזוג	объединение
מיזוג	объединение
מיזוג	слияние
מיזוג	кондиционирование
מוניטין	репутацию
מוניטין	репутация
מוניטין	репутации
תינוק	baby
תינוק	ребёнок
תינוק	малышка
תינוק	детка
תינוק	малыш
פארקר	паркер
מעדיפים	предпочитают
מעדיפים	предпочитаю
הוחזר	вернулся
הוחזר	возвращено
הוחזר	возвращены
הוחזר	возвращено
שליליות	негативных
שליליות	отрицательный
שליליות	отрицательные
שליליות	отрицательно
שליליות	негативные
שליליות	отрицательное
שליליות	негатив
גרנדה	гренада
גרנדה	гранде
גרנדה	гранада
שפע	изобилие
מקדונלד	макдональд
מקדונלד	макдональд
מיין	мэн
צינורות	трубопроводов
צינורות	трубопроводы
צינורות	трубы
צינורות	трубы
צינורות	трубки
האף	нос
האף	носом
ניה	ниа
נוזלי	жидкость
נוזלי	жидкий
נוזלי	жидкости
ניומן	ньюман
בלבול	путаница
בלבול	путаницы
בלבול	замешательство
פסיפס	мозаика
אכילה	кормление
אכילה	ем
אכילה	съедобные
סנטר	подбородок
סנטר	чин
סנטר	центр
בון	бон
בון	бонн
בון	кость
בון	бун
בון	бун
לבוב	львов
סקוטי	скотти
סקוטי	скотти
סקוטי	шотландский
סקוטי	шотландии
יצרן	изготовитель
יצרן	производитель
יצרן	изготовителем
מאל	тза
מאל	мэл
מאל	мал
מאל	мол
פייסבוק	фейсбук
פייסבוק	facebook
קופה	кубок
קופה	купе
מחזאי	драматург
תחנה	станция
תחנה	station
תחנה	вокзал
תחנה	станции
תחנה	парк
תחנה	park
תחנה	пак
אלמוני	анонимные
אלמוני	анонимность
אלמוני	анонимный
אלמוני	анонимных
אלמוני	анонимно
פצצת	бомба
בנין	бенине
בנין	бенин
מקוריים	оригинальная
מקוריים	оригинально
מקוריים	оригинальные
מקוריים	первоначального
מקוריים	оригинальный
מקוריים	оригинал
מקוריים	оригиналы
המצלמה	камера
המצלמה	камеру
המצלמה	фотоаппарат
גאורגי	георгий
ליטאים	литовцы
חטא	грех
חטא	син
סולטאן	султан
שרף	серафим
שרף	смолы
המעי	кишечник
המעי	кишечника
לפרט	указать
לפרט	укажите
לפרט	уточнить
רצינית	серьезная
רצינית	серьезный
רצינית	серьезно
רצינית	серьёзные
רצינית	серьезные
דקר	деккер
הורדת	загрузка
סתיו	осенний
סתיו	осень
סתיו	осень
סתיו	падение
סתיו	осенью
סתיו	упасть
צלילה	погружение
צלילה	дайвинг
צלילה	dive
צלילה	погружение
מקורית	оригинальная
מקורית	оригинально
מקורית	оригинальные
מקורית	первоначального
מקורית	оригинальный
מקורית	оригинал
באחריות	гарантировано
באחריות	гарантирует
באחריות	гарантированное
באחריות	гарантия
באחריות	гарантируется
באחריות	гарантирую
באחריות	ответственно
צוותי	команды
חמורים	ослов
בואי	приходите
בואי	приходи
מגנוס	магнус
אינדיאנים	индейцев
אינדיאנים	индейцы
מחוברים	связаны
פופולריים	популярная
פופולריים	популярных
פופולריים	популярный
פופולריים	популярное
פופולריים	популярные
פופולריים	популярные
פופולריים	популярное
מתוקים	сладкий
מתוקים	сладкие
מתוקים	сладкая
מתוקים	сладости
רבייה	разведения
רבייה	размножения
הקשיים	трудности
קונגרס	съезд
קונגרס	конгресс
איזון	баланс
איזון	остаток
איזון	равновесие
לוקחים	желающие
מכני	механические
מכני	механических
חבורות	синяки
חבורות	синяки
חבורות	поражения
איכרים	фермеров
איכרים	фермеры
איכרים	крестьяне
איכרים	крестьян
פוסק	арбитр
ייחודיות	уникальная
ייחודיות	уникальные
ייחודיות	уникальный
ייחודיות	уникальное
דוגמא	пример
המאפיין	характеристика
מתמשך	непрерывный
מתמשך	непрерывно
מתמשך	постоянного
מתמשך	непрерывное
מתמשך	текущих
מתמשך	прочного
ממציא	изобретатель
האירופאים	европейцев
האירופאים	европейцы
שניאורסון	шнеерсон
שוות	равная
שוות	равных
שוות	равный
שוות	равные
שוות	равное
שמיני	восьмая
שמיני	восьмое
שמיני	восьмой
נקי	очистить
נקי	ясно
נקי	чисто
נקי	чистые
נקי	чистая
נקי	чисто
נקי	чистый
נקי	очистить
נקי	чистой
מקהלה	хор
מקהלה	хор
מקהלה	хором
מקנה	маккенна
מיקרו	микро
גורדי	горди
שפל	низко
שפל	низкий
שפל	низкая
שפל	низким
שפל	низкое
ורה	вера
פריץ	фриц
העתקה	копирование
העתקה	скопировать
העתקה	копировать
העתקה	копия
העתקה	копирование
פלין	флинн
ספירס	спирс
ספירס	копья
מעריכים	ценю
מעריכים	оцениваем
סטנפורד	стэнфорд
הכספי	каспийского
עלויות	затраты
עלויות	расходы
עלויות	издержки
ברצינות	серьезно
ברצינות	серьёзно
הוואי	гавайи
חסום	заблокировать
חסום	блокировка
חסום	блок
חסום	блокировать
חסום	заблокирован
חסום	заблокирована
חסום	заблокированы
יעדים	мишени
יעדים	цели
יעדים	задачи
יעדים	цели
יעדים	целей
יעדים	цели
יעדים	направления
יעדים	назначения
וימבלדון	уимблдон
ורד	роуз
ורד	роза
ורד	роз
חילוץ	извлечение
חילוץ	добычи
חילוץ	спасатели
חילוץ	спасти
חילוץ	спасение
סודות	тайны
סודות	секреты
תפוצה	охват
ביצורים	существа
תפוח	яблоко
תפוח	яблочный
תפוח	apple
מצרית	египетский
מצרית	египта
להתאמן	практике
להתאמן	практика
לאפס	сброс
לאפס	сбросить
מפרש	парус
מפרש	паруса
מפרש	паруса
יישומים	приложения
יישומים	заявки
יישומים	приложения
ספרייה	библиотеки
ספרייה	библиотека
למרגלות	предгорье
פוטבול	футбол
מועדפת	любимая
מועדפת	любимое
מועדפת	любимые
מועדפת	любимый
מועדפת	предпочла
מועדפת	предпочтение
אחראים	ответственное
אחראים	ответственные
אחראים	ответственная
אחראים	ответственный
הגשת	подачи
רוזנטל	розенталь
נגזרת	производная
מצריים	египет
מחסה	укрытие
מחסה	жилье
מחסה	убежище
מחסה	приют
ריבר	ривер
ריבר	река
ריבר	реки
קמפבל	кэмпбелл
אלבניה	албании
אלבניה	албания
גזים	газов
גזים	газы
נמלים	портов
נמלים	порты
נמלים	муравьи
השרירים	мускулы
השרירים	мышцы
נצפה	посмотрели
נוזלים	жидкостей
נוזלים	жидкости
נוזלים	жидкости
נוזלים	жидкость
אדריאן	эдриан
אדריאן	эдриен
אדריאן	адриан
הפסחא	пасхи
אוקראינים	украинцы
המכפלה	патриархов
רוברטו	роберто
איסטנבול	стамбуле
איסטנבול	стамбул
איתור	отслеживания
איתור	отслеживание
וליאן	джулиан
צופן	код
צופן	code
צופן	шифр
גאולה	спасение
גאולה	искупление
רעה	плохо
רעה	плохой
רעה	bad
רעה	плохая
המסגרת	рамку
המסגרת	кадр
המסגרת	рамки
נמרוד	нимрод
רוכב	всадник
רוכב	райдер
רוחו	рохо
בעצמי	себя
בעצמי	сам
מצלמה	камера
מצלמה	камеру
מצלמה	фотоаппарат
יושבת	сидя
יושבת	сижу
יושבת	сидим
יושבת	сидеть
יושבת	сидение
עודף	избыток
עודף	излишки
עודף	излишков
עודף	перемены
עודף	изменение
עודף	изменения
עודף	изменить
עודף	сменить
עודף	избыток
עודף	превышение
עודף	излишки
העצב	нерв
פוסטר	фостер
לסמוך	полагаться
הוגים	мыслителей
אופרות	опер
אלנבי	алленби
האבל	хаббл
האבל	трауре
בלייק	блейк
בלייק	блэйк
המשכן	скиния
אסר	запрещена
אסר	запрещены
אסר	запрещен
אסר	запрещено
בחינה	экзамен
מאבד	проигрывает
מאבד	теряет
קינן	кинан
קינן	кенан
טייסים	пилоты
טייסים	пилотов
התקדם	аванс
השדות	полей
השדות	поля
השתנתה	изменились
השתנתה	изменилась
השתנתה	изменился
השתנתה	изменил
השתנתה	изменилось
השתנתה	изменено
בלעדי	эксклюзивный
בלעדי	эксклюзивные
בלעדי	исключительной
נשבר	сломан
נשבר	сломана
נשבר	сломалась
נשבר	сломал
נשבר	сломался
נשבר	сорвался
סיציליה	сицилии
איליה	илья
איליה	элиа
נעלמו	ушёл
נעלמו	ушли
נעלמו	ушла
נעלמו	ушел
נעלמו	исчез
נעלמו	исчезла
נעלמו	исчезли
אוילר	эйлера
טיטוס	тит
הניסוח	формулировка
לואיז	луис
לואיז	луиза
פסולת	мусора
פסולת	обломки
פסולת	отходы
פסולת	отходов
רגלי	ножки
רגלי	ноги
רגלי	лапки
רגלי	пешка
בארט	барт
בארט	барта
בארט	барретт
נשיפה	выдох
אימוץ	принятия
אימוץ	принятие
אימוץ	усыновление
אימוץ	принято
אימוץ	принята
אימוץ	принятый
אימוץ	принят
אימוץ	принятые
מופעל	включено
מופעל	включена
מופעל	включен
רווחים	пробелы
רווחים	пространства
רווחים	заработок
רווחים	прибыль
רווחים	прибыль
רווחים	прибыли
בוחן	тест
ויל	воля
ויל	будет
ויל	уилл
אוהל	палатки
אוהל	палатку
אוהל	палатки
אפריקאית	африканский
אפריקאית	африканского
אפריקאית	африканские
אפריקאית	африканская
דיזל	дизель
אוסטרלי	оззи
אוסטרלי	австралийский
אוסטרלי	австралийская
אוסטרלי	австралии
לוסי	люси
מוטיב	мотив
ליאון	леон
יביא	принести
יביא	привести
שורק	свист
אוצרות	сокровищ
אוצרות	сокровища
עצמאיות	независимый
עצמאיות	независимая
עצמאיות	независимое
עצמאיות	независимые
בריא	здорового
בריא	здоровый
בריא	здоровое
בריא	здоровые
בריא	здоровая
תאודור	теодор
תאודור	теодор
ניקסון	никсон
סלים	селим
סלים	слим
סלים	корзины
סלים	салим
אמירה	амира
חוקיות	законность
חוקיות	законности
חוקיות	юридический
חוקיות	правовая
חוקיות	правовой
חוקיות	юридическая
להתחתן	жениться
להתחתן	ср
פיוס	примирение
פיוס	примирения
הסתיימו	закончилось
הסתיימו	закончилась
הסתיימו	закончился
פיליפס	philips
פיליפס	филлипс
דורשים	требовать
מסובך	сложная
מסובך	сложные
מסובך	сложно
מסובך	сложный
ויימאר	веймар
תיעודי	документальных
דיכאון	депрессия
דיכאון	депрессии
להרים	поднять
להרים	лифт
צאצא	потомство
צאצא	потомок
אסיר	заключенный
אסיר	заключённый
אסיר	заключенный
אסיר	заключённый
אסיר	осужденный
אסיר	осудить
אסיר	заключённый
קתולי	католической
קתולי	католик
קתולי	католическая
קתולי	католики
אפריקאים	африканцев
אפריקאים	африканцы
במול	квартиру
במול	квартира
כוס	киска
כוס	чашка
כוס	чаша
כוס	кубок
כוס	cup
מדידת	измерение
מדידת	измерения
מילוי	наполнение
מילוי	наполнения
מילוי	заполнение
מילוי	начинка
אמריקנים	американцы
סינגפור	сингапур
סינגפור	сингапура
סינגפור	сингапуре
לצבור	накапливаться
הערבה	степь
השומרים	опекунов
השומרים	стражи
השומרים	хранители
יושבים	сидя
יושבים	сижу
יושבים	сидим
יושבים	сидеть
יושבים	сидение
מצלמות	камеры
התעללות	злоупотреблений
התעללות	злоупотребления
התעללות	надругательство
התעללות	злоупотребление
רגש	эмоции
רגש	эмоциональные
רגש	эмоциональная
רגש	эмоции
רגש	эмоциональной
רגש	эмоциональный
מראות	достопримечательности
מראות	зеркала
מראות	зеркал
תרגיל	упражнение
תרגיל	упражнения
הוסר	удален
הוסר	удаляется
הוסר	удалена
הוסר	удалены
הוסר	удалено
מחמוד	махмуд
מחמוד	махмуд
התמחות	стажировки
התמחות	специальность
התמחות	специализация
לצרף	приложить
לצרף	вложить
לצרף	прикрепить
הנבחר	выбранный
הנבחר	избранные
הנבחר	избранный
גרי	гэри
גרי	гари
המתמחה	стажер
נבל	злодей
נבל	арфе
כרטיסים	билеты
כרטיסים	карты
כרטיסים	карточки
כרטיסים	открытки
מרתון	марафон
המפקח	инспектор
דרבי	дерби
ארליך	эрлих
גנרלים	генералов
משפיעה	влиятельный
משפיעה	влиятельные
משפיעה	влиятельных
משפיעה	затрагивает
משפיעה	влияет
משפיעה	затрагивающих
משפיעה	затрагивающие
בורוסיה	боруссия
מונרו	монро
מחסום	блокпост
מחסום	барьеров
מחסום	преграды
מחסום	барьеры
מחסום	препятствия
מחסום	барьер
השרת	сервер
השרת	сервера
השרת	server
שגרירות	посольства
שגרירות	посольство
אוסבורן	осборн
גרוסמן	гроссман
אוהבים	любовники
פורים	пурим
חצות	полночь
מרפי	мерфи
מרפי	мёрфи
ההכנות	подготовка
הפיצוץ	взрыв
זיכרונות	воспоминания
אוכלים	ем
היוזמה	инициатива
נאצים	нацисты
התעמולה	пропаганды
התעמולה	пропаганда
התעמולה	пропаганду
אורה	ора
קרתגו	картаго
קרתגו	карфаген
נסוג	отступают
נסוג	отступает
נסוג	снята
בירד	птичка
בירד	бёрд
בירד	птицы
בירד	птица
שיפורים	усовершенствования
שיפורים	улучшения
שיפורים	улучшение
הנטייה	наклона
פלש	вторгся
פלש	вторглись
קור	холодная
קור	холодное
קור	холодный
קור	холодно
קור	холод
קור	кор
קור	кор
סוויפט	свифт
רוד	стержень
רוד	род
ציינו	упомянутых
ציינו	упоминалось
ציינו	упомянул
ציינו	упомянула
ציינו	упомянули
תראה	посмотри
תראה	смотрите
תראה	смотри
תראה	посмотрите
נסה	попробуй
נסה	попробовать
נסה	попробуйте
נסה	попытка
פצצה	бомба
מינימום	минимальный
מינימום	минимальное
מינימום	минимальная
מינימום	минимум
פנימה	внутри
פנימה	изнутри
פנימה	внутрь
צפה	посмотрел
צפה	посмотрела
צפה	смотрела
צפה	посмотрели
צפה	смотрели
צפה	смотрел
צפה	плавающих
צפה	смотрите
צפה	посмотреть
צפה	смотреть
צפה	часы
צפה	посмотреть
צפה	просмотр
צפה	просмотреть
צפה	вид
טיפולים	лечение
טיפולים	терапии
צרה	неприятности
צרה	беда
צרה	узких
צרה	узкие
צרה	узкий
צרה	сузить
צרה	невзгоды
זהירות	осторожно
זהירות	осторожен
זהירות	осторожнее
ריימונד	рэймонд
ריימונד	реймонд
סאם	сэм
רוסו	rosso
רוסו	руссо
רוסו	руссо
סעד	саад
שוחד	подкуп
שוחד	взятки
שוחד	взятки
שוחד	взятки
שוחד	подкуп
שוחד	подкупить
שוחד	взятку
אוטונומיה	автономии
אוטונומיה	самостоятельность
אוטונומיה	автономию
אוטונומיה	автономия
ירמיהו	иеремия
להודיע	объявить
להודיע	уведомлять
להודיע	уведомить
שמאלה	левой
שמאלה	слева
שמאלה	налево
שמאלה	осталось
שמאלה	оставил
הלוחות	панели
אנטארקטיקה	антарктике
נחמה	утешение
נחמה	комфорт
נחמה	утешение
נחמה	утешение
היוקרתי	престижных
גנטי	генетических
גנטי	генетические
גנטי	генетический
בוני	бонни
ורנר	вернер
סת	сет
סת	сэт
פרעה	фараон
פרעה	фараона
אנכי	вертикально
אנכי	вертикальные
אנכי	вертикальной
אנכי	вертикально
אנכי	вертикали
הבלטי	балтийского
כוונות	намерения
מתחרה	участница
מתחרה	конкурент
מתחרה	конкурирующих
נקבות	самки
נקבות	женщины
שוטף	свободно
עט	перо
עט	пен
עט	ручка
עט	ручку
שומע	слышать
שומע	слышите
שומע	слышу
הנהג	драйвер
הנהג	водителя
הנהג	водитель
גידולים	опухолей
גידולים	опухоли
גידולים	опухоли
מחתרת	подполье
מחתרת	подземные
מחתרת	метро
מחתרת	подземный
מחתרת	сопротивления
מחתרת	сопротивление
ליטר	литр
ליטר	литр
ליטר	литров
ליטר	литра
שרירי	мускулистый
נצרות	кристиан
נצרות	христианин
נצרות	христиане
נצרות	христианство
נצרות	христиан
נצרות	христианство
ציטוטים	цитаты
ציטוטים	цитаты
זול	недорого
זול	дешевые
זול	недорого
זול	дешевая
זול	дешевый
גיבורים	герои
גיבורים	героев
חרם	бойкот
בטן	брюшной
בטן	живот
בטן	живот
בטן	живот
בטן	желудок
תקרית	инцидента
תקרית	инцидент
תקרית	происшествие
נוגה	венеры
נוגה	венера
מגמות	тенденции
מרובע	площадь
מרובע	квадрат
מרובע	квадратный
קלייר	клэр
קלייר	клер
קלייר	клэр
קלייר	клер
בציר	винтаж
שיקולים	соображения
חורים	дыры
חורים	отверстия
חורים	дырки
ברג	берг
קובנה	каунас
צייד	охотник
צייד	охотник
צייד	хантер
צייד	охота
צייד	охоты
דמיטרי	дмитрий
דמיטרי	дмитрий
דמיטרי	дмитрий
גיטרות	гитары
מסלולים	маршрутов
מסלולים	маршруты
מסלולים	треки
מסלולים	дорожки
מסלולים	следы
תקליט	запись
תקליט	рекорд
תקליט	записать
תקליט	записывать
ביירות	бейруте
ביירות	бейрут
מסכימה	согласился
מסכימה	согласна
מסכימה	согласен
מסכימה	согласовано
מסכימה	согласованные
מסכימה	согласен
מסכימה	согласна
מסכימה	согласны
מסכימה	согласиться
דיאנה	диана
חיטה	пшеницы
קלף	пергамент
קלף	карта
קלף	карту
קלף	карточка
גרו	грю
רוקי	рокки
תקוה	надеюсь
תקוה	хоуп
תקוה	надежда
תקוה	надеемся
מוט	столб
מוט	полюс
חליל	флейта
חליל	халиль
פורסט	форест
פורסט	форрест
משקף	отражать
משקף	отразить
משקף	отражающая
משקף	отражающие
משקף	отражает
משקף	отражающая
משקף	отражающие
משקף	отражает
אסטרטגי	стратегическое
אסטרטגי	стратегическая
נכחד	вымерли
רוחנית	духовные
רוחנית	духовный
רוחנית	духовное
רוחנית	духовного
רוחנית	духовно
סתירה	противоречивые
סתירה	противоречие
סתירה	противоречия
לפרש	толковать
לפרש	интерпретировать
אהבתי	любил
אהבתי	любила
אהבתי	любили
לגדל	поднять
לגדל	поднимаю
משלוח	поставка
משלוח	доставка
משלוח	судоходство
משלוח	доставка
רבעים	четверти
קרקוב	краков
דילן	дилана
דילן	дилан
לחיזוק	усилить
לחיזוק	укрепить
לחיזוק	укреплять
סטריט	улица
סטריט	street
בפורטוגזית	португальский
בפורטוגזית	португалии
וגאס	вегасе
וגאס	вегас
רדיוס	радиус
לסטר	лестер
לסטר	лестер
אמילי	эмили
אלכסנדריה	александрии
להמיר	преобразовать
אוגנדה	уганде
אוגנדה	уганда
אוגנדה	уганду
תלונות	жалобы
תלונות	жалуется
תלונות	жаловаться
האמירויות	эмиратах
האמירויות	эмиратов
האמירויות	эмираты
פרווה	шерсть
פרווה	мех
פרווה	меха
סלוניקי	салониках
פנמה	панаме
פנמה	панама
ייחוס	присвоение
ייחוס	атрибуции
ייחוס	родословная
הבריחה	побег
הבריחה	сбежать
תבור	табор
המחוקקים	законодатели
פיגועים	атаки
פיגועים	нападений
פיגועים	нападения
פיגועים	нападки
פיגועים	взрывы
פיגועים	взрывов
התחלתי	начали
התחלתי	начато
התחלתי	начал
התחלתי	началось
תדירות	частотность
תדירות	периодичность
תדירות	частота
אבחון	диагностика
אבחון	диагностика
אבחון	диагноз
אבחון	диагностика
אבחון	диагностических
שוחררה	выпущено
שוחררה	освобождены
שוחררה	выпустила
שוחררה	выпущен
שוחררה	выпущена
אירופי	европейская
אירופי	европейского
אירופי	европейское
אירופי	европейский
משתתפת	участвующие
משתתפת	участвовавшие
משתתפת	участвующих
משתתפת	участник
משתתפת	участница
משתתפת	участником
משתתפת	участника
משתתפת	участвовать
צרכים	потребностей
צרכים	потребности
אילנה	илана
קרנות	фонды
קרנות	средства
קרנות	рога
התודעה	сознание
הקיום	существование
הקיום	бытие
יוצאות	исходящие
אינטרסים	интересы
רוברטס	робертс
התועלת	полезность
באדן	баден
דלתא	дельта
תואם	совместим
תואם	совместимость
תואם	совместимы
תואם	совместимо
תואם	совместима
תואם	сопоставления
תואם	сопоставление
תואם	подбор
גולד	золотой
