montreal	मॉन्ट्रियल
weber	वेबर
guvernarea	शासन
ascensiunea	आरोहण
ofițerii	अधिकारी
ofițerii	अधिकारीयों
ofițerii	अधिकारियों
straturi	परतें
straturi	लेयर
straturi	परतों
fermă	खेत
fermă	फ़ार्म
fermă	फार्म
teoretice	सैद्धांतिक
nacional	nacional
munchen	म्यूनिख
urmărirea	ट्रैकिंग
echipaj	दल
echipaj	क्रू
rachel	रेचल
vecini	पड़ोसियों
vecini	पड़ोसी
vecini	पडोसी
vecini	पड़ोसी
patron	संरक्षक
dosarul	फोल्डर
dosarul	फ़ोल्डर
click	क्लिक
click	click
iris	आईरिस
rama	फ्रेम
rama	ढांचा
rama	गठन
rama	फ़्रेम
rama	रामा
rama	राम
afganistan	अफ़ग़ानिस्तान
afganistan	अफ़गानिस्तान
afganistan	अफगानिस्तान
interzise	वर्जित
interzise	मनाही
interzise	निषिद्ध
interzise	हराम
interzise	निषिद्ध
miles	मील
sfinte	पवित्र
sfinte	पावन
tolstoi	टालस्टाय
impactul	प्रभाव
impactul	पहुँच
impactul	पहुँचें
abilitatea	क्षमता
tango	टैंगो
designer	डिज़ाइनर
designer	डिजाइनर
designer	पंक्तियां
coautor	coauthor
southern	दक्षिणी
politicieni	राजनेता
demografice	जनसांख्यिकी
demografice	जनसांख्यिकी
înlocui	बदलें
adeseori	अकसर
adeseori	अक्सर
adeseori	प्रायः
living	सजीव
living	जीना
orientarea	दिशा
orientarea	अभिविन्यास
modificate	परिवर्तित
modificate	संशोधित
modificate	परिवर्धित
difuzate	disseminated
candidați	उम्मीदवार
remarcabilă	उल्लेखनीय
variantele	विसंगतियाँ
vorbim	बात
experimente	प्रयोग
divizată	विभक्त
divizată	विभाजित
princeton	प्रिंसटन
președinția	अध्यक्षता
președinția	प्रेसीडेंसी
președinția	प्रेसिडेंसी
navigație	संचरण
navigație	नेविगेशन
brațul	भुजा
aurul	सोने
aurul	सोना
aurul	गोल्ड
aurul	स्वर्ण
aurul	सुनहरा
literă	लेटर
literă	पत्र
literă	अक्षर
participant	भागीदार
australiei	आस्ट्रेलिया
australiei	ऑस्ट्रेलिया
violent	हिंसक
delle	डेल्ले
avantaj	फायदा
avantaj	लाभ
acceptate	स्वीकृत
genetică	जेनेटिक
genetică	आनुवंशिकी
brunswick	ब्रंसविक
colegiu	कॉलेज
nucleu	कोर
nucleu	कर्नेल
nopți	रातें
nopți	राते
nopți	रातों
nopți	नाइट्स
încrederea	आत्मविश्वास
încrederea	विश्वास
niger	निगर
niger	नाइजर
simt	महसूस
simt	feeling
simt	अनुभूति
simt	भावना
simt	अहसास
tipărite	मुद्रित
villeneuve	villeneuve
tommy	टॉमी
proiectată	प्रक्षिप्त
supraveghere	पर्यवेक्षण
supraveghere	निगरानी
rap	रैप
popularitatea	लोकप्रियता
decan	डीन
brest	brest
surorile	बहनें
surorile	बहनो
surorile	बहनों
nepot	भांजा
nepot	भतीजा
nepot	भतीजे
nepot	पोता
extindere	विस्तार
extindere	विस्तार
extindere	एक्सटेंशन
dune	टीले
dune	टिब्बा
fundamental	मूलभूत
fundamental	आधारभूत
doamne	अल्लाह
doamne	ईश्वर
doamne	भगवान
doamne	परमेश्वर
indirect	अप्रत्यक्ष
pure	शुद्ध
pure	प्योर
pure	pure
episoadele	धारावाहिक
episoadele	एपिसोड
episoadele	एपीसोड
ellen	एलेन
floare	फूल
floare	फ्लावर
floare	पुष्प
murală	भित्ति
miezul	कोर
concrete	कंक्रीट
parteneriat	भागीदारी
parteneriat	साझेदारी
miros	सूंघ
miros	गंध
miros	महकते
mortal	घातक
manuscrisul	पाण्डुलिपि
dog	डॉग
dog	कुत्ता
dog	कुत्ते
dog	श्वान
verificare	सत्यापन
verificare	जाँचें
verificare	जाँच
dresda	ड्रेसडेन
expresii	वाक्यांश
car	रथ
mobilier	फ़र्नीचर
mobilier	फर्नीचर
fund	गधा
fund	बट
emisfera	गोलार्ध
rai	स्वर्ग
rai	राई
rai	राय
factorii	कारक
factorii	कारकों
bucată	पीस
bucată	piece
bucată	टुकड़ा
ferrari	फेरारी
suplimentar	अतिरिक्त
suplimentar	अतिरिक्त
brooklyn	ब्रुकलीन
oase	अस्थियों
oase	हड्डियाँ
oase	हड्डियां
oase	हड्डियों
oase	हड्डी
oase	बोन
oase	अस्थि
oak	ओक
textile	कपड़ा
textile	वस्त्र
textile	कपड़ा
textile	वस्त्र
profesorii	शिक्षकों
profesorii	शिक्षक
coordonarea	समन्वय
craig	क्रेग
atomi	अणु
obiceiul	आदत
palace	महल
palace	पैलेस
palace	राजमहल
christine	क्रिस्टीन
christine	क्रिस्टिन
flancul	पार्श्व
plasă	नेट
plasă	जाल
plasă	जाल
rain	बारिश
rain	रेन
rain	वर्षा
rain	बरसात
depozit	गोदाम
depozit	भंडारण
depozit	स्टोरेज
depozit	संग्रहण
depozit	भंडार
depozit	जमा
vegas	वेगास
semnificație	अर्थ
oficiul	आफिस
oficiul	ऑफिस
oficiul	कार्यालय
oficiul	ऑफ़िस
oficiul	दफ्तर
julien	जुलिएन
traficul	ट्रैफिक
traficul	traffic
traficul	यातायात
traficul	ट्रैफ़िक
suspendat	निलंबित
seniori	सीनियर
seniori	वरिष्ठ
seniori	वरिष्ठ
perspective	संभावनाएं
manhattan	मैनहटन
avansată	विस्तृत
avansată	उन्नत
combinate	संयोजित
combinate	संयुक्त
aplicație	एप्लिकेशन
aplicație	आवेदन
aplicație	अनुप्रयोग
aplicație	ऐप
aplicație	एप्लिकेशन
aplicație	app
înconjoară	घेर
întreținere	रखरखाव
întreținere	मेंटेनेंस
liberale	लिबरल
liberale	उदार
uși	दरवाजे
uși	दरवाजों
uși	द्वार
conturi	खाता
conturi	खाते
izolate	insulated
izolate	पृथक
joi	गुरूवार
joi	गुरुवार
unice	अनोखा
unice	अनूठा
unice	बेजोड़
unice	अद्वितीय
urata	बदसूरत
urata	भद्दा
vecinătate	पड़ोस
vizual	visually
vizual	दृष्टि
vizual	विज़ुअल
fanii	फ़ैन
fanii	प्रशंसकों
fanii	प्रशंसक
prevenirea	बचाव
prevenirea	निवारण
prevenirea	रोकथाम
mecanism	यांत्रिकी
extraordinar	जबरदस्त
extraordinar	असाधारण
talie	कमर
distribuite	साझेदारी
distribuite	साझा
distribuite	वितरित
amor	amor
ace	ऐस
ace	इक्का
dracula	ड्रैकुला
bonus	बोनस
justificarea	औचित्य
restaurat	लौटी
trădare	विश्वासघात
trădare	देशद्रोह
scrieți	लिखे
scrieți	लिखें
beck	बेक
corespondență	पत्राचार
atomică	परमाणु
adaptarea	अनुकूलन
mann	मन
rară	दुर्लभ
rară	विरल
caldă	गरम
yves	यवेस
cosmic	ब्रह्माण्ड
cosmic	लौकिक
semințe	बीज
semințe	बीज
stanford	स्टैनफोर्ड
constituționale	संवैधानिक
grecilor	यूनानियों
intelectuală	बौद्धिक
adiacente	सटा
bond	बंधन
bond	बॉन्ड
bond	बंध
subsol	तहखाने
cupă	कप
apucat	पकड़ा
ram	रैम
ram	राम
knight	नाईट
pâine	रोटी
pâine	ब्रैड
rădăcinile	जड़
rădăcinile	जड़ें
editorul	संपादक
editorul	एडिटर
heights	ऊंचाइयों
heights	हाइट्स
nikita	निकिता
malcolm	मैल्कम
gerard	जेरार्ड
apreciată	सराहा
apreciată	सराहना
instanță	कोर्ट
instanță	न्यायालय
instanță	अदालत
ghidul	गाइड
ghidul	मार्गदर्शक
ghidul	मार्गदर्शिका
salvarea	मुक्ति
salvarea	मोक्ष
salvarea	छायांकन
orleans	ऑरलियन्स
duncan	डंकन
legume	सब्जी
legume	सब्ज़ी
legume	सब्जियों
legume	सब्ज़ियाँ
legume	सब्ज़ी
legume	सब्जियां
conflictele	विरोध
etiopia	इथियोपिया
rex	रेक्स
polul	ध्रुव
delhi	दिल्ली
destinul	भाग्य
destinul	नियति
simptome	लक्षण
helen	हेलेन
teoretică	सैद्धांतिक
prestigiu	प्रतिष्ठा
clasificat	वर्गीकृत
potasiu	पोटेशियम
potasiu	पोटैशियम
avantajul	फायदा
avantajul	लाभ
periodice	आवधिक
armstrong	आर्मस्ट्रांग
telecomunicații	दूरसंचार
telecomunicații	दूरसंचार
caucaz	काकेशस
browser	ब्राउज़र
browser	ब्राउजर
wessex	wessex
aburi	भाप
nor	मेघ
nor	बादल
geologic	भूगर्भिक
client	ग्राहक
client	ग्राहक
client	क्लाइंट
client	क्लाएंट
creând	बनाने
creând	बनाना
olimpiada	ओलंपियाड
olimpiada	ओलंपिक्स
olimpiada	ओलंपिक
elaborată	जटिल
elaborată	व्यापक
elaborată	अलंकृत
elaborată	सविस्तार
elaborată	विस्तृत
gregory	ग्रेगरी
omega	ओमेगा
fibre	रेशे
fibre	मछली
fibre	फाइबर
fibre	रेशा
fibre	रेशे
fibre	मछली
prescott	प्रेस्कॉट
reia	पुनरारंभ
ritmul	लय
comisar	आयुक्त
comisar	कमिश्नर
relevante	प्रासंगिक
virus	वाइरस
virus	विषाणु
virus	वायरस
calciu	कैल्सियम
luptători	पहलवान
luptători	पहलवानों
luptători	सेनानियों
luptători	सेनानी
vizitatori	विज़िटर
croată	क्रोएशियाई
aripile	पंखों
aripile	पंख
aripile	विंग्स
dor	डोर
dor	लालसा
dor	मिस
existentă	मौजूदा
devil	डेविल
devil	devil
devil	शैतान
savant	वैज्ञानिक
savant	विद्वान
unsprezece	ग्यारह
sep	सितम्बर
bombe	बम
martor	गवाह
fondatori	संस्थापकों
atletism	एथलेटिक्स
individuală	व्यक्ति
individuală	व्यक्तिगत
cutremurul	भूकम्प
cutremurul	भूकंप
sculptura	मूर्तिकला
sculptura	शिल्पकला
angkor	अंगकोर
impresionat	प्रभावित
lothar	lothar
locația	लोकेशन
locația	अवस्थिति
locația	स्थान
celulă	कक्ष
celulă	सेल
celulă	कोशिका
decisivă	निर्णायक
kazan	कज़न
vegetale	सब्जी
vegetale	सब्ज़ी
îmbrăcăminte	कपड़े
îmbrăcăminte	परिधान
îmbrăcăminte	वस्त्र
îmbrăcăminte	कपड़े
îmbrăcăminte	पहनावा
îmbrăcăminte	वस्त्र
îmbrăcăminte	कपडे
explozie	ब्लास्ट
explozie	धमाका
explozie	विस्फोटक
explozie	विस्फोट
gala	गाला
însărcinată	गर्भवती
cristal	क्रिस्टल
concurat	competed
prețioase	अनमोल
supusă	आज्ञाकारी
jung	जुंग
jung	जंग
umor	हास्य
umor	ह्यूमर
umor	ह्यूमर
greg	ग्रेग
quebec	क्यूबेक
argumentul	तर्क
interesați	रुचि
interesați	रुचिकर
interesați	दिलचस्पी
criminal	आपराधिक
criminal	अपराधी
criminal	क्रिमिनल
criminal	मुजरिम
criminal	दण्ड
criminal	जानलेवा
criminal	हत्यारा
criminal	killer
criminal	कातिलाना
criminal	कातिल
criminal	क़ातिल
unitar	एकात्मक
restaurată	लौटी
orizont	क्षैतिज
orizont	क्षितिज
probă	नमूना
contesa	countess
triunghi	त्रिकोण
triunghi	त्रिभुज
controlate	नियंत्रित
usl	usl
uite	देखो
uite	dekh
compact	सघन
compact	कॉम्पैक्ट
nicola	निकोला
pink	पिंक
pink	गुलाबी
progresiv	प्रगतिशील
baltică	बाल्टिक
băi	बाथरूम
finalizarea	समाप्ति
finalizarea	पूर्णता
cărbune	कोयला
cărbune	कोयले
cărbune	चारकोल
cărbune	कोयला
cabinet	मंत्रिमंडल
cabinet	मंत्रिपरिषद
cabinet	कैबिनेट
valuri	लहरों
valuri	लहरें
andrews	एंड्रयूज
legislativă	विधान
happy	हैप्पी
happy	मुबारक
happy	खुश
happy	प्रसन्न
glob	भूगोल
glob	ग्लोब
glob	orb
bari	bari
bari	बारी
separă	जुदा
separă	अलग
separă	पृथक
clermont	clermont
descoperire	भेदन
descoperire	खोज
descoperire	डिस्कवरी
emily	एमिली
esențială	अनिवार्य
gât	गला
gât	गला
gât	गर्दन
foster	फोस्टर
amatori	शौकिया
amatori	amateur
marș	मुक़ाबला
balet	बैले
dura	ड्यूरा
fondatorii	संस्थापकों
vaucluse	vaucluse
controlează	नियंत्रण
controlează	कंट्रोल
inaugurarea	उदघाटन
inaugurarea	उद्घाटन
intelectuale	बौद्धिक
redir	redir
încălzire	हीटिंग
diplomatic	राजनयिक
afacerea	व्यवसाय
afacerea	बिज़नेस
afacerea	दुकानदारी
afacerea	व्यापार
afacerea	कारोबार
utah	यूटा
maximum	अधिकतम
cad	कैड
canto	गाना
canto	गायकों
canto	गायन
ceremonie	समारोह
ceremonie	रस्म
cupe	कप्स
cupe	cups
porumb	मक्का
porumb	मक्की
porumb	कॉर्न
porumb	मकई
ascensiune	आरोहण
edwin	एडविन
siguranța	सुरक्षा
buddha	बुद्ध
lituaniană	लिथुआनियाई
omar	उमर
omar	ओमर
standardul	मानक
lambert	लैम्बर्ट
respinge	अस्वीकार
respinge	अस्वीकृत
dansul	नाचना
agentul	एजेंट
winston	विंस्टन
hughes	ह्यूजेस
module	मॉड्यूल्स
module	मॉड्यूल
module	मौड्यूल
module	प्लगइन
descendent	उत्तराधिकारी
descendent	वंशज
pactul	संधि
pactul	गठबंधन
pactul	संविदा
pactul	समझौता
pactul	अनुबंध
scriind	लिखकर
scriind	लेखन
scriind	लिखना
scriind	लिखने
musulmanii	मुसलमानो
musulmanii	मुसलमान
germanice	germanic
leonid	लियोनिद
văile	घाटियों
atingerea	छु
pearl	मोती
pearl	पर्ल
statistice	सांख्यिकीय
libia	लीबिया
ambasadorul	राजदूत
ambasadorul	दूत
luptător	लड़ाकू
luptător	फाइटर
luptător	सेनानी
luptător	पहलवान
minut	मिनिट
minut	मिनट
măsurarea	मूल्यांकन
măsurarea	माप
măsurarea	मापन
aprovizionare	आपूर्ति
aprovizionare	सप्लाई
pătrunde	घुस
litri	लिटर
litri	लीटर
calcar	चूना
jin	जिन
arborele	वृक्ष
arborele	ट्री
arborele	पेड़
porecla	उपनाम
predă	सिखाती
genetic	जेनेटिक
cole	कोल
ascunse	छुपा
berkeley	बर्कली
văzând	देखकर
dieta	आहार
torres	टोरेस
strălucitoare	चमक
inainte	आगे
inainte	पहले
imigranți	आप्रवासियों
scoala	विद्यालय
scoala	school
scoala	स्कूल
carnea	गोश्त
carnea	माँस
carnea	मांस
comunicarea	संचार
martori	गवाहों
martori	गवाह
martori	गवाह
armand	आर्मंड
continentul	महाद्वीप
lan	lan
lan	इयान
reorganizarea	reorganization
reorganizarea	पुनर्गठन
sci	sci
scriitorii	लेखकों
scriitorii	लेखक
propaganda	प्रचार
romantic	रोमांटिक
poștale	डाक
divină	दिव्य
divină	परमात्मा
divină	दैवी
plasată	लगाई
nicole	निकोल
revolte	दंगों
revolte	दंगे
owen	ओवेन
owen	ओवन
triple	ट्रिपल
calculul	गणना
africane	अफ्रीकी
africane	अफ़्रीकी
gerhard	गेरहार्ड
ieri	कल
fericire	ख़ुशी
fericire	खुशी
fericire	सुख
virgin	वर्जिन
roi	roi
roi	पड़ेंगे
afi	एएफआई
copiat	copied
copiat	कॉपी
premierul	प्रीमियर
campioana	चैम्पियन
campioana	चैंपियन
fix	फिक्स
fix	तय
fix	फिक्स्ड
defensivă	रक्षात्मक
periculos	खतरनाक
disciplină	अनुशासन
astronomice	खगोलीय
phil	फिल
segment	सेगमेंट
segment	खण्ड
martir	शहीद
martir	वीरगति
zeii	देवताओं
vinovat	दोषी
vinovat	गुनाहगार
vinovat	अपराधी
avantaje	लाभ
raw	रॉ
raw	कच्चा
călugării	भिक्षुओं
informat	सूचित
înot	तैर
înot	तैरने
înot	तैरना
înot	स्विमिंग
înot	तैरना
înot	तैराकी
blocare	लॉक
blocare	ताला
arhiepiscopia	archdiocese
proza	गद्य
funcționale	कार्यात्मक
vite	ढोरों
vite	ढोर
vite	चौपायों
interpret	इंटरप्रेटर
interpret	इंटरफेस
interpret	performer
interpret	यजमान
piept	सीने
piept	छाती
piept	स्तन
ong	ngo
ong	ओंग
presiuni	दाब
presiuni	दबाव
procedură	प्रक्रिया
procedură	कार्यविधि
finlandeză	फिनिश
finlandeză	फ़िनिश
six	छः
six	छक्का
six	छह
inel	अंगूठी
inel	रिंग
orar	शेड्यूल
orar	अनुसूची
expusă	पर्दाफाश
expusă	उजागर
respinsă	अस्वीकृत
criteriu	मानदंड
criteriu	मापदंड
criteriu	मापदण्ड
dello	डेलो
qing	चिंग
ursul	भालू
ritual	रीति
ritual	अनुष्ठान
ted	टेड
steag	झंडा
steag	फ़्लैग
steag	ध्वज
catedrală	गिरजाघर
analize	विश्लेषण
julie	जूली
pierd	खोना
mecanismul	यांत्रिकी
grosso	ग्रोसो
acceptarea	स्वीकृति
uscate	सूखा
uscate	सूख
uscate	सूखी
uscate	शुष्क
uscate	सूखी
intensitate	तीव्रता
tang	तंग
egiptene	मिस्र
egiptene	मिस्री
egiptene	मिश्र
pierdere	नुकसान
pierdere	घाटा
termice	थर्मल
surprins	अचंभित
surprins	हैरान
surprins	चकित
mulțumit	संतुष्ट
cutie	डिब्बा
cutie	बॉक्स
cutie	बक्सा
modernizare	आधुनिकीकरण
mor	मरना
mor	मोर
volumele	आयतन
compromis	समझौता
compromis	सुलह
etnografie	नृवंशविज्ञान
truman	ट्रूमैन
umbră	परछाई
umbră	छाया
umbră	छाया
umbră	शेड
export	निर्यात
acuzații	आरोपों
delegația	प्रतिनिधिमंडल
procedeu	प्रक्रिया
procedeu	प्रक्रम
sentimentele	भावनाएं
sentimentele	भावनाएँ
sentimentele	जज्बात
pază	मिलावट
pază	सुरक्षा
experimentale	प्रयोगात्मक
experimentale	प्रायोगिक
sad	दुखी
sad	सैड
sad	दुखद
sad	sad
sad	उदास
mătase	सिल्क
mătase	रेशों
mătase	रेशे
mătase	रेशम
mătase	रेशा
tatiana	तातियाना
rezoluția	समाधान
rezoluția	विभेदन
rezoluția	रिज़ॉल्यूशन
rezoluția	रेज़ोल्यूशन
taie	कट
taie	काटें
anatolia	आनातोलिया
urmări	ट्रैक
urmări	रील
urmări	track
mason	मेसन
perfectă	सही
perfectă	परफेक्ट
perfectă	परिपूर्ण
perfectă	पूर्ण
constructor	बिल्डर
école	इकोल
capabile	सक्षम
img	img
pură	शुद्ध
pură	प्योर
pură	pure
legislativ	विधान
pisa	पीसा
conservatoare	रूढ़िवादी
crescută	उठी
crescută	अर्जित
crescută	उठाया
intensitatea	तीव्रता
lacurile	झीलें
lacurile	झीलों
crystal	क्रिस्टल
identifică	पहचानें
identifică	पहचानो
implicată	शामिल
maturitate	परिपक्वता
mil	mil
cabana	कॉटेज
cabana	कुटिया
cabana	केबिन
bakr	बकर
subteran	भूमिगत
fixă	तय
fixă	फिक्स्ड
disputa	विवाद
organice	कार्बनिक
organice	जैविक
organice	सशुल्क
detaliile	विवरण
rată	दर
rată	रेट
rată	बत्तख
rată	डक
rată	बतख
rect	मलाशय
islamul	इस्लाम
islamul	islam
orgă	अंग
fuge	दौड़
fuge	रन
fuge	रनों
poetică	काव्यात्मक
poetică	काव्य
dominată	वर्चस्व
sună	काल
sună	कॉल
circulația	परिसंचरण
nationale	nationale
teama	डर
teama	ख़ौफ़
teama	भय
pisica	कैट
pisica	बिल्ली
sussex	ससेक्स
tancurile	टैंक
declin	अस्वीकार
declin	मनाही
dante	दांते
porți	द्वारों
porți	गेट्स
integrată	एकीकृत
luarea	लेने
plasate	लगाई
instrumentele	वाद्यों
instrumentele	यंत्र
identifica	पहचानें
identifica	पहचानो
flux	फ़ीड
flux	फीड
flux	प्रवाह
flux	धारा
flux	स्ट्रीम
impună	थोपने
ziarele	अखबारों
scut	शील्ड
patrie	मातृभूमि
transmisie	संचरण
transmisie	प्रेषण
transmisie	हस्तांतरण
transmisie	प्रसारण
transmisie	ब्रॉडकास्ट
cavalerii	शूरवीरों
practici	प्रथा
practici	अभ्यास
eficiente	कुशल
wrestlemania	रेसलमेनिया
motoarele	इंजन
hotărâre	निर्णय
drepte	सीधी
drepte	सीधे
drepte	सीधा
divertisment	मनोरंजन
divertisment	entertainment
acvatice	जलीय
molii	पतंगों
molii	शलभ
stanga	बायां
stanga	शेष
stanga	बाएं
stanga	बाएँ
kazahstan	क़ाज़ाक़स्तान
obiceiuri	आदतें
obiceiuri	कस्टम
vitamina	विटामिन
cardinalul	कार्डिनल
radar	रडार
copac	वृक्ष
copac	ट्री
copac	पेड़
imre	इम्रे
homer	होमर
marți	मंगलवार
gazda	मेज़बान
gazda	होस्ट
gazda	मेजबान
gazda	होस्टेस
multimedia	मल्टीमीडिया
furat	चोरी
furat	चुराया
furat	चुराया
rogers	रोजर्स
infinit	अनगिनत
infinit	अनंत
infinit	असीमित
infinit	अनन्त
infinit	अनंत
laser	लेसर
laser	लेज़र
proaspăt	फ्रेश
proaspăt	ताजा
proaspăt	ताज़ा
proaspăt	भैस
învinsă	पराजित
rapoarte	रिपोर्ट
rapoarte	रपट
rapoarte	रिपोर्ट्स
pachet	पैक
pachet	बंडल
pachet	पैकेज
climatice	जलवायु
mercury	पारद
mercury	बुध
mercury	पारा
stanisław	स्तानिस्लाव
che	चे
che	छे
odessa	ओडेसा
posibilități	संभावनाओं
pasiune	जुनून
lane	लेन
înlocuitor	प्रतिस्थापन
înlocuitor	बदला
înlocuitor	बदलना
supravegherea	पर्यवेक्षण
supravegherea	निगरानी
sistematic	व्यवस्थित
westminster	वेस्टमिंस्टर
pietrele	पत्थरों
speed	रफ्तार
speed	गति
thriller	थ्रिलर
arhivă	संग्रह
arhivă	अभिलेखागार
arhivă	अभिलेख
arhivă	अभिलेखागार
arhivă	अभिलेख
mergând	चलना
arctic	आर्कटिक
wind	वायु
wind	पवन
wind	विंड
wind	हवा
împrejurimile	परिवेश
jonas	जोनास
newman	न्युमैन
comis	प्रतिबद्ध
comis	वचनबद्ध
parametri	परिमाण
parametri	पैरामीटर
parametri	पैरामीटर्स
credincios	ईमानवालों
credincios	वफादार
credincios	आस्तिक
frică	डर
frică	ख़ौफ़
frică	भय
frică	डर
frică	भयभीत
nantes	nantes
dominantă	प्रबल
dezbateri	बहस
cuantice	क्वांटम
corona	किरीट
dortmund	डॉर्टमुंड
îngustă	संकीर्ण
îngustă	तंग
îngustă	सीमित
actualizat	अद्यतनीकृत
bonn	बॉन
campioni	चैंपियंस
campioni	champions
roth	रोथ
strauss	स्ट्रॉस
înțelept	बुद्धिमानी
înțelept	हिकमत
celebră	मशहूर
celebră	प्रसिद्ध
tribut	श्रद्धांजलि
tribut	नमन
protector	सुरक्षात्मक
solidă	ठोस
guardian	गार्जियन
guardian	संरक्षक
dalai	दलाई
braille	वेल्श
braille	ब्रेल
operațiune	ऑपरेशन
operațiune	संचालन
operațiune	आपरेशन
doamnă	महोदया
doamnă	मैडम
doamnă	लेडी
doamnă	महिला
editori	प्रकाशक
editori	संपादक
editori	संपादन
editori	सम्पादक
rudele	आत्मीय
rudele	रिश्तेदार
rudele	रिश्तेदारों
razboi	युद्ध
sentiment	feeling
sentiment	अनुभूति
sentiment	भावना
sentiment	अहसास
kafka	काफ्का
despot	तानाशाह
audiență	श्रोता
audiență	ऑडियंस
audiență	दर्शक
lup	वुल्फ
lup	भेड़िया
audi	ऑडी
audi	audi
riga	रीगा
józef	józef
câmpuri	फ़ील्ड्स
câmpuri	फील्ड्स
câmpuri	फ़ील्ड
romantică	रोमांटिक
favorabilă	अनुकूल
costul	लागत
identic	एकसमान
cavalerilor	शूरवीरों
diviziune	विभाग
diviziune	विभाजन
diviziune	प्रभाग
comic	कॉमिक
nebraska	नेब्रास्का
capelă	चैपल
eticheta	टैग
eticheta	लेबल
essex	एसेक्स
amândouă	दोनों
amândouă	दोनो
curtis	कर्टिस
solul	मृदा
sweet	मीठा
sweet	मिठाई
sweet	मधुर
sweet	sweet
sweet	स्वीट
sweet	मीठी
moschee	मस्जिद
moschee	मस्जिदों
moschee	मस्जिदे
vânzările	विक्रय
vânzările	बिक्री
jurământul	शपथ
christoph	क्रिस्टोफ
curaj	गुस्ताखी
curaj	साहस
curaj	हिम्मत
vârfuri	चढे
vârfuri	पार्ट्स
vârfuri	चोटियों
adoptă	अपनाना
adoptă	adopts
grace	कृपा
grace	ग्रेस
grace	अनुग्रह
spionaj	जासूसी
lanțuri	कड़ियाँ
lanțuri	जंजीरों
chestiuni	समस्याएँ
chestiuni	मुद्दे
moale	नर्म
moale	सॉफ्ट
moale	मुलायम
moale	नरम
expansiunea	विस्तार
cota	कोटा
utrecht	utrecht
autobuze	बसों
autobuze	बसें
evacuarea	निकासी
tipurile	प्रकार
expansiune	विस्तार
nominalizată	मनोनीत
lagăre	कैम्प
lagăre	शिविरों
matematica	गणित
matematica	मैथ
matematica	maths
matematica	गणित
melbourne	मेलबोर्न
michele	मिशेल
trans	trans
trans	ट्रांस
montaj	स्लाइडशो
vizite	विज़िट
coca	कोका
rabin	रब्बी
norvegiană	नॉर्वेजियाई
foioase	broadleaf
obligatorie	अनिवार्य
obligatorie	अनिवार्य
obligatorie	अनिवार्य
latitudine	शर
latitudine	अक्षांश
jucate	निभाई
sume	रकम
tensiunea	टेंशन
tensiunea	वोल्टेज
sheriff	शेरिफ
democratică	लोकतांत्रिक
măsurare	मूल्यांकन
măsurare	माप
măsurare	मापन
maiorul	मेजर
maiorul	प्रमुख
steel	इस्पात
steel	स्टील
baie	बाथरूम
baie	स्नान
baie	नहाना
ruine	खंडहर
ruine	तबाह
galileo	गैलीलियो
editarea	सम्पादन
editarea	संपादन
mărimi	आकार
hussain	हुसैन
hannah	हन्ना
celulelor	कक्ष
celulelor	कोशिकाएं
ada	एडीए
mia	मिया
birouri	कार्यालय
birouri	कार्यालयों
grupare	समूहीकरण
reprezentantul	जनप्रतिनिधि
reprezentantul	प्रतिनिधि
grosime	मोटी
grosime	घनी
grosime	मोटा
grosime	मोटाई
sas	sas
rachetă	रॉकेट
rachetă	प्रक्षेपास्त्र
rachetă	प्रक्षेपास्त्र
rachetă	मिसाइल
lingvist	linguist
hardware	हार्डवेयर
tiger	टाइगर
tiger	बाघों
tiger	बाघ
verticale	अनुलंब
verticale	खड़ा
verticale	लंबवत
încorporat	अंतःस्थापित
ten	दस
ten	दहला
ten	टेन
print	राजकुमार
print	प्रिन्स
print	प्रिंस
polo	पोलो
pisică	कैट
pisică	बिल्ली
plăcere	ख़ुशी
dirk	डिर्क
centrala	केंद्रीय
centrala	मध्य
centrala	सेंट्रल
minsk	मिन्स्क
plaja	समुद्रतट
plaja	बीच
definirea	परिभाषा
definirea	धमक
antrenament	प्रशिक्षण
antrenament	कसरत
găsirea	ढूंढना
machiavelli	मैकियावेली
posibilitate	सम्भावना
tokio	टोक्यो
tokio	टोकियो
plajă	समुद्रतट
plajă	बीच
salvează	सहेजें
asiatice	एशियाई
supreme	सुप्रीम
supreme	सर्वोच्च
supreme	परम्
add	जोड़ें
add	add
semnele	लक्षण
dovada	साक्ष्य
dovada	सबूत
dovada	प्रमाण
dovada	सबूत
dovada	प्रूफ
dovada	प्रमाण
experiențe	अनुभव
experiențe	अनुभवों
intelectual	बौद्धिक
ipoteză	परिकल्पना
mongolia	मंगोलिया
mongolia	अंगोला
mongolia	मंगोल
centrele	केंद्रों
moartă	मर
moartă	मुर्दे
producătorii	उत्पादकों
producătorii	निर्माता
producătorii	निर्माताओं
revizuită	संशोधित
revizuită	अनुमोदित
victimele	पीड़ित
victimele	पीड़ितों
guatemala	ग्वाटेमाला
opusă	विपरीत
flotă	बेड़े
clinic	नैदानिक
capabili	सक्षम
populat	आबादी
extraterestră	एलियन
extraterestră	extraterrestrial
difuzare	प्रसारण
difuzare	ब्रॉडकास्ट
elaborate	जटिल
elaborate	व्यापक
elaborate	अलंकृत
elaborate	सविस्तार
elaborate	विस्तृत
stînga	बायां
stînga	शेष
stînga	बाएं
stînga	बाएँ
localnicii	स्थानीय
vittorio	vittorio
macedoneană	मकदूनियाई
metalic	धातु
