mecanismos	mehanizmi
saboia	savoy
pacto	pakt
pacto	zavjet
cabelos	kose
cabelos	dlaka
cabelos	frizura
cabelos	kosa
cabelos	kosi
cabelos	dlake
cabelos	vlasi
escândalo	skandal
escândalo	skandalozno
rivais	rivala
rivais	suparnici
lyon	lyon
jessica	jessica
absolutamente	apsolutno
contemporâneos	suvremena
contemporâneos	suvremene
contemporâneos	suvremeni
contemporâneos	suvremenika
pacheco	pacheco
tragédia	tragedije
tragédia	tragedija
tyler	tyler
brandão	brandão
suspeita	sumnja
suspeita	sumnju
suspeita	sumnjivo
suspeita	sumnjiva
suspeita	osumnjičeni
suspeita	sumnja
interessado	zainteresovani
interessado	zainteresirani
interessado	zainteresiran
interessado	zainteresirana
diabo	vrag
diabo	đavo
golpes	udarci
golpes	puše
vela	svijeća
vela	svijeću
vela	jedra
vela	jedro
vela	ploviti
vela	vela
vela	plovi
vela	jedrenje
vigilância	budnost
vigilância	nadgledanje
vigilância	nadzor
arquitecto	arhitekta
arquitecto	arhitekt
óbvio	očigledno
óbvio	očito
tiger	tiger
tiger	tigrica
tiger	tigar
tiger	tigre
müller	müller
alexandra	alexandra
alexandra	aleksandra
hal	hala
hal	hal
pesada	teška
pesada	težak
pesada	teški
feiras	sajmovima
feiras	izložbe
prefeitos	gradonačelnici
alessandro	alessandro
equações	jednadžbe
myspace	myspace
bruto	sirove
bruto	odvratno
bruto	bruto
bruto	grubi
bruto	grubo
bruto	gruba
bruto	grub
fernández	fernandez
fernández	fernández
trabalhado	radila
trabalhado	uspjelo
linguística	lingvistike
linguística	jezična
utilizador	korisnik
utilizador	korisnika
johns	johns
tiros	pucnji
tiros	pucnjevi
tiros	pucnjava
tiros	hica
etiópia	etiopiji
etiópia	etiopski
géneros	žanrova
dependência	ovisnosti
dependência	ovisnost
dependência	ovisnosti
dependência	ovisnost
compor	sastavi
compor	skladanje
aprendeu	naučio
aprendeu	naučio
adelaide	adelaide
amado	voljeni
amado	voljena
amado	volio
amado	voljeni
amado	voljena
alcançado	postignut
alcançado	ostvaren
alcançado	postigao
multidão	mafija
multidão	mob
multidão	gužva
multidão	gomila
multidão	gužve
multidão	publika
resolvido	riješeno
resolvido	riješen
resolvido	riješeno
resolvido	riješena
resolvido	riješio
lane	lane
polegadas	centimetar
polegadas	inča
polegadas	inča
teodoro	theodore
guarnição	garrison
guarnição	garnizon
markku	markku
roland	roland
permanência	trajnost
completos	potpuna
completos	kompletan
completos	kompletna
especializado	specijalizirana
especializado	specijaliziran
especializado	specijalizirane
especializado	specijalizirana
especializado	specijalizirani
especializado	specijalista
especializado	specijalist
dano	oštećenja
dano	oštećenje
hesse	hesse
reconhece	prepoznati
reconhece	prepoznati
reconhece	prepoznaje
console	konzole
console	konzoli
console	konzola
barreira	barijera
protestante	protestantska
mineral	minerala
promocional	promotivne
fina	tanak
fina	tanko
fina	tanka
fina	mršav
fina	mršava
esperava	očekivao
esperava	očekivano
adolescência	adolescent
adolescência	adolescencija
mind	um
líbano	libanonu
pete	pete
pete	pit
algarve	algarve
sólido	čvrsta
sólido	solidan
sólido	čvrsto
dirigentes	vođe
dirigentes	lideri
dirigentes	čelnici
magnético	magnetska
magnético	magnetski
magnético	magnetsko
gigantes	divovi
gigantes	div
gigantes	divovski
licenciatura	stupanj
licenciatura	stupnja
licenciatura	diploma
licenciatura	diplomski
ameaças	prijetnje
ameaças	prijetnji
ameaças	prijetnja
múltiplos	višestruko
múltiplos	višestruki
mercadorias	dobara
mercadorias	robe
mercadorias	robu
mercadorias	roba
mercadorias	robe
mercadorias	roba
mercadorias	teretni
agradeço	cijenimo
agradeço	cijenim
patrícia	patricia
comemoração	komemoracije
comemoração	proslava
comemoração	slavlje
sentença	kaznu
sentença	presuda
sentença	rečenica
sentença	kazna
frutas	voće
frutas	voce
frutas	voćni
frutas	plod
frutas	voće
frutas	plodovi
frutas	voce
precisava	potrebna
precisava	potrebno
precisava	potrebni
precisava	potreban
índices	indeks
prevenção	prevenciju
melodia	melody
melodia	melodija
melodia	melodija
eliminados	izbrisan
eliminados	izbrisano
eliminados	izbrisani
eliminados	izbrisana
eliminados	eliminiran
eliminados	odlagati
pesquisador	istraživač
celebração	proslava
celebração	slavlje
manuscrito	rukopisa
manuscrito	rukopis
crônicas	kronična
crônicas	kronike
boi	boi
boi	bika
boi	bik
boi	bull
württemberg	württemberg
caçadores	traperi
caçadores	lovce
caçadores	lovci
masters	masters
masters	gazde
masters	gospodari
masters	majstori
sebastian	sebastian
sebastian	sebastiana
separar	odvoji
separar	odvojeno
separar	odvojeni
separar	razdvoji
incapaz	nesposoban
incapaz	nesposobna
interessados	zainteresovani
interessados	zainteresirani
interessados	zainteresiran
interessados	zainteresirana
deficiência	hendikep
deficiência	nedostatak
kew	kew
collins	collins
hospitais	bolnice
hospitais	bolnicama
briga	borba
tomado	uzeto
maomé	mohammad
maomé	muhamed
maomé	muhammad
maomé	muhammed
maomé	muhamed
maomé	mohammed
maomé	mehmet
removido	uklonjen
removido	uklonjeni
removido	uklonjena
removido	uklonili
painel	ploča
painel	panel
diariamente	dnevno
diariamente	svakodnevno
diariamente	dnevna
diariamente	dnevni
chi	chi
armadura	oklop
armadura	oklop
micro	mikro
cartões	kartice
cartões	karte
adquirido	nabavio
adquirido	stekao
adquirido	kupljen
adquirido	kupljeno
adquirido	kupljena
frequentou	prisustvovali
frequentou	nazočio
frequentou	prisustvovao
recomendações	preporuka
recomendações	preporuku
recomendações	preporuke
recomendações	preporuke
garantia	garancija
garantia	jamstvo
garantia	garanciju
garantia	jamstva
garantia	garancija
garantia	jamstvo
garantia	garantirati
garantia	garancije
greatest	najveći
greatest	najveci
predominantemente	pretežno
criminal	kriminalac
criminal	kazneno
luxo	luksuz
luxo	luksuzni
phillips	phillips
boxe	boks
esculturas	skulptura
esculturas	skulpture
esculturas	skulpture
born	rođeni
born	rođen
born	rođena
novatos	početnike
novatos	novaka
novatos	novaci
novatos	gušteri
aurora	aurora
mitchell	mitchell
made	napravljen
made	napravio
made	napravljeno
subida	uspon
subida	penjanje
subida	uspon
subida	uspon
claudio	claudio
patrocínio	pokroviteljstvo
patrocínio	sponzor
patrocínio	sponzorstvo
macho	macho
macho	mačo
macho	muško
macho	mužjak
macho	muškarac
macho	muški
saxônia	saska
setúbal	setúbal
detroit	detroita
detroit	detroitu
detroit	detroit
querendo	želeći
hardware	hardver
ouvido	uho
ouvido	uhu
ouvido	uha
perdas	gubitak
perdas	gubitka
perdas	gubitke
perdas	gubitaka
perdas	gubici
urbanas	urbana
lesões	lezije
lesões	ozljede
lesões	povrede
lesões	ozljeda
lesões	povreda
lesões	ozljede
lesões	ozlijede
lesões	povrede
alencar	alencar
visitas	posjeti
visitas	posjete
nervoso	nervozna
han	hana
han	han
soviéticos	sovjeti
soviéticos	sovjetski
soviéticos	sovjetska
febre	temperatura
febre	groznica
febre	groznicu
transformando	okreće
transformando	okretanje
adoção	usvajanje
adoção	usvajanja
adoção	posvajanje
separadas	odvojeni
separadas	rastavljeni
separadas	razdvojeni
hudson	hudson
maratona	maratona
maratona	maraton
elvis	elvis
elvis	elvisa
cobra	kobra
cobra	cobra
cobra	zmija
cobra	snake
monges	redovnici
andamento	napredak
andamento	tempo
escolhidos	odabrani
escolhidos	odabrana
escolhidos	izabrani
escolhidos	izabran
socialismo	socijalizam
june	lipanj
june	june
june	lipnja
ice	leda
ice	led
ice	ice
colecção	prikupljanje
colecção	zbirka
colecção	kolekcija
honorário	počasni
fotógrafo	fotografa
fotógrafo	fotograf
ruth	ruth
ruth	rut
jesse	jesse
romântico	romantično
experimentos	pokusi
experimentos	eksperimenti
gramática	gramatiku
laços	kravate
divididas	podijeljeni
divididas	podijeljena
divididas	podijeljeno
acer	acer
riscos	rizici
riscos	rizike
riscos	rizik
trocar	prebaci
nilo	nila
nilo	nil
vital	vitalne
atribuição	zadatak
atribuição	pripisivanje
patrono	zaštitnika
patrono	zaštitnik
ted	ted
mônica	monica
mônica	monika
consistia	sastojao
hart	hart
novato	početnik
novato	rookie
mensal	mjesečno
mensal	mjesečni
favorito	omiljena
favorito	najdraži
favorito	omiljeni
favorito	omiljeno
favorito	najdraže
favorito	omiljena
favorito	najdraži
favorito	omiljeni
favorito	omiljeno
conservador	konzervativna
veloso	veloso
espetáculos	emisije
espetáculos	prikazuje
espetáculos	pokazuje
martín	martine
martín	martina
martín	martin
circo	cirkus
selecionado	odabran
selecionado	izabrani
selecionado	odabrano
selecionado	odabrani
selecionado	odabrane
selecionado	odabrana
irene	irena
irene	irene
bebidas	pića
bebidas	pića
bebidas	pije
bebidas	piće
caçador	lovac
caçador	hunter
monge	redovnik
monge	monk
naruto	naruto
buscando	privlačno
pôr	stavi
pôr	stavite
pôr	staviti
atacado	napadnuti
atacado	napadnut
atacado	napadnuta
trigo	žito
trigo	pšenice
quentes	topla
quentes	topao
quentes	tople
quentes	toplo
murphy	murphy
ante	ante
cenários	scenarije
pacote	pakovanje
pacote	svežanj
pacote	snop
pacote	pakovanje
pacote	paket
nicholas	nikolas
nicholas	nikola
nicholas	nicholas
nicholas	nikole
kenneth	kenneth
buraco	rupu
buraco	rupa
nono	nono
nono	deveti
nono	deveta
romanas	rimski
romanas	roman
romanas	romane
romanas	rimsko
principado	kneževina
helen	helen
ascendência	spuštanje
sentiu	osjetio
sentiu	osjetila
esperando	čekanje
esperando	čekajući
esperando	čekam
esperando	očekuje
esperando	očekivao
esperando	očekujemo
esperando	očekujući
esperando	očekujem
carácter	lik
carácter	karakter
ernest	ernest
voltas	krugova
cap	cap
cap	kapa
delegado	delegat
delegado	zamjenik
funcional	funkcionalan
amadores	amateri
amadores	amater
amadores	amaterski
protecção	zaštitni
protecção	zaštita
protecção	zaštitu
jogado	igrao
transferida	prebačeno
transferida	prebacio
pérez	perez
pérez	pérez
empresarial	korporativne
next	sljedeća
ajudando	pomaganje
ajudando	pomaže
leves	lagani
leves	lagana
montevidéu	montevideo
bico	kljun
arranjo	aranžman
agências	agencije
agências	agencijama
margaret	margaret
standard	standardni
standard	standardno
standard	standardna
standard	standard
adolf	adolf
adolf	adolfa
jam	džem
jam	pekmez
seattle	seattle
aaron	aaron
aaron	aron
cruzada	križar
preparado	spremni
preparado	pripremljeni
preparado	pripremljen
preparado	pripremljeno
chamando	pozivom
chamando	pozivanje
chamando	zovem
servido	služio
bass	bas
bass	bass
receitas	prihod
receitas	prihodi
receitas	recepti
receitas	recepte
receitas	prihod
receitas	prihodi
receitas	primanja
receitas	dohodak
receitas	prihodi
devil	vrag
devil	đavo
pioneiros	pioniri
pioneiros	pionir
complexa	složeno
complexa	kompleks
complexa	složena
moisés	mojsije
moisés	moses
formações	treninge
formações	formacije
exportação	izvoz
exportação	izvoz
incluídos	uključeno
incluídos	uključen
simpson	simpson
constituinte	konstitutivnih
forever	zauvijek
cratera	kratera
cratera	krater
hábito	navika
hábito	navike
duff	duff
detetive	detektiv
lagoas	barama
lagoas	bare
restauro	obnovi
restauro	vraćanje
restauro	obnavljanje
restauro	obnavljanje
restauro	obnova
restauro	obnovu
publicamente	javno
frederick	frederick
milan	milan
milan	milano
milan	milana
levantamento	dizanje
defendendo	branim
cumprimento	ispunjenje
cumprimento	ispunjavanje
cumprimento	ispunjenja
sacramento	sacramento
sacramento	sakrament
temporariamente	privremeno
temporariamente	privremeno
temporariamente	privremena
temporariamente	privremeni
avançado	napredne
avançado	napredno
avançado	napredni
avançado	napredna
incluídas	uključeno
incluídas	uključen
interpretações	tumačenja
alerta	uzbuna
greco	greco
rotas	ruta
rotas	rute
islândia	island
islândia	islanda
perna	nogu
perna	nozi
perna	noga
saindo	ostavljajući
saindo	odlazak
haiti	haiti
haiti	haićanski
habitação	stanovanje
mágica	magic
mágica	čarolija
mágica	magija
mágica	čarobno
mágica	magično
mágica	čarobni
macmillan	macmillan
obs	obs
seul	seoulu
dever	dužnost
repressão	represije
trek	trek
folk	folk
einstein	einstein
stade	stade
pimenta	pimenta
pimenta	paprika
pimenta	pepper
pimenta	papar
pimenta	biber
quarteto	kvartet
adicionado	dodao
adicionado	dodali
comandou	zapovijedio
comandou	zapovijedao
discovery	otkrića
discovery	otkriće
discovery	discovery
lutando	borbe
model	manekenka
model	model
model	maneken
alpha	alpha
alpha	alfa
chelsea	chelsea
hero	junak
hero	heroju
hero	heroj
irregular	nejednake
irregular	nepravilno
uniformes	pozornici
uniformes	odore
uniformes	uniforme
uniformes	uniforma
uniformes	uniforme
uniformes	odora
uniformes	uniformu
junção	spoji
junção	spajanje
junção	junction
fábricas	fabrike
fábricas	tvornice
norueguês	norveški
teen	teen
compacto	kompaktan
hermann	hermann
sérvio	srpsko
sérvio	srbin
sérvio	srpska
sérvio	srpski
sérvio	srbije
reich	reich
lacerda	lacerda
vendida	prodan
vendida	prodao
vendida	prodano
aquitânia	akvitaniju
porquê	zašto
claudia	claudia
claudia	klaudija
tendências	trend
tendências	trendove
bang	bang
tomadas	uzeto
relativo	rođak
relativo	relativno
julie	julie
planície	ravnica
planície	ravnica
planície	ravnice
pilares	stupove
pilares	stupovi
pilares	stub
pilares	stup
dialeto	dijalekt
designer	dizajner
chuck	chuck
senadores	senatori
canhões	top
canhões	topovi
canhões	topove
canhões	topova
praças	kvadrata
barreiras	barijere
barreiras	zapreke
voar	leti
voar	fly
voar	poleti
voar	muha
voar	leti
voar	letenje
voar	leteći
empire	empire
empire	carstva
empire	carstvo
empire	imperija
doação	donacija
doação	donaciju
doação	donacije
dieta	dijeta
dieta	dijetu
dieta	prehrana
mercury	živa
mercury	merkur
ninja	nindža
ninja	ninja
gabriela	gabriella
gabriela	gabriela
match	meč
match	podudaranje
governou	vladao
governou	vladali
logística	logistiku
bósnia	bosanska
bósnia	bosanski
bósnia	bosanskih
bósnia	bosanac
bósnia	bosne
bósnia	bosnia
bósnia	bosna
atrair	namamiti
atrair	privlače
atrair	privlačenje
atrair	privući
atrair	privlačenje
diplomata	diplomat
diplomata	diplomata
depósitos	naslaga
depósitos	naslage
ataca	napadi
ataca	napada
subir	uspon
subir	penjanje
operacionais	operativne
operacionais	operativna
juventus	juventus
túnel	tunel
salomão	solomon
piedade	šteta
piedade	mercy
piedade	milosrđe
piedade	milost
piedade	pobožnosti
mármore	mramor
mortais	smrtnici
mortais	smrtnik
mortais	smrtni
mortais	smrtno
mortais	smrtna
lituânia	litvanski
lituânia	litve
apaixonado	strastven
apaixonado	strastvena
apaixonado	strastveni
romântica	romantično
dezoito	osamnaest
fazendas	farmama
fazendas	farme
terço	krunica
terço	treći
terço	treća
terço	treće
substituto	zamjena
substituto	zamjena
advogados	odvjetnici
palatinado	porajnje
holland	holland
escura	mračno
escura	tamni
escura	tamno
escura	tamna
escura	mrak
simone	simone
elena	elena
elena	elenu
competência	nadležnosti
competência	nadležnost
talentos	talenti
talentos	talente
talentos	talenti
talentos	talent
talentos	talenat
júlia	julia
traduzir	prevođenje
traduzir	prevodi
grey	sivo
grey	siva
grey	grey
grey	sivi
igor	igor
agrostis	agrostis
noel	noel
boêmia	bohemiji
boêmia	boemski
bizantina	bizantskog
cúpula	kupola
parceiros	partneri
parceiros	partnerima
acordos	sporazume
cruzamento	prelazak
cruzamento	prijelaz
cruzamento	križanje
cruzamento	raskrižje
cruzamento	raskrižju
camilo	camilo
futebolistas	nogometaši
sono	pospan
sono	spavanje
sono	spavaj
spears	koplja
spears	spears
projectos	projekte
projectos	projektima
projectos	projekti
revelar	otkrij
hughes	hughes
sts	sts
algodão	pamuk
algodão	cotton
obtida	dobivena
sets	postavlja
sets	seta
duro	tvrdo
duro	tesko
duro	teško
duro	tesko
duro	tvrd
duro	teško
subtropical	suptropskom
alabama	alabama
alabama	alabame
desenvolvidas	razvio
desenvolvidas	razvijena
desenvolvidas	razvijen
parlamentares	parlamentarne
lucro	profit
lucro	zarade
lucro	zarada
lucro	profit
lucro	zarade
lucro	zarada
cama	krevet
nona	nona
nona	deveti
nona	deveta
beat	beat
criatura	stvorenje
terapia	terapija
terapia	terapije
betty	beti
betty	betty
desafios	izazovi
desafios	izazovima
desafios	izazove
neerlandês	dutch
neerlandês	nizozemski
estrangeira	stranac
estrangeira	strani
estrangeira	strano
sri	sri
abel	abel
abel	abela
percebeu	shvatio
benefício	korist
diesel	diesel
diesel	dizel
condes	broji
condes	grofovi
htm	htm
derrotados	poražen
derrotados	poraženi
cameron	cameron
treinar	vlakom
treinar	voz
treinar	vlak
determina	određuje
determina	odrediti
cartoon	crtić
cartoon	crtani
aurélio	aurelio
aurélio	aurelije
inscrições	natpise
inscrições	unosi
inscrições	unose
inscrições	registracije
inscrições	upis
inscrições	registracija
inscrições	registraciju
inscrições	registracije
most	najviše
most	većina
most	najvise
filmografia	filmografija
alejandro	alejandro
cerveja	piva
cerveja	pivo
cerveja	pivu
cerveja	pive
cerveja	ale
bravo	bravo
bravo	hrabar
bravo	hrabri
bravo	hrabro
bravo	hrabra
italia	italia
pes	esp
pes	pes
efetivo	efikasno
efetivo	učinkovit
efetivo	učinkovito
aposentadoria	umirovljenje
aposentadoria	mirovina
wisconsin	wisconsin
padroeiro	zaštitnika
padroeiro	zaštitnik
guadalajara	guadalajari
ref	sudija
campina	livada
campina	meadow
cleveland	clevelandu
cleveland	cleveland
inventor	izumitelj
manifesto	proglas
manifesto	manifest
manifesto	manifest
lapa	lapa
adotada	usvojen
adotada	usvojena
adotada	usvojila
dadas	dano
dadas	dao
manuscritos	rukopisa
aquecimento	grijanje
operário	radnica
operário	radnik
derrotando	pobijedivši
friends	prijateljice
friends	prijatelji
friends	prijatelje
demônio	vrag
demônio	đavo
demônio	demona
demônio	demon
traição	izdaje
traição	izdaja
traição	izdaju
traição	izdaje
traição	izdaja
apagado	izbrisani
apagado	izbrisano
apagado	izbrisana
apagado	izbrisan
automática	automatski
automática	automatsko
vigário	župnik
treino	trening
treino	obuka
treino	treniranje
treino	vježbanje
treino	trening
adquirida	nabavio
adquirida	stekao
poderosos	moćno
poderosos	moćna
poderosos	moćan
fictício	izmišljeni
contêm	sadržavati
contêm	sadrže
exposto	izloženi
exposto	izložena
exposto	izloženo
exposto	otkrivena
exposto	izložen
combinado	kombinaciji
holstein	holstein
secundários	sekundarni
nomeados	imenovao
nomeados	imenovan
nomeados	nominiran
diploma	diplomu
diploma	diploma
livraria	knjižari
livraria	knjižara
livraria	knjižaru
livraria	knjižara
projeção	projekcija
projeção	projekciju
projeção	projekcije
meridiano	meridian
catherine	catherine
catherine	katarina
excelência	izvrsnost
imperadores	car
imperadores	care
imperadores	carevi
gazeta	gazette
andares	podovi
andares	podove
derivada	derivat
derivada	izvedena
ódio	mržnja
ódio	mržnja
ódio	mrzim
ódio	hate
foguetes	rakete
foguetes	raketa
paramount	paramount
ensinamentos	lekcije
deslocamento	pomak
imóvel	nekretnine
imóvel	vlasništvo
imóvel	imovina
imóvel	nepokretan
léo	lea
léo	leo
turim	torino
turim	torinu
nancy	nancy
incrível	nevjerojatno
incrível	zakon
incrível	super
porcentagem	postotak
almada	almada
chocolate	čokolade
chocolate	čokoladu
chocolate	čokolada
edson	edson
edson	edison
ródano	rhône
balada	balada
medir	mjerenje
medir	mjera
medir	mjeri
medir	mjere
terminais	terminal
terminais	krajnja
schmidt	schmidt
minho	minho
fechar	zatvori
fechar	zatvaranje
comerciantes	trgovci
comerciantes	trgovci
body	body
body	telo
body	tijelo
arqueológico	arheološki
arqueológico	arheološki
etnia	nacionalnosti
etnia	etničke
etnia	etničkih
etnia	etno
etnia	etnički
sobreviver	preživi
sobreviver	preživjeti
sobreviver	preživljavanje
jurista	pravnik
jurista	odvjetnik
jurista	odvjetnica
jurista	advokat
apollo	apollo
rumores	glasine
rumores	glasina
rumores	glasine
rumores	glasine
listados	naveden
listados	navedena
morris	morris
genes	geni
genes	gene
lunar	lunar
estreita	uski
estreita	uska
estreita	uske
estreita	usko
rito	obred
allmusic	allmusic
oferecido	ponuđena
oferecido	ponuđen
oferecido	ponudio
oferecido	ponuđeno
urso	medvjed
urso	medo
urso	bear
chá	tea
chá	čaj
chá	čaja
reynolds	reynoldsa
reynolds	reynolds
curiosidade	znatiželjan
curiosidade	radoznalost
curiosidade	znatiželja
errada	krivo
errada	pogrešno
consecutivas	uzastopnih
turca	tursko
turca	turski
piscina	biljar
piscina	bazen
andreas	andreas
chapéu	hat
chapéu	kapa
chapéu	šešir
renunciou	odrekao
singular	jednina
mares	kobila
mares	kobile
desculpas	isprika
desculpas	isprike
desculpas	izgovori
desculpas	isprike
rara	rijetka
rara	rijetki
rara	rijetko
rara	retko
rara	rijetke
moto	motocikl
moto	bicikla
moto	bicikl
moto	biciklom
moto	motor
moto	motocikl
moto	motor
moto	moto
doctor	doktore
doctor	doktor
procurador	odvjetnik
procurador	tužitelj
pega	uzmi
definidas	definirana
flauta	flautu
flauta	flauta
disposto	voljan
disposto	voljna
aeronáutica	aeronautički
consecutivos	uzastopnih
esqui	ski
esqui	skijanje
criadores	kreatori
criadores	uzgajivači
punição	kaznu
punição	kazna
editada	uredio
divulgado	pušten
divulgado	puštena
adulta	odraslo
adulta	odrasli
trilogia	trilogija
jenkins	jenkins
confirmada	potvrdio
confirmada	potvrđeno
gibson	gibsona
gibson	gibson
enrique	enrique
debaixo	ispod
parciais	djelomično
parciais	djelomični
bater	beat
bater	batine
bater	batina
bater	udri
bater	hit
caos	kaos
coreana	korejski
influente	utjecajan
colo	krilo
partindo	ostavljajući
partindo	odlazak
extração	izvlačenje
extração	vađenje
varsóvia	varšavi
through	kroz
lance	lance
script	skripte
script	scenarij
cairo	kairo
cairo	kairu
aproveitando	uživam
aproveitando	uživanje
aproveitando	uživa
antoine	antoine
estágios	faze
luftwaffe	luftwaffe
terminado	završeno
traça	moljac
proteína	protein
proteína	proteina
proteína	proteini
dominicana	dominikanskoj
bin	bin
swift	swift
leslie	leslie
parente	rođak
parente	relativno
nuvens	oblaci
nuvens	oblake
nuvens	oblaka
nuvens	oblak
nuvens	cloud
fêmea	ženska
fêmea	ženka
fêmea	žensko
distâncias	daljina
distâncias	udaljenost
correção	korekcija
correção	ispravak
processador	procesor
semanal	tjedni
semanal	tjedno
macedônia	makedonski
macedônia	makedonsko
macedônia	makedonska
macedônia	makedoniju
macedônia	makedoniji
macedônia	makedonija
ensinar	nastava
bach	bach
economista	ekonomist
sega	sega
cola	ljepilo
cola	ljepila
cola	cola
proibição	zabrani
proibição	ban
proibição	zabrana
proibição	prohibicije
sobreviveu	preživio
sobreviveu	preživjeli
ângelo	angelo
key	tipka
key	ključ
residente	stanovnik
garotas	cure
garotas	djevojke
garotas	devojke
emily	emili
emily	emily
carla	carla
coordenador	koordinator
periódico	periodične
obrigatório	obavezno
obrigatório	potrebna
obrigatório	potrebno
obrigatório	obvezno
preservar	očuvanje
preservar	sačuvati
cook	kuhar
cook	cook
cook	kuhati
entregar	dostaviti
entregar	isporuči
entregar	dostavi
entregar	dostavlja
equipado	opremljen
equipado	opremljena
equipado	opremljen
equipado	opremljeni
equipado	opremljena
sódio	natrij
caixas	kutije
concordou	dogovoreno
contínuo	neprekidno
contínuo	kontinuirano
contínuo	kontinuum
tribunais	sudove
tribunais	sudova
tribunais	sudovima
tribunais	sudovi
early	rano
abrigo	sklonište
abrigo	zaklon
acompanhamento	praćenje
acompanhamento	praćenje
explicou	pojasnio
explicou	objasnila
explicou	objasnio
impulso	potisak
impulso	puls
impulso	impuls
impulso	impulse
randy	randy
bebida	pila
bebida	pije
bebida	pijem
bebida	piće
máscara	masku
máscara	maske
máscara	maska
máscara	maske
dublin	dublinu
dublin	dublin
unir	ujediniti
protagonistas	protagonisti
gostava	volio
daria	daria
mineração	rudarske
random	slučajni
random	random
random	slučajna
random	nasumično
ten	desetka
ten	deset
shadow	sjenka
shadow	sjena
shadow	senka
shadow	sjene
robôs	robote
robôs	roboti
reflexão	odraz
reflexão	odsjaj
pseudônimo	pseudonim
fatal	smrtonosno
fatal	fatalna
fatal	fatalno
marcel	marcela
marcel	marcel
abandonada	napuštena
abandonada	napušten
abandonada	napušteni
abandonada	napušteno
dividir	split
agr	agr
vilões	zlikovac
vilões	zločinac
vilões	zlikovci
vilões	zločinci
obrigada	hvala
essência	srž
essência	suština
tropa	vojnici
tropa	trupe
tropa	trupa
tropa	vojska
tropa	armija
indicados	prikazano
indicados	izdvojene
revolution	revoluciju
revolution	revolucija
maryland	maryland
lealdade	odanost
lealdade	lojalnost
lealdade	vjernost
exemplar	uzoran
deixe	ostavi
deixe	napusti
deixe	neka
maciço	masivni
maciço	massive
concorrência	konkurencija
concorrência	natjecanje
concorrência	nadmetanje
ilustrado	illustrated
lava	operi
lava	pranje
lava	peri
lava	oprati
lava	lave
lava	lavu
lava	lava
islâmica	islamske
islâmica	islamski
exclusão	isključenja
exclusão	brisanje
observou	promatrao
observou	zabilježeno
leiria	leiria
hardcore	hardcore
quântica	kvantna
five	pet
armado	naoružan
armado	naoružani
armado	naoružana
valle	valle
alba	alba
chances	šanse
chances	šanse
chances	izgledi
feijão	grah
feijão	graha
feijão	bean
feijão	grah
feijão	graha
vendendo	prodaje
eletricidade	struja
pelotas	kuglice
val	val
mason	mason
alonso	alonso
alonso	alonzo
ira	ljutnja
ira	ljutnju
ira	bijes
ira	gnjev
ira	ira
ira	gnjev
banho	kupanje
banho	kupka
obrigação	obveze
obrigação	obaveze
obrigação	obveza
obrigação	obvezu
obrigação	obaveza
reconheceu	priznao
contratos	ugovori
future	budućnosti
future	budućnost
kane	kane
dedos	prste
dedos	prsti
destaques	pramenove
destaques	prikazano
destaques	izdvojene
abandono	napusti
abandono	napuštanja
abandono	napuštanje
express	express
rosas	ruža
rosas	ruže
polar	polarni
fenton	fenton
bateu	udri
bateu	hit
mista	pomiješana
convencer	uvjerljivo
budismo	budizam
antropologia	antropologiju
nicole	nicole
rodoviário	put
rodoviário	ceste
rodoviário	cestom
rodoviário	road
rodoviário	cesta
executada	pogubljen
executada	pogubljeni
executada	izvršeno
kiev	kijev
vancouver	vancouveru
plural	množina
planet	planet
planet	planeta
powell	powell
teólogo	teolog
painéis	panela
painéis	ploče
apropriado	primjereno
apropriado	prikladno
apropriado	prigodno
israelense	izraelci
israelense	izraelski
israelense	izraelska
bueno	bueno
estuda	studij
estuda	prouči
estuda	studija
miles	milje
miles	miles
miles	milja
cresce	rastu
cresce	rasti
cláudia	claudia
cláudia	klaudija
cláudia	claude
correspondência	dopisivanje
correspondência	odgovarajući
correspondência	podudaranje
exames	preglede
exames	testovi
exames	testova
exames	ispiti
exames	ispite
istambul	istanbula
istambul	istanbulu
istambul	istanbul
orientado	orijentiran
need	treba
need	potreban
need	potrebna
need	potrebno
need	trebam
filadélfia	philly
filadélfia	philadelphiji
filadélfia	philadelphia
sessenta	šezdeset
folclore	folklor
conus	conus
francisca	francesca
francisca	frances
patricia	patricia
negrito	hrabar
colombo	columbus
colombo	kolumbo
colombo	colombo
colombo	columbo
tracy	tracy
rituais	rituali
rituais	rituale
rituais	ritual
manhattan	manhattan
chan	chan
louise	luiz
louise	louise
cachorro	psa
cachorro	pas
cachorro	dog
cachorro	psu
vôlei	odbojku
vôlei	odbojka
estátuas	kipove
estátuas	statue
estátuas	kipovi
amanda	amanda
guardas	stražari
significativas	značajne
significativas	značajno
significativas	značajna
significativas	značajan
beijo	poljubac
beijo	pusa
beijo	kiss
beijo	ljubim
tubo	cijev
tubo	cijevi
tubo	cijev
finlandês	finska
finlandês	finski
vulcão	vulkan
aparecimento	pojava
aparecimento	izgled
aparecimento	pojavljivanje
abrindo	otvorenje
abrindo	otvaranje
abrindo	otvaram
pólo	polo
pólo	polu
pólo	poljak
pólo	stup
pólo	pole
hemisfério	hemisferi
dramaturgo	dramatičara
consideravelmente	znatno
gravidez	trudnoće
gravidez	trudnoća
bayer	bayer
