and	un
frame	rāmja
frame	kadrs
frame	rāmis
frame	rāmi
finance	finansējums
finance	finanses
finance	finanšu
socialist	sociālisti
socialist	sociālistu
script	skriptu
script	skripts
camera	fotoaparāta
camera	kamera
camera	fotoaparātu
camera	kameru
returns	atgriežas
returns	atgriež
engaged	iesaistījās
assistance	palīdzība
experienced	pieredzējuši
experienced	pieredzējis
underground	pazemē
underground	pazemes
sale	izpārdošana
sale	pārdošana
beautiful	skaists
beautiful	skaistas
beautiful	skaista
beautiful	skaisti
beautiful	skaistā
jane	džeina
abc	abc
successor	sekotājam
successor	pārņēmēja
classification	klasifikācija
tool	instruments
tool	rīks
mining	ieguve
mining	kalnrūpniecības
cabinet	kabinets
cabinet	skapis
bytes	baiti
ross	ros
ross	rosa
ross	ross
russell	rasels
citations	citātiem
maintained	uzturēts
evening	vakars
evening	vakara
evening	vakarā
singing	dziedāt
singing	dziedam
singing	dzied
fifa	fifa
gender	dzimumu
gender	dzimums
lakes	ezeri
mail	pasta
mail	pasts
jeff	džefs
emergency	avārijas
emergency	ārkārtas
mode	režīms
christopher	kristofers
heads	galvas
proved	pierādīts
priest	mācītājs
funds	fondi
investment	investīcijas
investment	ieguldījums
investment	ieguldījumi
romanian	rumāņu
romanian	rumānijas
session	sesiju
session	sesija
capture	uztveršanas
capture	uztveršana
aspects	aspektiem
aspects	aspekti
reduce	samazinātu
reduce	samazina
reduce	jāsamazina
reduce	samazināt
trophy	balva
abuse	ļaunprātīgas
prefecture	prefektūra
walk	staigāt
walk	iet
walk	pastaiga
walk	staigā
faced	saskārusies
normally	parasti
snow	sniega
snow	sniegs
snow	sniegu
shop	veikals
shop	veikalā
shop	veikala
dakota	dakota
bush	krūmu
bush	bush
bush	buša
coal	akmeņogles
coal	ogles
inhabitants	iedzīvotāji
headed	dodas
gary	gērijs
employees	nodarbinātie
employees	darbinieki
error	kļūda
invited	aicināti
invited	aicināts
invited	uzaicināja
invited	uzaicināta
invited	aicināja
invited	uzaicināti
cable	kabeļi
cable	kabeļu
cable	kabelis
protein	proteīni
protein	olbaltumvielu
protein	olbaltumvielas
protein	proteīns
accident	negadījums
accident	avārija
decade	desmitgadē
decade	desmitgades
measure	pasākuma
measure	pasākums
patients	pacienti
patients	pacientiem
downtown	centrā
satellite	pavadonis
satellite	satelītu
johnny	džonijs
combination	kombinācija
combination	apvienojums
courts	tiesām
courts	tiesas
sequence	sekvence
sequence	secība
hook	āķis
hook	āķi
hook	āķa
clean	tīra
clean	tīrs
clean	tīrīt
owners	īpašnieki
twin	dvīņu
distributed	izplata
distributed	izplatīts
describe	aprakstīt
describe	raksturot
describe	apraksta
islam	islāma
photos	fotoattēli
photos	attēli
photos	fotogrāfijas
photos	bildes
ottoman	osmaņu
trained	apmācīts
trained	apmācīti
affected	ietekmēts
affected	skartas
affected	ietekmēta
affected	ietekmēti
affected	skarti
routes	maršruti
routes	ceļi
routes	maršrutus
ministers	ministriem
ministers	ministri
wine	vīns
lanka	lanka
carlos	carlos
landing	izkraušanas
landing	izkraušana
landing	nosēšanās
landing	piezemēšanās
landing	nolaišanās
collected	savākti
collected	savākta
collected	savākts
collected	savāktie
revival	atdzīvojas
rio	rio
communes	komūnas
saturday	sestdienu
saturday	sestdienas
saturday	sestdienā
saturday	sestdien
saturday	sestdiena
guess	laikam
guess	uzmini
drop	piliens
drop	nomest
sarah	sāra
swimming	peldēties
swimming	peldēšana
swimming	peldēšanas
membership	dalība
edinburgh	edinburgas
fit	derīgas
fit	fit
harris	harris
dallas	dalasas
degrees	grādus
degrees	grādi
bachelor	bakalaura
personally	personiski
personally	personīgi
briefly	īsumā
briefly	īsi
files	faili
files	datnes
files	failus
extreme	ārkārtīgi
courses	kursos
courses	kursiem
courses	kursus
courses	kursi
homes	mājas
reaching	sasniedzot
reaching	sasniedz
sought	meklēja
vision	redzējums
vision	vīzija
vision	redze
demand	pieprasījums
vertical	vertikāls
vertical	vertikālais
vertical	vertikāli
vertical	vertikālas
vertical	vertikālā
updated	atjaunināts
updated	atjaunināta
updated	atjaunināti
updated	atjaunots
marketing	mārketings
marketing	tirdzniecība
marketing	tirdzniecības
consisted	sastāvēja
appeal	apelāciju
plane	plakne
plane	plaknes
plane	lidmašīna
quick	ātri
quick	ātra
quick	ātrā
quick	ātrs
victor	viktors
solar	saules
neighborhood	apkārtne
wings	spārni
wings	spārnus
acid	skābi
acid	skābe
acid	skābes
scheme	shēmu
scheme	shēma
rfc	rfc
constant	nemainīga
constant	konstante
constant	nemainīgs
constant	konstanti
hip	hip
hip	gūžas
hip	gurnu
admins	administratori
admins	pārvalde
nova	nova
ceremony	ceremonija
ceremony	ceremonijā
chile	čīle
composers	komponistu
nazi	nacistu
liverpool	liverpool
hero	varonis
designer	dizaineru
learned	iemācījies
instruments	instrumenti
welcome	welcome
hair	apmatojums
hair	matus
hair	matiem
hair	mati
movies	filmas
movies	kino
adjacent	blakus
norman	norman
collections	kolekcijas
belgian	beļģijas
belgian	beļģu
corporate	korporatīvā
austin	austin
driving	braukšanas
driving	braukšana
driving	vadīšana
phone	telefons
phone	tālrunis
fly	lido
fly	lidot
ian	ian
window	logu
window	logā
window	logs
window	loga
document	dokuments
document	dokumentu
adams	adams
collaboration	sadarbība
margaret	margaret
kennedy	kenedijs
leg	kāja
videos	video
assume	pieņemu
assume	uzņemties
attached	pievienoti
attached	pievienotie
attached	pievienota
attached	pievienots
attached	pievienotas
dry	sausa
dry	sausā
dry	sauss
dry	sausi
dry	sausais
expand	izvērst
expand	paplašinās
expand	paplašināt
bible	bībele
serbian	serbu
serbian	serbijas
instrument	instruments
instrument	instrumenta
instrument	instrumentu
random	nejauši
random	nejauša
random	gadījuma
random	nejaušības
random	izlases
represents	atveido
represents	pārstāv
participants	dalībnieki
mentions	minēta
mentions	piemin
portrait	portrets
portrait	portretu
drivers	vadītāji
drivers	autovadītāji
drivers	vadītājiem
drivers	šoferi
airlines	aviosabiedrības
airlines	aviokompānijas
airlines	airlines
airlines	aviolīnijas
airlines	aviosabiedrībām
franklin	frenklins
viewers	skatītājiem
viewers	skatītājus
viewers	skatītāji
finnish	somu
finnish	somijas
differences	atšķirības
venue	vieta
vocal	vokālā
element	elementa
element	elements
element	elementam
element	elementā
regularly	regulāri
rejected	noraidīti
rejected	noraidīta
rejected	noraidīts
rejected	noraidītas
relative	relatīvais
relative	radinieks
relative	relatīvi
relative	relatīvā
illegal	nelegāli
illegal	nelegālo
illegal	nelikumīgs
illegal	nelegāla
illegal	nelikumīgi
illegal	nelikumīga
stewart	stjuarts
roof	jumts
leagues	līgās
argued	argumentēja
argued	apgalvoja
colour	krāsu
colour	krāsa
morgan	morgan
prisoners	ieslodzītie
prisoners	ieslodzīto
facebook	facebook
nelson	nelsons
survived	izdzīvoja
insurance	apdrošināšana
expert	eksperts
expert	eksperte
steam	tvaika
steam	tvaiku
cards	kārtis
cards	kartes
cards	kartītes
manufacturing	ražošana
testing	testēšana
testing	testēšanas
coastal	piekrastes
yorkshire	jorkšīras
rescue	glābšana
rescue	glābšanas
territories	teritorijas
thailand	taizeme
choose	izvēlies
choose	izvēlēties
vienna	vīne
journey	braucienā
journey	brauciens
journey	ceļojums
storage	uzglabāšana
storage	glabāšana
costs	izmaksas
singh	singh
soldier	kareivis
soldier	karavīrs
colony	koloniju
colony	kolonijas
evolution	attīstība
evolution	attīstību
taiwan	taivāna
taiwan	taivānas
hurricane	orkāna
hurricane	viesuļvētra
judges	tiesneši
judges	tiesnešiem
judges	tiesnešu
gardens	dārzi
gardens	dārzos
poems	dzejoļi
responsibility	atbildība
responsibility	atbildības
sentences	teikums
birmingham	birmingham
engineers	inženieri
visible	redzams
visible	pamanāma
visible	redzami
visible	redzamais
visible	redzama
gulf	līča
gulf	līcis
installed	uzstādītas
installed	uzstādīts
installed	uzstādīta
installed	uzstādīti
installed	uzstādīt
revolutionary	revolucionārā
inner	iekšējā
inner	iekšējais
trip	brauciens
trip	ceļojums
restaurant	restorāns
graham	graham
stores	glabātavas
stores	veikalos
stores	noliktavas
stores	veikali
rice	rīsi
prove	jāpierāda
prove	pierādīt
reasonable	saprātīgas
reasonable	saprātīgs
reasonable	saprātīgi
reasonable	saprātīga
skin	ādas
skin	ādu
skin	āda
committed	apņēmusies
volleyball	volejbols
volleyball	volejbola
chose	izvēlējās
factors	faktori
factors	koeficienti
hundreds	simtu
hundreds	simtiem
hundreds	simti
injured	ievainoti
devices	ierīces
phrase	frāze
stanley	stenlija
lemmon	lemons
thompson	tompsone
suicide	pašnāvības
suicide	pašnāvība
suicide	pašnāvību
advantage	priekšrocība
advantage	priekšrocības
automatically	automātiski
disc	diska
disc	disks
disc	disku
minimum	minimālā
minimum	minimālais
minimum	minimums
goods	preces
charges	maksas
alfred	alfrēds
operator	uzņēmējs
operator	operators
finishing	apdares
finishing	apdare
fred	fred
fred	freds
identify	identificē
identify	identificēt
producers	ražotāji
ann	anna
campbell	campbell
portland	portland
latest	jaunākais
releases	izdala
victims	upuri
victims	upuriem
victims	cietušie
explanation	paskaidrojums
explanation	izskaidrojums
explanation	skaidrojums
operate	darboties
threat	drauds
threat	draudi
crossing	šķērsot
crossing	šķērso
crossing	šķērsošanas
crossing	šķērsošana
slow	lēni
slow	lēna
slow	lēns
poets	dzejniekiem
stopped	apturēts
stopped	pārtrauca
strategy	stratēģija
wayne	veins
wayne	veina
ranking	ranga
disney	disney
wright	raita
residential	mājokļa
associate	asociējas
significance	nozīme
significance	nozīmība
ruled	lēma
excellent	lielisks
excellent	izcila
excellent	izcili
excellent	izcils
observed	novērotais
observed	novērotā
observed	novērota
observed	novērotas
observed	novērotās
observed	novērots
threatened	draudēja
threatened	apdraudēti
threatened	apdraudēts
threatened	apdraudēta
friendly	draudzīgi
friendly	draudzīga
friendly	draudzīgs
friendly	draudzīgas
temporary	pagaidu
temporary	īslaicīgi
masters	kapteiņi
masters	masters
masters	saimnieki
peninsula	pussalā
peninsula	pussala
networks	tīkli
passengers	pasažierus
passengers	pasažieri
passengers	pasažieriem
assumed	pieņemts
assumed	pieņemtais
safe	drošu
safe	drošs
safe	droši
safe	droša
safe	drošībā
festivals	svētki
festivals	festivālos
compete	konkurē
compete	konkurēt
compete	sacenšas
png	png
hunter	mednieks
hunter	mednieku
moths	kodes
alaska	aļaskas
partnership	partnerība
partnership	partnerības
partnership	partnerattiecības
maintenance	uzturēšanas
maintenance	uzturēšana
maintenance	apkope
monitoring	pārraudzība
monitoring	monitorings
monitoring	uzraudzība
monitoring	novērošana
evil	ļauni
evil	ļaunums
evil	ļaunumu
evil	ļauns
relief	atvieglojums
relief	atvieglojumi
charlie	charlie
charlie	čārlijs
poverty	nabadzība
hop	apiņu
hop	hop
encyclopedic	enciklopēdiskas
filled	aizpildīts
filled	piepildīts
filled	piepildīta
nba	nba
decide	nolemt
decide	lemt
decide	izlemj
decide	lemj
decide	izlemt
breaking	pārkāpj
argentine	argentīna
argentine	argentīnas
resigned	atkāpies
resigned	atkāpās
drew	pievērsa
hawaii	havaju
brooklyn	bruklinas
historians	vēsturnieki
speaker	runātājs
speaker	runātāja
moth	moth
permission	atļauja
wounded	ievainots
racial	rasu
marshall	māršala
gate	vārtus
gate	vārti
gate	vārtiem
springs	atsperes
photography	photography
photography	fotogrāfija
helping	palīdzot
knights	bruņinieku
roll	ripo
progressive	progresīvi
progressive	progresīva
progressive	pakāpeniska
contrast	kontrasts
continuing	turpinot
processes	procesus
processes	procesi
terminal	termināla
terminal	termināli
terminal	termināļa
executed	izpildīts
svg	svg
spouse	laulātā
spouse	laulātais
infrastructure	infrastruktūra
infrastructure	infrastruktūras
principle	pamatprincips
principle	princips
frequency	biežums
frequency	biežuma
frequency	frekvence
shaped	veidots
robinson	robinsons
waters	ūdeņi
ridge	grēda
bridges	tilti
ceo	izpilddirektors
monument	piemineklis
monument	pieminekļa
mental	garīgi
mental	garīgā
mental	garīgās
carter	kārters
mac	mac
mac	mak
portal	portāla
portal	portālā
portal	portāls
parallel	paralēla
parallel	paralēli
parallel	paralēlas
parallel	paralēlā
thirty	trīsdesmit
giant	milzu
qualifying	kvalificētu
murray	murray
afghanistan	afganistāna
assessment	vērtējums
assessment	novērtējums
assessment	novērtēšana
assessment	izvērtējums
counter	skaitītājs
counter	skaitītāja
bears	lāči
bears	lāčiem
purchase	iegāde
purchase	pirkums
purchase	pirkšana
expression	izteiksme
expression	izpausme
uefa	uefa
improvement	uzlabošanās
improvement	uzlabošana
improvement	uzlabojums
improvement	uzlabojumi
madrid	madrid
madrid	madridē
madrid	madrides
madrid	madride
closure	slēgšanas
closure	slēgšanu
closure	aizvēršana
closure	slēgšana
wheel	ritenis
ambassador	vēstnieks
desert	tuksnesis
iranian	irāņu
iranian	irānas
uncle	tēvocis
severe	smagas
severe	smags
severe	smaga
severe	smagi
rain	lietus
admiral	admirālis
fishing	zveja
fishing	zivsaimniecība
fishing	zvejniecība
fishing	zvejas
existed	pastāvējusi
existed	pastāvēja
raise	paaugstināt
raise	pacelt
raise	audzināt
raise	paceļ
broadway	brodvejas
principles	principi
grow	augt
tests	testi
tests	pārbaudes
tests	testus
roughly	aptuveni
roughly	rupji
tech	tech
trouble	nepatikšanas
rico	riko
paragraph	rindkopa
paragraph	rindkopas
prepared	sagatavota
prepared	sagatavots
prepared	sagatavoti
measures	pasākumi
robin	robins
hired	nolīga
fear	baiļu
fear	bailes
fear	bailēs
merit	nopelni
merit	nopelniem
participation	piedalīšanās
participation	līdzdalība
participation	dalība
massive	masveida
massive	milzīga
agencies	aģentūras
agencies	aģentūrām
technique	tehnika
technique	paņēmiens
alberta	alberta
egyptian	ēģiptes
egyptian	ēģiptiešu
knew	zināja
knew	zināju
knew	zināji
knew	pazina
narrow	šaura
narrow	šauri
narrow	šauras
narrow	šaurs
adapted	pielāgots
adapted	pielāgotā
commissioner	komisārs
rapid	ātra
rapid	ātrs
rapid	straujš
dating	iepazīšanās
businesses	uzņēmumi
bomb	bumba
capable	spējīgs
capable	spēj
capable	spējīgi
poem	dzejolis
stages	posmi
stages	stadijas
stages	posmiem
stages	posmus
honorary	goda
dragon	pūķi
dragon	pūķis
propose	ierosināt
propose	ierosina
modified	modificēts
modified	pārveidoti
modified	pārveidota
modified	mainīts
modified	pārveidots
fired	atlaists
mlb	mlb
send	nosūtīt
send	sūtīt
proof	pierādījumu
proof	pierādījumi
proof	pierādījums
practices	prakse
practices	prakses
arabic	arābu
mouth	muti
mouth	mutē
mouth	mutes
mouth	mute
fix	salabot
fix	fiksēt
fix	noteikt
licensed	licencēts
licensed	licencēta
licensed	licencēti
symbol	simbols
organ	orgānu
organ	orgāns
damaged	bojāta
damaged	bojātas
damaged	bojāts
damaged	bojāti
warren	vorens
exception	izņēmums
costa	costa
unfortunately	diemžēl
jerusalem	jeruzalemē
jerusalem	jeruzalemi
jerusalem	jeruzalemes
replacement	nomaiņa
replacement	aizvietošana
replacement	aizstāšana
indians	indiešu
indians	indiāņi
virgin	jaunava
thousand	tūkstoš
thousand	tūkstoši
thousand	tūkstotis
vancouver	vankūveras
legislation	likumdošana
beauty	skaistule
beauty	skaistums
credits	kredītpunkti
credits	kredīti
buy	nopirkt
buy	pirkt
organisations	organizācijas
serbia	serbijas
serbia	serbija
serbia	serbijā
christianity	kristietība
opinions	viedokļi
opinions	atzinumi
opinions	atzinumus
cavalry	kavalēriju
tribe	cilts
richmond	ričmonds
chess	šaha
channels	kanāli
claiming	apgalvojot
exact	precīzi
exact	precīzs
exact	precīzas
exact	precīza
baker	baker
allied	sabiedroto
involvement	iesaistīšana
involvement	iesaistīšanās
involvement	iesaiste
anime	anime
donald	donalds
sisters	māsas
requests	pieprasījumi
requests	lūgumi
unusual	neierasti
unusual	neparasta
unusual	neparasti
unusual	neparasts
impossible	neiespējams
impossible	neiespējami
impossible	neiespējama
colors	krāsas
cook	gatavot
cook	pavārs
drawing	zīmējums
drawing	zīmēšanas
drawing	rasējums
wikimedia	wikimedia
jonathan	jonathan
removal	izņemšanas
removal	pārcelšanās
removal	noņemšana
removal	izņemšana
moves	kustas
moves	pārvieto
indicates	norāda
admitted	uzņemts
ownership	īpašumtiesības
shore	krastā
shore	krasta
shore	krasts
shore	krastu
shore	piekraste
monitored	uzraudzīta
nebraska	nebraska
regulations	regulas
crash	avāriju
crash	avārija
guitarist	ģitārists
supports	balsti
supports	atbalsta
abbey	abatija
deleting	dzēš
nevada	nevada
barry	berijs
tone	toņa
tone	toni
tone	tonis
personality	personība
personality	personības
reception	saņemšana
reception	pieņemšana
reception	uzņemšana
transit	tranzīts
transit	tranzīta
buffalo	bifeļu
flowers	ziedi
flowers	puķes
flowers	flowers
bond	obligācija
bond	obligācijas
jay	sīlis
adventure	piedzīvojumu
adventure	piedzīvojums
adventure	piedzīvojumi
definitely	noteikti
guinea	gvineja
guinea	gvinejas
horror	šausmas
rangers	rangers
apple	apple
apple	ābols
apple	ābolu
popularity	popularitāti
popularity	popularitāte
coalition	koalīcijas
coalition	koalīcija
franchise	franšīzes
starred	filmējusies
critic	kritiķis
journals	dienasgrāmatas
journals	žurnāli
rolling	rites
silent	kluss
silent	klusē
laboratory	laboratoriju
laboratory	laboratorijā
laboratory	laboratoriski
laboratory	laboratorija
microsoft	microsoft
movements	kustības
charter	harta
charter	hartu
charter	hartas
suitable	piemērots
suitable	piemērota
suitable	piemēroti
suitable	piemērotas
alternate	aizvietotājs
alternate	aizstājējs
alternate	vietnieks
offering	piedāvāšana
missions	misijas
hlist	hlist
experimental	eksperimentālā
experimental	eksperimentāli
experimental	eksperimentālās
experimental	eksperimentālie
rooms	telpas
concluded	secināts
concluded	noslēdza
concluded	secināja
concluded	noslēgts
reputation	reputāciju
reputation	reputācijas
reputation	reputācijai
reputation	reputācija
accurate	precīzi
accurate	precīza
accurate	precīzs
interpretation	interpretācijas
interpretation	interpretāciju
interpretation	interpretācijā
interpretation	interpretēt
interpretation	interpretācija
tagged	atzīmēts
tagged	atzīmēta
tagged	apzīmēti
endemic	endēmiska
chemistry	ķīmija
chemistry	ķīmijas
achieve	sasniegt
knows	zin
knows	zina
manga	manga
journalists	žurnālisti
journalists	žurnālistiem
journalists	žurnālistus
forests	meži
cbs	cb
comprehensive	visaptverošs
comprehensive	visaptveroša
comprehensive	visaptverošu
symphony	simfonijas
electrical	elektriskas
electrical	elektriskie
electrical	elektrisko
electrical	elektriskās
tags	tagus
tags	tag
meters	metri
meters	skaitītāji
meters	mērītāji
jerry	džerijs
tigers	tīģeri
remix	skaņās
addressed	adresēts
addressed	adresēta
phil	fils
phil	fil
automatic	automātiska
automatic	automātiskā
automatic	automātiski
automatic	automātiskais
automatic	automātisks
gang	banda
gang	bandas
printed	iespiesti
printed	iespiestas
printed	drukāts
printed	iespiests
oak	ozolkoka
oak	ozola
warner	warner
quote	citāts
separated	nodala
separated	atdalīta
separated	atdalītas
separated	atdalīts
bishops	bīskapi
glasgow	glāzgovas
essentially	būtībā
wait	pagaidi
wait	gaidi
wait	gaidīt
input	ievade
input	ievades
input	ieejas
battery	baterija
battery	baterijas
battery	akumulators
favor	pakalpojums
benjamin	bendžamins
shopping	iepirkšanās
shopping	iepirkties
patrol	patruļa
eagle	ērglis
angel	eņģelis
restoration	atjaunošana
restoration	atjaunošanu
delhi	deli
hans	hans
hans	hanss
indicated	norādītas
indicated	norādītā
indicated	norādīts
morris	morris
railways	dzelzceļš
mills	dzirnavas
helpful	noderīga
helpful	noderīgi
delivered	piegādāts
delivered	piegādātas
components	komponenti
components	sastāvdaļas
components	komponentes
victorian	viktorijas
legislature	likumdevējs
legislature	likumdevēja
tourism	tūrisms
tourism	tūrismā
treated	ārstēti
treated	apstrādāta
treated	apstrādāts
treated	apstrādāti
kids	bērni
barbara	barbara
essay	eseju
circumstances	apstākļi
repeated	atkārtota
repeated	atkārtoti
repeated	atkārtots
plain	plain
plain	vienkārša
plain	vienkāršs
superior	pārāka
strategic	stratēģisks
strategic	stratēģiskā
strategic	stratēģiska
strategic	stratēģiski
strategic	stratēģiskais
similarly	līdzīgi
duties	nodokļi
duties	nodevas
duties	pienākumi
effectively	efektīvi
considering	apsver
considering	apsverot
ken	ken
amendment	grozījums
amendment	grozījumi
alleged	apgalvots
alleged	apgalvoja
relation	saistība
habitat	dzīvotnes
habitat	biotopu
spoken	runājis
spoken	runāja
spoken	runāts
shell	shell
shell	čaulas
mounted	uzstādīts
entries	ieraksti
conflicts	konflikti
philippine	filipīnu
montana	montana
triple	trīskāršā
boundary	robeža
caribbean	karību
hosts	saimnieki
signs	pazīmes
signs	zīmes
seriously	nopietni
bristol	bristoles
mitchell	mitchell
industries	nozares
colombia	kolumbija
colombia	kolumbijas
comparison	salīdzinājums
comparison	salīdzināšana
basin	baseins
basin	baseina
eleven	vienpadsmit
ill	slims
pradesh	pradēša
charity	labdarības
output	izvades
output	izlaide
output	izvadi
output	produkcija
output	izvada
dna	dns
carbon	oglekļa
carbon	oglekli
carbon	ogleklis
boats	laivas
desc	desc
architectural	arhitektūras
representation	pārstāvību
representation	pārstāvniecība
representation	pārstāvība
representation	atveidojums
commentary	komentārs
rising	aug
rising	celšanās
rising	pieaug
visitors	apmeklētājiem
visitors	apmeklētāji
visitors	ciemiņi
markets	tirgus
markets	tirgi
plate	plate
plate	plāksne
plate	plātne
plate	plāksnes
giants	giganti
processing	pārstrāde
processing	apstrāde
landscape	ainava
landscape	ainavu
landscape	ainavas
hunt	medības
summit	samitā
summit	samits
psychology	psiholoģija
ride	brauciens
ride	braucamais
guardian	sargs
losses	zudumi
losses	zaudējumi
balance	bilance
balance	atlikums
balance	līdzsvars
balance	līdzsvaru
democracy	demokrātija
submarine	zemūdens
nicholas	nikolajs
nicholas	nikolass
usual	parastās
usual	parastā
usual	parastie
usual	parasti
peru	peru
eighth	astotā
eighth	astotais
defender	aizstāvis
defender	aizstāvi
riding	jāšanas
riding	braukšana
arrival	ierašanās
evans	evans
turning	pagrieziena
prose	proza
cargo	kravas
cargo	kravai
cargo	krava
hidden	noslēpt
hidden	slēptas
hidden	slēpta
hidden	slēptās
volunteer	brīvprātīgais
volunteer	brīvprātīgā
volunteer	brīvprātīgie
volunteer	brīvprātīgo
bio	bio
holder	turētājs
holder	īpašnieks
sugar	cukura
sugar	cukurs
sugar	cukuru
daughters	meitas
wildlife	savvaļas
fun	jautrība
fun	jautri
fun	prieki
integrated	integrētu
integrated	integrētas
integrated	integrēta
integrated	integrētā
integrated	integrēts
integrated	integrēti
partners	partneri
partners	partneriem
rates	likmes
grace	greisa
feed	barības
feed	barību
feed	barībai
feed	barība
childhood	bērnība
childhood	bērnībā
childhood	bērnības
milan	milānas
milan	milāna
photographs	fotogrāfijas
honour	gods
honour	goda
soil	augsne
soil	augsnes
server	servera
server	serveris
server	serveri
manual	manuāla
manual	rokasgrāmatā
manual	rokasgrāmata
concrete	konkrētais
concrete	konkrētus
concrete	betona
concrete	konkrēts
concrete	konkrēta
possibility	iespēja
ghost	spoks
ghost	spoku
ghost	rēgs
confused	apjucis
confused	sajaukt
tunnel	tunelis
larry	lerijs
styles	stili
elevation	pacēluma
elevation	pacēlums
muhammad	muhameds
considerable	ievērojams
lose	pazaudēt
lose	zaudē
lose	zaudēt
phoenix	phoenix
sweet	saldais
sweet	salds
sweet	saldā
waste	atkritumiem
waste	atkritumi
operational	operatīvā
operational	operatīvais
tall	garš
constitutional	konstitucionālais
constitutional	satversmes
constitutional	konstitucionālā
constitutional	konstitucionālās
sporting	sporta
peoples	tautas
peoples	tautām
peoples	tautu
acceptable	pieņemama
acceptable	pieņemami
acceptable	pieņemamas
acceptable	pieņemams
fruit	augļi
fruit	auglis
decisions	lēmumi
decisions	lēmumus
depression	depresijas
depression	depresija
depression	depresiju
perspective	perspektīva
perspective	perspektīvas
midfielder	pussargs
crystal	kristāla
crystal	kristālu
monastery	klostera
resident	rezidentu
resident	rezidents
resident	iedzīvotājs
cincinnati	sinsinati
tied	piesaistīta
tied	piesaistīti
tied	piesaistīts
surgery	ķirurģija
surgery	operācijas
surgery	operācija
steps	pakāpieni
steps	soļi
steps	posmi
carrier	pārvadātājs
carrier	kabīne
carrier	nesējs
stream	straumes
stream	straume
stream	stream
alice	alise
kick	sitienu
strange	savādi
strange	dīvaini
strange	dīvaina
predecessor	priekšgājējs
bernard	bernard
nigeria	nigērija
nigeria	nigērijā
pain	sāpes
influential	ietekmīgi
suggestion	ieteikums
suggestion	ierosinājums
interaction	mijiedarbība
interaction	mijiedarbības
achievement	sasniegšanas
achievement	sasniegšanu
achievement	sasniegums
achievement	sasniegumu
achievement	sasniegšana
mechanical	mehāniskais
mechanical	mehāniskās
mechanical	mehāniska
mechanical	mehāniskā
drugs	medikamenti
drugs	narkotikas
missed	izlaista
missed	pietrūka
trinity	trīsvienība
classified	klasificēti
classified	klasificētas
classified	klasificēta
classified	klasificēts
minority	mazākums
minority	minoritāte
minority	minoritāšu
businessman	uzņēmējs
grown	audzēti
grown	auguši
grown	audzē
grown	audzētas
coat	mētelis
powered	darbina
alive	dzīvs
alive	dzīva
nbc	nbc
nhl	nhl
keith	kīts
bobby	bobijs
behaviour	uzvedība
behaviour	izturēšanās
behaviour	uzvedību
croatian	horvātijas
croatian	horvātu
maritime	piejūras
maritime	jūrniecības
virtual	virtuālā
virtual	virtuālo
indoor	iekštelpu
indoor	telpās
periods	periodi
spiritual	garīgais
spiritual	garīgā
croatia	horvātija
lions	lauvas
archbishop	arhibīskapu
luis	luiss
luis	luis
azerbaijan	azerbaidžāna
lots	daudz
lots	partijas
lots	izlozes
contested	apstrīdēta
contested	apstrīdēts
contested	apstrīdēja
editorial	redakcijas
initiative	iniciatīva
initiative	iniciatīvu
charlotte	šarlote
pure	tīra
pure	tīri
pure	tīrs
pure	pure
borders	robežas
persian	persiešu
persian	persijas
marks	atzīmes
marks	zīmes
armenian	armēnijas
armenian	armēņu
romantic	romantiski
replacing	nomainot
talent	talantu
talent	talanti
talent	talants
panel	panelis
panel	žūrija
panel	paneļa
jump	lec
animation	animācijas
animation	animācija
agents	aģenti
employment	nodarbinātība
employment	nodarbinātības
trading	trading
trading	tirdzniecība
statue	statuja
dated	datēts
wonder	brīnums
wonder	brīnos
filed	iesniegts
provinces	provincēs
provinces	provinces
provinces	provincēm
friday	piektdienas
friday	piektdienā
friday	piektdiena
jobs	darbi
jobs	darbavietas
cuba	kubu
cuba	kubā
cuba	kuba
aside	malā
scientist	zinātnieks
schedule	grafiks
waiting	gaidu
waiting	gaidot
waiting	gaida
waiting	gaidām
familiar	pazīstami
suspect	aizdomas
disagree	nepiekrītu
disagree	nepiekrīt
disagree	nepiekrist
suggestions	ieteikumi
suggestions	ierosinājumi
suggestions	priekšlikumi
turner	tērnera
formally	formāli
locomotives	lokomotīves
barcelona	barselonas
barcelona	barselona
consistent	konsekventi
recommended	ieteikts
recommended	ieteicams
recommended	ieteikta
recommended	ieteica
desire	vēlme
desire	vēlmi
happens	notiek
happens	gadās
patient	pacients
patient	pacientam
bulgaria	bulgārija
vincent	vincents
hear	dzird
hear	dzirdu
hear	dzirdēt
texts	teksti
texts	tekstus
visitor	apmeklētāju
visitor	ciemiņš
vessels	kuģi
vessels	trauki
basically	pamatā
basically	būtībā
continental	kontinentālā
continental	kontinentālās
hole	caurumu
hole	caurums
fail	neizdodas
fail	neizdosies
wedding	kāzas
wedding	kāzām
wedding	kāzu
archaeological	arheoloģijas
layer	slānis
designation	apzīmējums
clan	klans
revenue	ienākumi
revenue	ieņēmumi
seeking	meklē
couples	pāru
couples	pāriem
suit	uzvalks
suit	uzvalku
soft	mīksto
soft	mīksti
soft	maiga
soft	mīkstie
soft	mīksta
soft	mīksts
weekend	brīvdienas
approval	apstiprināšana
approval	apstiprinājums
democrats	demokrātu
democrats	demokrātiem
