सोन	아들
चबूतरे	팝스
स्पॉट	스팟
पूंजीवाद	자본주의
फ्लोरेंस	플로렌스
फ्लोरेंस	피렌체
सुअर	돼지
गीली	젖은
गीली	젖어
खोली	개설
दलदल	습지
दलदल	마시
कंबोडिया	캄보디아
गिरिजाघर	교회
तानाशाही	독재자
नोवा	노바
अर्नेस्ट	어니스트
फोटोग्राफर	사진사
फोटोग्राफर	사진관
फोटोग्राफर	포토그래퍼
फोटोग्राफर	사진작가
संस्थापित	설립
संस्थापित	설치
संस्थापित	설치됨
क्रेग	크레이그
सिमुलेशन	시뮬레이션
अखरोट	호두
अखरोट	호두
बुकर	부커
विलिस	윌리스
डेनिश	덴마크어
डेनिश	덴마크
त्रयी	삼부작
जुनून	열정
औरतों	여자들
औरतों	여자
औरतों	여성
ओरेकल	오라클
क़दम	발자국
क़दम	발자취
बहादुरी	용기
एटलस	아틀라스
एटलस	atlas
एटलस	영역
वेलेंटाइन	밸런타인
वेलेंटाइन	발렌타인
स्लाइड	슬라이드
स्लाइड	슬라이드
मजा	재미
लुकास	루카스
लुकास	루커스
सहस्र	킬로
वर्गाकार	제곱
वर्गाकार	스퀘어
वर्गाकार	광장
वर्गाकार	사각형
वर्गाकार	정사각형
डबलिन	더블린
प्रस्तुतीकरण	펜타곤
प्रस्तुतीकरण	프레젠테이션
फंक्शन	함수
केले	바나나
रैप	포장
रैप	워프
रैप	랩핑
रैप	랩터
वियतनामी	베트남어
वियतनामी	베트남
वियतनामी	베트남인
तेहरान	테헤란
परहेज	금주
सॉस	소스
फॉरेस्ट	포레스트
बाइट	바이트
बाइट	바이트
मिल्स	밀스
रोजर्स	로저스
रोजर्स	로저스
क्यूबेक	퀘벡
चुपके	스텔스기
चुपके	스텔스
चुपके	몰래
वैक्सीन	백신
इलियट	엘리엇
स्प्रेडशीट	스프레드시트
जिया	살았던
पन्द्रह	열다섯
ट्रंक	트렁크
ट्रंक	trunk
अख़बार	신문
धर्मशाला	호스피스
मुआवजा	보상
आर्मस्ट्रांग	암스트롱
खासियत	usp
संघनन	응축
देशभक्त	애국자
बाइनरी	바이너리
सतर्क	경보
सतर्क	알림
सतर्क	경고
नुक्सान	피해
नुक्सान	손상
नुक्सान	손해
क्लाइव	클라이브
ज़िम्बाब्वे	짐바브웨
काहिरा	카이로
पारगमन	트랜싯
पारगमन	환승
अमोनियम	암모늄
संवहन	대류
आर्सेनल	아스널
आर्सेनल	아스날
आर्सेनल	arsenal
मज़ाक	농담
लाश	시체
कोडेक	코덱
नाजी	나치즘
कॉम्पैक्ट	컴팩트
कॉम्पैक्ट	콤팩트
गठिया	관절염
विभेद	차별
कबूतर	피죤
कबूतर	비둘기
क्लिंटन	클린턴
डेवलपर	개발자
डेवलपर	개발자
मेघ	클라우드
मेघ	구름
एरिक्सन	에릭슨
फी	요금
फी	수수료
कूच	행진
कूच	행진곡
कॉरपोरेट	기업인
कॉरपोरेट	기업
वाष्पीकरण	증발
बूट	부트
बूट	부츠
बूट	부팅
बूट	장화
बूट	부츠
ऐलिस	앨리스
क्षेत्राधिकार	관할권
मोर्स	모스
इन्फ्लूएंजा	인플루엔자
नेवी	해군
नेवी	네이비
अंगुली	핑거
अंगुली	손가락
औज़ार	공구
औज़ार	도구
औज़ार	도구
औज़ार	기기
औज़ार	디바이스
औज़ार	장치
कम्बोडिया	캄보디아
नाली	배수
नाली	배수지
नाली	그루브
ट्रैक्टर	트랙터
स्ट्राइकर	스트라이커
पो	poe
बीटल्स	beatles
बीटल्स	비틀즈
भावनाएं	감정
श्रेणीबद्ध	등급
नीहारिका	성운
उदास	우울
उदास	슬픔
उदास	슬픈
उदास	슬프다
संबन्ध	연애
संबन्ध	관계
हॉक	호크
बट	엉덩이
ताजिक	타지키스탄
एकवचन	특이
योजनाएँ	플랜
योजनाएँ	계획
समुद्रतट	바닷가
समुद्रतट	해변
समुद्रतट	비치
समुद्रतट	바닷가
समुद्रतट	해변
समुद्रतट	마린
समुद्रतट	해병대
वारेन	워렌
पतंग	연이
देशभर	전국
इंजीनियर्स	엔지니어
अभ्रक	미카
खीर	푸딩
लाठी	로드
लाठी	지팡이
लाठी	블랙잭
संगति	일관성
बेलारूस	벨라루스
संकरण	하이브리드
ओमेगा	오메가
लीक	누출
इलिनोइस	일리노이
अंडाशय	난소
मिर्गी	간질
मस्ती	재미
तितली	나비
ऊँट	낙타
ऊँट	카멜
घराना	장르
सेनानियों	파이터스
सेनानियों	파이터
सेनानियों	파이터즈
फ्लोरा	플로라
आउटडोर	실외
आउटडोर	야외
ग्रास	잔디
शमन	완화
बक्से	상자
बक्से	박스
एडवर्ड्स	에드워즈
वेट	젖은
वेट	젖어
चिकना	부드럽게
रवैया	태도
लिंच	린치
डिलीवरी	게재
डिलीवरी	배송
डिलीवरी	배달
डिलीवरी	배달
सुस्पष्ट	선명하게
सुस्पष्ट	명시
सुस्पष्ट	명시적
लोमड़ी	폭스
लोमड़ी	여우
ज्ञापन	메모
ज्ञापन	각서
स्कीम	스킴
स्कीम	배열
विस्टा	비스타
लाउडस्पीकर	스피커
विलंब	지연
विलंब	지연이
प्लेटिनम	플래티넘
प्लेटिनम	백금
मार्कस	마커스
मार्कस	마르쿠스
दन्त	치과
हिलेरी	힐러리
हिलेरी	힐러리
स्वयंसेवकों	swat
स्वयंसेवकों	스와트
स्वयंसेवकों	자원봉사자
स्वयंसेवकों	자원봉사
स्वयंसेवकों	봉사자
हर्बर्ट	허버트
पीटरसन	피터슨
जीएसएम	gsm
अपार्टमेंट	아파트
अपार्टमेंट	apt
अपार्टमेंट	아파트
प्रोटॉन	양성자
प्रदूषित	오염
उल्लेखित	지정됨
उल्लेखित	지정
लोकेशन	위치
ट्रेलर	예고편
ट्रेलर	트레일러
शेख़	셰이크
आउटसोर्सिंग	아웃소싱
तारक	항성
प्यारे	사랑스러운
प्यारे	러블리
मुट्ठी	주먹
कब्ज	변비
व्यवधान	인터럽트
पढ़ाने	교육
पढ़ाने	교사
पढ़ाने	가르침
आयत	구절
आयत	사각형
आयत	직사각형
वेबर	웨버
सूचनाएं	알림
धनु	궁수
धनु	궁수자리
अर्थशास्त्रियों	경제학자
मनोदशा	분위기
मनोदशा	기분
फिश	피쉬
फिश	피시
फिश	생선
फिश	물고기
टंकण	타이핑
पोलो	폴로
तैरने	수영
मंडेला	만델라
दायरा	범위
दायरा	반지름
क्लीनर	세탁소
क्लीनर	청소기
क्लीनर	청소부
वॉचमेन	왓치맨
वनवास	망명
वनवास	exile
बिंब	그림
बिंब	이미지
पारद	수성은
पारद	수성
पारद	머큐리
कॉपर	구리
क्लिनिक	클리닉
क्लिनिक	진료소
फैराडे	패러데이
स्थिरांक	상수
स्थिरांक	상수
प्रस्तुतियों	프레젠테이션
प्रस्तुतियों	발표
जानें	배운다
जानें	배워
मरीन	마린
मरीन	해병대
फ्रैंकनस्टाइन	프랑켄슈타인
विनचेस्टर	윈체스터
निबन्ध	세이
निबन्ध	에세이
मोना	모나
सालगिरह	기념일
अपनाना	입양
अपनाना	채택
अपनाना	입양
दर्जनों	수십
वॉरेन	워렌
सीआईए	cia
ब्लेयर	블레어
ब्लेयर	blair
उपदेशों	가르침
लंगर	앵커
जोसफ	조셉
जोसफ	요제프
जोसफ	조제프
जोसफ	조지프
जोसफ	요셉
पूंजीवादी	자본주의
पूंजीवादी	자본주의
कैच	캐치
डिस्लेक्सिया	난독증
कैम्पबेल	캠벨
चमड़ा	가죽
अनायास	무의식
वैनिला	바닐라
हार्पर	하퍼
शिपिंग	배송
शिपिंग	발송
ब्रश	브러시
आयातित	가져오기
आयातित	수입
आयातित	가져온
आयातित	가져옴
आरोपी	피고
आरोपी	피고인
मैडम	부인
मैडम	사모님
डायरेक्ट	직접
डायरेक्ट	직통
डायरेक्ट	direct
डायरेक्ट	다이렉트
शब्दकोष	바이너리
शब्दकोष	사전
डिश	요리
डिश	접시
संप्रभुता	주권
मिलें	만나
वायुमण्डल	대기
वायुमण्डल	분위기
ख़ानत	칸국
वालेस	월리스
सीज़र	카이사르
सीज़र	시저
गुयाना	가이아나
क्लॉक	시계
क्लॉक	클럭
फ़ाइलें	파일
पब	술집
पब	술집
चिंग	칭칭
दोगुना	더블
ब्रॉड	넓은
ब्रॉड	광범위
ब्रॉड	광범위한
रेखाएं	라인
मीडियाविकि	미디어위키
शराबी	취해
लातीनी	라틴
लातीनी	라틴계
विचारधाराओं	이념
ख़तरा	위험
ख़तरा	리스크
ख़तरा	위험
अटूट	언브레이커블
चील	독수리
चील	이글
जुआ	도박
अप्रिय	불쾌한
हाफ	절반
कोस्टा	코스타
आदम	아담
आदम	애덤
सबक	레슨
सबक	교훈
सबक	수업
एडिसन	에디슨
असंतुलन	불균형
घुमाव	회전
तानाशाह	독재자
लकडी	나무
लकडी	우드
लकडी	목재
उपनगरों	교외
सोमालिया	소말리아
शिवरात्रि	시바
सेहत	체력
सेहत	헬스
सेहत	건강
सेहत	보건
दुर्व्यवहार	학대
दुर्व्यवहार	남용
दुर्व्यवहार	악용
इत्र	향수
त्रि	트라이
ड्यूटी	듀티
ड्यूटी	의무
वहीँ	거기
वहीँ	거기에
नर्सिंग	간호
खरीदना	구매
आलोचनाओं	비판
स्पाइडर	거미
स्पाइडर	스파이더
हल्क	헐크
बहनें	시스터스
बहनें	자매들
बहनें	자매
अंदाज़	스타일
एकाएक	갑작스럽게
एकाएक	갑자기
जेरार्ड	제라드
इब्राहीम	이브라힘
इब्राहीम	아브라함
पाले	창백한
राक्षसों	악마
कोरल	산호
साम	sama
असुविधा	불편
जीना	생활
जीना	지나
कामदेव	큐피드
यौवन	사춘기
बटलर	버틀러
मौतें	죽음
हंट	사냥
हंट	헌트
दिनचर्या	루틴
दिनचर्या	루틴
दिनचर्या	일상
शेक	흔들리기
शेक	shake
शेक	흔들흔들
शेक	흔들어
ग्रेग	그레그
ग्रेग	그렉
वेक्टर	벡터
फीड	피드
फीड	피드
बगदाद	바그다드
बीवी	마누라
बीवी	와이프
बीवी	아내
मानचित्रण	맵핑
मानचित्रण	매핑
सादगी	단순
गलियारे	통로
गलियारे	통로로
श्यानता	점성
यार्ड	마당
एमा	엠마
उजाला	어둠
उजाला	암흑
संघटक	재료
संघटक	재료
संघटक	성분
पैड	패드
सिरका	식초
गेटवे	게이트웨이
ध्वनियाँ	소리
कमियों	불완전
कमियों	불완전성
विनियम	규제
विनियम	규정
रहस्यों	미스터리
रहस्यों	신비
अलविदा	굿바이
जलयान	선박
पात्रता	자격
जलमार्ग	수로로
जलमार्ग	수로
अत्यावश्यक	긴급한
अत्यावश्यक	급한
अत्यावश्यक	긴급
प्रतिस्पर्धात्मक	경쟁
प्रतिस्पर्धात्मक	경쟁력
लहसुन	마늘
रैपर	래퍼
आउटलुक	outlook
आउटलुक	전망
आउटलुक	아웃룩
बेची	팔렸다
बेची	판매
नवीं	아홉번째
फर	모피
स्कॉच	스카치
प्राच्य	동양
पंजे	발톱
शावक	컵스
व्हेल	고래
पुनर्मिलन	동창회
प्रायश्चित	속죄
लघुगणक	로그
मुहर	물개
इंटेलिजेंस	지능
आंधी	토네이도
आंधी	태풍
आंधी	타이푼
आंधी	폭풍
आंधी	폭풍우
आंधी	스톰
कीनिया	케냐
अधिसूचना	알림
अधिसूचना	알림
परवरिश	육아
कोलोराडो	콜로라도
पैरामीटर	인자
पैरामीटर	파라미터
पैरामीटर	매개변수
पैरामीटर	매개변수
क्वालिटी	품질
क्वालिटी	퀄리티
क्वालिटी	화질
क्वालिटी	화질이
गे	게이
गे	게이이
बेर	ber
बन्दर	원숭이
बन्दर	몽키
मोटापा	비만
कीमतें	가격
गिलास	잔다
गिलास	유리
गिलास	글래스
वाह	우와
वाह	와우
चश्मा	안경
एडविन	에드윈
जिनेवा	제네바
बैंकर	은행원
बैंकर	뱅크
बैंकर	은행
वेल	베일
जेलीफ़िश	해파리
बल्ब	전구
बल्ब	램프
बल्ब	전등
अस्वीकृति	거부
अस्वीकृति	거절
यूँ	yun
बोलिविया	볼리비아
निम्नतम	최저
आसुत	증류
नीबू	레몬
अरे	헤이
स्टोरेज	저장소
स्टोरेज	스토리지
स्टोरेज	저장
गैलन	갤런
गैलन	갤런
गोलियां	알약
अपस्फीति	디플레이션
कोकीन	코카인
युद्धपोत	군함
कारपोरेशन	코퍼레이션
कारपोरेशन	주식회사
मिलेनियम	밀레니엄
असहाय	무기력
ख़ुशी	즐거움
ख़ुशी	기쁨
ख़ुशी	쾌락
ख़ुशी	행복
ख़ुशी	happiness
वेव	파도
वेव	웨이브
वेव	물결
वेव	파동
हनी	여보
हनी	허니
हालिया	최근
लाओ	라오스
क्रूज	크루즈
स्विमिंग	수영
केबिन	객실
केबिन	객실
केबिन	오두막
पारस	철학자
पारस	철학
जवाबदेही	책임
जेनेवा	제네바
संक्रांति	동지
सैंकड़ों	수백명이
सैंकड़ों	수백
कलेक्शन	콜렉션
कलेक्शन	컬렉션
कलेक्शन	모음집
कैनवास	캔버스
रोमियो	로미오
रोमियो	romeo
हबल	허블
बागवानी	원예
कुकी	쿠키
कुकी	쿠키
सॉकर	축구
स्काउट	스카웃
स्काउट	스카우트
स्काउट	스카우트
जिंदा	alive
दाढ़ी	수염
जेब	포켓
जेब	주머니
छतों	옥상
छतों	지붕
प्राचीनता	고대
पाण्डुलिपि	사본
ग्रीनलैंड	그린란드
रेमंड	레이먼드
रेमंड	레이몬드
शेली	셸리
एयरवेज़	에어버스
एयरवेज़	항공
ट्रेनों	기차
ट्रेनों	열차
साग	녹색당
फू	foo
इवेंट	이벤트
तत्र	타트라
बिट्स	비트
स्प्रे	스프레이
निलंबन	서스펜션
निलंबन	현수막
निलंबन	현수
तरक्की	홍보
तरक्की	프로모션
तरक्की	승진
रफ्तार	속력
रफ्तार	속도
रफ्तार	스피드
निष्कर्षण	추출
खाद्यान्न	곡물
खाद्यान्न	시리얼
मौलिकता	독창
मौलिकता	독창성
हेवीवेट	헤비웨이트
हेवीवेट	헤비
क्रू	크루
क्रू	승무원
हॉलैंड	홀랜드
अखंडता	무결성
एलियट	엘리엇
काटना	chop
काटना	깨물어
आदर्शवाद	관념
आदर्शवाद	관념론
विश्वासघात	배신
विश्वासघात	배신
पास्कल	파스칼
आरोहण	어센션
आरोहण	승천
अनाम	익명
शुभारम्भ	시작됨
बेतार	무선
नट	땅콩
गिरफ़्तार	체포
मेडागास्कर	마다가스카
मेडागास्कर	마다가스카르
हंगामा	라켓
नवीनता	혁신
रचनात्मकता	창의력
रचनात्मकता	창의
रचनात्मकता	창의성
पत्नियों	아내
मोटापे	비만
एकसमान	동일한
एकसमान	동일
एकसमान	동일함
कैप्शन	자막
कैप्शन	문구
कैप्शन	설명
कैप्शन	자막
मोतियाबिंद	백내장
सीपीयू	cpu
मुर्गी	치킨
मुर्गी	닭고기
मुर्गी	암탉
तस्मानिया	태즈메이니아
ब्लास्ट	폭발
महिंद्रा	마힌드라
गलतियाँ	실수
गलतियाँ	오류
डंकन	덩컨
प्लूटोनियम	플루토늄
नॉकआउट	녹아웃
उन्माद	매니아
बैंको	뱅크
बैंको	은행
बैंको	뱅크스
बैंको	뱅크
बैंको	은행
स्टंट	스턴트
रमणीय	즐거운
तालाबों	연못
डेन	덴덴
डेन	den
मास्क	마스크
मास्क	마스크
मास्क	가면
टोकरी	바스켓
टोकरी	바구니
फैक्टरी	공장
फैक्टरी	팩토리
निर्जन	외로워
निर्जन	외로운
निर्जन	외로움
राइन	라인
पैगम्बर	예언자
पैगम्बर	예언
पैगम्बर	예언자
रेशा	명주
रेशा	실크
रेशा	비단
रेशा	섬유
चेकोस्लोवाकिया	체코슬로바키아
कैरोल	캐럴
कैरोल	캐롤
इष्टतम	최적
जेनेटिक	유전자
रश	러쉬
डील	거래
खरीदार	구매자
खरीदार	구매자
टूना	참치
जीपीएस	gps
अग्न्याशय	췌장
विली	윌리
विली	윌리
संतति	아이유
चाची	숙모
चाची	고모
चाची	이모
चाची	이모가
ग्वाटेमाला	과테말라
अधीक्षक	감독관
फ़ील्ड	필드
फ़ील्ड	현장
फ़ील्ड	필드
सर्वव्यापी	유비쿼터스
गैरकानूनी	outlaw
लैपटॉप	노트북
लैपटॉप	랩톱
लैपटॉप	노트북
चित्रांकन	그리기
कैटलन	카탈루냐
कैटलन	카탈루냐어
तातार	타타르족
तातार	타타르어
तातार	타타르
नीदरलैंड्स	네덜란드
नीदरलैंड्स	네덜란드령
नीदरलैंड्स	네덜란드인
कोबाल्ट	코발트
प्रत्याशा	기대
जीडीपी	gdp
मेगा	메가
अपमानित	모욕
मोस्ट	대부분의
मोस्ट	대부분
व्याख्याता	강사
बैटल	전투
बैटल	배틀
भेड़िया	늑대
भेड़िया	볼프
भेड़िया	울프
ब्यूटी	아름다움
ब्यूटी	미녀
ब्यूटी	미용
ब्यूटी	미모
ब्यूटी	미인
मसालेदार	매운
राइफल्स	소총
ग्रीनविच	그리니치
शक्कर	슈가
शक्कर	설탕
शक्कर	슈슈
सुकरात	소크라테스
लैब	lab
लैब	연구실
लैब	실험실
परियोजनाएँ	프로젝트
क्लिप	클립
रिश्तेदारों	친척
पारदर्शिता	알파
पारदर्शिता	투명성
पारदर्शिता	투명
पारदर्शिता	투명도
सिमोन	시몬
सिमोन	시모네
थाइलैंड	태국
थाइलैंड	타이
बेक	벡스
बेक	구워
सौजन्य	예의
गौरवशाली	영광
गौरवशाली	영광스러운
अनार	석류
अनार	석류
पहिये	바퀴
विस्कॉन्सिन	위스콘신
नेपियर	네이피어
प्राइम	소수
प्राइम	프라임
रशीद	라시드
झींगा	바닷가재
झींगा	새우
ट्रेल	흔적
ट्रेल	트레일
लसीका	림프
क़यामत	부활
मेस्सी	메시
वक्रता	곡률
दुश्मनी	애니메이션
परागण	수분
इस्माइल	이스마엘
सादा	평원
सादा	평범
रोजाना	일일
रोजाना	데일리
रोजाना	일간
रोजाना	일상
रिया	레아
रिया	ria
ताओ	타오
साझेदार	파트너는
साझेदार	파트너
साझेदार	파트너
सेकण्ड	둘째
सेकण्ड	두번째
कैसीनो	카지노
एडिटर	편집기
एडिटर	편집자
एडिटर	에디터
मनोचिकित्सा	심리치료
पार्टनर	파트너
सोलोमन	솔로몬
लेटर	편지
गिनीज	기네스
कोबरा	코브라
ड्रग्स	약물
ड्रग्स	의약품
ड्रग्स	약품
ड्रग्स	마약
कैंडी	캔디
कैंडी	사탕
फ़ीड	피드
फ़ीड	피드
माफ़ी	용서
बिखर	드리프트
हैरिसन	해리슨
हंटर	사냥꾼
हंटर	헌터
सख्ती	엄격히
असम्भव	impossible
असम्भव	불가능하다
असम्भव	불가능
असम्भव	불가능한
कोलंबो	콜롬보
ज्ञानकोष	대백과사전
ज्ञानकोष	백과사전
अर्क	sap
लिंडा	린다
अंधा	블라인드
विज़ुअल	시각
विज़ुअल	비주얼
मनमोहक	우아
प्रभावकारिता	효율성
मैप	지도
बूंद	방울
बूंद	drop
बूंद	떨어뜨리기
बूंद	드롭
रैकेट	라켓
मेहराब	아치
कोयल	뻐꾸기
हेरफेर	조작
हेरफेर	조종
हेरफेर	조작
व्युत्क्रम	반전
अंकुर	새싹
फेंग	펑펑
आला	ala
राजमार्गों	고속도로
मेसन	메이슨
मेसन	mason
गांठ	매듭
सुनहरी	황금
सुनहरी	골든
मूँगफली	땅콩
उज्ज्वल	밝아
उज्ज्वल	밝고
उज्ज्वल	밝은
उज्ज्वल	밝게
शिष्टाचार	예의
शिष्टाचार	예의
शिष्टाचार	매너
बगीचा	가든
बगीचा	정원
कूटनीति	외교
यूसुफ	조셉
यूसुफ	요제프
यूसुफ	조제프
यूसुफ	조지프
यूसुफ	요셉
दैवीय	오라클
बैठना	앉아
अनुमत	허용
एंजाइमों	효소
चू	chu
मैट्रिक	입학
क्राई	울음
मीटिंग	모임
मीटिंग	회의
मीटिंग	만남
मीटिंग	미팅
जोड़ें	추가하기
जोड़ें	추가
राइडर्स	라이더스
राइडर्स	라이더
जूलियस	줄리어스
टीना	티나
केरी	케리
प्रतिवादी	피고
प्रतिवादी	피고인
कोटिंग	코팅
घोंसला	둥지
स्पैम	스팸
पल्स	펄서
पल्स	맥박
पल्स	펄스
डेल्फी	델파이
एरिज़ोना	애리조나
हैरान	충격
लांच	출시
लांच	실행
लांच	발사
लांच	런칭
ब्राउनिंग	브라우닝
लू	루키
चौराहे	교차
चौराहे	교차점
चौराहे	교차로
निर्बल	약한
निर्बल	약해
कू	koo
स्लोवाकिया	슬로바키아
ताला	잠금
ताला	자물쇠
हैप्पी	해피
हैप्पी	행복
हैप्पी	행복해
हैप्पी	행복하다
हैप्पी	행복한
कूलिंग	냉각
कूलिंग	냉방
जीवनशैली	생활
जीवनशैली	라이프스타일
जानलेवा	킬러
जानलेवा	살인범
जानलेवा	살인자
गिरे	타락
मण्डप	파빌리온
पिछड़ा	뒤로
यूं	yun
सीरियाई	시리아
सीरियाई	시리아
जामुन	열매
जामुन	산딸기
टर्मिनेटर	터미네이터
क्राइम	범죄
लातिन	라틴
लातिन	라틴어
मिग	미코얀
उस्मान	오스만
पिट्सबर्ग	피츠버그
हास	하스
परमिट	허가
परमिट	허용
स्कैनिंग	스캔
स्कैनिंग	스캐닝
फ़ार्म	농장
फ़ार्म	농장이
फ़ार्म	농장
फ़ार्म	농사
बोल्ड	굵게
बोल्ड	굵은
बोल्ड	대담
आनुपातिक	비례
बर्कशायर	버크셔
दवाई	의학
हेराल्ड	헤럴드
हॉरर	공포
धन्य	축복
धन्य	축복받은
कत्ल	살인사건
कत्ल	살인죄
कत्ल	살인
एंथनी	안토니우스
एंथनी	앤서니
टिमोथी	티모시
आपूर्तिकर्ता	공급자
आपूर्तिकर्ता	공급자
गुमनाम	익명
ह्यूस्टन	휴스턴
फ़सल	잘라내기
फ़सल	농작물
फ़सल	자르기
मच्छरों	모기
सोंग	송송
सोंग	노래
पियर्स	피어스
झाड़ियों	덤불
झाड़	히스
धुलाई	씻기
धुलाई	씻어
धुलाई	씻기
धुलाई	세탁
धुलाई	세척
लेखाकार	회계사
लेखाकार	회계사
निर्वहन	방전
निर्वहन	퇴원
निर्वहन	분비물
शॉप	상점
शॉप	가게
शॉप	쇼핑
शॉप	상점
शॉप	가게
डो	doe
टेलिफोन	전화
टेलिफोन	전화기
सोफिया	소피아
अभिलेखागार	아카이브
अभिलेखागार	보관
स्वचालन	자동화
उत्तरपश्चिम	북서쪽
उत्तरपश्चिम	노스웨스트
उत्तरपश्चिम	북서부
उत्तरपश्चिम	북서
अभियुक्त	피고
अभियुक्त	피고인
लेवी	레비
लेवी	리바이
आइकन	아이콘
आइकन	icons
आइकन	아이콘
फाटक	대문
फाटक	게이트
संपीडित	압축
बुलेट	총알
बुलेट	총알
बुलेट	탄환
प्लेन	평면
प्लेन	비행기
टेरेसा	테레사
टेरेसा	테레사
हकीम	하킴
उलझन	혼란
ईराक	이라크
कमांडो	특공대
जाग	깨어
बचाना	보존
कीप	깔때기
परिभाषाएं	정의
आवश्यकताएँ	요구사항
जकार्ता	자카르타
पॉलिश	폴란드어
पॉलिश	폴란드
किल	킬링
रिपोर्टर	기자
रिपोर्टर	리포터
पंक्तियां	라이선스
पंक्तियां	사용권
पंक्तियां	라이센스
पंक्तियां	면허
पंक्तियां	라인
पंक्तियां	디자이너는
पंक्तियां	설계자
पंक्तियां	디자이너
पंक्तियां	디자이너가
चीयर्स	힘내
किडमैन	키드먼
चंचल	장난꾸러기
चंचल	장난
चंचल	장난기
ल्यूकेमिया	백혈병
स्की	스키
गोदाम	창고
गोदाम	웨어하우스
स्थितियाँ	직위
स्थितियाँ	입장
स्थितियाँ	포지션
स्थितियाँ	위치
साइबेरियाई	시베리아
अज़रबैजान	아제르바이잔
निपुणता	능력
निपुणता	기술
निपुणता	실력
निपुणता	스킬
निपुणता	솜씨
उड़न	flying
उड़न	플라잉
उड़न	날아라
उड़न	비행
सिंगर	가수
सिंगर	싱어
बारबाडोस	바베이도스
प्रतिबिम्ब	그림
प्रतिबिम्ब	이미지
प्रतिबिम्ब	반영
प्रतिबिम्ब	반사
वेई	웨이
अर्नोल्ड	아르놀트
विदरस्पून	위더스푼
भाषणों	연설
हर्मन	헤르만
प्रतिबाधा	임피던스
लिबर्टी	리버티
स्लोवेनिया	슬로베니아
स्लोवेनिया	슬로베니아어
फिलिस्तीन	팔레스타인
फिलिस्तीन	팔레스타인인
टकीला	테킬라
सातवाँ	일곱번째
क्लेन	클라인
स्वयंसेवी	자원봉사자
स्वयंसेवी	자원봉사
तख्तापलट	쿠데타
पीक	피크
एन्क्रिप्शन	암호화
पतझड़	가을이
पतझड़	가을
पतझड़	떨어지지
पतझड़	떨어지는
पतझड़	떨어짐
रजिस्ट्री	레지스트리
जोनास	조나스
जोनास	조너스
ऊष्मागतिकी	열역학
शेफर्ड	양치기
शेफर्ड	셰퍼드
पत्रक	전단지
आईएनएस	ins
लहरें	물결
लहरें	파도
निगल	삼킬
होश	감각
अदरक	생강
टोबैगो	토바고
अनुपलब्ध	실종
अनुपलब्ध	누락
अनुपलब्ध	missing
सब्जियां	채소
सब्जियां	야채
बर्खास्त	해산
टाइटेनियम	타이타늄
टाइटेनियम	티타늄
मुक्केबाज़ी	복싱
प्लाजा	플라자
निन्दा	비난
अभिसरण	수렴
क्लोरोफिल	엽록소
पिकअप	픽업
गुफ़ा	케이브
गुफ़ा	동굴
साफ्टवेयर	소프트웨어
लचीले	융통성
सिंक	싱크로
सिंक	동기화
उपलब्धियाँ	성취
उपलब्धियाँ	달성
उपलब्धियाँ	업적
उपलब्धियाँ	기록
उपलब्धियाँ	업적
उपलब्धियाँ	성취
सायरस	사이러스
हयात	하얏트
आपदाओं	재난
आपदाओं	재해
वेयर	웨어
इंडोनेशियाई	인도네시아어
इंडोनेशियाई	인도네시아
मिलिट्री	군사
स्लॉट	슬롯
स्लॉट	슬롯
आंतों	내장
क्रो	크로
वासना	욕망
वासना	성욕
नाइजर	니제르
