dhe	och
orë	timmen
orë	timma
minuta	minuter
anglez	engelsman
anglez	engelsmannen
anglez	swedish
anglez	engelska
cdo	varenda
cdo	varje
qendror	centrala
qendror	centralen
qendror	central
qendror	centralt
qendror	mellersta
vii	vii
britanike	brittisk
britanike	brittiska
britanike	britter
britanike	brittiskt
martin	martin
tokat	landar
karl	karl
karl	carl
këmbë	fot
këmbë	foot
këmbë	legs
këmbë	benen
këmbë	ben
këmbë	benet
këmbë	ben
masë	åtgärd
masë	mäta
masë	mät
ati	far
ati	fader
ati	fadern
ati	pappa
ati	ati
nevojë	behov
nevojë	behöver
zhvillim	utvecklingen
zhvillim	utveckling
kombit	nations
kombit	nationen
kombit	nation
emrat	namn
prizren	prizren
etnike	etnisk
etnike	etniskt
etnike	etniska
gjysmë	semi
gjysmë	halvt
gjysmë	half
gjysmë	hälften
gjysmë	halva
gjysmë	halv
fitues	segrare
fitues	vinnare
fitues	vinnaren
kanada	kanada
kanada	canada
modern	moderna
modern	modern
modern	modernt
shihet	sett
shihet	sedd
shihet	sedda
shihet	visade
shihet	visad
shihet	visat
xvi	xvi
malore	mountain
malore	berg
malore	berget
rrit	öka
rrit	ökning
rrit	höjning
rrit	ökar
rrit	ökningar
rrit	höjningar
tradicionale	traditionellt
tradicionale	traditionell
tradicionale	traditionsenligt
tradicionale	traditionella
regjisor	regissör
regjisor	direktören
regjisor	direktör
fifa	fifa
ndikim	impact
ndikim	effekter
ndikim	inverkan
ndikim	påverkan
ndikim	påverkan
ndikim	inflytande
ndikim	påverka
angli	england
van	van
van	skåpbil
rajon	region
rajon	regionen
socialiste	socialistisk
socialiste	socialistiska
socialiste	socialist
socialiste	socialdemokratiska
socialiste	socialdemokrat
dërguar	transporteras
dërguar	levererad
dërguar	fraktas
dërguar	levereras
dërguar	skickas
dërguar	skickade
dërguar	skickat
dërguar	skickad
durrës	durrës
ndjekur	följs
ndjekur	följde
ndjekur	följt
ndjekur	jagade
ndjekur	jagad
lidhet	relaterar
probleme	problem
probleme	besvär
probleme	problem
probleme	trubbel
ekzistojnë	existerar
ekzistojnë	existera
vajza	dotter
vajza	dottern
vajza	girls
vajza	tjejer
vajza	flickor
bej	bey
map	karta
map	kartlägga
map	kartan
afërsi	närområde
duart	händer
duart	hands
verës	sommaren
verës	sommar
hapësirë	mellanslag
hapësirë	rymd
hapësirë	rymden
hapësirë	utrymme
ndryshuar	förändrad
ndryshuar	ändrat
ndryshuar	bytt
ndryshuar	byttes
ndryshuar	förändrats
ndryshuar	ändrats
ndryshuar	modifierat
ndryshuar	modifierade
ndryshuar	ändrad
ndryshuar	modifierad
ndryshuar	ändrat
sasi	mängder
sasi	kvantiteter
sasi	belopp
sasi	mängd
qëllimi	mål
ortodokse	ortodoxa
shpall	proklamerar
shpall	deklarerar
shum	mycket
stamboll	istanbul
karakter	karaktär
karakter	tecken
karakter	rollfigur
ngjyra	färg
ngjyra	färgämnen
ngjyra	färger
ngjyra	färg
ngjyra	färger
përreth	kring
përreth	omkring
përreth	runt
ura	bridge
ura	bro
ura	bron
ura	brygga
ura	bryggan
ura	ura
ura	bridges
ura	broarna
ura	broar
mbrojtës	försvarare
mbrojtës	beskyddare
asgjë	ingenting
asgjë	inget
peshkopi	löpare
peshkopi	biskop
peshkopi	bishop
albania	albanien
londër	london
ahmet	ahmet
ahmet	ahmed
ahmet	ahmad
pune	arbete
pune	work
pune	arbeta
pune	jobba
pune	jobbar
pune	arbeta
pune	fungerar
pune	fungerande
pune	arbetar
stadium	stadion
stadium	stadium
jan	jan
banorëve	invånare
banorëve	boende
banorëve	bosatta
ngjarjet	händelser
ngjarjet	evenemang
beteja	battle
beteja	slaget
beteja	kamp
beteja	strid
beteja	strider
beteja	slag
mustafa	mustafa
udhëheqës	ledaren
udhëheqës	ledare
udhëheqës	leader
gjakut	blodet
gjakut	blod
gjakut	blood
fillimi	börjar
fillimi	början
los	los
bizantine	bysantinska
haxhi	pilgrimsfärd
haxhi	hajj
haxhi	hagi
fitore	win
fitore	vinst
fitore	vinna
fitore	vinn
fitore	segern
fitore	seger
fitore	segra
albert	albert
shumicën	majoriteten
shumicën	majoritet
html	html
bar	gräs
bar	bar
fakulteti	fakulteten
kushtuar	tillägnad
kushtuar	hängiven
detyrë	plikt
detyrë	tull
detyrë	uppdrag
detyrë	överlåtelse
detyrë	uppgift
turk	turk
turk	turkiska
turk	turkisk
turk	turkiskt
cup	kopp
cup	bägare
cup	cup
ekipi	laget
ekipi	lag
ekipi	team
fetar	religiöst
fetar	religiösa
fetar	religiös
detyruar	påtvingade
detyruar	tvingad
detyruar	påtvingad
detyruar	påtvingat
detyruar	tvingade
black	black
black	svart
black	svarta
rritet	växer
rritet	växande
rritet	växer
rritet	odla
rritet	växa
rritet	växer
latine	latina
#ddd	#ddd
profesionale	professionella
profesionale	professionell
profesionale	professionellt
liqeni	sjöar
liqeni	sjö
liqeni	lake
liqeni	sjön
përmendet	nämnt
përmendet	nämndes
përmendet	nämnde
përmendet	nämnts
përmendet	nämns
album	album
album	musikalbum
album	albumet
teatri	theater
teatri	teater
teatri	teatern
teatri	teater
teatri	theatre
albumi	album
albumi	musikalbum
albumi	albumet
lindor	östra
lindor	öst
lindor	östlig
ndonjëherë	ibland
press	tryck
press	press
press	pressen
kategorinë	kategori
kategorinë	kategorin
web	webb
web	web
web	webben
seksioni	avsnitt
seksioni	sektionen
seksioni	sektion
seksioni	avdelning
seksioni	avsnittet
live	leva
live	live
live	levande
version	version
version	versionen
turqi	turkiet
turqi	kalkon
milionë	miljon
milionë	miljoner
arabe	arab
arabe	arabisk
arabe	arabiska
bashkia	kommunen
bashkia	kommun
lufte	kriga
lufte	kriget
lufte	krig
lufte	war
komandant	befälhavare
komandant	kommendör
komandant	befälhavaren
komandant	kommendörkapten
komandant	commander
pushtimit	erövringar
pushtimit	erövring
shkollat	skolor
shkollat	skolorna
regjistruar	registrerades
regjistruar	registrerad
regjistruar	registrerat
regjistruar	registrerade
regjistruar	inspelat
regjistruar	inspelade
regjistruar	registreras
regjistruar	inspelad
procesi	process
procesi	processen
trupi	body
trupi	kropp
trupi	kroppen
trupi	kropps
international	internationalen
international	international
international	internationell
international	internationella
international	internationellt
juan	juan
bëhen	blivit
bëhen	blir
bëhen	bli
ofron	erbjuder
ofron	erbjudanden
bashkimin	enandet
bashkimin	enande
organizata	organisation
organizata	organisationen
organizata	organisering
organizata	organisation
organizata	organisationen
organizata	organisering
organizata	organisationer
person	person
person	personen
objekte	poster
objekte	objekt
objekte	föremål
objekte	objekt
objekte	föremål
fuqishëm	kraftfull
fuqishëm	mäktiga
fuqishëm	mäktig
fuqishëm	mäktigt
aktive	aktiva
aktive	aktiv
aktive	aktivt
bujqësore	odling
bujqësore	jordbruk
bujqësore	lantbruk
pranuar	accepterade
pranuar	godkänt
pranuar	accepteras
pranuar	accepterat
pranuar	accepterad
pranuar	godkänd
takon	uppfyller
takon	möter
revista	tidskrift
revista	tidskriften
revista	tidningen
revista	tidning
revista	magasin
revista	tidningar
revista	tidskrifter
gruaja	kvinnan
gruaja	woman
gruaja	kvinna
gruaja	fru
gruaja	hustru
gruaja	maka
gruaja	frun
qafë	hals
qafë	nacken
qafë	nacke
shërbim	gudstjänst
shërbim	tjänsten
shërbim	service
shërbim	tjänst
ministër	ministern
ministër	minister
man	mann
man	mannen
man	människan
man	man
jashtëm	extern
jashtëm	externt
jashtëm	yttre
jashtëm	externa
pyrénées	pyrénées
pyrénées	pyrenéerna
burg	häktet
burg	fängelse
burg	fängelset
burg	prison
burg	fängelse
dinastia	dynastin
france	frankrike
france	france
debutimin	debut
romak	roman
romak	romerska
romak	romersk
peter	petrus
peter	peter
franca	frankrike
franca	france
kimike	kemisk
kimike	kemikalie
kimike	kemiskt
ndërtimi	byggverksamhet
ndërtimi	byggande
ndërtimi	konstruktion
arkitektura	arkitektur
degë	branscher
degë	filialer
degë	grenar
degë	försäljningsställen
degë	gren
degë	filial
degë	branch
degë	grenen
khan	khan
ndodhi	hänt
ndodhi	inträffade
ndodhi	hände
greqisht	grekiskt
greqisht	grek
greqisht	grekisk
greqisht	grekiska
përtej	bortom
allahu	allah
allahu	gud
serbisë	serbien
louis	ludvig
louis	louis
elemente	grundämnen
elemente	inslag
elemente	element
ajrore	antenn
përkthyer	översatt
përkthyer	översatta
këngët	låtar
këngët	sånger
gurë	stones
gurë	stenar
gurë	sten
gurë	rockar
gurë	klippor
gurë	stenar
shoqata	föreningen
shoqata	förening
shoqata	association
përcaktuar	definierad
përcaktuar	definierat
përcaktuar	definieras
përcaktuar	definierade
përcaktuar	utsett
përcaktuar	utsedd
përcaktuar	utsedda
king	king
king	kungen
king	kung
king	konung
program	applikation
program	ansökan
program	tillämpning
program	programmera
program	program
program	programmet
humbje	förlust
humbje	besegrar
humbje	förlust
humbje	förluster
humbje	nederlag
humbje	besegra
valencia	valencia
lindja	östra
lindja	österut
lindja	öst
lindja	öster
lindja	födelse
lindja	födsel
lindja	födseln
vdekja	död
vdekja	döden
vdekja	death
vdekja	dödsfall
fjalët	ord
les	les
femra	kvinnor
femra	honor
femra	kvinnliga
femra	hona
femra	kvinnligt
femra	kvinna
femra	kvinnor
mbyllur	låst
mbyllur	låsta
mbyllur	stängda
mbyllur	stängd
mbyllur	sluten
mbyllur	stängt
first	först
first	första
marrëveshje	avtal
marrëveshje	överenskommelse
marrëveshje	erbjudande
marrëveshje	deal
shfaq	visa
shfaq	display
shfaq	uppvisning
shfaq	visa
shfaq	show
siguruar	försäkrade
siguruar	säkrat
siguruar	säkrade
siguruar	säkrad
arkeologjike	arkeologiska
mit	mit
mit	myter
mit	myt
pranoi	erkänt
pranoi	erkände
pranoi	bekände
pranoi	erkänd
pranoi	erkänt
pranoi	erkänt
pranoi	erkände
pranoi	medgav
pranoi	medgett
pranoi	medgav
pranoi	accepterade
pranoi	godkänt
pranoi	accepteras
pranoi	accepterat
pranoi	accepterad
pranoi	godkänd
rezultatet	resultat
rezultatet	resultaten
krejt	allt
krejt	alla
antike	antikt
antike	antik
antike	uråldrig
antike	forntida
antike	antikens
antike	antikviteter
zyrtarisht	officiellt
titulli	rubriken
titulli	rubrik
titulli	rubriker
titulli	avd
titulli	avdelning
titulli	titel
titulli	rubrik
rilindjes	renässans
rilindjes	renässansen
humbi	förlorat
humbi	förlorad
humbi	vilse
humbi	lost
humbi	förlorade
santa	tomte
santa	tomten
tregime	händelser
tregime	historier
tregime	stories
tregime	berättelser
bashkëpunim	samarbete
bashkëpunim	samarbete
bashkëpunim	delaktighet
jugosllavisë	jugoslavien
shpella	grotta
shpella	grottor
shpella	grottorna
elektronike	electronics
elektronike	elektronik
elektronike	elektronisk
elektronike	elektroniskt
elektronike	elektroniska
maleve	berg
maleve	fjällen
shërben	tjänar
shërben	serverar
kilometra	kilometer
kilometra	kilometer
kulla	tower
kulla	torn
kulla	tornet
shkëmb	klippan
shkëmb	klippa
shkëmb	sten
shkëmb	rocka
shkëmb	rock
shkëmb	klippan
shkëmb	klippa
shkëmb	cliff
zot	gud
zot	jösses
zot	lord
zot	herre
funksion	funktion
funksion	funktionen
funksion	befattning
sipër	överst
sipër	toppen
sipër	topp
sipër	ovanstående
sipër	ovan
sipër	ovanför
sipër	övervåningen
financiare	ekonomiskt
financiare	finansiellt
financiare	finansiell
financiare	finansiella
vlerat	värdena
vlerat	värden
vlerat	värderingar
zëri	sound
zëri	ljudet
zëri	ljud
zëri	röst
zëri	voice
zëri	ljudsignal
zëri	ljud
zëri	audio
malin	mount
malin	montera
malin	berget
malin	malin
forcë	hållfasthet
forcë	styrka
forcë	kraft
forcë	force
forcë	tvinga
përbëjnë	poserar
përbëjnë	posera
përbëjnë	pose
xhami	masjid
xhami	glas
xhami	moskéer
xhami	moské
xhami	moskén
komunist	kommunistiska
komunist	kommunist
komunist	kommunistisk
perëndimor	västra
perëndimor	västlig
tim	tim
magnetike	magnetiskt
magnetike	magnetiska
magnetike	magnetisk
proces	process
proces	processen
konsideruar	övervägde
konsideruar	övervägt
konsideruar	anses
clubnat	clubnat
xiv	xiv
ballkan	balkan
ballkan	balkan
zakonshme	vanligt
zakonshme	vanliga
flet	talande
flet	pratar
flet	talar
festivali	festival
festivali	festivalen
kombeve	nationer
kombeve	nations
kombeve	nationerna
holandë	nederländerna
holandë	holland
përmendur	nämnt
përmendur	nämndes
përmendur	nämnde
përmendur	nämnts
përmendur	nämns
përmendur	citeras
fotografi	photo
fotografi	foto
fotografi	fotografering
fotografi	fotografi
fotografi	foton
fotografi	bilder
fotografi	tavlor
fotografi	pictures
fotografi	bilder
prodhimi	output
prodhimi	produktion
prodhimi	utdata
prodhimi	produktionen
prodhimi	produktion
prodhimi	tillverkning
vazhduar	fortsatte
vazhduar	fortsättning
vazhduar	fortsatt
dashuri	kärlek
dashuri	älska
dashuri	love
dashuri	älskar
temperatura	temperatur
temperatura	temperaturer
serbia	serbien
vazhdimisht	konstant
vazhdimisht	ständigt
vazhdimisht	genomgående
vazhdimisht	konsekvent
vazhdimisht	fortlöpande
vazhdimisht	kontinuerligt
vazhdimisht	oavbrutet
roma	rome
roma	rom
këngëtar	singer
këngëtar	sångare
këngëtar	sångerska
kalaja	castle
kalaja	borgen
kalaja	slottet
kalaja	slott
kalaja	fästningen
kalaja	fästning
rilindja	renässans
rilindja	renässansen
rilindja	återfödelse
përpjekje	ansträngning
përpjekje	insats
banuar	bebodda
detare	marina
detare	marin
detare	marine
detare	marint
detare	marinsoldat
detare	naval
detare	maritima
detare	maritime
secili	varje
secili	vardera
kudo	överallt
mbështetur	stödde
mbështetur	stöds
mbështetur	stöttat
mbështetur	stöttade
gratë	kvinnor
kulturor	kulturella
kulturor	kulturellt
kulturor	kulturell
sistemet	system
sistemet	systems
pierre	pierre
famshme	berömt
famshme	kända
famshme	berömd
famshme	känd
famshme	berömda
shtuar	tillagda
shtuar	tillagt
shtuar	tillagd
shtuar	tillsatt
kompania	sällskap
kompania	bolag
kompania	företag
kompania	företaget
kategoria	kategori
kategoria	kategorin
herët	early
herët	tidig
herët	tidiga
herët	tidigt
vendim	beslutet
vendim	beslut
social	socialt
social	sociala
social	social
saktë	noggrann
saktë	korrekt
saktë	korrigera
saktë	rätta
saktë	korrekt
saktë	rätt
gol	gol
gol	mål
britanik	brittisk
britanik	brittiska
britanik	britter
britanik	brittiskt
përfunduar	slutfört
përfunduar	avslutad
përfunduar	avslutade
përfunduar	slutförd
përfunduar	avslutat
përfunduar	avslutade
përfunduar	klar
përfunduar	avslutat
përfunduar	färdiga
përfunduar	färdig
ben	ben
instituti	institute
instituti	institut
instituti	institutet
njëjtë	samma
njëjtë	detsamma
online	inloggad
online	uppkopplad
online	online
shërbeu	serverad
shërbeu	avtjänat
shërbeu	tjänat
shërbeu	serveras
letër	paper
letër	pappers
letër	papper
letër	brev
letër	bokstav
letër	skrivelse
problemet	problem
formula	formula
formula	formel
formula	formler
formula	formlerna
njësia	unit
njësia	enhet
njësia	enheten
njësia	användbarhet
energji	energi
energji	energy
rregullt	ordnad
rregullt	regelbundet
rregullt	regelbundna
rregullt	regelbunden
rregullt	ordinarie
diskutimet	diskussioner
diskutimet	diskussionerna
diskutimet	diskussioner
diskutimet	diskussion
druri	trä
druri	ved
druri	trä
druri	virke
druri	träd
druri	trädet
librat	böcker
spanjës	spanien
kujdes	uppmärksamhet
kujdes	klocka
kujdes	titta
mbuluar	täcks
mbuluar	täckt
mbuluar	täckta
mbuluar	täckte
përfundimisht	definitivt
tema	ämne
tema	ämnet
tema	tema
kufizuar	limited
kufizuar	begränsat
kufizuar	begränsade
kufizuar	begränsad
kufizuar	begränsad
kufizuar	begränsade
kufizuar	begränsat
pavarësinë	självständighet
pavarësinë	oberoende
pavarësinë	självständigt
pavarësinë	oavhängighet
pavarësinë	independence
utc+	utc+
red	röda
red	rött
red	röd
tom	tom
theksuar	betonat
theksuar	betonades
theksuar	betonade
rusia	ryssland
shkaktuar	orsakade
shkaktuar	orsakat
shkaktuar	utlöstes
shkaktuar	utlöst
shkaktuar	utlöste
zezë	black
zezë	svart
zezë	svarta
ftohtë	kallt
ftohtë	förkylning
ftohtë	kall
ftohtë	cold
ftohtë	kyla
kokë	head
kokë	huvud
kokë	huvudet
emra	namn
bajram	bajram
udhëhequr	leddes
udhëhequr	ledde
udhëhequr	led
udhëhequr	ledda
muret	murar
muret	väggarna
muret	väggar
zhvillohet	utvecklas
zhvillohet	utvecklar
zhvillohet	utveckla
zhvillohet	utvecklas
armë	vapen
armë	vapen
armë	pistol
armë	gun
armë	vapen
armë	pistoler
armë	gevär
teknike	teknisk
teknike	tekniskt
teknike	tekniska
formimin	bildar
formimin	bildas
deti	sea
deti	sjö
deti	hav
deti	havet
trupin	body
trupin	kropp
trupin	kroppen
trupin	kropps
sud	sud
katalonia	katalonien
lojtar	player
lojtar	spelaren
lojtar	spelare
seine	seine
shkuar	borta
shkuar	åkt
shkuar	gått
problem	problem
problem	problemet
problem	problematiskt
objekt	objektet
objekt	objekt
objekt	föremål
brendshëm	invändigt
brendshëm	inre
brendshëm	interiör
metal	metall
metal	metal
nis	börja
nis	start
nis	startar
nis	starta
nis	lanserar
nis	lanseras
nis	starter
nis	nis
nis	nos
përfaqësues	ombud
përfaqësues	företrädare
përfaqësues	representativ
përfaqësues	representativt
përfaqësues	representant
përfaqësues	representanter
përfaqësues	företrädare
armatosur	beväpnad
armatosur	väpnad
armatosur	beväpnade
armatosur	väpnade
martuar	gifta
martuar	gifte
martuar	gift
prishtina	prishtina
prishtina	pristina
zënë	upptagna
zënë	upptaget
zënë	upptagen
kan	cannes
studimi	studier
studimi	studie
studimi	studera
perandor	kejsaren
perandor	kejsare
familjet	hushållen
familjet	hushåll
familjet	familjer
bregu	shore
bregu	strand
bregu	kusten
bregu	kust
bregu	coast
termi	term
termi	termen
maja	maya
maja	maja
maja	jäst
role	rollerna
role	roller
programi	programmera
programi	program
programi	programmet
japoni	japan
britania	britannien
britania	britannia
kah	mot
krijimi	skapande
krijimi	skapelsen
krijimi	skapelse
krijimi	skapandet
sipërme	upper
sipërme	övre
india	indiska
india	india
india	indiskt
india	indien
fiton	vinner
fiton	vinster
fiton	segrar
kuvendin	klostret
kuvendin	kloster
roli	rollen
roli	roll
prejardhje	bakgrunder
element	varan
element	objekt
element	föremål
google	google
google	googles
google	googla
rrethuar	omgiven
rrethuar	omringade
rrethuar	omringad
rrethuar	omringat
rrethuar	belägrade
qindra	hundra
qindra	hundred
qindra	hundratals
qindra	hundratal
dritë	light
dritë	ljus
dritë	ljust
nëntë	nine
nëntë	nio
nëntë	nionde
llojet	sorterar
llojet	typer
rexhep	recep
thomas	tomas
thomas	thomas
vendoset	ligger
vendoset	lokaliserad
vendoset	belägen
vendoset	lokaliserat
vendoset	utplacerade
letrar	litterär
letrar	litterära
max	max
max	maximalt
sportive	sporter
sportive	sport
sportive	idrott
sportive	sports
egër	wild
egër	vilt
egër	frilevande
egër	vilda
egër	vild
egër	savage
egër	vilda
egër	vilde
egër	stenhård
egër	hård
fushat	fields
fushat	fält
fushat	fälten
mbrojtje	försvaret
mbrojtje	försvar
mbrojtje	försvaret
mbrojtje	försvar
mbrojtje	beskydd
mbrojtje	skydd
faza	fas
faza	fasen
faza	etapp
faza	stadier
faza	etapper
faza	faser
faza	fasas
faza	scen
faza	etapp
faza	stadium
faza	skede
gjithsej	totalt
gjithsej	sammanlagt
gjithsej	total
gjithsej	totala
gjithsej	summa
drejtues	styrning
manchester	manchester
has	ansikten
has	ansiktena
shprehje	uttryck
princ	prinsen
princ	furste
princ	prince
princ	prins
baza	grunder
baza	baser
baza	basera
baza	base
baza	bas
baza	basen
ndonëse	fastän
normale	normalt
normale	normala
normale	normal
shpirtërore	andliga
shpirtërore	själslig
shpirtërore	andlig
shpirtërore	andligt
shërbyer	serverad
shërbyer	avtjänat
shërbyer	tjänat
shërbyer	serveras
park	parkera
park	parken
park	park
park	stadsparken
shah	shah
shah	schack
valign	valign
festa	party
festa	fest
festa	part
festa	kalas
festa	parti
festa	helgdag
festa	semester
festa	högtid
gjuhët	språken
gjuhët	språk
gjuhët	tungor
naim	naim
organizimin	organiserar
organizimin	organisera
politikë	policy
politikë	politik
politikë	policyn
politikë	politik
politikë	politiker
mësimet	lärdomar
mësimet	lektioner
mësimet	läror
mundi	beat
mundi	slå
mundi	besegrade
mundi	besegrat
mundi	besegrades
mundi	besegrad
teoria	teorin
teoria	teori
teoria	teorier
psh	gilla
psh	gillar
psh	som
psh	like
hershëm	early
hershëm	tidig
hershëm	tidiga
hershëm	tidigt
autorit	copyright
autorit	upphovsrätt
autorit	upphovsrätten
mbaroi	avslutade
mbaroi	klar
mbaroi	avslutat
mbaroi	färdiga
mbaroi	färdig
term	term
term	termen
hyrje	entré
hyrje	ingång
hyrje	åtkomst
hyrje	tillgång
hyrje	tillträde
hyrje	inresa
hyrje	post
hyrje	inträde
hyrje	ingång
hyrje	inloggning
sri	sri
detyra	plikt
detyra	tull
detyra	arbetsuppgifter
detyra	uppgifter
detyra	uppdrag
detyra	överlåtelse
detyra	uppdrag
detyra	uppgift
gjendja	status
gjendja	ställning
shkenca	vetenskap
shkenca	naturvetenskap
shkenca	vetenskapen
end	slutet
end	end
end	slut
end	avsluta
mod	mod
ballkanit	balkan
muhammad	muhammad
muhammad	muhammed
trup	body
trup	kropp
trup	kroppen
trup	kropps
lojë	spel
lojë	spelet
lojë	game
lojë	match
lojë	vilt
barabartë	lika
barabartë	jämställda
barabartë	equal
poet	poet
poet	poeten
finlandë	finland
kuptim	förnuft
kuptim	vett
bayern	bayern
ndryshon	ändra
ndryshon	ändrar
ndryshon	byta
ndryshon	ändringar
ndryshon	förändringar
krijon	skapar
përballë	motsatsen
përballë	mittemot
përballë	motsatt
përballë	motsatta
sali	sali
sëmundje	sjukdom
sëmundje	sjukdomar
sëmundje	sjukdom
sëmundje	sjukdomar
sëmundje	sjukdom
përdoruesit	användarna
përdoruesit	användare
dega	gren
dega	filial
dega	branch
dega	grenen
projekti	projekt
projekti	project
projekti	projicera
projekti	projektet
projekti	projektets
imam	imam
dëshmi	bevis
dëshmi	belägg
dëshmi	bevisning
dëshmi	bevismaterial
dëshmi	vittnesbörd
dëshmi	vittnesmål
dëshmi	bevis
popull	människor
popull	personer
popull	folk
popull	people
popull	nations
popull	nationen
popull	nation
kryen	engagerad
kryen	begått
kryen	engagerade
kryen	engagerat
australia	australien
rhône	rhône
sheh	see
sheh	se
javë	veckan
javë	vecka
javë	veckor
javë	veckorna
alexander	aleksandr
alexander	alexander
prindërit	föräldrar
prindërit	föräldrars
prindërit	föräldrarna
ndryshimet	ändringar
ndryshimet	förändringar
mbretërore	regal
mbretërore	kungliga
mbretërore	royal
mbretërore	kunglig
mbretërore	kungligt
org	org
henry	henrik
henry	henry
donte	sökes
gjithçka	everything
gjithçka	allt
gjithçka	allting
mijëra	tusental
mijëra	tusentals
energjia	energi
energjia	energy
simbol	symbol
simbol	symbolen
atdheut	hemland
atdheut	hembygd
atdheut	homeland
atdheut	fosterlandet
tempujt	tempel
lejuar	tillåtna
lejuar	tillåts
lejuar	tillåtet
lejuar	tillåten
lejuar	tillåtna
lejuar	tillåtet
lejuar	tillåten
anët	kanterna
anët	kanter
shtesë	extra
shtesë	komplettera
shtesë	tillägg
shtesë	supplement
shtesë	tillägg
shtesë	ytterligare
listë	förteckning
listë	list
listë	lista
origjinal	ursprungliga
origjinal	ursprungligt
origjinal	originellt
origjinal	original
origjinal	ursprunglig
europian	europeisk
europian	europeiskt
europian	europeiska
europian	europé
kongresit	kongressen
kongresit	congress
kongresit	kongress
abdullah	abdullah
lejon	låter
lejon	tillåter
lejon	möjliggör
rënë	fallit
rënë	ramlat
rënë	fallna
rënë	stupade
rënë	fallen
shënime	sedlar
shënime	anteckningar
shënime	noterar
shënime	anmärkningar
shënime	noter
artist	konstnär
artist	artist
vazhdueshme	konstanta
vazhdueshme	konstant
vazhdueshme	kontinuerlig
vazhdueshme	kontinuerliga
vazhdueshme	fortlöpande
vazhdueshme	kontinuerligt
shekuj	sekel
shekuj	århundraden
shekuj	sekler
gjata	långa
gjata	långt
gjata	lång
gjata	long
gjata	länge
muzikë	music
muzikë	musikåret
muzikë	musik
ide	uppslag
ide	idéer
ide	idé
liri	friheten
liri	frihet
liri	freedom
shkrimet	skrifter
shkrimet	stockar
shkrimet	loggar
shkrimet	skrifterna
vëllezërit	bröderna
vëllezërit	bröder
vëllezërit	brothers
sekretar	sekreteraren
sekretar	sekreterare
final	slutliga
final	final
final	slutligt
final	sista
final	slutgiltigt
final	slutlig
shpellat	grottor
shpellat	grottorna
rrugët	vägar
rrugët	gator
rrugët	streets
rrugët	gatorna
rrugët	rutter
agim	gryning
agim	dawn
agim	gryningen
agim	soluppgång
agim	soluppgången
varet	beror
est	est
windows	windows
windows	fönster
windows	rutor
date	date
date	dejt
date	datum
date	träff
tituj	rubriker
tituj	titlar
kongresi	kongressen
kongresi	congress
kongresi	kongress
elbasan	elbasan
jugor	sydlig
jugor	södra
xiii	xiii
amerika	america
amerika	amerika
vdes	dö
vdes	die
vdes	dör
vdes	döende
vdes	dör
vdes	avlider
vdes	dör
manastirit	klostret
manastirit	kloster
pjesërisht	delvis
pjesërisht	någorlunda
pjesërisht	något
pjesërisht	delvis
pjesërisht	partiellt
kishë	kapellet
kishë	kapell
kishë	kyrkan
kishë	kyrka
model	modellen
model	förebild
model	model
model	förlaga
model	modell
metoda	metoden
metoda	metod
metoda	metoderna
metoda	metoder
kina	china
kina	kina
nxënës	studenter
nxënës	studerande
nxënës	elever
nxënës	pupiller
nxënës	elever
nxënës	elev
nxënës	studenten
nxënës	elev
nxënës	studerande
nxënës	student
nxënës	lärling
interes	ränta
interes	räntor
interes	intresse
çështjet	frågor
çështjet	problem
çështjet	frågeställningar
çështjet	emissioner
antonio	antonio
viii	viii
relativisht	jämförelsevis
relativisht	förhållandevis
relativisht	relativt
relativisht	förhållandevis
trupave	trupp
trupave	trupper
trupave	trupp
ministria	departement
ministria	ministeriet
ministria	ministerium
hapi	kliv
hapi	step
hapi	steg
shprehur	uttryckte
shprehur	uttryckta
shprehur	uttrycks
shprehur	uttryckt
mbahet	innehas
mbahet	höll
mbahet	hölls
mbahet	hålls
mbahet	bibehållas
mbahet	underhålls
ndahen	separerad
ndahen	åtskilda
ndahen	separerat
ndahen	separerade
ndahen	avskilda
ndahen	separat
ndahen	separata
ndahen	separera
ndërtesa	building
ndërtesa	byggnad
ndërtesa	bygga
ndërtesa	fastigheter
ndërtesa	byggnaderna
ndërtesa	byggnader
italisht	italienare
italisht	italienska
italisht	italienskt
italisht	italiensk
muzeu	museum
muzeu	museet
klima	klimatet
klima	klimat
vlerësuar	uppskattat
vlerësuar	uppskattade
vlerësuar	uppskattas
vlerësuar	uppskattad
christian	kristet
christian	christian
christian	kristna
christian	kristen
greqia	grekland
baba	baba
baba	farsan
baba	pappa
baba	far
baba	fader
baba	fadern
baba	pappa
rumani	rumänien
mësuar	lärt
porta	gate
porta	grind
porta	porta
ushtri	arméns
ushtri	arme
ushtri	armén
ushtri	army
ushtri	armé
gazetar	journalisten
gazetar	journalist
gazetar	reportern
gazetar	journalist
gazetar	reporter
grupet	grupper
grupet	grupperna
detyrën	plikt
detyrën	tull
krahasim	jämförelsen
krahasim	jämförelse
abu	abu
krahina	provins
krahina	län
krahina	provinsen
richard	rikard
richard	richard
richard	rickard
ndryshim	ändra
ndryshim	byt
ndryshim	ändring
ndryshim	förändring
ndryshim	byta
ndryshim	skillnad
ndryshim	skillnaden
vlen	värt
vlen	värd
vlen	worth
ekonomi	ekonomi
ekonomi	sparsamhet
ekonomi	ekonomin
ekonomi	ekonomi
sytë	ögon
sytë	eyes
rus	ryss
rus	ryskt
