در	cửa
رزمی	martial
نجف	najaf
اعظم	azam
قفقاز	caucasus
قفقاز	kavkaz
قفقاز	kavkaz
مجاز	phép
حسام	hossam
البرز	alborz
معمولا	thuồng
معمولا	thường
اروگوئه	uruguay
گمان	assumption
گمان	fancy
چای	trà
چای	tea
فرهاد	farhad
کف	xốp
کف	bọt
کف	tầng
کف	sàn
اکران	akron
اکران	screening
فرماندار	đốc
کنسرت	concert
آلبرت	albert
گلی	glee
گلی	clay
کجا	đâu
اکسید	oxit
اکسید	ôxít
اکسید	oxide
قیام	đứng
خدایان	thần
ونزوئلا	venezuela
ونزوئلا	venezuela
امیدوارم	mong
امیدوارم	xoa
لیتوانی	litva
لیتوانی	lithuania
درونی	nội
درونی	nội
سرور	sarwar
سرور	phục
سرور	server
موریس	mauritius
موریس	morris
موریس	maurice
درج	chèn
درج	chèn
سامسونگ	samsung
زابل	zabel
الیزابت	elizabeth
سانتا	trã
سانتا	santa
سایه	shading
سایه	bóng
سایه	shadow
سایه	râm
سایه	khuất
مرور	duyệt
مرور	review
مرور	duyệt
مرور	cường
گذار	dốc
وحدت	unity
الهام	inspiration
گام	bước
تحویل	giao
حرارتی	nhiệt
سندی	sindhi
سندی	sandy
جلال	vinh
جلال	jalal
راس	ross
مشتری	jupiter
بابا	bố
مرده	chết
نوجوانی	teen
ورزشکار	athletic
ورزشکار	sport
مدافعان	defenders
سونی	sony
نویس	noyce
نویس	nevis
والتر	walter
چوبی	gỗ
چوبی	củi
سیم	dây
سیم	dây
سیم	sim
نوادا	nevada
تخم	trứng
تخم	trứng
سالم	healthy
سالم	salem
کامرون	cameroon
مسکن	nhà
تحریک	excite
یحیی	yahya
آرایه	mảng
آرایه	ten
مکانی	nơi
مکانی	chỗ
آیلند	đảo
الهی	liêng
الهی	divine
سوار	cưỡi
سوار	ri
سوار	rider
سوار	kỵ
نادرست	sai
نادرست	sai
نادرست	lỗi
نادرست	nhầm
نادرست	sai
نادرست	giả
مرزی	viền
مرزی	biên
کارائیب	caribê
کارائیب	caribbean
کارائیب	caribe
گردن	họng
گردن	neck
گردن	cổ
ویکتوریا	victoria
تجاوز	assault
تجاوز	aggression
زمستانی	winter
فردا	mai
ترس	awe
استیو	steve
استناد	citation
تل	tal
تل	tall
تل	cao
تل	tel
تل	đt
قصر	castle
قصر	đài
پرستاری	nursing
توده	nhái
توده	mass
گاو	kua
گاو	bò
شعار	slogan
وحشی	wild
وحشی	hoang
وحشی	savage
آنتونیو	antonio
جلسه	phiên
جلسه	họp
اکسیژن	ôxi
اکسیژن	oxygen
اکسیژن	oxy
اکسیژن	ôxy
فیلتر	lọc
مترو	metro
ابی	abby
ازبکستان	uzbekistan
مدعی	pretender
سرکوب	suppress
هشدار	cảnh
شاهین	shahin
شاهین	shaheen
شاهین	falcons
شاهین	falcon
سیب	táo
سیب	apple
سیب	táo
یخ	băng
یخ	đá
یخ	is
صلیب	chinh
صلیب	chon
بیس	bass
بیس	bis
بل	belle
بل	chuông
بل	bell
ناخالص	ghê
پراکنده	loãng
بیگ	lớn
بیگ	to
بیگ	đúc
بیگ	đại
بیگ	big
کاظم	kasim
کاظم	kazim
مهاجران	emigrants
پری	perry
پری	pari
متحرک	mobile
متحرک	mobil
کوهستان	núi
کوهستان	núi
حشرات	insects
حشرات	rệp
حشرات	bọ
حشرات	lỗi
دیسک	đĩa
دیسک	đĩa
دوستی	bạn
دوستی	hiền
نهضت	crusade
کهنه	cũ
کهنه	tuổi
کهنه	già
اجباری	buộc
ضریب	coefficient
نان	curry
نان	nan
نان	nam
نان	mì
خورده	ăn
امریکا	châu
امریکا	mỹ
یوروویژن	eurovision
گرافیک	gpu
نیل	nile
مرکب	composite
مرکب	compound
مرکب	mực
ماندن	stay
نفس	thở
نفس	self
نفس	tự
نفس	ego
نفس	hồn
نفس	soul
براون	brown
براون	nâu
براون	braun
فشرده	zip
مری	mary
مری	merry
شطرنج	chiếu
لیورپول	liverpool
وسیع	rộng
وسیع	vid
آبادان	abadan
تار	web
تار	warp
تار	ín
تار	tar
سودان	sudan
اسلواکی	slovakia
دوستدار	yêu
سیدنی	sidney
سیدنی	sydney
جونز	jones
اپرا	opera
اسلحه	súng
آلفرد	alfred
بادی	buddy
بادی	gió
فرانسیس	phanxicô
فرانسیس	francis
خطاب	khattab
دلیلی	chi
دایره	tròn
دایره	lượn
ابوالحسن	abolhassan
مغزی	óc
مغزی	não
مانی	mani
دان	don
سرچشمه	fountain
انفجار	blast
انفجار	nổ
انفجار	nổ
مقبره	mộ
مقبره	tomb
متخصص	chuyên
عاشق	love
عاشق	yêu
لحظه	lát
تسلیم	nhường
تسلیم	gửi
تسلیم	nộp
تسلیم	submit
تسلیم	gửi
آستانه	ngưỡng
آستانه	astana
تعادل	trim
تعادل	tỉa
تعادل	equilibrium
محمدی	mohammadi
کاغذ	giấy
کاغذ	trát
زوج	cặp
زوج	ghép
زوج	đôi
زوج	cặp
زوج	couple
زوج	đôi
گرگ	soi
گرگ	wolf
گرگ	sói
گرگ	gregg
یهودیت	judaism
اسلوونی	slovenia
هوش	pet
لینوکس	linux
سنگاپور	singapore
مالیات	thuế
مالیات	thuế
مالیات	thuế
کشتن	giết
کشتن	giết
عبری	hebrew
آغازین	init
سواحل	shores
یادگیری	học
یادگیری	ngộ
یادگیری	học
مجازات	penalty
مجازات	phạt
سازمانی	enterprise
دوک	duke
رز	rose
رز	ngợi
رز	rosa
رز	hồng
سکه	xu
سکه	xấp
سکه	xu
نمودار	chart
هالیوود	hollywood
بمب	bomb
بمب	bom
تیمور	timor
تیمور	timur
بچه	baby
بچه	bé
بچه	con
کمبریج	cambridge
دختری	girl
دختری	gái
نمک	muối
عمران	imran
کنیا	kenya
استون	đá
استون	stone
استون	axeton
هلندی	bản
هلندی	hoà
هلندی	dutch
روزه	mau
روزه	nhanh
موش	chuột
موش	chuột
آگاه	aware
جامد	đặc
اخراج	thải
اخراج	đuổi
دژ	fort
میشل	michelle
خزر	caspian
شکسته	gãy
شکسته	vỡ
شکسته	hỏng
شکسته	hư
لوکزامبورگ	luxembourg
ماداگاسکار	madagascar
بارگذاری	nạp
بارگذاری	tải
بارگذاری	nạp
بارگذاری	tải
تورنتو	toronto
جانی	johnny
هیل	hale
هیل	đồi
هیل	ngổn
هیل	hill
هیل	hoan
بنگلادش	bangladesh
مار	mar
مار	rắn
دهان	miệng
دهان	mồm
مهاجمان	raiders
مهاجمان	invader
مهاجمان	assassins
وست	tây
شک	shak
شک	reo
شک	nghi
تابش	chói
شیطان	devil
شیطان	quỷ
جفت	cặp
جفت	ghép
جفت	đôi
ابر	mây
ابر	sky
ابر	mây
ابر	cloud
عمیق	deep
عمیق	sâu
ویلیامز	williams
دستگیری	bắt
دستگیری	chụp
دستگیری	arrests
تست	test
تست	thử
اساتید	masters
پرتو	beam
پرتو	ray
اورشلیم	jerusalem
ارنست	ernst
ارنست	ernest
گپ	chát
گپ	chat
پاس	appreciation
پاس	qua
پاس	đèo
پاس	pass
هیدروژن	hidro
هیدروژن	hydrogen
هیدروژن	hydro
جاز	jazz
راز	secrets
راز	mật
راز	bí
نوجوان	teen
نوجوان	teenage
اصغر	asghar
تمرین	rehearsal
تمرین	luyện
تمرین	training
بابک	babak
اواسط	mid
شلیک	bắn
شلیک	phát
شلیک	bắn
کوشش	tr
پلاک	đĩa
پلاک	dĩa
بیاید	đến
هماهنگی	harmony
خام	thô
خام	plump
خام	raw
خام	thô
قدس	jerusalem
هوشمند	minh
هوشمند	khôn
انتقام	thù
منافع	lợi
بام	mái
بام	tèo
بام	trần
دستیار	ass
کتیبه	cuộn
ویکیپدیا	wikipedia
خلافت	caliphate
لغو	thôi
لغو	hủy
چرخه	tròn
چرخه	lượn
تیلور	taylor
هاوایی	hawaii
هاوایی	hawai
هاوایی	hawaii
استخدام	tuyển
استخدام	tuyển
تندیس	tượng
پاییز	sáp
پاییز	rơi
پاییز	sút
پاییز	ngã
دیویس	davis
خوزه	jose
خوزه	jose
خوزه	josé
معامله	deals
معامله	thuận
برایان	brian
برایان	bryan
شاهی	shahi
حدیث	hadith
تسلط	domination
تسلط	dominance
تجربی	empirical
مقدمه	intro
ویدئو	video
قضایی	judicial
دراز	stretch
دراز	duỗi
دراز	căng
دراز	lâu
دراز	dài
دراز	long
معنوی	linh
فقیه	fakih
مکه	mecca
مکه	makkah
مقصد	đích
مغول	mogul
مغول	mughal
بلافاصله	ngay
شن	shen
شن	thẩm
شن	bi
شن	cát
بوئینگ	boeing
حرکات	moves
اکوادور	ecuador
رسول	messenger
رسول	rasul
خوی	khoy
پائولو	paulo
پائولو	paolo
تفکر	nghĩ
تفکر	tưởng
تفکر	nghĩ
ویکتور	victor
بارسلونا	barcelona
عجیب	weird
عجیب	rar
عجیب	lạ
عجیب	lạ
عجیب	lẻ
فراز	trên
فراموش	quên
مخدر	narcotic
طنز	hài
کریستین	nguyen
کریستین	christian
شهریار	shahriyar
نخل	palm
نخل	sên
نخل	cọ
سکته	cú
سکته	đòn
فرعی	sub
بست	bast
بستن	close
بستن	đóng
بستن	gần
بستن	kín
بستن	đóng
بستن	cận
سدیم	natri
حکمت	wisdom
ماد	bùn
ماد	maud
لاله	tulips
لاله	tulip
لاله	câm
لاله	tắt
درختی	cây
مو	tóc
احتمالی	probabilistic
هرزگوین	hercegovina
پروتئین	protein
دشتی	plains
کالا	kala
کیم	kim
کشیدن	lôi
کشیدن	kéo
عقاب	eagle
عقاب	bàng
عقاب	aquilae
عقاب	eagles
آوری	avery
آوری	quyen
آزار	đau
آزار	hại
آزار	thương
بلوک	chặn
بلوک	khối
بلوک	block
بلوک	chặn
هیتلر	hitler
مبلغ	sum
آبادی	abadi
قبیله	clan
قبیله	tộc
قبیله	tribal
تزریق	chích
تزریق	tiêm
تزریق	tiêm
همایش	thảo
جانسون	johnson
مجاهدین	mujahideen
لوح	tablet
آتن	athens
چی	gì
زرتشت	zarathustra
کابینه	tủ
کامین	côte
منظم	thường
غلط	sai
غلط	giả
فیفا	fifa
کانی	connie
کانی	kani
کرم	caterpillar
کرم	karam
کرم	giun
کرم	worm
کرم	kem
کرم	cream
کلاه	mũ
کلاه	mũ
کلاه	xịt
کلاه	nón
انیمه	anime
بوی	mùi
بوی	mùi
بوی	thúi
محدودیت	hạn
شوش	susa
مختلط	võ
شمس	shams
روشی	roshi
اهدا	trao
اهدا	dedication
امضای	ký
لیگا	liga
دام	bẫy
دام	tráp
دام	dom
داگلاس	douglas
نابودی	extermination
نابودی	điêu
پسران	boys
سرنوشت	destiny
سرنوشت	phạn
حیاط	yard
حیاط	sân
حیاط	tun
آنگولا	angola
رایگان	free
رایگان	rảnh
گیرنده	receiver
افکار	suy
مراغه	maragheh
ونیز	venice
ونیز	venezia
قد	cao
لئون	leon
برف	tuyết
برف	snow
نپال	nepal
ارباب	thầy
پردیس	trượng
بازنشسته	hưu
چارچوب	framework
چارچوب	khung
بدنه	thân
بدنه	body
بدنه	hull
دیر	sen
دیر	trễ
دیر	khuya
دیر	muộn
دیر	hươu
اضافی	premium
اضافی	cục
اضافی	extra
دما	nhiệt
غنی	ghani
غنی	vương
غنی	giàu
غنی	rich
مخلوط	võ
مخلوط	mix
مخلوط	trộn
گرگان	paradactylodon
تقی	taqi
نی	nae
نی	ney
ایرانشهر	iranshahr
پاپوآ	pa
پاپوآ	papua
آسان	nhẹ
شارل	charles
بلک	đen
شوشتر	schuster
جعفری	parsley
سانتیمتر	centimet
فرش	thảm
فرش	chăn
فرش	thảm
صالح	salih
صالح	saleh
ایسلند	iceland
گندم	lúa
گندم	hạt
حیوان	beast
حیوان	tã
حیوان	vật
اپل	táo
اپل	apple
ساموئل	samuel
عزیزی	azizi
منتقد	reviewer
سرگرمی	entertainment
ناقص	imperfect
خرس	gấu
خرس	gấu
خاکی	khaki
خاکی	kaki
کاپیتان	trưởng
بلاروس	belarus
ایمان	iman
ایمان	tin
دیو	dave
بیلی	billy
یانگ	jang
یانگ	dương
یانگ	yang
یانگ	trẻ
یانگ	young
زخمی	thương
زخمی	thương
زخمی	đau
زخمی	hại
زخمی	thương
ایرلاینز	airlines
ایرلاینز	airline
زیارت	arba
برنج	gạo
برنج	cơm
اوضاع	điều
عروس	bride
عروس	brides
الکترون	electron
گرما	nhiệt
گرما	ấm
دندان	răng
دندان	răng
عکاس	photographers
کودتای	coup
کاترین	catherine
کاترین	catarina
حبیب	habib
پنجره	sổ
مال	mẫu
لویی	louis
کتابهای	sách
خطا	sai
خطا	lỗi
ماهیان	cá
داوود	david
هواداران	fans
هواداران	fan
شام	tối
شام	tối
موزیک	nhạc
کیش	kish
ویلهلم	wilhelm
بروس	bruce
فضاهای	khoảng
گرجی	georgian
پاراگوئه	paraguay
طب	thuốc
کریمی	karimi
عراقی	iraq
کلیدی	key
کلیدی	khóa
کلیدی	phím
ایروان	yerevan
تاریک	dark
تاریک	tối
کینگ	king
کینگ	guy
کینگ	vua
ولسوالی	pashtun
ولسوالی	dawlat
لری	lary
لری	larry
وبلاگ	blog
عرفان	mysticism
عرفان	irfan
مجسمه	tượng
مجسمه	tượng
رایت	wright
رنج	khổ
رنج	chịu
قهوه	phê
قهوه	coffee
قهوه	cafe
عارف	arif
سرپرست	admin
کلام	lời
کلام	từ
سالها	chèo
سالها	năm
کهکشان	galaxy
تقدیر	destiny
تقدیر	phạn
سادات	sadat
گر	ger
گر	gar
ترکمنستان	turkmenistan
بنیادی	cuống
کلرید	clorua
حکیم	hakim
حکیم	wise
کارایی	suất
جوی	joy
باکو	baku
باله	ballet
باله	balê
کیهان	cosmos
شناختی	cognitive
توقف	dừng
توقف	ngừng
پناه	shelter
هال	hull
هال	hal
هال	vắng
هال	lang
هال	sảnh
هال	hall
قواعد	luật
غزه	gaza
چرخش	xoay
چرخش	xoay
چرخش	quay
چرخش	xoay
چرخش	quay
چرخش	spin
چرخش	quay
لتونی	latvia
هانس	hans
مهرداد	mithridates
مهرداد	mehrdad
زاید	zayed
تحلیلی	analytic
سائو	tào
سائو	são
فردریک	frederic
فردریک	friedrich
فردریک	frederick
بستر	bed
بستر	giường
راگبی	rugby
مقیم	resident
دن	dan
بدل	replica
بیزانس	byzantine
پوند	bảng
پوند	pound
پوند	lb
نیمی	nửa
راجر	rõ
راجر	roger
پوستر	poster
بلوز	blues
ژن	gien
ژن	gene
ژن	gen
ژن	gien
کلیک	click
کلیک	nhấn
کلیک	nhấp
کلیک	ấn
کلیک	bấm
باری	bari
عید	feast
عید	tiệc
عید	eid
سالی	sully
سالی	sally
بازتاب	reflections
قاعده	luật
پیراهن	áo
ژاک	jacques
دونفره	đôi
نوکیا	nokia
کوک	cook
کوک	nấu
کوک	kok
فلان	bla
فلان	duyệt
فلان	vân
مناسبت	dịp
وایت	wyatt
وایت	trắng
وایت	white
وایت	bạch
دوازدهم	xii
دوازدهم	twelfth
رمضان	ramadan
کارلوس	carlos
معکوس	ngược
چلسی	chelsea
جهاد	crusade
جهاد	jihad
حساسیت	nhạy
آذری	azeri
کوین	kevin
وبسایت	website
ویل	will
ویل	sẽ
ویل	muốn
ویل	wil
واپسین	cuối
پولی	tiền
پولی	tien
گرند	grand
ثروت	fortune
ثروت	lường
اتم	nguyên
اتم	atom
گور	gore
جم	jam
جم	mứt
جم	gem
لنز	lens
لنز	lenz
واقعا	thực
واقعا	thật
یازده	eleven
عمودی	dọc
عمودی	dọc
همایون	humayun
فساد	nhũng
بوستون	boston
فرشته	angel
فلز	co
فلز	kẽm
فلز	sink
فلز	zinc
فلز	zink
مخزن	tank
مخزن	tăng
مخزن	bể
شایسته	worthy
بدنی	thân
بدنی	body
مدینه	madinah
مدینه	medina
آشور	ashur
آشور	assyria
عشایر	nomad
تاریکی	darkness
دشوار	cứng
دشوار	khó
دشوار	khổ
دشوار	đắng
دشوار	khó
غذاهای	foods
قاهره	cairo
سکوت	tiet
نوک	mẹo
نوک	nook
ویلسون	wilson
اسکی	ski
مکعب	cube
مکعب	rubik
مفصل	tham
سلولی	cellular
قطبی	cực
اخترشناسی	astronomy
کنگو	congo
کوپا	copa
یوهان	johann
یوهان	johan
یوهان	johan
قالی	chăn
قالی	thảm
قالی	thảm
قالی	thảm
آکسفورد	oxford
لین	lin
لین	lâm
باریک	hẹp
چابهار	chabahar
ریسک	liều
ریسک	ro
مور	mor
مور	moore
بازیابی	recover
بازیابی	retrieve
بازیابی	recovery
احمدآباد	ahmadabad
احمدآباد	ahmedabad
قبر	mộ
قبر	mồ
اشیاء	tượng
تیمی	timmy
تیمی	tạo
تیمی	đội
تیمی	lớp
تیمی	team
والی	wally
والی	vali
فریدریش	friedrich
فریدریش	friedrich
فریدریش	frederick
ژنتیکی	di
مراقبت	care
سپاهان	sepahan
آیات	revelations
برش	cut
برش	cắt
برش	méo
برش	chém
برش	lát
برش	véc
برش	slice
برش	crop
برش	cắt
برش	xén
صادرات	xuất
خونی	máu
خونی	huyết
پراکندگی	dispersion
پراکندگی	diaspora
پراکندگی	scattering
جانور	beast
جانور	tã
آستین	austin
بولیوی	bolivia
خراب	hỏng
صحرای	sahara
جت	jet
قدم	bước
جاسوسی	điệp
مایک	mike
یونیورسال	universal
یونیورسال	chung
سامان	saman
گربه	mèo
گربه	cats
گربه	mèo
گربه	cat
اتیوپی	ethiopia
اندام	organ
خیام	khayyam
چارلی	charlie
چارلی	vc
آینه	gương
آینه	mirrors
آینه	gương
آینه	mirror
باغی	baghi
افغان	afghan
منهتن	manhattan
گوشه	góc
هامبورگ	hamburg
متمایز	reel
واز	woz
ریلی	riley
تانزانیا	tanzania
منتظر	đợi
منتظر	chờ
گرین	greene
گرین	greens
گرین	lục
اتلتیکو	atlético
لحن	tone
لحن	tần
پانزده	fifteen
آرامش	nghỉ
آرامش	comfort
زحمت	rối
وسترن	tây
درخشان	nến
درخشان	glowing
درخشان	sáng
درخشان	mẻ
درخشان	shining
هریس	harris
تنگه	chật
تنگه	vịnh
جیم	jim
احکام	statutes
تقریبا	sắp
تقریبا	gần
تقریبا	hầu
غنا	ghana
خاموش	off
خاموش	tắt
خاموش	silent
خاموش	thoả
دروغ	lies
دروغ	nằm
مایر	mayer
مایر	meyer
پیچ	mê
پیچ	đào
پیچ	peach
پیچ	screw
گرینویچ	greenwich
افقی	ngang
مفهومی	concept
قطعی	deterministic
قطعی	definite
قطعی	bum
چطور	bao
ترویج	promoter
سعدی	saadi
الکل	rượu
الکل	cồn
جمال	jamal
تبادل	interchange
اهر	ahar
کور	mù
کور	kur
زرتشتی	zoroastrian
زاپاس	chừa
خطای	sai
خطای	lỗi
بازرگان	buôn
گلوله	viên
رابط	giao
طاق	vault
طاق	hầm
طاق	arch
طاق	vòm
طاق	taq
دانیل	daniel
راسل	russell
بنت	bennett
بنت	bennet
بنت	bent
آلوده	nhiễm
لاس	flirt
لاس	las
جناح	sườn
احتمالا	chu
پینک	pink
پینک	hồng
بخوانید	đọc
بخوانید	gọi
بخوانید	call
بخوانید	cẩm
شیب	dốc
شیب	dip
بوش	mùi
بوش	bush
بوش	bosch
همسایه	xóm
همسایه	xóm
رازی	razi
رازی	mật
رازی	bí
شعری	thơ
شعری	thơ
ویتامین	vitamin
ویتامین	vitamin
تایمز	lần
تایمز	times
آلیس	alice
کریستوفر	christopher
مریخ	mars
بیلبورد	billboard
پاتر	potter
سور	sur
سور	tức
گرمسیری	tropical
مقدونیه	macedonia
مقدونیه	macedonia
ابریشم	lụa
کارها	jobs
تعطیل	shutdown
ختم	tang
ختم	lễ
آرا	ara
دانلود	download
الگوها	patterns
رباط	robot
خوان	juan
فلورانس	florence
سام	sam
شبانه	mộng
شبانه	đêm
فورت	fürth
فورت	fort
نقص	defect
شانزدهم	xvi
شانزدهم	xvii
میلی	millie
میلی	mili
فراری	ferrari
فراری	runaway
مداوم	hằng
بایر	bayer
نایین	nain
گردآوری	gom
بازاریابی	marketing
میزبانی	hosting
خشکی	đáp
دنباله	trail
دنباله	sequel
گارد	gác
گارد	canh
مسیرهای	rô
فهم	hiểu
فهم	hieu
افسر	quan
بگیرید	lấy
بگیرید	bắt
بگیرید	chụp
رمزنگاری	cryptographic
رمزنگاری	cryptography
سانسور	censorship
هاشم	hashim
هاشم	hashem
رحیم	rahim
رحیم	raheem
عثمان	uthman
عثمان	usman
عثمان	osman
گرمایی	nhiệt
نیت	nate
سالگرد	khắc
پان	pan
ریه	phổi
ریه	lung
ریه	phổi
ریه	ớt
پاول	paul
پاتریک	patrick
بگویم	nói
بگویم	bảo
کمان	sagittarii
کمان	arc
کمان	nơ
کمان	cung
کمان	cung
کمان	bow
تب	sốt
تب	thẻ
تب	tab
دیوارهای	walls
دیوارهای	tường
قبلا	đã
آبیاری	tưới
اندرو	andrew
برقی	điện
برقی	barca
سوسیالیست	socialists
غول	giant
غول	toshiba
خمیر	dán
خمیر	dã
خمیر	bột
فرانسیسکو	francisco
نیوز	tin
مادری	mẹ
مزار	mazar
ماجراهای	adventures
کوتوله	pygmy
کوتوله	lùn
کوتوله	phơ
کوتوله	lùn
کوتوله	shorty
رانندگی	chạy
رانندگی	cán
کارگاه	xưởng
هجوم	raid
سل	sol
سل	sail
سل	sal
تفت	taft
امریکن	american
امریکن	mỹ
مانگا	manga
تنش	stress
تنش	toan
تورم	sưng
کانتی	quận
کانتی	hạt
روشهای	cách
کوی	coy
کوی	qui
کوی	hủ
نگار	nagar
بوکان	bukan
کلارک	clark
شوهر	chồng
شوهر	mun
شوهر	husband
اجتماع	rally
ترسیم	vẽ
بهروز	update
روحانیون	clergy
دانه	lúa
دانه	hạt
ناظر	observer
ناظر	chứng
انصاری	ansari
شورا	shura
مارول	marvel
اعطای	grant
احسان	ehsan
لذت	delight
انگشت	tâ
انگشت	toe
انگشت	finger
انگشت	ngón
کبوتر	dove
کبوتر	dua
کبوتر	pigeon
کبوتر	patagioenas
دنده	chop
دنده	bửa
دنده	sườn
دنده	rib
دنده	gear
دنده	ten
پیکسل	pixel
پیکسل	pixel
بنویسید	viết
بنویسید	ghi
بنویسید	gõ
شمشیر	gươm
شمشیر	kiếm
فرانکفورت	frankfurt
جونیور	nhỏ
جونیور	junior
قفل	khoá
قفل	khóa
قفل	khóa
کیک	bánh
کیک	bánh
تفنگ	súng
سانتی	santi
ستایش	khen
ترکان	turkic
درمیان	trough
درمیان	máng
سول	sol
سول	hồn
سول	soul
اموال	chất
کمیک	comic
رقیب	rivals
یعقوب	jacob
یعقوب	yaqub
یکپارچه	integrated
پارچه	dệt
پارچه	vải
پارچه	vải
لهستانی	polish
نامهای	tên
نامهای	chữ
نامهای	thư
فیل	voi
فیل	voi
تیپ	typ
تیپ	kiểu
تیپ	gõ
تیپ	loại
عاشقانه	romance
دمشق	damascus
خیابانی	phố
خیابانی	street
کش	kesh
کش	cache
کش	cash
کش	kash
ابو	abu
ابو	abou
پوسته	vảy
پوسته	shell
پوسته	vỏ
کانتری	quốc
سرهنگ	đại
سرهنگ	tá
ژنتیک	di
ژنتیک	genetics
تعلیم	luyện
تعلیم	training
ارگ	organ
ارگ	thành
ارگ	citadel
پویا	động
مسئولان	bang
حیدر	haidar
حیدر	haider
حیدر	heydar
بانوی	madam
بانوی	phu
بانوی	đầm
بانوی	tẩy
رضایی	rezaei
دیزنی	disney
شاگرد	bmi
بوستان	vườn
بوستان	gardens
تقاضا	đòi
مساوی	bằng
خسته	trau
خسته	mệt
نداشتن	vitamin
گوی	goy
گوی	goi
گوی	orb
لیزر	laser
لیزر	laze
قایق	tàu
قایق	thuyền
قایق	boat
گچ	chalk
گچ	phấn
گچ	cast
یان	jan
یان	yến
یان	yan
یان	nhan
یان	jan
یان	jaan
سوراخ	lỗ
سوراخ	hố
سوراخ	chẻ
مراد	murat
مراد	murad
هندسی	locus
پروس	phổ
پروس	phổ
اسپرانتو	esperanto
تانک	tank
تانک	tăng
تانک	bể
تانک	tăng
فروشگاه	shop
فروشگاه	mall
فروشگاه	tùng
آرای	ara
آرای	arai
آدولف	adolphe
آدولف	adolph
آدولف	adolf
حصار	paddock
حصار	chuồng
حصار	rào
شی	shi
شی	thạch
شی	shay
شی	shea
محتوا	dung
امن	an
ولادیمیر	vladimir
قرقیزستان	kyrgyzstan
قرقیزستان	suu
منشأ	vạn
آنزیم	enzymes
آنزیم	enzyme
آنزیم	enzym
آدام	adam
وضوح	clarity
وضوح	vụn
وضوح	giải
فروپاشی	crash
فروپاشی	sập
طرفدار	quạt
طرفدار	fuck
حماسی	huyền
داعش	isil
طوفان	bão
طوفان	bão
اهورا	ahura
خنک	ngầu
خنک	tuyệt
خنک	mát
خنک	cool
نیکی	nikki
هاوارد	phuong
هاوارد	howard
مبدل	converter
بردار	vector
کلود	claude
دوری	dory
پمپ	bơm
پمپ	bơm
پمپ	bơm
ماکس	đa
ماکس	max
رویال	royale
رویال	royal
تله	bẫy
تله	tráp
تله	bẫy
تله	traps
یون	ion
یون	yoon
یون	yeon
ترافیک	tê
کنی	kenny
قمر	nen
قمر	nguyệt
قمر	trăng
قمر	moon
آپولو	apollo
آپولو	apollon
طنابداران	chordate
سرو	cyprus
سرو	cerro
کاتالوگ	catalogue
ایرلندی	irish
مرسوم	conventional
جنرال	tướng
جنرال	chung
برخط	online
جنیفر	jennifer
ران	đùi
ران	ron
مولانا	maulana
سرا	sara
سرا	serra
سرا	sera
راحت	nhẹ
گستره	tầm
میامی	miami
بلو	xanh
بلو	blu
تند	mau
تند	nhanh
شکسپیر	shakespeare
افزود	tăng
هیوستون	houston
شکر	đường
شکر	sugar
اشرف	ashraf
روده	colon
روده	ruột
روده	ruột
روده	ruột
انبوه	gộp
اینتر	inter
شکم	bụng
شکم	bụng
شکم	bụng
نسبیت	nesbitt
سیزده	thirteen
دنی	danny
دالاس	dallas
آئین	ain
روشنایی	châm
روشنایی	đèn
روشنایی	nhạt
روشنایی	lighting
روشنایی	trưng
لیلی	lily
قند	đường
قند	sugar
استوارت	stuart
وام	vay
پارامونت	paramount
آناتولی	anatolia
آناتولی	anatoly
گناه	huệ
گناه	tội
گناه	sin
دهکده	làng
بیگانه	alien
عروسی	cưới
بانوان	quý
طبقات	sàn
کری	carrie
اتوبوس	bus
باتری	pháo
باتری	pin
باتری	bình
باتری	pin
دماوند	damavand
سوزان	susan
اصیل	gốc
اصیل	tác
نقدی	cash
سانتوس	santos
جلسات	phiên
جوش	sôi
جوش	sôi
جوش	rash
حامد	hamed
کوره	furnace
رضایت	dung
اوباما	obama
آیرس	iris
آیرس	aires
نشانگر	marker
چراغ	đèn
چراغ	lamp
چراغ	đèn
دومی	giây
چربی	béo
چربی	mập
چربی	fat
خلیل	halil
خلیل	khalif
پال	paul
رفتاری	behavioral
آمستردام	amsterdam
سیمون	simon
میدهد	cung
کاپ	cap
کاپ	cup
کاپ	cốc
کاپ	tách
نکات	tips
نکات	mẹo
جملات	câu
مسافران	travellers
میلر	miller
اقبال	iqbal
لیلا	lila
لیلا	laila
کارکرد	hàm
مردگان	chết
بوئنوس	buenos
تروریستی	khủng
کبد	gan
کبد	chay
متناسب	hợp
آلت	alt
کربلا	karbala
یوونتوس	juventus
سرقت	trộm
سرقت	cướp
آفرینش	tạo
تویوتا	toyota
پوستی	skin
پوستی	da
آجر	gạch
آجر	gạch
آجر	brick
فانتزی	fantasy
رأس	vertex
امضاء	vẽ
ناوگان	armada
ناوگان	fleet
جبران	gibran
نوبت	quay
نوبت	lượt
نوبت	cua
نوبت	flip
له	leh
له	đọc
له	les
له	lah
کین	kane
کلسیم	calcium
کلسیم	canxi
مهار	control
مهار	ctrl
لژیون	legion
شادی	joy
نت	nat
چهارده	fourteen
اعتباری	credit
اعتباری	gmail
برکلی	berkley
برکلی	berkeley
ناپلئون	napoléon
ناپلئون	napoleon
عسل	thuế
قید	constraint
کیلو	kilo
رفاه	vượng
پناهگاه	shelter
