பெல்லா	벨라
பிரிஸ்பேன்	브리즈번
வாலை	꼬리
கணிப்புகள்	예측
வைத்தியம்	구제
உற்சாகம்	흥분
உற்சாகம்	응원
காலணிகள்	신발
அழுத்தமான	두껍게
அழுத்தமான	두꺼운
தனியாள்	싱글
தனியாள்	단일
டெர்மினேட்டர்	터미네이터
இயேசுவே	예수
ஸ்டெர்லிங்	스털링
நேரலை	생방송
நேரலை	라이브
தவறானது	오류
தூவி	듀이
தடைசெய்யப்பட்ட	중단됨
மெக்கா	메카
கிப்சன்	깁슨
வயர்	와이어
வயர்	철사
இட்டுக்	위조
மர்மம்	미스테리
மர்மம்	미스터리
கண்களின்	눈빛
கருத்தரங்குகள்	세미나
மீத்தைல்	메틸화
மீத்தைல்	메틸
பியர்ஸ்	피어스
மேல்முறையீடு	항소
மேல்முறையீடு	호소
மக்காச்சோளம்	옥수수
ஆணவம்	거만
ஆணவம்	오만
புகாரா	부하라
முன்னிருந்த	기본값
முன்னிருந்த	기본
நிக்கராகுவா	니카라과
நிக்கராகுவா	니카라과의
பெர்முடா	버뮤다
சிற்றுண்டி	스낵
சிற்றுண்டி	간식
வடு	흉터
எதிர்பார்க்க	기대
கணக்கிடுதல்	열거
அழைப்புகள்	초대
அழைப்புகள்	통화
அழைப்புகள்	초대
அழைப்புகள்	초청
கணக்கீடுகள்	추정치
கணக்கீடுகள்	추정
வதந்தி	소문
சென்டிமீட்டர்	센티미터
டெஸ்	des
டெஸ்	테스
தலையங்கம்	헤드라인
மீயுரை	하이퍼텍스트
பெல்ட்	벨트
டெஸ்க்டாப்	데스크톱
டெஸ்க்டாப்	데스크탑
ப்ளூஸ்	블루스
கிப்பன்	긴팔원숭이
உறக்கம்	수면
தலைப்புக்கள்	타이틀
தலைப்புக்கள்	제목
மரைனர்	매리너
பேர்டினண்ட்	페르디난트
நகல்கள்	중복
நிப்பான்	닛폰
ஆனா	ana
ஆனா	아나
ஆனா	그런데
ஆனா	그러나
ஆனா	근데
ஆனா	하지만
ரஷ்	러쉬
அடர்த்தியாக	강렬하게
அடர்த்தியாக	강렬한
பதிவேடு	로그
பதிவேடு	레지스트리
பெண்களே	숙녀
ஆரோன்	에런
ஆரோன்	아론
நிலைத்தன்மை	일관성
கம்பீரமான	마제스틱
போலிஸ்	경찰
போலிஸ்	경찰관
விருந்தினராக	게스트로
விருந்தினராக	손님
விருந்தினராக	게스트
விருந்தினராக	참석자
தீம்	테마
சிலைகளை	우상
சிலைகளை	아이돌
ஹெர்மன்	헤르만
தஜிகிஸ்தான்	타지키스탄
டெரெக்	데릭
சாத்தியமே	가능한
சாத்தியமே	가능
பிரௌன்	브라운
நிக்கோல்	니콜
நீக்குகிறது	삭제
கிரானைட்	화강암
சீர்மை	무결성
நோர்போக்	노퍽
நில்	스탠드
ஜோதிடம்	점성술
இசபெல்லா	이사벨라
இசபெல்லா	이사벨
இசபெல்லா	이자벨라
அகற்றுதல்	제거
பாக்கெட்	포켓
பாக்கெட்	주머니
பாக்கெட்	패킷
டேட்டிங்	연애
டேட்டிங்	데이트
கணித்தல்	컴퓨팅
கணித்தல்	계산
சாரல்	소나기
சூப்பர்மேன்	슈퍼맨
இரட்டையர்கள்	쌍둥이
இரட்டையர்கள்	트윈스
வசிப்பவர்கள்	레지던트
வசிப்பவர்கள்	주민들
யூடியூப்	유튜브
யூடியூப்	youtube
யூடியூப்	유투브
பேராசை	욕심쟁이
பேராசை	욕심
பேராசை	탐욕
பேராசை	욕심
பேராசை	탐욕
சாக்கர்	축구
வழங்குபவர்	주최
வழங்குபவர்	호스트
சுத்தமாக	청소
சுத்தமாக	깨끗한
சுத்தமாக	깨끗하다
சாதம்	라이스
ஆம்ஸ்டர்டாம்	암스테르담
பக்கிங்காம்	버킹엄
மெக்சிகன்	멕시코인
மெக்சிகன்	멕시코
ஆட்ரி	오드리
வருடி	스캐너
ஒலிம்பியா	올림피아
ரோமியோ	로미오
ரோமியோ	romeo
பின்னொட்டு	접미사
பேசு	talk
பேசு	말하기
கிண்டல்	풍자
படைப்பாளி	작가
படைப்பாளி	저자
படைப்பாளி	제작자
படைப்பாளி	작성자
பார்ட்டி	party
பார்ட்டி	파티
ஹீத்	히스
இழிவு	굴욕
சில்வியா	실비아
ஷீலா	쉴라
கில்ட்	길드
தோர்	토르
திரிசூலம்	트라이던트
பிரதிபலிப்பு	반영
பிரதிபலிப்பு	반사
சுறுசுறுப்பான	활기
கிழித்து	눈물
பிராடா	프라다
மென்மையாக	부드럽게
அமரும்	앉아
கடவுளே	omg
கடவுளே	대박
அகிரா	akira
அகிரா	아키라
குறிப்பிடவும்	언급
குறிப்பிடவும்	언급하기
குறிப்பிடவும்	지정하기
குறிப்பிடவும்	지정합니다
குறிப்பிடவும்	지정
கிளின்டன்	클린턴
தாராளமாக	자유롭게
இந்தியன்ஸ்	인디언스
இந்தியன்ஸ்	인디언
திறந்தது	개설
க்ரூஸ்	크루즈
ஹோட்டல்கள்	호텔
கத்தியால்	아찔한
பங்கீ	번지
பழக்கவழக்கங்கள்	습관
பழக்கவழக்கங்கள்	버릇
பழக்கவழக்கங்கள்	습관
தடைசெய்யப்பட்டது	차단
தடைசெய்யப்பட்டது	차단됨
தடைசெய்யப்பட்டது	차단되었습니다
டகோட்டா	다코타
ஆச்சி	아치
இனிப்புகள்	사탕
இனிப்புகள்	후식
இனிப்புகள்	디저트
இனிப்புகள்	후식
இனிப்புகள்	디저트
பாலோ	파울루
புளிப்பு	사워
லெஸ்லி	레슬리
தூரன்	듀란
ஸ்ரீமதி	smt
எலும்புக்கூடு	뼈대
யுரேனஸ்	천왕성
பிராணவாயு	산소
பின்னூட்டம்	피드백
பின்னூட்டம்	의견
புகழுக்கு	인기
இனிமை	달콤한
பிரிஸ்டல்	브리스틀
பிரிஸ்டல்	브리스톨
கைல்	카일
தலைமுடி	머리카락
தலைமுடி	머리
தலைமுடி	머리카락이
சாளரங்கள்	윈도우
ஆசையை	욕망
ஆசையை	욕구
ஆசையை	욕망이
பென்சில்	연필
தீர்ப்புகள்	판단
அனுபவத்தில்	경험
அனுபவத்தில்	체험
ஹிட்	히트
ஹிட்	hit
கண்டறியவும்	탐험
கண்டறியவும்	탐색
கண்டறியவும்	둘러보기
கண்டறியவும்	찾기
கண்டறியவும்	발견
கண்டறியவும்	찾아보기
மனது	마음
மௌனம்	사일런스
மௌனம்	침묵
தர்க்கம்	분쟁
மெட்ரிகுலேஷன்	입학
இளைஞர்களின்	청년
இளைஞர்களின்	청소년
இளைஞர்களின்	젊음
இளைஞர்களின்	청춘
மகரந்தம்	꽃가루
அனு	아누
மின்னஞ்சலை	이메일로
மின்னஞ்சலை	이메일
நீரேற்று	수화물
மிரர்	거울
மிரர்	미러
புடாபெஸ்ட்	부다페스트
இணைக்கப்படுகிறது	연결
செல்லுபடியாகும்	유효합니다
செல்லுபடியாகும்	유효
செல்லுபடியாகும்	유효한
ஓடுபாதை	활주로
ஓடுபாதை	런웨이
மேக	클라우드
மேக	구름
ஸ்லாம்	슬램
பாலைவனங்கள்	사막
உண்ணுதல்	먹기
காந்தம்	자석
காதலர்கள்	연인
காதலர்கள்	연인들
ஆரவாரம்	힘내
சதை	육체
மிகப்பெரியது	전공
மிகப்பெரியது	메이저
மிருகம்	짐승
மிருகம்	비스트
குடிக்க	음료
குடிக்க	음료수
தலைமையை	지도력
தலைமையை	리더십
நிகர்	니제르
ஒத்திகை	리허설
ஒத்திகை	오디션
தனுசு	궁수
தனுசு	궁수자리
நிக்சன்	닉슨
வழங்கு	기부
ஹிக்ஸ்	힉스
டிரம்ஸ்	드럼
டிரம்ஸ்	드럼은
ரியான்	라이언
இன்ஸ்பெக்டர்	경감
இன்ஸ்பெக்டர்	검사관
இன்ஸ்பெக்டர்	조사관
அச்சுறுத்தல்கள்	협박
அச்சுறுத்தல்கள்	위협
தொப்பிகள்	모자
விரும்பியது	좋아한
முதலாளித்துவம்	자본주의
விவரிப்பு	설명
விவரிப்பு	묘사
ஏமாற்று	부정행위
நம்பிக்கைகளை	희망
பணவாட்டம்	디플레이션
இண்டியம்	인듐
மதிப்புரை	검토
மதிப்புரை	검토하기
மதிப்புரை	검수
மதிப்புரை	리뷰
வெபர்	웨버
படுகாயம்	부상
குமிழி	거품
குமிழி	버블
இடைமுகப்பு	인터페이스
அல்டிமேட்	얼티밋
அகங்காரம்	ego
அகங்காரம்	자아
பாலே	발레
பாலே	발레단
ஹல்க்	헐크
தங்குமிடம்	쉼터
தங்குமிடம்	거주지
தங்குமிடம்	주택
தங்குமிடம்	레지던스
தங்குமிடம்	주택지
தங்குமிடம்	숙박시설
தங்குமிடம்	숙박
கோச்	코치
ரூத்	루스
வெண்ணிலா	바닐라
சோப்பு	비누
சோப்பு	soap
உணர்ச்சிகளை	감정
பாதுகாப்பானது	안전한
பாதுகாப்பானது	무사히
பாதுகாப்பானது	안전
பாதுகாப்பானது	보안
டிக்கின்சன்	디킨슨
புரிந்துகொள்ளும்	이해
புரிந்துகொள்ளும்	이해하기
புரிந்துகொள்ளும்	알아듣기
வேகாஸ்	베가스
அல்பர்ட்	알베르트
அல்பர்ட்	앨버트
ஊக்க	인센티브
ஹோம்ஸ்	홈즈
ஹோம்ஸ்	홈스
இட்ரியம்	이트륨
எதிர்பார்க்கும்	기대
ஷாங்காய்	상하이
வாராந்திர	주간
வாராந்திர	매주
ஆபத்தானது	위험한
ஆபத்தானது	위험하다
ஆபத்தானது	위험
படுக்கைகள்	침대
ஆக்ஷன்	행동
ஆக்ஷன்	활동
ஆக்ஷன்	작업
ஆக்ஷன்	동작
ஆக்ஷன்	액션
டியூக்	공작
டியூக்	듀크
பட்டாயா	파타야
எப்படியோ	어떻게든
எப்படியோ	어쨌든
எப்படியோ	어쨌거나
ஹங்கேரிய	헝가리
ஹங்கேரிய	헝가리어
பிரிய	브레이크
பிரிய	휴식
பிரிய	break
தொடர்புக்கு	접촉
தொடர்புக்கு	문의
தொடர்புக்கு	연락처
தொடர்புக்கு	연락
அழைக்கிறது	calling
மிரட்டல்	협박
சேம்பியன்	챔피언십
சேம்பியன்	챔피언
பீட்டர்சன்	피터슨
நெம்புகோல்	레버
திட்டமிடுதல்	일정
திட்டமிடுதல்	스케줄
திட்டமிடுதல்	예약
ஆலா	ala
மெக்ஸிகோ	멕시코
மெல்லிசை	melody
மெல்லிசை	멜로디
இடியாப்ப	스파게티
சட்டப்பூர்வமான	법률
சட்டப்பூர்வமான	합법적인
பரம்	매개변수
எந்நேரமும்	언제든지
எந்நேரமும்	언제라도
எந்நேரமும்	언제든
குறிப்புரை	댓글
குறிப்புரை	코멘트
குறிப்புரை	목차
குறிப்புரை	콘텐츠
குறிப்புரை	내용
மகிழ்ச்சியை	행복
மகிழ்ச்சியை	happiness
சம்மர்	여름
அதிகாரப்பூர்வமற்ற	비공식
எமிரேட்ஸ்	에미리트
எமிரேட்ஸ்	에미레이트
கழித்த	지출
சேதமடைந்த	손상
சேதமடைந்த	손상된
ஜம்ப்	점프
ஸ்டேடியம்	경기장
ஸ்டேடியம்	스타디움
அச்சுப்பொறி	프린터
காயமடைந்த	부상당한
கார்லோஸ்	카를로스
தாடி	수염
திவால்	파산
நிரப்ப	채워
நிரப்ப	fill
நிரப்ப	채우기
உளவுத்துறை	지능
தெஹ்ரான்	테헤란
நாளங்கள்	혈관
ஹார்வி	하비
பங்குதாரர்	파트너
புனைப்பெயர்	닉네임
புனைப்பெயர்	별명
உதடு	입술이
உதடு	입술
உதடு	입술
ஆற்றும்	낫다
நினைத்தேன்	생각
டைரி	일기장
டைரி	다이어리
டைரி	일기
இடைநீக்கம்	서스펜션
இடைநீக்கம்	현수막
இடைநீக்கம்	현수
தவறியது	놓쳤다
கிரீன்விச்	그리니치
குவெண்டின்	쿠엔틴
பேல்	베일
முர்ரே	머리
உள்வரும்	수신
கிரீன்லாந்து	그린란드
சவால்கள்	도전
சவால்கள்	챌린지
ஹேக்	해킹
ஹேக்	hack
ஹேக்	해킹
ரேஞ்சர்	레인저
எஞ்சி	앤지
செல்லுலார்	셀룰러
பல்கேரிய	변종
செல்பேசி	모바일
காரட்	캐럿
கூலும்	쿨롱
இணைப்பைப்	링크
சியான்	청록색
பதிலை	응답
பதிலை	정답
பதிலை	대답해
பதிலை	대답
பதிலை	답변
எளிதானது	쉽게
எளிதானது	쉬운
எளிதானது	쉬워
எளிதானது	아쉬운
நேயம்	인류
பட்டாசு	불꽃놀이
பட்டாசு	폭죽
ஜாவாஸ்கிரிப்ட்	javascript
ஜாவாஸ்கிரிப்ட்	자바스크립트
மேடிசன்	매디슨
மலச்சிக்கல்	변비
மனிதநேயம்	인류
மனிதநேயம்	인문학
மெக்	메카
உடைந்தது	깨짐
உடைந்தது	부러진
உடைந்தது	깨진
பித்து	매니아
யோசனைகள்	아이디어
இஸ்லாமாபாத்	이슬라마바드
செல்லாத	유효합니다
செல்லாத	유효
செல்லாத	유효한
செல்லாத	오류
காலின்ஸ்	콜린스
பிசாவு	비사우
பயங்கரவாதம்	테러리즘
பயங்கரவாதம்	테러
தேதிகள்	날짜
தேதிகள்	데이트
அர்ப்பணிப்பு	헌신
அர்ப்பணிப்பு	헌신
பிராட்லி	브래들리
வேகமானது	빠르다
வேகமானது	빨라
வேகமானது	빠름
முட்டாள்	바보
முட்டாள்	멍청이
முட்டாள்	바보
முட்டாள்	멍청이
முட்டாள்	바보
முட்டாள்	멍청한
ஸ்டுவர்ட்	스튜어트
நூற்று	수백명이
நூற்று	수백
மாறுபடுகின்றது	밀리미터
ரிச்மண்ட்	리치먼드
ரிச்மண்ட்	리치몬드
அழகிகள்	미인
வாக்கியங்கள்	어구
வாக்கியங்கள்	문구
இதயத்துடிப்பு	박동
புறாக்கள்	비둘기
ஜென்னி	jenny
ஜென்னி	제니
கூர்மை	모양
கூர்மை	샤프
கூர்மை	예리
திருப்புமுனை	획기적인
திருப்புமுனை	돌파
பூட்டிய	잠겨
பூட்டிய	locked
ரூபிள்	루블
ஊசிகள்	바늘
டைனமிக்	동적
டைனமிக்	다이내믹
கர்ப்பம்	임신
டேப்	테이프
ஏமன்	예멘
ஏமன்	남예멘
விடியல்	새벽
சிற்றாலயம்	채플
சிற்றாலயம்	예배당
அறியாமை	무지
மகளே	딸이
தேடல்கள்	검색
பிக்சல்கள்	픽셀
மீவியற்பியல்	형이상학
ஹார்ப்பர்	하퍼
ரோமர்	로마인
ஆஸ்பிரின்	아스피린
அன்டோனியோ	안토니오
சமையலறை	부엌
சமையலறை	주방
சிந்தியா	신시아
ஆலிஸ்	앨리스
ஹோவர்ட்	하워드
அடம்	아담
அடம்	애덤
தாளங்கள்	비트
யோனி	질질
லயோலா	로욜라
நீக்கு	삭제
நீக்கு	지우기
நீக்கு	제거
நீக்கு	삭제하기
நீக்கு	삭제
நீக்கு	지우기
நீக்கு	삭제하기
கணுக்கால்	발목
அணுகலாம்	접속
அணுகலாம்	접근
அணுகலாம்	액세스
கிரீம்	크림
தேய்த்து	스크래치
வில்லா	빌라
சிறப்பம்சங்கள்	하이라이트
வலைப்பதிவர்	블로거
திட்டு	선반
சூட்	슈트
சூட்	양복
சூட்	수트
ஈஸ்ட்வுட்	이스트우드
பத்திரமாக	안전한
பத்திரமாக	무사히
பத்திரமாக	안전
வக்கீல்	변호사
நயாகரா	나이아가라
ஐக்கியம்	united
ஐக்கியம்	유나이티드
ஐக்கியம்	통일
எப்படிக்	어떻게
டோபி	toby
பிஷப்	비숍
பிஷப்	주교
வைரங்கள்	다이아몬드
வைரங்கள்	diamonds
அதிகாரிகளிடம்	당국
சுருக்கங்கள்	주름
சுருக்கங்கள்	주름이
ஃபோன்	전화
ஃபோன்	전화기
ஃபோன்	전화번호
ஃபோன்	휴대폰
உளவாளி	형사
உளவாளி	탐정
தம்பதிகளின்	커플
தம்பதிகளின்	부부
குழந்தைகளிடம்	아동
குழந்தைகளிடம்	어린이들
குழந்தைகளிடம்	자녀
குழந்தைகளிடம்	어린이
குழந்தைகளிடம்	아이들
ஊக்கி	촉매
இணைக்கவும்	연결
இணைக்கவும்	연결하기
சாக்லேட்	초콜릿
சாக்லேட்	초콜릿
சாக்லேட்	초콜렛
ஹியூக்ஸ்	휴스
ஹியூக்ஸ்	휴즈
அற்புதங்கள்	기적
ஐபீரிய	이베리아
டர்போ	터보
அமெச்சூர்	아마추어
லிண்டா	린다
மெகாபைட்	메가바이트
பாலகுமாரன்	바쿠
ஹிரோஷிமா	히로시마로
ஹிரோஷிமா	히로시마
ட்ரூ	드류
ட்ரூ	드루
பிளாசா	플라자
மம்மி	미라
மயங்கும்	황혼
பழக்கங்கள்	행동
பழக்கங்கள்	습관
சிறார்கள்	미성년자
பரீட்சை	시험
பிணி	아파
பிணி	아픈
பிணி	아프다
தாமரைப்	로터스
உப்சாலா	웁살라
விவசாயத்திற்கு	농업
டாக்ஸி	택시
தியானத்தில்	명상
தொலைந்த	분실
தொலைந்த	로스트
தொலைந்த	잃어버린
பார்த்தது	읽음
ஜோயல்	조엘
தலைமுறைகள்	세대
மொனாக்கோ	모나코
வித்தியாசமாக	달라
வித்தியாசமாக	다름
வித்தியாசமாக	다르다
ஷேர்பாயிண்ட்	셰어포인트
கிரிகோரி	그레고리
கிரிகோரி	그레고리우스
பாலிங்	폴링
ஜென்னர்	제너
மேடம்	부인
மேடம்	사모님
கிளாட்	클로드
வேண்டுகோள்கள்	요청
மடி	접어
மடி	fold
கறை	얼룩
காமிரா	사진기
காமிரா	카메라
பெலாரஸ்	벨라루스
கார்னர்	구석
கார்னர்	모퉁이
கார்னர்	코너
கைலி	카일리
புருண்டி	부룬디
ஆயில்	오일
ஆயில்	석유
ஆயில்	기름
மண்ணீரல்	비장
திரிதடையம்	트랜지스터
நினைவைப்	추억
நினைவைப்	기억력
நினைவைப்	메모리
நினைவைப்	기억
இனவாதம்	인종차별
லீகா	리가
கொலையாளி	암살
கொலையாளி	암살자
விவியன்	비비언
விவியன்	비비안
மீட்	미드
லூ	루키
வேர்ட்ஸ்வொர்த்	워즈워스
கிரீடம்	왕관
கிரீடம்	크라운
விரலை	핑거
விரலை	손가락
திரையரங்கம்	연극
திரையரங்கம்	극장
திரையரங்கம்	영화관
திரையரங்கம்	연극
திரையரங்கம்	극장
கிளிண்டன்	클린턴
திரில்லர்	thriller
திரில்லர்	스릴러
பட்டகம்	클럽
இறைவா	주님
ரேச்சல்	레이첼
நடிப்பது	촬영
நடிப்பது	총격
நடிப்பது	사격
கமாண்டோ	특공대
துனீசியா	튀니지
நிறுத்துதல்	멈추기
ஆழமற்ற	얕은
ஏடிஎம்	atm
உடன்பிறப்பு	형제자매
கராச்சியில்	카라치
அன்பை	러브
அன்பை	사랑
தோடு	귀걸이
கியர்	기어
கியர்	톱니바퀴
மங்கிய	페이드
சேர்மன்	회장님
சேர்மன்	회장
மார்பகம்	가슴
மார்பகம்	유방
மார்பகம்	가슴
கருத்தரங்கு	회담
கருத்தரங்கு	콘퍼런스
கருத்தரங்கு	회의
கருத்தரங்கு	세미나
கைப்பாவை	꼭두각시
ரெக்ஸ்	렉스
கழிவறை	변기
கழிவறை	화장실
கழிவறை	화장실
கரப்பான்	바퀴벌레
பட்டியலிடப்பட்டுள்ள	나열
ஆய்வகங்கள்	연구소
ஆய்வகங்கள்	실험실
மோனோ	모노
தட்டுப்பாடு	부족
விண்ணப்பங்கள்	애플리케이션
விண்ணப்பங்கள்	어플리케이션
எடின்பர்க்	에든버러
பியரி	피에르
அருவியில்	폭포
முன்தோற்றம்	개요
முன்தோற்றம்	미리보기
ரால்ப்	랄프
ரால்ப்	랠프
சாலி	샐리
வெர்னர்	베르너
சுடு	촬영
வனுவாட்டு	바누아투
கும்பம்	물병자리
ஆண்ட்ரியா	안드레아
கேமரூன்	카메룬
கோல்ப்	골프
கோல்ப்	골프
வேட்டைக்காரன்	사냥꾼
வேட்டைக்காரன்	헌터
சேஸ்	체이스
ஒப்பீடுகள்	비교
ஸ்கோர்	점수
ஸ்கோர்	득점
கலெக்டர்	컬렉터
கலெக்டர்	콜렉터
பெளத்தம்	불교
கலோரி	칼로리
டிரேக்	드레이크
அடுப்பில்	오븐
மினசோட்டா	미네소타
பிளாக்பர்ன்	블랙번
பலூன்	풍선
பேத்தி	손녀
செலினியம்	셀레늄
புரூக்ளின்	브루클린
புரூக்ளின்	브룩클린
கூடாரம்	텐트
கூடாரம்	천막
யாருமே	아무도
சாட்சியம்	증언
பயனுள்ளது	유용하다
பயனுள்ளது	유용합니다
பயனுள்ளது	유용
கான்கிரீட்	콘크리트
புதுப்பிப்பு	갱신
புதுப்பிப்பு	업데이트
தோல்விகள்	실패
தோல்விகள்	고장
அழ	울음
சலவை	씻기
சலவை	세탁
சலவை	세척
சலவை	빨래
சலவை	세탁
சலவை	세탁소
பெப்சி	펩시콜라
பெப்சி	펩시
டைட்டானியம்	타이타늄
டைட்டானியம்	티타늄
பிரபஞ்சத்தில்	우주
ஐவி	아이비
சோபா	소파
ஒற்றைப்படை	odd
வாடா	게재
வாடா	배송
வாடா	배달
அண்டார்க்டிக்	남극
நுண்செயலி	마이크로프로세서
ஓட்டல்	호텔
பாஸ்டர்	목사
லூசி	루시
கோஸ்டா	코스타
வளங்களும்	달성
சீசெல்சு	세이셸
விசேஷ	특수
விசேஷ	특별한
விசேஷ	스페셜
விசேஷ	특별
விரல்களை	손가락
கட்டாயக்	강제
கட்டாயக்	강제로
எரேமியா	예레미야
உந்துகை	추진
உந்துகை	추진력
விளக்கவும்	설명
விளக்கவும்	설명해
விளக்கவும்	설명하기
விளக்கவும்	설명해주세요
பைலோரி	헬리코박터
மரவள்ளி	카사바
துவாலு	투발루
துவாலு	투발루의
பெருவிரல்	엄지손가락
பெருவிரல்	엄지
மிர்	mir
மிர்	미르
நெட்வொர்க்குகள்	네트워크
அலெக்	알렉
அலெக்	앨릭
கலே	칼레
ஓய்வில்	휴식
விரிசல்	크래킹
ஓஹியோ	오하이오
கடனாக	빌려
முந்தையது	이전
காளான்கள்	버섯
பைத்தியம்	미쳐
பைத்தியம்	미친
பைத்தியம்	mad
கடவுச்சீட்டு	여권
எதாவது	무엇인가
எதாவது	something
எதாவது	뭔가
எதாவது	무언가
ஆயத்த	커스텀
ஆயத்த	맞춤
யாரால்	who
டயமண்ட்	다이아몬드
சார்ஜ்	청구
சார்ஜ்	충전
சார்ஜ்	전하
கொதிக்கும்	끓는
மாவீரர்கள்	나이트
சந்தேகங்கள்	의심
சேற்றில்	mud
சேற்றில்	머드
சேற்றில்	진흙
கிஸ்	키스
கிஸ்	kiss
மூடு	닫기
மூடு	닫습니다
மூடு	닫아
மனி	매니
கருத்தரங்கம்	세미나
கருத்தரங்கம்	조약
கருத்தரங்கம்	협약
கருத்தரங்கம்	컨벤션
ஈதர்நெட்	이더넷
பாடலைக்	송송
பாடலைக்	노래
யூத்	청년
யூத்	청소년
யூத்	젊음
யூத்	청춘
மதுபானம்	바텐더
மதுபானம்	알코올
வாரந்தோறும்	주간
வாரந்தோறும்	매주
பட்டதாரிகள்	졸업생
வர்ணங்கள்	페인트
லாயிட்	로이드
மார்க்கோனி	마르코니
நீருக்கடியில்	수중
சட்டைகள்	셔츠
வெஸ்லி	웨슬리
அஞ்சு	안주
லாவோ	라오스
வழிகாட்டிகள்	가이드
குளிக்க	샤워
உலாவிகள்	브라우저
நாசரேத்து	나사렛
டெலிகாம்	텔레콤
டெலிகாம்	통신
நண்பர்களே	친구
நண்பர்களே	프렌즈
நண்பர்களே	친구들이
நண்பர்களே	친구들
திருத்திக்	개혁개방
திருத்திக்	개혁
மனப்பாடம்	외워
ஓசுமியம்	오스뮴
மரகதம்	에메랄드
எல்லையற்ற	인피니트
எல்லையற்ற	무한
நீக்கக்	이동식
டேனியல்ஸ்	대니얼스
ஆலோ	알로에
சேகரிப்புகள்	컬렉션
சேகரிப்புகள்	모음집
சேகரிப்புகள்	콜렉션
சேகரிப்புகள்	컬렉션
சேகரிப்புகள்	모음집
சொன்னான்	말했다
வலைப்பூக்கள்	블로그
குடும்பத்தார்	가족
குடும்பத்தார்	가족과
குடும்பத்தார்	패밀리
உரி	uri
ஹாப்கின்ஸ்	홉킨스
மல்டி	멀티
ஊனுண்ணித்	육식성
உருவவியல்	형태론
உருவவியல்	형태학
கருத்துக்களில்	댓글
இரட்டிப்பு	더블
வரைப்படம்	다이어그램
வரைப்படம்	도표
பங்கேற்பாளர்கள்	참가자
சாத்தியக்கூறு	확률
சாத்தியக்கூறு	확률론
குடுவை	플라스크
உடைப்பு	깨짐
உடைப்பு	브레이킹
மனதைக்	마음
மூச்சை	호흡
பகுத்தறிதல்	추리
பகுத்தறிதல்	추론
பேய்கள்	귀신
பேய்கள்	악마
நாட்டுப்பற்று	애국
ஆலோசகர்கள்	컨설턴트
சோகை	빈혈
ஹார்மோன்கள்	호르몬
பெய்ன்	페인
செண்ட்	향기
கணையம்	췌장
புனரமைப்பு	재건
லயனல்	라이오넬
லயனல்	리오넬
மறுபிறப்பு	rebirth
கவசங்கள்	코트
ரிப்பன்	리본
விருந்தினர்கள்	손님
விருந்தினர்கள்	게스트
விருந்தினர்கள்	참석자
விருந்தினர்கள்	손님들
பிரி	스플리트
பிரி	스플릿
பிரி	분할
பிரி	나누기
டைரக்ட்	직접
டைரக்ட்	직통
டைரக்ட்	direct
டைரக்ட்	다이렉트
தொடரியல்	구문
தொடரியல்	문법
மல்டிமீடியா	멀티미디어
சிசு	태아
விளையாடுபவர்கள்	플레이어
விளையாடுபவர்கள்	선수
விளையாடுபவர்கள்	플레이어스
இயலாதது	속도
கரண்டி	숟가락
கரண்டி	숟가락
கரண்டி	스푼
சுத்தி	망치
சுத்தி	해머
விசுவாசம்	충성
விசுவாசம்	멤버십
கொண்டாட்டத்தில்	잔치
அலங்காரங்கள்	장식
அலங்காரங்கள்	필터
அமைக்கிறது	세트
நடத்துகிறார்	호스팅
நடத்துகிறார்	주최
வல்லரசு	초강대국
மனச்சோர்வு	우울
மார்கஸ்	마커스
மார்கஸ்	마르쿠스
சபாஷ்	bravo
சபாஷ்	브라보
கைப்பந்து	배구
திட்டப்பணி	프로젝트
மோனா	모나
வினைல்	비닐
வாங்கவும்	사기
கைப்பிடி	손잡이
கைப்பிடி	핸들
இடஒதுக்கீடு	예약
மைல்கல்	마일스톤
மைல்கல்	이정표
மின்னஞ்சல்கள்	이메일
கருத்துக்கணிப்பு	설문
கருத்துக்கணிப்பு	설문조사
ஊடு	지그재그
ஊடு	투명
ஊடு	투명한
கொடுங்கள்	give
தடிமனான	두껍게
தடிமனான	두꺼운
லென்ஸ்	렌즈
எக்ஸ்போ	엑스포
எக்ஸ்போ	박람회
வாங்குபவர்	구매자
ஹூட்	후드
சாகசங்கள்	어드벤처
சாகசங்கள்	모험
சுவடு	추적
சுவடு	트레이스
சுவடு	흔적
அங்காரா	앙카라
லட்சக்கணக்கான	수백만
ஒலிபெருக்கி	스피커
ஒலிபெருக்கி	스피커
மார்ஷ்	습지
மார்ஷ்	마시
பெட்டகம்	용기
பெட்டகம்	컨테이너
செனட்டர்	상원
செனட்டர்	상원의원
சூடாக	덥다
சூடாக	hot
சூடாக	뜨겁다
சூடாக	뜨거운
வெளியீட்டுக்	게시
வெளியீட்டுக்	출판
கண்களும்	눈빛
இவா	에바
செயல்படுத்தப்பட்டது	활성화
கைவினை	공예
ஓரினச்சேர்க்கை	동성애
ஓரினச்சேர்க்கை	동성애자
ஓரினச்சேர்க்கை	게이
ஓரினச்சேர்க்கை	게이이
மடிக்கணினி	랩톱
மடிக்கணினி	노트북
சீட்டுகள்	레이블
சீட்டுகள்	라벨
புரோ	프로
ஹமீது	하미드
குழப்ப	혼동
கொசோவோ	코소보
மில்ஸ்	밀스
வெளியிடப்படாத	비공개
