курган	מאמייב
рассказать	ספר
грей	אפורה
грей	גריי
грей	אפור
райт	רייט
вертолёт	הליקופטר
вертолёт	מסוק
мали	מלי
мали	מאלי
реакций	תגובות
реакций	רגשות
независимая	עצמאית
независимая	עצמאי
независимая	עצמאיות
независимая	עצמאיים
независимая	בעצמאות
грузовых	משא
украшения	תכשיט
украшения	תכשיטים
украшения	תכשיט
украшения	תכשיטים
украшения	קישוטים
правду	האמת
правду	אמת
уровни	רמות
уровни	ברמות
организатором	מארגן
организатором	מארגנת
священники	כמרים
священники	הכמרים
влиятельных	השפעה
влиятельных	משפיעה
разнообразие	גיוון
разнообразие	מגוון
разнообразие	גיוון
хирург	כירורג
хирург	מנתחת
хирург	מנתח
брони	שריון
брони	שיריון
признано	מזוהה
признано	זוהה
признано	מזוהה
признано	מוכר
признано	מוכרת
патрон	מחסנית
патрон	פטרון
зомби	זומבי
зомби	זומבים
поворот	טוויסט
поворот	תפנית
поворот	פנה
поворот	סובב
поворот	ציר
царей	צארים
гражданства	לאום
гражданства	אזרחות
молитвы	תפילה
молитвы	תפילות
ботанический	הבוטניים
босния	בוסניה
конечной	האולטימטיבי
конечной	האולטימטיבית
дэйв	דייב
коричневые	בראון
коричневые	חומה
коричневые	חומות
коричневые	חום
саймон	שמעון
саймон	סימון
саймон	סיימון
нила	ניל
нила	נייל
нила	הנילוס
бтр	btr
саид	סעיד
саид	סעיד
саид	אמרה
саид	אמר
декан	דין
декан	דיקן
низким	שפל
низким	נמוך
низким	נמוכה
феномен	תופעות
феномен	תופעה
феномен	תופעת
феномен	התופעה
феномен	תופעה
руды	עפרות
исправления	תיקונים
электрических	חשמלית
электрических	חשמלי
электрических	חשמל
истины	אמיתות
блюз	בלוז
нефть	שמן
нефть	נפט
нефть	נפט
существенное	משמעותי
существенное	משמעותיים
существенное	משמעותיות
существенное	משמעותית
снег	שלג
виа	באמצעות
виа	דרך
виа	ויה
детройт	דטרויט
показывать	הראה
показывать	הצגה
показывать	הצג
целые	שלם
целые	שלמה
преступников	פושעי
преступников	עבריינים
преступников	פושעים
воля	ויל
воля	וויל
экономии	צנע
теннесси	טנסי
форд	פורד
шар	שר
шар	בלון
шар	הבלון
шар	כדור
подарок	מתנה
подарок	הווה
подарок	נוכח
подарок	מתנה
очко	ניקוד
очко	ציון
очко	נקודה
очко	נקודת
очко	פוינט
группировка	פלג
группировка	הסיעה
группировка	קיבוץ
стрелка	יורה
стрелка	חץ
жидкость	נוזל
жидкость	נוזלים
жидкость	נוזלי
жидкость	נוזל
свойство	רכוש
свойство	נכס
этаж	קומה
этаж	רצפה
гранди	גרנדי
выполнено	הגשמת
выполнено	הושלמה
выполнено	בוצעה
филологии	פילולוגיה
сербов	סרבי
сербов	הסרבים
контекста	ההקשר
контекста	הקשר
тяжести	חומרת
люксембурга	לוקסמבורג
эна	גנה
курорт	נופש
вектор	וקטור
фантастический	פנטסטית
фантастический	פנטסטי
леона	לאונה
леона	ליאונה
закончить	סיים
закончить	לסיים
мирное	שלווים
мирное	שליו
мирное	שלווה
саха	סאחה
присоединение	מצטרף
присоединение	מצטרפת
присоединение	מצטרפים
присоединение	הצטרפות
барабанщик	המתופף
барабанщик	מתופף
нож	סכין
трудах	כתבים
тянет	מושך
тянет	משיכת
акция	פעולה
акция	עשייה
акция	אקשן
изобретение	המצאה
навыки	מיומנויות
навыки	כישורים
навыки	מיומנות
грубо	חצוף
грубо	חצופה
грубо	חוצפה
грубо	גס
бранденбург	ברנדנבורג
уменьшение	צמצום
уменьшение	הפחתת
уменьшение	הפחתה
уменьшение	צמצום
уменьшение	הפחתת
уменьшение	ירידה
уменьшение	להפחית
санкции	קנסות
санкции	עונשים
санкции	סנקציות
физическая	גופני
физическая	פיזית
физическая	פיזי
физическая	פיסי
ботаника	בוטניקה
рей	ריי
викимедиа	ויקימדיה
индивидуальные	הפרט
спасение	מצילה
спасение	חוסך
спасение	חיסכון
спасение	חוסכת
спасение	הצלה
спасение	חילוץ
спасение	ישועה
спасение	גאולה
спасение	הישועה
мичиган	מישיגן
минас	מינאס
кросс	צלב
кросс	קרוס
кросс	הצלב
нельсон	נלסון
кисти	מברשות
западное	המערבי
западное	מערב
западное	מערבי
фильтр	מסנן
фильтр	פילטר
фильтр	סינון
герцогиня	דוכסית
герцогиня	הדוכסית
закончилось	הסתיים
закончилось	הסתיימה
закончилось	הסתיימו
электроники	אלקטרוניקה
квебек	קוויבק
колеса	גלגל
колеса	גלגלים
колеса	גלגלי
аудио	אודיו
аудио	השמע
аудио	שמע
лукас	לוקאס
лукас	לוקס
лукас	לוקאס
лукас	לוקס
пал	פאל
пал	שנפלו
пал	נפל
пал	הנופלים
пал	נפלו
пал	שנפל
мужские	זכר
компакт	קומפקטי
вычисления	לחשב
вычисления	מחשוב
продал	נמכרה
продал	מכר
продал	נמכרו
продал	נמכר
акул	כרישים
реализм	ריאליזם
химическая	כימיקלים
химическая	כימי
операторов	מפעילים
поляки	מוטות
поляки	פולנים
тереза	תרז
тереза	טרסה
тереза	תרזה
тереза	תרזה
четверть	רבעון
четверть	רבע
приобрести	לרכישה
приобрести	קנייה
приобрести	רכישה
повысить	קדמי
особая	ספיישל
особая	מיוחדת
особая	מיוחדים
особая	מיוחדות
особая	מיוחד
буддизм	בודהיזם
ген	גן
ген	הגן
смешанные	מעורב
смешанные	מעורבים
смешанные	מעורבב
призы	פרסים
призы	גביעים
призы	שלל
адамс	אדמס
адамс	אדאמס
мятеж	מרד
мятеж	מרד
мятеж	מרד
социальное	חברתיות
социальное	חברתית
социальное	חברתי
просмотр	עייני
просмотр	עיון
просмотр	עיין
просмотр	צפיה
просмотр	צפייה
просмотр	עיון
просмотр	גלישה
просмотр	צפי
просмотр	צפייה
просмотр	צפה
просмотр	תצוגה
просмотр	הצג
подъёма	תנועה
максимальное	מרבי
максимальное	מירבי
максимальное	מקסימום
максимальное	מקסימלי
максимальное	המקסימום
рика	ריק
рика	ריקה
телефоны	טלפונים
телефоны	טלפונים
социалистов	סוציאליסטים
шарлотта	שרלוט
шарлотта	שארלוט
буш	בוש
буш	שיח
тайвань	טייוואן
миф	מיתוס
миф	מיתולוגיה
убежище	מחסה
убежище	מקלט
убежище	מקלט
убежище	מקלט
убежище	מקלט
убежище	מפלט
мышь	העכבר
мышь	עכבר
тенденция	מגמה
тенденция	נטייה
биг	ביג
биг	גדולים
биг	גדול
биг	גדולה
тезис	התזה
богини	אלות
потребности	צרכי
потребности	צרכים
потребности	הצרכים
потребности	דרישות
катера	סירות
кен	קן
подтверждена	מאושר
подтверждена	אישר
подтверждена	אושר
подтверждена	אושרה
координации	לתאם
рождество	המולד
ральф	ראלף
стандартный	סטנדרטים
стандартный	סטנדרט
стандартный	סטנדרטי
стандартный	תקן
отделений	משרדים
отделений	ענפים
отделений	סניפים
отделений	ענפי
поло	פולו
чистый	מטוהר
чистый	רשת
чистый	נטו
чистый	נקיה
чистый	נקייה
чистый	נקי
чистый	טהורה
чистый	טהורים
чистый	טהור
тепло	חימום
тепло	היט
тепло	חום
тепло	חמים
тепло	חם
тепло	חמה
тепло	חמימות
тепло	חום
мартинес	מרטינז
погода	מזג
удаляется	הוסר
удаляется	הוסרה
удаляется	הוסרו
герцогства	דוכסות
приобрел	הושג
приобрел	רכשה
приобрел	רכש
приобрел	נרכש
предпочитает	מעדיפה
предпочитает	מעדיף
банкноты	שטרות
григорьев	גריגורייב
демонстрирует	מדגים
раннее	ארלי
раннее	תחילת
раннее	מוקדם
днепропетровск	דניפרופטרובסק
болота	ביצה
болота	ביצות
болота	ביצות
болота	בביצות
избегать	מתחמק
избегать	הימנעות
избегать	מתחמקת
избегать	להימנע
избегать	להמנע
магистр	הנשגב
окружности	עיגולים
окружности	מעגלים
окружности	היקף
соединяет	מתחבר
пригороде	פרבר
пригороде	הפרברים
пригороде	הפרברים
празднование	חוגג
празднование	חוגגת
празднование	חוגגים
празднование	חוגגות
празднование	חגיגות
празднование	הנצחה
празднование	חגיגה
празднование	החגיגה
спорных	במחלוקת
спорных	מחלוקת
римлян	רומאים
римлян	הרומאים
длинная	ארוך
длинная	ארוכה
длинная	לונג
дождь	גשם
рено	רינו
рено	רנו
рено	רנו
уменьшается	פוחת
продать	למכור
продать	מכור
колесо	גלגל
федеральное	הפדרלי
федеральное	פדרלית
федеральное	פדרלי
заготовки	קצירת
клиент	לקוחה
клиент	הלקוח
клиент	לקוח
клиент	לקוחה
клиент	הלקוח
клиент	לקוח
таллин	טאלין
прибыла	הגיעה
прибыла	הגיעו
прибыла	הגיע
быков	שוורים
быков	בולס
сохранять	לשמר
сохранять	שמרי
сохранять	שמור
сохранять	להציל
лингвист	לשונאי
шум	רעש
сталь	פלדה
говард	האוורד
говард	הווארד
скот	סקוט
скот	בקר
выделил	מודגשים
кусок	פיסה
кусок	חתיכה
органических	אורגני
органических	אורגניות
органических	אורגניים
органических	אורגנית
серп	מגל
кальция	סידן
робот	רובוט
ева	אווה
ева	חוה
ева	איב
ева	חווה
ева	איבה
ева	חוה
паркер	פארקר
паркер	פרקר
бурбон	בורבון
бурбон	ויסקי
вызова	זימון
филиппины	הפיליפינים
восстановлено	שוחזר
заболевание	מחלה
заболевание	מחלה
заболевание	מחלות
ствол	חבית
ствол	אקדח
ствол	רובה
шер	שר
справедливо	הוגן
справедливо	הוגנת
справедливо	יריד
тренеров	מאמנים
тренеров	המאמנים
мирза	מירזה
запрещены	אסר
запрещены	נאסר
братства	אחווה
разрушена	נהרס
разрушена	הרוסה
разрушена	הרוס
цифра	ספרה
цифра	הגזרה
цифра	דמות
отражения	השתקפויות
кэти	קטי
кэти	קתי
кэти	קאתי
кэти	קטי
кэти	קתי
кэти	קייטי
кэти	קייטי
либертадорес	ליברטדורס
водителя	נהג
водителя	הנהג
лиссабон	ליסבון
металлургии	מטלורגיה
серого	אפורה
серого	גריי
серого	אפור
осуществление	יישום
осуществление	מימוש
творческих	יצירתית
творческих	יצירתי
творческих	יצירתיות
творческих	קריאייטיב
спектра	הספקטרום
спектра	ספקטרום
норт	צפונה
норт	הצפון
норт	צפון
нести	אשא
нести	לסחוב
нести	לשאת
побег	בריחה
побег	מילוט
побег	הבריחה
побег	הימלטות
побег	בריחה
побег	לברוח
визита	בקרי
визита	ביקור
ввод	קלט
ввод	הקלט
ввод	הקלדה
ввод	להקליד
ввод	מקליד
ввод	נכנסים
ввод	הזן
ввод	הכנס
атомов	אטומים
измерений	מדידות
измерений	מידות
документация	התיעוד
документация	תיעוד
бордо	בורדו
спора	מחלוקת
производительность	ביצועי
производительность	הצגה
производительность	ביצועים
производительность	הופעה
производительность	ביצוע
производительность	הביצועים
верди	ורדי
заняты	עמוס
заняты	עסוק
заняты	עסוקה
заняты	עסוקים
существенные	ניכר
существенные	משמעותי
существенные	משמעותיים
существенные	משמעותיות
существенные	משמעותית
регент	העוצרת
двигаться	זוז
двигаться	מהלך
двигаться	נע
двигаться	נעה
двигаться	עובר
двигаться	זז
лена	לנה
лена	לינה
уважение	כבוד
уважение	מכבד
эскадрилья	טייסת
подтверждаю	מאושר
подтверждаю	אישר
подтверждаю	אושר
подтверждаю	אושרה
капитаны	מפקדים
капитаны	קפטנים
воздушная	אווירי
самоубийство	התאבדות
томпсон	תומפסון
определены	מוגדרים
определены	מוגדר
определены	נקבע
определены	שנקבע
определены	נחוש
голландский	הולנדית
голландский	הולנדי
голландский	ההולנדי
захаров	זכארוב
снаряда	קליע
блокады	הסגר
подземный	מחתרת
живые	פרנסה
живые	חי
живые	לייבלי
живые	בחיים
живые	חי
винсент	וינסנט
мар	מאר
обитатели	תושבים
рикардо	ריקרדו
противостоять	להתעמת
противостоять	התעמת
ходил	צעדת
змей	סנייק
змей	נחש
змей	נחש
змей	נחשים
авария	תאונה
авария	קראש
авария	התרסקות
вождь	המפקדת
вождь	ראשי
присоединяется	מצטרף
миграции	הגירה
миграции	הנדידה
предприниматели	יזמים
квартале	רבעון
квартале	רבע
включено	כולל
включено	כלולים
включено	כלול
включено	מופעל
костюмы	תלבושות
костюмы	תחפושות
костюмы	חליפות
бан	האיסור
бан	איסור
бан	באן
бан	לחמנייה
повстанцы	מורדים
повстанцы	מורדים
ромео	רומיאו
ромео	רומאו
доводы	ויכוחים
доводы	טיעונים
бронза	ארד
бронза	הארד
бронза	ברונזה
редактировать	ערוך
редактировать	ערכי
редактировать	עריכה
шаги	מדרגות
шаги	צעדים
шаги	צעדי
шаги	שלבים
шаги	צעדים
вставить	הכנס
вставить	הוספת
вставить	להכניס
вставить	הדבקה
вставить	דבק
вставить	הדבק
квартет	רביעיית
вину	אשמה
филип	פיליפ
николя	ניקולאס
николя	ניקולס
николя	ניקולא
николя	ניקולא
николя	ניקולה
квалификация	הכשרה
квалификация	כישורים
сантос	סנטוס
организаторы	מארגנים
организаторы	מארחים
организаторы	מארח
переводить	תרגם
переводить	לתרגם
грамотности	אוריינות
коллегами	עמיתים
коллегами	עמיתים
походы	מחנאות
походы	קמפינג
походы	הליכה
походы	טיולים
моряков	מלחים
моряков	ימאים
потеря	לאבד
потеря	מפסידה
потеря	מפסיד
потеря	אובדן
потеря	אבדן
потеря	הפסד
потеря	אבידה
профессионально	מקצועית
кентукки	קנטקי
кентукки	קנטאקי
получен	התקבלה
получен	שהתקבלו
получен	התקבל
получен	קיבל
получен	התקבלו
французское	צרפתי
французское	צרפתית
французское	צרפתים
имеющихся	זמינה
имеющихся	זמינות
имеющихся	זמין
имеющихся	זמינים
секрет	סודית
секрет	סוד
секрет	סודיות
секрет	סודי
электрические	חשמלית
электрические	חשמלי
электрические	חשמל
иерархии	היררכיה
камеру	מצלמה
камеру	המצלמה
камеру	מצלמת
сопровождал	מלווה
сопровождал	בליווי
этнических	אתני
зимы	וינטרס
чужой	חייזר
чужой	חייזרית
чужой	זר
излучение	הקרנות
излучение	קרינה
принести	תביא
принести	יביא
принести	להביא
принести	הביאו
методика	מתודולוגיה
семян	זרע
прекращено	חוסל
прекращено	הופסקה
прекращено	הופסק
электрический	חשמלית
электрический	חשמלי
электрический	חשמל
электрический	חשמלית
электрический	חשמלי
комплект	סט
комплект	הסט
комплект	קבע
комплект	הגדר
комплект	ערכה
комплект	קיט
чэнь	חן
лоуренс	לורנס
лоуренс	לורנס
полицейские	שוטרים
полицейские	שוטרים
полицейские	משטרה
полицейские	המשטרה
утвержден	מאושר
утвержден	אושר
утвержден	אושרו
утвержден	אושרה
сухопутные	ארצי
собственная	משל
богиня	האלה
богиня	אלה
богиня	אלת
проход	מעבר
рид	רייד
рид	ריד
рид	ריד
аппараты	מכונות
аппараты	מכונה
отпуск	נופש
отпуск	חופשה
мэттью	מתיו
медицинское	רפואה
медицинское	רפואי
замки	טירה
замки	טירות
замки	מנעולים
эрнест	ארנסט
уверены	בטוחה
треугольник	המשולש
треугольник	משולש
дональд	דונלד
автоматического	אוטומטי
автоматического	אוטומט
автоматического	אוטומטית
мыши	עכבר
мыши	עכברים
мыши	העכבר
мыши	עכבר
лагерей	מחנות
реабилитации	שיקום
реабилитации	גמילה
реабилитации	שיקום
симона	סימון
симона	סימונה
рик	ריק
оригинальная	מקוריות
оригинальная	מקוריים
оригинальная	מקורית
оригинальная	מקורי
оригинальная	המקורי
богатый	עשיר
богатый	עשירים
богатый	עושר
богатый	עשירה
богатый	אמיד
грэм	גרהם
грэм	גרהאם
необходимое	נחוץ
необходимое	הכרחית
необходимое	הכרחי
необходимое	נחוצה
необходимое	צורך
призыв	ערעור
призыв	הערעור
ибрагим	איברהים
протокола	פרוטוקול
протокола	הפרוטוקול
толедо	טולדו
канадская	קנדית
канадская	קנדי
послов	שגרירים
ходит	הליכות
моисей	מוזס
моисей	משה
моисей	מוסא
предки	אבותינו
дайте	לתת
дайте	תני
дайте	תן
дайте	תנו
записано	הוקלט
записано	הקליט
записано	מוקלט
теоретические	תיאורטי
теоретические	תאורטית
теоретические	תיאורטית
корень	שורש
корень	רוט
невский	נבסקי
черный	שחורה
черный	השחור
черный	black
черный	שחור
аполлон	אפולו
кении	קנייה
кении	קניה
иностранный	זר
иностранный	זרה
иностранный	זרות
шансы	סיכויים
шансы	הסיכויים
шансы	סיכויים
раса	מרוץ
раса	גזע
раса	מירוץ
раса	הגזע
точные	מדוייק
точные	מדויק
точные	מדויקת
точные	מדוייק
точные	מדויק
точные	מדויקים
точные	מדויקת
обещал	הבטיחו
обещал	הבטיח
обещал	הבטחתם
ближнем	אמצע
ближнем	ביניים
ближнем	התיכון
ближнем	האמצע
бондаренко	בונדרנקו
решительно	בחוזקה
решительно	בהחלטיות
непрерывно	ברציפות
непрерывно	מתמשך
непрерывно	רציף
прованс	פרובנס
определять	לקבוע
опасных	מסוכנים
опасных	מסוכנת
опасных	מסוכן
филиппин	הפיליפינים
предпринимателей	יזמים
пятое	החמישי
пятое	חמישית
пятое	חמישי
подозрения	חשד
подозрения	החשדות
подозрения	חשדות
шеф	שף
шеф	השף
шеф	שפית
шеф	המפקדת
шеф	ראשי
исчезает	נעלמים
исчезает	נעלמות
исчезает	היעלמות
исчезает	נעלמת
фестивалей	פסטיבלים
физически	גופנית
физически	פיזית
физически	פיזי
инди	אינדי
инди	אינדי
пособия	קצבאות
пособия	הטבות
пособия	יתרונות
покрытием	מצופה
активисты	פעילים
ничто	כלום
новость	חדשות
новость	בשורות
новость	סיפור
идеология	אידיאולוגיה
идеология	אידיאולוגיות
вилла	וילה
нейтральной	נייטרלי
тень	הצל
тень	שאדו
тень	צל
тень	צל
терминал	טרמינל
терминал	סופני
терминал	מסוף
упор	דגש
племен	שבטים
племен	השבטים
племен	שבט
племен	השבט
племен	שבטי
активистов	פעילים
консоли	לנחם
бин	בין
бин	שעועית
тепла	חימום
тепла	היט
тепла	חום
тепла	חמימות
тепла	חום
традиционная	מסורתית
традиционная	מסורתי
традиционная	מסורתיים
купол	כיפת
купол	כיפה
миссисипи	מיסיסיפי
конкуренции	תחרות
бернард	ברנאר
бернард	ברנארד
бернард	ברנרד
симферополь	סימפרופול
смита	סמית
маска	מסיכה
маска	המסכה
маска	מסכה
дели	דלהי
обширные	נרחב
обширные	נרחבת
увеличивает	מגביר
киров	קירוב
ионов	יונים
пейзаж	לרוחב
пейзаж	נוף
задних	אחורי
задних	אחורית
задних	אחוריים
принимая	נטילת
принимая	לקיחת
принимая	לוקחת
принимая	לוקח
платить	משלמים
платить	משלם
платить	משלמת
платить	שלם
платить	שלמי
враги	האויב
враги	אוייב
враги	אויב
враги	אויבים
враги	אויבי
мексиканский	מקסיקני
мексиканский	מקסיקנית
кошки	חתולים
исход	אקסודוס
протесты	המחאה
протесты	מחאה
протесты	מחאה
протесты	מחאות
строка	קו
строка	שורה
строка	שרוך
строка	מיתר
строка	מחרוזת
строка	שורה
требовал	דרש
требовал	דרשה
требовал	דרשו
соломон	שלמה
соломон	סולומון
сторонник	תומך
мягко	בעדינות
альбрехт	אלברכט
публикует	פרסומים
передние	קדמי
передние	החזית
передние	חזית
передние	לחזית
миров	עולמות
колебания	תנודות
колебания	היסוס
колебания	תנודה
колебания	תנודות
томе	טומה
помогло	עזר
молдова	מולדובה
листов	גיליונות
листов	מצעים
листов	סדינים
листов	סדין
мэй	במאי
мэй	מיי
мэй	מאי
мэй	מיי
трофей	גביע
трофей	הגביע
бригад	חטיבות
содержащих	המכילים
содержащих	המכיל
содержащих	שמכיל
оксана	אוקסנה
спасителя	מושיע
спасителя	המושיע
спасителя	גואל
сохраняет	חוסך
сохраняет	מציל
призрак	ghost
призрак	גוסט
призрак	פנטום
акцент	דגש
акцент	המבטא
акцент	מבטא
текущее	זרם
текущее	הנוכחית
текущее	נוכחית
текущее	נוכחי
ожидания	ציפיות
ожидания	תקוות
ожидания	הציפיות
ожидания	ציפייה
ожидания	הציפייה
ранены	נפצעו
ранены	פצוע
ранены	פצועים
ранены	נפצע
ранены	פצועה
ранены	פצועה
ранены	נפצע
ранены	פצועים
ранены	פצוע
пациента	המטופל
пациента	חולה
пациента	מטופלת
пациента	מטופל
серые	אפורה
серые	גריי
серые	אפור
серые	אפורה
серые	גריי
серые	אפור
восприятие	התפיסה
восприятие	תפיסה
восприятие	תפיסות
помогли	עזר
самец	זכר
хелен	הלן
симптомы	תסמינים
симптомы	תסמין
симптомы	התסמינים
симптомы	סימפטומים
лошадь	סוס
каменец	קמניץ
ника	ניק
ника	ניקה
солнечный	שמש
солнечный	סאני
диана	דיאנה
диана	דיאן
уэйн	ויין
уэйн	ווין
уэйн	וויין
вернер	ורנר
вернер	וורנר
арабские	ערבים
арабские	ערבי
коммерческие	מסחרית
коммерческие	מסחרי
коммерческие	פרסומת
даллас	דאלאס
миллиардов	מיליארדים
завершение	סיום
завершение	השלמת
завершение	השלמה
завершение	מסיים
завершение	מסיימים
завершение	מסיימת
испанцы	ספרדים
атаковал	הותקף
атаковал	תקף
атаковал	הותקפה
джесси	ישי
хуана	חואן
временные	זמנית
временные	זמני
перси	פרסי
гамильтон	המילטון
тимошенко	טימושנקו
сергеев	סרגייב
рамон	רמון
рамон	רמון
рамон	ראמון
рамон	רמון
рамон	ראמון
обзора	ביקורת
обзора	סקירה
павильон	ביתן
агентов	סוכנים
баланс	יתרה
баланс	מאזן
баланс	איזון
разведку	חקר
эквадора	אקוודור
псков	פסקוב
руководит	מביימת
разведка	מודיעין
разведка	תבונה
разведка	אינטליגנציה
разведка	חקר
защитники	מגינים
защитники	מגנים
защитники	מגיני
защитники	המגינים
ткань	מבד
ткань	בד
ткань	מטלית
ткань	רקמה
ткань	רקמות
ткань	בד
ткань	אריג
несоответствие	עקביות
рыцари	אבירים
низ	תחתון
низ	תחתית
регистрация	רשום
регистрация	להירשם
регистрация	רישום
регистрация	הרשמה
регистрация	להרשמה
гомер	הומר
служащий	העובד
служащий	עובד
миссий	משימות
ужас	זוועה
ужас	אימה
рязань	ריאזן
эльст	אלסט
консультант	יועץ
консультант	יועצת
поступления	הכנסה
поступления	הכנסות
поступления	הכנסה
патент	פטנט
франкфурт	פרנקפורט
моделирования	דוגמנות
моделирования	דוגמנות
моделирования	סימולציה
потоков	זרמים
потоков	נחלים
читайте	קראי
читайте	לקרוא
читайте	קרא
читайте	קריאה
лоренцо	לורנזו
лоренцо	לורנצו
вестфалия	וסטפאליה
точной	מדוייק
точной	מדויק
точной	מדויקים
точной	מדויקת
отверстия	פתיחות
отверстия	חורים
отверстия	גומות
краков	קרקוב
пятна	כתמי
пятна	כתמים
пятна	נקודות
пятна	כתמים
зимбабве	זימבבואה
колеблется	מהססים
уши	אזניים
уши	אוזניים
уши	האוזניים
нагрузка	עומס
нагрузка	טען
нагрузка	לטעון
андреас	אנדריאס
андреас	אנדראס
блюда	ארוחות
блюда	הארוחות
блюда	כלים
блюда	מנות
обычная	רגילה
обычная	רגיל
переменных	משתנים
стекло	זכוכית
стекло	גלאס
запрещена	אסורים
запрещена	אסור
запрещена	אסורה
запрещена	נאסר
запрещена	אסורים
запрещена	אסור
запрещена	אסורה
запрещена	אסר
запрещена	נאסר
совершено	ביצע
совершено	מחויבת
совершено	מחויב
нпо	נגו
финансово	כלכלית
маккартни	מקרטני
жив	בחיים
жив	חי
искусственный	מלאכותי
искусственный	מלאכותית
искусственный	מלאכותיים
спросить	תשאל
спросить	שאלי
спросить	תשאלי
спросить	בקש
спросить	שאל
эксперты	מומחים
рэп	ראפ
трансляции	שידור
трансляции	השידור
трансляции	שידורים
боролся	התאבק
боролся	נאבקה
фауны	פאונה
майер	מאייר
майер	מאייר
майер	מאייר
норман	נורמן
кристи	כריסטי
кристи	קריסטי
кристи	כריסטי
кристи	קריסטי
главу	פרק
голод	רעב
алтарь	מזבח
страсти	תשוקות
страсти	התשוקות
страсти	להט
страсти	תשוקה
антропологии	אנתרופולוגיה
отменил	מבוטלת
отменил	מבוטל
отменил	בוטל
отменил	בוטלה
слушателей	מאזינים
сет	סט
сет	הסט
сет	קבע
сет	הגדר
сет	סת
общаться	לתקשר
толщина	עובי
билет	כרטיס
диски	דיסקים
диски	חישוקים
диски	הדיסקים
диски	דיסקים
автоматическая	אוטומטי
автоматическая	אוטומט
автоматическая	אוטומטית
распад	התמוטטות
распад	פירוט
распад	ריקבון
распад	פרידה
распад	פירוק
распад	התפוררות
восточное	מזרחי
восточное	המזרחי
восточное	מזרח
похороны	קבורה
похороны	לוויה
похороны	הלוויה
похороны	לוויות
похороны	הלוויות
хабаровск	חברובסק
крыши	גגות
крыши	הגגות
крыши	גגות
крыши	גג
эмили	אמילי
потребность	צורך
потребность	זקוקה
потребность	צריך
потребность	צריכה
потребность	זקוק
бег	מפעיל
бег	רץ
бег	ריצה
бег	ריצה
крещение	הטבלה
крещение	ההטבלה
крещение	טבילה
крещение	ההטבלה
карен	קרן
карен	קארן
новичок	טירון
новичок	טירון
песнь	שיר
песнь	השיר
рауль	ראול
рауль	ראול
рауль	ראול
эсперанто	אספרנטו
скала	סקאלה
скала	רוק
скала	סלע
сидит	יושב
совместный	מפרק
герцеговина	הרצגובינה
альтернативный	אלטרנטיבי
альтернативный	חלופית
альтернативный	חלופי
улучшать	לשפר
абсолютная	מוחלט
абсолютная	המוחלט
абсолютная	מוחלטת
анатомии	אנטומיה
духовный	רוחנית
духовный	רוחני
духовный	רוחניות
владельцы	בעלים
классицизма	קלאסיציזם
математические	מתמטית
математические	מתמטי
беккер	בקר
сахара	סהרה
простая	פשוטות
простая	פשוט
простая	פשוטה
простая	פשוטים
кожа	עור
кожа	מעור
кожа	העור
кожа	עור
плену	בשבי
плену	שבוי
тимур	טימור
дельта	דלתא
дельта	דלתה
сценарии	תרחישים
сценарии	תסריטים
пак	פאק
пак	תחנה
пак	פארק
брест	ברסט
систематически	בשיטתיות
террористов	טרוריסטים
террористов	מחבלים
собранные	אסף
собранные	נאסף
собранные	הידור
плотины	סכר
плотины	סכרים
ханство	חאנות
японцы	יפני
японцы	יפנית
японцы	יפנים
религий	דתות
религий	הדתות
интеллектуальной	אינטלקטואלי
интеллектуальной	אינטלקטואלית
автоматизации	אוטומציה
организовано	מאורגן
организовано	מאורגנת
страхования	ביטוח
положительный	חיובית
положительный	חיובי
положительный	חיוביות
бренд	מותג
бренд	המותג
доблестный	וליאנט
инфекции	זיהומים
инфекции	זיהום
информатики	מידענות
пятая	החמישי
пятая	חמישית
пятая	חמישי
отрицательно	שליליות
отрицательно	שלילי
отрицательно	שלילית
перевели	מתורגם
синие	כחולה
синие	בלו
синие	כחול
бегство	טיסה
хаус	הבית
хаус	האוס
хаус	בית
найдена	נמצא
найдена	נמצאו
найдена	נמצאה
найдена	מצאתי
найдена	מצא
нэнси	ננסי
отмечали	חגגו
отмечали	עטורי
отмечали	חגג
отмечали	חגגה
напишите	תכתבי
напишите	לכתוב
напишите	כתוב
напишите	תכתוב
напишите	כתבי
бедных	עני
бедных	עניים
бедных	מסכן
декоративные	קישוט
декоративные	לקישוט
декоративные	מעוצב
гражданское	אזרחי
гражданское	אזרחית
отдых	פנאי
отдых	בילוי
отдых	נופש
отдых	חופשה
отдых	לנוח
отдых	השאר
отдых	מנוחה
отдых	נוחי
отдых	תנוח
отдых	חג
отдых	חופשה
забыли	שכחת
забыли	שכחתי
забыли	שכחה
забыли	נשכחת
забыли	נשכח
забыли	שכחה
прокси	פרוקסי
прокси	מתווך
пули	קליעים
пули	כדורים
богданов	בוגדנוב
ирландский	אירי
ирландский	אירית
запасов	מניות
совместных	מפרק
пустой	ריקה
пустой	ריק
пустой	בלאנק
привлекает	נמשכת
привлекает	נמשך
уничтожена	נהרס
уничтожена	הושמד
уничтожена	הרס
уничтожена	הרוס
уничтожена	נהרסו
люси	לוסי
аляска	אלסקה
ноль	זירו
ноль	אפס
первичные	המקדימות
первичные	ראשוני
первичные	עיקרי
первичные	ראשי
первичные	העיקרי
чжао	זאו
