και	ve
ηθική	ahlak
ηθική	ahlaklı
ηθική	ahlaki
ηθική	moral
ηθική	ahlak
ηθική	erdem
ηθική	ahlak
ηθική	ahlâk
ξύλο	odun
ξύλο	ağaç
ξύλο	ahşap
ξύλο	tahta
ανάγνωση	okuma
ανάγνωση	okuyun
ανάγνωση	oku
ανάγνωση	okumak
ανάγνωση	okuyorum
ανάγνωση	okuma
ανάγνωση	okumak
ναπολέοντα	napolyon
ναπολέοντα	napoleon
αλή	ali
μαθηματικός	matematikçi
λίβερπουλ	liverpool
λίβερπουλ	galatasaray
μιλάνο	milan
μιλάνο	milano
μιλάνο	milano
νεότερη	genç
θερμότητα	sıcaklık
θερμότητα	isı
λακωνίας	laconia
γερουσία	senato
αε	roi
εξελίχθηκε	gelişmiş
εξελίχθηκε	evrim
προσωπικού	personelin
προσωπικού	personel
λάρισα	larisa
λάρισα	larissa
αργά	gec
αργά	geç
αργά	yavaş
αργά	yavas
αργά	yavaş
αργά	yavaşça
εκδήλωση	etkinlik
εκδήλωση	olay
εκδήλωση	etkinliği
αύγουστος	ağustos
αύγουστος	august
καθηγητές	profesörler
καθηγητές	öğretmenler
καθηγητές	öğretmen
καθηγητές	öğretmenleri
τοπίο	sahneler
τοπίο	dekor
τοπίο	sahne
τοπίο	manzara
τοπίο	yatay
τοπίο	manzara
επιτέθηκε	saldırdılar
επιτέθηκε	saldırdı
επιτέθηκε	saldırıya
κανόνας	kural
ιερός	kutsaldır
ιερός	kutsal
όγκο	sesi
όγκο	ses
όγκο	hacim
όγκο	cilt
όγκο	hacmi
ξεχωριστά	ayrı
ξεχωριστά	ayırın
ξεχωριστά	ayri
μουσικούς	müzisyenler
μουσικούς	müzisyen
άγνωστη	bilinmiyor
άγνωστη	bilinmeyen
κατάλληλη	uygun
κατάλληλη	uygundur
κατάλληλη	uygun
εξώφυλλο	koru
εξώφυλλο	kapak
σχεδιασμός	planlama
σχεδιασμός	planlamak
σχεδιασμός	tasarım
σχεδιασμός	dizayn
ναυτικών	denizciler
ναυτικών	denizci
ανθρώπινο	insani
ανθρώπινο	insan
τζόουνς	jones
αντόνιο	antonio
αδέλφια	kardeşleri
αδέλφια	kardeşler
αδέλφια	kardeşlerim
αδέλφια	kardeşler
σουδάν	sudan
εύρος	mesafe
εύρος	menzil
θρησκευτικές	dindar
θρησκευτικές	dinsel
θρησκευτικές	dini
ευρεία	geniş
υποστηρικτές	destekçileri
λατρεία	tarikat
λατρεία	mezhep
λατρεία	secde
λατρεία	ibadet
λατρεία	kulluk
σύμβαση	sözleşme
σύμβαση	sözleşmesi
σύμβαση	kontrat
σύμβαση	kongre
κακή	bad
κακή	kötü
ορισμός	tanımı
ορισμός	tanım
ορισμός	tanımlama
ιταλικό	italyanca
ιταλικό	italyan
τυχαία	rastgele
τυχαία	rasgele
τυχαία	kazara
τυχαία	kaza
πετρελαίου	petrol
πετρελαίου	yağ
πετρελαίου	yağı
πετρελαίου	petrol
ντράμερ	davulcu
ακρωτήριο	pelerin
ακρωτήριο	cape
ακρωτήριο	pelerini
ακρωτήριο	burnu
μέτρησης	ölçüm
μέτρησης	ölçme
σικελίας	sicilya
μπάλα	balo
μπάλα	top
μπάλα	ball
ξεκινώντας	başlamak
ξεκινώντας	başlıyor
ξεκινώντας	başlıyorum
ξεκινώντας	başlangıç
διαστήματα	aralıklarla
συνεχείς	devamlı
συνεχείς	sürekli
επισκέπτες	ziyaretçi
επισκέπτες	ziyaretçileri
επισκέπτες	ziyaretçiler
επισκέπτες	misafirler
επισκέπτες	konuklar
επισκέπτες	misafir
επισκέπτες	konuk
ορίζει	tanımlar
συσκευή	cihaz
συσκευή	aygıt
συσκευή	aparatı
απαιτήσεις	şartlar
απαιτήσεις	gereksinimleri
απαιτήσεις	istekler
απαιτήσεις	talepleri
απαιτήσεις	talepler
απαιτήσεις	talep
απαιτήσεις	iddia
απαιτήσεις	iddialar
κονγκό	kongo
υδρογόνο	hidrojen
εβραίοι	yahudi
εβραίοι	musevi
εβραίοι	yahudiler
εβραίοι	yahudi
εβραίοι	yahudileri
εβραίοι	yahudilere
κατάρρευση	çöküş
κατάρρευση	bozulma
κατάρρευση	kırılım
κατάρρευση	çöküntü
κατάρρευση	çökme
κατάρρευση	çöküş
κινείται	taşınma
κινείται	taşınıyor
εισήχθη	tanıttı
εισήχθη	tanıştırdı
επιχείρημα	tartışma
χρήσεις	kullandığı
χρήσεις	kullanıyor
χρήσεις	kullanılıyor
τομέας	sektörü
τομέας	sektör
μετατροπή	dönüştürme
μετατροπή	dönüşüm
μετατροπή	dönüştürülmüş
μετατροπή	dönüştür
αστρονόμος	astronom
εισόδου	giriş
εισόδου	girdi
εισόδου	giriş
εισόδου	girdi
γεωγραφικά	coğrafi
γεωγραφικά	coğrafi
αικατερίνη	catherine
επιχειρήματα	tartışmalar
ανθολογία	anthology
φρουρά	muhafız
φρουρά	bekçi
φρουρά	gardiyan
άγνωστα	bilinmiyor
άγνωστα	bilinmeyen
εκπομπές	emisyonları
εκπομπές	emisyon
άραβες	araplar
όπλο	silah
όπλο	silahı
όπλο	silah
όπλο	tabanca
νεαρός	genç
νεαρός	young
γραμμένο	yazılmış
γραμμένο	yazıldı
γραμμένο	yazan
γραμμένο	yazılı
γραμμένο	yazılan
πέτρα	taş
πέτρα	tas
πέτρα	petra
πέτρα	taş
πέτρα	kaya
πέτρα	rock
δολοφονήθηκε	öldürülen
δολοφονήθηκε	öldürüldü
δολοφονήθηκε	öldürülmüş
διάδοση	yayılmasını
κύκλους	halkalar
κύκλους	daireler
φτάνοντας	ulaşmak
θείο	sülfür
θείο	sülfür
ανταλλαγή	takas
ανταλλαγή	ticaret
ανταλλαγή	takas
ανταλλαγή	döviz
λέων	aslan
λέων	leon
λέων	aslan
λέων	leo
αναγνωρίστηκε	tanımlanmış
αναγνωρίστηκε	tanıdı
αναγνωρίστηκε	tanınan
νίκο	nico
νίκο	niko
καταστήματα	dükkanlar
καταστήματα	mağazalar
καταστήματα	mağazaları
καταστήματα	dükkanlar
καταστήματα	mağazalar
παρατήρηση	gözlem
μόνιμη	daimi
μόνιμη	kalıcı
κροατία	hırvatistan
παντρευτεί	izdivaç
πρωταθλητή	şampiyon
πρωταθλητή	şampiyon
βασίλη	claus
δευτερόλεπτα	saniye
δευτερόλεπτα	saniyeler
τζων	john
τζων	yahya
δομές	yapıları
δομές	yapıların
δομές	yapılar
αρχιτέκτονα	mimar
ουίλιαμ	william
ντελ	del
ντελ	dell
αμυντικός	defans
αμυντικός	savunucusu
αμυντικός	koruyucu
αμυντικός	savunma
ηχώ	yankı
ηχώ	eko
ηχώ	yankı
ηχώ	echo
αγώνισμα	etkinlik
αγώνισμα	olay
αγώνισμα	etkinliği
απόσπασμα	alıntı
απόσπασμα	alıntı
απόσπασμα	müfreze
απόσπασμα	kadro
απόσπασμα	ekip
απόσπασμα	manga
απόσπασμα	bölük
απόσπασμα	takım
απόσπασμα	özü
πέναλτι	penaltı
πέναλτι	cezası
πέναλτι	ceza
κατανόηση	anlama
κατανόηση	anlama
κατανόηση	anlamak
κατανόηση	anlayışlı
κατανόηση	anlayış
ναζί	nazi
ναζί	nazi
ναζί	naziler
κορυφές	doruk
κορυφές	peaks
κορυφές	tepeler
αστέρια	yıldız
αστέρια	yıldızlar
αστέρια	yıldızları
δημοσιεύτηκε	yayınlanan
δημοσιεύτηκε	yayınlanmış
δημοσιεύτηκε	yayınlandı
δημοσιεύτηκε	yayımlandı
δημοσιεύτηκε	gönderildi
δημοσιεύτηκε	paylaşılan
δημοσιεύτηκε	paylaşıldı
δημοσιεύτηκε	paylaştı
λευκή	white
λευκή	beyaz
συγγενείς	akrabalar
συγγενείς	akrabaları
λουί	louis
διαταγή	düzen
διαταγή	emir
διαταγή	sipariş
πολιτιστική	kültürel
πολιτιστική	kültür
περιορισμένη	sınırlı
περιορισμένη	kısıtlı
περιορισμένη	sınırlıdır
περιορισμένη	kısıtlı
μετακίνηση	hareket
μετακίνηση	taşı
μετακίνηση	taşınma
μετακίνηση	taşınıyor
μετακίνηση	hareket
μετακίνηση	hareketler
μετακίνηση	hareketlilik
ουάσινγκτον	washington
πω	söyle
πω	de
πω	söyleyin
κύματα	dalgalar
κύματα	dalga
αναπτυχθεί	gelişmiş
αναπτυχθεί	geliştirilmiş
αναπτυχθεί	geliştirildi
φύλλο	yaprak
φύλλο	levha
φύλλο	çarşaf
φύλλο	yaprak
ελληνιστική	helenistik
εφαρμόζεται	uygulamalı
εφαρμόζεται	geçerli
εφαρμόζεται	uygulanabilir
μεταφράσεις	çeviriler
περιλαμβάνεται	dâhil
περιλαμβάνεται	dahil
οργανισμοί	kuruluşlar
οργανισμοί	organizasyon
οργανισμοί	organizmalar
οργανισμοί	örgütleri
οργανισμοί	kuruluşlar
διαπραγματεύσεις	pazarlık
διαπραγματεύσεις	müzakere
διαπραγματεύσεις	müzakere
διαπραγματεύσεις	müzakerelerin
διαπραγματεύσεις	pazarlık
διαπραγματεύσεις	müzakereler
νεκροί	ölüler
νεκροί	öldü
νεκροί	ölü
νεκροί	dead
μεσογείου	akdeniz
ψηλά	high
ψηλά	yükseklerde
ψηλά	çak
ψηλά	yükseğe
ψηλά	yüksek
επικράτεια	bölge
επικράτεια	bölgesi
εξωτερικά	harici
εξωτερικά	harici
αναμέτρηση	hesaplaşma
επίδοση	gösteri
επίδοση	performansı
επίδοση	performans
μύθο	efsane
μύθο	mit
επώνυμο	soyadı
επώνυμο	soyadın
συστατικά	bileşenleri
συστατικά	parçalar
συστατικά	bileşen
συστατικά	içindekiler
συστατικά	malzeme
συστατικά	malzemeleri
συστατικά	malzemeler
κορέας	kore
πολιτιστικό	kültürel
πολιτιστικό	kültür
ισλάμ	islam
ρωμαϊκό	romalı
ρωμαϊκό	roman
πεθαίνει	ölür
πεθαίνει	ölüyorum
πεθαίνει	ölüyor
πεθαίνει	ölmek
γαλαξία	galaxy
γαλαξία	galaksi
στέμμα	tacı
στέμμα	taç
στέμμα	crown
ακριβής	doğru
ακριβής	isabetli
αίτημα	talep
αίτημα	istek
αίτημα	rica
πόλεμοι	savaşları
πόλεμοι	savaşlar
στρατιωτικά	askeriye
στρατιωτικά	ordu
στρατιωτικά	asker
στρατιωτικά	askerlik
στρατιωτικά	askeri
πλήρωμα	mürettebat
πλήρωμα	tayfa
πλήρωμα	ekip
πυροβόλα	çekim
πυροβόλα	vur
διανομή	dağıtımı
διανομή	dağılımı
διανομή	dağıtım
χώροι	siteler
χώροι	siteleri
χώροι	boşluklar
σικάγο	şikago
σικάγο	chicago
επιστολές	mektuplar
επιστολές	harfler
επιστολές	mektup
επιστολές	harf
σταθερό	sabit
σταθερό	istikrarlı
σταθερό	durağan
σταθερό	sabit
σταθερό	kararlı
σταθερό	stabil
σταθερό	tamir
σταθερό	sabit
αθλήματα	spor
αθλήματα	sporlar
πλαγιές	yamaçlarında
καταδικάστηκε	mahkum
καταδικάστηκε	mahkum
διαθέσιμο	mevcuttur
διαθέσιμο	müsait
διαθέσιμο	mevcut
διαθέσιμο	kullanılabilir
έθνος	ulus
εμπρός	ileri
εμπρός	öne
εμπρός	ileriye
στενή	dar
πολίτης	sivil
πολίτης	yurttaş
πολίτης	vatandaş
παρέμβαση	parazit
παρέμβαση	müdahale
παρέμβαση	müdahele
παρέμβαση	müdahale
ένοπλες	silahlı
λάδι	petrol
λάδι	yağ
λάδι	yağı
σιδήρου	demir
σιδήρου	ütü
αριστερή	soldaki
αριστερή	soldan
αριστερή	sol
αριστερή	sola
έντονο	şiddetli
έντονο	yoğun
πυρκαγιά	ateşle
πυρκαγιά	ateş
πυρκαγιά	yangın
πυρκαγιά	ates
οθωμανούς	osmanlı
οθωμανούς	osmanlılar
νεότερος	genç
μέτρηση	ölçüm
μέτρηση	ölçme
μέτρηση	ölçüm
μέτρηση	ölçme
μέτρηση	ölçü
επιχειρηματίας	işadamı
επιχειρηματίας	girişimci
χαρά	sevinç
χαρά	joy
χαρά	keyif
χαρά	neşe
χαρά	memnuniyet
χαρά	zevk
χαρά	haz
χαρά	keyif
αμβέρσα	antwerp
έγγραφο	belge
καταγραφή	kaydı
καταγραφή	kayıt
καταγραφή	ruhsat
καταγραφή	tescil
καταγραφή	kayıt
παρόμοιες	benzeri
παρόμοιες	benzer
μετάδοση	iletim
μετάδοση	yayın
ψυχή	ruhu
ψυχή	ruh
ψυχή	soul
κυπριακή	kıbrıslı
αντιπάλους	rakipleri
αξίζει	değer
αξίζει	worth
τείχος	duvar
ιστορικούς	tarihçiler
οικία	ikamet
οικία	konut
πτολεμαίος	ptolemy
θηλυκό	kadın
θηλυκό	dişi
χιλ	tepe
χιλ	hill
ζημιές	tazminat
ζημιές	zarar
ζημιές	hasar
ζημιές	zarar
ζημιές	hasar
βενιζέλου	venizelos
πέφτει	düşer
πέφτει	şelalesi
πέφτει	falls
ομιλία	konusma
ομιλία	konuşma
ελπίδα	umut
ελπίδα	hope
ελπίδα	ümit
σύλληψη	tutuklanma
σύλληψη	tutuklama
σύλληψη	yakala
σύλληψη	yakalama
λευκωσία	lefkoşa
αίτηση	uygulama
αίτηση	başvuru
αίτηση	talep
αίτηση	istek
αίτηση	rica
χημικά	kimyasal
χημικά	kimya
χημικά	kimyasal
χημικά	kimyasallar
χημικά	kimya
σικελία	sicilya
πλούσιο	zengin
πλούσιο	rich
πλούσιο	zenginler
πτυχίο	diploma
πτυχίο	derece
πτυχίο	derecesi
πτυχίο	diploma
μαρτυρίες	ifadeler
γρήγορη	hızlı
γρήγορη	çabuk
γρήγορη	cabuk
γρήγορη	hızlı
γρήγορη	hizli
εξοπλισμό	vites
εξοπλισμό	dişli
επέλεξε	seçti
ενδεχομένως	muhtemelen
ενδεχομένως	muhtemel
ενδεχομένως	potansiyel
εκπαιδευτικό	eğitici
εκπαιδευτικό	eğitim
σοβαρή	ciddi
σοβαρή	şiddetli
αποελ	apoel
ιατρός	hekim
επιγραφές	yazıtlar
αποσπάσματα	çıkartır
αποσπάσματα	alıntılar
βαριά	ağır
βαριά	agir
ουρανό	gökyüzü
ουρανό	gök
ουρανό	sky
κόντρα	contra
κόντρα	karsi
κόντρα	aleyhinde
κόντρα	karşı
ταξίδια	yolculuk
ταξίδια	seyahat
ταξίδια	seyahatte
ταξίδια	yolculuk
ταξίδια	seyahat
ταξίδια	seyahat
ταξίδια	gezileri
θετικές	olumlu
θετικές	pozitif
φάσεις	aşama
φάσεις	evre
φάσεις	aşama
ήρωες	kahramanlar
ήρωες	kahraman
κρις	chris
προορισμό	varış
προορισμό	istikamet
προορισμό	hedef
πατριαρχείο	patrikhanesi
σκοτώσει	öldür
σκοτώσει	öldürün
επιδόσεις	gösteri
επιδόσεις	performansı
επιδόσεις	performans
τριάντα	otuz
τριάντα	thirty
σταθμούς	istasyonlar
σταθμούς	istasyonları
αντικατάσταση	değiştirme
αντικατάσταση	yerine
αντικατάσταση	değiştir
αντικατάσταση	ikame
αντικατάσταση	değiştirme
τοιχογραφίες	freskleri
βιομηχανική	endüstriyel
βιομηχανική	endüstri
βιομηχανική	sanayii
βιομηχανική	sanayi
ενδείξεις	belirtiler
συνεργάτης	ortak
συνεργάτης	partner
ασκήσεις	egzersizleri
ασκήσεις	egzersiz
ασκήσεις	tatbikatlar
ασκήσεις	matkap
κλαμπ	klüp
κλαμπ	club
κλαμπ	kulüp
κλαμπ	kulübü
κλαμπ	kulüpler
κλαμπ	kulüpleri
αλφάβητο	alfabesi
εσωτερικά	dahili
επιρροές	etki
επιρροές	nüfuz
επιρροές	etkisi
επιρροές	etkiler
περού	peru
περού	peru
έπαιζε	oynadı
σεναριογράφος	senarist
αστερισμό	takımyıldız
υποχρεώσεις	yükümlülükleri
υποχρεώσεις	vaatleri
σπήλαιο	mağarası
σπήλαιο	mağara
δέλτα	delta
μπράιαν	brian
μπράιαν	brain
φρανσουά	francois
φρανσουά	françois
φρανσουά	francois
φρανσουά	françois
ιδιωτική	özele
ιδιωτική	er
ιδιωτική	private
ιδιωτική	özel
θετικά	olumlu
θετικά	pozitif
δυσκολίες	güçlük
δυσκολίες	sıkıntı
δυσκολίες	zorluk
δυσκολίες	zorluklar
δυσκολίες	zorluklar
δυσκολίες	zorluk
τάφο	mezar
τάφο	mezar
στάλθηκε	gönderildi
στάλθηκε	gönderilen
στάλθηκε	gönderdi
στάλθηκε	gönderilmiş
ατομικό	bireysel
ατομικό	birey
βουλγαρική	bulgar
αραβική	arap
αραβική	arapça
αραβική	arap
δωρεάν	bedava
δωρεάν	özgür
δωρεάν	free
δωρεάν	ücretsiz
δωρεάν	serbest
βελιγραδίου	belgrad
εξετάσεις	test
εξετάσεις	testler
εξετάσεις	sınav
εξετάσεις	muayene
εξετάσεις	sınavlar
εξετάσεις	sınav
εξετάσεις	sınavlar
συνδυασμός	kombine
συνδυασμός	kombinasyon
συνδυασμός	birleştir
συνδυασμός	birleştirme
τζαζ	caz
τζαζ	jazz
λάθη	hatalar
λάθη	hataları
λάθη	hatalar
σόλο	solo
αντάρτες	gerilla
αντάρτες	asiler
αντάρτες	isyancılar
αντάρτες	gerillalar
αντάρτες	partizanlar
αντάρτες	isyancı
αντάρτες	asiler
αντάρτες	isyancılar
διατριβή	tez
διατριβή	tez
διατριβή	tezi
συνέπειες	sonuçlar
συνέπειες	sonuçları
φιλοσοφική	felsefi
προσωπικότητα	kişiliği
προσωπικότητα	kişilik
βελιγράδι	belgrad
οπαδούς	takipçi
οπαδούς	takipçileri
ιερέας	papaz
ιερέας	rahip
επισκοπή	piskoposluk
ξενοδοχείο	otelde
ξενοδοχείο	otel
ξενοδοχείο	hotel
διάσπαση	bölünmüş
διάσπαση	split
διάσπαση	böl
επισήμως	resmen
επισήμως	resmen
στάλιν	stalin
στόχους	gol
στόχους	hedefler
στόχους	amaçlar
στόχους	hedefleri
επαγγελματικό	mesleki
επαγγελματικό	profesyonel
προβλήθηκε	yayınlandı
μαύρα	black
μαύρα	siyah
μαύρα	kara
κίνδυνος	risk
κίνδυνος	riski
κίνδυνος	tehlike
κοπ	kopp
σχεδιασμού	planlama
σχεδιασμού	planlamak
φυσικοί	fizikçiler
αποδείχθηκε	kanıtlandı
αποδείχθηκε	kanıtladı
κατανάλωση	tüketim
κατανάλωση	tüketimi
φλωρεντία	florence
φλωρεντία	floransa
μονακό	monaco
μονακό	monako
λήμνου	limni
υψηλότερο	yüksek
μωάμεθ	muhammed
μωάμεθ	muhammed
διάγνωση	teşhis
διάγνωση	tanı
μεταφορές	transfer
μεταφορές	taşıt
μεταφορές	ulaştırma
μεταφορές	taşıma
μεταφορές	nakliye
μεταφορές	ulaşım
εταιρίες	şirketler
εταιρίες	firmalar
εταιρίες	şirketleri
εταιρίες	şirketler
φάρμακα	ilaçlar
φάρμακα	tıp
φάρμακα	ilaç
φάρμακα	ilaç
φάρμακα	ilaçlar
δυναμική	dynamics
δυναμική	dinamik
δυναμική	dinamik
κατάλληλο	uygun
κατάλληλο	uygundur
κατάλληλο	uygun
ακτίνα	işın
ακτίνα	yarıçap
συνεργάτες	ortak
συνεργάτες	partner
συνεργάτες	ortaklar
συνεργάτες	ortakları
συνεργάτες	ortaklar
συνεργάτες	ortakları
εναλλακτική	alternatifi
εναλλακτική	alternatif
εναλλακτική	alternatif
ελληνισμού	helenizm
εκφράσεις	ifadeler
ίαν	lan
ίαν	ian
ίαν	lan
ίαν	ian
μύθος	efsane
μύθος	efsane
μύθος	mit
έξοδο	çık
έξοδο	çıkışı
έξοδο	çıkış
πιστεύει	inanıyor
χανς	hans
στερεά	katı
στερεά	sağlam
ισορροπία	denge
ισορροπία	dengesi
ισορροπία	denge
ισπανός	ispanyol
ισπανός	ispanyollar
ισπανός	ispanyol
ισπανός	ispanyolca
τυπική	tipik
εξελίξεις	gelişmeler
ρυθμός	pace
ρυθμός	tempo
ρυθμός	oranı
ρυθμός	oran
ρυθμός	tempo
ρυθμός	ritmi
ρυθμός	ritim
συνασπισμού	koalisyonu
συνασπισμού	koalisyon
κάστρα	kaleler
θεατές	seyirciler
θεατές	izleyiciler
θεατές	izleyenler
θεατές	seyirci
θεατές	izleyicilerin
θεατές	görenler
θεατές	izleyiciler
θεατές	izleyenler
σφαγή	katliamı
σφαγή	katliam
σφαγή	katliam
σφαγή	katliam
σφαγή	kıyım
σουλτάνος	sultan
ελαφρά	hafifçe
ελαφρά	hafifçe
σεν	shen
βιρτζίνια	virginia
μέταλλα	metal
μέταλλα	metaller
μέταλλα	metal
σκηνοθέτες	yöneticiler
σκηνοθέτες	yönetmenler
υποκατάσταση	ikame
χορός	dance
χορός	dans
χορός	dans
κολέγιο	üniversite
κολέγιο	kolej
κολέγιο	college
κύμα	dalga
σχεδιάστηκε	tasarlanmış
σχεδιάστηκε	dizayn
σχεδιάστηκε	tasarlanan
σχεδιάστηκε	tasarlandı
κέρματα	para
βία	şiddet
βία	şiddeti
βία	şiddetle
βία	vahşet
μαδρίτη	madrid
πρωταγωνίστησε	yıldızlı
κάρλος	carlos
πύλες	kapılar
πύλες	kapıları
πύλες	gates
πύλες	portal
πύλες	portalları
κορίτσι	kız
κορίτσι	girl
κορίτσι	kızım
κορίτσι	kiz
εγγονός	torunu
εγγονός	torun
πρόσφατη	yakınlardaki
πρόσφατη	yakınlarda
ρίο	rio
βυζάντιο	bizans
θηλυκά	dişiler
θηλυκά	kadınlar
θηλυκά	dişi
σταύρος	stavros
αρσενικό	arsenik
αρσενικό	erkek
επαγγελματίες	profesyoneller
επαγγελματίες	profesyonel
ψηφιακή	sayısal
ψηφιακή	dijital
ψηφιακή	digital
ηλεκτρονική	elektronik
ηλεκτρονική	elektron
ηλεκτρονική	elektronik
τεράστιο	kocaman
τεράστιο	devasa
τεράστιο	büyük
τεράστιο	devasa
κομμουνιστικό	komünist
χάνει	kaybetmek
χάνει	kaybediyor
χάνει	kaybediyor
χάνει	kaybeder
επεκτάθηκε	genişletilmiş
κατάργηση	yürürlükten
κατάργηση	kaldırılması
ήλιος	güneşe
ήλιος	sun
ήλιος	güneş
ήλιος	günes
ήλιος	güneşi
άσπρο	white
άσπρο	beyaz
θεολογία	teoloji
εκδοχές	sürümleri
πρόεδροι	başkanlar
πρόεδροι	başkanları
ερώτημα	sorgu
ερώτημα	sorgulama
ερώτημα	soru
ερώτημα	sorum
σύνταξη	pansiyon
σύνταξη	emeklilik
σύνταξη	emekli
σύνταξη	sözdizimi
τεχνικά	teknik
ιδιοκτήτης	sahibi
ιδιοκτήτης	sahibinden
γαλαξίες	galaksiler
γαλαξίες	galaksi
θεατρική	tiyatro
κτήρια	binalar
κτήρια	binaların
ωραία	guzel
ωραία	hoş
ωραία	güzel
ωραία	nice
τάσεις	trend
τάσεις	eğilim
τάσεις	eğilimler
τάσεις	eğilim
σελήνη	ay
σελήνη	moon
εύκολο	yavaş
εύκολο	kolay
εύκολο	easy
εκτιμήσεις	tahminleri
εκτιμήσεις	tahminler
δούναβη	tuna
ολυμπιακοί	olimpiyatlar
ολυμπιακοί	olimpiyatları
ολυμπιακοί	olimpiyat
απάντησε	cevap
απάντησε	yanıt
απάντησε	cevapla
θηλαστικά	memeli
θηλαστικά	memeliler
θηλαστικά	memeli
μεσαιωνική	ortaçağ
ισοπαλία	beraberlik
ισοπαλία	kravat
ισοπαλία	berabere
κεφαλή	baş
κεφαλή	kafası
κεφαλή	kafa
επαναστάτες	devrimci
επαναστάτες	devrimciler
επαναστάτες	isyancı
επαναστάτες	asiler
επαναστάτες	isyancılar
άθροισμα	toplam
άθροισμα	sum
άθροισμα	toplamı
παρακολούθησε	izledi
παρακολούθησε	izlenen
παρακολούθησε	izledim
φυλακές	cezaevi
φυλακές	hapishane
φυλακές	hapis
φυλακές	hapishane
σαλβαδόρ	salvador
ηλεκτρονικό	elektron
ηλεκτρονικό	elektronik
κάλεσε	ara
κάλεσε	arayın
κάλεσε	çağrı
κάλεσε	arama
αερίου	benzin
αερίου	gaz
σύνδρομο	sendromu
ζεύγος	çifti
ζεύγος	çift
ανακοινώνει	duyurdu
πόρων	kaynakları
πόρων	kaynak
πόρων	kaynaklar
συνοικίες	ilçeleri
συνοικίες	bölgeler
ολοκληρωθεί	tamamlanmış
ολοκληρωθεί	tamamlandı
ολοκληρωθεί	tamamladım
παναγιώτη	panagiotis
άσκηση	alıştırma
άσκηση	egzersiz
σημείωση	not
σημείωση	nota
ηλεκτρική	elektrikli
ηλεκτρική	elektrik
ηλεκτρική	elektrikli
ηλεκτρική	elektrik
ηλεκτρικό	elektrikli
ηλεκτρικό	elektrik
αθηνά	athena
επιπτώσεις	çarpışma
επιπτώσεις	etki
επιπτώσεις	etkisi
επιπτώσεις	çarpma
επιπτώσεις	darbe
επιπτώσεις	sonuçlar
επιπτώσεις	sonuçları
επιπτώσεις	etkileri
επιπτώσεις	etkiler
επιπτώσεις	etkileri
επιπτώσεις	efekt
επιπτώσεις	etkiler
αγροτική	kırsal
δορυφόρος	uydu
αρσενικά	erkekler
αρσενικά	erkek
ξέρει	bilir
ξέρει	biliyor
τίποτε	hiçbirşey
τραγωδία	trajedi
κλειδί	anahtar
κλειδί	key
λευκά	white
λευκά	beyaz
μάρκο	marko
μάρκο	marco
υπεύθυνη	sorumlusu
υπεύθυνη	sorumlu
πρωταθλητές	şampiyonları
πρωταθλητές	şampiyon
πρωταθλητές	şampiyonlar
αναπληρωτής	vekil
αναπληρωτής	yardımcı
αναπληρωτής	yardımcısı
μόρια	moria
μόρια	moleküller
μόρια	molekül
αυτόνομη	özerk
αιγαίο	ege
τατουάζ	dövme
τατουάζ	dövmeler
τατουάζ	dövme
διαταγές	siparişler
διαταγές	emir
διαταγές	sipariş
διαταγές	emirler
διονύσιος	dionysius
ιδιοκτησίας	mülkiyet
ιδιοκτησίας	sahipliği
παιδεία	eğitim
αντίγραφο	mükerrer
αντίγραφο	kopya
αντίγραφο	kopyası
αντίγραφο	kopyala
φωτογραφίας	fotoğrafçılık
φωτογραφίας	fotoğraf
ανοικτό	açık
ανοικτό	open
ανοικτό	açın
ανοικτό	aç
ανοικτό	açıl
θρησκευτικά	din
θρησκευτικά	dinin
θρησκευτικά	dini
θρησκευτικά	dindar
θρησκευτικά	dinsel
θρησκευτικά	dini
διάσταση	boyut
μυθιστορήματα	romanlar
χένρι	henry
αξιολόγηση	değerlendirme
αξιολόγηση	değerlendirme
αντίθετο	karşıt
αντίθετο	zıt
ορολογία	terminoloji
δημοφιλές	popüler
δημοφιλές	sevilen
εντολές	komut
εντολές	emrediyor
εντολές	siparişler
εντολές	emir
εντολές	sipariş
εντολές	emirler
κλινική	klinik
κλινική	klinik
μπαρόκ	barok
πόλο	polo
πόλο	direk
πόλο	kutup
πόλο	kutbu
κάτοχος	sahibi
κάτοχος	sahibinden
κάτοχος	tutucu
κάτοχος	holder
μεθυλο	metil
συμμάχους	müttefikler
συμμάχους	müttefik
περιφερειακή	bölgesel
προηγούμενα	önceki
επίσκεψη	ziyaret
διακοπή	break
διακοπή	kır
διακοπή	mola
διακοπή	kırma
διακοπή	kesinti
αποδοχή	kabullenmek
αποδοχή	kabul
αποδοχή	kabul
αποδοχή	kabulü
αποδοχή	kabul
προστέθηκε	eklenen
προστέθηκε	eklendi
προστέθηκε	eklenmiş
προστέθηκε	ekledi
άφιξη	varış
άφιξη	geliş
άφιξη	gelişi
κυνήγι	hunt
κυνήγι	avlanmak
κυνήγι	av
κυνήγι	avlanma
κυνήγι	avlanmak
κυνήγι	avcılık
κυνήγι	av
χριστιανούς	hıristiyanlar
χριστιανούς	hıristiyan
χριστιανούς	hristiyan
χριστιανούς	hristiyanlar
πλεονέκτημα	avantajı
πλεονέκτημα	avantajlı
πλεονέκτημα	avantaj
πληθυσμούς	nüfusu
πληθυσμούς	nüfus
κόκκινη	kırmızı
