miestni	kohalikud
ostro	terav
ostro	järsult
gott	gott
mních	monk
mních	munk
roh	nurk
roh	nurka
roh	sarv
všimol	märganud
všimol	märkasin
vlastníkom	omanik
povolené	lubatud
povolené	lubatud
povolené	lubatud
povolené	lubatud
jedenásť	üksteist
magnus	magnus
epizódy	episoodid
dočasné	ajutised
dočasné	ajutine
dočasné	ajutine
objavovať	avastama
objavovať	avastavad
objavovať	avastada
objavovať	avasta
objavovať	avastama
stúpa	tõuseb
stúpa	tõusev
stúpa	tõuseb
výstupov	väljundite
potraviny	toit
potraviny	toitu
potraviny	söök
potraviny	toidud
potraviny	toidukaubad
potraviny	toiduained
očami	silmad
kategóriu	kategooria
spomienky	mälestusi
spomienky	mälestused
ťažkosti	raskusaste
ťažkosti	raskused
ťažkosti	raskused
edmund	edmund
protest	protest
protest	protesti
graham	graham
riadené	õnnestus
riadené	kontrollitud
riadené	kontrollitav
poškodený	vigastatud
poškodený	kahjustatud
poškodený	kahjustunud
poškodený	rikutud
zadný	tagumised
zadný	tagaosa
zadný	tagumine
zadný	tagant
zadný	taga
isto	kindel
isto	kindlasti
existujúcich	olemasolevad
existujúcich	olemasolev
chrániť	kaitse
chrániť	kaitsma
chrániť	kaitsta
radosť	nauding
radosť	joy
radosť	rõõmu
radosť	rõõm
radosť	rõõm
radosť	nauding
elektróny	elektronid
prepojené	seotud
hus	hani
hus	hane
hus	hus
facebook	facebooki
facebook	facebook
štandardná	vaikimisi
skladateľov	heliloojate
prístupná	ligipääsetav
prístupná	juurdepääsetav
prístupná	kättesaadav
správna	korrektne
správna	õige
sála	saal
sála	hall
sála	auditooriumis
odkazuje	viidatud
odkazuje	viitab
stretáva	kohtub
auta	auto
auta	car
krk	kaela
krk	kael
magyar	magyar
prach	tolmu
prach	tolm
nadácia	sihtasutus
nadácia	fond
nadácia	vundament
výmeny	vahetused
colin	collin
colin	colin
pocity	tundeid
pocity	tunded
werner	werner
ľahký	hele
ľahký	valgus
ľahký	valgust
ľahký	kerge
salzburg	salzburgi
africké	aafrika
vrtuľník	helikopter
vrtuľník	kopter
vrtuľník	kopter
dcér	tütreid
dcér	tütred
zložité	keeruline
zložité	keerukas
zložité	kompleks
zložité	keeruline
zložité	komplitseeritud
zložité	raskel
zložité	keeruline
zložité	raske
panva	vaagen
advokát	advokaat
advokát	advokaat
advokát	jurist
existujúce	olemasolevad
existujúce	olemasolev
ťažšie	raskem
ťažšie	raskem
ťažšie	kõvemini
ťažšie	tugevamini
zaujímavý	huvitav
odborníci	spetsialistid
odborníci	professionaalid
odborníci	eksperdid
oceľ	teras
oceľ	steel
oceľ	terasest
dokopy	koos
dokopy	üheskoos
skúmanie	uurides
skúmanie	uurimine
skúmanie	läbivaatus
skúmanie	eksam
vták	linnu
vták	lind
vták	linnuke
vták	bird
roberto	roberto
zriedka	harva
jedince	üksikisikute
jedince	üksikisikud
brusel	brüssel
predsedníctva	eesistujariik
predsedníctva	eesistumine
čiernych	mustad
významnosť	olulisus
významnosť	olulisus
významnosť	olulisus
reťazec	nöör
reťazec	string
reťazec	kett
reťazec	ketti
reťazec	ketid
reťazec	ahel
rozvíja	arendab
rozvíja	areneb
zomreli	surid
zomreli	suri
sľub	lubadus
vhodná	sobiv
vhodná	asjakohane
vhodná	kohane
vhodná	sobilik
vhodná	sobiv
vhodná	sobilik
vhodná	sobivad
barrett	barrett
saxofón	saksofon
ghz	ghz
metallica	metallica
produkuje	toodab
apr	apr
električka	trammi
električka	tramm
isaac	isaac
niesť	kanda
pozostávala	koosnes
pozostávala	seisnes
výrobcov	tootjad
výrobcov	tootjad
vyvíja	areneb
vyvíja	arendab
vyvíja	areneb
kompletný	täielik
kompletný	terviklik
kompletný	lõpetatud
životnosť	eluaegne
životnosť	eluaeg
životnosť	kestvus
životnosť	vastupidavus
jun	jun
jun	yun
elektronický	elektroonilised
elektronický	elektrooniline
elektronický	elektroonilisel
vodič	juht
vodič	autojuht
newton	newton
desaťročí	aastakümnete
desaťročí	aastakümneid
desaťročí	aastakümne
galileo	galileo
chráni	kaitseb
obmedzený	piiratud
obmedzený	piiratud
obmedzený	limited
zvláštny	kummaline
zvláštny	imelik
zvláštny	veider
zvláštny	veider
zvláštny	imelik
dôsledok	tagajärjeks
dôsledok	tagajärg
palace	palee
palace	palace
rytmus	peksa
rytmus	rütmi
rytmus	rütm
duo	duo
kresťanský	christian
kresťanský	kristlane
mäsa	liha
henrik	henrik
bach	bach
slávu	kuulsus
slávu	hiilgus
theodor	theodor
využívanie	kasutamine
využívanie	kasutus
ahoj	tere
ahoj	hello
učiť	õpeta
učiť	õpetada
učiť	õppima
učiť	õpime
učiť	õppida
učiť	õpi
astronauti	astronaudid
kôra	kamar
kôra	koore
kôra	ajukoor
kôra	koor
kôra	koorida
kôra	koort
náročné	väljakutse
náročné	raskel
náročné	keeruline
náročné	raske
fakty	fakte
fakty	faktid
costa	costa
darwin	darwin
uzavreté	kinnine
uzavreté	suletud
rozhovory	vestlused
rozhovory	vestlused
rozhovory	intervjuud
rozhovory	kõnelused
tlači	press
tlači	ajakirjandus
tlači	pressi
tlači	vajuta
zabili	tapetud
zabili	tapeti
zabili	tappis
gréckom	kreeka
osudu	saatuse
osudu	saatus
štýly	stiilid
staviteľ	ehitaja
hlboký	sügav
hlboký	deep
hlboký	sügavale
násobný	multiplikatiivne
zaujíma	huvilistel
zaujíma	huvitatud
viaže	seondub
cape	cape
cape	neeme
cape	cabo
cape	keep
rekreačné	meelelahutuslikud
vyrobená	toodetud
vyrobená	valmistatud
vyrobená	toodetud
vyrobená	tehtud
kalendára	kalender
flotily	laevastiku
flotily	laevastik
flotily	laevastike
menším	väiksemaks
menším	väiksem
menším	väiksemad
sektor	sektor
búrka	äikesetorm
búrka	torm
búrka	tormi
búrka	storm
guillaume	guillaume
komerčne	kaubanduslikult
domácu	isetehtud
stavia	ehitab
keith	keith
spáchal	pühendunud
pablo	pablo
slonoviny	elevandiluu
zdanlivo	näiliselt
zdanlivo	näiliselt
tvrdý	kõva
tvrdý	sitke
tvrdý	karm
nejako	kuidagi
éra	ajastu
éra	era
stredoveké	keskaja
presvedčený	enesekindel
presvedčený	uskuma
presvedčený	usu
presvedčený	usud
presvedčený	veendunud
zranenie	vigastus
zranenie	haava
zranenie	haav
labuť	luik
labuť	luige
zachytáva	püüab
hitlera	hitler
mrakodrap	pilvelõhkuja
reštaurácia	restoranid
reštaurácia	restoran
brad	brad
doplnené	täiendatud
kostra	skeleti
kostra	luukere
zastávky	peatub
zastávky	peatab
ukončiť	välju
ukončiť	väljumine
ukončiť	väljapääs
ukončiť	lõpp
ukončiť	välju
udelené	antud
gregory	gregory
predpisy	määrused
predpisy	reeglid
predpisy	eeskirjad
lars	lars
pokrok	edusammud
pokrok	edasiminek
pokrok	progress
pokrok	edenemine
ostrý	teravad
ostrý	sharp
ostrý	terav
laureát	laureaat
diaľky	afari
ohrozených	ohustatud
marko	marko
ponuky	pakkumine
ponuky	pakkumised
ponuky	pakkumised
ponuky	pakkumised
ponuky	pakub
ponuky	pakkumisi
univerzít	ülikoolid
obytné	elamu
vlaku	rongi
vlaku	rong
susedné	naabrid
susedné	külgnevate
budúce	tulevikku
budúce	tulevik
plemien	tõugude
dean	dean
dean	dekaan
zabitý	tapetud
zabitý	tapetud
zabitý	tapeti
zabitý	tappis
nepriateľom	vaenlane
nepriateľom	vaenlased
výnimky	erandid
výnimky	erand
výnimky	erandi
výnimky	erandid
výnimky	erandid
bin	bin
expozície	kokkupuute
expozície	kokkupuude
ruka	käsi
ruka	käe
ruka	kätt
ruka	käe
ruka	käega
ruka	käsi
bohužiaľ	kahjuks
bohužiaľ	kahjuks
drevených	puust
nemec	nemec
strieborný	hõbeda
strieborný	silver
strieborný	hõbe
kapacity	võimekus
kapacity	võimsus
luigi	luigi
android	android
rozprávanie	rääkimine
rozprávanie	rääkides
voličov	valijad
lov	hunt
lov	jaht
lov	lov
lov	jahile
lov	jahi
lov	jaht
sady	komplektid
sady	seab
kanála	kanal
kanála	kanalid
jeruzalema	jeruusalemma
prevrat	riigipööre
červenú	punane
červenú	punased
piano	klaver
hrobka	haud
hrobka	haua
nosí	kannab
china	hiina
flash	flash
flash	välk
prítomný	olevik
prítomný	kingitus
tón	toon
tón	tooni
povrchové	pealiskaudne
rozhoduje	otsustab
pracujúcich	töötajad
pracujúcich	töölised
pláne	plaan
pláne	plaani
pláne	kava
ouest	ouest
uplatňuje	rakendub
víťazný	võidukas
nissan	nissan
kanálov	kanalid
dres	jersey
baník	kaevur
cassini	cassini
vysielať	ülekanne
vysielať	ringhäälingu
vodnár	veevalaja
lietadlom	lennuk
lietadlom	lennuk
churchill	churchill
kompozícia	komposiit
kenneth	kenneth
larry	larry
mitchell	mitchell
viet	laused
viet	lauseid
gibson	gibson
veselý	rõõmsameelne
absolútna	absoluutne
absolútna	absoluutse
lyžiar	suusataja
ball	ball
ball	pall
ball	palli
ann	ann
ann	anni
siedmy	seitsmes
občianskych	tsiviil
tepelná	termilise
patent	patent
odpovede	vastused
odpovede	vastused
odpovede	vastuseid
odpovede	vastused
dievčatá	tüdrukud
dievčatá	girls
prijíma	nõustub
prijíma	aktsepteerib
ahl	ahl
bielkovín	valk
bielkovín	proteiin
bielkovín	valgud
kat	kati
kat	kat
novinárov	ajakirjanikud
ukázala	näitasid
ukázala	näitas
rieši	lahendab
čaká	ootan
čaká	ootel
čaká	ootamine
čaká	ootame
čaká	ootel
písomné	kirjutatud
písomné	kirjalik
písomné	kirjutanud
chemici	keemikud
huby	seened
huby	seen
huby	seened
huby	seene
huby	seened
huby	seene
huby	seened
pomohli	aitasid
pomohli	aitas
pomohli	aidanud
role	rollis
role	roll
role	rolli
role	rollid
prispeli	annetatud
automatické	automaatne
automatické	automaat
automatické	automaatsed
automatické	automaatne
volal	helistas
asistenti	assistendid
detský	laps
detský	lapse
vystavené	paljastatud
čestné	auväärne
čestné	aus
čestné	ausad
upravil	muudetud
upravil	toimetatud
upravil	redigeerinud
čínskych	hiina
čínskych	hiinlased
zranenia	vigastused
popularita	populaarsus
zvony	kellad
čelo	laup
čelo	tšello
dverí	uks
dverí	uksed
zlý	bad
zlý	halb
zlý	paha
ovplyvnili	mõjutanud
ovplyvnili	mõjutas
ovplyvnili	mõjutatud
kusy	tükid
strela	lask
strela	tulistatud
strela	tulistas
strela	kuuli
strela	kuul
strela	rakett
podzemných	põhjavee
norma	norma
norma	norm
norma	standardne
norma	standard
početných	arvukad
alpy	alpid
paolo	paolo
aer	aer
rosa	rosa
rosa	kaste
zvuky	helid
zvuky	kõlab
canaveral	canaveral
uznané	tunnustatud
uznané	tunnustatud
uznané	tunnistas
uznané	tunnustatud
valcov	silindrid
chvíle	hetki
chvíle	hetked
bankovky	pangatähed
bankovky	pangatähtede
eugene	eugene
úpadok	lagunemine
úpadok	kõdu
úpadok	pankrot
palestíny	palestiina
najmenší	väikseim
minimum	minimaalselt
minimum	miinimum
minimum	minimaalne
zmenený	muudetud
zmenený	modifitseeritud
zmenený	muudetud
zmiešané	segatud
zmiešané	sega
zmiešané	segunenud
julia	julia
laboratórium	laboratoorsed
laboratórium	laboratooriumi
laboratórium	labor
laboratórium	laboratoorium
laboratórium	lab
laboratórium	labor
cover	kata
cover	katke
cover	katta
cover	katma
dospelosti	täiskasvanueas
miguel	miguel
limit	piir
limit	piirang
limit	limiit
che	che
obnova	uuendamine
obnova	pikendamine
obnova	taastamine
míľ	miles
míľ	miili
base	vangla
fyzicky	füüsiliselt
misií	missioonid
misií	missioonide
guvernér	kuberner
kolá	raundi
vnímanie	ettekujutus
vnímanie	taju
vnímanie	arusaamade
full	täis
full	täielik
námorná	merendus
plášť	cape
plášť	neeme
plášť	cabo
plášť	keep
stewart	stewart
clark	clarke
clark	clarki
clark	clark
lane	lane
fyzické	füüsikalised
fyzické	füüsiline
fyzické	füüsilised
fyzické	füüsikaline
fyzické	füüsilise
harrison	harrisoni
harrison	harrison
turíne	torino
laura	laura
fauny	fauna
morských	mereväelane
morských	merejalaväelane
morských	marine
morských	mere
čitateľov	lugejad
autobusov	bussid
pascal	pascal
baran	baran
baran	jäär
znamenie	märk
copa	copa
wagner	wagner
javu	fenomen
javu	nähtus
vzorky	proovi
vzorky	valim
vzorky	näidis
vzorky	proov
vzorky	näidised
vzorky	proovid
meraní	mõõtmised
meraní	mõõtmine
meraní	mõõdud
poradca	konsultant
poradca	nõuandja
poradca	nõunik
poradca	nõustaja
poradca	nõunik
dobrovoľne	vabatahtlikult
dobrovoľne	vabatahtlikult
činy	toimingud
činy	meetmed
činy	tegevused
činy	teod
rozpočtu	eelarve
katastrofy	katastroofide
katastrofy	katastroofide
zločiny	kuriteod
koncentrácia	kontsentratsioonid
koncentrácia	kontsentratsioon
koncentrácia	koondumine
koncentrácia	keskendumine
koncentrácia	kontsentratsioon
čiernu	mustad
čiernu	black
čiernu	musta
čiernu	must
koleso	ratas
koleso	ratta
koleso	rool
kant	kant
kant	kanti
aus	aus
masaryk	masaryk
diera	auk
diera	auku
porušenie	rikkumise
porušenie	rikkumine
porušenie	rikkumine
porušenie	rikkumised
elektronika	elektroonika
jedlo	toit
jedlo	toitu
jedlo	söök
jedlo	eine
jedlo	jahu
infekcie	infektsioonid
infekcie	infektsioon
infekcie	nakkus
optické	optiline
optické	optilised
summer	suvel
summer	suvi
summer	suve
edmonton	edmonton
spomenúť	maini
potvrdené	kinnitatud
komerčné	kaubandus
komerčné	kaubanduslik
komerčné	reklaam
ohlas	resonants
techno	techno
povie	ütleb
obnovený	uuenenud
obnovený	uuendatud
vietnam	vietnam
vietnam	vietnami
fasáda	fassaad
cudzie	välismaised
cudzie	välismaa
stratégie	strateegiad
stratégie	strateegia
výrobné	valmistamine
výrobné	tootmine
jednotlivca	üksikute
jednotlivca	individuaalsed
jednotlivca	individuaalne
gravitácia	gravitatsioon
hotela	hotell
hotela	hotel
mazovské	masoovia
jazykovej	keelelise
lexikón	leksikon
zátvorkách	sulgudes
tag	sildi
tag	tag
tag	silt
bella	bella
gen	gen
konflikty	konfliktid
konflikty	konflikt
konflikty	konfliktid
oto	otto
oto	oto
joachim	joachim
pokračovalo	jätkamine
pokračovalo	jätkub
pokračovalo	jätkati
pokračovalo	jätkus
pokračovalo	jätkuv
pokračovalo	jätkas
stretla	kohtasin
stretla	kohtunud
stretla	täidetud
ukážka	proovi
ukážka	valim
ukážka	näidis
ukážka	proov
ukážka	tõendamine
ukážka	demonstratsioon
zla	kurjus
zla	kurja
zla	kuri
tatiana	tatjana
švédske	rootsi
hnedý	brown
hnedý	pruuniks
hnedý	pruunid
hnedý	pruun
stôl	laua
stôl	laud
stôl	tabel
stôl	laud
príspevkov	ametikohtade
príspevkov	postitusi
príspevkov	postitused
príspevkov	ametikohad
ring	rõngas
ring	ring
ring	sõrmuse
ring	sõrmus
ron	ron
taiwan	taiwan
taiwan	taiwanis
taiwan	taiwani
sfarbenie	värvus
spravodlivosť	õiglus
spravodlivosť	õigusemõistmine
spravodlivosť	õiglus
naživo	live
naživo	elama
nájdený	leidis
nájdený	leiti
nájdený	leitud
miro	miro
cpu	protsessor
cpu	cpu
sprievodné	kaasas
regionálna	regionaalne
regionálna	piirkondlik
regionálna	piirkondlikud
gule	kerad
gule	munad
gule	pallid
svätec	pühak
svätec	saint
slobodná	üksik
slobodná	ühtne
slobodná	valla
slobodná	ühtse
slobodná	ühekordne
slobodná	vallaline
stoviek	sada
stoviek	sajad
stoviek	sadu
osvetlenie	valgustus
osvetlenie	valgustada
osvetlenie	valgustus
vyvinutá	arenenud
vyvinutá	arendatud
alpách	alpid
fish	kala
fish	kalad
štandardné	vaikimisi
štandardné	standardne
štandardné	standard
sobáš	abielu
sobáš	pulm
sobáš	laulatus
sobáš	pulma
sobáš	pulmad
tance	tantsib
tance	tantsud
johanna	johanna
abraham	abraham
temple	tempel
temple	temple
objaviť	avastavad
objaviť	avastada
objaviť	avasta
objaviť	avastama
oslo	oslo
užívateľov	kasutajad
mladšieho	noorem
mladšieho	nooremad
got	sain
got	sai
budhizmus	budism
dlhodobé	pikaajaline
dlhodobé	pikaajalised
reggae	reggae
greg	greg
pasažierov	reisijad
príjmy	tulud
príjmy	tulu
príjmy	sissetulek
príjmy	tulu
príjmy	tulud
vírus	viiruse
vírus	viirus
partner	partner
partner	paarimees
dokončené	lõpetatud
dokončené	lõpetatud
obnovené	uuenenud
obnovené	uuendatud
závislé	sõltuv
závislé	sõltuvad
italia	italia
turecké	türgi
ilustrátor	illustraator
oblečenie	rõivad
oblečenie	riietus
oblečenie	rõivad
oblečenie	riietus
oblečenie	riided
oblečenie	riideid
oblečenie	riided
zima	külm
zima	külmad
zima	talv
dennis	dennis
java	java
mpeg	mpeg
nomináciu	kandidatuuri
nomináciu	nimetamine
povstalcov	mässulised
kresťania	kristlaste
columbus	columbus
jednotné	ühtne
jednotné	üksik
jednotné	ühtne
jednotné	valla
jednotné	ühtse
jednotné	ühekordne
jednotné	vallaline
jednotné	ühtlane
jednotné	ühtsed
jednotné	munder
spôsobená	põhjustas
spôsobená	põhjustatud
parsons	parsons
železné	raud
železné	raua
pen	pen
pen	pliiats
podľahol	alistunud
campo	campo
atlantic	atlandi
atlantic	atlantic
suché	kuivaks
suché	kuivad
suché	kuiv
opraviť	parandus
opraviť	parandamine
opraviť	remont
opraviť	paranda
opraviť	korrektne
opraviť	õige
snehu	lumesadu
snehu	lumi
známu	teada
známu	teadaolevad
známu	teadaolev
známu	tuntud
url	url
civilistov	tsiviilisikud
bruseli	brüssel
predpoklady	eeldused
predpoklady	eeltingimused
predpoklady	oletused
predpoklady	eeldused
zimy	winters
stratu	kahjum
stratu	kaotus
montana	montana
blake	blake
tunela	tunnel
teoretický	teoreetiline
trofej	trofee
jeruzaleme	jeruusalemma
zásadne	põhimõtteliselt
kultúr	kultuurid
plná	täis
plná	täielik
stavali	ehitatud
námorníctvo	mereväe
námorníctvo	merevägi
mladšie	noorem
mladšie	nooremad
učiteľka	õpetaja
pivo	õlut
pivo	õlle
pivo	õlu
pivo	ale
jednotný	ühtne
jednotný	ühtlane
jednotný	ühtsed
jednotný	munder
jednotný	üksik
jednotný	ühtne
jednotný	valla
jednotný	ühtse
jednotný	ühekordne
jednotný	vallaline
pripojený	lisatud
pripojený	ühendatud
pripojený	võrgus
pripojený	online
stiahnuť	allalaadimine
obľúbený	lemmik
obľúbený	lemmik
evanjelium	evangeeliumi
craig	craig
kvalitné	kvaliteet
par	par
pozemky	maatükke
pozemky	maa
pozemky	maad
pozemky	land
rna	rna
prototypy	prototüübid
jadrové	tuuma
jadrové	tuumaenergia
kov	metallist
kov	metall
kov	metal
kov	metalli
rola	rollis
rola	roll
rola	rolli
písania	kirjutades
pečene	maksa
pečene	maksa
pečene	maks
pete	pete
pozorovaná	täheldatud
pozorovaná	vaadeldud
stupnice	kaalud
fsm	mikroneesia
brať	võttes
brať	võtmine
brať	võtke
brať	võta
kvalifikáciu	kvalifikatsioon
ušiel	põgenesid
ušiel	põgenenud
ušiel	põgenes
ušiel	põgenes
reforiem	reformid
vstúpiť	sisesta
vstúpiť	sisene
vstúpiť	enter
multi	mitme
kazateľ	jutlustaja
klein	klein
priechod	läbipääsu
telefóny	telefonid
telefóny	telefonid
vonkajšia	välitingimustes
vonkajšia	õues
vonkajšia	välimine
vonkajšia	välised
vonkajšia	välise
vonkajšia	väline
cruz	cruz
dobytok	loomakasvatus
dobytok	kariloomad
dobytok	kariloomade
dobytok	veised
muzikál	muusikal
muzikál	musical
strachu	hirm
strachu	hirmu
zostavy	komplektid
zostavy	seab
zostavy	komplektid
zostavy	rivistus
fanúšikovia	fänne
fanúšikovia	fännid
plyny	gaasid
ryba	kala
ryba	kalad
vlákien	filamendid
vlákien	kiud
aktivista	aktivist
nádoby	konteinerid
nádoby	konteinerite
nádoby	mahutid
jung	jung
ľavé	vasak
ľavé	vasakule
ľavé	vasakul
väzni	vange
väzni	vangid
zoltán	zoltán
priehrada	tamm
priehrada	veehoidla
kongrese	kongress
money	raha
zranení	vigastatud
zranení	vigastused
zachovať	säilita
zachovať	säilita
zachovať	hoida
zachovať	hoia
zachovať	hoian
ministri	ministrid
mayer	mayer
vedeli	teadis
vedeli	teadsid
vedeli	teadsin
výskumné	uurimistöö
výskumné	teadusuuringud
výskumné	uuringud
platforma	platvorm
car	auto
car	car
car	tsaar
car	tsaari
príslušné	pädev
príslušné	asjakohane
príslušné	asjakohased
anti	anti
platformy	platvormide
platformy	platvorm
brankára	väravavaht
brankára	väravavahi
preč	läinud
preč	eemal
preč	eemale
hľadal	otsitud
hľadal	otsisin
hľadal	otsitud
hľadal	otsis
hľadal	otsitakse
islamu	islam
esperanto	esperanto
hrobu	haud
hrobu	hauda
hrobu	haua
dátumu	kuupäev
christoph	christoph
hĺbku	sügavus
hercov	näitlejad
ohrozený	ohustatud
ohrozený	ohustatud
ohrozený	ohustatud
poéziu	luule
viditeľný	nähtavad
viditeľný	nähtav
videa	video
kresby	joonised
kresby	joonistused
rozhodnúť	otsustama
rozhodnúť	otsusta
podaní	administratsioon
podaní	haldus
podaní	manustamine
kube	kuuba
bolesť	valus
bolesť	valu
deriváty	derivaadid
konkrétny	betoonist
konkrétny	konkreetseid
konkrétny	betooni
originálny	originaalne
originálny	originaal
originálny	algne
komik	koomik
obrat	käive
walker	walker
štvrtého	neljas
štvrtého	neljandaks
natrvalo	alalise
natrvalo	alalised
natrvalo	alaline
natrvalo	püsiv
natrvalo	jäädavalt
natrvalo	püsivalt
súostrovie	saarestik
alexandre	alexandre
ekonomicky	majanduslikult
lúč	kiir
lúč	ray
orientované	orienteeritud
orientované	orienteeritud
prežili	ellujäänuid
prežili	ellujäänud
vyšetrovanie	uurimine
vyšetrovanie	uurimine
vyšetrovanie	uurimised
vyšetrovanie	uurimine
vyšetrovanie	uurimiste
vyšetrovanie	uurimised
vyšetrovanie	uuringud
šachu	male
austin	austin
vinyl	vinüül
ideálne	ideaalsed
ideálne	ideaalne
ideálne	ideaaljuhul
abc	abc
občan	kodanik
cia	cia
cia	cia
disky	kettad
disky	kettad
disky	sõidab
disky	veljed
vzácny	hinnaline
vzácny	harv
vzácny	harva
vzácny	haruldased
vzácny	haruldane
strauss	strauss
dokonale	perfektselt
dokonale	täiuslikult
krivka	kõver
sláva	kuulsus
sláva	hiilgus
niektorý	mõned
šéf	ülemus
šéf	boss
vasilij	vassili
vasilij	vassili
nádor	kasvaja
nádor	kasvaja
hliníka	alumiiniumi
hliníka	alumiinium
hliníka	alumiiniumist
finančná	rahaline
finančná	finants
finančná	rahalised
prápor	pataljon
natočil	filmitud
anjou	anjou
wrestling	maadlus
zhrnutie	kokkuvõte
cestný	maantee
cestný	tee
cestný	road
vetu	lause
analýzu	analüüsi
analýzu	analüüs
nar	reg
trhy	turud
dávid	david
lasica	nirk
irak	iraak
jasná	hele
jasná	ere
znížiť	vähenda
znížiť	vähendada
znížiť	vähenemine
znížiť	vähenda
obytných	elamu
vyhnúť	vältinud
inšpiroval	inspireeritud
ltd	ltd
pologuli	poolkera
pilota	piloot
spomínajú	mainib
spomínajú	mainitakse
slnečný	päikeseline
okna	aken
okna	akna
najrýchlejšie	kiireim
budapest	budapestis
budapest	budapesti
pristátia	maandumine
raj	raj
raj	paradiisi
raj	paradiis
budovanie	hoone
budovanie	ehitamine
budovanie	ehitis
lucie	lucie
otvára	avab
otvára	avamine
územné	territoriaalne
územné	territoriaalse
bývanie	eluaseme
odlišujú	eristab
bis	bis
nepretržite	pidevalt
hustoty	tihedus
zobrazí	etendused
zobrazí	näitab
viditeľná	nähtavad
viditeľná	nähtav
trend	trend
trend	suundumus
júlia	julie
júlia	julija
júlia	julia
júlia	juliet
kuchyňa	köök
carolina	carolina
pravdepodobnosti	tõenäosus
obsadiť	okupeerida
reagovať	reageerivad
reagovať	reageeri
reagovať	reageerima
reagovať	reageerida
srb	serbia
vyhrať	win
vyhrať	võida
plošiny	platvormide
referendum	referendum
referendum	referendumi
spánku	uni
spánku	maga
spánku	magamine
spánku	magama
spánku	magada
fyzická	füüsikalised
fyzická	füüsiline
fyzická	füüsilised
fyzická	füüsikaline
fyzická	füüsilise
piata	viies
piata	viiendaks
rex	rex
fame	kuulsus
cestovný	reisimine
cestovný	reisi
tempo	tempo
tempo	tempo
stĺpy	poolakad
stĺpy	veerud
hostí	külalised
liečba	teraapia
liečba	ravi
liečba	ravile
liečba	töötlus
liečba	ravi
liečba	töötlemine
liečba	ravile
slávik	nightingale
premenných	muutujad
sms	sms
komerčný	kaubanduslik
komerčný	reklaam
králik	jänes
králik	küülik
obsahujúci	sisaldab
obsahujúci	sisaldavad
záber	lask
záber	tulistatud
záber	tulistas
indická	india
indická	indiaanlane
presvedčenie	veenmine
presvedčenie	veendumuste
presvedčenie	uskumused
presvedčenie	veendumust
presvedčenie	veendumus
produktom	toode
produktom	toote
bytosť	olemise
bytosť	olemine
učebnice	õpiku
prechodné	ülemineku
prechodné	üleminek
poľnohospodárska	põllumajanduslik
tmavé	tume
kancelária	kontor
kancelária	büroo
kancelária	kabinet
vstupné	sisendi
vstupné	sisend
its	oma
súhrnné	koondatud
finančný	rahaline
finančný	finants
finančný	rahalised
rozhrania	liidesed
toyota	toyota
kaplán	kaplan
promo	promo
valca	silindri
valca	ballooni
porsche	porsche
zvýšená	suurenenud
zvýšená	suurendatud
zvýšená	kõrgenenud
zvýšená	kõrgendatud
predčasne	enneaegselt
predčasne	enneaegne
versailles	versailles
plánovaný	ajastatud
plánovaný	planeeritud
plánovaný	plaanitud
plánovaný	kavandatud
identity	identiteedid
identity	identiteedi
identity	identiteet
anjel	angel
anjel	ingel
vnuk	lapselaps
vnuk	pojapoeg
kritický	kriitiline
kritický	kriitilised
army	armee
army	sõjavägi
ida	ida
ekológia	ökoloogia
išiel	läks
biológ	bioloog
enterprise	enterprise
enterprise	ettevõte
enterprise	ettevõtlus
šach	shah
šach	male
hustotu	tihedus
auf	auf
hrubé	bruto
hrubé	paksud
hrubé	paks
správcovia	haldajad
správcovia	haldajad
správcovia	juhid
ekonómovia	majandusteadlased
zvolená	valitud
zvolená	valitud
značiek	kaubamärkide
značiek	märgid
značiek	marks
kolónia	koloonia
jang	jang
jang	yang
súčasti	komponendid
orientácia	orientatsiooni
prístupný	ligipääsetav
prístupný	juurdepääsetav
prístupný	kättesaadav
campbell	campbell
majiteľov	omanikud
luther	luther
američan	ameeriklane
američan	ameerika
američan	american
demokratické	demokraatlik
demokratické	demokraatlikud
nosiť	kanda
nosiť	kanna
nosiť	kanda
svetlá	tuled
svetlá	esituled
gerhard	gerhard
vaše	sinu
vaše	teie
vaše	sinu
pochopenie	arusaamine
pochopenie	mõistmist
pochopenie	mõistmine
pochopenie	arusaam
termíny	kuupäevad
termíny	terminid
termíny	tähtajad
catherine	catherine
catherine	katariina
oviec	lambad
oviec	lammas
prejde	möödub
prejde	läbib
einstein	einstein
disney	disney
býk	sõnn
býk	pulli
býk	pull
býk	bull
býk	härg
bitov	bitti
odporúča	soovitatav
odporúča	soovitatavad
odporúča	soovituslik
odporúča	soovitatud
odporúča	soovitas
odporúča	soovitab
tkaniva	kude
tkaniva	koe
tkaniva	koed
tkaniva	kudedes
tkaniva	kudede
tkaniva	kudesid
tkaniva	koed
majiteľa	omanik
seminár	töökoda
seminár	seminar
seminár	seminar
manéver	manööver
manéver	manööver
drogy	uimastid
drogy	narkootikumid
klient	kliendi
klient	klient
definovať	defineeri
definovať	määratleda
cenné	väärtuslik
čiara	liin
čiara	joone
čiara	joon
čiara	rida
gps	gps
trup	kere
trup	kere
trup	torso
herman	herman
schválený	heakskiidetud
presvedčiť	veenev
presvedčiť	veenda
presvedčiť	veena
presvedčiť	veenda
presvedčiť	veena
