மற்றும்	dan
பாடகர்	penyanyi
பாடகர்	singer
ஏற்பாடு	disusun
ஏற்பாடு	tersusun
ஏற்பாடு	terurus
ஏற்பாடு	terancang
ஏற்பாடு	susunan
ஏற்பாடு	susun
நிறைந்த	full
நிறைந்த	kenyang
நிறைந்த	penuh
தர்மபுரி	dharmapuri
கட்டிடக்கலை	arkitek
கட்டிடக்கலை	rekabentuk
கட்டிடக்கலை	senibina
ஆட்டம்	game
ஆட்டம்	permainan
ஆட்டம்	permain
ஆட்டம்	mancis
ஆட்டம்	padan
மண்	tanah
மண்	tanahnya
மண்	pasir
குழுக்கள்	berkumpulan
குழுக்கள்	kumpulan
குழுக்கள்	groups
சூரியன்	ahd
சூரியன்	sun
சூரியன்	matahari
சூரியன்	mentari
இந்திரா	indira
இந்திரா	indra
தீ	api
சேர்ந்தார்	disertai
சேர்ந்தார்	joined
சேர்ந்தார்	menyertai
உருவாக்கிய	terdiri
கடற்கரை	beach
கடற்கரை	pantai
வீட்டில்	homemade
இயக்கிய	diarah
எடை	berat
யின்	yin
உருவான	dibentuk
வழங்குகிறது	membekal
வழங்குகிறது	menyediakan
ஜனதா	janata
ஜனதா	janta
தொடர்ச்சியாக	berterusan
பெற்றோர்	mengasuh
பெற்றோர்	parenting
பெற்றோர்	ibubapa
பெற்றோர்	induk
பெற்றோர்	parent
பெற்றோர்	ibubapa
ஒற்றை	single
ஒற்றை	bujang
ஒற்றை	singel
அச்சு	paksi
ஆஸ்திரேலியா	australia
கட்டப்பட்ட	dibina
கட்டப்பட்ட	dibina
பார்த்து	watching
பார்த்து	menyaksikan
பார்த்து	memerhati
பார்த்து	menonton
வழங்கிய	disediakan
எனப்படுகிறது	consecration
கடவுளின்	dewa
கடவுளின்	allah
வீதம்	kadar
வீதம்	rate
வேளாண்மை	pertanian
ஐரோப்பா	eropah
முடியவில்லை	gagal
எழுத	tulis
அறிஞர்கள்	ulama
புலவர்கள்	penyair
பிரான்ஸ்	france
பிரான்ஸ்	perancis
ஜெர்மனி	jerman
கொண்டே	kekalkan
பயன்படுத்தப்பட்டது	diguna
பயன்படுத்தப்பட்டது	digunakan
விரிவான	terperinci
தலைநகரம்	modal
தலைநகரம்	capital
வட்டார	tempatan
பிரபல	famous
பார்வை	reach
பார்வை	capaian
பார்வை	view
தகுதி	kelayakan
தகுதி	berkelayakan
தகுதி	layak
பாகம்	bahagian
பாகம்	modul
பாகம்	module
மரபணு	gen
எல்லை	sempadan
எல்லை	sempadan
எல்லை	hadkan
எல்லை	had
எல்லை	limit
எல்லை	julat
நடு	middle
நடு	tengah
வேறுபாடு	perbezaan
உறுப்பு	terma
உறுப்பு	unsur
நெடுஞ்சாலைகள்	lebuhraya
மருத்துவர்	doktor
மருத்துவர்	doctor
மருத்துவர்	doktor
இடத்தை	place
இடத்தை	tempat
எதிர்த்து	terhadap
ஏற்ற	gunung
ஏற்ற	mount
ஏற்ற	lekap
புதினம்	novel
இடையிலான	antara
இலக்கணம்	grammer
இலக்கணம்	kesusasteraan
இலக்கணம்	sastera
இலக்கணம்	tatabahasa
லண்டன்	london
கோப்பை	piala
கோப்பை	trofi
கோப்பை	mug
கோப்பை	piala
கோப்பை	cup
கோப்பை	cawan
அலி	ali
வினை	reaksi
வினை	tindakbalas
இத்	engan
கருத்தில்	mempertimbangkan
கருத்தில்	menimbangkan
கண்டி	kandy
உள்ளடக்கிய	termasuk
உள்ளடக்கிய	inclusive
வகுப்பு	kelas
வகுப்பு	class
இறுதியாக	finally
இறுதியாக	akhirnya
பொருளாதாரம்	ekonomi
பொருளாதாரம்	ekonomi
பொருளாதாரம்	kewangan
பொருளாதாரம்	ekonomi
தவறான	salah
தவறான	silap
தவறான	salah
உச்ச	supreme
உச்ச	klimaks
உச்ச	climax
ஆப்பிரிக்க	afrika
ஆப்பிரிக்க	african
முகம்மது	mohammad
முகம்மது	mohamed
முக்கியமாக	terutamanya
முடிகிறது	finishing
முடிகிறது	hujung
முடிகிறது	penamat
முடிகிறது	pengakhiran
நடந்து	berjalan
நடந்து	walking
விளைவு	result
விளைவு	effect
விளைவு	kesan
விளைவுகள்	kesan
இத்தாலி	itali
இணையத்தளம்	website
உருவாக்கம்	penciptaan
அமைதி	ketenangan
அமைதி	peace
அமைதி	senyap
அமைதி	silent
அமைதி	tenangkan
அமைதி	tenang
அமைதி	calm
ஐந்தாம்	kelima
வழக்கமான	biasa
வழக்கமான	regular
வழக்கமான	teratur
நன்றாக	sihat
நன்றாக	fine
கணேசன்	ganesan
பண்பாட்டு	kebudayaan
பண்பாட்டு	budaya
இருபது	twenty
பீட்டர்	peter
விஜய்	vijay
வேகம்	speed
வேகம்	kelajuan
வேகம்	laju
உளவியல்	psikologi
சதவீதம்	peratus
சதவீதம்	peratusan
சதவீதம்	peratus
பாலியல்	seksual
பாலியல்	seksual
அருங்காட்சியகம்	muzium
காட்டுகிறது	showing
காட்டுகிறது	menunjukkan
புவி	bumi
மன	mental
சிவாஜி	shivaji
சிவாஜி	sivaji
இரும்பு	besi
இரும்பு	iron
பழமையான	lagenda
பழமையான	legend
பழமையான	klasik
பழமையான	classic
செயற்கை	synthetic
செயற்கை	sintetik
செயற்கை	buatan
நீதி	keadilan
முடிந்தது	completed
முடிந்தது	dilengkapkan
முடிந்தது	selesai
முடிந்தது	tamat
முடிந்தது	done
முறைமை	mod
தண்டனை	penalti
தண்டனை	hukuman
தண்டனை	azab
ஒன்றும்	nothing
நாவல்	novel
ஜப்பான்	jepun
உதவுகிறது	membantu
சந்திப்பு	pelantikan
சந்திப்பு	temujanji
சந்திப்பு	perjumpaan
சந்திப்பு	rapat
சந்திப்பு	mesyuarat
சந்திப்பு	meeting
சந்திப்பு	meet
சந்திப்பு	bertemu
நாயக்கர்	nayak
மன்றங்கள்	forum
வாயு	gas
ராபர்ட்	robert
வழிபாடு	sembah
வழிபாடு	beribadat
வழிபாடு	beribadah
சிங்கள	sinhala
தொல்லியல்	arkeologi
தொல்லியல்	arkeologi
அறிவிக்கப்பட்டது	mengumumkan
அறிவிக்கப்பட்டது	diumumkan
அறிவிக்கப்பட்டது	umumkan
மனிதர்கள்	insan
மனிதர்கள்	manusia
மலையாளம்	malayalam
பரிமாற்றங்கள்	transaksi
அரங்கம்	teater
அரங்கம்	stadium
அரங்கம்	auditorium
சூழலில்	persekitaran
மரங்கள்	pokok
மரங்கள்	pohon
மரங்கள்	trees
எடுத்துக்காட்டு	contoh
மாதங்கள்	bulan
வடக்கே	utara
வடக்கே	north
தூரம்	jarak
அவசியம்	dikehendaki
அவசியம்	diperlukan
மாநாடு	persidangan
மாநாடு	summit
மாநாடு	kemuncak
மாநாடு	konvensyen
ஆண்டுதோறும்	annually
சொல்லும்	ckp
சொல்லும்	cakap
சொல்லும்	mengisahkan
விலங்கு	haiwan
தயாரிப்பாளர்	pengeluar
தயாரிப்பாளர்	pengeluar
தயாரிப்பாளர்	pengilang
படுகொலை	pembunuhan
அல்லாத	non
பூ	bunga
பூ	flower
பூ	buu
பூ	boo
யானை	gajah
வணிகம்	komersial
வணிகம்	komersil
வணிகம்	perniagaan
வணிகம்	bisnes
வணிகம்	niaga
வணிகம்	perdagangan
வணிகம்	trade
கல்	batu
அமைந்திருக்கும்	bertempat
இசையமைத்த	terdiri
நூறு	seratus
நூறு	ratus
பாலம்	jambatan
சார்	sir
சார்	tuan
சார்	encik
சுற்றுச்சூழல்	persekitaran
சுற்றுச்சூழல்	persekitaran
கல்வெட்டு	bersurat
கல்வெட்டு	prasasti
தாயார்	ibu
தாயார்	bonda
அதிகாரி	rasmi
அதிகாரி	official
அதிகாரி	pegawai
அதிகாரி	perwira
அதிகாரி	officer
புள்ளிகள்	skor
மைக்கேல்	michael
மைக்கேல்	micheal
புத்தகம்	kitab
புத்தகம்	tempah
புத்தகம்	book
கட்டிடங்கள்	bangunan
மதம்	agama
ஈடுபாடு	penglibatan
ஈடுபாடு	penglibatan
பள்ளிகள்	sekolah
பள்ளிகள்	mazhab
வீடியோ	video
வெளியில்	keluar
வெளியில்	out
விவரங்கள்	perincian
விவரங்கள்	butiran
விவரங்கள்	details
விவரங்கள்	detail
புதுச்சேரி	puducherry
புதுச்சேரி	pondicherry
பறவை	burung
பறவை	finch
எடுக்கப்பட்ட	direbut
எடுக்கப்பட்ட	diambil
எடுக்கப்பட்ட	taken
பகுப்பாய்வு	analisis
பகுப்பாய்வு	analisis
ஒருவன்	oruvan
சின்ன	chinna
உடனடியாக	segera
உடனடியாக	seketika
வரையறை	takrifan
வரையறை	definisi
வரையறை	pembatas
இணையம்	internet
கடும்	berat
எளிதாக	mudah
எளிதாக	mudahnya
விசை	kekunci
அழகிய	cantik
அழகிய	indah
நாட்டை	pengasingan
நாட்டை	buangan
அழைக்கப்பட்டது	dijemput
வேகமாக	laju
மாற்றப்பட்டது	ditukar
மாற்றப்பட்டது	diubahsuai
அட்டவணை	table
அட்டவணை	jadual
அட்டவணை	meja
அட்டவணை	jadual
தீர்வு	penyelesaian
தீர்வு	solution
மதிப்பீடு	penarafan
மதிப்பீடு	kadaran
அருகிலுள்ள	berhampiran
அருகிலுள்ள	berdekatan
அட்டை	lintah
அட்டை	card
அட்டை	kad
ஒருமுறை	sekali
முன்பே	sudah
முன்பே	sudahpun
ராக்	batu
ராக்	rock
செல்கிறது	goes
பெருமளவில்	wildly
கட்டுப்பாடு	kawalan
தவிர்த்து	mengecualikan
தவிர்த்து	excluding
சோழர்	chola
சோழர்	cholas
சிக்கல்	issue
சிக்கல்	isu
சிக்கல்	masalah
சிக்கல்	problem
சிக்கல்	masaalah
பழங்குடி	suku
யூத	yahudi
பொறுப்பு	bertanggungjawab
பொறுப்பு	liabiliti
பொறுப்பு	tanggungjawab
நேர்	positive
நேர்	positif
நேர்	straight
நேர்	bimbingan
ஷா	sha
ஷா	shah
ஷா	shaw
நடுவில்	middle
நடுவில்	tengah
ஜெர்மன்	jerman
ஜெர்மன்	tatabahasa
முகமது	mohammad
முகமது	mohammed
நபர்	individu
நபர்	orang
நபர்	person
கிருஷ்ணன்	krishnan
ஐந்தாவது	kelima
மத்தியப்	madhya
வெப்பம்	panas
வெப்பம்	haba
ராஜ்	raj
பெருமை	kebanggaan
பெருமை	pride
பெருமை	maruah
பெருமை	bangga
பெருமை	proud
பாடசாலை	sekolah
சா	cha
சா	shah
தங்க	emas
தங்க	gold
ஜோசப்	yusuf
ஜோசப்	joseph
பயன்பாட்டில்	pengaki
நாடாளுமன்றம்	parlimen
கூட்டம்	gathering
கூட்டம்	perhimpunan
கூட்டம்	perjumpaan
கூட்டம்	rapat
கூட்டம்	mesyuarat
கூட்டம்	meeting
கூட்டம்	keramaian
அலை	gelombang
அலை	ombak
அலை	ombak
அலை	lambai
அலை	wave
அலை	gelombang
இந்தியன்	indian
இந்தியன்	india
ஆசிரியர்கள்	guru
ஆசிரியர்கள்	pengarang
ஆசிரியர்கள்	penulis
இலண்டன்	london
பந்து	bola
பந்து	bebola
சாதி	kasta
ஆறுகள்	sungai
மூர்த்தி	murti
வென்றது	won
வென்றது	dimenangi
வென்றது	menang
சிவ	shiv
சன்	ahd
சன்	sun
சன்	matahari
சன்	mentari
கலிபோர்னியா	california
தத்துவம்	peribahasa
தத்துவம்	pepatah
தத்துவம்	falsafah
தத்துவம்	prinsip
இரா	ira
அதிகாரிகள்	pegawai
அதிகாரிகள்	perwira
அதிகாரிகள்	pejabat
அனைவருக்கும்	semuanya
மருந்துகள்	dadah
புதூர்	pudur
சென்	chen
சென்	sen
சிக்கலான	kritikal
சாதனை	rakam
சாதனை	rekod
சாதனை	pencapaian
சாதனை	achievement
அடுக்கு	slot
அடுக்கு	lapisan
பின்னாளில்	later
பின்னாளில்	kemudiannya
பின்னாளில்	nanti
இசுலாம்	islam
மேரி	mary
மேரி	maryam
பெரியார்	periyar
சோடியம்	natrium
பல்	dental
பல்	gigi
பல்	pergigian
பல்	gigi
ஓவியங்கள்	lukisan
விரைவாக	cepat
விரைவாக	laju
விரைவாக	cepat
பண்புகள்	keperibadian
பண்புகள்	atribut
கலந்த	bercampur
கலந்த	campuran
கலந்த	mixed
கலந்த	dicampur
பருவம்	musim
பருவம்	parva
பொருள்கள்	perkara
பொருள்கள்	tema
பொருள்கள்	objek
பொருள்கள்	barangan
பொருள்கள்	item
அடைந்து	dijangkau
அடைந்து	dicapai
நெருங்கிய	terdekat
நெருங்கிய	terhampir
பரப்பு	permukaan
பரப்பு	surface
பரப்பு	keluasan
பரப்பு	kawasan
பரப்பு	area
ஆய்வாளர்கள்	penganalisa
ஆய்வாளர்கள்	penganalisis
ஏதாவது	sebarang
ஏதாவது	sesuatu
வழங்க	menyediakan
வழங்க	sediakan
ஏற்று	muatkan
ஏற்று	gunung
ஏற்று	mount
ஏற்று	lekap
ஏற்று	eksport
ஹென்றி	henry
சுதந்திரம்	freedom
சுதந்திரம்	kebebasan
தலைமையகம்	markas
சர்	sir
சர்	tuan
சர்	encik
முனிவர்	bijak
கட்டிடம்	bangunan
கட்டிடம்	membina
அணை	dam
அணை	empangan
அணை	off
அணை	dimatikan
நல்லது	positive
நல்லது	positif
நல்லது	good
நல்லது	gud
கருத்தை	komen
வேறுபாடுகள்	perbezaan
அழற்சி	radang
அழற்சி	keradangan
அழற்சி	kolitis
தலைமையிலான	diketuai
சேர	join
சேர	cheras
ஐயர்	iyer
தொன்மவியல்	mitos
தொன்மவியல்	mitologi
கும்பகோணம்	kumbakonam
மையமாக	medium
ஆஸ்திரேலிய	australian
ஆஸ்திரேலிய	australia
வடிவங்கள்	corak
வடிவங்கள்	pola
வடிவங்கள்	format
சுய	diri
சுய	kendiri
குருதி	blood
குருதி	darah
படைப்புகள்	ciptaan
குதிரை	knight
குதிரை	satria
குதிரை	wira
குதிரை	kuda
குதிரை	pony
குறைந்து	down
குறைந்து	kebawah
மத	agama
மத	keagamaan
வெளிநாட்டு	asing
வெளிநாட்டு	foreign
சந்திர	chandra
சந்திர	lunar
வண்டி	automotif
வண்டி	lori
வண்டி	trak
வண்டி	kart
வண்டி	troli
வண்டி	cart
வண்டி	kenderaan
பங்களிப்பு	sumbangan
அணிகள்	pasukan
அணிகள்	teams
கூகிள்	google
பசிபிக்	pacific
பசிபிக்	pasifik
விதிகள்	rules
விதிகள்	peraturan
விதிகள்	terma
சுல்தான்	sultan
இயல்பு	normal
உப்பு	garam
கட்சிகள்	parti
கொள்கைகள்	prinsip
கொள்கைகள்	dasar
கொள்கைகள்	prinsip
தஞ்சை	tanjore
அடைய	baligh
அடைய	achieve
விழுக்காடு	peratus
விழுக்காடு	peratusan
விழுக்காடு	peratus
வலி	kepedihan
வலி	sakit
வலி	keperitan
வலி	kesakitan
வலி	pain
வலி	menyakitkan
குறைவு	rendah
குறைவு	low
குறைவு	kurang
குறைவு	kurangkan
குறைவு	less
நடைமுறையில்	praktis
நிரல்	program
பிரேசில்	brazil
வருகை	kehadiran
வருகை	melawati
வருகை	melawat
வருகை	lawati
வருகை	lawat
வருகை	lawatan
வருகை	melawat
வருகை	tiba
மின்னஞ்சல்	emel
மின்னஞ்சல்	email
அரிய	rare
அரிய	jarang
லாஸ்	los
லாஸ்	las
பிரிந்து	dipisahkan
பிரிந்து	berpisah
பிரிந்து	berasingan
தீவிர	serious
கொழுப்பு	gemuk
கொழுப்பு	lemak
குழாய்	paip
குழாய்	tiub
குழாய்	tabung
குழாய்	tube
தனியாக	bersendirian
தனியாக	sendiri
தனியாக	keseorangan
தடுப்பு	penahanan
தற்பொழுது	sekarang
தற்பொழுது	skrg
தற்பொழுது	now
தற்பொழுது	kini
மைசூர்	mysore
வீச்சு	julat
உயிரினங்கள்	makhluk
உயிரினங்கள்	mahluk
இறந்தார்	died
கூடுதலான	tambahan
நீல	blue
நீல	biru
நாடகங்கள்	drama
கப்பல்கள்	kapal
கப்பல்கள்	ships
கப்பல்கள்	cruises
வெளிப்புற	outdoor
வெளிப்புற	luaran
வெளிப்புற	luaran
தெளிவாக	jelas
அரை	mengisar
அரை	giling
அரை	separa
அரை	separuh
அரை	haif
அரை	half
ஏக்கர்	ekar
ஏக்கர்	acre
தெரியும்	kelihatan
தெரியும்	tampak
தெரியும்	kebolehlihatan
தெரியும்	knew
தெரியும்	tau
தெரியும்	kenali
தெரியும்	tahu
நடை	style
நடை	gaya
நடை	subjenis
நடை	bergaya
நடை	stail
நடை	walk
நடை	berjalanlah
திருமண	wedding
திருமண	kahwin
திருமண	perkahwinan
திருமண	kawin
அரியலூர்	ariyalur
பஞ்சாபி	punjabi
நெல்	nell
நெல்	nasi
நெல்	beras
நெல்	nel
நெல்	paddy
டச்சு	belanda
டச்சு	dutch
ஆரணி	arni
காட்டு	tunjuk
காட்டு	papar
காட்டு	display
காட்டு	view
ஏறக்குறைய	almost
ஏறக்குறைய	hampir
முறையான	proper
முறையான	sah
முறையான	kesahihan
முறையான	kesahan
மார்க்	tanda
மார்க்	mark
பேரரசர்	maharaja
பேரரசர்	kaiser
வை	vai
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	dewasa
கோல்	cole
கோல்	gol
கோல்	matlamat
கோல்	goal
தோன்றியது	muncul
போதுமான	mencukupi
போதுமான	cukup
போதுமான	secukupnya
போதுமான	cukuplah
நேரு	nehru
குஜராத்	gujrat
குஜராத்	gujarat
கருத்துக்கள்	komen
அருள்	amacam
அருள்	arul
வெறும்	hany
வெறும்	cuma
வெறும்	hanya
முயற்சிகள்	cubaan
முயற்சிகள்	percubaan
கொல்கத்தா	kolkata
கோபுரம்	tower
கோபுரம்	menara
அரண்மனை	istana
அரண்மனை	palace
வெற்றிகரமாக	berjaya
ஆகஸ்டு	ogos
பெரு	peru
அறை	sel
அறை	bilik
அறை	room
இராமநாதபுரம்	ramanathapuram
மணம்	harum
மணம்	berbau
நிறை	jisim
மோசமான	buruk
மோசமான	teruk
மோசமான	teruk
மை	dakwat
இறந்து	die
இறந்து	mati
இறந்து	died
இறந்து	dead
இறந்து	mati
வலை	web
வலை	sesawang
வலை	jejaring
நுரையீரல்	paru
நுரையீரல்	lung
நுரையீரல்	paru
பிறந்து	lahir
பிறந்து	dilahirkan
பிறந்து	born
கொரியா	korea
காடு	hutan
காடு	rimba
காடு	jungle
சான்றுகள்	kelayakan
சீக்கிய	sikh
மண்டல	serantau
கங்கை	ganges
லீ	lee
கணிதம்	matematik
கணிதம்	matematik
கணிதம்	matematik
பூமி	bumi
கணக்கு	akaun
ஒழுங்கு	sejajar
ஏர்	bajak
ஏர்	udaranya
ஏர்	udara
ஏர்	air
அறிகுறிகள்	gejala
அறிகுறிகள்	simptom
அனுப்பி	hantar
அனுப்பி	sent
அனுப்பி	dihantar
அதிகரிக்கும்	meningkat
அதிகரிக்கும்	tingkatkan
நீதிபதி	hakim
உணர்வு	feeling
உணர்வு	perasaan
சூப்பர்	super
பெரம்பலூர்	perambalur
பொன்	golden
பொன்	emas
பொன்	keemasan
பல்கலைக்கழகங்கள்	universiti
ஆக்சைடு	oksida
எழுதும்	penulisan
எழுதும்	membakar
எழுதும்	pembakaran
பாப்	pap
பாப்	bob
பாப்	pop
ஆயர்	ayer
உருவாகிறது	membentuk
உருவாகிறது	bentukkan
மனிதர்	manusia
மனிதர்	human
தளபதி	komander
எடுத்த	took
ராணி	ratu
ராணி	queen
ராணி	permaisuri
ராணி	rani
அதிமுக	aiadmk
நெதர்லாந்து	belanda
உரையாடல்	dialog
உரையாடல்	interaksi
உரையாடல்	dialog
உரையாடல்	perbualan
வீடுகள்	homes
வீடுகள்	rumah
வீடுகள்	villas
திரை	screen
திரை	skrin
சுற்றியுள்ள	sekitarnya
நடனம்	dance
நடனம்	tarian
நடனம்	menari
நடனம்	gelek
கிளை	pokok
கிளை	cawangan
அகராதி	lexicon
அகராதி	kamus
முன்னால்	front
முன்னால்	depan
முன்னால்	hadapan
கண்ணாடி	gelas
கண்ணாடி	kaca
கண்ணாடி	glass
கண்ணாடி	cermin
கண்ணாடி	mirror
கண்ணாடி	kacamata
கண்ணாடி	glasses
குறியீடுகள்	kod
குறியீடுகள்	tag
குறியீடுகள்	tags
செயல்திறன்	performance
செயல்திறன்	prestasi
மேற்கோள்	petikan
மேற்கோள்	kutip
மேற்கோள்	rujukan
மேற்கோள்	reference
ஓரளவு	agak
தல	thala
பூக்கும்	mekar
தொகுத்து	hos
பிள்ளையார்	pillai
பூமியின்	bumi
வாயில்	gate
குறை	mengurangkan
குறை	kurangkan
குறை	mengurangkan
குறை	kurangkan
தொடர்ச்சியான	berterusan
மரணம்	kematian
மரணம்	death
மரணம்	maut
மரணம்	ajal
விளக்க	explain
விளக்க	terangkan
பெருங்கடல்	samudera
பெருங்கடல்	lautan
பெருங்கடல்	ocean
மொழியியல்	linguistik
சம	menyamai
சம	sama
சம	setara
செயல்பாடு	function
செயல்பாடு	fungsi
செயல்பாடு	operasi
செயல்பாடு	aktiviti
செயல்பாடுகள்	operasi
ஆந்திர	andhra
கார்	car
கார்	kereta
தாய்லாந்து	thailand
விளக்கும்	lampu
விளக்கும்	menjelaskan
பக்தி	pengabdian
உலோக	logam
உலோக	metal
உலோக	logam
உலோக	metallic
பெறுகிறது	menerima
பெறுகிறது	mendapatkan
பெறுகிறது	getting
ஊடாக	menerusi
ஊடாக	melalui
இப்பொழுது	sekarang
இப்பொழுது	skrg
இப்பொழுது	now
இப்பொழுது	kini
சீ	chi
சீ	cee
காஞ்சி	kanchi
கோப்பு	fail
கோப்பு	fail
கண்டுபிடிக்கப்பட்டது	menemui
அண்மைய	terkini
அண்மைய	terbaru
அண்மைய	terbaharu
ராவ்	rao
சட்டங்கள்	bingkai
சட்டங்கள்	frame
குண்டு	bomb
குண்டு	bom
கோவிலில்	temple
கோவிலில்	kuil
வால்	buntut
வால்	ekor
வால்	val
மின்சார	elektrikal
மின்சார	eletrik
மின்சார	elektrik
மின்சார	electric
மலைகள்	ganang
மலைகள்	banjaran
மலைகள்	pergunungan
தேர்தல்கள்	pilihanraya
நிற்கும்	berdiri
நிற்கும்	stand
நிற்கும்	berdiri
புத்தர்	buddha
காரணங்கள்	punca
காரணங்கள்	menyebabkan
நரம்பு	nervous
நரம்பு	gementar
நரம்பு	urat
நரம்பு	vena
நரம்பு	saraf
பாதிக்கப்பட்ட	dijangkiti
பாதிக்கப்பட்ட	berjangkit
பாதிக்கப்பட்ட	terpengaruh
பாதிக்கப்பட்ட	terjejas
பாதிக்கப்பட்ட	dipengaruhi
பாதிக்கப்பட்ட	korban
தென்கிழக்கு	tenggara
பை	bag
பை	beg
பை	bye
பை	pai
காட்டி	pelihat
காட்டி	viewer
காட்டி	penonton
அடிகள்	langkah
அடிகள்	steps
பாறை	karang
பாறை	laya
பாறை	terumbu
பாறை	batu
பாறை	rock
அடைந்தது	dijangkau
அடைந்தது	dicapai
வேண்டாம்	dont
விவரம்	description
விவரம்	detail
உள்ளடக்கியது	mengandungi
வட்டங்கள்	bulatan
முதல்வர்	pengetua
தாமஸ்	thomas
பிட்	bit
தலைப்பு	tajuk
தலைப்பு	gelaran
தலைப்பு	caption
புலி	tiger
புலி	harimau
முதலீடு	melabur
முதலீடு	pelaburan
ஏழாம்	ketujuh
சிறை	penjara
சிறை	penjara
கிங்	raja
கிங்	king
டாலர்	dolar
வரிகள்	garisan
வரிகள்	cukai
வளம்	sumber
வளம்	kekayaan
வளம்	fleksibiliti
வளம்	kesuburan
வளம்	resources
வளம்	sumber
ஒருங்கிணைந்த	bersepadu
எருசலேம்	jerusalem
பார்	lihat
பார்	bar
பார்	tengok
பார்	look
கடற்படை	navy
பெங்களூர்	bangalore
துறைமுகம்	harbor
துறைமுகம்	pelabuhan
துறைமுகம்	pelabuhan
துறைமுகம்	port
அடையும்	menjangkau
அடையும்	mencapai
வணக்கம்	hello
தினம்	hari
தனிநபர்	individu
தனிநபர்	followers
தவிர்க்க	dielakkan
தவிர்க்க	tunda
இதய	jantung
இடைவெளி	break
இடைவெளி	hentian
இடைவெளி	rehat
இடைவெளி	ruang
இடைவெளி	space
இடைவெளி	angkasa
மருத்துவமனை	hospital
மருத்துவமனை	klinik
தருகிறது	wada
அடக்கம்	pengebumiannya
அடக்கம்	pengebumian
தலைமுறை	janaan
வசிக்கும்	living
நிலைகள்	aras
இயங்குகிறது	running
இயங்குகிறது	larian
காடுகள்	perhutanan
காடுகள்	hutan
காடுகள்	hutan
கோவில்கள்	kuil
ஸ்டார்	kebuluran
ஸ்டார்	kebulur
ஸ்டார்	star
ஸ்டார்	bintang
திருகோணமலை	trincomalee
இரயில்வே	railways
இராணுவம்	ketenteraan
இராணுவம்	tentera
இராணுவம்	tentera
இராணுவம்	army
வாழ்நாள்	lifetime
இரவில்	semalaman
இரவில்	bermalam
இரவில்	overnight
இரவில்	malam
உருவம்	imej
பட்டு	sutera
பட்டு	sutra
வங்கிகள்	banks
வங்கிகள்	bank
பாணி	style
பாணி	gaya
பாணி	subjenis
பாணி	bergaya
பாணி	stail
கொண்டாடப்படுகிறது	diraikan
எகிப்து	mesir
பறக்கும்	terbang
பறக்கும்	flying
திருமால்	vishnu
தெளிவான	clear
தெளிவான	jelas
தெளிவான	asah
திறந்து	dibuka
ஆல்பம்	album
வைணவ	vaishnava
அன்பு	love
அன்பு	cinta
வலையமைப்பு	rangkaian
வலையமைப்பு	network
நீலகிரி	nilgiri
நீலகிரி	nilgiris
பழனி	palani
ஆதாரங்கள்	bukti
ஆதாரங்கள்	resources
ஆதாரங்கள்	sumber
முகம்	muka
முகம்	wajah
மின்சாரம்	eletrik
மின்சாரம்	elektrik
திங்கள்	isnin
பருவத்தில்	musim
லட்சம்	lakh
குளம்	kolam
குளம்	kolam
குளம்	pool
அமெரிக்கன்	american
அமெரிக்கன்	amerika
பத்திரிகை	tekan
பத்திரிகை	akhbar
பத்திரிகை	magazine
பத்திரிகை	majalah
பரிசுகள்	hadiah
காப்புரிமை	paten
காப்புரிமை	hakcipta
கேள்வி	menanya
கேள்வி	pertanyaan
கேள்வி	persoalan
கேள்வி	soalan
பாதையில்	punca
பாதையில்	sebab
குடும்பங்கள்	families
குடும்பங்கள்	keluaga
குடும்பங்கள்	keluarga
கொரிய	korea
சிந்து	indus
சிந்து	sindhu
அறக்கட்டளை	foundation
திரைக்கதை	screenplay
விளக்கு	ringan
விளக்கு	cahaya
விளக்கு	light
விளக்கு	lampu
விளக்கு	pelita
விளக்கு	lampu
தம்பி	thambi
ஜோன்	joan
ஜோன்	joon
ஜோன்	jon
விரும்பும்	mahu
கிராம்	gram
காவல்துறை	polis
கேட்டு	mendengar
காஷ்மீர்	kashmir
ரிச்சர்ட்	richard
பனி	jerebu
பனி	kabut
பனி	condition
பனி	kabus
பனி	salji
பனி	ais
ஆறாவது	keenam
சிக்கல்கள்	persoalan
சிக்கல்கள்	isu
ஜப்பானிய	jepun
தானியங்கி	auto
தானியங்கி	robot
தானியங்கி	automotif
தானியங்கி	automatik
தானியங்கி	automatic
ஆடி	aadi
ஆடி	audi
ஆட்டத்தில்	game
ஆட்டத்தில்	permainan
ஆட்டத்தில்	permain
காவிரி	kaveri
கோடு	line
கோடு	garisan
தன்னாட்சி	autonomi
இலக்கு	destinasi
இலக்கு	sasaran
இலக்கு	mensasarkan
இலக்கு	gol
இலக்கு	matlamat
இலக்கு	goal
இலக்கு	sasaran
இலக்கு	target
ஆளுநர்	gabenor
சமுதாய	komuniti
சொத்து	aset
சொத்து	property
சொத்து	hartanah
கொடுக்க	give
கொடுக்க	kasi
சகோதரர்	saudara
சகோதரர்	brother
சகோதரர்	abg
காரணிகள்	faktor
எக்ஸ்பிரஸ்	express
எக்ஸ்பிரஸ்	luahkan
இருவர்	dua
கோவா	goa
ஒன்றிய	union
ஒன்றிய	kesatuan
ஒன்றிய	penyatuan
ஆப்பிரிக்கா	afrika
