sultán	szultán
ramená	fegyverek
plní	teljesít
libreto	librettó
western	nyugati
western	nyugat
western	western
vedené	vezérelt
vedené	irányított
špecifický	specifikus
špecifický	konkrét
trvalé	tartós
trvalé	állandó
trvalé	végleges
trvalé	tartós
trvalé	maradandó
trvalé	tartós
trvalé	maradandó
baňa	enyém
beroun	beroun
gilbert	gilbert
double	kettős
double	dupla
double	duplán
dakota	dakota
očí	szemed
očí	szeme
očí	szem
očí	szemek
vrstvu	réteg
formáty	formátumok
baker	baker
baker	pék
utiekol	elmenekült
utiekol	megszökött
utiekol	menekült
utiekol	elmenekült
mini	mini
pracovníci	dolgozók
pracovníci	munkavállalók
pracovníci	munkások
kolumbii	kolumbia
zoskupenia	klaszter
zoskupenia	klaszterek
zoskupenia	csoportosulások
zoskupenia	csoportosulás
urobila	tette
ovplyvnené	befolyásolták
ovplyvnené	érintett
ovplyvnené	érintettek
existovalo	léteztek
existovalo	létezett
kansas	kansasi
kansas	kansas
ľudská	ember
ľudská	emberi
šťastný	boldogság
šťastný	boldog
konfliktov	konfliktusok
konfliktov	konfliktus
trek	trek
breh	partra
breh	part
breh	shore
mladí	fiatalok
mladí	fiatal
mladí	fiatalos
povinný	kötelező
povinný	kötelezően
povinný	kötelező
povinný	kötelezően
graz	graz
krásne	gyönyörű
krásne	bájos
krásne	kedves
známky	bélyeg
známky	bélyegző
známky	bélyegeket
známky	bélyeget
predal	eladva
predal	eladott
predal	elkelt
obor	óriás
prekonať	felülmúlni
predpokladu	feltevés
predpokladu	feltételezés
prezidentských	elnöki
brániť	megvédeni
bohatá	gazdag
bohatá	gazdagok
bohatá	rich
turecká	török
site	szita
site	helyszín
site	helyén
site	webhely
martín	martín
maxim	maxim
príbuzné	hozzátartozók
príbuzné	rokonok
príbuzné	összefüggő
príbuzné	kapcsolódó
príbuzné	rokonok
príbuzné	rokon
príbuzné	kapcsolatban
súrodenci	testvérek
rozmer	dimenzió
primátor	polgármester
jordan	jordán
jordan	jordan
rozpočet	költségvetés
philipp	philipp
franklin	franklin
batérie	akkumulátor
batérie	elem
batérie	elemmel
batérie	telepek
batérie	elem
batérie	akkumulátorok
batérie	elemek
neplatný	érvénytelen
knižnici	könyvtári
knižnici	könyvtár
knižnici	könyvtárban
zriadené	letelepedett
alkoholu	alkoholos
alkoholu	alkoholt
alkoholu	alkohol
maría	maría
dublin	dublini
dublin	dublin
veronika	veronica
veronika	veronika
rom	rom
terry	terry
výmenu	csere
okolnosti	körülmények
okolnosti	körülmény
okolnosti	körülmények
okolnosti	körülmény
vianoce	karácsonykor
vianoce	karácsonyi
vianoce	karácsony
zaútočili	megtámadott
zaútočili	megtámadta
zaútočili	megtámadtak
predpoklad	feltételezés
predpoklad	feltevés
predpoklad	feltételezés
predpoklad	hipotézis
predpoklad	feltevés
predpoklad	feltételezés
predpoklad	elmélet
predpoklad	előfeltétele
fedor	fedor
pokoj	béke
pokoj	serenity
atentát	merénylet
bonaparte	bonaparte
plánovaná	ütemezett
plánovaná	tervezett
plánovaná	megtervezett
aspekty	szempontok
aspekty	szempontjai
vyvoláva	felveti
pacienta	páciens
pacienta	türelmes
pacienta	beteg
letiská	repülőterek
letiská	repülőterek
odmietla	elutasított
odmietla	elutasítva
matke	édesanyám
matke	anya
kollár	kollár
zasiahla	közbelépett
diamond	gyémánt
diamond	diamond
zajatí	fogságban
zajatí	fogságban
zajatí	fogoly
hrobky	sír
jadrová	nukleáris
klasifikácie	osztályozások
klasifikácie	osztályozás
realizovať	végrehajtani
realizovať	végrehajtja
realizovať	végrehajtása
kľúčové	kulcsfontosságú
kľúčové	key
kľúčové	kulcs
desaťročia	évtizedek
grace	kegyelem
grace	grace
cestoval	utazott
cestoval	utazott
kartu	lap
kartu	kártya
dana	dana
edgar	edgar
stuart	stuart
študuje	tanulok
študuje	tanul
študuje	tanulás
dokazuje	bizonyítja
zákone	testamentum
toulouse	toulouse
tokov	flow
urán	urán
urán	uránusz
strecha	tető
strecha	tetőn
strecha	tető
strecha	tetőn
utiecť	szökés
utiecť	menekülés
utiecť	megszökni
kampane	kampányok
danny	danny
obyvateľom	lakói
obyvateľom	lakosok
obyvateľom	lakos
obyvateľom	lakói
obyvateľom	lakók
obyvateľom	lakosok
magic	varázs
magic	magic
magic	varázslat
magic	mágia
stráca	elveszíteni
stráca	veszíteni
stráca	veszít
materskej	kismama
materskej	anyaság
materskej	anyavállalat
materskej	szülői
materskej	szülő
bonus	prémium
bonus	bónusz
náhrada	kompenzáció
náhrada	kártérítés
náhrada	csere
náhrada	cseréje
dominika	dominique
dominika	dominika
dominika	dominikai
dominika	dominika
autorských	copyright
marcela	marcel
jakob	jakob
dostupná	elérhető
dostupná	rendelhető
obmedzenie	korlátozás
obmedzenie	korlátozás
obmedzenie	határ
obmedzenie	korlátozás
obmedzenie	határérték
obmedzenie	limit
obmedzenie	korlát
obmedzenie	kényszer
kameraman	operatőr
true	igaz
true	igazi
topenia	olvad
nariadenia	szabályzat
nariadenia	rendeletek
nariadenia	szabályozások
nariadenia	szabályozás
nariadenia	előírás
nariadenia	rendelet
nariadenia	szabályozás
moru	tengerparti
moru	tengerpart
moru	tengerparton
interakcie	kölcsönhatás
interakcie	kölcsönhatások
interakcie	kölcsönhatás
sedan	szedán
sedan	szalon
als	als
pobočky	ágak
pobočky	fiókok
kritiku	kritika
kritiku	kritikát
téme	téma
meč	kard
chad	chad
inštitúcia	intézmény
inštitúcia	intézmények
federálny	szövetségi
zistí	észleli
nádeje	reményeim
nádeje	reméli
externý	külső
voyager	voyager
zeus	zeusz
experimentálne	kísérleti
ostro	erősen
ostro	sharp
ostro	éles
ostro	élesen
mních	monk
mních	szerzetes
roh	sarkon
roh	kanyar
roh	sarok
roh	szarva
roh	kürt
roh	horn
všimol	észre
všimol	feltűnt
vlastníkom	tulaj
vlastníkom	tulajdonos
vlastníkom	tulajdonosa
povolené	engedélyezett
povolené	engedélyezve
povolené	engedélyezve
povolené	engedélyezett
povolené	engedélyezve
povolené	engedélyezett
povolené	engedélyezve
povolené	megengedett
povolené	engedélyezett
povolené	megengedett
jedenásť	tizenegy
magnus	magnus
epizódy	epizódjainak
epizódy	epizódok
epizódy	epizód
dočasné	ideiglenesen
dočasné	ideiglenes
dočasné	átmeneti
dočasné	ideiglenes
objavovať	felfedezés
objavovať	felfedezése
objavovať	felfedezés
objavovať	felfedezni
objavovať	felfedezése
stúpa	emelkedő
stúpa	emelkedik
potraviny	zöldséges
potraviny	étel
potraviny	élelem
potraviny	élelmiszerek
potraviny	táplálék
potraviny	élelmiszer
potraviny	élelmiszerek
potraviny	ételek
potraviny	élelmiszerek
očami	szemed
očami	szeme
očami	szem
očami	szemek
kategóriu	kategória
spomienky	emlékek
spomienky	emlék
ťažkosti	nehézségek
ťažkosti	nehézséget
ťažkosti	nehézség
ťažkosti	nehézségekkel
ťažkosti	nehézségek
ťažkosti	nehézségei
ťažkosti	nehézség
edmund	edmund
patriaci	tartozó
protest	tiltakozás
protest	tüntetés
graham	graham
riadené	sikerült
riadené	vezérelt
riadené	irányított
riadené	ellenőrzött
riadené	kormányzott
poškodený	sérült
poškodený	károsodott
poškodený	megsérült
poškodený	korrupt
zadný	hátsó
existujúcich	meglévő
existujúcich	meglevő
existujúcich	létező
chrániť	megvédeni
radosť	gyönyör
radosť	joy
radosť	öröm
radosť	örömöt
radosť	gyönyör
radosť	öröm
radosť	élvezet
radosť	örülök
elektróny	elektronok
prepojené	kapcsolt
prepojené	kapcsolódott
prepojené	kapcsolódó
prepojené	összekapcsolt
hus	liba
hus	hus
facebook	facebook
facebook	facebookon
štandardná	alapértelmezés
štandardná	alapértelmezett
skladateľov	zeneszerzők
prístupná	elérhető
prístupná	hozzáférhető
prístupná	megközelíthető
prístupná	érhető
správna	helyes
správna	korrekt
sála	terem
sála	hall
sála	csarnok
sála	bálterem
sála	előadóterem
litoměřice	litoměřice
odkazuje	hivatkozott
odkazuje	utal
odkazuje	hivatkozik
stretáva	megfelel
auta	autóval
auta	kocsi
auta	autó
auta	kocsival
krk	nyakát
krk	nyaka
krk	nyak
magyar	magyar
prach	por
prach	port
nadácia	alap
nadácia	alapítvány
výmeny	cserék
colin	collin
colin	colin
pocity	érzéseit
pocity	érzések
pocity	érzelmek
werner	werner
ľahký	fény
ľahký	light
ľahký	fényt
salzburg	salzburg
africké	afrikai
vrtuľník	helikopter
dcér	lányai
zložité	trükkös
zložité	összetett
zložité	komplex
zložité	komplikált
zložité	bonyolult
zložité	nehéz
zložité	bonyolult
panva	medence
advokát	ügyvéd
advokát	advocate
advokát	jogász
advokát	ügyvéd
existujúce	meglévő
existujúce	meglevő
existujúce	létező
ťažšie	nehezebb
ťažšie	súlyosabb
ťažšie	nehezebb
ťažšie	keményebben
zaujímavý	érdekes
odborníci	profik
odborníci	szakemberek
odborníci	szakértők
oceľ	steel
oceľ	acél
dokopy	együtt
skúmanie	felfedezés
skúmanie	felfedezni
skúmanie	felfedező
skúmanie	vizsgálat
skúmanie	nyomozás
skúmanie	kivizsgálás
skúmanie	vizsgálat
skúmanie	vizsga
vták	madár
roberto	roberto
prevahu	felsőbbrendűség
zriedka	ritkán
zriedka	ritkán
pól	rúd
jedince	magánszemélyek
jedince	egyének
brusel	brüsszelben
brusel	brüsszeli
brusel	brüsszel
predsedníctva	elnöksége
predsedníctva	elnökség
čiernych	feketék
významnosť	jelentősége
významnosť	relevánsak
významnosť	jelentősége
reťazec	string
reťazec	lánc
rozvíja	fejleszti
rozvíja	fejlődik
zomreli	meghalt
sľub	ígéret
vhodná	helyénvaló
vhodná	megfelelő
vhodná	alkalmas
vhodná	megfelelő
barrett	barrett
saxofón	szaxofon
ghz	ghz
metallica	metallica
produkuje	termel
apr	apr
električka	villamos
teatro	teatro
isaac	isaac
niesť	vinni
výrobcov	gyártói
výrobcov	gyártók
výrobcov	producerek
výrobcov	termelők
výrobcov	gyártói
výrobcov	gyártók
nahrávania	feltöltések
vyvíja	fejleszti
vyvíja	fejlődik
kompletný	komplett
kompletný	teljes
kompletný	teljessé
životnosť	élettartam
jun	jun
jun	yoon
jun	yun
elektronický	elektronikusan
elektronický	elektronikus
vodič	sofőr
vodič	vezető
vodič	meghajtó
vodič	kocsis
vodič	járművezető
newton	newton
desaťročí	évtizedek
desaťročí	évtized
desaťročí	évtizedben
desaťročí	évtizede
galileo	galileo
chráni	megvédi
chráni	védi
chráni	véd
soundtrack	filmzene
obmedzený	korlátozott
obmedzený	korlátozottak
obmedzený	limited
obmedzený	limitált
obmedzený	korlátozott
obmedzený	korlátolt
zvláštny	különös
zvláštny	furcsa
zvláštny	páratlan
zvláštny	furcsa
dôsledok	következmény
dôsledok	következménye
palace	palota
palace	palace
rytmus	legyőzni
rytmus	ritmus
príležitostne	alkalmi
príležitostne	alkalmanként
príležitostne	esetenként
príležitostne	időnként
príležitostne	alkalmanként
príležitostne	esetenként
duo	duó
kresťanský	keresztény
kresťanský	christian
kresťanský	keresztények
mäsa	húsok
mäsa	hús
mäsa	húst
henrik	henrik
bach	bach
slávu	hírnév
slávu	dicsőség
theodor	theodor
využívanie	hasznosítás
využívanie	hasznosítás
využívanie	kizsákmányolás
využívanie	használat
ahoj	helló
ahoj	hello
učiť	tanítsd
učiť	tanítson
učiť	tanítani
učiť	tanulni
učiť	tanuljon
učiť	tanul
astronauti	űrhajósok
kôra	kéreg
kôra	cortex
kôra	peel
náročné	nehéz
náročné	bonyolult
fakty	tények
fakty	tényállás
costa	costa
darwin	darwin
uzavreté	mellékelt
uzavreté	bezárt
uzavreté	zárva
uzavreté	zárt
rozhovory	beszélgetések
rozhovory	interjúk
rozhovory	interjú
rozhovory	beszél
spolupracovala	együttműködött
liečbu	kezelni
liečbu	kezeljük
zabili	megölt
zabili	megölte
gréckom	görög
osudu	végzet
osudu	sors
štýly	styles
staviteľ	építő
staviteľ	építész
hlboký	mély
hlboký	mélyreható
využívaná	kihasznált
násobný	multiplikatív
zaujíma	érdeklődő
zaujíma	érdekel
zaujíma	érdekelt
zaujíma	érdekelne
zaujíma	érdeklődni
viaže	kötődik
viaže	köt
viaže	kötve
cape	cape
cape	fok
cape	köpeny
vyrobená	termelt
vyrobená	gyártott
vyrobená	előállított
vyrobená	gyártottak
vyrobená	előállított
vyrobená	gyártott
vyrobená	készítette
vyrobená	készült
vyrobená	tett
kalendára	naptár
kalendára	naptári
flotily	flotta
flotily	flották
menším	kisebbet
menším	kisebbek
menším	kisebb
sektor	ágazat
sektor	szektor
búrka	vihar
búrka	vihar
guillaume	guillaume
domácu	házi
stavia	építi
stavia	épít
keith	keith
spáchal	lekötött
spáchal	elkövetett
spáchal	elkötelezett
pablo	pablo
slonoviny	elefántcsont
zdanlivo	látszólag
zdanlivo	látszólag
tvrdý	kemény
súrodencov	testvérek
nejako	valahogy
éra	korszak
stredoveké	középkori
presvedčený	magabiztos
presvedčený	hiszem
presvedčený	higgy
presvedčený	meggyőzte
zranenie	sérülés
zranenie	károkozás
zranenie	kár
zranenie	seb
labuť	hattyú
labuť	swan
hitlera	hitlert
hitlera	hitler
mrakodrap	felhőkarcoló
reštaurácia	éttermek
reštaurácia	vendéglő
reštaurácia	étterem
brad	brad
calgary	calgary
kostra	csontváz
zastávky	megáll
ukončiť	kilépés
ukončiť	kilépő
ukončiť	kijárat
ukončiť	befejezés
ukončiť	vége
ukončiť	vég
udelené	nyújtott
udelené	megítélt
udelené	odaítélt
gregory	gregory
gregory	gergely
predpisy	szabályzat
predpisy	rendeletek
predpisy	szabályozások
predpisy	szabályozás
predpisy	szabályok
predpisy	szabály
predpisy	szabályzat
predpisy	recepteket
lars	lars
pokrok	előrehaladás
pokrok	előrelépés
pokrok	fejlődés
pokrok	haladás
ostrý	sharp
ostrý	éles
ohrozených	veszélyeztetett
marko	marko
ponuky	ajánlat
ponuky	licit
ponuky	pályázatok
ponuky	ajánlatok
ponuky	kínál
ponuky	ajánlat
ponuky	ajánlatokat
univerzít	egyetemek
stade	stade
obytné	bentlakásos
obytné	lakossági
vlaku	szerelvény
vlaku	vonattal
vlaku	vonaton
vlaku	vonat
susedné	szomszédokkal
susedné	szomszédok
susedné	szomszédos
susedné	szomszédos
budúce	jövőbeli
budúce	jövő
plemien	fajták
poskytol	megadott
poskytol	feltéve
dean	dean
dean	dékán
zabitý	megölt
zabitý	megölte
nepriateľom	ellenség
nepriateľom	ellenségek
nepriateľom	ellenségei
nepriateľom	ellenség
výnimky	kivételek
výnimky	kivétel
výnimky	kivételek
výnimky	kivétel
výnimky	kizárás
výnimky	kivételek
výnimky	adómentesség
výnimky	mentesség
bin	bin
bin	kuka
expozície	expozíciós
expozície	kitettség
expozície	expozíció
ruka	kar
ruka	karját
ruka	kezét
ruka	kéz
bohužiaľ	sajnos
bohužiaľ	sajna
bohužiaľ	sajnos
bohužiaľ	sajna
drevených	fából
nemec	nemec
strieborný	silver
strieborný	ezüst
kapacity	kapacitások
kapacity	kapacitások
kapacity	kapacitás
luigi	luigi
android	android
rozprávanie	beszél
rozprávanie	beszélő
rozprávanie	beszél
rozprávanie	beszélő
voličov	szavazók
voličov	szavazó
lom	fénytörés
lov	vadászat
lov	hunt
lov	vadászatot
lov	lov
lov	vadászat
lov	vadászik
lov	vadászni
lov	vadász
sady	gyümölcsösök
sady	díszlet
sady	készletek
sady	készlet
kanála	csatorna
kanála	csatorna
jeruzalema	jeruzsálem
prevrat	puccs
červenú	piros
červenú	piroska
červenú	vörös
piano	zongorát
piano	zongorán
piano	zongora
hrobka	sír
nosí	visel
china	porcelán
china	kína
china	china
flash	villanás
flash	flash
flash	villám
prítomný	ajándék
prítomný	jelen
tón	tone
tón	hangnem
povrchové	felszínes
povrchové	felületes
pomocné	segéd
pomocné	kisegítő
rozhoduje	dönt
pracujúcich	dolgozók
pracujúcich	munkavállalók
pracujúcich	munkások
pláne	terv
uplatňuje	vonatkozik
víťazný	győzedelmes
nissan	nissan
kanálov	csatornák
dres	jersey
baník	bányász
cassini	cassini
vysielať	közvetítés
vysielať	adás
vysielať	műsorszolgáltatás
vodnár	vízöntő
lietadlom	sík
lietadlom	repülővel
lietadlom	repülő
lietadlom	repülőgép
lietadlom	repülő
lietadlom	repülőgép
churchill	churchill
kenneth	kenneth
larry	larry
mitchell	mitchell
viet	viet
viet	ítéletek
viet	mondatok
viet	mondat
gibson	gibson
veselý	derűs
veselý	vidám
veselý	vidáman
veselý	jókedv
absolútna	abszolút
lyžiar	síelő
ball	bál
ball	labdát
ball	golyó
ball	labda
ball	ball
ann	ann
siedmy	hetedik
občianskych	civil
občianskych	polgári
tepelná	termikus
patent	szabadalmi
patent	szabadalom
odpovede	válaszokat
odpovede	válaszok
odpovede	válaszokat
odpovede	válaszok
odpovede	válaszok
dievčatá	csajok
dievčatá	lányok
prijíma	elfogadja
prijíma	elfogad
prijíma	elfogadó
prijíma	elfogadni
prijíma	elfogadó
prijíma	elfogadás
ahl	ahl
bielkovín	protein
bielkovín	fehérje
bielkovín	fehérjék
kat	hóhér
kat	hóhér
kat	kat
novinárov	újságírók
novinárov	újságírókat
ukázala	mutatta
ukázala	mutatott
ukázala	megmutatta
pokusov	perek
pokusov	kísérletek
pokusov	próbák
pokusov	kísérletek
čaká	vár
čaká	várakozás
čaká	várunk
čaká	várok
čaká	függőben
čaká	folyamatban
písomné	megírva
písomné	írásbeli
písomné	írta
písomné	írott
chemici	vegyészek
huby	gombát
huby	gomba
huby	gombák
huby	gomba
huby	gombák
huby	gomba
huby	gombás
huby	gombák
huby	gomba
pomohli	segített
pomohli	segítettek
orbiter	orbiter
role	szerepet
role	szerep
role	szerepe
role	szerepei
prispeli	hozzájárult
prispeli	adományozott
automatické	auto
automatické	automata
automatické	automatikus
automatické	automata
automatické	automatikus
volal	hívott
asistenti	asszisztensek
detský	gyermek
detský	gyermeke
detský	gyermekem
detský	gyerek
vystavené	kitett
čestné	tiszteletreméltó
čestné	becsületes
čestné	őszinte
upravil	szerkesztett
čínskych	kínai
čínskych	kínaiak
zranenia	sérülés
zranenia	sérültek
zranenia	sérülések
popularita	népszerűség
zvony	harang
zvony	harangok
čelo	homlokán
čelo	szemöldök
čelo	cselló
dverí	ajtó
dverí	ajtó
dverí	ajtók
dverí	ajtókat
zlý	bad
zlý	rosz
zlý	rossz
ovplyvnili	befolyásolták
kusy	darabok
kusy	darabjai
kusy	darab
kusy	darabokban
kusy	vágás
kusy	vágások
strela	lőtt
strela	lelőtték
strela	lövés
strela	golyót
strela	golyó
strela	lövedék
strela	töltény
strela	rakéta
podzemných	talajvíz
norma	norma
norma	norma
norma	norm
norma	normál
norma	szabványos
norma	szabvány
norma	standard
početných	számos
alpy	alpok
paolo	paolo
rosa	rosa
rosa	harmat
zvuky	hangok
zvuky	hangzik
zvuky	hangok
zvuky	hangokat
canaveral	canaveral
uznané	felismert
uznané	elismert
uznané	elismerte
uznané	elismert
uznané	felismert
uznané	elismert
recenzie	értékelések
recenzie	vélemények
valcov	palackok
valcov	henger
chvíle	pillanatai
chvíle	pillanatok
bankovky	bankjegy
bankovky	bankjegyek
eugene	eugene
úpadok	bomlás
úpadok	csőd
palestíny	palesztin
najmenší	legkisebb
najmenší	legkisebb
minimum	minimum
minimum	minimális
minimum	legkisebb
minimum	minimálisan
zmenený	módosult
zmenený	módosult
zmenený	átalakított
zmenený	módosított
zmenený	módosítva
zmiešané	kevert
zmiešané	vegyes
zmiešané	keverve
julia	julia
julia	júlia
laboratórium	laboratórium
laboratórium	laboratóriumi
laboratórium	laboratórium
laboratórium	labor
cover	fedezze
cover	címlap
cover	fedezni
cover	fedő
cover	borító
dospelosti	felnőttkor
miguel	miguel
limit	határ
limit	korlátozás
limit	határérték
limit	limit
limit	korlát
che	che
obnova	felújítás
obnova	helyreállítási
obnova	helyreállítása
míľ	miles
míľ	mérföld
base	börtön
base	börtönbe
fyzicky	fizikailag
fyzicky	fizikai
misií	missziók
guvernér	kormányzó
kolá	kör
vnímanie	felfogás
vnímanie	érzékelés
vnímanie	felfogás
full	full
full	teljes
námorná	tengeri
námorná	tengerészeti
plášť	cape
plášť	fok
plášť	köpeny
plášť	álcázó
plášť	köpeny
stewart	stewart
clark	clarke
clark	clark
lane	lane
lane	sáv
fyzické	fizikai
harrison	harrison
turíne	torinói
laura	laura
laura	laurát
fauny	fauna
morských	tengerész
morských	tengeri
morských	tengerészgyalogos
čitateľov	olvasók
čitateľov	olvasó
autobusov	autóbusz
autobusov	buszok
pascal	pascal
baran	baran
baran	kos
baran	aries
copa	copa
wagner	wagner
javu	jelenség
vzorky	mintavétel
vzorky	minta
vzorky	minták
vzorky	mintákat
meraní	mérések
meraní	mérés
poradca	tanácsadó
poradca	tanácsadó
poradca	tanácsadó
poradca	tanácsadó
dobrovoľne	önként
dobrovoľne	önként
dobrovoľne	önkéntesen
dobrovoľne	önként
činy	műveletek
činy	fellépések
činy	akciók
činy	intézkedések
činy	cselekvések
rozpočtu	költségvetés
katastrofy	katasztrófák
katastrofy	katasztrófák
zločiny	bűncselekmények
zločiny	bűnök
koncentrácia	koncentrációja
koncentrácia	koncentráció
koncentrácia	összefonódás
koncentrácia	koncentrációt
čiernu	fekete
čiernu	black
koleso	volán
koleso	kereket
koleso	kerék
kant	kant
aus	aus
diera	lyuk
diera	gödör
porušenie	jogsértés
porušenie	szabálysértés
porušenie	megsértése
porušenie	jogsértés
porušenie	jogsértések
porušenie	jogsértés
porušenie	megsértése
porušenie	jogsértés
porušenie	rés
elektronika	elektronika
elektronika	elektronikai
jedlo	étel
jedlo	élelem
jedlo	élelmiszerek
jedlo	táplálék
jedlo	élelmiszer
jedlo	étkezés
jedlo	étel
infekcie	fertőzések
infekcie	fertőzés
infekcie	fertőzések
infekcie	fertőzés
félix	félix
optické	optikai
summer	summer
summer	nyári
summer	nyáron
summer	nyár
edmonton	edmonton
nižší	alsóbbrendű
potvrdené	megerősített
potvrdené	megerősítve
potvrdené	megerősítette
potvrdené	igazolt
komerčné	kereskedelem
komerčné	kereskedelmi
komerčné	reklám
komerčné	kereskedelmi
ohlas	rezonancia
techno	techno
spôsobov	módok
obnovený	megújult
obnovený	helyreállt
vietnam	vietnam
vietnam	vietnami
dodatočne	ezenfelül
dodatočne	továbbá
fasáda	homlokzat
fasáda	homlokzat
cudzie	külföldi
cudzie	kül
cudzie	külföldiek
stratégie	stratégiák
stratégie	stratégia
stratégie	stratégiát
výrobné	előállítás
výrobné	gyártási
výrobné	gyártás
jednotlivca	egyén
jednotlivca	egyéni
gravitácia	gravitáció
hotela	szálloda
hotela	hotel
jazykovej	nyelvi
frýdek	frýdek
lexikón	lexikon
zátvorkách	zárójel
zátvorkách	zárójelben
tag	címke
tag	megjelölés
tag	tag
tag	megjelölése
bella	bella
gen	gen
konflikty	konfliktusok
konflikty	konfliktus
konflikty	ütközés
konflikty	konfliktusok
konflikty	konfliktus
oto	otto
joachim	joachim
pokračovalo	folyamatos
pokračovalo	folytatása
pokračovalo	folytatta
pokračovalo	folytatás
pokračovalo	folytatódott
stretla	találkozott
stretla	met
stretla	találkoztunk
stretla	találkoztam
ukážka	mintavétel
ukážka	minta
ukážka	előnézete
ukážka	bemutató
ukážka	demonstrációs
ukážka	tüntetés
zla	gonoszság
zla	gonosz
tatiana	tatiana
švédske	svéd
švédske	svédország
hnedý	brown
hnedý	barna
vedený	vezérelt
vedený	irányított
stôl	táblázat
stôl	asztali
stôl	tábla
stôl	asztal
stôl	íróasztal
stôl	asztal
príspevkov	hozzájárulások
príspevkov	járulékok
príspevkov	hozzájárulás
príspevkov	járulék
príspevkov	bejegyzések
príspevkov	hozzászólások
ring	gyűrűt
ring	gyűrűvel
ring	ring
ring	gyűrű
ring	gyűrűs
ron	ron
ron	ront
taiwan	tajvani
taiwan	tajvan
nacisti	nácik
sfarbenie	elszíneződés
sfarbenie	színező
spravodlivosť	igazságszolgáltatás
spravodlivosť	igazság
spravodlivosť	igazságosság
spravodlivosť	méltányosság
spravodlivosť	igazságosság
naživo	live
naživo	élni
naživo	élőben
naživo	élő
nájdený	megtalált
nájdený	megtaláltam
nájdený	talált
miro	miro
cpu	cpu
sprievodné	kísérő
regionálna	regionális
gule	tökös
gule	golyók
svätec	saint
svätec	szent
slobodná	egyedülálló
slobodná	single
slobodná	egyetlen
slobodná	szingli
stoviek	száz
stoviek	száz
osvetlenie	megvilágítás
osvetlenie	megvilágosodás
osvetlenie	világító
osvetlenie	világítás
ein	ein
vyvinutá	fejlett
vyvinutá	fejlesztett
vyvinutá	kifejlesztett
vyvinutá	kidolgozott
alpách	alpok
odstúpil	felmondott
odstúpil	lemondott
fish	halak
fish	hal
fish	halat
štandardné	alapértelmezés
štandardné	alapértelmezett
štandardné	alapértelmezés
štandardné	normál
štandardné	szabványos
štandardné	szabvány
štandardné	standard
sobáš	házasság
sobáš	házasságot
sobáš	esküvő
sobáš	esküvőn
sobáš	esküvőre
tance	táncol
johanna	johanna
abraham	ábrahám
abraham	abraham
temple	templom
temple	szentély
temple	temploma
temple	temple
objaviť	felfedezés
objaviť	felfedezni
objaviť	felfedezése
oslo	oslo
užívateľov	felhasználói
užívateľov	felhasználók
mladšieho	fiatalabbnak
mladšieho	fiatalabb
mladšieho	fiatalabbak
budhizmus	buddhizmus
reggae	reggae
greg	greg
pasažierov	utas
pasažierov	utasok
príjmy	bevétel
príjmy	bevételek
príjmy	jövedelem
príjmy	bevétel
príjmy	jövedelmek
príjmy	bevételek
príjmy	jövedelme
príjmy	bevételek
príjmy	bevételek
vírus	vírussal
vírus	vírus
partner	társ
partner	partner
partner	társa
partner	társam
zasiahol	közbelépett
dokončené	befejeződött
dokončené	elkészült
dokončené	befejezett
dokončené	elkészült
dokončené	befejezett
dokončené	kész
rimavskej	rimavská
obnovené	megújult
obnovené	helyreállt
závislé	eltartott
závislé	függő
závislé	eltartott
závislé	függőségek
italia	italia
turecké	török
baláž	balazs
ilustrátor	illusztrátor
oblečenie	ruházat
oblečenie	szerelés
oblečenie	ruha
oblečenie	ruházata
oblečenie	ruhák
oblečenie	ruházat
oblečenie	ruha
oblečenie	ruhák
oblečenie	ruha
oblečenie	ruhát
zima	hidegen
zima	hideg
zima	tél
zima	téli
zima	télen
dennis	dennis
java	java
nomináciu	jelölés
nomináciu	jelölést
povstalcov	felkelők
povstalcov	lázadók
kresťania	keresztények
columbus	columbus
columbus	kolumbusz
jednotné	egységes
jednotné	egyesített
jednotné	egyedülálló
jednotné	single
jednotné	egyetlen
jednotné	szingli
jednotné	egységes
jednotné	egyenruhás
jednotné	egyenruha
spôsobená	előidézett
spôsobená	okozta
spôsobená	okozott
parsons	parsons
železné	vas
železné	vasat
pen	pen
pen	tollat
pen	toll
campo	campo
atlantic	atlanti
suché	szárazon
suché	száraz
opraviť	javítási
opraviť	javítást
opraviť	javításra
opraviť	javítás
opraviť	rendbe
opraviť	fix
opraviť	helyes
opraviť	korrekt
snehu	hó
snehu	hófehérke
snehu	havazás
gaga	gaga
známu	ismeretes
známu	ismertek
známu	ismert
url	url
civilistov	civilek
závody	races
závody	versenyek
sovieti	szovjetek
bruseli	brüsszelben
bruseli	brüsszeli
bruseli	brüsszel
predpoklady	feltételezések
predpoklady	feltételezés
zimy	winters
stratu	veszteségek
stratu	veszteség
montana	montana
blake	blake
tunela	alagút
teoretický	elméleti
trofej	trófea
hodonín	hodonín
jeruzaleme	jeruzsálem
zásadne	alapvetően
zásadne	alapjaiban
kultúr	kultúrák
plná	full
plná	teljes
stavali	épült
stavali	épített
stavali	felépített
stavali	beépített
námorníctvo	flotta
námorníctvo	haditengerészet
námorníctvo	tengerészet
riadiť	vezérelt
riadiť	irányított
riadiť	kezelése
riadiť	kormányozni
mladšie	fiatalabbnak
mladšie	fiatalabb
mladšie	fiatalabbak
učiteľka	tanárnő
