शोधकर्ता	výskumník
उपनिवेशवाद	kolónii
सैंडविच	sendvič
सैंडविच	sendviče
चिप्स	čipy
चिप्स	žetóny
चन्द	volajúci
उद्योगपति	priemyselník
विधियां	spôsoby
विधियां	metód
विधियां	metódy
बिखरे	rozptýlené
वेस्टमिंस्टर	westminster
सुनाया	vyslovuje
सुनाया	výrazné
सुनाया	výrazná
शैतान	diabla
शैतान	čert
शैतान	diabol
शैतान	satana
शैतान	satan
शीट	list
शीट	plech
शीट	výtlačok
शीट	listy
शीट	plachty
शीट	plechy
उद्धार	doručiť
उद्धार	záchrana
उद्धार	záchranné
उद्धार	zachrániť
उद्धार	záchranu
उद्धार	záchranná
पैकेजिंग	obaly
पैकेजिंग	obalov
पैकेजिंग	obal
पैकेजिंग	balenie
पैकेजिंग	balenia
म्यूनिख	mníchove
म्यूनिख	mníchov
शरीफ	sharif
बिस्तर	postele
बिस्तर	posteľ
बिस्तर	postel
दोहराया	opakované
दोहराया	opakovaná
दोहराया	opakovaný
बोल्ट	blesk
गुम्बद	kupola
गुम्बद	kupoly
गुम्बद	kupolu
गुम्बद	dómy
सेवानिवृत्ति	dôchodku
सेवानिवृत्ति	vyradenie
जश्न	oslavy
जश्न	osláv
जश्न	oslava
जश्न	oslavu
जश्न	osláv
जश्न	oslavy
नोबल	noble
नोबल	vznešené
टायसन	tyson
लहरों	vlny
लहरों	vĺn
अस्थिरता	nestability
अस्थिरता	nestabilita
अस्थिरता	nestabilitu
स्पाइवेयर	spyware
संग्रहीत	archivované
सीसा	vedenia
सीसा	vedúci
सीसा	olovo
सीसा	vedenie
सीसा	viesť
तना	vyplýva
तना	kmeňových
तना	kmeňové
तना	kmeň
सदाबहार	evergreen
कंकाल	kostra
कंकाल	kostry
कंकाल	kostru
नाइट्राइट	dusitan
समीर	samir
ऑर	orr
तांबे	meď
तांबे	medi
समतुल्य	rovnocenné
समतुल्य	rovnocenná
समतुल्य	ekvivalentná
समतुल्य	ekvivalent
समतुल्य	rovnocenný
समतुल्य	ekvivalentné
फेरारी	ferrari
माईस्पेस	myspace
एमआईटी	mit
भ्रामक	zavádzajúce
भ्रामक	zavádzanie
भ्रामक	zavádzať
भ्रामक	mätúce
संभावनाओं	možností
संभावनाओं	možnosti
केक	koláč
केक	torta
जिज्ञासा	zvedavosť
अन्याय	nespravodlivosti
अन्याय	nespravodlivosť
अनुसूची	rozvrh
अनुसूची	naplánovať
अनुसूची	harmonogram
सेठी	sethi
एनिमेशन	animácie
एनिमेशन	oživenie
एनिमेशन	animácie
देखो	pozri
देखो	pozrite
इंतजार	počkaj
हिम्मत	odvaha
हिम्मत	odvahu
हिम्मत	odvahy
हिम्मत	odvaha
हिम्मत	skutok
प्रमाणपत्र	certifikáty
प्रमाणपत्र	osvedčenia
प्रमाणपत्र	potvrdenia
प्रमाणपत्र	osvedčenie
प्रमाणपत्र	potvrdenie
प्रमाणपत्र	certifikát
प्रमाणपत्र	osvedčenia
सांकेतिक	symbolický
सांकेतिक	symbolické
असमानता	nerovnosť
असमानता	nerovnosti
आमदनी	príjmy
आमदनी	výnosy
आमदनी	príjem
टिन	tin
टिन	cínu
चारा	krmivo
चारा	návnada
चारा	návnady
चारा	návnadu
ओलिवर	oliver
डिब्बे	plechovky
घनी	hrubý
घनी	hustá
घनी	husté
घनी	hrubé
घनी	hrubá
जनजातीय	kmeňových
जनजातीय	kmeňové
सोर्स	zdrojový
सोर्स	zdroj
पीर	peer
पीर	partnerského
विश्लेषक	analytik
चेल्सी	chelsea
बाजरा	proso
पाम	pam
इच्छाओं	túžby
रिश्तों	vzťahy
रिश्तों	vzťahov
संन्यास	dôchodku
संन्यास	vyradenie
पुनर्वास	rehabilitácie
पुनर्वास	rehabilitáciu
प्रोसेसर	procesor
स्ट्रीम	toky
स्ट्रीम	prúdy
स्ट्रीम	prúdov
स्ट्रीम	potok
स्ट्रीम	prúd
स्ट्रीम	stream
वक्तव्य	prehlásenie
वक्तव्य	výkaz
वक्तव्य	vyhlásenie
वक्तव्य	vyjadrenie
चंद्रगुप्त	čandragupta
कृत्यों	funkcie
कृत्यों	funkcií
बारहवीं	xii
बारहवीं	dvanáste
स्टुअर्ट	stuart
अचार	uhorky
प्रदाताओं	poskytovateľom
प्रदाताओं	poskytovatelia
प्रदाताओं	poskytovateľov
फेंकने	hádzať
शर्तें	podmienkami
शर्तें	podmienky
शर्तें	termíny
शर्तें	pojmy
शर्तें	výrazy
शर्तें	podmienky
मॉड्यूल	moduly
मॉड्यूल	modulov
मॉड्यूल	modul
मॉड्यूल	modulu
हिरण	jeleň
हिरण	jeleňa
हिरण	karibu
पिकनिक	piknik
ईसाइयों	kresťania
ईसाइयों	kresťanov
सईद	saeed
प्रेषित	odoslané
प्रेषित	poslané
प्रेषित	odoslaná
प्रेषित	poslali
ज़िन्दगी	života
ज़िन्दगी	life
ज़िन्दगी	zivot
ज़िन्दगी	život
बॉय	chlapček
बॉय	boy
बॉय	chalan
बॉय	chlapec
अपघटन	rozkladu
अपघटन	rozklad
हजरत	hazrat
इब्राहिम	ibrahim
संवेदी	zmyslové
कार्लो	carlo
चावला	chawlová
स्वार्थ	sebectvo
तपेदिक	tuberkulóza
तपेदिक	tuberkulózu
पुर	pur
फिल्मफेयर	filmfare
वीजा	víza
वीजा	víza
वीजा	vízum
बैनर	zástavy
बैनर	banner
याहू	yahoo
बुजुर्ग	starší
वेदी	oltár
वेदी	oltári
वेदी	vedi
उत्साहित	teším
उत्साहित	vzrušený
उत्साहित	nadšená
प्रलय	katastrofu
प्रलय	katastrofa
घटती	klesajúci
नन्द	nand
रिले	riley
रिले	relé
चुनौतियों	výziev
चुनौतियों	výzvy
अनवर	anwar
फर्ग्यूसन	ferguson
हालात	situácia
हालात	pravdepodobnosť
हालात	šance
हालात	šanca
हालात	okolnosti
भैंस	buffalo
महाद्वीपों	kontinentoch
इस्लामाबाद	islamabad
लेनिन	lenin
समाचारपत्र	novín
समाचारपत्र	noviny
साम्य	podobnosť
साम्य	podoba
संतोषजनक	uspokojivo
संतोषजनक	uspokojivé
संतोषजनक	vyhovuje
संतोषजनक	vyhovujúci
संतोषजनक	uspokojivá
संतोषजनक	uspokojenie
रनवे	dráhy
रनवे	dráha
सफ़र	jazda
सफ़र	cesta
मनोरोग	psychiatrické
मनोरोग	psychické
खींचा	vytiahol
खींचा	nakreslila
खींचा	drew
सल्फर	síry
सल्फर	síra
सल्फर	síry
सल्फर	síra
स्क्वैश	squash
लॉक	lock
लॉक	zámok
लॉक	zamknúť
एबीसी	abc
वाल्टर	waltera
वाल्टर	walter
डाकू	lupič
पीएचडी	phd
फ़ुटबॉल	futbalový
फ़ुटबॉल	futbal
फ़ुटबॉल	futbalové
गॉर्डन	gordon
बांस	bambus
वाटसन	watson
सहिष्णुता	tolerancia
सहिष्णुता	toleranciu
सहिष्णुता	tolerancie
लूथर	luther
परिपक्वता	splatnosť
परिपक्वता	splatnosti
पूज्य	ctihodný
निरंतरता	kontinuita
निरंतरता	kontinuity
निरंतरता	kontinuitu
निरंतरता	udržateľnosť
निरंतरता	udržateľnosti
पनामा	panama
पनामा	paname
लॉरेंस	lawrence
हिरासत	väzba
हिरासत	väzbe
लड़	boje
गुणात्मक	kvalitatívne
बौना	trpaslíka
बौना	trpaslík
रेखाचित्र	grafy
रेखाचित्र	grafov
रेखाचित्र	kresba
रेखाचित्र	kreslenie
रेखाचित्र	výkres
रेखाचित्र	čerpania
स्वदेश	národ
स्वदेश	národa
स्वदेश	narod
सुपरमैन	superman
फलित	astrológov
बुल	bulldog
बुल	býk
बुल	bull
धब्बे	náplasti
धब्बे	škvrny
अमूल्य	neoceniteľné
विकिस्रोत	wikisource
निक	nick
निक	nickom
निक	nicka
पीढी	generácie
पीढी	generácia
पीढी	generáciu
पीढी	generovanie
माउस	myš
माउस	myška
माउस	myši
क्राउन	korunu
क्राउन	koruny
क्राउन	koruna
साड़ी	sari
बहुमुखी	viacnásobné
बहुमुखी	viacero
बहुमुखी	viaceré
बहुमुखी	násobok
बहुमुखी	viacerých
पहियों	wta
पहियों	kolieska
पहियों	kolesá
स्पीयर्स	spears
बहू	nevesta
छठा	šiesta
छठा	šiestej
छठा	šieste
छठा	šiesty
संभाला	zvládol
संभाला	zvládli
स्पा	kúpele
स्पा	spa
स्पा	kúpele
मातृभूमि	vlasti
मातृभूमि	vlasť
मातृभूमि	vlasti
मातृभूमि	vlasť
मशीनें	stroje
पनडुब्बी	ponorku
पनडुब्बी	ponorka
काउंटर	počítadlo
काउंटर	pult
पूर्णांक	integer
बचना	úniky
बचना	únikom
शौक	hobby
शौक	koníček
शौक	hobby
शौक	koníčky
निचला	nižšia
निचला	dolné
निचला	dolný
निचला	nižšie
निचला	dolná
वानर	opica
नौकर	služobník
नौकर	sluha
बोवी	bowie
अफगान	afganistan
अफगान	afganskej
दोहा	dauhe
टार्ज़न	tarzan
उदासीन	nostalgia
राजमहल	paláca
राजमहल	palace
राजमहल	paláci
राजमहल	palác
बसों	autobusy
बसों	autobusov
अर्थहीन	nezmyselné
अर्थहीन	bezvýznamná
अर्थहीन	bezvýznamné
मॉर्गन	morgan
सतहों	povrchov
सतहों	povrchy
सतहों	plochy
रसेल	russell
संगीतमय	hudobný
संगीतमय	muzikál
संगीतमय	hudobná
संगीतमय	hudobné
संगीतमय	musical
टिक	označte
टिक	tik
टिक	tic
टिक	tik
क्राइस्ट	krista
क्राइस्ट	kristus
अनुप्रस्थ	priečnej
अनुप्रस्थ	priečne
प्रायोजक	sponzora
प्रायोजक	sponzor
प्रायोजक	sponzorom
प्रायोजक	sponzorov
प्रायोजक	sponzorom
ब्रिगेड	brigáda
ब्रिगेड	brigády
पॉलिसी	politika
पॉलिसी	politiky
पॉलिसी	politiku
दस्त	hnačka
कलाई	zápästie
कलाई	zápästia
संभोग	styk
जोरदार	dôrazne
अल्फ्रेड	alfred
दाखिल	podanie
परित्याग	opustenie
वेल्श	waleské
वेल्श	písme
कराटे	karate
ग्रंथियों	žľazy
ट्रैफिक	premávka
ट्रैफिक	dopravné
ट्रैफिक	doprava
सिखाया	naučil
सिखाया	učil
सिखाया	učila
सिखाया	učili
लिबरल	liberálna
खंडहर	trosky
खंडहर	úlomky
खंडहर	ruiny
कर्क	karcinóm
कर्क	rakovina
कर्क	rakovinu
कर्क	rak
प्रेरण	indukcia
प्रेरण	vyvolanie
लामा	lama
लेज़र	laser
लेज़र	laserom
लेज़र	laserové
बाइबल	biblia
बाइबल	bibliu
बाइबल	biblie
क्रमांक	číslo
क्रमांक	pocet
क्रमांक	cislo
क्रमांक	počet
क्रमांक	čislo
धक्का	tlačiť
आविष्कारक	vynálezcov
आविष्कारक	vynálezca
गोपनीय	zašifrované
गोपनीय	tajný
गोपनीय	secret
गोपनीय	tajná
गोपनीय	tajomstvo
गोपनीय	tajné
गोपनीय	dôverný
गोपनीय	dôverné
प्रेत	zombie
स्थलीय	pozemné
स्थलीय	pozemná
स्थलीय	suchozemských
स्थलीय	suchozemské
स्थलीय	pozemný
स्थलीय	pozemské
सप्ताहांत	víkendy
सप्ताहांत	víkendové
सप्ताहांत	víkend
सप्ताहांत	víkendu
सप्ताहांत	vikend
कब्रिस्तान	cintoríny
कब्रिस्तान	cintorín
बुल्गारिया	bulharska
बुल्गारिया	bulharskom
बुल्गारिया	bulharsko
पासपोर्ट	pas
पासपोर्ट	pasy
प्रज्ञा	inteligencia
प्रज्ञा	spravodajstvo
प्रज्ञा	inteligenciu
प्रज्ञा	spravodajská
बेशक	vskutku
बेशक	veru
बेशक	skutočne
बेशक	určite
बेशक	isto
आइसलैंड	island
प्रमाणीकरण	overovanie
प्रमाणीकरण	overenie
टोयोटा	toyota
ब्लाक	blok
ब्लाक	blokovanie
ब्लाक	zablokovanie
ब्लाक	blokovať
ब्लाक	bloku
ब्लाक	zablokovať
सत्यापन	overte
सत्यापन	overiť
सत्यापन	overenie
सत्यापन	overuje
सत्यापन	overovanie
सत्यापन	overenie
सत्यापन	overovanie
सत्यापन	overenie
रेशों	hodvábu
रेशों	hodváb
प्रत्यावर्ती	striedavý
प्रत्यावर्ती	striedavo
प्रत्यावर्ती	striedajú
वृहद	väčšiu
वृहद	väčšia
वृहद	väčšie
वृहद	väčší
ग्रैमी	grammy
लॉन्च	spúšťa
लॉन्च	vzletov
लॉन्च	štart
लॉन्च	spustenie
लॉन्च	spustiť
बीट	beat
बीट	rytmus
बीट	biť
बीट	poraziť
इमेजिंग	zobrazovanie
इमेजिंग	zobrazovacie
लटका	hung
कैटरीना	katrina
डिस्ट्रिक्ट	okres
डिस्ट्रिक्ट	obvod
डिस्ट्रिक्ट	okrsok
काठमांडू	káthmandu
सीखना	učenie
वेश	oblečená
वेश	obliecť
वेश	oblečené
वेश	oblečený
डॉक्टरों	doktorov
डॉक्टरों	lekári
डॉक्टरों	doktori
डॉक्टरों	lekárov
पक्का	určite
पक्का	urcite
पक्का	iste
पक्का	isto
गला	hrdla
गला	hrdlo
गला	krk
गला	šije
गला	krku
हैदर	haider
सुगमता	prístupnosti
सुगमता	dostupnosť
सुगमता	prístupnosť
स्ट्रॉस	strauss
गार्सिया	garcia
निद्रा	spánok
निद्रा	spi
निद्रा	spánku
निद्रा	spat
निद्रा	spať
बहाने	ospravedlnenia
एक्सप्लोरर	explorer
छल	obťažovanie
छल	obťažovania
आलम	alam
बिज़नेस	obchodné
बिज़नेस	obchody
बिज़नेस	podnikanie
बिज़नेस	biznis
बिज़नेस	business
प्रतिबद्ध	spáchané
प्रतिबद्ध	zaviazala
प्रतिबद्ध	spáchal
कॉलोनी	kolónie
कॉलोनी	kolóniu
कॉलोनी	kolónia
कॉलोनी	kolónii
आवंटन	prideľovania
आवंटन	prideľovanie
आवंटन	pridelenie
आवंटन	prideľovanie
आवंटन	pridelenie
बाला	bala
कार्लोस	carlosa
कार्लोस	carlos
अनीता	alica
अनीता	alenka
अनीता	alice
अनीता	anita
अनोखा	jedinečný
अनोखा	unikátne
अनोखा	jedinečné
अनोखा	jedinečná
अनोखा	unikátny
अनोखा	román
अनोखा	novela
रिएक्टर	reaktor
रिएक्टर	reaktora
करीना	karina
कपाल	lebku
कपाल	lebky
कपाल	lebka
श्रोता	poslucháčov
श्रोता	poslucháč
श्रोता	diváci
श्रोता	publikum
श्रोता	obecenstvo
कॉमन	časté
आपेक्षिकता	relativity
लेम्बोर्गिनी	lamborghini
प्याज	cibuľa
प्याज	cibule
प्याज	cibuľu
प्याज	cibuľa
प्याज	cibule
प्याज	cibuľu
असीमित	nekonečný
असीमित	nekonečné
असीमित	nekonečná
असीमित	nekonečnej
असीमित	nekonečne
असीमित	nepodmienené
असीमित	neobmedzené
असीमित	neobmedzené
असीमित	neobmedzený
असीमित	neobmedzená
बग	chrobák
बग	chyby
बग	chýb
बग	chrobákov
बग	chrobáky
मॉस्को	moskve
मॉस्को	moskvy
मॉस्को	moskva
बूटी	korisť
सोम	soma
सोम	mon
चन्द्रशेखर	chandrasekhar
टर्नर	turner
हिमानी	ľadovec
हिमानी	himalájach
ट्रांस	trans
मेहमान	hostí
मेहमान	hosťom
मेहमान	hostia
मेहमान	hosťa
मेहमान	hosť
नियमन	predpis
नियमन	regulácia
नियमन	nariadenia
नियमन	regulácie
नियमन	nariadenie
जहर	jedom
जहर	otráviť
जहर	jedu
जहर	jed
मगरमच्छ	krokodíl
गतिज	kinetické
तन	tan
यूटीसी	utc
वेनिस	benátkach
वेनिस	venice
खांसी	kašeľ
आईएसओ	iso
पिंडों	ingoty
युगांडा	ugande
संख्याएँ	počty
संख्याएँ	čísla
जब्त	zachytených
जब्त	zachytené
सुगंध	vonných
सुगंध	vône
सुगंध	vôňa
सुगंध	aróma
सुगंध	arómu
जस्टिन	justin
जस्टिन	justina
सरकारें	vlád
सरकारें	vlády
सरकारें	vládam
अहंकार	ega
अहंकार	ego
ज़ाहिर	prezradiť
ठेठ	typický
ठेठ	typická
ठेठ	typické
ठेठ	typicky
फ़ोर्स	sila
फ़ोर्स	nútiť
फ़ोर्स	prinútiť
उलट	obrátenej
मोरक्को	maroko
सुमात्रा	sumatra
छड़ी	palica
छड़ी	palicu
सीरम	sérum
सीरम	séra
सीरम	sére
दाम	price
दाम	cena
दाम	cene
नहरें	kanála
नहरें	rieky
नहरें	riek
हमलावर	útočníkov
नॉर्मन	norman
सराहा	ocenené
सराहा	ocenil
सराहा	cení
लैंडिंग	pristátia
लैंडिंग	pristáť
लैंडिंग	pristátie
माँगा	manga
नाविक	námorník
नाविक	navigátor
स्थायित्व	výdrž
स्थायित्व	trvanlivosť
स्थायित्व	vytrvalosť
हावर्ड	howarda
हावर्ड	howard
साम्यवाद	komunizmus
पैमाना	pôsobnosť
पैमाना	rozsah
पैमाना	pôsobnosti
पैमाना	rozsahu
पैमाना	stupnica
तंबाकू	tabaku
तंबाकू	tabak
चिड़िया	vtáčik
चिड़िया	bird
चिड़िया	vták
चिड़िया	vtáka
पराग	peľ
सूर	sur
उमा	uma
प्री	pred
मैथुन	styk
मैथुन	pohlavia
मैथुन	pohlavie
मैथुन	sex
ग्राफिक्स	grafiku
ग्राफिक्स	grafické
ग्राफिक्स	grafika
संचारित	zasielať
संचारित	prenášať
पराबैंगनी	ultrafialové
ताम्र	meď
ताम्र	medi
योजनाएं	schémy
योजनाएं	schém
केल्विन	kelvin
अनुपस्थित	chýbajúci
अनुपस्थित	chýbajúce
अनुपस्थित	nezvestný
अनुपस्थित	chýba
अनुपस्थित	chýbajú
फाई	phi
मर्सिडीज	mercedes
कीटनाशक	pesticídy
कीटनाशक	pesticídov
लार	sliny
सुनहरे	blondína
सुनहरे	blond
सुनहरे	blondínka
आगंतुक	návštevník
फ़ॉर्मूला	vzorec
फ़ॉर्मूला	vzorca
चीज़ें	všeličo
चीज़ें	vecí
चीज़ें	veci
ग्राफिक	grafické
ग्राफिक	grafický
लूप	slučky
पेरी	peri
पेरी	perry
फिल्माया	natočené
फिल्माया	natočil
सम्मिश्रण	zmiešavanie
सम्मिश्रण	miešanie
चम्मच	lyžička
चम्मच	lyžičku
चम्मच	lyžice
ग्रा	gras
दुकानें	obchodov
दुकानें	obchody
दुकानें	predajne
दुकानें	uloží
दुकानें	obchody
दुकानें	predajne
दुकानें	stánky
अनुपयुक्त	nevyužité
अनुपयुक्त	nepoužité
विरोधाभास	paradox
जैम	zam
जैम	jam
चेयरमैन	predsedu
चेयरमैन	predseda
रिश्तेदार	relatívne
रिश्तेदार	relatívny
रिश्तेदार	relatívna
रिश्तेदार	príbuzný
रिश्तेदार	príbuzní
रिश्तेदार	príbuzných
रिश्तेदार	príbuzné
कचरा	odpad
कचरा	odpadky
कचरा	kôš
कचरा	odpadky
थैली	vrecko
प्रतियोगियों	konkurenti
प्रतियोगियों	konkurentov
प्रतियोगियों	súťažiaci
असिमोव	asimov
स्प्रिंग	prameň
स्प्रिंग	jar
स्प्रिंग	jarná
स्प्रिंग	jaro
स्प्रिंग	jarné
पिज़्ज़ा	pizzu
पिज़्ज़ा	pizza
दैवी	oracle
दैवी	božská
दैवी	božské
ग़रीब	chudobných
ग़रीब	chudák
ग़रीब	chudobní
छात्रवृत्ति	štipendium
विषैले	jedovatý
विषैले	jedovaté
लिखें	píšte
लिखें	písať
लिखें	napísať
लिखें	napíšte
लिखें	píš
लिखें	napíš
लिखें	skladať
लिखें	napísať
लिखें	tvoriť
लिखें	horieť
लिखें	spáliť
देवों	devon
सोडा	sóda
सोडा	soda
हुकूमत	kráľovstvo
हुकूमत	nadvládu
डॉक्टरेट	doktorát
डॉक्टरेट	doktorandské
विला	vily
विला	vila
विला	villa
सटीकता	správnosť
सटीकता	presnosť
कोला	colombo
कोला	cola
धमनियों	tepny
धमनियों	artérie
प्रतिजन	antigénu
प्रतिजन	antigén
अदालतों	súdy
अदालतों	súdov
चोंच	zobák
ग्राहम	graham
सर्वोपरि	prvoradé
सर्वोपरि	prvoradá
प्लेटों	dosky
प्लेटों	taniere
प्लेटों	platne
प्रमाणन	certifikácia
प्रमाणन	certifikácie
प्रमाणन	osvedčenie
खरीदी	zakúpené
खरीदी	kúpené
खरीदी	kúpila
खरीदी	zakúpené
खरीदी	kúpené
खरीदी	kúpil
मिटा	vymazať
दुखी	nešťastný
दुखी	nešťastná
दुखी	smutno
दुखी	smutné
दुखी	smutne
दुखी	smutná
दुखी	sad
न्यूट्रॉन	neutrónov
हारे	voľnejšie
इमरान	imran
निरीक्षक	surveyor
निरीक्षक	znalec
निरीक्षक	nadriadený
निरीक्षक	pozorovateľ
निरीक्षक	pozorovateľa
अल्फ़ा	alpha
अल्फ़ा	alfa
हैरिस	harris
सावधान	diskrétny
सावधान	diskrétne
गियर	výstroj
गियर	výstroja
राजतंत्र	monarchia
सर्कस	cirkus
अल्बानिया	albánsko
अल्बानिया	albánska
हीलियम	hélium
बादाम	mandle
बादाम	mandle
कगार	rímsu
निष्कर्षों	zistenia
निष्कर्षों	nálezy
नागा	naga
प्राचल	parameter
प्राचल	parametra
कामकाज	fungovanie
कामकाज	fungujúce
मिनेसोटा	minnesote
अंडा	vajíčko
अंडा	vajca
अंडा	vajce
एलर्जी	alergia
एलर्जी	alergiu
एलर्जी	alergie
माइक्रो	mikro
वर्दी	uniformy
वर्दी	uniformy
वर्दी	uniforma
वर्दी	jednotná
वर्दी	jednotné
वर्दी	jednotný
उत्कृष्टता	dokonalosť
सूर्यास्त	sunset
ताँबा	meď
ताँबा	medi
ऐश	popol
ऐश	ash
कैलोरी	kalórií
कैलोरी	kalórií
कैलोरी	cal
ईमानदारी	úprimnosť
ईमानदारी	poctivosť
ईमानदारी	úprimnosť
वृत्ताकार	kruhové
सरस	šťavnaté
स्ट्रिंग	reťazec
स्ट्रिंग	reťazce
स्फटिक	kremeňa
बुनाई	tkanie
बुनाई	pletenie
विवाहित	manželia
विवाहित	vydatá
विवाहित	ženatý
आभा	aura
मांसाहारी	mäsožravé
बॉन	bonne
बॉन	bon
पाँव	nohy
पाँव	chodidlá
पाँव	stôp
पाँव	chodidiel
द्वेष	nenávisť
द्वेष	zloba
रेखांकित	zdôraznila
रेखांकित	zdôraznenie
रेखांकित	zdôrazniť
कॉलम	kolóna
कॉलम	stĺpec
कॉलम	stĺpci
कॉलम	stĺpce
कॉलम	stĺpy
कहावत	porekadlo
कहावत	príslovie
कहावत	maxim
कहावत	porekadlo
टेड	ted
समष्टि	priestor
समष्टि	priestoru
समष्टि	priestory
समष्टि	space
दुर्घटनाओं	havárie
दुर्घटनाओं	úrazy
दुर्घटनाओं	nehody
शायरी	poézie
शायरी	poéziu
शायरी	poézia
टेलीग्राफ	telegraph
प्रत्याशी	kandidátske
प्रत्याशी	záujemca
प्रत्याशी	uchádzač
प्रत्याशी	kandidát
आवेग	impulz
आवेग	impulzu
बर्नार्ड	bernard
बर्नार्ड	barnard
अध्यात्म	spiritualita
सचेत	vedomý
सचेत	vedomá
सचेत	vedomé
एमिनेम	eminem
सुनी	počúval
सुनी	počúvala
सुनी	vypočuté
सुनी	počúvali
किशोरों	tínedžeri
धर्मार्थ	charity
धर्मार्थ	charity
धर्मार्थ	charitu
धर्मार्थ	charita
डेव	dave
डेव	dava
पारा	ortuť
पारा	ortuti
पारा	para
धोखे	oklamal
हार्ले	harley
पेंट	namaľovať
पेंट	farba
पेंट	maľovať
निदेशालय	riaditeľstvo
सोन	syna
सोन	syn
सोन	synček
नीलामी	aukcie
नीलामी	dražby
नीलामी	aukcia
नीलामी	aukcie
नीलामी	dražby
पट्टे	lízing
पट्टे	lízing
पट्टे	prenájom
पट्टे	prenajať
नाटो	nato
ब्रह्मचर्य	celibát
ग्लेन	glen
ग्लेन	glenn
विरल	sporadické
विरल	vzácne
विरल	zriedkavé
विरल	vzácny
पिया	pili
पिया	pil
काव्यशास्त्र	poetiky
पोर्टफोलियो	portfólia
पोर्टफोलियो	portfólio
नवाचार	inovácie
नवाचार	inováciu
नवाचार	inovácia
डायमंड	diamond
डायमंड	diamant
महंगी	draho
महंगी	drahý
महंगी	drahé
फ्रायड	freud
तर्कसंगत	racionálne
तर्कसंगत	rozumný
तर्कसंगत	racionálny
पीना	pije
पीना	pitie
पीना	piť
पीना	pijú
पीना	nápoj
पीना	piť
पीना	vypiť
स्ट्रिप	pásy
स्ट्रिप	strip
संलयन	fúzia
अब्दुल्ला	abdullah
वर्जिन	panic
वर्जिन	panna
डेप	depp
चक्रों	čakry
मानकीकृत	štandardizované
मानकीकृत	štandardizovaný
मुहाफ़ज़ाह	gubernia
प्रोसेसिंग	spracovanie
प्रोसेसिंग	spracúvanie
प्रोसेसिंग	spracovania
प्रोसेसिंग	spracovávanie
अवस्थिति	umiestnenie
अवस्थिति	umiestňovanie
अवस्थिति	umiestnenia
अवस्थिति	umiestnenie
अवस्थिति	miesto
अवस्थिति	umiestnenia
अवस्थिति	poloha
अवस्थिति	lokalita
अवस्थिति	lokality
अवस्थिति	umiestnenia
अवस्थिति	miesta
वार्मिंग	otepľovanie
मार्गदर्शक	sprievodcu
मार्गदर्शक	príručka
मार्गदर्शक	sprievodca
मार्गदर्शक	guide
मार्गदर्शक	návod
विभिन्नता	odchýlka
विभिन्नता	variácie
ढोल	bubon
ढोल	bicie
ढोल	bubna
क्वार्क	kvark
अवकल	rozdiel
राजसी	majestic
राजसी	regal
टिकाऊ	udržateľný
टिकाऊ	udržateľné
टिकाऊ	trvalý
टिकाऊ	trvalé
जबरदस्त	ohromné
जबरदस्त	obrovské
क्रोमियम	chrómu
कूप	coupe
एकरूपता	jednotnosť
कीन	keane
स्टेनली	stanley
सिन्ध	sindh
लेखनी	perom
लेखनी	pen
लेखनी	pero
लेखनी	pera
वक्ष	hrudníka
वक्ष	hrudník
अखबारों	novín
अखबारों	noviny
मध्यस्थता	arbitráž
मध्यस्थता	mediácie
मध्यस्थता	sprostredkovanie
सोल	sol
किक	kop
किक	kopnúť
आयोडाइड	jodid
धड़कन	beat
धड़कन	rytmus
धड़कन	biť
धड़कन	poraziť
धड़कन	tep
धड़कन	biť
छल्ले	kruhy
छल्ले	prstene
छल्ले	krúžky
क्रेन	crane
आखरी	posledným
आखरी	posledný
आखरी	naposledy
आखरी	posledná
आखरी	posledné
क्षेत्ररक्षण	kapitánom
क्षेत्ररक्षण	kapitan
क्षेत्ररक्षण	kapitán
क्षेत्ररक्षण	fielding
लिली	lili
लिली	lilly
लिली	lily
बेली	bailey
बेली	brucho
बेली	bruško
ग्रहीय	planéty
मॉनिटर	monitorovať
मॉनिटर	monitor
कोक	kokaín
कोक	colu
कोक	koks
कोक	cola
मेलबोर्न	melbourne
करुणा	láskavosť
अकसर	častokrát
अकसर	casto
अकसर	často
मशरूम	huby
मशरूम	húb
मशरूम	huba
मशरूम	huby
शांतिपूर्ण	pokojný
शांतिपूर्ण	pokojné
शांतिपूर्ण	mierové
फ्लू	chrípka
फ्लू	chrípku
फ्लू	chrípky
नरक	hell
नरक	peklo
नरक	čert
नरक	pekla
ट्री	strom
ट्री	stromček
ट्री	strome
बेलन	valec
बेलन	valca
बोलना	rozprávanie
बोलना	hovoriaci
बोलना	povedané
बोलना	hovoriac
अवरोधित	zablokovaný
अवरोधित	blokované
अवरोधित	zablokované
आत्मविश्वास	presvedčený
आत्मविश्वास	sebavedomie
आत्मविश्वास	dôvera
आत्मविश्वास	dôveru
कुपोषण	podvýživy
लापता	chýbajúci
लापता	chýbajúce
लापता	nezvestný
लापता	chýba
लापता	chýbajú
नूर	noor
कंटेनर	nádoba
कंटेनर	kontajner
कंटेनर	kontajnery
राई	rai
दुश्मनों	nepriateľov
दुश्मनों	nepriateľom
दुश्मनों	nepriatelia
वाइड	širokého
वाइड	širokú
वाइड	široký
वाइड	široké
वाइड	široká
फर्नीचर	nábytok
वारिस	dediča
वारिस	dedič
