胞子	spóry
快適	pohodlie
快適	pohodlný
快適	pohodlná
快適	pohodlné
快適	pohodlie
快適	pohodlne
足跡	stopa
足跡	stopy
ロベール	robert
ロベール	róbert
バスケ	basketbal
獣医	veterinár
獣医	vet
獣医	veterinár
ヴァージン	panic
ヴァージン	panna
和音	akord
帝政	ríše
帝政	empire
帝政	ríša
帝政	impérium
帝政	ríši
動揺	nahnevaný
動揺	rozrušená
動揺	nahnevaná
タブレット	tabletu
タブレット	tabuľa
タブレット	tablety
タブレット	tablet
ジュエル	jewel
ジュエル	klenot
サンチェス	sanchez
サンチェス	sánchez
文字通り	doslova
文字通り	doslovne
目的地	cieľ
マルチメディア	multimediálne
オーラ	aura
ディープ	hlboká
ディープ	hlboké
ディープ	hlboko
ディープ	deep
ディープ	hlboký
マリアナ	mariana
アマゾン	amazon
年数	roky
年数	rokov
サイコロ	kocky
不自然	neprirodzené
コロナ	koronálna
コロナ	corona
切符	vstupenky
切符	lístky
切符	letenky
切符	lístok
教義	dogma
教義	vyznanie
教義	creed
教義	doktrína
オメガ	omega
両面	duplex
地雷	bane
地雷	baní
地雷	míny
ホッケー	hokej
かもめ	čajka
マダガスカル	madagaskaru
事績	úspechy
事績	dosahovanie
事績	dosiahnutie
事績	úspech
キタ	kita
上告	odvolanie
上告	odvolania
カートリッジ	kazety
カートリッジ	náplne
カートリッジ	náboje
カートリッジ	náplň
カートリッジ	zásobník
カートリッジ	náplne
カートリッジ	náplni
トレイル	stopu
トレイル	chodník
トレイル	stopa
臓器	orgánov
臓器	orgány
臓器	orgán
コロンボ	colombo
水銀	ortuť
水銀	ortuti
ニース	pekny
ニース	pekný
ニース	pekná
ニース	pekne
ニース	pekné
ニース	nice
ホモ	homo
ユニーク	jedinečný
ユニーク	unikátne
ユニーク	jedinečné
ユニーク	jedinečná
ユニーク	unikátny
ステアリング	riadenie
ステアリング	riadiaci
アドリア	adria
浄化	očistenie
浄化	očistiť
浄化	čistiť
音節	slabiky
シダ	fern
炎症	zápalové
炎症	zápal
ダンカン	duncan
カッパ	kappa
摩擦	trenie
ドーン	dawn
ドーン	úsvitu
ドーン	úsvit
芝生	trávnik
悪役	zloduch
実効	efektívnosť
実効	účinnosť
実効	účinné
実効	účinne
実効	efektívne
実効	efektívna
実効	účinný
セナ	senna
アルマ	alma
ルナ	luna
オリオン	orion
謙信	kenšin
ルーシー	lucy
ウィリー	willy
ステータス	stav
ステータス	status
ステータス	štatút
ステータス	postavenie
アロン	aaron
アロン	aron
柔軟	flexibilita
柔軟	flexibilitu
柔軟	flexibility
柔軟	pružnosť
イングリッシュ	anglický
イングリッシュ	slovensky
イングリッシュ	angličtina
イングリッシュ	angličtine
イングリッシュ	slovenčina
イングリッシュ	slovak
浮気	nevera
浮気	podvádza
浮気	afére
浮気	románik
マッサージ	masáže
マッサージ	masáže
マッサージ	masáž
捕鯨	veľrybárska
劣化	zhoršenia
劣化	zhoršenie
劣化	zhoršovanie
劣化	degradácie
劣化	degradácia
工具	nástroja
工具	nástroj
工具	náradie
上海市	šanghaji
オナニー	masturbácia
クイック	rýchle
クイック	rýchlo
クイック	rýchly
クイック	rýchla
リニア	lineárne
リニア	lineárna
リニア	lineárny
ワタ	speciosa
ラーマ	lama
ラーマ	rama
吉備	kibi
接着	adhézie
サンプリング	vzorky
サンプリング	vzorku
サンプリング	vzorka
サンプリング	ukážka
必死	zúfalo
必死	zúfalý
必死	zúfalo
必死	zúfalá
失効	lapse
失効	vypršala
失効	skončila
ねずみ	myš
ねずみ	myška
ねずみ	myši
経典	sutra
オセアニア	oceánia
大気圏	atmosféru
大気圏	atmosféry
大気圏	atmosféra
不審	podozrivo
不審	podozrivý
不審	podozrivé
リサイクル	recyklovať
リサイクル	recyklovať
リサイクル	recyklácie
リサイクル	recyklácia
チェン	cheng
隠す	schovať
隠す	skryť
グラフィックス	grafiku
グラフィックス	grafické
グラフィックス	grafika
マニ	mani
カモ	kačice
カモ	kačky
カモ	kačice
カモ	kačka
カモ	kačica
カモ	duck
無意味	zbytočné
無意味	nezmyselné
ビーズ	pätky
ビーズ	perla
ビーズ	guľôčky
ビーズ	korálky
旋風	smršť
無敗	neporazený
精製	rafinované
精製	zdokonaliť
精製	spresnenie
精製	spresniť
責め	obviniť
責め	obviňovať
スナック	občerstvenie
スナック	desiatu
スナック	občerstvenie
グリップ	grip
ペダル	pedál
アレクサンドロス	alexander
ビザ	víza
ビザ	vízum
トレス	tres
スタック	stack
ヴァルター	walther
ヴァルター	waltera
ヴァルター	walter
満期	splatnosť
満期	splatnosti
強要	ovplyvnenie
強要	ovplyvňovanie
強要	nátlak
強要	nutkanie
強要	nátlaku
強要	nátlak
強要	nátlakom
隙間	medzery
ギャンブル	hazard
オリバー	oliver
庇護	priazeň
ハリソン	harrison
フリート	flotila
フリート	flotily
フリート	flotilu
風力	gale
強姦	znásilnenie
強姦	znásilniť
強姦	znásilnenia
湖畔	lakeside
センチュリー	storočia
センチュリー	storočí
センチュリー	storočie
リカルド	ricardo
スルタン	sultán
バッグ	vak
バッグ	tašku
バッグ	vrecko
バッグ	vrece
バッグ	taška
バッグ	vrecia
バッグ	vaky
バッグ	vrecúška
バッグ	tašky
画質	kvalitné
画質	kvality
画質	kvalita
画質	vlastnosť
飽和	navigácia
飽和	nasýtených
シャア	sha
カヤ	kaya
福音書	evanjelium
ユニバーシアード	univerziáda
侮辱	uraziť
侮辱	urážka
侮辱	urážať
侮辱	urážku
ロブ	rob
ロブ	robb
平衡	rovnováha
ダーウィン	darwin
乗馬	jazdenie
乗馬	jazdiť
乗馬	jazda
粘土	hlina
粘土	hliny
粘土	clay
占有	držanie
占有	držba
モナ	mona
信雄	nobuo
肝臓	pečeň
肝臓	pečene
アンゴラ	angola
ノック	nok
ジェシカ	jess
ジェシカ	jessica
停戦	prímerie
真ん中	blízkom
真ん中	stredný
真ん中	stredné
真ん中	stredná
真ん中	stred
ペイント	namaľovať
ペイント	farba
ペイント	maľovať
ピーチ	broskyne
滑らか	hladká
滑らか	hladko
滑らか	plynulé
滑らか	hladký
滑らか	hladké
ハイランド	highland
完備	vyplniť
完備	úplné
完備	kompletný
完備	dokončiť
完備	kompletná
完備	kompletné
白血病	leukémiu
白血病	leukémie
アングル	uhla
アングル	uhol
アングル	uhly
アングル	uhlov
冷たい	studená
冷たい	studené
冷たい	chladná
冷たい	zima
冷たい	chlad
ホノルル	honolulu
ハンプトン	hampton
ラウンジ	lounge
ラウンジ	hala
ディーラー	predajca
ディーラー	díler
ディーラー	predajcu
デーモン	démon
除隊	absolutórium
除隊	vypúšťanie
ナイス	pekny
ナイス	pekný
ナイス	pekná
ナイス	pekne
ナイス	pekné
ナイス	nice
ケヴィン	kevina
ケヴィン	kevin
信条	vyznanie
信条	creed
入札	ponuka
入札	ponuky
入札	ponuku
シルエット	silueta
エディンバラ	edinburghu
中性子	neutrónov
パノラマ	panorama
パノラマ	panoramatickou
クルト	kurt
反復	opakovanie
反復	iterácia
共存	koexistovať
ネイティブ	native
ヴィレッジ	dediny
ヴィレッジ	dedinka
ヴィレッジ	dedine
ヴィレッジ	dedina
ヴィレッジ	obec
ロジャース	rodgers
ロジャース	rogers
バレンタイン	valentína
バレンタイン	valentín
バレンタイン	valentine
ボルドー	bordeaux
ヴァンパイア	upírom
ヴァンパイア	upíra
ヴァンパイア	upíri
ヴァンパイア	upír
受け取り	prijatý
受け取り	dostala
受け取り	získala
受け取り	prijaté
受け取り	prijatá
風刺	satira
仲裁	arbitráž
顕微鏡	mikroskop
検察官	obžaloba
検察官	stíhanie
検察官	stíhania
検察官	žaloba
検察官	žalobca
検察官	prokurátora
検察官	prokurátor
ボトル	fľaše
ボトル	fľašky
ボトル	fľašu
ボトル	fľaše
ボトル	fľaša
ダイハツ	daihatsu
神風	kamikadze
クォーター	štvrťrok
クォーター	štvrtina
グリッド	mriežky
グリッド	sieť
リチウム	lítia
わがまま	sebecký
ラバー	kaučuku
ラバー	gumy
ラバー	kaučuk
ラバー	guma
ラバー	gumu
便所	toaleta
便所	záchody
便所	toalety
インタラクティブ	interaktívne
セール	predaj
セール	výpredaj
アグネス	agnes
フェス	fez
フェルナンデス	fernández
フェルナンデス	fernandez
フェルナンデス	fernandes
用紙	papiera
用紙	papierové
用紙	papier
用紙	papierová
パラオ	palau
ミナ	mina
快楽	potešenie
快楽	radosť
ヒール	liečiť
ヒール	vyliečiť
ヒール	uzdravenie
ヒール	päta
しみ	škvrny
しみ	škvrna
均衡	rovnováha
きれい	čistá
きれい	čistý
きれい	vyčistiť
きれい	čisté
気球	balón
イケメン	krásny
イケメン	fešáci
イケメン	pekný
ディラン	dylan
リンパ	lymfatické
メンフィス	memphise
フィルタ	filter
フィルタ	filtrovať
フィルタ	filtre
フィルタ	filtrov
ヴォルフガング	wolfgang
チコ	chico
蒸発	odparuje
蒸発	odparovania
ココ	coco
スクリュー	skrutka
祈祷	modlitbu
祈祷	modlitbe
祈祷	modlitba
募金	darovanie
募金	darcovstvo
募金	darovať
募金	prispieť
募金	darcovstvo
募金	dary
募金	príspevky
オリエント	orientovať
オリエント	orient
オーランド	åland
オーランド	orlanda
作物	plodiny
作物	plodín
パウンド	libry
パウンド	libra
シャーロック	sherlock
スタッド	stade
スタッド	žrebec
ギガ	giga
リッター	ritter
逸脱	deviant
村人	dedinčania
村人	dedinčanov
トカゲ	jašterice
トカゲ	jašterica
参道	priblíženie
参道	prístup
参道	pristupovať
飢饉	hladomor
飢饉	hlad
ピストル	pištoľ
布教	rozmnožovanie
ブランチ	konár
ブランチ	pobočka
ブランチ	branch
別館	príloha
聖歌	hymnu
聖歌	hymny
漁師	rybári
漁師	rybárov
漁師	rybár
ガーナ	ghana
ミレニアム	millenium
ミレニアム	tisícročia
なぜなら	lebo
なぜなら	pretože
なぜなら	pretoze
塩素	chlór
釈迦	shaka
つぼみ	puky
ジェニファー	jennifer
クレイグ	craig
パッチ	náplasti
アイザック	isaac
美学	estetika
死別	ovdovela
筆記	písomné
筆記	napísané
筆記	písomná
筆記	napísal
筆記	napísali
筆記	písanie
筆記	písať
セバスチャン	sebastian
レコーダー	záznamník
レコーダー	zapisovač
ダイアナ	diana
リハビリ	rehabilitácie
リハビリ	rehabilitáciu
バーゼル	bazilej
テリア	teriérov
テリア	teriér
苦情	sťažností
苦情	sťažnosti
苦情	podnet
苦情	sťažnosť
苦情	sťažnosti
二階	hore
二階	poschodie
代名詞	zámená
代名詞	zámeno
静脈	žilách
静脈	žily
静脈	žíl
静脈	žila
静脈	žily
チューン	melódiu
チューン	melódia
ノルマンディー	normandii
ハウ	howe
合法	legálny
合法	legálne
開示	zverejnenie
開示	zverejňovanie
開示	zverejnenia
エデン	eden
デザート	dezert
デザート	zákusok
デザート	púšte
デザート	púšť
デザート	púšti
デザート	dezerty
動脈	arteriálnej
動脈	tepny
動脈	artérie
動脈	tepnu
動脈	tepny
動脈	artérie
ツイッター	twitter
ツイッター	twitteri
発熱	horúčky
発熱	horúčka
リュック	ruksak
リュック	luc
織物	textil
織物	textilných
織物	textilné
織物	textilný
織物	tkanie
織物	textílie
織物	textílie
織物	textil
織物	textilu
ペスト	mor
ペスト	škodcov
礼儀	etiketa
礼儀	zdvorilosti
礼儀	zdvorilosť
礼儀	láskavosť
礼儀	slušnosť
ボンド	väzba
ボンド	puto
ボンド	bond
グロス	brutto
グロス	hrubé
グロス	hrubá
グロス	hrubého
グロス	hrubý
グロス	hnus
ヴィーナス	venuša
ゴリラ	gorila
ゴリラ	gorily
フリッツ	fritz
ブランコ	blanco
ニトロ	nitro
伊吹	ibuki
ジュゼッペ	giuseppe
竜巻	tornádo
健治	kenji
苦悩	muky
苦悩	muky
苦悩	trápenie
ゴリ	gori
ゴア	goa
ゴア	gore
ネブラスカ	nebraske
ポロ	polo
日没	sunset
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	celtics
ディナー	večere
ディナー	večera
ディナー	večere
白金	platiny
パラグアイ	paraguaj
ブカレスト	bukurešti
不信	nedôvery
不信	nedôveru
ジェシー	jesse
オオカミ	vlk
オオカミ	wolf
コンタクト	kontaktovať
コンタクト	kontakt
コンタクト	kontaktujte
バスケット	košík
バスケット	kôš
ザルツブルク	salzburg
特製	špecialita
快感	potešenie
快感	radosť
叔母	teta
叔母	tetu
叔母	tete
パーソナル	osobný
パーソナル	osobná
パーソナル	osobné
パーソナル	personal
百姓	sedliaci
段落	odsek
段落	odseku
段落	odsekov
段落	odseky
段落	odsekoch
ハーモニー	harmónii
やっと	konecne
やっと	konečne
アイディア	napad
アイディア	idea
アイディア	myšlienka
アイディア	nápad
アイディア	nápady
アイディア	nápadov
アイディア	myšlienky
アイディア	predstavy
タイラー	tyler
タイラー	tylera
アンプ	zosilňovač
アンプ	zosilňovače
宝物	poklady
宝物	pokladov
宝物	poklad
礼子	reiko
マルクス主義	marxizmus
サーブ	slúžia
サーブ	slúžiť
サーブ	saab
イワン	ivan
イワン	ivana
ギフト	darčeky
ギフト	dary
ギフト	darček
ギフト	dar
理性	rozum
理性	príčina
理性	dôvod
理性	dovod
ビスマルク	bismarck
構文	syntaktická
構文	syntax
ミキ	miki
光景	pohľady
光景	pamiatky
光景	zrak
アインシュタイン	einstein
申し立て	sporných
申し立て	sporné
申し立て	sporná
申し立て	spornej
申し立て	sporný
申し立て	namietať
申し立て	spore
申し立て	sporu
申し立て	spor
申し立て	námietka
エミリー	emily
安い	lacný
安い	lacné
安い	lacno
安い	lacná
安い	lacný
スラッシュ	slash
アミューズメント	pobavenie
ハーレム	harleme
サンズ	piesky
ガイ	chlap
ガイ	guy
ガイ	chalan
ガイ	chlapík
プラット	platt
プラット	pratt
プラット	platte
矯正	korekcie
矯正	opravy
矯正	nápravy
矯正	opráv
バタフライ	motýľ
バタフライ	motýľa
最小限	minimalizácia
最小限	minimalizovať
最小限	minimálny
最小限	minimálne
最小限	minimálna
エレナ	elena
クイーンズ	kráľovné
クイーンズ	queens
コサック	kozáci
スペル	pravopis
スペル	kúzlo
スペル	zaklínadlo
チャレンジャー	challenger
ホワイトハウス	whitehouse
プロポーズ	navrhovať
プロポーズ	navrhnúť
プロポーズ	návrh
パラレル	súbežne
パラレル	paralelné
パラレル	paralelný
パラレル	súbežné
パラレル	paralelne
サザン	južný
サザン	juhu
サザン	južná
サザン	južné
サザン	južnej
図形	geometria
図形	geometrie
図形	tvar
図形	tvare
ゲノム	genómu
デイヴ	dave
デイヴ	dava
ドッキング	dok
ドッキング	doku
マダム	madam
マダム	madam
マダム	madame
平沢	hirasawa
トレント	trent
アーセナル	arsenal
請願	petícií
請願	petície
請願	petíciu
アトランティック	atlantiku
アトランティック	atlantic
アトランティック	atlantický
アトランティック	atlantik
メチル	metyl
おば	teta
おば	tetu
おば	tete
おば	tety
腐敗	rozkladu
腐敗	rozklad
視線	pohlad
ベイビー	baby
ベイビー	bábätko
ベイビー	dieťa
備後	bingo
キルギス	kirgizsku
とにかく	kazdopadne
とにかく	každopádne
アダムス	adams
ブライト	jasná
ブライト	svetlý
ブライト	svetlé
トレーラー	prívesu
トレーラー	príves
毛皮	kožušiny
毛皮	kožušín
毛皮	kožuch
毛皮	srsť
コロシアム	koloseum
シンフォニー	symfónia
エスカレーター	eskalátor
選任	vymenovaní
選任	termin
選任	vymenovanie
選任	menovanie
選任	stretnutie
選任	zvolenie
選任	volieb
選任	voľby
ゴールキーパー	brankár
マグマ	magma
条文	poskytovanie
条文	ustanovenie
条文	ustanovenia
条文	rezervy
ニクソン	nixon
マリオン	marion
ごみ	vrhu
ごみ	vrh
ごみ	blbosti
ごみ	hlúposť
ごみ	blbosť
ごみ	odpadky
ハーブ	herb
ハーブ	bylín
ハーブ	bylinky
フィアット	fiat
ドロシー	dorothy
一律	jednotne
チェ	choi
チェ	che
フェンダー	fender
キール	kir
キール	kýl
ジョーク	vtip
ジョーク	vtipov
ジョーク	vtipy
フォスター	foster
クロスオーバー	crossover
孵化	poklop
コウモリ	bat
コウモリ	netopier
コウモリ	netopiere
バチカン	vatikán
バール	bare
バール	bar
バール	tyč
トリス	tris
丹下	tange
ヴィラ	vila
ヴィラ	vila
ヴィラ	villa
ヴィラ	vily
ユーモア	humorné
ユーモア	humor
ユーモア	humor
溶液	riesenie
溶液	riešenie
溶液	roztok
溶液	riešenia
転覆	zvrhnúť
ウイスキー	whiskey
ウイスキー	whisky
ウイスキー	whisky
バッキング	podklad
バッド	zlý
バッド	zlá
バッド	bad
バッド	zlé
バッド	blbo
ナシ	hruška
アレクセイ	alexej
アレクセイ	alexej
アレクサンドリア	alexandrii
総局	riaditeľstvo
ファゴット	fagot
エリザベート	elisabeth
エリザベート	alžbeta
借用	pôžička
誠実	úprimnosť
コンポーネント	komponentu
コンポーネント	zložka
コンポーネント	komponent
コンポーネント	súčasť
コンポーネント	súčiastky
コンポーネント	komponenty
コンポーネント	súčasti
聴覚	pojednávanie
聴覚	vypočúvanie
聴覚	sluch
聴覚	vypočutie
簡潔	stručné
簡潔	stručná
簡潔	stručný
トリガー	spúšťač
トリガー	spúšťacie
トリガー	spúšť
イベリア	iberia
古事記	kodžiki
イーグルス	orly
刻印	razenie
チューリップ	tulipány
チューリップ	tulipán
ガッツ	črevá
ガッツ	guráž
ガッツ	vnútornosti
レニングラード	leningradu
リップ	orp
リップ	rip
コルト	colt
プランニング	plánovanie
曲面	povrch
曲面	povrchu
煉瓦	tehly
煉瓦	brick
ペイン	paine
ペイン	payne
ペイン	bolesti
ペイン	bolesť
薬剤師	lekárnik
薬剤師	lekárnika
自律	autonómna
自律	samostatná
自律	autonómne
ポツダム	postupime
ニコル	nicole
嫌がらせ	obťažovať
嫌がらせ	obťažovanie
嫌がらせ	obťažovania
嫌がらせ	obťažuje
名字	priezviská
ハーグ	haagu
プロヴァンス	provence
ミーティング	stretnutí
ミーティング	zasadnutia
ミーティング	stretnutia
ミーティング	schôdze
ミーティング	zasadania
ミーティング	stretnutia
ミーティング	stretko
ミーティング	schôdza
ミーティング	zasadnutie
ミーティング	stretnutie
カーペット	koberce
カーペット	koberec
モンタナ	montana
カビ	pleseň
カビ	pleseň
カビ	formy
ギャップ	medzery
ギャップ	medzeru
ギャップ	medzera
地層	stratum
アルス	nr
アルス	ars
シェリー	cherie
シェリー	sherry
シェリー	shelly
乗り物	vozidiel
乗り物	vozidlá
乗り物	vozidla
乗り物	vozidlo
乗り物	vozidlá
ダニ	označte
ダニ	tik
ダニ	dani
伊奈	ina
暖房	vykurovanie
暖房	vykurovacie
暖房	kúrenie
イネ	ine
数量	množstvá
数量	množstva
数量	množstvo
数量	množstvá
倍率	škálovanie
倍率	zväčšenie
中級	priebežné
パンドラ	pandora
チャイコフスキー	čajkovskij
カナリア	kanárskych
カナリア	kanárske
テンプル	chrámu
テンプル	temple
テンプル	chrám
偽造	falšovanie
エメラルド	emerald
テレサ	teresa
テレサ	tereza
テレサ	theresa
マッカートニー	mccartney
パタゴニア	patagónii
太い	hrubý
太い	hustá
太い	husté
太い	hrubé
太い	hrubá
アニー	annie
ベルン	bern
コックピット	kokpite
匂い	čuch
匂い	vôňa
匂い	zápach
精神病	psychóza
ゴメス	gomes
ゴメス	gomez
ゲーテ	goethe
無条件	bezvýhradne
無条件	bezpodmienečne
無条件	nepodmienené
オスカル	oskar
オスカル	oscara
オスカル	oscar
リハーサル	nácvik
リハーサル	skúšku
リハーサル	skúšali
ケニー	kenny
アスファルト	asfalt
祝う	osláviť
祝う	oslavovať
サラダ	šaláty
サラダ	šalát
エクアドル	ekvádorský
エクアドル	ekvádor
制動	brzdenia
制動	brzdenie
河北省	hebei
ルワンダ	rwande
ドーピング	doping
シューマン	schumann
シューマン	schuman
十字路	križovatke
十字路	križovatka
十字路	križovatky
レナード	leonard
グライダー	klzák
グライダー	klzáky
ベルナール	bernard
エンリケ	enrique
ひどい	hrozné
ひどい	strašné
ひどい	hrozná
ひどい	strašná
ひどい	hrozne
ひどい	strasne
ババ	baba
ババ	bubba
ポーツマス	portsmouthu
オスロ	oslo
モニカ	monika
モニカ	monica
モニカ	monika
スペシャリスト	odborník
スペシャリスト	špecializované
スペシャリスト	špecialista
リガ	riga
軍備	výzbroje
軍備	výzbroj
ロコ	loco
パワフル	silné
パワフル	mocný
パワフル	silná
パワフル	mocné
パワフル	silný
パワフル	mocná
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
放射能	rádioaktivity
ペレス	perez
ペレス	pérez
泣く	plakať
泣く	plač
泣く	plakať
泣く	plače
泣く	plač
インディー	indie
ペガサス	pegas
ディエゴ	diego
ディエゴ	diega
観念	napad
観念	idea
観念	myšlienka
観念	nápad
叫ぶ	kričať
叫ぶ	shout
ケネス	kenneth
バタ	bata
シャドウ	tieň
シャドウ	tieňom
シャドウ	tieňa
発送	odosielanie
発送	odoslania
発送	odoslanie
嘱託	zadanie
嘱託	zadávanie
マンガン	mangánu
教訓	lekciu
教訓	lekcie
教訓	ponaučenie
教訓	lekcia
ポッター	pottera
ポッター	potter
ハト	holubov
ハト	holuby
ハト	holub
スモール	malá
スモール	small
スモール	malý
スモール	malých
スモール	malé
パルコ	parco
給料	mzda
給料	plat
打楽器	bicie
伝播	rozmnožovanie
エドワーズ	edwards
スズ	tin
スズ	cínu
ベネット	bennett
ベネット	bennet
ミミ	mimi
肩書	názov
肩書	hlava
肩書	titul
肩書	titulok
忠雄	tadao
ダライ	dalajláma
コンペティション	súťaže
コンペティション	sutaz
コンペティション	konkurencia
コンペティション	súťaž
役立つ	užitočný
役立つ	užitočné
役立つ	užitočná
世俗	sekulárne
成虫	imago
ドリンク	nápoj
ドリンク	piť
ドリンク	vypiť
ドリンク	nápoje
ドリンク	pije
ドリンク	pitie
ドリンク	nápojov
子宮	maternice
子宮	maternici
子宮	maternice
グラスゴー	glasgow
ワタナベ	watanabe
航法	navigácia
航法	navigačných
航法	navigáciu
下水道	kanalizácie
下水道	kanalizácie
下水道	kanáloch
カザン	kazan
シェパード	pastier
シェパード	shepard
贈り物	darčeky
贈り物	dary
贈り物	darček
贈り物	dar
退位	abdikácia
退位	abdikoval
ラグナ	laguna
ノヴゴロド	novgorod
オビ	obi
ベネディクト	benedict
検閲	cenzurované
検閲	cenzúra
オペレーション	operácie
オペレーション	prevádzky
オペレーション	prevádzka
オペレーション	operácie
オペレーション	fungovanie
オペレーション	operácia
オペレーション	prevádzka
ガーディアン	strážny
ガーディアン	ochranca
ガーディアン	strážca
小麦	pšenica
小麦	pšenicu
小麦	pšenice
物事	všeličo
物事	vecí
物事	veci
ブイ	bója
描画	kresba
描画	kreslenie
描画	výkres
描画	čerpania
ノンストップ	nonstop
パレット	palety
パレット	paletu
マギー	maggie
フューチャー	budúca
フューチャー	budúcnosti
フューチャー	budúcnosť
フューチャー	budúce
狂気	šialené
狂気	šialený
狂気	bláznovstvo
狂気	šialenstvo
狂気	šialenstvo
リマ	lime
懸賞	ceny
懸賞	ocenenia
ストーカー	sledovala
ストーカー	prenasledovanie
ストーカー	stalker
ロバ	somáre
ロバ	somár
ジュリー	julie
ジュリー	júlia
村落	dedín
村落	dediny
村落	obce
村落	dediny
村落	dedinka
村落	dedine
村落	dedina
村落	obec
生態系	ekosystému
生態系	ekosystém
生態系	ekosystémov
生態系	ekosystémy
かわいい	zlaté
かわいい	zlatý
かわいい	zlatí
かわいい	zlatá
モニュメント	pamiatky
モニュメント	pamätník
モニュメント	pamätníku
モニュメント	pamiatka
ジャッジ	rozhodca
ジャッジ	súdiť
ジャッジ	sudca
ジャッジ	posúdiť
注入	infúzie
ピエモンテ	piemont
ローラン	laurent
ファインダー	vyhľadávač
ザグレブ	záhreb
ニューカッスル	newcastle
サクラメント	sacramento
サクラメント	sviatosť
マジカル	magický
マジカル	čarovné
マジカル	čarovná
マジカル	magické
リクルート	nábor
ソート	triediť
ソート	zoradiť
ソート	triedenie
ソート	triedenia
覚書	memorandum
サンダー	hrom
紅茶	caj
紅茶	čaj
紅茶	čaju
紅茶	tea
デア	der
ノーラン	nolan
信じる	verím
信じる	veriť
信じる	ver
信じる	veria
信じる	presvedčený
ピッコロ	piccolo
ヴィンセント	vincent
ハイライト	zdôraznil
ハイライト	zdôraznila
ハイライト	zdôraznené
ハイライト	zdôrazňuje
ハイライト	najdôležitejšie
ハイライト	zdôrazniť
ハイライト	zvýrazniť
フェスタ	festa
マシーン	prístroj
マシーン	automat
マシーン	stroj
ポーラ	paula
船首	luk
暗闇	tmu
暗闇	temnoty
暗闇	temnota
暗闇	tma
暗闇	tmy
暗闇	temné
エスパーニャ	españa
マーチン	martina
マーチン	martin
リラ	líra
リラ	rila
刺し	bodanie
せり	aukcie
せり	dražby
リベラル	liberálna
ゼルダ	zelda
プロローグ	prológ
果物	ovocia
果物	plody
果物	ovocie
果物	plodov
果物	ovocia
果物	plody
果物	ovocie
おじ	ujo
おじ	strýko
おじ	strýkovia
停電	výpadok
爬虫類	plaz
爬虫類	plazy
爬虫類	plazy
五つ	five
五つ	päť
五つ	päťka
五つ	piati
税金	dane
税金	daň
税金	daňové
税金	dane
税金	daní
登る	stúpanie
登る	liezť
登る	stúpania
登る	vyliezť
隔離	izolácia
隔離	izoláciu
隔離	izolácie
バーレーン	bahrajne
球体	guľa
領事	konzul
未熟	nezrelé
不便	nepríjemnosti
ブラームス	brahms
キャメロン	cameron
キャメロン	cameronová
マーキュリー	ortuť
マーキュリー	ortuti
知識人	intelektuálov
知識人	intelektuálne
知識人	duševného
知識人	duševné
ウェディング	svadby
ウェディング	svadobná
ウェディング	svadba
ウェディング	sobáš
ウェディング	svadobné
ウェディング	svadbu
ウェディング	svadby
救急車	sanitka
救急車	ambulancia
救急車	sanitke
神保	jimbo
花弁	lupienky
残党	pozostatky
セグメント	segmenty
セグメント	segmentov
セグメント	segmentu
セグメント	segment
セグメント	úsek
ノエル	noël
ノエル	noel
絶縁	izolovaných
絶縁	izolované
絶縁	izolovaná
絶縁	izolovaný
ナタリー	natalie
在庫	zásob
在庫	zásoby
在庫	zásob
在庫	súpis
在庫	inventár
トミ	tomi
カーティス	curtis
スプリンター	sprinter
スプリンター	trieska
ドミニク	dominik
ドミニク	dominic
ビルバオ	bilbao
原子核	jadro
原子核	jadra
ペルソナ	osobnosť
リセット	reset
リセット	obnoviť
ジングル	jingle
スプレー	sprej
ガリレオ	galileo
ポテンシャル	potenciál
ポテンシャル	potenciálne
ポテンシャル	potenciálu
生化学	biochémia
スピーチ	prejav
スピーチ	príhovor
スピーチ	reči
スピーチ	vystúpenie
スピーチ	reč
ジャスティン	justin
ジャスティン	justina
降臨	zostúpil
シング	singh
デュッセルドルフ	düsseldorf
タスク	úlohy
タスク	úloh
タスク	poslanie
タスク	úloha
タスク	úlohy
ジュピター	jupiter
キャプション	titulok
キャプション	popis
キャプション	nadpis
プレイオフ	playoff
ユヴェントス	juventus
物品	tovaru
物品	tovar
物品	tovary
物品	tovarov
サイレン	sirene
サイレン	siréna
サイレン	sirény
ルーレット	ruleta
小人	trpaslíka
小人	trpaslík
リビング	žijúci
リビング	žijúce
リビング	žiť
チャド	čade
チャド	chad
バイオリン	husle
ジャカルタ	jakarte
直交	kolmá
直交	kolmý
光秀	akeči
インターフェース	rozhranie
インターフェース	rozhrania
インターフェース	rozhraní
キノ	kino
キノ	keno
即興	improvizácia
コーダ	coda
ドロー	čerpať
ドロー	nakresliť
ドロー	kresliť
ドロー	vyvodiť
賞品	ceny
賞品	ocenenia
公判	pojednávanie
公判	súd
便宜	pohodlie
収縮	kontrakcie
カスタマイズ	prispôsobiť
カスタマイズ	prispôsobenie
カスタマイズ	prispôsobiť
バングラデシュ	bangladéši
ペルシャ	perzský
変種	odrodu
変種	rôznorodosť
変種	odrody
変種	odroda
リハビリテーション	rehabilitácie
リハビリテーション	rehabilitáciu
