támogatója	сторонник
befejeződött	завершена
boris	борис
fenyegeti	угрожает
kliens	клиента
kliens	клиент
módosítani	изменить
koalíció	коалиция
koalíció	коалицию
koalíció	коалиции
tűzoltó	пожарный
tűzoltó	пожарный
szex	секс
nagyobbak	крупнее
nagyobbak	крупнее
utazók	путешественников
utazók	путешественник
utazók	traveller
kőolaj	нефти
kőolaj	нефть
kőolaj	масло
kőolaj	нефти
kőolaj	нефть
spin	вращение
spin	spin
hallottam	слышали
hallottam	услышал
hallottam	слышал
hallottam	слышала
hasonlóképpen	аналогично
hasonlóképpen	аналогично
hálózatok	сетей
hálózatok	сети
hálózatok	сетях
krónikus	хроническая
krónikus	хронические
krónikus	хронической
rajza	рисование
rajza	рисунок
mónika	моника
logikus	логическое
logikus	логично
utasítások	инструкция
utasítások	инструкции
kertészeti	садоводства
kertészeti	садоводство
hasi	брюшной
jürgen	юрген
vád	обвинения
vád	преследование
vád	обвинение
vád	обвинение
lábai	ножки
lábai	ноги
lábai	лапки
ellenálló	сопротивления
ellenálló	сопротивление
lovagi	рыцарство
lucy	люси
liter	литр
liter	литр
liter	литров
műhelyek	семинары
dylan	дилана
dylan	дилан
derek	дерек
derek	дерека
suzuki	suzuki
camp	кэмп
camp	лагерь
dublin	дублине
dublin	дублин
kontinensen	континенте
kontinensen	континент
britney	бритни
eltávolítása	удаление
eltávolítása	убрать
eltávolítása	удалить
eltávolítása	удаление
nyíló	цветёт
országszerte	общенациональный
kritikát	критика
kritikát	критику
kritikát	критика
merőleges	перпендикулярно
kenyér	хлеба
kenyér	хлеб
sütő	плита
sütő	печь
sütő	духовке
sütő	печь
kinga	король
kinga	кинг
kinga	царь
kinga	king
démon	демон
karen	карен
vista	vista
tulajdon	собственности
tulajdon	свойство
tulajdon	имущество
tulajdon	собственность
tulajdon	недвижимость
marokkói	марокко
zavarok	беспорядков
zavarok	беспорядки
hódító	завоеватель
hódító	завоевания
lábát	ножки
lábát	ноги
lábát	лапки
lábát	гэн
lábát	нога
lábát	ногу
amanda	аманда
cleveland	кливленд
folytatás	возобновить
folytatás	продолжение
folytatás	продолжение
folytatás	продолжая
folytatás	продолжить
folytatás	продолжаем
folytatás	продолжать
folytatás	продолжил
folytatás	продолжение
hittem	верила
hittem	поверил
hittem	поверила
hittem	верил
hittem	мысль
hittem	думал
fasiszta	фашистской
célokat	целей
célokat	цели
végrehajtani	выполнить
végrehajtani	казнить
végrehajtani	исполнить
villamosok	трамвай
villamosok	трамваи
gregory	григорий
gregory	грегори
dominikai	доминиканская
dominikai	доминиканской
dominikai	доминика
kocka	geek
kocka	кубик
kocka	куб
kocka	ботаник
örülök	удовольствие
örülök	удовольствия
örülök	наслаждение
örülök	рада
örülök	рад
tárgyalás	переговоры
tárgyalás	переговоров
befejezetlen	неполный
befejezetlen	неполной
optimális	оптимального
optimális	оптимальные
optimális	оптимальное
optimális	оптимальный
optimális	оптимально
optimális	оптимального
optimális	оптимальный
optimális	оптимальное
optimális	оптимально
februárban	февраля
februárban	февраль
detroit	детройт
intézkedések	меры
intézkedések	действия
intézkedések	меры
konfliktusok	конфликты
konfliktusok	конфликт
konfliktusok	конфликты
konfliktusok	коллизия
szörny	монстр
szörny	чудовище
adriai	адриатического
eindhoven	эйндховен
fehérje	белок
fehérje	белка
fehérje	белки
fehérje	белков
fehérje	белки
tárgyalja	обсуждается
tárgyalja	обсуждает
eltérések	расхождения
eltérések	несоответствия
eltérések	отклонения
eltérések	расхождения
eltérések	отличия
eltérések	разногласия
eltérések	различия
vitákat	прения
vitákat	дебаты
perzsák	персов
könyvtárak	библиотеки
könyvtárak	библиотек
könyvtárak	каталоги
ókor	древности
springer	спрингер
részecske	частиц
részecske	частицы
részecske	частиц
részecske	частица
részecske	частицы
elismerés	признание
elismerés	признательность
elismerés	признание
szabályozó	регулятор
molekula	молекулярной
molekula	молекулы
elegáns	элегантный
elegáns	шик
cáceres	касерес
vegas	вегасе
vegas	вегас
everton	эвертон
donna	донна
abd	абд
bekezdés	параграф
bekezdés	пункт
bekezdés	абзац
bekezdés	пункты
bekezdés	пунктах
nyilas	стрелец
természetfeletti	сверхъестественное
rocky	рокки
intelligencia	интеллект
intelligencia	разведка
intelligencia	разведки
megfogalmazott	сформулированные
megfogalmazott	сформулированы
fan	поклонник
fan	фан
fan	вентилятор
fan	фанат
fogak	зубов
fogak	зубы
épít	сборки
épít	строит
vizsgálati	испытания
vizsgálati	проверка
vizsgálati	тест
vizsgálati	испытание
vizsgálati	испытания
vizsgálati	проверка
vizsgálati	испытание
vizsgálati	тестирование
éghajlati	климатические
éghajlati	климатических
rákok	крабов
rákok	ракообразных
rákok	креветки
vaszilij	василий
fertőző	инфекционных
képregények	comics
képregények	комиксы
képregények	комикс
fertőzött	инфицированных
fertőzött	инфицированные
fertőzött	загрязненных
css	css
blackburn	блэкберн
mondatok	фраз
mondatok	фразы
mondatok	приговоры
aligha	едва
naruto	наруто
brescia	брешиа
baltimore	балтимор
baltimore	балтиморе
ming	мин
ming	минг
kertek	сады
tizenhét	семнадцать
tizenhét	seventeen
zavart	путаница
zavart	путаницы
zavart	замешательство
zavart	обеспокоен
zavart	нарушена
zavart	запутался
molekulák	молекулы
csillagászat	астрономии
svédek	шведы
jin	джин
technológiák	технологий
technológiák	технологии
iratok	документы
wimbledon	уимблдон
jesse	джесси
szebb	красивее
kedvezőtlen	неблагоприятных
kedvezőtlen	неблагоприятные
kedvezőtlen	отрицательное
kedvezőtlen	неблагоприятных
kedvezőtlen	неблагоприятное
kedvezőtlen	неблагоприятные
évtizedben	десятилетие
évtizedben	десятилетия
politikailag	политически
lovasság	кавалерии
tölteni	провести
tölteni	тратить
tölteni	потратить
platón	платон
tőke	равенство
tőke	справедливость
tőke	равноправие
tőke	столица
tőke	капитал
tőke	capital
csatolt	придает
csatolt	прилагается
steel	стали
steel	стальные
steel	стальной
steel	сталь
hardcore	жесть
kanári	канарейки
kanári	канарских
mason	мейсон
mason	мэйсон
case	случае
case	случай
case	дело
case	кейс
edwin	эдвин
méhek	пчелы
viva	viva
jeremy	джереми
tárolt	хранится
termés	культур
termés	посевы
termés	урожай
termés	урожай
christie	кристи
kertben	гарден
kertben	сад
kertben	garden
alfaj	подвида
fordulat	твист
fordulat	поворот
akkumulátorok	батарей
akkumulátorok	батареи
akkumulátorok	батарейки
jelzés	сигнал
jelzés	сигнализация
jelzés	сигнализации
találkozás	собрание
találkozás	заседание
találkozás	совещание
találkozás	встреча
műszerek	инструменты
műszerek	приборы
műszerek	аппаратура
műszerek	приборы
számítástechnikai	вычисления
fogoly	заключенный
fogoly	заключённый
fogoly	плену
kiszolgáló	сервер
kiszolgáló	сервера
kiszolgáló	server
líbiai	ливийская
kecske	коза
kecske	козёл
kecske	козел
kecske	козлы
kecske	коз
hívők	верующих
hívők	верующие
freud	фрейд
antwerpen	антверпене
programozás	программирование
programozás	программирования
napoli	наполи
gondok	неприятности
gondok	беды
gondok	проблемы
gondok	проблем
etikai	этических
etikai	этика
etikai	этики
keringési	кровообращения
mccartney	маккартни
névmás	местоимение
zongorista	пианист
sötétség	тьму
sötétség	темноту
sötétség	тьма
sötétség	темнота
sötétség	мрак
sötétség	темноте
foster	фостер
búr	бур
rns	рнк
enrique	энрике
festmények	живопись
festmények	картины
dom	дом
ideológiai	идеологических
duncan	дункан
hansen	хансен
guido	гвидо
fiat	fiat
ügyes	умная
ügyes	умный
ügyes	умно
szegények	бедные
szegények	бедный
szegények	бедная
szegények	бедных
berkeley	беркли
hangzott	звучало
végzetes	смертельно
email	email
tüzérség	артиллерийские
tüzérség	артиллерия
tüzérség	артиллерийский
megerősítve	подтверждена
megerősítve	подтверждено
megerősítve	подтверждаю
megerősítve	позитивных
megerősítve	подтвердите
megerősítve	подтвердить
megerősítve	подтверждение
bűncselekmények	правонарушения
bűncselekmények	преступления
bűncselekmények	преступления
bűncselekmények	преступность
bűncselekmények	преступления
bűncselekmények	преступление
zoológus	зоолог
térképek	карт
térképek	карты
térképek	диаграммы
zeusz	зевс
curtis	кёртис
curtis	кертис
lőszer	боеприпасов
lőszer	боеприпасы
lőszer	патроны
lőszer	боеприпасы
phillips	филлипс
jelentések	отчетность
jelentések	отчеты
jelentések	доклады
zászlók	баннеры
zászlók	флаги
hangsúly	упор
hangsúly	акцент
rajzolt	обращено
rajzolt	дрю
megmutatta	показал
megmutatta	показала
megmutatta	показали
elkészítése	подготовка
elkészítése	приготовление
főnix	феникс
grey	серая
grey	серый
grey	серые
grey	грей
michelangelo	микеланджело
forever	навеки
forever	forever
forever	навсегда
forever	вечно
értelmezés	толкование
értelmezés	интерпретация
liu	лю
tisztek	офицеры
legkevésbé	наименьшее
legkevésbé	наименее
osztva	разделились
érme	монеты
érme	монету
érme	монета
érme	монеты
antonius	антоний
antonius	энтони
protokoll	протокол
protokoll	протокола
protokoll	протоколу
hallott	слышали
hallott	услышал
hallott	слышал
hallott	слышала
sajnálom	прости
sajnálom	извините
asztalos	карпентер
asztalos	плотника
mérési	измерение
mérési	измерения
névleges	оценили
névleges	оценил
névleges	оценила
névleges	номинальной
névleges	номинальная
elnöksége	председательство
elnöksége	президиум
szabályzat	правил
szabályzat	правила
szabályzat	регламент
szabályzat	правила
szabályzat	политика
fájlok	файлы
fájlok	файлов
ardennes	ardennes
harag	гнев
harag	ярость
harag	злость
harag	гнев
harag	гнев
harag	ярость
feliratok	субтитры
morrison	моррисон
hullámok	волн
hullámok	волны
jogszabály	закон
jogszabály	право
jogszabály	законодательство
mérték	ставка
mérték	оцените
mérték	измеренная
mérték	измеряется
mérték	измерить
mérték	мера
mérték	меру
romlott	rotten
romlott	ухудшились
romlott	ухудшилось
romlott	испортил
primitív	примитивные
elvek	принципы
tengerpart	море
tengerpart	пляж
tengerpart	пляже
tengerpart	beach
tengerpart	бич
tengerpart	пляжи
tengerpart	пляжей
tengerpart	береговая
tengerpart	побережье
tengerpart	берег
fogyaszt	потребляет
műszer	инструмент
műszer	аппарат
villeneuve	вильнёв
üresen	пусто
üresen	пустая
üresen	пустой
üresen	пустое
üresen	пустые
üresen	пусто
üresen	пустой
szervez	организовать
szervez	организует
izom	мускулы
izom	мышцы
izom	мускулы
izom	мышцы
izom	мышца
bizonyított	доказали
bizonyított	доказала
bizonyított	доказано
bizonyított	доказал
bizonyított	доказана
bizonyított	доказано
bizonyított	доказал
képzési	подготовка
képzési	подготовки
képzési	обучение
képzési	тренинг
ismételt	неоднократные
ismételt	повторяется
párbeszéd	диалог
veszett	бешенство
veszett	бешеный
veszett	бешеная
líbia	ливийская
líbia	ливия
líbia	ливии
emlékezett	вспомнил
emlékezett	вспомнила
fázis	этапе
fázis	стадия
fázis	фаза
fázis	этап
hills	хиллз
hills	холмы
fedezett	охватывает
gran	гран
zsoldos	наемник
zsoldos	наемников
rossini	россини
kiegészítés	дополнить
kiegészítés	дополнять
kiegészítés	дополнение
kiegészítés	дополнения
kiegészítés	дополнить
kiegészítés	добавление
kiegészítés	дополнение
reggae	регги
égő	горелка
égő	горит
égő	сжигание
címeket	заголовки
címeket	названия
keverés	смешивания
amsterdam	амстердам
nigel	найджел
louvre	лувре
választható	необязательно
választható	факультативно
választható	факультативные
közvetett	косвенной
közvetett	косвенные
közvetett	косвенное
közvetett	косвенно
közvetett	косвенные
elme	разум
elme	ум
büszke	горжусь
büszke	гордый
büszke	горд
mia	мия
mia	миа
orleans	орлеан
dinoszaurusz	динозавр
xxx	xxx
kambodzsa	камбодже
kambodzsa	камбоджи
kambodzsa	камбоджа
kifejtett	выражено
kifejtett	выразил
kifejtett	выраженное
kifejtett	выраженные
kifejtett	выраженную
bristol	bristol
gyümölcsök	фрукты
gyümölcsök	фрукт
gyümölcsök	плод
gyümölcsök	плоды
gyümölcsök	фрукты
gyümölcsök	плоды
gyárban	фабрика
gyárban	завод
moss	мосс
énekelni	пой
énekelni	петь
énekelni	поет
énekelni	поют
énekelni	пою
énekelni	пение
énekelni	петь
anders	андерс
téglalap	прямоугольник
téglalap	прямоугольные
szigetcsoport	архипелаг
líra	лир
líra	лир
feleségek	домохозяек
feleségek	домохозяйки
feleségek	жен
feleségek	жёны
feleségek	жён
feleségek	жены
böngésző	браузер
olvasott	читайте
olvasott	читай
olvasott	прочитать
olvasott	прочесть
olvasott	читать
bolton	болтон
milton	милтон
napokon	дни
napokon	days
napokon	дней
nagyok	большой
nagyok	крупных
nagyok	крупный
nagyok	большая
nagyok	крупные
nagyok	большие
nagyok	большая
nagyok	big
nagyok	большие
nagyok	большой
nagyok	биг
zimbabwe	зимбабве
csupasz	голой
csupasz	голые
garcia	гарсия
garcia	гарсиа
repül	муха
repül	лети
repül	летать
repül	полёт
repül	полет
repül	летать
sullivan	салливан
airways	airways
érzelmek	эмоции
érzelmek	эмоции
érzelmek	чувства
galaxy	галактика
galaxy	галактике
galaxy	galaxy
galaxy	гэлакси
jung	чжон
jung	чон
dallam	мелоди
dallam	мелодия
dallam	мелодия
dallam	мелодию
helyzetű	обездоленных
kívánok	желающие
sandra	сандра
sebész	хирург
sebész	хирурги
sebész	хирургов
folyami	ривер
folyami	река
folyami	реки
nyilatkozat	оговорка
nyilatkozat	ведомость
nyilatkozat	заявление
nyilatkozat	декларация
nyilatkozat	заявление
málna	малина
málna	малина
algériai	алжира
regina	реджина
regina	регина
simone	симон
simone	симона
gyermekkori	детство
gyermekkori	детства
richards	ричардс
koronázás	коронации
pozíciók	должности
pozíciók	позиции
órák	часов
órák	часы
órák	занятия
órák	классы
órák	часы
tár	зажим
tár	ролик
tár	клип
tár	журнал
tár	magazine
marion	мэрион
marion	марион
tizennyolc	восемнадцать
lev	лев
christina	кристина
említ	упоминается
említ	упоминает
említ	упоминания
nathan	нейтан
nathan	натан
nero	nero
szabadalmi	патент
szabadalmi	патента
fenntartott	защищены
museo	museo
toledo	толедо
petri	петри
operatív	оперативный
operatív	оперативной
tévedés	ошибка
tévedés	ошибка
claudia	клаудия
ágak	ветки
ágak	отделений
ágak	ветви
ágak	филиалы
ágak	отрасли
bern	берн
gard	гард
klubok	клубы
övezet	зона
övezet	зоны
megmenteni	спасти
megmenteni	сохранять
megmenteni	сохранить
megmenteni	сохраните
megmenteni	спасение
megmenteni	сохранение
megmenteni	экономия
kivételek	изъятия
kivételek	исключения
kivételek	исключение
kivételek	исключением
kivételek	исключения
kivételek	изъятия
kivételek	исключения
rajongó	поклонник
rajongó	фан
rajongó	вентилятор
rajongó	фанат
hozzáférhető	доступный
válaszokat	ответы
válaszokat	ответы
fogyasztása	потребления
fogyasztása	потребление
értékelés	оценка
értékelés	оценка
értékelés	оценка
jeleket	сигналы
küldeni	послать
küldeni	отправить
hódítás	завоевания
iskolákban	школ
iskolákban	школы
állatkert	зоопарк
csökkenteni	уменьшить
csökkenteni	сократить
günther	гюнтер
chase	чейз
chase	погоня
szenegál	сенегала
szenegál	сенегале
szenegál	сенегал
metropolitan	метрополитен
időbeli	временной
figyelt	посмотрел
figyelt	посмотрела
figyelt	смотрела
figyelt	посмотрели
figyelt	смотрели
figyelt	смотрел
judo	дзюдо
díszlet	пейзажи
díszlet	комплекты
díszlet	наборы
duke	герцог
duke	дюк
ellátás	поставок
ellátás	поставки
ellátás	поставки
ellátás	снабжение
ellátás	поставка
gedeon	гидеон
ruhát	одежда
ruhát	одежду
rákos	раковые
rákos	рак
far	далеко
alabama	алабама
majom	обезьяны
majom	обезьянка
majom	обезьяна
majom	обезьяна
kasztília	кастилия
teatro	teatro
merész	смелый
merész	смелые
merész	смело
josh	джош
josh	джоша
jezsuiták	иезуитов
dohány	табак
elkészített	подготовленный
elkészített	подготовлена
elkészített	подготовленные
elkészített	подготовлено
elkészített	подготовлен
megszökött	сбежал
megszökött	сбежали
megszökött	сбежала
nbc	nbc
lemondását	отставку
üstökös	комета
üstökös	кометы
univerzális	universal
univerzális	универсальные
univerzális	универсальное
univerzális	универсальный
univerzális	всеобщего
univerzális	универсальная
platina	platinum
powell	пауэлл
teher	бремя
fegyverzet	вооружение
fegyverzet	вооружения
fegyverzet	вооружений
nyitó	открытие
nyitó	открытия
szerencse	счастливая
szerencse	лаки
szerencse	счастливчик
szerencse	повезло
szerencse	удача
termékeket	товары
termékeket	продукция
termékeket	изделия
termékeket	продукты
sokoldalú	разносторонний
szalag	кассета
szalag	лента
szalag	ленту
szalag	лента
szalag	стрип
szalag	полоса
vágás	сократить
vágás	вырезать
vágás	снято
vágás	монтаж
vágás	редактирование
vágás	редактирования
vágás	резня
vágás	бойню
vágás	бойня
felismerhető	узнаваемым
testek	тел
testek	тела
őrmester	сержант
őrmester	сержант
qui	qui
manhattan	манхэттен
tisztviselő	администратора
tisztviselő	администратор
tisztviselő	официальных
tisztviselő	официальное
tisztviselő	официальный
tisztviselő	официальная
tisztviselő	официальные
vancouver	ванкувере
állatorvos	ветеринар
állatorvos	ветеран
állatorvos	ветеринарных
állatorvos	ветеринар
szabályozása	регулировать
brüsszelben	брюсселе
brüsszelben	брюссель
eugene	евгений
eugene	юджин
konstantinápoly	константинополь
prof	проф
fogadó	принимающих
fogadó	принимающая
fogadó	инн
fogadó	inn
fogadó	получатель
fogadó	приемник
apostolok	посланников
apostolok	посланники
szándékos	умышленно
szándékos	преднамеренно
szándékos	намеренно
szándékos	умышленное
szándékos	преднамеренное
hívő	верующий
hívő	верующим
kezdetleges	элементарные
egyetemek	университеты
abdul	абдул
app	app
íze	вкус
íze	вкус
íze	вкусы
túlélő	выживших
túlélő	выжившие
túlélő	выживание
túlélő	выжить
túlélő	выживший
tengerparton	море
tengerparton	пляж
tengerparton	пляже
tengerparton	beach
tengerparton	бич
kristályos	кристал
kristályos	кристаллы
kristályos	кристалл
kristályos	кристаллическая
xavier	ксавье
csúnya	уродливый
csúnya	противно
viszonylagos	родственник
viszonylagos	относительной
viszonylagos	относительное
viszonylagos	относительные
viszonylagos	относительный
viszonylagos	относительная
oregon	орегон
sztár	star
sztár	звезда
sztár	стар
kevesebbet	меньше
kevesebbet	менее
silvio	сильвио
egyensúly	баланс
egyensúly	остаток
egyensúly	равновесие
egyensúly	равновесия
egyensúly	равновесие
xxii	xxii
orlando	орландо
june	июнь
june	джун
june	июня
jevgenyij	евгений
díszítették	украсили
megegyezés	урегулирование
megegyezés	поселение
megegyezés	урегулирования
megegyezés	соглашение
megegyezés	договоренность
felépített	построенный
felépített	построено
felépített	построена
felépített	построенные
felépített	построен
felépített	построили
összefüggés	контексте
összefüggés	контекст
összefüggés	контекста
barcelonai	барселона
igazolja	обосновать
igazolja	оправдать
vándor	странник
ingatlan	собственности
ingatlan	свойство
ingatlan	имущество
ingatlan	собственность
ingatlan	недвижимость
ital	напитки
ital	напиток
ital	пей
ital	пить
ital	выпить
ital	напиток
ital	напитки
szemek	глаз
szemek	глаза
szemek	глазки
szemek	зерна
sovány	тощий
sovány	тонкий
sovány	тонкая
sovány	тонкие
olcsóbb	дешевле
ciudad	ciudad
krónikák	chronicles
krónikák	хроники
hajóval	судно
hajóval	корабль
szintetikus	синтетических
szintetikus	синт
lezuhant	разбился
kézikönyv	руководство
kézikönyv	справочник
kézikönyv	вручную
kézikönyv	руководство
raf	raf
tizenkettedik	двенадцатой
tizenkettedik	двенадцатый
dio	dio
ügynökség	учреждение
ügynökség	агентства
ügynökség	агенство
ügynökség	агентство
tobago	тобаго
uralta	доминировали
átírni	переписать
adler	адлер
gmbh	gmbh
jet	jet
zen	дзен
bika	бык
szatirikus	сатирический
hangos	громко
hangos	громкий
hangos	шумно
mono	моно
lars	ларс
polo	поло
tank	танк
tank	цистерны
tank	цистерна
tao	тао
teremt	создается
teremt	создает
érzés	ощущение
érzés	чувство
érzés	ощущения
deutsch	дойч
pillanat	момент
pillanat	минута
ártatlan	невинная
ártatlan	невинный
ártatlan	невинные
ártatlan	невинных
nickelodeon	nickelodeon
vigyázz	смотрите
vigyázz	посмотреть
vigyázz	смотреть
vigyázz	часы
kaiser	кайзер
tanul	изучения
tanul	изучаю
tanul	изучение
tanul	учусь
tanul	обучения
tanul	обучение
tanul	учимся
tanul	учусь
tanul	учиться
tanul	учись
tanul	учитесь
ghz	ггц
incidens	инцидента
incidens	инцидент
incidens	происшествие
incidens	инциденты
incidens	происшествия
incidens	инцидентов
díszítő	декоративных
nicolae	николае
butler	дворецкий
butler	батлер
dale	дейл
dale	дэйл
roosevelt	рузвельта
roosevelt	рузвельт
roosevelt	рузвельта
kézműves	мастерам
kézműves	ремесел
obszervatórium	обсерватория
michele	микеле
michele	мишель
föderáció	федерация
föderáció	федерации
chen	чен
chen	чэнь
enzim	ферменты
enzim	фермент
mansell	мэнселл
robbant	взорвалась
robbant	взорвался
halvány	обморок
halvány	слабый
halvány	бледный
táplálék	питания
táplálék	питание
táplálék	питание
táplálék	продовольственной
táplálék	пища
táplálék	еды
táplálék	продовольствие
táplálék	еда
funkciók	функции
funkciók	функциональность
funkciók	особенности
funkciók	функции
promóciós	промо
promóciós	поощрения
promóciós	продвижение
promóciós	поощрение
promóciós	повышение
promóciós	рекламные
promóciós	пропагандистских
palmer	палмер
edzés	тренировки
edzés	тренировка
edzés	тренировку
edzés	практике
edzés	практика
edzés	подготовка
edzés	подготовки
edzés	обучение
edzés	тренинг
fuvola	флейта
melinda	мелинда
zita	зита
mássalhangzó	согласные
próba	испытания
próba	проверка
próba	тест
próba	испытание
próba	репетиции
próba	репетицию
próba	репетиция
próba	испытания
próba	проверка
próba	испытание
próba	тестирование
win	победить
win	выиграть
win	победа
hangokat	голоса
hangokat	voices
fellini	феллини
fokozatos	постепенного
fokozatos	постепенное
fokozatos	постепенный
fokozatos	прогрессивное
fokozatos	прогрессивного
angela	энджела
angela	анжела
angela	анджела
öröm	радости
öröm	джой
öröm	радость
öröm	удовольствие
öröm	удовольствия
öröm	наслаждение
madridi	мадрид
madridi	мадриде
faji	расовая
faji	расовые
texasi	техас
összecsapás	столкновение
összecsapás	столкновения
összecsapás	конфронтации
összecsapás	противостояние
összecsapás	smackdown
közzétett	разместил
közzétett	опубликовано
közzétett	опубликовал
közzétett	опубликован
közzétett	опубликованный
közzétett	опубликовано
közzétett	опубликована
közzétett	опубликованные
gyakorlatok	учения
gyakorlatok	упражнения
gyakorlatok	практики
gyakorlatok	практика
kozák	казак
reformok	реформирование
reformok	реформы
reformok	реформа
reformok	реформы
társult	ассоциированные
társult	ассоциированных
folt	пятно
folt	место
folt	патч
diamond	бриллиант
diamond	алмазов
diamond	алмаз
dízel	дизель
audio	звук
audio	аудио
hunok	гунны
termelő	производственного
termelő	продуктивным
termelő	производитель
termelő	продюсер
életmód	lifestyle
facto	факто
facto	facto
chapman	чепмен
millennium	тысячелетия
millennium	тысячелетие
bosszú	мести
bosszú	месть
bosszú	месть
cicero	цицерон
tisztelet	респект
tisztelet	уважать
tisztelet	уважение
tisztelet	уважаю
emírségek	эмиратах
emírségek	эмиратов
emírségek	эмираты
terror	террор
vöröses	красновато
betöltötte	заполнена
betöltötte	заполнены
burkina	буркина
irma	ирма
galériában	галерея
galériában	галерею
galériában	галереи
közvetítő	брокер
közvetítő	посредник
közvetítő	посредника
közvetítő	посредник
közvetítő	посредника
közvetítő	посредник
trófea	трофей
terápiás	терапевтических
küzd	борюсь
küzd	борется
miranda	миранда
hülye	глупая
hülye	дурак
hülye	дура
hülye	глупый
hülye	глупо
fejes	заголовок
örökké	навеки
örökké	forever
örökké	навсегда
örökké	вечно
kukorica	кукурузы
kukorica	кукуруза
kukorica	кукурузу
kukorica	кукуруза
kukorica	кукурузы
damon	деймон
damon	дэймон
tulajdonosai	владельцы
tulajdonosai	владельцев
tulajdonosai	владельцам
tesztek	тесты
tesztek	испытания
szerelvény	поезд
szerelvény	сборка
szerelvény	ассамблеи
szerelvény	собрание
szerelvény	ассамблея
domain	домен
domain	домена
helena	елена
helena	елены
helena	хелена
nagykövet	посла
nagykövet	посол
reakciók	реакция
reakciók	реакции
reakciók	реакций
reakciók	реакция
reakciók	реакции
rövidített	сократили
rövidített	сократил
rövidített	сокращенной
elsüllyedt	потопил
elsüllyedt	затонул
elsüllyedt	затонувших
sátán	дьявол
sátán	сатана
bejegyzett	зарегистрированные
bejegyzett	зарегистрированный
bejegyzett	зарегистрировано
bejegyzett	зарегистрирована
bejegyzett	зарегистрированных
alany	предмет
alany	субъект
alany	объект
alany	тема
asztali	стол
asztali	таблица
asztali	пк
asztali	desktop
káosz	хаос
hyde	хайд
meggyőzni	убедить
meggyőzni	убедить
állva	стоя
állva	стою
hajnalban	рассвете
hajnalban	рассвет
hajnalban	дон
őszinte	искренние
őszinte	искреннюю
őszinte	подлинные
őszinte	подлинного
őszinte	подлинный
őszinte	честным
őszinte	честно
őszinte	честное
őszinte	честный
őszinte	честная
meteor	метеорит
meteor	метеор
crassus	красс
doki	док
szertartás	церемония
szertartás	церемонии
szertartás	ритуал
szertartás	обряд
szertartás	ритуал
fájdalmas	болезненно
fájdalmas	больно
színtelen	бесцветный
tisztázott	уточнил
alkalmanként	изредка
menekülés	побег
menekülés	сбежать
suárez	суарес
rev	rev
elvis	элвис
befolyás	влияние
számol	подсчет
számol	рассчитывает
számol	считаю
számol	считать
trió	трио
javítás	ремонт
javítás	исправление
javítás	поправка
javítás	коррекция
javítás	ремонт
feltételes	условный
feltételes	условные
feltételes	условное
ich	ich
fulham	фулхэм
befolyással	влияние
birtokok	поместья
lisszabon	лиссабон
bevált	работал
bevált	работала
bevált	сработало
bevált	работали
teremtés	создание
teremtés	создания
teremtés	сотворение
meggyilkolt	убита
meggyilkolt	убитый
meggyilkolt	убил
meggyilkolt	убит
meggyilkolt	убиты
mozilla	mozilla
oldalsó	боковой
leicester	лестер
humor	комедии
humor	комедия
humor	юмор
humor	юмор
vonattal	поезд
megmenti	спасает
megmenti	сохраняет
ronnie	ронни
meta	мета
baptiste	батист
neme	пол
duó	дуэт
pet	pet
szállítási	поставка
szállítási	доставка
csecsemő	младенческой
csecsemő	младенец
utah	юта
mélységben	глубины
mélységben	глубин
átlátszó	прозрачность
átlátszó	прозрачной
korlátlan	неограниченный
korlátlan	неограниченный
operát	opera
operát	опера
paraszt	крестьян
kölyök	парень
érdekelt	заинтересованных
érdekelt	заинтересованная
érdekelt	интересует
érdekelt	заинтересованным
érdekelt	интересно
érdekelt	заинтересованные
tanúsított	сертифицированных
temple	храм
savanyú	кислый
légköri	атмосферных
louisiana	луизиана
wisconsin	висконсин
key	ключ
key	ключевых
tapasztalat	опыт
veronica	вероника
valois	валуа
api	api
ragaszkodott	настаивал
ragaszkodott	настаивала
ragaszkodott	настоял
ragaszkodott	настояла
foltok	пятна
foltok	патчи
foltok	пятна
foltok	ролики
sérülések	травмы
sérülések	травм
lóerős	bhp
wang	ван
cache	кэш
tajvani	тайвань
tajvani	тайваня
szobrászat	лепки
írjon	напиши
írjon	пиши
írjon	пишите
írjon	напишите
írjon	написать
áldozatai	пострадавшие
áldozatai	жертвы
áldozatai	потерпевшие
baszk	басков
python	python
erőteljesen	энергично
erőteljesen	мощно
erőteljesen	массово
szemet	глаз
szemet	око
romeo	ромео
pak	пак
ibrahim	ибрагим
ibrahim	ибрахим
veszteség	потери
veszteség	потеря
veszteség	утрата
veszteség	потери
veszteség	убытки
como	комо
hajózási	судоходство
hajózási	доставка
minősített	квалификация
minősített	квалифицированный
minősített	квалифицированные
minősített	квалифицированных
minősített	оценили
minősített	оценил
minősített	оценила
minősített	сертифицированных
benz	benz
rágcsálók	грызунов
operett	оперетта
namíbia	намибия
namíbia	намибии
törekszik	стремиться
törekszik	стремится
törekszik	стремление
díjakat	призы
évszak	сезон
évszak	сезонов
kincstár	казначейство
kincstár	казначейства
españa	эспанья
rövidítés	сокращение
rövidítés	сокращения
bővítése	увеличить
bővítése	расширить
szarvasmarha	говядину
szarvasmarha	скот
jeges	ледяной
