முதலாளி	patron
துல்லியம்	hassasiyeti
துல்லியம்	hassasiyet
துல்லியம்	hassas
துல்லியம்	kesinlik
குவளை	kupa
தொழிற்சாலையில்	fabrikası
தொழிற்சாலையில்	fabrikada
தொழிற்சாலையில்	fabrika
ராக்கெட்	roketi
ராக்கெட்	roket
ஆல்ப்ஸ்	alp
இயல்பை	tabiat
இயல்பை	doğa
வித்து	tohum
பானங்கள்	içecek
பானங்கள்	içecekler
பானங்கள்	içkiler
பானங்கள்	içki
பானங்கள்	içkiler
பானங்கள்	içecekler
பானங்கள்	içecek
நினைக்கும்	düşün
நினைக்கும்	düşünün
பெயர்ச்சி	değiştirme
பெயர்ச்சி	yerine
பெயர்ச்சி	değiştir
தற்செயலாக	kazara
தற்செயலாக	yanlışlıkla
தற்செயலாக	kazayla
தற்செயலாக	istemeyerek
தற்செயலாக	istemeden
சந்த்	chand
சமத்துவம்	tarafsızlık
சமத்துவம்	eşitlik
சமத்துவம்	eşitliği
நடனங்கள்	dans
நடனங்கள்	dansları
நிபந்தனைகள்	koşul
நிபந்தனைகள்	şartlar
நிபந்தனைகள்	koşulları
நிபந்தனைகள்	koşullar
விடு	terk
விடு	damla
விடு	bırak
மனோஜ்	manoj
துர்கா	durga
அலபாமா	alabama
தொழுகை	salah
அன்ட்ரூ	andrew
நெருங்கி	yaklaşıyor
நெருங்கி	yaklaşan
ரேகை	boylam
பாலைவனத்தில்	çöl
லூசியானா	louisiana
கரைப்பான்	çözücü
எறிந்து	alçı
எறிந்து	döküm
எறிந்து	atın
கலீபா	halife
தந்திரம்	trick
தந்திரம்	numara
தந்திரம்	hile
அறிவார்ந்த	zeki
அறிவார்ந்த	akıllı
மதிப்பாய்வு	inceleme
மதிப்பாய்வு	değerlendirme
மதிப்பாய்வு	gözden
மதிப்பாய்வு	ölçülü
குவான்	guan
குவான்	quan
ஆர்எஸ்எஸ்	rss
நேர்மை	dürüstlük
பொறாமை	kıskançlık
பொறாமை	kıskanç
பொறாமை	kıskançlık
பொறாமை	gıpta
பொறாமை	kıskançlık
வரவிருக்கும்	yaklaşıyor
வரவிருக்கும்	yaklaşan
வரவிருக்கும்	yaklaşmakta
அவுட்லுக்	outlook
அவுட்லுக்	görünüm
சூசன்	susan
காமெடி	komedi
நையாண்டி	hiciv
கமிட்டி	kurul
கமிட்டி	komite
கமிட்டி	heyet
கமிட்டி	komitesi
தீராத	kronik
வைக்கோல்	kamış
வைக்கோல்	saman
வைக்கோல்	hasır
இப்ராஹிம்	ibrahim
ஆயுர்வேத	ayurveda
முத்துக்கள்	inciler
முத்துக்கள்	inci
அலோர்	alor
ஆமைகள்	kaplumbağalar
ஆமைகள்	kaplumbağa
ஆமைகள்	kaplumbağalar
யா	yaa
அலெக்சாந்திரியா	iskenderiye
சாதாரணமான	vasat
அமிதாப்	amitabh
புள்ளிவிவர	istatistiksel
பங்களா	bangla
ஜூலியஸ்	julius
ஈஸ்ட்	maya
பரிணாமம்	evrim
பங்கேற்பு	katılım
பங்கேற்பு	katılımı
சோலார்	güneş
சோலார்	solar
மேகங்கள்	bulutların
மேகங்கள்	bulut
மேகங்கள்	bulutlara
மேகங்கள்	bulutlar
கேம்ஸ்	oyun
கேம்ஸ்	maçlar
கேம்ஸ்	oyunlar
கேம்ஸ்	oyunları
கருட	garuda
நீரோ	nero
பூத	fiziki
பூத	fiziksel
நெரிசல்	izdiham
வாய்க்கால்	kanal
வாய்க்கால்	kanalı
கடலியல்	oşinografi
இறைவனிடம்	lord
இறைவனிடம்	rab
இறைவனிடம்	rabbim
ரொனால்ட்	ronald
கொலராடோ	colorado
வளாகங்கள்	kampüsleri
மிதவை	yüzen
மிதவை	yüzüyor
மிதவை	yüzer
கிரந்த்	granth
முதலீட்டாளர்	yatırımcı
உணரிகள்	alıcılar
உணரிகள்	sensörleri
உணரிகள்	sensörler
உணரிகள்	sensör
உணரிகள்	algılayıcılar
நசீர்	nasır
நசீர்	nasir
நசீர்	nazir
சோர்வு	yorgunluk
சோர்வு	yorgunluk
சோர்வு	yorgunum
சோர்வு	yoruldum
சோர்வு	yorgun
எவரெஸ்ட்	everest
திறக்க	açık
திறக்க	open
திறக்க	açın
திறக்க	aç
திறக்க	açıl
வானியற்பியல்	astrofizik
சையது	seyit
இடைவெளிகள்	boşluklar
இரவும்	gece
இரவும்	geceler
இரவும்	night
அத்தியாவசிய	gerekli
அத்தியாவசிய	şart
ஏதுமில்லை	hiçbiri
ஏதுமில்லை	yok
ஏதுமில்லை	hiç
முன்னோக்கி	ileri
முன்னோக்கி	öne
முன்னோக்கி	ileriye
ராஜு	raju
பயன்முறை	mode
பயன்முறை	modu
பயன்முறை	kip
பயன்முறை	kipi
பயன்முறை	mod
பெர்க்சையர்	berkshire
ஜிமெயில்	gmail
கவர்ச்சியான	sexy
கவர்ச்சியான	seksi
சுலைமான்	süleyman
பேழை	teyp
பேழை	kaset
தெருக்கள்	sokak
தெருக்கள்	sokaklar
தெருக்கள்	sokaklarda
தெருக்கள்	sokakları
ஆர்ச்சர்	archer
ஆர்ச்சர்	okçu
கீரை	ispanak
ஜெப்ரி	geoffrey
ஜெப்ரி	jeffery
சன்னி	güneşli
சன்னி	sunny
பாதுகாக்கவும்	koru
பாதுகாக்கவும்	koruyun
பாதுகாக்கவும்	korumak
படையணி	tabur
படையணி	taburu
மோட்சம்	bağlılık
சொரெஸ்	soros
பயிற்சியாளர்கள்	koçlar
பேசுகிறது	konuşuyor
பேசுகிறது	konuşur
பேசுகிறது	konuşan
ஈடுபட்டுள்ள	nişanlı
ஈடுபட்டுள்ள	etkileşimde
ஏழ்மை	sefalet
ஏழ்மை	yoksulluk
ஏழ்மை	fakirlik
உடற்கூறு	anatomi
புவிவெப்ப	jeotermal
பயங்கர	berbat
பயங்கர	korkunç
மேலாளர்கள்	yöneticiler
மேலாளர்கள்	yöneticileri
மீதம்	denge
மீதம்	dengesi
மீதம்	kaldı
மீதம்	kalan
மீதம்	soldaki
மீதம்	soldan
மீதம்	sol
மீதம்	sola
பீச்	beech
பீச்	kayın
பீச்	şeftali
பீச்	şeftali
குதுப்	kutub
லுட்விக்	ludwig
நெற்றியில்	alnına
நெற்றியில்	alın
அமிர்தசரஸ்	amritsar
பொறுப்பான	sorumlusu
பொறுப்பான	sorumlu
கன்று	buzağı
தீவிரவாதம்	terör
தீவிரவாதம்	terörizm
குறுக்கீடு	parazit
குறுக்கீடு	müdahale
எள்	susam
மனப்பான்மை	tutum
மனப்பான்மை	tavır
மனப்பான்மை	davranış
மனப்பான்மை	duruş
எட்ஜ்	kenar
எட்ஜ்	edge
செய்கிறான்	nedenler
செய்கிறான்	nedenleri
பிளந்து	yarık
மாவீரன்	savaşçı
டொமினிக்கன்	dominik
வாருங்கள்	gelin
வாருங்கள்	gel
ஆன்மீகம்	manevi
ஆன்மீகம்	ruhsal
ஆன்மீகம்	ruhani
மெகாடெத்	megadeth
அனைவருமே	herkese
அனைவருமே	herkes
அனைவருமே	herkez
வியூகம்	strateji
வியூகம்	stratejisi
மாம்பழம்	mango
சத்யஜித்	satyajit
கழுதை	eşek
கழுதை	eşşek
வயிற்றுப்போக்கு	ishal
முஸ்தபா	mustafa
முஸ்தபா	mustafa
நம்பிக்கையுடன்	umarak
நம்பிக்கையுடன்	umuyor
நம்பிக்கையுடன்	inşallah
நம்பிக்கையுடன்	umarım
கிரகம்	planet
கிரகம்	gezegen
தலைக்கு	baş
தலைக்கு	kafası
தலைக்கு	kafa
மாறிவிட்டது	değiştim
மாறிவிட்டது	değişti
மாறிவிட்டது	değişmiş
மாறிவிட்டது	değişen
மாறிவிட்டது	değiştirildi
மியாமி	miami
பொறித்த	kızartılmış
பொறித்த	kızarmış
நிக்கோலஸ்	nicolas
நிக்கோலஸ்	nicholas
கொரில்லா	goril
நானா	nana
நானா	nine
மோகம்	tutku
மோகம்	tutkun
மோகம்	ihtiras
தெரிவித்துக்	ziyaret
கால்நடைகள்	sığır
கால்நடைகள்	sığırlar
ஓட்டோ	otto
நாளைய	yarin
நாளைய	yarın
சிர்க்கோனியம்	zirkonyum
சந்தர்ப்பம்	içerik
சந்தர்ப்பம்	bağlama
சந்தர்ப்பம்	bağlam
ஆண்டர்சன்	anderson
சிக்னல்	sinyal
சிக்னல்	işaret
மோடம்	modem
கிளென்	glen
கிளென்	glenn
காபூல்	kabil
அரிவாள்	orak
பேச்சாளர்கள்	hoparlör
எலிகள்	fare
எலிகள்	fareler
வைன்	şarap
வாடிக்கையாளரின்	müşteri
வாடிக்கையாளரின்	istemci
பட்டினி	açlık
பழமொழிகள்	atasözleri
திறக்கும்	açılan
திறக்கும்	açılış
திறக்கும்	açılışı
திறக்கும்	açılıyor
ராபர்ட்ஸ்	roberts
ஜேக்மேன்	jackman
கிரி	kiri
அசிட்டேட்டு	asetat
மருமகன்	yeğen
மருமகன்	yeğeni
கிரகங்கள்	gezegenleri
கிரகங்கள்	gezegenler
காவி	safran
நாட்டியம்	dance
நாட்டியம்	dans
நிறைவுற்ற	doymuş
கடனை	borç
கடனை	borcu
கடனை	borçlar
சாஹிப்	sahib
சாஹிப்	sahip
உபரி	ekstra
உபரி	fazlası
அனுபவ	exp
குட்டிகள்	yavrular
குட்டிகள்	yavruları
குட்டிகள்	yavrular
ஓவியத்தை	tablo
ஓவியத்தை	resim
ஓவியத்தை	boyama
மணமகள்	gelin
சின்னப்பர்	teb
நிரூபிக்க	ispat
ஜூலி	juli
ஜூலி	julie
சொல்லாட்சி	söylem
அலங்கரிக்கப்பட்ட	dekore
அலங்கரிக்கப்பட்ட	süslenmiş
ஒலிகள்	sesleri
ஒலிகள்	sesler
ஜோர்டான்	ürdün
ஜோர்டான்	jordan
பிரபஞ்சம்	kainat
பிரபஞ்சம்	evren
பிரபஞ்சம்	galaxy
பிரபஞ்சம்	galaksi
சிறுநீரகம்	böbrek
மறக்க	unut
பிளாங்க்	planck
நடித்தது	başrol
நடித்தது	başrolde
சுயசரிதை	biyografi
ரூபி	ruby
ரூபி	yakut
அத்தை	teyzem
அத்தை	teyze
அத்தை	teyze
அத்தை	hala
அத்தை	yenge
அத்தை	teyze
துரோகம்	ihanet
துரோகம்	ihanet
சீரோ	ciro
சரியா	doğru
சரியா	sağa
சரியா	sağ
சரியா	dogru
பிட்டு	bit
கார்லோ	carlo
நடக்கின்றன	gerçekleşiyor
பக்கத்து	komşum
பக்கத்து	komşusu
பக்கத்து	komşu
கருச்சிதைவு	düşük
ஆரியர்	aryan
பண்பேற்றம்	modülasyonu
திரி	tri
டேம்	dame
உஷா	usha
படுக்கையில்	yatak
விவசாயி	çiftçi
வழங்குநர்	konak
வழங்குநர்	sunucu
வழங்குநர்	sağlayıcı
பதினொன்று	eleven
பதினொன்று	onbir
வெளிநாட்டில்	yurtdışı
வெளிநாட்டில்	yurtdışında
திறமைகளை	yetenekler
திறமைகளை	yetenekleri
திறமைகளை	yetenekler
திறமைகளை	yetenekleri
நிற்பது	ayakta
இரகசியமாக	gizliden
இரகசியமாக	gizlice
முன்னேற்றத்தை	ilerleme
முன்னேற்றத்தை	gelişme
முன்னேற்றத்தை	gelişim
முகமூடி	maske
முகமூடி	maskesi
முகமூடி	maskeli
கோல்ட்மேன்	goldman
எலியட்	eliot
வியாபாரிகள்	satıcılar
வியாபாரிகள்	satıcıları
மொழிபெயர்க்கப்பட்டது	çevrildi
மொழிபெயர்க்கப்பட்டது	çevrilmiş
பட்லர்	butler
பட்லர்	uşak
பட்லர்	kahya
காட்டப்பட்டது	gösterilmiştir
காட்டப்பட்டது	gösteriliyor
காட்டப்பட்டது	gösterildi
காட்டப்பட்டது	gösterilen
தந்தையர்	babalar
முபாரக்	mübarek
வயர்லெஸ்	kablosuz
ஜின்னா	cinnah
குளூனி	clooney
பென்னி	penny
பென்னி	sent
பென்னி	peni
பென்னி	kuruş
பென்னி	benny
லூக்	luke
ஹன்னிபால்	hannibal
வில்லி	willy
பொய்யான	sahte
பொய்யான	yanlış
பொய்யான	sahte
படத்தைப்	fotograf
படத்தைப்	foto
படத்தைப்	fotoğraf
முற்றத்தில்	avlu
முற்றத்தில்	yard
தேவாலயங்கள்	kiliseler
மல்யுத்தம்	güreş
பெட்ரோ	pedro
பிம்பம்	görsel
பிம்பம்	resim
பிம்பம்	görüntü
பிம்பம்	imaj
இறுக்கம்	sıkıştırma
இழப்பீடு	tazminat
கோலங்கள்	çizimleri
கோலங்கள்	çizimler
நீட்டிப்பு	uzatmak
நீட்டிப்பு	uzat
நீட்டிப்பு	akşamdan
வினைச்சொல்	fiil
வினைச்சொல்	fiili
பிசுமத்	bizmut
ஜாகுவார்	jaguar
கிராமத்திற்கு	köyü
கிராமத்திற்கு	köy
பாணிகள்	styles
அல்ஜீரியா	cezayir
குளிர்காலம்	kış
குளிர்காலம்	winter
குறிப்பான	spesifik
குறிப்பான	belirli
காத்துக்	beklemek
காத்துக்	bekliyor
காத்துக்	bekliyorum
காத்துக்	bekliyoruz
காத்துக்	bekleyen
செதுக்கப்பட்ட	oyulmuş
ஜெனிபர்	jennifer
மஹா	maha
டோம்	kubbe
ஆராய்ச்சியாளர்	araştırmacı
நதியா	nadia
பத்திரிக்கையாளர்	gazeteci
பத்திரிக்கையாளர்	muhabir
இர்வின்	irwin
இர்வின்	irvine
புரூக்	brooke
புரூக்	brook
உற்பத்தியாளர்	üretici
உற்பத்தியாளர்	üreticisi
புதன்கிழமை	çarşamba
கொரியன்	kore
கொரியன்	koreli
கொரியன்	korece
முன்னொட்டு	önek
படக்	batak
சாமா	chama
விவகாரம்	skandal
விவகாரம்	sorun
விவகாரம்	mesele
முதலாளித்துவ	kapitalist
அடித்தளமாக	cezalı
பயோடீசல்	biyodizel
சையத்	seyit
ஆளில்லா	insansız
பண்டார	pandora
தமன்	daman
சியாம்	siam
பாகா	baja
கிடங்கு	depo
கிடங்கு	ambar
கிடங்கு	deposu
கிடங்கு	depo
சொட்டு	damla
சோடா	gazoz
சோடா	soda
அஜய்	ajay
நாஷ்	nash
பொருந்தாத	eşsiz
பயங்கரமான	korkutucu
பயங்கரமான	ürkütücü
பயங்கரமான	korkunç
பயங்கரமான	berbat
பயங்கரமான	korkunç
பொறுத்தே	bağlı
பொறுத்தே	değişir
சிறப்பானது	seçme
குங்குமப்பூ	safran
வெனிலா	vanilya
வெனிலா	vanilyalı
வழித்தடங்கள்	yolları
துறவறம்	aziz
துறவறம்	azize
துறவறம்	saint
குடிக்கும்	içki
குடிக்கும்	içme
குடிக்கும்	içiyor
குடிக்கும்	içmek
பார்க்கப்பட்டது	görüldü
பார்க்கப்பட்டது	görülen
பார்க்கப்பட்டது	izledi
பார்க்கப்பட்டது	izlenen
பார்க்கப்பட்டது	izledim
பார்க்கப்பட்டது	görüntülenen
காப்பாளர்	geliştirici
மேனி	manny
கையாளுதல்	manipülasyon
வழங்குவதில்	sağlıyorum
வழங்குவதில்	sağlayan
டாப்ளர்	doppler
அடித்தள	bodrum
கார்டர்	carter
ரைடர்ஸ்	sürücüler
குடிமகன்	yurttaş
குடிமகன்	vatandaş
பேராசிரியர்கள்	profesörler
உருகிய	erimiş
உருகிய	eridi
பால்டிக்	baltık
ஏற்கப்பட்டது	kabul
அரசுகளும்	hükümetler
மொசாம்பிக்	mozambik
ஹரியானா	haryana
ஒட்டுண்ணி	parazit
ஒட்டுண்ணி	parazitler
சுடும்	tetikçi
சுடும்	atıcı
சுடும்	nişancı
ஃபெராரி	ferrari
ஜாதி	kast
நிறுத்தங்கள்	durak
நிறுத்தங்கள்	durdurur
நிறுத்தங்கள்	durur
நாகை	nagai
பர்	burr
ஈரம்	islak
அடுக்கி	bacalı
மிருகங்கள்	hayvanlar
மிருகங்கள்	hayvan
விதிவிலக்கு	istisna
பொறுமை	sabır
குறிப்பை	not
குறிப்பை	nota
கன்னியர்	bakireler
ஜார்ஜியா	gürcistan
ஜார்ஜியா	georgia
சிறகுகள்	tüyleri
சிறகுகள்	tüy
சிறகுகள்	tüyler
சிறகுகள்	kanat
சிறகுகள்	kanatlar
சிறகுகள்	kanatları
காகம்	crow
காகம்	karga
அசலான	bozulmamış
ஜிகாத்	cihad
ஜிகாத்	cihat
பையன்	çocuk
பையன்	cocuk
பையன்	evlat
பையன்	guy
பையன்	adam
மெய்யான	orijinal
மெய்யான	özgün
மெய்யான	orjinal
மெய்யான	aslı
கோர்டன்	gordon
பெக்	yalvarma
ஹாரிசன்	harrison
கீத்	keith
சுற்றுகள்	mermiler
குறும்படங்கள்	simgeleri
குறும்படங்கள்	simgeler
குரல்கள்	sesleri
குரல்கள்	sesler
சிண்ட்ரெல்லா	külkedisi
பானு	banu
மோ	moe
பாலர்	topçu
தோட்டக்கலை	bahçe
தீவுக்கூட்டம்	takımadaları
அலைந்து	dolaşıp
இஞ்சி	kızıl
இஞ்சி	zencefil
இஞ்சி	ginger
கஜினி	ghajini
கணவனை	kocacığım
காசநோய்	tüberküloz
கிட்ஸ்	kidz
கிட்ஸ்	kitts
பிரான்	braun
பிரான்	piran
ஏபெல்	abel
பெல்ஜிய	belçikalı
சமரசம்	taviz
சமரசம்	uzlaşma
பணியாளர்களின்	çalışanları
பணியாளர்களின்	çalışanlar
பணியாளர்களின்	işçiler
பணியாளர்களின்	çalışan
பணியாளர்களின்	kadro
பணியாளர்களின்	çalışanlar
பணியாளர்களின்	asa
பணியாளர்களின்	personel
தோராயமான	sert
தோராயமான	kaba
தோராயமான	zor
உருவகம்	görüldü
உருவகம்	görülmüş
திறமைகள்	becerileri
திறமைகள்	yetenekler
திறமைகள்	beceri
திறமைகள்	yetenekler
திறமைகள்	yetenekleri
விஷம்	zehir
விஷம்	zehirli
அச்சே	aceh
பீங்கான்	porselen
கரோலின்	caroline
விஸ்கி	viski
விஸ்கி	viski
பேனா	pen
பேனா	kalem
பேனா	opengl
திணிப்பு	terk
திணிப்பு	çöplük
மசாலா	masala
ஸல்	şal
ஸல்	sal
மாஸ்	kitle
மாஸ்	ayin
மாஸ்	toplu
மாஸ்	kütle
குத்து	yumruk
குத்து	yumrukla
நட்டு	ceviz
நட்டு	fındık
நட்டு	çatlak
நட்டு	kaçık
சொகுசு	lüks
நம்பத்தகுந்த	sadakatle
ஐஸ்வர்யா	aishwarya
யே	yaşasın
யே	oley
குங்	kung
சேகரிக்க	topla
சேகரிக்க	ödemeli
சிதறல்	saçılma
ஆலம்	alam
உகாண்டா	uganda
கருக்கலைப்பு	kürtaj
உருப்படிகள்	eşyalar
உருப்படிகள்	ürünler
கரீம்	kerim
கரீம்	karim
கரீம்	kerim
கரீம்	kareem
காத்மாண்டு	katmandu
இரவுகள்	geceler
இரவுகள்	geceleri
ஷர்மா	sharma
வைமாக்ஸ்	wimax
செவ்வாய்க்கிழமை	salı
செவ்வாய்க்கிழமை	sali
புளி	demirhindi
பரிசுத்த	kutsal
பரிசுத்த	mukaddes
சியாங்	chiang
சியாங்	xiang
வரதட்சணை	çeyiz
சர்வாதிகாரி	diktatör
புதர்	gür
பீஸ்	beas
முகில்	bulut
கிட்மேன்	kidman
கிராமங்களை	köyleri
பூசி	ilık
பூசி	sıcacık
பூசி	sıcak
முடுக்கம்	hızlanma
கடத்தப்பட்ட	kaçırılmış
கடத்தப்பட்ட	kaçırıldı
கடத்தப்பட்ட	kaçırdı
கடத்தப்பட்ட	kaçırılan
சோர்ஸ்	soares
இறுக்கமாக	sımsıkı
இறுக்கமாக	sıkı
இறுக்கமாக	sıkıca
இறுக்கமாக	dar
விரும்பத்தகாத	tatsız
விரும்பத்தகாத	sevimsiz
விரும்பத்தகாத	nahoş
இசைக்கு	ezgi
இத்தாலியன்	italyanca
இத்தாலியன்	italyan
ஒயிட்	white
ஒயிட்	beyaz
தொந்தரவு	rahatsız
தொந்தரவு	taciz
தால்	dal
தால்	taal
சான்டா	santa
கேளுங்கள்	dinle
ஃபிராங்கண்ஸ்டைன்	frankenstein
கிடைமட்ட	yatay
கேன்ஸ்	cannes
கிளாஸ்கோ	glasgow
மட்டு	modüler
ஹாலந்து	hollanda
வடிகால்	drenaj
ஆக்ஸிஜன்	oksijen
செருகி	eklenti
செருகி	eklentisi
அடுப்பு	fırın
அடுப்பு	soba
அடுப்பு	ocak
புல்வெளி	çimen
புல்வெளி	çim
பழைமை	antika
அடிமைத்தனம்	kölelik
அடிமைத்தனம்	bağımlılık
குரோ	cro
குரோ	gro
தொடர்புடையவை	bağlantılı
தொடர்புடையவை	akraba
தொடர்புடையவை	ilgili
தொடர்புடையவை	ilişkili
தொடர்புடையவை	alakalı
லைலா	leyla
லைலா	leila
ஷேக்ஸ்பியர்	shakespeare
மெர்ரில்	merrill
புரிந்தவர்	failleri
அன்ரன்	anton
வீர்	veer
ஜாஸ்	caz
ஜாஸ்	jazz
அன்பும்	ask
அன்பும்	sevda
அன்பும்	sevgiler
அன்பும்	aşk
அன்பும்	sevgi
கலவைகள்	bileşikler
வைரல்	viral
வைரல்	virüs
சகாப்தம்	çağ
அர்ஜூன்	arjun
தானியம்	tahıl
தானியம்	buğday
தானியம்	gevrek
தானியம்	tahıl
மூ	mö
மூ	moo
ரூஸ்வெல்ட்	roosevelt
டொபாகோ	tobago
செப்பெலின்	zeppelin
சாத்தியங்கள்	olasılıklar
சாத்தியங்கள்	olasılık
சாத்தியங்கள்	ihtimaller
சாத்தியங்கள்	olasılıkları
சாத்தியங்கள்	olanaklar
ஆர்டர்	düzen
ஆர்டர்	emir
ஆர்டர்	sipariş
மதுவிலக்கு	yasağı
மதுவிலக்கு	yasaklama
பயணிகளும்	gezginler
பயணிகளும்	yolcular
கரங்கள்	eller
கரங்கள்	elleri
படிவங்கள்	formlar
படிவங்கள்	formları
படிவங்கள்	form
நிறைவடைந்தது	bitmiş
நிறைவடைந்தது	bitti
நிறைவடைந்தது	bitirdim
நிறைவடைந்தது	tamamlandı
நெடுந்தீவு	delft
பலமாக	güçlü
சமர்	samar
தீர்மானிக்கிறது	belirler
திருடன்	hırsız
கபில	chestnut
கபில	kestane
ஜோவி	jovi
நாற்காலி	koltuk
நாற்காலி	sandalye
விற்பனையாளர்	satar
விற்பனையாளர்	satıcı
ஓநாய்	kurtlar
ஓநாய்	kurt
ஓநாய்	wolf
ஓநாய்	kurdu
ஓநாய்	kürt
வர்ண	pigment
பாகு	bakü
கோலார்	kolar
பீட	yaylası
கிராமத்து	köyü
கிராமத்து	köy
உத்திகளை	stratejileri
பத்தொன்பது	nineteen
பிரிமியர்	gala
பிரிமியர்	galası
ஹாப்	hop
ஹாப்	atla
தேவதைகள்	periler
தேவதைகள்	perileri
தேவதைகள்	melekler
கோர்ட்	saray
கோர்ட்	mahkeme
கோர்ட்	court
அஸ்ஸாம்	assam
லூனா	luna
முன்மொழியப்பட்ட	önerilen
ஆண்டனி	anthony
ஆண்டனி	antony
அருளும்	zarafet
அருளும்	grace
நறுமணம்	koku
சுயமாக	self
தேனீக்கள்	arılar
தேனீக்கள்	arı
அறிக்கைகளை	ifadeler
அறிக்கைகளை	ifadeleri
உரங்கள்	gübre
உரங்கள்	gübreler
பெண்டிர்	hanımlar
பெண்டிர்	bayanlar
நெறிகள்	protokolleri
நார்மாண்டி	normandiya
எல்லாவற்றிலும்	herşey
எல்லாவற்றிலும்	herşeyi
எல்லாவற்றிலும்	hersey
ஃபேஸ்புக்	facebook
ஜோனாஸ்	jonas
செய்தித்தாள்கள்	gazete
செய்தித்தாள்கள்	gazeteler
ஜேக்கப்	jacob
ஜேக்கப்	yakup
நெற்றி	alnına
நெற்றி	alın
உணர்தல்	idrak
உணர்தல்	fark
சந்தித்தனர்	tanış
சந்தித்தனர்	tanışmak
சந்தித்தனர்	buluş
பூசாரி	papaz
பூசாரி	rahip
உதாரணமாகும்	sportmenlik
வணிகங்கள்	işletmeler
லாலா	lala
பிங்	bing
பிங்	ping
கபீர்	kabir
திருப்பு	takla
திருப்பு	flip
திருப்பு	çevir
ஆணி	tırnak
ஆணி	çivi
டிஸ்கவரி	keşfi
டிஸ்கவரி	keşif
டிஸ்கவரி	discovery
ஆத்தர்	arthur
சத்ய	satya
கலந்துகொண்டனர்	katıldı
கலந்துகொண்டனர்	katıldığı
கலந்துகொண்டனர்	katılan
இல்லாமலே	olmadan
இல்லாமலே	onsuz
மதீனா	medine
மதீனா	medine
மதீனா	medina
மோர்கன்	morgan
மன்மதன்	cupid
வீனஸ்	venüs
பெய்லி	bailey
பெய்லி	baily
தொகுக்கப்பட்டது	derlenmiş
எளிமை	sadelik
மினாக்	minogue
லூர்து	lourdes
எஸ்தர்	esther
டூர்	tur
டூர்	tour
டூர்	tura
டூர்	turne
சுற்றிப்	çevresinde
சுற்றிப்	çevrede
சுற்றிப்	etrafta
சுற்றிப்	etrafında
சுழலி	türbin
புலிட்சர்	pulitzer
ஆய்வக	laboratuar
ஆய்வக	laboratuvar
நெபுலா	nebula
பகைமை	düşmanlık
கிரியை	çalışır
கிரியை	çalışıyor
பாதிக்கப்பட்டவர்கள்	kurbanlar
பாதிக்கப்பட்டவர்கள்	kurbanları
வெற்றிடம்	vakum
துடுப்பு	fin
துடுப்பு	kürek
விரிவுரையாளர்	okutman
கலந்துகொண்ட	katıldı
கலந்துகொண்ட	katıldığı
கலந்துகொண்ட	katılan
வினாடி	ikinci
வினாடி	ikincisi
பத்திரிகையாளர்கள்	gazeteci
பத்திரிகையாளர்கள்	muhabir
பத்திரிகையாளர்கள்	gazeteciler
பத்திரிகையாளர்கள்	muhabirler
பத்திரிகையாளர்கள்	gazetecilerin
டோன்	ton
டோன்	tonu
பிக்காசோ	picasso
பீட்	pete
தேடிய	aradı
மேம்படுத்தப்பட்டது	optimize
அடைவு	dizin
அடைவு	dizini
அடைவு	rehberi
அடைவு	dizin
அடைவு	dizini
பிடியில்	kavrama
துளி	damla
துளி	bırak
கெல்லர்	keller
பரிந்துரையை	tavsiye
பரிந்துரையை	öneri
அகதி	mülteci
ஆதாம்	adem
ஆதாம்	adam
ஃபிஸ்துலா	fistül
அவென்யூ	bulvarı
அவென்யூ	bulvar
அவென்யூ	avenue
அவென்யூ	caddesi
கோழிகள்	tavuk
கோழிகள்	tavuklar
மறுக்கப்பட்டது	reddedildi
மறுக்கப்பட்டது	inkar
மறுக்கப்பட்டது	reddedilmiş
பெல்லி	belle
நலத்துறை	refah
ரஸ்புடின்	rasputin
எகான்	akon
தியோடர்	theodore
ரிக்கோ	riko
ரிக்கோ	rico
ஹலோ	merhaba
ஹலோ	selam
ஹலோ	hello
வடை	vada
ஹார்வர்டு	harvard
புத்தம்	brand
புத்தம்	marka
புத்தம்	markası
கேட்டது	duydum
கேட்டது	duyan
பத்மா	padma
பொலிவு	buff
ஒட்டாவா	ottawa
தோற்றது	başarısız
#ஒரு	#bir
#ஒரு	#a
மூலை	köşeye
மூலை	köşe
இமாலய	himalaya
நூர்	nur
நூர்	noor
அஃப்லெக்	affleck
நொதித்தல்	fermantasyon
ஆஸ்கர்	oscar
ஆஸ்கர்	oskar
டேவி	davey
ஜகார்த்தா	jakarta
கார்ட்	araba
கார்ட்	arabası
கார்ட்	sepet
காக்ஸ்	cox
பாஷா	başa
பாஷா	paşa
பாஷா	paşam
எக்செல்	excel
முட்கள்	diken
முட்கள்	dikenler
வினாக்கள்	sorularınız
வினாக்கள்	soruları
வினாக்கள்	sorular
வினாக்கள்	soru
செயலற்ற	aylak
செயலற்ற	boşta
இலினொய்	illinois
எத்தியோப்பியா	etiyopya
நாரதர்	narada
வாக்களிக்கும்	oylama
வாக்களிக்கும்	oy
கண்ணுக்குத்	görünmeyen
கண்ணுக்குத்	görünmez
பெல்லா	bella
லாரா	laura
லாரா	lara
பிரான்சுவா	francois
பிரான்சுவா	françois
பிரான்சுவா	francois
பிரான்சுவா	françois
அற்புதம்	harika
அற்புதம்	şahane
