லாவோஸ்	laos
உபயோகம்	utilisation
உபயோகம்	usage
உபயோகம்	utilitaire
உபயோகம்	utilité
மெழுகு	wax
மெழுகு	cire
சிந்தி	sindhi
வெளிப்புறம்	extérieurs
வெளிப்புறம்	extérieur
வெளிப்புறம்	extérieures
வெளிப்புறம்	exterieur
வெளிப்புறம்	extérieure
ஹாக்	hawk
ஹாக்	faucon
ஹாக்	buse
ஹாக்	hawke
காய்ந்த	sèche
காய்ந்த	sèches
காய்ந்த	sec
காய்ந்த	secs
காய்ந்த	sécher
பயங்கரவாத	terreur
பயங்கரவாத	terrorisme
செயற்பட	fonctionnels
செயற்பட	fonctionnelle
செயற்பட	fonctionnel
சொத்துரிமை	appropriation
சொத்துரிமை	propriété
ஹான்ஸ்	hans
பட்டர்	beurre
ராணா	rana
அனுபவத்தை	expériences
அனுபவத்தை	expérience
ஆசான்	mentor
பாராட்டும்	appréciation
குறைந்தளவு	conservatisme
குறைந்தளவு	conservateur
குறைந்தளவு	conservatrice
குறைந்தளவு	conservateurs
ரொனால்டோ	ronaldo
சக்திவாய்ந்த	puissant
சக்திவாய்ந்த	puissants
சக்திவாய்ந்த	puissante
சக்திவாய்ந்த	puissantes
திங்கட்கிழமை	lundi
தனிநபர்கள்	particuliers
தனிநபர்கள்	individus
தனிநபர்கள்	individuels
ஆண்குறி	penis
ஆண்குறி	pénis
டெர்ரி	terry
படைத்தவர்	créatrice
படைத்தவர்	créateur
மண்டேலா	mandela
ஹூ	hoo
கொள்கலன்	contenu
கொள்கலன்	contenus
கொள்கலன்	récipient
கொள்கலன்	conteneur
இப்ராகிம்	ibrahim
நிர்மலா	nirmala
அடிப்படைகள்	fondamentaux
அடிப்படைகள்	bases
அடிப்படைகள்	basiques
அடிப்படைகள்	basique
அடிப்படைகள்	fondements
கூந்தல்	cheveu
கூந்தல்	cheveux
கூந்தல்	coiffure
மறையும்	masquer
மறையும்	cache
மறையும்	cacher
அருமை	fantastiques
அருமை	fantastique
அருமை	superbe
அருமை	superbes
அருமை	sympa
அருமை	gentil
அருமை	joli
அருமை	jolie
அருமை	nice
இயங்கியல்	opérationnelles
இயங்கியல்	opérationnel
இயங்கியல்	opérationnels
இயங்கியல்	opérationnelle
மகனே	fils
மகனே	fiston
தலையீடு	intervention
கரிய	foncés
குழப்பங்கள்	conflits
குழப்பங்கள்	conflit
குழப்பங்கள்	conflits
குழப்பங்கள்	conflit
விருப்பப்படி	personnalisé
விருப்பப்படி	personnalisée
விருப்பப்படி	personnalisés
விருப்பப்படி	coutume
ஊடுருவும்	pénétré
முத்தி	mutti
உள்ளடக்கங்கள்	sommaire
உள்ளடக்கங்கள்	contenus
உள்ளடக்கங்கள்	contenu
இரக்கம்	compassion
இரக்கம்	compatissant
வானவில்	rainbow
வானவில்	arc
ஓசியானியா	océanie
மீனா	meena
கிரோன்	crohn
யாங்	yang
எட்வார்ட்	edward
எட்வார்ட்	édouard
நகை	jewel
நகை	joyau
நகை	bijou
நகை	bijouterie
நகை	joaillerie
நகை	bijoux
கமிஷன்	commission
ஆலோசனைகள்	suggestions
சொந்தம்	propres
சொந்தம்	propre
சொந்தம்	posséder
தொடும்	touchant
தொடும்	touchante
தொடும்	toucher
பாலன்	balan
ஆரோக்கியம்	sante
ஆரோக்கியம்	santé
ருத்ர	rudra
பாஸ்பரஸ்	phosphore
மாறிகள்	variable
மாறிகள்	variables
மாறிகள்	variables
திலகர்	tilak
நுண்ணோக்கி	microscope
நுண்ணோக்கி	microscopie
ஐசக்	isaac
ஐசக்	issac
வாழ்வது	vivante
வாழ்வது	vivants
வாழ்வது	vivant
வாழ்வது	vivre
வெற்றிபெற்று	gagné
வெற்றிபெற்று	gagnée
வெற்றிபெற்று	gagnées
வெற்றிபெற்று	won
வெற்றிபெற்று	gagnés
ஓவல்	ovale
சலாம்	salam
மேலாளராக	gestionnaire
மேலாளராக	directeur
மேலாளராக	manager
மேலாளராக	directrice
மேலாளராக	gérant
சலுகை	offrir
சலுகை	offre
ரசாயன	chimique
ரசாயன	chimiques
ஸ்வீடன்	suède
ரிஷி	rishi
லாக்	écluse
லாக்	serrure
லாக்	verrouiller
லாக்	verrou
லாக்	bûche
கரோலினா	caroline
கரோலினா	carolina
பாஜக	bjp
பார்பரா	barbara
செலுத்தப்பட்டது	rémunéré
செலுத்தப்பட்டது	payées
செலுத்தப்பட்டது	payé
செலுத்தப்பட்டது	payée
செலுத்தப்பட்டது	payés
அந்தோனியார்	anthony
அந்தோனியார்	antoine
ஸ்டாக்ஹோம்	stockholm
புரூணை	brunei
பள்ளிக்கூடம்	ecole
பள்ளிக்கூடம்	école
ஸ்கோடா	skoda
ஸ்கோடா	škoda
வர்ணம்	peintes
வர்ணம்	peinte
வர்ணம்	peint
வர்ணம்	peints
வர்ணம்	pigment
ரோஜாக்கள்	roses
ரோஜாக்கள்	rosiers
மாட்	matt
மாட்	matthieu
மாட்	mat
சொத்துகள்	actif
சொத்துகள்	actifs
சக்	chuck
பூரி	puri
டொனால்ட்	donald
டிரைவ்	lecteur
டிரைவ்	conduire
ஒதுக்கப்பட்டது	étranglé
ஒதுக்கப்பட்டது	étouffé
ஒதுக்கப்பட்டது	réservés
ஒதுக்கப்பட்டது	réservée
ஒதுக்கப்பட்டது	réservé
பேட்ரிக்	patrick
பாடுகிறார்	chante
பாடுகிறார்	chant
பாடுகிறார்	chanter
போயர்	boer
போயர்	boers
பிரிக்ஸ்	brics
ஒப்பனை	maquillage
ஒப்பனை	makeup
ஒப்பனை	maquiller
ஒப்பனை	cosmétique
ஒப்பனை	cosmétiques
டெண்டுல்கர்	tendulkar
தாமிரம்	cuivre
கவனத்திற்கு	attention
ஆந்தை	chouettes
ஆந்தை	hibou
ஆந்தை	chouette
அணிந்துரை	préface
பிரபலங்கள்	célébrités
ஜூலியா	julia
நீளமாக	collants
நீளமாக	collante
நீளமாக	collant
நிணநீர்	lymphatiques
குச்சி	stick
குச்சி	bâton
இனக்குழு	ethnie
இனக்குழு	ethnicité
இனக்குழு	ethnique
பக்கவாட்டில்	latéralement
டாமன்	damon
கொன்றார்	tué
கொன்றார்	tuée
கொன்றார்	tués
இருத்தலியல்	existentielle
கிரியோல்	créole
காளான்	champignons
காளான்	champignon
போதைப்பொருள்	drogue
போதைப்பொருள்	médicament
துணிகள்	tissus
துணிகள்	toiles
இடித்து	accidenté
இடித்து	crashé
இடித்து	écrasé
மதங்கள்	religions
மதங்கள்	cultes
ஓடுகள்	carreaux
ஓடுகள்	tuiles
ஓடுகள்	carrelage
டெர்	der
ஃபோர்ப்ஸ்	forbes
இயக்கிகள்	chauffeurs
இயக்கிகள்	conducteurs
இயக்கிகள்	pilotes
இயக்கிகள்	conducteur
பிலடெல்பியா	philadelphie
பிலடெல்பியா	philadelphia
ஜெயின்	jain
இரங்கல்	condoléances
இரங்கல்	condoléances
செம்பிலான்	sembilan
கடிகாரங்கள்	montres
கடிகாரங்கள்	horlogerie
ராஸ்	ross
எலுமிச்சை	citrons
எலுமிச்சை	lemon
எலுமிச்சை	citron
எலுமிச்சை	lime
எலுமிச்சை	chaux
எலுமிச்சை	citron
மனிதனும்	âmes
மனிதனும்	ame
மனிதனும்	soul
மனிதனும்	âme
பதக்கங்களை	médailles
ரீட்	roseaux
ரீட்	reed
ஆனந்தம்	joy
ஆனந்தம்	joie
மார்க்கம்	religion
மார்க்கம்	religieux
மார்க்கம்	markham
காய்கறி	végétal
காய்கறி	légumes
காய்கறி	légume
முதிர்ச்சி	maturité
முதிர்ச்சி	échéance
வழங்கவும்	fournir
வழங்கவும்	fournissent
ஷேன்	shane
சிட்ரிக்	citrique
குறும்படம்	miniature
குறும்படம்	vignette
குறும்படம்	icônes
குறும்படம்	icône
சோனியா	sonia
நீரியல்	hydrologie
இலைகளை	feuilles
அசுரன்	monstrueuse
அசுரன்	monstrueux
அசுரன்	monster
அசுரன்	monstre
கிளாரா	clara
தேவாலயத்தில்	piazza
நிழலில்	ombre
நிழலில்	ombrage
நிழலில்	abat
நிழலில்	teinte
அரி	ari
அரி	ary
செயல்படுத்துகிறது	transformation
செயல்படுத்துகிறது	traitement
சளி	rhume
சளி	froide
சளி	froid
சளி	froids
சளி	rhume
கொடூரமான	cruels
கொடூரமான	cruelle
கொடூரமான	cruel
கொடூரமான	cruelles
கொடூரமான	brutale
கொடூரமான	brutal
முசோலினி	mussolini
தூதுவர்	ambassadeur
தூதுவர்	ambassadrice
செக்ஸ்	sexe
பாலினம்	sexe
பாலினம்	sexes
பாலினம்	genre
குணப்படுத்தும்	cicatrisation
குணப்படுத்தும்	guérir
குணப்படுத்தும்	guérison
கைபேசி	cell
கைபேசி	cellules
கைபேசி	cellule
கைபேசி	mobile
கைபேசி	portable
முரணாக	ironie
முரணாக	ironique
காலாண்டு	trimestriellement
காலாண்டு	trimestriel
காலாண்டு	trimestrielle
காலாண்டு	trimestrielles
காலாண்டு	trimestriels
காலாண்டு	quart
காலாண்டு	trimestre
பபெட்	buffett
புலங்கள்	domaines
புலங்கள்	champs
அன்னிய	étranger
அன்னிய	etranger
அன்னிய	étrangère
அன்னிய	étrangères
பரவுகிறது	écarts
பண்டிட்	pandit
ஏறு	grimper
மரபை	héritage
மரபை	legacy
மரபை	legs
புகலிடம்	protégé
புகலிடம்	refuge
சவாலாக	contesté
சவாலாக	défié
சவாலாக	contestées
சவாலாக	contestée
இம்ரான்	imran
எண்ணங்களை	réflexions
எண்ணங்களை	pensées
மடிப்பு	enrouler
மடிப்பு	wrap
அளவுகோல்	echelle
அளவுகோல்	échelle
அடல்	atal
புதுப்பிக்கத்தக்க	renouvelable
புதுப்பிக்கத்தக்க	renouvelables
கதா	katha
ஹெக்டர்	hector
மாயன்	mayas
வெண்கல	bronze
குணப்படுத்த	guérir
குணப்படுத்த	remède
குணப்படுத்த	cure
குணப்படுத்த	guérison
குணப்படுத்த	guérie
குணப்படுத்த	soigné
குணப்படுத்த	guéris
குணப்படுத்த	guéri
மஸ்ஜித்	masjid
ரோல்	rouler
ரோல்	roll
ரோல்	rouleau
ஆல்பங்கள்	albums
கெல்லி	kelly
முதுகெலும்பு	épine
பாக்கியம்	bénie
பாக்கியம்	bienheureux
பாக்கியம்	béni
பாக்கியம்	bénis
சிறகு	escadre
சிறகு	aile
சிறகு	ailier
சிறகு	wing
சிறகு	ailes
சிறகு	wings
சிறகு	ailes
பட்டாணி	pois
பட்டாணி	pois
சர்ச்சில்	churchill
ஓன்	onn
அங்கீகரிக்கப்பட்டது	approuvé
அங்கீகரிக்கப்பட்டது	approuvée
அங்கீகரிக்கப்பட்டது	approuvés
அங்கீகரிக்கப்பட்டது	agréée
அங்கீகரிக்கப்பட்டது	approuvées
அங்கீகரிக்கப்பட்டது	agréé
ஆற்றலும்	énergie
ஆற்றலும்	énergies
ஆற்றலும்	energie
கூட்டுக்	combiné
கூட்டுக்	combinée
கூட்டுக்	combinées
கூட்டுக்	combinés
ஆக்கி	transformateur
ஆக்கி	processeurs
ஆக்கி	processeur
கடற்படையினர்	marines
நிபுணத்துவம்	compétences
நிபுணத்துவம்	expertise
நிபுணத்துவம்	expertises
கற்பு	chasteté
கவர்ந்தது	inspire
ஈடன்	éden
ஈடன்	eden
கொன்றது	tué
கொன்றது	tuée
கொன்றது	tués
அதிகபட்சம்	max
அதிகபட்சம்	maxi
அதிகபட்சம்	maxime
அதிகபட்சம்	maximum
அதிகபட்சம்	maximale
அதிகபட்சம்	maximal
அதிகபட்சம்	maximales
அதிகபட்சம்	maximum
சுருங்கி	rétrécir
சுருங்கி	psy
கிட்	git
கிட்	kits
கிட்	trousse
கிட்	kit
செய்தியாளர்	appuyez
செய்தியாளர்	presse
செய்தியாளர்	journaliste
செய்தியாளர்	reporter
வகுத்தது	pavée
வகுத்தது	pavé
மறியல்	piquet
சிப்	chip
சிப்	jeton
சிப்	puce
புக்கர்	booker
கேளிக்கை	loisirs
கேளிக்கை	récréation
கேளிக்கை	divertissements
கேளிக்கை	divertissement
சமோவா	samoa
பந்துகள்	boules
பந்துகள்	couilles
பந்துகள்	ballons
பந்துகள்	balles
பந்துகள்	billes
குறிப்பேடு	enregistreur
பருவங்கள்	saisons
குடியேற்றவாத	colonisation
குடியேற்றவாத	colonialisme
வாத	terreur
வாத	terrorisme
மூவாக்சைடு	trioxyde
யுனிக்ஸ்	unix
தொட்டில்	berceau
புண்கள்	plaies
விஸ்டா	vista
வாசம்	souffle
வாசம்	respiration
வாசம்	haleine
வாசம்	gourmandise
வாசம்	indulgence
வாசம்	complaisance
கோளம்	sphère
திரையரங்கு	théatre
திரையரங்கு	théâtre
திரையரங்கு	théâtres
பின்புலம்	fond
பின்புலம்	contexte
பின்னோக்கி	arriéré
பின்னோக்கி	reculer
தத்து	tabulation
தத்து	onglets
தத்து	tab
தத்து	onglet
லம்போர்கினி	lamborghini
ஆலோசனைக்	consultation
தனிமையில்	seul
தனிமையில்	seuls
தனிமையில்	seule
தனிமையில்	solitude
தனிமையில்	solitaire
தனிமையில்	solitaires
தனிமையில்	solitude
பார்வைகள்	visites
பார்வைகள்	affichages
பார்வைகள்	vues
நோக்கங்களை	intentions
பளிங்கு	bille
பளிங்கு	marbres
பளிங்கு	marbre
மனிதர்களும்	humains
வாக்கியம்	phrase
வாக்கியம்	phrase
வாக்கியம்	sentence
வாக்கியம்	peine
சொற்பொருள்	sémantique
எதிரானது	contre
எதிரானது	against
அனுப்புகிறது	envoyant
அனுப்புகிறது	envoi
சுமேரிய	sumérien
கலந்துகொண்டார்	participé
கலந்துகொண்டார்	allé
துவக்கி	lanceur
சாவ்லா	chawla
பூனைகள்	chats
வார்சா	varsovie
புள்ளிவிவரம்	statistiques
புள்ளிவிவரம்	statistique
பாஸ்கல்	pascal
மார்க்கெட்	marché
கணங்கள்	moments
கணங்கள்	instants
சோமாலியா	somalie
சோமாலியா	somalien
படத்தொகுப்பு	collage
படத்தொகுப்பு	collages
மீனவர்	pêcheurs
மீனவர்	pêcheur
மீனவர்	pêcheurs
குண்டூர்	guntur
பென்சீன்	benzène
நானக்	nanak
இருக்கவும்	reste
இருக்கவும்	séjour
இருக்கவும்	rester
துல்லியம்	précision
குவளை	chope
குவளை	tasse
தொழிற்சாலையில்	fabrique
தொழிற்சாலையில்	usine
ராக்கெட்	roquettes
ராக்கெட்	fusée
ராக்கெட்	fusées
ராக்கெட்	rocket
ராக்கெட்	roquette
ஆல்ப்ஸ்	alpes
இயல்பை	nature
வித்து	graine
வித்து	semences
வித்து	seed
வித்து	graines
வித்து	semence
பானங்கள்	boissons
பானங்கள்	boisson
பானங்கள்	boissons
நினைக்கும்	pense
நினைக்கும்	pensez
நினைக்கும்	réfléchis
நினைக்கும்	penser
நினைக்கும்	réfléchir
பெயர்ச்சி	remplacez
பெயர்ச்சி	remplacer
பெயர்ச்சி	remplacement
பெயர்ச்சி	remplace
தற்செயலாக	accidentellement
தற்செயலாக	involontairement
சந்த்	chand
நாட்டினர்	compatriotes
சமத்துவம்	neutralité
சமத்துவம்	égalité
சமத்துவம்	egalité
நடனங்கள்	danses
நிபந்தனைகள்	conditions
விடு	congés
விடு	quitter
விடு	laisser
விடு	partir
விடு	congé
விடு	goutte
விடு	drop
மனோஜ்	manoj
துர்கா	durga
அலபாமா	alabama
தொழுகை	salah
அன்ட்ரூ	andrew
அன்ட்ரூ	andré
நெருங்கி	approchant
நெருங்கி	approcher
ரேகை	longitude
பாலைவனத்தில்	désert
பாலைவனத்தில்	désertique
லூசியானா	louisiane
கரைப்பான்	solvant
கரைப்பான்	solvable
கரைப்பான்	solvants
எறிந்து	jeté
எறிந்து	coulée
எறிந்து	coulé
எறிந்து	plâtre
கலீபா	calife
தந்திரம்	trick
தந்திரம்	astuce
அறிவார்ந்த	intelligente
அறிவார்ந்த	intelligents
அறிவார்ந்த	intelligent
அறிவார்ந்த	intelligentes
மதிப்பாய்வு	revue
மதிப்பாய்வு	examen
மதிப்பாய்வு	révision
மதிப்பாய்வு	modération
குவான்	pénélope
குவான்	guan
குவான்	quan
ஆர்எஸ்எஸ்	rss
நேர்மை	honnêteté
பொறாமை	jalouse
பொறாமை	jaloux
பொறாமை	jalousie
பொறாமை	envier
பொறாமை	envie
பொறாமை	jalousie
பொறாமை	envieux
பொறாமை	jalousie
கச்சா	brut
கோட்டா	kota
வரவிருக்கும்	prochains
வரவிருக்கும்	prochaines
அவுட்லுக்	outlook
அவுட்லுக்	perspectives
அவுட்லுக்	perspective
சூசன்	susan
சூசன்	sylvie
காமெடி	comédie
காமெடி	comique
நையாண்டி	satirique
நையாண்டி	satire
கமிட்டி	comité
ஜீலம்	jhelum
தீராத	chroniques
தீராத	chronique
வைக்கோல்	paille
வைக்கோல்	pailles
இப்ராஹிம்	ibrahim
ஆயுர்வேத	ayurvédique
முத்துக்கள்	perles
அலோர்	alor
ஆமைகள்	tortues
யா	yaa
அலெக்சாந்திரியா	alexandrie
மென்பொருளில்	désactive
சாதாரணமான	médiocres
சாதாரணமான	médiocre
அமிதாப்	amitabh
சேவா	seva
புள்ளிவிவர	statistique
பங்களா	bungalow
பங்களா	bangla
ஜூலியஸ்	julius
ஜூலியஸ்	jules
ஈஸ்ட்	levures
ஈஸ்ட்	levure
பரிணாமம்	evolution
பரிணாமம்	évolution
பங்கேற்பு	participation
பங்கேற்பு	assister
சோலார்	solaires
சோலார்	solaire
மேகங்கள்	nuages
கேம்ஸ்	jeux
கருட	garuda
நீரோ	néron
நீரோ	nero
பூத	physique
பூத	physiques
நெரிசல்	embouteillages
நெரிசல்	encombrements
நெரிசல்	congestion
நெரிசல்	encombrement
நெரிசல்	ruée
நெரிசல்	stampede
வாய்க்கால்	canal
கடலியல்	océanographie
இறைவனிடம்	lord
இறைவனிடம்	seigneur
ரொனால்ட்	ronald
கொலராடோ	colorado
மிதவை	flottant
மிதவை	flottants
மிதவை	flotter
மிதவை	flottante
கிரந்த்	granth
முதலீட்டாளர்	investisseurs
முதலீட்டாளர்	investisseur
உணரிகள்	sondes
உணரிகள்	capteurs
உணரிகள்	détecteurs
உணரிகள்	capteur
நசீர்	nasir
நசீர்	nazir
சோர்வு	fatigue
சோர்வு	lassitude
சோர்வு	fatigué
சோர்வு	fatiguée
சோர்வு	marre
சோர்வு	fatigués
எவரெஸ்ட்	everest
திறக்க	ouverte
திறக்க	ouvrez
திறக்க	ouvert
திறக்க	ouverture
திறக்க	ouvrir
வானியற்பியல்	astrophysique
குழப்பத்தை	sédition
செபமாலை	cepa
சையது	syed
இடைவெளிகள்	espaces
இரவும்	soirée
இரவும்	nuit
இரவும்	soir
அத்தியாவசிய	essentiel
அத்தியாவசிய	indispensable
அத்தியாவசிய	essentielles
அத்தியாவசிய	essentielle
அத்தியாவசிய	essentiels
ஏதுமில்லை	aucun
ஏதுமில்லை	néant
ஏதுமில்லை	aucune
முன்னோக்கி	forward
உணவாகும்	grub
ராஜு	raju
பயன்முறை	mode
பெர்க்சையர்	berkshire
ஜிமெயில்	gmail
கவர்ச்சியான	sexy
சுலைமான்	suleiman
சுலைமான்	sulaiman
பேழை	cassette
தெருக்கள்	rues
ஆர்ச்சர்	archer
கீரை	épinards
ஜெப்ரி	geoffrey
ஜெப்ரி	jeffery
சன்னி	ensoleillées
சன்னி	ensoleillé
சன்னி	ensoleillée
பாதுகாக்கவும்	protège
பாதுகாக்கவும்	protégez
பாதுகாக்கவும்	protéger
பாதுகாக்கவும்	protègent
படையணி	bataillon
மோட்சம்	dévotion
மோட்சம்	dévouement
சொரெஸ்	soros
பயிற்சியாளர்கள்	autocars
பயிற்சியாளர்கள்	entraîneurs
பயிற்சியாளர்கள்	coachs
பேசுகிறது	parle
பேசுகிறது	parlant
ஈடுபட்டுள்ள	fiancé
ஈடுபட்டுள்ள	fiancée
ஈடுபட்டுள்ள	engagés
ஈடுபட்டுள்ள	fiancés
ஈடுபட்டுள்ள	engagée
ஈடுபட்டுள்ள	engagé
ஏழ்மை	pauvreté
உடற்கூறு	anatomie
புவிவெப்ப	géothermiques
புவிவெப்ப	géothermique
புவிவெப்ப	géothermie
பயங்கர	affreux
பயங்கர	terrible
பயங்கர	épouvantable
பயங்கர	horrible
மேலாளர்கள்	directeurs
மேலாளர்கள்	gestionnaires
மேலாளர்கள்	dirigeants
மீதம்	balance
மீதம்	solde
மீதம்	équilibre
மீதம்	restantes
மீதம்	restant
மீதம்	restants
மீதம்	gauche
பீச்	hêtre
பீச்	pêches
பீச்	pêcher
பீச்	pêche
பீச்	peach
பீச்	pêches
குதுப்	qutb
பிரதீப்	pradeep
லுட்விக்	ludwig
நெற்றியில்	front
அமிர்தசரஸ்	amritsar
பொறுப்பான	responsable
பொறுப்பான	responsables
கன்று	veau
கன்று	mollet
தீவிரவாதம்	terrorisme
பரதன்	bharata
குறுக்கீடு	interrompre
குறுக்கீடு	interférence
குறுக்கீடு	ingérence
குறுக்கீடு	interférences
எள்	sésame
வடிவமைக்க	configurer
வடிவமைக்க	configure
மனப்பான்மை	attitude
எட்ஜ்	bord
எட்ஜ்	bordure
எட்ஜ்	arête
எட்ஜ்	edge
செய்கிறான்	cause
செய்கிறான்	causes
பிளந்து	fendu
பிளந்து	fente
மாவீரன்	guerrière
மாவீரன்	warrior
மாவீரன்	guerrier
டொமினிக்கன்	dominicaine
டொமினிக்கன்	dominicain
வாருங்கள்	viens
வாருங்கள்	venez
வாருங்கள்	come
வாருங்கள்	venir
ஆன்மீகம்	spirituelle
ஆன்மீகம்	spirituel
ஆன்மீகம்	spirituelles
மெகாடெத்	megadeth
உள்நாட்டில்	localement
வியூகம்	stratégie
மாம்பழம்	mangues
மாம்பழம்	mango
மாம்பழம்	mangue
சத்யஜித்	satyajit
கழுதை	ânes
கழுதை	ane
கழுதை	donkey
கழுதை	âne
வயிற்றுப்போக்கு	diarrhée
வயிற்றுப்போக்கு	diarrhées
முஸ்தபா	mostafa
முஸ்தபா	mustapha
முஸ்தபா	mustafa
நம்பிக்கையுடன்	espérant
நம்பிக்கையுடன்	espérer
நம்பிக்கையுடன்	espérons
கிரகம்	planete
கிரகம்	planète
தலைக்கு	head
தலைக்கு	tête
தலைக்கு	têtes
மாறிவிட்டது	changé
மாறிவிட்டது	changée
மியாமி	miami
பொறித்த	frit
பொறித்த	friture
பொறித்த	frite
பொறித்த	grillé
நிக்கோலஸ்	nicolas
நிக்கோலஸ்	nicolas
நிக்கோலஸ்	nicholas
கொரில்லா	gorille
கொரில்லா	gorilles
நானா	nana
நானா	mamie
மோகம்	passions
மோகம்	passion
தெரிவித்துக்	visités
தெரிவித்துக்	visitée
தெரிவித்துக்	visité
கால்நடைகள்	bovins
கால்நடைகள்	bétail
தொலைகாட்சி	oled
ஓட்டோ	otto
நாளைய	demain
நாளைய	tomorrow
சிர்க்கோனியம்	zirconium
சந்தர்ப்பம்	contexte
ஆண்டர்சன்	anderson
சிக்னல்	signaux
சிக்னல்	clignotant
சிக்னல்	signal
அடையாறு	adyar
மோடம்	modem
மோடம்	moderne
கிளென்	glen
கிளென்	vallon
கிளென்	glenn
காபூல்	kaboul
அரிவாள்	faucille
பேச்சாளர்கள்	enceintes
பேச்சாளர்கள்	orateurs
பேச்சாளர்கள்	conférenciers
பேச்சாளர்கள்	intervenants
எலிகள்	souris
வைன்	vins
வைன்	vin
வாடிக்கையாளரின்	client
பட்டினி	famine
விரிவாக்கி	audace
பழமொழிகள்	proverbes
திறக்கும்	vernissage
திறக்கும்	ouverture
ராபர்ட்ஸ்	roberts
ஜேக்மேன்	jackman
கிரி	kiri
பிரைவேட்	pvt
அசிட்டேட்டு	acétate
மருமகன்	neveu
பக்தர்களின்	upa
கிரகங்கள்	planete
கிரகங்கள்	planètes
காவி	safran
தோழன்	mate
நாட்டியம்	danse
நாட்டியம்	danser
நிறைவுற்ற	saturée
நிறைவுற்ற	saturées
நிறைவுற்ற	saturé
நிறைவுற்ற	saturés
திவ்யா	divya
கடனை	endettement
கடனை	dette
கடனை	dettes
சாஹிப்	sahib
மகேந்திர	mahendra
உபரி	figurants
உபரி	extras
உபரி	suppléments
உபரி	excédentaires
உபரி	excédent
உபரி	surplus
உபரி	excédents
அனுபவ	exp
குட்டிகள்	cubs
குட்டிகள்	oursons
குட்டிகள்	chiots
ஓவியத்தை	peinture
ஓவியத்தை	peintures
மணமகள்	épouse
மணமகள்	epouse
மணமகள்	fiancée
மணமகள்	mariée
சின்னப்பர்	thèbes
நிரூபிக்க	prouvez
நிரூபிக்க	prouver
நிரூபிக்க	prouve
ஜூலி	juli
ஜூலி	julie
சொல்லாட்சி	rhétorique
அலங்கரிக்கப்பட்ட	décorées
அலங்கரிக்கப்பட்ட	décorée
அலங்கரிக்கப்பட்ட	décorés
அலங்கரிக்கப்பட்ட	décoré
ஒலிகள்	sons
ஒலிகள்	bruits
ஜோர்டான்	jordanie
ஜோர்டான்	jourdain
ஜோர்டான்	jordanienne
ஜோர்டான்	jordan
பிரபஞ்சம்	universe
பிரபஞ்சம்	univers
பிரபஞ்சம்	galaxie
பிரபஞ்சம்	galaxy
சிறுநீரகம்	rein
சிறுநீரகம்	reins
சிறுநீரகம்	rénale
மறக்க	oubli
மறக்க	oublions
மறக்க	oublier
மறக்க	oublie
மறக்க	oubliez
பிளாங்க்	planck
சுயசரிதை	biographie
சுயசரிதை	biographiques
ரூபி	ruby
ரூபி	rubis
அத்தை	tatie
அத்தை	tata
அத்தை	tante
அத்தை	tatie
அத்தை	tante
அத்தை	tatie
அத்தை	tante
துரோகம்	trahison
துரோகம்	trahison
சீரோ	ciro
சரியா	droite
சரியா	droit
பிட்டு	bit
பிட்டு	bits
கார்லோ	carlo
பக்கத்து	voisine
பக்கத்து	voisin
அவகாசம்	répit
ஆரியர்	aryens
ஆரியர்	aryenne
பண்பேற்றம்	modulation
திரி	tri
டேம்	dame
உஷா	usha
படுக்கையில்	lit
விவசாயி	agriculteur
விவசாயி	paysan
விவசாயி	fermier
வழங்குநர்	hôte
வழங்குநர்	prestataire
வழங்குநர்	fournisseur
பதினொன்று	onze
பதினொன்று	eleven
வெளிநாட்டில்	etranger
திறமைகளை	talents
திறமைகளை	aptitudes
நிற்பது	standing
இரகசியமாக	secrètement
முன்னேற்றத்தை	progrès
முன்னேற்றத்தை	progression
முன்னேற்றத்தை	progresser
முன்னேற்றத்தை	avancement
முகமூடி	masques
முகமூடி	masquer
முகமூடி	masque
கோல்ட்மேன்	goldman
எலியட்	eliot
வியாபாரிகள்	vendeurs
வியாபாரிகள்	fournisseurs
மொழிபெயர்க்கப்பட்டது	traduites
மொழிபெயர்க்கப்பட்டது	traduits
மொழிபெயர்க்கப்பட்டது	traduite
மொழிபெயர்க்கப்பட்டது	traduit
பட்லர்	butler
பட்லர்	majordome
காட்டப்பட்டது	jeter
காட்டப்பட்டது	rejeter
காட்டப்பட்டது	abandonner
காட்டப்பட்டது	ignorer
காட்டப்பட்டது	montré
தந்தையர்	pères
முபாரக்	moubarak
முபாரக்	mubarak
வயர்லெஸ்	wireless
ஜின்னா	jinnah
குளூனி	clooney
பென்னி	penny
பென்னி	benny
லூக்	luke
லூக்	luc
ஹன்னிபால்	hannibal
வில்லி	willy
பொய்யான	faux
பொய்யான	fausse
பொய்யான	false
பொய்யான	fausses
பொய்யான	faux
பொய்யான	imposteur
பொய்யான	simuler
பொய்யான	fausse
பொய்யான	fake
ஸ்ரீநகர்	srinagar
படத்தைப்	photo
தேவாலயங்கள்	églises
தேவாலயங்கள்	eglises
மல்யுத்தம்	catch
மல்யுத்தம்	lutte
மல்யுத்தம்	wrestling
மல்யுத்தம்	lutter
டோ	tep
டோ	orteil
டோ	toe
பெட்ரோ	pedro
பிம்பம்	image
இறுக்கம்	compression
இழப்பீடு	dédommagement
இழப்பீடு	indemnité
இழப்பீடு	indemnisation
