年	jaar
目標	doelstellingen
目標	doelen
目標	doel
目標	doelwit
基礎	base
基礎	basis
基礎	grondslag
自動	automaat
自動	automatisch
自動	automaat
自動	automatische
自動	automatisch
自動	automatisch
自動	geautomatiseerd
自動	geautomatiseerde
群島	archipel
群島	eilanden
理論	theorie
理論	doctrine
理論	theorieën
軍隊	leger
軍隊	landmacht
宣	xuan
鏡	spiegeltje
鏡	spiegelen
鏡	spiegel
鏡	mirror
注意	aandacht
注意	attentie
注意	opgelet
大樓	bouwen
出口	exit
出口	uitgang
出口	uitvoer
出口	export
出口	exporteren
出口	uitvoer
出口	export
出口	uitgangen
地震	aardbeving
地震	aardbevingen
平方米	m²
關於	ongeveer
關於	over
海外	overzeese
海外	overzee
海外	overzees
海外	offshore
高速公路	autowegen
高速公路	snelwegen
高速公路	snelweg
高速公路	autoroute
高速公路	snelweg
產品	product
產品	produkt
產品	producten
產品	produkten
條約	verdragen
條約	verdrag
助理	assistente
助理	assistent
助理	assistenten
畫	schilderen
畫	verven
畫	verf
畫	tekenen
畫	trekken
畫	schilderen
畫	verven
畫	schilderkunst
畫	schilderij
舞	dans
舞	dansje
舞	dansen
舞	dansen
荷蘭	nederland
獸	beast
獸	beest
汽車	auto
汽車	wagen
宏	macro
避免	vermijden
避免	vermijd
避免	voorkom
避免	vermijdt
避免	vermijden
命令	opdrachten
命令	commando
命令	opdracht
命令	orde
命令	bestellen
命令	order
命令	bestelling
命令	bevelen
命令	bestellingen
命令	orders
遠	far
遠	ver
結構	structuren
結構	architectuur
結構	structuur
結構	structureel
埃及	egypte
字母	alfabet
字母	letteren
字母	letters
字母	brieven
字母	brief
字母	letter
大陸	continental
大陸	continentale
大陸	continentaal
大陸	vasteland
大陸	continent
大陸	werelddelen
大陸	continenten
可可	coco
可可	kokos
可可	cacao
海岸	oever
海岸	wal
海岸	kust
水平	horizontaal
水平	horizontaal
輝	fai
輝	huy
墨西哥	mexicaanse
墨西哥	mexico
都市	metropolis
都市	metropool
學習	studeren
學習	studeer
學習	studeren
學習	studie
學習	bestuderen
學習	leren
學習	learning
學習	leren
學習	leer
賴	lai
阮	nguyễn
阮	nguyen
阮	ruan
動	verplaatsen
動	bewegen
動	beweeg
動	verplaats
樂團	band
樂團	orkest
樂團	orchestra
材料	materiaal
材料	materialen
材料	materiaal
以後	later
以後	straks
士兵	soldaat
士兵	soldaten
容易	rustig
容易	eenvoudig
容易	makkelijk
容易	easy
容易	gemakkelijk
魔法	magie
魔法	magic
魔法	magisch
彼得	petrus
彼得	peter
大阪	osaka
茶	thee
孩子	kind
孩子	kindje
代理	agent
代理	acteren
代理	waarnemend
代理	acteer
代理	volmacht
代理	gevolmachtigde
代理	proxy
組合	combinatie
組合	mengen
組合	mix
組合	mixen
組合	meng
正常	normale
正常	normaal
北京市	beijing
北京市	peking
王子	prince
王子	prins
模型	modellen
模型	model
夜	nachten
夜	overnachtingen
夜	avond
夜	nacht
夜	avondje
乘客	passagier
乘客	reiziger
乘客	passagiers
乘客	reizigers
錦標賽	kampioenschappen
錦標賽	toernooi
錦標賽	tournament
錦標賽	tornooi
錦標賽	toernooien
錦標賽	kampioenschap
禁止	ban
禁止	verbod
禁止	verbieden
禁止	verboden
禁止	verboden
禁止	drooglegging
禁止	verbod
重播	herhaling
重播	afspelen
重播	herhaling
宣傳	publiciteit
宣傳	propaganda
宣傳	belangenbehartiging
巨大	reusachtig
巨大	enorm
巨大	enorme
巨大	gigantisch
同樣	evenzo
克拉	karaat
蛇	slangen
蛇	slang
蛇	snake
蛇	slangen
紫	paars
紫	paarse
紫	violet
週	week
週	weekje
完整	vol
完整	volledig
完整	full
完整	volledige
完整	volle
完整	voltooid
完整	invullen
完整	complete
完整	compleet
爆	knallen
爆	blast
爆	ontploffing
翁	weng
上市	opgesomd
德里	delhi
森林	woud
森林	bos
森林	bossen
森林	bossen
介紹	introduceren
介紹	intro
介紹	presentatie
白色	wit
白色	witte
晚上	avondje
晚上	avond
晚上	avond
晚上	nacht
晚上	avondje
國王	konings
國王	king
國王	koning
袁	yuan
欣	xin
耳	oor
耳	oren
耳	oortjes
改變	veranderen
改變	veranderende
改變	veranderen
改變	wijziging
改變	wijzigen
改變	verandering
改變	veranderingen
廣場	vierkante
廣場	vierkant
廣場	plein
廣場	piazza
廣場	plaza
市民	burgers
市民	staatsburgers
市民	burger
市民	citizen
樹	boom
樹	boomstructuur
樹	bomen
聯邦	federale
聯邦	federaal
聯邦	federatie
聯邦	confederatie
聯邦	bondsstaat
麻	hennep
土耳其	turkije
酸	zure
酸	zure
酸	zuur
酸	acid
酸	zuren
董事	regisseurs
董事	directeurs
董事	bewindvoerders
董事	directeuren
外交	diplomatiek
外交	diplomatieke
外交	diplomatiek
外交	diplomatie
夫人	mevrouw
公斤	kilogram
公斤	kilo
公斤	kilogram
公斤	kilo
效果	effect
效果	uitwerkingen
效果	effecten
效果	gevolgen
說明	beschrijving
說明	signalement
說明	omschrijving
資格	kwalificatie
資格	kwalificaties
連續	opeenvolgende
連續	doorlopend
連續	continue
連續	continu
連續	doorlopende
連續	ononderbroken
連續	continuüm
晚	late
晚	laat
輪	rad
輪	wiel
輪	wielen
輪	wheels
輪	velgen
輪	ronde
輪	rondje
輪	round
輪	rond
記錄	opnemen
記錄	opname
記錄	record
記錄	records
作戰	bestrijden
作戰	combat
寫	schrijven
寫	schrijf
寫	schrijven
鹿	herten
鹿	hert
地理	geografisch
地理	geografie
地理	aardrijkskunde
孝	hyo
姜	kang
姜	jiang
姜	gember
姜	ginger
最近	kortgeleden
最近	recentelijk
最近	onlangs
最近	recent
最近	recente
最近	recent
咸	zout
咸	zoute
網頁	website
秘密	geheim
秘密	secret
變	veranderen
變	wijziging
變	wijzigen
變	verandering
變	veranderingen
人大	npc
開放	openbaarheid
開放	openheid
開放	open
開放	openen
主持人	moderator
主持人	organisator
主持人	gastheer
主持人	host
移民	immigranten
移民	migranten
移民	emigratie
移民	migranten
移民	immigratie
移民	immigratiedienst
移民	migratie
移民	migraties
運輸	vervoer
運輸	transport
運輸	vervoer
運輸	transport
背	terug
背	rug
背	back
第八	achtste
姚	yao
大小	maten
大小	grootte
大小	afmeting
大小	omvang
大小	formaat
大小	maat
演唱會	concert
演唱會	concerten
錫	tin
習性	gewoonten
習性	gewoontes
頂	top
頂	bovenste
頂	bovenkant
柏林	berlijn
三個	drie
三個	three
今天	vandaag
符	amulet
親	zoen
親	kus
親	kusje
親	kiss
親	kussen
兒子	zoon
兒子	son
骨	bones
骨	botten
骨	beenderen
骨	botten
骨	bot
骨	botje
骨	bone
加州	california
加州	californië
加州	californische
人口普查	volkstelling
人口普查	census
人口普查	tellingen
戰役	battle
戰役	slag
戰役	strijd
戰役	gevecht
戰役	veldslag
戰役	veldslagen
戰役	gevechten
電台	radio
墓	tombe
墓	graftombe
墓	graf
墓	grave
墓	graf
北方	noorden
北方	noord
活躍	active
活躍	actieve
活躍	actief
星期一	maandag
星期一	maandag
首播	première
首播	premiere
業務	bedrijf
業務	zakelijk
射	shoot
射	schieten
射	schiet
前身	voorganger
前身	voorloper
啟	kai
極	polar
極	extreem
野	wild
野	wilde
投資	investeren
投資	investeren
投資	beleggen
投資	investering
投資	investeringen
投資	investeren
投資	beleggingen
投資	investeringen
投資	investering
海洋	oceanen
海洋	oceaan
類型	genre
類型	typ
類型	type
類型	soort
類型	typen
類型	soorten
類型	types
機會	chance
機會	kans
機會	gelegenheid
機會	kans
機會	kansen
機會	mogelijkheden
錯誤	vergissing
錯誤	fout
錯誤	foutje
錯誤	verkeerd
錯誤	verkeerde
錯誤	fout
錯誤	fouten
錯誤	vergissingen
錯誤	fouten
錯誤	vergissing
錯誤	fout
儀	yee
總部	hoofdkantoor
總部	hoofdkwartier
健康	gezonde
健康	gezond
健康	gezondheid
股	eenheid
股	unit
身高	hoogte
身高	lengte
熱	warm
熱	heet
熱	warmte
熱	hitte
空中	antenne
空中	lucht
工人	werkers
工人	werkenden
工人	arbeiders
工人	werknemers
工人	werker
工人	werknemer
工人	arbeider
輕	light
輕	lichte
輕	licht
輕	lichter
輕	aansteker
輕	lichtere
經常	regelmatig
經常	veelvuldig
經常	frequent
經常	vaak
經常	regelmatige
經常	regulier
經常	reguliere
經常	regelmatig
經常	dikwijls
經常	vaak
經常	veelvuldig
經常	frequente
經常	frequent
臺	terrasje
臺	terras
滿	mitsuru
滿	vol
滿	volledig
滿	full
滿	volledige
滿	volle
負	negatieve
負	negatief
粵語	kantonees
亨利	hendrik
亨利	henry
交易	transactie
交易	trading
交易	deal
交易	transacties
黑色	zwarte
黑色	black
黑色	zwart
爆炸	knallen
爆炸	blast
爆炸	ontploffing
爆炸	explosie
爆炸	ontploffing
爆炸	ontploffing
喜歡	zoals
喜歡	like
各種	gesorteerd
警方	politie
十七	seventeen
十七	zeventien
尹	yoon
能量	energie
酒	alcohol
酒	wijn
地面	bovengronds
地面	oppervlak
地面	grond
太平	taiping
普遍	universal
普遍	universeel
普遍	universele
十年	decennium
然後	dan
然後	daarna
十四	fourteen
十四	veertien
鬼	ghost
鬼	geest
鬼	spook
昆	kun
中山	zhongshan
鼠	ratten
鼠	rat
鼠	muizen
鼠	muis
鼠	muizen
必要	noodzakelijke
必要	nodig
必要	noodzakelijk
俄	rusland
山西	shanxi
南極洲	antarctica
南極洲	zuidpool
南極洲	antarctica
小型	kleine
小型	klein
小型	smal
退出	afsluiten
退出	stoppen
退出	exit
退出	uitgang
以色列	israël
以色列	israel
兒童	kinderen
兒童	kind
兒童	kindje
一切	alles
東部	oosten
東部	oost
東部	oostelijk
東部	oostelijke
逐漸	geleidelijk
逐漸	geleidelijke
逐漸	geleidelijk
博物館	musea
博物館	museum
固定	vaste
固定	gerepareerd
固定	stationair
固定	stilstaand
固定	stationaire
對話	conversatie
對話	gesprek
對話	dialoog
對話	dialogen
對話	dialoog
對話	gesprekken
對話	conversaties
琴	viool
階段	fase
階段	fasen
階段	fases
階段	fasen
階段	etappes
階段	stadia
階段	podium
階段	fase
階段	toneel
階段	stadium
江西	jiangxi
游	zwem
游	zwemmen
游	rondreis
游	tour
游	rondleiding
游	tournee
游	zwemmen
薛	xue
病	ziek
病	ziekte
病	ziekte
病	zieken
病	ziek
病	ziekte
問	ask
問	vraag
翡翠	jade
維持	handhaven
維持	onderhoud
格式	opmaak
格式	formatteren
格式	formaten
格式	indeling
格式	opmaak
格式	format
格式	formatteren
格式	formaat
事故	ongeval
事故	ongeluk
事故	ongelukje
事故	ongevallen
事故	ongelukken
臺北	taipei
互	wederzijds
互	wederzijdse
刺	steken
刺	steek
藝人	entertainers
藝人	kunstenares
藝人	artiest
藝人	kunstenaar
藝人	artist
藝人	kunstenaars
藝人	artiesten
藝人	entertainer
天使	engeltjes
天使	engelen
天使	angels
天使	engel
天使	angel
天使	engeltje
表面	bovengronds
表面	oppervlak
池	vijver
池	pool
池	zwembad
圖片	foto
圖片	plaatjes
圖片	imago
圖片	beeld
圖片	afbeelding
圖片	beelden
圖片	afbeeldingen
建設	bouw
建設	constructie
建設	bouwnijverheid
建設	opbouw
建設	bouwen
風暴	stormen
風暴	noodweer
風暴	onweer
風暴	storm
定義	definitie
定義	definiëren
定義	definieer
定義	definiëren
定義	definities
步兵	infanterie
指定	specificeert
指定	specificeren
指定	aanwijzing
指定	aanduiding
指定	benaming
指定	aangeduide
指定	aangeduid
指定	aangewezen
指定	specificeren
解決	oplossen
解決	oplossen
熊	bears
熊	beren
熊	xiong
熊	beer
熊	beertje
熊	bear
熊	beren
休	hugh
國語	mandarijn
火箭	raketten
火箭	raket
火箭	rocket
騎士	ridder
騎士	knights
騎士	ridders
指揮	commando
指揮	opdracht
指揮	geleider
指揮	dirigent
指揮	conducteur
安排	arrangementen
安排	regelingen
安排	regeling
安排	arrangement
實	minoru
象	olifanten
象	olifant
象	olifanten
象	olifant
明星	ster
明星	star
明星	sterren
爆發	uitbraak
爆發	uitbarsting
現任	huidig
現任	huidige
現任	actueel
現任	aanwezig
現任	heden
現任	presenteren
現任	presenteer
潮	getij
潮	tij
潮	vloed
你的	je
你的	uw
你的	jouw
匈牙利	hongarije
匈牙利	hongaarse
匈牙利	hongaars
羊	schapen
羊	schaap
羊	geiten
羊	geit
河流	rivier
河流	river
河流	rivieren
出席	bijwonen
出席	bijgewoond
改造	makeover
改造	verbouwing
改造	verbouwen
車輛	voertuigen
車輛	voertuig
京都	kyoto
五月	mogen
五月	may
五月	mei
五月	mag
五月	moge
上午	morgen
上午	goeiemorgen
上午	goedemorgen
上午	ochtend
河北	hebei
馮	feng
使用者	gebruiker
使用者	gebruikers
鄧	deng
機械	machine
機械	machines
機械	mechanisch
機械	mechanische
爭議	betwiste
爭議	betwist
爭議	aangevochten
爭議	omstreden
爭議	polemiek
爭議	controverse
爭議	geschillen
爭議	controverses
爭議	controversieel
爭議	controversiële
爭議	omstreden
爭議	geschillen
爭議	geschil
爭議	betwisten
發射	lanceren
發射	lancering
首先	eerste
首先	eerst
入侵	invasie
入侵	invallen
同盟	league
同盟	liga
同盟	allianties
同盟	bondgenootschappen
同盟	alliance
同盟	verbond
同盟	bondgenootschap
同盟	alliantie
同盟	bondgenoten
同盟	geallieerden
轉換	omzetten
轉換	bekeren
轉換	converteren
轉換	conversie
轉換	bekering
轉換	omschakeling
轉換	transformatie
轉換	transformeren
轉換	converteren
轉換	transformatie
疑似	verdacht
疑似	vermoedde
疑似	vermoedelijke
疑似	vermoede
唱	zing
唱	zingen
蕭	shaw
血	bloed
血	blood
努力	inspanningen
事情	dingen
監督	oversight
監督	toezicht
監督	supervisie
監督	toezicht
監督	toezicht
監督	bewaking
監督	surveillance
軌道	track
軌道	spoor
軌道	orbitale
軌道	nummers
軌道	tracks
軌道	sporen
軌道	rupsbanden
今日	vandaag
狼	wolf
尼斯	mooi
尼斯	lekker
尼斯	fijn
尼斯	leuk
尼斯	nice
部門	departement
部門	afdeling
部門	sector
汗	zweet
汗	zweten
汗	khan
汗	zweet
汗	zweten
南極	antarctica
南極	antarctica
南極	zuidpool
綜合	synthese
廣播	uitzending
廣播	uitgezonden
廣播	uitzenden
廣播	uitzending
廣播	omroep
廣播	uitzenden
廣播	radio
河畔	nad
比例	ratio
比例	verhouding
比例	proportie
比例	proporties
比例	proportie
比例	evenredig
比例	proportioneel
比例	proportionele
偶像	afgoden
偶像	idool
側	zijdelingse
側	laterale
側	zijdelings
側	kant
側	zijde
側	side
側	zijkant
怡	jardine
父母	ouders
父母	ouder
父母	moedermaatschappij
它們	ze
它們	zij
鍾	klok
選區	kiesdistricten
選區	kiesdistrict
廖	liao
渡	wataru
飛行	vliegend
飛行	vliegen
飛行	vlucht
統一	eenheid
統一	hereniging
統一	eenwording
統一	eenmaking
統一	harmonisatie
冬	winter
大獎	jackpot
恢復	terugzetten
恢復	herstellen
恢復	restauratie
恢復	restaureren
恢復	herstel
恢復	herstel
恢復	hervat
恢復	hervatten
綠	midori
綠	groen
綠	groene
設施	faciliteiten
設施	faciliteiten
設施	voorzieningen
設施	installaties
設施	faciliteit
退役	ontmanteling
退役	gepensioneerde
退役	gepensioneerd
退役	ontmanteld
框	box
框	vak
框	doos
框	frames
框	kaders
框	frame
框	kader
住宅	residentiële
住宅	verblijfplaats
住宅	residentie
住宅	woonplaats
伊朗	iraanse
伊朗	iran
伊朗	iraanse
伊朗	iraans
圍	wai
莊	bankier
莊	zhuang
混合	hybride
混合	mengen
混合	mix
混合	mixen
混合	meng
混合	mengen
混合	vermenging
混合	menging
混合	mixed
混合	vermengd
混合	gemixt
混合	gemengde
混合	gemengd
混合	mengen
混合	mengsel
混合	mengen
混合	mixen
混合	vermenging
混合	menging
殺	kill
殺	doden
殺	slachten
殺	slacht
殺	doden
山脈	bergen
山脈	bereik
上海市	shanghai
上海市	sjanghai
莫斯科	moskou
食品	levensmiddelen
食品	voedsel
食品	eten
食品	levensmiddelen
食品	voedingsmiddelen
食品	levensmiddelen
食品	voedingswaren
食品	voedingsmiddelen
王國	koninkrijk
王國	koninkrijken
希臘	griekse
希臘	grieks
希臘	griek
希臘	griekenland
深度	diepten
深度	diepte
深度	diepgang
高雄	kaohsiung
法案	bill
法案	wetsontwerp
法案	wetsvoorstel
法案	biljetten
法案	rekeningen
有限	limited
有限	beperkt
有限	gelimiteerd
有限	beperkte
有限	eindig
有限	eindige
學者	academici
學者	geleerde
學者	geleerden
戰士	soldaat
戰士	strijder
戰士	krijger
被迫	geforceerde
被迫	gedwongen
被迫	afgedwongen
被迫	geforceerd
湖北	hubei
合成	synthetische
合成	synthetisch
合成	composiet
合成	samengesteld
合成	samengestelde
合成	synthese
四十	veertig
四十	forty
基因	gene
基因	gen
基因	genen
罪	zonde
罪	zonden
罪	sin
罪	zondigen
罪	zonden
鳥	vogeltje
鳥	vogels
鳥	vogel
鳥	vogels
教練	trainer
教練	coach
教練	coachen
教練	koets
展示	showcase
展示	toon
展示	tonen
展示	weergeven
展示	show
展示	weergave
展示	weergeven
展示	display
湘	xiang
槍	wapen
槍	pistool
槍	geweer
只要	gewoon
義大利	italië
義大利	italiaanse
義大利	italiaan
義大利	italiaans
讀	lezen
讀	gelezen
讀	lees
讀	lezen
讀	lectuur
讀	reading
讀	lezing
很快	snel
很快	spoedig
很快	binnenkort
很快	soon
很快	weldra
成都	chengdu
追	achtervolging
追	chase
厚	dikke
厚	dik
拍	shoot
拍	schieten
拍	schiet
統治	regeren
統治	heerschappij
統治	regeerperiode
藩	domein
部落	stam
部落	tribal
部落	stammen
圓	kring
圓	cirkel
圓	ronde
圓	rondje
圓	round
圓	rond
幫助	helpen
幫助	hulp
幫助	help
教會	kerken
教會	kerk
連結	verbinden
連結	link
連結	koppeling
連結	verbind
連結	verbinden
設定	instellen
設定	set
設定	ingesteld
設定	instellingen
記者	verslaggevers
記者	journalisten
記者	reporters
記者	journalisten
記者	journaliste
記者	journalist
記者	verslaggeefster
記者	verslaggever
記者	journaliste
記者	journalist
記者	reporter
數量	hoeveelheden
數量	hoeveelheid
數量	kwantiteit
星系	sterrenstelsels
星系	sterrenstelsel
星系	melkwegstelsel
星系	galaxy
星系	melkweg
鳳	feniks
鳳	phoenix
假	vals
假	false
假	onwaar
假	valse
假	nep
假	fake
感	zintuig
留下	blijven
留下	blijf
方便	handig
方便	handige
領	kraag
領	halsband
程式	programma
程式	programmeren
校長	schoolhoofd
校長	rector
校長	aangever
校長	schoolhoofd
合理	redelijke
合理	redelijk
挪威	noors
挪威	noorse
挪威	noorwegen
步	step
步	stap
步	stapje
勇	yong
所在地	lokatie
所在地	locatie
所在地	ligging
解釋	toelichtingen
解釋	uitleg
解釋	verklaring
解釋	uitleg
解釋	toelichting
解釋	verklaar
解釋	uitleggen
十九	negentien
刀	degen
刀	zwaard
刀	mes
批評	kritiek
批評	kritiek
批評	kritiek
批評	bekritiseren
太子	prince
太子	prins
檔案	bestanden
檔案	dossiers
檔案	archief
檔案	archieven
檔案	dossier
檔案	bestand
檔案	archief
檔案	archiveren
爵士	jazz
狗	hond
狗	hondje
狗	honden
國會	parlement
國會	congres
病毒	virus
病毒	virussen
病毒	virussen
富士	fuji
阿根廷	argentinië
當選	verkozen
當選	gekozen
創	tron
計算	bereken
計算	berekenen
計算	berekenen
計算	informatica
計算	berekening
計算	berekenen
計算	berekeningen
計算	berekeningen
對手	rivaal
對手	tegenstanders
對手	rivalen
對手	tegenstander
碧	bea
湯	soep
一天	dag
一天	dagje
艦隊	vloot
艦隊	wagenpark
廣州	guangzhou
錢	geld
碑	stele
食用	eetbare
食用	eetbaar
晉	jin
廣東	guangdong
廣東	kantonees
棒球	baseball
棒球	honkbal
中立	neutraliteit
中立	neutrale
中立	neutraal
質量	mass
質量	massa
質量	kwaliteit
化石	fossielen
化石	fossiel
化石	fossiele
持有	bezetenheid
持有	bezit
持有	holdings
持有	vasthouden
持有	holding
理解	begrepen
理解	inzicht
理解	begrijpen
理解	begrip
其實	eigenlijk
波蘭	polen
美洲	amerika
美洲	amerika
恆星	stellaire
恆星	ster
恆星	star
恆星	sterren
淑	sook
部長	minister
挑戰	uitdagingen
挑戰	uitdagen
挑戰	challenge
挑戰	uitdaging
挑戰	uitdagende
挑戰	uitdagend
東方	oosten
東方	oost
東方	oosters
東方	oosterse
東方	orient
東方	oostelijk
東方	oostelijke
賈	jia
羽毛球	badminton
幾乎	bijna
阿拉	allah
玲	ling
玲	leng
消失	verdwijnen
例子	voorbeelden
司令	gezagvoerder
司令	commander
司令	bevelhebber
司令	commandant
司令	overste
月球	maan
月球	moon
地圖	plattegrond
地圖	kaart
地圖	kaarten
地圖	kaart
杭州	hangzhou
女兒	dochter
結婚	trouwen
結婚	huwelijk
岳	yue
引用	aangehaalde
引用	aangehaald
引用	geciteerde
引用	geciteerd
引用	citeren
引用	quote
引用	citaat
引用	citeer
引用	aanhalingstekens
引用	citaten
官員	ambtenaren
官員	functionarissen
請求	aanvragen
請求	verzoeken
請求	aanvraag
請求	aanvragen
請求	verzoek
請求	verzoeken
殖民地	koloniën
殖民地	kolonies
殖民地	kolonie
原子	atomen
原子	atomic
原子	atoom
原子	atom
菲律賓	filipijnen
菲律賓	filippijnen
觀眾	toeschouwers
觀眾	doelgroep
觀眾	publiek
觀眾	doelgroepen
觀眾	kijkers
進攻	attack
進攻	aanvallen
進攻	aanval
珊	zon
貓	katten
貓	poes
貓	kat
吸引	aantrekking
吸引	aantrekkingskracht
吸引	attractie
吸引	aangetrokken
吸引	trekken
吸引	aantrekken
吸引	aantrekken
測試	test
測試	testen
測試	proeven
測試	testen
測試	tests
測試	tests
測試	testen
專業	professioneel
專業	professionele
專業	professional
專業	beroepsgroep
專業	beroep
專業	specialiteit
專業	specialisme
旅遊	rondreis
旅遊	tour
旅遊	rondleiding
旅遊	tournee
旅遊	reizen
旅遊	reis
旅遊	toerisme
旅遊	toerist
石油	olieverf
石油	aardolie
石油	olie
石油	aardolie
石油	petroleum
浪	golven
浪	zwaaien
浪	wave
浪	golf
需求	nood
需求	need
需求	nodig
需求	noodzaak
需求	behoefte
需求	behoeften
需求	noden
需求	eisen
需求	eis
內部	interieur
內部	binnenland
內部	binnen
內部	binnenkant
內部	intern
內部	inwendig
內部	intern
失	kwijt
失	verloren
失	lost
失	verdwaald
集合	verzamelen
方言	dialect
方言	dialecten
日文	japans
日文	japanners
日文	japanse
特里	terry
犯罪	misdaden
犯罪	misdrijven
犯罪	misdrijf
犯罪	misdaad
犯罪	crime
犯罪	criminaliteit
君主	monarch
君主	monarchie
君主	soevereine
君主	soeverein
公爵	duke
公爵	hertog
降低	verminderen
降低	afname
降低	daling
降低	vermindering
私人	prive
私人	privé
私人	particulier
軟體	programmatuur
軟體	software
每日	dagelijks
每日	alledaags
每日	dagelijkse
每日	dagelijks
拒絕	achteruitgang
拒絕	verval
拒絕	afwijzen
拒絕	ontkenning
拒絕	afwijzingen
拒絕	verwerping
拒絕	afwijzing
原始	raw
原始	rauw
原始	ruw
原始	ruwe
原始	rauwe
原始	primitieve
原始	primitief
原始	oorspronkelijke
原始	origineel
原始	originele
尖	puntige
潭	tam
警告	waarschuwing
警告	waarschuwingen
俱樂部	club
俱樂部	clubs
敗	nederlaag
敗	verslaan
貿易	trading
貿易	handelsverkeer
貿易	handel
減少	achteruitgang
減少	verval
減少	afwijzen
減少	verminderen
減少	reduceren
減少	verkleinen
減少	verlaging
減少	reductie
減少	vermindering
減少	verminderen
減少	afname
減少	daling
減少	vermindering
減少	reduceren
減少	verminderde
減少	verlaagd
減少	verminderd
減少	gereduceerd
知名度	zichtbaarheid
知名度	zicht
身體	lichaam
身體	body
硬	moeilijk
硬	hard
硬	harde
碼頭	dok
碼頭	dock
碼頭	wharf
碼頭	pier
女主角	heldin
女主角	actrice
邱	qiu
恐怖	terror
恐怖	terreur
恐怖	verschrikking
恐怖	horror
恐怖	verschrikking
恐怖	gruwel
恐怖	afschuw
柴油	dieselolie
柴油	diesel
肖	shaw
園	tuintje
園	tuin
生於	born
生於	geboren
風格	styles
風格	stijlen
風格	stijl
風格	style
這裡	hier
長度	lengtes
長度	lengte
勝利	win
勝利	winnen
勝利	zege
勝利	overwinning
勝利	victorie
勝利	victory
勝利	triomf
女王	koningin
女王	queen
蒙特	mont
天皇	keizer
每天	dagelijks
每天	alledaags
邀請	uitnodiging
邀請	uitnodigen
邀請	uitnodigen
邀請	uitnodigend
邀請	uitgenodigde
邀請	uitgenodigd
邀請	uitnodigingen
邀請	uitnodiging
邀請	uitnodigingen
傳說	legende
傳說	legend
傳說	legenden
傳說	legendes
變化	veranderingen
變化	wijzigingen
舞台	arena
舞台	podium
舞台	fase
舞台	toneel
舞台	stadium
實際	eigenlijke
實際	werkelijke
食物	levensmiddelen
食物	voedsel
食物	eten
食物	levensmiddelen
食物	voedingsmiddelen
延伸	stretch
延伸	uitstrekken
延伸	strekken
延伸	rekken
延伸	uitrekken
延伸	uitgebreid
延伸	verlengd
延伸	verlengen
延伸	extensie
延伸	verlenging
延伸	uitbreiding
廠	plant
廠	fabriek
廠	factory
推	duwen
推	push
推	persen
意外	ongeval
意外	ongeluk
意外	ongelukje
羽	veren
羽	veertje
羽	veer
前鋒	voorhoede
前鋒	spits
前鋒	striker
收費	aanklachten
收費	aanklacht
收費	opladen
收費	charge
收費	vergoeding
收費	honorarium
收費	opladen
收費	vergoedingen
收費	honoraria
巷	laan
巷	lane
巷	steegje
巷	steeg
巷	alley
翔	xiang
翔	shang
翔	sho
圖書館	bibliotheken
圖書館	bibliotheek
突破	doorbraak
突破	breaking
突破	breken
人生	life
人生	leven
回應	reageren
通用	generieke
通用	gemeenschappelijk
通用	vaak
修正	amendement
修正	wijziging
修正	amendementen
修正	wijzigingen
修正	amenderen
天文	astronomische
天文	astronomie
原創	originaliteit
原創	oorspronkelijke
原創	origineel
原創	originele
地鐵	metro
地鐵	metro
先後	achtereenvolgens
先後	opeenvolgende
瓜	meloen
司法	justice
司法	gerechtigheid
司法	justitie
司法	rechtvaardigheid
花園	tuintje
花園	tuin
花園	tuinen
玄	xuan
玄	hyun
實驗	experimenten
實驗	proefnemingen
實驗	proeven
實驗	experiment
實驗	experimenteren
實驗	experimenteel
課程	koers
課程	cursus
課程	leerplan
課程	curriculum
課程	lesprogramma
課程	onderwijsprogramma
課程	cursussen
課程	leerplannen
估計	geraamd
估計	geschat
估計	schatting
估計	geschatte
估計	ramingen
估計	schattingen
估計	schatting
估計	raming
估計	inschatting
估計	schatting
估計	raming
箱	box
箱	vak
箱	doos
規劃	planning
規劃	plannen
伏	volt
配置	configuratie
配置	instellen
配置	configureren
後衛	verdediger
國內	binnenlands
國內	binnenland
國內	huiselijk
國內	huishoudelijk
海南	hainan
柴	chai
個月	maandje
個月	maand
現場	scène
現場	scene
尤其是	vooral
津	tsu
十字	oversteken
十字	kruis
十字	cross
信仰	faith
信仰	geloof
信仰	vertrouwen
信仰	geloof
信仰	overtuiging
信仰	overtuigingen
反應	reageer
反應	reageren
反應	reactie
反應	reacties
賞	beloning
賞	belonen
卒	verpanden
卒	pion
卒	verpand
文明	beschaving
安徽	anhui
價值	waardes
價值	waarden
價值	waarde
本地	plaatselijk
本地	lokaal
本地	lokale
本地	plaatselijk
本地	lokaal
案件	geval
案件	case
案件	zaak
銷售	verkopen
銷售	verkoop
銷售	verkopen
銷售	verkoop
銷售	uitverkoop
銷售	verkopen
銷售	verkoop
旅行	reizen
旅行	reis
旅行	reizend
旅行	trip
小姐	juffrouw
小姐	miss
小姐	mejuffrouw
小姐	missen
多個	meerdere
多個	meervoudige
多個	veelvoud
多個	meervoudig
考慮	overwegen
考慮	overweeg
靖	jing
波斯	perzisch
波斯	perzische
退休	pensionering
退休	gepensioneerde
退休	gepensioneerd
路易	louis
路易	lodewijk
冬季	winter
步槍	geweren
