vriendin	여자친구
redigeer	편집
redigeer	수정
redigeer	편집
redigeer	수정
sloweens	슬로베니아
sloweens	슬로베니아어
nikephoros	니케포루스
metafisika	형이상학
griffiths	그리피스
welstand	웰빙
kruispad	교차로
abe	아베
joods	유대인
joods	유대교
geaffekteer	영향받음
geaffekteer	영향권
sao	sao
successor	후임
indiër	인도인
indiër	인도
indiër	인디언
meteoriet	운석
maximus	막시무스
lowe	로우
sirkelvormige	순환
sirkelvormige	원형
nsw	nsw
eienaardige	궁금해
medina	메디나
antoninus	안토니우스
antoninus	안토니누스
kadmium	카드뮴
marble	대리석
omhulsel	커버
omhulsel	덮개
omhulsel	표지
bakkies	트럭
maer	얇은
uniforms	유니폼
samsung	삼성
lance	랜스
verdagte	의심
verdagte	의심스러운
knoppies	버튼
knoppies	단추
harding	하딩
atatürk	아타튀르크
kanonieke	표준
orgasme	오르가슴
entrepreneurs	사업가
entrepreneurs	기업가
kroate	크로아티아인
iberië	이베리아
celtic	켈트
celtic	셀틱
banier	배너
banier	현수
tekortkominge	불완전
tekortkominge	불완전성
gertrude	거트루드
norwich	노리치
beamptes	장교
kees	키스
korsika	코르시카
pyle	화살
pyle	화살표
swift	스위프트
swift	swift
toendra	툰드라
reptiel	파충류
hulpbron	자원
hulpbron	리소스
taxi	택시
teëls	타일
luisteraars	청취
luisteraars	청취자
msg	msg
opgegee	사임
opgegee	사직
krediet	크레딧
krediet	신용
krediet	신용카드
colonia	콜로니아
gorilla	고릴라
kaartjies	티켓
bofbal	베이스볼
bofbal	야구
ontbyt	아침밥
ontbyt	아침식사
ontbyt	아침
ontbyt	조식
bomaanval	폭격
bomaanval	폭파
sonskyn	햇살이
sonskyn	햇살
sonskyn	햇빛
sonskyn	선샤인
ekostelsel	생태계
tgv	tgv
mhz	mhz
discovering	발견
avonturier	모험
lorraine	로렌
lorraine	로레인
betaalde	유료
skedule	일정
skedule	스케줄
skedule	예약
moor	무어
moor	무어인
individueel	개별
individueel	개별적으로
herskryf	재작성
davidson	데이비드슨
hood	후드
wrc	wrc
opgegradeer	업그레이드
ete	식사
dikker	두께
reaktor	원자로
komedies	코미디
komedies	희극
carmen	카르멘
tor	tor
gom	접착제
industries	업종
industries	산업
netjiese	깔끔하게
netjiese	깔끔한
kwalifikasies	자격
kwalifikasies	자격증
verrassing	서프라이즈
juliet	줄리엣
kloksgewys	시계방향으로
kloksgewys	시계방향
milan	밀란
milan	밀라노
rampe	재난
rampe	재해
arme	불쌍한
pokke	천연두
vektore	벡터
locke	로크
spesialiteite	특기
brooke	브룩스
brooke	브룩
dna	dna
protokolle	프로토콜
protokolle	의정서
kuier	pal
ekwivalensie	동등성
italia	이탈리아
mier	개미
plofstof	폭발물
ankara	앙카라
ontwikkelaar	개발자
breuke	분수
breuke	방향
sirkels	서클
verdienste	수입
verdienste	수익금
verdienste	수익
eur	eur
becker	becker
alchemie	연금술사
alchemie	연금술
vertelling	서술
andersen	안데르센
geseënd	축복
geseënd	축복받은
veeldoelige	다용도
veeldoelige	다목적
dhl	dhl
angela	안젤라
angela	안젤로
delaware	델라웨어
toppunt	피크
hormone	호르몬
ruik	냄새
ruik	냄새
fitzgerald	피츠제럴드
mach	mach
dem	dem
satire	풍자
heelgetalle	정수
handboeke	교과서
voorsetsel	전치사
asma	천식
reuben	루벤
verbruiker	소비
verbruiker	소비자
kundigheid	전문성
viskositeit	점성
voetgangers	보행자
voetgangers	보행
emilio	에밀리오
geborg	스폰서
geborg	후원
venesiese	베네치아
herberg	inn
herberg	여관
sebra	얼룩말
calvados	칼바도스
opgewonde	흥분
sonsondergang	선셋
sonsondergang	석양
sonsondergang	일몰
saddam	사담
brando	브란도
brando	브랜도
azerbeidjans	아제르바이잔
karelië	카렐리야
hayden	헤이든
nasdaq	나스닥
uitgaan	출구
studios	스튜디오스
studios	스튜디오
bladwisselende	낙엽성
peel	껍질
colombo	콜롬보
ligas	리그
toilet	변기
toilet	화장실
adler	애들러
adler	아들러
roebel	루블
geslagsdele	성기
bengaalse	벵골
foo	foo
spil	허브
lokaal	장소
lokaal	공연장
soen	키스
soen	kiss
amelia	아멜리아
mechelen	메헬렌
bonus	보너스
multimedia	멀티미디어
seile	돛자리
gebare	제스처
elliott	엘리엇
liggings	위치
rem	브레이크
kleurvolle	화려하다
kambrium	캄브리아기
flynn	플린
wolfe	울프
asiese	아시아
mall	쇼핑몰
calvinisme	칼뱅주의
evalueer	평가
kristal	크리스털
kristal	크리스탈
beddens	침대
oortredings	범죄
rok	드레스
erickson	에릭슨
kafee	카페
booth	부스
lynch	린치
messias	메시아
krokodil	악어
aanwysings	방향
deursigtige	투명
deursigtige	투명한
deursigtige	매끄러운
tate	테이트
nikita	니키타
queens	퀸즈
queens	퀸스
kwalifiserende	자격
ouditorium	오디토리움
mandjie	카트
winchester	윈체스터
trope	열대
energieke	활기
salon	미용실
salon	살롱
katrina	카트리나
ensemble	앙상블
amy	에이미
janet	재닛
janet	자넷
betekenisvol	의미있는
higgs	힉스
crosby	크로스비
waterdraer	물병자리
pty	pty
step	스텝
step	단계
step	걸음
reghoek	사각형
reghoek	직사각형
terry	테리
faal	실패
sheffield	셰필드
pier	부두
britannia	브리타니아
derek	데릭
perspektiewe	관점
smithsonian	스미스소니언
smithsonian	스미소니언
uitruil	바꾸기
uitruil	스왑
analiseer	분석
analiseer	분석하기
kde	kde
coma	혼수
torres	토레스
rama	라마
draers	연산자
draers	운영자
clement	클레멘트
clement	클레멘스
kerse	양초
kerse	촛불
abnormale	비정상적인
abnormale	비정상
abnormale	비정상적
shannon	섀넌
diarree	설사
tiananmen	천안문
dec	적위
root	루트
root	뿌리
onewe	odd
insulien	인슐린
gewerweldes	척추동물
hindernisse	장애물
henrietta	헨리에타
vito	비토
naweke	주말
naweke	평일
daan	다니엘
daan	대니얼
interview	인터뷰
interview	면접
asp	asp
spd	spd
fletcher	fletcher
fletcher	플레처
knoffel	마늘
fotograwe	사진사
fotograwe	사진관
fotograwe	사진작가
mutual	상호
pax	팍스
drew	드류
drew	드루
motorsport	모터스포츠
rufus	루퍼스
rufus	루푸스
chester	체스터
daisy	데이지
germain	제르맹
germain	생제르맹
rodney	로드니
opmerk	마크업
paragrawe	단락
verkoper	벤더
verkoper	제조사
verkoper	판매자
sergio	세르지오
deo	deo
coins	동전
coins	코인
legal	법률
legal	합법적인
owens	오언스
wolfram	텅스텐
shark	상어
swakste	최악의
swakste	최악
oryx	오릭스
illusie	착각
illusie	환상
cinema	시네마
cinema	영화
delft	델프트
goedkeur	승인
osman	오스만
sanders	샌더스
wesley	웨슬리
sites	사이트
jenny	jenny
jenny	제니
foreign	외국인
delphi	델파이
tydsduur	기간
tydsduur	길이
koerdistan	쿠르드
koerdistan	쿠르디스탄
slak	달팽이
mentor	멘토
gevolgtrekkings	결론
brouery	맥주
brouery	양조
perugia	페루자
tragedies	비극
solaris	솔라리스
maskers	마스크
maskers	가면
flip	뒤집기
manila	마닐라
sterreteken	점성술
wilkinson	윌킨슨
deco	데코
ansjovis	멸치
innovasie	혁신
ascension	어센션
ascension	승천
peso	페소
galaxy	은하
galaxy	갤럭시
psv	psv
segmente	세그먼트
korrektiewe	보정
productions	프로덕션
productions	프로덕션스
moss	이끼
stephanie	스테퍼니
stephanie	스테파니
agtertoe	뒤로
nikon	니콘
deurlopend	지속적으로
troos	위안
troos	위안부
paspoort	여권
bakterie	세균
bakterie	박테리아
uitputting	피로
lydia	리디아
rangers	레인저스
rangers	레인저
javascript	javascript
javascript	자바스크립트
krause	크라우스
pikkewyn	펭귄
volunteer	자원봉사자
volunteer	자원봉사
casino	카지노
saliese	살리카
singer	가수
singer	싱어
tronke	교도소
tronke	감옥
erica	유리카
erica	에리카
kassie	흉부
kassie	가슴이
kassie	가슴
shore	해안
shore	해변
tafels	테이블
aston	애스턴
toro	토로
toro	토토로
nokia	노키아
lichtenstein	리히텐슈타인
rehabilitasie	재활
matig	적당히
irkoetsk	이르쿠츠크
vertering	소화
towenaar	마법사
towenaar	마법사
towenaar	마술사
huil	울음
huil	울음
klap	박수
barre	바레
sally	샐리
lemoene	오렌지
abbas	압바스
abbas	아바스
swawel	유황
marilyn	마릴린
skoenlapper	나비
cherry	체리
cherry	벚꽃
kiribati	키리바시
mpv	mpv
geldeenhede	통화
geldeenhede	화폐
varkvleis	돼지고기
eduardo	에두아르도
ingestuur	제출
hanoi	하노이
jalta	얄타
gemis	놓쳤다
ontdekte	발견됨
muse	뮤즈
onderhandeling	협상
flash	플래시
teleurgesteld	실망
