категория	categorie
външен	uitwendig
външен	externe
изображения	beelden
изображения	afbeeldingen
верига	circuit
верига	ketting
верига	keten
християнството	christendom
секс	seks
секс	geslacht
секс	sex
союз	sojoez
задължително	verplichte
задължително	verplicht
задължително	verplichte
задължително	verplicht
развиват	ontwikkelen
ерик	eric
ерик	erik
ерик	erik
планините	bergen
древни	origineel
древни	originelen
древни	ouden
древни	ancients
земеделието	landbouw
лауреат	laureaat
мадагаскар	madagaskar
мадагаскар	madagascar
нигерия	nigeria
хосе	jose
хосе	josé
хосе	jose
хосе	josé
създадено	aangemaakt
създадено	gecreëerd
създадено	gemaakt
създадено	geschapen
джо	joe
зони	zones
зони	oppervlakten
зони	gebieden
социална	sociale
социална	sociaal
войните	oorlog
войните	oorlogen
бележки	toelichting
бележки	aantekeningen
бележки	notities
бележки	noten
обработка	verwerking
обработка	verwerken
обработка	behandeling
електрически	elektrische
електрически	elektrisch
електрически	elektrische
електрически	electrische
електрически	elektrisch
подобна	vergelijkbaar
подобна	vergelijkbare
подобна	soortgelijk
подобна	soortgelijke
подобна	gelijkaardig
момиче	meis
момиче	meisje
момиче	meid
момиче	girl
светци	heiligen
светци	saints
заемат	bezetten
премиера	première
премиера	premiere
премиера	premier
отбрана	verdediging
отбрана	verweerschrift
отбрана	defensie
отбрана	verweer
отбрана	verdediging
отбрана	defensie
отбрана	verdedigen
ниско	laag
ниско	low
ниско	lage
мари	marie
мари	mari
плодове	vruchten
плодове	fruit
плодове	vrucht
плодове	vruchten
плодове	fruit
силистра	silistra
прилеп	bat
прилеп	bbt
прилеп	knuppel
прилеп	vleermuis
джаз	jazz
клубове	clubs
анри	hendrik
анри	henri
ученик	leerling
ученик	pupil
ученик	leerling
ученик	student
флоренция	florence
поставен	geplaatst
финансови	financieel
книгите	boeken
значителни	substantiële
значителни	substantieel
значителни	aanzienlijk
значителни	aanzienlijke
значителни	aanzienlijk
значителни	aanzienlijke
значителни	significant
потребителите	gebruikers
потребителите	consument
потребителите	consumenten
потребителите	verbruikers
сектор	sector
либия	libische
либия	libië
стабилна	stabiel
стабилна	gestaag
стабилна	stabiel
стабилна	stabiele
обединение	eenheid
обединение	hereniging
обединение	eenwording
обединение	eenmaking
практически	praktische
практически	praktisch
практически	praktisch
планетата	planet
планетата	planeet
изпълнител	aannemer
изпълнител	executeur
изпълнител	uitvoerder
изпълнител	kunstenares
изпълнител	artiest
изпълнител	kunstenaar
изпълнител	artist
катедралата	kathedraal
върховенството	suprematie
температурата	temperatuur
разрешение	autorisatie
разрешение	toestemming
разрешение	vergunning
разрешение	machtiging
разрешение	autorisatie
разрешение	vergunning
разрешение	permissie
разрешение	toestemming
бих	bih
върховния	supreme
върховния	opperste
представен	gepresenteerde
представен	aangeboden
представен	gepresenteerd
сенатор	senator
автоматично	automaat
автоматично	automatisch
автоматично	automaat
автоматично	automatische
автоматично	automatisch
автоматично	automatisch
полети	fly
полети	vliegen
полети	vlieg
полети	vlucht
полети	vluchten
преглед	overzicht
преглед	beoordeling
преглед	recensie
преглед	herziening
преглед	preview
преглед	voorbeeld
преглед	weergave
преглед	uitzicht
преглед	bekijk
преглед	bekijken
разделени	gescheiden
разделени	verdeelde
разделени	verdeeld
разделени	aparte
разделени	gescheiden
разделени	apart
пее	zingt
пее	gezang
пее	zang
пее	zingen
киев	kiev
джоунс	jones
злато	goud
администратор	admin
администратор	beheerder
администратор	beheerder
администратор	administrateur
топ	top
топ	bovenste
топ	bovenkant
топ	toren
внук	kleinzoon
треньори	coaches
треньори	trainers
треньори	trainers
прусия	pruisen
шоу	shaw
гост	gast
висше	tertiair
висше	tertiaire
изпълнители	artiesten
изпълнители	aannemers
изпълнители	kunstenaars
изпълнители	artiesten
луиза	louisa
луиза	luisa
болести	ziekte
болести	ziektes
болести	ziekten
болести	ziekte
конституция	grondwet
конституция	constitutie
делчев	deltsjev
дипломат	diplomaat
букви	letteren
букви	letters
букви	brieven
пътува	reist
реч	spraak
реч	toespraak
реч	speech
реч	redevoering
популярни	populaire
популярни	populair
продава	verkopen
продава	verkoop
продава	verkopen
продава	verkoop
продава	verkoopt
истории	verhalen
истории	verslagen
истории	verhalen
истории	verhaaltjes
половината	helft
половината	half
химия	scheikunde
химия	chemie
сериозни	ernstig
сериозни	ernstige
сериозни	serieuze
сериозни	serieus
допълнение	supplement
допълнение	toeslag
допълнение	aanvulling
допълнение	toevoeging
допълнение	optellen
допълнение	aanvulling
допълнение	aanvullen
допълнение	bijlage
допълнение	aanhangsel
допълнение	appendix
допълнение	addendum
чарлз	karel
чарлз	charles
качества	kwaliteiten
класически	klassiek
класически	klassieke
класически	klassiek
класически	klassieker
класически	klassieke
класически	classic
последна	laatste
светлината	light
светлината	lichte
светлината	licht
фигура	figuur
сцени	schermen
сцени	taferelen
сцени	scenes
сцени	scènes
съветник	adviseur
съветник	raadadviseur
съветник	adviseur
съветник	raadsman
съветник	raadgever
съветник	raadsman
съветник	raadslid
съветник	adviseur
помпей	pompeius
помпей	pompeii
старт	start
старт	begin
старт	starten
старт	beginnen
инициатива	initiatief
инициатива	initiative
някога	ever
някога	ooit
отделение	compartiment
бозайници	zoogdieren
бозайници	zoogdieren
бозайници	zoogdier
романът	roman
рика	rica
въздух	lucht
публикувани	gepubliceerd
публикувани	verschenen
публикувани	gepubliceerde
публикувани	uitgegeven
конструкция	bouw
конструкция	constructie
конструкция	bouwnijverheid
конструкция	opbouw
конструкция	bouwen
конструкция	structuur
съвременен	modern
съвременен	moderne
съвременен	hedendaags
съвременен	hedendaagse
съвременен	eigentijdse
съвременен	eigentijds
варира	marges
варира	varieert
варира	variëren
преговори	onderhandelen
преговори	onderhandeling
преговори	onderhandelingen
преговори	onderhandelen
преговори	onderhandeling
преговори	onderhandelingen
преговори	onderhandelen
преговори	onderhandeling
преговори	onderhandelingen
икони	icoon
икони	pictogram
икони	pictogrammen
икони	iconen
емилия	emilia
славата	bekendheid
славата	beroemdheid
славата	roem
славата	faam
мозамбик	mozambique
жак	jacques
кръв	bloed
кръв	blood
грижи	zorg
грижи	care
грижи	verzorging
йерусалим	jeruzalem
форум	forum
съединения	verbindingen
храмът	tempel
байтове	bytes
департамент	departement
департамент	afdeling
характеризира	gekarakteriseerd
характеризира	gekenmerkt
участниците	deelnemers
главни	belangrijkste
главни	voornaamste
главни	main
традиции	tradities
традиции	traditie
традиции	tradities
морета	zeeën
шри	sri
явно	kennelijk
явно	blijkbaar
явно	schijnbaar
приложения	toepassingen
приложения	applicaties
приложения	aanvragen
приложения	toepassingen
приложения	apps
приложения	bijlagen
печат	stamp
печат	stempel
печат	postzegel
печат	drukwerk
печат	afdrukken
печат	drukken
печат	bedrukken
печат	printen
печат	verzegelen
печат	zegel
печат	zeehond
печат	verzegeling
печат	print
печат	afdruk
печат	afdrukken
печат	drukken
печат	printen
служители	medewerkers
служители	werknemers
служители	bedienden
служители	dienaren
служители	dienaars
служители	personeel
намаляване	verminderen
намаляване	reduceren
намаляване	verkleinen
намаляване	verlaging
намаляване	reductie
намаляване	vermindering
намаляване	verminderen
намаляване	afname
намаляване	daling
намаляване	vermindering
доказателства	bewijzen
доказателства	bewijs
доказателства	bewijzen
доказателства	bewijs
доказателства	bewijsmateriaal
качество	kwaliteit
десетки	tientallen
десетки	tienduizenden
десетки	tienen
десетки	tientallen
двадесет	twintig
двадесет	twenty
сезони	seizoenen
драматичен	dramatische
драматичен	dramatisch
григор	grigor
разделена	verdeelde
разделена	verdeeld
франсоа	francois
франсоа	françois
франсоа	francois
франсоа	françois
мили	millie
мили	mijl
мили	miles
мили	mijlen
мили	kilometers
диригент	geleider
диригент	dirigent
диригент	conducteur
личност	persoon
личност	person
личност	persoonlijkheid
ера	tijdperk
ера	era
разказ	tale
разказ	verhaal
португалски	portugese
португалски	portugees
португалски	portugezen
фестивала	festival
кристиан	cristian
кристиан	christelijke
кристиан	christen
кристиан	christelijk
кристиан	christian
кристиан	christenen
кристиан	kristian
раждането	geboorte
модул	module
джовани	giovanni
добавя	toevoegen
добавя	voeg
добавя	voegt
сърби	serviërs
сърби	serven
картина	schilderen
картина	verven
картина	schilderkunst
картина	schilderij
неин	hare
обръща	tekent
обръща	trekt
очаква	verwacht
литва	litouwen
джак	jaap
джак	jack
джак	sjaak
поглед	gluren
валерий	valerius
преводач	tolk
преводач	vertaler
преводач	tolk
преводач	vertaler
давид	david
обича	likes
обича	houdt
обича	liefdes
изображение	imago
изображение	beeld
изображение	afbeelding
масово	mass
масово	massa
ранени	gewond
ранени	gewonden
ранени	geblesseerd
ранени	gewond
ранени	gewonden
ранени	gewonde
строителство	bouw
строителство	constructie
строителство	bouwnijverheid
строителство	opbouw
строителство	bouwen
вюртемберг	württemberg
здраве	gezondheid
дълбоко	diep
дълбоко	diep
дълбоко	diepe
дълбоко	deep
относително	relatief
относително	relatieve
относително	relatief
различно	verschillend
различно	verschillende
различно	anders
афганистан	afghanistan
афганистан	afghaanse
глави	hoofden
глави	koppen
глави	kop
глави	hoofdstukken
юнеско	unesco
покрива	dak
екипаж	bemanning
екипаж	crew
века	eeuw
партизанин	partijdige
партизанин	partijdig
асистент	assistente
асистент	assistent
пътуване	reizen
пътуване	reis
пътуване	journey
пътуване	reis
пътуване	reizend
пътуване	trip
продължителност	looptijd
продължителност	duur
продължителност	tijdsduur
тайван	taiwan
тайван	taiwanese
ангола	angola
активна	active
активна	actieve
активна	actief
собствен	eigen
специалист	specialist
специалист	gespecialiseerd
хаджи	hadji
хаджи	haji
арабия	arabië
хърватски	kroatisch
хърватски	kroatische
гръцко	griekse
гръцко	grieks
гръцко	griek
месо	vlees
камерун	kameroen
цена	prijzen
цена	prijs
цена	kosten
цена	kostprijs
цена	cost
правилно	juist
правилно	recht
правилно	rechts
правилно	correcte
правилно	corrigeren
правилно	correct
представени	gepresenteerde
представени	aangeboden
представени	gepresenteerd
представени	ingezonden
представени	ingediende
представени	ingediend
представени	vertegenwoordigde
представени	vertegenwoordigd
прилага	uitvoert
прилага	werktuigen
прилага	solliciteren
прилага	toepassen
иванова	ivanova
холмс	holmes
водач	handleiding
водач	gids
водач	leider
водач	leader
антоний	antony
антоний	antonius
владетели	heersers
публикувана	gepubliceerd
публикувана	verschenen
публикувана	gepubliceerde
публикувана	uitgegeven
браун	brown
браун	bruine
браун	bruin
браун	braun
ръце	wapens
ръце	armen
ръце	handjes
ръце	handen
ръце	hands
посветен	gewijd
посветен	toegewijde
посветен	toegewijd
посветен	opgedragen
посочено	aangehaald
посочено	aangehaalde
посочено	geciteerde
посочено	geciteerd
посочено	geïndiceerd
посочено	aangegeven
посочено	aangeduid
посочено	gespecificeerde
посочено	opgegeven
посочено	gespecificeerd
коментар	reactie
коментар	comment
коментар	opmerking
коментар	commentaar
неапол	napels
неапол	napoli
неапол	napels
популярна	populaire
популярна	populair
стандарт	standaard
стандарт	norm
региони	streken
популярен	populaire
популярен	populair
съседните	naburige
студио	atelier
студио	studio
административни	administratief
административни	administratieve
червена	rode
червена	rood
брайън	brian
брайън	bryan
пистата	track
пистата	spoor
дейвис	davis
дейвис	davies
съдбата	noodlot
съдбата	lotsbestemming
съдбата	lot
съдбата	destiny
съдбата	noodlot
съдбата	lot
чувства	gevoelens
златна	golden
златна	gouden
златна	gulden
златна	goud
жанр	genre
културен	cultureel
културен	culturele
културен	gekweekt
изп	cultuurgrond
обяснява	verklaart
врата	deur
врата	hals
врата	nek
юрист	advocaat
юрист	advocate
юрист	jurist
мира	mira
слава	slava
слава	bekendheid
слава	beroemdheid
слава	roem
слава	faam
слава	glorie
слава	roem
слава	heerlijkheid
слава	glory
ниски	laag
ниски	low
ниски	lage
монарси	vorsten
естествени	natuurlijk
естествени	natuurlijke
кухня	keuken
предприятия	inrichtingen
предприятия	ondernemingen
младши	junior
празници	feestdagen
празници	vakanties
празници	vakantie
брюксел	brussel
лигата	league
лигата	liga
павлов	pavlov
редакции	bewerkingen
откриване	opsporing
откриване	detectie
откриване	ontdekking
откриване	ontdekkingen
откриване	discovery
откриване	ontdek
откриване	ontdekken
откриване	openen
откриване	opening
пилотите	piloten
пилотите	loodsen
етиопия	ethiopië
листата	bladeren
листата	blaadjes
оборудване	materiaal
оборудване	uitrusting
оборудване	apparatuur
оборудване	materieel
тони	tony
тони	toni
фабрика	fabriek
фабрика	factory
мисии	missies
рейн	rijn
рейн	regen
станислав	stanislav
списания	dagboeken
списания	tijdschriften
списания	magazines
клубът	club
играл	gespeelde
играл	speelde
играл	afgespeeld
играл	gespeeld
положението	situatie
положението	toestand
значителна	substantiële
значителна	substantieel
значителна	aanzienlijk
значителна	aanzienlijke
значителна	significant
медии	media
номиниран	voorgedragen
номиниран	genomineerd
проблемите	problemen
кратка	kort
кратка	short
кратка	korte
кратка	kort
кратка	beknopt
кратка	korte
вокал	zang
вокал	vocal
одрин	edirne
усилия	inspanningen
усилия	inspanning
представена	vertegenwoordigde
представена	vertegenwoordigd
представена	ingezonden
представена	ingediende
представена	ingediend
представена	gepresenteerde
представена	aangeboden
представена	gepresenteerd
контакт	contact
контакт	contactpersoon
космоса	kosmos
космоса	ruimte
космоса	spatie
средновековна	middeleeuwse
средновековна	middeleeuws
населено	bewoond
населено	bevolkt
традиционно	traditioneel
традиционно	traditionele
традиционно	traditioneel
костур	baars
костур	basgitaar
костур	baars
костур	bas
костур	bass
разделен	gescheiden
разделен	verdeelde
разделен	verdeeld
разделен	splitsen
разделен	split
среден	gemiddelde
среден	gemiddeld
среден	medium
среден	middellange
среден	middelgrote
среден	middelgroot
чехословакия	tsjechoslowakije
независима	zelfstandig
независима	onafhankelijke
независима	onafhankelijk
фактори	factoren
горски	bosbouw
горски	woud
горски	bos
горски	bossen
горски	gorski
туризъм	toerisme
туризъм	wandelen
бронзов	bronzen
бронзов	brons
бронзов	bronze
географска	geografisch
географска	geografisch
достигне	bereik
достигне	reach
динамо	dynamo
динамо	dinamo
активен	active
активен	actieve
активен	actief
буква	brief
буква	letter
спомени	memories
спомени	herinneringen
спомени	geheugen
спомени	herinneringen
спомени	herinnering
спомени	memory
бъдеще	toekomstige
бъдеще	toekomstig
бъдеще	toekomst
отваря	opent
славянски	slavische
мароко	marokkaanse
мароко	marokko
изследовател	onderzoeker
изследовател	verkenner
изследовател	explorer
изследовател	ontdekker
изследовател	ontdekkingsreiziger
хранене	voeding
хранене	voederen
хранене	voeden
хранене	maaltijd
бразилски	braziliaanse
бразилски	braziliaans
марин	marin
интер	inter
варшава	warschau
юлия	julia
племе	stam
псевдоним	alias
псевдоним	schuilnaam
псевдоним	pseudoniem
мирен	vredig
мирен	vreedzame
мирен	vreedzaam
пети	vijfde
азбука	alfabet
вътрешни	intern
вътрешни	inwendig
вътрешни	binnenste
вътрешни	innerlijke
вътрешни	innerlijk
гватемала	guatemala
вино	wijn
кратък	kort
кратък	short
кратък	korte
заслуги	verdiensten
заслуги	merites
заслуги	verdiensten
заслуги	verdienste
типове	typen
типове	soorten
типове	types
диск	schijf
диск	disc
диск	schijf
диск	disk
диск	diskette
крум	kruml
разкрива	onthullen
разкрива	onthult
кожа	lederen
кожа	leer
кожа	leder
кожа	huid
кожа	skin
стотици	honderden
следователно	ergo
следователно	daarom
живи	living
живи	levende
живи	leef
живи	live
живи	leven
живи	levend
стихотворения	gedichten
кьолн	keulen
кьолн	cologne
отделен	aparte
отделен	gescheiden
отделен	apart
надежда	hoop
надежда	hopen
надежда	hope
раздел	afdeling
раздел	sectie
бундеслига	bundesliga
ракета	raket
ракета	rocket
ракета	raket
манастири	kloosters
кожата	huid
кожата	skin
владислав	vladislav
адвокат	advocaat
адвокат	advocate
адвокат	raadsman
адвокат	advocaat
адвокат	advocate
адвокат	jurist
конфликти	conflicten
конфликти	conflict
конфликти	conflicten
конфликти	conflict
колонии	koloniën
колонии	kolonies
колонии	kolonie
сингапур	singapore
пресича	oversteken
пресича	overschrijden
пресича	oversteek
червени	roden
червени	rooien
червени	rode
червени	rood
грешка	verkeerd
грешка	verkeerde
грешка	fout
грешка	vergissing
грешка	fout
грешка	foutje
грешка	fouten
грешка	vergissing
грешка	fout
вечер	avondje
вечер	avond
вечер	avond
вечер	nacht
вечер	avondje
проучване	studeer
проучване	studeren
проучване	studie
проучване	bestuderen
проучване	onderzoek
проучване	research
проучване	enquete
проучване	enquête
наблюдение	monitoring
наблюдение	toezicht
наблюдение	observatie
наблюдение	waarneming
наблюдение	observaties
наблюдение	toezicht
наблюдение	bewaking
наблюдение	surveillance
съжаление	jammer
съжаление	medelijden
съжаление	betreuren
съжаление	spijt
включена	inclusief
включена	inbegrepen
включена	ingeschakeld
хор	koor
хор	koor
хор	refrein
хор	horus
оръдие	kanonnen
оръдие	kanon
бие	slaat
бие	beats
бие	slaan
бие	kloppend
уики	wiki
обществено	publiek
обществено	openbaar
гласуването	stemmen
гласуването	stemming
привлича	aantrekt
жената	vrouw
жената	woman
постижения	prestaties
постижения	verwezenlijkingen
постижения	prestaties
постижения	prestatie
лиценз	rijbewijs
лиценз	licentie
лиценз	vergunning
лиценз	rijbewijs
лиценз	licentie
частици	deeltjes
частици	deeltjes
частици	partikels
частици	deeltje
частици	deeltjes
произведени	produceerde
произведени	geproduceerd
произведени	geproduceerde
произведени	vervaardigde
произведени	gefabriceerd
произведени	geproduceerd
произведени	vervaardigd
мрежи	netten
мрежи	netwerken
търговец	koopman
търговец	handelaar
търговец	handelaar
търговец	dealer
търговец	handelaar
женска	vrouwelijke
женска	vrouw
женска	vrouwtje
женска	vrouwelijk
проектът	project
структури	structuren
сър	meneer
албански	albanese
албански	albanees
резолюция	resolutie
морска	marinier
морска	maritiem
крис	chris
крис	cris
крис	kris
полиция	politie
даже	zelfs
движения	bewegingen
движения	verplaatsingen
движения	moties
движения	moves
движения	beweegt
канадски	canadees
канадски	canadese
алфред	alfred
флаг	vlag
лошо	slechte
лошо	bad
лошо	slecht
женските	vrouwtjes
женските	vrouwen
архив	archief
архив	archiveren
архив	archief
архив	archieven
производител	producent
производител	producer
производител	producent
производител	fabrikant
риби	vissen
основаването	oprichting
хондурас	honduras
продукции	produkties
продукции	productions
продукции	producties
камбоджа	cambodja
отразява	reflecterende
отразява	reflecteert
отразява	weerspiegelt
кола	auto
кола	wagen
намерени	gevonden
рисува	verven
рисува	verf
рисува	tekent
рисува	trekt
алексей	alexei
разпространява	verspreiden
гоце	gotse
лента	film
лента	band
лента	bandje
лента	plakband
лента	tape
лента	lint
лента	lintje
лента	strippen
лента	uitkleden
лента	strip
философи	filosofen
крайцер	kruiser
крайцер	cruiser
съставена	gecomponeerd
съставена	samengesteld
запис	opnemen
запис	opname
запис	record
запис	sparen
запис	bewaar
запис	bewaren
запис	opslaan
запис	save
запис	filmpje
запис	video
фантастика	fictie
родината	moederland
спортен	sport
спортен	sporten
теории	theorieën
назначава	benoemen
назначава	benoemt
сами	sami
сами	sammy
гражданин	burger
гражданин	citizen
доброволец	vrijwilliger
доброволец	vrijwilligers
доброволец	vrijwillig
куче	hond
куче	hondje
климатът	klimaat
необходими	noodzakelijke
необходими	nodig
необходими	noodzakelijk
граждански	civiele
граждански	burgerlijke
граждански	burgerlijk
граждански	civiel
граждански	civic
царе	koningen
премиерата	première
премиерата	premiere
векове	eeuwenlang
векове	eeuwen
предмет	voorwerp
предмет	object
александров	alexandrov
адам	adam
продукция	uitvoer
продукция	output
продукция	produktie
продукция	productie
трилър	thriller
програмиране	programmeren
програмиране	programmering
сомалия	somalië
сомалия	somalische
сомалия	somalië
отделна	aparte
отделна	gescheiden
отделна	apart
защитени	beschermde
защитени	beschermd
автомобил	auto
автомобил	wagen
автомобил	automobiel
автомобил	voertuig
кръвта	bloed
кръвта	blood
издаването	uitgifte
партизани	guerrilla
партизани	guerrillastrijders
партизани	guerrilla
партизани	partizanen
бек	beck
бек	bec
открития	ontdekkingen
открития	bevindingen
градска	urban
градска	stedelijk
градска	stedelijke
дъщери	dochters
прието	geaccepteerde
прието	aanvaard
прието	aanvaarde
прието	geaccepteerd
господар	master
господар	meester
обединени	united
обединени	verenigde
обединени	verenigd
нападение	geweldpleging
нападение	mishandeling
нападение	aanval
лука	luca
лука	lucca
лука	luka
сребърен	zilver
сребърен	zilveren
сребърен	silver
пояс	korset
пояс	sjerp
мащаб	schaal
мащаб	schalen
ръст	groei
ръст	hoogte
ръст	lengte
борислав	borislav
черноморец	tsjernomorets
сътрудник	collaborateur
сътрудник	geassocieerde
сътрудник	associëren
сътрудник	medewerker
корабите	schepen
тел	draad
тел	tel
спортисти	sporters
спортисти	atleten
спортисти	sporters
търговска	commerciële
търговска	commercieel
вяра	faith
вяра	geloof
вяра	vertrouwen
евреите	joden
киното	bioscoop
киното	bioscopen
киното	cinema
маршал	marshall
мнозинство	meerderheid
изложба	tentoonstelling
изложба	bewijsstuk
изложба	tentoonstelling
изложба	expositie
никарагуа	nicaraguaanse
никарагуа	nicaragua
стюарт	stuart
стюарт	stewart
конгреса	congres
пещера	grot
плато	plateau
грешки	fouten
грешки	vergissingen
грешки	fouten
грешки	vergissingen
насекоми	insecten
насекоми	insect
насекоми	insecten
насекоми	beestjes
насекоми	insecten
насекоми	bugs
холщайн	holstein
социално	sociaal
социално	sociale
социално	sociaal
племето	stam
салвадор	salvador
служби	diensten
служби	dienstverlening
латвия	letland
лом	lom
уругвай	uruguay
доведе	gebracht
доведе	meegebracht
доведе	bracht
доведе	led
посветена	gewijd
посветена	toegewijde
посветена	toegewijd
посветена	opgedragen
азербайджан	azerbeidzjan
азербайджан	azerbeidzjaanse
рали	rally
рали	raleigh
вкус	proef
вкус	proeven
вкус	smaken
вкус	smaak
вкус	proeft
вкус	smaakt
вкус	smaken
вкус	smaak
температури	temperaturen
температури	temperatuur
принципи	principes
принципи	beginselen
оставка	ontslagbrief
оставка	aftreden
оставка	ontslag
оставка	aftreden
загубата	verliezen
загубата	verlies
богата	rijk
богата	rijken
богата	rich
богата	rijke
съветска	sovjet
аристокрация	aristocratie
властите	autoriteiten
месеци	maandenlang
месеци	maanden
съответствие	naleving
съответствие	compliance
съответствие	naleven
съответствие	overeenstemming
съответствие	conformiteit
джамия	moskee
уганда	oeganda
сума	sum
сума	som
сума	bedrag
поражение	nederlaag
поражение	verslaan
драматург	toneelschrijver
надолу	down
надолу	omlaag
югославски	joegoslavische
леополд	leopold
богат	rijk
богат	rijken
богат	rich
богат	rijke
чикаго	chicago
константинов	konstantinov
бавно	langzame
бавно	traag
бавно	langzaam
бавно	traag
бавно	langzaam
ген	gene
ген	gen
тунис	tunesië
тунис	tunesisch
тунис	tunesische
тунис	tunis
минало	voorbij
минало	verleden
състоянието	conditie
състоянието	aandoening
състоянието	voorwaarde
състоянието	toestand
желанието	begeerte
желанието	wens
желанието	verlangen
извори	springs
извори	veren
извори	bronnen
минута	minuut
минута	minuutje
основателите	grondleggers
основателите	oprichters
основателите	stichters
турско	turkse
турско	turks
признание	biecht
признание	biechten
признание	bekentenis
признание	naamsvermelding
признание	herkenning
признание	erkenning
проверка	controleren
проверка	keuring
проверка	inspectie
проверка	controleren
проверка	check
проверка	controleer
проверка	keuring
проверка	verificatie
кан	kahn
кан	khan
кан	kan
кан	cannes
апостол	boodschapper
апостол	apostel
апостол	gezant
непрекъснато	voortdurend
непрекъснато	doorlopend
непрекъснато	continu
непрекъснато	voortdurend
непрекъснато	constant
непрекъснато	continu
сава	sava
канали	kanalen
колони	pijlers
колони	zuilen
колони	pilaren
колони	kolommen
колони	zuilen
колони	pilaren
мляко	melk
крале	koningen
ланка	lanka
парагвай	paraguay
вътрешна	interieur
вътрешна	binnenland
вътрешна	intern
вътрешна	inwendig
вътрешна	binnenste
вътрешна	innerlijke
вътрешна	innerlijk
братовчед	neef
братовчед	nicht
братовчед	nichtje
квалификациите	kwalificaties
квалификациите	qualifier
липсва	ontbreken
липсва	vermist
липсва	missen
липсва	ontbrekend
липсва	ontbrekende
липсва	ontbreekt
марки	merken
марки	brands
марки	postzegels
марки	stempels
марки	zegels
марки	marken
марки	merktekens
маргарита	margherita
маргарита	margarita
направена	made
направена	gemaakt
подход	benaderen
подход	naderen
подход	nadering
подход	aanpak
подход	benadering
обединява	verenigt
проход	doorgang
проход	passage
исус	jezus
исус	jesus
серии	serie
серии	reeks
серии	reeksen
серии	series
катарина	katharina
катарина	katarina
катарина	catarina
редактиране	edit
редактиране	bewerk
редактиране	bewerken
редактиране	bewerken
комунисти	communisten
ток	huidig
ток	huidige
ток	actueel
ток	tok
ток	elektriciteit
ток	electriciteit
режисьори	regisseurs
режисьори	directeurs
режисьори	bewindvoerders
режисьори	directeuren
режисьори	filmmakers
телевизията	televisie
заболяване	ziekte
заболяване	ziekte
ценни	kostbaar
ценни	waardevol
ценни	waardevolle
стокхолм	stockholm
папата	paus
мандат	term
мандат	mandaat
гласове	stemmen
гласове	stemmingen
гласове	stemmen
гласове	voices
родители	ouders
колона	column
колона	zuil
колона	kolom
музеи	musea
гней	gnaeus
сара	sarah
сара	sara
обиколки	rondjes
обиколки	baantjes
обиколки	ronden
обиколки	rondes
обиколки	rondreizen
обиколки	tours
обиколки	excursie
монако	monaco
спътник	satelliet
спътник	metgezel
легендата	legende
легендата	legend
технология	technologie
духовници	geestelijken
арена	arena
изложби	exposities
изложби	tentoonstellingen
поток	flow
поток	beek
поток	stroom
поток	stream
комбинация	combinatie
комбинация	combinatie
комбинация	combo
филология	filologie
количества	hoeveelheden
брака	trouwen
брака	huwelijk
градуса	graden
регистър	inschrijven
регистър	register
регистър	registreren
регистър	griffie
регистър	register
лято	zomer
спорове	geschillen
спорове	polemiek
спорове	controverse
спорове	argumenten
крака	voeten
крака	voetjes
крака	beentjes
крака	poten
крака	benen
крака	poot
крака	been
мисли	denk
мисли	denken
мисли	gedachten
мисли	gedachtes
определяне	vastberadenheid
определяне	bepaling
определяне	aanwijzing
определяне	aanduiding
определяне	benaming
миг	moment
миг	ogenblik
миг	lag
миг	mig
саудитска	saoedi
къп	kopje
къп	beker
сигнал	signaal
библиотеката	bibliotheek
изкуствата	kunsten
изкуствата	kunst
бсп	bsp
балкански	balkan
електронни	elektronisch
претор	praetor
горите	bossen
звук	geluid
звук	audio
звук	geluid
украински	oekraïens
украински	oekraïense
съставен	gecomponeerd
съставен	samengesteld
съставен	composiet
съставен	samengesteld
съставен	samengestelde
съставен	gecompileerd
съставен	opgesteld
съставен	samengesteld
събота	zaterdag
увеличаване	verhoging
увеличаване	vergroten
увеличаване	verhoog
увеличаване	verhogen
увеличаване	stijging
увеличаване	inzoomen
увеличаване	zoomen
увеличаване	zoom
използвано	gebruikt
използвано	gebruikte
троица	trinity
работници	werkers
работници	werkenden
работници	arbeiders
работници	werknemers
писане	schrijven
дует	duet
дует	duo
колония	kolonie
симон	simone
симон	simon
използвайки	gebruiken
притоци	zijrivieren
огромен	reusachtig
огромен	enorm
огромен	enorme
огромен	gigantisch
огромен	enorm
огромен	enorme
публично	publiek
публично	openbaar
публично	publiekelijk
гана	ghana
административна	administratief
административна	administratieve
бнт	fet
бнт	bnt
императрица	keizerin
редовно	regelmatig
редовно	regelmatige
редовно	regulier
редовно	reguliere
редовно	regelmatig
агнес	agnes
промените	veranderingen
промените	wijzigingen
истински	real
истински	echte
истински	echt
истински	reëel
математик	wiskundige
атанасий	athanasius
резерват	reservering
алберт	albert
статистическа	statistisch
статистическа	statistische
времетраене	looptijd
времетраене	duur
времетраене	tijdsduur
записи	records
записи	vermeldingen
записи	inzendingen
записи	ingangen
чад	chad
чад	tsjaad
резиденция	verblijfplaats
резиденция	residentie
резиденция	woonplaats
густав	gustav
густав	gustave
разнообразни	gevarieerd
разнообразни	divers
разнообразни	diversen
разнообразни	diverse
разнообразни	divers
разнообразни	gevarieerd
разнообразни	gevarieerde
дан	dan
водещи	vlaggenschip
водещи	leidende
водещи	leidend
