сдпг	spd
круто	เยี่ยม
круто	เท่ห์
круто	เท่
круто	เจ๋ง
круто	เย็น
специализации	specialization
клетку	กรง
пища	อาหาร
грамм	กรัม
грамм	กรัม
мафии	มาเฟีย
мафии	มาเฟีย
денвер	เดนเวอร์
непал	เนปาล
колонки	คอลัมน์
юри	urey
заинтересованные	สนใจ
ворона	อีกา
ворона	raven
дитя	กุมาร
дитя	เด็ก
согласна	ยินยอม
перелом	แตกหัก
мозаика	โมเสก
кин	คีน
кин	คีน
кин	kin
кин	ญาติ
рисовать	ทาสี
рисовать	วาด
мед	ที่รัก
молнии	ซิบ
молнии	ซิป
молнии	ฟ้าผ่า
молнии	สายฟ้า
сосредоточиться	สมาธิ
иордан	จอร์แดน
иордан	jordan
утвердить	อนุมัติ
слонов	ช้าง
автобиография	อัตชีวประวัติ
удобный	สะดวก
удобный	สบาย
удобный	สะดวก
удобный	สบาย
удобный	สบายใจ
деп	dep
доспехи	เกราะ
достойный	คู่ควร
удобрений	ปุ๋ย
опасно	อันตราย
вдовы	หม้าย
вдовы	แม่หม้าย
вдовы	หม้าย
страшный	สยอง
живот	ท้อง
живот	กระเพาะ
живот	ท้อง
живот	พุง
живот	สะดือ
помните	จดจำ
анжелика	angelique
караван	คาราวาน
сидя	นั่ง
электронное	อิเล็กทรอนิกส์
дуэль	ดวล
ицхак	yitzhak
абдель	abdel
неудобно	อึดอัด
неудобно	อึดอัด
столбцы	คอลัมน์
меццо	mezzo
арестовать	จับกุม
электричество	ไฟฟ้า
безумный	โมโห
безумный	mad
безумный	โกรธ
очистить	เคลียร์
очистить	ล้าง
очистить	ชัดเจน
очистить	ล้าง
очистить	สะอาด
очистить	clean
возобновить	ต่อ
червей	หนอน
кокс	cox
кокс	โค้ก
кокс	โคเคน
семинар	สัมมนา
поверить	เชื่อ
поверить	ศรัทธา
квота	จัดสรร
меха	mecha
меха	ขน
жизненно	สำคัญ
заблокированы	บล็อก
заблокированы	บล็อค
опросы	โพล
опросы	โพลล์
даль	ดาล
ядерные	นิวเคลียร์
путаницы	สับสน
красивые	สวยๆ
красивые	สวย
красивые	สวยงาม
красивые	งดงาม
пир	ฉลอง
общественность	สาธารณชน
общественность	public
общественность	สาธารณะ
грузы	สินค้า
грузы	สินค้า
достойна	คู่ควร
поднимает	เหิร
африканская	แอฟริกา
справочника	repertory
сталинград	stalingrad
бить	ชก
сноску	เชิงอรรถ
сноску	อรรถ
достоин	คู่ควร
усмотрению	ดุลยพินิจ
усмотрению	วิจารณญาณ
михайло	mykhailo
проверяемости	verifiability
титан	titan
сенегала	เซเนกัล
добрая	ชนิด
добрая	ใจดี
параллельные	ขนาน
голый	เปลือย
курорты	รีสอร์ท
выгодно	กำไร
ребенок	กุมาร
ребенок	เด็ก
разработано	พัฒนา
разработано	ออกแบบ
майлз	ไมลส์
майлз	ไมล์
бабочка	ผีเสื้อ
сны	ฝัน
ведьма	แม่มด
скрывать	ซ่อน
равный	เท่ากับ
свен	sven
банковской	ธนาคาร
хант	ล่า
хант	ฮันท์
облако	เมฆ
рецепт	สูตร
демократические	ประชาธิปไตย
насос	ปั๊ม
препятствием	อุปสรรค
маску	หน้ากาก
юриспруденции	นิติศาสตร์
псв	psv
стабильно	เสถียรภาพ
стабильно	มั่นคง
поднимать	โปรโมท
поднимать	กระตุ้น
поднимать	โปรโมต
крутые	เท่ห์
крутые	เท่
крутые	เจ๋ง
крутые	เย็น
ария	เรีย
поклонение	บูชา
поклонение	นมัสการ
чудовище	อสูร
чудовище	สู
заплатить	จ่าย
заплатить	ชำระ
негативных	ติดลบ
негативных	ลบ
рабы	บ่าว
рабы	ทาส
хенрик	henrik
хенрик	henryk
бутылки	ขวด
ель	picea
идеал	อุดมคติ
пикселей	พิกเซล
драгоценных	ล้ำค่า
нейтронов	นิวตรอน
электрон	อิเล็กตรอน
прибрежные	ชายฝั่ง
борется	ดิ้นรน
лаоса	ลาว
фокус	ทริค
фокус	โฟกัส
диксон	dickson
кабель	เคเบิล
кабель	เคเบิ้ล
кабель	เบิ้ล
мальчики	หนุ่มๆ
фильтры	กรอง
таинственный	ลึกลับ
общежитие	หอพัก
общежитие	หอ
общежитие	หอพัก
общежитие	หอพัก
терпеть	ยืนยง
пту	vti
санту	ต้า
санту	santa
пейдж	เพจ
грудной	ทรวงอก
бразилию	บราซิล
тяжелый	หนักๆ
тяжелый	หนัก
плечи	บ่า
плечи	ไหล่
нар	nar
генуя	genova
балкарии	balkaria
карьер	เหมือง
лиса	lisa
лиса	ซ่า
рбк	rbc
голубь	พิราบ
голубь	พิราบ
добровольцы	อาสา
расширять	ขยาย
нажать	สื่อ
нажать	กด
отделить	ปลด
отделить	แยก
чад	ชาด
чад	แชด
альварес	álvarez
грубая	หยาบ
мексику	เม็กซิโก
израильские	อิสราเอล
британия	อังกฤษ
идентифицировать	ระบุ
молли	molly
гений	อัจฉริยะ
яблоко	แอปเปิล
яблоко	apple
шок	ตกใจ
шок	ช็อค
шок	ช๊อค
шок	ช็อก
шок	ช็อต
цинка	สังกะสี
помешала	ขัดจังหวะ
ловушку	ดัก
больно	ทำร้าย
больно	เจ็บ
больно	เจ็บ
метки	แท็ก
метки	แท็ก
метки	แท็ก
политико	politico
необходимая	จำเป็น
цивилизаций	อารยธรรม
рождественская	คริสต์มาส
тунисе	ตูนิส
нгуен	nguyen
сахаров	sakharov
мотоциклов	มอเตอร์ไซค์
симпатии	เห็นใจ
гитару	กีตาร์
гитару	กีต้าร์
мтф	itf
мешок	ถุง
мешок	กระเป๋า
мешок	แบ็ค
мешок	กระสอบ
спецификации	สเปค
континент	ทวีป
арабское	อาหรับ
смех	หัวเราะ
смех	หัวเราะ
смех	หัวเราะ
выгоды	ประโยชน์
дункан	แคน
флориде	ฟลอริดา
анализировать	วิเคราะห์
карлик	แคระ
атом	อะตอม
блеск	ประกาย
блеск	ส่อง
блеск	แวว
блеск	ประกาย
кок	ก๊ก
ношение	สวม
ношение	ใส่
пенни	เพนนี
пенни	พน
карате	คาราเต้
весенний	spring
весенний	สปริง
холли	ฮอล
колено	เข่า
недвижимость	คุณสมบัติ
недвижимость	ทรัพย์สิน
недвижимость	ทรัพย์
недвижимость	คุณสมบัติ
недвижимость	ทรัพย์สิน
уничтожать	ทำลาย
диаграммы	แผนภูมิ
диаграммы	ชาร์ต
монахиня	นูน
заключённый	นักโทษ
заключённый	เชลย
пыль	ฝุ่น
экватора	เส้นศูนย์สูตร
экватора	ศูนย์สูตร
письменное	เขียน
любила	รัก
консервации	conservancy
тележки	เกวียน
керчь	kerch
кувейт	คูเวต
учить	สอน
читаю	อ่าน
познакомиться	พบ
цепочки	โซ่
подчеркнул	ไฮไลท์
подчеркнул	ไฮไลต์
подчеркнул	เครียด
убедили	ชักชวน
специализированный	เชี่ยวชาญ
звонок	โทร
иштван	istván
нора	นอ
дожди	เรน
дожди	ฝน
сокровищ	สมบัติ
сдвиг	กะ
сдвиг	กะเทย
сидеть	นั่ง
сидеть	นั่ง
агата	agata
полноты	บริบูรณ์
бронирование	จอง
бронирование	จอง
бронирование	สังกัด
сид	ซิด
сид	cid
сортировка	เรียง
предлагая	เสนอ
медсестра	พยาบาล
гольф	กอล์ฟ
рыжий	ขิง
изобрёл	คิดค้น
взрослый	ผู้ใหญ่
апр	apr
умный	ฉลาด
умный	ฉลาด
доминика	โดมินิกา
ирландию	ไอร์แลนด์
сосуд	ภาชนะ
локомотивов	locomotives
разделились	หาร
искажение	บิดเบือน
обложку	ปก
обложку	cover
обложку	ปกปิด
скрывает	ซ่อน
розничной	ปลีก
сарай	กระท่อม
сарай	หลั่ง
сарай	ยุ้ง
сарай	โรงนา
спрингс	สปริง
спрингс	น้ำพุ
задержка	ล่าช้า
задержка	ล่าช้า
могил	สุสาน
темноте	เข้ม
темноте	มืด
йоги	โยคะ
голосовал	โหวต
сенегал	เซเนกัล
азиатские	เอเชีย
азиатские	บอล
стыдно	เขิน
стыдно	อาย
стыдно	ละอาย
стыдно	เสียดาย
стыдно	ละอาย
стыдно	อาย
держаться	ติด
бездомных	จร
бездомных	จรจัด
велосипед	จักรยาน
велосипед	จักรยาน
просмотреть	ดู
пригласить	ชวน
пригласить	เชิญ
тихоокеанский	แปซิฟิก
тихоокеанский	แปซิฟิค
обследование	สำรวจ
полдень	บ่าย
полдень	เที่ยง
полдень	บ่าย
чаша	จอก
чаша	ชาม
чаша	คัพ
чаша	ถ้วย
исккон	iskcon
соцветие	inflorescence
толстая	หนา
толстая	หนาๆ
толстая	อ้วน
толстая	อ้วนๆ
вегасе	vegas
гоа	กัว
нана	นานา
дипломата	ฑูต
кап	หมวก
кап	cap
кап	หยด
поручения	ธุระ
ном	nom
рассмотрел	พิจารณา
развернуть	ขยาย
происшествие	เหตุการณ์
громко	ดังๆ
громко	ดัง
радиации	การแผ่รังสี
радиации	รังสี
сгорела	ไหม้
сгорела	เผา
мета	meta
кредитов	เครดิต
лыжи	สกี
лыжи	สกี
лыжи	สกี
таро	เผือก
бреслау	breslau
выезд	ทางออก
поддерживаются	สนับสนุน
поддерживаются	สนับสนุน
поддерживаются	รองรับ
бури	วายุ
бури	พายุ
водоросли	สาหร่าย
водоросли	สาหร่าย
зверь	อสูร
зверь	สู
цзян	เจียง
плантации	ไร่
вторник	อังคาร
компаниям	บริษัท
смелость	กล้า
крайняя	สุดขีด
чувствовать	รู้สึก
конкретная	เจาะจง
конкретная	คอนกรีต
утка	เป็ด
трибун	ทริบูน
чушь	ตอแหล
чушь	สาระ
шкалы	เกล็ด
шкалы	ตาชั่ง
благословение	พร
благословение	อวยพร
благословение	พร
трансфер	โอน
прошедшее	อดีต
приглашена	เชิญ
орел	orel
орел	อินทรี
орел	อินทรีย์
влаги	ความชื้น
ламы	llama
пациент	คนไข้
пациент	อดทน
микеле	michele
сью	ซู
сью	sue
лепестки	กลีบ
стальные	เหล็ก
седьмая	seven
седьмая	เจ็ด
обман	โกง
обман	นอกใจ
эффективный	ประสิทธิ์
эффективный	ประสิทธิผล
будущая	ต่อๆ
будущая	future
будущая	อนาคต
кукла	ตุ๊กตา
тоттенхэм	tottenham
линзы	เลนส์
линзы	เลนส์
гуревич	gurevich
черви	หนอน
линкоров	เรือรบ
атрибуты	คุณลักษณะ
нехватка	ขาดแคลน
черепах	เต่า
континентов	ทวีป
пластика	พลาสติก
дилан	dylan
счетов	บัญชี
мухи	แมลงวัน
ари	อารีย์
ари	อารี
местоимения	สรรพนาม
раздельно	แยก
праздником	holiday
таланты	พรสวรรค์
гондурас	ฮอนดูรัส
телевизор	โทรทัศน์
телевизор	ทีวี
исправлена	ตายตัว
исправлена	ซ่อมแซม
тяжелее	หนัก
дыры	รู
эффективное	ประสิทธิ์
эффективное	ประสิทธิผล
справедливая	แฟร์
справедливая	ยุติธรรม
водород	ไฮโดรเจน
актуально	เกี่ยวข้อง
монету	เหรียญ
монету	coin
монету	คลัง
пуату	poitou
предок	บรรพบุรุษ
уха	หู
почва	ดิน
равное	เท่ากับ
грехи	บาป
феррер	ferrer
таблетки	แท็บเล็ต
таблетки	เม็ด
типично	ทั่วไป
ода	ode
глупо	โง่
глупо	โง่
пауки	แมงมุม
параллель	ขนาน
столбец	คอลัมน์
лав	รัก
обследования	สำรวจ
виски	วิสกี้
виски	วิสกี้
кукурузы	ข้าวโพด
кукурузы	ข้าวโพด
инфо	ข้อมูล
дублине	ดับลิน
виртуальная	เสมือน
продлить	ขยาย
нокаут	น็อค
бум	ตูม
бум	บูม
счастливый	สุขใจ
счастливый	ดีใจ
счастливый	แฮปปี้
ожидалось	คาด
уголок	มุม
сделок	ธุรกรรม
джонстон	johnstone
свидетель	พยาน
психологическая	จิตวิทยา
шестнадцать	sixteen
клей	กาว
клей	เคลย์
клей	ดิน
демидов	demidov
болен	ป่วย
болен	ป่วย
заказал	สั่ง
кирпич	อิฐ
содружество	เครือจักรภพ
рассчитана	คำนวณ
лихорадка	ไข้
аромат	หอม
мигрантов	ต่างด้าว
фридман	freedman
адриано	adriano
нео	neo
прикрытие	ปก
прикрытие	cover
прикрытие	ปกปิด
вычислить	คำนวณ
бутане	ภูฏาน
полезности	อรรถประโยชน์
полезности	สาธารณูปโภค
чрезвычайной	ฉุกเฉิน
чрезвычайной	ภาวะฉุกเฉิน
переменная	ตัวแปร
отрицательное	ติดลบ
отрицательное	ลบ
нунций	nuncio
дубай	dubai
дубай	ดูไบ
соломоновых	โซโลมอน
флеш	flash
флеш	แฟลช
одобрен	อนุมัติ
подросток	teen
подросток	ทีน
суббота	เสาร์
мексиканская	เม็กซิโก
мораль	คุณธรรม
мораль	จริยธรรม
адель	อะเดล
адель	อเดล
клон	โคลนนิ่ง
клон	โคลน
филд	สนาม
филд	ฟิลด์
филд	สาขา
филд	ทุ่ง
филд	ช่อง
круглая	กลม
круглая	กลมๆ
круглая	รอบ
дорожка	แทร็ก
дорожка	แทร็ค
шальке	schalke
гарантировать	รับรอง
лнр	lpr
буддийских	พระพุทธ
буддийских	พุทธ
инноваций	นวัตกรรม
часовне	โบสถ์
обед	เที่ยง
обед	ดินเนอร์
холланд	ฮอลแลนด์
доктрина	ลัทธิ
биологическая	ชีวภาพ
мудрый	ฉลาด
любимые	ขวัญใจ
любимые	ชอบ
азиатский	เอเชีย
азиатский	บอล
переписана	rewritten
бет	เบ็ธ
бет	เบ็ท
бет	เบ็ต
бет	เบธ
добродетели	คุณธรรม
добродетели	คุณธรรม
депрессия	หดหู่
депрессия	หดหู่
неудача	ขัดข้อง
яркая	สดใส
яркая	สว่าง
игнорирование	หลงลืม
кони	ม้า
минута	นาที
риски	เสี่ยง
челюсть	กราม
челюсть	ราม
суп	ซุป
раб	ทาส
расширенный	ขยาย
расширенный	ก้าวหน้า
якутск	yakutsk
незамедлительно	ทันที
переиздана	republished
чертежи	พิมพ์เขียว
соул	วิญญาณ
соул	โซล
соул	ซอล
лаос	ลาว
либеро	libero
клиенты	ลูกค้า
клиенты	ลูกค้า
миллиметров	มิลลิเมตร
пожертвовал	บริจาค
забавно	ขัน
забавно	ตลก
забавно	ขำ
подписаны	เซ็น
ролл	กลิ้ง
ролл	ม้วน
тэд	เทด
тэд	เท็ด
рош	roch
виноград	grape
виноград	องุ่น
виноград	องุ่น
переместить	เลื่อน
переместить	ขยับ
переместить	ย้าย
купила	ซื้อ
ручьи	ลำน้ำ
ручьи	ลำธาร
цунами	tsunami
непале	เนปาล
близнец	twin
близнец	ฝาแฝด
близнец	แฝด
оплата	จ่าย
оплата	ชำระ
принудительного	บังคับ
россини	rossini
кгц	khz
кая	kai
кая	ไค
толстые	หนา
толстые	หนาๆ
вирусы	ไวรัส
вирусы	ไวรัส
повар	ปรุง
повар	ครัว
повар	หุง
повар	เชฟ
табак	ยาสูบ
никки	nicky
никки	nikki
никки	nicki
маркес	marques
беспокойство	วิตก
ответила	ตอบ
глобальный	โกลบอล
глобальный	global
коровы	วัว
коровы	วัว
коровы	นมวัว
ухо	หู
бат	ค้างคาว
бат	บาท
бат	อ่างอาบน้ำ
бат	อาบ
норвегию	นอร์เวย์
бутан	ภูฏาน
организатора	จัด
спецназ	สวาท
спецназ	swat
цзин	จิง
кирк	เคิร์ก
потребовать	อุปสงค์
потребовать	อุปทาน
воскресение	คืนชีพ
воскресение	อาทิตย์
коэффициенты	อัตราส่วน
чехословацкой	czechoslovak
джилл	จิล
пап	พ่อ
ино	eno
баллы	เครดิต
баллы	คะแนน
перспектива	ฝึกงาน
перспектива	outlook
шапка	หมวก
бридж	สะพาน
бридж	บริดจ์
эвакуация	อพยพ
пояснил	ชี้แจง
наполнение	filler
трубка	ท่อ
трубка	ท่อ
трубка	หลอด
алкоголь	เหล้า
алкоголь	แอลกอฮอล์
понравились	ถูกใจ
мел	ชอล์ค
мел	ชอล์ก
мел	เมล
дорожной	ถนน
дорожной	road
мотоцикл	มอเตอร์ไซค์
общежития	หอพัก
общежития	หอ
общежития	หอพัก
общежития	หอพัก
суматра	สุมาตรา
краны	แตะ
казначейства	คลัง
эффективная	ประสิทธิ์
эффективная	ประสิทธิผล
атлантике	แอตแลนติก
лиз	ลิส
лиз	ลิซ
атф	atf
множественное	พหูพจน์
множественное	พจน์
датчики	เซ็นเซอร์
верные	ซื่อสัตย์
верные	ภักดี
верные	ศรัทธา
скрытые	ซ่อน
случайный	มั่ว
случайный	สุ่ม
случайный	สบายๆ
косы	เปีย
указанное	ระบุ
оливейра	oliveira
плутарх	plutarch
жирона	girona
феррейра	ferreira
пройтись	เดิน
возрастов	อายุ
возрастов	ยุค
возрастов	วัย
жар	ไข้
гигантские	ยักษ์
коней	ม้า
крах	ถล่ม
крах	ยุบ
крах	ย่อ
казнить	ประหาร
прокофьев	prokofiev
имидж	ภาพ
имидж	รูปภาพ
имидж	อิมเมจ
вниманию	ใส่ใจ
вниманию	สนใจ
лекарство	เวชศาสตร์
лекарство	ยา
лекарство	รักษา
загадки	ปริศนา
признаться	สารภาพ
пляже	ชายหาด
пляже	หาด
атомы	อะตอม
мега	เมกะ
мега	mega
свечи	เทียน
свечи	เทียน
океанов	มหาสมุทร
генриетта	henriette
прочь	ห่าง
мусульманские	มุสลิม
обезьяны	ลิง
обезьяны	ลิง
судане	ซูดาน
мрнк	mrna
направленная	ทิศทาง
кривые	โค้ง
ножи	มีด
несчастный	ทุกข์
несчастный	นาถ
тима	ทิม
алмазов	diamond
алмазов	ไดมอนด์
алмазов	เพชร
алмазов	เพชร
бенгалии	เบงกอล
свежий	สด
свежий	สดๆ
свежий	สดชื่น
фанни	fanny
запросил	ร้องขอ
храбрый	กล้า
вестготов	visigoths
молочный	นม
молочный	น้ำนม
рекомендуют	แนะนำ
мех	ขน
технолог	technologist
торговец	พ่อค้า
фермент	เอนไซม์
рекомендовать	แนะนำ
рекомендовать	แนะนำ
подальше	ห่าง
шея	คอร์
шея	คอ
шея	คอง
шея	ต้นคอ
повезло	ลัคกี้
повезло	โชค
кандидатура	candidature
рычаг	โยก
кувейта	คูเวต
антонин	antoninus
туннель	อุโมงค์
менделеева	mendeleev
маккаби	maccabi
исидор	isidore
ритуалы	พิธีกรรม
скромный	เจียม
скромный	ถ่อม
велес	vélez
дорогая	ถึง
дорогая	ที่รัก
дорогая	ที่รัก
интервенции	แทรกแซง
борнео	บอร์เนียว
учащиеся	นักเรียน
учащиеся	นักศึกษา
учащиеся	ม่านตา
весов	เวท
камбодже	กัมพูชา
тактических	ยุทธวิธี
подиум	catwalk
подиум	รันเวย์
подиум	แท่น
корт	ศาล
корт	สำนัก
шестеро	หก
шестеро	six
хирургия	ศัลยกรรม
хирургия	ผ่าตัด
извлечь	ดีด
извлечь	คลาย
удивление	เซอร์ไพรส์
генетических	พันธุกรรม
гори	gori
подкрепление	สำรอง
производная	ดัดแปลง
никель	นิกเกิล
мастерс	มาสเตอร์
тао	เต๋า
тао	เต่า
тао	เทา
тао	tao
спикер	ลำโพง
развитые	พัฒนา
стабильной	เสถียรภาพ
стабильной	มั่นคง
китов	วาฬ
китов	ปลาวาฬ
вспомнил	จดจำ
кёртис	ติส
трубку	ท่อ
трубку	หลอด
монитор	จอภาพ
верующие	ศรัทธา
стопы	ฟุต
стопы	เท้า
стопы	ฟิต
прощай	อำลา
прощай	อำลา
прощай	goodbye
прощай	ลา
мочи	ปัสสาวะ
столовой	กระติก
спирт	เหล้า
спирт	แอลกอฮอล์
хименес	jiménez
демократическое	ประชาธิปไตย
спид	เอดส์
спид	เอดส์
глобальные	โกลบอล
глобальные	global
торможения	เบรก
шао	จาว
митинги	หล่า
митинги	หลวย
клад	สมบัติ
моно	โมโน
моно	mono
мьянма	พม่า
ходатайство	เคลื่อนไหว
эко	eco
эко	ก้อง
эко	echo
скрытый	ซ่อน
генетические	พันธุกรรม
бросили	เฝือก
бросили	โยน
здорового	สุขภาพ
клапан	วาล์ว
месси	messi
круз	cruz
записка	หมายเหตุ
записка	บันทึก
записка	โน้ต
любили	รัก
