और	dan
सुरक्षित	secure
पर्यावरण	persekitaran
लगातार	berterusan
लगातार	berterusan
लगातार	berturut
पद्म	padma
अत्यधिक	amat
अत्यधिक	teramat
अत्यधिक	highly
भूगोल	geometri
भूगोल	glob
भूगोल	globe
भूगोल	geografi
बेहतर	better
मुख्यालय	markas
लिपि	abjad
लिपि	skrip
एल्बम	album
एल्बम	album
धन	wang
धन	duit
सॉफ्टवेयर	perisian
सॉफ्टवेयर	software
योग	sum
योग	yoga
योग	total
गुजरात	gujrat
गुजरात	gujarat
शीर्ष	top
संस्था	institusi
संस्था	lembaga
औद्योगिक	industri
औद्योगिक	industrial
औद्योगिक	perindustrian
प्रधान	perdana
प्रधान	chief
प्रधान	ketua
प्रधान	kepala
नेता	leader
नेता	pemimpin
नेता	pemimpin
नेता	leaders
संविधान	perlembagaan
शीर्षक	caption
शीर्षक	pengepala
शीर्षक	tajuk
शीर्षक	gelaran
अवसर	majlis
अवसर	peluang
अवसर	chance
अवसर	peluang
अवसर	kesempatan
अवसर	peluang
अंक	digit
अंक	skor
प्रसाद	prasad
शोध	research
शोध	kajian
शोध	penyelidikan
स्पेन	sepanyol
गांधी	gandhi
हमेशा	always
हमेशा	sentiasa
हमेशा	selalu
जोखिम	risiko
जोखिम	hazard
तापमान	suhu
तापमान	thermometer
शाखा	cawangan
शाखा	cabang
शाखा	dahan
शाखा	cawangan
इत्यादि	dsb
इत्यादि	dll
प्रतीक	simbol
प्रतीक	simbol
प्रतीक	ikon
प्रतीक	icon
प्रतीक	lambang
प्रतीक	ikon
रायगढ़	raigarh
संदर्भ	rujukan
संदर्भ	ruj
संदर्भ	ref
संदर्भ	rujukan
संदर्भ	reference
संदर्भ	konteks
संदर्भ	context
करीब	closer
करीब	dekat
करीब	tutup
चक्र	roda
चक्र	wheel
चक्र	chakra
चक्र	kitar
चक्र	kitaran
चक्र	kitar
चक्र	kitaran
प्राथमिक	primer
प्राथमिक	utama
गुण	atribut
गुण	property
गुण	hartanah
गुण	keperibadian
गुण	atribut
ग्रह	planet
ग्रह	planet
महल	mahal
महल	istana
महल	palace
सिद्ध	terbukti
सिद्ध	siddha
बजाय	agak
बजाय	sebaliknya
निधन	kematian
निधन	death
निधन	maut
निधन	ajal
भूषण	bhushan
बराबर	setaraf
बराबर	menyamai
बराबर	sama
बराबर	setara
मिनट	minit
मिनट	minit
मिनट	minit
मिनट	min
फिल्मों	movies
फिल्मों	cereka
फिल्मों	filem
व्यवसाय	perniagaan
व्यवसाय	kerjaya
व्यवसाय	profesion
व्यवसाय	perniagaan
व्यवसाय	bisnes
संरक्षण	pemuliharaan
संरक्षण	pemeliharaan
संरक्षण	perlindungan
शो	tunjuk
शो	papar
प्रस्ताव	proposal
प्रस्ताव	meminang
प्रस्ताव	menawarkan
प्रस्ताव	tawaran
रिपोर्ट	report
रिपोर्ट	lapor
रिपोर्ट	laporkan
रिपोर्ट	laporan
रिपोर्ट	laporan
अंग	organ
हिस्से	bahagian
हिस्से	pecahan
मुस्लिम	muslim
रिकॉर्ड	rakam
रिकॉर्ड	rekod
रिकॉर्ड	rekod
सरल	simple
सरल	sederhana
धातु	logam
धातु	metal
धातु	logam
परिषद	majlis
परिषद	dewan
परिषद	konfederasi
शारीरिक	jasmani
शारीरिक	fizikal
शारीरिक	somatik
संघर्ष	perselisihan
संघर्ष	perjuangan
संघर्ष	konflik
तकनीक	tek
तकनीक	tech
तकनीक	teknik
तकनीक	teknologi
तकनीक	teknik
फल	berbuah
फल	buah
फल	buah
फल	fruits
कैसे	caranya
प्रकट	reveal
प्रकट	dedahkan
कार्बनिक	organik
शाह	shah
विवरण	description
विवरण	perincian
विवरण	butiran
विवरण	details
विवरण	detail
विवरण	detail
शादी	nikah
शादी	jodoh
शादी	perkahwinan
शादी	berkhawin
शादी	wedding
शादी	kahwin
शादी	perkahwinan
शादी	kawin
उप	sub
पात्र	kontena
वेब	web
वेब	sesawang
संसद	parlimen
सन्दर्भ	rujukan
सन्दर्भ	rujukan
सन्दर्भ	reference
सन्दर्भ	konteks
सन्दर्भ	context
चेन्नई	chennai
परमाणु	nuklear
परमाणु	molekul
परमाणु	atom
आक्रमण	pencerobohan
आक्रमण	attack
आक्रमण	serangan
आक्रमण	serang
कार	car
कार	kereta
कार	cars
कार	kereta
केरल	kerala
जांच	kuar
जांच	siasatan
जांच	penyiasatan
जांच	penyelidikan
जांच	test
पत्थर	batu
आठ	lapan
विषयों	topik
टेनिस	tenis
पारंपरिक	traditional
पारंपरिक	tradisional
अकादमी	akademi
अकादमी	academy
सतह	permukaan
सतह	surface
देव	dev
देव	deo
आचार्य	acharya
युक्त	ukraine
अभियान	kempen
अभियान	kempen
घोषित	diisytiharkan
घोषित	isytihar
घोषित	declare
घोषित	mengumumkan
घोषित	diumumkan
घोषित	umumkan
लिखी	bertulis
लिखी	ditulis
सिस्टम	system
सिस्टम	sistem
सिस्टम	sistem
किनारे	bucu
किनारे	pinggir
किनारे	tepi
किनारे	tepi
कार्बन	carbon
कार्बन	karbon
प्रतिक्रिया	reaksi
प्रतिक्रिया	tindakbalas
प्रतिक्रिया	maklumbalas
प्रतिक्रिया	feedback
प्रतिक्रिया	sahut
प्रतिक्रिया	reaktif
प्रतिक्रिया	respon
गणित	matematik
गणित	matematik
गणित	mathematician
गणित	aritmetik
गणित	aritmatik
गणित	matematik
मौत	kematian
मौत	death
मौत	maut
मौत	ajal
विवाद	kontroversi
विवाद	pertikaian
विवाद	pertelingkahan
विवाद	perselisihan
विवाद	pertikaian
विवाद	pertikaikan
अली	ali
ग्रहण	gerhana
तकनीकी	teknikal
माँ	moms
माँ	maa
माँ	ibu
माँ	ibu
माँ	bonda
विष्णु	vishnu
मैदान	dataran
मैदान	maidan
मैदान	tanah
मैदान	ground
विमान	penerbangan
विमान	pesawat
विमान	aircraft
विमान	pesawat
औरंगाबाद	aurangabad
सक्षम	membolehkan
सक्षम	dibenarkan
सक्षम	berkebolehan
सक्षम	mampu
वातावरण	persekitaran
वातावरण	atmosfera
वातावरण	suasana
लागत	kos
लागत	kos
अलीगढ़	aligarh
सीधे	straight
सीधे	langsung
सीधे	directly
प्रेस	tekan
प्रेस	akhbar
रोमन	roman
रोमन	rom
मील	mile
मील	km
मील	miles
मील	mil
लोकसभा	parlimen
अज्ञात	anonymous
अज्ञात	awanama
रेखा	line
रेखा	garisan
रेखा	rekha
पार	rentas
पार	salib
पार	cross
पार	langar
लेखन	tulisan
लेखन	menulis
लेखन	penulisan
सेंट	sen
बोली	bid
बोली	bidaan
बोली	bidaan
नष्ट	dimusnahkan
नष्ट	hancur
नष्ट	musnahkan
परंपरा	tradisi
राशि	jumlah
राशि	amaun
दृष्टिकोण	pendekatan
दृष्टिकोण	approach
भाव	emosi
भाव	deria
भाव	akal
अल्मोड़ा	almora
हवा	bayu
हवा	sepoi
हवा	angin
पाठ	teks
पाठ	bacaan
पाठ	bacaannya
वैदिक	veda
गठन	bingkai
गठन	frame
गठन	bingkai
गठन	frame
गठन	pembentukan
गठन	formasi
नागरिक	civic
नागरिक	sivik
नागरिक	warganegara
नागरिक	citizen
अस्तित्व	kewujudan
अस्तित्व	survival
गंभीर	serious
गंभीर	kritikal
समझ	fahami
समझ	understanding
समझ	pengertian
समझ	memahami
समझ	pemahaman
किस	kiss
प्रशासन	pentadbiran
आदेश	mandat
आदेश	injunksi
आदेश	tempahan
आदेश	pesanan
आदेश	susunan
आदेश	tempah
आदेश	order
आदेश	pesanan
सैन्य	ketenteraan
सैन्य	tentera
अंदर	inside
अंदर	didalam
अंदर	indoor
अंदर	dalaman
छह	six
छह	enam
भाषाएँ	bahasa
भुगतान	bayaran
भुगतान	pembayaran
भुगतान	pembayaran
भुगतान	payment
उनसे	antaranya
उनसे	mereka
ध्वनि	sound
ध्वनि	bunyi
ध्वनि	bunyi
निवास	residence
निवास	kediamannya
निवास	kediaman
निवास	residences
अरबी	arab
हत्या	pembunuhan
हत्या	pembunuhan
हत्या	membunuh
हत्या	killing
हत्या	membunuh
पवित्र	suci
पवित्र	kudus
पवित्र	holy
पवित्र	keramat
विभाजित	dibagi
विभाजित	dibahagikan
विभाजित	dibahagi
विभाजित	cerai
विभाजित	split
विभाजित	bahagikan
इकाई	unit
इकाई	unit
अम्ल	asam
अम्ल	asid
आए	came
प्रबंधक	pengurus
प्रबंधक	manager
वही	sama
वही	same
संग्रहालय	muzium
संग्रहालय	muzium
जीता	menang
जीता	won
जीता	dimenangi
जीता	menang
मुद्रा	matawang
मुद्रा	pose
मुद्रा	wang
मुद्रा	duit
मतलब	bermaksud
मतलब	bererti
मतलब	ertinya
मतलब	mean
युवा	pemuda
युवा	belia
युवा	khadam
युवा	muda
युवा	young
युवा	mudanya
शहरों	bandaraya
शहरों	bandar
अंतरिक्ष	ruang
अंतरिक्ष	space
अंतरिक्ष	angkasa
संचार	komunikasi
संचार	komunikasi
प्रसारण	siaran
प्रसारण	penyiaran
प्रसारण	siaran
प्रसारण	broadcasting
प्रसारण	penyiaran
फुटबॉल	bolasepak
नियमित	biasa
नियमित	regular
नियमित	teratur
व्याख्या	note
व्याख्या	nota
व्याख्या	pentafsir
व्याख्या	takbir
व्याख्या	pentafsiran
व्याख्या	penjelasan
शेष	baki
शेष	berbaki
शेष	kiri
दावा	claim
दावा	tuntutan
दावा	mendakwa
दावा	tuntutan
मोबाइल	mobile
मोबाइल	bimbit
संभावना	peluang
संभावना	kemungkinannya
संभावना	berkemungkinan
संभावना	kemungkinan
संभावना	kebarangkalian
दिवस	hari
विधायक	mla
तर्क	hujah
तर्क	logik
आपके	your
विरुद्ध	terhadap
परीक्षा	test
परीक्षा	peperiksaan
परीक्षा	pemeriksaan
परीक्षा	exam
परीक्षा	peperiksaan
परीक्षा	ujian
पाई	pai
महाभारत	mahabharata
खाद्य	edible
बिक्री	sales
बिक्री	jualan
बिक्री	sale
इंटरनेट	internet
कर्नाटक	karnataka
पौड़ी	pauri
सम्मेलन	persidangan
सम्मेलन	konvensyen
रानी	ratu
रानी	queen
रानी	permaisuri
सिटी	city
सिटी	bandaraya
सिटी	bandar
सिटी	kota
अच्छे	good
अच्छे	gud
तुम	anda
तुम	kau
सिर	kepala
दबाव	tekanan
बोर्ड	papan
बोर्ड	papan
ख़ान	khan
ख़ान	kekhanan
फरवरी	februari
फरवरी	feb
नेशनल	national
नेशनल	kebangsaan
उर्दू	urdu
संसार	world
संसार	dunia
कोलकाता	kolkata
प्रतिनिधित्व	perwakilan
प्रतिनिधित्व	diagihkan
प्रतिनिधित्व	diwakilkan
विचारों	idea
प्रेरित	inspired
प्रेरित	diinspirasikan
प्रेरित	diilhamkan
प्रेरित	bermotivasi
समारोह	upacara
समारोह	jamboree
मस्तिष्क	otak
मस्तिष्क	brain
घरेलू	prt
घरेलू	domestik
जेम्स	james
प्रायः	kebiasaannya
प्रायः	biasanya
प्रायः	sering
प्रायः	kerap
मौसम	musim
मौसम	cuaca
मौसम	musim
अर्थात्	bermaksud
अर्थात्	bererti
अर्थात्	ertinya
भावना	emosi
भावना	sentimen
भावना	feeling
भावना	perasaan
भावना	roh
भावना	semangat
भावना	spirit
गुणवत्ता	kualiti
गुणवत्ता	quality
गुणवत्ता	berkualiti
छात्र	pelajar
छात्र	student
खाना	makanan
मिले	nemu
मिले	terjumpa
मिले	dijumpai
मिले	bertemu
निर्वाचित	terpilih
कैंसर	barah
कैंसर	kanser
इटली	itali
सिद्धान्त	siddhanta
सिद्धान्त	prinsip
सिद्धान्त	teori
विरोधी	bercanggah
विरोधी	bermusuhan
विरोधी	antagonis
राजवंश	dinasti
संक्रमण	peralihan
संक्रमण	jangkitan
घाटी	valley
घाटी	lembah
नियंत्रित	disederhanakan
नियंत्रित	dikawal
विलियम	william
विविध	misc
विविध	pelbagai
विविध	category
विकल्प	alternatif
विकल्प	opsyen
उद्यान	park
उद्यान	taman
होगी	will
होगी	akan
पशु	haiwan
पशु	haiwan
मुरादाबाद	moradabad
ज्यादातर	kebanyakannya
ईसाई	christian
ईसाई	kristian
प्रमाण	bukti
प्रमाण	kalis
प्रमाण	bukti
प्रमाण	buktinya
याद	ingat
कंपनियों	syarikat
मानसिक	psikik
मानसिक	mental
मानसिक	mental
फर्रुखाबाद	farrukhabad
रसायन	kimia
रसायन	kimia
रसायन	kimia
क्षेत्रफल	keluasan
क्षेत्रफल	kawasan
क्षेत्रफल	area
प्रभावी	berkesan
प्रभावी	efektif
विज्ञापन	mengiklan
विज्ञापन	advertising
विज्ञापन	pengiklanan
विज्ञापन	iklan
विज्ञापन	pengiklanan
विज्ञापन	mengiklan
विज्ञापन	iklan
विज्ञापन	ads
ईश्वर	allah
आसानी	kemudahan
अमरीका	amerika
अमरीका	america
शिकार	mangsa
शिकार	memburu
शिकार	pemburuan
शिकार	korban
रोगी	patient
रोगी	sabar
रोगी	pesakit
व्यावसायिक	vokasional
रूसी	rusia
क्रांति	revolusi
अधीन	bawah
अधीन	dibawah
अधीन	under
गुप्त	gupta
गुप्त	rahsia
गुप्त	disulitkan
गुप्त	tersulit
गुप्त	penyamaran
मंडल	mandala
ब्राह्मण	brahmana
ब्राह्मण	brahman
माने	mane
हृदय	jantung
हृदय	jantung
हृदय	hati
हृदय	heart
आयोग	komisen
आयोग	komisen
आयोग	suruhanjaya
आयोग	commission
हिंदू	hindu
शुद्ध	tulen
शुद्ध	murni
शुद्ध	pure
तीसरे	ketiga
चर्च	gereja
चर्च	gereja
चर्च	church
अपेक्षा	jangkaan
अपेक्षा	expectation
कार्यालय	kerja
कार्यालय	bekerja
कार्यालय	pejabat
कार्यालय	pejabat
कार्यालय	office
परिवहन	pengangkutan
परिवहन	pengangkutan
परिवहन	transport
स्टार	star
स्टार	bintang
वर्षा	hujan
वर्षा	rainforest
जनरल	umum
जनरल	jeneral
जनरल	general
संदेश	mesej
संदेश	mesej
मार	membunuh
मार	membunuh
मार	kill
मार	bunuh
परिचय	pengantar
परिचय	pengenalan
परिचय	perkenalan
परिचय	tentang
परिचय	perihal
परिचय	intro
परिचय	pengenalan
उत्पत्ति	asal
उत्पत्ति	asalnya
उत्पत्ति	genesis
उत्पत्ति	boya
उत्पत्ति	pelampung
मांग	permintaan
मांग	demand
देवता	dewa
सोवियत	soviet
दौर	pusingan
दौर	bulat
संचालन	operasi
संचालन	operasi
भौगोलिक	geografi
उपस्थित	menghadiri
उपस्थित	perserta
उपस्थित	penghadir
उपस्थित	hadirkan
उपस्थित	hadir
अस्पताल	hospital
अस्पताल	hospital
परिवर्तित	ditukar
परिवर्तित	diubahsuai
परिवर्तित	ditukar
पेश	presenting
स्वर	vokal
स्वर	vokal
स्वर	vokal
स्वर	swara
लघु	logaritma
लघु	minor
लाइन	line
लाइन	garisan
प्रश्न	menanya
प्रश्न	pertanyaan
प्रश्न	persoalan
प्रश्न	soalan
प्रश्न	soalan
प्रश्न	pertanyaan
आलोचना	kritikan
आलोचना	pengkritik
आलोचना	kritik
पहाड़ी	pahari
पहाड़ी	bukit
पहाड़ी	hill
जालस्थल	website
पुरानी	tua
पुरानी	old
पुरानी	older
पसंद	pilihan
पसंद	choice
पसंद	suka
पसंद	likes
सुझाव	saranan
सुझाव	cadangan
सुझाव	pengumpulan
सुझाव	saranan
सुझाव	cadangan
सुझाव	saranan
सुझाव	petua
सुझाव	tips
खेती	perladangan
खेती	bertani
खेती	pertanian
खेती	harvest
खेती	tuaian
लिखने	tulisan
लिखने	menulis
लिखने	penulisan
वर्णित	dihuraikan
वर्णित	digambarkan
वर्णित	diterangkan
विभाजन	divisyen
विभाजन	pembahagian
विभाजन	bahagian
विभाजन	divisyen
विभाजन	pembahagian
विभाजन	sekatan
विशेषता	atribut
विशेषता	kualiti
विशेषता	quality
विशेषता	berkualiti
भागलपुर	bhagalpur
कठिन	susah
कठिन	hard
कठिन	keras
कठिन	tough
कठिन	sukar
कड़ी	pautan
कड़ी	link
कड़ी	pautan
कड़ी	link
कड़ी	jirah
कड़ी	rantai
एकमात्र	sole
ईरान	iran
क्षेत्रीय	serantau
जान	tau
जान	kenali
जान	tahu
लड़ाई	pertempuran
लड़ाई	peperangan
लड़ाई	lawan
लड़ाई	berlawan
लड़ाई	bergaduh
लड़ाई	fight
परिभाषित	ditakrifkan
परिभाषित	ditakrif
अंश	frac
अंश	pecahan
ग्रामीण	pedalaman
रोड	jalan
रोड	road
प्रस्तावित	dicadangkan
प्रस्तावित	dicadang
गायक	penyanyi
गायक	singer
इस्लाम	islamisme
इस्लाम	islam
समुद्री	marin
समुद्री	marine
समझा	difahami
उनको	antaranya
उनको	mereka
उपयोगी	bermanfaat
उपयोगी	berguna
उपयोगी	membantu
उपयोगी	utiliti
कोशिका	sel
केंद्रीय	pusat
सत्र	sesi
सत्र	sessi
सत्र	sesi
सत्र	sessi
नारायण	narayana
नारायण	narayan
मिश्र	mesir
मिश्र	mishra
मिश्र	mesir
पहुँच	dalat
पहुँच	capaian
पहुँच	reach
पहुँच	capaian
पहुँच	kebolehcapaian
पहुँच	kebolehlihatan
पहुँच	menjangkau
पहुँच	mencapai
मेरा	lombong
मेरा	tambang
मेरा	mine
मिस्र	mesir
मिस्र	mesir
गणराज्य	republik
छात्रों	pelajar
छात्रों	murid
पुराना	tua
पुराना	old
पुराना	older
जम्मू	jammu
तेज	laju
सम्राट	maharaja
सम्राट	kaiser
वैसे	pula
वैसे	anyway
वैसे	bagaimanapun
नवंबर	november
नवंबर	nov
नवंबर	julai
सर	sir
सर	tuan
सर	encik
प्रवाह	flow
प्रवाह	aliran
अपराध	pengakuan
अपराध	jenayah
अमेरिकन	american
अमेरिकन	amerika
व्यक्तित्व	personaliti
जन	jan
यूनाइटेड	bersatu
यूनाइटेड	united
जापानी	jepun
जापानी	jepun
रॉक	batu
रॉक	rock
लंबी	tall
लंबी	panjang
लंबी	long
गेम	gaming
गेम	permainan
गेम	game
गेम	permainan
गेम	permain
गेम	permainan
गेम	games
गेम	game
अन्दर	inside
अन्दर	didalam
शास्त्र	shastra
संपत्ति	property
संपत्ति	hartanah
संपत्ति	aset
संक्षिप्त	singkatan
संक्षिप्त	ringkas
संक्षिप्त	taklimat
क्यों	mengapa
क्यों	sebabnya
गलत	salah
गलत	silap
गलत	salah
गलत	palsu
गलत	false
वर्मा	varma
वर्मा	verma
सर्वोच्च	supreme
सर्वोच्च	tertinggi
लेना	lena
भौतिकी	fizik
वाहन	lasak
वाहन	kenderaan
वाहन	kenderaan
फ़िल्में	movies
फ़िल्में	cereka
फ़िल्में	filem
सैनिक	soldier
सैनिक	perajurit
सैनिक	askar
सैनिक	ketenteraan
सैनिक	tentera
डेटा	data
स्थिर	statik
स्थिर	steady
स्थिर	mantap
दूध	susu
दूध	milk
विद्वानों	ulama
अशोक	asoka
मानना	believe
मानना	beriman
मानना	percaya
रखना	kekalkan
बाह्य	luaran
उपस्थिति	kehadiran
उपस्थिति	kehadiran
समूहों	berkumpulan
समूहों	kumpulan
समूहों	groups
आये	came
चूंकि	semenjak
चूंकि	since
चूंकि	sejak
होटल	hotel
होटल	hotel
होटल	hotels
उच्चारण	sebutan
साहित्यिक	sastera
पुरुषों	men
पुरुषों	mens
वृक्ष	pokok
वृक्ष	pokok
वृक्ष	pohon
वृक्ष	trees
निवेश	melabur
निवेश	pelabur
निवेश	pelaburan
निवेश	investment
निवेश	pelaburan
तत्वों	unsur
सत्य	satya
सत्य	kebenaran
सत्य	substantive
पुराण	purana
सौ	seratus
सौ	ratus
आंतरिक	interior
आंतरिक	dalaman
आंतरिक	dalaman
निकल	nikel
प्रत्यक्ष	obvious
प्रत्यक्ष	direct
मित्र	rakan
मित्र	rakan
मित्र	sahabat
दर्द	kepedihan
दर्द	sakit
दर्द	keperitan
दर्द	kesakitan
दर्द	pain
बिजली	eletrik
बिजली	elektrik
बिजली	kilat
बिजली	lightning
कार्ड	kad
कार्ड	perentas
कार्ड	card
कार्ड	kad
बिंदु	dot
बिंदु	takat
बिंदु	point
बुद्ध	buddha
स्टेडियम	stadium
स्टेडियम	stadium
हजार	ribu
अभाव	ketiadaan
रिलीज़	lepaskan
रिलीज़	pelepasan
रिलीज़	dedahkan
रिलीज़	release
रिलीज़	keluaran
शांति	ketenangan
शांति	peace
वितरण	delivery
वितरण	penghantaran
वितरण	agihan
वितरण	pengagihan
वितरण	pengedaran
आय	pendapatan
आय	pendapatan
आय	perolehan
आय	pendapatan
फाइनल	muktamad
फाइनल	final
फाइनल	final
फाइनल	finals
टेलीविजन	televisyen
दैनिक	harian
दैनिक	daily
न्याय	keadilan
फूल	bunga
फूल	flowers
फूल	bunga
फूल	flower
कल्पना	kalpana
कल्पना	imaginasi
प्राप्ति	jangkau
प्राप्ति	pemerolehan
प्राप्ति	pemerolehan
प्राप्ति	perolehan
प्रसार	sebarkan
दिल	dil
दिल	jantung
दिल	hati
दिल	heart
दिल	hati
दिल	hearts
गाने	lagu
गाने	songs
सुंदर	cantik
सुंदर	indah
सुंदर	cantik
सुंदर	molek
सुंदर	pretty
सुंदर	handsome
यानि	bermaksud
यानि	bererti
यानि	ertinya
हाउस	rumah
अफ़्रीका	afrika
इच्छा	keinginan
इच्छा	kemahuan
इच्छा	mengidam
भार	berat
खंड	seksyen
खंड	bahagian
खंड	sekat
खंड	block
मिश्रण	mix
मिश्रण	campuran
मिश्रण	campur
मिश्रण	campurkan
मिश्रण	campuran
मिश्रण	adun
मिश्रण	blend
समर्पित	berdedikasi
पहुंच	dalat
पहुंच	capaian
स्मारक	tugu
स्मारक	monumen
स्मारक	tugu
स्मारक	monumen
व्यास	diameter
प्यार	love
प्यार	cinta
प्यार	penyayang
लखनऊ	lucknow
आन्दोलन	gerakan
आन्दोलन	pergerakan
मंत्रालय	kementerian
आत्मा	jiwa
आत्मा	soul
आत्मा	roh
आत्मा	semangat
आत्मा	spirit
हे	amboi
पक्षी	burung
निवासी	resident
निवासी	penghuni
निवासी	penduduk
अंततः	akhirnya
डेविड	daud
डेविड	david
कह	ckp
कह	cakap
जंक्शन	junction
जंक्शन	simpang
खास	istimewa
खास	special
जलवायु	iklim
बांग्लादेश	bangladesh
तय	dibaiki
धारावाहिक	bersiri
धारावाहिक	episod
तारे	star
तारे	bintang
तारे	bintang
बनाना	mencipta
बाकी	berehat
बाकी	rest
बाकी	rehat
बाकी	baki
बाकी	berbaki
संत	sant
संत	saints
संत	saint
ऊंचाई	ketinggian
ऊंचाई	ketinggian
ऊंचाई	tinggi
ऊंचाई	height
उपग्रह	satelit
तुर्की	turkey
तुर्की	turki
तुर्की	halwa
तुर्की	turki
तुर्की	turkish
संस्कार	pengebumian
संस्कार	funeral
संस्कार	ritual
शंकर	shankar
अर्थव्यवस्था	ekonomi
बीमारी	penyakit
बीमारी	penyakit
बीमारी	penyakit
बीमारी	sickness
वार्षिक	tahunan
वार्षिक	tahunan
परिसर	premis
परिसर	complex
परिसर	kompleks
अधिकतम	max
अधिकतम	terberat
अधिकतम	maksimum
अधिकतम	maksima
अधिकतम	maksima
अधिकतम	maksima
वैश्विक	sejagat
वैश्विक	global
तभी	sahaja
अनिवार्य	wajib
अनिवार्य	hakiki
अनिवार्य	wajib
अनिवार्य	essential
अनिवार्य	penting
उपाधि	ijazah
उपाधि	darjah
सामान्यतः	kebiasaannya
हरियाणा	haryana
तारा	kebuluran
तारा	kebulur
तारा	star
तारा	bintang
द्वार	gate
द्वार	pintu
द्वार	door
द्वार	pintu
मुख्यतः	terutamanya
आनंद	enjoy
आनंद	anand
आनंद	ananda
कम्पनी	syarikat
रे	ray
स्थायी	kekal
लकड़ी	wooden
लकड़ी	kayu
लकड़ी	wood
कन्नौज	kannauj
गोल	rawak
गोल	gol
गोल	matlamat
गोल	goal
गोल	pusingan
गोल	bulat
तल	lantai
तल	floor
तल	bawah
तल	bawahnya
पू	poo
ऋण	loan
ऋण	hutang
ऋण	pinjaman
ऋण	minus
दास	das
नंबर	nombor
त्वचा	kulit
नोबेल	nobel
अधिकारियों	berwajib
अधिकारियों	pegawai
अधिकारियों	perwira
अधिकारियों	eksekutif
जटिल	huraikan
जटिल	complex
जटिल	kompleks
जटिल	merumitkan
जटिल	complicated
जटिल	rumit
हमला	attack
हमला	serangan
हमला	serang
आपूर्ति	bekalan
आपूर्ति	bekalan
अर्थशास्त्र	ekonomi
दर्ज	dirakam
दर्ज	direkod
हस्ताक्षर	penandatangan
हस्ताक्षर	menandatangan
हस्ताक्षर	tandatangan
हस्ताक्षर	tandatangan
कानूनी	legit
कानूनी	perundangan
कानूनी	legal
टिप्पणी	komen
टिप्पणी	nota
टिप्पणी	komen
डे	dey
स्मृति	smriti
स्मृति	ingatan
स्मृति	memory
वेद	veda
वेद	ved
वेद	veda
बागेश्वर	bageshwar
राजनैतिक	politik
तीव्र	laju
तीव्र	tropika
तीव्र	tegang
तीव्र	sengit
तीव्र	intense
सम्बन्धित	berkaitan
सम्बन्धित	terkait
सम्बन्धित	related
सम्बन्धित	berkait
हाइड्रोजन	hidrogen
चयन	memungut
राजनीतिज्ञ	pkr
यूनानी	greek
यूनानी	yunani
यूनानी	yunani
यूनानी	greece
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	emas
स्वर्ण	gold
ठोस	pepejal
ठोस	pejal
ठोस	padu
ठोस	ketara
सभ्यता	tamadun
मशीन	machine
मशीन	mesin
मशीन	mesingan
विदेश	asing
विदेश	foreign
दवा	ubat
दवा	perubatan
ऋषि	rishi
ऋषि	rishikesh
ऋषि	bijak
शेयर	kongsian
शेयर	perkongsian
गर्म	hot
गर्म	panas
सौर	suria
सौर	solar
चमोली	chamoli
पंथ	ikrar
पंथ	ugama
एशियाई	asian
एशियाई	asia
परिभाषा	takrifan
परिभाषा	definisi
पति	suaminya
पति	suami
सफेद	white
सफेद	putih
संधि	pakatan
संधि	perjanjian
वैकल्पिक	alternatif
वैकल्पिक	alternatif
वैकल्पिक	pilihan
जयपुर	jaipur
हार	kalung
हार	tewaskan
हार	kekalahan
समाधान	resolusi
समाधान	peleraian
समाधान	penyelesaian
समाधान	solution
समाधान	penyelesaian
जेल	penjara
जेल	penjara
जोड़ा	couple
हिमालय	himalaya
हिमालय	himalaya
राजमार्ग	lebuhraya
राजमार्ग	lebuhraya
राजमार्ग	highway
पेड़	pokok
पेड़	pokok
पेड़	pohon
पेड़	trees
कैरियर	kerjaya
कैरियर	carrier
कैरियर	pembawa
कैरियर	kerjaya
इंच	inch
इंच	inci
इंच	inchi
इंच	inci
डिजिटल	digital
श्रेष्ठ	superior
निगम	perbadanan
निगम	corporation
निगम	korporat
निगम	syarikat
आग	api
चैम्पियनशिप	championship
चैम्पियनशिप	kejohanan
चैम्पियनशिप	kejuaraan
शराब	alkohol
शराब	anggur
शराब	wain
पौधे	tanaman
पौधे	tumbuhan
पौधे	tanaman
पौधे	tumbuhan
जमीन	land
जमीन	tanah
जमीन	darat
जमीन	kontang
जमीन	tanah
जमीन	ground
खाने	makan
हाथों	tangan
बाज़ार	bazaar
बाज़ार	basar
बाज़ार	pasar
बाज़ार	pasaran
बाज़ार	pasar
बाज़ार	market
बाज़ार	pasaran
आदमी	lelaki
मस्जिद	masjid
मस्जिद	mosque
किरदार	aksara
किरदार	watak
नुकसान	kerugian
नुकसान	kerugian
नुकसान	kerosakan
महाराज	maharaj
लाने	kutip
रस	jus
रस	juice
ऑनलाइन	online
सेट	set
सेट	set
भेद	rahsia
फोन	phone
फोन	telefon
मनोविज्ञान	psikologi
मगध	magadha
शक्तिशाली	kuat
व्याकरण	tatabahasa
अवार्ड	penghargaan
अवार्ड	anugerah
कौन	sape
चिह्न	simbol
चिह्न	simbol
चिह्न	tanda
चिह्न	petanda
चिह्न	sign
चिह्न	tandatangan
चिह्न	ikon
चिह्न	icon
वर्गीकरण	pengelasan
वर्गीकरण	klasifikasi
