misionet	misións
përfshirja	implicación
përfitime	beneficios
përfitime	os
kualitet	calidade
leja	permiso
tortura	tortura
nenet	artigos
jen	iens
goran	goran
përmirësohet	mellorou
dënon	castigar
minute	minuto
minute	momento
minute	intre
minute	agarda
pregatitur	preparada
pregatitur	listo
pregatitur	preparado
matematikën	matemáticas
matematikën	matemática
matematikën	as
matematikën	matemáticas
ulëse	asentos
ulëse	sentar
ulëse	asento
ulëse	sitio
ulëse	senta
ulëse	séntese
ulëse	sente
sesion	sesión
litar	corda
operojnë	de
operojnë	operar
klasifikim	arranxar
laps	lapis
laps	boli
laps	lápiz
laps	pluma
ask	pedir
ask	preguntar
ask	pregunte
mitin	mito
seattle	seattle
rezistence	resistencia
rezistence	a
semi	sam
programuar	programada
programuar	programados
aplikacioni	aplicación
testi	probar
testi	proba
testi	exame
testi	probas
testi	de
testi	test
testi	exames
pikture	cadro
pikture	pintura
bore	neve
bore	impecable
uniforme	uniforme
pianos	piano
ditarin	revista
kenny	kenny
rivendosur	a
rivendosur	restaurar
qime	pelo
qime	cabelo
skenave	escenas
leter	carta
leter	letra
harvardit	harvard
ulen	senta
ulen	sente
ulen	sentar
price	prezos
price	prezo
price	precio
price	caché
price	valor
price	incalculábel
paga	soldo
paga	salario
gju	xeonllo
dritarja	fiestra
dritarja	xanela
dritarja	pola
markë	marca
triumfit	triunfo
besnikërinë	lealdade
esenciale	esencia
esenciale	esenciais
esenciale	esencial
shoqërorë	social
shoqërorë	sociais
shet	vender
shet	vende
shet	vende
shet	vender
habitur	abraiado
habitur	sorprendidos
habitur	sorprendeuse
habitur	sorprendeume
habitur	sorprende
habitur	sorprendido
reporter	xornalista
reporter	reporteiro
tingull	son
tingull	de
tingull	parece
skllevërit	escravos
marion	marion
promovimi	promoción
promovimi	ascenso
shikues	espectador
shikues	espectadores
shikues	audiencia
shtetasit	cidadáns
shtetasit	citizens
shtetasit	os
prirja	tendencia
prirja	coa
ndërgjegjen	consciencia
ndërgjegjen	a
ndërgjegjen	conciencia
ndërgjegjen	da
tell	dicir
tell	dille
shami	tecido
shami	pano
exchange	intercambio
reagime	reaccións
reagime	reacción
anëtarësimi	de
jackie	jackie
varfëria	pobreza
varfëria	a
hunda	nariz
hunda	o
hunda	no
gjithkund	todas
gjithkund	as
gjithkund	partes
gjithkund	por
gjithkund	en
gjithkund	everywhere
gjithkund	todo
gjithkund	todos
karrige	cadeira
vdekjeprurëse	mortal
vdekjeprurëse	pecados
propozoj	propoño
dekadë	década
djathi	queixo
lëngshëm	líquido
lëngshëm	líquida
komiteteve	comités
grimcë	de
grimcë	partículas
grimcë	partícula
shoke	camaradas
shoke	dos
shoke	compañeiros
rezultojnë	consecuencia
rezultojnë	resultado
hetim	investigación
rate	de
rate	taxa
rrëfimet	confesións
përgjegjësia	responsabilidade
përgjegjësia	a
krijoni	crear
krijoni	creamos
krijoni	unha
krijoni	crean
fajin	culpa
fajin	a
fajin	non
fajin	culpa
harroni	esquecer
harroni	esquezas
harroni	o
kombe	nacións
shprehën	se
banks	bancos
bisedat	conversas
bisedat	conversacións
thirrjet	chama
thirrjet	chamadas
thirrjet	á
thirrjet	as
thirrjet	chamada
thirrjet	trompetas
thirrjet	ninguén
aplikime	aplicacións
aplikime	para
sporte	deportes
sporte	deporte
rezolutë	resolución
investim	investimento
fusion	fusión
fusion	reactor
anembanë	ao
anembanë	longo
anembanë	todo
anembanë	por
anembanë	toda
anembanë	durante
barra	carga
tavolinë	mesa
angazhim	compromiso
angazhim	mecanismo
angazhim	de
angazhim	mecanismos
angazhim	cos
luginave	vales
mandela	mandela
bernburg	bernburg
bernburg	a
netët	as
netët	noites
netët	noite
netët	polas
stinët	estacións
mace	gato
mace	ao
turpshme	unha
nik	nick
vendosmëri	determinación
peshkim	pescar
peshkim	pesca
vincenzo	vincenzo
ekspozitat	exposicións
lakuriq	espido
dashurin	mozo
fushate	campaña
konsumuar	de
opozita	oposición
ideologji	ideoloxía
klanit	clan
klanit	do
klanit	dos
klanit	clans
thyerja	mesmo
dimrin	no
dimrin	inverno
dimrin	o
presidentja	presidente
presidentja	vicepresidente
presidentja	o
luti	moito
luti	moita
luti	moitos
luti	moitas
topat	canóns
topat	pelotas
topat	collóns
topat	ovos
topat	as
masakër	masacre
ironi	ironía
gates	gates
stream	río
stream	regato
llogaritje	cálculo
llogaritje	cálculos
files	arquivos
hungarinë	hungría
targat	pratos
gjest	xesto
gjest	aceno
ethet	febre
banjë	baño
banjë	cuarto
banjë	baño
gjuajtur	perseguidos
përparësitë	prioridades
përparësitë	as
pingul	plumb
trust	en
trust	confianza
trust	confiar
trust	confío
macet	gatos
shtim	incremento
shtim	aumento
shtim	a
shtim	incrementar
shtim	aumenta
shtim	aumentar
shoqerore	social
shoqerore	sociais
aids	sida
transformim	transformación
vënde	lugares
vënde	sitios
vënde	onde
treguesit	indicadores
mashtrim	fraude
cikle	ciclos
tetëdhjetë	aquí
hahet	desordes
hahet	comer
hahet	comendo
hahet	coma
hahet	a
hahet	comelo
financë	finanzas
guximi	valor
guximi	coraxe
guximi	valentía
guximi	valente
guximi	collóns
gare	carreira
gare	raza
gare	a
gare	internacional
egon	ego
aziatik	asiática
aziatik	asiático
aziatik	asiáticos
mizore	cruel
policë	poli
policë	policías
policë	policía
policë	polis
policë	policías
policë	axentes
snow	neve
snow	impecable
çifut	xudeu
çifut	bebé
çifut	xudeo
diamond	diamante
diamond	verdade
bij	fillos
bij	os
bij	mozos
anxhelos	ángeles
anxhelos	angeles
anxhelos	ánxeles
votua	votou
votua	votaron
mirësi	amabilidade
mirësi	bondade
skllav	de
skllav	escravos
skllav	escrava
fshatari	campesiño
presidente	presidente
presidente	vicepresidente
presidente	o
konkurrencës	competición
shpirtrave	almas
diskutimin	falar
diskutimin	a
qeverisëse	dominante
bord	xunta
bord	de
bord	reunión
bord	bordo
bord	comida
kapele	sombreiros
kapele	sombreiro
kapele	o
kapele	chapeu
kapele	sombreiriño
davidi	david
ghost	pantasma
ghost	espírito
triumfi	triunfo
certifikata	certificado
certifikata	partida
certifikata	de
certifikata	nacemento
gloria	gloria
ndërgjegje	consciencia
ndërgjegje	a
ndërgjegje	conciencia
ndërgjegje	da
privatë	privadas
privatë	privado
privatë	privada
privatë	privados
privatë	raso
privatë	soldado
buck	dólar
burojnë	células
burojnë	nai
dehur	bébedo
dehur	emborrachar
dehur	bébeda
dehur	un
dehur	bébedos
dehur	emborracheime
lui	louie
strip	de
stabilitetin	estabilidade
prezencën	presenza
prezencën	diante
prezencën	a
veza	ovo
thelbësisht	basicamente
thelbësisht	esencialmente
modë	moda
modë	a
soon	en
soon	canto
soon	axiña
soon	pronto
çatia	tellado
çatia	teito
plaçkitur	roubaron
hiroshima	hiroshima
reklamat	publicidade
dëshmitarëve	testemuñas
doris	doris
seksit	sexo
seksit	sexual
tommy	tommy
tommy	ei
blerje	compras
blerje	mercar
blerje	mercando
blerje	adquisición
aks	machada
moda	moda
moda	a
principet	principios
taksë	impostos
miu	rata
miu	rato
vetmia	fica
vetmia	illado
vetmia	soidade
inspiruar	inspiroume
mami	mamá
mami	mamá
mami	nai
mami	nai
mami	mamá
mami	mami
mami	mamá
mami	nai
pronarë	os
miqësia	amizade
miqësia	a
rebelimi	rebelión
rebelimi	rebeldes
mjegull	néboa
mjegull	brétema
step	paso
step	un
step	escala
partnere	socio
hearts	corazóns
hearts	corazón
vëzhgimi	enquisa
vëzhgimi	observación
kriminel	penal
kriminel	criminais
kriminel	criminal
kriminel	crime
pershendetje	ola
pinin	prendedor
politikanëve	políticos
netë	as
netë	noites
netë	noite
netë	polas
përgjegjësitë	responsabilidades
terrori	terror
ellen	ellen
singapor	singapur
ure	oco
ure	ponte
ure	bridge
dhëndri	noivo
dhëndri	mozo
princeshë	princesa
zene	moi
zene	ocupado
zene	ocupados
zene	negocios
zene	ocupada
prita	agardaba
rreziqe	riscos
holding	suxeitando
holding	a
holding	aguante
heroik	heroicos
mesues	profesor
mesues	mestra
mesues	mestre
mesuar	aprendín
mesuar	que
mesuar	aprenderon
mesuar	aprendemos
mesuar	aprendeu
mesuar	descubrimos
vrime	buraco
vrime	burato
vrime	furado
vrime	hole
marty	marty
tranzicioni	transición
rruget	rúas
rruget	polas
rruget	rúa
sister	irmá
sister	a
afta	quen
afta	de
afta	capaz
afta	capaces
afta	poder
drithëra	gran
enigma	crebacabezas
enigma	puzzle
tiger	tigre
tiger	tiger
tiger	do
gatimi	cociñar
gatimi	cociña
gatimi	cociñando
gatimi	comida
mendo	que
mendo	penso
mendo	pensar
mendo	creo
lamtumirë	deica
lamtumirë	bico
lamtumirë	adeus
staf	persoal
staf	bastón
staf	de
staf	plantilla
mëshira	misericordia
mëshira	piedade
mëshira	misericordioso
imunitar	inmunes
imunitar	inmune
imunitar	inmunitario
murtaja	peste
marks	marcos
arsenali	arsenal
arsenali	o
aplikacionit	aplicación
nënat	nais
opinione	opinión
opinione	opinións
frikshme	medo
helmuar	envelenáronme
helmuar	veleno
heronj	heroes
heronj	son
heronj	heroínas
infeksioni	infección
reputacionin	reputación
reputacionin	sona
karbon	carbono
guxon	se
guxon	atreven
guxon	a
funeral	funeral
funeral	enterro
luftimi	loita
luftimi	contra
luftimi	loitar
luftimi	loitamos
luftimi	combate
luftimi	pelexar
luftimi	combater
luftimi	de
luftimi	combate
luftimi	combates
luftimi	postos
pete	pete
taktika	táctica
vuajtjeve	sufrimento
vuajtjeve	de
vuajtjeve	sofre
bande	forzados
partneri	socio
mushkëri	pulmón
mushkëri	pulmóns
ndjeshmëri	empatía
mëngjesi	almorzo
mëngjesi	almorzar
toger	tenente
progres	progreso
progres	proceso
progres	progresos
progres	segue
institucionin	institución
kundërshtimi	obxección
plaga	ferida
classic	clásico
arriten	cheguei
arriten	á
arriten	chegou
arriten	chegamos
arriten	chegaron
arriten	a
arriten	chegar
vulë	filatelia
vulë	selo
vulë	foca
vulë	selo
lindë	nacín
lindë	naceu
lindë	nacer
lindë	naciches
lindë	nacen
kapitali	capital
kapitali	capitais
kapitali	capitol
kapitali	o
zgjimi	espertar
positive	positivo
positive	positiva
dobet	débil
diamanti	diamante
diamanti	verdade
sid	sid
predikues	sacerdote
misër	millo
misër	trigo
bilanci	equilibrio
bilanci	balance
bilanci	o
muzikantët	músicos
ilegal	ilegal
ekspertë	expertos
dështim	por
dështim	cardíacos
dështim	imaxinación
dështim	fracaso
dështim	fracasado
cope	peza
cope	anaco
cope	unha
shpikja	invento
shpikja	invención
lejohen	permitiu
lejohen	se
lejohen	permita
lejohen	lles
lejohen	permite
lejohen	non
lejohen	permiten
lejohen	vir
përfaqësimit	representación
arrihen	lograr
arrihen	independencia
fishekë	balas
fishekë	as
kartën	carta
kartën	tarxeta
kartën	de
kartën	unha
kartën	documento
fermerët	labregos
fermerët	agricultores
indianë	indios
mërzitur	aburrida
primitiv	primitivos
primitiv	primitiva
primitiv	primitivo
komplete	total
komplete	completa
komplete	completar
komplete	completo
errësira	escuridade
vertikalisht	verticais
vertikalisht	vertical
clara	clara
vajti	foi
vajti	fun
njësiti	unidade
paund	kg
paund	quilos
paund	kilos
paund	case
paund	libras
paund	tonelada
paund	toneladas
dawn	alborecer
dawn	amencer
arrestimi	deter
arrestimi	arresto
ndodhe	pasar
ndodhe	pasará
shërbëtor	servo
shërbëtor	criado
shërbëtor	bedel
mundësisht	posible
mundësisht	posiblemente
mundësisht	a
mundësisht	ser
mundësisht	pode
dënime	frases
spektër	espectro
shkrirja	fusión
shkrirja	derreter
ushtarakët	militares
ushtarakët	militar
ushtarakët	exército
indianët	indios
elefanti	elefante
statutet	estatutos
veturë	coche
veturë	auto
veturë	carro
kompjutera	ordenadores
kompjutera	computadores
aeroplanët	avións
aeroplanët	avións
aeroplanët	os
llogaritjet	cálculos
vdekjeve	mortes
aplikim	aplicación
kostumet	vestiario
kostumet	disfraces
mëkateve	pecados
mëkateve	agarimosa
mëkateve	pecado
lordi	señor
lordi	deus
lordi	lord
urinë	fame
borxhi	débeda
zeitung	zeitung
racore	racial
racore	raciais
wendy	wendy
edicion	edición
misteri	misterio
kufomat	cadáveres
altari	altar
posht	abaixo
aplikimet	aplicacións
aplikimet	para
prefekturën	prefeitura
përmbush	se
përmbush	coa
sonte	esta
sonte	noite
sonte	hoxe
clay	clay
mungese	falta
mungese	de
mungese	carecen
ritme	ritmos
ritme	ritmo
eksperimental	experimental
kushti	condición
kushti	situación
kushti	doenza
kushti	estado
fix	amañar
fix	establecer
fix	arranxar
fix	a
birmingham	birmingham
korrupsioni	corrupción
korrupsioni	da
tub	pipa
tub	cachimba
tub	con
tub	esta
tub	tubo
foton	foto
foton	imaxe
foton	fotografía
drame	drama
akses	acceso
akses	aos
sing	cantar
sing	canta
sing	cante
delet	ovellas
kalo	skip
kalo	mo
kembe	perna
kembe	pernas
kembe	unha
kembe	pata
shqetësuese	preocupa
absurde	absurdas
trung	maleteiro
mohimi	negación
quo	quo
oqean	océano
oqean	océanos
udhërrëfyes	guía
eugen	eugene
çelik	aceiro
çelik	de
çelik	ferro
çelik	o
çelik	raís
kostume	vestiario
kostume	disfraces
kostume	traxes
tatimi	impostos
lodra	xoguete
lodra	xoguetes
kompjuterat	ordenadores
kompjuterat	computadores
kolombi	columbus
fokusi	centre
fokusi	centrarse
fokusi	centramos
fokusi	centrarme
fokusi	foco
fokusi	focalizar
gay	homosexuais
gay	homosexual
orkestrës	orquestra
analizon	analizar
analizon	analizando
xhirimet	a
xhirimet	disparar
xhirimet	disparando
xhirimet	tiro
vitaminë	vitamina
kilogram	chan
seks	sexo
seks	sexual
rebel	rebelde
rebel	rebeldes
pasaportë	pasaporte
fatal	fatal
paraardhëse	anteriores
rron	vidas
rron	vida
rron	vive
depresion	depresión
depresion	deprimido
depresion	depresión
depresion	posparto
depresion	a
depresion	da
kërcënimi	acoso
kërcënimi	ameaza
hollandez	dutch
këndim	cantando
këndim	canta
këndim	cantar
këndim	que
ushtaret	soldados
ushtaret	os
dështon	falla
cave	das
cave	cavernas
cave	cova
hammer	martelo
dur	plano
parandalimi	prevención
përsërit	repite
përsërit	anda
përsërit	di
përsërit	repita
përsërit	repito
përsërit	dígoche
vendndodhje	lugares
pjesmarrja	participación
pirja	auga
pirja	café
pirja	bebendo
pirja	beber
stabiliteti	estabilidade
laboratori	laboratorio
laboratori	laboratorio
laboratori	no
shofer	condutor
shofer	de
shofer	o
shofer	permiso
kërko	buscar
kërko	procura
kërko	busca
pako	paquete
domosdoshmërisht	necesariamente
karolina	carolina
qeli	célula
qeli	cela
kontrate	contrato
batalione	batallóns
luanë	leóns
cilido	ninguén
cilido	calquera
cilido	alguén
cilido	a
lente	lentes
lente	lente
civilëve	civís
civilëve	xente
pier	peirao
hetimi	investigación
atlantic	atlántico
urgjente	urxente
sekreti	segredo
sekreti	secreto
sekreti	secreta
gjykimet	xuízos
erdhen	chegou
erdhen	veu
akuzë	acusación
akuzë	cargo
akuzë	mando
akuzë	cargos
akuzë	carga
tymi	fume
tymi	fumar
tymi	para
tymi	fumo
dhome	sala
dhome	habitación
dhome	cuarto
ndërhyrë	intervir
bastisje	redadas
veja	viúva
pastrim	limpando
pastrim	a
pastrim	limpeza
pastrim	da
auguste	auguste
eger	salvaxe
eger	salvaxes
ankth	pesadelo
ankth	ansiedade
bombardimet	bombardeo
përfundime	resultados
qan	prantos
qan	chora
qan	os
qan	chorando
qan	choraba
qan	chorar
qan	vergoña
qan	choras
qan	choran
pini	beber
pini	bebe
pini	copa
pini	prendedor
qejf	ben
qejf	divertido
qejf	divertida
shirat	chove
dixhital	dixital
dixhital	dixitais
rex	rex
vëzhgim	observación
shqisat	sentidos
shqisat	sentido
ekzistojne	existen
ekzistojne	existir
ekzistojne	existe
kasolle	casa
kasolle	cabana
reflekton	reflicte
reflekton	o
dënimet	frases
këshillë	punta
këshillë	dan
këshillë	propinas
drejtorëve	directores
krishter	christian
krishter	cristiáns
kapja	realidade
kapja	a
kapja	capturar
pantallona	pantalóns
pantallona	pantalón
pantallona	pantalóns
pantallona	ruta
pantallona	no
pantallona	os
pantallona	pantalón
pantallona	brancos
gps	gps
transparente	transparentes
transparente	transparente
plotesisht	totalmente
plotesisht	completamente
plotesisht	completo
plotesisht	por
zhdukja	extinción
zhdukja	desaparición
sebashku	xuntos
rrëfime	confesións
lumturia	felicidade
lumturia	a
lumturia	benestar
lumturia	ledicia
lig	malo
lig	malvada
farat	sementes
tifoz	fan
bashkepunim	cooperar
gjyqtari	xuíz
gjyqtari	xulgar
insektet	insectos
insektet	bugs
insektet	myers
pabarabartë	desigual
pabarabartë	desiguais
zbehtë	pálida
zbehtë	pálido
márquez	márquez
përmbysur	derrocar
përmbysur	derrubar
dekadën	década
matanë	en
matanë	todo
matanë	entre
matanë	por
matanë	cruzando
matanë	través
nocion	noción
nocion	idea
fyt	gorxa
kostum	para
kostum	satisfacer
kostum	traxe
lundrim	levádeme
transferim	transferir
transferim	traslado
raketa	foguete
mjekimi	medicamentos
mjekimi	medicamento
mjekimi	medicación
mjekimi	mellor
mjekimi	menciña
legjitime	lexítima
legjitime	lexítimo
ndiqni	seguir
ndiqni	seguen
ndiqni	siga
bujë	todo
perreth	redor
perreth	arredor
perreth	por
perreth	aquí
paraja	cartos
paraja	diñeiro
paraja	os
paraja	xiro
qytetari	cidadán
ikje	fuxida
ikje	escapar
ikje	da
ikje	fugarse
ikje	fuxir
ikje	fuga
markës	marca
çerdhe	cativos
preferojnë	preferimos
preferojnë	prefire
preferojnë	gusto
preferojnë	dos
preferojnë	prefiro
preferojnë	prefires
telashe	problema
telashe	problemas
bangalore	bangalore
tin	estaño
tin	metálico
vdekshmërisë	infantil
vdekshmërisë	mortalidade
mushkëritë	pulmón
mushkëritë	pulmóns
hitet	golpea
hitet	a
hitet	toca
etërit	pais
etërit	os
etërit	pai
rroftë	“
rroftë	sarabia
rroftë	”
rroftë	en
rroftë	galego
rroftë	saudamos
ago	anos
ago	meses
ago	fai
ago	hai
ago	días
luanët	leóns
publikë	público
publikë	pública
publikë	públicos
publikë	públicas
zvogëlimi	a
zvogëlimi	redución
zonjë	señora
zonjë	señora
zonjë	dama
zonjë	muller
zonjë	nai
planetet	planetas
arktik	ártico
fjal	palabra
ministre	ministro
ministre	ministra
ministre	pastor
ministre	cabinet
ministre	o
konsumi	consumo
autostradës	estrada
ekstra	de
ekstra	máis
ekstra	extra
ekstra	un
djale	neno
djale	rapaz
djale	mozo
djale	fillo
frut	froita
kafazi	gaiola
dështimin	a
këmb	pé
këmb	outro
këmb	infantaría
këmb	o
uniteti	unidade
bomb	bomba
paradise	paraíso
paradise	o
merre	a
paguan	paga
regjistrohen	rexistro
stella	stella
zimbabve	cimbabue
zimbabve	zimbawe
zimbabve	zimbabwe
ballafaquar	fronte
marrëveshjeje	acordo
prekje	tacto
prekje	toque
prekje	contacto
prekje	tocar
prekje	toques
basketbolli	baloncesto
basketbolli	básquet
majmunët	monos
qaj	chorar
qaj	chores
qaj	choro
qaj	berra
qaj	chorando
qaj	choraba
qaj	chorar
qaj	vergoña
qaj	choras
qaj	choran
refuzojnë	non
refuzojnë	se
shtegu	camiño
shtegu	senda
shtegu	seu
bandën	forzados
antare	membro
antare	da
antare	membros
varësia	dependencia
fraza	frases
fraza	frase
magazina	almacén
magazina	almacenamento
magazina	consigna
heshtja	silencio
heshtja	o
korridor	corredor
zjarret	lumes
dakort	acordo
dakort	de
dakort	concordo
dakort	dacordo
shërohet	recuperar
mendjet	mente
mendjet	mentes
mendjet	as
mendjet	nas
kozmik	cósmico
fletët	sabas
harmonia	harmonía
shiriti	cinta
mrs	señora
mrs	sra
focus	centre
focus	centrarse
focus	centramos
focus	centrarme
focus	foco
focus	focalizar
mësoj	ensino
mësoj	ensinar
mësoj	ensinarche
negociatave	negociación
dobësi	debilidade
ndryshoni	cambiar
ndryshoni	mudar
ndryshoni	cambio
halle	tía
librari	biblioteca
grupime	agrupacións
raul	raúl
klani	clan
klani	do
klani	dos
klani	clans
gjykime	xuízos
tym	fume
tym	fumar
tym	para
tym	fumo
athens	atenas
argëtimi	entretemento
blloqet	mazás
blloqet	de
gënjeshtra	xace
gënjeshtra	está
gënjeshtra	reside
gënjeshtra	mentira
gënjeshtra	mentiras
pastërtinë	pureza
pushkën	rifle
hite	golpea
hite	a
hite	toca
raki	brandy
kaseta	cinta
stafin	persoal
stafin	bastón
stafin	de
stafin	plantilla
aksidenti	accidente
aksidenti	de
maskë	máscara
dado	canguro
dado	neneira
ndjekja	da
ndjekja	busca
ndjekja	persecución
aventura	aventura
fshehtësi	segredo
fshehtësi	secreto
fshehtësi	secreta
proletariatit	proletariado
proletariatit	proletarios
llogarinë	relato
llogarinë	contas
llogarinë	conta
rrënoja	ruínas
trajnime	formación
trajnime	estudan
trajnime	adestramento
pihet	auga
pihet	café
pihet	bebendo
pihet	beber
kaos	un
kaos	caos
nyjeve	antros
nyjeve	articulacións
nyjeve	xiratorias
telefonin	teléfono
shpik	inventou
buzëqeshje	sorriso
buzëqeshje	sorrir
buzëqeshje	sorrí
befas	súpeto
befas	de
befas	repente
reich	reich
prokuror	fiscal
veq	xa
veq	de
veq	só
përfaqësimi	representación
afersisht	aproximadamente
këmishë	camisa
këmishë	camiseta
djeg	queimaduras
djeg	arde
djeg	queimalos
djeg	queiman
djeg	queimar
djeg	queimade
mjeshtra	mestres
lagjia	barrio
kopenhagenit	consenso
kopenhagenit	de
kopenhagenit	copenhaguen
kopenhagenit	copenhague
shijuar	probei
integritetin	integridade
bone	óso
ktu	aquí
mohojnë	negar
mohojnë	rexeitada
shekspirit	shakespeare
financial	financeira
studentet	estudantes
studentet	os
studentet	alumnos
studentet	aos
erdh	chegou
erdh	veu
trajnerët	educadores
mad	tola
mad	tolo
mad	enfadado
grafikë	gráficos
trafik	tráfico
dëmtojnë	ós
dëmtojnë	faime
dëmtojnë	dano
këpucë	zapatos
këpucë	os
këpucë	botas
këpucë	tenis
këpucë	zapato
binjake	picos
binjake	xemelgos
mut	merda
kurseve	cursos
prape	outra
prape	vez
prape	máis
prape	novo
prape	de
stresi	estrés
mekanizma	mecanismos
fluturon	moscas
fluturon	voa
fluturon	a
fluturon	voando
fluturon	voar
rebelim	rebelión
rebelim	rebeldes
ndonjehere	veces
ndonjehere	ás
lidhe	unha
lidhe	os
lidhe	gravata
lidhe	átenos
lidhe	garavata
share	compartir
share	comparten
share	compartimos
share	a
share	parte
krahasohen	comparar
krahasohen	comparamos
golf	golf
golf	ao
harron	non
harron	esquezamos
harron	a
altar	altar
uniforma	uniforme
qytetërim	civilización
internationale	o
internationale	xénero
hyre	entrou
hyre	na
hyre	entra
fermat	granxas
fytyre	facial
fytyre	faciais
ndërfaqe	interface
ndërfaqe	usuario
ndërfaqe	interfaces
daulle	batería
daulle	tambores
daulle	os
universin	universo
universin	do
mizor	cruel
gjysem	media
gjysem	metade
gjysem	medio
gjysem	a
amerikani	estadounidense
amerikani	americanos
amerikani	americana
amerikani	americano
fluturoi	sobre
shoferi	condutor
shoferi	de
shoferi	o
shoferi	permiso
mbërthyer	atascado
mbërthyer	que
mbërthyer	quedar
staff	persoal
staff	bastón
staff	de
staff	plantilla
dëshmitari	testemuña
autobus	autobús
autobus	parada
autobus	autocarro
kulturorë	cultural
diqka	algo
diqka	cousa
vellai	irmán
vellai	meu
gap	distancia
storm	treboada
krize	crise
tank	tanque
tank	depósito
udhëtarë	pasaxeiros
goje	boca
rogers	rogers
miratim	aprobación
greket	pásao
greket	líbranos
greket	entregar
lirim	liberación
lirim	lanzamento
lirim	en
lirim	liberdade
lirim	a
tretur	perder
greva	folga
greva	ataque
greva	¡
greva	que
greva	empece
greva	folgas
legjitim	lexítima
legjitim	lexítimo
ngrohte	calor
ngrohte	quentes
ngrohte	quente
ngrohte	cálida
garanci	garantía
garanci	garantir
santi	santi
pesti	quinta
pesti	quinto
ushtrimi	unha
ushtrimi	práctica
ushtrimi	practicar
ushtrimi	exercen
trenat	trens
bostonit	boston
bostonit	de
ndali	parei
ndali	de
ndali	parou
ndali	detívose
ndali	paramos
boshllëk	aspirador
boshllëk	aspiradores
punësimi	traballo
memorje	memoria
sëmur	enfermo
sëmur	enfermos
sëmur	enferma
diabeti	diabetes
preken	afectados
qera	renda
qera	aluguer
qera	alugar
eksploruar	explorar
gjykatësi	xuíz
gjykatësi	xulgar
teste	exames
teste	probas
teste	tests
polica	poli
polica	policías
polica	policía
polica	polis
polica	policías
polica	axentes
shejtani	satanás
shejtani	satán
shmang	evitar
ditëlindja	aniversario
pergjithmone	para
pergjithmone	sempre
pergjithmone	eternamente
zgjidhni	elixir
zgjidhni	escollen
zgjidhni	escoller
zgjidhni	que
zgjidhni	o
zgjidhni	a
zgjidhni	escolle
mekat	pecado
dhane	deume
dhane	deu
dhane	a
befasuese	sorprendente
befasuese	sorprendentes
kujtoj	lembrar
kujtoj	lembro
kujtoj	lembra
kujtoj	lembras
dorëzim	entrega
sekretare	de
sekretare	secretaria
sekretare	secretario
sekretare	estado
brumi	diñeiro
pergatitur	preparada
pergatitur	listo
pergatitur	preparado
misisipi	mississippi
gjithandej	todas
gjithandej	as
gjithandej	partes
gjithandej	por
gjithandej	en
gjithandej	everywhere
gjithandej	todo
gjithandej	todos
qoshe	esquina
qoshe	recuncho
avantazhin	vantaxe
konsensus	consenso
konsensus	copenhaguen
komitetet	comités
organin	órgano
pushimet	vacacións
pushimet	de
pushimet	vacacións
pushimet	vacacións
vallëzimi	baile
vallëzimi	baila
vallëzimi	bailar
vallëzimi	danza
vallëzimi	baile
vallëzimi	bailando
vallëzimi	bailar
vallëzimi	bailaba
dok	doc
kufizimi	restrición
opozitë	oposición
solare	solar
solare	noso
sidney	sidney
pranvere	primavera
pranvere	a
misterioz	misterioso
gjykatësit	xuíces
gjykatësit	os
gjyqtarët	xuíces
gjyqtarët	os
bjen	cae
shkatërrues	devastadora
sindroma	síndrome
sindroma	de
uritur	famentos
uritur	fame
tomi	tom
tomi	tommy
tomi	ei
policët	poli
policët	policías
policët	policía
policët	polis
kthetrat	canteiros
kthetrat	garras
tentativë	intento
tentativë	de
tentativë	intento
tentativë	de
majin	poden
majin	pode
majin	maio
majin	que
majin	podo
ndeshi	fronte
ndeshi	atopou
kashtë	feo
patriotizmi	patriotismo
falin	perdoar
falin	perdoamos
falin	perdóame
falin	desculpe
falin	perdoa
falin	perdóeme
falin	perdoe
ndëshkuar	castigar
ndëshkuar	castigada
ndëshkuar	castigado
thyerje	mesmo
strategjitë	estratexias
armën	arma
armën	arma
armën	pistola
armën	revólver
kripe	salgado
kripe	sal
guida	guía
motorr	máquina
motorr	motor
motorr	bicicleta
motorr	en
motorr	moto
motorr	bici
julie	julie
eduart	eduardo
eduart	edward
willie	willie
lexoj	lin
lexoj	ler
lexoj	leo
lexoj	le
perceptimi	percepción
singer	cantante
votoni	votamos
votoni	voto
votoni	votan
votoni	votar
votoni	votos
votoni	voten
raundi	redondo
raundi	redondos
raundi	xira
raundi	arredor
raundi	preto
peshe	peso
peshe	importancia
audiencë	audiencia
audiencë	público
audiencë	auditorio
pranga	cadeas
pranga	esposas
pranga	cadeas
pranga	as
shtypni	prensa
shtypni	o
shtypni	press
floriri	ouro
floriri	de
kurore	coroa
pritja	agardando
pritja	espera
pritja	a
pritja	esperar
pritja	esperando
pritja	agardar
vrapim	correr
vrapim	correndo
vrapim	a
tigër	tigre
tigër	tiger
tigër	do
balenë	balea
llogaria	relato
llogaria	contas
llogaria	conta
etje	sede
etje	sede
çarls	charles
çarls	carlos
terapia	terapia
terapia	de
grevë	folga
grevë	ataque
grevë	¡
grevë	que
grevë	empece
kon	con
inteligjente	intelixente
inteligjente	intelixentes
floket	pelo
floket	cabelo
lume	río
pijet	copas
kuqja	vermello
