και	un
τζαμάικα	jamaika
καμπύλη	līkne
σωκράτης	socrates
τούρκος	turk
τούρκος	turku
τούρκος	turcijas
επισκέφτηκε	apmeklēja
φήμες	baumas
τσεχοσλοβακία	čehoslovākijas
μεγέθη	izmēri
ταχύτητες	rīki
ταχύτητες	rīkiem
ταχύτητες	ātrumi
ταχύτητες	ātrumiem
εσείς	tu
εσείς	tevi
εσείς	jums
εσείς	tev
εσείς	jūs
περιμένει	gaidu
περιμένει	gaidot
περιμένει	gaida
περιμένει	gaidām
νείλου	nīlas
κυρίαρχο	dominējošo
κυρίαρχο	dominējošais
κυρίαρχο	dominējošā
κυρίαρχο	dominējošs
κυρίαρχο	suverēna
κυρίαρχο	suverēnas
περιστασιακά	neregulāri
φυλών	šķirnes
πρόκληση	challenge
πρόκληση	izaicinājums
λιμάνια	ostām
λιμάνια	pieslēgvietas
λιμάνια	ostas
ελίζαμπεθ	elizabete
ελίζαμπεθ	elizabetes
φυσικούς	fiziķi
ολλανδική	holandiešu
ολλανδική	nīderlandiešu
αντιγραφή	dublikāts
αντιγραφή	kopēt
αντιγραφή	kopiju
αντιγραφή	eksemplārs
αντιγραφή	kopija
αντιγραφή	kopē
αντιγραφή	kopēšana
αντιγραφή	kopēšanas
κολομβίας	kolumbijas
κολομβίας	kolumbija
κολομβίας	kolumbijas
τάφοι	kapenes
τάφοι	kapos
τάφοι	kapi
λιούις	luiss
λιούις	lūiss
ανέθεσε	pasūtīja
κόκκινα	sarkanie
κόκκινα	sarkani
κόκκινα	sarkano
κόκκινα	sarkana
κόκκινα	sarkanais
κόκκινα	sarkans
κόκκινα	sarkanā
χριστόφορος	kristofers
γέφυρες	tilti
φιλελεύθερο	liberāļu
ντέρμπι	derby
αρχηγοί	vadītāji
αρχηγοί	līderi
σύνοψη	kopsavilkums
διαθέσιμη	pieejams
διαθέσιμη	pieejami
διαθέσιμη	pieejamas
διαθέσιμη	pieejama
διαθέσιμη	pieejamie
υπολείμματα	atlikumi
υπολείμματα	atlikums
υπολείμματα	atlieku
υπολείμματα	atliekas
υπολείμματα	atlikumi
υπολείμματα	atliekām
υπολείμματα	atliekas
παρεκκλήσι	kapelā
αεροπλάνο	plakne
αεροπλάνο	plaknes
αεροπλάνο	lidmašīna
αεροπλάνο	lidmašīna
αεροπλάνο	lidmašīna
έρημο	tuksnesis
φθάνοντας	sasniedzot
φθάνοντας	sasniedz
ρίχτερ	rihters
εργαζομένων	strādnieki
εργαζομένων	strādājošie
συνωμοσία	sazvērestības
αναλυτική	analītiskā
ισχυρίστηκε	apgalvoja
ισχυρίστηκε	apgalvots
στέγη	jumts
αυστριακή	austrijas
τάσης	sprieguma
τάσης	spriegums
διαχωρισμό	segregāciju
διαχωρισμό	nošķiršana
επεκταθεί	paplašināta
επεκταθεί	paplašinātas
επεκταθεί	pagarināts
επεκταθεί	paplašināts
επεκταθεί	paplašinātā
επεκταθεί	vilktas
επεκταθεί	paplašināta
επεκταθεί	paplašinātas
επεκταθεί	paplašināts
συνταγματάρχης	pulkvedis
αρχηγείο	mītnes
αρχηγείο	mītne
αντιπροσωπεύουν	pārstāvēt
αντιπροσωπεύουν	pārstāv
νοτιοδυτική	dienvidrietumu
πιθανότητες	varbūtības
πιθανότητες	varbūtību
πιθανότητες	iespējamība
πιθανότητες	varbūtība
πιθανότητες	iespējas
πιθανότητες	izredzes
πιθανότητες	pretrunā
πιθανότητες	izredzes
πιθανότητες	iespējas
διαδηλωτές	demonstrantiem
διαδηλωτές	protestētājiem
διαδηλωτές	protestētājiem
λέσχη	klubā
λέσχη	club
λέσχη	klubs
λέσχη	kluba
κήπος	dārzs
κήπος	dārziņš
κήπος	dārzā
κήπος	dārza
κήπος	dārzam
στόχων	mērķi
καταδίκη	notiesāšanu
καταδίκη	nosodījums
καταδίκη	nosodījumu
καταδίκη	pārliecība
καταδίκη	pārliecību
μάλι	mali
παλαιστίνης	palestīnas
παλαιστίνης	palestīnā
εξαφάνιση	izzušana
εξαφάνιση	pazušanu
εξαφάνιση	pazušanas
εξαφάνιση	izzušana
εξαφάνιση	izmiršanas
κριτικοί	kritiķi
μάρμαρο	marmora
σύντομος	īsa
σύντομος	īsais
σύντομος	īsā
σύντομος	īsi
σύντομος	īss
σύντομος	īsi
αζώτου	slāpekli
αζώτου	slāpekļa
αζώτου	slāpeklis
μάθησης	mācīšanās
κοιμητήριο	kapi
εμπόδια	barjeras
εμπόδια	šķēršļi
εμπόδια	šķēršļi
ηλεκτρονίων	elektronu
αρχικός	sākotnējā
αρχικός	sākotnējais
αρχικός	oriģināls
αρχικός	sākotnējais
αρχικός	oriģinālā
αρχικός	sākotnējā
αρχικός	oriģināli
αρχικός	oriģināla
φάνηκε	likās
αγαπητέ	mīļie
αγαπητέ	dārgā
αγαπητέ	mīļā
βελτιώσεις	uzlabojumi
ήπειρος	kontinents
χάρβαρντ	hārvardas
θεότητες	dievības
υγρασία	mitra
υγρασία	mitrā
υγρασία	mitrums
υγρασία	mitrums
άμεσο	tiešā
άμεσο	tiešs
άμεσο	tiešais
άμεσο	direct
άμεσο	tieša
άμεσο	tūlītēji
άμεσο	tūlītēja
άμεσο	tūlītējas
άμεσο	nekavējoties
πακέτο	iepakojums
πακέτο	pakete
πακέτο	pakotne
αυστηρή	stingrā
αυστηρή	stingra
αυστηρή	stingrs
αυστηρή	stingri
μόνιμος	pastāvīgu
μόνιμος	pastāvīgs
μόνιμος	pastāvīgās
μόνιμος	pastāvīgā
μόνιμος	pastāvīga
δισ	miljardos
δισ	miljardi
δισ	miljards
διόρθωση	korekcija
διόρθωση	koriģēšana
διόρθωση	labojumi
διόρθωση	labojums
βενεζουέλα	venecuēlas
βενεζουέλα	venecuēla
δοκίμια	eseju
μάριο	mario
πλεονεκτήματα	ieguvumi
πλεονεκτήματα	pabalsti
πλεονεκτήματα	ieguvums
πλεονεκτήματα	labumi
πλεονεκτήματα	priekšrocības
επιτυχώς	sekmīgi
επιτυχώς	veiksmīgi
νομοθετική	likumdošanas
ραντάρ	radara
ραντάρ	radaru
αλγερία	alžīrija
κογκρέσου	kongresa
κάρλο	carlo
γειτονική	kaimiņos
γειτονική	kaimiņu
σαντιάγο	santjago
επίτροπος	komisārs
γιβραλτάρ	gibraltārs
καταστατικό	nolikums
καταστατικό	statūti
καταστατικό	statūti
καταστατικό	statūtos
κένεντι	kenedijs
ερμή	hermes
εκρήξεις	izvirdumi
χιλιετία	tūkstošgades
κινεζική	ķīnas
κινεζική	ķīnieši
κινεζική	ķīnietis
κινεζική	ķīniešu
απαίτηση	prasība
απαίτηση	pieprasījums
όμηρος	ķīlnieku
όμηρος	homērs
έρωτας	mīlestība
έρωτας	mīli
έρωτας	love
έρωτας	mīla
έρωτας	mīlu
λιοντάρι	lauva
συνδυάζει	apvieno
γενετική	ģenētisko
γενετική	ģenētiskā
γενετική	ģenētika
ενδιαφέροντα	intereses
ενδιαφέροντα	interesanti
ενδιαφέροντα	interesants
ενδιαφέροντα	interesantas
ενδιαφέροντα	interesanta
κατασκευάζεται	ražoti
κατασκευάζεται	izgatavota
κατασκευάζεται	izgatavots
κατασκευάζεται	izgatavo
κατασκευάζεται	ražots
πολλαπλές	vairāku
πολλαπλές	vairāki
ιατρικές	medicīnas
ιατρικές	medicīniskā
χτύπημα	trieciens
χτύπημα	hit
επίβλεψη	pārraudzība
επίβλεψη	pārraudzība
επίβλεψη	uzraudzība
ενορία	pagasts
ιστού	audus
ιστού	audu
ιστού	audos
ιστού	audi
γιουβέντους	juventus
αρχαιοτήτων	senlietu
παράθυρα	windows
παράθυρα	logus
παράθυρα	logi
μόνα	mona
βαρσοβίας	varšavas
βαρσοβίας	varšavā
πανηγύρι	godīgi
πανηγύρι	taisnīgs
πανηγύρι	taisnīgi
πανηγύρι	taisnīga
πανηγύρι	godīgu
πανηγύρι	godīgs
χιλιοστά	milimetriem
χιλιοστά	milimetri
διδάκτωρ	doktora
χριστίνα	kristīne
χριστίνα	kristīna
χριστίνα	kristīna
αξιοπιστία	ticamības
αξιοπιστία	uzticamība
αξιοπιστία	ticamība
αξιοπιστία	ticamības
αξιοπιστία	drošums
αξιοπιστία	ticamība
αξιοπιστία	uzticamība
στρατιώτης	kareivis
στρατιώτης	karavīrs
κομήτης	komēta
περιεκτικότητα	saturu
περιεκτικότητα	saturs
ανάκτηση	reģenerācija
ανάκτηση	atgūšanās
ανάκτηση	atveseļošanās
ανάκτηση	atveseļošanas
ανάκτηση	atgūšana
ανάκτηση	reģenerācija
κομήτη	komēta
τελ	tel
διακοπές	brīvdiena
διακοπές	brīvdienu
διακοπές	brīvdienas
διακοπές	atvaļinājums
διακοπές	brīvdienas
διακοπές	brīvdienām
μοχάμεντ	muhameds
μοχάμεντ	mohammed
μοχάμεντ	mohamed
ρώσους	krievi
ψηφίστηκε	nobalsoja
ψηφίστηκε	balsoju
ψηφίστηκε	balsoja
γεράκι	piekūns
εισόδημα	ienākumus
εισόδημα	ienākums
εισόδημα	ienākuma
εισόδημα	ienākumi
εισόδημα	ieņēmumi
αφαιρεθεί	izņemti
αφαιρεθεί	izņemts
αφαιρεθεί	noņemts
απαγορεύεται	aizliegta
απαγορεύεται	aizliegts
απαγορεύεται	aizliegtas
απαγορεύεται	aizliegta
απαγορεύεται	aizliegts
απαγορεύεται	aizliegtas
απαγορεύεται	aizliegti
έπεισε	pārliecināts
έπεισε	pārliecināja
έπεισε	pārliecināta
μοναχοί	mūki
φώτα	gaismas
εύα	eva
εύα	priekšvakarā
τζεφ	džefs
φεβρουάριος	februārī
φεβρουάριος	februāra
φεβρουάριος	februāris
λουξεμβούργο	luksemburgu
λουξεμβούργο	luksemburgā
λουξεμβούργο	luksemburga
αυξανόμενη	aug
αυξανόμενη	audzēšanas
αυξανόμενη	audzēšana
αυξανόμενη	pieaug
αυξανόμενη	palielinās
αυξανόμενη	palielināšana
αυξανόμενη	palielinot
διαδρομές	maršrutus
διαδρομές	takas
διαδρομές	ceļi
διαδρομές	braucieni
διαδρομές	maršruti
διαδρομές	ceļi
διαδρομές	maršrutus
επιδρομή	reida
εγκαταλείφθηκε	pamesti
εγκαταλείφθηκε	pamestas
εγκαταλείφθηκε	pamesta
εγκαταλείφθηκε	atcelts
εγκαταλείφθηκε	pārtraukts
εγκαταλείφθηκε	pārtraukta
εισιτήρια	biļetes
ακαδημαϊκή	akadēmiskā
ακαδημαϊκή	akadēmiskais
ενοποίηση	konsolidācija
ενοποίηση	integrēšana
ενοποίηση	integrācija
ισαάκ	īzaks
βροχή	lietus
λόφος	kalnā
φερνάντο	fernando
δώρα	dāvanas
δώρα	iepazīstina
δώρα	dāvanas
ομοιότητες	līdzības
σπαθί	zobens
σπαθί	zobenu
παρατηρήθηκε	novērotais
παρατηρήθηκε	novērotā
παρατηρήθηκε	novērota
παρατηρήθηκε	novērotas
παρατηρήθηκε	novērotās
παρατηρήθηκε	novērots
χάινριχ	heinrihs
επένδυση	ieguldījumi
επένδυση	ieguldīt
επένδυση	ieguldīšana
επένδυση	investīcijas
επένδυση	ieguldījums
επένδυση	ieguldījumi
λιβάνου	libānas
ροδόπης	rodopi
πρόσοψη	fasādes
πρόσοψη	fasādes
έντασης	intensitāte
συναντήσεις	sanāksmju
συναντήσεις	sanāksmes
συναντήσεις	tikšanās
συναντήσεις	sanāksmēs
συναντήσεις	sēdes
συναντήσεις	sastopas
συναντήσεις	rodas
ηθικό	noskaņojums
ηθικό	ētikas
ηθικό	ētiski
ηθικό	morālais
ηθικό	morālā
ηθικό	morālo
σημειώνοντας	atzīmējot
ερζεγοβίνη	hercegovina
ερζεγοβίνη	hercegovinā
υπεράσπιση	aizstāvība
υπεράσπιση	aizsardzība
υπεράσπιση	aizsardzības
υπεράσπιση	aizstāvība
υπεράσπιση	aizsardzība
εγχειρίδιο	rokasgrāmata
εγχειρίδιο	manuāla
εγχειρίδιο	rokasgrāmatā
εγχειρίδιο	rokasgrāmata
περιγραφές	apraksti
σημείωμα	piezīme
οξεία	akūts
οξεία	akūti
οξεία	akūta
οξεία	akūtas
οξεία	akūtu
εισέβαλε	iebruka
εκτελείται	izpildīts
φίλη	draugs
προστίθεται	pievienoti
προστίθεται	pievienots
προστίθεται	pievienota
φρούτα	augļi
φρούτα	auglis
φρούτα	augļus
φρούτα	augļi
μόντρεαλ	monreālas
περιβάλλοντα	apkārtne
περιβάλλοντα	apkārtnes
περιβάλλοντα	apkārtni
ίσο	vienlīdzīga
ίσο	vienlīdzīgi
ίσο	līdzvērtīgs
ίσο	vienāda
ίσο	vienāds
ορατό	redzams
ορατό	pamanāma
ορατό	redzami
ορατό	redzamais
ορατό	redzama
γιορτές	brīvdienas
γιορτές	brīvdienām
αυτόματο	auto
αυτόματο	automātiska
αυτόματο	automātiskā
αυτόματο	automātiski
αυτόματο	automātiskais
αυτόματο	automātisks
αριθμητικά	skaitliski
αυτοκράτειρα	empress
ημισφαίριο	puslodē
εντυπωσιακό	iespaidīga
εντυπωσιακό	iespaidīgi
εντυπωσιακό	iespaidīgs
σερβική	serbu
σερβική	serbijas
ειδήσεις	jaunumi
ειδήσεις	ziņas
αργή	lēni
αργή	lēna
αργή	lēns
καυσίμων	kurināmais
καυσίμων	degviela
καυσίμων	degvielas
μανουέλ	manuel
μανουέλ	manuels
χάνουν	pazaudēt
χάνουν	zaudē
χάνουν	zaudēt
αρνητικό	negatīvā
αρνητικό	negatīvs
αρνητικό	negatīvi
αρνητικό	negatīvas
αρνητικό	negatīva
άρμα	kariete
προσαρμογή	pielāgo
προσαρμογή	pielāgojums
προσαρμογή	regulēšana
προσαρμογή	korekcija
προσαρμογή	koriģēšana
προσαρμογή	pielāgošana
προσαρμογή	pielāgot
προσαρμογή	noregulēt
προσαρμογή	koriģēt
προσαρμογή	koriģē
προσαρμογή	pielāgošanās
προσαρμογή	pielāgošana
νομούς	prefektūrās
νομούς	prefektūras
στερεό	cietais
στερεό	cietā
στερεό	cieta
στερεό	ciets
κομνηνός	komnēns
περιπέτεια	piedzīvojumu
περιπέτεια	piedzīvojums
περιπέτεια	piedzīvojumi
μεταφραστεί	tulkots
μαντόνα	madonna
ευρωπαίοι	eiropiešiem
ευρωπαίοι	eiropiešu
ευρωπαίοι	eiropieši
επέβαλε	uzlikti
τεράστιες	milzīgi
τεράστιες	milzīgas
τεράστιες	milzīga
τεράστιες	milzīgs
μαθηματικό	matemātisko
θερμική	termiskā
ιντιάνα	indiana
εγκαίνια	atklāšanā
εγκαίνια	atvēršanās
εγκαίνια	atvēršana
εγκαίνια	atvēršanas
διάνυσμα	vektora
διάνυσμα	vektoru
θίασο	trupā
συνασπισμό	koalīcijas
συνασπισμό	koalīcija
πλησιάζει	tuvojas
πλησιάζει	tuvojoties
τομή	krustojumā
τομή	krustošanās
δημοφιλείς	tautas
δημοφιλείς	populāra
δημοφιλείς	populārs
λεία	gludas
λεία	gludi
λεία	netraucētu
λεία	raiti
λεία	gluda
λεία	laupījuma
κρατώντας	turēšana
κρατώντας	saimniecība
κρατώντας	turēšana
κρατώντας	holding
κρατώντας	saimniecības
κατευθύνσεις	virzieni
κατευθύνσεις	virzienos
κατευθύνσεις	norādījumi
χαμηλότερο	mazākais
χαμηλότερο	zemākā
χαμηλότερο	zemākais
χαμηλότερο	zemāko
χαμηλότερο	zemākā
χαμηλότερο	apakšējā
χαμηλότερο	zemāka
χαμηλότερο	zemākas
χαμηλότερο	zemāks
διδάσκει	māca
βοηθάει	palīdz
λωρίδες	plāksnītes
λωρίδες	sloksnes
λωρίδες	joslas
λωρίδες	svītras
σταδιακή	pakāpeniskās
σταδιακή	pakāpeniska
σταδιακή	pakāpeniski
πρι	prix
πλάγια	sānu
πλάγια	slīpraksts
επιτάχυνση	paātrinājums
επιτάχυνση	paātrinājuma
επιτάχυνση	paātrināt
επιτάχυνση	paātrinās
επιτάχυνση	paātrinās
επέτειο	jubileja
επέτειο	gadadiena
πότερ	poters
πότερ	potera
καλεί	ielūdz
καλεί	aicina
καλεί	zvaniem
καλεί	aicina
καλεί	zvanot
γειτονικές	kaimiņos
γειτονικές	kaimiņu
καταστολή	represijās
καταστολή	represijas
καταστολή	apspiešana
καταστολή	apspiest
καταστολή	apspiešanas
καταστολή	apspiešana
οριζόντια	horizontāls
οριζόντια	horizontālas
οριζόντια	horizontāli
οριζόντια	horizontālo
οριζόντια	horizontālā
οριζόντια	horizontāla
πελάτες	klienti
πελάτες	klientiem
πελάτες	klienti
πελάτες	klientus
πελάτες	klientiem
δημοσιεύσεις	amati
δημοσιεύσεις	ieraksti
δημοσιεύσεις	amatu
δημοσιεύσεις	publikācijas
ειδικοί	speciālisti
ειδικοί	eksperti
ειδικοί	ekspertus
βορειοανατολική	ziemeļaustrumu
αντοχή	stiprums
αντοχή	stiprība
αντοχή	spēka
αντοχή	izturība
αντοχή	spēks
αντοχή	izturība
αντοχή	izturības
αντοχή	noturība
αντοχή	pretošanās
αντοχή	rezistence
αντοχή	izturība
αντοχή	pretestība
αντοχή	izturību
αντοχή	izturība
αγόρια	zēniem
αγόρια	puikas
αγόρια	puiši
αγόρια	zēni
επεξεργαστή	procesora
επεξεργαστή	procesors
σλοβακία	slovākija
ιδιωτικά	privāti
ιδιωτικά	privāti
ιδιωτικά	privāta
ιδιωτικά	privātie
ιδιωτικά	private
ιδιωτικά	privātais
ιδιωτικά	privāts
θρίλερ	thriller
κοινός	kopējo
κοινός	bieži
θύελλα	vētra
θύελλα	vētras
θύελλα	vētru
θύελλα	negaiss
ιταλούς	itāļi
ξεπεράσει	pārvarēt
ακολουθείται	sekoja
πορτογαλικά	portugāles
πορτογαλικά	portugāļu
ταϊβάν	taivāna
ταϊβάν	taivānas
περίμενε	pagaidi
περίμενε	gaidi
περίμενε	gaidīt
τιμ	tims
κλείνει	noslēdz
κλείνει	aizver
κλείνει	slēdz
θέρμανση	karstums
θέρμανση	siltuma
θέρμανση	siltums
θέρμανση	apkures
θέρμανση	apkure
θέρμανση	siltumapgāde
μπουένος	buenos
πρόληψη	profilakse
πρόληψη	profilaksei
πρόληψη	novēršana
θέλοντας	vēlme
άνταμ	adam
νεκρό	mirusi
νεκρό	miris
νεκρό	beigts
νεκρό	miruši
αναθεώρηση	pārskatīšana
αναθεώρηση	pārskatīt
αναθεώρηση	pārskats
αναθεώρηση	pārskatīšanu
αναθεώρηση	pārskatīšana
επίτιμος	goda
προεδρικό	prezidenta
ανεπάρκεια	trūkums
ανεπάρκεια	nepietiekamība
καταλόγου	direktorija
καταλόγου	direktoriju
καταλόγου	mape
σκιά	ēnas
σκιά	ēnu
σκιά	ēna
σκιά	ēnā
εξαγωγή	eksportēt
εξαγωγή	eksports
καθυστέρηση	kavēšanās
καθυστέρηση	aizkavēšanās
καθυστέρηση	aizture
καθυστέρηση	kavēšanās
καθυστέρηση	aizkavēšanās
καθυστέρηση	kavējumi
καθυστέρηση	aizkavēta
καθυστέρηση	kavēta
καθυστέρηση	kavējas
καθυστέρηση	atliktā
συνομοσπονδία	konfederācija
συνομοσπονδία	konfederāciju
αποκάλυψε	atklāt
αποκάλυψε	atklāj
αποκάλυψε	atklājās
αποκάλυψε	atklāja
εκφράζεται	izteikts
διαφωνίες	strīdus
διαφωνίες	domstarpības
διαφωνίες	strīdi
διαφωνίες	domstarpības
διαφωνίες	nesaskaņas
επιβατών	pasažierus
επιβατών	pasažieri
επιβατών	pasažieriem
επιβατών	pasažieru
επιβατών	pasažiera
επιβατών	pasažieri
επιβατών	pasažieris
αγροτικές	lauku
συλλογική	kolektīvu
συλλογική	kolektīvi
συλλογική	kolektīva
συλλογική	kolektīvs
συλλογική	kolektīvā
προστάτης	aizsargs
προστάτης	prostatas
προστάτης	patron
λειψία	leipcigas
αντιγόνη	antigone
κατάστημα	veikals
κατάστημα	veikalā
κατάστημα	veikala
κατάστημα	veikals
κατάστημα	glabāt
κατάστημα	uzglabāt
σι	cee
συντονισμού	koordinācija
συντονισμού	saskaņošana
συντονισμού	koordinēšana
λιβύης	lībija
λιβύης	lībijas
λιβύης	lībija
λιβύης	lībijas
επηρεάζουν	ietekmēt
απεικονίσεις	ilustrācijas
τσάρος	caram
νότιος	dienvidu
ξένοι	svešiniekiem
ξένοι	ārzemniekiem
χούντα	hunta
χούντα	huntu
ξεκάθαρα	skaidri
παραγγελία	pasūtot
παραγγελία	pasūtījums
παραγγελία	kārtība
παραγγελία	pasūtīt
παραγγελία	rīkojums
παραγγελία	secība
αγαθά	preces
απειλές	apdraudējumi
απειλές	draudi
εχθρό	pretinieks
εχθρό	ienaidnieks
περίοδοι	periodi
σκληρά	cieto
σκληρά	smagi
σκληρά	cietās
σκληρά	grūti
σκληρά	cietais
φιλοξένησε	uzņēma
φιλοξένησε	rīkoja
πόρτες	durvis
αυτοβιογραφία	autobiogrāfija
τζέιν	džeina
κατατάχθηκε	iesaukts
ούρα	urīns
ούρα	urīnā
ούρα	urīnu
ούρα	ura
πυρηνική	kodolenerģijas
πυρηνική	kodolenerģija
ανάμνηση	atmiņa
ανάμνηση	atmiņas
υπολογιστής	kalkulators
υπολογιστής	datoram
υπολογιστής	datoru
υπολογιστής	dators
δαβίδ	deivids
δαβίδ	dāvids
δαβίδ	david
εγγραφή	ierakstīšana
εγγραφή	reģistrēšana
εγγραφή	ierakstīšanas
εγγραφή	reģistrācija
εγγραφή	reģistrēšana
εγγραφή	reģistrēšanās
εγγραφή	reģistrācija
απέδειξε	pierādīts
απέδειξε	jāpierāda
απέδειξε	pierādīt
ταχεία	paātrināto
ταχεία	paātrināta
ταχεία	ātra
ταχεία	ātrs
ταχεία	straujš
κινηματογραφικό	cinematic
σιμόν	simona
σιμόν	simons
μπουν	būna
ολυμπία	olimpijas
εξωτερικός	ārējais
εξωτερικός	ārējs
εξωτερικός	ārējā
άξονας	ass
άξονας	ass
άξονας	virziens
άξονας	asi
προφήτης	pravietis
φαινόταν	likās
συμεών	semjons
συμεών	simeons
ανώνυμος	anonīmi
ανώνυμος	anonīma
ανώνυμος	anonīmā
ανώνυμος	anonīms
παρατήρησε	novērot
παρατήρησε	novēro
αντιπρόσωπος	pārstāvis
αντιπρόσωπος	deleģēt
πεν	penns
πεν	pen
βαρέων	smagsvara
ζωντανό	dzīvs
ζωντανό	dzīva
αναγνωρίσει	atpazīt
αναγνωρίσει	identificē
αναγνωρίσει	identificēt
εισαγωγής	imports
εισαγωγής	importēt
εισαγωγής	importē
νιγηρία	nigērija
νιγηρία	nigērijā
λούις	luiss
λούις	lūiss
λούις	luiss
λούις	luis
σταθερές	konstantes
ντουέτο	duet
ντουέτο	duo
βακτήρια	baktēriju
βακτήρια	baktērija
βακτήρια	baktērijas
κακώς	slikti
κακώς	vāji
επιτροπές	komisijas
επιτροπές	komitejas
επιτροπές	komitejām
επηρεάστηκε	ietekmēts
επηρεάστηκε	ietekmējis
καρκίνος	vēzis
μπανγκλαντές	bangladešas
μπανγκλαντές	bangladeša
ονοματολογία	nomenklatūras
ονοματολογία	nomenklatūra
πρόσφερε	piedāvātie
πρόσφερε	piedāvātas
πρόσφερε	piedāvātais
πρόσφερε	piedāvāts
πιλότος	pilotam
πιλότος	pilota
πιλότος	pilots
πιλότος	izmēģinājuma
σόφια	sofijā
σόφια	sofija
αμβούργο	hamburgas
αμβούργο	hamburg
αμβούργο	hamburgā
αυτοκρατορικό	imperial
στόχοι	mērķi
στόχοι	mērķi
στόχοι	mērķi
στόχοι	mērķus
στόχοι	mērķi
ψηλότερο	garāka
εκτελεστική	izpildvaras
εκτελεστική	izpildu
κάθριν	katrīna
ισχύς	stiprums
ισχύς	stiprība
ισχύς	spēka
ισχύς	izturība
ισχύς	spēks
ισχύς	power
ισχύς	jaudas
ισχύς	jauda
ισχύς	vara
συμφωνεί	piekrīt
νομοθετικό	likumdošanas
υπεύθυνο	atbildīgais
υπεύθυνο	atbildīgs
υπεύθυνο	atbildīga
υπεύθυνο	atbildīgā
υπεύθυνο	atbildīgās
χωρίζει	atdala
χωρίζει	šķir
οροπέδιο	plato
εκδίκηση	atmaksa
εκδίκηση	atriebība
εκδίκηση	atriebība
στρατηγοί	ģenerāļi
οδύσσεια	odisejā
αποθήκευσης	uzglabāšana
αποθήκευσης	glabāšana
ταξιδεύει	ceļo
ταξιδεύει	ceļo
άντριου	endrū
πράγα	prāgas
πράγα	prāga
πράγα	prāgā
ετυμολογία	etimoloģija
μάθημα	mācība
μάθημα	nodarbība
μάθημα	šķira
μάθημα	klase
χιούστον	hjūstona
ερασιτεχνικό	amatieru
παράθυρο	logu
παράθυρο	logā
παράθυρο	logs
παράθυρο	loga
προτεραιότητα	prioritāte
κατοικούν	apdzīvo
μαδαγασκάρη	madagaskaras
εισάγει	ievieš
γυμνό	kaila
γυμνό	kails
γυμνό	neapbruņotu
ουράνια	debesu
ουράνια	debess
δέκατο	desmitais
δέκατο	desmitā
αποκαλύφθηκε	atklājās
αποκαλύφθηκε	atklāja
δημιουργού	radītāju
δημιουργού	radītājs
δημιουργού	radītāja
μετα	pēc
ορίζοντα	horizonta
ινδική	indiešu
ινδική	indijas
κινηματογράφος	kino
αδελφές	māsas
απλός	vienkārši
απλός	vienkāršs
απλός	vienkārša
απλός	vienkāršas
απλός	vienkāršā
πουλί	gailis
πουλί	putns
πουλί	putnu
επανειλημμένα	atkārtoti
πάγκο	skaitītājs
πάγκο	skaitītāja
πάγκο	stends
πάγκο	stenda
αγαπημένη	mīļākie
αγαπημένη	mīļākās
αγαπημένη	mīļākais
αγαπημένη	mīļākā
αγαπημένη	mīļoto
αγαπημένη	mīļotā
γιανγκ	jaņ
μορίων	molekulas
δωμάτια	telpas
πύργους	torņi
προστάτη	aizsargs
προστάτη	prostatas
ζήτηση	pieprasījums
συγκεντρώνει	apkopo
λείπουν	pietrūkst
λείπουν	trūkst
λείπουν	pazudusi
λείπουν	pazudis
προτεινόμενη	ieteikts
προτεινόμενη	ierosināja
προτεινόμενη	ieteica
προτεινόμενη	ierosināts
προτεινόμενη	ieteikts
προτεινόμενη	ieteicams
προτεινόμενη	ieteikta
προτεινόμενη	ieteica
προτεινόμενη	ierosināts
προτεινόμενη	ierosinātā
προτεινόμενη	ierosināta
προτεινόμενη	piedāvātais
προτεινόμενη	ierosinātie
ιππείς	jātnieki
ιππείς	braucējiem
δοκίμιο	eseju
τοίχους	sienas
τοίχους	sienām
οδηγοί	vadītāji
οδηγοί	autovadītāji
οδηγοί	vadītājiem
οδηγοί	šoferi
μισή	pusi
ιδρυτές	dibinātāji
πάρκα	parkos
πάρκα	parki
σταθερότητα	stabilitāte
σταθερότητα	stabilitāti
μίνι	mini
άρχοντα	pavēlnieks
άρχοντα	kungs
αυτοκτονία	pašnāvības
αυτοκτονία	pašnāvība
αυτοκτονία	pašnāvību
καταλυτική	katalītiskā
ευαγγέλιο	evaņģēlijs
νεότερο	jaunākie
νεότερο	jaunāko
νεότερο	jaunākās
νεότερο	jaunāks
νεότερο	jaunākas
διορίζεται	iecelti
διορίζεται	iecelta
διορίζεται	iecelts
γύρους	apļus
γύρους	kārtas
γύρους	kārtās
φραντσέσκο	frančesko
αιχμαλωσία	uztveršanas
αιχμαλωσία	uztveršana
αιχμαλωσία	nebrīvē
χέπμπορν	hepberna
περιστατικά	starpgadījumiem
περιστατικά	incidentiem
περιστατικά	incidenti
γραμμάρια	gramos
γραμμάρια	gramus
γραμμάρια	grami
υποστηρικτής	atbalstītājs
υποστηρικτής	atbalstītāja
ικανός	kvalificētu
ικανός	spējīgs
ικανός	spēj
ικανός	spējīgi
λεωφόρος	boulevard
λεωφόρος	avenue
λεωφόρος	šosejas
λεωφόρος	šoseja
βίο	bio
άπειρο	bezgalīgu
άπειρο	bezgalība
λευκός	balti
λευκός	balta
λευκός	balts
λευκός	baltais
λευκός	baltā
καταστραφεί	iznīcināta
