மற்றும்	in
அமைதி	tiho
அமைதி	miren
அமைதி	umirjeno
ஐந்தாம்	petič
ஐந்தாம்	peta
ஐந்தாம்	peto
ஐந்தாம்	peti
வழக்கமான	redno
வழக்கமான	redni
வழக்கமான	redna
பண்பாட்டு	kulturno
பண்பாட்டு	kulturne
பண்பாட்டு	kulturni
பண்பாட்டு	kulturna
இருபது	twenty
இருபது	dvajset
பீட்டர்	peter
பீட்டர்	petra
விஜய்	vijay
வேகம்	hitrosti
வேகம்	hitrost
வேகம்	hitri
வேகம்	hiter
வேகம்	hitra
வேகம்	hitro
உளவியல்	psihologijo
உளவியல்	psihologija
சதவீதம்	odstotek
சதவீதம்	odstotek
பாலியல்	spolno
பாலியல்	seksualno
பாலியல்	spolno
பாலியல்	spolna
அருங்காட்சியகம்	muzej
காட்டுகிறது	prikazovanje
காட்டுகிறது	pokaže
காட்டுகிறது	prikaže
காட்டுகிறது	oddaje
காட்டுகிறது	oddaj
புவி	zemeljska
புவி	zemlja
புவி	zemlje
புவி	zemljo
மன	duševno
மன	mentalno
மன	duševna
இரும்பு	železo
இரும்பு	železov
இரும்பு	železna
இரும்பு	železa
பழமையான	legend
பழமையான	legenda
பழமையான	klasika
பழமையான	klasično
பழமையான	klasična
பழமையான	klasičen
பழமையான	klasični
செயற்கை	sintetične
செயற்கை	sintetična
செயற்கை	sintetični
செயற்கை	sintetičnih
செயற்கை	umetne
செயற்கை	umetna
செயற்கை	umetno
செயற்கை	umetni
செயற்கை	umetnega
நீதி	pravosodje
நீதி	pravičnost
நீதி	pravica
முடிந்தது	končano
முடிந்தது	zaključene
முடிந்தது	izpolnjeno
முடிந்தது	končana
முடிந்தது	zaključena
முடிந்தது	končano
முடிந்தது	končala
முடிந்தது	končana
முடிந்தது	storjeno
முடிந்தது	končano
முடிந்தது	opravljeno
முடிந்தது	narejeno
முறைமை	način
தண்டனை	kazen
தண்டனை	kazni
தண்டனை	kazen
தண்டனை	kaznovanje
ஒன்றும்	nič
நாவல்	roman
நாவல்	romana
ஜப்பான்	japonska
ஜப்பான்	japonsko
உதவுகிறது	pomaga
சந்திப்பு	termin
சந்திப்பு	imenovanje
சந்திப்பு	seji
சந்திப்பு	srečanje
சந்திப்பு	sestanek
சந்திப்பு	spoznaj
மன்றங்கள்	forumih
வாயு	bencin
வாயு	gas
வாயு	plin
ராபர்ட்	robert
வழிபாடு	čaščenje
வழிபாடு	častijo
சிங்கள	singalščina
தொல்லியல்	arheološki
தொல்லியல்	arheologija
உயரமான	višji
உயரமான	višja
அறிவிக்கப்பட்டது	napovedano
அறிவிக்கப்பட்டது	napovedala
கணக்கெடுப்பு	oštevilčenje
மனிதர்கள்	ljudje
பரிமாற்றங்கள்	transakcije
அரங்கம்	gledališče
அரங்கம்	stadion
அரங்கம்	avditorij
சூழலில்	okolje
காணப்பட்டது	opažena
காணப்பட்டது	opažen
காணப்பட்டது	opazili
காணப்பட்டது	opaženo
மரங்கள்	dreves
மரங்கள்	drevje
மரங்கள்	drevesa
எடுத்துக்காட்டு	zgled
எடுத்துக்காட்டு	primer
மாதங்கள்	meseci
மாதங்கள்	meseca
மாதங்கள்	mesece
மாதங்கள்	mesecev
வடக்கே	severna
வடக்கே	severni
வடக்கே	severno
வடக்கே	sever
தூரம்	oddaljenost
தூரம்	razdalja
அவசியம்	zahtevana
அவசியம்	zahtevani
அவசியம்	zahtevan
அவசியம்	zahtevano
மாநாடு	konferenca
மாநாடு	vrh
மாநாடு	konvencija
மாநாடு	konvencijo
மாநாடு	konvencije
ஆண்டுதோறும்	letno
சொல்லும்	povej
சொல்லும்	pove
சொல்லும்	pripoveduje
விலங்கு	živalsko
விலங்கு	živalska
விலங்கு	žival
விலங்கு	živali
தயாரிப்பாளர்	proizvajalec
தயாரிப்பாளர்	producent
தயாரிப்பாளர்	proizvajalec
தயாரிப்பாளர்	proizvajalca
தயாரிப்பாளர்	izdelovalec
படுகொலை	atentat
படுகொலை	masaker
படுகொலை	pokol
அல்லாத	non
பூ	cvet
பூ	cveta
பூ	roža
பூ	rožica
பூ	bu
பூ	boo
யானை	slon
யானை	slona
வணிகம்	komercialni
வணிகம்	komercialna
வணிகம்	komercialne
வணிகம்	reklama
வணிகம்	komercialno
வணிகம்	poslovanje
வணிகம்	posel
வணிகம்	posli
வணிகம்	trgovanje
வணிகம்	trgovina
வணிகம்	menjava
கல்	stone
கல்	kamna
கல்	kamen
அமைந்திருக்கும்	nahaja
மண்டபம்	hall
மண்டபம்	dvorana
மண்டபம்	hodnik
இசையமைத்த	sestavljeno
நூறு	sto
பாலம்	most
பாலம்	bridge
சார்	gospod
சுற்றுச்சூழல்	okolje
சுற்றுச்சூழல்	okoljsko
சுற்றுச்சூழல்	okoljski
கல்வெட்டு	napis
தாயார்	mater
தாயார்	mamo
தாயார்	mati
அதிகாரி	uradnik
அதிகாரி	uradna
அதிகாரி	uradno
அதிகாரி	uradni
அதிகாரி	častnik
அதிகாரி	policist
புள்ளிகள்	točki
புள்ளிகள்	točk
புள்ளிகள்	točke
புள்ளிகள்	zadetek
புள்ளிகள்	rezultat
மைக்கேல்	mihael
மைக்கேல்	michael
புத்தகம்	knjigo
புத்தகம்	knjiga
கட்டிடங்கள்	stavbe
கட்டிடங்கள்	stavb
கட்டிடங்கள்	poslopja
கட்டிடங்கள்	zgradbe
மதம்	religija
மதம்	religije
மதம்	religijo
மதம்	vera
மதம்	vere
ஈடுபாடு	zaroka
ஈடுபாடு	vključenost
பள்ளிகள்	šole
பள்ளிகள்	šol
வீடியோ	posnetek
வீடியோ	video
வீடியோ	videoposnetek
வெளியில்	ven
வெளியில்	zunaj
விவரங்கள்	detajli
விவரங்கள்	podrobnosti
புதுச்சேரி	puducherry
பறவை	ptica
பறவை	ptiček
பறவை	bird
பறவை	ptič
பறவை	finch
எடுக்கப்பட்ட	slikano
எடுக்கப்பட்ட	vzet
பகுப்பாய்வு	analizo
பகுப்பாய்வு	analize
பகுப்பாய்வு	analiza
உடனடியாக	nemudoma
உடனடியாக	takoj
வரையறை	opredelitev
வரையறை	definicija
இணையம்	internetni
இணையம்	internetno
இணையம்	internet
கடும்	težka
கடும்	težki
கடும்	težke
கடும்	težko
எளிதாக	počasi
விசை	ključ
விசை	ključno
அழகிய	čudovita
அழகிய	prelepi
அழகிய	prelepe
அழகிய	lepi
அழகிய	lepe
அழகிய	lepa
நாட்டை	izgon
நாட்டை	izgnanstvo
நாட்டை	izgnanstvu
அழைக்கப்பட்டது	vabljeni
அழைக்கப்பட்டது	vabljen
அழைக்கப்பட்டது	povabljeni
அழைக்கப்பட்டது	vabljena
பொதுமக்கள்	civiliste
பொதுமக்கள்	civilisti
வேகமாக	hitri
வேகமாக	hiter
வேகமாக	hitra
வேகமாக	hitro
மாற்றப்பட்டது	spremenjen
மாற்றப்பட்டது	spremenjeno
மாற்றப்பட்டது	spremenjena
மாற்றப்பட்டது	spremenjen
மாற்றப்பட்டது	spremenjene
மாற்றப்பட்டது	spremenjeno
அட்டவணை	preglednica
அட்டவணை	razpredelnica
அட்டவணை	miza
அட்டவணை	tabela
அட்டவணை	urnik
அட்டவணை	razpored
தீர்வு	rešitev
தீர்வு	raztopina
மதிப்பீடு	rating
அருகிலுள்ள	bližnje
அட்டை	pijavke
அட்டை	pijavka
அட்டை	kartico
அட்டை	kartica
அட்டை	karta
ஒருமுறை	nekoč
ஒருமுறை	enkrat
கிடைத்த	dobil
கிடைத்த	got
முன்பே	ze
முன்பே	že
முன்பே	prej
ராக்	skalo
ராக்	rock
ராக்	kamen
ராக்	skala
செல்கிறது	gre
கட்டுப்பாடு	kontrola
கட்டுப்பாடு	krmiljenje
கட்டுப்பாடு	nadzor
கட்டுப்பாடு	obvladovanje
சிக்கல்	izdaja
சிக்கல்	problem
சிக்கல்	težava
சிக்கல்	težavo
சிக்கல்	težave
பழங்குடி	plemenski
யூத	judovski
யூத	židovski
யூத	žid
யூத	judje
பொறுப்பு	odgovorno
பொறுப்பு	odgovornega
பொறுப்பு	odgovoren
பொறுப்பு	odgovorni
பொறுப்பு	odgovorna
பொறுப்பு	obveznost
பொறுப்பு	odgovornost
பொறுப்பு	odgovornost
நேர்	pozitiven
நேர்	pozitivni
நேர்	pozitivna
நேர்	pozitivno
நேர்	pozitivne
நேர்	naravnost
நேர்	ravne
நேர்	smernice
நேர்	vodenje
நேர்	napotki
ஷா	sha
ஷா	shaw
நடுவில்	sredina
நடுவில்	srednji
நடுவில்	srednja
ஜெர்மன்	nemško
ஜெர்மன்	nemec
ஜெர்மன்	nemška
ஜெர்மன்	nemščina
ஜெர்மன்	nemški
ஜெர்மன்	slovnica
முகமது	mohammad
முகமது	mohammed
முகமது	mohamed
நபர்	oseba
நபர்	osebi
நபர்	osebo
கிருஷ்ணன்	krishnan
ஐந்தாவது	petič
ஐந்தாவது	peta
ஐந்தாவது	peto
ஐந்தாவது	peti
மத்தியப்	madhja
வெப்பம்	vročina
வெப்பம்	toplota
வெப்பம்	toplote
ராஜ்	raj
பெருமை	ponosa
பெருமை	ponos
பெருமை	ponosna
பெருமை	ponosen
பெருமை	ponosni
பாடசாலை	šole
பாடசாலை	šolo
பாடசாலை	šola
சா	cha
சா	ča
தங்க	zlat
தங்க	zlato
தங்க	zlate
தங்க	zlati
தங்க	zlata
ஜோசப்	joseph
ஜோசப்	jožef
நாடாளுமன்றம்	parlament
கூட்டம்	nabiranje
கூட்டம்	zbiranje
கூட்டம்	seji
கூட்டம்	srečanje
கூட்டம்	sestanek
கூட்டம்	množice
கூட்டம்	množica
அலை	valovanje
அலை	valovi
அலை	valovanje
அலை	valovni
அலை	val
இந்தியன்	indijansko
இந்தியன்	indijsko
இந்தியன்	indijski
இந்தியன்	indijanec
இந்தியன்	indijska
ஆசிரியர்கள்	učiteljev
ஆசிரியர்கள்	učitelji
ஆசிரியர்கள்	učiteljice
ஆசிரியர்கள்	učitelje
ஆசிரியர்கள்	profesorji
ஆசிரியர்கள்	avtorji
இலண்டன்	london
பந்து	žogo
பந்து	žoga
பந்து	žogica
சாதி	kasta
ஆறுகள்	rek
ஆறுகள்	reke
வென்றது	zmagali
வென்றது	zmagala
வென்றது	zmagal
சன்	sonca
சன்	soncem
சன்	sonce
சன்	soncu
கலிபோர்னியா	california
கலிபோர்னியா	kalifornija
தத்துவம்	pregovor
தத்துவம்	filozofija
தத்துவம்	filozofijo
தத்துவம்	princip
தத்துவம்	načelo
இரா	ira
அதிகாரிகள்	častniki
அதிகாரிகள்	policisti
அதிகாரிகள்	oficirji
அதிகாரிகள்	uradniki
அனைவருக்கும்	vsi
மருந்துகள்	droge
மருந்துகள்	mamila
மருந்துகள்	zdravila
சென்	chen
சென்	sen
சிக்கலான	kritični
சிக்கலான	kritična
சிக்கலான	kritičen
சிக்கலான	kritične
சிக்கலான	kritično
சாதனை	plošča
சாதனை	rekord
சாதனை	zapis
சாதனை	dosežek
சாதனை	doseganje
அடுக்கு	režo
அடுக்கு	plast
அடுக்கு	sloj
அடுக்கு	plasti
பின்னாளில்	pozneje
பின்னாளில்	kasneje
இசுலாம்	islam
மேரி	marija
மேரி	mary
சோடியம்	natrijev
சோடியம்	natrija
சோடியம்	natrij
பல்	zobna
பல்	zob
பல்	zoba
விரைவாக	hitro
விரைவாக	hitri
விரைவாக	hiter
விரைவாக	hitra
விரைவாக	hitro
விரைவாக	hitro
பண்புகள்	atributi
பண்புகள்	lastnosti
கலந்த	mešani
கலந்த	mešana
கலந்த	mešane
கலந்த	mešano
பருவம்	sezono
பருவம்	sezona
பருவம்	parva
பொருள்கள்	stvari
பொருள்கள்	teme
பொருள்கள்	objekti
பொருள்கள்	predmete
பொருள்கள்	predmeti
பொருள்கள்	predmetov
பொருள்கள்	postavk
பொருள்கள்	predmeti
பொருள்கள்	postavke
அடைந்து	dosežen
அடைந்து	dosežena
அடைந்து	doseženo
அடைந்து	dosežene
நெருங்கிய	najbliže
நெருங்கிய	najbližji
நெருங்கிய	najbližja
நெருங்கிய	najbližje
பரப்பு	površino
பரப்பு	površje
பரப்பு	ploskev
பரப்பு	območje
பரப்பு	površina
பரப்பு	področje
ஆய்வாளர்கள்	analitiki
ஏதாவது	katerekoli
ஏதாவது	katerokoli
ஏதாவது	katerikoli
ஏதாவது	nekaj
ஏற்று	obremenitve
ஏற்று	naloži
ஏற்று	obremenitev
ஏற்று	priklop
ஏற்று	mount
ஏற்று	izvozi
ஏற்று	izvoz
ஹென்றி	gašper
ஹென்றி	henry
சுதந்திரம்	svoboda
சுதந்திரம்	prostost
சுதந்திரம்	svobode
சுதந்திரம்	svobodo
தலைமையகம்	poveljstvo
தலைமையகம்	štab
தலைமையகம்	sedež
சர்	gospod
முனிவர்	modrec
முனிவர்	sage
கட்டிடம்	zgradba
கட்டிடம்	stavba
அணை	jez
அணை	off
அணை	izklop
நல்லது	pozitiven
நல்லது	pozitivni
நல்லது	pozitivna
நல்லது	pozitivno
நல்லது	pozitivne
நல்லது	pridni
நல்லது	pridna
நல்லது	dober
சுற்று	zavrti
சுற்று	zasuk
சுற்று	obrni
கருத்தை	komentar
வேறுபாடுகள்	razlik
வேறுபாடுகள்	razlike
அழற்சி	vnetnih
அழற்சி	vnetja
அழற்சி	vnetje
அழற்சி	kolitis
தொன்மவியல்	mitologija
மையமாக	srednje
மையமாக	srednja
மையமாக	gojišče
முன்னதாக	prej
ஆஸ்திரேலிய	avstralski
வடிவங்கள்	oblike
வடிவங்கள்	vzorci
சுய	self
குருதி	kri
படைப்புகள்	pisanja
படைப்புகள்	stvaritve
படைப்புகள்	stvaritev
குதிரை	vitez
குதிரை	konjsko
குதிரை	konj
குதிரை	konja
குதிரை	poni
குறைந்து	dol
குறைந்து	navzdol
மத	verske
மத	verski
மத	versko
மத	verska
மத	verskega
வெளிநாட்டு	tuje
வெளிநாட்டு	tuja
வெளிநாட்டு	tuji
சந்திர	chandra
சந்திர	lunarni
வண்டி	avtomobilski
வண்டி	avtomobilsko
வண்டி	avtomobilska
வண்டி	tovornjak
வண்டி	kamion
வண்டி	voziček
வண்டி	vozilo
ஊர்கள்	mesta
ஊர்கள்	mest
பங்களிப்பு	prispevki
பங்களிப்பு	sodelovala
பங்களிப்பு	sodeloval
பங்களிப்பு	sodelovali
பங்களிப்பு	sodelovalo
அணிகள்	ekip
அணிகள்	ekipe
அணிகள்	moštva
கூகிள்	google
பசிபிக்	pacific
பசிபிக்	pacifik
விதிகள்	pravila
விதிகள்	predpisi
விதிகள்	izrazi
விதிகள்	pogoji
சுல்தான்	sultan
இயல்பு	normalno
இயல்பு	običajno
இயல்பு	normalen
இயல்பு	normalna
இயல்பு	običajna
உப்பு	sol
உப்பு	soli
கட்சிகள்	pogodbenice
கட்சிகள்	zabave
கட்சிகள்	stranke
கொள்கைகள்	načela
கொள்கைகள்	načeli
கொள்கைகள்	politik
கொள்கைகள்	police
கொள்கைகள்	politike
கொள்கைகள்	princip
கொள்கைகள்	načelo
அடைய	doseči
விழுக்காடு	odstotek
விழுக்காடு	odstotek
வலி	bolečine
வலி	bolečino
வலி	bolečina
வலி	boleča
வலி	boleče
வலி	boleč
வலி	boleči
குறைவு	nizki
குறைவு	nizka
குறைவு	nizko
குறைவு	nizek
குறைவு	nizke
குறைவு	manj
நடைமுறையில்	praktično
நிரல்	program
பிரேசில்	brazilija
வருகை	prisotnost
வருகை	udeležba
வருகை	navzočnost
வருகை	obisk
வருகை	obisk
வருகை	obiščite
வருகை	prispe
மின்னஞ்சல்	email
அரிய	redki
அரிய	redko
லாஸ்	los
லாஸ்	las
பிரிந்து	ločena
பிரிந்து	ločeni
பிரிந்து	ločen
பிரிந்து	ločeno
தீவிர	resne
தீவிர	resna
தீவிர	resno
தீவிர	resni
கொழுப்பு	debel
கொழுப்பு	maščob
கொழுப்பு	maščobe
கொழுப்பு	debela
கொழுப்பு	maščoba
கொழுப்பு	debeli
குழாய்	cev
குழாய்	cevi
குழாய்	pipa
குழாய்	cev
கொடுக்கும்	daje
தனியாக	sama
தனியாக	sami
தனியாக	sam
யாரும்	nihče
தடுப்பு	pripor
தடுப்பு	pridržanje
தற்பொழுது	zdaj
தற்பொழுது	sedaj
வீச்சு	razpon
வீச்சு	oddaljenost
உயிரினங்கள்	organizmi
உயிரினங்கள்	povzročitelji
உயிரினங்கள்	organizme
உயிரினங்கள்	stvori
உயிரினங்கள்	bitja
இறந்தார்	umrla
இறந்தார்	umrl
கூடுதலான	dodatna
கூடுதலான	dodatno
கூடுதலான	dodatni
நீல	modro
நீல	modre
நீல	modri
நீல	modra
நாடகங்கள்	drame
கப்பல்கள்	ladje
கப்பல்கள்	križarjenja
வெளிப்புற	zunanji
வெளிப்புற	zunanja
வெளிப்புற	zunanji
வெளிப்புற	zunanja
வெளிப்புற	zunanje
தெளிவாக	jasno
அரை	pol
அரை	polovica
அரை	polovico
ஏக்கர்	aker
தெரியும்	vidno
தெரியும்	vidni
தெரியும்	viden
தெரியும்	vidna
தெரியும்	vedel
தெரியும்	vedela
தெரியும்	ve
நடை	stil
நடை	slog
நடை	sprehod
நடை	hoja
நடை	sprehodi
நடை	peš
நடை	hodi
திருமண	poroka
திருமண	poroke
திருமண	poroko
நெல்	nell
நெல்	neli
நெல்	riž
நெல்	rice
நெல்	riža
நெல்	nel
நெல்	paddy
டச்சு	nizozemsko
டச்சு	nizozemski
காட்டு	pokaži
காட்டு	prikaži
காட்டு	oddaja
காட்டு	prikaz
காட்டு	ogled
காட்டு	razgled
காட்டு	pogled
ஏறக்குறைய	skoraj
முறையான	pravilno
முறையான	veljavna
முறையான	veljaven
முறையான	veljavni
முறையான	veljavno
முறையான	veljavnost
மார்க்	označi
மார்க்	mark
பேரரசர்	car
பேரரசர்	imperator
பேரரசர்	cesar
வை	vai
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	goji
வளர்ந்த	zrasel
வளர்ந்த	zrastel
வளர்ந்த	odrasel
வளர்ந்த	odrasla
கோல்	cole
கோல்	cola
கோல்	gol
கோல்	cilj
தோன்றியது	zdele
போதுமான	dovolj
நேரு	nehru
கருத்துக்கள்	komentarjev
கருத்துக்கள்	komentarji
கருத்துக்கள்	opombe
கருத்துக்கள்	pripombe
அருள்	uslugo
அருள்	prid
வெறும்	navadna
வெறும்	le
வெறும்	samo
முயற்சிகள்	napori
முயற்சிகள்	prizadevanja
கொல்கத்தா	kolkata
கோபுரம்	stolp
கோபுரம்	tower
அரண்மனை	palačo
அரண்மனை	palača
வெற்றிகரமாக	uspešno
ஆகஸ்டு	avgusta
ஆகஸ்டு	august
ஆகஸ்டு	avgust
பெரு	peruja
பெரு	peru
பெரு	peruju
அறை	celico
அறை	celice
அறை	celic
அறை	celica
அறை	sobo
அறை	soba
அறை	sobi
மணம்	dišeče
மணம்	voh
மணம்	vonj
நிறை	maso
நிறை	mase
நிறை	mass
நிறை	masa
மோசமான	hudo
மோசமான	slaba
மோசமான	slabo
மோசமான	bad
மோசமான	slab
மோசமான	najslabše
மோசமான	najslabša
மோசமான	najhujši
மோசமான	najslabši
மோசமான	najhujše
மோசமான	grdo
மை	črnila
மை	črnilo
எரிபொருள்	gorivo
எரிபொருள்	goriva
இறந்து	umri
இறந்து	umreti
இறந்து	umrl
இறந்து	umrla
இறந்து	umrl
இறந்து	mrtev
வலை	web
நுரையீரல்	pljučna
நுரையீரல்	pljuč
நுரையீரல்	pljuča
நுரையீரல்	pljuč
நுரையீரல்	pljuča
பிறந்து	rojen
பிறந்து	rojena
பிறந்து	rojene
பிறந்து	rojeni
பிறந்து	rodil
கொரியா	koreja
கொரியா	koreji
கொரியா	korejo
காடு	gozda
காடு	gozd
காடு	gozdni
காடு	gozdovi
காடு	džungla
காடு	džungli
காடு	džungle
காடு	džunglo
மண்டல	regionalno
மண்டல	regionalna
மண்டல	regionalni
ஆகையால்	zato
ஆகையால்	zatorej
கங்கை	ganges
லீ	leeja
லீ	lee
கணிதம்	matematika
கணிதம்	matematiko
கணிதம்	matematika
கணிதம்	matematiko
கணிதம்	matematiki
கணிதம்	matematika
பூமி	zemeljska
பூமி	zemlja
பூமி	zemlje
பூமி	zemljo
கணக்கு	račun
ஒழுங்கு	uskladiti
ஏர்	plug
ஏர்	zrak
ஏர்	zračno
ஏர்	zračna
ஏர்	air
அறிகுறிகள்	simptomi
அறிகுறிகள்	znamenja
அறிகுறிகள்	znake
அறிகுறிகள்	znaki
அறிகுறிகள்	znakov
அனுப்பி	poslan
அனுப்பி	poslana
அனுப்பி	poslani
அனுப்பி	poslano
அனுப்பி	poslane
அதிகரிக்கும்	povečanje
அதிகரிக்கும்	zvišanje
அதிகரிக்கும்	povišanje
நீதிபதி	judge
நீதிபதி	sodnik
நீதிபதி	sodnica
உணர்வு	občutek
உணர்வு	občutki
உணர்வு	počutje
சூப்பர்	super
பொன்	zlat
பொன்	zlato
பொன்	zlata
பொன்	zlate
பொன்	zlati
பல்கலைக்கழகங்கள்	univerze
பல்கலைக்கழகங்கள்	univerz
பல்கலைக்கழகங்கள்	univerzami
ஆக்சைடு	oksid
அறிவியலாளர்கள்	intelektualci
எழுதும்	gori
எழுதும்	gorenje
பாப்	bob
பாப்	boba
பாப்	pop
மாநிலங்கள்	države
மாநிலங்கள்	držav
உருவாகிறது	oblikovanje
மனிதர்	človeško
மனிதர்	človeška
மனிதர்	človeški
தளபதி	poveljnik
எடுத்த	vzela
எடுத்த	vzel
ராணி	kraljico
ராணி	queen
ராணி	kraljica
நெதர்லாந்து	nizozemsko
நெதர்லாந்து	nizozemski
நெதர்லாந்து	nizozemskem
நெதர்லாந்து	nizozemska
உரையாடல்	dialog
உரையாடல்	interakcij
உரையாடல்	interakcije
உரையாடல்	pogovor
திரும்ப	povratek
திரும்ப	vrnitev
வீடுகள்	domovi
வீடுகள்	domovih
வீடுகள்	domove
வீடுகள்	hiš
வீடுகள்	hiške
வீடுகள்	hiše
வீடுகள்	vile
திரை	ekran
திரை	zaslon
சுற்றியுள்ள	okoliških
சுற்றியுள்ள	obdaja
நடனம்	dance
நடனம்	pleši
நடனம்	plesno
நடனம்	ples
கிளை	jelka
கிளை	drevo
கிளை	veja
கிளை	podružnica
கிளை	vejo
அகராதி	leksikon
அகராதி	slovar
முன்னால்	fronta
முன்னால்	spredaj
கண்ணாடி	steklo
கண்ணாடி	stekla
கண்ணாடி	kozarec
கண்ணாடி	steklena
கண்ணாடி	zrcalo
கண்ணாடி	ogledalo
கண்ணாடி	očala
கண்ணாடி	kozarci
பட்டியல்கள்	seznami
பட்டியல்கள்	sezname
குறியீடுகள்	kode
குறியீடுகள்	šifre
குறியீடுகள்	značke
குறியீடுகள்	oznake
துறைகள்	oddelki
அம்சங்கள்	lastnosti
அம்சங்கள்	značilnosti
செயல்திறன்	nastop
செயல்திறன்	zmogljivost
செயல்திறன்	uspešnost
செயல்திறன்	uspešnosti
மேற்கோள்	citat
மேற்கோள்	referenca
மேற்கோள்	sklic
மேற்கோள்	sklicevanje
ஓரளவு	nekoliko
பூக்கும்	cveti
பூக்கும்	cvetijo
தொகுத்து	gostovanje
பூமியின்	zemeljska
பூமியின்	zemlja
பூமியின்	zemlje
பூமியின்	zemljo
வாயில்	vrata
வாயில்	gate
குறை	prirojeno
குறை	zmanjšanje
குறை	zmanjšati
குறை	zmanjšanje
குறை	znižanje
தொடர்ச்சியான	neprekinjen
தொடர்ச்சியான	neprekinjeno
மரணம்	smrt
விளக்க	razloži
விளக்க	pojasni
பெருங்கடல்	ocean
மொழியியல்	jezikoslovje
மாநிலங்களில்	države
மாநிலங்களில்	držav
சம	enaka
சம	enaki
சம	enako
செயல்பாடு	funkcija
செயல்பாடு	funkcijo
செயல்பாடு	delovanje
செயல்பாடு	operacija
செயல்பாடு	operacijo
செயல்பாடு	obratovanje
செயல்பாடு	dejavnost
செயல்பாடு	dejavnosti
செயல்பாடு	aktivnost
செயல்பாடு	aktivnosti
செயல்பாடுகள்	operacije
ஆந்திர	andhra
கார்	car
கார்	avto
கார்	avtomobil
தாய்லாந்து	tajska
தாய்லாந்து	tajsko
தாய்லாந்து	tajske
விளக்கும்	lučke
விளக்கும்	luci
விளக்கும்	luči
பக்தி	bhakti
பக்தி	predanost
பக்தி	vdanost
உலோக	kovinska
உலோக	kovine
உலோக	kovina
உலோக	kovinsko
உலோக	kovinski
உலோக	kovin
உலோக	kovinski
உலோக	kovinsko
பெறுகிறது	sprejemam
பெறுகிறது	prejemanje
ஊடாக	skoz
ஊடாக	skozi
இப்பொழுது	zdaj
இப்பொழுது	sedaj
சீ	chi
சீ	či
சீ	cee
கோப்பு	datotek
கோப்பு	datoteke
கோப்பு	datoteka
கோப்பு	datoteko
கண்டுபிடிக்கப்பட்டது	odkrila
கண்டுபிடிக்கப்பட்டது	odkril
கண்டுபிடிக்கப்பட்டது	odkrite
கண்டுபிடிக்கப்பட்டது	odkrita
கண்டுபிடிக்கப்பட்டது	odkrili
கண்டுபிடிக்கப்பட்டது	odkrit
அண்மைய	najnovejši
அண்மைய	najnovejše
அண்மைய	nedavne
அண்மைய	nedavno
அண்மைய	nedavna
ராவ்	rao
சட்டங்கள்	okviri
சட்டங்கள்	okvirji
சட்டங்கள்	zakoni
சட்டங்கள்	zakone
குண்டு	bombo
குண்டு	bomba
கோவிலில்	svetišče
கோவிலில்	tempelj
கோவிலில்	hram
கோவிலில்	temple
வால்	rep
வால்	tail
வால்	val
மின்சார	električno
மின்சார	električni
மின்சார	električno
மின்சார	električna
மின்சார	električni
மலைகள்	hribi
மலைகள்	planine
மலைகள்	gore
மலைகள்	gorovje
தேர்தல்கள்	volitve
நிற்கும்	stoji
நிற்கும்	stojalo
நிற்கும்	stand
நிற்கும்	stati
புத்தர்	buda
காரணங்கள்	razlogi
காரணங்கள்	vzroki
நரம்பு	živčni
நரம்பு	živčno
நரம்பு	živčna
நரம்பு	živčen
நரம்பு	vene
நரம்பு	žilo
நரம்பு	veno
நரம்பு	živec
பாதிக்கப்பட்ட	okužena
பாதிக்கப்பட்ட	okuženi
பாதிக்கப்பட்ட	okuženih
பாதிக்கப்பட்ட	okuženo
பாதிக்கப்பட்ட	prizadeta
பாதிக்கப்பட்ட	prizadetih
பாதிக்கப்பட்ட	prizadete
பாதிக்கப்பட்ட	prizadeti
பாதிக்கப்பட்ட	prizadet
பாதிக்கப்பட்ட	prizadeto
பாதிக்கப்பட்ட	žrtev
தென்கிழக்கு	jugovzhodno
தென்கிழக்கு	jugovzhodni
பை	vrečka
பை	vreča
பை	torba
பை	vrečko
பை	adijo
பை	pita
காட்டி	pregledovalnik
அடிகள்	stopnice
அடிகள்	koraki
பாறை	greben
பாறை	čeri
பாறை	skalo
பாறை	rock
பாறை	kamen
பாறை	skala
அடைந்தது	dosežen
அடைந்தது	dosežena
அடைந்தது	doseženo
அடைந்தது	dosežene
விவரம்	opis
விவரம்	poimenovanje
விவரம்	podrobnost
விவரம்	podrobnosti
உள்ளடக்கியது	vsebuje
வட்டங்கள்	krogi
வட்டங்கள்	kroge
வட்டங்கள்	krogov
முதல்வர்	ravnatelj
முதல்வர்	ravnateljica
முதல்வர்	glavnica
தாமஸ்	thomas
தாமஸ்	tomaž
பிட்	bit
தலைப்பு	naslov
தலைப்பு	naziv
தலைப்பு	napis
புலி	tiger
முதலீடு	vlagati
முதலீடு	vlaganje
முதலீடு	naložbe
முதலீடு	investicije
முதலீடு	naložba
வசித்து	živel
வசித்து	živeli
வசித்து	živela
ஏழாம்	sedmi
ஏழாம்	sedma
ஏழாம்	seventh
ஏழாம்	sedmo
ஏழாம்	sedmega
சிறை	ječa
சிறை	zapor
சிறை	zapora
சிறை	zapor
கிங்	king
கிங்	kralj
டாலர்	dolarja
டாலர்	dolar
வரிகள்	vrstice
வரிகள்	vrstic
வரிகள்	črte
வரிகள்	vrstice
