年	año
輪	round
記錄	grabando
記錄	grabación
記錄	grabar
記錄	registro
記錄	récord
記錄	grabar
記錄	actas
記錄	registros
記錄	discos
記錄	records
作戰	combatir
作戰	combate
作戰	combates
寫	escribe
寫	escribo
寫	escribir
寫	escriba
寫	escritura
寫	redacción
寫	escribiendo
寫	escribir
寫	escritura
鹿	ciervos
鹿	ciervo
鹿	venado
地理	geográficos
地理	geográfico
地理	geográfica
地理	geográficas
地理	geografía
孝	filial
孝	hyo
姜	kang
姜	jiang
姜	jengibre
姜	ginger
姜	pelirrojo
最近	últimamente
最近	ultimamente
最近	recientemente
最近	recientes
最近	reciente
咸	salado
咸	saladas
咸	salados
咸	salada
網頁	website
網頁	web
網頁	sitio
秘密	secreta
秘密	secret
秘密	secreto
秘密	secretos
變	cambios
變	cambio
變	cambiar
變	cambia
變	variación
人大	npc
開放	apertura
開放	franqueza
開放	abrir
開放	abre
開放	abierta
開放	abra
開放	abierto
主持人	moderador
主持人	host
主持人	anfitrión
主持人	acogida
主持人	huésped
主持人	facilitador
移民	inmigrantes
移民	emigración
移民	inmigrantes
移民	emigrantes
移民	migrantes
移民	inmigración
移民	migración
移民	emigración
移民	migraciones
運輸	transportes
運輸	transporte
運輸	transportación
運輸	transportes
運輸	transporte
背	volver
背	espalda
背	regreso
背	back
第八	octava
第八	octavo
姚	yao
大小	tamaños
大小	tallas
大小	size
大小	talla
大小	tamaño
演唱會	concierto
演唱會	conciertos
演唱會	conciertos
錫	tin
錫	hojalata
錫	estaño
習性	costumbres
習性	hábitos
頂	top
頂	arriba
頂	cima
柏林	berlin
柏林	berlín
三個	tres
今天	today
今天	hoy
符	amuleto
親	besito
親	beso
親	kiss
兒子	hijo
骨	bones
骨	huesos
骨	ósea
骨	hueso
骨	bone
骨	huesos
加州	california
人口普查	censo
人口普查	censos
人口普查	censos
戰役	batalla
戰役	combate
戰役	batallas
戰役	batallas
電台	radio
電台	radios
墓	tumba
墓	sepulcro
墓	tumba
北方	norte
北方	norte
北方	septentrional
北方	northern
北方	norteña
活躍	activos
活躍	activo
活躍	activa
星期一	lunes
星期一	lunes
首播	premiere
首播	estreno
首播	estrenó
首播	estrenado
業務	empresa
業務	negocio
業務	negocios
射	disparar
射	dispara
射	disparen
前身	predecesor
前身	antecesor
前身	predecesora
前身	predecesores
前身	precursor
啟	kai
極	polar
極	polares
極	extremadamente
野	wild
野	silvestre
野	silvestres
野	salvajes
野	salvaje
投資	invirtiendo
投資	invertir
投資	inversión
投資	invierte
投資	invertir
投資	invierta
投資	inversion
投資	inversiones
投資	invertir
投資	inversión
投資	inversiones
海洋	océano
海洋	océanos
海洋	océano
海洋	mar
海洋	oceano
類型	género
類型	genero
類型	escribe
類型	type
類型	escriba
類型	tipo
類型	tipos
機會	casualidad
機會	chance
機會	oportunidad
機會	oportunidad
機會	oportunidades
機會	oportunidades
錯誤	equivocación
錯誤	error
錯誤	equivocado
錯誤	equivocados
錯誤	mal
錯誤	incorrecto
錯誤	errores
錯誤	errores
錯誤	error
儀	yee
總部	sede
總部	cuartel
總部	cuarteles
總部	sedes
總部	sede
健康	sano
健康	saludables
健康	saludable
健康	sana
健康	sanidad
健康	salud
股	unit
股	unidad
身高	estatura
身高	altura
熱	caliente
熱	hot
熱	calientes
熱	calor
熱	heat
熱	calor
空中	aéreo
空中	aérea
空中	antena
空中	aéreos
空中	aire
空中	air
工人	trabajadores
工人	trabajadoras
工人	obreros
工人	trabajadora
工人	trabajador
工人	obrero
輕	ligera
輕	light
輕	luz
輕	ligero
輕	encendedor
輕	mechero
經常	frecuentemente
經常	frecuente
經常	frecuentes
經常	regulares
經常	regular
經常	regularidad
經常	menudo
經常	frecuentemente
經常	frecuente
經常	frecuentes
臺	terraza
臺	terrazas
滿	mitsuru
滿	lleno
滿	full
滿	llena
滿	plena
滿	completo
負	negativa
負	negativas
負	negativos
負	negativo
粵語	cantones
粵語	cantonés
亨利	enrique
交易	transacciones
交易	transacción
交易	comerciar
交易	trading
交易	comercio
交易	reparte
交易	trato
交易	deal
交易	transacciones
交易	operaciones
黑色	negra
黑色	black
黑色	negras
黑色	negros
黑色	negro
爆炸	explosión
爆炸	ráfaga
爆炸	explosión
爆炸	estallido
爆炸	detonación
喜歡	gustar
喜歡	like
喜歡	como
各種	surtidos
各種	surtido
各種	variada
警方	policía
警方	police
警方	policia
警方	policías
十七	diecisiete
十七	seventeen
尹	yoon
能量	energías
能量	energia
能量	energética
能量	energía
酒	alcoholes
酒	alcohol
酒	vinos
酒	vino
地面	superficie
地面	superficial
地面	terreno
地面	molido
地面	ground
太平	taiping
普遍	universal
普遍	universales
十年	decenio
十年	década
然後	luego
然後	entonces
十四	fourteen
十四	catorce
鬼	ghost
鬼	fantasmas
鬼	fantasma
昆	kun
中山	zhongshan
鼠	ratas
鼠	rat
鼠	rata
鼠	ratón
鼠	mouse
鼠	ratones
必要	necesaria
必要	necesarias
必要	necesarios
必要	necesario
俄	rusia
彩	chae
山西	shanxi
南極洲	antártica
南極洲	antártida
南極洲	antártica
南極洲	antártida
南極洲	antártico
小型	small
小型	pequeñas
小型	pequeño
小型	pequeña
小型	pequeños
退出	renunciar
退出	salir
退出	salida
以色列	israel
以色列	israelí
兒童	niñez
兒童	infancia
兒童	ninos
兒童	niños
兒童	niño
兒童	niña
一切	everything
一切	todo
東部	este
東部	oriente
東部	east
東部	orientales
東部	oriental
東部	eastern
逐漸	gradual
逐漸	graduales
逐漸	progresivamente
逐漸	gradualmente
博物館	museos
博物館	museo
博物館	museos
固定	corregido
固定	fijo
固定	fijos
固定	fijado
固定	fijas
固定	inmóvil
固定	papelería
固定	estacionario
對話	conversación
對話	diálogo
對話	dialogo
對話	diálogos
對話	dialogar
對話	diálogos
對話	diálogo
對話	conversaciones
琴	violín
階段	etapa
階段	fase
階段	etapas
階段	fases
階段	etapas
階段	fases
階段	etapa
階段	escenario
階段	stage
江西	jiangxi
游	natación
游	nado
游	nadar
游	recorrido
游	tour
游	gira
游	nadando
游	natación
游	nadar
薛	xue
病	enfermo
病	enferma
病	enfermedades
病	enfermedad
病	enfermedad
病	enfermo
病	enfermas
病	enferma
病	enfermos
病	enfermedad
問	preguntar
問	pregunte
問	pregunta
問	pregunten
翡翠	jade
維持	mantener
維持	mantengan
維持	mantenga
維持	manteniendo
維持	manutención
維持	mantenimiento
格式	formato
格式	formatos
格式	formatos
格式	formato
事故	accidente
事故	accidentes
事故	accidentes
事故	accidente
臺北	taipei
互	mutuos
互	mutuo
互	mutua
互	mutuas
刺	apuñalar
刺	puñalada
藝人	animadores
藝人	artista
藝人	artistas
藝人	artistas
藝人	artista
藝人	animador
天使	ángeles
天使	angeles
天使	angelitos
天使	angels
天使	angelito
天使	angel
天使	ángel
表面	superficie
表面	superficial
池	estanque
池	pond
池	laguna
池	billar
池	alberca
池	piscina
池	pool
圖片	foto
圖片	imagenes
圖片	fotos
圖片	fotografías
圖片	cuadros
圖片	imágenes
圖片	imagen
圖片	imágen
圖片	imagenes
圖片	imágenes
建設	construcción
建設	construcciones
建設	construccion
風暴	tormentas
風暴	tormenta
風暴	tempestad
風暴	storm
定義	definición
定義	definir
定義	defina
定義	define
定義	definiendo
定義	definir
定義	definiciones
步兵	infantería
指定	especifica
指定	designación
指定	denominación
指定	designadas
指定	designada
指定	designado
指定	designados
指定	especifica
指定	especifique
指定	precisar
指定	especificar
解決	resolver
解決	resolverlo
解決	resuelva
解決	solucionar
解決	resolver
解決	resuelve
熊	osos
熊	bears
熊	xiong
熊	osos
熊	osa
熊	bear
熊	oso
熊	osito
休	hugo
國語	mandarina
國語	mandarín
火箭	cohetes
火箭	cohete
火箭	rocket
騎士	caballero
騎士	knight
騎士	cavs
騎士	knights
騎士	caballeros
指揮	mando
指揮	comando
指揮	comandancia
指揮	revisor
指揮	conductor
安排	arreglos
安排	acuerdo
安排	arreglo
安排	arreglos
實	minoru
象	elefante
象	elefantes
象	elefante
明星	estrella
明星	star
明星	estelar
明星	estrellas
明星	stars
爆發	brote
爆發	erupción
現任	actualidad
現任	actual
現任	corriente
現任	presente
潮	marea
你的	tus
你的	tu
你的	sus
你的	su
匈牙利	hungría
匈牙利	húngaros
匈牙利	húngaro
匈牙利	hungría
匈牙利	húngara
羊	ovino
羊	ovinos
羊	ovejas
羊	oveja
羊	cabra
羊	chivo
河流	rio
河流	río
河流	rios
河流	rivers
河流	ríos
出席	asistiendo
出席	asistir
出席	asistió
出席	asistieron
出席	asistido
改造	remodelación
改造	remodelar
車輛	vehículos
車輛	vehiculos
車輛	vehículo
車輛	vehiculo
京都	kioto
京都	kyoto
五月	may
五月	mayo
上午	morning
上午	mañana
上午	mañanas
河北	hebei
馮	feng
使用者	usuarios
使用者	usuario
使用者	usuarios
鄧	deng
機械	máquina
機械	maquina
機械	maquinarias
機械	maquinaria
機械	máquinas
機械	mecánico
機械	mecánicos
機械	mecánica
機械	mecánicas
爭議	disputa
爭議	cuestionado
爭議	disputado
爭議	discutido
爭議	polémica
爭議	controversia
爭議	controversias
爭議	controversias
爭議	disputas
爭議	polémica
爭議	controversias
爭議	polémicas
爭議	polémica
爭議	controvertida
爭議	controversial
爭議	polémico
爭議	controvertido
爭議	contencioso
爭議	disputa
爭議	controversia
發射	lanzamiento
發射	lanzar
首先	primera
首先	primeras
首先	primer
首先	primeros
首先	primero
入侵	invasiones
入侵	invasión
入侵	incursiones
同盟	league
同盟	liga
同盟	ligas
同盟	alianzas
同盟	alliance
同盟	alianza
同盟	aliadas
同盟	aliados
轉換	convertir
轉換	convierta
轉換	reconversión
轉換	conversión
轉換	transformarse
轉換	transformada
轉換	transformación
轉換	transformar
轉換	transforma
轉換	convirtiendo
轉換	convertir
轉換	transformación
轉換	transformaciones
疑似	presuntos
疑似	sospechado
唱	cante
唱	canta
唱	canto
唱	canten
唱	sing
唱	cantar
蕭	shaw
血	sangre
血	blood
努力	esfuerzos
事情	cosas
事情	things
監督	supervisión
監督	descuido
監督	supervisada
監督	supervisado
監督	supervisados
監督	supervisión
監督	vigilancia
軌道	pista
軌道	track
軌道	atletismo
軌道	vía
軌道	orbital
軌道	orbitales
軌道	huellas
軌道	pistas
軌道	tracks
軌道	órbita
軌道	orbita
軌道	órbitas
軌道	orbita
今日	today
今日	hoy
狼	loba
狼	wolf
狼	lobo
狼	lobos
尼斯	agradable
尼斯	bonita
尼斯	bonito
尼斯	lindo
尼斯	linda
尼斯	niza
部門	departamento
部門	sector
部門	sectorial
汗	sudando
汗	sudor
汗	sudar
汗	khan
汗	kan
汗	sudor
汗	sudar
沿	junto
南極	antártica
南極	antártida
南極	antártico
南極	antártica
南極	antártida
綜合	síntesis
廣播	transmisión
廣播	radiodifusión
廣播	emisión
廣播	transmision
廣播	difusión
廣播	radiodifusión
廣播	transmitiendo
廣播	broadcasting
廣播	radio
廣播	radios
河畔	nad
比例	coeficiente
比例	ratio
比例	proporción
比例	cociente
比例	proporciones
比例	proporción
比例	proporcional
比例	proporcionales
偶像	ídolos
偶像	ídolo
偶像	idol
側	lateral
側	laterales
側	lateral
側	side
側	costado
側	laterales
側	lado
怡	jardine
父母	progenitores
父母	padres
父母	progenitor
父母	padres
它們	ellos
它們	ellas
鍾	reloj
選區	circunscripciones
選區	circunscripción
廖	liao
渡	wataru
飛行	volando
飛行	flying
飛行	vuelo
飛行	volar
飛行	vuelo
統一	unificado
統一	unificados
統一	unificada
統一	unificadas
統一	unity
統一	unidad
統一	reunificación
統一	unificación
統一	armonización
冬	invierno
大獎	jackpot
恢復	restablecer
恢復	restaurar
恢復	restaura
恢復	restablecimiento
恢復	restauración
恢復	recuperación
恢復	valorización
恢復	curriculum
恢復	reanudar
恢復	reanudación
恢復	currículum
綠	midori
綠	verde
綠	green
綠	verdes
設施	facilidades
設施	instalaciones
設施	comodidades
設施	instalaciones
退役	desmantelamiento
退役	clausura
退役	jubilados
退役	retirados
退役	retirado
退役	retirada
退役	jubilado
框	box
框	caja
框	recuadro
框	casilla
框	bastidores
框	marcos
框	bastidor
框	marco
框	frame
住宅	vivienda
住宅	morada
住宅	residencial
住宅	residenciales
住宅	residencias
住宅	residence
住宅	residencia
伊朗	iran
伊朗	irán
伊朗	iraní
伊朗	iraníes
圍	espe
圍	wai
莊	banqueros
莊	banca
莊	banquero
莊	bancario
莊	zhuang
混合	híbrida
混合	híbrido
混合	híbridos
混合	mezcle
混合	mix
混合	mezclar
混合	mezcla
混合	mezcla
混合	mixtas
混合	mixta
混合	mixto
混合	mixtos
混合	mezclado
混合	mezcla
混合	mezclado
混合	mezclas
混合	mezclar
混合	mezcla
混合	mezclando
殺	kill
殺	matar
殺	mata
殺	matar
山脈	montañas
山脈	montes
山脈	montaña
山脈	alcance
山脈	intervalo
山脈	gama
山脈	rango
山脈	cordillera
上海市	shanghai
上海市	shangai
上海市	shanghái
莫斯科	moscú
食品	alimentación
食品	alimento
食品	alimentos
食品	comida
食品	comidas
食品	alimentos
王國	reino
王國	kingdom
王國	reinos
希臘	griega
希臘	griego
希臘	griegos
希臘	grecia
深度	profundidades
深度	profundidad
高雄	kaohsiung
法案	bill
法案	factura
法案	facturas
有限	limited
有限	limitados
有限	limitado
有限	limitada
有限	limitadas
有限	finito
學者	académicos
學者	erudito
學者	estudioso
學者	académicos
學者	estudiosos
學者	eruditos
戰士	soldados
戰士	soldado
戰士	guerrero
戰士	guerrera
被迫	obligado
被迫	forzado
被迫	forzados
被迫	forzada
被迫	forzar
湖北	hubei
合成	sintética
合成	sintéticas
合成	sintético
合成	sintéticos
合成	compuesto
合成	compuestas
合成	compuestos
合成	síntesis
四十	cuarenta
四十	forty
基因	gene
基因	gen
基因	genes
基因	genes
罪	pecado
罪	sin
罪	pecados
鳥	pajaro
鳥	aves
鳥	pájaro
鳥	ave
鳥	pajaritos
鳥	aves
鳥	pájaros
教練	entrenador
教練	autocar
教練	coach
教練	entrenadora
展示	vitrina
展示	escaparate
展示	espectáculo
展示	show
展示	mostrar
展示	pantalla
展示	display
展示	visualización
展示	mostrar
湘	xiang
槍	gun
槍	pistola
槍	arma
錦	kam
只要	solo
只要	simplemente
只要	sólo
只要	just
義大利	italia
義大利	italiana
義大利	italianos
義大利	italiano
讀	leído
讀	lea
讀	leer
讀	lectura
讀	reading
讀	leyendo
讀	leer
讀	lectura
讀	lecturas
很快	pronto
很快	soon
很快	próximamente
成都	chengdu
追	persecución
追	persigue
追	chase
厚	espeso
厚	gruesa
厚	espesa
厚	grueso
厚	gruesos
拍	disparar
拍	dispara
拍	disparen
統治	reinar
統治	reinado
藩	dominios
藩	dominio
部落	tribu
部落	tribales
部落	tribal
部落	tribus
圓	circunferencia
圓	círculo
圓	circle
圓	circulo
圓	redonda
圓	redondo
圓	redondos
圓	ronda
圓	round
幫助	ayuda
幫助	ayudar
教會	iglesias
教會	iglesia
連結	conectando
連結	conectarse
連結	conectar
連結	conexión
連結	link
連結	enlazar
連結	enlace
連結	vínculo
連結	conecta
連結	conectarse
連結	conectar
設定	conjunto
設定	set
設定	fijado
設定	plató
設定	configuraciones
設定	configuración
設定	ajustes
設定	preferencias
記者	periodistas
記者	reporteros
記者	periodista
記者	reportero
記者	periodista
記者	reportera
數量	cantidades
數量	magnitudes
數量	cantidad
星系	galaxias
星系	galaxy
星系	galaxia
鳳	fénix
鳳	phoenix
假	falsa
假	false
假	falso
假	falsos
假	falsas
假	falsa
假	farsante
假	falsos
假	falso
感	sentido
留下	quédate
留下	quedo
留下	quedate
留下	estadía
留下	estancia
方便	convenientes
方便	conveniente
領	cuello
領	collar
程式	programar
程式	programa
程式	programas
校長	principal
合理	razonable
合理	razonables
挪威	noruego
挪威	noruega
挪威	noruega
步	escalón
步	step
步	paso
勇	yong
所在地	lugar
所在地	ubicacion
所在地	ubicación
所在地	emplazamiento
所在地	localización
解釋	explicaciones
解釋	explicación
解釋	explicación
解釋	explicar
解釋	explique
解釋	expliquen
解釋	explica
十九	diecinueve
十九	nineteen
刀	espada
刀	cuchillo
刀	navaja
批評	críticas
批評	criticas
批評	crítica
批評	críticas
批評	critican
批評	critica
批評	criticar
太子	principe
太子	prince
太子	príncipe
檔案	files
檔案	archivos
檔案	expedientes
檔案	ficheros
檔案	archivos
檔案	archivo
檔案	fichero
檔案	expediente
檔案	archivo
檔案	archivar
檔案	archivos
檔案	archivado
檔案	archivo
爵士	jazz
狗	perrita
狗	perro
狗	perros
狗	perros
國會	parlamento
國會	congreso
國會	congresos
病毒	virus
病毒	virus
富士	fuji
阿根廷	argentina
當選	elegidas
當選	elegidos
當選	electo
當選	elegido
當選	elegida
創	tron
計算	calcula
計算	calcular
計算	calcule
計算	calculando
計算	calcular
計算	informática
計算	computación
計算	calculo
計算	cálculos
計算	cálculo
計算	cálculos
對手	rival
對手	rivales
對手	adversarios
對手	oponentes
對手	opositores
對手	rivales
對手	oponente
對手	oponentes
對手	adversario
碧	bea
湯	sopa
一天	día
一天	dia
一天	day
艦隊	flota
艦隊	flotas
廣州	cantón
廣州	guangzhou
錢	dinero
錢	money
碑	monumento
食用	comestibles
食用	comestible
晉	jin
廣東	guangdong
廣東	cantones
廣東	cantonés
棒球	beisbol
棒球	baseball
棒球	béisbol
中立	neutralidad
中立	neutral
中立	neutro
中立	neutrales
中立	neutra
質量	masas
質量	misas
質量	mass
質量	masa
質量	misa
質量	quality
質量	calidad
質量	cualidad
化石	fósil
化石	fósiles
化石	fósil
化石	fósiles
持有	posesión
持有	tenencia
持有	holdings
持有	explotaciones
持有	tenencias
持有	participaciones
持有	aguantando
持有	holding
持有	sosteniendo
理解	entendí
理解	entendido
理解	entendió
理解	comprendido
理解	entendieron
理解	entendiendo
理解	comprender
理解	comprensión
理解	comprendiendo
理解	entendimiento
波蘭	polonia
美洲	america
美洲	américa
美洲	américas
美洲	américa
恆星	estelares
恆星	estelar
恆星	estrella
恆星	star
恆星	estelar
恆星	estrellas
恆星	stars
淑	sook
部長	ministro
部長	pastor
部長	ministra
挑戰	desafíos
挑戰	retos
挑戰	impugnación
挑戰	challenge
挑戰	reto
挑戰	desafio
挑戰	desafío
挑戰	desafiante
挑戰	desafiando
東方	este
東方	oriente
東方	east
東方	orientales
東方	oriental
東方	oriente
東方	orientales
東方	oriental
東方	eastern
賈	jia
羽毛球	bádminton
幾乎	casi
阿拉	allah
阿拉	alá
玲	ling
消失	desaparecer
消失	desaparece
消失	desaparecen
消失	desaparezca
例子	ejemplos
司令	comandante
司令	comendador
月球	lunares
月球	lunar
月球	luna
月球	moon
地圖	plano
地圖	mapa
地圖	mapas
地圖	mapas
地圖	mapa
杭州	hangzhou
女兒	hija
結婚	casamiento
結婚	matrimonio
結婚	matrimonios
結婚	matrimonial
岳	yue
引用	citado
引用	citó
引用	cotizado
引用	citar
引用	cita
引用	cotización
引用	cotizar
引用	citas
引用	frases
引用	cotizaciones
引用	comillas
官員	oficiales
官員	funcionarios
請求	solicita
請求	peticiones
請求	solicitudes
請求	petición
請求	solicitar
請求	solicite
請求	solicitud
殖民地	colonias
殖民地	colonia
原子	átomos
原子	atómicos
原子	atómica
原子	atómico
原子	atómicas
原子	átomo
原子	atom
菲律賓	filipinas
觀眾	espectadores
觀眾	espectador
觀眾	público
觀眾	publico
觀眾	audiencia
觀眾	auditorio
觀眾	audiencias
觀眾	público
觀眾	públicos
觀眾	espectadores
觀眾	televidentes
進攻	atacar
進攻	ataquen
進攻	ataque
進攻	atentado
進攻	ataca
珊	sun
珊	sol
貓	gatos
貓	gato
貓	gatos
貓	gata
貓	cat
吸引	atracción
吸引	atractivo
吸引	atraída
吸引	atrajo
吸引	atraído
吸引	atraídos
吸引	atraen
吸引	atrae
吸引	atraiga
吸引	atraer
吸引	atrayendo
吸引	atraer
測試	test
測試	probar
測試	prueba
測試	ensayo
測試	tests
測試	ensayos
測試	pruebas
測試	ensayos
測試	probando
測試	pruebas
測試	ensayo
專業	profesional
專業	professional
專業	profesionalidad
專業	profesionales
專業	profesión
專業	especialidades
專業	especialidad
旅遊	recorrido
旅遊	tour
旅遊	gira
旅遊	viajar
旅遊	viajes
旅遊	viaje
旅遊	turismo
旅遊	turístico
旅遊	turistas
旅遊	turística
旅遊	turismo
旅遊	turista
旅遊	viajando
旅遊	viajar
石油	aceite
石油	petroleo
石油	óleo
石油	petróleo
石油	petroleo
石油	petróleo
浪	olas
浪	oleaje
浪	ondas
浪	oleadas
浪	oleada
浪	ola
浪	onda
浪	wave
需求	need
需求	necesitar
需求	necesito
需求	necesita
需求	necesidad
需求	necesidades
需求	necesita
需求	exigencia
需求	exigir
需求	demanda
內部	interior
內部	interiores
內部	dentro
內部	adentro
內部	inside
內部	interno
內部	interna
內部	internamente
失	perdido
失	lost
失	perdida
失	perdidos
失	perdió
失	perdidas
集合	reunir
方言	dialecto
方言	dialectos
日文	japonesas
日文	japonesa
日文	japonés
日文	japoneses
特里	rizo
特里	terry
犯罪	crímenes
犯罪	delitos
犯罪	crimenes
犯罪	delito
犯罪	delincuencia
犯罪	crimen
犯罪	criminalidad
君主	monarca
君主	monarquía
君主	soberano
君主	soberana
君主	soberanos
公爵	duque
公爵	ducado
公爵	duke
降低	descenso
降低	disminuir
降低	disminuye
降低	disminución
私人	privados
私人	privadas
私人	privado
私人	privada
軟體	software
每日	cotidiano
每日	cotidiana
每日	diarios
每日	diariamente
每日	diario
每日	cotidiano
每日	diaria
拒絕	decadencia
拒絕	declinación
拒絕	descenso
拒絕	declive
拒絕	disminución
拒絕	declinar
拒絕	negación
拒絕	denegación
拒絕	rechazo
原始	crudos
原始	raw
原始	crudo
原始	cruda
原始	primitivo
原始	primitivos
原始	primitivas
原始	primitiva
原始	original
原始	originales
尖	puntiagudas
潭	tam
警告	aviso
警告	advertencias
警告	advertencia
警告	avisos
警告	advertencias
俱樂部	club
俱樂部	garrote
俱樂部	discoteca
俱樂部	palos
俱樂部	trébol
俱樂部	discotecas
俱樂部	tréboles
俱樂部	clubes
敗	derrotas
敗	derrota
貿易	comerciar
貿易	trading
貿易	comercio
貿易	intercambios
貿易	comercio
減少	decadencia
減少	declinación
減少	descenso
減少	declive
減少	disminución
減少	declinar
減少	reduzca
減少	reduce
減少	reducir
減少	reducción
減少	descenso
減少	disminuir
減少	disminuye
減少	disminución
減少	reduciendo
減少	reductores
減少	reducir
減少	reducido
減少	reducida
減少	reducidas
減少	reducidos
知名度	visibilidad
身體	cuerpo
身體	corporal
身體	cadáver
身體	body
身體	carrocería
硬	duro
硬	duros
硬	hard
硬	difícil
硬	dura
碼頭	muelle
碼頭	muelle
碼頭	muelle
碼頭	pier
碼頭	embarcadero
女主角	heroína
女主角	actriz
邱	qiu
恐怖	terror
恐怖	terrorismo
恐怖	horror
恐怖	espanto
柴油	diésel
柴油	diesel
柴油	gasóleo
肖	shaw
園	jardín
園	jardinería
園	jardin
生於	nacidos
生於	born
生於	nacido
風格	styles
風格	estilos
風格	style
風格	estilo
這裡	aquí
這裡	aca
這裡	aqui
這裡	acá
長度	longitudes
長度	eslora
長度	longitud
勝利	win
勝利	triunfo
勝利	ganar
勝利	gana
勝利	gane
勝利	gano
勝利	victory
勝利	triunfo
女王	queen
女王	reina
蒙特	mont
天皇	emperador
每天	cotidiano
每天	cotidiana
邀請	invitar
邀請	invita
邀請	invitación
邀請	invitan
邀請	invitar
邀請	invitando
邀請	invita
邀請	invitado
邀請	invitada
邀請	invitados
邀請	invitaciones
邀請	invitación
邀請	invita
邀請	invitaciones
傳說	legend
傳說	leyenda
傳說	leyendas
傳說	leyenda
變化	modificaciones
變化	cambios
變化	cambia
舞台	arena
舞台	estadio
舞台	etapa
舞台	escenario
舞台	stage
食物	alimentación
食物	alimento
食物	alimentos
食物	comida
食物	comidas
食物	alimentos
延伸	estirar
延伸	tramo
延伸	estiramiento
延伸	extendiendo
延伸	extender
延伸	ampliada
延伸	extendidas
延伸	extendido
延伸	extendida
延伸	ampliado
延伸	extender
延伸	ampliación
延伸	extensión
延伸	prórroga
廠	plantas
廠	vegetal
廠	planta
廠	fábricas
廠	fabrica
廠	factoría
廠	factory
廠	fábrica
推	push
推	empujar
推	empuja
推	empuje
意外	accidente
意外	accidentes
羽	pluma
前鋒	vanguardia
前鋒	delantero
收費	cargos
收費	cargas
收費	cobros
收費	acusaciones
收費	cargos
收費	cargo
收費	carga
收費	cuota
收費	honorarios
收費	tasa
收費	cargando
收費	tarificación
收費	tarifas
收費	tasas
收費	honorarios
巷	lane
巷	carril
巷	callejón
巷	alley
翔	xiang
翔	shang
翔	sho
圖書館	bibliotecas
圖書館	bibliotecas
圖書館	biblioteca
突破	avance
突破	breaking
突破	rompiendo
突破	romper
人生	vida
人生	life
回應	respondiendo
回應	responder
通用	genérica
通用	genérico
通用	comunes
通用	frecuente
通用	común
通用	frecuentes
通用	common
修正	modificación
修正	enmienda
修正	modificaciones
修正	enmiendas
修正	enmendar
修正	modificar
天文	astronómica
天文	astronómicos
天文	astronómicas
天文	astronómico
天文	astronomía
原創	originalidad
原創	original
原創	originales
地鐵	subte
地鐵	subterráneo
地鐵	metro
地鐵	metro
先後	sucesivamente
先後	sucesivas
先後	sucesivos
瓜	melon
瓜	melón
司法	justicia
司法	justice
花園	jardín
花園	jardinería
花園	jardin
花園	jardín
花園	jardines
花園	gardens
玄	xuan
玄	hyun
實驗	experimentos
實驗	experimentar
實驗	experimentación
實驗	experimento
實驗	experimentación
實驗	experimentales
實驗	experimental
課程	rumbo
課程	curso
課程	curriculum
課程	currículo
課程	currículum
課程	cursos
課程	currículos
估計	estimado
估計	estimados
估計	estimación
估計	estimada
估計	estimaciones
估計	estimados
估計	estimar
估計	estimación
估計	estimaciones
估計	estimado
估計	estimar
估計	estimación
估計	estimación
箱	box
箱	caja
箱	recuadro
箱	casilla
規劃	planificación
規劃	planificar
規劃	planeación
規劃	planeamiento
伏	voltios
配置	configuración
配置	configurar
配置	configure
後衛	defensor
後衛	defender
後衛	defensora
國內	doméstica
國內	domésticas
國內	domésticos
國內	doméstico
海南	hainan
柴	chai
個月	mes
現場	escena
尤其是	especialmente
津	tsu
十字	cruz
十字	cross
十字	cruce
十字	cruzado
信仰	faith
信仰	fe
信仰	fé
信仰	creencias
信仰	creencia
信仰	creencias
反應	reacciona
反應	reaccionar
反應	reaccionan
反應	reacción
反應	reacciones
反應	reacciones
賞	recompensa
卒	empeño
卒	peón
文明	civilización
安徽	anhui
價值	valora
價值	valores
價值	valorar
價值	value
價值	valor
本地	localmente
本地	local
本地	locales
案件	case
案件	caso
案件	estuche
銷售	vendiendo
銷售	vender
銷售	venta
銷售	vendo
銷售	rebajas
銷售	venta
銷售	sales
銷售	ventas
銷售	rebajas
銷售	venta
旅行	viajar
旅行	viajes
旅行	viaje
旅行	viajando
旅行	viajar
旅行	viajando
旅行	viajar
旅行	trip
旅行	viaje
小姐	señorita
小姐	miss
小姐	srta
小姐	extraño
多個	múltiple
多個	múltiples
多個	multiples
考慮	consideren
考慮	considerar
考慮	considere
考慮	consideremos
靖	jing
波斯	persa
波斯	persas
退休	jubilación
退休	retiro
退休	jubilados
退休	retirados
退休	retirado
退休	retirada
退休	jubilado
路易	luis
冬季	invierno
步槍	fusil
步槍	fusiles
步槍	rifles
步槍	fusil
步槍	rifle
捷運	mrt
捷運	metro
棋	ajedrez
棋	shogi
久	largos
久	largo
久	larga
久	long
機器	máquina
機器	maquina
機器	maquinaria
機器	máquinas
機器	maquinas
通道	canal
通道	canalizar
通道	canales
通道	channel
通道	pasaje
通道	pasadizo
墨	tinta
墨	tintas
疾病	enfermedades
疾病	enfermedad
疾病	enfermedad
疾病	enfermedades
疾病	enfermedad
含有	contiene
含有	contenga
逮捕	detención
逮捕	arresto
逮捕	detenciones
逮捕	arrestos
逮捕	detenciones
英里	miles
英里	millas
英里	kilómetros
心理	psicológico
心理	psicológicas
