kalaj	шапочка
slavni	знамениті
slavni	відомий
slavni	знаменитий
samir	самір
rum	ром
rum	рому
marx	маркс
marx	маркса
oktavijan	октавіан
deklaracija	декларація
deklaracija	оголошення
alpsko	alpine
honduras	гондурасу
vole	multiplex
eriksson	ерікссон
spasi	зберегти
fan	прихильник
fan	фан
fan	шанувальник
fan	шанувальників
fan	вентилятор
glagola	дієслів
glagola	дієслова
ppm	ppm
ein	германії
muller	мюллер
hrom	chrome
hrom	хром
caroline	кароліна
caroline	керолайн
svile	шовку
svile	шовк
izbornom	колегія
izbornom	виборчий
drive	драйв
drive	пристрій
drive	привід
drive	drive
barij	барію
direktni	пряма
direktni	прямий
direktni	direct
direktni	прямі
instalacija	встановлення
instalacija	установити
instalacija	встановити
instalacija	встановлення
poteškoće	труднощі
služiti	служити
služiti	подаємо
služiti	подавати
uran	уран
dell	dell
dell	делл
adis	аддіс
vođen	керований
vođen	керуються
mrtvi	помер
mrtvi	померла
mrtvi	мертвий
mrtvi	dead
stepenu	градус
stepenu	ступінь
šok	шок
dijalekt	діалект
čudovišta	монстри
julian	юліан
meša	меса
take	візьму
take	бери
take	візьми
take	взяти
abdullah	абдулла
cvjeta	процвітають
utisak	враження
infrastruktura	інфраструктура
građanin	житель
građanin	громадянин
niš	ниш
čitava	цілу
čitava	цілий
čitava	ціла
dodajte	додавання
dodajte	додавати
dodajte	додати
sizedefault	sizedefault
camille	каміла
camille	каміль
giorgio	джорджо
mašinski	механічна
mašinski	механічний
pčela	бджола
pčela	бджоли
cole	коул
siemens	siemens
aspx	aspx
zagorje	загорська
parkovi	парки
kolonijalne	колоніальна
vilnius	вільнюс
selby	селбі
formata	формат
formata	форматування
angelo	анджело
neslaganja	непорозумінь
neslaganja	розбіжності
imuni	імунна
imuni	імунітет
neda	нед
neda	неда
lorenzo	лоренцо
trovanja	отруєння
izumio	вигадав
izumio	винайшов
sihr	чаклунство
sihr	чарівна
sihr	магія
sihr	magic
postizanje	досягненні
plivanju	плавання
masi	натовп
masi	натовпі
razvijao	проведення
razvijao	розробку
razvijao	розвиваються
razvijao	розробили
razvijao	розроблений
razvijao	розроблено
inicijativa	ініціатива
urbana	урбан
urbana	міський
žiri	журі
žiri	жюрі
ragbi	регбі
havaji	гаваї
federalni	федеральний
prepreka	перешкоди
prepreka	перешкоду
preglednik	браузер
preglednik	навігатор
preglednik	переглядач
baptiste	батіст
baptiste	батист
sinj	сінь
lancaster	ланкастер
birmingham	birmingham
xvii	xvii
proton	протон
commons	commons
protoka	потік
gradec	градець
takmičar	учасник
takmičar	конкурентів
detalje	відомості
detalje	подробиці
detalje	деталі
soko	falcon
soko	сокіл
soko	яструб
soko	hawk
vega	вега
hunter	мисливець
louvre	лувр
vlasništva	власники
vlasništva	належність
vlasništva	власник
vlasništva	власність
ujedinjena	united
ujedinjena	юнайтед
srednjim	середній
srednjim	носій
srednjim	середня
srednjim	середні
bacač	глечик
nordijska	скандинавських
fokus	фокус
fokus	фокусування
fokus	focus
emisiju	показати
emisiju	шоу
emisiju	показувати
emisiju	show
kasparov	каспаров
wide	широкий
wide	широка
prost	прост
mama	mama
mama	мама
mama	маму
mama	матуся
mama	мамо
mama	мама
celje	цельє
kariba	caribbean
platforma	платформи
platforma	платформу
platforma	платформа
césar	сезар
namjere	наміри
centenario	сентенаріо
menadžera	менеджерів
sposobni	здатний
sposobni	здатен
rogers	роджерс
maccabi	маккабі
robu	товари
joachim	йоахім
pereira	перейра
hat	шапка
hat	капелюх
doze	доз
garda	охорона
garda	гвардія
promijenjen	змінився
promijenjen	змінилася
promijenjen	змінено
promijenjen	змінений
promijenjen	змінені
složio	згідний
složio	домовилися
složio	домовились
složio	погодився
desi	десі
amazonas	амазонас
desetine	десятки
desetine	десятки
desetine	рахунку
ciudad	сьюдад
običnih	звичайну
običnih	незвично
običnih	звичайні
potvrdila	підтверджено
potvrdila	підтвердила
potvrdila	підтвердили
potvrdila	підтверджена
claudio	клаудіо
tvoj	твій
tvoj	твоя
tvoj	твої
tvoj	твоє
tvoj	ваші
stavljen	додаю
stavljen	ставимо
stavljen	класти
stavljen	поставити
sekcije	розділи
odobrio	підтверджено
odobrio	затверджено
tragedija	трагедія
anđeo	ангеліна
anđeo	янгол
anđeo	ангел
kent	кент
joel	джоел
betty	бетті
pojavljivanja	виступи
lim	лім
algoritam	алгоритм
exd	exd
bande	чисельністю
bande	банди
bande	банда
bande	gang
bande	банди
luna	луна
mrtva	помер
mrtva	померла
mrtva	мертвий
mrtva	dead
imenovana	призначив
kreiranje	створення
kreiranje	створити
kreiranje	створення
preostala	залишилося
preostala	залишилось
preostala	лишилось
republikanske	республіканська
poslanici	апостолів
poslanici	mps
oluje	бурі
oluje	весні
oksidi	оксид
kopnena	земля
kopnena	землею
kopnena	землю
flora	флора
signale	сигнали
violina	скрипка
violina	скрипці
trgovaca	крамнички
narode	народ
milwaukee	мілуокі
anglo	англ
anglo	англо
bavili	заручена
bavili	вивели
raj	радж
raj	рай
raj	раю
raj	paradise
intervencije	втручання
slava	slava
slava	слава
slava	славу
slava	слава
uvid	інсайт
blizak	закрити
blizak	близький
blizak	близько
blizak	близькі
blizak	закриття
stručni	експертні
stručni	експерт
minus	мінус
uzrokujući	викликає
širokog	широкі
širokog	широке
pobijedi	win
pobijedi	переможе
bundeslige	бундесліга
menadžment	управління
menadžment	менеджмент
menadžment	керівництво
menadžment	керування
bubanj	барабан
poklon	подарунку
poklon	подарунок
graf	граф
jod	йод
carla	карла
ekvivalent	еквівалент
kompletna	завершене
kompletna	завершити
kompletna	повний
kompletna	завершення
kompletna	завершений
moon	місяця
moon	місяць
moon	мун
moon	місячні
moon	супутник
erwin	ервін
gay	геї
gay	голубий
gay	гей
poplava	повінь
poplava	потопу
poplava	повінь
poplava	повені
ada	євангелія
kew	виселення
csstext	csstext
esej	есе
slabosti	слабкості
harvey	гарві
harvey	харві
ismail	ісмаїл
korisne	корисне
korisne	корисні
korisne	корисна
korisne	корисно
korisne	корисний
virgin	діва
virgin	богородиці
happel	гаппель
srednjih	вторинної
vijetnamski	vietnamese
grace	благодать
grace	милість
portala	портала
spremnika	кліпи
díaz	діас
bazilika	базиліка
tamne	темні
tamne	темна
tamne	темний
tamne	темне
tamne	темно
tkivu	тканинах
definisati	вказати
definisati	визначати
definisati	визначити
platon	платон
rfc	rfc
rfc	компроміси
tata	тато
tata	тато
kapital	капітал
kapital	столиця
desktop	стільниці
nosač	авіаносець
počinio	вчинив
počinio	скоїв
uzela	взяли
uzela	забрали
uzela	взяв
uzela	забрала
uzela	забрав
snimljene	записано
snimljene	записав
ulaganja	інвестицій
ulaganja	інвестиції
ulaganja	вкладень
staljin	сталін
katastrofa	катастрофа
katastrofa	катастрофа
katastrofa	катастрофи
otkrivene	виявив
otkrivene	виявили
otkrivene	відкрив
plemići	аристократи
svg}}	svg}}
amy	емі
okončan	завершене
okončan	закінчився
okončan	закінчилась
okončan	закінчилось
okončan	завершився
brooks	брукс
izazov	виклик
čarobnjaka	майстер
čarobnjaka	чарівник
čarobnjaka	майстра
savezi	союзи
tropske	тропічний
tropske	тропічні
webb	вебб
sen	сен
redovi	черги
redovi	черг
sfera	сфера
sfera	сфери
sfera	куля
mikroskop	мікроскоп
jetra	печінка
jetra	печінки
robot	робот
umre	вмирає
umre	гине
umre	помре
umre	помирає
cvijeće	квіти
galileo	галілео
alexandre	александр
porazila	перемогли
porazila	поразки
mahmud	махмуд
mahmud	махмуд
atomskih	атомна
sportsko	спорт
sportsko	спортивні
sportsko	спорту
svinje	свині
najniža	найнижчі
tretmana	процедур
kapi	краплі
metale	метали
prijateljstva	дружба
prijateljstva	дружби
prijateljstva	дружба
prijateljstva	дружбу
poslali	надіслано
poslali	надіслані
generali	генералів
projekcija	проекція
projekcija	проекцій
otrovan	отруїв
denver	денвер
standardi	стандартів
standardi	стандартами
standardi	стандартам
standardi	стандарти
nestali	зник
nestali	зникли
nestali	зникла
nestali	відсутній
izričito	явно
proteinima	білку
kompozitori	композиторів
jenson	дженсон
blaga	скарби
diskusija	дискусії
diskusija	обговорення
diskusija	дискусії
diskusija	дискусія
diskusija	обговорення
prst	пальця
prst	палець
prst	пальцем
xbox	xbox
imovinu	властивості
imovinu	властивість
imovinu	майна
imovinu	власність
imovinu	майно
lihtenštajn	ліхтенштейн
konkretno	спеціально
konkretno	конкретно
četrdeset	сорок
susjeda	сусід
susjeda	сусіди
susjeda	сусід
prijetnje	загрози
prijetnje	погроз
prijetnje	погрози
teku	потік
nastava	інструкція
pluton	плутон
gledao	дивились
gledao	дивилися
gledao	дивився
rom	rom
teoretski	теоретична
teoretski	теоретично
linnaeus	лінней
reci	скажи
reci	розказати
reci	розкажіть
reci	розкажу
reci	розкажи
pčele	бджіл
pčele	бджоли
osvojena	переміг
osvojena	виграв
osvojena	вон
osvojena	виграли
dublje	глибше
jemen	ємен
odsustvu	відсутність
odsustvu	відсутності
diviziji	ділення
diviziji	дивізіон
diviziji	поділ
nemanja	неманья
afera	справі
deportivo	депортіво
antike	низки
uživao	сподобалося
izrađen	написали
izrađen	оленою
spomenuta	згадала
spomenuta	згадав
spomenuta	згадував
berkeley	берклі
springfield	springfield
truman	трумен
prevedena	перекладено
naglasak	виділення
naglasak	акцентом
lijekovima	ліків
lijekovima	медикаменти
ocjene	класи
trnava	трнава
tesla	tesla
tesla	тесла
podizanje	складати
podizanje	підняти
podizanje	підвищення
podizanje	підняття
arterija	артерія
brooklyn	бруклін
prijetnja	загроза
prijetnja	погроза
prijetnja	загрозу
gottfried	готтфрід
ist	ist
austin	остін
uslovom	умова
vožnje	їхали
vožnje	водіння
nicholson	ніколсон
obradi	опрацювання
obradi	обробки
obradi	обробку
obradi	обробка
pravaca	шляхи
pravaca	маршрутів
pravaca	маршрути
pravaca	напрямки
earl	ерл
based	засновані
based	засновано
based	заснований
lud	шалено
lud	шалені
lud	скажений
lud	шалений
zaključuje	вчить
antologija	антологія
proučavao	вчився
proučavao	вивчав
proučavao	вивчила
proučavao	навчався
ispadanje	зараження
nicholas	миколай
nicholas	ніколас
nicholas	миколая
evanđelje	євангеліє
honda	honda
rotacija	обертання
rotacija	поворот
mehanizmi	механізми
pigment	пігмент
pacifiku	тихий
dante	данте
coppola	коппола
pascal	паскаль
učenjaka	історик
učenjaka	вченим
herman	герман
optužio	обвинувачений
optužio	звинуватили
optužio	звинуватив
proširuje	розгортається
irving	ірвінг
duboke	глибока
duboke	deep
duboke	глибоко
duboke	глибокий
duboke	сильно
izrazi	вирази
izrazi	виразів
marketing	маркетинг
univerzitetima	університети
dijeljenje	обмін
dijeljenje	поширення
johansson	юганссон
diana	діана
odabrana	вибраний
odabrana	обрані
odabrana	вибрані
odabrana	вибране
odabrana	вибрано
gradijent	градієнт
moli	молитися
moli	молись
moli	моллі
podiže	піднімає
podiže	підносить
podiže	виховує
prethodnim	попереднє
prethodnim	попередні
prethodnim	попередній
prethodnim	попередня
solun	салоніки
telefon	телефон
telefon	телефон
telefon	телефоном
poglavlje	розділ
poglavlje	глава
poglavlje	главу
vođenje	керування
vođenje	виконання
vođenje	виконується
vođenje	працює
vođenje	біг
rotor	ротор
luther	лютер
balkanski	балканський
kulin	заборонити
kulin	заборону
kulin	заблокувати
kulin	бан
visual	візуальне
visual	візуальні
visual	візуальний
grude	грудка
korejski	корейська
opisivanje	описати
ground	землею
ground	землю
konfiguracija	конфігурація
konfiguracija	налаштування
jaki	сильним
jaki	сильні
jaki	сильною
jaki	сильний
jaki	сильна
medici	медічі
čekao	чекав
čekao	чекали
zamjene	поповнення
dokumente	документи
malcolm	малкольм
burkina	буркіна
pierce	пірс
dragi	дорогою
dragi	кохана
bogatim	багаті
bogatim	багатий
bogatim	rich
remi	ремі
remi	ремі
sluga	слуга
nadzorom	нагляду
nadzorom	опіки
nadzorom	нагляд
koch	кох
zadovoljan	задоволені
zadovoljan	задоволена
zadovoljan	задоволений
her	герр
izbjeglice	біженців
gvajana	гвіани
aziz	азіз
stvarne	ям
štampa	преса
štampa	натиснути
štampa	прес
štampa	press
štampa	друкує
štampa	відбитки
parametri	параметри
glenn	гленн
tumače	грамотно
harvard	гарварду
kuhinja	кухня
kuhinja	кухні
kuhinja	кухня
kuhinja	кухню
antoaneta	антуанетта
provesti	реалізувати
provesti	провести
provesti	проводять
provesti	витратити
thank	дяка
clarke	кларк
adler	адлер
patent	патент
osvojen	підкорили
osvojen	переміг
osvojen	виграв
osvojen	вон
osvojen	виграли
eine	eine
neretva	неретва
masne	фатті
masne	жирні
sastojci	складові
sastojci	інгредієнти
puca	випускає
puca	стріляє
pravci	шляхи
pravci	маршрутів
pravci	маршрути
pravci	напрямки
crnaca	негри
policajac	коп
policajac	поліцейський
policajac	поліцейського
policajac	поліцейський
travi	трава
travi	трави
sunčev	сонячний
sunčev	сонячне
sunčev	сонячні
sunčev	сонячна
približava	наближається
reed	рід
ispita	іспити
ispita	екзамени
ispita	екзаменів
vodopad	водоспад
slovački	словацька
predavač	інструктором
predavač	інструктор
preciznost	точність
preciznost	точність
bernhard	бернгард
openstreetmap	openstreetmap
uspješni	успішно
uspješni	успішне
uspješni	вдало
uspješni	успішний
uspješni	вдалась
morris	морріс
linearno	лінійна
linearno	лінійний
koncerti	концерти
dubini	глибина
buna	буна
rukopisa	рукописи
sastavljene	складено
slojevi	шари
slojevi	шарів
philipp	філіпп
savršeno	ідеально
perua	перу
vaduz	вадуц
doo	ду
skladište	склад
skladište	зберігання
skladište	носії
skladište	сховище
procedure	заходи
procedure	процедури
duhovne	духовні
ptolemej	птолемей
hod	ходьба
hod	прогулянка
face	обличчя
face	обличчям
face	face
hannah	ганна
helen	гелен
helen	хелен
najbrže	найшвидший
najbrže	найшвидше
pristalice	прихильники
srž	суть
srž	сутність
cool	круті
cool	круто
cool	класні
pršljenova	хребта
benedikt	бенедикт
dubinu	глибина
trump	трамп
lech	лех
tang	тан
amon	amon
molitve	молитву
molitve	молитви
gutenberg	гутенберг
vlatko	влатко
kontroliše	контроль
kontroliše	контрольна
kontroliše	керування
kontroliše	керування
kontroliše	контролює
profesionalno	професійно
magnetno	магнітний
magnetno	магнітна
karate	карате
izgubljena	втрачений
izgubljena	програв
izgubljena	lost
rita	ріта
channel	канал
channel	каналом
channel	channel
channel	каналу
uvesti	обласної
animirani	анімація
animirani	анімаційний
animirani	анімаційна
goa	гоа
krzno	хутро
laboratoriji	лабораторія
laboratoriji	lab
laboratoriji	лабораторії
proglašeno	заявила
proglašeno	оголосив
proglašeno	оголошені
sponzor	спонсора
sponzor	заплатила
naoružani	озброєний
naoružani	озброєні
naoružani	збройних
operativne	кооперативів
operativne	оперативного
operativne	оперативна
operativne	готовності
atomski	атомна
zahtijevao	вимагав
parametara	параметри
puerto	пуерто
tab	таб
tab	tab
tab	вкладку
tab	вкладка
balada	балада
opseg	приціл
opseg	обсяг
lionel	лайонел
allahov	переможе
prostorija	приміщення
vidljiv	видима
vidljiv	видимий
vidljiv	видно
vidljiv	видимі
agassi	агассі
slanje	відсилання
slanje	надсилання
divlja	дикі
divlja	дикий
divlja	wild
divlja	диких
izrada	творити
izrada	внесення
izrada	вибірка
senator	сенатор
automatsko	автоматична
automatsko	автоматичний
automatsko	автоматичне
automatsko	автоматичні
pšenice	пшениці
pšenice	житом
radar	radar
lac	лак
navodeći	цитують
navodeći	переліку
korisni	корисне
korisni	корисні
korisni	корисна
korisni	корисно
korisni	корисний
korisni	корисні
korisni	корисно
korisni	корисна
korisni	корисний
domovina	батьківщина
odgovarajućeg	відповідний
primoran	примусово
primoran	змусили
primoran	вимушена
izvođači	виконавців
domaćinstva	родин
plemeniti	благородний
plemeniti	благородні
auschwitz	воротах
profesori	професорів
profesori	учителі
profesori	вчителів
profesori	вчителі
rundu	кругла
rundu	круглий
rundu	round
rundu	раунд
zagrijavanje	потепління
zagrijavanje	гріє
oficiri	офіцери
oficiri	офіцерів
nintendo	nintendo
mehanizama	механізми
atlanta	атланти
zaštićeni	захищений
zaštićeni	захищена
zaštićeni	захищено
sportisti	спортсмени
kriteriji	критерії
kriteriji	критерій
keep	тримай
osjećaju	feel
osjećaju	відчуваю
osjećaju	відчути
osjećaju	почуття
osjećaju	відчуття
osjećaju	передчуття
domaća	домашніх
domaća	домашня
dozvoljena	дозволили
dozvoljena	дозволено
dozvoljena	дозволено
dozvoljena	дозволені
selim	селім
monfils	монфіс
marilyn	мерилін
brži	швидше
jena	єна
jena	єн
matematička	математична
matematička	математичних
matematička	математичний
matematička	математичні
matematička	математика
matematička	математичний
matematička	математичні
matematička	математики
napušten	покинуті
napušten	відмовилися
proboj	прорив
proboj	штурму
diktator	диктатор
edwards	едвардс
muslim	мусульмани
muslim	мусульманин
elektronika	електроніка
clinton	клінтон
gravitacija	гравітація
gravitacija	тяжіння
zabranio	заборонили
zabranio	заборонене
venecija	венеція
venecija	венеції
visualeditor	visualeditor
telefona	телефони
galij	галій
feb	лютого
monitor	спостереження
monitor	спостерігати
monitor	варан
monitor	монітор
održavala	збережена
byron	байрон
sturm	штурм
dominic	домінік
gala	урочистий
gala	гала
eri	ері
ispit	екзамен
zore	світанок
zore	світанку
vraćanje	відновлення
vraćanje	відновити
hermes	гермес
izjave	заяви
izjave	судження
izjave	виписки
izjave	заяв
vella	велья
abd	абд
padu	скорочуються
koza	коза
koza	цап
koza	козу
koza	козел
jürgen	юрген
regionalna	районної
regionalna	обласний
regionalna	регіональні
regionalna	регіональний
porastao	дорослому
porastao	доросла
porastao	виріс
continuo	continuo
baron	барон
korporacija	корпорація
korporacija	корпоративному
korporacija	компаній
oltar	ара
oltar	храм
eksplozija	вибух
eksplozija	вибухом
eksplozija	вибух
eksplozija	вибухи
haiti	гаїті
povrće	овочі
povrće	овочеві
povrće	овочі
rand	ренд
baden	баден
putovanju	їзда
putovanju	подорожує
nitrat	нітрат
osjećanja	почуття
indirektno	непрямим
dostići	охоплення
poljoprivredni	аграрна
poljoprivredni	аграрний
gregory	ґреґорі
gregory	григорій
gregory	грегорі
ograničava	обмеженням
medical	медичних
medical	медичний
medical	medical
medical	медична
medical	медичні
ceremonija	церемонія
poteškoća	складності
poteškoća	складність
poteškoća	труднощі
audi	audi
hokej	хокей
finansije	фінанси
finansije	фінанси
trakta	вірусна
challenge	виклик
mišiće	язи
aranžman	домовленість
aranžman	аранжування
aranžman	розташування
tomić	tomic
jose	хосе
nbc	викладала
snape	снейп
usb	usb
procedura	заходи
procedura	процедури
procedura	процедури
procedura	процедуру
procedura	процедура
istra	істрія
kramnik	крамник
osvajanju	завойовником
lucije	луцій
ser	сер
ser	пане
ser	сір
björn	бйорн
vatikan	ватикан
vatikan	ватикані
glasine	чутки
glasine	чуток
glasine	чутки
soundtrack	саундтрек
alpskom	alpine
samoa	самоа
korijeni	коріння
tereza	тереза
reza	реза
rušenje	знесення
neto	нетто
neto	net
prihode	прибутки
prihode	надходжень
prihode	прибуток
prihode	дохід
demonstracije	продемонструвати
demonstracije	демонстрація
demonstracije	демонстрацію
demonstracije	демонстрацій
demonstracije	демонстрації
projektil	снаряд
projektil	ракета
mills	міллс
gran	гран
eksperiment	експеримент
vinci	вінчі
viđen	бачили
viđen	бачив
obrazac	взірець
obrazac	взірцем
obrazac	візерунок
obrazac	шаблон
napore	зусилля
negativan	негативний
negativan	негативне
negativan	негативна
negativan	негатив
negativan	негативні
kvartet	квартет
kvartet	сметани
pušaka	гвинтівок
pušaka	гвинтівки
burton	бертон
nadležnost	компетенції
utorak	вівторок
dim	дим
dim	палю
braniti	захищатися
braniti	захищають
braniti	захисти
misleći	роздуми
misleći	мислення
jednostavnih	просту
jednostavnih	простий
jednostavnih	проста
jednostavnih	прості
jednostavnih	просте
kyle	кайл
osigurala	захищені
vježbe	вправи
horatio	гораціо
uče	дізнатися
uče	вчити
uče	вчитись
uče	навчитися
parsons	парсонс
teolog	богослов
peterburg	петербург
običnog	звичайну
običnog	незвично
običnog	звичайні
über	über
graditelj	будівельник
wei	вей
kamenje	камені
kamenje	камінці
kamenje	каменів
berger	бергер
goldwyn	goldwyn
petrov	петров
pobjegne	втеча
pobjegne	втечу
pobjegne	втекти
hera	гера
široj	ширше
vena	вена
psiholog	психолог
psiholog	психолога
laurent	лоран
louise	луїза
rival	конкурувати
stručnjak	спеціаліст
stručnjak	експертні
stručnjak	експерт
transkripcija	транскрипція
teškom	важко
teškom	складно
teškom	складне
žestoki	дике
koristimo	використати
koristimo	використовувати
koristimo	користування
koristimo	використання
guma	tyres
guma	гумові
rame	плече
gustave	гюстав
danijel	данієль
danijel	daniel
danijel	даніел
danijel	даніель
danijel	деніел
danijel	данило
naišao	натрапив
naišao	зіткнувся
eyes	очі
eyes	очей
eyes	очам
harald	гаральд
korisna	корисне
korisna	корисні
korisna	корисна
korisna	корисно
korisna	корисний
opcije	варіанти
opcije	пункти
opcije	опції
opcije	параметри
ravnica	plain
ravnica	простий
ravnica	скромні
ravnica	рівнина
ravnica	звичайний
lille	лілль
bug	ваду
bug	вада
statističke	статистичні
statističke	статистичних
odrekao	відрікся
ormond	ормонд
uzrokovane	призвела
uzrokovane	викликала
uzrokovane	завдали
zarobljeni	пастці
zarobljeni	приречений
christoph	крістоф
inhibitor	корозії
pretrage	шукати
pretrage	пошук
sljedbenika	читачів
sljedbenika	читачі
urdu	урду
praga	поріг
jačanje	посилення
jačanje	рекламувати
jačanje	boost
bel	бель
bel	bel
gil	гіл
ogledalo	дзеркало
ovisnost	залежність
rivera	рівера
klinička	клінічних
povrća	овочі
trinidad	тринідад
smanjila	різати
smanjila	вирізати
briga	піклування
briga	догляд
porodično	сімейство
porodično	сімейний
porodično	сімейні
porodično	родина
metalnih	металічний
obezbjeđuje	надає
obezbjeđuje	закладено
obezbjeđuje	забезпечує
slabiji	ослаб
rachel	рейчел
ain	ен
ain	айн
fudbaler	футболіст
odjeća	одяг
odjeća	одяг
beba	немовля
beba	малятко
beba	дитина
sistemski	системна
