orto	orto
seinad	zidine
seinad	zidove
seinad	zidova
uss	crva
uss	crve
uss	crv
ümmargune	okrugli
ümmargune	okruglo
ümmargune	okrugla
ümmargune	runda
next	sljedeća
ravida	ozdravi
ravida	izliječiti
katki	slomljeno
katki	slomljen
katki	slomljeni
katki	slomljena
taktika	taktike
taktika	taktika
taktika	taktika
takistuse	zapreka
takistuse	prepreka
skandaali	skandal
amadeus	amadeus
teenus	usluge
teenus	usluga
vedel	tekuće
vedel	tekućina
vedel	tekući
partner	partner
partner	partnera
partner	partnerica
partner	partneru
partner	suradnik
partner	suradnica
alalise	trajna
alalise	stalni
alalise	trajno
namiibia	namibiji
lõhn	miris
lõhn	miris
zeit	zeit
seadusandlik	zakonodavne
pruunid	brown
pruunid	smeđa
pruunid	smeđi
pruunid	smeđe
etnoloog	etnolog
allutatud	podređeni
cia	cia
cia	cia
cia	cla
saarlased	otočani
algebra	algebra
vastastikune	zajednički
vastastikune	uzajamno
vastastikune	obostrano
vastastikune	recipročne
armand	armand
bakuu	baku
läbiviidud	izvedena
tag	označi
tag	oznaku
tag	tag
tag	oznaka
ostsid	kupljen
ostsid	kupljeno
ostsid	kupljena
ostsid	kupio
ostsid	kupila
vabanenud	pušten
vabanenud	puštena
nupp	gumb
nupp	dugme
nupp	tipka
annie	eni
annie	annie
reich	reich
sisend	unos
sisend	ulaz
tadžikistani	tadžikistan
hillary	hillary
harvard	harvardu
harvard	harvard
harvard	harvarda
jyväskylä	jyväskylä
dong	dong
luige	labuda
luige	swan
luige	labud
neljakordne	četverostruko
areneda	evoluirati
istanbuli	istanbula
istanbuli	istanbulu
istanbuli	istanbul
kalevala	kalevala
kübar	hat
kübar	kapa
kübar	šešir
peatub	staje
peatub	prestaje
peatub	zaustavlja
lao	lao
plaane	planovi
plaane	planova
plaane	planove
libeeria	liberiji
libeeria	liberijski
lõigu	segment
monarh	monarh
palka	zaposli
palka	zaposliti
puutumata	netaknuta
puutumata	netaknut
luna	luna
ehitaja	graditelj
heidelbergi	heidelbergu
hollywoodi	hollywood
lilla	ljubičasta
lilla	ljubičasto
lilla	ljubičasti
publik	publike
publik	publika
publik	gužva
publik	gomila
publik	gužve
publik	publika
kaovad	nestati
laupäeval	subotu
laupäeval	subota
lahendamine	rješavanje
lahendamine	rezolucija
lahendamine	rezolucije
fin	fin
ehitab	gradi
kaevatud	iskopali
kaevatud	iskopao
kaevatud	kopao
acer	acer
lööb	hitove
rubens	rubens
tugevdada	ojačati
algoritm	algoritam
populatsioon	stanovništvo
populatsioon	populacija
alias	alias
alias	pseudonim
identne	identično
identne	identične
identne	identični
vähim	najmanje
hero	ručica
hero	junak
hero	heroju
hero	heroj
grupis	grupa
indutseeritud	izazvan
baikali	bajkalsko
kepler	kepler
mõrv	ubojstva
mõrv	ubojstvo
ahvenamaa	ålandski
filtri	filter
filtri	filtar
esivanemad	preci
esivanemad	precima
esivanemad	pretke
vahendatud	posredovao
armas	divna
armas	divno
veenis	uvjerio
pass	putovnica
õuna	apple
õuna	jabuka
château	chateau
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	oblaci
pilved	oblake
pilved	oblaka
pilved	oblak
pilved	cloud
mer	mer
lipnik	zastavnik
padova	padove
padova	padovi
padova	padova
franki	frank
tähendusi	značenja
osaleja	sudionik
õlu	piva
õlu	pivo
õlu	pivu
õlu	pive
paratamatu	neizbježan
paratamatu	neizbježna
paratamatu	neizbježno
reklaam	publicitet
reklaam	komercijalne
reklaam	komercijalni
reklaam	reklama
reklaam	oglašavanje
reklaam	oglašavanja
selma	selma
adelaide	adelaide
romana	romana
kogemused	iskustava
kogemused	iskustvima
kogemused	iskustva
kogemused	iskustvo
kogemused	iskustva
tagurpidi	unazad
tagurpidi	unatrag
tagurpidi	obrnuto
ümar	zaobljeni
ümar	okrugli
ümar	okruglo
ümar	okrugla
ümar	runda
genfis	ženevi
kuulas	slušao
kuulas	slušali
vaatluse	promatranje
aspekti	aspekt
sünagoog	sinagogi
paigal	zamrznuti
kolmnurk	trokut
lõksu	zamka
lõksu	trap
regulaarne	redovito
regulaarne	redovna
regulaarne	redovno
sümmeetria	simetriju
paleontoloog	paleontolog
teadust	nauka
teadust	znanost
teadust	znanosti
stig	stig
edith	edit
edith	edith
aspektid	aspekte
hahn	hahn
organisatsioone	organizacije
positiivsed	pozitivni
positiivsed	pozitivna
positiivsed	pozitivno
positiivsed	pozitivan
dostojevski	dostojevskog
valgevenelased	bjelorusi
tsitaat	citiram
tsitaat	citat
valdkonnad	područja
pearl	pearl
pearl	biser
pearl	bisera
viasat	viasat
joonas	jona
joonas	jonah
silmapaistev	izvanredan
silmapaistev	izvanredno
liitumine	udruživanje
liitumine	spajanje
liitumine	pridruživanje
ohutu	bezopasno
ohutu	bezopasna
ohutu	bezopasan
ohutu	sigurno
ohutu	sef
ohutu	sigurna
iraak	irak
györgy	györgy
bissau	bissau
janet	janet
legendaarne	legendarni
legendaarne	legendarna
rudolph	rudolph
petra	petru
petra	petra
motors	motors
brad	brad
kubrick	kubrick
ühendused	veze
ühendused	asocijacije
ühendused	udruge
kaksikud	gemini
kaksikud	blizanac
kaksikud	blizanke
kaksikud	blizanci
mängitud	igrao
seisnes	sastojao
monroe	monroe
tuuled	vjetrovi
tingimusteta	bezuvjetno
tingimusteta	bezuvjetnu
kitsad	uski
kitsad	uska
kitsad	uske
kitsad	usko
eeliseid	prednosti
selgitab	objašnjava
häiritud	poremećen
nathan	nathan
liiklus	promet
nicola	nicola
hoidja	čuvaru
hoidja	čuvar
müüt	mitu
müüt	mit
leben	leben
mosambiigi	mozambiku
mõõdukas	umjerene
mõõdukas	umjereno
renate	renate
sforza	sforza
konteksti	kontekst
kihid	slojeve
pühakute	sveci
seisnud	stajao
kama	kama
toledo	toledu
plii	vodi
plii	olova
plii	olovo
tais	tajland
tais	tajlandu
liivakivi	pješčenjak
küsib	pita
laused	fraze
laused	rečenice
sarnasus	sličnost
sarnasus	sličnost
scsi	scsi
palavik	temperatura
palavik	groznica
palavik	groznicu
sanders	sanders
vallandati	otpušten
patareid	baterije
ohver	žrtva
tycho	tycho
kiirabi	hitna
hääletus	glasanje
hääletus	glasovanje
hääletus	glasanja
hääletus	glasovanja
hääletus	glasanje
marcello	marcello
vastupidav	trajan
vastupidav	izdržljiv
pereira	pereira
säde	iskre
säde	iskra
säde	iskru
toni	toni
varade	imovine
varade	imovina
reuters	reuters
tantsud	plesove
tantsud	pleše
cannes	cannesu
dieter	dieter
larissa	larissa
pane	stavi
pane	stavite
pane	staviti
isiksus	osobnost
isiksus	osobnosti
isiksus	ličnost
olendid	bića
olendid	stvorenja
olendid	bića
kanalid	kanali
kanalid	kanale
kanalid	kanali
kanalid	kanal
kanalid	channel
põletatud	spaljeno
põletatud	spaljen
põletatud	spalio
põletatud	spaljeni
põletatud	spaljena
põletatud	spaljene
põletatud	spaljeno
põletatud	spaljen
põletatud	spalio
põletatud	spaljeni
põletatud	spaljena
sain	imam
sain	dobio
smirnov	smirnov
kontaktid	kontakte
kontaktid	kontakti
kontaktid	kontakata
korteris	stan
korteris	apartman
suremus	smrtnost
suremus	smrtnosti
juhend	vodič
juhend	upute
juhend	instrukcije
moe	moe
usbekistani	uzbekistan
osce	oess
pankur	bankar
pankur	bankara
claire	kler
claire	claire
stefano	stefano
kana	kokoš
kana	piletina
kana	pile
kana	kokoš
täitmine	pogubljenje
täitmine	izvršenje
täitmine	smaknuće
koopad	špilje
koopad	pećine
koopad	spilje
nebraska	nebraski
keeld	zabrani
keeld	ban
keeld	zabrana
keeld	prohibicije
täiendavad	dodatna
täiendavad	dodatno
täiendavad	dodatni
täiendavad	dodatne
hart	hart
komplekt	postavi
komplekt	set
komplekt	komplet
komplekt	kita
komplekt	kit
alfons	alfons
qui	qui
kolju	lubanja
kolju	lubanje
kolju	lubanju
pms	pms
abdul	abdul
winston	winston
alabama	alabama
alabama	alabame
otsad	završava
mõneti	donekle
löök	udarac
löök	udaraljke
löök	štrajk
löök	udarac
löök	kick
tundsid	osjetio
tundsid	osjetila
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	vrata
teadlikult	svjesno
teadlikult	svjesno
wells	wales
wells	wellsa
wells	wells
wells	bunara
athena	atena
athena	athena
leiutatud	izmišljen
leiutatud	izmislio
leiutatud	izumio
kõrva	uho
kõrva	uhu
kõrva	uha
pippin	pippin
liikumised	pokreti
soovitav	poželjna
soovitav	poželjan
soovitav	poželjno
vietnam	vijetnamu
vietnam	vijetnam
veronica	veronica
veronica	veronika
rahaühik	valuta
rahaühik	valute
greg	greg
auru	para
alto	alto
houston	houston
kukub	pada
kukub	padne
kukub	falls
pannoonia	panonsko
ibrahim	ibrahim
küpros	cipar
galaktikate	galaksije
galaktikate	galaksija
pealkirjad	naslovi
pealkirjad	naslovi
pealkirjad	titule
pealkirjad	naslova
illüüria	ilirska
kõrvad	uši
kõrvad	usi
luisa	luisa
atlantis	atlantis
atlantis	atlantide
louisiana	louisiani
louisiana	louisiana
fauna	fauna
laos	laosu
vabrik	tvornica
vabrik	fabrike
vabrik	tvornici
vabrik	tvornice
kloostrid	manastira
mathias	mathias
sõiduki	vozilo
mehhanismid	mehanizmi
kehti	primjeni
paaris	pari
paaris	parova
ash	pepeo
ash	ash
ash	pepela
mauritiuse	mauricijus
mauritiuse	mauricijski
raport	prijavi
raport	izvješće
raport	izvještaj
raport	prijavite
süüdistatud	optužen
süüdistatud	optužena
süüdistatud	optuženi
süüdistatud	optužio
vie	vie
nõudlus	potražnja
erapooletu	suzdržan
erapooletu	nepristran
erapooletu	nepristran
erapooletu	neutralna
erapooletu	neutralni
erapooletu	neutralan
duke	duke
duke	vojvoda
juut	židovski
juut	židov
juut	židove
juut	židov
lahendused	rješenja
laulda	pjevaj
laulda	pjevajte
planeerimine	planiranja
planeerimine	planirati
planeerimine	planiram
planeerimine	planiranje
planeerimine	planira
võrreldakse	uspoređuje
cesare	cesare
ameeriklased	amerikanci
tehnoloogiad	tehnologije
kohtuda	susret
kohtuda	upoznati
kohtuda	upoznajte
diktatuuri	diktature
louvre	louvre
kuude	meseci
kuude	mjeseci
kuude	mjesecima
ministrid	ministre
ministrid	ministri
kümned	desetke
kümned	desetine
kümned	deseci
kümned	desetke
kümned	desetine
racing	utrka
racing	trke
racing	utrke
solanum	solanum
kent	kenta
kent	kent
pöörab	rotira
tudengid	studenti
tudengid	učenici
tudengid	studentima
quintus	quintus
karvane	dlakava
karvane	dlakav
karvane	dlakave
karvane	dlakavi
ülevõtmine	preuzimanje
piirkondlikud	regionalno
piirkondlikud	regionalni
kristo	kristo
windsor	windsor
kasvatus	odgoj
kasvatus	roditeljstvo
ari	ari
hondurase	hondurasu
sõnastik	rječnik
teravilja	žitarica
teravilja	žitarice
teravilja	pahuljice
hädavajalik	neizostavni
kristin	kristin
martino	martino
keerukas	složeno
keerukas	kompleks
keerukas	složena
põrgu	pakao
lucca	lucca
laboratooriumi	laboratorij
laboratooriumi	laboratorija
eranditult	isključivo
hms	hms
kollektsioon	prikupljanje
kollektsioon	zbirka
kollektsioon	kolekcija
spordiala	sport
moto	moto
moto	moto
bradley	bradley
dünamo	dinamo
õnneks	srećom
elektriliselt	električki
porta	porta
hamiltoni	hamilton
lõpetamine	završetak
lõpetamine	zatvaranje
lõpetamine	diploma
lõpetamine	matura
lõpetamine	mature
lõpetamine	diplome
como	como
potentsiaal	potencijalna
potentsiaal	potencijalni
potentsiaal	potencijal
faso	faso
klient	kupac
klient	mušterija
klient	klijent
klient	klijenta
edastamine	prijenos
edastamine	prosljeđivanje
skt	bdp
gibson	gibsona
gibson	gibson
fanny	fanny
webber	webber
sajad	stotine
pakistan	pakistan
pakistan	pakistana
pakistan	pakistanu
dis	dis
clement	clement
amor	amor
ühtlane	uniforma
ühtlane	uniforme
ühtlane	odora
ühtlane	uniformu
poodi	radnja
poodi	shop
poodi	prodavaonica
poodi	trgovina
poodi	kupovinu
poodi	šoping
poodi	kupnja
poodi	shopping
poodi	kupovina
poodi	radnja
poodi	trgovina
poodi	prodavaonica
lazio	lazio
birger	birger
seks	seks
seks	seksa
seks	sex
renoveeritud	obnovljeni
renoveeritud	renoviran
lausanne	lausanne
stabiilsus	stabilnost
stabiilsus	stabilnosti
tausta	pozadina
reaalsus	realnost
reaalsus	stvarnost
evolutsioon	evolucije
evolutsioon	evolucija
metaani	metana
tõmbas	izvukao
tõmbas	povukao
konfliktid	sukoba
konfliktid	sukobi
konfliktid	sukoba
konfliktid	sukob
konfliktid	sukobi
konfliktid	konflikt
signaalid	signali
julien	julien
phelps	phelps
junior	juniore
junior	junior
junior	mlađi
phd	doktorat
sõjalised	vojno
sõjalised	vojska
sõjalised	vojni
salvatore	salvatore
süüdistus	naboj
süüdistus	naplatiti
süüdistus	optužnica
süüdistus	optužnicu
kartes	strahujući
airbus	airbus
setted	sedimenti
uraan	uran
uraan	urana
uraan	uran
uraan	urana
bussi	bus
bussi	autobus
bussi	autobusom
süstemaatiliselt	sistematski
süstemaatiliselt	sustavno
maadlus	hrvanje
karol	karol
piibel	biblija
piibel	biblije
piibel	bibliju
bryan	bryan
borussia	borussia
dee	dee
palk	placa
palk	plaće
palk	plaća
palk	plata
palk	plaće
kosmonaut	kozmonaut
kosmonaut	astronaut
graf	graf
riba	strip
sojuz	sojuz
õlut	piva
õlut	pivo
õlut	pivu
õlut	pive
sõltus	ovisilo
hüljatud	napuštena
hüljatud	napušten
hüljatud	napušteni
hüljatud	napušteno
kavatsusest	namjera
levin	levin
pingeid	napetost
pingeid	napetosti
pingeid	tenzija
pingeid	napetosti
pingeid	tenzije
pingeid	tenzija
nacional	nacional
vahekord	snošaj
vahekord	snošaj
tolly	toli
warner	warner
failid	datoteke
tõlgendus	tumačenje
tõlgendus	interpretacija
proosa	proze
mõistmine	shvaćanje
mõistmine	razumijevanje
gustave	gustave
kuraator	kustos
mutatsioonid	mutacije
viiulit	violina
viiulit	violinu
metsik	divlja
metsik	divlji
metsik	divlje
aacheni	aachen
streik	štrajk
karistada	kazniti
karistada	kazni
kalli	zagrli
kalli	zagrljaj
vangid	zarobljenici
vangid	zatvorenici
vangid	zatvorenici
sami	sami
määratleb	definira
vaatlused	promatranja
vaatlused	opažanja
vaatlused	zapažanja
tunnustus	priznavanje
tunnustus	priznanje
tunnustus	prepoznavanje
martha	marta
martha	martha
kara	kara
diagnostika	dijagnostički
diagnostika	dijagnostiku
cpu	cpu
füüsilised	fizički
efektiivselt	učinkovito
peer	peer
meeleavaldajate	prosvjednici
meeleavaldajate	prosvjednika
meeleavaldajate	prosvjednici
meeleavaldajate	prosvjednika
meeleavaldajate	protestanti
crystal	kristal
crystal	kristalno
crystal	kristalna
crystal	crystal
ustav	odani
ustav	vjeran
ustav	odan
ustav	vjerni
ustav	odana
madalmaad	nizozemska
münsteri	münster
lahutatud	isključen
lahutatud	razveden
lahutatud	razvedena
lahutatud	rastavljen
lahutatud	rastavljeni
vanuatu	vanuatu
hollywood	hollywood
sobilik	primjereno
sobilik	prikladno
sobilik	prigodno
sobilik	pogodno
sobilik	pogodan
sobilik	prikladno
neeru	bubrezi
neeru	bubreg
neeru	bubrega
lilian	lillian
lilian	lilian
lilian	lilian
mendelssohn	mendelssohn
falcon	falcon
falcon	jastreb
falcon	sokol
kremli	kremlja
gmbh	gmbh
alkohol	alkohol
alkohol	alkohola
kristen	kristen
holokausti	holokaust
hinged	duse
hinged	duše
hinged	duhovi
paigutus	plasman
paigutus	aranžman
kinnitamine	potvrđuje
kinnitamine	potvrđujem
veinid	vina
veinid	vina
veinid	vino
botswana	bocvani
temperatuurid	temperature
günter	günter
jumalik	božanski
jumalik	božansko
jumalik	neodoljivo
aneemia	anemija
arch	luk
arch	arch
suurendamine	povećanje
freeman	freeman
uni	spavanje
uni	spavaj
uni	uni
alfredo	alfredo
vältimatu	neizbježna
vältimatu	neizbježno
vältimatu	neizbježan
vältimatu	neizbježna
vältimatu	neizbježno
kehad	tijela
sol	sol
monica	monica
monica	monika
str	str
armastan	ljubavi
armastan	volim
armastan	ljubav
kartaago	carthage
alta	alta
epideemia	epidemije
epideemia	epidemija
epideemia	epidemiju
telekommunikatsiooni	telekomunikacije
telekommunikatsiooni	telekomunikacija
kink	dar
kink	poklon
ühineb	pridružuje
tooli	stolica
tooli	stolac
tooli	stolicu
pood	radnja
pood	shop
pood	prodavaonica
pood	trgovina
pood	radnja
pood	trgovina
pood	prodavaonica
subjektiivne	subjektivno
sonja	sonja
kahjustused	lezije
kahjustused	oštećenja
kahjustused	oštećenje
soojus	toplina
soojus	vrućina
soojus	topline
soojus	grijanje
soojus	toplina
soojus	toplinu
grove	grove
hara	hara
sark	sark
issand	gospode
trumm	bubanj
juhatab	vodi
sõdu	ratovi
sõdu	ratove
sõdu	ratova
puudega	onemogućen
puudega	invalid
tamili	tamilski
ruttu	brzo
ruttu	brzi
ruttu	brzo
registreerida	registar
registreerida	registrirati
sõrme	prst
gertrude	gertrude
tagasihoidlik	skromna
tagasihoidlik	skromni
tagasihoidlik	skroman
tagasihoidlik	skromno
tagasihoidlik	skromni
tagasihoidlik	skromna
tagasihoidlik	ponizni
tagasihoidlik	skroman
tagasihoidlik	skromno
mauri	mauri
lena	lena
järjekindlalt	dosljedno
nano	nano
mitteametlikult	neslužbeno
mitteametlikult	neformalno
nhl	nhl
toetamine	podržava
toetamine	podrška
toetamine	podršku
toetamine	potpora
intensiivne	intenzivne
intensiivne	intenzivno
intensiivne	intenzivna
intensiivne	intenzivno
intensiivne	napeto
intensiivne	intenzivna
intensiivne	intenzivan
lahustub	topiv
pankrotti	bankrotirao
pankrotti	bankrotirao
avignon	avignon
nooremad	mlađe
nooremad	mlađa
nooremad	mlađi
helid	zvuci
helid	zvuči
helid	zvukovi
šiauliai	šiauliai
täiskogu	plenarnoj
teadaolevad	znan
teadaolevad	poznat
teadaolevad	poznata
teadaolevad	poznato
teadaolevad	poznati
ettepoole	napred
ettepoole	proslijedi
ettepoole	naprijed
cash	gotovina
cash	cash
jose	jose
jose	josé
peavalu	glavobolju
peavalu	glavobolje
peavalu	glavobolja
jerome	jerome
beatrice	beatrice
bogdan	bogdan
sülearvuti	laptop
teatanud	prijavljen
teatanud	prijavljeno
teatanud	prijavljena
teatanud	prijavljeni
vastuseid	odgovore
renessanss	renesanse
saag	vidio
kael	vrat
progress	napredak
richter	richter
sooritatud	izvedena
uskuma	vjeruj
mitmuses	množina
tolmu	prah
tolmu	prašina
tolmu	prašinu
kohtub	upozna
ettevalmistamine	priprema
ettevalmistamine	pripreme
ettevalmistamine	priprema
spetsiifilised	specifično
spetsiifilised	specifične
spetsiifilised	specifičan
spetsiifilised	specifična
steiner	steiner
marius	marius
eksperimentaalne	eksperimentalni
fsb	fsb
sokid	čarape
sokid	čarapa
jupiter	jupitera
jupiter	jupiter
earl	earl
tööandja	poslodavac
tööandja	poslodavca
kahjulik	štetne
kahjulik	štetno
kahjulik	štetno
hjalmar	hjalmar
allikat	izvor
hiline	kasni
hiline	kasno
vaidluse	spor
vaidluse	spora
lou	lou
dokumenteeritud	dokumentirano
beiträge	beiträge
toro	toro
üritused	događaji
üritused	događaja
üritused	događaje
gemini	gemini
gemini	blizanac
kohtunikud	suci
kohtunikud	sudije
kohtunikud	žiri
kohtunikud	suce
paralleelne	paralelni
paralleelne	paralelno
paralleelne	paralelne
pauline	pauline
alpha	alpha
alpha	alfa
teraapia	terapija
teraapia	terapije
tiberius	tiberije
fraas	fraza
jamie	jamie
autobiograafia	autobiografija
antropoloogia	antropologiju
bailey	bailey
sébastien	sébastien
iata	iata
katherine	katherine
katherine	katarina
machiavelli	machiavelli
sylvia	sylvia
sylvia	silvija
sylvia	silvia
kirjeldused	opise
kirjeldused	opisi
kits	kozu
kits	jarac
kits	koza
tuberkuloos	tuberkulozu
staadium	pozornica
staadium	faza
staadium	pozornici
jeltsin	jeljcin
juliana	juliana
proov	uzorak
proov	uzorci
proov	probu
proov	probe
proov	proba
roosevelt	roosevelt
lionel	lionel
terminal	terminal
terminal	krajnja
väljakutse	izazov
väljakutse	izazovi
väljakutse	izazovno
gravitatsiooni	gravitacijske
palace	palači
palace	palača
palace	palace
bernd	bernd
üleandmine	prebacivanje
üleandmine	transfer
üleandmine	premještaj
üleandmine	prijenos
üleandmine	prebaci
mia	mia
hindu	hindu
ace	as
ace	ace
eritrea	eritreja
eritrea	eritrejska
kirjalik	napisano
kirjalik	zapisano
kirjalik	napisao
kirjalik	napisana
kirjalik	pisani
kirjalik	pisano
gertrud	gertruda
tuhk	pepeo
tuhk	pepeo
tuhk	ash
tuhk	pepela
pühapäev	nedjelja
pühapäev	nedelja
täpsust	preciznost
täpsust	precizno
täpsust	točnost
täpsust	preciznost
fidži	fiji
lääs	west
lääs	zapad
lääs	zapadno
cola	cola
lämmastik	dušik
strateegiline	strateške
strateegiline	strateški
detektiiv	detektiv
vastuvõtt	primanje
vastuvõtt	prijem
vastuvõtt	prijam
märkused	primjedbe
märkused	note
märkused	bilješke
märkused	komentarima
märkused	komentari
märkused	komentare
märkused	komentara
liitlane	saveznika
liitlane	saveznik
liitlane	ally
gaz	gaz
magus	slatki
magus	slatko
magus	slatka
magus	milina
rongid	vlakovi
rongid	vlakove
rongid	vlakova
irving	irving
rebecca	rebeka
rebecca	rebecca
aruanne	prijavi
aruanne	izvješće
aruanne	izvještaj
aruanne	prijavite
borgia	borgia
liinid	crte
liinid	linije
manustamine	administracija
manustamine	uprave
vastasid	odgovorio
vastasid	odgovorila
vastasid	odgovorio
eksperiment	eksperiment
eksperiment	pokus
akustiline	akustični
dagmar	dagmar
elekter	struja
elekter	električna
elekter	električni
varastatud	ukradeno
varastatud	ukraden
karlsson	karlsson
gibraltari	gibraltar
pat	pat
sünonüüm	sinonim
amplituud	amplituda
dominique	dominique
üksikult	pojedinačno
territoriaalse	teritorijalni
ultra	ultra
ward	ward
positsioonid	pozicije
bennett	bennett
petit	petit
primaarne	primarno
primaarne	primarna
primaarne	primarni
testid	testovi
testid	testova
tsoon	zona
tsoon	zone
täiuslik	savršen
täiuslik	savršeno
aserbaidžaan	azerbejdžan
maxwell	maxwell
tööline	radnica
tööline	radnik
nähtused	fenomen
kasahstan	kazahstanu
churchill	churchill
churchill	churchilla
diplom	diplomu
diplom	diploma
mikael	mikael
dag	dag
kopsu	plućna
kopsu	pluća
puruks	razbijena
puruks	razbijen
puruks	razbio
puruks	razbijeno
puruks	razbiti
aken	prozor
hills	brda
hills	hills
isabelle	isabelle
passiivne	pasivno
antonov	antonov
dumas	dumas
meele	um
hare	zec
hare	hare
ülalpool	iznad
pre	pre
tõestus	dokaz
tõestus	dokazi
tor	tor
kokkupuude	izlaganja
kokkupuude	izloženosti
kokkupuude	izloženost
kokkupuude	izlaganje
kasutuselevõtt	raspoređivanje
stress	stres
stress	stresa
kahn	kahn
putnam	putnam
lode	lode
jalakäijate	pješaka
jalakäijate	pješaka
detaili	detalj
hoiak	stav
hoiak	držanje
spektroskoopia	spektroskopija
karp	box
karp	kutija
karp	kutiju
gay	gej
gay	peder
gay	gay
pausi	stanka
pausi	pauza
hoidmine	držanje
hoidmine	čuvanje
hoidmine	držanje
hoidmine	holding
koostisosa	konstitutivnih
koostisosa	sastojak
tõmbab	crta
stern	stern
tõusev	raste
tõusev	ustanak
erosiooni	erozija
merkel	merkel
kuulsus	slavna
kuulsus	slava
kuulsus	slave
kuulsus	slavu
elise	elise
kong	kong
attila	atila
duncan	duncan
amour	amour
lahtised	labavo
braun	braun
issn	issn
tehingu	transakcija
tehingu	transakcije
uuendused	inovacije
uuendused	inovacija
uuendused	inovacije
uuendused	inovacija
uuendused	ažuriranja
uuendused	novosti
uuendused	nadogradnje
kasutegur	učinkovitosti
kasutegur	učinkovitost
kasutegur	efikasnost
horisontaalne	vodoravno
kafka	kafka
seire	praćenje
mongolid	mongoli
vabariiklaste	republikanac
vereringe	krvotok
terminid	uvjete
terminid	uvjeti
terminid	uslovi
regulatsioon	propis
regulatsioon	propisi
spetsiifiline	specifično
spetsiifiline	specifične
spetsiifiline	specifičan
spetsiifiline	specifična
sügavale	duboka
sügavale	duboko
dets	dec
liitub	pridružuje
antenni	antena
antenni	antene
antenni	antenu
ios	ios
castel	castel
ohvreid	žrtve
keeruliseks	zakomplicirati
salzburgi	salzburg
stabiilsed	stabilna
stabiilsed	stabilan
stabiilsed	stabilno
murdoch	murdoch
iha	žudnja
iha	želju
iha	želja
iha	požuda
tunded	osjećaji
tunded	osjećaje
tunded	osjećanja
pantvangi	taoci
pantvangi	talac
pantvangi	taoc
alvar	alvar
vaadeldud	promatrao
määramata	neutvrđen
määramata	neodređeno
määramata	neodređenim
golf	golfa
golf	golf
impulss	puls
impulss	impuls
impulss	impulse
jackie	jackie
käsud	naredbe
käsud	zapovijedi
käsud	naredbe
käsud	narudžbe
blake	blake
transistor	tranzistor
troopiline	tropske
alu	alu
hobuseid	konje
hobuseid	konjima
hobuseid	konji
martínez	martínez
lihased	mišići
lihased	mišiće
teenindab	služi
aeglasemalt	sporije
aeglasemalt	sporiji
kahjustatud	oštećena
kahjustatud	oštećeni
kahjustatud	oštećen
côte	côte
ulla	ulla
arvukuse	izobilju
arvukuse	obilje
jurisdiktsiooni	nadležnosti
jurisdiktsiooni	nadležnost
määratlus	definicije
määratlus	definicija
lugemist	čitam
lugemist	čita
lugemist	čitanje
alejandro	alejandro
bali	bali
cdu	cdu
paranes	ozdravio
paranes	izliječio
hiinlased	kinezi
hiinlased	kinesko
hiinlased	kineski
hiinlased	kinez
hiinlased	kineska
