инцидент	incident
миссисипи	mississipí
конкуренции	competició
конкуренции	competència
бернард	bernard
бернард	bernat
симферополь	simferòpol
смита	smith
маска	màscara
дели	delhi
обширные	extens
обширные	extensa
увеличивает	increments
увеличивает	augments
киров	kirov
ионов	ions
референдум	referèndum
пейзаж	paisatge
задних	posterior
принимая	tenint
платить	pagant
враги	enemic
враги	enemics
мексиканский	mexicà
кошки	gats
исход	èxode
протесты	protesta
протесты	protestes
строка	línia
строка	cadena
строка	fila
строка	filera
соломон	salomó
соломон	solomon
сторонник	defensora
сторонник	partidari
мягко	suaument
альбрехт	albrecht
передние	front
колебания	fluctuació
колебания	dubtar
колебания	fluctuacions
томе	tomé
помогло	ajudat
листов	làmines
листов	fulls
листов	llençols
мэй	maig
мэй	mae
мэй	mei
трофей	trofeu
бригад	brigades
содержащих	contenint
оксана	oksana
сохраняет	salvaments
призрак	ghost
призрак	fantasma
призрак	phantom
акцент	èmfasi
акцент	accent
текущее	actuals
текущее	actual
текущее	corrent
ожидания	expectatives
ожидания	expectativa
ранены	ferits
ранены	ferits
вратари	porters
пациента	pacient
серые	gray
серые	gris
серые	grey
восприятие	percepció
восприятие	percepcions
джоан	joan
помогли	ajudat
самец	masculí
самец	mascle
хелен	helene
хелен	helen
симптомы	símptomes
лошадь	cavall
каменец	kàmianets
ника	nick
ника	nika
солнечный	assolellat
диана	diana
диана	diane
уэйн	wayne
вернер	verner
вернер	werner
арабские	arab
коммерческие	comercial
коммерческие	mercantils
коммерческие	comercials
даллас	dallas
миллиардов	bilions
завершение	finalització
завершение	compleció
испанцы	espanyols
атаковал	atacat
джесси	jessie
джесси	jesse
хуана	juan
временные	temporal
перси	percy
гамильтон	hamilton
рамон	ramón
рамон	ramone
рамон	ramón
рамон	ramon
обзора	revisió
обзора	revisa
павильон	pavelló
неофициальный	informals
подольский	podilski
агентов	agents
баланс	balanç
баланс	saldo
баланс	equilibri
персии	pèrsia
разведку	escoltisme
разведку	exploració
эквадора	ecuatoriana
обозреватель	columnista
псков	pskov
руководит	dirigeix
разведка	reconnaissance
разведка	exploració
защитники	defensors
ткань	tela
ткань	teixit
ткань	teixit
несоответствие	discordança
несоответствие	incoherència
несоответствие	discrepància
низ	nih
низ	bottom
низ	fons
партизанского	partidista
регистрация	registre
регистрация	matriculació
регистрация	inscripció
архангельск	arkhànguelsk
гомер	homer
служащий	empleat
миссий	missions
ужас	horror
рязань	riazan
эльст	elst
консультант	consultor
поступления	ingrés
поступления	ingressos
патент	patent
франкфурт	frankfurt
моделирования	modelatge
моделирования	modelització
моделирования	simulació
потоков	fluxos
читайте	llegit
читайте	llegir
лоренцо	lorenzo
вестфалия	westfàlia
точной	precisa
точной	precís
отверстия	obertures
отверстия	forats
готовится	elabora
краков	cracòvia
пятна	taques
предлогом	pretext
зимбабве	zimbabwe
уши	orelles
уши	espigues
уши	oïdes
нагрузка	càrrega
нагрузка	carrega
андреас	andreas
блюда	àpats
блюда	menjars
блюда	plats
обычная	ordinari
обычная	ordinària
переменных	variables
джеки	jackie
джеки	jacky
стекло	vidre
запрещена	prohibit
запрещена	prohibit
запрещена	prohibida
совершено	comès
системные	sistèmica
финансово	financerament
маккартни	mccartney
искусственный	artificial
спросить	ask
эксперты	experts
эксперты	perits
рэп	rap
трансляции	emissió
фауны	fauna
членство	pertinença
членство	afiliació
членство	adhesió
майер	maier
майер	mayer
майер	meier
майер	meyer
норман	norman
кристи	christie
кристи	christy
главу	capítol
голод	fam
алтарь	altar
страсти	passions
страсти	passió
антропологии	antropologia
бежали	fugit
товарищи	camarades
слушателей	oients
сет	estableix
сет	conjunt
сет	seth
роже	roger
общаться	comuniqueu
валюты	divises
валюты	monedes
толщина	gruix
билет	bitllet
диски	rims
диски	discs
диски	discos
диски	impulsa
автоматическая	automàtic
автоматическая	automàtica
распад	desglossament
распад	decaïment
распад	ruptura
распад	dissolució
распад	decaïment
восточное	oriental
похороны	enterrament
похороны	funeral
похороны	funerals
хабаровск	khabàrovsk
крыши	teulades
крыши	teulades
крыши	teulada
крыши	sostre
потребность	necessitat
бег	funcionant
крещение	bateig
крещение	baptisme
крещение	bateig
тов	tov
карен	karen
новичок	nouvingut
песнь	cançó
песнь	song
рауль	raul
рауль	raúl
эсперанто	esperanto
соколова	sokolova
скала	scala
скала	roca
скала	rock
совместный	conjunta
герцеговина	hercegovina
альтернативный	suplent
альтернативный	alternatiu
орджоникидзе	ordjonikidze
улучшать	milloren
улучшать	millorar
абсолютная	absoluts
абсолютная	absolut
абсолютная	absoluta
абсолютная	absolutes
анатомии	anatomia
духовный	espiritual
владельцы	propietaris
классицизма	classicisme
беккер	becker
сахара	sàhara
сахара	sahara
простая	simple
простая	senzill
кожа	cuir
кожа	pell
дисциплин	disciplines
плену	captiva
тимур	timur
дельта	delta
сценарии	escenaris
сценарии	guions
сценарии	scripting
сценарии	scripts
пак	puck
пак	park
пак	parc
пак	pak
систематически	sistemàticament
террористов	terroristes
собранные	recollides
собранные	recollits
собранные	compilat
плотины	presa
ханство	khanat
японцы	japonès
религий	religions
автоматизации	automatització
страхования	assegurança
страхования	assegurances
положительный	positiu
положительный	positiva
положительный	positius
инфекции	infeccions
инфекции	infecció
нанесли	infligides
пятая	cinquè
пятая	cinquena
отрицательно	negatiu
перевели	traduït
синие	blau
бегство	vol
хаус	casa
найдена	trobat
вершину	vèrtex
напишите	escriu
бедных	pobre
бедных	pobres
декоративные	decoratius
декоративные	decorativa
декоративные	decoratiu
гражданское	civil
отдых	recreació
отдых	esbarjo
отдых	oci
отдых	vacances
отдых	descansa
отдых	descans
отдых	holiday
отдых	festiu
чжоу	zhou
забыли	oblidats
забыли	oblidat
прокси	apoderats
прокси	intermediaris
прокси	intermediari
пули	bales
пули	pics
носовой	nasal
ирландский	irlandès
запасов	existències
запасов	estocs
совместных	conjunta
пустой	buit
пустой	buida
привлекает	atrau
привлекает	atret
уничтожена	destruït
уничтожена	destruïda
люси	lucy
аляска	alaska
ноль	zero
ноль	nil
братской	fraternal
первичные	primaris
первичные	primària
первичные	primari
чжао	zhao
кэмпбелл	campbell
практическая	pràctic
антонина	antonina
пенсии	pensions
пенсии	pensió
зло	maldat
махмуд	mahmood
махмуд	mahmud
махмуд	mahmoud
противоречие	contradicció
сетях	xarxes
ронни	ronnie
ронни	ronny
вероника	veronica
вероника	veronika
купола	cúpula
купола	domes
шахта	shaft
рона	roine
рона	ron
презентация	presentació
антонов	antónov
материнской	maternal
переиздание	reedició
мат	mat
шлем	casc
формирований	formacions
комната	room
комната	sala
комната	habitació
подписано	signat
подписано	firmat
расстройства	trastorn
расстройства	trastorns
труба	pipa
труба	canonada
труба	trompeta
тенор	tenor
арабов	àrabs
ставка	taxa
ставка	aposta
римляне	romans
бока	boca
баба	baba
рао	rao
эмма	emma
косвенно	indirectes
косвенно	indirecte
косвенно	implícitament
архитектурных	arquitectòniques
маркиза	marquesa
фрегат	fragata
сельскохозяйственные	agrícola
архивы	arxius
собрались	reunides
собрались	reunits
добычу	presa
добычу	botí
психолог	psicòleg
психолог	psicòloga
глубокий	deep
глубокий	profunds
глубокий	profund
коробка	caixa
коробка	capsa
синоним	sinònim
лесли	lesley
лесли	leslie
вольфганг	wolfgang
кенни	kenny
сёстры	germanes
винтовка	fusell
винтовка	rifle
изменено	canviades
изменено	canviat
изменено	canviada
изменено	modificats
изменено	modificades
изменено	modificat
алиев	alíev
видение	visió
махараджа	maharaja
харрис	harris
богатые	ric
богатые	rich
богатые	rics
физический	físic
закрыты	tancat
паспорт	passaport
вмешательство	interferència
вмешательство	intervenció
опытные	experimentat
обратное	reverteix
парагвая	paraguai
преобладает	preval
толкование	interpretació
рейх	reich
статистику	anàlisis
ветки	branques
крыше	terrat
крыше	teulada
крыше	sostre
рай	cel
рай	heaven
рай	rai
рай	paradís
рай	paradise
демократия	democràcia
контент	contingut
серая	gray
серая	gris
серая	grey
шмидт	schmidt
депортиво	esportivitat
депортиво	deportivo
премьеры	estrenes
освобожден	alliberades
освобожден	alliberada
психиатрии	psiquiatria
землетрясение	terratrèmol
повествование	narració
повествование	narrativa
повествование	narració
кошка	gat
кошка	cat
клаус	claus
клаус	klaus
обратный	reverteix
стадия	fase
стадия	etapa
стадия	escenari
нарушают	violen
фельдмаршал	feldmarschall
съемки	filmació
син	shin
син	pecat
персонал	personal
флоры	flora
страдает	pateix
алессандро	alessandro
купер	cooper
тупик	ofegat
тупик	impasse
раствор	solució
гена	gene
гена	gen
чужие	estranys
чужие	desconeguts
заложников	ostatges
юта	utah
объявление	anunci
орландо	orlando
зоя	zoia
кухни	cuines
кухни	cuina
паук	aranya
уникальные	úniques
уникальные	únic
кои	koi
артиллерийские	artilleria
матрица	matriu
продажа	vendre
продажа	sale
продажа	venda
продажа	vendes
продажа	surts
чиновники	funcionaris
печи	forns
выступающие	altaveus
выступающие	parlants
овец	ovella
овец	ovelles
овец	oví
тихоокеанского	pacífic
тихоокеанского	pacific
жуан	joão
жуан	joao
режимы	modes
режимы	règims
собирает	reuneix
гамбург	hamburg
мощные	poderós
мощные	poderosos
мощные	potent
мощные	poderosa
мощные	poderoses
элис	alice
турцию	turquia
наро	naro
кнопки	botons
тай	tai
прыжок	salta
прыжок	saltant
местонахождение	localització
местонахождение	ubicació
местонахождение	emplaçament
отраслей	indústries
наземных	terrestre
прежний	antiga
бенедикт	benedict
клара	klara
клара	clara
удивительно	increïble
потребителей	consumidor
потребителей	consumidors
кубани	kuban
виден	visible
виден	visibles
объективно	objectivament
мышцы	músculs
мышцы	múscul
обелиск	obelisc
прыжки	salts
прыжки	saltant
мордовии	mordòvia
ггц	ghz
дуб	quercus
брюсселе	brussels
византийский	bizantí
флотилия	flotilla
вооружений	braços
эдгар	edgar
авраам	abraham
авраам	avraham
жестоко	cruel
жестоко	brutalment
братство	fraternitat
братство	germandat
братство	germanor
братство	hermandad
изучить	explorar
стокгольм	estocolm
стокгольм	stockholm
оливье	olivier
введен	introduïdes
введен	introduït
введен	introduïda
введен	introduïts
мао	mao
сухая	secà
сообщалось	comunicat
тер	ter
байконур	baikonur
спросил	preguntat
прадеш	pradesh
агенты	agents
европейское	european
генератор	generador
змея	serp
пива	cervesa
пива	beers
пива	cerveses
кадр	fotograma
кадр	marc
кадр	disparat
охотник	huntsman
охотник	caçador
охотник	hunter
монтевидео	montevideo
архипелаг	arxipèlag
кинематографистов	realitzadors
присуждена	adjudicat
юмор	humor
гавани	harbour
бренда	brenda
алюминия	alumini
алюминия	alumini
квадрат	quadrat
квадрат	plaça
маяковского	maiakovski
нормандии	normandia
карибского	carib
синод	sínode
нумерация	numeració
приют	aixopluc
приют	refugi
приют	orfenat
депрессии	depressió
использовано	emprat
использовано	utilitzat
использовано	utilitzats
использовано	usat
входящие	entrants
редактирование	edita
редактирование	edició
предпочитают	preferim
предпочитают	prefereix
предпочитают	prefereixen
калининград	kaliningrad
глубокое	deep
глубокое	profunds
глубокое	profund
адаптации	adaptant
адаптации	adaptatiu
адаптации	adaptació
устойчивость	sostenibilitat
отмена	desfent
отмена	avortar
отмена	desfer
отмена	desfés
орбите	orbitant
душанбе	dushanbe
размножения	reproducció
минеральных	mineral
стилей	estils
боуи	bowie
служение	servint
служение	complint
служение	ració
сена	hay
сена	paller
сена	sena
сена	sena
сена	seine
авив	aviv
кружка	mug
блюдо	plat
ада	ada
платон	plató
шанхай	shanghai
шанхай	xangai
оаэ	uea
этнический	ètnica
религиозная	religiós
стоять	stand
мелодии	melodies
мелодии	tunes
остин	austen
остин	austin
клэр	clare
клэр	claire
затраты	cost
затраты	costos
запрещает	prohibeix
кон	kon
кон	cohn
справедливость	justicia
справедливость	justícia
справедливость	equitat
остаток	residu
остаток	balanç
остаток	saldo
остаток	equilibri
признала	admesos
признала	admès
худ	hood
плод	fruit
плод	fruita
плод	fetus
эванс	evans
пролива	estret
восхождение	ascensió
восхождение	escalada
восхождение	trepa
восхождение	escalar
восхождение	ascens
стс	rcp
стс	sts
куб	cube
куб	cub
