aug	август
ellenálló	устойчиви
ellenálló	устойчива
ellenálló	устойчив
ellenálló	съпротива
ellenálló	резистентност
ellenálló	устойчивост
ellenálló	съпротивление
lovagi	рицарство
lucy	люси
lucy	луси
liter	литър
liter	литър
liter	литра
műhelyek	семинари
dylan	дилън
dylan	дилан
derek	дерек
suzuki	сузуки
camp	лагер
dublin	дъблин
kontinensen	континент
kontinensen	континента
britney	бритни
eltávolítása	премахнете
eltávolítása	премахване
eltávolítása	махнете
eltávolítása	премахване
eltávolítása	изваждане
eltávolítása	отстраняване
nyíló	цъфтят
országszerte	национално
kritikát	критиката
kritikát	критика
kritikát	критики
kritikát	критика
kritikát	критиката
merőleges	перпендикулярна
merőleges	перпендикулярни
kenyér	хляб
kenyér	хляба
sütő	печка
sütő	печката
sütő	печка
sütő	пещ
sütő	фурна
sütő	фурната
kinga	крал
kinga	кинг
kinga	кралят
kinga	цар
kinga	краля
démon	демон
karen	карен
karen	керън
karen	карън
vista	виста
tulajdon	имот
tulajdon	собственост
tulajdon	имущество
tulajdon	свойство
marokkói	марокански
hódító	завоевател
hódító	завладяването
lábát	крака
lábát	краката
lábát	крачета
lábát	крак
lábát	крака
amanda	аманда
cleveland	кливлънд
cleveland	кливланд
folytatás	възобновяване
folytatás	резюмето
folytatás	продължение
folytatás	продължаване
folytatás	продължение
folytatás	продължаване
folytatás	продължавам
folytatás	продължи
folytatás	продължение
folytatás	продължаване
folytatás	продължи
folytatás	продължил
hittem	мисъл
fasiszta	фашисти
fasiszta	фашист
fasiszta	фашистки
célokat	голове
célokat	цели
végrehajtani	изпълняване
végrehajtani	екзекутират
villamosok	трамваи
gregory	григорий
gregory	грегори
gregory	грегъри
dominikai	доминиканската
dominikai	доминика
kocka	зубър
kocka	куб
kocka	куба
kocka	зубър
kocka	зарове
kocka	заровете
örülök	удоволствие
tárgyalás	договаряне
tárgyalás	преговори
tárgyalás	преговорите
tárgyalás	процес
befejezetlen	недовършена
befejezetlen	недовършени
befejezetlen	непълна
befejezetlen	непълни
befejezetlen	непълен
befejezetlen	непълно
lemond	оставка
optimális	оптимално
optimális	оптимална
optimális	оптимално
februárban	февруари
detroit	детройт
intézkedések	мерките
intézkedések	мерки
intézkedések	действия
intézkedések	постъпки
intézkedések	искове
konfliktusok	конфликтите
konfliktusok	конфликти
konfliktusok	конфликт
konfliktusok	конфликти
szörny	чудовище
szörny	чудовището
adriai	адриатическо
eindhoven	айндховен
fehérje	протеини
fehérje	протеин
fehérje	белтък
fehérje	протеини
fehérje	протеините
tárgyalja	обсъжда
eltérések	несъответствия
eltérések	отклоненията
eltérések	отклонения
eltérések	разлики
eltérések	различия
vitákat	разисквания
vitákat	дебати
perzsák	персийци
könyvtárak	библиотеки
könyvtárak	директории
ókor	античността
springer	спрингър
haut	haut
részecske	частици
részecske	частица
részecske	частици
elismerés	признателност
elismerés	благодарност
elismerés	признание
elismerés	признаване
elismerés	разпознаване
szabályozó	регулатор
molekula	молекулярна
molekula	молекула
elegáns	елегантно
elegáns	елегантен
elegáns	елегантни
elegáns	елегантна
elegáns	шик
vegas	вегас
everton	евертън
donna	дона
abd	абд
bekezdés	параграф
bekezdés	абзац
bekezdés	параграфи
nyilas	стрелец
természetfeletti	свръхестествено
természetfeletti	свръхестествени
rocky	роки
intelligencia	интелигентност
intelligencia	разузнаване
intelligencia	интелект
megfogalmazott	формулирана
megfogalmazott	формулирани
fan	фан
fan	вентилатор
fan	фен
fan	почитател
fan	фенка
fogak	зъби
fogak	зъбите
épít	изгражда
vizsgálati	изпитване
vizsgálati	тест
vizsgálati	изпитване
vizsgálati	тестване
éghajlati	климатични
rákok	раци
rákok	въшки
rákok	ракообразни
rákok	скариди
vaszilij	василий
fertőző	инфекциозни
fertőző	заразна
fertőző	заразни
fertőző	заразен
fertőző	заразно
képregények	комикс
képregények	комикси
fertőzött	заразена
fertőzött	инфектирани
fertőzött	заразен
fertőzött	заразени
fertőzött	замърсена
fertőzött	заразена
fertőzött	замърсени
css	css
blackburn	блекбърн
mondatok	фрази
mondatok	изречения
mondatok	присъди
naruto	наруто
brescia	бреша
baltimore	балтимор
ming	минг
kertek	гардънс
kertek	градините
kertek	градини
tizenhét	седемнадесет
tizenhét	седемнайсет
zavart	объркване
zavart	нарушен
zavart	обезпокоен
zavart	нарушено
zavart	объркани
zavart	объркано
zavart	объркан
zavart	объркана
molekulák	молекули
molekulák	молекулите
csillagászat	астрономия
csillagászat	астрономията
svédek	шведи
jin	дзин
jin	джин
technológiák	технологии
iratok	документите
iratok	документи
wimbledon	уимбълдън
jesse	джеси
kedvezőtlen	неблагоприятни
évtizedben	десетилетие
illő	монтаж
illő	монтиране
illő	подходящо
politikailag	политически
lovasság	кавалерия
lovasság	кавалерията
vtk	втк
tölteni	харчи
tölteni	похарчи
platón	платон
tőke	столица
tőke	капитал
tőke	капитали
tőke	столицата
csatolt	прикрепени
csatolt	прикрепен
csatolt	прикрепена
steel	стоманен
steel	стомана
steel	стийл
kanári	канарчета
kanári	канарските
kanári	канарче
mason	мейсън
case	случай
case	дело
case	кейс
case	случаят
case	каса
edwin	едуин
méhek	пчелите
méhek	пчели
viva	вива
aux	aux
jeremy	джеръми
jeremy	джереми
tárolt	съхранявани
elengedhetetlen	незаменим
elengedhetetlen	незаменима
elengedhetetlen	съществени
elengedhetetlen	съществена
elengedhetetlen	съществено
termés	култури
termés	насаждения
termés	жътва
termés	реколта
termés	реколта
christie	кристи
kertben	градински
kertben	градината
kertben	гардън
kertben	градинка
kertben	градина
alfaj	подвид
fordulat	туист
fordulat	обрат
akkumulátorok	акумулатори
akkumulátorok	акумулатори
akkumulátorok	батерии
akkumulátorok	батериите
jelzés	сигнал
jelzés	сигнализация
találkozás	заседание
találkozás	среща
találkozás	съвещание
találkozás	събрание
találkozás	срещата
műszerek	инструменти
műszerek	инструментите
számítástechnikai	изчислителни
fogoly	затворничка
fogoly	затворник
fogoly	пленник
kiszolgáló	сървър
líbiai	либия
líbiai	либийските
kecske	коза
kecske	козе
kecske	козел
kecske	кози
kecske	кози
hívők	вярващи
hívők	вярващите
freud	фройд
antwerpen	антверпен
programozás	програмирането
programozás	програмиране
napoli	неапол
napoli	наполи
gondok	беди
gondok	бедите
gondok	проблеми
gondok	проблемите
etikai	етично
etikai	етичен
etikai	етични
etikai	етика
keringési	кръвоносната
mccartney	маккартни
névmás	местоимение
zongorista	пианист
sötétség	мрака
sötétség	мракът
sötétség	тъмнината
sötétség	мрак
sötétség	тъмнина
foster	приемен
foster	фостър
foster	приемни
búr	бур
rns	рнк
enrique	енрике
festmények	картини
festmények	картините
dom	дом
tartása	водене
ideológiai	идеологически
duncan	дънкан
duncan	дънкън
amphibia	amphibia
hansen	хансън
hansen	хансен
hansen	хенсън
guido	гуидо
fiat	фиат
nyújtó	предоставяне
ügyes	умна
ügyes	умно
ügyes	умен
szegények	бедни
szegények	беден
berkeley	бъркли
hangzott	звучеше
végzetes	смъртоносен
végzetes	фатална
végzetes	смъртоносно
végzetes	фатален
végzetes	фатално
email	имейл
tüzérség	артилерията
tüzérség	артилерия
megerősítve	потвърдено
megerősítve	потвърден
megerősítve	потвърдена
megerősítve	потвърдени
megerősítve	потвърждение
megerősítve	потвърждавам
megerősítve	потвърждаване
megerősítve	потвърди
bűncselekmények	престъпления
bűncselekmények	престъпления
bűncselekmények	престъпления
bűncselekmények	престъпление
bűncselekmények	престъпност
bűncselekmények	престъпността
zoológus	зоолог
térképek	картите
térképek	карти
térképek	диаграми
zeusz	зевс
curtis	къртис
lőszer	муниции
lőszer	боеприпаси
lőszer	амуниции
lőszer	муниции
lőszer	боеприпаси
lőszer	амуниции
phillips	филипс
jelentések	докладване
jelentések	отчитане
jelentések	отчети
jelentések	доклади
zászlók	знамена
zászlók	плакати
zászlók	знамена
zászlók	флагове
zászlók	знамената
hangsúly	акцент
rajzolt	привлечени
rajzolt	дрю
rajzolt	дру
megmutatta	показа
elkészítése	подготовка
elkészítése	препарат
elkészítése	приготвяне
főnix	феникс
főnix	финикс
grey	сив
grey	сиво
grey	сива
grey	сиви
grey	грей
michelangelo	микеланджело
forever	завинаги
forever	вечно
értelmezés	тълкуване
értelmezés	интерпретация
liu	лиу
liu	лю
tisztek	офицери
tisztek	полицаи
osztva	разделена
osztva	разделено
osztva	разделени
osztva	разделен
érme	монети
érme	монети
érme	монета
érme	монетата
antonius	антоний
ötvenes	петдесетте
protokoll	протокол
protokoll	протоколът
hallott	чул
hallott	чух
sajnálom	съжалявам
sajnálom	сори
asztalos	карпентър
asztalos	дърводелец
asztalos	дърводелство
mérési	измерване
névleges	номинална
névleges	номинална
névleges	номинално
névleges	номинален
elnöksége	председателство
szabályzat	правила
szabályzat	правилата
szabályzat	регламенти
szabályzat	разпоредби
szabályzat	наредби
szabályzat	политиката
szabályzat	полица
szabályzat	политика
fájlok	досиета
fájlok	файлове
ardennes	ардените
harag	яд
harag	гняв
harag	гняв
harag	ярост
harag	гняв
feliratok	субтитри
morrison	морисън
hullámok	вълните
hullámok	вълни
jogszabály	закон
jogszabály	законодателство
mérték	ставка
mérték	измерени
mérték	измерено
mérték	измерен
mérték	измерена
mérték	мярка
romlott	гнило
romlott	влошило
romlott	разглезена
romlott	развалено
primitív	примитивни
primitív	примитивна
primitív	примитивен
primitív	примитивно
elvek	принципи
tengerpart	море
tengerpart	beach
tengerpart	плажът
tengerpart	плаж
tengerpart	бряг
tengerpart	плажа
tengerpart	плажове
tengerpart	плажовете
tengerpart	крайбрежие
tengerpart	бряг
fogyaszt	консумира
fogyaszt	поглъща
műszer	инструмент
műszer	апарати
műszer	апарат
műszer	апаратура
villeneuve	вилньов
üresen	празно
üresen	празен
üresen	празни
üresen	празна
üresen	празно
üresen	празен
üresen	празна
szervez	организиране
szervez	организира
izom	мускулите
izom	мускули
izom	мускулно
izom	мускул
izom	мускули
bizonyított	доказано
bizonyított	доказан
bizonyított	доказана
bizonyított	доказано
bizonyított	доказани
képzési	тренировки
képzési	обучение
képzési	тренировка
ismételt	повторен
párbeszéd	диалог
veszett	бяс
veszett	бясно
líbia	либия
líbia	либийските
líbia	либия
emlékezett	запомнен
fázis	фаза
fázis	етап
hills	хълмове
hills	хилс
fedezett	покрито
fedezett	обхванат
fedezett	покрит
fedezett	покрити
fedezett	покрита
zsoldos	наемник
rossini	росини
kiegészítés	допълване
kiegészítés	допълнение
kiegészítés	допълват
kiegészítés	добавка
kiegészítés	притурка
kiegészítés	допълнение
kiegészítés	добавка
kiegészítés	допълнение
reggae	реге
égő	горелка
égő	горене
égő	гори
égő	парене
égő	горяща
égő	изгаряне
címeket	заглавия
címeket	титли
keverés	смесване
keverés	разбъркване
amsterdam	амстердам
nigel	найджъл
louvre	лувъра
választható	незадължително
választható	незадължителни
közvetett	непряко
közvetett	косвени
közvetett	косвено
közvetett	непреки
közvetett	косвени
közvetett	косвено
elme	ума
elme	ум
sugárzott	излъчени
büszke	горди
büszke	горда
büszke	горд
mia	мия
mia	миа
orleans	орлеанс
orleans	орлиънс
dinoszaurusz	динозаври
dinoszaurusz	динозавър
xxx	xxx
kambodzsa	камбоджа
forgács	стърготини
kifejtett	изразена
kifejtett	изразено
kifejtett	изразен
kifejtett	изразени
bristol	бристол
gyümölcsök	плодове
gyümölcsök	плод
gyümölcsök	плодове
gyárban	фабрика
gyárban	завод
gyárban	фабриката
moss	мос
moss	мъх
énekelni	пей
énekelni	пея
énekelni	пеенето
énekelni	пея
énekelni	пее
énekelni	пеене
énekelni	пеейки
anders	андерс
téglalap	правоъгълник
téglalap	правоъгълна
szigetcsoport	архипелаг
líra	лира
líra	лири
feleségek	домакините
feleségek	домакини
feleségek	съпруги
böngésző	браузър
olvasott	четете
olvasott	прочетете
olvasott	чета
olvasott	чети
olvasott	прочети
olvasott	четене
bolton	болтън
milton	милтън
napokon	дни
napokon	дена
nagyok	голямо
nagyok	големи
nagyok	голям
nagyok	голяма
nagyok	биг
nagyok	голямо
nagyok	големи
nagyok	голям
nagyok	голяма
zimbabwe	зимбабве
csupasz	голо
csupasz	голи
garcia	гарсия
repül	лети
repül	полети
repül	летене
repül	летящи
repül	лети
sullivan	съливан
airways	airways
érzelmek	емоция
érzelmek	емоции
érzelmek	емоцията
érzelmek	емоциите
érzelmek	емоции
érzelmek	чувствата
érzelmek	чувства
érzelmek	чуства
galaxy	галактика
galaxy	галактиката
jung	юнг
dallam	мелъди
dallam	мелодия
dallam	мелодия
kívánok	пожелание
kívánok	желаещи
sandra	сандра
sebész	хирург
sebész	хирургът
sebész	хирурзи
sebész	хирурзите
folyami	ривър
folyami	река
folyami	реката
nyilatkozat	твърдение
nyilatkozat	изявление
nyilatkozat	показания
nyilatkozat	декларация
málna	малини
málna	малина
málna	малини
málna	малинов
algériai	алжирски
övé	нейната
övé	неин
övé	нейните
övé	нейният
övé	нейна
övé	нейни
regina	реджина
simone	симон
simone	симона
gyermekkori	детство
gyermekkori	детството
richards	ричардс
koronázás	коронацията
pozíciók	пози
pozíciók	позиции
órák	часове
órák	часовници
órák	часовниците
órák	класи
órák	класовете
órák	класове
órák	часовници
órák	часовниците
tár	клип
tár	пълнител
tár	списание
marion	мериън
marion	марион
taxon	таксон
tizennyolc	eighteen
tizennyolc	осемнадесет
lev	лев
christina	кристина
helmut	хелмут
említ	споменава
nathan	нейтън
nero	неро
nero	нерон
nero	ниро
szabadalmi	патент
fenntartott	запазено
fenntartott	запазен
fenntartott	запазена
fenntartott	запазени
museo	museo
toledo	толедо
petri	петри
operatív	оперативно
operatív	оперативен
operatív	оперативни
operatív	оперативна
tévedés	грешка
tévedés	грешка
claudia	клаудия
ágak	клонове
ágak	клонки
ágak	клони
bern	бърн
klubok	клубове
klubok	спатия
klubok	клубовете
klubok	стикове
mindeközben	междувременно
braun	браун
övezet	зона
megújult	подновено
megújult	подновен
megmenteni	спасяване
megmenteni	спаси
megmenteni	запази
megmenteni	запис
megmenteni	спасяване
megmenteni	спасяването
megmenteni	спестяване
kivételek	изключения
kivételek	изключения
kivételek	изключение
kivételek	освобождаване
kivételek	изключения
rajongó	фан
rajongó	вентилатор
rajongó	фен
rajongó	почитател
rajongó	фенка
hozzáférhető	достъпна
hozzáférhető	достъпен
hozzáférhető	достъпни
hozzáférhető	достъпно
válaszokat	отговори
válaszokat	отговори
fogyasztása	потребление
fogyasztása	консумация
értékelés	оценяване
értékelés	оценката
értékelés	оценка
értékelés	преценка
értékelés	оценяване
értékelés	оценка
értékelés	оценяване
értékelés	оценка
jeleket	сигнали
küldeni	изпращане
küldeni	изпрати
küldeni	изпратете
hódítás	завоевания
hódítás	завоевание
iskolákban	училища
iskolákban	школи
iskolákban	училищата
államférfi	държавник
állatkert	зоопарк
állatkert	зоопарка
csökkenteni	намали
csökkenteni	намаляване
günther	гюнтер
chase	чейз
chase	преследване
chase	чейс
szenegál	сенегал
metropolitan	метрополитън
időbeli	времево
időbeli	времева
figyelt	наблюдаван
figyelt	наблюдавани
figyelt	гледах
judo	джудо
díszlet	пейзажи
díszlet	обстановката
díszlet	пейзаж
díszlet	комплекти
díszlet	залязва
díszlet	определя
duke	херцог
duke	дук
duke	дюк
ellátás	провизии
ellátás	припаси
ellátás	консумативи
ellátás	доставки
ellátás	доставки
ellátás	снабдяване
ellátás	предлагане
ellátás	доставка
gedeon	гидеон
gedeon	гидиън
ruhát	дрехите
ruhát	дрехи
rákos	раковите
rákos	рак
rákos	ракът
alabama	алабама
majom	маймунка
majom	маймуни
majom	маймуна
majom	маймуна
kasztília	кастилия
teatro	театро
merész	дръзки
merész	смело
merész	дръзко
merész	смели
merész	смел
merész	дръзки
merész	дръзко
josh	джош
jezsuiták	йезуитите
dohány	тютюн
elkészített	приготвен
elkészített	подготвен
elkészített	подготвени
elkészített	подготвено
elkészített	подготвена
megszökött	избяга
megszökött	избягали
megszökött	избягал
nbc	nbc
lemondását	оставката
lemondását	оставка
üstökös	кометата
üstökös	комета
univerzális	универсален
univerzális	универсално
univerzális	универсална
univerzális	универсални
platina	платина
powell	пауъл
teher	бреме
teher	тежест
fegyverzet	въоръжение
fegyverzet	въоръжение
nyitó	откриване
nyitó	отваряне
szerencse	богатство
szerencse	лъки
szerencse	късметлия
szerencse	късмет
szerencse	късметът
szerencse	късмета
termékeket	продукти
termékeket	продуктите
sokoldalú	гъвкав
szalag	касета
szalag	лента
szalag	панделка
szalag	лента
szalag	стриптийз
szalag	ленти
szalag	лента
vágás	рязане
vágás	дял
vágás	стоп
vágás	режи
vágás	редактиране
vágás	монтаж
vágás	клане
vágás	касапница
vágás	съкращения
felismerhető	разпознаваем
felismerhető	разпознаваема
testek	телата
testek	тела
testek	трупове
őrmester	сержант
qui	куай
manhattan	манхатън
tisztviselő	администратор
tisztviselő	официален
tisztviselő	официално
tisztviselő	официална
vancouver	ванкувър
állatorvos	ветеринар
állatorvos	ветеринарна
állatorvos	ветеринарен
állatorvos	ветеринарни
állatorvos	ветеринар
szabályozása	регулира
szabályozása	регулиране
brüsszelben	брюксел
gátolja	инхибира
eugene	юджийн
konstantinápoly	константинопол
prof	проф
fogadó	домакин
fogadó	приемник
fogadó	водещ
fogadó	inn
fogadó	получател
fogadó	приемник
apostolok	пратеници
szándékos	преднамерено
szándékos	умишлено
szándékos	преднамерено
hívő	вярваща
hívő	вярващ
egyetemek	университетите
egyetemek	университети
abdul	абдул
app	приложение
íze	вкус
íze	вкус
íze	вкусове
túlélő	оцелели
túlélő	оцелелите
túlélő	оцеляване
túlélő	оцелял
túlélő	сървайвър
túlélő	оцеляла
graf	граф
tengerparton	море
tengerparton	beach
tengerparton	плажът
tengerparton	плаж
tengerparton	бряг
tengerparton	плажа
kristályos	кристъл
kristályos	кристална
kristályos	кристал
kristályos	кристално
kristályos	кристална
kristályos	кристален
xavier	хавиер
xavier	ксавие
csúnya	грозна
csúnya	грозни
csúnya	грозен
csúnya	грозно
csúnya	гаден
csúnya	гадно
csúnya	гадни
viszonylagos	относителна
viszonylagos	роднина
viszonylagos	относително
oregon	орегон
sztár	звезден
sztár	звезда
silvio	силвио
egyensúly	баланс
egyensúly	салдо
egyensúly	равновесие
egyensúly	равновесието
egyensúly	равновесие
xxii	xxii
orlando	орландо
june	джун
june	юни
bernhard	бернхард
jevgenyij	евгений
díszítették	украсени
megegyezés	сетълмент
megegyezés	уреждане
megegyezés	селище
megegyezés	съгласие
megegyezés	споразумение
megegyezés	подредба
megegyezés	уговорка
megegyezés	споразумение
felépített	построени
felépített	изградена
felépített	построена
felépített	построено
felépített	построен
kidolgozása	изработване
összefüggés	контекст
barcelonai	барселона
igazolja	оправдае
vándor	скитник
vándor	странник
ingatlan	имот
ingatlan	собственост
ingatlan	имущество
ingatlan	свойство
ital	напитка
ital	пийте
ital	пий
ital	питие
ital	напитки
ital	пие
ital	питиета
szemek	очи
szemek	очите
szemek	зърна
szemek	зрънца
sovány	скини
sovány	слаб
sovány	тънко
sovány	тънък
sovány	тънки
sovány	слаб
sovány	слаба
erődítmény	укрепления
ciudad	ciudad
krónikák	хрониките
hajóval	кораб
szintetikus	синтетичен
szintetikus	синтетични
szintetikus	синтетична
szintetikus	синтетичен
szintetikus	синт
szintetikus	синтетична
lezuhant	катастрофирал
lezuhant	катастрофира
kézikönyv	наръчник
kézikönyv	ръководство
kézikönyv	ръчен
kézikönyv	ръчна
kézikönyv	ръчни
megkötött	сключени
megkötött	сключен
megkötött	сключено
raf	раф
tizenkettedik	twelfth
dio	dio
ügynökség	агенция
ügynökség	агенцията
tobago	тобаго
uralta	доминират
átírni	пренапише
adler	адлър
adler	адлер
gmbh	gmbh
jet	джет
zen	дзен
zen	зен
bika	бик
bika	бул
szatirikus	сатирична
hangos	силно
hangos	шумен
hangos	шумно
hangos	шумно
hangos	шумен
mono	моно
lars	ларс
polo	поло
tank	резервоар
tank	танк
tank	цистерна
tao	тао
teremt	създава
érzés	чувство
érzés	усещане
deutsch	deutsch
pillanat	момент
pillanat	миг
ártatlan	невинен
ártatlan	невинно
ártatlan	невинна
ártatlan	невинни
nickelodeon	nickelodeon
vigyázz	гледай
vigyázz	гледайте
kaiser	кайзер
tanul	учене
tanul	уча
tanul	изучаване
tanul	учим
tanul	учене
tanul	научи
tanul	научете
ghz	ghz
incidens	инцидент
incidens	инциденти
incidens	произшествия
díszítő	декоративни
nicolae	николае
butler	бътлър
butler	иконом
dale	дейл
roosevelt	рузвелт
kézműves	занаятчии
kézműves	занаят
kézműves	кораб
kézműves	занаятчия
kézműves	занаяти
obszervatórium	обсерватория
obszervatórium	обсерваторията
michele	микеле
föderáció	федерация
föderáció	федерацията
chen	чен
enzim	ензимите
enzim	ензими
enzim	ензим
enzim	ензими
enzim	ензима
mansell	мансел
robbant	избухна
robbant	експлоадира
robbant	експлодира
halvány	бледи
halvány	бледо
halvány	бледа
halvány	блед
tárgyalt	договаряне
tárgyalt	договорено
tárgyalt	договорен
tárgyalt	договорени
táplálék	храненето
táplálék	хранене
táplálék	храни
táplálék	храна
funkciók	функции
funkciók	функционалност
funkciók	черти
funkciók	особености
funkciók	характеристики
promóciós	промо
promóciós	промоция
promóciós	насърчаване
promóciós	повишение
promóciós	популяризиране
promóciós	промоционални
palmer	палмър
edzés	тренировка
edzés	тренировка
edzés	практика
edzés	тренировки
edzés	обучение
edzés	тренировка
fuvola	флейтата
fuvola	флейта
melinda	мелинда
zita	зита
próba	изпитване
próba	тест
próba	репетицията
próba	репетиция
próba	изпитване
próba	тестване
win	победи
win	печеля
win	спечели
win	печелиш
win	победа
hangokat	шумове
hangokat	звуци
hangokat	гласове
fellini	фелини
fokozatos	постепенно
fokozatos	прогресивна
fokozatos	прогресивно
angela	анджела
öröm	радост
öröm	джой
öröm	удоволствие
madridi	мадрид
faji	расова
faji	расови
texasi	тексас
összecsapás	сблъсък
összecsapás	конфронтация
összecsapás	разбиване
közzétett	публикуван
közzétett	публикувано
közzétett	публикувани
közzétett	публикуван
közzétett	публикувана
közzétett	публикувано
gyakorlatok	упражнения
gyakorlatok	практики
kozák	казак
reformok	реформата
reformok	реформиране
reformok	реформи
reformok	реформа
reformok	реформи
reformok	реформите
társult	асоциирани
társult	свързани
társult	свързан
társult	сътрудник
társult	съдружник
folt	петно
folt	петна
folt	спот
folt	петно
folt	пластир
folt	пач
diamond	диамант
diamond	диамантен
diamond	диаманта
diamond	даймънд
dízel	дизел
dízel	дизелов
audio	звук
audio	аудио
hunok	хуните
termelő	продуктивни
termelő	продуцент
termelő	производител
facto	facto
chapman	чапман
millennium	хилядолетие
millennium	милениум
bosszú	отмъщението
bosszú	отмъщение
bosszú	мъст
bosszú	мъст
bosszú	отмъщение
bosszú	отмъщението
cicero	цицерон
tisztelet	зачитане
tisztelet	респект
tisztelet	уважение
emírségek	емирства
terror	терор
terror	ужас
vöröses	червеникаво
betöltötte	изпълнен
betöltötte	напълнена
burkina	буркина
irma	ирма
galériában	галерия
közvetítő	брокер
közvetítő	посредник
közvetítő	посредници
közvetítő	посредник
közvetítő	посредник
trófea	трофей
terápiás	терапевтична
terápiás	терапевтичен
küzd	борби
miranda	миранда
hülye	глупава
hülye	тъпо
hülye	глупав
hülye	глупаво
fejes	header
örökké	завинаги
örökké	вечно
kukorica	царевично
kukorica	царевица
kukorica	царевица
damon	деймън
tulajdonosai	притежатели
tulajdonosai	собственици
tulajdonosai	собствениците
tesztek	изпитвания
tesztek	тестове
tesztek	изследвания
szerelvény	принадлежности
szerelvény	влака
szerelvény	влакът
szerelvény	влак
szerelvény	сглобяване
szerelvény	събрание
domain	владение
domain	домейн
helena	хелена
helena	елена
nagykövet	посланник
nagykövet	посланик
reakciók	реакции
reakciók	реакциите
reakciók	реакция
rövidített	съкратен
rövidített	съкратено
rövidített	съкратен
elsüllyedt	потънал
elsüllyedt	потъна
elsüllyedt	потопен
elsüllyedt	потопени
elsüllyedt	потънал
elsüllyedt	потъна
elsüllyedt	потънала
elsüllyedt	потънал
elsüllyedt	потънала
elsüllyedt	потънали
sátán	сатаната
sátán	сатана
bejegyzett	регистриран
bejegyzett	регистрирана
bejegyzett	регистрирано
bejegyzett	регистрирани
alany	субект
alany	обект
asztali	масата
asztali	маса
asztali	масичка
asztali	таблица
asztali	desktop
káosz	хаосът
káosz	хаос
hyde	хайд
meggyőzni	убеди
állva	стои
állva	стояща
hajnalban	зора
hajnalban	даун
hajnalban	зори
hajnalban	доун
hajnalban	зората
őszinte	искрена
őszinte	искрено
őszinte	искрени
őszinte	искрен
őszinte	истински
őszinte	честен
őszinte	честни
meteor	метеорит
meteor	метеор
meteor	метеорит
crassus	крас
doki	док
szertartás	церемония
szertartás	церемонията
szertartás	ритуал
szertartás	ритуал
szertartás	ритуално
fájdalmas	болезнени
fájdalmas	болезнено
fájdalmas	болезнена
fájdalmas	болезнен
színtelen	безцветен
színtelen	безцветен
tisztázott	поясни
tisztázott	изяснени
menekülés	бягство
menekülés	бягство
rev	rev
rev	рев
elvis	елвис
befolyás	влияние
számol	броене
számol	броя
trió	трио
javítás	ремонт
javítás	поправка
javítás	поправка
javítás	корекция
javítás	коригиране
javítás	ремонти
javítás	ремонт
javítás	поправки
feltételes	условно
feltételes	условна
ich	ich
fulham	фулъм
befolyással	влияние
birtokok	имения
lisszabon	лисабон
bevált	работил
teremtés	създаване
teremtés	създаването
meggyilkolt	убита
meggyilkolt	убити
meggyilkolt	убит
mozilla	mozilla
oldalsó	странично
oldalsó	страничен
leicester	лестър
humor	комедията
humor	комедия
humor	хумор
humor	хумор
félre	настрани
félre	настрана
vonattal	влака
vonattal	влакът
vonattal	влак
megmenti	спестява
megmenti	спасява
ronnie	рони
meta	мета
baptiste	батист
baptiste	баптист
neme	пол
neme	пола
duó	дуо
duó	дует
pet	pet
pet	любимец
szállítási	доставяне
szállítási	доставката
szállítási	доставка
utah	юта
mélységben	дълбини
mélységben	дълбините
átlátszó	прозрачен
átlátszó	прозрачно
átlátszó	прозрачна
átlátszó	прозрачни
korlátlan	неограничено
korlátlan	неограничен
korlátlan	неограничено
korlátlan	неограничен
korlátlan	неограничена
korlátlan	неограничени
operát	опера
paraszt	селянин
paraszt	селянка
paraszt	селска
para	пара
kölyök	хлапе
kölyök	дете
érdekelt	заинтересовани
érdekelt	заинтересована
érdekelt	заинтригуван
érdekelt	заинтересуван
érdekelt	заинтересован
tanúsított	сертифицирани
tanúsított	сертифициран
temple	темпъл
temple	храмът
temple	храм
másutt	другаде
savanyú	кисел
savanyú	кисела
savanyú	кисели
savanyú	кисело
légköri	атмосферни
louisiana	луизиана
wisconsin	уисконсин
key	ключ
key	ключа
key	ключът
tapasztalat	опитът
tapasztalat	преживяване
tapasztalat	опит
tapasztalat	изживяване
veronica	вероника
valois	валоа
api	api
ragaszkodott	настоя
foltok	петна
foltok	петна
sérülések	контузии
sérülések	наранявания
lóerős	bhp
wang	уанг
wang	уан
cache	кеш
cache	кеша
tajvani	тайван
tajvani	тайвански
rotterdam	ротердам
írjon	пиши
írjon	напишете
írjon	пишете
áldozatai	жертвите
áldozatai	жертви
baszk	баските
python	питон
erőteljesen	енергично
erőteljesen	масивно
szemet	окото
szemet	око
romeo	ромео
pak	pak
ibrahim	ибрахим
veszteség	загуба
veszteség	загуби
veszteség	загубата
veszteség	загуби
veszteség	загубите
como	комо
hajózási	корабоплаването
hajózási	корабоплаване
hajózási	доставка
minősített	допустими
minősített	квалифицирано
minősített	квалифициран
minősített	квалифицирана
minősített	квалифицирани
minősített	номинална
minősített	сертифицирани
minősített	сертифициран
benz	бенц
rágcsálók	гризачи
rágcsálók	гризач
rágcsálók	гризачи
operett	оперета
namíbia	намибия
törekszik	стремеж
díjakat	награди
évszak	сезон
évszak	сезона
évszak	сезоните
évszak	сезони
kincstár	финансите
kincstár	хазната
kincstár	хазна
españa	españa
elvégzett	извършен
