kleinste	کوچکترین
unruhen	ناآرامی
unruhen	اختلالات
unruhen	شورش
rosen	روزن
rosen	رز
rosen	رُز
keith	کیث
fis	fis
statistische	آماری
statistische	آماری
statistische	آماره
renommierten	دارای
tante	عمه
tante	خاله
tante	عمه
tante	خاله
tante	عمه
einstellungen	ترجیحات
einstellungen	تنظیمات
einstellungen	تنظیمات
selbständig	مستقل
selbständig	نفس
selbständig	بخود
selbständig	مستقل
wohn	مسکونی
meisterin	معشوقه
nazi	نازی
hudson	هادسون
hudson	هادسن
sorte	جوره
sorte	تنوع
jüngsten	جوانترین
jüngsten	اخیر
diktatur	دیکتاتوری
lehrerin	instructor
lehrerin	مدرس
lehrerin	معلم
lehrerin	معلمی
lehrerin	teacher
lehrerin	آموزگار
nase	دماغ
nase	بینی
ebert	ابرت
finanzen	مالی
finanzen	مالی
vorgänge	فرایندهای
jungfrau	virgo
jungfrau	باکرگی
jungfrau	باکره
jungfrau	ویرجین
marsch	مارش
marsch	مرداب
marsch	مارس
marsch	پیشروی
marsch	راهپیمایی
marsch	پیمایی
fresken	فرسکو
brooklyn	بروکلین
tel	تل
tel	tel
doppelte	دابل
doppelte	تکراری
doppelte	تکثیر
doppelte	دوگانه
doppelte	دوتایی
heine	هاینه
teilchen	ذرات
teilchen	ذرات
teilchen	ذرات
teilchen	ذره
kong	کنگ
kong	انتر
kong	کونگ
achtung	مراعات
achtung	احترام
achtung	احتیاط
achtung	توجه
achtung	اخطار
achtung	هشدار
achtung	حذر
betriebssystem	عامل
salon	سالن
buddhismus	بوداگرایی
buddhismus	بودایی
buddhismus	بودایی
sauer	عصبانی
sauer	خشمگین
sauer	خشمناک
sauer	ترش
zufall	شانس
zufall	فرصت
zufall	تصادفی
zufall	حادثه
zufall	تصادفی
zufall	تصادف
zufall	تصادفی
zufall	انطباق
jay	جی
jay	جیجاق
jay	jay
suite	سوئیت
massive	مسیو
massive	حجیم
kommend	میاد
kommend	آمدن
salz	سالت
salz	نمکی
salz	نمک
guillaume	گیوم
export	صادرات
export	صادرات
swr	swr
kollege	همکار
portugiesische	پرتغال
portugiesische	پرتغالی
portugiesische	پرتقالی
future	اینده
future	future
future	آینده
future	آتی
helen	هلن
bretagne	برتاین
bretagne	بریتنی
söhnen	پسران
söhnen	فرزندان
entfernte	دوردست
betreten	ورود
betreten	اماکن
normandie	نورماندی
larry	لری
larry	لاری
ghana	غنا
himmelfahrt	عروج
himmelfahrt	صعود
himmelfahrt	فرض
himmelfahrt	پندار
himmelfahrt	گمان
yale	یل
yale	ییل
regierungen	دولتی
regierungen	حکومت
regierungen	دولت
regierungen	دولتها
regierungen	دولتهای
besserung	بهبودی
besserung	بهبود
estnischen	استونی
wilden	وحشی
wilden	وایلد
wilden	وحشی
deep	اعماق
deep	ژرف
deep	عمیق
beruflichen	vocational
manhattan	منهتن
talsperre	دم
talsperre	سد
volleyball	volley
volleyball	والیبال
sortiert	مرتب
urlaub	مرخصی
urlaub	تعطیلات
urlaub	تعطیلات
urlaub	اعیاد
neffe	برادرزاده
neffe	خواهرزاده
plural	جمع
sportlichen	اتلتیک
sportlichen	ورزشی
sportlichen	ورزشکار
sportlichen	اسپورتینگ
sportlichen	ورزشی
baptiste	باپتیست
julie	جولی
oldid	oldid
inspiriert	الهام
inspiriert	الهام
rafael	رافائل
metro	مترو
metro	متروی
regina	رجینا
feind	دشمن
feind	دشمنی
feind	دشمنی
feind	دشمنان
klage	کنش
klage	اکشن
klage	اقدام
klage	عمل
klage	شکایتی
klage	شکایت
klage	دعوی
klage	دادخواهی
fortschritt	پیشرفت
fortschritt	پیشرفتی
fortschritt	پیشرفت
fortschritt	ترقی
teich	تالاب
teich	برکه
endgültige	نهائی
endgültige	نهایی
endgültige	پایانی
endgültige	آخرین
endgültige	فاینال
endgültige	قطعی
track	شیار
anatomie	تشریح
anatomie	آناتومی
strauss	اشتراوس
leere	خلأ
leere	تهی
leere	باطل
leere	پوچی
leere	پوچ
leere	خلا
leere	خالی
leere	تهی
leere	خالی
raketen	موشکها
raketen	راکت
raketen	موشک
steuer	هلم
steuer	سکان
steuer	مالیات
steuer	مالیاتی
steuer	مالیات
steuer	مالیاتی
bull	بول
irene	آیرین
irene	ایرن
irene	ایرین
aussterben	انقراض
aussprache	تلفظ
aussprache	مناظره
aussprache	مناظره
perry	پری
aufgeben	رها
aufgeben	استعفا
aufgeben	انصراف
aufgeben	ترک
aufgeben	تسلیم
synthese	سنتز
montag	دوشنبه
kurve	منحنی
goldener	زرین
goldener	طلایی
goldener	گلدن
goldener	طلائی
rettung	رستگاری
rettung	نجات
ems	امس
empfänger	گیرنده
empfänger	گیرندگان
empfänger	گیرنده
iucn	iucn
kaiserliche	امپراطوری
kaiserliche	سلطنتی
kaiserliche	امپراتوری
warf	انداخت
konsequent	سازگار
erläuterung	شرح
erläuterung	شرحی
edith	ادیت
edith	ادیث
edith	ایدیت
tokyo	توکیو
beton	بتون
beton	بتن
santo	سانتو
playoffs	حذفی
holen	واکشی
holen	واکشی
holen	شو
jünger	جوانتر
jünger	حواریون
jünger	شاگردان
jünger	مرید
gotische	گوتیک
bois	بوآ
glücklich	خوشبخت
glücklich	خوش
glücklich	شاد
glücklich	خوشحال
glücklich	مبارک
demokraten	دموکراتها
demokraten	دموکرات
demokraten	دمکرات
termin	فرجه
anbieten	پیشکش
anbieten	تعارف
anbieten	پیشنهاد
anbieten	پیشکش
anbieten	پیشنهاد
anbieten	تقدیم
rakete	راکت
rakete	موشک
rakete	موشک
rakete	موشکی
spezifische	خاص
spezifische	مشخص
ausgleich	فدایی
ausgleich	بساز
ausgleich	انحراف
wallace	والاس
wallace	والیس
schnellste	سریعترین
kapital	پایتخت
kapital	سرمایه
verwechselt	پریشان
verwechselt	گیج
verwechselt	سردرگم
verwechselt	آشفته
abschaffung	الغاء
abschaffung	برانداختن
facto	facto
helena	هلنا
helena	هلن
unterhalten	نجوا
anwesend	حاضر
anwesend	هدیه
moses	موسی
moses	موسى
champion	قهرمان
champion	قهرمان
champion	پهلوان
champion	champion
singapur	سنگاپور
pablo	پابلو
toulouse	تولوز
verlegung	انتقال
verlegung	جابجایی
neunten	نهم
neunten	نهمین
lyriker	poet
lyriker	شاعری
lyriker	شاعر
lyriker	شاعران
lyriker	lyricist
muslime	مسلمان
muslime	مسلمانان
muslime	مسلمانها
muslime	مسلمان
muslime	مسلم
muslime	مسلمانان
stille	صامت
stille	سایلنت
stille	خاموش
stille	خموش
stille	سکوت
angeblichen	منتسب
tatsächlichen	واقعی
miles	مایل
miles	مایلز
christlich	کریستین
christlich	کریستیان
christlich	مسیحی
christlich	کریستن
fell	فل
fell	خز
sternen	ستارگان
arno	آرنو
namensgeber	همنام
argumenten	آرگومان
argumenten	دلایل
argumenten	استدلال
bemerkungen	یادداشتها
bemerkungen	یادداشتهای
bemerkungen	نوت
bemerkungen	مشاهدات
bemerkungen	نظرات
bemerkungen	نظرها
bemerkungen	توضیحات
cleveland	کلیولند
santos	سانتوس
komponiert	متشکل
komponiert	سروده
geografische	جغرافیایی
geografische	جغرافی
geografische	جغرافیایی
gefangene	زندانی
gefangene	اسیر
gefangene	اسیر
gefangene	اسیری
gefangene	زندانیان
gefangene	اسیرانی
geiger	گایگر
aufrecht	یکتاپرست
freud	فروید
minor	کوچک
minor	خردسال
minor	کوچکی
qualitativ	کیفی
engeren	باریکتر
god	خداوند
god	خدا
god	الهی
god	خدایی
god	الله
situationen	وضعیتهای
kontrolliert	برآمد
kontrolliert	جویای
piper	پایپر
bemühen	کوشش
besuchern	مهمان
algerien	الجزیره
algerien	الجزایر
algerien	الجزایر
kanzler	صدر
provence	پروانس
jülich	یولیش
kanonen	کانن
verwaltungsgemeinschaft	والری
verwaltungsgemeinschaft	ولری
streitigkeiten	مجادله
streitigkeiten	اختلافات
streitigkeiten	نزاع
streitigkeiten	جدال
streitigkeiten	ستیزه
streitigkeiten	پرخاش
erhob	رز
erhob	رُز
franziska	فرانزیسکا
franziska	فرانچسکا
newton	نیوتون
newton	نیوتن
katastrophe	فجایع
katastrophe	حوادث
katastrophe	بلای
katastrophe	مصیبت
katastrophe	فاجعه
katastrophe	مصیبتی
katastrophe	حادثه
weiterbildung	آموزش
weiterbildung	تمرین
weiterbildung	تمرینات
weiterbildung	آموزشی
weiterbildung	تعلیم
weiterbildung	اموزش
weiterbildung	آموزش
weiterbildung	تحصیلات
formulierungen	lex
charaktere	نویسه
lords	سروران
after	مقعد
ignaz	ایگناز
ignaz	ایگناتیوس
true	راست
true	حقیقی
true	درست
true	true
wohnhäuser	مسکونی
qualitätssicherung	کیفیتی
qualitätssicherung	کیفیت
qualitätssicherung	تضمین
qualitätssicherung	اطمینانی
automatische	اتوماتیک
automatische	خودکار
quartett	کوارتت
viola	ویولا
viola	بنفشه
bristol	بریستول
namibia	نامیبیا
gottesdienst	عبادت
gottesdienst	پرستش
verteilen	پخش
verteilen	گسترده
verteilen	توزیع
univ	univ
salomon	سالومون
salomon	سلیمان
salomon	سولومون
greifen	چنگ
litt	لیت
erika	اریکا
negativen	نگاتیو
negativen	منفی
lauten	بلند
konvention	کنوانسیون
konvention	همایش
tatsächliche	واقعی
abwarten	منتظرم
abwarten	انتظار
abwarten	منتظر
abwarten	منتظریم
but	ولی
but	اما
atlantik	اطلس
atlantik	اطلسی
atlantik	آتلانتیک
pont	پون
pont	پنت
geburtsdatum	تولد
geburtsdatum	زادروز
une	فاخته
zusammenbruch	آوار
zusammenbruch	فروپاشی
nominierungen	نامزدها
nominierungen	نامزدها
nominierungen	نامزدهای
draußen	بیرون
draußen	برون
marina	مارینا
gehalt	حقوق
gehalt	محتویات
gehalt	رضایت
gehalt	خرسند
gehalt	محتوای
gehalt	محتوا
sauber	تمیز
sauber	پاکم
sauber	پاک
flöte	فلوت
forstwirtschaft	جنگلداری
forstwirtschaft	جنگلهای
forstwirtschaft	جنگلها
forstwirtschaft	فارست
forstwirtschaft	جنگل
forstwirtschaft	جنگلی
ideologie	ایدئولوژی
ideologie	ایدئولوژیک
herzogin	دوشس
metropolitan	متروپولیتن
harrison	هریسون
dietmar	دیتمار
handschrift	خطی
nazis	نازی
nazis	نازیها
ron	ران
ron	رون
landwirt	کشاورزان
landwirt	کشاورز
landwirt	کشاورز
mehrzahl	اکثریت
mehrzahl	جمع
regierungszeit	سلطنت
regierungszeit	حکمرانی
heilig	مقدس
heilig	مقدس
sorge	نگرانی
malaysia	مالزی
malaysia	iran
augustus	آگوستوس
eintragung	مدخل
eintragung	ورودی
eintragung	ورود
vera	ورا
internen	داخلی
internen	درونی
alexandria	اسکندریه
alexandria	الکساندریا
folgend	following
folgend	ذیل
ergänzungen	مکمل
psychiatrie	روانپزشکی
psychiatrie	روانپزشکی
abends	عصر
abends	غروب
abends	شام
abends	عصرها
abends	شامگاه
ohren	خوشه
ohren	گوش
ohren	گوشها
ohren	گوشهای
ruft	میخواند
ruft	بخواند
ruft	فراخوانی
bösen	شر
bösen	شرور
bösen	شرارت
bösen	بد
bösen	بدجنس
bösen	بدکاران
bösen	نابکار
trennt	متمایز
bush	بوته
bush	بوش
belastung	بارگذاری
belastung	بار
belastung	کرنش
belastung	استرس
belastung	تنش
belastung	سربار
belastung	باری
verbundene	مرتبط
verbundene	وابسته
verbundene	متصل
verbundene	مربوط
verbundene	مرتبط
umfassend	جامع
umfassend	بسیط
umfassend	وسیع
variiert	متفاوت
vorherige	پیشین
vorherige	قبلی
bordeaux	بردو
erscheinungsbild	ظاهر
elite	نخبگان
elite	نخبه
realen	رئال
realen	حقیقی
realen	واقعی
elias	الیاس
elias	الیا
hochwasser	سیل
vertraut	آشنای
vertraut	آشنا
vertraut	اشنا
vertraut	آشناست
vertraut	معتمد
vertraut	امین
erleben	تجربه
abwesenheit	غایب
abwesenheit	غیبت
abwesenheit	غیاب
gerichtshof	دادگاه
gerichtshof	دادگاه
gerichtshof	دربار
bibliographie	کتابشناسی
rallye	اجتماع
rallye	رالی
willkommen	wellcome
abb	abb
abb	انجیر
kraus	کراوس
bezahlen	پرداخت
bezahlen	تاوان
bezahlen	پرداخت
automobil	اتومبیل
automobil	خودرو
gemahlin	زن
gemahlin	همسر
gemahlin	عیال
gemahlin	wife
einstein	اینشتین
einstein	انیشتین
motivation	انگیزه
motivation	انگیزش
ungeeignet	نامناسب
ungeeignet	نامناسب
apostel	رسولی
apostel	رسولان
apostel	پیامبرانی
amphoe	amphoe
islamische	مسلمانها
islamische	اسلامی
islamische	اسلام
finnische	فنلاندی
finnische	فنلاند
spalten	ستونها
spalten	ستونهای
spalten	پاشیده
wolfsburg	وولفسبورگ
singer	singer
singer	خواننده
widmen	وقف
widmen	تقدیم
widmen	قال
aufsicht	نظارتی
aufsicht	پرودنشال
aufsicht	نظارت
aufsicht	سرپرستی
middle	وسطی
middle	میدل
middle	میانی
middle	میانه
middle	وسط
feder	پر
feder	پرم
feder	قلم
orthodoxe	ارتدوکس
ausgegeben	صرف
eurovision	یوروویژن
gutachten	نظرات
gutachten	عقاید
gutachten	عقیده
gutachten	رایزنی
gutachten	مشورتی
gutachten	نظر
gutachten	پندار
gutachten	گمان
festgehalten	بازداشت
bock	باک
prima	پریما
winkler	وینکلر
match	تطبیق
match	مسابقه
match	کبریت
match	تطابق
repräsentiert	معرف
erneuerung	احیای
erneuerung	نوسازی
erneuerung	بازسازی
erneuerung	تجدید
entzogen	کناره
firefox	فایرفاکس
colin	کولین
colin	کالین
phasen	مراحل
kombiniert	ترکیب
stärksten	قویترین
brecht	برشت
olga	اولگا
italiener	پیتزای
italiener	پیتزا
italiener	ایتالیایی
italiener	ایتالیا
auftritten	ظواهر
auftritten	ظاهر
auftritten	ظاهرش
auftritten	گیگ
industrielle	صنعتی
het	هت
attentat	ترور
gefühle	احساسات
gefühle	عاطفه
gefühle	هیجانی
gefühle	احساس
gefühle	حس
gefühle	احساسش
gefühle	احساسات
gefühle	احساسات
gefühle	احساس
gefühle	احساساتی
atlantic	اطلس
atlantic	اطلسی
atlantic	آتلانتیک
steffen	رونالد
steffen	استفن
steffen	فردی
sozialistische	سوسیالیست
sozialistische	سوسیالیستی
sozialistische	سوسیالیست
verweise	مراجع
verweise	پیوندها
verweise	پیوندهای
anhang	پیوست
anhang	آپاندیس
anhang	پیوست
anhang	انکس
schulden	بدهی
schulden	بدهی
schulden	قرض
schulden	قرضی
schulden	قرضه
schulden	بدهی
nebel	مه
nebel	مه
nebel	سحابی
carmen	کارمن
kommunalen	همگانی
kommunalen	شهری
turniere	مسابقات
turniere	تورنومنت
turniere	تورنمنت
überlebenden	بازماندگان
überlebenden	بازمانده
gesichtet	خالدار
endgültigen	نهائی
endgültigen	نهایی
endgültigen	پایانی
endgültigen	آخرین
endgültigen	فاینال
endgültigen	قطعی
león	لئون
león	لیون
caesar	سزار
gerichtsbarkeit	قضائیه
hedwig	هدویگ
bundesländer	کاوشگر
susan	سوسن
susan	سوزان
exemplar	نمونه
veit	veit
unrecht	ظالمان
unrecht	ستمگر
unrecht	ستمکار
unrecht	اشتباه
unrecht	نادرست
unrecht	ظلم
unrecht	ستم
analysen	تحلیلی
analysen	آنالیتیکس
analysen	تحلیل
analysen	آنالیز
treppe	پلکانی
treppe	گامهای
treppe	پلکان
treppe	پله
treppe	پلکان
treppe	پلکان
songwriter	songwriter
diplomatischen	دیپلماتیک
diplomatischen	دیپلماسی
diplomatischen	سیاست
winterthur	ونترتور
holmes	هولمز
holmes	هلمز
ware	کالایی
ware	کالا
ware	ور
ware	ویر
antisemitismus	یهودستیزی
kantone	کانتون
heck	تیل
heck	دم
heck	دمش
heck	هک
heck	استرن
großstadt	کلانشهر
stolz	پراید
stolz	غرور
stolz	تکبر
stolz	مغرور
stolz	سرافراز
stolz	افتخار
stolz	سربلند
schicken	فرستادن
schicken	ارسال
schicken	ارسال
schicken	محبوبی
schicken	پندار
schicken	گمان
vorgehensweise	رویکرد
vorgehensweise	رویه
vorgehensweise	روند
leverkusen	لورکوزن
göttin	الهه
vereint	متحد
barocken	باروک
schweigen	صامت
schweigen	سایلنت
schweigen	خاموش
schweigen	خموش
schweigen	سکوت
elektronik	الکترونیک
elektronik	electronic
elektronik	الکترونیکی
elektronik	الکترونیک
revision	بازبینی
helga	هلیا
helga	هلگا
instanz	نمونه
instanz	نمونۀ
instanz	مثال
witz	جوک
witz	شوخی
witz	بذله
witz	شوخی
witz	لطیفه
witz	جوک
munition	مهمات
aschaffenburg	آشافنبورگ
vegas	وگاس
serbischen	صرب
serbischen	صرب
serbischen	صربی
kramer	کریمر
kramer	کرامر
utah	یوتا
celle	سله
flüssen	رودهای
flüssen	ریورز
flüssen	رودها
brett	برت
brett	الوار
brett	پلانک
slowakischen	اسلواکی
unterhaltung	گفتگو
unterhaltung	مکالمه
unterhaltung	گفتگوی
unterhaltung	سرگرمی
unterhaltung	تفریحات
unterhaltung	پذیرایی
festgenommen	بازداشت
zukünftige	اینده
zukünftige	future
zukünftige	آینده
allan	آلان
gutenberg	گوتنبرگ
kosmos	کیهان
kosmos	گیتی
kontinent	قارهای
kontinent	قاره
kontinent	قاره
konstruiert	ایجاد
konstruiert	ساختن
castro	کاسترو
götz	گوتز
happy	خوشبخت
happy	خوش
happy	شاد
happy	خوشحال
happy	مبارک
föderation	فدراسیون
reg	رج
reg	رگ
widmet	اخلاص
widmet	وقف
haas	هاس
symptome	علائم
aktiver	فعال
fluggesellschaft	فروز
fluggesellschaft	حامل
fluggesellschaft	ایرلاینز
fluggesellschaft	هواپیمایی
hopkins	هاپکینز
unwahrscheinlich	ناممکن
unwahrscheinlich	بعید
nfl	nfl
rohr	لوله
rohr	روهر
danny	دنی
dean	دین
ringe	حلقه
neutrale	بیطرف
neutrale	خنثی
liberale	لیبرالها
liberale	لیبرال
liberale	آزادیخواه
ausgedrückt	فرمودند
zell	زل
gross	چندش
gross	گروس
gross	ناخالص
albanien	آلبانیایی
albanien	آلبانی
albanien	تیرانا
angreifer	حمه
valencia	والنسیا
umgehend	فوراً
umgehend	فورا
umgehend	بلافاصله
umgehend	اعلان
unterzeichnet	امضا
alexandre	آلکساندر
alexandre	اسکندر
alexandre	الکساندر
vertreibung	اخراج
vertreibung	زوال
vertreibung	جابجایی
vertreibung	گردشی
emden	امدن
schlachten	اسلاتر
schlachten	کشتار
schlachten	سلاخی
schlachten	نبردهای
marmor	مرمر
marmor	تیله
kant	کانت
katze	گربه
katze	پیشی
katze	cat
katze	گربه
judith	جودیت
erweiterungen	پسوندهای
adalbert	آدالبرت
bedeutungen	معانی
teatro	teatro
lok	lok
lok	محرکه
lok	لوکوموتیو
justus	یوستوس
angriffen	حملات
objekten	اشیاء
objekten	اجسام
objekten	اشیا
monster	هیولا
monster	هیولاهای
monster	هیولاهایی
monster	هیولاها
kinofilm	فیلمی
kinofilm	فیلم
kinofilm	فیلمش
kinofilm	سینمایی
kinofilm	فیلم
kinofilm	film
kinofilm	سینما
kinofilm	سینمای
kinofilm	cinema
call	بخوانید
call	تماس
landau	لانداو
statistiken	آمارهای
statistiken	آمار
statistiken	آماری
statistiken	آماره
statistiken	بصیرت
kulturgeschichte	تمدن
kulturgeschichte	تمدنی
sorten	مراتب
sorten	نمره
sorten	جوره
sorten	تنوع
liberal	لیبرالها
liberal	لیبرال
liberal	آزادیخواه
march	مارس
march	پیشروی
march	راهپیمایی
paula	پائولا
alb	الب
cape	کیپ
cape	شنل
cape	دماغه
hampshire	همپشایر
landen	فرود
stanford	استنفورد
historia	historia
senioren	ارشد
senioren	سالمندان
senioren	مسن
senioren	سالخورده
imdb	imdb
rudi	رودولف
rudi	رودی
nah	close
nah	بستن
nah	نزدیک
nah	نزدیکی
nah	نزدیک
record	ضبط
limited	محدود
limited	ltd
höhlen	غار
höhlen	غارهای
höhlen	غارها
höhlen	غار
höhlen	غاری
umbauten	اصلاحات
arabien	عربستان
arabien	عربی
arabien	عربستان
äthiopien	حبشه
äthiopien	اتیوپی
harten	سخت
harten	دشوار
harten	سختگیر
harten	زننده
harten	خشن
birmingham	بیرمنگام
anfragen	پرس
anfragen	درخواست
anfragen	درخواستها
anfragen	مکرر
kopieren	کپی
kopieren	رونوشت
waldemar	والدمار
hob	برداشته
hob	hob
alba	آلبا
alba	البا
zucker	شکری
zucker	قند
zucker	شکر
ida	آیدا
ida	ایدا
anregung	محرک
anregung	مشوق
anregung	پیشنهاد
anregung	تلقین
byzantinischen	بیزانس
singt	آواز
singt	خوانندگی
singt	بخون
singt	بخونید
beliebig	تصادفی
beliebig	دلخواه
fertigung	تولید
fertigung	تولید
fertigung	ساخت
fertigung	تولیدی
gisela	گیسلا
short	کوتاه
short	کوتاهی
sigmund	زیگموند
société	société
haare	موی
haare	مو
haare	موها
engels	انگلس
engels	آنجل
engels	فرشته
engels	انجل
battle	رزم
battle	کارزار
battle	بتل
battle	نبرد
budget	بودجه
nicole	نیکل
nicole	نیکول
transkription	رونویسی
lucius	لوسیوس
abzug	کسر
abzug	استنتاج
abzug	تلنگر
abzug	ماشه
maschinenbau	مکانیک
maschinenbau	مهندسی
maschinenbau	مکانیک
maschinenbau	mechanical
maschinenbau	مکانیکی
verziert	آراسته
verziert	آراسته
circle	چرخه
circle	دایره
präsentation	ارائه
einigung	یگانگی
ringen	حلقه
ringen	کشتی
getreide	گندم
getreide	حبوبات
getreide	دانه
getreide	گندم
getreide	ذرت
getreide	میخچه
getreide	حبوبات
getreide	حبوبات
getreide	غلات
sigismund	زیگمونت
sigismund	زیگیسموند
sozialismus	سوسیالیسم
verfassen	نوشت
verfassen	نویسند
verfassen	نوشتن
verfassen	بنویسید
verfassen	بنویسد
verfassen	نگارش
verfassen	سرودن
bulgarischen	بلغاری
vorliegenden	حاضر
vorliegenden	هدیه
doris	دوریس
sexuelle	جنسی
umland	حومه
umland	ییلاق
perspektiven	دورنمای
perspektiven	outlook
perspektiven	منظر
madison	مدیسون
magic	جادویی
magic	جادو
magic	سحر
magic	جادوی
respekt	مراعات
respekt	احترام
zentren	مراکز
zentren	مراکز
büros	دفاتر
büros	ادارات
büros	اداره
büros	دفتر
kommerziell	الاهلی
kommerziell	تجاری
repertoire	رپرتوار
protestantischen	پروتستان
alpes	آلپ
angekommen	رسیدن
angekommen	آمد
angekommen	رسید
erläuterungen	شرحی
erläuterungen	شرح
oma	مادربزرگ
oma	oma
oma	مادربزرگ
audi	آئودی
tipp	نکته
tipp	نوک
tipp	انعام
tipp	اشاره
tipp	راهنمایی
tödlich	کشنده
tödlich	کشنده
tödlich	مرگبار
tödlich	کشنده
tödlich	مرگبار
tödlich	مهلک
ländereien	اراضی
ländereien	سرزمینهای
ländereien	سرزمین
geworfen	گچ
geworfen	بیندازید
geworfen	انداخت
senats	سنا
senats	سنای
zufrieden	ارضای
zufrieden	رضایت
zufrieden	خشنود
zufrieden	رضایت
zufrieden	خشنود
zufrieden	راضی
zufrieden	خوشبخت
zufrieden	خوش
zufrieden	شاد
zufrieden	خوشحال
zufrieden	مبارک
veraltet	منسوخ
veraltet	منسوخ
bozen	بولزانو
vollen	پر
vollen	کاملش
vollen	سرشار
vollen	فول
vollen	پره
butler	باتلر
knight	شوالیه
knight	نایت
gehirn	مغز
gehirn	مغزی
gehirn	مغزها
gehirn	مغزهای
born	متولد
born	زاده
säule	ستون
säule	ستونی
säule	ستون
säule	رکن
säule	ستونی
säule	ارکان
primera	پریمرا
empfehlen	پیشنهاد
empfehlen	توصیه
armstrong	آرمسترانگ
isaac	ایزاک
isaac	اسحاق
isaac	اسحق
isaac	آیزاک
ludwigsburg	لودویگزوبورگ
humor	طنز
humor	خوشمزگی
humor	شوخی
humor	مزاح
humor	طنز
humor	مزاح
fazit	نتیجه
meiningen	ماینینگن
kommunistische	کمونیست
kommunistische	کمونیستی
kessel	کتل
kessel	کتری
kessel	پاتیل
messer	چاقوها
messer	چاقوی
messer	چاقو
messer	کارد
messer	چاقویی
brt	grt
legion	لژیون
legion	سپاه
aristoteles	ارسطو
gladbach	گلادباخ
schmale	باریکه
schmale	باریک
expansion	گسترش
expansion	انبساط
expansion	بسط
side	کنار
side	پهلو
side	طرف
schlag	ترکیدن
schlag	بیت
schlag	مشت
schlag	پانچ
schlag	منگنه
schlag	سیلی
schlag	اعتصاب
konzentrieren	کانون
konzentrieren	تمرکز
erheben	طلوع
par	پر
par	par
vernunft	دلیلی
vernunft	علت
vernunft	دلیل
vernunft	عقلانیت
zensur	سانسور
nachteile	اشکالات
dreieck	مثلث
intelligenz	هوش
intelligenz	هوشی
intelligenz	خرد
pol	pol
pol	قطب
pol	تیرک
entkommen	گریز
entkommen	فرار
senkrecht	عمودی
senkrecht	عمود
senkrecht	عمودی
senkrecht	متعامد
mediawiki	مدیاویکی
experte	متخصص
experte	کارشناس
experte	expert
warte	منتظرم
warte	انتظار
warte	منتظر
warte	منتظریم
skandal	رسوایی
bauch	شکم
bauch	معده
bauch	شکم
bauch	بلی
bauch	شکمش
bauch	بطن
bauch	شکم
bauch	شکمش
logos	logos
logos	لوگو
mächtigen	توانمند
mächtigen	مقتدر
mächtigen	توانا
mächtigen	نیرومند
mächtigen	پرقدرت
mächtigen	قدرتمند
blockiert	بلوکه
steigen	طلوع
bankier	بانکدار
low	کم
low	low
seattle	سیاتل
grundsatz	اصل
fünfter	پنجم
fünfter	پنجمی
fünfter	پنجمین
fächer	هواداران
fächer	هوادارن
fächer	طرفداران
fächer	بادبزن
fächer	طرفدار
fächer	پنکه
fächer	فن
bio	bio
bio	آلی
bio	ارگانیک
gefährdung	خطر
gefährdung	ریسک
gefährdung	خطری
gefährdung	خطر
gefährdung	مخاطره
gefährdung	هازارد
begeistert	مشتاق
begeistert	هیجان
mangelnde	کمبود
mangelnde	نداشتن
mangelnde	عدم
theologen	خداشناس
arbeitnehmer	کارمند
arbeitnehmer	کارمندان
arbeitnehmer	کارکنان
arbeitnehmer	کارمند
arbeitnehmer	کارگری
arbeitnehmer	کارگر
arbeitnehmer	کارگرها
arbeitnehmer	کارگران
watson	واتسون
iris	آیرس
iris	آیریس
iris	زنبق
wiese	چمن
wiese	علفزار
wiese	چمنزار
seltsam	کنجکاو
seltsam	کنجکاوی
seltsam	عجیب
seltsam	عجیبی
seltsam	عجیب
seltsam	فرد
seltsam	عجیب
labels	برچسبها
labels	برچسبهای
überzeugung	ترغیب
überzeugung	محکومیت
überzeugung	اعتقاداتش
überzeugung	اعتقاد
überzeugung	محکومیت
überzeugung	راسخ
überzeugung	اعتقادات
überzeugung	عقاید
überzeugung	باورهای
gasse	کوچه
ältester	قدیمیترین
ältester	بزرگان
bergisch	برگیش
treu	باوفا
treu	وفادار
treu	وفادار
treu	مؤمن
treu	امین
treu	باوفا
nachdenken	تفکر
nachdenken	فکر
nachdenken	تفکر
nachdenken	اندیشه
nachdenken	بازتاب
nachdenken	انعکاس
kunststoff	پلاستیک
kunststoff	پلاستیکی
angebliche	منتسب
gemeinsames	مفصل
gemeinsames	رایج
gemeinsames	معمولی
gemeinsames	مشترک
bestandteile	تبصره
bestandteile	قطعات
bestandteile	اجزای
erwartungen	انتظارات
erwartungen	توقع
erwartungen	آرزوهای
erwartungen	انتظارات
erwartungen	امید
werkzeug	ابزار
werkzeug	ابزار
werkzeug	ابزارها
werkzeug	ابزارهای
werkzeug	سودمندی
tauchen	غواصی
tauchen	شیرجه
tauchen	غواصی
tauchen	شیرجه
unvollständig	ناتمام
unvollständig	ناقص
umstellung	تبدیل
georgien	گرجی
georgien	گرجستان
georgien	گرجستان
georgien	جورجیا
zerstören	تخریب
zerstören	هلاکت
zerstören	نابودی
zerstören	خرابی
zerstören	ویرانی
professorin	پروفسور
professorin	پرفسور
ausgenommen	سلاخی
ausgenommen	مستثنی
gedächtnis	خاطرات
gedächtnis	خاطره
gedächtnis	حافظه
gedächtnis	خاطره
