本體	온톨로지
打電話	호출
海鮮	해산물
飄	드리프트
彩票	복권
雙眼	눈빛
車輪	바퀴
車輪	바퀴
悲痛	슬픔
頭腦	마음
嚴肅	심각한
嚴肅	심각해
嚴肅	심각하다
嚴肅	심각하게
石膏	깁스
石膏	캐스트
石膏	캐스팅
偏離	편차
笑話	농담
笑話	농담
吸煙	흡연
吸煙	금연
吸煙	연기
吸煙	담배
控訴	불평
控訴	불만이
控訴	불만
仁慈	자비
仁慈	자비로
愚蠢	멍청이
愚蠢	바보
愚蠢	멍청한
科長	과장
科長	치프
標準化	표준화
標準化	표준화
緊湊	컴팩트
緊湊	콤팩트
村子	빌리지
村子	마을
抵消	오프셋
束縛	속박
字串	문자열
海浪	파도
趨向	추세
趨向	trend
趨向	경향
趨向	트렌드
概要	윤곽
性愛	성교
性愛	섹스
性愛	성관계
性愛	성별
哈爾濱	하얼빈
鼠疫	전염병
鼠疫	흑사병
鼠疫	페스트
餅乾	비스킷
餅乾	쿠키
餅乾	쿠키
學費	학비
焊	용접
觸控	touch
觸控	터치
壽司	스시
田地	필드
骷髏	뼈대
骷髏	두개골
骷髏	해골
船尾	스턴
船尾	stern
寶藏	보물
寶藏	보물
加西亞	가르시아
單軌	모노레일
麥加	메카
不公	불공평한
蜻蜓	dragonfly
蜻蜓	드래곤플라이
里拉	리라
羞辱	굴욕
散步	걷고
散步	워킹
散步	걷는다
散步	걷기
散步	산책
散步	걷기
稅收	납세
稅收	세금
稅收	세금
稅收	수익
肩膀	어깨
肩膀	어깨
電容	축전기
搬家	이사
搬家	움직임
謠言	소문
謠言	소문
橄欖	올리브
橄欖	올리브
紫外	자외선
價錢	가격
價錢	프라이스
毛皮	모피
鄰國	이웃
感冒	감기
感冒	인플루엔자
感冒	독감
借款	대출
借款	융자
借款	대출
位數	숫자
失業率	실업
軍火	무기
沒落	몰락
備用	스탠바이
備用	대기
備用	백업
核桃	호두
核桃	호두
龍捲風	토네이도
線條	라인
珍寶	소중한
珍寶	보물
椰子	코코넛
椰子	코코넛
滲透	침투
復活節	부활절
床上	침대
勸說	설득
勸說	설득
教員	강사
教員	강사
償還	상환
座談會	심포지엄
肝臟	간간
肝臟	간디
槌	망치
槌	해머
和泉	이즈미
吞併	병합
吞併	합병
微妙	미묘
微妙	미묘한
腰帶	벨트
咖啡廳	카페
咖啡廳	카페
張貼	게시
張貼	게시글
張貼	포스트
張貼	게시물
張貼	게시
張貼	포스팅
張貼	게시
傳球	패스
受洗	세례
套裝	슈트
套裝	양복
套裝	수트
足跡	발자국
足跡	발자국
尿液	오줌
尿液	소변
農地	농지
洗衣	빨래
洗衣	세탁
洗衣	세탁소
蔚山	울산
半數	절반
安培	앰버
安培	호박
花粉	꽃가루
芒果	망고
芒果	망고
反面	뒷면
反面	꼬리
救護車	구급차
動脈	동맥
動脈	동맥
好玩	재미
頻譜	스펙트럼
尊嚴	위엄
尊嚴	존엄
尊嚴	품위
洩漏	누출
洩漏	누출
洩漏	누출
拼寫	철자
拼寫	맞춤법
拼寫	철자법
拼寫	철자
驚奇	서프라이즈
行軍	행진
毀壞	파괴
惠美	emi
墊	패드
墊	패드
墊	쿠션
胎兒	태아
危急	크리티컬
蕭條	우울증
單數	odd
單數	특이
大宗	일괄
大宗	대량
大宗	벌크
無辜	무죄
無辜	innocent
生還者	생존
生還者	생존자
生還者	survivor
生還者	생존자
共鳴	느낌이
共鳴	공감
終端	터미널
終端	터미널
聲譽	평판
聲譽	명성
汽水	소다
被告人	피고
被告人	피고인
相思	아카시아
檢舉	신고
檢舉	보고서
檢舉	보고
視線	광경
木乃伊	미라
訪客	방문자
訪客	방문객
訪客	방문자
訪客	방문객
傳真	팩스
情人節	밸런타인
情人節	발렌타인
私營	비공개
阿拉伯文	아라비아어
阿拉伯文	아라비아
阿拉伯文	아랍어
推遲	지연
推遲	지연이
推遲	연기
突擊隊	특공대
並行	병행
並行	평행
並行	병렬
驕傲	자존심
驕傲	프라이드
驕傲	자랑
盜賊	도둑들
盜賊	도둑놈
盜賊	도둑
光圈	조리개
環流	순환
暈	현기증
薄荷	민트
肺部	폐지
熱線	핫라인
熱線	핫라인
弦樂	문자열
弦樂	문자열
樂手	음악가
樂手	연주자
樂手	뮤지션
難得	희귀한
難得	귀한
難得	희귀
難得	드문
閉幕	닫기
折衷	타협
蒸發	증발
未婚妻	약혼자
未婚妻	약혼녀
餐館	음식점
餐館	레스토랑
餐館	식당
餐館	음식점
餐館	레스토랑
餐館	식당
驚喜	서프라이즈
聲望	명문
聲望	프레스티지
聲望	평판
聲望	명성
完整性	완전성
完整性	무결성
不尋常	특이한
不尋常	unusual
有意義	의미있는
強壯	강한
強壯	스트롱
創世紀	제네시스
創世紀	창세기
創世紀	천지창조
偏見	편견
偏見	편향
偏見	편견
消毒	소독
消毒	소독
騎馬	승마
騎馬	라이딩
慣性	습관
英明	지혜로운
英明	현명한
英明	지혜
芭蕾	발레
芭蕾	발레단
裸體	누드
裸體	nude
介質	미디엄
介質	미디어
介質	중간
捨棄	삭제
捨棄	무시
捨棄	버리기
捨棄	폐기
禮貌	예의
禮貌	예의
禮貌	매너
仙子	페어리
大腿	허벅지
大腿	허벅지
視聽	시청각
最年長	장수
齒輪	기어
齒輪	톱니바퀴
齒輪	기어
平靜	차분한
平靜	차분
平靜	잔잔한
高尚	귀족
高尚	노블
高尚	귀족
乾旱	가뭄
不等式	불평등
不等式	부등식
窗戶	창문
每星期	주간
每星期	매주
晶格	격자
疏忽	방치
套用	응용
天賦	재능
天賦	탤런트
天賦	선물
巢穴	둥지
負債	책임
負債	부채
地平線	지평선
地平線	호라이즌
橋梁	다리
橋梁	브리지
橋梁	브리지스
橋梁	다리
橋梁	브리지
橋梁	브릿지
刑期	문장
刑期	문장
欺負	괴롭힘
欺負	따돌림
欺負	왕따
補習	가정교사
補習	학비
王宮	궁궐
王宮	궁전
店鋪	상점
店鋪	가게
店鋪	쇼핑
店鋪	상점
店鋪	가게
肘	팔꿈치
肘	팔꿈치
膀胱	방광
農作物	농작물이
農作物	농작물
農作物	곡물
農作物	잘라내기
農作物	농작물
農作物	자르기
隱形	스텔스기
隱形	스텔스
漩渦	소용돌이
漩渦	볼텍스
漩渦	소용돌이
半球	반구
蒙特婁	몬트리올
封包	패킷
硝基	니트로
跑步	달리기
跑步	런닝
跑步	달려
跑步	실행
跑步	달리기
跑步	런닝
立方體	정육면체
立方體	정육면체
立方體	큐브
模範	모델
模範	모형
開局	오프닝
開局	개봉
青春期	사춘기
青春期	사춘기
青春期	사춘기
瓜地馬拉	과테말라
振動	진동
振動	진동
電晶體	트랜지스터
胡桃	호두
混血兒	하이브리드
混血兒	하이브리드
竹子	대나무
閃亮	반짝
閃亮	윤기
閃亮	빛나고
閃亮	빛나
閃亮	빛나는
地理學	지리학
地理學	지리
手掌	손바닥
不可避免	불가피한
不可避免	불가피
拍手	박수
微粒	입자
微粒	입자
面試	인터뷰
面試	면접
面試	인터뷰
回饋	피드백
回饋	의견
阻撓	장애물
節慶	축제
節慶	페스티벌
作文	세이
作文	에세이
太空梭	셔틀
頭骨	두개골
頭骨	해골
搖	흔들리기
搖	shake
搖	흔들흔들
搖	흔들어
多樣化	다양성
陌生人	이방인
拉麵	라면
拉麵	라멘
煙霧	스모그
煙霧	연기
煙霧	담배
最大值	최대
名氣	명성
名氣	페임
夕陽	선셋
夕陽	석양
夕陽	일몰
子宮	자궁
子宮	자궁
簡短	짧게
簡短	쇼트
簡短	짧은
水底	수중
昨日	어제
馬車	마차
拇指	엄지손가락
拇指	엄지
拇指	엄지손가락
拇指	엄지
千禧年	밀레니엄
話語	담화
管線	파이프라인
感官	감각
感官	감각
徑向	시선
弱化	약화
往下	다운
往下	아래로
走路	걷고
走路	워킹
走路	걷는다
走路	걷기
走路	산책
走路	걷기
幫派	갱스
納米比亞	나미비아
慈悲	동정
慈悲	연민
慈悲	자비
薪金	급여
薪金	월급
薪金	임금
羈押	양육
羈押	구류
傷殘	장애
傷殘	장애인
初等	초등
互換	바꾸기
互換	스왑
圍困	포위전
後悔	후회
後悔	후회
古董	골동품
古董	빈티지
古董	골동품
古董	앤티크
打架	파이팅
打架	싸워라
打架	싸움
打架	싸우기
打架	싸워
打架	싸우다
奇跡	기적
奇跡	기적
精緻	섬세한
比值	비율
浣熊	라쿤
浣熊	너구리
香織	카오리
蕾絲	레이스
麻將	마작
半夜	자정
半夜	midnight
半夜	미드나이트
半夜	미드나잇
阿嬤	할머니
發燒	열이
物價	가격
平裝	페이퍼백
病床	침대
斯文	스벤
導覽	투어
導覽	관광
導覽	둘러보기
導覽	구경
導覽	여행
明信片	엽서
明信片	엽서
經營者	작용소
經營者	연산자
經營者	운영자
經營者	연산자
經營者	운영자
咒語	철자
天狼星	시리우스
提琴	바이올린
引文	따옴표
引文	인용
引文	따옴표
引文	인용
引文	표창
引文	따옴표
恐怖主義	테러리즘
恐怖主義	테러
恐怖主義	테러리스트
蛙泳	평영
恐怖份子	테러리스트
謀殺案	살인사건
謀殺案	살인죄
謀殺案	살인
寧靜	평온
寧靜	평온
著色	색칠
著色	컬러링
著色	염색
著色	색칠
陰莖	성기
陰莖	음경
上衣	블라우스
日刊	학술
日刊	학술지
日刊	저널
防水	방수
舞會	프롬
舞會	무도회
照相機	사진기
照相機	카메라
照相機	카메라
利茲	리즈
青色	청록색
優雅	우아
優雅	우아
優雅	우아
優雅	품격
肋骨	갈비
肋骨	갈비뼈
肋骨	갈비
肋骨	갈비뼈
蚊子	모기
蚊子	모기
臀部	엉덩이
臀部	엉덩이
深層	깊은
深層	깊게
隱私	비공개
隱私	프라이버시
專制	권위주의
救世主	구원자
取樣	표본
取樣	견본
取樣	샘플링
取樣	샘플
取樣	샘플링
簡潔	단순
簡潔	간결
床位	침대
海星	불가
海星	불가사리
魔法師	마법사
魔法師	마법사
魔法師	마술사
腎臟	신장
腎臟	콩팥
腎臟	신장
奴役	노예제도
奴役	노예제
奴役	속박
職工	직원
工程學	공학
工程學	엔지니어링
大豆	대두
大豆	대두
嗆	질식
轉速	rpm
萊茵河	라인
糾正	보정
糾正	교정
補貼	보조금
補貼	보조금
溫莎	윈저
氣質	기질
劍術	펜싱
肥皂	비누
肥皂	soap
盧比	루피
盧比	루피
臉部	얼굴
臉部	얼굴이
英畝	에이커
英畝	에이커
英畝	아크레
奢侈	낭비
奢侈	명품
奢侈	럭셔리
斯拉夫人	슬라브족
劫機	납치
火柴	일치하는
火柴	성냥
火柴	일치
才華	재능
才華	탤런트
才華	재능있는
才華	재능
渥太華	오타와
筷子	젓가락
筷子	젓가락
船隊	함대
船隊	플리트
外套	자켓
外套	재킷
外套	외투
外套	코트
外套	코트
分娩	출산
分娩	출산
耗盡	결핍
閱兵	퍼레이드
閱兵	행진
閱兵	퍼레이드
極光	아우로라
輪廓	윤곽
卵巢	난소
卵巢	난소
因數	팩터
因數	인자
因數	요인
鉻	크로미엄
鉻	크로뮴
撒旦	사탄
密謀	플롯
退休金	연금
退休金	연금
益智	퍼즐
益智	퍼즐
衝動	충동
衝動	임펄스
技藝	능력
技藝	기술
技藝	실력
技藝	스킬
技藝	솜씨
作弊	부정행위
預告片	티저
預告片	teaser
預告片	예고편
預告片	트레일러
蟾蜍	두꺼비
儲蓄	저축
儲蓄	절약
儲蓄	저장
咖哩	커리
咖哩	카레
口頭	구강
論證	논증
論證	인수
論證	논쟁
論證	인자
論證	인수
沙龍	미용실
沙龍	살롱
果汁	주스
果汁	쥬스
慷慨	관대
吸食	질주
靜脈	정맥
單詞	워드
單詞	word
單詞	단어
金髮	금발이
金髮	금발
總之	어쨌든
總之	어쨌거나
操場	놀이터
操場	놀이터
聲樂	보컬
正午	정오
迷人	매력적인
迷人	매력
地質學家	지질학
地質學家	지질학자
地質學家	지질학
專賣	독점
笨蛋	멍청이
笨蛋	바보
笨蛋	멍청한
凱旋	트라이엄프
試鏡	오디션
試鏡	오디션
油漆	paint
油漆	페인트
油漆	페인팅
油漆	페인트
狂想曲	랩소디
威望	프레스티지
奧斯陸	오슬로
觀光客	관광객
犯規	파울
茶葉	홍차
主旨	추진력
雷電	썬더
雷電	천둥
雷電	선더
鎮長	시장
下一步	다음
下一步	넥스트
豌豆	완두콩
怒火	분노
怒火	분노
縱向	수직
縱向	세로로
縱向	세로
縱向	수직
縱向	수직으로
氣味	향기
氣味	냄새
透視	관점
玄武岩	현무암
搶奪	날치기
釐米	센티미터
釐米	센티미터
釐米	밀리미터
釐米	센티미터
餘額	균형
餘額	밸런스
餘額	잔액
清真	할랄
演戲	연기
螳螂	사마귀목
螳螂	사마귀
腦袋	두뇌
腦袋	브레인
制約	제약
熏	카오루
粘土	클레이
火線	크로스파이어
鐘錶	시계
劣勢	단점
綠地	녹색
綠地	그린
綠地	초록색
綠地	초록
中樞	허브
交集	교차
交集	교차점
交集	교차로
配對	매칭
配對	일치하는
配對	일치
出院	퇴원
劍客	삼총사
椰	코코넛
保齡球	볼링
螃蟹	크랩
懸崖	절벽
懸崖	클리프
懸崖	절벽
拆毀	폭파
師兄	오빠
師兄	아우
大砲	대포
大砲	캐넌포
大砲	캐논
賓館	호텔
賓館	게스트하우스
地殼	크러스트
孕婦	임신
報刊	신문
瞳孔	눈동자
瞳孔	동공
密西西比	미시시피
寶物	보물
今晚	tonight
今晚	오늘밤
盟國	연합군
盟國	연합국
基督教徒	기독교인
漫步	방황
健二	겐지
健二	켄지
專欄作家	칼럼니스트
技工	기술자
技工	수리공
留下來	머무르지
留下來	머물러
留下來	숙박
留下來	머무르고
賺	적립
信箱	사서함
信箱	사서함
甜點	후식
甜點	디저트
甜點	후식
甜點	디저트
有效性	효율성
有效性	타당성
虛假	거짓
虛假	가짜
虛假	허위
虛假	가짜
快遞	택배
高貴	귀족
高貴	노블
球體	스피어
盲目	블라인드
奏鳴曲	소나타
刺青	문신
刺青	타투
回升	리바운드
攤位	부스
帝國主義	제국주의
洞口	구멍
洞口	구멍이
傲慢	거만
傲慢	오만
匕首	단검
圍繞著	주위
圍繞著	주변
世界末日	아마겟돈
傑作	걸작
尖叫	질러
通貨膨脹	인플레이션
顯微鏡	현미경
怪異	이상한
熱量	더위
熱量	히트
熱量	칼로리
舞弊	사기꾼
舞弊	사기
淹沒	익사
直布羅陀	지브롤터
指甲	손톱
指甲	발톱
指甲	손톱
指甲	손톱
滑鼠	생쥐
滑鼠	마우스
阿拉巴馬州	앨라배마
預約	약속
預約	예약
預約	예매
預約	예약
傅立葉	푸리에
水族	수족관
水族	아쿠아리움
害羞	부끄러워
害羞	부끄러움
害羞	부끄러운
飲酒	음주
飲酒	마시기
捕魚	낚시
馬鈴薯	감자
馬鈴薯	감자
按鍵	키키
按鍵	열쇠
按鍵	버튼
按鍵	단추
圈子	서클
暴風雨	템페스트
暴風雨	폭풍
暴風雨	폭풍우
暴風雨	스톰
耐力	체력
奈及利亞	나이지리아
日冕	코로나
現實主義	현실주의
呼喊	소리쳐
制動	브레이크
制動	브레이크
單簧管	클라리넷
合伙人	파트너
評語	리뷰
雪橇	썰매
雪橇	썰매
過量	초과
發行量	순환
待命	스탠바이
待命	대기
錢幣	동전
錢幣	코인
錢幣	동전
悲慘	비참한
悲慘	비극적
悲慘	비극
寬容	관용
寬容	관용
感應器	센서
感應器	센서
列寧	레닌
失戀	해체
海綿	스폰지
海綿	스펀지
安理會	협의회
安理會	평의회
公義	정의로운
流言	소문
流言	소문
選取	선택
選取	선택하기
選取	선택
醉酒	취해
屈服	수익
聆聽	듣기
聆聽	청취
訂閱	구독
訂閱	구독
訂閱	구독
調和	조화
過敏	알레르기
過敏	알레르기가
過敏	알레르기
過敏	알레르기
過敏	알레르기가
氛圍	vibe
氛圍	대기
氛圍	분위기
氛圍	분위기
自私	이기적
麥克風	마이크로
麥克風	마이크로폰
麥克風	마이크
麥克風	mic
擷取	캡쳐
擷取	캡처
擷取	추출
木匠	목수
木匠	카펜터
贏家	승리자
贏家	우승자
贏家	winner
贏家	승자
恩典	그레이스
恩典	은혜
黏土	클레이
專業人士	전문가
頭頂	오버헤드
游擊	게릴라
甲醇	메탄올
支票	수표
支票	체크
支票	확인
支票	점검
支票	체크
支票	수표
獵犬	하운드
炎症	염증
訂婚	약혼
訂婚	참여
訂婚	약혼
廢墟	폐허
萌芽	스프라우트
貓頭鷹	올빼미
貓頭鷹	부엉이
貓頭鷹	올빼미
貓頭鷹	부엉이
水兵	선원
水兵	세일러
迷彩	위장
傳訊	소환
傳訊	소환
頭痛	두통
頭痛	두통
使館	대사관
使館	대사관
火山爆發	분출
替代品	대안
肥料	비료
肥料	비료
嫌疑犯	용의자
嫌疑犯	용의자
終生	평생
漏斗	깔때기
神通	아바타
圖表	그래프
圖表	차트
圖表	차트
圖表	다이어그램
圖表	도표
圖表	그래프
憂慮	걱정
小偷	도둑들
小偷	도둑놈
小偷	도둑
浮游生物	플랑크톤
常態	정규
常態	보통
常態	평범
常態	정상
馬戲團	서커스
禱告	기도
禱告	기도
禱告	기도
支隊	분리
拼圖	퍼즐
拼圖	퍼즐
神職人員	성직자
掙扎	투쟁
無意義	무의미한
無意義	무의미하다
俑	피규어
串聯	캐스케이드
串聯	계단식
沐浴	목욕
沐浴	목욕
電線	와이어
電線	철사
電線	케이블
產出	출력
份量	무게
份量	몸무게
份量	몸무게가
份量	체중
精液	정액
臥底	언더커버
富人	부자
臨界	크리티컬
環形	순환
環形	원형
殘障	장애인
殘障	장애
殘障	장애인
領養	입양
法理	법학
比基尼	비키니
比基尼	비키니
編譯器	컴파일러
索馬利亞	소말리아
誠實	정직
誠實	성실
誠實	정직한
誠實	솔직한
誠實	정직하게
誠實	정직
懷舊	회상
懷舊	향수
懷舊	향수
戲法	속임수
戲法	트릭
治癒	낫다
治癒	치료
治癒	힐링
鉑	플래티넘
鉑	백금
賓客	손님
賓客	게스트
賓客	참석자
賓客	손님들
賓客	게스트로
賓客	손님
賓客	게스트
賓客	참석자
公信力	신뢰성
代名詞	대명사
代名詞	성별
屁股	엉덩이
屁股	엉덩이
用具	어플
用具	가전제품
熱力學	열역학
蠟	왁스
常設	standing
常設	스탠딩
捐獻	기부
捐獻	기부금
捐獻	기증
捐獻	기부
捐獻	기부
贖罪	속죄
贖罪	구원
採礦	광산
採礦	마이닝
採礦	광업
表妹	사촌
表妹	사촌동생
牌匾	태블릿
透明度	투명성
透明度	투명
透明度	투명도
骨盆	골반
緋聞	스캔들
計數	카운트
矯正	교정
約翰遜	존슨
尷尬	어색한
罪人	죄인
罪人	죄인
船廠	조선소
左輪手槍	리볼버
培根	베이컨
勺	숟가락
勺	스푼
珍惜	소중히
鏡子	거울
鏡子	미러
鏡子	거울
鏡子	미러
圖示	아이콘
醫務	의학
醫務	의료
獵鷹	팰컨
獵鷹	팰콘
獵鷹	팰컨
加侖	갤런
加侖	갤런
岸邊	해안
岸邊	해변
鴿	비둘기
鴿	비둘기
鴿	피죤
鴿	비둘기
法醫	검시관
評比	평가
評比	평점
評比	평가
評比	평가하기
評比	별점
評比	평점
優越	우월한
優越	우월
緩衝	버퍼
緩衝	쿠션
緩衝	버퍼
給付	정산
核查	검증
核查	인증
業績	공연
業績	성과
業績	성능
水族館	수족관
水族館	아쿠아리움
迴路	서킷
迴路	회로
通風	환기
通風	환기
水牛城	버팔로
水牛城	버펄로
高雅	우아
高雅	우아
艱難	힘든
艱難	터프
艱難	어려운
艱難	어려움
艱難	어려워
瞎	블라인드
巡遊	퍼레이드
巡遊	행진
南瓜	호박
南瓜	호박
佈道	설교
佈道	설교
數列	순서
數列	시퀀스
赫茲	허츠
赫茲	헤르츠
直覺	직감
獎品	상금
全會	본회의
季風	계절풍
溺	익사
倒退	회상
倒退	뒤로
倒退	회귀
伐木	로깅
家電	어플
友愛	박애
難過	슬픔
難過	슬픈
難過	슬프다
黑名單	블랙리스트
磁鐵	자석
磁鐵	자석
程式設計	프로그래밍
農田	농지
受限	한정
受限	제한된
避孕	피임
避孕	피임약
避孕	피임
避孕	피임약
修補	패치
詩篇	시편
詩篇	시편
關切	염려
關切	우려
執政官	영사
絲綢	명주
絲綢	실크
絲綢	비단
遊艇	요트
寶貴	소중한
