மற்றும்	и
எதிர்மறை	отрицательно
எதிர்மறை	негативные
எதிர்மறை	отрицательное
திபெத்திய	тибетский
பருத்தி	хлопок
நாய்	собачка
நாய்	собака
நாய்	пес
நாய்	пёс
விழிப்புணர்வு	осведомленность
விழிப்புணர்வு	осознание
விழிப்புணர்வு	осведомленности
விபத்தில்	авария
விபத்தில்	аварии
விபத்தில்	случайность
விபத்தில்	дтп
விபத்தில்	авария
விபத்தில்	аварии
இருப்பு	баланс
இருப்பு	остаток
இருப்பு	равновесие
இருப்பு	присутствие
இருப்பு	акции
இருப்பு	наличии
ஜோர்ஜ்	хорхе
இயந்திரங்கள்	роботы
இயந்திரங்கள்	роботов
நிலக்கரி	уголь
நிலக்கரி	угля
பதிவுகள்	показы
பதிவுகள்	впечатления
பதிவுகள்	records
பதிவுகள்	рекорды
பதிவுகள்	записи
இருமுறை	дважды
கட்டிட	строительство
கட்டிட	здание
முட்டை	яйцо
பட்டி	меню
ஜீ	зи
ஐதராபாத்	хайдарабаде
நட்சத்திர	star
நட்சத்திர	звезда
நட்சத்திர	стар
இளவரசர்	принц
இளவரசர்	принс
இளவரசர்	князь
மறுபடியும்	опять
மறுபடியும்	вновь
மறுபடியும்	снова
குணம்	атрибут
இறக்குமதி	импортировать
இறக்குமதி	импорт
இருக்கிறார்கள்	являются
ஹாரி	харри
ஹாரி	гарри
சைமன்	симон
சைமன்	саймон
தீவிரமாக	серьезно
தீவிரமாக	серьёзно
பணத்தை	money
பணத்தை	деньги
கொச்சி	кочи
ஏழை	бедные
ஏழை	бедный
ஏழை	бедная
ஏழை	бедных
காயம்	ранение
காயம்	травмы
காயம்	травма
காயம்	вред
காயம்	ранение
காயம்	рана
காயம்	рану
காயம்	больно
ஆசை	желание
ஆசை	желания
ஆசை	желание
ஆசை	пожелание
ஆசை	желаем
விளம்பரம்	объявления
விளம்பரம்	ads
விளம்பரம்	реклама
விளம்பரம்	реклама
விளம்பரம்	поощрения
விளம்பரம்	продвижение
விளம்பரம்	поощрение
விளம்பரம்	повышение
விளம்பரம்	повысить
விளம்பரம்	поднятия
விளம்பரம்	поднимать
மூலிகைகள்	трав
மூலிகைகள்	травы
நீலம்	синий
நீலம்	blue
நீலம்	синие
நீலம்	голубые
நீலம்	голубой
அவளை	ее
அவளை	ей
அவளை	её
மாதிரிகள்	образцы
மாதிரிகள்	пробы
வருகிறார்கள்	иду
வருகிறார்கள்	предстоящие
தொடர்ந்தது	продолжил
தொடர்ந்தது	продолжение
அமெரிக்கர்கள்	американцы
கனவு	сон
கனவு	dream
கனவு	мечта
கனவு	мечтаю
கனவு	мечтать
வானிலை	погода
கபூர்	капур
தேற்றம்	теорема
ஆணை	инструкция
ஆணை	команда
ஆணை	командования
ஆணை	командование
தாக்கும்	нападение
தாக்கும்	атака
தாக்கும்	атаковать
தாக்கும்	атаку
அன்றாட	ежедневная
அன்றாட	daily
அன்றாட	ежедневно
அன்றாட	ежедневный
நிகழ்வில்	мероприятие
நிகழ்வில்	событие
நியமனம்	назначенные
நியமனம்	назначен
தொண்டு	благотворительность
தொண்டு	благотворительная
அதிகரிக்கிறது	улучшает
அதிகரிக்கிறது	улучшается
போர்க்	войны
போர்க்	war
போர்க்	война
பரம்பரை	наследование
பரம்பரை	наследования
பரம்பரை	наследство
நேர்காணல்	собеседование
நேர்காணல்	интервью
நேர்காணல்	беседа
தயார்	готово
தயார்	готовы
தயார்	готов
தயார்	готова
சிலைகள்	идолы
சிலைகள்	идолов
சிலைகள்	статуи
மிதமான	умеренных
மிதமான	умеренные
சிகாகோ	чикаго
எங்கே	где
எங்கே	куда
வேண்டியது	должен
வேண்டியது	должно
வேண்டியது	должны
காட்டினார்	показал
காட்டினார்	показала
காட்டினார்	показали
தினசரி	ежедневная
தினசரி	daily
தினசரி	ежедневно
தினசரி	ежедневный
தீய	злой
தீய	зла
தீய	злая
தீய	зло
தசை	мускулы
தசை	мышцы
தசை	мышца
வயலின்	скрипка
மறுத்து	отказались
மறுத்து	отказался
பன்னிரண்டு	twelve
பன்னிரண்டு	двенадцать
வாக்கு	голосования
வாக்கு	проголосовать
வாக்கு	голосовать
வாக்கு	голосование
வாக்கு	голосуйте
கிளப்	club
கிளப்	клуб
ஆவி	призрак
ஆவி	призраки
ஆவி	привидение
ஆவி	дух
ஆவி	духом
பெட்டிகள்	коробки
பெட்டிகள்	ящики
மெய்	согласные
மெய்	true
மெய்	правда
ஹால்	зал
ஹால்	hall
ஹால்	холл
எச்சரிக்கை	предупреждения
எச்சரிக்கை	предупреждение
எச்சரிக்கை	предостережение
எச்சரிக்கை	осторожность
எச்சரிக்கை	предостережение
எச்சரிக்கை	тревога
எச்சரிக்கை	оповещение
அரங்கு	театр
சாந்தி	шанти
தங்கப்	золотой
தங்கப்	золотая
தங்கப்	gold
தங்கப்	золото
தங்கப்	золотые
விரல்	палец
விரல்	пальцем
பூச்சிகள்	насекомые
பூச்சிகள்	насекомыми
பூச்சிகள்	насекомых
ஜோ	джо
கலாச்சாரம்	культура
மராத்தி	маратхи
இறைவனின்	господь
இறைவனின்	лорд
கட்டுப்பாடுகள்	ограничения
கட்டுப்பாடுகள்	контролирует
கட்டுப்பாடுகள்	контроль
முற்றுகை	осада
முற்றுகை	осады
மகாபாரதம்	махабхарата
தகவலை	информация
தகவலை	info
தகவலை	инфо
தகவலை	информация
பன்றி	свинья
பன்றி	свиньи
அதிகரிக்க	увеличить
அதிகரிக்க	увеличение
ஏற்க	принимаю
ஏற்க	примите
ஏற்க	принимаем
ஏற்க	принять
ரோம்	рим
ரோம்	ром
ரோம்	пзу
ரோம்	rom
அட்டைகள்	карты
அட்டைகள்	карточки
அட்டைகள்	открытки
நேரியல்	линейной
முக்கியமானது	важная
முக்கியமானது	важно
முக்கியமானது	важных
முக்கியமானது	важное
முக்கியமானது	важные
முக்கியமானது	важны
படிப்பு	курс
படிப்பு	изучение
படிப்பு	исследование
தட்டச்சு	набрав
தட்டச்சு	печатать
தட்டச்சு	ввод
காப்பு	подкрепление
காப்பு	резервный
காப்பு	браслет
போட்டு	поставить
வசனம்	диалог
வசனம்	стих
கற்கள்	камни
திறக்கப்பட்டது	открыл
திறக்கப்பட்டது	открыли
திறக்கப்பட்டது	открыт
திறக்கப்பட்டது	открыл
திறக்கப்பட்டது	открыли
எழுத்துகள்	символов
எழுத்துகள்	персонажей
எழுத்துகள்	символы
எழுத்துகள்	персонажи
ஏவுகணை	ракета
நீராவி	пар
காய்ச்சல்	жар
காய்ச்சல்	лихорадка
காய்ச்சல்	грипп
விட்டம்	диаметр
ஆன்மீக	духовные
ஆன்மீக	духовный
ஆன்மீக	духовное
ஆன்மீக	духовного
எபிரேய	иврит
எபிரேய	еврейский
மறைந்த	скрытая
மறைந்த	скрыты
மறைந்த	скрытый
மறைந்த	скрыто
மறைந்த	скрытые
நடிக்க	кастинг
ஏர்லைன்ஸ்	авиакомпании
ஏர்லைன்ஸ்	авиалинии
ஏர்லைன்ஸ்	airlines
அமர்ந்து	сидя
அமர்ந்து	сижу
அமர்ந்து	сидим
அமர்ந்து	сидеть
அமர்ந்து	сидение
அமர்ந்து	сидящих
சமமான	равен
சமமான	равно
சமமான	равных
சமமான	равная
சமமான	равных
சமமான	равный
சமமான	равные
சமமான	равное
பட்டை	бары
பட்டை	бар
சடங்கு	ритуал
குகை	пещера
குகை	пещере
குறைக்கும்	уменьшить
குறைக்கும்	сократить
நாற்பது	forty
நாற்பது	сорок
நாற்பது	сорока
மண்டலங்கள்	регионы
மண்டலங்கள்	зоны
மண்டலங்கள்	зон
கோல்டன்	золотая
கோல்டன்	золотые
கோல்டன்	золотой
கோல்டன்	golden
அகமது	ахмед
குழாய்கள்	трубы
நோயாளிகள்	пациенты
நோயாளிகள்	пациентов
போராளிகள்	бойцы
போராளிகள்	бойцов
நிகழ்கிறது	случается
நிகழ்கிறது	происходит
நீக்கி	отозвать
நீக்கி	снять
முழுவதுமாக	полностью
முழுவதுமாக	совершенно
கண்டுபிடிக்கப்பட்ட	обнаружен
கண்டுபிடிக்கப்பட்ட	обнаружена
கண்டுபிடிக்கப்பட்ட	обнаружил
கண்டுபிடிக்கப்பட்ட	обнаружено
கண்டுபிடிக்கப்பட்ட	обнаруженные
நேபாளம்	непала
நேபாளம்	непале
நேபாளம்	непал
நேபாளம்	непальский
நேபாளம்	непала
இடர்	риска
இடர்	риск
இடர்	риски
ஆடும்	танцуют
ஆடும்	танцы
சூழ்நிலை	ситуация
சூழ்நிலை	положение
உறவுகள்	взаимоотношения
உறவுகள்	отношения
உறவுகள்	отношений
உறவுகள்	отношения
நிறுத்த	остановить
நிறுத்த	стоп
நிறுத்த	прекратить
கற்றுக்	научил
கற்றுக்	преподавал
நடுநிலை	нейтральный
நடுநிலை	нейтралитет
நடுநிலை	нейтральной
நடுநிலை	нейтральным
கோபம்	гнев
கோபம்	ярость
கோபம்	злость
கோபம்	злой
கோபம்	злость
கோபம்	злая
கோபம்	зол
நுண்ணுயிர்	микробов
விழுந்து	осень
விழுந்து	падение
விழுந்து	осенью
விழுந்து	упасть
இறைவனை	господь
இறைவனை	лорд
குழப்பம்	беспорядок
குழப்பம்	бардак
குழப்பம்	путаница
குழப்பம்	путаницы
குழப்பம்	замешательство
குழப்பம்	запутался
குழப்பம்	конфликт
குழப்பம்	конфликты
குழப்பம்	коллизия
குழப்பம்	хаос
மூலக்கூறுகள்	молекулы
துகள்	частиц
துகள்	частица
துகள்	частицы
தட்டு	тарелку
தட்டு	плита
தட்டு	тарелка
தட்டு	поднос
திருமதி	миссис
துல்லியமான	точные
துல்லியமான	точная
துல்லியமான	точный
துல்லியமான	точной
துல்லியமான	точности
துல்லியமான	точность
பூச்சி	насекомых
பூச்சி	вредителей
நிலைமை	ситуация
நிலைமை	положение
எட்டாவது	восьмая
எட்டாவது	восьмое
எட்டாவது	восьмой
சிறுவர்கள்	парни
சிறுவர்கள்	мальчики
சிறுவர்கள்	мальчишки
சிறுவர்கள்	boys
சிறுவர்கள்	мальчиков
சிறுவர்கள்	kids
சிறுவர்கள்	детки
சிறுவர்கள்	дети
ஒளியியல்	оптика
புரதம்	белок
புரதம்	белка
புரதம்	белки
நாகரிகம்	цивилизация
நாகரிகம்	цивилизацию
நாகரிகம்	цивилизации
ஆரம்	радиус
பண்ணை	фермы
பண்ணை	ферма
பண்ணை	ферме
மேற்பரப்பு	поверхность
மேற்பரப்பு	поверхности
சாமுவேல்	самуэль
சாமுவேல்	сэмюэль
சாமுவேல்	сэмюэл
பிடித்தது	любимая
பிடித்தது	любимое
பிடித்தது	любимые
பிடித்தது	любимый
வீரன்	чемпион
வீடுகளில்	дома
கையேடு	вручную
கையேடு	руководство
கோதுமை	пшеницы
பதிப்புகள்	издания
பதிப்புகள்	версии
பதிப்புகள்	версий
விரைந்து	поспешил
வளர்ச்சியை	роста
வளர்ச்சியை	рост
மரியாதை	респект
மரியாதை	уважать
மரியாதை	уважение
மரியாதை	уважаю
விரிவாக்கம்	расширения
விரிவாக்கம்	расширять
விரிவாக்கம்	расширить
விரிவாக்கம்	развернуть
விரிவாக்கம்	продление
விரிவாக்கம்	расширение
பீட்டா	бета
வழிமுறை	шаг
வழிமுறை	способ
வழிமுறை	метод
வழிமுறை	канал
வழிமுறை	channel
வழிமுறை	каналы
விரும்பினார்	понравилось
விரும்பினார்	нравится
விரும்பினார்	понравилась
விரும்பினார்	понравились
விரும்பினார்	понравился
புரியும்	пойми
புரியும்	понимаю
புரியும்	понять
கேரளம்	керала
நிலவும்	преобладает
கால்நடை	скот
ரஷ்யா	россия
ரஷ்யா	russia
தேங்காய்	кокосовое
லூயி	луис
லூயி	людовик
லூயி	луи
லூயி	луис
லூயி	луи
தெரியாத	неизвестное
தெரியாத	неизвестный
தெரியாத	неизвестно
தெரியாத	неизвестная
தெரியாத	неизвестен
வேண்டுகோள்	запросить
வேண்டுகோள்	просьба
வேண்டுகோள்	просьбе
வேண்டுகோள்	запрос
அணிந்து	ношение
கேட்ட	слышали
கேட்ட	услышал
கேட்ட	слышал
கேட்ட	слышала
அபிவிருத்தி	развитие
அபிவிருத்தி	разработка
இடைக்கால	средневековой
பாதுகாக்க	защищать
பாதுகாக்க	защитить
பாதுகாக்க	защитите
பார்வையாளர்கள்	аудитории
பார்வையாளர்கள்	зрители
பார்வையாளர்கள்	аудитория
பார்வையாளர்கள்	зрителей
பார்வையாளர்கள்	зрители
கண்காணிப்பு	отслеживания
கண்காணிப்பு	отслеживание
கண்காணிப்பு	мониторинга
கண்காணிப்பு	контроль
கண்காணிப்பு	наблюдение
கண்காணிப்பு	мониторинг
சக்கரம்	колеса
சக்கரம்	колесо
சக்கரம்	чакра
கோடுகள்	строк
கோடுகள்	линии
கோடுகள்	линий
கோடுகள்	строки
கோடுகள்	задерживаться
அனுமதிக்கிறது	позволяет
அனுமதிக்கிறது	разрешает
புராண	epic
எப்பொழுதும்	всегда
வேதாந்த	веданта
சிங்கம்	лев
வேல்ஸ்	уэльса
வேல்ஸ்	уэльс
புறநகர்	пригородных
வழிகள்	направления
வழிகள்	способы
வழிகள்	пути
யானைகள்	слонов
உறுதியாக	решительно
உறுதியாக	уверен
உறுதியாக	конечно
உறுதியாக	уверена
ஜாக்	джэк
ஜாக்	джек
ஜாக்	зак
கண்டம்	континенте
கண்டம்	континент
பாதுகாப்பான	безопасно
பாதுகாப்பான	безопасное
பாதுகாப்பான	сейф
பாதுகாப்பான	обезопасить
கட்டம்	сетку
கட்டம்	сетка
கட்டம்	сетки
வாதம்	аргументы
வாதம்	аргумент
வாதம்	довод
அவதாரம்	аватар
மாறுபடும்	варьироваться
தேயிலை	чаю
தேயிலை	чая
தேயிலை	чай
அண்ணன்	аннан
படைப்பு	создание
படைப்பு	создания
படைப்பு	сотворение
படைப்பு	творческих
படைப்பு	творческая
படைப்பு	творческий
படைப்பு	оформление
துணி	текстильной
துணி	ткань
துணி	ткани
துணி	ткань
துணி	ткани
துணி	текстиль
அவனுக்கு	его
அவனுக்கு	ему
நிக்கோபார்	никобарские
படப்பிடிப்பு	снимать
படப்பிடிப்பு	съемки
படப்பிடிப்பு	съёмки
படப்பிடிப்பு	снимаю
படப்பிடிப்பு	снимаем
படப்பிடிப்பு	съемка
படப்பிடிப்பு	стреляет
படப்பிடிப்பு	съёмки
படப்பிடிப்பு	съемка
படப்பிடிப்பு	стрельба
சனி	суббота
சனி	субботу
சனி	сидел
சனி	сб
சனி	сел
சனி	села
மூங்கில்	бамбук
விடை	отвечайте
விடை	ответ
விடை	ответить
தேவைகளை	потребностей
தேவைகளை	потребности
சார்ல்ஸ்	шарль
சார்ல்ஸ்	чарльз
நியாயமான	разумная
நியாயமான	разумно
நியாயமான	разумный
நியாயமான	разумное
நியாயமான	разумные
உதவியது	помогло
உதவியது	помогли
உதவியது	помог
உதவியது	помогла
எட்வர்ட்	эдвард
எட்வர்ட்	эдуард
ராஜீவ்	раджив
பிரீமியர்	премьеру
பிரீமியர்	премьера
பிரீமியர்	премьера
பிரீமியர்	премьер
களஞ்சியம்	бункер
இடைநிலை	промежуточный
இடைநிலை	промежуточные
இடைநிலை	промежуточных
கேள்விகள்	вопросы
நல	благополучие
நல	благосостояние
நல	благосостояния
விளையாட்டரங்கம்	стадион
எல்லைகள்	границы
எல்லைகள்	границ
எல்லைகள்	пределы
கதிர்வீச்சு	радиации
கதிர்வீச்சு	излучение
கதிர்வீச்சு	радиация
அழைக்கப்பட்டார்	приглашен
அழைக்கப்பட்டார்	приглашенные
அழைக்கப்பட்டார்	приглашены
அழைக்கப்பட்டார்	приглашена
டோனி	тони
பனை	палм
பனை	ладони
பனை	palm
பனை	ладонь
சூறாவளி	циклона
சூறாவளி	тайфун
சூறாவளி	ураган
பிரகாஷ்	пракаш
ஆனந்த்	ананд
பிரிட்டன்	британия
பெருங்கோவில்	собор
நிலங்கள்	земли
நிலங்கள்	земель
பெல்	бел
பெல்	колокольчик
பெல்	белл
பெல்	колокол
பெல்	bell
நிழல்	тени
நிழல்	затенение
நிழல்	тени
நிழல்	тень
நிழல்	тени
நிழல்	оттенок
நிழல்	тень
விருத்தி	развитие
விருத்தி	разработка
இதயம்	heart
இதயம்	сердце
இதயம்	сердцу
விமர்சனங்கள்	обзоры
விமர்சனங்கள்	обзоров
விமர்சனங்கள்	отзывы
விமர்சனங்கள்	критика
விமர்சனங்கள்	критику
எங்கு	где
எங்கு	куда
இணைக்க	связать
இணைக்க	подключиться
இணைக்க	соединение
இணைக்க	подключение
திட்டமிடல்	планирование
தொகுத்தல்	монтаж
தொகுத்தல்	редактирование
தொகுத்தல்	редактирования
தொகுத்தல்	группировка
தொகுத்தல்	группировки
வரவேற்பு	welcome
வரவேற்பு	прием
வரவேற்பு	приём
இராமன்	раман
மைக்	майк
மைக்	майка
பவர்	власть
பவர்	сила
பவர்	мощь
பவர்	power
பவர்	мощность
தரை	пол
தரை	этаж
தரை	основание
இளவரசி	принцессы
இளவரசி	принцесса
டெல்	тел
டெல்	делл
தொழில்கள்	вакансии
கணவன்	муж
தேவன்	god
தேவன்	боже
தேவன்	бог
டத்தோ	дато
வாக்கெடுப்பு	опрос
கோட்டைகள்	крепости
உலோகங்கள்	металлы
படுகொலைகள்	резня
படுகொலைகள்	бойня
யுனெஸ்கோ	юнеско
சுவை	вкус
சுவை	вкус
எரிக்	эрик
பீடம்	алтарь
சேரும்	милан
வெளிப்பாடு	выражение
வெள்ளம்	наводнение
வெள்ளம்	потоп
வெள்ளம்	наводнений
வெள்ளம்	наводнения
வெள்ளம்	наводнение
வெள்ளம்	наводнения
வெள்ளம்	наводнение
கல்லறை	могила
கல்லறை	гробнице
கல்லறை	кладбище
கல்லறை	могила
கல்லறை	серьезную
அத்தியாயம்	глава
அத்தியாயம்	главу
அத்தியாயம்	серия
அத்தியாயம்	эпизод
கல்வெட்டுகள்	надписи
இணைந்தது	присоединилась
இணைந்தது	присоединился
இணைந்தது	присоединились
இணைந்தது	вступила
பாட	пой
பாட	петь
மர	деревянные
மர	деревянный
மீதமுள்ள	оставшийся
மீதமுள்ள	оставшихся
மீதமுள்ள	оставшиеся
மீதமுள்ள	осталось
மீதமுள்ள	остающиеся
கோள்கள்	планет
கோள்கள்	планеты
ஆவணம்	док
ஆவணம்	документ
பேருந்துகள்	автобусы
பேருந்துகள்	автобусов
மாதா	мата
இணைக்கப்பட்டது	связаны
இணைக்கப்பட்டது	связанный
இணைக்கப்பட்டது	связанные
ராப்	роб
ராப்	ограбить
கூட்டல்	сумма
நினைவில்	вспомнил
நினைவில்	вспомнила
நினைவில்	помним
நினைவில்	помню
நினைவில்	запомнить
நினைவில்	помните
நினைவில்	помни
நினைவில்	помнишь
வேதம்	веды
கேட்கும்	спрашивает
முடிச்சு	узел
முடிச்சு	узел
கென்ட்	кент
கென்ட்	кента
தடம்	трек
தடம்	дорожка
தடம்	трека
ஐம்பது	пятьдесят
ஐம்பது	fifty
நீதிமன்றங்கள்	суды
ரப்பர்	резиновые
வயதான	пожилые
மகனும்	сынок
மகனும்	сын
கற்று	учиться
கற்று	учись
கற்று	учитесь
மக்களாட்சி	демократии
மக்களாட்சி	демократия
பூங்காக்கள்	парки
பூங்காக்கள்	парков
நிறுத்தம்	остановить
நிறுத்தம்	стоп
நிறுத்தம்	прекратить
ரோஜா	роуз
ரோஜா	роза
ரோஜா	роз
ரோஜா	роха
புகை	курить
புகை	курение
புகை	дым
சைவம்	вегетарианец
பகல்	дневное
நிலா	мун
நிலா	луна
நிலா	луну
சதவிகிதம்	проценты
சதவிகிதம்	процент
பெனடிக்ட்	бенедикт
நீச்சல்	плавать
நீச்சல்	плавание
ராதா	радха
பாடகி	певица
பாடகி	певец
சடங்குகள்	ритуалы
சடங்குகள்	церемонии
சடங்குகள்	обряды
கிறிஸ்து	христос
யுனைடெட்	объединенные
யுனைடெட்	united
யுனைடெட்	юнайтед
காலணி	ботинки
காலணி	туфли
காலணி	обувь
காலணி	обуви
கரும்பு	тростника
பதினான்கு	четырнадцать
சேர்க்கை	союз
சேர்க்கை	union
சேர்க்கை	профсоюз
சேர்க்கை	юнион
சேர்க்கை	союза
சேர்க்கை	допуск
சேர்க்கை	комбинация
சேர்க்கை	комбо
எழுச்சி	подъем
செயற்பாடு	активность
செயற்பாடு	действия
செயற்பாடு	деятельность
விளையாடி	играю
விளையாடி	играет
படித்த	читайте
படித்த	читай
படித்த	прочитать
படித்த	прочесть
படித்த	читать
மாறிலி	постоянная
மாறிலி	постоянно
மாறிலி	постоянные
மாறிலி	постоянное
மாறிலி	постоянный
கைப்பற்றிய	захвачены
கைப்பற்றிய	захвачен
கைப்பற்றிய	пойман
கைப்பற்றிய	захватили
ஒதுக்கீடு	присвоение
ஒதுக்கீடு	атрибуции
ஒதுக்கீடு	распределение
பாபா	баба
பாபா	бабы
கிளிநொச்சி	попугай
வாழை	банан
குழுவை	группа
குழுவை	группы
குழுவை	group
அங்குலம்	дюймов
அங்குலம்	дюйма
அங்குலம்	дюйм
பேசி	телефон
இறைச்சி	мясо
இறைச்சி	мяса
ஏரிகள்	озер
ஏரிகள்	озера
தற்காலிகமாக	временно
பூஜை	пуджа
அணுகுமுறை	подход
காரணி	коэффициент
காரணி	фактор
காரணி	фактором
நிலவு	мун
நிலவு	луна
நிலவு	луну
உட்புற	внутренних
உட்புற	интерьер
உலோகம்	металла
உலோகம்	метал
உலோகம்	metal
உலோகம்	металлические
உலோகம்	металл
உலோகம்	металлы
அறிமுக	дебют
விதை	семя
விதை	семенной
விதை	семена
விதை	семян
விதை	семена
ஊடகம்	media
ஊடகம்	медиа
ஊடகம்	сми
மெக்சிகோ	мексику
மெக்சிகோ	мексики
மெக்சிகோ	мексика
அமெரிக்கர்	американский
அமெரிக்கர்	американские
அமெரிக்கர்	американская
அமெரிக்கர்	american
அமெரிக்கர்	американских
அமெரிக்கர்	американец
அமெரிக்கர்	американцы
இப்னு	ибн
அறிக்கைகள்	отчеты
அறிக்கைகள்	доклады
வெற்றியை	успех
வெற்றியை	успеха
நாளிதழ்	газету
நாளிதழ்	газета
நாளிதழ்	газеты
ஹாலிவுட்	голливуд
மெல்ல	медленно
மெல்ல	потихоньку
பிறந்தது	родилась
பிறந்தது	родился
பதினாறு	шестнадцать
பதினாறு	sixteen
சகோதரன்	братец
சகோதரன்	брат
கடை	shop
கடை	магазин
கடை	магазин
தெளிவு	очистить
தெளிவு	ясно
தெளிவு	чисто
தெளிவு	ясность
தெளிவு	ясности
கணினிகள்	компьютеры
வேர்	рут
வேர்	корень
பிரான்சிஸ்	франсис
பிரான்சிஸ்	фрэнсис
பிரான்சிஸ்	франциск
பிரான்சிஸ்	френсис
வெளியீடுகள்	релизы
ஊழியர்கள்	персонал
ஊழியர்கள்	сотрудники
சக்கர	колеса
சக்கர	колесо
வாட்	ватт
வாட்	ват
சுவிஸ்	швейцарский
சுவிஸ்	швейцарская
சுவிஸ்	швейцарии
பேட்மேன்	бэтмен
மூடிய	закрыта
மூடிய	закрыто
மூடிய	закрытая
மூடிய	закрытое
மூடிய	закрыты
ஆட்டோ	auto
ஆட்டோ	авто
வெளியேறும்	выход
வெளியேறும்	выезд
ஸ்டீபன்	стефан
ஸ்டீபன்	стивен
ஸ்டீபன்	стефан
ஜான்சன்	джонсон
கட்டுமான	конструкция
கட்டுமான	строительство
போஸ்	бозе
போஸ்	создают
போஸ்	позу
போஸ்	поза
இன்பம்	наслаждение
ஒன்பதாவது	девять
ஒன்பதாவது	nine
ஒன்பதாவது	девятой
ஒன்பதாவது	девятый
ஒன்பதாவது	девятая
ஒன்பதாவது	девятое
டெய்லர்	тэйлор
டெய்லர்	тейлор
கன்னி	девы
கன்னி	дева
மரபுகள்	традиции
மரபுகள்	традиций
நடுவர்	судья
நடுவர்	рефери
நடுவர்	арбитр
நெறிமுறைகள்	критерии
டாட்டா	tata
விவசாயிகள்	фермеров
விவசாயிகள்	фермеры
சாதனம்	устройство
சாதனம்	устройства
மின்னணுவியல்	электроники
மேற்கோள்கள்	спутниковых
மேற்கோள்கள்	спутниковое
மேற்கோள்கள்	спутник
மேற்கோள்கள்	спутники
மேற்கோள்கள்	цитаты
மேற்கோள்கள்	примеры
மேற்கோள்கள்	цитаты
மேற்கோள்கள்	аннотации
வெளிப்படையாக	открыто
வெளிப்படையாக	очевидно
வெளிப்படையாக	видимо
பாக்	пак
தெருவில்	улица
தெருவில்	street
உயிருடன்	живой
உயிருடன்	живым
உயிருடன்	живая
உயிருடன்	живые
உயிருடன்	жив
பெண்ணை	девочка
பெண்ணை	girl
பெண்ணை	девчонка
பெண்ணை	девушка
ஓடி	поток
ஓடி	потока
ஸ்மித்	смит
ஸ்மித்	смита
மேஜர்	основных
மேஜர்	майор
ஊட்டச்சத்து	питания
ஊட்டச்சத்து	питание
தண்டு	шнур
தண்டு	стволовых
அறைகள்	комнаты
அறைகள்	номера
எண்ணை	число
எண்ணை	номер
எண்ணை	количество
இருவருக்கும்	оба
இருவருக்கும்	обе
உரிமையாளர்	хозяин
உரிமையாளர்	владельца
உரிமையாளர்	владелец
சேதம்	ущерб
சேதம்	повреждение
சேதம்	вред
சேதம்	повреждения
கவுண்டர்	счетчик
விரும்பிய	предпочла
விரும்பிய	предпочтение
ஜோடி	пара
ஜோடி	пара
ஜோடி	парочку
ஜோடி	пару
ஜோடி	парочка
மந்திரம்	мантра
தயாரிப்பாளர்கள்	производителей
தயாரிப்பாளர்கள்	производители
தயாரிப்பாளர்கள்	продюсеры
தா	tha
ராஜஸ்தான்	раджастхан
ரகுமான்	рахман
அவசர	чрезвычайной
கரை	граница
கரை	границы
கரை	границу
நாயகன்	герой
நாயகன்	чел
நாயகன்	мужик
நாயகன்	человек
நாயகன்	мужчина
நாயகன்	man
காப்பகம்	архив
அடர்ந்த	плотный
அடர்ந்த	плотная
கூத்து	хоа
படைத்த	созданные
படைத்த	созданный
படைத்த	создано
படைத்த	создана
படைத்த	создан
அருங்காட்சியகங்கள்	музеи
சிவா	шива
குடி	питьевой
குடி	пью
குடி	пить
குடி	пей
குடி	пить
குடி	выпить
குடி	напиток
வாழ்த்துக்கள்	поздравляем
வாழ்த்துக்கள்	поздравляю
வாழ்த்துக்கள்	приветствия
வாழ்த்துக்கள்	привет
வாழ்த்துக்கள்	приветствую
வாழ்த்துக்கள்	поздравляем
வாழ்த்துக்கள்	поздравляю
பாடலாசிரியர்	композитор
இனிய	счастливый
இனிய	счастливая
இனிய	счастливые
இனிய	счастлива
இனிய	счастлив
குளோரின்	хлора
பெல்ஜியம்	бельгии
பெல்ஜியம்	бельгия
பெல்ஜியம்	бельгию
மெட்ரிக்	метрических
துருக்கிய	турецкие
துருக்கிய	турецкая
துருக்கிய	турецкий
துருக்கிய	турции
நெப்போலியன்	наполеона
நெப்போலியன்	наполеон
ஆயுதம்	оружие
ஆயுதம்	оружие
ஆயுதம்	боеприпасов
ஆயுதம்	боеприпасы
மசூதி	мечеть
மசூதி	мечети
வழிகாட்டி	мастер
வழிகாட்டி	волшебник
வழிகாட்டி	проводник
வழிகாட்டி	гид
வழிகாட்டி	руководства
வழிகாட்டி	руководство
குடியேற்றம்	иммиграция
குடியேற்றம்	иммиграции
பிலிப்	филипп
பிலிப்	филлип
பிலிப்	филипп
பிலிப்	филип
பிலிப்	филлип
பர்மா	бирме
பாபு	бабу
நெருக்கமான	интимные
தேவையற்ற	нежелательных
தேவையற்ற	лишнее
தேவையற்ற	ненужных
தேவையற்ற	ненужные
திறனாய்வு	критика
திறனாய்வு	критику
தீர்க்க	решить
சேர்க்கும்	добавляет
பலகை	доска
பலகை	правление
தணிக்கை	цензуры
வளைவு	кривой
வளைவு	кривая
வளைவு	кривизны
யூதர்கள்	евреев
யூதர்கள்	иудеи
யூதர்கள்	евреи
