है	hai
परंपरागत	tradicinės
परंपरागत	tradiciniai
परंपरागत	tradicinė
परंपरागत	ortodoksų
समीकरण	aukštis
जाँच	bandymo
जाँच	bandomoji
जाँच	bandymas
जाँच	testai
जाँच	bandymai
जीवों	organizmų
मापन	matavimo
मापन	matavimas
मापन	matavimai
सुन्दर	gan
सुन्दर	gana
दोनो	abi
दोनो	abu
संपादित	redaguota
देखी	stebėjo
देर	vėlai
आंशिक	proporcinga
आंशिक	proporcingas
परम्परा	tradicijos
परम्परा	tradicijomis
परम्परा	tradicija
परम्परा	tradicijų
एसोसिएशन	asociacijos
एसोसिएशन	asociacijoms
एसोसिएशन	asociacijos
एसोसिएशन	asociacija
आध्यात्मिक	dvasinis
यहूदी	žydų
यहूदी	žydai
यहूदी	jidiš
विशेषकर	specialiai
महाद्वीप	žemynas
महाद्वीप	žemynų
तरीका	būdu
तरीका	būdas
मुक्ति	išlaisvinimo
मुक्ति	išsigelbėjimas
प्रजनन	veislinių
प्रजनन	veisimas
प्रजनन	vaisingumo
बॉक्स	dėžė
बॉक्स	langelyje
बॉक्स	dėžutė
बॉक्स	dėžės
बॉक्स	dėžių
बॉक्स	dėžėse
बॉक्स	dėžutės
समकालीन	šiuolaikinio
वजन	svoris
चोट	traumos
चोट	žala
चोट	trauma
चोट	žalos
चोट	sužalojimas
हरा	žalia
संगीतकार	muzikantas
संगीतकार	muzikantai
प्रवृत्ति	tendencija
रुचि	domina
रुचि	susidomėję
आर्य	arijai
पर्यटक	turistai
पर्यटक	turistų
पर्यटक	turistai
पर्यटक	turizmo
मछली	žuvys
मछली	pluoštai
मछली	pluoštų
मछली	žuvis
मछली	žuvys
मछली	žuvų
उपभोक्ता	vartotojas
उपभोक्ता	vartotojų
उपभोक्ता	vartotojai
उपभोक्ता	vartotojams
वैज्ञानिकों	mokslininkai
आविष्कार	išradimas
आसान	lengva
आसान	lengvai
यान	yan
कक्ष	kambarys
कक्ष	ląstelių
कक्ष	kambariai
मशहूर	žymi
अनुबंध	paktas
अनुबंध	pakto
राव	rao
पाठ्यक्रम	žinoma
पाठ्यक्रम	kursai
पाठ्यक्रम	kursams
पाठ्यक्रम	kursuose
पाठ्यक्रम	kursus
वेस्ट	vakarų
वेस्ट	vakarai
प्रतिष्ठित	inertinių
प्रतिष्ठित	pagerbtas
गवर्नर	reguliatorius
गवर्नर	gubernatorius
न्यूनतम	min
प्रतिभा	genijus
प्रतिभा	talentas
प्रशंसा	pagirti
सीट	sėdynės
सीट	sėdynė
उत्सव	festivalis
उत्सव	festivalio
उत्सव	šventę
उत्सव	šventė
उत्सव	švente
कपड़े	apranga
कपड़े	aprangos
कपड़े	drabužiai
कपड़े	drabužių
कपड़े	apranga
कपड़े	drabužius
कपड़े	drabužiai
हजारों	tūkstančiai
खनिज	mineralinių
खनिज	mineralinis
खनिज	iškastinio
खनिज	mineralai
खनिज	mineralų
लम्बी	ilgai
लम्बी	ilga
लम्बी	ilgas
कठोर	sunkus
कठोर	griežtą
कठोर	griežta
विकार	sutrikimas
विकार	sutrikimai
घटक	komponento
घनत्व	tankio
घनत्व	tankis
वर्गों	aikštės
संहिता	samhita
काल्पनिक	fantazija
काल्पनिक	įsivaizduojamą
काल्पनिक	hipotetinis
प्रजाति	rūšis
प्रजाति	rūšių
प्रजाति	rūšys
इस्लामी	islamo
शहरी	urban
शहरी	miesto
बातें	daiktai
बातें	dalykai
नदियाँ	upės
नदियाँ	upių
नदियाँ	upes
शास्त्रीय	klasikinio
कृति	šedevras
अग्नि	ugnies
अग्नि	gaisro
अग्नि	gaisras
अग्नि	ugnis
अग्नि	agni
ग्रेट	puikiai
ग्रेट	puiku
ग्रेट	puiki
आयरलैंड	airija
उसको	jį
दर्जा	reitingų
दर्जा	reitingas
दर्जा	įvertinimas
दर्जा	įvertis
दर्जा	perspektyvas
असफल	gedimas
असफल	nesėkmė
असफल	nepakankamumas
चन्द्र	chandra
चन्द्र	palydovas
गाँधी	gandis
सोने	auksinis
सोने	aukso
सोने	gold
सोने	auksas
डिज़ाइन	projektavimas
डिज़ाइन	dizaino
डिज़ाइन	dizainas
आवास	buveinių
आवास	buveinė
आवास	gyventi
आवास	būstas
आवास	apgyvendinimo
आवास	apgyvendinimas
आवास	apgyvendinimą
आवास	būstas
ज़िला	rajonas
यांत्रिक	mechaninis
यांत्रिक	mechaninė
खड़े	nuolatinio
न्यायाधीश	teisėjas
लाइव	gyva
लाइव	live
लाइव	gyvi
लाइव	gyventi
लाइव	gyvos
कवियों	poetai
प्रभावशाली	įspūdingas
प्रभावशाली	įspūdinga
करेंगे	bus
मलयालम	malajalių
खराब	blogai
खराब	bloga
खराब	blogas
खराब	blogi
एलबम	albumai
संवाद	dialogai
संवाद	dialogus
संवाद	dialogas
संवाद	dialogo
संवाद	dialogai
संवाद	dialogas
संवाद	dialogą
प्रीमियर	premjera
प्रीमियर	premjerą
पेट	pilvo
पेट	pilvas
फसल	pasėlių
दोस्त	draugė
दोस्त	draugo
दोस्त	drauge
दोस्त	draugas
वापसी	grįžimas
वापसी	grįžti
वापसी	grąžos
वापसी	faktiškai
वापसी	pasitraukimas
वापसी	sugrįžimas
क्रमशः	atitinkamai
लाइसेंस	licencijos
लाइसेंस	licencija
सेन	sen
मिशन	komandiruotės
मिशन	misijų
मिशन	misijos
लंबा	ilgai
लंबा	ilga
लंबा	ilgas
विशेषज्ञ	specialistų
विशेषज्ञ	ekspertai
विशेषज्ञ	ekspertas
नौकरी	darbas
आकाश	skliaute
आकाश	dangaus
आकाश	dangus
तिब्बत	tibetas
तिब्बत	tibete
तिब्बत	tibeto
खो	kho
बचाव	gintis
बचाव	ginti
बचाव	apsiginti
बचाव	gelbėjimo
बचाव	gelbėjimas
देखभाल	rūpestinga
देखभाल	rūpinimasis
पर्यटकों	turistai
पर्यटकों	turistų
ईरानी	iranas
सिंगापुर	singapūre
सिंगापुर	singapūro
सिंगापुर	singapūras
मादा	moteris
मादा	patelės
मादा	moterys
मादा	moterų
मादा	patelė
खरीद	pirkimas
खरीद	pirkti
खरीद	pirkimo
खरीद	pirkimai
खरीद	pirkimas
उत्सर्जन	šalinimas
उत्सर्जन	pašalinamas
उत्सर्जन	išsiskyrimas
क्षति	žala
क्षति	žalos
दोष	kaltinti
दोष	kaltė
हाथी	dramblys
शैक्षिक	akademinių
शैक्षिक	švietimo
युगल	porų
युगल	pora
ग्रीक	graikų
टीका	tika
सुविधाओं	patogumais
पोषण	mitybos
पोषण	mityba
इस्पात	plienas
अकार्बनिक	neorganiniai
सुपर	super
दाब	slėgis
दाब	slėgio
समझौता	paktas
समझौता	pakto
समझौता	kompromisas
आवासीय	gyvenamųjų
जंगली	laukiniai
जंगली	laukinių
जंगली	laukinis
नमक	druskos
नमक	druska
बातों	daiktai
बातों	dalykai
एकीकृत	integruotos
एकीकृत	integruota
पत्रकार	žurnalistai
पत्रकार	žurnalistas
वस्त्र	tekstilės
वस्त्र	apranga
वस्त्र	aprangos
वस्त्र	drabužiai
वस्त्र	drabužių
वस्त्र	tekstilės
जानवरों	gyvūnai
जानवरों	gyvuliai
जानवरों	gyvūnų
आगमन	atvykimas
आगमन	atvyksta
कन्या	mergelės
पर्व	festivalis
पर्व	festivalio
पर्व	fiesta
साफ	švarus
साफ	švari
गरम	šiltas
गरम	šilta
गरम	šiltai
गरम	šiltos
आवश्यकताओं	reikalavimai
प्रतिरोध	atsparumo
प्रतिरोध	atsparumą
प्रतिरोध	atsparumas
सदा	visada
डिस्क	diskai
डिस्क	diskas
डिस्क	disko
खड़ा	nuolatinio
पोस्ट	postų
पोस्ट	pareigybės
पोस्ट	įrašai
मेला	sąžiningą
लिंग	lytis
रिचर्ड	ričardas
मगर	bet
महीनों	mėnesiai
सेल	ląstelių
मुख	burna
मुख	burnos
नाथ	natas
आनन्द	džiaugsmas
आनन्द	džiaugsmo
सर्वर	serveriai
विचारधारा	ideologijos
विचारधारा	ideologija
पीड़ित	kančia
पीड़ित	kančias
पीड़ित	kančios
पीड़ित	aukas
पीड़ित	aukos
पीड़ित	aukų
पीड़ित	aukai
पीड़ित	auka
श्रेणियों	gildijos
कार्यकारी	generalinis
मास्टर्स	kapitonai
वरिष्ठ	abiturientai
वरिष्ठ	vyr
वरिष्ठ	vyresnysis
प्रोफेसर	profesorius
विकिरण	radiacija
विकिरण	spinduliuotė
विकिरण	spinduliavimas
विकिरण	spinduliuotės
संरक्षित	saugomų
सहज	patogu
सहज	patogi
सहज	patogiai
सहज	patogus
सहज	patogiau
बदला	keršto
बदला	kerštas
बदला	atlygis
बदला	atlygį
कलकत्ता	kalkutos
काला	juodai
काला	juodas
काला	juodi
काला	juoda
पंक्ति	linija
पंक्ति	eilutės
लोकप्रियता	populiarumas
ओलंपिक	žaidynėse
मथुरा	mathura
अनुनाद	rezonanso
बर्फ	sniegas
बर्फ	sniego
कार्रवाई	veiksmas
शिशु	kūdikiai
शिशु	kūdikiai
शिशु	vaikučių
साक्षरता	raštingumo
मार्क	marc
ब्रह्म	brahmanas
ब्रह्म	brahma
मनोवैज्ञानिक	universiteto
मनोवैज्ञानिक	psichologas
गर्मी	vasara
गर्मी	vasaros
गर्मी	karštis
गर्मी	šiluma
गर्मी	šiluminė
गर्मी	šilumos
मैन	vyru
मैन	vyras
मैन	žmogus
गीतों	dainas
गीतों	dainos
गीतों	dainų
आवृत्ति	dažnumas
आवृत्ति	dažnis
स्रोतों	spyruoklės
स्रोतों	fontanų
कोण	kampas
कोण	kampai
ईस्ट	rytų
अफ्रीकी	afrikanų
अफ्रीकी	afrikos
अफ्रीकी	afrika
संज्ञा	daiktavardis
टूर्नामेंट	turnyras
टूर्नामेंट	turnyro
चिंता	susirūpinimą
सहमत	sutarta
मोटे	storas
मोटे	riebalų
मोटे	riebalai
घरों	namai
घरों	namus
घरों	namai
हिसाब	apskaita
उन्हीं	apsistojimo
प्रयोगशाला	laboratorijos
प्रयोगशाला	laboratorinis
प्रयोगशाला	laboratorijoje
प्रयोगशाला	laboratorija
बिग	didelės
बिग	dideli
बिग	didysis
बिग	didelis
प्रार्थना	meldžiasi
प्रार्थना	maldos
प्रार्थना	maldas
प्रार्थना	maldos
प्रार्थना	malda
रुपये	svarų
समानता	paritetas
समानता	lygybės
समानता	lygybė
समानता	panašumas
समानता	panašumo
बम	bam
बम	bombos
बम	bomba
बम	bombos
बम	bombų
आदिवासी	genčių
हैरी	haris
हैरी	hari
हैरी	harry
कैथोलिक	katalikų
लम्बाई	ilguma
लम्बाई	ilgis
दुर्घटना	avarija
दुर्घटना	avarijos
उपनाम	slapyvardis
घायल	sužeista
चेतना	supratimą
इलेक्ट्रॉनिक	elektroninių
इलेक्ट्रॉनिक	elektroniniai
गोवा	goa
रास्ता	būdu
रास्ता	būdas
सोच	galvoju
टाटा	tata
पृष्ठभूमि	biografijos
टन	tona
टन	tonos
टन	tonų
टन	tonomis
ऋतु	sezonas
शाम	vakaras
शाम	vakaro
शाम	vakare
नामकरण	nomenklatūros
नामकरण	nomenklatūra
हस्तक्षेप	intervencija
किसान	ūkininkas
पतन	išrūgos
पतन	sutraukti
पतन	krenta
स्वाभाविक	įgimtus
स्नान	vonia
स्नान	vonios
वेग	greitis
कुशल	veiksmingai
हरे	hara
फ़ाइल	failas
पक्षियों	paukščiai
विरासत	paveldo
विरासत	paveldas
विरासत	palikimas
गोली	kadras
आयुर्वेद	ajurveda
विलोपन	šalinimas
एकता	vienybės
एकता	vienybė
नेपाली	nepali
नील	indigo
उपनिषदों	upanišados
चावल	ryžiai
चावल	ryžių
गहरा	tamsus
गहरा	tamsi
गहरा	tamsiai
गहरा	gilus
गहरा	gili
गहरा	giliai
गहरा	tamsesnė
संकलन	rengimo
खड़ी	nuolatinio
लड़की	mergaite
लड़की	mergaitė
लड़की	mergina
लड़की	merga
हुसैन	hussain
भट्ट	krosnių
भट्ट	krosnies
भट्ट	krosnis
सुख	laimės
सुख	laime
सुख	laimė
अहमद	ahmed
आकर्षक	žavinga
आकर्षक	patraukli
संतुलन	balansas
संतुलन	pusiausvyrą
संतुलन	pusiausvyra
यमुना	jamuna
राष्ट्रों	tautos
स्क्रीन	ekranas
स्क्रीन	ekrano
पकड़	gniaužtuose
पथ	kelius
शिक्षक	instruktorius
शिक्षक	pedagogai
शिक्षक	mokytoja
सहयोगी	kolega
सहयोगी	bendradarbiai
सजा	bausti
सजा	nubausti
सजा	papuošti
सजा	bausmė
गिर	krenta
अर्जित	pelnęs
अमर	apleista
अमर	nemirtingas
अमर	amar
खुला	atverti
चालक	vairuotojai
चालक	vairuotojų
वास्तुकला	architektas
वास्तुकला	architektūra
वक्त	laiko
वक्त	laikas
समृद्ध	prisodrintas
समृद्ध	turtingas
निगरानी	stebėjimas
निगरानी	stebėsena
निगरानी	stebėsenos
राजस्व	pajamos
बहादुर	drąsus
बहादुर	drąsūs
व्यवस्थित	organizuoti
व्यवस्थित	reklama
गौरव	pasididžiavimas
डॉक्टर	daktarai
डॉक्टर	gydytojai
डॉक्टर	gydytojo
डॉक्टर	gydytojas
ऑक्सीजन	deguonis
गणितीय	matematikas
प्रदूषण	užterštumas
प्रदूषण	tarša
जोड़ी	pora
जोड़ी	pora
सबूत	įrodymai
सबूत	įrodymas
सटीक	tikslios
सटीक	tikslūs
समाप्ति	užbaigimo
समाप्ति	baigti
समाप्ति	užbaigti
व्यापारी	verslininkas
व्यापारी	prekiautojas
व्यापारी	prekybininkas
व्यापारी	verslininkas
व्यापारी	pardavėjas
पूंजी	kapitalas
पूंजी	kapitalo
एजेंसी	agentūra
पड़े	abejotina
इतिहासकार	istorikas
चार्ट	diagrama
चार्ट	žemėlapiai
गरीब	vargšas
गरीब	vargšai
औषधि	vaistas
औषधि	žolių
औषधि	herbas
दत्त	dutt
कप्तान	kapitonas
जिब्राल्टर	gibraltaro
जिब्राल्टर	gibraltaras
खूबसूरत	graži
खूबसूरत	gražu
संयंत्र	gamykla
संयंत्र	augaliniai
संयंत्र	augalas
संयंत्र	augalų
शक्तियों	jėgos
किशोर	jauniklių
किशोर	paaugliai
अणु	dalelės
अणु	atomas
भीड़	minia
ब्लू	bliuzo
रिकॉर्डिंग	įrašas
रिकॉर्डिंग	įrašymo
रिकॉर्डिंग	registravimas
रिकॉर्डिंग	įrašymas
द्वीपसमूह	salynas
स्कोर	balu
स्कोर	balai
अवशेष	liekanos
अवशेष	liekana
अवशेष	likučių
गुजराती	gudžaratų
चेतावनी	įspėjimai
परामर्श	konsultacijos
परामर्श	konsultacijų
परामर्श	konsultavimas
परामर्श	konsultacija
गोत्र	klano
दंड	sankcija
दंड	bausmę
दंड	bauda
दंड	bausmė
दंड	nuobauda
दंड	nuobaudos
दंड	baudos
दंड	bausmės
दंड	sankcijos
दंड	bausmė
हिट	variantų
प्रतिबंध	suvaržymai
प्रतिबंध	apribojimai
प्रतिबंध	ribojimai
प्रतिबंध	apribojimas
प्रतिबंध	ribojimas
पढ़ाई	tiriamas
पहाड़	kalnų
पहाड़	kalnas
बांध	dam
क्रांतिकारी	revoliucinė
मठ	vienuolyno
मठ	vienuolynas
संशोधित	patikslintas
गिटार	gitara
सहमति	sutikimas
सहमति	sutikimo
सहमति	sutarta
लोहे	geležies
लोहे	geležis
सूचित	informuoti
कवर	apima
भय	baimė
भय	baime
भय	baimės
अस्थायी	laikinai
कमल	lotus
कमल	kamal
नागरिकों	civiliai
प्रमाणित	sertifikuota
एसिड	rūgštis
बुक	užsakytas
बुक	knygą
बुक	knyga
हथियार	ginklas
हथियार	ginklai
हथियार	ginklų
हथियार	ginklas
हथियार	ginklai
माप	matavimas
माप	matavimai
माप	matavimo
माप	matavimas
माप	matavimai
चुनौती	iššūkis
गणेश	ganeša
वसा	riebalų
वसा	riebalai
वसा	storas
वसा	riebalų
वसा	riebalai
कमजोर	silpnas
नजर	akies
नजर	akių
नजर	akis
नजर	eye
रीति	apeigos
सीधा	tiesus
सीधा	tiesiai
सृष्टि	kūryba
सृष्टि	laikinojo
ग्रीन	žalia
स्वस्थ	ekonomiką
भागीदारी	dalyvavimas
भागीदारी	dalyvavimas
उद्योगों	verslininkas
स्टॉक	atsargų
मर	miręs
बच्चन	bachchan
गहरी	gilus
गहरी	gili
गहरी	giliai
लिंक्स	nuorodos
विस्फोट	sprogimas
विस्फोट	sprogimai
जावा	java
हॉकी	ritulio
बिल्कुल	būtinai
घास	veja
घास	žole
घास	žolė
घास	žolės
नामांकित	nominantai
कथन	pareiškimai
भरे	užpildyta
ज्वालामुखी	ugnikalnio
सुल्तान	sultonas
सिविल	civilinė
सिविल	civilinės
शेर	liūtai
शेर	liūto
शेर	liūtas
हनुमान	hanumanas
प्रतिदिन	kasdienio
बैंकिंग	bankininkystė
बैंकिंग	bankininkystės
असामान्य	nenormali
असामान्य	nenormalus
असामान्य	nenormalūs
कमरे	kambariai
कमरे	kambarys
मंत्र	mantra
चित्रकार	dažytojų
विद्यार्थी	studentų
विद्यार्थी	studentė
विद्यार्थी	studentas
पेय	gėrimas
पेय	gėrimų
पेय	gėrimas
पेय	gerti
पेय	gėrimams
पेय	gėrimai
पेय	gėrimų
पेय	geria
पेय	gėrimai
अनुक्रम	seka
चक	chak
चक	chuck
पत्रकारिता	žurnalistikos
गौतम	sidharta
लक्ष्मी	lakšmė
तार	vielos
तार	laido
तार	viela
तार	laidinio
तार	stygas
पृथक	izoliuota
जाट	jat
अचानक	staiga
अचानक	staiga
डर	baimė
डर	baime
डर	baimės
करियर	karjera
करियर	karjeros
करियर	karjerai
करियर	karjera
करियर	karjeros
शुक्र	penktadienis
शुक्र	fri
जानवर	žvėris
जानवर	gyvūnai
जानवर	gyvuliai
जानवर	gyvūnų
जानवर	gyvūnai
जानवर	gyvuliai
जानवर	gyvūnas
जानवर	gyvūno
जानवर	gyvūnų
आना	ana
चेहरे	veidai
चेहरे	veidų
चेहरे	veido
अंग्रेज	anglų
चिन्ह	simboliai
चरम	ekstremalus
कर्ण	karna
निर्यात	eksportuojami
निर्यात	eksportas
निर्यात	eksportuoti
निर्यात	eksportas
दायित्व	pareiga
दायित्व	įsipareigojimas
दायित्व	įpareigojimas
हिंसा	smurto
भर्ती	įdarbinimas
भर्ती	aprašytą
भर्ती	nuomą
नहर	kanalas
ताल	nugalėti
बोध	suvokimas
बोध	supratimas
अंडे	kiaušiniai
अंडे	kiaušinių
जीवनी	biografija
मजबूर	priverstinis
अधिग्रहण	įsigijimų
अधिग्रहण	įsigijimo
अधिग्रहण	įsigijimas
अधिग्रहण	įgijimas
गुफा	urvas
महाकाव्य	epic
प्लास्टिक	plastikas
प्लास्टिक	plastikų
मुनि	munis
ब्रह्मा	brahmanas
ब्रह्मा	brahma
वयस्क	suaugusieji
वयस्क	suaugusiems
वयस्क	suaugusiųjų
वयस्क	subrendęs
ब्लॉक	blokus
ब्लॉक	blokai
ब्लॉक	blokų
प्लेट	plokštė
प्लेट	plokštės
मुसलमान	musulmonų
मुसलमान	musulmonai
संगठित	organizuotu
भव्य	nuostabi
प्रचलन	vogue
समन्वय	koordinavimas
समन्वय	koordinavimo
स्वीकृति	swat
स्वीकृति	patvirtinti
पीने	geria
पीने	gert
असली	tikras
उद्यम	verslumo
शुष्क	sausa
शुष्क	sausas
शुष्क	sausos
शुरुआती	žemiausio
मेट्रो	metro
गर्मियों	vasara
गर्मियों	vasaros
प्रकाशक	leidėjai
गाय	karvės
गाय	karvė
गाय	ku
प्रशांत	ramiojo
खाली	tuščia
खाली	tuščias
वर्तनी	rašybos
प्रतिष्ठा	prestige
प्रतिष्ठा	reputaciją
प्रतिष्ठा	ry
प्रतिष्ठा	reputacija
हार्ट	hart
सर्विस	prižiūrima
चाय	arbata
चाय	arbatos
छत	lubos
छत	terasa
छत	stogas
छत	stogo
होली	hole
मारा	mara
चाल	triukas
चाल	pokštas
गीता	gita
कोलंबिया	kolumbija
कोलंबिया	kolumbijos
प्रायद्वीप	pusiasalio
दुर्गा	durga
नक्षत्र	žvaigždynus
मौखिक	žodžiu
विनिमय	keitimosi
विनिमय	mainai
बहस	diskusijos
बहस	debatai
कथित	tariamai
ड्राइव	vykdyti
ड्राइव	vykdo
कोर	choro
कोर	choras
कोर	branduolys
कोर	pasitelkti
नियुक्ति	užimtumas
नियुक्ति	įdarbinimas
बहती	teka
विटामिन	vitaminai
विटामिन	vitamino
विटामिन	vitaminai
विटामिन	vitaminas
खून	kraujas
एड्स	aids
बाग	sode
बाग	sodas
बर्मा	birmos
बर्मा	birma
बर्मा	birmoje
गठबंधन	paktas
गठबंधन	pakto
गठबंधन	aljanso
उम्मीदवार	kandidatas
उम्मीदवार	kandidatės
प्रभावों	impresionizmas
बिलकुल	būtinai
रत्न	ratna
रूपांतरण	transformacija
रूपांतरण	transformuoti
सलाहकार	patariamosios
सलाहकार	konsultantas
जनजाति	genčiai
पठार	riba
पठार	slenkstis
सीता	sita
चलचित्र	filmas
चलचित्र	filmai
नोकिया	nokia
चमक	švyti
चमक	švyti
हिल	kalvos
नैदानिक	diagnostika
अद्भुत	nuostabu
अद्भुत	nuostabus
अद्भुत	nuostabi
अद्भुत	nuostabaus
अद्भुत	nuostabu
अद्भुत	nuostabios
अद्भुत	nuostabus
अद्भुत	nuostabi
एकत्रित	surinkti
एकत्रित	renkasi
इकाइयों	vienetai
तोड़	sunaikins
शाखाओं	filialai
शाखाओं	šakos
खतरे	grėsmes
टूर	kelionių
टूर	ekskursija
टूर	kelione
पाल	paulius
पाल	bures
जोड़े	porų
निर्माताओं	gamintojai
मौका	galimybė
समर्थक	rėmėjų
समर्थक	šalininkas
स्कूलों	mokykla
कणों	dalelės
प्रबल	dominuojančių
आलोचकों	kritikai
एयरलाइंस	airlines
अवैध	netinkamas
जीवाणु	bakterijų
जीवाणु	bakterijas
जीवाणु	bakterija
जीवाणु	bakterijos
हाँ	aha
हाँ	taip
हाँ	aha
हाँ	taip
प्राण	prana
शिकागो	čikagos
इंग्लैण्ड	anglija
इंग्लैण्ड	anglijos
इंग्लैण्ड	england
गुरू	guru
दौड़	krypsta
दौड़	valdo
दौड़	lenktynes
दौड़	lenktynių
जातीय	etninės
छाया	šešėliai
छाया	šešėlis
छाया	šešėlis
मैरी	linksmų
तैयारी	ruošimas
तैयारी	junginiai
तैयारी	paruošimas
तैयारी	preparatas
तैयारी	parengti
विक्टोरिया	viktorija
कार्यकर्ता	darbininkas
कार्यकर्ता	darbuotojas
सिंचाई	drėkinimo
रोजगार	užimtumas
रोजगार	įdarbinimas
बोल	bol
कान	ausies
कान	ausis
कान	ausys
बनवाया	statybų
परिवारों	šeimų
मेले	sąžiningą
शांत	ramus
शांत	ramu
शांत	tyliai
उद्घाटन	angų
सौंदर्य	gražuolė
सौंदर्य	grožis
प्रोग्रामिंग	programavimo
प्रोग्रामिंग	programavimas
प्रिय	brangi
प्रिय	brangioji
प्रिय	brangus
रेड	reidas
रेड	raudona
स्व	save
सृजन	kūryba
सृजन	laikinojo
वकील	teisininkai
वकील	advokatai
वकील	advokato
वकील	teisininkas
वकील	advokatas
अनाज	grūdų
अनाज	grūdai
भावनाओं	emocijas
भावनाओं	emocijos
बच	išgyveno
बच	bach
उर्जा	energija
उर्जा	energetika
सोसायटी	visuomenė
छोड़ने	krenta
यौगिकों	junginiai
सेनानी	kovotojai
सेनानी	kovotojas
लेन	eile
वध	skerdimo
एक्शन	veiksmas
धन्यवाद	dėkui
धन्यवाद	ačiū
बेल	belle
बेल	bell
मास्टर	kapitonas
राजपूत	radžputai
सच	tiesa
सच	tikra
सच	tiesa
सच	tiesos
इण्डिया	indija
इण्डिया	indijos
प्राधिकरण	institucija
कीट	vabzdžiai
कीट	vabzdžių
कीट	vabzdžių
कीट	vabzdžiai
गाना	dainuoja
गाना	daina
गाना	dainos
समाजवादी	socialistų
समाजवादी	socializmas
वेतन	atlyginimas
धूम्रपान	rūkymas
धूम्रपान	rūkymo
घोड़े	arklių
घोड़े	arkliai
घोड़े	arklius
घोड़े	žirgas
घोड़े	arklys
घोड़े	arkliai
घोड़े	arklio
माला	garland
लेखा	apskaita
तेलुगु	telugų
दीवारों	graffiti
बेस	bess
बेस	žemi
फलन	funkcija
मानता	tiki
सफलतापूर्वक	sėkmingai
चंद्र	mėnulio
सतत	nuolat
ऊष्मा	karštis
ऊष्मा	šiluma
ऊष्मा	šiluminė
ऊष्मा	šilumos
ऊष्मा	šilumą
तालाब	tvenkinyje
बृहस्पति	jupiterio
प्रोत्साहन	paskatų
प्रोत्साहन	paskatos
प्रोत्साहन	paskata
टीमों	komandos
टीमों	komandas
इंदिरा	indira
निष्क्रिय	inertinės
निष्क्रिय	išjungti
लौह	geležies
लौह	geležis
सोनी	sony
रॉय	rojus
बनावट	tekstūra
गायन	dainuoja
गायन	vokalinių
विश्वविद्यालयों	universitetų
विश्वविद्यालयों	universitetai
विश्वविद्यालयों	universitetas
उठाने	kėlimo
गहन	gilus
गहन	gili
गहन	giliai
बाघ	tiger
बाघ	tigras
टिकट	bilietai
टिकट	bilietus
टिकट	bilietų
टिकट	bilietas
टिकट	bilietų
टिकट	bilieto
राजशाही	monarchija
पैरों	kojos
पैरों	kojas
ब्लॉग	tinklaraščių
सड़कों	keliai
उद्देश्यों	verslininkas
जाल	grynasis
जाल	grynoji
जाल	grynosios
जाल	grynieji
मिलान	atitinka
मिलान	milanas
मिलान	milano
रिकार्ड	rekordas
साझा	dalys
स्वतन्त्रता	nepriklausomybės
स्वतन्त्रता	nepriklausomybė
स्वतन्त्रता	nepriklausomumas
स्वतन्त्रता	savarankiškumas
संदेह	abejonės
संदेह	abejonės
संदेह	abejonių
किरण	kiran
कारोबार	verslo
कारोबार	įmonė
कारोबार	verslas
ऋग्वेद	rigveda
रिंग	žiedas
ऑपरेशन	eksploatavimas
ऑपरेशन	veikimas
ऑपरेशन	operacija
पवन	akių
पवन	vėjas
पुराणों	puranos
छूट	nuolaida
छूट	nuolaidos
छूट	nuolaidas
छूट	nuolaidos
बाधा	kliūtis
अमीर	emyratas
अमीर	emir
अमीर	turtingas
समतल	lėktuvas
समतल	plokštumos
कठिनाई	sunkumai
कठिनाई	sunkumas
कठिनाई	sunkumų
कठिनाई	sudėtingumas
जड़	root
जड़	šaknis
जड़	šaknys
जड़	šaknų
जड़	šakniavaisiai
बौद्धिक	intelektinė
बौद्धिक	intelektinės
निकलता	šonkaulių
स्वर्ग	dangaus
स्वर्ग	dangus
स्वर्ग	rojų
स्वर्ग	rojus
व्यय	praleidžia
माया	maja
तिब्बती	tibetas
तिब्बती	tibete
तिब्बती	tibeto
आत्महत्या	savižudybės
आत्महत्या	savižudybė
अतिथि	svečiai
अतिथि	svečias
शानदार	nuostabusis
डाक	pašto
प्रतिद्वंद्वी	konkurentas
प्रतिद्वंद्वी	oponentas
मनु	manu
संयोग	sutapimas
संयोग	atsitiktinumas
कविताओं	eilėraščiai
वेदों	vedas
तरंग	bangos
तरंग	bangų
तरंग	banga
अंतराल	intervalas
क्रिस	kristina
क्रिस	kris
परिचित	pažįstamas
परिचित	matytas
परिचित	pažįstami
परिचित	pažįstamų
इंडोनेशिया	indonezijoje
इंडोनेशिया	indonezijos
इंडोनेशिया	indonezija
तत्काल	skubiai
तत्काल	skubus
तत्काल	skubiai
चित्रकला	dažymas
पहलुओं	aspektai
पहलुओं	aspektus
गेट	vartų
गेट	vartai
चैंपियनशिप	čempionatas
चैंपियनशिप	čempionato
बाबू	tėti
बाबू	tėtis
लक्ष्मण	lakšmana
राधा	radha
संतान	palikuonių
गुप्ता	gupta
लाखों	milijonus
लाखों	milijonų
लाखों	milijonai
शैक्षणिक	švietimo
भाप	garo
भाप	garai
बेस्ट	geriausi
बेस्ट	geriausia
बेस्ट	aukščiausia
बेस्ट	geriausios
बेस्ट	geriausias
गोपाल	gopala
चेक	čekių
