като	soos
брюксел	brusselse
брюксел	brussel
лигата	liga
редакции	redigeer
редакции	wysigings
откриване	opsporing
откриване	ontdekking
откриване	discovery
откриване	ontdek
етиопия	ethiopia
етиопия	ethiopië
листата	blare
оборудване	toerusting
тони	tony
тони	toni
фабрика	fabriek
мисии	missions
рейн	ryn
рейн	reën
списания	tydskrifte
клубът	klub
играл	gespeel
положението	situasie
медии	media
номиниран	nominated
проблемите	probleme
проблемите	problems
кратка	kort
кратка	kortliks
кратка	sorteer
вокал	vocal
одрин	edirne
усилия	pogings
усилия	poging
усилия	moeite
представена	verteenwoordig
представена	ingedien
представена	ingestuur
контакт	kontak
космоса	kosmos
космоса	spasie
населено	bevolkte
населено	bewoonde
традиционно	tradisioneel
традиционно	tradisionele
костур	bas
разделен	geskeide
разделен	geskei
разделен	ingedeel
разделен	skei
среден	gemiddelde
среден	gemiddeld
среден	medium
независима	independent
независима	onafhanklike
независима	onafhanklik
независима	selfstandige
фактори	faktore
горски	bosbou
горски	woud
горски	bos
туризъм	toerisme
туризъм	hiking
бронзов	brons
достигне	bereik
достигне	reikwydte
динамо	dynamo
динамо	dinamo
активен	onaktiewe
активен	aktief
буква	brief
буква	letter
спомени	herinneringe
спомени	geheue
спомени	herinnering
бъдеще	toekomstige
бъдеще	toekoms
славянски	slawiese
мароко	morocco
мароко	marokko
изследовател	verkenner
изследовател	explorer
хранене	nutrition
хранене	voedingswaarde
хранене	feeding
хранене	voering
хранене	eetplekke
хранене	ete
бразилски	brasiliaanse
марин	marin
интер	inter
варшава	warskou
юлия	joelia
юлия	magda
юлия	julia
племе	tribe
псевдоним	alias
псевдоним	skuilnaam
мирен	vreedsame
мирен	rustige
мирен	vreedsaam
азбука	alfabet
вътрешни	intern
вътрешни	interne
вътрешни	innerlike
гватемала	guatemala
вино	wyn
кратък	kort
кратък	kortliks
кратък	sorteer
заслуги	merit
типове	soorte
типове	tipes
диск	skyf
диск	skyf
кожа	leer
кожа	vel
стотици	honderde
следователно	ergo
следователно	daarom
живи	leef
живи	tuiste
живи	regstreekse
живи	lewendige
живи	gepubliseer
живи	regstreeks
живи	lewendig
стихотворения	poems
стихотворения	gedigte
кьолн	keulen
кьолн	cologne
отделен	afsonderlike
отделен	aparte
надежда	hoop
раздел	seksie
раздел	afdeling
бундеслига	bundesliga
ракета	vuurpyl
ракета	rocket
кожата	vel
адвокат	counsel
адвокат	prokureur
адвокат	dronkbestuur
конфликти	teenstrydighede
конфликти	botsings
конфликти	konflik
колонии	colonies
колонии	colony
колонии	kolonie
сингапур	singapoer
пресича	crossing
червени	reds
червени	rooi
червени	rooi
грешка	verkeerd
грешка	verkeerde
грешка	fout
грешка	fout
вечер	aand
вечер	naand
вечер	aand
вечер	aande
вечер	nag
проучване	studeer
проучване	bestudeer
проучване	studie
проучване	navorsing
проучване	opname
наблюдение	monitering
наблюдение	observasie
съжаление	berou
включена	ingesluit
включена	geaktiveer
хор	koor
хор	chorus
хор	horus
оръдие	cannon
оръдие	kanon
бие	beats
бие	slae
уики	wiki
обществено	openbare
обществено	openbaar
обществено	publieke
обществено	publiek
хотел	hotel
жената	vrou
постижения	prestasies
постижения	behaal
лиценз	lisensie
лиценз	lisensie
частици	deeltjies
частици	deeltjie
произведени	vervaardig
произведени	geproduseer
мрежи	nette
мрежи	netwerke
търговец	handelaar
търговец	dealer
женска	vroulik
женска	wyfie
проектът	projek
сър	sir
сър	meneer
издигнат	opgerig
албански	albanees
резолюция	resolusie
морска	marine
морска	maritieme
крис	chris
крис	kris
полиция	polisie
даже	selfs
движения	movements
движения	bewegings
движения	skuiwe
канадски	kanadese
канадски	kanadees
алфред	alfred
флаг	vlaggie
флаг	vlag
флаг	rapporteer
лошо	sleg
женските	meisies
женските	vroulik
архив	argief
архив	argiveer
архив	argiewe
производител	vervaardiger
производител	producer
производител	vervaardiger
риби	pisces
риби	visse
риби	vis
риби	visvang
основаването	stigting
хондурас	honduras
продукции	productions
камбоджа	kambodja
камбоджа	cambodia
кола	kar
кола	motor
кола	motorvoertuig
намерени	gekry
намерени	gevind
алексей	aleksei
лента	rolprent
лента	band
лента	musiekgroep
лента	tape
лента	strook
лента	strip
философи	filosowe
крайцер	cruiser
запис	rekord
запис	opneem
запис	manlik
запис	video
фантастика	fiksie
родината	moederland
спортен	verslae
спортен	sport
спортен	sportsoort
спортен	sportsoorte
спортен	sport
теории	teorieë
сами	sami
сами	sammy
гражданин	burger
гражданин	citizen
доброволец	volunteer
доброволец	vrywilliger
куче	hond
земеделски	agricultural
климатът	klimaat
необходими	nodige
граждански	siviele
граждански	burgerlike
граждански	munisipale
граждански	civic
царе	konings
царе	kings
премиерата	premiere
векове	centuries
предмет	voorwerp
адам	adam
продукция	afvoer
продукция	produksie
трилър	riller
програмиране	programmering
сомалия	somalia
сомалия	somaliese
отделна	afsonderlike
отделна	aparte
защитени	beskerm
автомобил	kar
автомобил	motor
автомобил	motorvoertuig
автомобил	voertuig
кръвта	bloed
партизани	guerrillas
партизани	guerillas
бек	beck
бек	bec
градска	urban
градска	stedelike
дъщери	daughters
прието	aanvaarde
прието	aanvaar
господар	meester
обединени	vereenigde
обединени	united
обединени	verenigde
нападение	assault
лука	luca
лука	lucca
лука	luka
сребърен	silwer
пояс	sash
мащаб	skaal
ръст	growth
ръст	groei
ръст	hoogte
сътрудник	assosieer
корабите	skepe
тел	gidse
спортисти	atlete
търговска	kommersiële
търговска	kommersieel
вяра	geloof
евреите	jode
киното	cinema
маршал	marshall
мнозинство	meerderheid
изложба	uitstalling
изложба	exhibition
никарагуа	nicaragua
стюарт	stuart
стюарт	stewart
конгреса	congress
пещера	cave
пещера	grot
плато	plateau
грешки	foute
насекоми	insekte
насекоми	insek
насекоми	goggas
насекоми	bugs
холщайн	holstein
социално	maatskaplike
социално	sosiale
социално	sosiaal
племето	tribe
салвадор	salvador
служби	dienste
латвия	letland
уругвай	uruguay
доведе	gebring
доведе	gelei
посветена	toegewyde
посветена	dedicated
посветена	opgedra
азербайджан	azerbeidjan
азербайджан	azerbeidjans
рали	rally
рали	saamtrek
рали	raleigh
вкус	smaak
температури	temperature
принципи	beginsels
загубата	verlies
богата	ryk
аристокрация	aristokrasie
властите	outoriteit
властите	owerhede
месеци	maande
съответствие	nakoming
джамия	moskee
уганда	uganda
сума	sum
сума	som
сума	bedrag
поражение	oorwin
надолу	ondertoe
надолу	neer
надолу	af
леополд	leopold
богат	ryk
чикаго	chicago
константинов	konstantinov
бавно	stadig
бавно	stadig
ген	gene
тунис	russies
тунис	tunisië
тунис	tunis
минало	verlede
минало	vorige
минало	afgelope
състоянието	voorwaarde
състоянието	kondisie
желанието	begeerte
извори	springs
минута	minuut
турско	turkse
турско	turkish
признание	geloofsbelydenis
признание	toeskrywing
признание	herkenning
проверка	inspeksie
проверка	insae
проверка	check
проверка	tsjeggië
проверка	kontroleer
проверка	verifikasie
кан	kahn
кан	khan
кан	cannes
апостол	apostle
апостол	apostel
непрекъснато	voortdurend
непрекъснато	deurlopend
непрекъснато	heeltyd
непрекъснато	heeltyd
сава	sava
канали	kanale
колони	pilare
колони	kolomme
мляко	melk
крале	konings
крале	kings
ланка	lanka
парагвай	paraguay
вътрешна	interior
вътрешна	binneste
вътрешна	intern
вътрешна	interne
вътрешна	innerlike
братовчед	niggie
братовчед	neef
квалификациите	kwalifikasies
липсва	ontbreek
липсва	vermis
липсва	afwesig
марки	brands
марки	stamps
марки	seëls
марки	merke
маргарита	margherita
маргарита	margarita
направена	gemaak
подход	benadering
проход	passage
исус	jesus
серии	reeks
серии	series
катарина	katharina
катарина	catarina
редактиране	wysig
редактиране	redigeer
редактиране	verstrek
редактиране	redigering
редактиране	wysiging
ток	tok
ток	elektrisiteit
режисьори	direkteure
режисьори	filmmakers
телевизията	televisie
заболяване	illness
заболяване	siekte
ценни	kosbare
ценни	waardevol
стокхолм	stockholm
папата	pous
мандат	termyn
мандат	mandaat
гласове	stemme
родители	ouers
музеи	museums
гней	gnaeus
сара	sarah
сара	sara
обиколки	laps
обиколки	toere
обиколки	tours
монако	monaco
спътник	satelliet
спътник	companion
легендата	legende
технология	tegnologie
арена	arena
поток	vloei
поток	flow
поток	stroom
комбинация	kombinasie
филология	filologie
брака	huwelik
градуса	grade
регистър	registreer
лято	somer
спорове	geskille
спорове	dispute
спорове	controversy
спорове	argumente
крака	voete
мисли	dink
мисли	gedagtes
определяне	bepaling
определяне	vasberadenheid
определяне	aanwysing
миг	oomblik
саудитска	saudi
къп	koppie
къп	beker
библиотеката	biblioteek
изкуствата	kunste
балкански	balkan
електронни	elektronies
електронни	elektroniese
претор	praetor
звук	klank
звук	oudio
украински	oekraïens
съставен	saamgestelde
събота	saterdag
увеличаване	verhoog
увеличаване	vermeerder
увеличаване	zoem
троица	trinity
работници	werkers
работници	workers
дует	duet
дует	duet
дует	duo
колония	colony
колония	kolonie
симон	simone
симон	simon
огромен	huge
публично	openbare
публично	openbaar
публично	publieke
публично	publiek
публично	openlik
публично	openbaar
гана	ghana
административна	administratiewe
административна	verrig
бнт	fet
императрица	empress
редовно	gereelde
промените	verander
истински	regte
истински	egte
истински	genuine
резерват	bespreking
алберт	albert
статистическа	statistiese
времетраене	duur
времетраене	tydperk
времетраене	tydsduur
записи	rekords
записи	records
записи	inskrywings
чад	chad
резиденция	woonplek
густав	gustav
густав	gustave
разнообразни	uiteenlopende
разнообразни	diverse
разнообразни	allerlei
разнообразни	diverse
разнообразни	verskeie
водещи	flagship
водещи	voorste
водещи	leidende
водещи	aanbieders
водещи	gashere
възраждане	renaissance
възраждане	herlewing
възраждане	revival
завършен	voltooi
завършен	afgehandel
завършен	voltooi
завършен	afgehandel
завършен	klaar
завършен	afgehandel
замбия	zambië
замбия	zambia
разнообразие	verskeidenheid
разнообразие	verskeidenheid
мишел	michelle
мишел	michel
възможни	moontlik
шахмат	skaak
шахмат	skaakmat
колекция	versameling
планове	reëlings
планове	planne
болест	illness
болест	siekte
болест	siekte
запазена	gereserveer
сол	sout
сол	tafelsout
сол	sol
сол	saul
комедия	komedie
белгийски	belgiese
очевидно	apparently
очевидно	duidelik
очевидно	obviously
професия	beroep
професия	besetting
класическа	klassieke
класическа	klassiek
класическа	klassieke
птиците	voëls
медали	medals
вила	vila
вила	villa
чети	lees
чети	gelees
редки	skaars
параметри	parameter
параметри	parameters
маргарета	margareta
корона	kroon
корона	corona
критично	kritieke
критично	krities
критично	kritiese
критично	kritiek
бивша	former
бивша	voormalige
роби	robbie
роби	slawe
роби	robby
будапеща	budapest
дипломатически	diplomatieke
максимална	maksimum
колежа	kollege
огромна	huge
плочи	rekords
плочи	records
милиарда	biljoen
легион	legioen
крайно	uiters
крайно	extreme
близко	toemaak
близко	sluit
близко	naby
хижа	gastehuis
хижа	chalet
хижа	hut
хижа	kajuit
хижа	cabin
животът	lewe
арсенал	arsenal
ювентус	juventus
тейлър	taylor
реално	regte
реално	egte
варианти	variasies
варианти	variante
копие	kopieer
копие	bokant
копие	kopiereg
копие	spear
истината	waarheid
палестина	palestina
корпуса	hull
зограф	zograf
джорджия	georgië
джорджия	georgia
ситуация	situasie
сталин	stalin
ефекти	effekte
свободни	gratis
свободни	vry
свободни	free
валентин	valentin
валентин	valentyn
валентин	valentine
синовете	seuns
кон	horse
кон	perd
периоди	tydperke
периоди	periods
периоди	periodes
рей	bestraling
рей	ray
яйца	eiers
яйца	eier
компютри	rekenaars
пристанището	hawe
пристанището	port
пристанището	poort
вътре	binne
молба	aansoek
молба	toepassings
молба	toepassing
молба	versoek
боя	verf
боя	dye
максимилиан	maksimiliaan
постоянен	permanente
постоянен	permanent
постоянен	konstante
щаба	hoofkwartier
спор	controversy
спор	betoog
спор	argument
спор	dispuut
спор	geskil
форд	ford
юрий	joeri
сиера	sierra
земеделие	boerdery
земеделие	landbou
бен	ben
жертва	sacrifice
жертва	opoffering
жертва	slagoffer
жертва	victim
изисквания	vereistes
ирина	irina
тиберий	tiberius
дъното	bodem
дъното	onder
дъното	onderkant
дъното	bottom
цифри	syfers
цифри	figure
цифри	getalle
цифри	nommers
спортове	sportsoorte
спортове	sport
кралски	koninklike
кралски	royal
присъствие	bywoning
присъствие	teenwoordigheid
музикално	musical
изучаване	studying
изучаване	opstaan
изучаване	studeer
изучаване	bestudeer
изучаване	studie
писма	briewe
писма	letters
сестри	susters
сестри	verpleegsters
разликата	verskil
независими	independent
независими	onafhanklike
независими	onafhanklik
независими	selfstandige
личността	persoonlikheid
комнин	komnenos
образ	prent
образ	beelde
небето	hemel
небето	heaven
небето	lug
огромни	huge
ирландски	ierse
ирландски	irish
ирландски	iers
характеристика	characteristic
характеристика	eienskap
характеристика	kenmerk
звука	klank
емигрира	geëmigreer
магдалена	magdalene
магдалена	magdalena
магдалена	río
допълнителна	addisionele
допълнителна	bykomende
струма	struma
млада	jonk
млада	jong
някъде	iewers
някъде	heen
камера	camera
камера	kamera
токио	tokyo
токио	tokio
завършил	gegradueer
завършил	klaargemaak
рила	rila
нейни	hers
нидерландски	nederlande
нидерландски	netherlands
нидерландски	nederland
нидерландски	hollandse
нидерландски	nederlands
фактор	factor
фактор	faktor
бъдещето	toekomstige
бъдещето	toekoms
стената	muur
домакин	gasheer
домакин	bediener
масата	veranderlike
масата	tafel
масата	tabel
лед	ys
стойности	waardes
основание	grondslag
основание	gronde
джърси	jersey
производители	producers
производители	vervaardigers
аудио	oudio
светилище	shrine
тясно	smal
четвърта	vierde
франческо	francesco
боб	bob
сатурн	saturnus
демокрация	demokrasie
моя	myne
моя	moya
артилерия	artillery
полето	terrein
полето	veld
масло	botter
масло	olie
сложни	komplekse
сложни	kompleks
сложни	complicated
сложни	ingewikkeld
познати	kennisse
познати	kennis
съвременна	kontemporêre
умения	vaardighede
умения	vaardigheid
реформи	hervorm
феновете	fans
феновете	bewonderaars
феновете	aanhangers
компютър	rekenaar
ливърпул	liverpool
лева	leva
сърце	hart
сърце	hartjie
чуждестранни	buitelandse
чуждестранни	foreign
частен	privaat
таблица	veranderlike
таблица	tafel
таблица	tabel
опасност	hazard
опасност	gevaar
купи	koop
назад	rug
назад	agterkant
назад	terug
роберт	robert
фройд	freud
тирол	tyrol
завърши	einde
завърши	voltooi
завърши	gegradueer
завърши	klaargemaak
реклама	kommersiële
реклама	kommersieel
реклама	reklame
реклама	advertering
реклама	advertensies
реклама	advertensie
намибия	namibia
намибия	namibië
мехмед	mehmet
кули	torings
фирми	maatskappye
фирми	companies
търговци	traders
търговци	verskaffer
търговци	handelaars
подразделения	subdivisions
синове	seuns
дрехи	klerasie
дрехи	klere
дрехи	kleredrag
дрехи	klere
сайтове	webwerwe
сайтове	tuistes
сайтове	werwe
сайтове	sites
сайтове	terreine
сайтове	webwerwe
събрани	versamelde
рид	riet
рид	reed
кулата	tower
кулата	toring
исляма	islam
дълбока	diep
кралят	heer
кралят	king
кралят	koning
върхове	pieke
заплаха	menace
заплаха	bedreiging
етаж	vloer
етаж	floor
рак	kreef
рак	kanker
рак	rak
прости	eenvoudige
прости	eenvoudig
прости	vergewe
интересни	interessant
лична	persoonlik
лична	persoonlike
джонсън	johnson
велес	weles
механизъм	waartoe
израз	uitdrukking
тела	bodies
йемен	jemen
владение	besit
владение	domain
владение	domein
ливан	libanon
плен	gevangenskap
териториите	gebiede
подобряване	verbetering
строеж	oprigting
строеж	konstruksie
диего	diego
медичи	medici
снимката	foto
политическо	politieke
войниците	soldiers
общности	gemeenskappe
същество	wesen
същество	diertjie
задачата	taak
хълм	mount
хълм	monteer
хълм	heuwel
хълм	hill
естествен	natuurlike
виден	prominent
европейско	europees
европейско	europese
катастрофа	omval
катастрофа	insident
катастрофа	crash
катастрофа	ramp
катастрофа	disaster
гражданите	landsburgers
гражданите	burgers
гражданите	citizens
регистрирани	geregistreer
континента	mainland
континента	kontinent
врати	deure
врати	doors
философията	filosofie
натиск	druk
натиск	swig
двойка	paartjie
хит	getref
хит	tref
техники	techniques
мохамед	mohammad
мохамед	mohammed
мохамед	muhammed
мохамед	mohamed
действителност	realiteit
действителност	werklikheid
файлове	lêers
пещерата	cave
пещерата	grot
самоа	samoa
убийство	sluipmoord
убийство	moord
губернатор	goewerneur
мед	copper
мед	koper
буквално	literally
буквално	literal
карло	carlo
фернандо	fernando
бази	basisse
харесва	likes
джими	jimmy
джей	jay
знамето	vlaggie
знамето	vlag
знамето	rapporteer
квартали	distrikte
квартали	woonbuurte
народите	peoples
еврейски	joodse
еврейски	joods
еврейски	hebreeus
средни	medium
младежи	jeug
младежи	verseker
младежи	juniors
знаци	karakters
знаци	tekens
нации	nasies
стилове	styles
стилове	uitsonderings
стилове	style
въглища	kole
въглища	steenkool
германците	duitsers
непал	nepal
индийски	indiër
индийски	indiese
сидни	sydney
допринася	contributes
лекари	dokters
сладководни	freshwater
мина	mina
форт	fort
коса	hare
стая	kamer
изпратени	gestuur
страх	vrees
дървени	wooden
дървени	hout
исландия	ysland
корени	stam
корени	root
корени	wortels
предложения	voorstelle
предложения	aanbiedinge
предложения	offers
предложения	aanbiedings
растенията	plants
растенията	plante
създател	skepper
създател	stigter
жив	regstreekse
жив	lewendige
жив	gepubliseer
жив	regstreeks
жив	lewendig
епир	epirus
измерване	meting
измерване	mate
измерване	mates
измерване	maatreëls
венера	venus
тайно	geheim
тайно	geheime
тайно	sekuriteit
сто	wto
стандарти	standaarde
престъпления	oortredings
престъпления	misdrywe
престъпления	misdade
престъпления	misdrywe
престъпления	misdaad
жаба	padda
дроб	long
дроб	lewer
провеждане	optrede
класификация	klassifikasie
сметки	rekeninge
кристина	christina
кристина	cristina
кристина	kristina
черти	kenmerke
черти	eienskappe
челси	chelsea
присъствието	bywoning
последва	gevolg
младеж	jeug
кутия	boks
джоузеф	joseph
блус	blues
хамбург	hamburg
живял	geleef
живял	gebly
ферари	ferrari
следващ	volgende
позната	kennis
леон	léon
леон	león
леон	leon
совалката	shuttle
потоци	strome
торино	torino
торино	turyn
крепости	forts
волейбол	volleyball
фолклор	folklore
атаки	aanvalle
честота	frekwensies
честота	frekwensie
навсякъде	oral
навсякъде	orals
педро	pedro
тайна	geheim
тайна	geheime
тайна	sekuriteit
ломбардия	lombardy
стъпка	step
стъпка	stap
запази	manlik
запази	aanhou
запази	hou
запази	behou
лов	hunt
лов	jag
списъци	lyste
кампанията	veldtog
добавен	bygevoeg
икономическо	ekonomiese
астронавт	astronaut
церемония	ceremony
церемония	seremonie
електронна	elektronies
електронна	elektroniese
взето	geneem
наследници	afstammelinge
леки	mild
леки	leckie
леки	liggewig
синьо	blou
затворен	geslote
затворен	gesluit
затворен	toegemaak
растителност	plantegroei
ивоар	ivoire
принудени	geforseer
принудени	gedwing
стив	steve
ким	kim
компоненти	komponente
графството	shire
продуценти	producers
продуценти	vervaardigers
орегон	oregon
вход	ingang
вход	aanteken
университети	universiteite
зип	poskode
зип	zip
опазване	bewaring
опазване	bewaring
почетни	honorary
отношението	attitudes
майк	mike
общините	commons
съюзниците	allies
възрастни	volwassenes
възрастни	bejaardes
възрастни	volwassene
мали	malley
мали	mali
героите	heroes
героите	helde
равни	gelyk
равни	gelyke
африкански	afrikaanse
африкански	afrikaan
африкански	afrika
африкански	african
осигуряване	verskaffing
осигуряване	voorsiening
расте	vergroting
расте	groeiende
расте	blou
цивилизация	beskawing
публика	gehoor
удари	getref
удари	tref
новини	nuus
патрик	patrick
охрана	guards
охрана	wagte
охрана	sekuriteit
тест	toets
островът	island
островът	eiland
охайо	ohio
джаксън	jackson
посланици	ambassadeurs
актьорите	akteurs
фредерик	frederik
фредерик	frederick
фредерик	frederik
фредерик	frédéric
бвп	bbp
знания	kennis
съобщение	aankondiging
съобщение	boodskap
дисертация	dissertation
дисертация	thesis
тоскана	tuscany
тоскана	toskaanse
богати	ryk
бунт	mutiny
бунт	oproer
бунт	opstand
учените	scientists
кога	wanneer
око	oog
уотсън	watson
леоне	leone
получаване	ontvang
получаване	kwitansie
получаване	ontvang
основи	fondament
основи	basiese
основи	fundamentals
основи	basisse
основи	foundations
събиране	versamel
събиране	byeenkoms
събиране	versameling
събиране	reunion
икона	yster
икона	ikoon
ман	mann
слънце	son
слънце	sonskyn
нашата	ons
нашата	ours
вълни	golwe
базирана	gebaseer
базирана	gebasseer
покрити	gedek
покрити	bedek
дмитрий	dmitri
дмитрий	dmitri
дмитрий	dimitri
норвежки	no
библията	bybel
опашката	queue
опашката	tou
опашката	stert
икономист	ekonoom
лекции	lectures
лекции	lesings
лекции	lesing
способност	lancelot
способност	kapasiteit
способност	vermoë
способност	vermoeë
копа	copa
колорадо	colorado
разкопки	grou
постоянна	permanente
постоянна	permanent
постоянна	konstante
топка	bal
порта	hek
порта	porta
петер	petrus
петер	peter
кенеди	kennedy
разработка	ontwikkeling
разработка	ontwikkelaar
уест	wes
катрин	katherine
катрин	katharina
катрин	catharina
катрин	catherine
картинки	prente
картинки	prentjies
херцогиня	hertogin
нашите	ons
нашите	ours
италианска	italiaanse
италианска	italiaans
престол	throne
разпространението	sprei
авторски	copyrighted
момче	seun
момче	seuntjie
западни	westerse
западни	western
западни	westelike
императори	keisers
царица	queen
царица	dame
градини	tuine
есте	este
александрия	alexandrië
александрия	alexandria
отговорност	aanspreeklikheid
отговорност	verantwoordelikheid
ракетата	vuurpyl
ракетата	rocket
барбара	barbara
бангладеш	bangladesj
съдии	regters
сената	senate
обикновен	gewoon
краката	voete
байерн	bayern
обединена	vereenselwig
обединена	vereenigde
обединена	united
обединена	verenigde
марина	marina
последствие	consequence
андреа	andrea
майстори	masters
коне	perde
споменат	genoem
говор	dialek
говор	spraak
говор	toespraak
говор	speech
вътрешен	interior
вътрешен	binneste
вътрешен	intern
вътрешен	interne
вътрешен	innerlike
бракът	huwelik
медиите	media
бела	bela
бела	bella
малави	malawi
съвременно	modern
съвременно	moderne
съвременно	kontemporêre
латинска	latyns
александра	alexandra
доказателство	bewyse
доказателство	getuienis
доказателство	proeflees
доказателство	bewys
критик	kritici
домашни	domestic
домашни	huishoudelike
домашни	huiswerk
изделия	artikels
медицинска	mediese
медицинска	medies
набор	gestel
набор	instel
набор	stel
вярва	trusts
порт	hawe
порт	port
порт	poort
наказание	penalty
наказание	strafskop
наказание	punishment
момичета	meisies
момичета	mishandel
дивисион	división
френско	frans
френско	franse
автономна	outonome
започна	aanvang
гонзага	gonzaga
военноморски	naval
парите	geld
танци	dance
танци	dans
танци	dans
бюро	bureau
бюро	lessenaar
легенди	legends
контакти	kontak
малта	malta
дирекция	direktoraat
смяна	verskuiwende
смяна	veranderings
смяна	verander
смяна	wysig
ландграф	landgraaf
ривър	rivier
студент	student
моли	molly
комунистически	kommunistiese
подходящи	geskikte
подходящи	gepas
подходящи	toepaslike
кметове	burgemeesters
електронно	elektronies
електронно	elektroniese
монах	monk
критерии	kriteria
спаси	manlik
монголия	angola
монголия	mongolia
задължения	laste
задължения	verpligtinge
задължения	verbintenisse
задължения	swyg
задължения	verpligting
задължения	pligte
чувство	voel
преводи	vertalings
начини	wyses
начини	maniere
комуникация	kommunikasie
авиация	lugvaart
пенсилвания	pennsilvanië
твърдо	soliede
твърдо	solied
твърдо	vas
твърдо	hard
твърдо	harde
твърдо	moeilik
собствено	eie
статуя	standbeeld
успешен	suksesvol
успешен	suksesvolle
специфични	spesifiek
специфични	spesifieke
стадиона	stadion
кук	cook
животински	dier
паркове	parke
лист	blaar
лист	staat
широки	wyd
широки	breed
широки	broad
гости	gaste
среди	omgewings
управители	bestuurders
полезни	bruikbare
полезни	nuttig
полезни	nuttige
полезни	gehelp
полезни	hulpvaardig
полезни	behulpsaam
полезни	nuttig
насилие	geweld
скулптор	beeldhouer
сенегал	senegal
замъкът	kasteel
връщане	omkeer
връщане	terugkeer
връщане	opgelewer
катедрала	katedraal
аполо	apollo
роза	roos
роза	rosa
духовна	geestelik
тропически	tropiese
стрелба	skiet
стрелба	verskietende
замяна	ruil
замяна	oordra
замяна	spasie
замяна	ruil
замяна	uitruil
замяна	swap
замяна	vervanging
замяна	plaasvervanging
замяна	plaasvervanger
защитена	beskerm
франкфурт	frankfurt
техният	hul
религията	religie
религията	godsdiens
термини	bepalings
термини	voorwaardes
годишнината	herdenking
кларк	clarke
кларк	clark
волфганг	wolfgang
депутати	wetgewers
базиликата	minor
съюзници	allies
отгоре	bo
валтер	walther
валтер	walter
женева	geneva
предназначени	bedoel
габон	gaboen
предавания	uitsendings
философски	philosophical
писателите	skrywers
сантяго	santiago
сражения	slag
сражения	battles
оригинал	oorspronklik
оригинал	oorspronklike
швейцарски	swiss
швейцарски	switserse
швейцарски	sweedse
съгласен	ooreengekom
квартала	woonbuurt
илинойс	illinois
женитба	huwelik
товар	laai
товар	las
сферата	sfeer
смесени	gemeng
смесени	gemengde
смесени	vermeng
аспекти	aspekte
немска	duits
дадени	gegee
бохемия	boheme
равенство	gelykop
равенство	das
равенство	gelykheid
артър	arthur
австралийски	australiese
племенник	neef
жертвите	slagoffers
магистър	magister
змия	snake
змия	slang
обявено	verklaar
обявено	aangekondig
обявено	aangekondig
заселници	settlers
уилсън	wilson
теодора	theodora
амстердам	amsterdam
наблюдения	observations
обикновена	gewoon
богдан	bogdan
морис	morris
морис	maurice
направено	gemaak
направено	voltooi
направено	gedoen
направено	klaar
явление	phenomenon
лацио	latium
вина	wyn
вина	skuldgevoelens
вина	skuld
алекс	alex
елеонора	eleonora
душата	siel
предназначение	aspris
президенти	presidente
атлас	atlas
каталог	katalogus
каталог	katalogus
историческо	historiese
историческо	geskiedkundige
историческо	historiese
специализирани	specialized
организирани	georganiseerde
организирани	georganiseerd
организирани	georganiseer
артисти	kunstenaars
котка	kat
фен	waaier
фен	aanhanger
фен	bewonderaar
джейн	jane
характерен	characteristic
сочи	sochi
разузнаване	intelligensie
библиотеки	biblioteke
масачузетс	massachusetts
клетка	sel
клетка	boks
клетка	hok
рене	rené
рене	rene
градско	urban
градско	stedelike
параклис	kapel
параклис	chapel
повишен	bevorder
повишен	toegeneem
повишен	verhoogde
повишен	verhoogde
организми	organismes
атакува	aanvalle
отвъд	verby
орел	eagle
орел	arend
същият	dieselfde
същият	selfde
породи	rasse
записани	opgeneem
лаос	laos
българин	bulgaars
риск	risk
риск	risiko
процедура	prosedure
кралицата	queen
кралицата	dame
същества	beings
същества	wesens
същества	skepsels
пънк	punk
испанска	spaanse
испанска	spaans
йордания	jordan
йордания	jordaan
архитектурата	argitektuur
съгласие	toestemming
съгласие	ooreenkoms
разбиране	verdraagsaamheid
разбиране	begrip
филмова	fliek
филмова	rolprent
намеса	steuring
намеса	inmenging
намеса	intervensie
намеса	broodnodige
арменски	armeense
мисъл	dog
мисъл	gedink
финансова	finansiële
финансова	finansieel
танкове	tenks
бари	bari
бари	barry
буш	bush
премиер	premier
известност	gewildheid
известност	publisiteit
купува	buys
апарати	toebehore
апарати	toestelle
апарати	apparaat
мениджър	bestuurder
механика	mechanics
овце	skaap
ръката	hand
коли	motors
коли	karre
коли	cars
стъпки	footsteps
стъпки	stappe
възел	node
възел	junction
възел	knoop
инж	eng
роджър	roger
улрих	ulrich
редовен	gereelde
заседание	sessie
заседание	ontmoeting
заседание	besigheid
заседание	vergadering
математически	wiskundige
математически	wiskundig
калабрия	calabria
критици	critics
електрическа	elektriese
електрическа	elektriese
записан	opgeneem
марио	mario
почви	grond
чарлс	karel
чарлс	charles
пожар	brand
пожар	vuur
войник	soldier
войник	soldate
преводачи	vertalers
командващ	commander
наличие	teenwoordigheid
разработен	ontwikkel
поддържаща	ondersteun
зимбабве	zimbabwe
гари	garry
гари	gary
гърците	grieke
дружества	maatskappye
дружества	companies
архангел	aartsengel
птолемей	ptolemeus
реформа	hervorm
нормално	gewoonlik
нормално	normaalweg
нормално	normale
нормално	normal
нормално	normaal
връзките	relationships
връзките	verhoudings
