άστρο	astro
δικαστές	hakim
ράλι	perhimpunan
ράλι	rally
συγγένεια	afiniti
συγγένεια	pertalian
τζουζέπε	giuseppe
μπρούνο	bruno
δημόσιος	awam
αυτόχθονες	peribumi
άλλως	sebaliknya
ποινικό	penjenayah
ποινικό	jenayah
όγδοη	kelapan
δημιουργίες	ciptaan
υποδιαίρεση	subbahagian
υποδιαίρεση	subbahagian
υποδιαίρεση	subseksyen
αντιπροσωπεία	delegasi
πιανίστας	pianist
λεφτά	wang
λεφτά	duit
υπολογισμός	pengiraan
υπολογισμός	kira
κουρτ	kurt
πελάτη	pelanggan
πελάτη	client
πελάτη	klien
δείχνοντας	showing
δείχνοντας	menunjukkan
δείχνοντας	menunjuk
έκκληση	banding
έκκληση	rayuan
διαχωρισμού	pemisahan
διαχωρισμού	perpisahan
υγρή	moist
υγρή	lembab
υγρή	cecair
υγρή	basah
διαγράμματα	carta
διαγράμματα	rajah
κλωντ	claude
απαγωγή	penculikan
απαγωγή	menculik
απαγωγή	penculikan
απαγωγή	menculik
απαγωγή	kidnap
απαγωγή	culik
απαγωγή	diculik
απαγωγή	menculik
απαγωγή	culik
ζάμπια	zambia
ενεργοποίηση	pengaktifan
ενεργοποίηση	benarkan
ενεργοποίηση	membolehkan
ενεργοποίηση	aktifkan
μηχανικά	mekanikal
μηχανικά	mekanik
μηχανικά	mechanical
σεπτέμβρη	september
διακριτικά	insignia
καμπύλες	lengkung
καμπύλες	lenggok
διαβάστε	baca
καλλιεργούνται	dewasa
ξίφος	pedang
αισθήσεις	deria
αισθήσεις	indera
αισθήσεις	pancaindera
έσωσε	disimpan
καινοτομία	inovasi
παράδεισο	heaven
παράδεισο	syurga
παράδεισο	firdaus
παράδεισο	syurga
βαρσοβία	warsaw
εκδηλώνεται	diwujudkan
χωράφια	bidang
χωράφια	medan
ντίζελ	diesel
υπουργούς	menteri
ευγενία	eugenia
διάσημοι	famous
διάσημοι	selebriti
διάσημοι	celebrity
διάσημοι	selebriti
δαπάνη	pengeluaran
αρκαδία	arcadia
στοιχειώδη	sd
παρουσιαστής	penyampai
παρουσιαστής	penganjur
παρουσιαστής	host
παρουσιαστής	hos
ψηλότερη	tertinggi
αϊτή	haiti
εξάρτηση	kebergantungan
εξάρτηση	dependence
κώδικες	kod
γκάνα	ghana
κρατήρες	kawah
διακριτικό	token
λιμνών	tasik
λιμνών	danau
ύφεση	kemerosotan
εξαφανιστεί	menghilang
εύνοια	amacam
ανησυχίες	kebimbangan
ανησυχίες	kebimbangan
εστιατόριο	restoran
εστιατόριο	restaurant
ιππότη	knight
ιππότη	satria
ιππότη	wira
χαρακτηρίζουν	characterize
αλβανοί	albania
αλβανοί	albanians
χειρότερο	teruk
βάθη	kedalaman
ύλες	bahan
οπίσθια	posterior
οπίσθια	punggung
οπίσθια	rear
οπίσθια	belakang
κλοντ	claude
γένοβα	genoa
ράιαν	ryan
νουβέλα	novel
επιβεβαιώνει	menegaskan
επιβεβαιώνει	mengesahkan
ψηφία	digit
πρίνσιπε	príncipe
ράπερ	rapper
κάθειρξη	penahanan
κάθειρξη	pengurungan
κάθειρξη	pemenjaraan
δημογραφικά	demografi
δημογραφικά	demografi
γουέλς	wells
γουέλς	telaga
ενδιάμεση	pertengahan
κόσοβο	kosovo
φθόριο	fluorin
χείλος	bibir
χείλος	lip
χέρσελ	hershel
χέρσελ	herschel
μίμης	mimis
μελίνα	melina
σκαρφάλωσε	panjat
σκαρφάλωσε	daki
παραδοθεί	delivered
παραδοθεί	dihantar
μασαχουσέτης	massachusetts
περιγράφηκε	dihuraikan
περιγράφηκε	digambarkan
περιγράφηκε	diterangkan
ποιητικό	poetic
μαχαίρι	pisau
επενδύσεων	pelaburan
μόντε	monte
τραγουδά	bernyanyi
παράκτια	pesisir
προσδιορίζει	kenalpasti
προσδιορίζει	mengenalpasti
προσδιορίζει	nyatakan
φωτισμού	pencerahan
φωτισμού	pencahayaan
φωτισμού	lighting
σκυλιά	anjing
κακός	buruk
κακός	teruk
εικασία	dugaan
εικασία	anggapan
εικασία	andaian
εικασία	spekulasi
ξένος	foreigner
ξένος	asing
ξένος	asing
ξένος	foreign
ρόουζ	rose
προστατεύεται	terlindung
προστατεύεται	dilindungi
μίσιγκαν	michigan
ψηλό	tall
υποχρεωτικά	wajib
υποχρεωτικά	wajib
λιντς	leeds
λιντς	lynch
λιντς	linz
καταλαβαίνει	memahami
σύνθετη	gubahan
σύνθετη	komposit
σύνθετη	complex
σύνθετη	kompleks
δίδυμα	kembar
προορισμός	destinasi
επαναλαμβάνεται	diulang
κηλίδες	bintik
φοίνικας	phoenix
σάμιουελ	samuel
προσφέρθηκε	ditawarkan
ισλαμική	islam
εχθροί	musuh
γυρισμάτων	merakam
κλάσμα	pecahan
αναψυχής	rekreasi
αναψυχής	riadah
νεα	new
νεα	baharu
νεα	baru
νεα	news
βιθυνίας	bithynia
καινοτομίες	inovasi
καινοτομίες	inovasi
απαγορεύτηκε	diharamkan
απαγορεύτηκε	banned
απαγορεύτηκε	dilarang
σταματά	perhentian
νόρμαν	norman
βαλουά	valois
μετοχές	stocks
μετοχές	saham
μετοχές	kongsian
μετοχές	perkongsian
δσε	cef
επαναστάσεις	revolutions
κάλπες	pungutan
κάλπες	undian
περιμένω	menunggu
στέκεται	berdiri
στέκεται	kepanjangan
στέκεται	stand
κλάους	klaus
αριστοκρατία	bangsawan
υπηρετεί	hidang
περίληψη	rumusan
περίληψη	ringkasan
αμφιβολίες	keraguan
αμφιβολίες	musykil
ευριπίδης	euripides
πυκνή	padat
μάγια	maia
μάγια	maya
μάγια	maja
θανάτους	kematian
εργαζόμενοι	pekerja
εργαζόμενοι	pekerja
επανέλαβε	repeat
επιμονή	ketekunan
επιμονή	desakan
λούκα	luca
λούκα	lucca
λούκα	luka
καμβά	kanvas
καμβά	canvas
φρέντερικ	frederic
φρέντερικ	frederick
μανία	fury
μανία	mania
λιμνοθάλασσα	laguna
λιμνοθάλασσα	lagoon
ακολουθίες	jujukan
ψυχολογική	psikologi
ρόζα	rosa
οσμάν	uthman
οσμάν	osman
λεπτομερή	terperinci
τυρί	cheese
τυρί	keju
κίτρινη	kuning
γρήγορο	laju
συντομογραφίες	singkatan
ανοχή	toleransi
αποδέχεται	menerima
μπατίστα	batista
ισχυρότερο	terkuat
ερωτικό	erotic
καταχώρηση	kemasukan
καταχώρηση	pendaftaran
μέλι	honey
μέλι	madu
τόλκιν	tolkien
βίνσεντ	vincent
ναρκωτικά	dadah
διάβρωση	corrosion
διάβρωση	kakisan
διάβρωση	penghakisan
αρμένιοι	armenia
τζόρτζια	georgia
αυξάνονται	meningkat
άλας	garam
κατάρα	sumpahan
κατάρα	kutukan
κατάρα	mencarut
καταδρομικό	cruiser
ενέδρα	hendap
μετανάστευσαν	immigrated
σπόροι	biji
σπόροι	benih
σπόροι	biji
σπόροι	benih
σπόροι	semai
σπόροι	seed
ονομαστική	penarafan
ονομαστική	nominal
υποδοχής	penganjur
υποδοχής	host
υποδοχής	hos
βαθμιαία	bertahap
σκύλος	anjing
σκύλος	dog
θεραπείες	remedies
θεραπείες	rawatan
ομολογία	pengakuan
καθολικοί	katolik
καθολικοί	katolik
ισοδύναμο	menyamai
ισοδύναμο	setara
χόρχε	jorge
σώθηκε	disimpan
ειδικότητα	kepakaran
κοσμική	sekular
κοσμική	kosmos
κοσμική	kosmik
κοσμική	duniawi
σο	shaw
τύραννος	bermaharajalela
μάργκαρετ	margaret
δοχείο	kapal
δοχείο	wadah
δοχείο	kontena
νίγηρα	niger
θωρηκτό	battleship
σηματοδότησε	ditandakan
σηματοδότησε	ditanda
συμπλήρωμα	supplement
καθοριστική	tegas
αγιος	saint
χρήμα	wang
χρήμα	duit
διηπειρωτικό	transcontinental
φέγενορντ	feyenoord
μόδα	fesyen
τουρκμενιστάν	turkmenistan
γράψω	tulis
μετς	metz
μετς	mets
δολοφόνος	killer
δολοφόνος	pembunuh
δολοφόνος	pembunuh
δολοφόνος	pembunuh
ωραίο	nice
συμβολίζουν	melambangkan
μπάρμπαρα	barbara
λίτρα	liter
λίτρα	liter
φωτισμό	pencahayaan
φωτισμό	lighting
αργό	argon
αργό	slow
εκπαιδευτικός	pendidik
παραμύθι	taie
παραμύθι	kisah
παραμύθι	dongeng
παραμύθι	dongeng
παππά	pappa
λιμένας	pelabuhan
λιμένας	port
διαθεσιμότητα	ketersediaan
αποτίμηση	valuation
τροπικό	tropika
εκλειπτική	ekliptik
φθορά	atrisi
φθορά	pakai
χατζή	hajji
καταλύτη	pemangkin
βόλφγκανγκ	wolfgang
ηλικίες	umur
συναίσθημα	emosi
συναίσθημα	feeling
συναίσθημα	perasaan
συναίσθημα	sentimen
γουιάνα	guyana
φυσιολογία	fisiologi
αλβανικά	albania
αποκλεισμού	pengecualian
συγκομιδή	harvest
συγκομιδή	tuaian
συγκομιδή	penuaian
συγκομιδή	menuai
βελτιωθεί	dipertingkatkan
μπέλα	bella
ανατράπηκε	capsized
προοδευτικό	progresif
ύπνο	tidur
συντηρητική	konservatif
κόρδοβα	córdoba
κόρδοβα	cordoba
προβλέψεις	unjuran
διαλέκτους	dialek
βούλγαρος	bulgaria
αναπνοή	nafas
αναπνοή	pernafasan
θρίαμβος	kemenangan
θρίαμβος	triumph
πειραματική	percubaan
πειραματική	eksperimen
κοιλότητα	rongga
ανασκαφή	penggalian
ανασκαφή	dig
γεια	hello
καρποί	berbuah
καρποί	buah
καρποί	kacang
καρποί	rimas
καρποί	buah
καρποί	fruits
ρωμαίο	romeo
στοκ	stok
στοκ	stock
διαμονή	penginapan
θανάσιμα	mematikan
ανταποκρίνεται	responsif
πάθη	nafsu
πάθη	keghairahan
τερματοφύλακες	goalkeepers
κεραίες	antenna
κεραίες	aerials
παρτίδα	batch
παρτίδα	lot
ανταγωνισμός	saingan
ανταγωνισμός	persaingan
ανταγωνισμός	pertandingan
συμφέρον	minat
συμφέρον	interest
συμφέρον	faedah
οδήγηση	pemacu
οδήγηση	memandu
οδήγηση	pemanduan
οδήγηση	driving
διαγωνισμούς	kejohanan
ορμή	momentum
γουάιτ	wyatt
δημοκρατίες	democracies
δημοκρατίες	republics
ενδυμασία	attire
αναβίωση	kebangkitan
περιορισμοί	pengehadan
περιορισμοί	sekatan
περιορισμοί	kekangan
δυσαρέσκεια	akuan
δυσαρέσκεια	ketidakpuasan
λουτρό	mandian
λουτρό	mandi
λουτρό	bath
εφικτό	kelayakan
ουγγρική	hungary
εξάμηνο	semester
διόδωρος	diodorus
καστ	cast
σενεγάλη	senegal
οργανωμένο	terurus
οργανωμένο	disusun
οργανωμένο	tersusun
οργανωμένο	terurus
οργανωμένο	terancang
νίκολας	nicholas
κυκλώματα	litar
αποκλεισμός	pengecualian
αποκλεισμός	ban
αποκλεισμός	larangan
φάντασμα	ghost
φάντασμα	hantu
φάντασμα	phantom
κυριάρχησε	didominasi
μιλώντας	bercakap
μιλώντας	pertuturan
μπέρναρντ	bernard
παρομοίως	samalah
εγκυκλοπαιδική	encyclopedic
νάνοι	dwarfs
αιτήματα	permintaan
αιτήματα	pemintaan
αιτήματα	tuntutan
φανταστική	fantastic
ορκίζεται	bersumpah
απόσυρση	penarikan
απόσυρση	withdrawal
σιδηρόδρομος	railways
σιδηρόδρομος	rail
σιδηρόδρομος	rel
χλώριο	klorin
ασβέστιο	kalsium
κοσμά	cosmas
προγραμματιστεί	diprogramkan
μαυσωλείο	makam
χθες	kelmarin
χθες	kemarin
ποικίλει	berbeza
κροατών	croats
ελευσίνα	eleusis
εγκυκλοπαίδειες	encyclopedias
διπλός	double
διπλός	ganda
ύπατος	konsul
ραντ	rawak
ραντ	rudd
δέκατη	kesepuluh
σίδηρο	besi
σίδηρο	iron
βιολογική	biologi
ιδανική	ideal
τσάι	teh
περιφερειών	kawasan
φλάνδρα	flanders
πειραματικά	percubaan
πειραματικά	eksperimen
όγδοο	kelapan
πρωτοβουλίες	inisiatif
αφίσες	poster
πρέσβη	duta
νάπολι	napoli
σοπράνο	soprano
σοπράνο	sopranos
δάνεια	pinjaman
νετρονίων	neutron
πρωτεΐνη	protein
ερμιόνη	hermione
συλλογικά	kolektif
συλλογικά	kolektif
εκτεταμένο	dilanjutkan
εκτεταμένο	extended
εκτεταμένο	dipanjangkan
γενοκτονία	pemusnahan
γραφές	kitab
πρωτεύοντα	primates
πόροι	resources
πόροι	sumber
χουσεΐν	hussein
σλαβική	slavia
σίλβα	silva
στιλ	style
στιλ	gaya
στιλ	subjenis
στιλ	bergaya
στιλ	stail
στιλ	steele
συνθετικό	synthetic
συνθετικό	sintetik
εισαγγελέα	pendakwa
παράμετροι	parameter
εναλλακτικό	alternatif
εναλλακτικό	alternatif
αλάσκα	alaska
τεχνίτες	builders
τεχνίτες	pembangun
τεχνίτες	artisans
έτοιμη	ready
έτοιμη	siap
καταγράφηκε	dirakam
καταγράφηκε	direkod
καταλονία	catalonia
απότομη	curam
απότομη	abrupt
επισήμανση	melabel
δόκτωρ	doctor
δόκτωρ	doktor
μελάς	melas
σάλας	salas
πολλαπλά	berbilang
πολλαπλά	pelbagai
πάρου	paros
ντένις	dennis
ντένις	denis
μποντ	ikatan
μποντ	bond
όουεν	owen
συναγερμό	alarm
ότο	otto
καραϊσκάκης	karaiskakis
βομβαρδιστικά	pengebom
γκυ	miang
γκυ	guy
βίντσι	winch
βίντσι	vinci
σάββα	sava
γκαρσία	garcia
ροές	feed
ροές	suapan
ροές	strim
ροές	aliran
ροές	mengalir
έρνεστ	ernest
μουσουλμανική	muslim
ακτιβιστές	aktivis
σύνηθες	biasa
συλληφθεί	ditawan
συλληφθεί	ditangkap
πολύτιμο	precious
πολύτιμο	mustika
πολύτιμο	berharga
πολύτιμο	bernilai
οργανικά	organik
λοιμώξεις	jangkitan
φανταστικό	fantastic
επιθεωρητής	inspektor
στρατηγικές	strategi
καθημερινές	harian
καθημερινές	daily
ραντεβού	pelantikan
ραντεβού	temujanji
ραντεβού	date
ραντεβού	tarikh
ελικόπτερο	helikopter
ελικόπτερο	helikopter
ελικόπτερο	chopper
πολυπλοκότητα	kerumitan
ακέραιο	integer
ιβ	hawa
ιβ	eve
απειλεί	mengancam
απειλεί	mengancam
κριθεί	dihakimi
όττο	otto
βράχος	batu
βράχος	rock
συνέχειες	sequels
φέρνοντας	membawa
στάσεις	sikap
στάσεις	perhentian
στάσεις	stances
προϋπολογισμού	bajet
προϋπολογισμού	belanjawan
προϋπολογισμού	anggaran
κατασκευαστής	builder
κατασκευαστής	pembina
κατασκευαστής	pengeluar
κατασκευαστής	pengilang
καντάφι	gaddafi
σουρινάμ	suriname
ρότερνταμ	rotterdam
ρέμα	strim
χορν	horne
χορν	horn
δάνειο	loan
βέλη	panah
βέλη	damak
βέλη	dart
γκράχαμ	graham
δοκιμασία	test
πρόστιμο	didenda
πρόστιμο	sihat
πρόστιμο	fine
νύχια	kuku
νύχια	paku
νύχια	kuku
νύχια	cakar
προτεστάντες	protestants
προτεστάντες	protestant
αναμενόμενο	dijangka
τζιοβάνι	giovanni
γιούτα	utah
κλίμακες	timbangan
κλίμακες	penimbang
κλίμακες	sisik
επανένωση	reunion
πυρίτιο	silikon
πυρίτιο	silicon
πυρίτιο	silica
λουίτζι	luigi
γκριν	greene
αλληλεπιδράσεις	interaksi
τροχούς	roda
αποκλειστική	ekslusif
αποκλειστική	exclusive
αποκλειστική	eksklusif
ερωτικά	erotic
τερματίστηκε	ditamatkan
διάδρομο	landasan
διάδρομο	koridor
χλωριούχο	klorida
αρμενίων	armenian
αρμενίων	armenia
σωτήρα	penyelamat
αρχοντικό	mansion
φοίνιξ	phoenix
βρω	find
άποικοι	colonists
άποικοι	peneroka
θυσίες	pengorbanan
θυσίες	pengorbanan
πιστή	setia
παραγγελίες	pesanan
τραγουδάει	bernyanyi
τραγουδάει	menyanyi
τραγουδάει	bernyanyi
τραγουδάει	nyanyian
υπερασπιστεί	defend
στατιστικές	statistik
ασφαλές	aman
ασφαλές	amani
ασφαλές	secure
σέφιλντ	sheffield
φριτς	fritz
δάπεδο	lantai
δάπεδο	lantai
δάπεδο	floor
πετάει	lalat
πκε	eup
ανακτήσει	diperoleh
ανακτήσει	recover
ανακτήσει	pulih
αρπακτικά	raptor
αρπακτικά	pemangsa
αρπακτικά	predator
πενσυλβάνια	pennsylvania
έντγκαρ	edgar
φιλοξενία	hospitaliti
φιλοξενία	hospitality
φιλοξενία	hos
βαλκανική	balkan
θεοδόσιος	theodosius
προωθήθηκε	dipromosikan
προωθήθηκε	digalakkan
προωθήθηκε	menggalakan
προωθήθηκε	digalakkan
προωθήθηκε	galakkan
προωθήθηκε	menggalakkan
προβληματική	bermasalah
βαλτικής	baltik
ρομαντική	romantik
ρομαντική	romantic
κόμβοι	knots
κόμβοι	knot
κόμβοι	nod
ολλανδικό	belanda
ολλανδικό	dutch
ενεργητικό	aset
τυπικές	khas
χαρτ	hart
φορτηγό	lori
φορτηγό	trak
φορτηγό	lorry
λιν	lynn
λιν	lin
λιν	lyn
λιν	lynne
απομεινάρια	sisa
μαραθώνιο	marathon
όξινο	acidic
αποτελεσματικό	cekap
αποτελεσματικό	berkesan
αποτελεσματικό	efektif
αναφέροντας	citing
ποτό	minum
ποτό	minuman
ποτό	minum
πλούτος	kekayaan
ζωντανός	alive
δημοκρατικός	republikan
δημοκρατικός	republik
δημοκρατικός	demokrat
δημοκρατικός	demokrasi
δημοκρατικός	demokratik
κεντ	kent
ρίβερ	sungai
ρίβερ	river
επαναστάτης	derhaka
μπετόβεν	beethoven
κρόνος	saturn
κρόνος	zuhal
κρόνος	kronos
κρόνος	cronus
χαρτιά	kad
σκοτάδι	gelap
σκοτάδι	darkness
σκοτάδι	kegelapan
ετικέτα	tag
ετικέτα	label
ίχνος	surih
ίχνος	jejak
λυθεί	dipecahkan
συμμορία	geng
διαγράφηκε	dipadam
διαγράφηκε	terpadam
διαγράφηκε	terpadam
διαγράφηκε	terhapus
πλατιά	lebar
πλατιά	luas
μίσος	kebencian
μίσος	benci
μίσος	benci
ανακοίνωσαν	mengumumkan
ανακοίνωσαν	diumumkan
ανακοίνωσαν	umumkan
πείτε	ckp
πείτε	cakap
τρώει	makan
προφορική	oral
προφορική	lisan
προφορική	lisan
ιατρικά	medically
ιατρικά	medik
ιατρικά	perubatan
ομέρ	omer
επικίνδυνα	merbahaya
επικίνδυνα	berbahaya
προγραμματιστές	pengaturcara
προγραμματιστές	pembangun
προγραμματιστές	pemaju
ανέτρεψε	menggulingkan
άνεμο	angin
βαθμολόγησης	scoring
εμβόλιο	vaksin
βολή	balingan
βολή	shot
βολή	syot
βολή	ditembak
άνεση	keselesaan
ιούδα	judas
ιούδα	judah
κέλι	kelly
λεσότο	lesotho
αποφεύγεται	dielakkan
ειδοποίηση	notis
ειδοποίηση	perasan
ειδοποίηση	notification
ειδοποίηση	makluman
ειδοποίηση	pemberitahuan
ειδοποίηση	pemakluman
ειδοποίηση	amaran
προνόμιο	keistimewaan
προνόμιο	prerogative
όσλο	oslo
κόνραντ	conrad
βινυλίου	vinyl
επαγγέλματα	occupations
αντιπαλότητα	persaingan
ινών	fibre
ινών	gentian
τόμσον	thompson
τόμσον	thomson
μωρό	baby
μωρό	sayang
μωρό	babe
συμπόσιο	simposium
συμπόσιο	kenduri
οντότητες	entiti
εξάλειψη	penyingkiran
εξάλειψη	eradication
κινέζικα	china
κινέζικα	cina
αδριανού	hadrian
γουατεμάλα	guatemala
ορατά	kelihatan
ορατά	tampak
ορατά	kebolehlihatan
εκπροσώπηση	perwakilan
αφαιρέθηκαν	dibuang
αφαιρέθηκαν	dikeluarkan
αποχρώσεις	shades
χειρότερα	teruk
βελγική	belgium
θεολόγοι	theologians
αναγνωριστικό	pengecam
αναγνωριστικό	pengenalpasti
σαμαρά	samaras
κενή	kosong
κενή	kosong
ενισχύει	dipertingkat
προκατόχου	awalan
διαλυθεί	dibubarkan
απεικόνισης	pengimejan
βανκούβερ	vancouver
επιθετικό	agresif
μήλο	epal
μήλο	apple
πρεσβείας	kedutaan
λογαριασμούς	bil
λογαριασμούς	akaun
μαϊάμι	miami
έλξη	traction
έλξη	cengkaman
έλξη	tarikan
μπουλ	bull
ηράκλεια	heraclea
ευθύνες	tanggungjawab
φορολογία	taxation
ακέραιος	integer
κρανίο	tempurung
κρανίο	tengkorak
αφθονία	abundance
δεξιότητες	kemahiran
δεξιότητες	kemahiran
δεξιότητες	skill
πρωτόκολλα	protokol
νηλ	neale
νηλ	neal
νηλ	neil
συνοδεύει	menemani
υπάλληλοι	pekerja
υπάλληλοι	pejabat
ιορδανία	jordan
κεφάλια	heads
κάρι	kari
κάρι	cary
κάρι	carrie
δένδρο	pokok
ιρλανδική	irish
ιρλανδική	ireland
ναμίμπια	namibia
πλατύ	lebar
πλατύ	luas
ανεπιτυχώς	unsuccessfully
ξύλινη	wooden
τόξα	busur
τόξα	panah
ππ	fps
ραλφ	ralph
παρατηρητήριο	observatory
καύκασο	caucasus
εγγονή	cucu
κάηκε	terbakar
κάηκε	dibakar
ορθογραφία	ejaan
ορθογραφία	spelling
παρατηρήσει	perasan
διεκδίκηση	claim
διεκδίκηση	tuntutan
διεκδίκηση	mendakwa
διεκδίκηση	tuntutan
παραγωγική	produktif
ασφαλής	aman
ασφαλής	amani
ασφαλής	secure
αιθυλο	ethyl
κινέζοι	china
κινέζοι	cina
δράκος	dragon
δράκος	naga
βλέπεις	lihat
εμπόρους	peniaga
εμπόρους	peniaga
εμπόρους	pengedar
χαβάης	hawaii
συμπλοκή	melee
συμπλοκή	fray
μάρθα	martha
ρομά	romani
ρομά	roma
μπέτι	betty
ταξί	teksi
ταξί	cab
ταξί	teksi
ταξί	teksi
τονίζει	menekankan
τονίζει	emphasizes
επικοινωνίες	komunikasi
παρακολουθούσε	ditonton
παρακολουθούσε	diperhatikan
παρακολουθούσε	menonton
παρακολουθούσε	diawasi
φινλανδική	finland
ισμαήλ	ismail
ισμαήλ	ismail
πρόξενος	konsul
μπακ	buck
μπακ	bac
εμβαδόν	keluasan
εμβαδόν	kawasan
εμβαδόν	area
ημερήσια	harian
ημερήσια	daily
σουέζ	suez
μανδύα	jubah
μανδύα	mantel
ρώτησε	mintak
ρώτησε	minta
ρώτησε	tanyalah
ρώτησε	tanya
ρώτησε	bertanya
ρώτησε	ask
ρώτησε	ditanya
δηλητήριο	venom
δηλητήριο	racun
δηλητήριο	berbisa
δηλητήριο	racun
εξαρτήματα	aksesori
εξαρτήματα	komponen
ναύτες	pelaut
ναύτες	kelasi
ναύτες	pelaut
βασιλιάδες	kings
υπομονή	tawakal
υπομονή	bersabar
υπομονή	kesabaran
συμβολισμός	simbolisme
βασίλισσες	queens
βούλα	dot
άστον	ashton
πληροφόρηση	maklumat
πειραματικό	percubaan
πειραματικό	eksperimen
διάβαση	menyeberang
διάβαση	melintas
μνήμες	kenangan
μνήμες	ingatan
μνήμες	memory
αγροτικός	pedalaman
ανθρακικό	karbonat
τρομοκρατία	keganasan
χρόνοι	times
ικανοποίηση	kepuasan
σέλευκος	seleucus
μόργκαν	morgan
εκτύπωση	print
εκτύπωση	cetak
εκτύπωση	percetakan
εκτύπωση	pencetakan
αναφορών	petisyen
αντικαθίσταται	digantikan
αντικαθίσταται	diganti
σαρδηνίας	sardinia
σαρδηνίας	sc
διαδήλωση	bantahan
διαδήλωση	demonstrasi
κανονισμός	peraturan
παίχτης	player
παίχτης	pemain
περίεργο	pelik
περίεργο	pelik
μαλαισίας	malaysia
μαλαισίας	malaysian
αδριανούπολη	edirne
ανέκδοτα	jenaka
ανέκδοτα	lawak
ανέκδοτα	anecdotes
μπιτς	beech
χαμένη	lost
χαμένη	kehilangan
χαμένη	hilang
νικαράγουα	nicaragua
σχηματιστεί	dibentuk
χείλη	bibir
βίκυ	vicky
βίκυ	vicki
τιμόνι	roda
τιμόνι	wheel
ωκεανός	samudera
ωκεανός	lautan
ωκεανός	ocean
αναδιοργάνωση	reorganization
αναδιοργάνωση	reorganisation
αμπέλια	anggur
ραφαέλ	raphael
ραφαέλ	rafael
κρίκετ	kriket
κινητική	kinetik
κινητική	kinetik
μαρσέλ	marcel
κλήρου	ulama
κλήρου	pendita
σύσκεψη	persidangan
σύσκεψη	perjumpaan
σύσκεψη	rapat
σύσκεψη	mesyuarat
σύσκεψη	meeting
εγκατάλειψη	peninggalan
εγκατάλειψη	tamatkan
ταγματάρχη	pengkhususan
ταγματάρχη	mejar
ταγματάρχη	major
νορμανδία	normandy
τόμι	tommy
σύναψη	concluding
σύναψη	kesimpulan
φρίντμαν	friedman
φρίντμαν	freedman
στολές	uniform
στολές	kostum
στολές	sut
στολές	jas
φίλτρα	ramuan
φίλτρα	penapis
φίλτρα	tapisan
θαυμαστές	peminat
γκλόβερ	glover
μονοξείδιο	monoksida
μπακού	baku
κελί	sel
συνιστάται	dicadangkan
συνιστάται	saranan
συνιστάται	disyorkan
λύκος	lupus
λύκος	wolf
λύκος	serigala
σήραγγα	terowong
δεκτό	diterima
δεκτό	accepted
ντάλας	dallas
σουβόροφ	suvorov
μεσάνυχτα	midnight
καταγγελίες	aduan
καταγγελίες	rungutan
καταγγελίες	keluhan
κιλικίας	cilicia
μπιλμπάο	bilbao
υφάσματα	fabrics
υφάσματα	textiles
θεμελιώδης	fundamental
τόνος	tuna
τόνος	nada
τόνος	tone
χαλκός	copper
χαλκός	tembaga
χαλκός	kuprum
γειτονιές	kejiranan
ιρλανδός	irish
ιρλανδός	ireland
ψηλότερα	tinggi
ψηλότερα	higher
σπήλαια	gua
σπήλαια	caves
μπελίζ	belize
νέφος	awan
νέφος	cloud
προοπτικές	prospek
προοπτικές	outlook
προοπτικές	perspektif
σπύρο	spiro
σκέλος	strand
παράβαση	pelanggaran
έξτρα	tambahan
έξτρα	extra
ταχυδρομείο	mail
τένις	tenis
τακτικής	tactical
τακτικής	taktikal
μάρκετινγκ	marketing
μάρκετινγκ	pemasaran
πιάτο	hidangan
πιάτο	dish
πιάτο	plate
πιάτο	lempeng
πιάτο	plat
πιάτο	piring
κρίστι	kristi
κρίστι	kristy
κρίστι	christie
κρίστι	christy
αποχή	pantang
αποχή	berpantang
αξιοθέατο	tarikan
διακύμανση	variasi
διακύμανση	selisih
επιβεβαίωση	confirmed
επιβεβαίωση	disahkan
επιβεβαίωση	kepastian
επιβεβαίωση	pengesahan
επιβεβαίωση	sahkan
μονομαχία	berlawan
πρόσθετο	plugin
πνευμονία	pneumonia
τσουνάμι	tsunami
τσουνάμι	tsunami
φλάουτο	seruling
συντεχνία	guild
αναίρεση	banding
αναίρεση	rayuan
αποστολική	apostolic
ξηρό	kering
εναλλαγή	suis
εναλλαγή	switch
εναλλαγή	swap
φιλμογραφία	filmography
εξήντα	sixty
επενδυτές	investor
επενδυτές	pelabur
συνήθεις	biasa
ανάθεση	assignment
ανάθεση	tugasan
ανάθεση	delegasi
κεραμικά	tembikar
κεραμικά	ceramic
κεραμικά	seramik
κεραμικά	seramik
λη	lee
οδηγούς	pemacu
οδηγούς	driver
οδηγούς	panduan
γέννα	lahir
γέννα	melahirkan
γέννα	birth
γέννα	kelahiran
γέννα	beranak
γέννα	bersalin
γέννα	persalinan
μπάτλερ	butler
φυσιολογικό	normal
χωρικών	spatial
σορτς	shorts
ακούει	didengari
πάρμα	parma
εμπλέκεται	implicated
λογικές	saguhati
λογικές	munasabah
λογικές	logikal
λογικές	logik
πωλήθηκε	jual
πωλήθηκε	sold
πωλήθηκε	terjual
τόνισε	ditonjolkan
τόνισε	stress
ρόναλντ	ronald
αρίθμηση	penomboran
σάλτσμπουργκ	salzburg
φιλελεύθερη	liberal
διαιτητές	referees
μίξη	mix
μίξη	campuran
μίξη	campur
μίξη	campurkan
αλγόριθμο	algoritma
