در	dveře
بستر	postele
بستر	postel
راگبی	ragby
راگبی	rugby
تلفات	oběti
تلفات	ztráty
مقیم	bydliště
مقیم	rezident
دن	danovi
دن	dan
دن	dane
بدل	replika
بدل	repliku
طراحان	plánovači
بیزانس	byzantský
پوند	libra
پوند	libru
نیمی	polovina
نیمی	půlka
نیمی	půl
نیمی	polovinu
نیمی	napůl
راجر	rozumím
راجر	roger
قومیت	etnika
مقررات	předpisy
مقررات	nařízení
پوستر	plakát
بلوز	blues
ذهنی	subjektivní
ذهنی	mentální
ذهنی	duševní
ژن	gene
ژن	gen
ژن	genů
ژن	geny
ذیل	následuje
ذیل	následující
ذیل	dodatek
ذیل	doplněk
کلیک	kliknutí
کلیک	klikněte
کلیک	kliknutí
باری	bari
باری	břemeno
باری	břímě
باری	zátěž
غذای	moučka
غذای	jídlo
عید	hostina
عید	hody
عید	hostinu
بهینه	optimální
بهینه	optimalizované
بهینه	optimální
سالی	sully
سالی	sally
بازتاب	reflex
بازتاب	odraz
بازتاب	zamyšlení
بازتاب	odrazy
بازتاب	úvahy
قاعده	pravidlo
پیراهن	triko
پیراهن	košili
پیراهن	tričko
پیراهن	košile
ژاک	jacques
دونفره	čtyřhra
فرق	rozdíl
ویران	trosky
ویران	troskách
ویران	ruiny
نوکیا	nokia
لوازم	doplňky
لوازم	příslušenství
کوک	cook
کوک	vařit
کوک	kuchař
کوک	kuchařka
کوک	kok
پایداری	stabilita
پایداری	stability
پایداری	stabilitu
پایداری	udržitelnosti
پایداری	udržitelnost
مناسبت	příležitost
مناسبت	příležitosti
وایت	wyatt
وایت	wyatta
وایت	bílá
وایت	white
وایت	bílé
وایت	bílý
نحوی	syntaxe
دوازدهم	xii
دوازدهم	dvanácté
رمضان	ramadán
کارلوس	carlose
کارلوس	carlos
حاکمیت	úsudek
حاکمیت	rozsudek
حاکمیت	suverenity
حاکمیت	svrchovanosti
حاکمیت	suverenitu
حاکمیت	svrchovanost
حاکمیت	vládnutí
حاکمیت	správa
معکوس	inverzní
معکوس	reverzní
معکوس	obrátit
معکوس	zvrátit
معکوس	zpětný
گفتار	proslov
گفتار	řeči
گفتار	projev
گفتار	řeč
چلسی	chelsea
زبانهای	jazyky
زبانهای	jazyků
جهاد	bojovala
جهاد	bojovali
جهاد	bojoval
جهاد	džihád
جهاد	boj
حساسیت	citlivosti
حساسیت	citlivost
حساسیت	alergii
حساسیت	alergie
حساسیت	alergie
حساسیت	alergický
حساسیت	alergická
حساسیت	alergické
مجاور	sousední
مجاور	přilehlé
مجاور	okolí
مجاور	nedaleko
مجاور	poblíž
نیازهای	požadavky
کوین	kevinovi
کوین	kevin
وبسایت	web
فرکانس	frekvence
فرکانس	četnost
فرکانس	frekvence
ویل	will
ویل	vůle
ویل	bude
ویل	wil
واپسین	poslední
واپسین	posledni
واپسین	naposledy
واپسین	naposled
پولی	money
پولی	peníze
پولی	měnová
پولی	měnové
پولی	měnový
پولی	peněžní
گرند	grand
دفع	odražení
ثروت	jmění
ثروت	štěstěna
ثروت	bohatství
بازارهای	trhy
اتم	atom
بانکداری	bankovnictví
بانکداری	bankovní
گور	gore
جم	džem
جم	jam
جم	drahokam
جم	klenot
لنز	čočky
لنز	lenz
بازرسی	kontrola
بازرسی	inspekce
بازرسی	prohlídka
واقعا	opravdu
واقعا	fakt
یازده	eleven
یازده	jedenáct
عمودی	vertikálně
عمودی	vertikální
عمودی	svislé
عمودی	vertikálně
خشم	hněv
خشم	zloba
خشم	vztek
خشم	zlost
خشم	zuřivost
خشم	hněv
خشم	vztek
خشم	zlost
فساد	korupce
فساد	korupci
بوستون	boston
بوستون	bostonu
مسافر	cestující
مسافر	pasažér
مسافر	cestovatel
مسافر	cestující
مسافر	pasažéři
مسافر	cestujících
مسافر	cestujícím
فرشته	anděli
فرشته	andílek
فرشته	angel
فرشته	anděl
فلز	kovy
فلز	metal
فلز	kov
فلز	zinku
فلز	kovové
فلز	kovový
متأسفانه	bohužel
متأسفانه	naneštěstí
متأسفانه	bohuzel
رویکرد	přiblížení
رویکرد	přistupovat
رویکرد	přístup
مخزن	tanku
مخزن	tank
مخزن	nádrž
مخزن	úložiště
شایسته	spravedlivý
شایسته	hoden
شایسته	hodna
بدنی	tělo
بدنی	fyzické
بدنی	fyzická
بدنی	fyzikální
بدنی	fyzický
مدینه	medina
آشور	asýrie
درسی	lekce
درسی	poučení
درسی	lekci
کارشناسان	odborníci
کارشناسان	odborníky
کارشناسان	znalci
کارشناسان	experti
کارشناسان	inženýrů
کارشناسان	inženýři
عشایر	nomád
طلاق	rozvod
طلاق	rozvody
طلاق	rozvedený
طلاق	rozvedená
خودروسازی	automobilové
خودروسازی	automobilový
تاریکی	temnota
تاریکی	tma
تاریکی	temnoty
تاریکی	temnotu
تاریکی	tmy
لهجه	přízvuk
لهجه	přízvuk
لهجه	akcent
دشوار	tvrdá
دشوار	těžce
دشوار	tvrdé
دشوار	těžké
دشوار	tvrdý
دشوار	tvrdě
دشوار	obtížné
دشوار	obtížná
دشوار	obtížně
دشوار	obtížný
برند	značky
برند	značka
غذاهای	potraviny
غذاهای	pokrmy
غذاهای	nádobí
قاهره	káhiře
سکوت	mlčení
سکوت	ticho
نوک	tip
نوک	kout
ویلسون	wilson
ویلسون	wilsonová
اسکی	lyže
اسکی	lyžování
اسکی	lyžařská
اسکی	lyžařské
اسکی	lyžování
برطرف	ulevilo
جغرافیا	zeměpis
فرقه	sekta
مکعب	kostku
مکعب	kostka
مکعب	krychlových
مفصل	detailní
مفصل	podrobný
مفصل	podrobná
مفصل	podrobně
مفصل	kloub
مفصل	společné
مفصل	joint
سلولی	buněčné
عددی	číselné
عددی	číselný
عددی	číselné
قطبی	lední
قطبی	polární
قطبی	arktické
محاکمه	proces
محاکمه	soud
اخترشناسی	astronomické
اخترشناسی	astronomie
کنگو	kongu
کنگو	kongo
کنگو	konga
کوپا	copa
یوهان	johann
یوهان	johan
قالی	koberec
قالی	koberce
قالی	koberec
قالی	koberce
مهارت	dovednosti
مهارت	dovednost
مهارت	dovednosti
آکسفورد	oxford
آکسفورد	oxfordu
پتانسیل	potenciál
پتانسیل	potenciální
لین	lin
لین	lina
آژانس	agentura
باریک	úzká
باریک	úzké
باریک	úzký
باریک	zúžit
ریسک	riskovat
ریسک	rizika
ریسک	riziko
ریسک	risk
کنسول	konzole
مور	mor
مور	moore
سادگی	jednoduchosti
سادگی	jednoduchost
سادگی	jednoduše
آداب	etikety
آداب	etiketa
آداب	vychování
آداب	způsoby
بازیابی	obnovení
بازیابی	obnovit
بازیابی	vymáhání
بازیابی	zotavení
بازیابی	obnova
بازیابی	obnovy
تحریم	embargo
تحریم	bojkot
تحریم	sankce
ذوب	tání
ذوب	taje
قبر	hrobu
قبر	hrob
دیپلم	diplom
دیپلم	diplomy
اشیاء	objekty
اشیاء	předměty
اشیاء	objektů
تیمی	timmy
تیمی	mužstvo
تیمی	tým
تیمی	team
والی	wally
فریدریش	friedrich
فریدریش	frederick
ژنتیکی	genetický
ژنتیکی	genetické
ژنتیکی	genetická
وابستگی	závislosti
وابستگی	závislost
وابستگی	příslušnost
وابستگی	přidružení
مراقبت	péče
مراقبت	péče
مراقبت	péči
آیات	verše
آیات	sdělení
آیات	komunikační
آیات	komunikace
آیات	odhalení
آیات	zjevení
معادلات	rovnice
برش	řez
برش	střih
برش	plátek
برش	plodin
برش	úroda
برش	plodiny
تحول	evoluci
تحول	vývoj
تحول	evoluce
صادرات	export
صادرات	exportovat
صادرات	vývoz
صادرات	export
خونی	krvi
خونی	krve
خونی	blood
خونی	krev
پراکندگی	rozptýlení
پراکندگی	disperze
پراکندگی	diaspory
نفع	přínos
نفع	prospěch
جانور	šelmy
جانور	zvíře
جانور	bestie
ماموریت	mise
ماموریت	poslání
بزرگسالان	dospělých
بزرگسالان	dospělé
بزرگسالان	dospělá
بزرگسالان	dospělí
بزرگسالان	dospělý
بزرگسالان	dospělé
بزرگسالان	dospělí
وصل	připojit
وصل	propojit
مطلوب	požadovaný
مطلوب	žádoucí
مطلوب	optimální
مطلوب	žádoucí
آستین	austin
آستین	rukáv
بولیوی	bolivijské
بولیوی	bolívie
بولیوی	bolívie
خراب	zničit
خراب	zkažená
خراب	poškozen
صحرای	sahaře
جت	jet
قدم	krok
قدم	schod
جاسوسی	špionážní
جاسوسی	špión
جاسوسی	špion
مایک	mike
مایک	miku
یونیورسال	univerzální
گربه	kočky
گربه	cat
گربه	kocka
گربه	kočka
گربه	kocour
اتیوپی	etiopie
اندام	orgánů
اندام	orgány
اندام	orgánu
اندام	orgán
طلب	hledej
چارلی	charlieho
چارلی	charlie
آینه	zrcadla
آینه	zrcátka
آینه	zrcátko
آینه	zrcadla
آینه	zrcadlo
افغان	afghánské
اعضا	členové
اعضا	členy
اعضا	poslanci
اعضا	členů
منهتن	manhattanu
منهتن	manhattan
گوشه	roh
گوشه	rohu
گوشه	zatáčka
گوشه	kout
گوشه	koutek
هامبورگ	hamburku
متمایز	rozlišovací
متمایز	výrazné
متمایز	výrazná
متمایز	výrazný
متمایز	odděluje
مصری	egyptský
مصری	egyptské
مصری	egyptská
مدیترانه	středomoří
مدیترانه	středomořské
مدیترانه	středozemí
ریلی	rileyho
ریلی	riley
تانزانیا	tanzanie
جایگزینی	nahrazení
جایگزینی	nahradit
جایگزینی	náhrada
جایگزینی	nahrazení
جایگزینی	náhradní
منتظر	čeká
منتظر	čekat
منتظر	čekám
منتظر	čekání
گرین	greene
گرین	zelené
گرین	zelený
گرین	green
گرین	zeleně
گرین	zelená
اتلتیکو	atlético
صلاحیت	kvalifikace
لحن	tón
بلوار	bulvár
بلوار	boulevard
بلوار	bulváru
مبانی	základy
توجیه	odůvodněné
توجیه	oprávněné
توجیه	oprávněná
توجیه	oprávněný
توجیه	nabízí
توجیه	nabídky
قاتل	zabiják
قاتل	vrah
پانزده	patnáct
پانزده	fifteen
آرامش	relaxační
آرامش	relax
آرامش	odpočinek
آرامش	odpočívej
آرامش	pohodlí
آرامش	komfort
آرامش	útěcha
آرامش	komfortní
زحمت	problémy
زحمت	trable
زحمت	problém
زحمت	potíže
زحمت	nepříjemnost
زحمت	nepříjemnosti
زحمت	obtěžovat
نقشی	roli
نقشی	role
نقشی	úloha
وسترن	západ
وسترن	western
وسترن	západní
درخشان	zářící
درخشان	bystrá
درخشان	zářivé
درخشان	zářící
درخشان	svítí
هریس	harrisová
هریس	harris
تنگه	těsné
تنگه	pevně
تنگه	průliv
جیم	jim
جیم	jima
احکام	stanov
احکام	stanovy
احکام	vyhlášek
تقریبا	skoro
تقریبا	téměř
غنا	ghana
صحت	integrita
صحت	integritu
صحت	poctivost
صحت	integrity
صحت	celistvost
صحت	správnost
صحت	správnosti
صحت	pravost
صحت	pravosti
خاموش	vypnout
خاموش	vypnuto
خاموش	volno
خاموش	tichá
خاموش	tichý
مجلات	deníky
مجلات	časopisy
دروغ	lži
دروغ	lež
دروغ	lhát
دروغ	lží
دروغ	lži
پیوستن	přiložit
پیوستن	připojit
پیوستن	připojit
پیوستن	připojit
مایر	mayer
مایر	meyer
پیچ	labyrint
پیچ	bludiště
پیچ	peach
پیچ	šroub
گرینویچ	greenwich
افقی	horizontální
افقی	vodorovné
افقی	vodorovně
مفهومی	koncepční
مفهومی	pojem
مفهومی	konceptu
مفهومی	koncept
مفهومی	koncepce
مفهومی	pojetí
قطعی	deterministický
قطعی	definitivní
قطعی	definitivní
چطور	jak
جنبه	hledisko
جنبه	aspekt
ترویج	promotér
ترویج	propagace
ترویج	povýšení
ترویج	propagaci
ترویج	propagovat
الکل	alkoholu
الکل	alkohol
جمال	jamal
تبادل	výměny
تبادل	výměna
تبادل	výměnu
مراتب	známky
کور	slepý
کور	slepé
کور	slepá
زاپاس	náhradní
خطای	chyba
بازرگان	obchodník
بازرگان	obchodníci
تروریسم	terorismus
تروریسم	terorismu
گلوله	kulka
گلوله	náboj
استوار	firma
استوار	pevná
استوار	pevné
استوار	pevný
موسسات	kliniky
موسسات	instituce
مستقیماً	přímo
رابط	konektor
رابط	rozhraní
رابط	koordinační
رابط	koordinace
برخوردی	vliv
برخوردی	náraz
برخوردی	nárazu
برخوردی	dopad
طاق	trezor
طاق	trezoru
طاق	arch
طاق	oblouk
دانیل	daniela
دانیل	daniel
مأمور	agentka
مأمور	agent
راسل	russell
بنت	bennett
آلوده	nakažený
آلوده	infikované
آلوده	nakažení
آلوده	nakažených
آلوده	infikovaných
آلوده	znečištěné
لاس	flirtování
لاس	flirtování
لاس	las
جناح	křídlo
احتمالا	asi
احتمالا	pravděpodobně
احتمالا	nejspíš
پینک	pink
پینک	růžový
پینک	růžová
پینک	růžové
بخوانید	přečíst
بخوانید	čtěte
بخوانید	číst
بخوانید	volejte
بخوانید	volání
بخوانید	zavolat
بخوانید	volat
شیب	sklon
شیب	svahu
شیب	dip
بوش	cítit
بوش	vůně
بوش	zápach
بوش	čich
بوش	křoví
بوش	bush
بوش	bushe
بوش	keř
بوش	bushova
بوش	bosch
مقر	kajuty
همسایه	sousedy
همسایه	sousedé
همسایه	sousedi
همسایه	sousedka
همسایه	soused
همسایه	sousedy
همسایه	sousedé
همسایه	sousedi
همسایه	okolí
همسایه	čtvrť
همسایه	sousedství
همسایه	sousedka
همسایه	soused
کلیساهای	kostely
کلیساهای	církve
قربانیان	obětí
قربانیان	obětem
قربانیان	oběti
رازی	razi
رازی	tajný
رازی	tajná
رازی	tajemství
رازی	tajné
شعری	báseň
شعری	básně
شعری	básní
ویتامین	vitamín
ویتامین	vitamíny
زیرزمینی	podzemní
زیرزمینی	podzemí
تایمز	krát
تایمز	časy
تایمز	times
آلیس	alenka
آلیس	alice
مذاکرات	vyjednávání
مذاکرات	jednání
مذاکرات	vyjednávání
مذاکرات	jednání
انقراض	vyhynutí
انقراض	zánik
کریستوفر	christopher
مریخ	marsu
مریخ	mars
بیلبورد	billboard
پاتر	potter
حامی	sponzora
حامی	sponzor
حامی	patron
حامی	patrona
حامی	patron
حامی	sponzory
حامی	sponzoři
حامی	sponzorů
سور	sor
سور	sur
گرمسیری	tropické
مقدونیه	makedonské
مقدونیه	makedonie
ماندگار	přetrvávající
ماندگار	vytrvalý
ماندگار	trvalá
ماندگار	vydržet
ابریشم	hedvábí
کارها	zaměstnání
تعطیل	vypnutí
گرافیکی	grafické
گرافیکی	grafický
گرافیکی	grafika
ختم	pohřeb
ختم	pohřební
آرا	ara
دانلود	stahování
دانلود	stáhnout
دانلود	stažení
الگوها	vzory
الگوها	vzorce
روانشناسی	psychologický
روانشناسی	psychické
روانشناسی	psychologické
روانشناسی	psychologie
روانشناسی	psychologii
سازگار	slučitelné
سازگار	kompatibilní
سازگار	konzistentní
سازگار	adaptivní
رباط	robot
رباط	robota
خوان	juan
خوان	juane
خوان	juana
فلورانس	florence
فلورانس	florencie
سام	same
سام	sam
شبانه	noční
شبانه	noční
شبانه	noci
شبانه	noc
فورت	fürth
فورت	pevnost
فورت	fort
نقص	vada
نقص	závada
نقص	vady
شانزدهم	xvi
میلی	millie
فراری	ferrari
فراری	uprchlík
فراری	uprchlík
فراری	útěku
عصب	drzost
عصب	nervy
عصب	nerv
عصب	nervy
مداوم	nepřetržitě
مداوم	průběžně
مداوم	konstantní
مداوم	stálý
مداوم	neustálé
مداوم	stálé
مداوم	stálá
مداوم	nepřetržité
مداوم	kontinuální
مداوم	nepřetržitý
مداوم	průběžné
بایر	bayer
بایر	vyprahlé
نایین	nain
گردآوری	shromáždění
گردآوری	shromažďování
بازاریابی	marketing
میزبانی	hostování
میزبانی	pořádání
خشکی	pozemky
خشکی	pozemek
خشکی	země
دنباله	stopu
دنباله	stezka
دنباله	stopa
دنباله	pokračování
دنباله	posloupnost
دنباله	sekvence
گارد	dozorci
گارد	strážní
گارد	stráže
گارد	stráž
گارد	strážný
گارد	hlídač
مسیرهای	trasy
دشمنان	nepřátele
دشمنان	nepřátel
دشمنان	nepřátelé
فهم	poznání
فهم	realizaci
فهم	uskutečnění
فهم	realizace
فهم	pochopit
افسر	strážník
افسر	důstojník
بگیرید	vzít
رمزنگاری	šifrování
رمزنگاری	šifra
رمزنگاری	šifrování
سانسور	cenzura
عثمان	osman
گرمایی	tepelné
گرمایی	tepelná
گرمایی	termální
نیت	nata
نیت	natem
نیت	nate
سالگرد	výročí
پان	pánev
پان	pan
ریه	plíce
ریه	plic
ریه	plicní
ریه	plíce
ریه	plic
جابجایی	přemístění
پاول	paul
پاول	pavla
پاول	pavel
پاتریک	patrik
پاتریک	patrick
کمان	arku
کمان	oblouk
کمان	střelec
کمان	luky
کمان	příď
کمان	luk
تب	horečka
تب	horečky
تب	horečku
تب	karta
تب	tab
دیوارهای	hradby
دیوارهای	stěny
دیوارهای	zdi
قبلا	již
قبلا	už
آبیاری	zavlažování
اندرو	andrew
برقی	elektrická
برقی	elektrický
برقی	elektrické
برقی	barca
گنج	poklady
گنج	poklad
سوسیالیست	socialisté
سوسیالیست	socialistů
سوسیالیست	socialistické
سوسیالیست	socialistická
غول	obr
غول	obří
خمیر	pasta
خمیر	pasty
خمیر	vložit
خمیر	těsto
خمیر	těsta
خاوری	orientální
فرانسیسکو	francisco
نیوز	zprávy
نیوز	novinky
مادری	mateřství
مادری	matku
مادری	matka
آنالیز	rozbor
آنالیز	analýza
آنالیز	analýzy
کالاهای	zboží
تقریبی	sbližování
تقریبی	přibližné
ماجراهای	dobrodružství
کوتوله	trpaslík
کوتوله	trpaslík
کوتوله	prcek
کارآفرین	podnikatele
کارآفرین	podnikatel
کارآفرین	obchodník
کارآفرین	podnikatel
رانندگی	řídit
رانندگی	drive
رانندگی	řízení
رانندگی	jízda
کارگاه	detektiv
کارگاه	workshop
کارگاه	dílna
کارگاه	seminář
بالینی	klinický
بالینی	klinická
بالینی	klinické
خنثی	neutrální
هجوم	invaze
هجوم	nájezd
ناشناخته	neznámá
ناشناخته	neznámý
ناشناخته	neznámé
سل	sol
سل	tuberkulózy
سل	tuberkulózu
سل	sale
سل	sal
حامیان	příznivci
حامیان	stoupenci
تفت	taft
امریکن	američan
امریکن	american
امریکن	americká
امریکن	americké
امریکن	americký
مانگا	manga
تنش	napětí
تنش	stres
تنش	stresu
تنش	omráčení
تنش	ohromující
تورم	otoky
تورم	otok
تورم	inflaci
تورم	inflace
تورم	nadýmání
کانتی	hrabství
کانتی	okres
بنیانگذاران	zakladatelé
بنیانگذاران	zakladatele
بنیانگذاران	zakladatelů
روشهای	způsoby
روشهای	metody
روشهای	metod
کوی	qui
نگار	nagar
کلارک	clarková
کلارک	clark
شوهر	manžela
شوهر	manžel
شوهر	manželi
اجتماع	společnosti
اجتماع	společnost
اجتماع	komunity
اجتماع	společenství
اجتماع	komunita
اجتماع	obec
اجتماع	rally
اجتماع	shromáždění
اجتماع	rallye
ترسیم	losování
ترسیم	nakreslit
ترسیم	remíza
ترسیم	kreslit
ترسیم	kreslení
ترسیم	kresba
ترسیم	losování
مثلث	trojúhelník
بهروز	aktualizace
بهروز	aktualizovat
دانه	osiva
دانه	semena
دانه	semeno
دانه	osivo
دانه	obilí
دانه	zrna
دانه	zrní
دانه	osiva
دانه	semínka
دانه	semena
دانه	osivo
بیانیه	manifest
بیانیه	prohlášení
بیانیه	výkaz
ناظر	pozorovatel
ناظر	pozorovatele
ناظر	svědek
ناظر	svědka
ناظر	svědkyně
ناو	křižník
تخلیه	evakuace
تخلیه	evakuaci
تخلیه	evakuace
انصاری	ansari
شورا	radu
شورا	rady
شورا	rada
ماهنامه	měsíční
ماهنامه	měsíčně
مارول	marvel
پرجمعیت	lidnaté
اعطای	udělit
اعطای	grant
احسان	laskavost
استراتژی	strategie
استراتژی	strategii
لذت	potěšení
لذت	rozkoš
لذت	potěšení
لذت	rozkoš
رطوبت	vlhkost
رطوبت	vlhkosti
رطوبت	vlhkost
رطوبت	vlhkosti
انگشت	palec
انگشت	prst
انگشت	prst
انگشت	prsty
انگشت	prsty
کبوتر	holubice
کبوتر	holub
کبوتر	holuba
احساسات	emoce
احساسات	emoce
احساسات	pocity
احساسات	city
احساسات	pocitů
دنده	chop
دنده	šup
دنده	žebra
دنده	žebra
دنده	žebro
دنده	výbava
پیکسل	pixelu
پیکسل	pixel
پیکسل	pixelů
بنویسید	psát
بنویسید	napište
بنویسید	napiš
بنویسید	pište
بنویسید	napsat
شمشیر	meč
فرانکفورت	frankfurtu
جونیور	junior
دروس	lekce
دروس	poučení
قفل	zámek
قفل	zamknout
قفل	zamčeno
قفل	zamčené
قفل	zámky
کیک	dort
کیک	dorty
کیک	koláč
کیک	dorty
کیک	koláče
تفنگ	zbraň
تفنگ	pistole
تفنگ	pušku
تفنگ	puška
سانتی	santi
ستایش	chvála
ستایش	chválím
ترکان	turkické
درمیان	mezi
درمیان	koryta
تخصص	odbornost
تخصص	specialita
تخصص	specializace
اتومبیل	automobilové
اتومبیل	automobil
نژادی	rasové
نژادی	etnické
سول	sol
سول	duší
سول	duši
سول	soul
سول	duše
اموال	majetek
اموال	nemovitost
اموال	nemovitosti
اموال	vlastnost
اموال	látka
اموال	substance
کمیک	komiks
کمیک	komiksy
کمیک	komiks
کمیک	comic
کمیک	komické
رقیب	soupeři
رقیب	rivalové
رقیب	soupeř
رقیب	protivník
رقیب	soupeře
رقیب	konkurent
رقیب	soupeř
یعقوب	jacob
یعقوب	jakub
یعقوب	jakuba
یکپارچه	jednotné
یکپارچه	jednotná
یکپارچه	integrovaná
یکپارچه	integrovaný
یکپارچه	integrované
زیستگاه	stanoviště
کارمندان	zaměstnanců
کارمندان	zaměstnancům
کارمندان	zaměstnance
کارمندان	zaměstnanci
کارمندان	personál
کارمندان	zaměstnanci
پارچه	textilní
پارچه	textilních
پارچه	látka
پارچه	textilie
پارچه	látka
پارچه	tkaniny
پارچه	látky
پارچه	textilie
پارچه	tkaniny
خاتمه	uzavření
خاتمه	ukončení
لهستانی	polák
لهستانی	polský
لهستانی	polská
لهستانی	polské
نامهای	názvy
نامهای	jména
نامهای	dopis
نامهای	písmeno
فیل	slony
فیل	sloni
فیل	slon
فیل	sloní
تیپ	druh
تیپ	typu
تیپ	typ
تیپ	type
تیپ	brigáda
تیپ	brigády
جنگنده	bojovnice
جنگنده	stíhačka
جنگنده	bojovník
جنگنده	zápasník
عاشقانه	romance
عاشقانه	románek
عاشقانه	romantika
عاشقانه	romantický
عاشقانه	romantika
عاشقانه	romantická
عاشقانه	romantik
عاشقانه	romantické
دمشق	damašku
خیابانی	ulice
کش	cache
کش	hotovosti
کش	hotovost
کش	cash
کش	hotově
ابو	abú
ابو	abu
ابو	abou
گواهی	certifikát
گواهی	potvrzení
گواهی	osvědčení
گواهی	certifikace
گواهی	osvědčení
گواهی	certifikaci
پوسته	shell
کانتری	zemi
کانتری	země
سرهنگ	plukovník
سرهنگ	plukovníku
الفبا	abecedy
تشکیلات	brigáda
تشکیلات	brigády
اسرائیلی	izraelský
اسرائیلی	izraelská
اسرائیلی	izraelské
ژنتیک	genetický
ژنتیک	genetické
ژنتیک	genetická
ژنتیک	genetika
تعلیم	trénink
تعلیم	výcvik
تعلیم	školení
ارگ	orgánu
ارگ	orgán
ارگ	citadela
پویا	dynamika
پویا	dynamický
پویا	dynamická
پویا	dynamické
تابعیت	národnosti
تابعیت	věrnost
تابعیت	občanství
پوشاک	oděvy
پوشاک	oděv
پوشاک	oděvy
پوشاک	oblečení
مسئولان	úřady
مسئولان	orgány
حیدر	haider
بانوی	madam
بانوی	paní
بانوی	dáma
بانوی	lady
بانوی	paní
دیزنی	disney
شاگرد	studentka
شاگرد	žák
شاگرد	studentská
شاگرد	student
شاگرد	učeň
شاگرد	učedník
قدرتمند	mocná
قدرتمند	mocný
قدرتمند	mocní
بوستان	zahrady
بوستان	gardens
تقاضا	požadavky
تقاضا	poptávka
مساوی	rovni
مساوی	rovný
مساوی	rovné
مساوی	rovná
خسته	vyčerpaná
خسته	vyčerpaný
خسته	unavený
خسته	unavená
خسته	unaven
نامناسب	nevhodná
نامناسب	nevhodné
نامناسب	nevhodný
نامناسب	nevhodná
نامناسب	nevhodné
نامناسب	nevhodný
نداشتن	nedostatek
اختلافات	rozpory
اختلافات	nesrovnalosti
اختلافات	neshody
اختلافات	spory
لیزر	laserem
لیزر	laser
لیزر	laserové
قایق	lodi
قایق	loď
قایق	člun
گچ	křída
گچ	sádry
گچ	obsazení
خدمه	posádky
خدمه	posádka
خدمه	štáb
خدمه	posádku
خدمه	crew
یان	jan
یان	jana
یان	honza
یان	yan
یان	jaan
سوراخ	díru
سوراخ	díry
سوراخ	díra
سوراخ	otvor
مراد	murat
مراد	murad
هندسی	geometrické
هندسی	locus
پروس	prusko
پروس	pruský
اسپرانتو	esperanto
تضمین	zaručená
تضمین	zaručené
تضمین	zaručeno
تضمین	zaručena
تضمین	ujištění
تضمین	garance
تضمین	ručení
تضمین	záruka
رسد	dotkne
رسد	stávky
رسد	udeří
تانک	tanku
تانک	tank
تانک	nádrž
تانک	nádrže
تانک	tanky
تانک	cisterny
فروشگاه	shop
فروشگاه	obchod
فروشگاه	prodejna
فروشگاه	obchod
فروشگاه	obchodu
آرای	ara
آرای	arai
آدولف	adolphe
آدولف	adolf
آدولف	adolf
حصار	výběhu
حصار	plot
حصار	překupník
ریتم	rytmy
ریتم	rytmus
ریتم	rytmu
حامل	nošení
حامل	přepravce
حامل	dopravce
حامل	nosič
غیرقانونی	nelegální
غیرقانونی	nezákonné
غیرقانونی	protiprávní
غیرقانونی	ilegální
غیرقانونی	nezákonně
غیرقانونی	ilegálně
غیرقانونی	nelegálně
مشتریان	zákazníci
مشتریان	zákazníkům
مشتریان	zákazníků
مشتریان	zákazníky
شی	shi
شی	shay
شی	shea
محتوا	obsahu
محتوا	obsah
امن	bezpečné
امن	bezpečná
امن	trezor
امن	bezpečný
امن	sejf
امن	bezpečnosti
امن	bezpečnost
امن	bezpečí
امن	bezpečné
امن	bezpečná
امن	zajistit
امن	zabezpečit
ولادیمیر	vladimír
ولادیمیر	vladimir
قرقیزستان	kyrgyzstánu
منشأ	původu
منشأ	původ
منشأ	počátek
آنزیم	enzymů
آنزیم	enzymy
آنزیم	enzymu
آنزیم	enzymy
آنزیم	enzym
آدام	adam
وضوح	jasnost
وضوح	jasnosti
وضوح	usnesení
وضوح	rozlišení
وضوح	rezoluce
وضوح	jednoznačně
وضوح	jasně
وضوح	zřetelně
وضوح	očividně
فروپاشی	havárie
فروپاشی	krach
فروپاشی	zhroucení
فروپاشی	kolaps
کناره	stažené
کناره	odebráno
کناره	staženo
کناره	odňato
جانشینی	nástupce
جانشینی	nahrazení
جانشینی	substituční
جانشینی	nástupnictví
طرفدار	fanynka
طرفدار	fan
طرفدار	větrák
طرفدار	fanoušek
طرفدار	fanda
حماسی	impozantní
حماسی	epické
داعش	isil
طوفان	hurikán
طوفان	bouře
طوفان	storm
طوفان	bouřka
اسیر	zajatec
اسیر	vězeň
اسیر	zajatec
اسیر	zajetí
اسیر	zajat
اسیر	chycen
اسیر	zajali
اهورا	ahura
خنک	chlazené
خنک	hustý
خنک	pohoda
خنک	super
بلندی	zvýšení
بلندی	výška
بلندی	výšku
بلندی	výšky
نیکی	nikki
نیکی	niki
هاوارد	howarda
هاوارد	howard
انجیل	evangelium
انجیل	bible
انجیل	bibli
مبدل	konvertor
سفارش	pořádek
سفارش	řád
سفارش	pořadí
سفارش	objednávka
سفارش	objednat
کنفدراسیون	konfederace
کنفدراسیون	konfederací
شتاب	zrychlení
شتاب	uspíšit
بردار	vektor
توطئه	konspirace
توطئه	spiknutí
کلود	claude
دوری	dory
پمپ	čerpadlo
پمپ	pumpa
پمپ	čerpadla
پمپ	čerpací
فلزات	kovy
تولیدکنندگان	výrobci
ماتریس	matrice
ماتریس	matice
ماتریس	matrix
ثانویه	sekundární
