மற்றும்	et
ஒலிம்பிக்	olympic
ஒலிம்பிக்	olympique
ஒலிம்பிக்	olympiques
ஒலிம்பிக்	olympiades
ஒலிம்பிக்	olympiques
மலேசிய	malaisien
மலேசிய	malaisienne
மாவட்டங்கள்	districts
மாவட்டங்கள்	arrondissements
மாவட்டங்கள்	quartiers
உருவாக்கப்பட்டது	créée
உருவாக்கப்பட்டது	créé
உருவாக்கப்பட்டது	crée
உருவாக்கப்பட்டது	crées
உருவாக்கப்பட்டது	créés
எவ்வாறு	comment
தொடங்கியது	commencé
தொடங்கியது	démarré
தொடங்கியது	commencée
வெள்ளை	blanche
வெள்ளை	blancs
வெள்ளை	blanches
வெள்ளை	blanc
இருப்பது	etre
இருப்பது	être
சுற்றி	autour
சுற்றி	alentour
எப்படி	comment
பில்லியன்	billion
பில்லியன்	milliard
பில்லியன்	milliards
பில்லியன்	billion
பில்லியன்	milliards
பில்லியன்	billions
பேரரசு	empire
நீளம்	longueur
நீளம்	longueurs
ஆராய்ச்சி	recherches
ஆராய்ச்சி	recherche
தளம்	domaine
தளம்	site
தளம்	plate
தளம்	quai
தளம்	plateforme
தளம்	plateformes
தளம்	base
விழா	festival
விழா	fête
விழா	cérémonie
பக்கத்தில்	pages
பக்கத்தில்	page
சங்க	sangam
சங்க	sanga
புற	distants
புற	reculées
புற	lointain
புற	distante
முன்னணி	front
முன்னணி	avant
முன்னணி	devant
புவியியல்	géographie
அடையாளம்	étiquette
அடையாளம்	tag
அடையாளம்	balise
அடையாளம்	identification
அடையாளம்	identité
அடையாளம்	signer
அடையாளம்	signe
அடையாளம்	panneau
அடையாளம்	signez
குறியீடு	symboles
குறியீடு	symbole
குறியீடு	code
குறியீடு	codage
குறியீடு	encodage
செயல்	action
செயல்	fonctions
செயல்	fonction
செயல்	fonctionnement
செயல்	opération
மன்னன்	roi
மன்னன்	king
பயன்பாடு	utilisation
பயன்பாடு	usage
பயன்பாடு	application
பயன்பாடு	candidature
பயன்பாடு	application
பயன்பாடு	app
பயன்பாடு	appli
முறைகள்	méthodes
சொந்த	personnel
சொந்த	personnelle
சொந்த	personnelles
சொந்த	personnels
சொந்த	propres
சொந்த	propre
சொந்த	posséder
வார்ப்புரு	gabarit
வார்ப்புரு	modèle
கிரேக்க	grecs
கிரேக்க	grecque
கிரேக்க	grecques
கிரேக்க	grec
காதல்	aime
காதல்	amour
காதல்	aimer
காதல்	love
காதல்	romantisme
காதல்	romantiques
காதல்	romantique
இவன்	ivan
இருவரும்	both
வகைப்பாடு	classement
வகைப்பாடு	classification
எடுத்துக்	prises
எடுத்துக்	taken
எடுத்துக்	pris
எடுத்துக்	prise
எடுத்துக்	prend
எடுத்துக்	prendre
எடுத்துக்	prenez
எடுத்துக்	prends
கனடா	canada
குழந்தைகள்	enfants
குழந்தைகள்	enfants
குழந்தைகள்	enfant
அனைவரும்	toute
அனைவரும்	toutes
அனைவரும்	tous
அனைவரும்	tout
அனைவரும்	all
ஆரம்ப	démarrer
ஆரம்ப	démarrage
தகவல்கள்	informations
தகவல்கள்	infos
தகவல்கள்	renseignements
தகவல்கள்	information
வில்லியம்	guillaume
வில்லியம்	william
பெயர்கள்	noms
அணு	atome
அணு	atom
பின்பு	ensuite
பின்பு	alors
பின்பு	puis
மாணவர்கள்	étudiants
மாணவர்கள்	etudiants
மாணவர்கள்	élèves
சரியான	parfaits
சரியான	parfait
சரியான	parfaites
சரியான	parfaite
சரியான	exact
சரியான	corriger
சரியான	corrigez
சரியான	correct
சரியான	correcte
உருவாக்கப்பட்ட	créée
உருவாக்கப்பட்ட	créé
உருவாக்கப்பட்ட	crée
உருவாக்கப்பட்ட	crées
உருவாக்கப்பட்ட	créés
சபை	assemblée
சபை	assemblage
சபை	conseil
தொடர்புடைய	associée
தொடர்புடைய	associées
மருத்துவம்	médecine
மருத்துவம்	médicament
மருத்துவம்	médicaux
மருத்துவம்	médicale
மருத்துவம்	médical
கிராமம்	village
தாக்குதல்	agression
தாக்குதல்	assaut
தாக்குதல்	agressions
தாக்குதல்	offensif
தாக்குதல்	offensive
தாக்குதல்	offensant
தாக்குதல்	attaquez
தாக்குதல்	attaque
தாக்குதல்	attentat
தாக்குதல்	attack
தாக்குதல்	attaquer
தாக்குதல்	attaquant
தாக்குதல்	attaquer
கேரள	kerala
மதிப்பு	valeur
கருவிகள்	outillage
கருவிகள்	outils
படை	force
படை	forcer
மனைவி	épouse
மனைவி	epouse
மனைவி	femme
பதவி	position
பதவி	rôle
அஞ்சல்	courrier
அஞ்சல்	mail
அஞ்சல்	fermeture
அஞ்சல்	zip
உதவும்	aidez
உதவும்	aider
உதவும்	aide
சொற்கள்	mots
வெளியீடு	release
வெளியீடு	libération
வெளியீடு	libèrent
வெளியீடு	sortie
வெளியீடு	publication
எதிர்	opposé
எதிர்	opposée
எதிர்	contraire
எதிர்	opposés
மிக்க	affligeant
மிக்க	miséricordieux
தொழில்நுட்ப	technique
தொழில்நுட்ப	techniques
வெளியே	sortir
வெளியே	sortie
வெளியே	dehors
வெளியே	out
வானொலி	radiophonique
வானொலி	radio
கிராமங்கள்	bourgs
கிராமங்கள்	villages
முக்கியத்துவம்	importance
மீன்	poissons
மீன்	pêcher
மீன்	poisson
மீன்	fibres
போதும்	suffisamment
போதும்	assez
மஞ்சள்	jaunes
மஞ்சள்	jaune
வருவாய்	revenu
வருவாய்	revenus
வருவாய்	revenus
வருவாய்	revenu
வருவாய்	recettes
மலேசியா	malaisien
மலேசியா	malaisie
கிலோமீட்டர்	kilomètre
கிலோமீட்டர்	kilomètres
கிலோமீட்டர்	kilomètre
கிலோமீட்டர்	kilométrage
கொள்ளும்	rivalité
கொள்ளும்	querelle
கொள்ளும்	vendetta
உள்ளூர்	locale
உள்ளூர்	local
உள்ளூர்	locales
உள்ளூர்	locaux
கிட்டத்தட்ட	presque
கிட்டத்தட்ட	quasi
கிட்டத்தட்ட	pratiquement
கிட்டத்தட்ட	quasiment
கடைசி	dernier
கடைசி	dernière
கடைசி	derniers
கடைசி	dernières
குரு	gourou
ஆனாலும்	mais
படத்தில்	photo
எதிர்ப்பு	résistance
எதிர்ப்பு	résistant
எதிர்ப்பு	resistance
எதிர்ப்பு	résistants
எதிர்ப்பு	résistances
எதிர்ப்பு	opposition
ஒன்பது	neuf
ஒன்பது	nine
வான்	wan
வான்	camionnette
வான்	fourgonnette
வான்	fourgon
வான்	van
சிறப்பாக	super
சிறப்பாக	grande
சிறப்பாக	génial
சிறப்பாக	grand
சிறப்பாக	meilleures
சிறப்பாக	meilleure
சிறப்பாக	mieux
சிறப்பாக	meilleurs
சிறப்பாக	meilleur
சிறப்பாக	meilleure
சிறப்பாக	meilleures
சிறப்பாக	meilleur
சிறப்பாக	best
சிறப்பாக	meilleurs
நன்கு	bien
நன்கு	puits
நன்கு	bah
தொடங்கினார்	commencé
தொடங்கினார்	démarré
தொடங்கினார்	commencée
பேராசிரியர்	prof
பேராசிரியர்	professeur
பேராசிரியர்	professeure
பதிப்பகம்	publier
பதிப்பகம்	édition
பதிப்பகம்	publication
தனியார்	privée
தனியார்	privé
தனியார்	privés
தரவு	données
பஞ்சாப்	pendjab
நம்பிக்கை	faith
நம்பிக்கை	foi
நம்பிக்கை	confidence
நம்பிக்கை	confiance
நம்பிக்கை	fidèle
நம்பிக்கை	fidèles
நம்பிக்கை	trust
நம்பிக்கை	fiducie
நம்பிக்கை	confiance
நம்பிக்கை	espère
நம்பிக்கை	espoirs
நம்பிக்கை	espérer
நம்பிக்கை	espoir
நம்பிக்கை	espérance
நம்பிக்கை	croire
நம்பிக்கை	croyance
இடங்கள்	localisations
இடங்கள்	lieux
இடங்கள்	endroits
இடங்கள்	lieux
பெரிதும்	grandement
பரவலாக	largement
மரபு	héritage
மரபு	legacy
மரபு	legs
மும்பை	bombay
மும்பை	mumbai
விற்பனை	vends
விற்பனை	vendre
விற்பனை	vendre
விற்பனை	marketing
விற்பனை	commercialisation
விற்பனை	soldes
விற்பனை	ventes
விற்பனை	vente
விற்பனை	soldes
விற்பனை	vente
வருடம்	annee
வருடம்	an
வருடம்	année
மேலே	top
மேலே	haut
ஏற்கனவே	déja
ஏற்கனவே	déjà
ஏற்கனவே	deja
ஏற்கனவே	dejà
அம்மன்	amman
கடன்	crédit
கடன்	emprunt
கடன்	prêt
கடன்	endettement
கடன்	dette
கடன்	dettes
கடன்	emprunts
கடன்	crédits
கடன்	prêts
இக்	ick
விலை	prix
விலை	tarif
விலை	tarification
செய்திகள்	nouveautés
செய்திகள்	actualité
செய்திகள்	nouvelles
செய்திகள்	actualités
செய்திகள்	messages
சோதனை	essai
சோதனை	test
சோதனை	épreuve
சோதனை	tester
சோதனை	essai
சோதனை	test
சோதனை	essais
சோதனை	tests
சோதனை	tester
பிபிசி	bbc
யாழ்ப்பாணம்	jaffna
உருவாக்க	génère
உருவாக்க	générer
அவர்களுக்கு	eux
அரசன்	monarque
அரசன்	roi
அரசன்	king
போட்டிகள்	concours
போட்டிகள்	compétitions
ஆகியவற்றில்	batha
கை	main
கை	hand
அரசியல்வாதி	politicien
பறவைகள்	oiseaux
ஒலி	sound
ஒலி	sonore
ஒலி	son
ஒலி	acoustique
ஒலி	audio
குறிப்புகள்	remarques
குறிப்புகள்	notes
குறிப்புகள்	pourboires
குறிப்புகள்	astuces
குறிப்புகள்	trucs
குறிப்புகள்	conseils
பெண்களின்	filles
ஜே	jay
இயக்குனர்	directeur
இயக்குனர்	directrice
இயக்குனர்	réalisateur
உயிரியல்	biologie
தொடக்கம்	startup
தொடக்கம்	démarrage
தொடக்கம்	démarrer
தொடக்கம்	commencer
தொடக்கம்	début
தொடக்கம்	commencement
தொடக்கம்	début
தொடக்கம்	initiation
தொடக்கம்	démarrer
தொடக்கம்	démarrage
பூங்கா	parc
இளம்	jeunes
இளம்	jeune
அருகே	proche
அருகே	près
உயர்ந்த	élevée
உயர்ந்த	hautes
உயர்ந்த	haut
உயர்ந்த	haute
உயர்ந்த	élevé
உயர்ந்த	élevées
உயர்ந்த	élevée
உயர்ந்த	élevés
உயர்ந்த	élevé
காவல்	policière
காவல்	policiers
காவல்	police
காவல்	policier
குடும்பம்	familiale
குடும்பம்	famille
குடும்பம்	familles
ஆதரவு	soutien
ஆதரவு	assistance
ஆதரவு	appui
கைது	arrestation
கைது	arrestations
கைது	arrêtés
கைது	arrêté
கைது	arrêtée
எழுதினார்	écrivit
எழுதினார்	écrit
வலது	droite
வலது	droit
இராகம்	raga
மாலை	soirée
மாலை	soir
மாலை	ève
மாலை	eve
ஆய்வுகள்	etudes
ஆய்வுகள்	études
ஆய்வுகள்	diagnostiques
ஆய்வுகள்	diagnostique
ஆய்வுகள்	diagnostics
ஆய்வுகள்	diagnostic
குறிக்கிறது	stands
குறிக்கிறது	gradins
எடுத்து	prendre
எடுத்து	prenant
எடுத்து	prend
எடுத்து	prendre
எடுத்து	prenez
எடுத்து	prends
சிவப்பு	rétablir
சிவப்பு	refaire
சிவப்பு	refait
சிவப்பு	rouges
சிவப்பு	roux
சிவப்பு	rouge
நடைபெற்றது	tenu
எதுவும்	rien
முஸ்லிம்	musulmans
முஸ்லிம்	musulmane
முஸ்லிம்	musulman
இன்றும்	hui
இன்றும்	aujourdhui
தலைவர்கள்	chefs
தலைவர்கள்	meneurs
தலைவர்கள்	leaders
தலைவர்கள்	dirigeants
இரத்த	sang
இரத்த	sanguin
இரத்த	blood
இருந்தனர்	étaient
சிவன்	sivan
சிவன்	shiva
ஜார்ஜ்	georges
ஜார்ஜ்	george
முழுமையான	complète
முழுமையான	complets
முழுமையான	complètes
முழுமையான	complet
இரண்டும்	both
காங்கிரஸ்	congrès
அவள்	she
அவள்	elle
சுவாமி	swami
வரிசை	serial
வரிசை	série
வரிசை	ordre
வரிசை	commande
வரிசை	commander
வரிசை	rangées
வரிசை	ligne
வரிசை	rang
வரிசை	rangée
காற்று	vent
காற்று	éolien
காற்று	éolienne
காற்று	vents
மாத	mensuel
மாத	mensuellement
மாத	mensuels
மாத	mensuelle
பயனர்கள்	usagers
பயனர்கள்	utilisateurs
கான்	khan
இரவு	soirée
இரவு	nuit
இரவு	soir
நடவடிக்கை	activité
நடவடிக்கை	action
அவரின்	sa
அவரின்	his
அவரின்	ses
அவரின்	son
நேரங்களில்	fois
தாம்	courtisé
வழக்கு	cas
வழக்கு	étui
வழக்கு	affaire
அகாதமி	académie
அகாதமி	academy
சேவைகள்	services
தளத்தில்	site
மக்கள்தொகை	populations
மக்கள்தொகை	population
கவிதை	poème
கவிதை	poésie
இதுவரை	far
இதுவரை	loin
நேரடியாக	directement
அறிக்கை	signaler
அறிக்கை	reportage
அறிக்கை	rapport
அறிக்கை	énoncé
அறிக்கை	déclaration
பணம்	monnaie
பணம்	argent
பணம்	argent
பணம்	comptant
பணம்	liquidités
பணம்	monnaie
பணம்	devise
பணம்	monnaies
பணம்	devises
உண்மையான	réel
உண்மையான	réelle
உண்மையான	véritable
உண்மையான	vrai
உண்மையான	vraie
உண்மையான	authentiques
உண்மையான	véritable
உண்மையான	authentique
உண்மையான	vrais
உண்மையான	true
உண்மையான	vraie
உண்மையான	vrai
உண்மையான	véritable
பிரிவுகள்	sections
பிரிவுகள்	catégories
அடிக்கடி	fréquent
அடிக்கடி	souvent
அடிக்கடி	fréquemment
அடிக்கடி	souvent
அடிக்கடி	fréquentes
அடிக்கடி	fréquent
அடிக்கடி	fréquents
அடிக்கடி	fréquente
மரம்	bois
மரம்	sapin
மரம்	arbre
மரம்	arborescence
மரம்	arbres
இராணுவ	armée
இராணுவ	militaire
இராணுவ	militaires
சீனா	chine
உண்மையில்	vraiment
உண்மையில்	réellement
ரயில்	train
கவிஞர்	poète
கவிஞர்	poètes
சுதந்திர	indépendant
சுதந்திர	indépendante
சுதந்திர	indépendantes
சுதந்திர	indépendants
சுதந்திர	indépendance
சுதந்திர	liberté
வெளியிட்டார்	émis
வெளியிட்டார்	émises
வெளியிட்டார்	délivrés
வெளியிட்டார்	émise
வெளியிட்டார்	délivré
வடிவமைப்பு	configuration
வடிவமைப்பு	dessin
வடிவமைப்பு	design
வடிவமைப்பு	conception
வடிவமைப்பு	configurer
வடிவமைப்பு	configure
வடிவமைப்பு	formater
வடிவமைப்பு	format
வெப்பநிலை	température
வெப்பநிலை	températures
இன்னொரு	another
நிலையை	état
நிலையை	statut
கப்பல்	navire
கப்பல்	vaisseau
அறிமுகம்	introduction
காங்கிரசு	congrès
கோயம்புத்தூர்	coimbatore
வரி	ligne
வரி	line
வரி	impôts
வரி	taxe
வரி	taxes
வரி	fiscalité
வரி	fiscale
வரி	impôt
காட்டும்	retours
காட்டும்	retourne
மாறாக	plutôt
மாறாக	alternativement
மாறாக	contrairement
மாறாக	contraires
மாறாக	contraire
குரல்	voix
இயக்குநர்	directeur
இயக்குநர்	directrice
இயக்குநர்	réalisateur
ஜேம்ஸ்	james
தயாரிப்பு	préparation
தயாரிப்பு	produit
தயாரிப்பு	produits
தயாரிப்பு	production
புள்ளி	point
இணைப்புக்கள்	raccordements
இணைப்புக்கள்	connexions
இணைப்புக்கள்	liens
கருவி	appareil
கருவி	dispositif
கருவி	périphérique
கருவி	portée
கருவி	outil
டேவிட்	alain
டேவிட்	laurent
டேவிட்	sylvie
டேவிட்	david
இயங்கும்	active
இயங்கும்	actif
இயங்கும்	actives
இயங்கும்	actifs
இயங்கும்	courir
புராணம்	légendes
புராணம்	légende
நிகழ்ச்சி	afficher
நிகழ்ச்சி	montre
நிகழ்ச்சி	montrer
நிகழ்ச்சி	spectacle
பௌத்த	bouddhisme
பௌத்த	bouddhiste
பௌத்த	bouddhistes
எழுதப்பட்ட	ecrit
எழுதப்பட்ட	écrite
எழுதப்பட்ட	écrit
எழுதப்பட்ட	écrites
எழுதப்பட்ட	écrits
கொலை	assassiner
கொலை	meurtre
கொலை	assassinat
கொலை	meurtres
வண்ணம்	couleur
வண்ணம்	coloris
வண்ணம்	couleurs
வண்ணம்	couleur
வண்ணம்	coloris
வண்ணம்	couleurs
நிலையங்கள்	gares
நிலையங்கள்	stations
பரப்பளவு	région
பரப்பளவு	zone
பரப்பளவு	domaine
உறுதி	confirmé
உறுதி	confirmées
உறுதி	confirmés
உறுதி	confirmée
நடத்திய	mené
வழக்கம்	ordinaire
வழக்கம்	régulière
வழக்கம்	régulières
வழக்கம்	régulier
வழக்கம்	personnalisé
வழக்கம்	personnalisée
வழக்கம்	personnalisés
வழக்கம்	coutume
குறைவாக	basses
குறைவாக	basse
குறைவாக	faible
குறைவாக	faibles
குறைவாக	bas
குறைவாக	moins
கலைஞர்கள்	interprètes
கலைஞர்கள்	artistes
செ	sourde
செ	sourd
செ	sourds
பாகிஸ்தான்	pakistan
பாகிஸ்தான்	pakistanaises
பாகிஸ்தான்	pakistanaise
பாகிஸ்தான்	pakistanais
சற்று	légèrement
அங்கே	là
இன	courses
இன	ethnique
இன	ethniques
இன	raciale
வசதி	facilité
வசதி	confort
வசதி	réconfort
வசதி	comfort
வசதி	fonctionnalité
வசதி	caractéristique
வசதி	confortables
வசதி	confortable
வழங்கப்படும்	fournies
வழங்கப்படும்	fourni
வழங்கப்படும்	fournie
வழங்கப்படும்	fournis
வழங்கப்படும்	offerts
வழங்கப்படும்	offertes
வழங்கப்படும்	offerte
வழங்கப்படும்	offert
முயற்சி	essaie
முயற்சி	essayez
முயற்சி	essayer
முயற்சி	essaye
முயற்சி	effort
கதைகள்	histoires
அரபு	arabe
அரபு	arabes
அரபு	arabe
அரபு	arabes
இவற்றை	ces
பிரான்சு	france
ஈரோடு	éroder
விண்வெளி	espace
மாற்றங்கள்	modifications
மாற்றங்கள்	changements
அடர்த்தி	densités
அடர்த்தி	densité
படங்கள்	photos
படங்கள்	photographies
படங்கள்	images
படங்கள்	photos
படங்கள்	images
ஆயிரம்	millier
ஆயிரம்	mille
ஆயிரம்	milliers
வார்ப்புருக்கள்	modèles
வார்ப்புருக்கள்	gabarits
இனம்	race
இனம்	course
இனம்	race
இனம்	ethnie
இனம்	ethnicité
இனம்	ethnique
புரிந்து	comprenez
புரிந்து	comprendre
புரிந்து	comprends
செய்கிறது	dégel
வாக்குகள்	vote
வாக்குகள்	votes
வாக்குகள்	voix
ரூபாய்	roupies
ரூபாய்	roupie
அமைச்சர்	ministre
கூட்டு	union
கூட்டு	syndicat
கூட்டு	ajout
கூட்டு	ajouter
கூட்டு	ajoute
கூட்டு	ajoutez
கூட்டு	somme
கூட்டு	sum
கூட்டு	associations
திட்டங்கள்	plans
திட்டங்கள்	projets
அண்ணா	anna
உயரம்	taille
உயரம்	hauteur
தரம்	grade
தரம்	qualite
தரம்	qualité
எளிய	simple
எளிய	simples
தமிழர்கள்	tamouls
ஒப்பந்தம்	pact
ஒப்பந்தம்	pacte
ஒப்பந்தம்	contrat
பணிகள்	tâches
பணிகள்	emploi
பணிகள்	emplois
தேவி	devi
நிலம்	terre
நிலம்	terrain
நிலம்	terres
யார்	qui
யார்	oms
யார்	who
மண்டலம்	région
மண்டலம்	zone
குற்றம்	coupable
குற்றம்	coupables
குற்றம்	délit
குற்றம்	délinquance
குற்றம்	criminalité
குற்றம்	crime
அன்னை	mère
அன்னை	mere
அன்னை	maman
இரட்டை	doubler
இரட்டை	double
இரட்டை	doubles
இரட்டை	jumelle
இரட்டை	jumeau
இரட்டை	jumeaux
இரட்டை	jumelles
இரட்டை	double
இரட்டை	dual
அலுவலகம்	bureaux
அலுவலகம்	bureau
வீடு	maison
வீடு	domicile
வீடு	accueil
வீடு	résidence
வீடு	maison
சந்தை	marketplace
சந்தை	marché
தலை	head
தலை	tête
தலை	têtes
அனைத்துலக	international
அனைத்துலக	internationaux
அனைத்துலக	internationale
உரிமைகள்	droits
நீ	vous
நீ	tu
நீ	toi
நீ	you
கிராம	village
திறந்த	ouverte
திறந்த	ouvrez
திறந்த	ouvert
திறந்த	ouverture
திறந்த	ouvrir
முழுமையாக	complètement
முழுமையாக	pleinement
முழுமையாக	entièrement
முழுமையாக	totalement
முழுமையாக	complètement
முழுமையாக	complétement
முழுமையாக	entièrement
முழுமையாக	totalement
முழுமையாக	completement
நெடுஞ்சாலை	route
நெடுஞ்சாலை	autoroute
நெடுஞ்சாலை	autoroutes
கோட்பாடு	théories
கோட்பாடு	théorie
மாதிரி	échantillon
மாதிரி	échantillons
மாதிரி	sentiers
மாதிரி	modele
மாதிரி	modèle
மாதிரி	mannequin
மாதிரி	maquette
மாதிரி	maquette
நடிகைகள்	actrices
தெரிவு	choix
குமார்	kumar
கட்டி	tumeur
பிரதான	major
பிரதான	commandant
பிரதான	majeur
பிரதான	principal
பிரதான	principales
பிரதான	main
பிரதான	principale
பிரதான	principaux
அறிவு	connaissances
அறிவு	savoirs
அறிவு	savoir
அறிவு	connaissance
தெரியவில்லை	neutre
தெரியவில்லை	neutres
தெரியவில்லை	neutralité
வழங்கி	server
வழங்கி	serveur
பண்பாடு	culture
ராஜா	raja
ராஜா	roi
ராஜா	king
சூழல்	environnement
சூழல்	contexte
கடுமையான	dur
கடுமையான	coriace
கடுமையான	rugosité
கடுமையான	sévères
கடுமையான	graves
கடுமையான	grave
கடுமையான	sévère
எண்ணெய்	huiles
எண்ணெய்	huile
எண்ணெய்	pétrole
பொருட்களை	trucs
வானியல்	astronomie
மாற்று	interrupteur
மாற்று	basculer
மாற்று	commutateur
மாற்று	convertir
மாற்று	convertissent
மாற்று	convertit
மாற்று	modifier
மாற்று	changements
மாற்று	changer
மாற்று	changement
மாற்று	remplacez
மாற்று	remplacer
மாற்று	remplacement
மாற்று	remplace
இராச்சியம்	royaume
இணையதளம்	site
வாழ்ந்து	vivante
வாழ்ந்து	vivants
வாழ்ந்து	vivant
வாழ்ந்து	vivre
மழை	pluvieux
மழை	pluies
மழை	rain
மழை	pluie
தெரிகிறது	semble
தெரிகிறது	looks
கார்பன்	carbone
உலகளாவிய	mondiale
உலகளாவிய	mondial
உலகளாவிய	global
உலகளாவிய	mondiale
உலகளாவிய	mondial
உலகளாவிய	mondiaux
தோன்றும்	splash
தோன்றும்	éclaboussures
தோன்றும்	apparaître
தோன்றும்	apparaissent
ஏற்றுக்	acceptées
ஏற்றுக்	acceptés
ஏற்றுக்	acceptée
ஏற்றுக்	accepté
நான்காவது	quatrième
நான்காவது	fourth
நான்காவது	quatrièmement
பேருந்து	bus
பேருந்து	autobus
வழக்கமாக	régulièrement
வழக்கமாக	habituellement
வழக்கமாக	généralement
விதி	fatalité
விதி	destin
விதி	règle
தெரு	rues
தெரு	street
தெரு	rue
இறைவன்	lord
இறைவன்	seigneur
நிகழும்	survient
யூ	yoo
கண்	oculaire
கண்	yeux
கண்	oeil
கண்	œil
மகள்	fille
தேசியக்	nationaux
தேசியக்	national
தேசியக்	nationale
தேசியக்	nationales
மூல	originale
மூல	original
மூல	originaux
இடது	gauche
எல்லாம்	tout
எல்லாம்	toute
எல்லாம்	toutes
எல்லாம்	tous
எல்லாம்	tout
எல்லாம்	all
நிலையான	corrigé
நிலையான	fixe
நிலையான	fixes
நிலையான	fixé
நிலையான	réparé
நிலையான	norme
நிலையான	standard
சிறப்பான	spéciales
சிறப்பான	spécial
சிறப்பான	spéciaux
சிறப்பான	spéciale
தோல்	cuir
தோல்	cuirs
தோல்	peau
கூடுதலாக	supplémentaires
கூடுதலாக	supplémentaire
கூடுதலாக	extra
கால்	patte
கால்	jambes
கால்	cuisse
கால்	jambe
கால்	bovins
கால்	bétail
கால்	foot
கால்	pied
கால்	pieds
கால்	quart
கால்	trimestre
ஆர்வம்	intéressée
ஆர்வம்	intéressés
ஆர்வம்	intéressées
ஆர்வம்	intéressé
ஆர்வம்	intérêts
ஆர்வம்	intérêt
கவனம்	concentration
கவனம்	attention
கவனம்	focus
கவனம்	concentrer
மூத்த	seniors
மூத்த	aîné
மூத்த	senior
மூத்த	aîné
நினைவு	souvenir
நினைவு	souvenirs
நினைவு	mémoire
உருவானது	formés
உருவானது	formé
உருவானது	formées
உருவானது	formée
தூய	pures
தூய	purs
தூய	pur
தூய	pure
பவுல்	faute
பவுல்	fétide
கவிதைகள்	poèmes
நிறுவப்பட்டது	calé
நிறுவப்பட்டது	installées
நிறுவப்பட்டது	installé
நிறுவப்பட்டது	installés
நிறுவப்பட்டது	installée
வாய்ப்பு	hasard
வாய்ப்பு	chance
வாய்ப்பு	opportunités
வாய்ப்பு	opportunité
மத்தியில்	centrée
மத்தியில்	centré
மருந்து	médecine
மருந்து	médicament
மருந்து	pharmaceutique
மா	maa
மா	mangues
மா	mango
மா	mangue
ஏன்	pourquoi
ஏன்	why
ஆனார்	devenus
ஆனார்	devenu
ஆனார்	devenue
ஆனார்	devint
கிடைத்தது	got
தொலைபேசி	téléphone
தொலைபேசி	telephone
தொலைபேசி	téléphone
ரவி	ravi
கட்டமைப்பு	structurelle
கட்டமைப்பு	structurel
கட்டமைப்பு	structurels
கட்டமைப்பு	configuration
கட்டமைப்பு	structure
பாரம்பரிய	classique
பாரம்பரிய	classiques
பாரம்பரிய	traditionnelles
பாரம்பரிய	traditionnel
பாரம்பரிய	traditionnelle
பாரம்பரிய	traditionnels
சின்னம்	icônes
சின்னம்	icône
எண்கள்	numéros
எண்கள்	chiffres
எண்கள்	nombres
தொழில்நுட்பம்	technologique
தொழில்நுட்பம்	technologies
தொழில்நுட்பம்	technologie
ஏரி	lac
பாடிய	chanté
பாடிய	sung
பாடிய	chantée
சிலை	idol
சிலை	idole
சிலை	statue
வெள்ளி	ven
வெள்ளி	fri
வெள்ளி	vendredi
வெள்ளி	silver
வெள்ளி	argent
வெள்ளி	argenterie
வெள்ளி	argenté
இலத்தீன்	latine
இலத்தீன்	latin
இலத்தீன்	latines
சோழன்	chola
நேச	alliés
நேச	allié
நேச	allied
நேச	alliées
நேச	alliée
நேரடி	live
நேரடி	vivant
நேரடி	vivre
நேரடி	directe
நேரடி	directement
நேரடி	direct
நேரடி	directs
சுற்றுலா	touriste
சுற்றுலா	visite
சுற்றுலா	tour
சுற்றுலா	tournée
சுற்றுலா	circuits
சுற்றுலா	tours
சுற்றுலா	tournées
சுற்றுலா	visites
சுற்றுலா	tourisme
கிராமத்தில்	village
நமது	thw
நமது	notre
நமது	nos
புலிகள்	tigers
புலிகள்	tigres
அவர்களை	eux
அனுமதி	nomination
அனுமதி	autorisation
அனுமதி	permission
அனுமதி	débloquer
அனுமதி	permettent
அனுமதி	autoriser
அனுமதி	permettre
அனுமதி	approuve
அனுமதி	approuvent
அனுமதி	approuver
பயன்	utilisation
பயன்	usage
பயன்	bénéfice
பயன்	avantage
பயன்	prestation
நிகழ்வு	évènement
நிகழ்வு	événement
நிகழ்வு	evénement
ஆதி	dja
ஆதி	adi
மைல்	milles
மைல்	kilomètres
மைல்	miles
மைல்	mile
வளரும்	grandir
வளரும்	croissant
வளரும்	grandissant
வளரும்	croissante
வளரும்	pousse
வளரும்	grandit
வளரும்	croît
வளரும்	développer
கால்பந்து	football
உடலில்	organisme
உடலில்	carrosserie
உடலில்	organe
உடலில்	corps
பக்க	latéraux
பக்க	côté
பக்க	latérale
பக்க	latéral
சான்	chan
சான்	san
உயரத்தில்	taille
உயரத்தில்	hauteur
கொண்டுள்ள	contenant
அமிலம்	acid
அமிலம்	acide
அமிலம்	acidité
அமிலம்	acides
விண்டோஸ்	windows
விண்டோஸ்	vitres
விண்டோஸ்	fenêtres
கூட்டமைப்பு	fédération
கூட்டமைப்பு	confédération
உத்தரப்	uttar
விலங்குகள்	animaux
மறு	refuser
மறு	déclin
மறு	décliner
மறு	baisse
மறு	refuser
மறு	nier
மறு	dénier
மறு	renier
மறு	refuser
மறு	rejeter
முடிவுகள்	résultats
மனிதன்	humaine
மனிதன்	humains
மனிதன்	humain
மனிதன்	man
மனிதன்	mec
மனிதன்	homme
