категорија	loại
акт	act
млада	trẻ
млада	young
тежок	nặng
тежок	khó
топката	bóng
топката	banh
преспа	prespa
умот	phiền
услов	tiêm
услов	trạng
редовите	ranks
редовите	hàng
електронска	electron
случајно	cuốc
случајно	nét
фленсбург	flensburg
ханс	hans
одлучил	quyết
хоп	hoop
водечки	dẫn
водечки	chì
дрога	vải
дрога	thuốc
џонсон	johnson
двојно	double
двојно	đôi
двојно	kép
двојно	dual
предводени	led
паднал	rớt
паднал	rơi
паднал	té
паднал	ngã
чај	trà
чај	tea
дале	tặng
сестри	ruột
плата	lương
плата	plata
кралска	royal
млеко	sữa
млеко	milk
орел	eagle
орел	bàng
орел	aquila
ислам	islam
класичен	classic
шема	pattern
шема	mẫu
шема	scheme
единство	unity
домови	nhà
превоз	cưỡi
превоз	ri
сталин	stalin
динамо	dynamo
динамо	dinamo
домени	miền
рома	roma
ангел	angel
брус	bruce
дизни	disney
донел	donnell
адолф	adolf
убие	giết
постар	elder
постар	sr
постар	senior
развиен	evolved
органски	organic
затворена	đóng
масовно	nhái
масовно	mass
елизабет	elizabeth
елизабет	elisabeth
остави	bỏ
вкус	nếm
вкус	hương
прстен	ring
прстен	nhẫn
богати	vương
богати	giàu
богати	rich
гувернер	đốc
мек	mack
мек	mac
бег	bey
нарушување	xáo
архангел	archangel
андромеда	andromeda
кругови	laps
повик	gọi
повик	call
повик	cẩm
треска	sốt
рис	reese
рис	rhys
рис	lynx
прошири	bung
романски	rumani
стандарден	chuẩn
стандарден	standard
поставување	setup
одлучи	quyết
светло	châm
светло	đèn
светло	nhạt
светло	sáng
светло	mẻ
централно	trung
централно	central
побарувачка	đòi
дрезден	dresden
паоло	paolo
мотори	môtô
мотори	motors
викимедија	wikimedia
алфред	alfred
признанија	confession
признанија	confessions
постигнати	hoài
нападнал	xâm
надеж	mong
надеж	xoa
проценка	unplugged
собираат	thu
натпис	thẻ
натпис	nhãn
иванов	ivanov
иванов	ahn
приватен	tư
автомобил	car
автомобил	xe
квалификациите	qualifying
квалификациите	qualifier
квалификациите	qualifiers
пливање	bơi
губење	losing
губење	thua
губење	mát
стрип	comic
топка	bóng
топка	banh
билборд	billboard
прима	prima
графички	graphic
погледи	views
патници	travellers
исак	isaac
исак	isak
роџер	rõ
роџер	roger
френсис	phanxicô
френсис	francis
френсис	frances
факти	sự
студент	bmi
авион	jet
повлекување	rút
кларк	clarke
кларк	clark
детството	trãi
овен	aries
муслимански	muslim
грците	greeks
ото	otto
советска	soviet
лиеж	liège
парчиња	lát
парчиња	bit
парчиња	rách
турско	turkish
директен	direct
директен	trực
атмосфера	atmosphere
самостојна	solo
самостојна	standalone
мајк	mike
пакети	gói
растение	gieo
растение	trồng
растение	cấy
ернст	ernst
франсоа	francois
франсоа	françois
франсоа	francoise
франсоа	francois
франсоа	françois
ноулс	knowles
надзор	oversight
антон	anton
продадени	bán
офицер	quan
сценарио	script
купување	mua
купување	sắm
купување	shopping
купување	mua
византиска	byzantine
падини	dốc
откриена	uncovered
откриена	revealed
откриена	lộ
скот	scott
поединечно	singles
раскажува	recounts
притока	purus
сергеј	sergei
сергеј	sergey
либек	lübeck
внук	cháu
следен	kế
следен	tiếp
следен	kit
награден	thưởng
награден	điệm
четврти	mùng
токио	tokyo
рос	ross
кели	kelly
милји	miles
милји	phít
милји	km
милји	dặm
тамерлан	tamerlane
дванаесет	twelve
војник	lính
планета	tinh
рудолф	rudolph
рудолф	rudolf
музичко	nhạc
музичко	musical
салата	salad
теодосиј	theodosius
блуз	blues
траги	vết
траги	vệt
траги	trails
траги	vết
траги	rãnh
траги	trail
дното	dưới
дното	bậc
дното	đáy
дното	bottom
правци	rô
директна	direct
директна	trực
горан	goran
постапки	hành
сто	trăm
сто	wto
мурат	murad
мурат	murat
посетители	khách
посетители	khách
реши	giải
константа	hằng
хаус	ốc
хаус	nhà
мешавина	mix
мешавина	trộn
јанг	yến
јанг	yan
јанг	nhan
јанг	dương
јанг	yang
јанг	trẻ
јанг	young
јанг	jung
јанг	yung
ибн	ibn
латвија	latvia
копенхаген	copenhagen
паланка	palanka
загуба	mát
заболувања	benh
заболувања	bệnh
одржана	chức
сицилија	sicilia
сицилија	sicily
сицилија	sicile
стихови	lyrics
сингапур	singapore
приватна	tư
кориснички	dùng
кевин	kevin
дупка	lỗ
дупка	hố
дупка	chẻ
дупка	đổ
дупка	dump
брани	cọc
брани	cọc
брани	cọc
братство	fraternity
братство	brotherhood
бранко	branko
симеон	simeon
ама	nhưng
двапати	twice
врата	cửa
мајчин	native
кастилја	castilla
секс	sex
келн	cologne
келн	köln
шкотски	scottish
средби	encounters
нејзини	its
ахмед	ahmed
соработници	associates
себастијан	sebastian
храни	feed
плус	cộng
плус	plus
саудиска	saudi
олимпијада	olympic
олимпијада	olympics
лоренс	laurence
лоренс	lawrence
дробови	phổi
дробови	ớt
мозок	óc
мозок	não
мозок	óc
мозок	brain
мозок	não
властите	bang
македонец	macedonia
етика	ethic
правење	making
вратот	họng
вратот	neck
вратот	cổ
селски	làng
франко	franco
зголемена	tăng
мајами	miami
пристаништето	cảng
пристаништето	cổng
пристаништето	port
џими	jimmie
џими	jimmy
орден	orden
слабо	yếu
слабо	nhược
слабо	kém
сопствен	chính
течност	liquid
течност	lỏng
фер	fer
фер	fair
буквално	literal
леб	mì
порази	bại
фризија	frisia
фризија	frisian
агли	góc
агли	ngách
корени	rễ
објавување	đăng
мртви	chết
џовани	giovanni
онлајн	online
марсеј	marseille
марсеј	marseilles
марсеј	marseille
марсеј	marseilles
учењето	học
учењето	học
специјална	cống
накит	sỉ
чувствува	giác
ниско	low
ниско	thấp
метар	mét
метар	mét
рафаел	raphael
рафаел	pantheon
рафаел	rafael
живеалиште	paddock
живеалиште	chuồng
независен	lập
димитров	dimitrov
авила	ávila
авила	avila
авила	avila
авила	ávila
бактерии	mites
борат	borat
митрополит	metropolitan
мароко	morocco
мароко	maroc
зоран	zoran
променливи	biến
појавување	nhê
определен	quyết
палестина	palestine
зачувување	lưu
зачувување	bích
зачувување	cứu
греми	grammy
уништени	hỏng
уништени	hư
уништени	xì
уништени	hỏng
уништени	xì
вирџинија	virginia
спаси	lưu
спаси	bích
спаси	cứu
постариот	elder
пожар	lửa
пожар	cháy
пожар	lứa
хотел	hotel
позитивен	dương
гребен	reef
дресот	guise
атом	nguyên
атом	atom
градини	vườn
градини	gardens
дејства	hành
федерер	federer
енди	andie
енди	andy
енди	andi
енди	andy
наставата	dạy
ристо	risto
свест	consciousness
кол	cole
рекорди	records
надал	nada
надал	nadal
паун	peacock
тон	ton
тон	tấn
тон	tone
тон	tần
тон	tấn
полна	say
полна	full
полна	đầy
андреа	andrea
астероиди	asteroids
лорд	huân
порт	cảng
порт	cổng
порт	port
венецуела	venezuela
дрвја	cây
бреговите	shores
одлично	tuyệt
одлично	đan
извршена	rendered
лион	lyon
лион	leon
брза	rapid
тунис	tunisia
тунис	tunis
клисура	gorge
клисура	hẻm
видливи	bien
чиста	cai
чиста	sạch
чиста	sạch
брз	mau
брз	nhanh
стокхолм	stockholm
моменти	moments
генетски	di
есен	sáp
есен	rơi
есен	sút
есен	ngã
негативни	âm
негативни	ám
сува	lau
сува	khô
лого	logo
штит	shield
штит	khiên
аристотел	aristotle
марс	mars
четврт	quý
фамилии	gia
пролет	spring
пролет	xuân
пролет	xuân
посети	khách
посети	thăm
градите	ngực
градите	vú
градите	ngực
градите	breast
латинска	latin
возило	xe
марино	marino
нафта	nhớt
нафта	dầu
марки	marks
парови	couples
потера	manhunt
размислување	nghĩ
јозеф	josef
горе	lầu
пренесување	chuyển
пренесување	truyền
грижа	care
спомнува	mentions
ајнштајн	einstein
пеење	hát
пеење	hót
растат	trồng
растат	mọc
растат	grow
лек	thuốc
лек	chữa
лек	cure
лек	lek
сексуално	sex
заби	răng
седма	seven
седма	bảy
седма	seventh
граѓански	civil
граѓански	civic
вие	các
вие	cac
вие	bạn
вие	anh
вие	cô
ѕидини	walls
ѕидини	tường
врските	xích
врските	links
попов	popov
венера	venus
венера	venera
маглина	nebula
круз	cruz
џим	jim
челзи	chelsea
реј	ray
четвртото	mùng
едуар	edouard
цариградски	constantinopolis
цариградски	constantinople
надолу	down
надолу	xuống
сликарство	tranh
сликарство	sơn
лов	hunt
лов	săn
лов	lowe
лов	săn
западни	tây
обединета	united
обединета	hoa
собрани	đọt
кенија	kenya
опашката	đuôi
торонто	toronto
томе	tome
заштити	vệ
бегство	thoát
бегство	escape
алпи	alps
алпи	anpơ
алпи	alpes
дожд	rain
дожд	mưa
жици	chuỗi
жици	strings
жици	chords
вовед	intro
вовед	prelude
росток	rostock
херман	hermann
херман	herman
прав	bụi
прав	chốn
прав	bột
прав	phấn
специјален	cống
уругвај	uruguay
администратор	admin
интелигенција	pet
специјално	cống
современ	contemporary
акциите	kho
базата	base
предизвикана	induced
бунт	loạn
бунт	loạn
бунт	riot
бунт	loạn
преведувач	dịch
биолошки	biologically
ирски	irish
пере	pere
богато	richly
богато	vương
богато	giàu
богато	rich
испрати	gửi
испрати	gởi
нешта	điều
нешта	đồ
нешта	stuff
забрана	ban
забрана	cấm
забрана	banning
кутија	hộp
кутија	box
кутија	bốc
персеј	perseus
мишел	michelle
мишел	michel
лета	fly
лета	ruồi
лета	bay
катар	qatar
мок	ioc
глобус	globe
честичка	hạt
високиот	cao
врховен	supreme
јазли	hải
совети	khuyên
совети	tips
совети	mẹo
контадор	contador
жито	lúa
жито	hạt
двд	dvd
двд	dvd
двд	dvds
милош	milos
копното	liền
мур	maori
мур	moor
мур	moore
сребро	bạc
чешки	séc
амбасадор	sứ
суштина	essence
вестфалија	westphalia
георг	georg
јадење	dish
јадење	món
јадење	ăn
достапна	rảnh
истакнати	chê
четвртфиналето	quarterfinal
четвртфиналето	quarterfinals
тајни	secrets
детство	trãi
теоретски	huấn
близнаци	gemini
близнаци	twins
никифор	nikephoros
дознајте	ngộ
дознајте	học
оска	trục
копно	đáp
копно	liền
ослободи	release
ослободи	nhả
чехословачка	czechoslovakia
каролина	caroline
каролина	karolina
каролина	carolina
маршал	marshall
спринт	sprint
наследници	heirs
донесен	tan
депозити	deposit
пакет	gói
јазол	node
јазол	nút
јазол	gút
јазол	knot
остава	lá
мостови	bridges
мостови	cầu
повисок	taller
статуа	tượng
бришење	xóa
бришење	xoá
николас	nicolas
николас	nikolas
николас	nicholas
устата	miệng
устата	mồm
пехар	cup
пехар	cốc
пехар	tách
инженер	hoạ
анатомија	anatomy
џони	johnny
џони	jonny
хозе	jose
хозе	jose
хозе	josé
рузвелт	roosevelt
дански	danish
ибрахим	ibrahim
абдул	abdul
јаде	ăn
јаде	ăn
погодок	phát
погодок	bắn
јајце	jajce
јајце	trứng
лева	leva
лева	trái
депресија	depression
ева	eva
ева	eva
ева	eve
ева	ava
платно	canvas
платно	xxxx
светец	saint
светец	thánh
волтер	voltaire
волтер	walter
гама	gamma
андре	andre
андре	andré
андре	andre
андре	andré
лист	bích
лист	lá
стрела	arrow
варшава	warszawa
варшава	warsaw
фројд	freud
алексиј	alexios
шанса	hội
внатрешно	nội
внатрешно	nội
вилает	vilayet
андерсон	anderson
дупки	lỗ
продавница	shop
продавница	tùng
кетрин	kathryn
кетрин	catherine
кетрин	catarina
кетрин	katherine
школи	trường
облак	sky
облак	mây
облак	cloud
порти	gates
порти	cổng
помагаат	cứu
помагаат	giúp
икона	icon
уметничко	art
уметничко	nghệ
реченица	câu
продаде	bán
медиум	vừa
медиум	medium
медиум	trung
изгуби	thua
димитриј	dmitri
димитриј	dmitry
димитриј	dimitri
блокови	chặn
именки	nouns
фернандо	fernando
широки	rộng
широки	vid
широки	rộng
покрива	covers
петти	fifth
андроник	andronikos
снег	tuyết
снег	snow
фредерик	frederik
фредерик	friedrich
фредерик	frederick
фредерик	frederic
глави	đầu
глави	vát
судбината	destiny
судбината	phạn
александрија	alexandria
сава	sava
пумпа	bơm
селекција	chọn
внатрешен	nội
внатрешен	nội
потер	potter
изучување	học
бар	bar
предавање	nhường
стојат	đứng
истражувач	explorer
дејствија	hành
позитивно	dương
крстот	chinh
крстот	chon
судири	clashes
лоша	xấu
лоша	bad
лоша	kém
лоша	khiếp
лоша	tệ
малта	malta
џин	jin
џин	kim
џин	gin
џин	jean
џин	gien
џин	gene
џин	gen
џин	giant
џин	toshiba
ватикан	vatican
евертон	everton
хамилтон	hamilton
порто	porto
фондација	quỹ
фондација	foundation
фондација	nọc
планинска	núi
говорници	loa
оксфорд	oxford
обидуваат	cố
феникс	phượng
феникс	phoenix
франк	frank
франк	franc
вил	will
вил	sẽ
вил	muốn
вил	wil
состанок	họp
одново	lại
кодови	codes
кодови	mã
логото	logo
почва	đất
вашиот	của
судски	judicial
стока	bò
жива	sống
жива	live
жива	alive
девојки	girls
девојки	gái
нето	web
нето	net
тврдини	fortresses
операцијата	thao
камбоџа	campuchia
камбоџа	campuchia
пауза	break
пауза	phá
пенсилванија	pennsylvania
обем	volume
џенова	genoa
џенова	genova
смени	ca
смени	switch
смени	chuyển
смени	đổi
смени	thay
птоломеј	ptolemaios
птоломеј	ptolemy
електричен	điện
јата	cụm
ширењето	tán
ширењето	tràn
кредит	credit
кредит	gmail
вкупен	tổng
ропство	âu
ропство	bondage
тебе	các
тебе	cac
тебе	bạn
тебе	anh
тебе	cô
бутан	bhutan
маркс	marx
маркс	marks
расел	russell
етнографија	ethnography
излез	xuất
излез	thoát
излез	exit
етиопија	ethiopia
падините	hillside
леонардо	leonardo
родригез	rodriguez
родригез	rodríguez
забрането	cấm
забрането	cấm
забрането	cấm
крит	crete
клуч	key
клуч	khóa
клуч	phím
вистина	thật
вистина	đúng
коментар	luận
либија	libya
пиење	nhậu
пиење	uống
сино	xanh
јаглен	than
јаглен	than
бах	bach
класици	classics
реформа	reforming
дортмунд	dortmund
одлична	tuyệt
одлична	đan
празнина	void
празнина	gap
создадено	tạo
бостон	boston
кенеди	jfk
кенеди	kennedy
фатих	fatih
купи	mua
купи	mua
зголемен	tăng
балкански	balkan
лерин	florina
тајланд	thailand
џерси	jersey
противници	opponents
глаголи	verbs
шри	sri
нацистичка	nazi
холандскиот	bản
холандскиот	hoà
холандскиот	dutch
сиднеј	sydney
јасна	jasna
јасна	xoã
даноци	thuế
претпоставка	assumption
корен	root
корен	chủ
денис	denise
денис	dennis
денис	denis
уништен	hỏng
уништен	hư
уништен	xì
порталот	portal
порталот	cổng
лук	luke
лук	tỏi
камп	camp
камп	trại
месечина	moonlight
месечина	nen
месечина	nguyệt
месечина	trăng
месечина	moon
концертот	concert
коските	xương
ориентација	hướng
обичен	plain
обичен	chung
кока	coke
кока	coca
кока	soda
кока	cola
кока	coca
мануел	manuel
харвард	havard
харвард	harvard
солунски	salonica
базел	basel
цврсто	đặc
цврсто	chật
столбови	đương
столбови	cột
словенечки	slovene
мол	mole
мол	talpa
мол	mol
десетина	chục
десетина	tá
мпц	moc
мпц	mộc
мпц	mpc
салвадор	salvador
сребрени	bạc
фрум	froome
огромно	huge
окото	eye
окото	mắt
филаделфија	philly
филаделфија	philadelphia
палеолог	palaiologos
ѓоковиќ	djokovic
годишнината	khắc
сама	độc
талент	tài
поема	thơ
повредени	thương
повредени	thương
обвивка	layer
обвивка	lớp
емисии	khoe
овци	cừu
бистрица	bistrica
картички	bài
картички	thẻ
сараево	sarajevo
комора	vẹn
носорог	rhino
претпријатие	enterprise
уништена	hỏng
уништена	hư
уништена	xì
уништена	hỏng
уништена	xì
крајбрежје	coastline
крајбрежје	coast
чаршија	bazaar
кора	vỏ
кора	cora
тигар	tiger
тигар	cọp
тигар	hổ
оливер	oliver
душан	dusan
душан	dushan
предаде	phản
предаде	bội
вилсон	wilson
пара	parra
пара	para
возел	driven
возел	tông
дигитални	digital
павел	pavel
павел	panel
достапен	rảnh
густав	gustav
обединети	united
обединети	hoa
деветта	đoàn
бомба	bomb
бомба	bom
одмазда	payback
одмазда	thù
примен	inducted
роми	romy
роми	roma
фишер	fisher
фишер	fischer
мекленбуршка	mecklenburgische
квадратен	đc
квадратен	square
квадратен	vuông
грофот	đếm
гордон	gordon
сибир	sibir
сибир	siberia
геј	gay
внимателно	kỹ
лас	las
валтер	walther
валтер	walter
ман	mans
ман	mann
чарли	charlie
чарли	vc
преземање	takeover
агенти	enquiry
поразени	bại
полн	say
полн	full
полн	đầy
про	pro
реконструкција	tái
реконструкција	shuffle
крим	crimea
крим	crimean
крим	krym
подалеку	xa
подалеку	phí
триесет	thirty
месецот	tháng
сексуална	sex
биро	bureau
биро	cục
биро	bàn
поднесе	gửi
поднесе	nộp
поднесе	submit
еванс	evans
низок	low
низок	thấp
хокеј	hockey
долу	down
долу	xuống
пештерата	cave
пештерата	hang
пештерата	grotto
адаптација	adaptation
ентони	anthony
адреси	url
темпо	gear
нога	foot
нога	bộ
нога	chân
господар	thầy
свето	thánh
манастирска	cloister
манастирска	monastic
швајцарски	swiss
еквадор	ecuador
азот	nitơ
азот	nitrogen
саган	sagan
гитари	guitars
плаќа	trả
танзанија	tanzania
новинари	khmer
закажано	hẹn
диоксид	dioxide
диоксид	điôxít
убава	đẹp
ограничување	hạn
ограничување	constraint
стакло	cốc
стакло	kính
стакло	ly
дарвин	darwin
лев	lev
отпорот	vây
отпорот	cự
подлога	nền
подлога	background
трајковски	trajkovski
љубљана	ljubljana
џеј	bum
џеј	jay
метро	metro
гаврил	gabriel
леополд	léopold
леополд	leopold
неуспех	fail
мирис	mùi
мирис	aroma
канадски	canadian
проверка	tra
чука	hê
чука	sọc
животи	lives
недостатокот	vitamin
гватемала	guatemala
гватемала	gua
шеќер	đường
шеќер	sugar
насловната	bìa
насловната	cover
насловната	che
сребрен	bạc
плажа	biển
плажа	beach
хелсинки	helsinki
драган	dragan
лисабон	lisboa
лисабон	lisbon
патрик	patrick
херои	heroes
доминација	domination
доминација	dominance
темно	dark
темно	tối
подели	tách
подели	chia
подели	chia
отстрани	bỏ
отстрани	xóa
бројки	số
кирилица	cyrillic
марио	mario
резолуција	vụn
резолуција	giải
подвид	subspecies
тајван	taiwan
пен	penn
пен	pen
пен	bút
астрономија	astronomy
привлече	vẽ
привлече	lê
привлече	drew
печка	lò
печка	furnace
нормална	chuẩn
нормална	thường
додатоци	extras
пресметување	tính
копија	chép
копија	copy
копија	trích
доцна	sen
доцна	trễ
доцна	khuya
доцна	muộn
алмерија	almería
боцвана	botswana
дневник	log
ориз	gạo
ориз	cơm
бајазит	bayezid
началник	sếp
монтреал	montréal
монтреал	montreal
фра	fra
форд	ford
кат	tầng
кат	sàn
дејв	dave
коефициент	coefficient
втори	giây
удари	strokes
елен	hươu
елен	ellen
забелешка	note
умре	chết
кавказ	caucasus
кавказ	kavkaz
мајстори	masters
арнолд	arnold
григориј	gregory
сара	sarah
сара	sara
баден	baden
могила	mound
могила	gò
приштина	pristina
селим	selim
купола	dome
купола	vòm
доделување	trao
јар	yar
последиците	chụm
последиците	véo
собир	rally
собир	gom
распадот	disintegration
убаво	đẹp
греј	gray
греј	xám
греј	xám
флора	flora
лопез	lopez
корпус	corpus
класика	classics
класика	classic
спиење	ngủ
спиење	ngủ
спиење	ngự
кери	kerry
кери	gary
кери	carrie
кери	keri
негативно	âm
негативно	ám
раси	xáo
прекар	nickname
гага	gaga
затвореници	cons
сиромашните	nghèo
сиромашните	nghiệp
мечки	gấu
кажано	vernacular
петровиќ	petrovic
слем	slam
хебрејски	hebrew
женева	geneve
галија	gaulois
галија	gaul
јупитер	jupiter
прилика	dịp
подем	rise
владо	vlado
опашка	đuôi
опаѓање	giảm
мит	mit
мит	myth
мит	mit
мит	mlt
митрополитот	metropolitan
дитмаршен	dithmarschen
табла	tablet
морган	morgan
мачки	mèo
мачки	cats
цврста	đặc
холмс	holmes
бит	bit
бит	cắn
алабама	alabama
претходни	trước
дени	danny
тренд	trend
специјалист	chuyên
храброст	dũng
храброст	chống
откритие	discovery
пола	paula
пола	nửa
хјустон	houston
топли	ấm
доверба	tin
шумски	rừng
бразилски	brazil
бразилски	brazilian
челик	thép
дама	đầm
дама	tẩy
однапред	advance
душа	hồn
душа	soul
џери	gerry
џери	geri
џери	jerry
ирина	irene
ирина	irina
зевс	zeus
парче	mảnh
парче	miếng
парче	piece
парче	vở
притоки	tributaries
алексеј	alexey
алексеј	alexei
алексеј	aleksey
алексеј	aleksey
алексеј	aleksei
телефон	đt
бргу	mau
бргу	nhanh
бргу	mau
бргу	nhanh
еди	eddie
еди	edi
еди	eddy
расказ	truyện
расказ	chuyện
патувања	du
патувања	du
патувања	journeys
патувања	trips
долен	hạ
долен	dưới
долен	bậc
долен	đáy
долен	bottom
лоциран	nằm
последни	cuối
цевка	ống
тврдења	ngợi
тврдења	khai
бин	bin
бин	bean
бин	đậu
георгиев	georgiev
единаесет	eleven
врти	spinner
врти	spinning
врти	spin
врти	quay
бик	taurus
бик	ngưu
бик	bò
бик	bull
били	billy
били	billie
диего	diego
чаплин	chaplin
антика	antique
кабел	cáp
гледање	xem
претвора	converts
бон	bón
бон	bon
потпишувањето	ký
нигерија	nigeria
папуа	pa
хил	đồi
хил	ngổn
хил	hill
хил	hoan
ветер	gió
делајл	delisle
јамајка	jamaica
леопард	leopard
вероисповед	denomination
бруто	ghê
лутер	luther
пресметува	tính
фејсбук	facebook
квебек	quebec
масачусетс	massachusetts
даблин	dublin
работно	nghề
работно	việc
рајан	ryan
валенсија	valencia
остин	austen
остин	austin
крајна	ultimate
гостин	khách
кеш	kesh
кеш	cache
кеш	cash
хусеин	hussein
истрага	inquiry
соби	phòng
холивуд	hollywood
арм	tay
пердуви	lông
трансформација	biến
прозорец	sổ
мускули	muscle
произлегуваат	cuống
пештера	cave
пештера	hang
негативен	âm
негативен	ám
стан	condo
стан	hộ
хор	hup
роб	rob
роб	cướp
чист	sạch
чист	cai
чист	sạch
алберто	alberto
повикува	gọi
комнин	komnenos
даре	dám
седмата	seventh
казни	phạt
казни	câu
казни	phạt
штутгарт	stuttgart
зеленчук	rau
зеленчук	rau
зеленчук	rau
гарда	gác
гарда	canh
еколошки	ctp
апликација	app
скок	nhảy
скок	leap
спречување	ngăn
придонесува	contributes
ниш	nis
ниш	nish
франческо	francesco
грбови	lưng
индијана	indiana
епир	epirus
лацио	lazio
пловдив	plovdiv
партизан	partizan
чашка	cup
чашка	cốc
чашка	tách
песок	bi
песок	cát
длабока	deep
длабока	sâu
неапол	naples
неапол	napoli
премиера	premiere
њутн	newton
зелени	lục
леонард	leonard
сем	sam
донесување	enactment
куранот	quran
чад	tchad
чад	chad
чад	hút
чад	khói
главното	chính
главното	main
петре	petre
петре	jesse
вимблдон	wimbledon
тврдење	nhận
сончеви	nắng
сончеви	sunny
ита	bảnh
парсонс	parsons
играње	thấm
играње	chơi
играње	divx
помина	tan
перформанси	suất
прекин	ngắt
јоаким	joakim
јоаким	joaquim
јоаким	joachim
допир	touch
допир	ống
допир	sờ
допир	chạm
квадрат	đc
квадрат	square
квадрат	vuông
човечка	human
абу	abu
цврсти	đặc
фолклор	folklore
позитивна	dương
средновековен	medieval
либан	liban
либан	lebanon
блог	blog
животински	vật
фузија	fusion
автопат	freeway
атлетика	athletics
јосип	josip
кино	kino
кино	phim
крзно	lông
белгиски	bỉ
ким	kim
слаб	yếu
слаб	nhược
јулија	yulia
јулија	julia
јулија	juliet
морис	morris
морис	maurice
поделено	chia
мичиген	michigan
избега	thoát
избега	escape
пресмета	tính
чека	đợi
чека	chờ
знаел	tú
ернест	ernest
зависат	hinge
јони	johnny
ознаки	thẻ
ознаки	tags
мобилни	mobile
мобилни	mobil
тешкотии	nhọc
тотенхем	tottenham
родик	roddick
екстремно	extreme
заробени	lửng
заробени	kẹt
фанови	fans
фанови	fan
впрочем	vả
стандардна	chuẩn
стандардна	standard
рон	ron
исполни	meet
исполни	gặp
чевли	giày
чевли	giầy
чевли	móng
гени	gien
џорџија	gruzia
џорџија	georgia
вистинско	real
вистинско	thực
вистинско	thật
вистинско	thiệt
средновековни	medieval
вајт	wyatt
вајт	trắng
вајт	white
вајт	bạch
вајт	whyte
загрозени	endangered
загрозени	tiềm
професија	nghề
тренерот	hlv
лак	arc
лак	cung
лак	bow
британците	brits
керамика	gốm
керамика	ceramic
керамика	gốm
маргарет	margaret
дамјан	damien
латиница	latin
елиот	elliott
елиот	eliot
елиот	elliot
цевки	tuber
разбере	hiểu
разбере	hieu
кристина	christina
кристина	kristina
кристина	christine
кристина	cristina
кантри	quốc
федерацијата	federation
мета	meta
мета	đo
киро	kiro
бартон	burton
бартон	barton
педро	pedro
поетски	thơ
вежби	gỉa
рига	riga
ланка	lanka
вајмар	weimar
брзини	gears
брзини	gear
делта	delta
реални	tế
лихтенштајн	liechtenstein
слуша	nghe
погон	phao
пребарување	tìm
витенберг	wittenberg
пченка	maze
пченка	ngô
пченка	bắp
пченка	lúa
банди	bundy
плазма	plasma
палма	palma
старост	tuổi
мелбурн	melbourne
економисти	economists
габи	gaby
циа	cia
циа	cla
циа	cia
циа	ương
циа	cla
алегро	allegro
мртов	chết
одра	oder
покасно	sau
свис	suisse
мачка	mèo
мачка	cat
немири	loạn
немири	riot
палермо	palermo
печатење	in
печатење	in
буенос	buenos
трофеј	cúp
слаба	yếu
слаба	nhược
внесување	nhập
внесување	danh
змии	rắn
ракописи	manuscripts
диви	wild
диви	hoang
диви	savage
гувернерот	đốc
северот	bắc
кара	kara
кара	cara
капетанот	trưởng
болоња	bologna
живите	sống
живите	living
омраза	hat
омраза	ghét
омраза	hat
поморски	maritime
отвор	phễu
трново	tarnovo
терористички	khủng
диско	disco
иствуд	eastwood
каеда	qaida
судбина	destiny
судбина	phạn
гана	ghana
гана	ghanaian
креирање	tạo
креирање	tạo
креирање	tạo
полни	say
полни	full
полни	đầy
репутација	đồn
капија	gate
капија	cổng
споменат	liễu
ридови	đồi
ридови	hills
пареа	steam
пареа	lết
бременоста	thai
непал	nepal
падне	sáp
падне	rơi
падне	sút
падне	ngã
татковина	motherland
татковина	homeland
татковина	fatherland
теза	thesis
гробница	mộ
гробница	tomb
габриел	gabriel
габриел	gabrielle
тренинг	luyện
тренинг	training
аирес	aires
вклучено	gồm
вклучено	kèm
емитување	phát
ираклиј	heraclius
возење	cưỡi
возење	ri
бих	bih
каиро	cairo
брзи	mau
брзи	nhanh
паркер	parker
максим	maksim
максим	maximus
максим	maxim
максим	maxime
десетици	chục
придружба	entourage
загриженост	lo
вајлд	wilde
експлозија	blast
експлозија	nổ
експлозија	nổ
славните	celebrity
славните	nổi
прими	nhận
непријател	địch
непријател	thù
непријател	địch
железно	sắt
дер	der
раб	mép
раб	edge
раб	rìa
раб	cạnh
камера	camera
ланд	đáp
флеш	nháy
флеш	flash
терминал	trạm
терминал	tận
нигер	niger
духови	ghosts
духови	ma
поблиску	closer
церемонија	lễ
броз	broz
недостиг	vitamin
наследен	thừa
лоза	vine
лоза	bloodline
зелен	lục
злосторства	atrocities
бијонсе	beyoncé
бијонсе	beyonce
бијонсе	beyonce
грин	greene
грин	greens
сфера	cầu
живеалишта	residences
живеалишта	dwellings
рог	rogue
рог	sừng
рог	kèn
рог	horn
прес	nhấn
прес	bào
прес	ấn
прес	bấm
династии	triều
податок	dữ
маска	nạ
маска	mask
бунтот	loạn
сива	xám
прогласи	tuyên
жолто	vàng
жолто	nhát
фановите	fans
фановите	fan
измама	deception
измама	scam
фантастика	fiction
ситни	petty
роуз	rose
роуз	ngợi
североисточна	northeastern
петнаесет	fifteen
готски	goth
готски	gothic
радост	joy
паул	paul
мотив	motif
фокс	fox
фокс	cáo
кил	kiel
бронзени	đồng
поток	luồng
поток	suối
поток	stream
блејк	blake
гијом	guillaume
буш	bush
бруклин	brooklyn
регент	regent
помлад	younger
спроти	across
магија	spell
магија	thuật
магија	magic
забележана	đốm
забележана	spotted
