और	és
संग्रह	archívum
संग्रह	adatgyűjtés
संग्रह	gyűjtés
संग्रह	gyűjtemény
संग्रह	kollekció
भीतर	belül
भीतर	belül
मौजूद	léteznek
मौजूद	létezni
मौजूद	létezik
मौजूद	ajándék
मौजूद	jelen
रक्त	vér
रक्त	véres
रक्त	blood
कांग्रेस	kongresszus
सम्मान	tiszteletet
सम्मान	tisztelet
सम्मान	becsület
सम्मान	megtiszteltetés
नृत्य	dance
नृत्य	tánc
नृत्य	táncolj
नृत्य	táncolni
सामूहिक	kollektív
स्रोत	forrás
स्रोत	forrás
स्रोत	források
लगे	lage
एकल	egyedülálló
एकल	single
एकल	egyetlen
एकल	szingli
संकेत	tipp
संकेत	jelet
संकेत	jel
संकेत	jelzés
संकेत	jelkép
संकेत	szimbólum
मानक	normál
मानक	szabványos
मानक	szabvány
मानक	standard
बताया	mondtam
स्वतंत्रता	szabadság
स्वतंत्रता	szabadság
स्वतंत्रता	függetlenség
यौगिक	összetett
यौगिक	vegyület
किन्तु	kikap
विकि	wiki
विद्यालय	iskolákban
विद्यालय	iskolák
विद्यालय	iskola
विद्यालय	iskolában
विद्यालय	iskola
विद्यालय	suli
अंतर्राष्ट्रीय	international
अंतर्राष्ट्रीय	nemzetközi
विशाल	hatalmas
विशाल	óriási
विशाल	grandiózus
विशाल	nagyok
विशाल	nagyméretű
विशाल	nagy
विशाल	masszív
विशाल	hatalmas
बंगाल	bengáli
कानून	jogszabályok
कानून	jog
कानून	jogszabály
कानून	törvény
कानून	jogszabályok
कानून	törvényeket
कानून	törvények
महान	nagyszerű
बल	force
बल	erő
भाई	tesó
भाई	testvér
तहत	alatt
तहत	alatta
तहत	alá
उपचार	orvosság
उपचार	kezelés
उपचार	kezelésre
उपचार	kezelése
उपचार	kezelések
केन्द्र	középre
केन्द्र	központ
केन्द्र	center
केन्द्र	középre
केन्द्र	központ
केन्द्र	centrum
अवस्था	állapot
अवस्था	állami
अवस्था	állam
लागू	alkalmazták
लागू	alkalmazni
लागू	jelentkezz
लागू	alkalmazandó
लागू	alkalmazható
निजी	személyes
निजी	személyi
निजी	magán
निजी	privát
निर्णय	ítélet
निर्णय	ítélet
निर्णय	döntés
निर्णय	határozat
निर्णय	döntések
निर्णय	határozatok
जॉन	john
जॉन	jános
मिला	megtalált
मिला	megtaláltam
मिला	talált
मिला	mila
घंटे	órákban
घंटे	óra
घंटे	órák
वंश	dinasztia
प्रारंभिक	kezdeti
प्रारंभिक	előzetes
मुक्त	ingyenes
मुक्त	ingyen
मुक्त	free
मुक्त	szabad
बल्कि	inkább
परन्तु	de
मनुष्य	ember
मनुष्य	emberi
मनुष्य	férfi
मनुष्य	ember
उपकरण	szerszám
उपकरण	eszköz
उपकरण	eszközök
उपकरण	berendezések
उपकरण	készülékek
उपकरण	berendezés
उपकरण	berendezések
उपकरण	felszerelés
उपकरण	felszerelések
उपकरण	berendezések
उपकरण	készülék
उपकरण	készülékek
उपकरण	berendezés
उपकरण	szerkezet
उपकरण	eszköz
उपकरण	készülék
उपकरण	eszközök
उपकरण	szerszám
उपकरण	szerszámok
उपन्यास	újszerű
उपन्यास	regény
नेपाल	nepál
ऑफिस	hivatal
ऑफिस	iroda
बदलाव	átalakítás
बदलाव	változás
बदलाव	változtatás
बदलाव	megváltozott
बदलाव	változások
अनुमति	jogosultság
अनुमति	engedélyek
अनुमति	jogosultságok
अनुमति	engedélyezett
अनुमति	engedélyezve
अनुमति	megengedett
अनुमति	engedély
अनुमति	engedélyt
अनुमति	jogosultság
नीति	szabályzat
नीति	politika
हवाई	hawaii
हवाई	hawaii
गांव	település
गांव	falusi
गांव	falu
वापस	vissza
यूरोपीय	európa
यूरोपीय	europe
यूरोपीय	európában
यूरोपीय	európai
पटना	patna
साधारण	egyszerű
साधारण	szimpla
साधारण	középszerű
साधारण	általános
साधारण	tábornok
देखने	megtekintés
देखने	megtekintése
पंजाब	punjab
दक्षिणी	dél
दक्षिणी	déli
दक्षिणी	dél
दक्षिणी	délre
दक्षिणी	déli
बैंड	band
बैंड	banda
बैंड	együttes
बैंड	zenekar
नया	újdonság
नया	új
नया	újabb
पर्वत	hegyen
पर्वत	hegyi
पर्वत	hegy
पर्वत	hegyek
सूर्य	napsütés
सूर्य	sun
सूर्य	nap
सूर्य	napfény
अनुवाद	fordítás
अनुवाद	fordítás
अनुवाद	lefordítani
अनुवाद	fordítás
अनुवाद	fordítások
समुदाय	közösségek
समुदाय	közösség
समुदाय	közösségi
मान	érték
मान	értékek
मान	érték
मान	értéke
स्वतंत्र	független
स्वतंत्र	önálló
स्वतंत्र	függetlenek
टीवी	tv
टीवी	televízió
हाल	nemrég
हाल	legutóbbi
चला	futás
कथा	elbeszélés
पक्ष	szívesség
पक्ष	oldalra
पक्ष	oldalam
पक्ष	side
दृश्य	megtekintés
दृश्य	jelenet
दृश्य	látható
दृश्य	megtekintés
दृश्य	kilátás
दृश्य	nézet
भोजन	konyha
भोजन	étel
भोजन	élelem
भोजन	élelmiszerek
भोजन	táplálék
भोजन	élelmiszer
भोजन	élelmiszerek
भोजन	ételek
भोजन	vacsora
भोजन	étkezés
भोजन	étel
शिव	shiva
मॉडल	modellek
मॉडल	modelleket
मॉडल	model
मॉडल	minta
मॉडल	modell
मुंबई	mumbai
आयोजित	tartott
आयोजित	tartották
आयोजित	tartottak
प्रकाशन	kiadás
प्रकाशन	kiadó
प्रकाशन	közzététel
प्रकाशन	kiadvány
प्रकाशन	közzététel
प्रांत	tartomány
प्रांत	tartományban
अतः	ezért
मिलियन	milánó
मिलियन	milan
मिलियन	milánói
मिलियन	millió
मिलियन	milliók
मिलियन	millió
पांच	öt
पांच	öten
संचालित	működtetett
संचालित	üzemeltetett
संचालित	meghajtású
उससे	őt
उससे	neki
वहां	ott
विधानसभा	közgyűlés
विधानसभा	gyűlés
विधानसभा	szerelvény
मन	elme
मन	mann
ऑस्ट्रेलिया	ausztrália
उम्र	kor
उम्र	életkor
सागर	tengeren
सागर	tengeri
सागर	tenger
सक्रिय	engedélyezve
सक्रिय	melléknév
सक्रिय	aktív
सक्रिय	aktívak
आया	aya
आया	jött
निश्चित	bizonyos
अभिनेत्री	színésznő
छोड़	skip
कृपया	kérem
कृपया	kérlek
जर्मनी	németül
जर्मनी	német
जर्मनी	németország
हासिल	teljesült
हासिल	megvalósult
हासिल	elért
लंदन	londoni
लंदन	londonban
लंदन	london
लंदन	londonba
जापान	japán
वस्तु	tárgy
वस्तु	tétel
वस्तु	elem
वस्तु	anyagok
वस्तु	anyag
वस्तु	anyaga
वस्तु	objektum
वस्तु	tárgy
वस्तु	tárgyak
वस्तु	objektumok
सम्मानित	megtisztelő
सम्मानित	megtiszteltetés
स्वरूप	formátuma
स्वरूप	formátum
जीत	win
जीत	nyerni
जीत	győzelem
जीत	nyerj
जीत	győz
जीत	nyert
अध्यक्ष	elnök
अध्यक्ष	szónok
अध्यक्ष	felszólaló
अध्यक्ष	elnök
राज्यों	államok
राज्यों	államokat
मामले	ügyek
मामले	esetekben
मामले	esetek
विजेता	győztes
विजेता	nyertes
विजेता	győztesek
विजेता	nyertesek
बाजार	bazár
बाजार	piacokon
बाजार	piacok
बाजार	piac
बाजार	piaci
बाजार	market
लीग	league
लीग	liga
कविता	vers
कविता	verset
कविता	vers
कविता	költészet
तरफ	oldalra
तरफ	oldalam
तरफ	side
दिसंबर	december
दिसंबर	decemberi
दिसंबर	decemberben
दिसंबर	dec
खान	kahn
खान	khan
खान	kán
वास्तविक	real
वास्तविक	valós
वास्तविक	igazi
वास्तविक	valódi
वास्तविक	tényleges
वास्तविक	őszinte
वास्तविक	valódi
चैनल	csatornák
चैनल	chanel
चैनल	csatorna
उत्पाद	termék
उत्पाद	termékek
उत्पाद	termék
उत्पाद	termékeket
राज	raj
सात	hetes
सात	hét
सात	vii
आरंभ	start
आरंभ	kezdés
आरंभ	kezdeni
आरंभ	startup
योग्य	minősített
योग्य	képzett
योग्य	képesített
योग्य	jogosult
योग्य	támogatható
समुद्र	tengerek
समुद्र	tengeren
समुद्र	tengeri
समुद्र	tenger
प्रारंभ	kezdődött
प्रारंभ	kezdte
प्रारंभ	elkezdődött
प्रारंभ	start
प्रारंभ	kezdés
प्रारंभ	kezdeni
प्रारंभ	startup
प्रारंभ	indító
प्रारंभ	kezdő
समाचार	hírek
समाचार	hír
समस्या	gond
समस्या	probléma
समस्या	baj
वीडियो	videó
वीडियो	video
वीडियो	videót
वीडियो	videók
नही	nem
वन	erdei
वन	erdő
वन	erdők
मत	szavazatok
मत	szavazat
संभव	lehetséges
नेटवर्क	hálózat
नेटवर्क	hálózati
नेटवर्क	network
नेटवर्क	hálózatok
बौद्ध	buddhista
घटना	incidens
घटना	esemény
घटना	rendezvény
घटना	jelenség
प्रकृति	nauru
प्रकृति	jelleg
प्रकृति	természet
मूल्य	árak
मूल्य	ár
मूल्य	ára
मूल्य	érték
मूल्य	értéke
रोचक	érdekes
क्लब	klub
क्लब	club
क्लब	klubok
समिति	bizottság
सर्वाधिक	legtöbb
अरब	arábia
अरब	arab
अरब	milliárd
अरब	egymilliárd
राजनीति	politika
चरण	lépés
चरण	lépcső
चरण	szakaszok
चरण	lépcső
चरण	lépcsők
चरण	lépések
चरण	lépés
चरण	lépéseket
चरण	színpad
चरण	színpadon
नाटक	dráma
नाटक	drama
विरोध	tiltakozás
विरोध	tiltakozások
विरोध	tüntetések
विरोध	tiltakozás
विरोध	tüntetés
विरोध	ellenzéki
विरोध	ellenzék
विरोध	konfliktusok
विरोध	konfliktus
विरोध	ütközés
विरोध	konfliktusok
विरोध	konfliktus
ज्ञात	ismeretes
ज्ञात	ismertek
ज्ञात	ismert
नेतृत्व	vezetői
नेतृत्व	vezetés
अंतर	különbség
अंतर	hézag
अंतर	szakadék
अंतर	rés
अनुभव	tapasztalatok
अनुभव	élmények
अनुभव	élmény
अनुभव	tapasztalat
अनुभव	tapasztalatok
अनुभव	tapasztalattal
संरचना	struktúra
संरचना	szerkezet
संरचना	felépítés
संरचना	építmény
संरचना	textúra
संरचना	összetétel
संरचना	összetétele
निर्धारित	eltökélt
निर्धारित	határozott
निर्धारित	meghatározott
निर्धारित	meghatározva
कैलेंडर	naptár
कैलेंडर	naptári
सीमित	korlátozzák
सीमित	limited
सीमित	limitált
सीमित	korlátozott
सीमित	korlátolt
सीमित	szűk
सीमित	keskeny
पत्रिका	magazin
पत्रिका	tár
पत्रिका	újság
पत्रिका	journal
पत्रिका	napló
पत्रिका	lap
पत्रिका	lapjában
तेल	olaj
तेल	kőolaj
तेल	olajjal
तेल	olajat
काव्य	költői
काव्य	vers
काव्य	költészet
छोटा	kis
छोटा	kicsik
छोटा	kicsi
छोटा	kis
छोटा	kicsi
छोटा	kevés
छोटा	rövid
छोटा	alacsony
छोटा	röviden
छोटा	kicsi
छोटा	pici
छोटा	apró
संपादन	edit
संपादन	módosítás
संपादन	szerkesztés
संपादन	szerkesztése
संपादन	módosítások
संपादन	módosításai
संपादन	módosításokkal
संपादन	vágás
संपादन	szerkesztés
संपादन	vágó
औसत	átlagos
औसत	átlagosan
औसत	átlag
औसत	középszerű
औसत	aljas
अफ्रीका	afrikai
अफ्रीका	afrika
विश्वास	bizalom
विश्वास	hitem
विश्वास	faith
विश्वास	hit
विश्वास	hittel
विश्वास	hitet
विश्वास	önbizalom
विश्वास	bizalom
विश्वास	hiszem
विश्वास	higgy
विश्वास	hit
रक्षा	megvédeni
रक्षा	védelem
रक्षा	védekezés
रक्षा	védelmi
रक्षा	védelem
रक्षा	védekezés
रक्षा	védelmi
जर्मन	németül
जर्मन	német
विपरीत	fordítva
विपरीत	fordított
विपरीत	szemben
विपरीत	ellentétes
खुद	magam
खुद	saját
निर्माता	gyártói
निर्माता	gyártók
निर्माता	producerek
निर्माता	termelők
निर्माता	gyártó
निर्माता	gyártó
निर्माता	termelő
निर्माता	producer
निर्माता	termelői
निर्माता	alkotó
निर्माता	teremtő
प्रतियोगिता	versengés
प्रतियोगिता	konkurencia
प्रतियोगिता	verseny
प्रतियोगिता	pályázat
प्रतियोगिता	verseny
विद्युत	elektromosság
विद्युत	villamosenergia
विद्युत	elektromos
विद्युत	villamos
विद्युत	villany
विद्युत	elektromos
वायु	szél
वायु	szelet
वायु	levegő
वायु	air
निर्भर	eltartott
निर्भर	függő
आसपास	közelben
आसपास	közeli
अधिनियम	aktus
अधिनियम	felvonás
लिखे	írj
लिखे	írni
लिखे	írjon
रूस	oroszország
विजय	győzelem
बस	busz
बस	autóbusz
बस	busszal
बस	egyszerűen
बस	csak
गुरु	guru
महिलाओं	hölgyek
महिलाओं	hölgyeim
महिलाओं	nőstények
महिलाओं	nők
महिलाओं	asszonyok
महिलाओं	női
महिलाओं	nő
फ्रांस	franciaország
फ्रांस	france
धारा	áramlat
धारा	jelenlegi
धारा	aktuális
धारा	részleg
धारा	szakasz
धारा	szekció
धारा	patak
प्रेम	prem
प्रेम	szeretettel
प्रेम	love
प्रेम	szeretet
प्रेम	szerelem
इंजन	hajtómű
इंजन	motor
इंजन	hajtóművek
इंजन	hajtómű
इंजन	motorok
आंदोलन	izgatottság
आंदोलन	nyugtalanság
आंदोलन	mozgás
अंतरराष्ट्रीय	international
अंतरराष्ट्रीय	nemzetközi
कृष्णा	krishna
सफलता	sikeres
सफलता	siker
विधान	jogalkotási
विधान	jogszabályok
विधान	jogszabály
विधान	jogalkotás
रासायनिक	kémiai
कृष्ण	krishna
चलता	sétál
डॉलर	dollárban
डॉलर	dollár
डॉलर	dollár
बच्चे	gyerekek
बच्चे	kölykök
बच्चे	gyermek
बच्चे	gyermeke
बच्चे	gyermekem
बच्चे	gyerek
मन्दिर	templom
मन्दिर	szentély
मन्दिर	temploma
मन्दिर	temple
पर्याप्त	elég
मसीह	krisztus
पूजा	puja
भारी	heavy
भारी	súlyos
भारी	nehéz
पत्नी	feleségem
पत्नी	felesége
पत्नी	feleség
मान्यता	hit
मान्यता	érvényessége
मान्यता	érvényességi
मान्यता	megjelenítés
मान्यता	elismerés
मान्यता	felismerés
इंडिया	india
कप	kupa
कप	csésze
कप	cup
कप	pohár
कप	bögre
कपूर	kapoor
अत्यंत	rendkívül
तरीके	módok
उचित	vásár
उचित	korrekt
उचित	tisztességes
उचित	fair
उचित	igazságos
उचित	helyénvaló
उचित	megfelelő
उचित	méltányos
उचित	ésszerű
उचित	megfelelő
सड़क	utca
सड़क	út
सड़क	uton
सड़क	közúti
रात	éj
रात	este
रात	éjjel
रात	éjszaka
विदेशी	tengerentúli
विदेशी	külföldi
विदेशी	kül
विदेशी	külföldiek
सूत्र	képlet
सूत्र	formula
जीव	teremtmények
जीव	lények
जीव	élőlény
जीव	organizmus
डिग्री	fokban
डिग्री	fok
डिग्री	fokozat
डिग्री	diploma
डिग्री	fok
बाल	haj
बाल	szőr
झील	tó
झील	tavi
झील	tavon
मामलों	ügyek
मामलों	esetekben
मामलों	esetek
यद्यपि	habár
यद्यपि	bár
स्वामी	tulaj
स्वामी	tulajdonos
स्वामी	tulajdonosa
स्वामी	swami
स्वामी	tulajdonosok
स्वामी	tulajdonosai
सिर्फ	csak
सिर्फ	kizárólag
सिर्फ	csak
कश्मीर	kashmir
कश्मीर	kasmír
सुविधा	létesítmény
सुविधा	funkció
सुविधा	közüzemi
पिछले	előző
पिछले	korábbi
आयु	élettartam
आयु	kor
आयु	életkor
प्रचार	kinevezés
प्रचार	előléptetés
प्रचार	előmozdítása
प्रचार	kiemelés
प्रचार	promóciós
प्रचार	előmozdítása
प्रचार	propaganda
प्रशिक्षण	tréning
प्रशिक्षण	képzési
प्रशिक्षण	kiképzés
प्रशिक्षण	képzés
प्रशिक्षण	edzés
फ़रवरी	februárban
फ़रवरी	februári
फ़रवरी	február
उल्लेखनीय	figyelemreméltó
रेडियो	rádió
रेडियो	rádiós
रेडियो	radio
डिजाइन	terveket
डिजाइन	tervek
डिजाइन	dizájn
डिजाइन	tervezési
डिजाइन	design
डिजाइन	tervezés
कंप्यूटर	számítógép
कंप्यूटर	komputer
कंप्यूटर	computer
कंप्यूटर	számítógép
कंप्यूटर	számítógépek
मंत्री	miniszter
मंत्री	miniszterek
सम्बन्ध	kapcsolatok
आबादी	lakott
आबादी	populáció
आबादी	népesség
आबादी	lakosság
तत्व	elemei
तत्व	elemek
तत्व	elemet
तत्व	elem
दस	tíz
आगरा	agra
भौतिक	fizikai
जिन	jin
जिन	gin
जिन	gint
आपको	te
सहयोग	együttműködés
सहयोग	együttműködés
गैस	benzin
गैस	gáz
वी	wii
राय	vélemény
राय	véleményt
राय	vélemények
राय	vélemény
राय	vélemények
राय	roy
कनाडा	kanada
कनाडा	kanadai
व्यक्तियों	személyek
विश्लेषण	bontás
विश्लेषण	bontás
विश्लेषण	elemzés
विश्लेषण	elemzések
विश्लेषण	analízis
विश्लेषण	elemzők
लक्ष्य	célkitűzések
लक्ष्य	célpontok
लक्ष्य	célok
लक्ष्य	gól
लक्ष्य	cél
लक्ष्य	célpont
लक्ष्य	cél
लक्ष्य	célkitűzések
लक्ष्य	célokat
लक्ष्य	célok
शासक	uralkodó
न्यायालय	bíróság
न्यायालय	udvar
न्यायालय	court
न्यायालय	számvevőszék
तमिल	tamil
अधिकतर	leginkább
अधिकतर	főleg
अधिकतर	főként
अधिकतर	többnyire
मीडिया	media
मीडिया	média
जूलियन	julian
पार्क	park
पार्क	parkok
पार्क	parks
तट	harbor
अधिकारी	hivatalos
अधिकारी	tisztviselő
अधिकारी	tisztek
मिट्टी	agyag
मिट्टी	clay
मिट्टी	iszap
मिट्टी	sár
तंत्र	rendszer
तंत्र	system
सितम्बर	szeptemberben
सितम्बर	szeptember
सितम्बर	szeptemberi
सितम्बर	sep
सप्ताह	héten
सप्ताह	hét
सप्ताह	hetekig
सप्ताह	hetek
निकट	küszöbön
निकट	közelgő
निकट	közel
क्रम	megrendelés
क्रम	rendelés
क्रम	rend
क्रम	parancs
क्रम	szekvencia
क्रम	sorrend
भवन	épület
भवन	épületek
मिली	megtalált
मिली	megtaláltam
मिली	talált
ग्राम	gramm
ग्राम	nagyi
ग्राम	gramm
ग्राम	gram
शायद	talán
शायद	talán
शायद	valószínű
शायद	valószínűleg
देख	lásd
लिंक	hivatkozás
लिंक	kapcsolat
लिंक	link
लिंक	linket
लिंक	hivatkozást
लिंक	linkek
लिंक	hivatkozások
लिंक	kapcsolatok
पाँच	öt
पाँच	öten
निर्देशक	rendező
निर्देशक	igazgató
लक्षण	tünetei
लक्षण	tünetek
लक्षण	tünet
लक्षण	tünetek
लक्षण	jelek
लक्षण	jelzések
लक्षण	táblák
संपर्क	kapcsolatfelvétel
संपर्क	kapcsolattartó
संपर्क	kontakt
संपर्क	érintkezés
संपर्क	kapcsolat
संपर्क	kapcsolatba
संपर्क	kapcsolattartás
संपर्क	kapcsolatok
वित्तीय	pénzügyi
गंगा	ganga
गंगा	gangesz
महीने	hónap
महीने	hónapokig
महीने	hónapok
महीने	hónap
महीने	hónapja
शर्मा	sharma
सुरक्षित	védett
सुरक्षित	biztonságos
सुरक्षित	biztonságban
सुरक्षित	széf
सुरक्षित	biztonság
सुरक्षित	fenntartva
सुरक्षित	foglalt
सुरक्षित	fenntartott
सुरक्षित	biztonságos
पर्यावरण	környezet
पर्यावरण	környezetvédelem
लगातार	folyamatos
लगातार	folytonos
लगातार	folyamatosan
पद्म	padma
अत्यधिक	nehezebb
अत्यधिक	súlyosabb
अत्यधिक	rendkívül
भूगोल	geometria
भूगोल	globe
भूगोल	földrajz
बेहतर	jobb
बेहतर	jobban
मुख्यालय	főhadiszállás
मुख्यालय	székhely
मुख्यालय	főhadiszállás
लिपि	ábécé
लिपि	abc
लिपि	forgatókönyv
लिपि	forgatókönyvet
एल्बम	album
एल्बम	albumok
धन	pénz
धन	pénzt
सॉफ्टवेयर	szoftverek
सॉफ्टवेयर	szoftver
योग	összeg
योग	jóga
शीर्ष	felül
शीर्ष	top
शीर्ष	csúcs
शीर्ष	felső
शीर्ष	legfelső
संस्था	intézmény
संस्था	intézmények
औद्योगिक	ipari
प्रधान	fővezér
प्रधान	prime
प्रधान	elsődleges
प्रधान	főnök
नेता	vezér
नेता	leader
नेता	vezető
नेता	vezetői
नेता	vezetők
संविधान	alkotmány
अनुमान	becsült
अनुमान	becslés
शीर्षक	főcím
शीर्षक	felirat
शीर्षक	címeket
शीर्षक	címek
शीर्षक	fejléc
शीर्षक	fejes
शीर्षक	cím
शीर्षक	címe
शीर्षक	beosztás
अवसर	alkalom
अवसर	esélyt
अवसर	chance
अवसर	esély
अवसर	lehetőséget
अवसर	lehetőség
अवसर	lehetőségek
अवसर	lehetőségeket
अंक	számjegye
अंक	számjegy
अंक	pontszám
अंक	pont
अंक	pontok
अंक	pontszám
शोध	kutatás
शोध	kutatások
शोध	kutatási
स्पेन	spanyolország
गांधी	gandhi
हमेशा	mindig
जोखिम	kockázat
जोखिम	kockázatos
जोखिम	veszélyességi
जोखिम	veszély
तापमान	hőmérséklet
तापमान	hőmérő
शाखा	ágak
शाखा	fiókok
शाखा	branch
शाखा	ág
इत्यादि	stb
प्रतीक	jelek
प्रतीक	jelölések
प्रतीक	szimbólumok
प्रतीक	szimbólum
प्रतीक	jelkép
प्रतीक	szimbólum
प्रतीक	ikon
प्रतीक	ikonok
संदर्भ	hivatkozás
संदर्भ	hivatkozásokat
संदर्भ	hivatkozások
संदर्भ	bíró
संदर्भ	hivatkozás
संदर्भ	referencia
संदर्भ	utalás
संदर्भ	összefüggés
संदर्भ	összefüggésben
करीब	közelebb
करीब	szoros
करीब	közel
करीब	bezárása
करीब	közeli
चक्र	volán
चक्र	kereket
चक्र	kerék
चक्र	ciklus
चक्र	ciklusok
चक्र	ciklus
चक्र	ciklusban
प्राथमिक	elsődleges
प्राथमिक	primer
प्राथमिक	előzetes
गुण	attribútum
गुण	ingatlan
गुण	tulajdon
गुण	ingatlanok
गुण	tulajdonság
गुण	tulajdonság
गुण	tulajdonságai
गुण	ingatlanok
गुण	tulajdonságok
गुण	attribútumok
ग्रह	planet
ग्रह	bolygónak
ग्रह	bolygónk
ग्रह	bolygó
ग्रह	bolygók
महल	mahal
महल	erődök
महल	palota
महल	palace
सिद्ध	bizonyítottan
सिद्ध	bizonyított
बजाय	inkább
बजाय	helyett
बजाय	ehelyett
बजाय	helyette
निधन	halál
बराबर	egyenlően
बराबर	egyformán
बराबर	egyenlők
बराबर	egyenlő
बराबर	egyenlők
बराबर	egyenlőek
बराबर	egyenlő
मिनट	perc
मिनट	jegyzőkönyv
मिनट	percek
मिनट	perc
मिनट	min
फिल्मों	mozi
फिल्मों	filmek
फिल्मों	filmeket
व्यवसाय	üzletek
व्यवसाय	vállalkozások
व्यवसाय	foglalkozása
व्यवसाय	szakma
व्यवसाय	foglalkozás
व्यवसाय	üzleti
व्यवसाय	üzlet
संरक्षण	megőrzése
संरक्षण	védelmet
संरक्षण	védelme
संरक्षण	védelem
संरक्षण	oltalom
शो	mutasd
शो	show
प्रस्ताव	pályázat
प्रस्ताव	javaslat
प्रस्ताव	pályázatok
प्रस्ताव	javaslatok
प्रस्ताव	javaslatokat
प्रस्ताव	ajánlat
प्रस्ताव	ajánlatot
रिपोर्ट	jelentést
रिपोर्ट	jelentés
रिपोर्ट	beszámoló
रिपोर्ट	jelentések
रिपोर्ट	beszámolók
अंग	orgona
अंग	szerv
हिस्से	részben
हिस्से	rész
हिस्से	része
हिस्से	frakció
मुस्लिम	muszlim
मुस्लिम	muzulmán
मुस्लिम	muszlimok
रिकॉर्ड	rekord
रिकॉर्ड	lemez
रिकॉर्ड	feljegyzések
रिकॉर्ड	records
रिकॉर्ड	nyilvántartások
रिकॉर्ड	nyilvántartás
सरल	egyszerű
सरल	szimpla
धातु	metál
धातु	metal
धातु	fémek
धातु	fém
धातु	fémek
परिषद	tanács
परिषद	államszövetség
शारीरिक	fizikai
शारीरिक	szomatikus
संघर्ष	viszály
संघर्ष	küzdelem
संघर्ष	ütközés
संघर्ष	konfliktusok
संघर्ष	konfliktus
तकनीक	technikus
तकनीक	tech
तकनीक	technika
तकनीक	technológia
तकनीक	technika
तकनीक	technikák
फल	gyümölcs
फल	gyümölcsök
फल	gyümölcsöt
फल	gyümölcs
फल	gyümölcsök
कैसे	hogyan
प्रकट	felfedje
प्रकट	felfedni
कार्बनिक	organikus
कार्बनिक	szerves
शाह	shah
विवरण	megnevezés
विवरण	leírása
विवरण	leírás
विवरण	részletek
विवरण	részleteket
विवरण	részlet
विवरण	részletes
शादी	házasság
शादी	házasságot
शादी	esküvő
शादी	esküvőn
शादी	esküvőre
उप	tengeralattjáró
पात्र	tároló
पात्र	tartály
पात्र	konténer
वेब	web
वेब	háló
वेब	webes
संसद	parlament
सन्दर्भ	hivatkozás
सन्दर्भ	hivatkozásokat
सन्दर्भ	hivatkozások
सन्दर्भ	hivatkozás
सन्दर्भ	referencia
सन्दर्भ	utalás
सन्दर्भ	összefüggés
सन्दर्भ	összefüggésben
परमाणु	nukleáris
परमाणु	molekula
परमाणु	atom
परमाणु	atom
आक्रमण	invázió
आक्रमण	támadás
कार	autóval
कार	kocsi
कार	autó
कार	kocsival
कार	autókat
कार	autók
कार	kocsik
जांच	szonda
जांच	megvizsgálja
जांच	vizsgálat
जांच	nyomozás
जांच	kivizsgálás
जांच	vizsgálati
जांच	vizsgálat
जांच	próba
जांच	teszt
पत्थर	kő
पत्थर	stone
आठ	nyolc
विषयों	témák
टेनिस	tenisz
पारंपरिक	hagyományos
पारंपरिक	tradicionális
अकादमी	akadémia
सतह	felszín
सतह	felület
सतह	felszíni
देव	dev
देव	deo
युक्त	ukrajna
अभियान	kampányok
अभियान	kampány
घोषित	bejelentett
घोषित	bejelentette
घोषित	bejelentett
घोषित	meghirdetett
लिखी	megírva
लिखी	írásbeli
लिखी	írta
लिखी	írott
सिस्टम	rendszer
सिस्टम	system
सिस्टम	rendszerek
सिस्टम	systems
किनारे	szélek
किनारे	edge
कार्बन	szén
प्रतिक्रिया	reagálás
प्रतिक्रिया	reakció
प्रतिक्रिया	reakciók
प्रतिक्रिया	visszajelzés
प्रतिक्रिया	reagálás
प्रतिक्रिया	reagálni
प्रतिक्रिया	reagáló
प्रतिक्रिया	reaktív
प्रतिक्रिया	reagálás
प्रतिक्रिया	reakció
प्रतिक्रिया	válasz
गणित	matek
गणित	matematika
गणित	matematikai
गणित	matematika
गणित	matematikus
गणित	matek
गणित	matematikai
गणित	matematika
मौत	halál
विवाद	viták
विवाद	vitás
विवाद	vita
विवाद	jogvita
अली	ali
ग्रहण	napfogyatkozás
तकनीकी	műszaki
तकनीकी	technikai
माँ	anyák
माँ	maa
माँ	anyu
माँ	anya
माँ	édesanyám
माँ	anya
मैदान	síkság
मैदान	sima
मैदान	terep
मैदान	talaj
विमान	repülés
विमान	légiközlekedés
विमान	légiközlekedési
विमान	légijármű
विमान	repülőgépek
विमान	repülőgép
विमान	repülő
विमान	repülőgép
सक्षम	engedélyezve
सक्षम	képes
वातावरण	környezet
वातावरण	környezetvédelem
वातावरण	légkör
वातावरण	atmoszféra
वातावरण	hangulat
लागत	költség
लागत	költségek
लागत	költség
लागत	költségek
सीधे	egyenesen
सीधे	egyenes
सीधे	közvetlenül
रोमन	római
रोमन	roman
मील	mérföld
मील	miles
मील	mérföld
लोकसभा	parlament
अज्ञात	ismeretlenek
अज्ञात	ismeretlen
अज्ञात	anonim
अज्ञात	névtelen
रेखा	line
रेखा	sor
रेखा	vonal
पार	kereszt
पार	cross
पार	keresztbe
लेखन	írások
लेखन	írással
लेखन	írás
लेखन	írása
सेंट	cent
बोली	ajánlat
बोली	licit
नष्ट	megsemmisült
नष्ट	elpusztult
नष्ट	elpusztította
नष्ट	elpusztít
नष्ट	pusztít
नष्ट	elpusztítani
