strategia	estratexia
nienawiści	odio
nienawiści	odio
nienawiści	os
nienawiści	o
nienawiści	a
wietnam	vietnam
nagi	espido
mick	mick
przerwa	romper
przerwa	o
wróg	inimigo
wróg	inimigos
pomysłów	as
pomysłów	ideas
wyciąg	extraer
wyciąg	extraen
olbrzymi	un
olbrzymi	xigantes
olbrzymi	xigante
waluty	moeda
wiedząc	saber
wiedząc	sabendo
wiedząc	sabe
obserwowane	miraba
obserwowane	ollos
obserwowane	puña
obserwowane	mirei
naturalna	natural
naturalna	normal
naturalna	naturais
naturalna	a
dumy	orgullo
dumy	orgulloso
zrozumienie	entender
zrozumienie	comprensión
zrozumienie	entendemento
zrozumienie	comprender
przyrządy	instrumental
przyrządy	instrumentos
komuniści	os
komuniści	comunistas
komuniści	comunista
komuniści	partido
komuniści	comunistas
wygraną	gañar
cienia	sombra
cienia	sombra
rochester	rochester
diabła	demo
diabła	diaño
rebelii	rebelión
rebelii	rebeldes
monster	monstro
ukończone	os
spektrum	espectro
konsumentów	consumidores
cienkie	no
królik	coello
pin	prendedor
meble	mobles
wrażenia	impresión
drama	drama
brand	marca
ładne	moi
ładne	bastante
ładne	bonita
ładne	ben
ładne	bonito
ładne	ben
ładne	bonita
ładne	bo
ładne	boa
stephena	stephen
bangladeszu	bangladesh
wieczna	eterna
dala	lonxe
biel	brancos
biel	branco
biel	branca
biel	brancas
wieści	noticias
wieści	noticia
wieści	novas
różowe	rosas
różowe	rosa
instalacje	aparello
instalacje	instalación
gazetę	xornais
gazetę	xornal
młot	martelo
zimna	frío
zimna	fría
zimna	arrefriado
nowości	noticias
nowości	noticia
nowości	novas
nowości	novo
nowości	novas
nowości	nova
nowości	novos
mine	miña
mine	meus
mine	meu
surowiec	materiais
surowiec	material
surowiec	prima
ciągły	continuo
ciągły	continua
atakuje	ataca
atakuje	ataques
tlen	osíxeno
wzorzec	padrón
wzorzec	de
wzorzec	patrón
wzorzec	pauta
życzenia	desexa
ruby	ruby
kolorowe	cor
kolorowe	de
rowerów	bicicleta
rowerów	en
interpretację	interpretación
naprawić	amañar
naprawić	establecer
naprawić	arranxar
naprawić	a
wypełnione	de
wypełnione	cheos
atlantyk	atlántico
przyrząd	instrumento
bogactwa	riqueza
bogactwa	riquezas
bogactwa	coa
millera	miller
magiczne	maxia
magiczne	máxico
magiczne	máxica
magiczne	máxicos
magiczne	máxico
biologiczne	biolóxicas
biologiczne	biolóxica
biologiczne	biolóxico
biologiczne	biolóxicos
aplikacje	aplicacións
aplikacje	para
dyskryminacji	discriminación
świadomie	consciente
świadomie	conscientemente
spodnie	pantalóns
spodnie	pantalón
spodnie	pantalóns
spodnie	ruta
spodnie	no
spodnie	os
spodnie	pantalón
spodnie	brancos
klatka	foto
klatka	gaiola
chroniony	protexido
daj	dar
daj	dáme
oak	oak
oak	carballo
agenci	axentes
trawy	herba
śnieg	neve
śnieg	impecable
towary	bens
towary	luxo
towary	o
towary	ben
towary	mercadoría
skupić	centre
skupić	centrarse
skupić	centramos
skupić	centrarme
skupić	foco
skupić	focalizar
fajnie	ben
fajnie	divertido
fajnie	divertida
miara	medida
miara	medir
miara	medimos
dokładny	exacto
dokładny	preciso
dokładny	precisa
dokładny	exacto
dokładny	exacta
dokładny	mesmas
dokładny	exactamente
dokładny	mesma
reformę	reforma
reformę	reformatorio
siedzi	séntase
siedzi	senta
siedzi	sentada
siedzi	sentados
siedzi	sentado
czytanie	lendo
czytanie	ler
czytanie	lectura
czytanie	a
stabilności	estabilidade
depresji	depresión
depresji	posparto
depresji	a
depresji	da
hai	hai
głośno	forte
głośno	alto
głośno	alta
głośno	voz
głośno	barullento
głośno	ruidoso
wyroków	xuízos
szefowie	xefes
barrett	barrett
barrett	barret
czysta	limpa
czysta	limpo
czysta	limpar
czysta	puro
czysta	pura
czysta	puros
propaganda	propaganda
potężne	poderosa
potężne	poderosos
potężne	poderoso
próbowano	intento
próbowano	de
urodzona	nacín
urodzona	naceu
urodzona	nacer
urodzona	naciches
urodzona	nacen
hel	helio
noce	as
noce	noites
noce	noite
noce	polas
czekam	agardando
czekam	espera
czekam	a
czekam	esperar
czekam	esperando
czekam	agardar
głęboki	no
głęboki	fondo
głęboki	profundo
głęboki	profundidade
głęboki	de
celi	célula
celi	cela
domek	cabana
piasek	area
diety	dieta
jordana	jordan
finanse	finanzas
kaznodzieja	sacerdote
przybycie	chegada
sardynii	sardeña
rozmowę	conversación
rozmowę	conversa
rozmowę	sobre
klucze	chaves
klucze	as
klucze	clave
klucze	chave
członkostwa	de
świadczenia	beneficios
świadczenia	os
klarnet	clarinete
klarnet	o
osłabienie	debilidade
organiczne	orgánico
koszykówka	baloncesto
koszykówka	básquet
lwy	leóns
przetrwać	sobrevivir
przetrwać	sobrevivimos
przetrwać	á
przetrwać	sobreviven
przetrwać	sobreviva
przetrwać	ser
przetrwać	humano
przetrwać	supervivintes
dusz	almas
zarządca	director
jednolitego	cada
jednolitego	simple
jednolitego	soa
jednolitego	só
jednolitego	única
jednolitego	único
sudanie	sudán
mat	oficial
peak	pico
ludzka	humanos
ludzka	humana
ludzka	humano
rama	foto
przygodę	aventura
domyślnie	defecto
domyślnie	por
sudan	sudán
zbawienia	exército
zbawienia	de
zbawienia	salvacionista
zbawienia	salvación
federalny	federal
federalny	circuíto
federalny	federais
powieszenie	pendurada
powieszenie	a
powieszenie	colgar
zaawansowane	avanzado
zaawansowane	avanzada
ania	anne
ania	anna
psychiczne	psicolóxica
psychiczne	psicolóxicas
psychiczne	mentais
psychiczne	mental
wyjątki	excepción
wyjątki	excepcións
policjanci	poli
policjanci	policías
policjanci	policía
policjanci	polis
policjanci	policías
policjanci	axentes
easy	sinxelo
easy	fácil
easy	doado
easy	calma
easy	acouguen
piramidy	pirámide
moralne	morais
moralne	moral
moralne	a
moralne	vontade
zmienność	variación
ciemny	escuras
ciemny	escuro
ciemny	escura
ciemny	escuridade
ciemny	noite
dyskutujemy	falar
dyskutujemy	a
technologiczny	tecnolóxica
upadł	caeu
upadł	namorou
upadł	caín
upadł	adormeceu
marx	marx
doris	doris
wierność	lealdade
logiczne	lóxica
pen	boli
pen	lápiz
pen	pluma
mafia	turba
mafia	mafia
mafia	mafia
robotnicy	traballadores
robotnicy	os
robotnicy	obreiros
tworzyw	plásticos
tworzyw	os
fortuna	fortuna
nicka	nick
palmy	palmas
oferta	poxa
oferta	oferta
oferta	ofrecer
oferta	lle
oferta	unha
gruby	groso
gruby	graxos
gruby	graxa
gruby	gorda
gruby	gordo
gruby	gordos
gruby	o
wytrzymałość	fortaleza
wytrzymałość	forzas
wytrzymałość	forza
wytrzymałość	a
wytrzymałość	radica
konferencję	conferencia
konferencję	de
konferencję	conferencias
konferencję	rolda
tytoniu	tabaco
przewodnicząca	presidente
przewodnicząca	vicepresidente
przewodnicząca	o
wdowy	viúva
sumienia	consciencia
sumienia	a
sumienia	conciencia
sumienia	da
piekło	inferno
piekło	carallo
piekło	demo
piekło	cona
mleko	leite
singapuru	singapur
widza	espectador
pot	suor
pot	factoría
nielegalne	ilegal
opuszczenie	deixar
opuszczenie	marcho
opuszczenie	marchar
reprezentować	representa
reprezentować	representan
śladu	a
śladu	rastro
martwy	mortos
martwy	morto
martwy	morta
martwy	morreu
cartoon	viñeta
cartoon	tira
pusta	baleira
pusta	baleiro
pusta	baleiras
pusta	valeiro
kotów	gatos
przewaga	vantaxe
agencję	axencia
agencję	de
wartościowe	valioso
futbol	fútbol
ludzki	humanos
ludzki	humana
ludzki	humano
szczęki	mandíbula
przyjmują	adopte
iskra	chispa
raporty	reportando
raporty	información
raporty	informes
raporty	sobre
modyfikacje	modificación
tortur	tortura
mickey	mickey
mickey	micky
czysty	puro
czysty	pura
czysty	puros
czysty	limpa
czysty	limpo
czysty	limpar
zamieszanie	confusión
pasza	comer
pasza	alimentar
pasza	poderán
pasza	de
pasza	manter
platform	plataforma
inspekcji	inspección
cash	diñeiro
cash	en
cash	efectivo
cash	contado
cash	cartos
cash	suficiente
cash	cobro
cash	cobrar
gardła	gorxa
reżim	réxime
głód	fame
chłodzenia	refrixeración
rosjanin	rusa
rosjanin	ruso
prawnika	avogado
prawnika	avogadiño
miedź	cobre
boska	divino
boska	divina
istot	os
istot	seres
twardy	difícil
twardy	duro
twardy	dura
twardy	por
twardy	duro
twardy	duros
twardy	difícil
banda	forzados
banda	morea
banda	uns
banda	de
banda	chea
banda	grupo
banda	fato
róż	rosas
róż	rosa
róż	rosas
drukowane	impreso
sprawozdanie	informe
sprawozdanie	informar
funkcjonariusze	oficiais
funkcjonariusze	os
funkcjonariusze	seus
funkcjonariusze	policías
lód	xeo
odległe	distante
odległe	afastado
potężny	poderosa
potężny	poderosos
potężny	poderoso
pokoje	cuartos
pokoje	salas
pokoje	habitacións
pokoje	ventiladas
redaktorzy	editores
abigail	abigail
plaża	beach
plaża	praia
losowanie	debuxar
losowanie	que
losowanie	os
losowanie	absorber
losowanie	sur
losowanie	debuxaría
losowanie	lotería
losowanie	de
losowanie	lotaría
losowanie	debuxo
słuchaczem	escoita
słuchaczem	ouvinte
psychologiczne	psicolóxica
psychologiczne	psicolóxicas
irański	irán
dżungli	selva
genetyczne	xenética
genetyczne	xenéticas
genetyczne	xenéticos
genetyczne	xenético
jenkins	jenkins
dziewczęta	as
dziewczęta	ás
dziewczęta	rapazas
dziewczęta	mozas
dziewczęta	nenas
wysiłki	esforzos
wysiłki	esforzo
sonny	filliño
rozwojowe	desenvolvemento
rozwojowe	trastorno
niesie	leva
pak	ton
uruchomiony	correr
uruchomiony	correndo
uruchomiony	a
golf	golf
golf	ao
widma	espectro
mafii	turba
mafii	mafia
mafii	mafia
kontekst	contexto
kontekst	de
kontekst	fondo
dziewczynki	as
dziewczynki	ás
dziewczynki	rapazas
dziewczynki	mozas
dziewczynki	nenas
wytwarzanie	xeración
wytwarzanie	da
bishop	bispo
florencja	florence
fat	graxa
fat	gorda
fat	gordo
fat	gordos
fat	o
zarządzany	e
zarządzany	puido
zarządzany	conseguimos
zarządzany	a
zanieczyszczenia	contaminación
autostradzie	estrada
internationale	o
internationale	xénero
zabronione	prohibido
zabronione	prohibidas
wing	nunha
wing	á
pozytywny	positivo
pozytywny	positiva
wojownik	guerreiro
wojownik	forte
materia	importa
materia	materia
materia	che
materia	pasa
sugestie	unha
sugestie	suxestión
rejsu	levádeme
zdrowy	san
zdrowy	saúde
zdrowy	sans
zdrowy	saudable
wczesna	cedo
wczesna	primeiras
pope	papa
frankie	frankie
zgłoś	informe
zgłoś	informar
lustra	espellos
zostawiając	deixar
zostawiając	marcho
zostawiając	marchar
ciemna	escuras
ciemna	escuro
ciemna	escura
ciemna	escuridade
ciemna	noite
rzeczywiste	real
znika	desaparecendo
znika	desaparición
demokratyczny	democrático
potwór	monstro
pionowo	pé
pionowo	verticais
pionowo	vertical
uniwersalny	universais
uniwersalny	universal
niz	ca
niz	máis
niz	que
niz	do
niz	mellor
napój	beber
napój	bebe
napój	copa
napój	soda
wyjątkowy	único
wyjątkowy	únicas
wyjątkowy	especial
wyjątkowy	especiais
muzułmanie	musulmáns
lenny	lenny
sugar	azucre
epidemia	brote
epidemia	epidemia
pożary	lumes
światów	mundos
wodospad	cae
hipotez	hipóteses
miękkie	suave
melodii	melodía
inwazja	invasión
piec	cociniña
piec	forno
dobrowolnie	voluntariamente
podwójnie	o
podwójnie	dobre
podwójnie	double
ucha	oído
ucha	ouvido
ucha	orella
sprzedać	vender
sprzedać	vende
papa	papá
doświadczonych	experimentou
doświadczonych	experiencia
doświadczonych	experimentado
doświadczonych	nisto
dyrektorów	directores
innowacji	innovación
teddy	peluche
krzywej	curva
glebie	chan
glebie	terra
krytycznych	crítica
pień	maleteiro
freddie	freddie
przetłumaczyć	traduce
biznes	negocios
biznes	negocio
biznes	asunto
biznes	traballo
sloan	sloan
sloan	a
sloan	matou
mordercy	asasinos
mordercy	asasino
mordercy	asasinos
roztwór	solución
roztwór	solucións
prochy	medicamentos
prochy	fármacos
prochy	drogas
głęboka	no
głęboka	fondo
głęboka	profundo
głęboka	profundidade
głęboka	de
szkło	vaso
szkło	vidro
szkło	cristal
szkło	de
szkło	copa
pierwiastek	orixe
pierwiastek	raíz
kawałki	partes
kawałki	pezas
kawałki	pezas
kawałki	clave
kawałki	anacos
kawałki	pedazos
pewność	certeza
grom	canóns
grom	trono
grom	os
grom	tronos
protestancki	protestante
pamiętaj	lembrar
pamiętaj	lembro
pamiętaj	lembra
pamiętaj	lembras
gorąco	quente
gorąco	calor
gorąco	calefacción
gorąco	calor
gorąco	o
hamburger	hamburguesa
skandal	escándalo
chłopaka	mozo
regularny	regularmente
regularny	normal
regularny	típica
regularny	de
regularny	taxis
regularny	regular
wskaźniki	indicadores
towarzyskie	social
towarzyskie	sociais
marines	marines
debaty	debate
organizować	organizar
rolls	e
dawson	dawson
błota	lama
zdrady	unha
zdrady	traizón
zdrady	deslealdade
zdrady	a
spacer	camiñando
spacer	pola
spacer	andar
spacer	andando
spacer	subindo
spacer	camiñaba
spacer	camiñar
spacer	polas
spacer	andar
spacer	camiñar
jaskiń	cavernas
jaskiń	covas
kwadrat	cadrado
kwadrat	square
kwadrat	cadradas
kwadrat	praza
kwadrat	limpo
rezolucja	resolución
aplikacja	aplicación
aplikacja	aplicación
receptorów	receptores
luka	distancia
przejściowy	transición
składane	a
ofiarami	vítimas
minerały	minerais
najbliższej	máis
napisałeś	escribín
napisałeś	escribiron
napisałeś	escribiume
napisałeś	escribiu
napisałeś	a
automat	máquina
automat	lavadora
automat	maquinaria
automat	metralladoras
nici	fío
pomarańczowy	laranxa
atmosfera	atmosfera
atmosfera	ambiente
phantom	membro
phantom	pantasma
phantom	carreta
otworów	buratos
otworów	buracos
porównać	comparar
porównać	comparamos
kwasy	ácido
kwasy	aminoácidos
afrykański	áfrica
afrykański	africana
afrykański	africanos
afrykański	africano
okrągły	redondo
okrągły	redondos
okrągły	xira
okrągły	arredor
okrągły	preto
rubin	ruby
statystyka	estatísticas
zamieszczone	no
szeryf	alguacil
szeryf	shérif
szeryf	gobernador
geograficzna	geographic
fizyczny	física
fizyczny	físicos
fizyczny	físicas
fizyczny	físico
negatywny	negativo
najmniejszych	máis
wszechświat	universo
wszechświat	do
liderzy	líderes
liderzy	os
reklamę	publicidade
dusze	almas
dusze	alma
dynamiczny	dinámica
dynamiczny	dinámicas
dynamiczny	dinámica
traktowanie	tratar
traktowanie	tratamento
traktowanie	tratamentos
traktowanie	trato
traktowanie	tratar
traktowanie	tratas
traktowanie	trátame
dozwolone	permitiu
dozwolone	se
dozwolone	permita
dozwolone	lles
dozwolone	permite
dozwolone	non
dozwolone	permiten
dozwolone	vir
oznaki	sinais
niejasne	mala
private	privadas
private	privado
private	privada
private	privados
private	raso
private	soldado
kukurydzy	millo
kukurydzy	trigo
monitor	monitor
latający	a
latający	voando
latający	voar
efektywności	eficiencia
efektywności	eficacia
fani	ventiladores
rzeczywista	real
zbieranie	reunión
zbieranie	de
zbieranie	colección
rzadka	pouco
zależny	dependentes
zależny	depende
przetłumaczone	traducido
logika	lóxica
awaria	por
awaria	cardíacos
awaria	imaxinación
awaria	fracaso
awaria	fracasado
awaria	accidente
awaria	de
dojrzewania	adolescencia
kont	contas
babka	avoa
wtorek	martes
kawaleria	cabalaría
jednolity	uniforme
płat	lóbulo
nadmiar	exceso
nadmiar	de
marianne	marianne
marianne	marianka
upper	esquina
upper	superior
biegun	polo
biegun	poste
ojczyzna	país
prawników	avogados
obrazek	foto
obrazek	imaxe
obrazek	fotografía
obrazek	imaxe
zielono	verde
zielono	verdes
zielono	green
hiv	vih
hiv	o
ustalona	decidido
ustalona	con
anioły	os
anioły	anxos
anioły	inferno
klawisze	chaves
klawisze	as
nierówności	desigualdade
wczesny	cedo
wczesny	primeiras
dłuższa	xa
dłuższa	máis
dłuższa	tempo
dłuższa	non
dłuższa	a
sing	cantar
sing	canta
sing	cante
doświadczony	experimentou
doświadczony	experiencia
doświadczony	experimentado
doświadczony	nisto
przestaje	paradas
przestaje	frea
przestaje	detén
przestaje	deixa
przestaje	se
schwytany	capturado
schwytany	capturados
schwytany	prisioneiro
przenoszenie	transferir
przenoszenie	traslado
przenoszenie	movéndose
przenoszenie	aquí
przenoszenie	de
odmawia	rexeita
duchowe	espiritual
duchowe	senda
zmuszając	a
zmuszając	obrigando
kabina	taxi
kabina	cabana
sporty	deportes
sporty	deporte
cliff	cliff
narządy	órganos
narządy	órgano
trening	formación
trening	estudan
trening	adestramento
trening	unha
trening	práctica
trening	practicar
trening	exercen
interakcji	interacción
bezpieczne	salvo
bezpieczne	segura
bezpieczne	seguro
bezpieczne	seguros
bezpieczne	a
salvatore	salvatore
wart	dignos
wart	respectábeis
wiatrak	fan
łamanie	mesmo
topór	machada
tlenek	nítrico
pociągiem	tren
pociągiem	entreno
pociągiem	metro
ambasadzie	embaixada
przycisk	botón
utrzymywać	manter
utrzymywać	a
orzeczenia	xuízos
jaskinie	cavernas
jaskinie	covas
stwarza	crea
gorące	quente
gorące	calor
kradzieży	un
kradzieży	roubo
przybrzeżnych	costeiras
przybrzeżnych	costeira
przybrzeżnych	costa
sprzedawca	vendedor
sprzedawca	vendedor
sprzedawca	libro
sprzedawca	máis
sprzedawca	vendido
cage	gaiola
rozszerzone	a
gonna	vou
gonna	vas
gonna	vai
cloud	nube
przyroda	vida
przyroda	salvaxe
przyroda	natureza
przyroda	da
przyroda	a
springer	springer
niewydolność	por
niewydolność	cardíacos
niewydolność	imaxinación
niewydolność	fracaso
niewydolność	fracasado
zniknął	desapareceron
zniknął	desapareceu
reaktor	reactor
prime	primeiro
obserwacja	observación
obserwacja	vixilancia
allah	alá
ciemno	escuras
ciemno	escuro
ciemno	escura
ciemno	escuridade
ciemno	noite
bluesa	esa
bluesa	tristeza
bluesa	blues
zwrócony	volveu
strike	folga
strike	ataque
strike	¡
strike	que
strike	empece
pływających	flotante
pływających	aboiando
lenin	lenin
wietnamski	vietnamita
wietnamski	vietnamitas
wietnamski	vietnam
pokrycia	alcance
bydło	gando
bydło	vacas
bydło	gado
gruzja	georgia
różnorodności	diversidade
motyle	bolboretas
bariery	barreira
duszę	alma
nieoczekiwanie	inesperado
bezrobocia	paro
clyde	clyde
oryginał	orixinal
oryginał	orixinais
mccarthy	mccarthy
postępy	progreso
postępy	proceso
postępy	progresos
postępy	segue
kathleen	kathleen
ręczne	manual
rozróżnienie	diferenza
rozróżnienie	distinción
ukarany	castigada
ukarany	castigado
czaszka	cranio
laser	láser
zatrzymanie	parada
zatrzymanie	detención
korzeń	orixe
korzeń	raíz
menadżer	director
prędzej	antes
prędzej	axiña
prędzej	canto
prędzej	tarde
prędzej	cedo
huragan	furacán
tygrys	tigre
tygrys	tiger
tygrys	do
ułamek	fracción
liban	líbano
modyfikacja	modificación
dynamiki	dinámica
dynamiki	dinámicas
łodzie	barcos
czuję	sinto
czuję	sentir
czuję	que
czuję	síntome
współpracować	cooperar
vice	vicepresidente
vice	vicio
vice	iwabuchi
vice	antivicio
naprawa	reparar
twarze	rostros
twarze	caras
zawierającej	que
zawierającej	contén
rozsądek	cordura
pragnienie	desexo
pragnienie	sede
pragnienie	sede
klinicznych	clínicos
klinicznych	clínicas
klinicznych	clínico
skłonność	tendencia
roszczenia	a
roszczenia	que
afera	escándalo
afera	asunto
morale	moral
przetwarzanie	procesando
przetwarzanie	procesamento
duchowej	espiritual
duchowej	senda
sekretarka	de
sekretarka	secretaria
sekretarka	secretario
sekretarka	estado
dłoń	palma
dłoń	da
dłoń	palm
dłoń	man
dłoń	mans
herbaty	té
herbaty	tomar
herbaty	de
herbaty	te
podnieść	erguen
podnieść	subir
podnieść	os
gates	gates
russella	russell
udostępniony	compartidos
udostępniony	compartiron
udostępniony	compartido
udostępniony	compartida
udostępniony	compartimos
udostępniony	compartiu
aresztowani	arrestados
aresztowani	arrestaron
aresztowani	deteñan
aresztowani	o
interfejsu	interface
interfejsu	usuario
dziura	buraco
dziura	burato
dziura	furado
dziura	hole
zaznaczone	marcados
wynagrodzenia	soldo
wynagrodzenia	salario
wynagrodzenia	salarios
marks	marx
marks	marcos
tłuszczu	graxa
tłuszczu	gorda
tłuszczu	gordo
tłuszczu	gordos
tłuszczu	o
następstwa	implicacións
następstwa	consecuencias
irlandzka	irlandés
irlandzka	irlandeses
irlandzka	irlandesa
krytyczny	crítica
zapłacić	paga
zapłacić	pagar
zapłacić	pagalo
oczekuje	esperaba
oczekuje	agardas
oczekuje	agardaba
oczekuje	agárdao
oczekuje	a
spalona	queimado
spalona	queimaron
spalona	queimou
spalona	queimados
wyrażeń	expresións
ujawnia	revela
bonnie	coelliño
bonnie	encol
bonnie	bonnie
pasażerowie	pasaxeiros
korporacja	corporación
podpisana	asinado
naukowca	científico
naukowca	científicos
naukowca	científica
miś	oso
miś	osiño
najmniejszy	máis
afganistan	afganistán
afganistan	afghanistán
finansowanie	financiamento
finansowanie	finanzas
schron	refuxio
maszt	mastro
guz	tumor
garrett	garrett
myśleć	pensando
myśleć	pensar
myśleć	en
android	android
alternatywna	alternativa
bilety	billetes
bilety	entradas
dziwny	raro
dziwny	estraño
dziwny	estraña
dziwny	extraño
dziwny	moi
dziwny	rara
dziwny	raro
różowy	rosas
różowy	rosa
lukas	lucas
jedzenie	comida
jedzenie	alimentos
jedzenie	alimentaria
cieni	sombras
wynagrodzenie	soldo
wynagrodzenie	salario
wynagrodzenie	salarios
noble	nobre
wstecz	revés
wstecz	volver
wstecz	volta
wstecz	atrás
teksasu	texas
powiązany	asociados
powiązany	coa
powiązany	asociado
powiązany	coa
trzustki	páncreas
rozpoznać	recoñecer
rozpoznać	te
rozpoznać	recoñecera
słyszałem	oín
słyszałem	falar
słyszałem	escoitei
tora	tor
odzwierciedla	reflicte
odzwierciedla	o
obrażenia	ferida
obrażenia	lesión
robię	fai
robię	facer
robię	facendo
robię	a
robię	fas
tańce	bailes
tańce	baile
tańce	bailando
tańce	bailar
tańce	bailaba
stalowe	aceiro
stalowe	de
stalowe	ferro
stalowe	o
stalowe	raís
pistolety	armas
pistolety	fusís
pistolety	as
pistolety	armados
pistolety	metralladoras
zatrzymuje	paradas
zatrzymuje	frea
zatrzymuje	detén
zatrzymuje	deixa
zatrzymuje	se
przyjaciółki	amigos
przyjaciółki	os
żyd	xudeu
żyd	bebé
żyd	xudeo
przedstawicielstwa	representación
odrzucony	toneladas
wynalazek	invento
wynalazek	invención
kółka	rodas
kółka	raís
scenariusze	guións
pszenicy	trigo
harmonii	harmonía
obejmować	moitos
obejmować	de
wysiłek	esforzos
wysiłek	esforzo
skuteczny	efectivas
skuteczny	efectiva
skuteczny	efectivo
skuteczny	efectivos
skuteczny	eficaces
skuteczny	eficaz
skuteczny	a
daleki	de
daleki	moito
daleki	lonxe
daleki	ata
daleki	distante
daleki	afastado
nowoczesna	modernos
nowoczesna	moderna
nowoczesna	as
nowoczesna	modernas
nowoczesna	moderno
facebook	facebook
facebook	de
nerw	nerviosas
rozwijanie	en
rozwijanie	vías
rozwijanie	desenvolvemento
rozwijanie	desenvolvimento
rozwijanie	e
rozwijanie	desenvolvendo
rozwijanie	xestación
rozwijanie	desenvolver
tank	tanque
tank	depósito
kliniczne	clínicos
kliniczne	clínicas
kliniczne	clínico
należeć	pertencen
cykle	ciclos
bezrobocie	paro
zapisany	se
zapisany	salvado
zapisany	a
zapisany	salvou
zapisany	salvei
zapisany	salvaches
niezadowolenie	descontento
tara	tare
frakcja	fracción
magazynek	revistas
magazynek	revista
magazynek	time
przodkowie	devanceiros
przodkowie	os
klara	clara
fields	campos
fields	campo
fields	leiras
kojarzy	lémbrame
kojarzy	lembra
znacząca	significativas
znacząca	significativa
znacząca	significativo
znacząca	máis
znacząca	importante
aresztowanie	deter
aresztowanie	arresto
lina	corda
oczywisty	obvio
oczywisty	obvia
oczywisty	evidentes
oczywisty	normal
oczywisty	fixo
oczywisty	claro
starożytny	antiga
starożytny	antigas
starożytny	antigo
starożytny	antigos
progress	progreso
progress	proceso
progress	progresos
progress	segue
modlitw	oracións
zieleń	verde
zieleń	verdes
zieleń	green
rozwiniętych	desenvolveu
rozwiniętych	desenvolvido
rozwiniętych	desenvolvidos
rozwiniętych	desenvolvemos
rozwiniętych	o
pięknie	fermoso
pięknie	bonita
pięknie	fermosa
pięknie	precioso
pięknie	fermosas
cierpiał	sufriron
cierpiał	sofre
cierpiał	sufrín
szacowana	estimouse
ekologiczne	orgánico
ciężarówki	camión
ciężarówki	camións
widziane	ver
widziane	viron
widziane	visto
widziane	vin
widziane	vira
widziane	viches
decydujący	decisivo
kształty	formas
efektywność	eficiencia
efektywność	eficacia
kompletne	total
kompletne	completa
kompletne	completar
kompletne	completo
gromadzenie	reunión
pierścienie	aneis
szczęśliwie	e
złamał	a
złamał	rompeu
złamał	crebou
złamał	entraron
złamał	rompín
inteligencja	intelixencia
beethovena	beethoven
beethovena	novena
prorok	profeta
przemoc	violentos
przemoc	violenta
przemoc	violentas
przemoc	violento
przemoc	violencia
przemoc	violencia
przemoc	a
chwała	gloria
chwała	pola
chwała	gábote
chwała	teu
chwała	“
chwała	sarabia
chwała	”
chwała	en
chwała	galego
chwała	saudamos
buck	dólar
wykres	gráfico
wykres	gráfica
wykres	gráfica
wykres	amosa
wykres	gráfico
przestępstwo	delito
przestępstwo	crime
przestępstwo	criminalidade
przestępstwo	crimes
przestępstwo	delincuencia
zabójca	asasino
zabójca	do
cudowne	marabillosas
cudowne	marabilloso
cudowne	marabillosa
przemiana	transición
przemiana	transformación
przemiana	transformar
richie	richie
tymczasowa	temporal
male	pequeno
male	pequenos
male	pequenas
male	pequena
dachy	nos
dachy	teitos
dachy	tellados
wakacji	vacacións
specjaliści	expertos
specjaliści	profesionais
pościgu	da
pościgu	busca
pościgu	persecución
tendencji	tendencias
płata	lóbulo
mutacji	mutación
mutacji	mutacións
gangu	forzados
telefony	teléfono
joint	antro
extra	de
extra	máis
extra	extra
extra	un
geny	xenética
geny	xenéticas
geny	xenéticos
geny	xenético
geny	xenes
geny	os
geny	xenética
geny	xenéticas
geny	xene
geny	xenes
geny	xen
budowanie	construír
budowanie	edificio
budowanie	construción
budowanie	construír
budowanie	crear
budowanie	construir
aktualności	comer
aktualności	alimentar
aktualności	poderán
aktualności	de
aktualności	manter
aktualności	noticias
aktualności	noticia
aktualności	novas
mercy	misericordia
mercy	piedade
mercy	misericordioso
serc	corazóns
serc	corazón
creative	creativo
creative	creativos
creative	creativa
creative	creativas
ryżu	arroz
ryżu	de
romantyczna	romántico
romantyczna	románticos
małp	monos
przyjdzie	que
przyjdzie	vir
przyjdzie	vén
przyjdzie	vou
duchowym	espiritual
duchowym	senda
precyzyjnie	exacto
żelazo	ferro
facet	tipo
facet	home
kosza	baloncesto
kosza	básquet
krzyk	berrando
krzyk	berrar
rico	rico
rico	ei
rewolucyjny	revolucionario
rewolucyjny	revolucionaria
złodziej	ladrón
pozwalając	permitíndonos
kradzież	un
kradzież	roubo
kradzież	roubar
kradzież	roubando
spalone	queimado
spalone	queimaron
spalone	queimou
spalone	queimados
foto	foto
samotny	soa
samotny	só
członkowskie	membro
członkowskie	da
członkowskie	membros
pokazano	que
pokazano	se
pokazano	mostra
pokazano	amosado
pokazano	demostrado
pokazano	as
cios	serea
cios	ponche
cios	unha
potwierdzona	confirmado
store	almacenar
store	tenda
store	almacéns
store	almacén
taylora	taylor
mity	mito
zainspirowany	inspiroume
chodzić	andar
chodzić	camiñar
równoległych	paralelo
kibice	ventiladores
urzędowym	oficial
alaski	alaska
wirtualna	virtual
winny	culpable
winny	culpábel
winny	culpábeis
pacyfik	pacífico
kampanie	campañas
kampanie	campaña
proporcji	proporción
proporcji	porcentaxe
amunicję	munición
amunicję	municións
amunicję	cartuchos
amunicję	municións
