die	เดอะ
gebeur	ฉลาด
opstand	กบฏ
vestig	ดำรง
swak	คนจน
swak	ยากจน
swak	อ่อนแอ
swak	อ่อน
insluit	รวม
betaal	จ่าย
betaal	ชำระ
simbool	สัญลักษณ์
geskenk	บริจาค
geskenk	พรสวรรค์
datum	เดท
vertel	บอก
maand	เดือน
munisipale	พลเมือง
munisipale	civic
oog	ดวงตา
oog	สายตา
oog	ตา
studies	ศึกษา
kolonie	อาณานิคม
kolonie	นิคม
ingevoer	ป้อน
struktuur	struct
struktuur	โครงสร้าง
kunstenaars	ศิลปิน
wedstryd	ประกวด
liefde	ชอบ
liefde	รัก
gewees	ถูก
meksiko	เม็กซิโก
standaard	มาตรฐาน
aanval	โจมตี
christian	คริสเตียน
probleem	ปัญหา
kanadese	แคนาดา
radio	วิทยุ
hertog	ดุ๊ค
hertog	ดุค
hertog	ดุก
hertog	ดุ๊ก
stand	จุดยืน
onafhanklik	อิสระ
onafhanklik	เอกราช
bokant	ท็อป
bokant	สำเนา
vernietig	ทำลาย
vernietig	ทำลาย
weermag	ทัพ
weermag	กองทัพ
metropolitaanse	มหานคร
metropolitaanse	นครหลวง
getrek	วาด
town	town
town	เมือง
town	ทาวน์
klerk	เสมียน
kos	อาหาร
kos	ต้นทุน
switserland	สวิสเซอร์แลนด์
heeltemal	สมบูรณ์
verminder	ลด
verminder	ลด
terugkeer	กลับ
afdeling	ส่วน
rewolusie	ปฏิวัติ
atmosfeer	บรรยากาศ
begrawe	ฝัง
plant	โรงงาน
plant	ต้นไม้
plant	พืช
ontmoet	พบ
terrein	สนาม
terrein	ฟิลด์
terrein	สาขา
terrein	ทุ่ง
terrein	ช่อง
behandel	ปฏิบัติ
behandel	เลี้ยง
stuur	ส่ง
verleen	ใจดี
israel	อิสราเอล
etiket	แท็ก
etiket	ป้าย
belangrik	สำคัญ
org	org
area	บริเวณ
area	พื้นที่
somer	ซัมเมอร์
somer	summer
deense	เดนมาร์ก
aard	สันดาน
aard	ธรรมชาติ
veld	สนาม
veld	ฟิลด์
veld	สาขา
veld	ทุ่ง
veld	ช่อง
moeilik	แรง
moeilik	โหม
moeilik	ลำบาก
moeilik	หนัก
moeilik	ฮาร์ด
moeilik	ยาก
moeilik	ยาก
vra	ถาม
vra	สอบถาม
sweedse	สวีเดน
heel	ส้น
hart	heart
hart	ใจ
hart	หัวใจ
ernstige	จริงจัง
chris	chris
stelsels	ระบบ
getalle	ตัวเลข
getalle	หมายเลข
getalle	จำนวน
getalle	หมายเลข
politiek	การเมือง
klooster	วัด
klooster	อาราม
kern	หลัก
kern	แกน
brand	ไฟ
brand	เพลิง
wêreldwyd	โกลบอล
wêreldwyd	global
australiese	ออสเตรเลีย
wiki	wiki
volume	ปริมาตร
tipiese	ทั่วไป
dekades	ทศวรรษ
streke	ภูมิภาค
relatief	สัมพันธ์
relatief	ญาติ
filosofie	ปรัชญา
godsdienstige	ศาสนา
pers	ม่วง
pers	สื่อ
pers	กด
pers	ไวโอเล็ต
tydskrif	นิตยสาร
koop	ซื้อ
koop	เลี้ยง
kruis	ข้าม
kruis	กางเขน
voorkoms	ลักษณะ
vele	มากมาย
vele	หลาย
literêre	วรรณกรรม
literêre	วรรณคดี
saal	ฮอล
saal	ฮอลล์
spel	เกม
spel	เกมส์
sokker	ฟุตบอล
brug	สะพาน
brug	บริดจ์
rand	แรน
rand	แรนด์
rand	ขอบ
rand	edge
vlae	ธงชาติ
vlae	flags
vlae	ธง
monument	อนุสาวรีย์
gelyk	เท่ากับ
silwer	ลิตร
silwer	ซิลเวอร์
silwer	เงิน
silwer	กรอก
silwer	เติม
landbou	การเกษตร
landbou	เกษตรกรรม
natuur	สันดาน
natuur	ธรรมชาติ
stille	เงียบ
produkte	สินค้า
produkte	ผลิตภัณฑ์
vereniging	สมาคม
belangstelling	ดอกเบี้ย
belangstelling	สนใจ
bedank	เลิก
griekeland	กรีซ
iran	อิหร่าน
gas	แก๊ส
gas	ก๊าซ
gas	น้ำมัน
gas	แขก
stam	ราก
stam	รูท
verlede	อดีต
uiters	สุดขีด
akademie	สถาบัน
akademie	academy
motor	เครื่องยนต์
motor	รถยนต์
motor	รถ
gesluit	ปิด
eenvoudige	ง่าย
eenvoudige	ง่ายๆ
grense	พรมแดน
gekoop	ซื้อ
portugese	โปรตุเกส
tradisie	ประเพณี
tradisie	ธรรมเนียม
kalifornië	แคลิฟอร์เนีย
royal	รอยัล
royal	ราชวงศ์
egiptiese	อียิปต์
akademiese	วิชาการ
baan	แทร็ก
baan	แทร็ค
vryheid	เสรีภาพ
vryheid	อิสระ
vryheid	อิสรภาพ
vryheid	เสรีภาพ
vryheid	liberty
last	last
last	สุดท้าย
last	ล่าสุด
argentinië	อาร์เจนตินา
skilder	จิตรกรรม
produksie	ผลิต
sondag	อาทิตย์
brief	จดหมาย
viii	viii
woordeboek	พจนานุกรม
nes	nest
nes	รัง
geslaag	ผ่าน
spaans	สเปน
samelewing	สังคม
samelewing	ชุมชน
pierre	ปิแอร์
midde	กลาง
midde	มิด
aangekondig	ประกาศ
publiek	สาธารณชน
publiek	public
publiek	สาธารณะ
turkye	ตุรกี
godsdiens	ศาสนา
era	ศักราช
era	ยุค
golf	คลื่น
golf	เวฟ
golf	โบกมือ
golf	โบก
natuurlik	หลักสูตร
natuurlik	คอร์ส
mooi	สวยๆ
mooi	สวย
mooi	สวยงาม
mooi	งดงาม
mooi	สวยๆ
mooi	สวย
geboorte	เกิด
geboorte	กำเนิด
oorleef	รอด
direk	ตรง
direk	โดยตรง
direk	direct
verwant	เกี่ยวข้อง
amsterdam	อัมสเตอร์ดัม
kaptein	กัปตัน
verwysings	อ้างอิง
voorstad	ชานเมือง
siekte	โรค
professionele	professional
professionele	วิชาชีพ
getrou	แต่งงาน
stuk	ชิ้น
stuk	พีซี
stuk	พีซ
kolonies	นิคม
hof	ศาล
hof	สำนัก
hof	ศาล
phil	ฟิลล์
phil	ฟิล
bank	ธนาคาร
bank	แบงค์
bank	แบงก์
teken	วาด
teken	ป้าย
teken	ลงชื่อ
teken	เซ็น
ooit	เคย
graaff	graaff
gedra	ประพฤติ
gesag	อำนาจ
ensiklopedie	สารานุกรม
suster	น้อง
myl	ไมลส์
myl	ไมล์
myl	ไมล์
gebeure	เหตุการณ์
gebeure	กิจกรรม
tegnologie	วิทยาการ
tegnologie	เทคโนโลยี
verby	ผ่าน
portugal	โปรตุเกส
toekenning	รางวัล
afsonderlike	แยก
vliegtuig	อากาศยาน
onderkant	ล่าง
vas	มั่นคง
manlike	ตัวผู้
hande	มือ
kompetisie	ประกวด
aktief	ablative
aktief	กิจกรรม
partye	ปาร์ตี้
dinge	สิ่งของ
tegniese	เทคนิค
nag	ไนท์
nag	ค่ำคืน
nag	คืน
nag	ราตรี
hans	ฮันส์
bedek	เคลือบ
koue	หนาว
koue	เย็น
koue	เย็นๆ
argitektuur	สถาปัตยกรรม
via	ผ่าน
bespreek	หนังสือ
bespreek	สมุด
bespreek	อภิปราย
bespreek	สำรอง
ben	ben
ben	เบน
ben	เบ็น
redes	เหตุผล
eenhede	ยูนิต
eenhede	หน่วย
droë	แห้ง
droë	แล้ง
droë	แห้งๆ
bestudeer	เรียน
bestudeer	ศึกษา
olie	น้ำมัน
twaalf	twelve
sekretaris	เลขา
sekretaris	รัฐมนตรี
sekretaris	เลขาฯ
sekretaris	เลขาธิการ
sekretaris	เลขานุการ
stof	ฝุ่น
kommersiële	พาณิชย์
kommersiële	โฆษณา
primêre	หลัก
jode	ยิว
persiese	เปอร์เซีย
helder	สดใส
helder	สว่าง
rio	rio
dam	เขื่อน
toekoms	ต่อๆ
toekoms	future
toekoms	อนาคต
duisende	พัน
polisie	ตำรวจ
geslag	เพศ
geslag	เพศ
geslag	เพศ
geslag	เซ็กซ์
geslag	sex
air	แอร์
air	อากาศ
air	air
volwasse	ผู้ใหญ่
kies	เลือก
duitsers	เยอรมัน
korea	เกาหลี
benodig	ต้องการ
kunstenaar	ศิลปิน
kunstenaar	จิตรกร
mond	ปาก
united	สามัคคี
united	ยูไนเต็ด
united	united
paulus	paul
paulus	พอล
house	บ้าน
house	เฮ้าส์
gesondheid	อนามัย
gesondheid	health
gesondheid	สุขภาพ
leerders	ม่านตา
gunste	โปรดปราน
aktiwiteite	กิจกรรม
aktiwiteite	เหตุการณ์
aktiwiteite	กิจกรรม
aktiwiteite	เหตุการณ์
aktiwiteite	กิจกรรม
gemeenskaplike	สามัญ
gemeenskaplike	ทั่วไป
inkomste	รายรับ
ken	รู้
ken	ทราบ
ligte	สว่าง
ligte	เบา
ligte	ไลท์
ligte	แสง
erfenis	มรดก
andries	andries
bladsye	เพจ
bladsye	หน้าที่
bladsye	หน้า
heelal	ภพ
heelal	จักรวาล
heelal	จักรภพ
hoek	มุม
blomme	ดอกไม้
verwante	เกี่ยวข้อง
sport	สปอร์ต
sport	sport
sport	กีฬา
sport	สปอร์ต
sport	กีฬา
selfstandige	อิสระ
selfstandige	เอกราช
onderneming	คอร์ปอเรชั่น
tempel	วิหาร
tempel	วัด
beroemde	ดัง
twintig	ยี่สิบ
berig	เรื่อง
coetzee	coetzee
jongste	last
jongste	สุดท้าย
jongste	ล่าสุด
jongste	ล่าสุด
berge	ภูเขา
literatuur	วรรณกรรม
literatuur	วรรณคดี
saamgesmelt	ละลาย
saamgesmelt	หลอมละลาย
tabel	ตาราง
tabel	โต๊ะ
kommunistiese	คอมมิวนิสต์
prent	รูป
prent	ภาพ
prent	ภาพ
prent	รูปภาพ
prent	อิมเมจ
prent	สันดาน
prent	ธรรมชาติ
vraag	คำถาม
voel	รู้สึก
voel	รู้สึก
voel	รู้สึก
voel	feeling
optrede	พฤติกรรม
optrede	พฤติกรรม
blad	เพจ
blad	หน้า
reaksie	ปฏิกิริยา
vliegtuie	อากาศยาน
soria	soria
fokus	โฟกัส
been	กระดูก
reëls	กฏ
reëls	กติกา
reëls	กฎ
reëls	เส้น
reëls	บรรทัด
geweier	ปฏิเสธ
verduidelik	อธิบาย
besef	รำลึก
gevaar	อันตราย
kroon	crown
kroon	มงกุฎ
finland	ฟินแลนด์
mee	mee
mee	หมี่
mee	ด้วย
mee	กับ
altesaam	สำหรับ
altesaam	เพื่อ
presies	เป๊ะ
beplan	วางแผน
carl	คาร์ลอ
carl	คาร์ล
produk	สินค้า
produk	ผลิตภัณฑ์
vallei	หุบเขา
hede	ปัจจุบัน
nader	ใกล้ๆ
nader	ใกล้
enjin	เครื่องยนต์
adam	อดัม
adam	adam
oom	ลุง
klank	เสียง
profiel	โปรไฟล์
sosialistiese	สังคมนิยม
mere	ทะเลสาบ
ondersteuning	สนับสนุน
ondersteuning	รองรับ
minute	นาที
oprigting	ก่อสร้าง
biblioteek	ไลบรารี
suksesvolle	สำเร็จ
toepassing	แอพพลิเคชัน
toepassing	แอป
toepassing	แอพ
toegepas	ประยุกต์
eet	กิน
straat	ถนน
straat	street
motors	รถยนต์
motors	รถ
angola	มองโกเลีย
parameter	พารามิเตอร์
christiaan	คริสเตียน
maatskaplike	สังคม
suiwer	บริสุทธิ์
sesde	หก
sesde	six
hongarye	ฮังการี
getref	ตี
getref	ถล่ม
getref	ชน
getref	จีบ
temperature	อุณหภูมิ
washington	วอชิงตัน
kat	แคท
kat	แมว
ere	เกียรติ
ere	เกียรติยศ
hout	วูด
hout	ไม้
skerp	ชาร์ป
skerp	คม
sydney	ซิดนีย์
stroom	ฟีด
stroom	ลำธาร
dier	สัตว์
rig	ตรง
rig	โดยตรง
rig	direct
vry	ฟรี
vry	อิสระ
vry	ว่าง
vry	เสรี
vry	free
wiskundige	คณิตศาสตร์
wette	กฎหมาย
kimberley	kimberley
kritiek	วิกฤติ
kritiek	วิกฤต
letter	จดหมาย
alfred	อัลเฟร็ด
boer	แจ๊ค
boer	แจ๊ก
boer	แจ็ค
boer	jack
boer	แจ็ก
harry	harry
voordeel	ประโยชน์
gees	วิญญาณ
gees	สปิริต
toets	สอบ
toets	ทดสอบ
toets	ทดสอบ
kontak	ติดต่อ
vriende	เพื่อนๆ
vriende	เพื่อน
union	สหพันธ์
union	สหภาพแรงงาน
union	สหภาพ
les	les
les	เลส
les	เล
jack	แจ๊ค
jack	แจ๊ก
jack	แจ็ค
jack	jack
jack	แจ็ก
burgerlike	พลเมือง
burgerlike	civic
aangewend	ประยุกต์
televisie	โทรทัศน์
televisie	ทีวี
dadelik	ทันที
maal	คูณ
omring	ล้อม
wiskunde	คณิตศาสตร์
wiskunde	คณิตศาสตร์
wiskunde	คณิต
wiskunde	เลขคณิต
wiskunde	เลข
onderteken	ป้าย
onderteken	ลงชื่อ
onderteken	เซ็น
sending	ภารกิจ
sending	mission
american	อเมริกัน
islamitiese	อิสลาม
wysig	แก้ไข
wysig	แก้ไข
wysig	เปลี่ยนแปลง
wysig	เปลี่ยน
hoogtepunt	ไฮไลท์
hoogtepunt	เน้น
hoogtepunt	ไฮไลต์
kanaal	คลอง
kanaal	ช่อง
vergelyk	เทียบ
maksimum	แม็กซ์
maksimum	แม๊กซ์
maksimum	แม็ก
maksimum	สูงสุด
fisiese	กายภาพ
dokumente	เอกสาร
veldtog	แคมเปญ
hare	ขน
hare	เส้นผม
bynaam	ฉายา
planne	แผน
gedwing	บังคับ
werklikheid	เรียลลิตี้
instituut	สถาบัน
direkte	ตรง
direkte	โดยตรง
direkte	direct
turkse	ตุรกี
programme	โปรแกรม
programme	แสดง
strand	ชายหาด
strand	หาด
strand	โนรี
gram	กรัม
gram	กรัม
chili	ชิลี
beskerming	ป้องกัน
nommer	จำนวน
nommer	หมายเลข
video	วีดีโอ
video	วิดีโอ
voedsel	อาหาร
brits	บริติช
brits	อังกฤษ
lodewyk	หลุยส์
stap	ขั้น
stap	ก้าว
leiers	ผู้นำ
leiers	ผู้นำ
tuin	สวน
tuin	garden
toestande	เงื่อนไข
industriële	อุตสาหกรรม
redelik	แฟร์
redelik	ยุติธรรม
spoed	ความเร็ว
bal	ลูกบอล
bal	บอล
aparte	แยก
belgiese	เบลเยียม
belgiese	เบลเยี่ยม
gemeenskappe	ชุมชน
sing	ร้อง
miskien	บางที
rekord	บันทึก
rekord	สถิติ
suksesvol	สำเร็จ
suksesvol	สำเร็จ
oekraïne	ยูเครน
permanente	ถาวร
stert	หาง
skildery	จิตรกรรม
innocentius	บริสุทธิ์
bekendheid	เกียรติยศ
encyclopaedia	encyclopaedia
valign	valign
more	พรุ่ง
more	เช้า
more	morning
pryse	ราคา
pryse	ราคา
beëindig	จบ
beëindig	end
beëindig	ยุติ
als	ทั้งหมด
als	ทุก
hoogs	ท็อป
toekennings	รางวัล
hang	ห้อย
hang	แขวน
hang	เที่ยว
konsep	ร่าง
fase	เฟส
tradisioneel	ดั้งเดิม
onderwerpe	หัวข้อ
gedrag	พฤติกรรม
gedrag	พฤติกรรม
elektroniese	อิเล็กทรอนิกส์
dankie	ขอบคุณ
coastal	ชายฝั่ง
stasie	สถานี
parlementêre	รัฐสภา
sagteware	ซอฟต์แวร์
sagteware	ซอฟแวร์
sagteware	ซอฟท์แวร์
breek	พัก
chicago	ชิคาโก
chicago	chicago
kamer	ห้อง
verwag	คาด
verwoes	ทำลาย
matt	แม็ท
matt	แมทท์
matt	แม็ต
matt	แมตต์
matt	แมต
matt	แมท
eiers	ไข่
plase	ฟาร์ม
julle	เจ้า
julle	คุณ
julle	เธอ
verwerp	ปฏิเสธ
verwerp	ละทิ้ง
verwerp	ทิ้ง
verwerp	ปฏิเสธ
digitale	ดิจิตอล
digitale	digital
standbeeld	อนุสาวรีย์
tak	สาขา
bloed	โลหิต
bloed	เลือด
kans	กาศ
kans	โอกาส
oorgedra	โอน
nasie	ชาติ
nasie	เนชั่น
nasie	nation
gratis	ฟรี
gratis	อิสระ
gratis	ว่าง
gratis	เสรี
gratis	free
del	เดลาแวร์
heer	กษัตริย์
heer	king
heer	ราชา
heer	คิง
konings	กษัตริย์
konings	ราชา
goedgekeur	อนุมัติ
nazi	นาซี
onlangs	ล่าสุด
grys	เทา
grys	เทา
grys	grey
grey	เทา
fifa	ฟีฟ่า
fifa	fifa
bene	กระดูก
bene	โบนส์
kongo	คองโก
hotel	โรงแรม
bygevoeg	เพิ่ม
aangeval	ทำร้าย
liberale	เสรีนิยม
onderwyser	คุณครู
onderwyser	อาจารย์
onderwyser	ครู
bar	บาร์
bar	แถบ
gelaat	ซ้าย
gelaat	เหลือ
orrel	อวัยวะ
orrel	ออร์แกน
organisasies	องค์กร
weergawes	เวอร์ชัน
weergawes	เวอร์ชั่น
road	ถนน
road	road
hill	เนิน
distrikte	เขต
holland	ฮอลแลนด์
fees	เทศกาล
onthou	จดจำ
onthou	จดจำ
toekomstige	ต่อๆ
toekomstige	future
toekomstige	อนาคต
goedere	สินค้า
reël	ปกครอง
reël	กฏ
reël	กฎ
wyd	wide
wyd	กว้าง
dvd	dvd
dvd	ดีวีดี
vriend	friend
vriend	เพื่อน
ervaar	ประสบการณ์
unieke	เอกลักษณ์
aand	เย็น
aand	ไนท์
aand	ค่ำคืน
aand	คืน
aand	ราตรี
hanteer	รับมือ
hanteer	จัดการ
teenwoordig	ปัจจุบัน
situasie	สถานการณ์
omstrede	แย้ง
muur	กำแพง
plat	แบน
plat	แฟลต
siektes	โรค
wyn	ไวน์
wyn	สุรา
stukke	ชิ้น
band	วง
band	band
gewys	โชว์
gewys	แสดง
toestemming	ยินยอม
toestemming	อนุญาต
praktyk	ฝึก
praktyk	ซ้อม
praktyk	ฝึกฝน
wapens	อาวุธ
wapens	ป้าย
wapens	เครื่องหมาย
saterdag	เสาร์
definisie	นิยาม
cfg	cfg
rowspan	rowspan
verlore	หลง
verlore	แพ้
verlore	เสีย
rekenaar	คอม
rekenaar	คอมพิวเตอร์
oorblywende	เหลือ
eienaar	owner
eienaar	เจ้าของ
toer	ทัวร์
maatskappye	บริษัท
arm	แขน
arm	arm
landelike	ชนบท
beperkte	จำกัด
khan	ข่าน
sjinees	จีน
joe	โจ
joe	joe
waarom	ทำไม
vinnige	รวดเร็ว
vinnige	เร็ว
vinnige	ด่วน
vinnige	fast
vinnige	ไว
romeine	โรมัน
waardes	ตาราง
waardes	โต๊ะ
waardes	ค่า
kode	รหัส
kode	โค้ด
negatiewe	ติดลบ
negatiewe	ลบ
spesifiek	เจาะจง
santa	ต้า
santa	santa
bottom	ล่าง
onmiddellik	ทันที
ddr	ddr
hollandse	ดัตช์
don	ดอน
don	don
beker	คัพ
beker	ถ้วย
yster	สัญลักษณ์
yster	เอกลักษณ์
yster	เหล็ก
yster	เตารีด
spelling	สะกด
prente	ภาพ
prente	รูปภาพ
prente	รูป
prente	แม่ค้า
argeologiese	โบราณคดี
vlieg	ฟลาย
vlieg	บิน
skuld	หนี้
parameters	พารามิเตอร์
gereelde	ปรกติ
gereelde	ปกติ
aus	aus
aksie	ประหาร
suurstof	ออกซิเจน
tradisies	ประเพณี
tradisies	ธรรมเนียม
kenmerke	คุณสมบัติ
variant	แปรผัน
beskawing	อารยธรรม
wind	สายลม
wind	ลม
projekte	โครงการ
sast	sast
universiteite	มหาวิทยาลัย
christene	คริสเตียน
rang	อันดับ
presiese	แม่นยำ
pragtige	งดงาม
pragtige	งามๆ
rock	rock
rock	ร็อค
rock	โยก
rock	หิน
stephanus	stephanus
paaie	ถนน
kommentaar	ฟังก์ชัน
kommentaar	หมายเหตุ
kommentaar	เนื้อหา
leeu	สิงโต
leeu	ราชสีห์
leeu	สิงห์
leeu	leo
johanna	โจน
obj	obj
may	พฤษภาคม
vuur	ไฟ
vuur	เพลิง
scott	สก็อตต์
scott	สก็อต
scott	สก๊อต
scott	สกอต
mary	แมรี่
mary	แมรี
storie	รีล
vleis	เนื้อ
kere	ไทม์
kere	ครั้ง
golden	golden
golden	โกลเด้น
golden	ทองคำ
duisend	พัน
boodskap	จดหมาย
boodskap	ข้อความ
georgië	จอร์เจีย
waterstof	ไฮโดรเจน
apple	แอปเปิล
apple	apple
ernstig	จริงจัง
beer	แบก
beer	หมี
reën	เรน
reën	ฝน
nasa	nasa
nasa	นาซา
owerhede	ทางการ
wag	รอ
hitte	ร้อน
gedig	กลอน
gedig	กวี
lente	spring
lente	สปริง
gesig	ใบหน้า
gesig	หน้า
gesig	หน้าตา
gesig	face
kamp	ค่าย
kamp	ค่าย
eenvoudig	ง่าย
eenvoudig	ง่ายๆ
eenvoudig	เพียง
eenvoudig	ธรรมดา
simbole	สัญลักษณ์
metaal	โลหะ
metaal	เหล็ก
geheime	secret
geheime	ลับ
geheime	ลับๆ
wyfie	หญิง
windhoek	windhoek
natalse	บึง
natalse	natal
positiewe	บวก
gemiddeld	เฉลี่ย
islam	อิสลาม
kante	ด้าน
kante	ข้าง
wilde	wild
wilde	ดุดัน
verban	แบน
pools	โปแลนด์
xiii	xiii
asiatiese	เอเชีย
asiatiese	บอล
premier	พรีเมียร์
premier	premier
publieke	สาธารณชน
publieke	public
publieke	สาธารณะ
vrydag	ศุกร์
slawe	บ่าว
slawe	ทาส
voorstede	ชานเมือง
force	บังคับ
force	แรง
logo	logo
logo	โลโก้
county	มณฑล
county	เปรม
afgelope	อดีต
bedrag	จำนวน
groeiende	โต
poësie	กลอน
poësie	กวี
row	แถว
idees	แนวคิด
katte	แมว
steve	steve
uitvoer	ประหาร
xii	xii
mure	ผนัง
mure	กำแพง
student	นักเรียน
student	นักศึกษา
maniere	วิธี
maniere	วิถี
maniere	มารยาท
ure	ชั่วโมง
tydelik	ชั่วคราว
senior	อาวุโส
senior	senior
klasse	ห้องเรียน
klasse	คลาส
kommunikasie	สื่อสาร
kommunikasie	สื่อสาร
grade	ปริญญา
grade	องศา
hawaii	ฮาวาย
skyf	ดิสก์
skyf	แผ่น
skyf	ดิสก์
glad	เรียบ
voorsiening	ชีพ
vrees	กลัว
vrees	fear
juan	ควน
juan	ฮวน
formele	ทางการ
vloeistof	ของเหลว
vloeistof	เหลว
skuif	เลื่อน
skuif	สไลด์
lied	ซง
lied	เพลง
medium	กลาง
xiv	xiv
weerspieël	กระจกเงา
weerspieël	กระจก
figuur	คิด
tom	ทอม
tom	tom
faktore	ปัจจัย
lady	เลดี้
konserwatiewe	อนุรักษนิยม
hulpbronne	ทรัพยากร
toneel	ฉาก
vermy	เลี่ยง
benadering	เข้าหา
verrig	ธุรการ
skei	แยก
skei	แบ่ง
verhoed	บล็อก
verhoed	บล็อค
eiendom	คุณสมบัติ
eiendom	ทรัพย์สิน
eiendom	ทรัพย์
sewende	seven
sewende	เจ็ด
susters	สองพี่น้อง
versamel	สะสม
teorieë	ทฤษฎี
nuus	ข่าวสาร
nuus	ข่าว
bane	วงจร
aangekoop	ซื้อ
aanhangers	แฟนๆ
hoekom	ทำไม
arbeid	แรงงาน
arbeid	labour
arbeid	แรงงาน
irak	อิรัก
prestasie	ประสิทธิภาพ
strepe	ลาย
verdediging	ป้องกัน
sand	ทราย
brasiliaanse	บิ
brasiliaanse	บิท
brasiliaanse	บราซิล
brasiliaanse	บิว
gedagte	มายด์
gedagte	จิต
gedagte	ใจ
gedagte	mind
gedagte	รังเกียจ
ontsnap	หนี
poort	พอร์ต
poort	ท่าเรือ
normale	ปรกติ
normale	ธรรมดา
normale	ปกติ
vel	ผิวหนัง
vel	ผิว
vel	skin
glas	กระจก
glas	แก้ว
florida	ฟลอริดา
betrekkinge	สัมพันธ์
pluto	พลูโต
pan	แพน
owerheid	อำนาจ
dun	บาง
dun	ผอม
dun	บางๆ
impak	impact
komedie	ตลก
optree	ทำตัว
bay	อ่าว
komplekse	ปม
komplekse	complex
harde	แรง
harde	โหม
harde	ลำบาก
harde	หนัก
harde	ฮาร์ด
harde	ยาก
star	ดวงดาว
star	ดารา
star	ดาว
snelheid	ความเร็ว
dekade	ทศวรรษ
roep	โทร
protestantse	โปรเตสแตนต์
biografie	ประวัติ
biografie	ชีวประวัติ
russe	รัสเซีย
half	ครึ่ง
satelliet	ดาวเทียม
onderwysers	ครู
encyclopedia	สารานุกรม
modelle	รุ่น
ffffff	ffffff
sirië	ซีเรีย
tel	จำนวนนับ
tel	นับ
persentasie	เปอร์เซนต์
persentasie	เปอร์เซ็นต์
vergader	รวบรวม
kunste	ศิลปะ
kunste	ศิลปศาสตร์
dik	หนา
dik	หนาๆ
toetse	ทดสอบ
spoor	แทร็ก
spoor	แทร็ค
brussel	บรัสเซลส์
rots	วัสดุ
interne	ภายใน
long	ปอด
liga	สันนิบาต
liga	ลีก
ingenieur	วิศวกร
konteks	บริบท
aftrede	เกษียณ
aftrede	เกษียน
liedjies	เพลง
gesteun	สนับสนุน
dans	เต้นรำ
dans	เต้น
dans	เต้นรำ
dans	เต้น
dokter	ดอกเตอร์
dokter	หมอ
dokter	แพทย์
tydelike	ชั่วคราว
jerusalem	เยรูซาเล็ม
vorms	ฟอร์ม
opposisie	ค้าน
bespreking	จอง
bespreking	อภิปราย
verkeer	จราจร
rus	พัก
nodige	จำเป็น
gras	หญ้า
gedeel	แชร์
gedeel	แชร์
gedeel	หุ้น
blankes	ขาว
rug	กลับ
sultan	สุลต่าน
portugees	โปรตุเกส
elektrisiteit	ไฟฟ้า
elektrisiteit	ลด
elektrisiteit	ต่ำ
elektrisiteit	ล่าง
elektrisiteit	อำนาจ
elektrisiteit	power
elektrisiteit	พลังงาน
elektrisiteit	พลัง
enwiki	enwiki
gns	gns
verowering	ชัยชนะ
gelaai	โหลด
deeltjies	อนุภาค
lok	ดึงดูด
lee	ลี
lee	lee
werksaam	ทำงาน
depressie	หดหู่
omskep	แปลง
gehalte	คุณภาพ
verre	ไกล
maandag	จันทร์
dame	ควีน
dame	ราชินี
dame	เลดี้
veranderings	เปลี่ยนแปลง
veranderings	เปลี่ยน
gerig	กำกับ
opskrif	หัวข้อ
opskrif	จาง
banke	ธนาคาร
banke	แบงค์
kampioen	แชมป์
gevlug	ข้าม
rekenaars	คอมพิวเตอร์
mannetjie	ตัวผู้
chemie	เคมี
absolute	ค่าสัมบูรณ์
absolute	สัมบูรณ์
internasionaal	international
internasionaal	นานาชาติ
internasionaal	สากล
dokument	เอกสาร
muller	muller
sover	อิฐ
belasting	ภาษี
tony	โท
vang	จับ
resultate	ผล
resultate	ผลลัพธ์
volgorde	ลำดับ
tuine	สวน
vuurtoring	ประภาคาร
koper	ทองแดง
koper	copper
mount	ภูเขา
baai	อ่าว
aanvang	เริ่ม
toneelstuk	เล่น
romans	นิยาย
romans	นวนิยาย
tydskrifte	นิตยสาร
door	ประตู
indonesië	อินโดนีเซีย
ras	แข่ง
dollar	ดอลลาร์
rotse	หิน
front	หน้า
stadig	ชะลอ
stadig	ช้า
stadig	ช้าๆ
stadig	ค่อยๆ
stadig	ช้าๆ
besetting	อาชีพ
crusaders	crusaders
invloede	อิทธิพล
kenmerk	คุณสมบัติ
kenmerk	คุณลักษณะ
kenmerk	ฟีเจอร์
welkom	ต้อนรับ
welkom	ยินดี
personeel	พนักงาน
utrecht	utrecht
zar	zar
blues	บลู
blues	บลูส์
carlos	คาร์ลอส
oorsaak	เพราะ
oorsaak	สาเหตุ
mike	ไมค์
vin	vin
ekstra	พิเศษ
grieke	กรีก
krisis	วิกฤตการณ์
krisis	วิกฤติ
krisis	วิกฤต
donderdag	พฤหัส
donderdag	พฤหัสฯ
donderdag	พฤหัสบดี
breed	กว้าง
minerale	แร่
perde	ม้า
kantoor	สำนักงาน
kantoor	ออฟฟิศ
nationalteam	nationalteam
oorweeg	พิจารณา
brandstof	น้ำมัน
gelees	อ่าน
mane	mane
kompleks	ปม
kompleks	complex
religieuse	ศาสนา
reign	reign
veg	ต่อสู้
veg	สู้
gemengde	ผสม
aansoek	แอพพลิเคชัน
country	ประเทศ
free	ฟรี
free	อิสระ
free	ว่าง
free	เสรี
free	free
opera	opera
opera	เปร่า
