تعاریف	определения
کارآمد	эффективного
کارآمد	эффективно
انعطاف	гибкость
انعطاف	гибко
انعطاف	гибкий
انعطاف	гибкой
انعطاف	гибкие
ادارات	отделений
ادارات	офисы
ردیابی	отслеживания
ردیابی	отслеживание
ردیابی	отслеживания
ردیابی	отслеживание
ردیابی	трекер
ردیابی	отследить
ردیابی	след
ماهانه	месячные
ماهانه	ежемесячно
ماهانه	ежемесячные
ماهانه	ежемесячный
قدیس	святой
قدیس	сен
قدیس	сент
قدیس	святая
تهی	пустоту
تهی	пустота
تهی	пусто
تهی	пустая
تهی	пустой
تهی	пустое
تهی	пустые
رفیع	высокий
رفیع	high
رفیع	высоко
رفیع	высокого
رفیع	высокая
رفیع	рафи
نگاشت	карта
نگاشت	карту
جمجمه	черепа
جمجمه	череп
جمجمه	черепа
سوزن	иглы
سوزن	иглу
سوزن	игла
سوزن	иглы
بنادر	портов
بنادر	порты
جوزپه	джузеппе
اعتدال	умеренности
اعتدال	равноденствие
پذیرایی	проживание
پذیرایی	размещение
پذیرایی	прием
پذیرایی	приём
پذیرایی	развлечения
پذیرایی	развлечение
پذیرایی	entertainment
عروسک	куклы
عروسک	кукол
عروسک	куколка
عروسک	кукла
چیزها	вещи
تزیین	украшать
یقین	уверенность
یقین	определенности
یقین	неопределенным
قاطع	решающий
قاطع	решительный
قاطع	решительные
اریتره	эритрея
اریتره	эритрее
اریتره	эритреи
دهقان	крестьян
هریسون	харрисон
هریسون	гаррисон
بولونیا	болонья
حک	гравировка
انشعاب	вилку
انشعاب	сектор
انشعاب	ветвь
انشعاب	филиал
وایمار	веймар
گردنه	крутых
مارسل	марсель
کسر	вычета
کسر	дроби
کسر	фракции
کسر	дефицит
کسر	фракции
عبادت	поклоняться
عبادت	поклонение
متراکم	плотный
متراکم	плотная
جنایات	преступления
آئودی	audi
ترمینال	терминал
نامحدود	бесконечной
نامحدود	бесконечное
نامحدود	неограниченный
سرنگون	свергнуть
سرنگون	свергнуть
آپاچی	apache
مشروط	контингента
مشروط	контингент
عرضی	ландшафт
عرضی	ландшафта
عرضی	пейзаж
عرضی	поперечной
ذرت	кукурузу
ذرت	кукуруза
ذرت	кукурузы
بدانید	знай
بدانید	знать
وبر	вебер
تعاونی	кооператив
تکنیکی	технические
تکنیکی	техническое
تکنیکی	технический
زی	зи
نفی	высылка
نفی	депортация
نفی	депортации
گسیل	выбросы
داوطلبانه	добровольно
داوطلبانه	добровольный
داوطلبانه	добровольное
داوطلبانه	добровольные
داوطلبانه	добровольная
خائن	предатель
شعارهای	девизы
رویس	ройс
گریگوری	григорий
گریگوری	грегори
کنراد	конрад
چکاوک	жаворонок
بالتیک	балтийского
آیوی	иви
آیوی	айви
راجرز	роджерс
میرسد	прибывающих
میرسد	достигает
ادوین	эдвин
رنگهای	цвета
اطفال	детей
اطفال	дети
هسن	гессен
یونس	юнус
یونس	джона
یونس	юнис
همسایگی	окрестности
همسایگی	районе
همسایگی	район
فرضی	гипотетически
راو	raw
راو	сырой
متناظر	соответствующая
آهسته	медленные
آهسته	медленно
آهسته	медленный
آهسته	медленно
آهسته	потихоньку
زاگرب	загребе
نوی	neu
نیکول	николь
گوگ	гог
فری	паром
فری	фрей
فری	fray
تقطیر	дистилляции
سرنگونی	свержение
آلتو	альто
نیکلای	николай
نیکلای	николай
رؤیا	сон
رؤیا	dream
رؤیا	мечта
اهدای	донор
اهدای	донора
پرل	жемчуг
پرل	жемчужина
پرل	перл
پرل	perl
رفیق	чувак
رفیق	приятель
رفیق	бадди
لیو	лив
بدانند	знай
بدانند	знать
عظمت	величие
عظمت	величие
مناظره	прений
مناظره	прения
مناظره	дебаты
مناظره	обсуждая
مناظره	дебаты
مناظره	прения
مناظره	дебаты
میکرو	микро
ادراک	восприятие
بادهای	ветры
بادهای	ветра
تاب	качели
ناتینگهام	ноттингем
بیاورید	принести
بیاورید	привести
پنهانی	втайне
پنهانی	тайно
صمیمی	сердечные
صمیمی	интимные
زینب	зайнаб
قربان	сэр
قربان	сер
سوءاستفاده	злоупотребления
سوءاستفاده	надругательство
سوءاستفاده	злоупотребление
جنوا	генуе
گنگ	тупой
گنگ	банда
مچ	запястья
مچ	запястье
یخی	фрост
یخی	мороз
یخی	лед
یخی	льда
یخی	ice
یخی	лёд
قحطی	голод
قحطی	голода
ماسک	маску
ماسک	маска
ماسک	маски
ماسک	маски
میگیرد	получает
مکانیزم	механизм
مکانیزم	механизма
شهدا	мучеников
قرض	заем
قرض	кредит
قرض	кредита
قرض	долг
قرض	долги
قرض	задолженности
قرض	задолженность
استوا	экватора
دشواری	трудности
دشواری	трудность
دشواری	сложность
دشواری	тяготы
مهمات	боеприпасов
مهمات	боеприпасы
آند	андского
رحمان	рахман
وصیت	завет
وصیت	завещание
محفظه	капсула
دول	мтз
دول	дол
مشاوران	консультантов
مشاوران	консультанты
مشاوران	советники
احتراق	сжигания
احتراق	сжигание
احتراق	зажигания
کلک	обман
کلک	фокус
کلک	трюк
کلک	уловка
گرده	пыльца
متخصصین	экспертов
متخصصین	эксперты
متخصصین	tech
متخصصین	специалистам
متخصصین	специалистов
متخصصین	специалисты
تریپل	тройной
فسیلی	ископаемых
فسیلی	ископаемые
فسیلی	ископаемого
مهاجرین	мигрантов
مهاجرین	мигранты
مهاجرین	иммигранты
مهاجرین	иммигрантов
مهاجرین	беженцы
پروسه	процесса
پروسه	процесс
گوهر	сущность
گوهر	суть
تراشه	чип
تحقیر	унижение
تحقیر	унижения
تحقیر	презрение
عنکبوتی	паук
عنکبوتی	пауки
پوینت	точка
پوینت	очко
پوینت	point
جراح	хирург
نورنبرگ	нюрнберг
نورنبرگ	нюрнберг
اتمسفر	атмосфера
اتمسفر	атмосферу
اتمسفر	атмосферных
قفس	клетка
قفس	клетку
شهوانی	эротические
جاسوس	шпион
دوجانبه	двустороннее
دوجانبه	двусторонних
دوجانبه	двусторонний
دوجانبه	двусторонняя
دوجانبه	двусторонние
پروتون	протон
لورا	лора
لورا	лаура
آشکارا	открыто
آشکارا	явно
آشکارا	публично
ساسکاچوان	саскачевана
لکه	пятна
لکه	пятно
لکه	капля
لکه	пятно
سوارکاری	езда
سوارکاری	конного
متریک	метрических
جاش	джош
جاش	джоша
بحر	моря
بحر	море
بحر	sea
راینلاند	рейнланд
انسانها	люди
حسابرسی	аудит
حسابرسی	ревизия
حسابرسی	ревизии
حسابرسی	учета
حسابرسی	учет
قناری	канарейки
قناری	канарских
گلوکز	глюкозы
یگان	подразделение
یگان	единицы
یگان	единица
قرارگاه	урегулирование
قرارگاه	поселение
قرارگاه	урегулирования
بوریس	борис
گروگان	заложники
گروگان	заложник
تدارک	подготовка
تدارک	приготовление
جووانی	джованни
دینار	динар
انور	энвер
انور	анвар
ویک	вик
استارک	старк
اتلاف	отходы
اتلاف	отходов
بای	бей
بای	бэй
بای	залив
بای	bay
مونترال	монреальского
مونترال	монреаль
ابدی	вечное
ابدی	вечный
ابدی	вечная
ابدی	вечной
ابدی	бессмертный
پتر	петр
پتر	питер
پتر	петер
پتر	пётр
پتر	петр
سیلیکات	силикат
مهری	печать
مواجهه	конфронтации
مواجهه	противостояние
نزول	спуск
عسکری	аскари
پروتستان	протестантской
سرعتی	скорейшего
تجلیل	праздник
تجلیل	празднование
تجلیل	торжество
سپر	щит
سپر	бампер
فرات	евфрат
ایزدی	провиденс
اسکیت	катание
اسکیت	скейт
آراسته	привлекательна
آراسته	привлекательная
آراسته	привлекательно
آراسته	привлекательный
آراسته	привлекательным
آراسته	украсили
بورلی	беверли
چهارراه	пересечения
چهارراه	пересечение
فراطبیعی	паранормальные
سلاطین	королей
سلاطین	короли
سایمون	симон
سایمون	саймон
والاس	уоллес
دیکتاتوری	диктаторского
دیکتاتوری	диктатуры
سویی	sui
اندلس	андалусии
بدخشان	бадахшан
لوسی	люси
خشکسالی	голод
خشکسالی	засухи
خشکسالی	засуха
اولاد	потомство
سمفونیک	symphonic
ریکاردو	риккардо
ریکاردو	рикардо
کلوپ	club
کلوپ	клуб
پوشیدن	ношение
پوشیدن	надеть
پوشیدن	носить
کلاب	club
کلاب	клуб
تایی	тхэ
لایپزیگ	лейпциге
نفرت	ненависть
نفرت	ненавидеть
نفرت	ненависть
نفرت	ненавистью
نفرت	ненавижу
نفرت	ненависти
برخاست	возник
برخاست	взлета
هالی	холли
چهاردهمین	четырнадцатой
ادواردز	эдвардс
نواری	лента
تالیفات	компиляции
تالیفات	подборки
تالیفات	сборники
مونته	монте
مونته	монти
هافمن	хоффман
هافمن	хоффман
غزنوی	газни
آشتی	перемирия
آشتی	перемирие
تروریست	террорист
تروریست	террористических
تروریست	террористы
تروریست	террористов
انصار	ансар
ارگان	органы
ارگان	органов
ارگان	орган
خفیف	мягкой
خفیف	незначительные
خفیف	незначительное
مخروطی	конические
مخروطی	конус
بازجویی	допросы
بازجویی	допрос
بازجویی	допроса
بازجویی	допроса
بازجویی	допрос
انبساط	расширение
قفسه	полка
قفسه	шельфа
قفسه	шкаф
قفسه	шкафу
پرتقال	оранжевое
پرتقال	оранжевый
پرتقال	апельсин
پرتقال	апельсины
نایت	найт
نایت	конь
نایت	рыцарь
کامیون	грузовик
شهریاری	монархии
فلک	феррис
اسپرت	спортивные
اسپرت	спорт
اسپرت	спортивная
اسپرت	sports
جواهرات	драгоценности
جواهرات	украшения
جواهرات	украшение
جواهرات	драгоценности
جواهرات	украшения
وانگ	ван
بیا	приходите
بیا	приходи
کورپوریشن	corporation
کورپوریشن	корпорация
کورپوریشن	корпорации
ویلی	уилли
ویلی	вилли
عماد	имад
مارپیچ	лабиринт
مارپیچ	лабиринт
مارپیچ	спирали
مارپیچ	спираль
مارپیچ	спирали
مارپیچ	спираль
ترنر	тернер
ترنر	тёрнер
میکروسکوپ	микроскоп
نکا	неккар
بیم	warner
سگا	sega
سگا	собак
سگا	собаки
سگا	псы
نهر	крик
نهر	ручей
پارما	парма
گوارشی	пищеварительной
سوسک	тараканы
سوسک	таракан
سوسک	жук
بزرگسال	взрослая
بزرگسال	взрослый
بزرگسال	взрослых
بزرگسال	взрослые
بزرگسال	взрослых
بزرگسال	взрослые
لیبرالیسم	либерализм
وجوه	фонды
وجوه	средства
غشای	мембрана
فلیکس	феликс
پیکربندی	настройка
پیکربندی	конфигурации
پیکربندی	конфигурация
پیکربندی	config
شنی	песок
دخیل	вовлечены
کلیولند	кливленд
صوری	формальный
صوری	формальные
بنفیکا	бенфика
شیرجه	погружение
شیرجه	дайвинг
شیرجه	dive
شیرجه	погружение
قسمتهای	эпизодов
قسمتهای	серий
تریلیون	трлн
جدیدترین	новейшие
جدیدترین	latest
باشکوه	великолепный
باشکوه	великолепно
تصدیق	подтверждение
تصدیق	подтвердите
تصدیق	подтвердить
تصدیق	подтверждение
تصدیق	признан
تصدیق	признано
تصدیق	признал
تصدیق	признана
تصدیق	признали
تصدیق	признала
تصدیق	проверка
رویارویی	конфронтации
رویارویی	противостояние
گرگوری	григорий
گرگوری	грегори
کلارا	клара
کلارا	клара
جاوید	джавид
جاوید	вечная
جاوید	бессмертный
کینگز	королей
کینگز	короли
سوشی	суши
واتسون	ватсон
واتسون	уотсон
استن	стэн
استن	стен
کریستف	кристоф
رصد	обсерватория
رصد	замечание
رصد	наблюдение
رصد	наблюдения
سوژه	предмет
سوژه	субъект
سوژه	объект
سوژه	тема
تاخت	галопом
تنباکو	табак
فنلاندی	финляндии
عاقبت	итоги
عاقبت	итог
آلکساندر	александр
مونرو	монро
ارل	эрл
گنجشک	воробьев
گنجشک	воробей
گاردین	страж
گاردین	хранитель
گاردین	опекун
زوال	перемещенных
زوال	снижается
فروید	фрейд
اسلو	осло
بلکبرن	блэкберн
جردن	иордания
جردن	иордан
جردن	иорданию
جردن	джордан
جردن	иордании
فاستر	фостер
تراژدی	трагедии
تراژدی	трагедия
سیزدهمین	тринадцатый
سیزدهمین	тринадцатой
پررنگ	робкий
سباستین	себастьян
رؤیای	сон
رؤیای	dream
رؤیای	мечта
المپیاد	олимпиада
بتهوون	бетховен
نمین	намин
وردی	верди
فلوئورید	фторид
دوزیستان	амфибия
موریتانی	мавритания
موریتانی	мавритании
ادراری	мочеполовой
کلاوس	клаус
گراند	гранде
گراند	гран
گراند	штук
گراند	гранд
گراند	grand
شاهدخت	принцессы
شاهدخت	принцесса
برمه	бирме
برمه	бирмы
واعظ	проповедник
واعظ	священник
خر	осел
خر	осёл
هانوفر	ганновер
هانوفر	ганновер
ریگ	вышке
اندر	эндер
پیشگام	пионер
اساسنامه	статут
اساسنامه	устав
الکترو	электро
کریگ	крейг
فشاری	давление
غریبه	чужие
غریبه	незнакомцев
غریبه	чужой
غریبه	незнакомец
شهرستانهای	графства
شهرستانهای	округа
شهرستانهای	графствах
شمشیربازی	фехтование
معلول	инвалидность
معلول	инвалидности
هیروشیما	хиросиме
آپارتمان	квартира
آپارتمان	апартаменты
آپارتمان	квартире
شیمیدان	химик
سفت	крепко
بتنی	бетани
ولت	вольт
تاین	тайн
نیش	стинг
لیژ	льеж
دیروز	вчера
دیروز	вчерашний
کیوتو	киото
کیوتو	киотский
اوژن	евгений
اوژن	юджин
عیب	дефект
ریل	железнодорожные
ریل	железнодорожных
ریل	железнодорожный
تعالیم	учения
تعالیم	учение
تعالیم	доктрина
تعالیم	доктрины
معابد	храмы
ماهیگیری	рыболовство
ماهیگیری	рыболовства
ماهیگیری	рыбалка
غیرعادی	необычный
غیرعادی	необычная
غیرعادی	необычное
غیرعادی	необычно
غیرعادی	необычные
پیرس	пирс
هولمز	холмс
رودکی	рудаки
ظلم	угнетения
ظلم	жестокость
ظلم	жестокости
ظلم	несправедливость
ظلم	несправедливости
تمرینات	подготовка
تمرینات	подготовки
تمرینات	обучение
تمرینات	тренинг
خرچنگ	крабов
خرچنگ	омар
خرچنگ	краб
کشنده	смертельная
کشنده	смертельный
کشنده	смертельной
کشنده	смертельный
کشنده	смертельно
کشنده	смертельная
کشنده	смертельно
بوته	буш
بوته	буша
کاتالان	каталонии
مورفی	мерфи
مورفی	мёрфи
خوارزم	хорезм
گرسنگی	голод
گرسنگی	голода
پالایش	фильтр
پالایش	фильтрации
پالایش	доработка
پالایش	переработка
رمزی	рэмси
چاله	лужа
شاهکار	трюк
شاهکار	шедевр
شاهکار	подвиг
نویز	шум
ادریس	енох
ادریس	идриса
نمانده	практически
نمانده	почти
رسوب	отложений
صافی	сафи
داش	дэш
داش	тире
ریچل	рэйчел
ریچل	рейчел
دریافتی	входящие
شیلا	шейла
شیلا	силла
عبدی	абди
جغد	сова
عمرو	амр
تاثیرات	последствия
تاثیرات	эффекты
احتمالات	вероятности
احتمالات	шансы
احتمالات	вероятность
یتیم	сирот
یتیم	сироты
یتیم	сирот
یتیم	сирота
یتیم	сироты
یتیم	сироту
دوس	dos
شفا	исцелить
شفا	вылечил
شفا	исцеление
مغازه	shop
مغازه	магазин
چرخشی	вращение
چرخشی	ротации
نشانگان	синдром
کنکور	экзамен
کنکور	экзамены
نهفته	встроенный
روانپزشکی	психиатрии
روانپزشکی	психиатрических
چیره	доминировали
بلوچی	беллуччи
گلکسی	галактика
گلکسی	галактике
گلکسی	galaxy
گلکسی	гэлакси
درازا	длительного
آزادانه	свободно
پاها	ножки
پاها	ноги
پاها	лапки
خواهران	сёстры
خواهران	сестры
اکو	эко
اکو	оэс
اکو	эко
اکو	эко
اکو	эхо
قبله	направление
استبداد	тирании
خوشبختانه	надеемся
خوشبختانه	надеюсь
شیدا	шида
تیتراژ	баллы
تیتراژ	кредиты
تیتراژ	кредитов
ولفگانگ	вольфганг
وزنه	веса
وزنه	весов
وزنه	вес
وزنی	взвешенный
اجداد	предки
اجداد	предков
اجداد	предок
پت	pet
پت	пэт
پاپی	поппи
پاپی	мака
قیصر	кайзер
پایش	сканирование
پایش	сканирования
پایش	мониторинга
پایش	контроль
پایش	наблюдение
پایش	мониторинг
آلیکانته	аликанте
فانی	фанни
فانی	смертный
پهلو	сторона
پهلو	стороне
پهلو	стороны
اکسپرس	экспресс
اکسپرس	express
اکسپرس	выразить
اسکس	эссекс
نخبگان	элиты
نخبگان	элита
فینیکس	капсулы
فینیکس	феникс
کرو	ворон
کرو	ворона
کرو	кроу
کرو	карев
ترتیبی	последовательных
ترتیبی	последовательная
ترتیبی	последовательный
ترتیبی	последовательное
ترتیبی	последовательные
کرایسلر	chrysler
هوتن	хаттон
هوتن	хаутен
غیرانتفاعی	некоммерческой
صفا	сафа
ساسکس	сассекс
تاجگذاری	коронации
فسفر	фосфора
بولتون	болтон
چشمی	глаз
چشمی	око
اوتار	уттар
اوا	эва
اوا	ева
اوا	евы
اوا	эва
هلسینکی	хельсинки
آندورا	андорры
آندورا	андорра
اجبار	усилие
اجبار	силы
اجبار	сила
اجبار	force
اجبار	силу
اجبار	принуждение
اجبار	принуждения
اجبار	принуждение
اجبار	принуждения
اجبار	принудительный
اجبار	принудительные
اجبار	принудительного
معقول	разумным
معقول	рациональное
معقول	рационально
معقول	рационального
معقول	разумная
معقول	разумно
معقول	разумный
معقول	разумное
معقول	разумные
بارگیری	загрузка
بارگیری	загрузить
بارگیری	скачать
بارگیری	погрузки
بارگیری	загрузка
بارگیری	загрузка
مذکر	мужской
مذکر	мужчина
مذکر	самец
مذکر	мужские
مذکر	мужской
دایناسور	динозавр
بقا	выживания
بقا	выживание
تورینو	тра
تورینو	torino
متفرقه	разное
متفرقه	прочее
متفرقه	разное
آدریان	эдриан
آدریان	эдриен
آدریان	адриан
برشی	сдвиг
اویل	нефти
اویل	нефть
اویل	масло
گیبسون	гибсон
استثنای	исключение
استثنای	исключением
استثنای	исключения
هراس	террор
هراس	фобия
آوازی	голосовые
آوازی	вокал
مغولی	монголии
استفن	стефан
استفن	штеффен
رسوایی	скандал
رسوایی	позор
سوخو	sukhoi
آویزان	повесили
آویزان	хун
آویزان	повесить
آویزان	висит
طغیان	восстал
طغیان	повстанцев
طغیان	бунт
طغیان	восстание
طغیان	мятеж
نیاکان	предки
نیاکان	предков
نیاکان	предок
جوادی	джавади
مسخره	нелепо
مسخره	смешно
الزامی	обязательных
الزامی	обязательное
الزامی	обязательна
الزامی	обязательные
الزامی	обязательная
الزامی	обязательный
سپهسالار	генералиссимус
عجیبی	странная
عجیبی	странное
عجیبی	странный
عجیبی	странно
عجیبی	странные
حمد	хамад
حمد	хвала
نوشیدن	питьевой
نوشیدن	пью
نوشیدن	пить
نوشیدن	пей
نوشیدن	пить
نوشیدن	выпить
نوشیدن	напиток
نورالدین	нуреддин
سفره	стол
سفره	таблица
سفره	скатерть
مالدیو	мальдивских
هل	хэл
اشمیت	шмидт
اشمیت	шмитт
لوتر	лютер
لوتر	лютера
راهبرد	стратегия
استنباط	вывод
استنباط	выведено
رمزگذاری	шифрования
رمزگذاری	шифрование
فرانچسکو	франциско
فرانچسکو	франсиско
فرانچسکو	франческо
زا	генератор
مصادره	конфисковали
سازندگی	конструкция
سازندگی	строительство
وارث	наследник
وارث	наследника
روزولت	рузвельт
روزولت	рузвельта
قصبه	приход
قصبه	волость
دماغه	плащ
دماغه	мыс
قدردانی	благодарность
قدردانی	благодарности
قدردانی	признательность
ویتنی	уитни
کوستا	коста
غزالی	газали
دیم	дим
راش	раш
ققنوس	феникс
اوراسیا	евразии
مرگبار	смертельный
مرگبار	смертельно
مرگبار	смертельная
مرگبار	смертельно
کابین	домик
وکالت	адвокат
جوجه	курица
جوجه	куриные
بهبودی	оздоровление
بهبودی	восстановление
بهبودی	восстановления
بهبودی	совершенствование
بهبودی	улучшение
عینک	очки
عینک	стаканы
عینک	бокалы
هومبولت	гумбольдт
مارکسیسم	марксизм
متابولیسم	метаболизм
میرود	ходит
میرود	прогулки
کج	косая
کج	курсив
ناکام	разочарован
ناکام	разочарование
ناکام	разочарованы
ناکام	расстроен
شمع	свечу
شمع	свеча
شمع	свечей
شمع	свечи
تاد	тодд
پشتو	пушту
توبه	раскаяние
توبه	покаяние
توبه	покаяния
مترادف	синонимами
مترادف	синоним
شلوغ	грязно
شلوغ	бардак
شلوغ	занято
شلوغ	занят
شلوغ	занята
شلوغ	заняты
شلوغ	шумно
ژولیت	джульетта
ژولیت	джульет
ژولیت	джульетта
بنیامین	бенджамин
گنبدی	скрипач
فال	предзнаменование
ونسان	винсент
لوکا	лука
لوکا	луки
لوکا	лука
لوکا	луки
مرکبات	цитрусовых
یوجین	евгений
یوجین	юджин
فیس	фейсбук
فیس	facebook
هاروی	харви
توییتر	твиттер
توییتر	twitter
ید	йода
فرج	фарадж
تنور	духовке
تنور	печь
تنور	тенор
توگو	того
عصبانی	злой
عصبانی	злость
عصبانی	злая
عصبانی	зол
جوآن	джоан
آوانگاری	фонетический
استوک	сток
زباله	отходы
زباله	отходов
زباله	корзина
زباله	мусор
زباله	мусор
زباله	мусора
آشیانه	гнездо
آشیانه	гнезда
آشیانه	ангар
توهم	галлюцинации
توهم	иллюзии
توهم	иллюзия
آنتون	антон
آشامیدنی	питьевой
آشامیدنی	пью
آشامیدنی	пить
الاهلی	коммерческие
الاهلی	коммерческая
الاهلی	коммерческий
پانزدهمین	пятнадцатого
پانزدهمین	пятнадцатый
پانزدهمین	пятнадцатой
هیدروکسی	гидрокси
کاران	каран
آبزی	водных
آبزی	водные
آزادسازی	освобождения
آزادسازی	освобождение
شکلات	шоколадные
شکلات	шоколад
شکلات	шоколадный
ژنوم	генома
الک	лося
الک	сито
الک	алек
رقبای	соперников
آفتابی	солнечно
آفتابی	солнечные
آفتابی	солнечная
آفتابی	санни
آفتابی	солнечный
ترجیحات	преференций
ترجیحات	предпочтения
ترجیحات	bac
جوشکاری	сварка
چهارچوب	рамки
ختنه	обрезание
ختنه	обрезание
استثنایی	особая
استثنایی	специальный
استثنایی	специального
استثنایی	специальная
استثنایی	специальные
استثنایی	специальное
استثنایی	исключительных
استثنایی	исключительное
استثنایی	исключительные
استثنایی	исключительный
استثنایی	исключительная
تاجیک	таджикистана
بوت	бут
بوت	бута
پابلو	пабло
جابر	джабер
پالاس	паллас
ائوسن	эоцен
چیبا	тиба
باربادوس	барбадосе
باربادوس	барбадос
باربادوس	барбадоса
بلیک	блейк
بلیک	блэйк
انفجاری	взрыв
انفجاری	взрывчатка
انفجاری	взрывных
انفجاری	детонации
انفجاری	подрыв
نزدیکترین	ближайшие
نزدیکترین	ближайшее
نزدیکترین	ближайший
نزدیکترین	ближайшей
نزدیکترین	ближайший
گیت	врата
گیت	ворота
گیت	git
گیت	гейтс
گیت	ворота
عرف	нравы
انتحاری	самоубийство
انتحاری	самоубийства
اوکراینی	украинский
اوکراینی	украинские
اوکراینی	украинская
اوکراینی	украинцы
قلمروی	территория
ترانزیستور	нпп
ترانزیستور	транзистор
سیریلیک	кириллица
امتناع	отказ
امتناع	отказываясь
بازل	базельской
مهمانی	party
مهمانی	сторона
مهمانی	партия
مهمانی	вечеринка
مهمانی	праздник
مهمانی	пир
مهمانی	банкет
رویت	очередь
رویت	поворот
مفاصل	суставов
دیلم	лом
پیشانی	лоб
وفور	изобилие
کاسپین	каспийского
قلع	тин
بگو	скажи
بگو	скажем
بگو	скажите
بگو	сказать
بگو	рассказать
بگو	расскажите
آزاده	свободно
آزاده	бесплатно
آزاده	свободный
آزاده	свободной
آزاده	бесплатный
آزاده	бесплатные
پدران	отцов
پدران	отцы
پدران	предки
پدران	предков
متین	мет
حیفا	хайфа
داغستان	дагестан
کاناگاوا	канагава
پگاه	раннее
پگاه	ранняя
پگاه	рано
پگاه	ранний
توفان	тайфун
توفان	шторм
توفان	буря
توفان	гроза
قطعا	определённо
قطعا	однозначно
قطعا	определенно
اژدهای	dragon
اژدهای	дракона
اژدهای	дракон
یاسر	ясира
بالتیمور	балтимор
بالتیمور	балтиморе
بعدا	позднее
بعدا	позже
ملوک	малуку
اولاً	ула
تسهیلات	коммунальные
نژادپرستی	расизм
اینتل	intel
استرس	стресс
استرس	подчеркнул
استرس	подчеркнуто
ناب	наб
ناب	чистая
ناب	чистые
ناب	чисто
ناب	чистый
ناب	чистое
مفسر	переводчик
مفسر	комментатор
آندرا	андреа
آندرا	андхра
نادو	наду
مطبوع	кондиционер
متعارف	обычных
متعارف	canonical
بیهوده	суета
بیهوده	тщеславие
بیضی	овал
بیضی	эллипс
بیضی	эллиптические
کمرنگ	бледный
اور	орр
کلسترول	холестерина
هلیکوپتر	вертолет
هلیکوپتر	вертолёт
هلیکوپتر	вертолет
شیوا	шива
یونی	ион
گلو	горла
گلو	горло
سریالی	серийный
سریالی	последовательный
ندیده	видел
ندیده	видели
بطن	желудочка
بطن	желудочка
بطن	живот
ارسلان	арслан
بخورد	пожирает
آهو	олень
آهو	ахо
آهو	газель
دونتسک	донецк
منگنز	марганца
برگه	breguet
برگه	лист
کاذب	ложь
کاذب	ложный
کاذب	ложное
کاذب	ложные
جگوار	jaguar
فازی	этапе
فازی	стадия
فازی	фаза
فازی	этап
فازی	пушистый
امینم	эминем
یوکوهاما	иокогаме
جذابیت	влечение
سوفی	софи
موقتی	временно
موقتی	временный
موقتی	временная
موقتی	временное
موقتی	временно
موقتی	временные
موقتی	временный
موقتی	временная
ایمی	эми
روشنگری	просвещения
روشنگری	просвещение
مضر	вредные
مضر	вредных
هود	худа
هود	гуд
هود	худ
هود	капот
فیورنتینا	фиорентина
شلوار	брюки
شلوار	брюки
شلوار	штаны
سیتروئن	citroën
شکمی	брюшной
پذیرد	принимает
سوزوکی	suzuki
گای	гай
گای	ги
گای	парень
رادیکال	радикально
رادیکال	радикальные
سنسور	датчик
خازن	конденсатор
لیتل	little
لیتل	маленький
لیتل	маленькая
لیتل	мало
لیتل	маленькие
طیب	свадебный
طیب	свадебные
طیب	тайип
ورونا	верона
خطاهای	ошибки
خرابی	неудачи
خرابی	неудача
خرابی	провал
خرابی	разрушение
خرابی	разрушения
خرابی	уничтожения
خرابی	уничтожение
بوسه	целую
بوسه	поцелуи
بوسه	поцелуев
بوسه	целует
بوسه	поцелуй
بوسه	kiss
بوسه	целуй
پالمیراس	палмейрас
اعماق	глубины
اعماق	глубин
اعماق	глубокую
اعماق	глубокое
اعماق	глубокая
اعماق	глубокие
اعماق	глубоко
اعماق	глубокий
لاو	лаоса
لاو	лав
بخشیده	простил
بخشیده	простила
جنت	джанет
جنت	дженет
کامپایلر	компилятор
ونوس	венеры
ونوس	венера
دانته	данте
آقایی	джентльмен
فرزانه	мудрый
فرزانه	мудро
فرزانه	мудрое
فرزانه	мудрые
میترا	митра
ویستا	vista
اسهال	понос
پرستون	престон
اذعان	признать
چیدمان	макет
جنگجویان	воины
جنگجویان	воинов
هروی	эрве
الکترومغناطیس	электромагнитной
کران	глухие
کران	глухая
کران	глухой
بازگرداندن	восстанавливать
بازگرداندن	восстановить
زاد	потомство
گرومن	grumman
لوران	лоран
پردازی	обработки
پردازی	переработка
پردازی	обработка
سرم	сыворотка
روبن	роббен
روبن	рубен
روبن	рубен
حضورش	присутствие
تزار	царя
تزار	царь
گرانده	гранде
پلانک	планка
پلانک	планк
رانندگان	водители
رانندگان	водителей
رانندگان	автомобилистов
ناپولی	неаполитанская
ناپولی	наполи
دمی	демми
دمی	деми
مبارزان	бойцы
مبارزان	бойцов
مبارزان	боец
ماهه	месяца
ماهه	месяцы
ماهه	месяцев
اینترناسیونال	internacional
تشریفات	формальности
تشریفات	формальностей
تشریفات	церемонии
تشریفات	обряды
تشریفات	церемониальный
تشریفات	формальности
تشریفات	формальность
جوراب	носок
جوراب	носки
سیلور	серебро
سیلور	серебряный
سیلور	сильвер
تحرک	передвижение
تحرک	движение
تحرک	мобильность
تحرک	мобильности
شایعه	слух
شایعه	слухи
لیتیم	лития
خانات	ханство
نئو	нео
دفعات	времена
دفعات	таймс
دفعات	times
پیکره	corpus
پیکره	корпус
زار	зар
لطیف	тонко
لطیف	латиф
