ve	そして
taslak	概説
taslak	下書き
geçerli	有効
geçerli	応募
geçerli	適用
ikili	バイナリ
ikili	デュオ
ikili	ダブル
ikili	二重
kimyasal	化学
isa	isa
isa	キリスト
maria	マリア
maria	マリヤ
finlandiya	フィンランド
çağ	時代
kayıp	損失
kayıp	喪失
kayıp	ロスト
ip	ロープ
ip	ストリング
night	ナイト
görüş	フィードバック
görüş	視界
hattı	直線
hattı	ライン
hattı	ホットライン
doğa	ネイチャー
doğa	自然
linecolor	linecolor
coğrafi	地理
inşaat	建物
inşaat	建設
olumsuz	ネガティブ
olumsuz	マイナス
olumsuz	ネガ
yönetici	管理者
yönetici	管理人
yönetici	管理者
yönetici	管理人
yönetici	エグゼクティブ
yönetici	監督
yönetici	ディレクター
yönetici	取締役
yönetici	店長
yönetici	支配人
yönetici	マネージャー
yönetici	マネージャ
saray	法廷
saray	コート
saray	裁判所
saray	宮殿
big	大きな
big	大きい
big	ビッグ
katolik	カトリック
katolik	カトリシズム
çağdaş	モダン
çağdaş	現代
faaliyet	アクティビティ
sonu	終了
sonu	エンド
evlilik	結婚
evlilik	婚姻
evlilik	ウェディング
evlilik	結婚式
derin	ディープ
derin	深い
cins	品種
vefat	故人
petrol	ガソリン
petrol	石油
petrol	オイル
kimi	きみ
kimi	キミ
kuş	バーディー
kuş	鳥類
kuş	バード
daniel	ダニエル
alternatif	オルタナティブ
alternatif	代替
alternatif	交互
online	オンライン
pierre	ピエール
eşit	等しい
eşit	イコール
eşit	等しい
teknoloji	テック
teknoloji	テクノロジー
teknoloji	技術
teknoloji	テクノロジー
who	who
imparatorluk	帝国
imparatorluk	帝政
imparatorluk	エンパイア
imparatorluk	インペリアル
kraliyet	王族
kraliyet	ロイヤル
ölü	デッド
komutan	司令官
jones	ジョーンズ
altyazı	字幕
altyazı	サブタイトル
öğretmen	教員
öğretmen	教師
öğretmen	先生
öğretmen	教員
öğretmen	教師
hanedanı	王朝
katı	固体
katı	厳重
çeyrek	クォーター
çeyrek	四半期
onur	名誉
onur	名誉
olmadan	なし
dokuz	nine
kalp	心臓
kalp	ハート
türleri	種類
performans	パフォーマンス
performans	性能
performans	興行
bakış	概要
bakış	概観
gelişmiş	改良
gelişmiş	強化された
gelişmiş	上級
bunları	これらの
bunları	これら
tokyo	東京
millet	みんな
millet	ピープル
hot	熱い
hot	ホット
hot	暑い
koyu	ダーク
koyu	暗い
koyu	入り江
nokta	ドット
nokta	スポット
nokta	期間
nokta	ピリオド
nokta	ドット
nokta	dot
nokta	ポイント
cinsel	性的
dijital	デジタル
halil	カリル
modeli	モデル
plan	計画
plan	プラン
plan	日程
plan	スケジュール
plan	計画
plan	プラン
max	マックス
max	max
klip	クリップ
akademik	アカデミック
hepsi	all
hepsi	すべて
istifa	辞める
istifa	終了
istifa	辞表
istifa	辞任
istifa	辞職
istifa	辞任
premier	プレミア
official	公式
official	職員
ebu	アブー
idam	実行
idam	処刑
idam	実行
idam	執行
balkan	バルカン
halka	リング
halka	指輪
halka	リング
halka	指輪
çek	引っ張る
çek	プル
çek	小切手
çek	チェック
şarkılar	ソング
üyeler	メンバー
üyeler	メンバ
aracı	ツール
aracı	工具
aracı	道具
will	ウィル
will	遺言
billboard	看板
ihtiyaç	ニーズ
ihtiyaç	必要性
ihtiyaç	ニーズ
katılıyorum	賛成
test	テスト
test	テスト
test	テスト
hitler	ヒトラー
hitler	ヒットラー
çoğunluğu	過半数
zamanlar	タイムズ
akademi	アカデミー
gider	goes
düz	フラット
düz	まっすぐ
düz	ストレート
düz	無地
düz	平野
siyaset	政治
barcelona	バルセロナ
tedavi	治癒
tedavi	治療
tedavi	セラピー
tedavi	トリートメント
tedavi	待遇
tedavi	治療
tedavi	トリートメント
dvd	dvd
dvd	dvd
karmaşık	コンプレックス
karmaşık	錯体
karmaşık	複雑
karmaşık	複雑
football	フットボール
ağ	web
ağ	ウェブ
ağ	net
ağ	ネット
ağ	ネットワーク
balık	魚類
balık	フィッシュ
balık	釣り
balık	魚釣り
yaşlı	長老
yaşlı	古い
yaşlı	オールド
alanları	フィールド
alanları	フィールズ
geçersiz	null
geçersiz	ヌル
geçersiz	無効
oluşturulan	作成
basın	プレス
basın	メディア
çelik	スチール
çelik	鋼鉄
karakteri	文字
karakteri	性格
karakteri	キャラクター
cilt	音量
cilt	ボリューム
cilt	体積
cilt	スキン
cilt	皮膚
süresi	期間
değerli	尊い
değerli	precious
değerli	貴重
değerli	バリュー
değerli	価額
tasarım	デザイナー
tasarım	デザイン
tasarım	設計
tasarım	意匠
tasarım	デザイン
maça	スペード
maça	スペード
haçlı	十字軍
dergi	マガジン
dergi	雑誌
dergi	雑誌
makedonya	マケドニア
kaleci	ゴールキーパー
bosna	ボスニア
hücre	セル
hücre	セル
aslan	ライオン
aslan	獅子
aslan	アスラン
aslan	レオ
aslan	leo
dahi	天才
dahi	神童
voleybol	バレーボール
tour	ツアー
papa	教皇
davet	招待
davet	招聘
davet	招待
davet	招待
yerleri	場所
yerleri	スポット
yerleri	所在地
derecesi	学位
chicago	シカゴ
olmaz	not
sabah	モーニング
kırım	クリミア半島
young	若い
young	ヤング
emir	アミール
emir	アミール
emir	オーダー
emir	注文
emir	命令
emir	オーダー
emir	注文
gruplar	バンド
gruplar	グループ
ders	レッスン
ders	授業
ders	講義
ders	教本
ders	講演
ders	教訓
ders	レッスン
ders	授業
ders	階級
ders	クラス
filmler	映画
kurt	クルト
kurt	ウルフ
kurt	オオカミ
bölümleri	チャプター
bölümleri	エピソード
bölümleri	セクション
sistemleri	システム
sistemleri	システムズ
ağaç	木材
ağaç	木製
ağaç	ウッド
ağaç	ツリー
ağaç	樹木
gürcistan	グルジア
gürcistan	ジョージア
hareketler	ムーブメント
hareketler	楽章
hareketler	運動
hareketler	アクション
hareketler	アクティビティ
hareketler	moves
hareketler	動き
birleşmiş	unified
birleşmiş	ユナイテッド
gelecek	フューチャー
gelecek	未来
gelecek	将来
piyano	ピアノ
state	都道府県
state	状態
başkent	キャピトル
başkent	資本
başkent	首都
başkent	キャピタル
tank	戦車
tank	タンク
edebiyatı	文学
edebiyatı	文芸
kaydı	記録
kaydı	レコーディング
kaydı	録音
alexander	アレクサンドロス
alexander	アレクサンダー
alexander	アレキサンダー
ödüller	受賞
ödüller	表彰
ödüller	懸賞
ödüller	賞品
yazılı	筆記
tepe	ヒル
tepe	ヒルズ
malatya	マラティヤ
alma	アルマ
oscar	オスカー
oscar	オスカル
servisi	サービス
kelime	ワード
kelime	言葉
kelime	単語
kelime	word
kelime	語彙
kelime	言葉
kelime	単語
miktarda	金額
miktarda	数量
evet	はい
antonio	アントニオ
filistin	パレスチナ
filistin	パレスチナ
sıcaklık	気温
sıcaklık	温度
sıcaklık	ヒート
ürünleri	プロダクト
ürünleri	商品
ürünleri	製品
aracılığıyla	via
aracılığıyla	through
aracılığıyla	スルー
eleme	除去
konuk	ゲスト
konuk	ゲスト
geç	遅い
geç	スキップ
adım	step
adım	ステップ
bronz	青銅
bronz	ブロンズ
münih	ミュンヘン
brown	褐色
brown	茶色
brown	ブラウン
parlak	ブライト
parlak	明るい
parlak	ピカピカ
parlak	光沢
ermenistan	アルメニア
coğrafya	地理
scott	スコット
güncel	現在
şeyh	シャイフ
şeyh	シーク
toprakları	土地
yazılım	ソフトウエア
yazılım	ソフトウェア
topluluk	コミュニティ
topluluk	コミュニティー
topluluk	社会
topluluk	アンサンブル
geçerek	through
geçerek	スルー
kesinlikle	絶対に
sanatlar	arts
sanatlar	芸術
matematik	数学
matematik	数学
düşünce	思考
düşünce	考え
düşünce	思考
düşünce	考え
düşünce	思考
düşünce	想い
kat	フロア
kat	kat
iskoçya	スコットランド
hızı	速度
hızı	スピード
hızı	スピード
salonu	ホール
politika	ポリシー
politika	政策
politika	方針
politika	政治
görsel	画像
görsel	イメージ
görsel	ビジュアル
arazi	ランド
arazi	土地
arazi	地形
evlendi	既婚
anayasa	体質
anayasa	憲法
kariyer	経歴
kariyer	キャリア
kariyer	キャリア
kariyer	求人
üstünde	上の
üstünde	上記
hedef	ゴール
hedef	行き先
hedef	目的地
hedef	宛先
hedef	aim
hedef	ターゲット
örgütü	組織
bbc	bbc
takımlar	スーツ
takımlar	チーム
kılıç	刃物
kılıç	ブレイド
kılıç	刀剣
am	プッシー
london	ロンドン
hariç	除外
hariç	除外
hariç	除外
kuantum	量子
venedik	ベニス
venedik	ヴェネツィア
venedik	ベネチア
ağrı	痛み
ağrı	疼痛
ağrı	ペイン
ağrı	アララト
teorisi	セオリー
teorisi	理論
mary	メアリ
mary	メアリー
santa	サンタ
numara	トリック
numara	番号
numara	数値
numara	ナンバー
kimya	化学
kimya	化学
house	ハウス
yarım	半分
yarım	ハーフ
harita	地図
harita	マップ
harita	地図
harita	マップ
carlos	カルロス
kuvvet	体力
kuvvet	強度
kuvvet	フォース
değişiklikler	変更
kalma	tos
sam	サム
denizli	デニズリ
işler	ジョブ
işler	求人
kanun	法律
kanun	法学
reklam	広告
reklam	コマーシャル
reklam	商用
reklam	商業
reklam	広告
reklam	広告
şeyler	モノ
şeyler	物事
şeyler	もの
otomobil	自動車
otomobil	自動車
otomobil	クルマ
otomobil	自動
otomobil	オート
batman	バットマン
devre	サーキット
devre	回路
uçuş	フライト
uçuş	フライト
uçuş	飛行
kutusu	ボックス
aşık	クラッシュ
aşık	恋人
yarışma	競技
yarışma	コンペ
yarışma	競争
yarışma	コンペティション
yarışma	コンテスト
yarışma	コンテスト
friedrich	フリードリヒ
friedrich	フリードリッヒ
latince	ラテン語
latince	ラテン
dönüş	return
dönüş	リターン
dönüş	ターン
dönüş	曲がる
dönüş	回転
dönüş	ローテーション
dönüş	スピン
öncesinde	以前
şahin	ファルコン
şahin	ホーク
şahin	タカ
şahin	ホークアイ
sayfada	ページ
pasifik	パシフィック
işlem	取引
işlem	トランザクション
işlem	過程
işlem	プロセス
işlem	処理
işlem	加工
işlem	運行
işlem	作戦
işlem	運営
işlem	操作
işlem	オペレーション
zafer	勝利
zafer	グローリー
zafer	トライアンフ
html	html
arama	検索
arama	通話
arama	コール
ufak	小さな
ufak	スモール
ufak	小さい
öncelikle	主に
öncelikle	ファースト
öncelikle	最初
istiyorum	欲しい
kısım	セクション
kısım	パート
kısım	部分
aktris	女優
aktris	俳優
hata	間違い
hata	バグ
hata	不具合
hata	bug
hata	エラー
blue	青い
blue	ブルー
blue	青色
kütahya	キュタヒヤ
ilişkileri	リレーションシップ
ilişkileri	交際
ilişkileri	リレーション
ilişkileri	関係
oylama	投票
oylama	投票
bina	建物
uzanan	ストレッチ
yes	はい
microsoft	microsoft
satış	販売
satış	売り上げ
satış	セールス
satış	売上
satış	セール
küresel	球面
küresel	球状
küresel	global
küresel	グローバル
reality	リアリティ
reality	現実
hız	速度
hız	速度
hız	スピード
toplu	バッチ
toplu	バルク
toplu	ミサ
toplu	質量
toplu	集計
toplu	集約
toplu	集計
tarzı	スタイル
sekreteri	秘書
desteği	サポート
desteği	支持
simon	シモン
simon	サイモン
yüksekliği	身長
komşu	隣人
komşu	近所
komşu	隣人
komşu	近所
işaret	マーカー
işaret	索引
işaret	インデックス
işaret	シグナル
işaret	信号
işaret	マーク
işaret	マルク
işaret	サイン
işaret	記号
işaret	署名
şeker	キャンディ
şeker	キャンディー
şeker	砂糖
karanlık	ダーク
karanlık	暗い
karanlık	暗闇
youtube	youtube
başarısız	失敗
başarısız	失敗
başarısız	故障
başarısız	失敗
fox	キツネ
hazırlık	準備
hazırlık	調製
hazırlık	仕込み
hazırlık	調合
boston	ボストン
dolu	いっぱい
dolu	フル
set	集合
set	セット
set	集合
set	セット
başlangıç	インセプション
başlangıç	開始
başlangıç	始める
başlangıç	スタート
başlangıç	起動
prens	プリンス
steve	スティーブ
steve	スティーヴ
meyve	フルーツ
meyve	果実
meyve	果物
meyve	フルーツ
meyve	果実
meyve	果物
hanım	嫁さん
hanım	レディ
hanım	ミス
ilişki	リレーションシップ
ilişki	交際
ilişki	リレーションシップ
ilişki	交際
ilişki	性交
ilişki	関係
birim	単位
birim	ユニット
birim	単位
birim	ユニット
ürün	アイテム
ürün	品物
ürün	製品
ürün	プロダクト
ürün	プロダクト
ürün	商品
ürün	製品
hüküm	宣告
hüküm	センテンス
hüküm	文章
hüküm	判断
hüküm	審判
hüküm	評決
hüküm	判断
hüküm	判決
isimleri	名前
isimleri	名称
cumhurbaşkanlığı	総裁
kaliteli	品質
kaliteli	クオリティ
kaliteli	画質
kaliteli	quality
kitapları	書物
kitapları	帳簿
kitapları	書籍
kasaba	タウン
öğrenim	学習
öğrenim	ラーニング
öğrenim	学問
anlaşma	ディール
anlaşma	クーポン
anlaşma	協定
anlaşma	合意
anlaşma	配置
anlaşma	編曲
anlaşma	条約
birini	誰か
giresun	ギレスン
zayıf	スキニー
zayıf	スリム
zayıf	弱い
zayıf	薄い
zayıf	細い
rum	ラム
öykü	記事
öykü	ストーリー
öykü	物語
öykü	ストーリー
öykü	物語
school	学校
school	スクール
bol	bol
kahraman	ヒーローズ
kahraman	heroes
kahraman	ヒーロー
kahraman	ヒロイン
demek	手段
mimarlık	アーキテクチャ
mimarlık	建築
lewis	ルイス
alaska	アラスカ
talep	要求
talep	請求
talep	リクエスト
talep	需要
talep	催告
köprüsü	ブリッジ
yılların	年数
bakan	公使
bakan	大臣
bakan	秘書
er	非公開
er	プライベート
vali	プラエフェクトゥス
vali	総督
vali	知事
ağırlık	重み
ağırlık	重量
ağırlık	体重
hall	ホール
font	フォント
hırvatistan	クロアチア
doktora	phd
girl	ガール
girl	少女
girl	女の子
kurgu	編集
kurgu	フィクション
profesör	教授
sınırlı	限定
sınırlı	limited
sınırlı	有限
rize	リゼ
başkanlık	総裁
araştırmalar	研究
araştırmalar	リサーチ
demiryolu	鉄道
demiryolu	鉄道
finali	フィナーレ
ray	レイ
kütüphanesi	図書館
kütüphanesi	ライブラリ
barajı	ダム
tabi	シュア
ters	リバース
ters	反転
kısmen	パート
kısmen	部分
kısmen	そこそこ
amasya	アマスィヤ
air	空気
air	航空
air	エア
bot	bot
bot	ボット
bot	ブート
bot	ブーツ
bot	ブーツ
bot	ボート
senaryo	脚本
senaryo	シナリオ
senaryo	脚本
senaryo	スクリプト
dev	巨人
dev	ジャイアント
dev	巨大
dev	dev
sözleri	歌詞
sözleri	作詞
joe	ジョー
gül	ローズ
gül	ロゼ
gül	バラ
gül	rose
gül	薔薇
gül	ギュル
gül	笑い
gül	笑う
gül	薔薇
gül	バラ
mağlup	敗者
mağlup	敗北
şam	ダマスカス
şam	サム
yarış	人種
yarış	競走
yarış	レース
yarış	競走
yarış	レース
yarış	レーシング
kapağı	ふた
milan	ミラノ
şehristanı	カウンティ
esir	捕虜
esir	囚人
war	戦争
aşağıda	以下
musa	モーゼ
musa	モーゼス
musa	ムサ
kütle	ミサ
kütle	質量
hat	直線
hat	ライン
hat	書道
çeviri	翻訳
çeviri	翻訳
sırp	セルビア
sesi	サウンド
sesi	音量
sesi	ボリューム
sesi	体積
sesi	ボイス
sesi	音声
yolcu	乗客
yolcu	旅客
yolcu	トラベラー
yolcu	トラベラー
yolcu	乗客
yerler	場所
yerler	スポット
yerler	所在地
hali	カーペット
hali	じゅうたん
hali	絨毯
brian	ブライアン
afganistan	アフガニスタン
ila	イラ
sürümü	バージョン
buğday	穀物
buğday	小麦
buğday	コムギ
teamb	teamb
geçim	生計
mali	マリ
hristiyan	クリスチャン
hristiyan	キリスト教
hristiyan	キリスト教徒
hristiyan	キリスト教徒
tehdit	脅迫
tehdit	脅威
tehdit	威嚇
tehdit	脅迫
tehdit	威嚇
tehdit	脅威
terim	用語
komisyonu	手数料
komisyonu	コミッション
komisyonu	委嘱
geliştirme	発達
geliştirme	開発
geliştirme	改善
geliştirme	改善
taylor	テイラー
pers	ペルシャ
teklif	入札
teklif	クーポン
teklif	提案
teklif	プロポーズ
teklif	入札
teklif	オファー
teklif	申し出
teklif	クーポン
milliyet	国籍
ayak	フィート
ayak	フィート
ayak	両足
ayak	足音
mimari	アーキテクチャ
mimari	建築
lider	リーダー
pakistan	パキスタン
pakistan	パキスタン
vadisi	バレー
vadisi	谷間
siz	あなた
sıradan	普通
sıradan	カジュアル
sıklıkla	頻繁
sıklıkla	頻繁
sıklıkla	しばしば
hayatta	アライブ
bill	ビル
bağımsızlık	独立
düğün	ウェディング
düğün	結婚式
bulgar	ブルガリア
drama	ドラマ
gençler	青年
gençler	若者
gençler	ユース
gençler	青春
gençler	boys
gençler	男の子
gençler	青少年
fen	サイエンス
fen	科学
orkestra	オーケストラ
kulesi	タワー
hd	brb
atom	原子
atom	アトミック
atom	原子
atom	原子
entertainment	エンターテイメント
entertainment	娯楽
entertainment	エンターテインメント
kosova	コソボ
şampiyonluk	選手権
şampiyonluk	チャンピオンシップ
şampiyonluk	選手権
death	デス
koç	コーチ
koç	コーチング
koç	コチ
istasyonu	ステーション
bayrak	フラグ
bayrak	国旗
bayrak	フラグ
bayrak	国旗
dağlık	山地
josé	ホセ
josé	ホセ
mühendislik	工学
mühendislik	エンジニアリング
düşen	落下
oyunlar	ゲーム
performansı	パフォーマンス
performansı	性能
performansı	興行
bakü	バクー
çocuklar	boys
çocuklar	男の子
çocuklar	子供
çocuklar	キッズ
çocuklar	みんな
çocuklar	子供
facebook	facebook
paralel	パラレル
paralel	並列
şili	チリ
şili	チリ
aylık	毎月
aylık	月間
aylık	月刊
aylık	月間
erişim	アクセス
erişim	リーチ
dönen	回転
dönen	紡績
dönen	カルーセル
zeki	賢い
zeki	知能
zeki	知的
zeki	インテリジェント
zeki	賢い
zeki	スマート
rıza	同意
rıza	承諾
rıza	レザ
last	最終
last	ラスト
last	最後
kelimesi	ワード
kelimesi	言葉
kelimesi	単語
kelimesi	word
güneydoğu	東南
güneydoğu	南東
güneydoğu	南東
yasal	合法
mr	mra
johnson	ジョンソン
köprü	ブリッジ
vergi	租税
vergi	租税
vergi	税金
vergi	税金
asist	アシスト
dikey	肖像
dikey	ポートレート
dikey	縦長
nadir	レア
nadir	レアリティ
hastalık	病気
hastalık	疾患
hastalık	病気
hastalık	疾病
hastalık	病気
ing	ing
galerisi	ギャラリー
eşlik	伴奏
eşlik	エスコート
eşlik	護送
şekli	図形
şekli	形状
şekli	シェイプ
hane	世帯
hane	ディジット
mike	マイク
kocaeli	コジャエリ
adları	名前
adları	名称
içeriği	コンテンツ
içeriği	内容
içeriği	内容
seçmen	有権者
marie	マリー
devamı	さらに
devamı	続編
devamı	続行
devamı	続き
devamı	継続
devamı	もっと
royal	ロイヤル
kilometre	キロメートル
kilometre	キロメートル
kilometre	キロ
kilometre	キロメートル
etkileri	エフェクト
etkileri	効果
liverpool	リヴァプール
liverpool	リバプール
arthur	アーサー
ayrıntılı	詳細
juan	フアン
bayan	レディ
bayan	ミス
konuşma	音声
konuşma	スピーチ
konuşma	トーク
dar	きつい
dar	狭い
madonna	マドンナ
dolar	ドル
dolar	ドル
dolar	yen
sıvı	液体
sıvı	流体
sıvı	液体
cümle	宣告
cümle	センテンス
cümle	文章
güvenilir	信頼
darbe	インパクト
darbe	衝撃
darbe	ブロウ
darbe	ブロー
christian	クリスチャン
christian	キリスト教
christian	キリスト教徒
bob	ボブ
bob	bob
dikkate	対価
wilhelm	ヴィルヘルム
akşam	夕方
bayrağı	フラグ
bayrağı	国旗
kuru	辛口
kuru	ドライ
kuru	乾燥
akım	現在
akım	ストリーム
akım	渓流
hoş	ナイス
hoş	ニース
hoş	素敵
alana	アラナ
yolları	パス
yolları	路線
yolları	ルート
köyleri	村落
times	タイムズ
mal	費用
mal	原価
mal	コスト
mal	商品
mal	貨物
mal	物品
ford	フォード
geriye	後ろ向き
geriye	後方
kartal	ワシ
kartal	イーグル
kartal	イーグルス
yük	読み込む
yük	ロード
yük	読み込み
yük	荷物
yük	貨物
yük	重荷
yük	負担
şanlıurfa	シャンルウルファ
line	直線
line	ライン
tatlı	スウィート
tatlı	甘い
tatlı	デザート
tatlı	キュート
tatlı	かわいい
tatlı	可愛い
toplama	濃度
toplama	コレクション
tel	ワイヤ
tel	針金
tel	ワイヤー
tel	tel
temsilcisi	rep
temsilcisi	代理人
servis	サービス
green	グリーン
green	緑色
anti	アンチ
harp	ハープ
men	男性
men	メン
gerekiyor	必須
çiçek	お花
çiçek	flower
çiçek	フラワー
verilmiş	与えられた
döner	紡績
dead	デッド
artan	昇順
artan	増加
maden	鉱業
maden	鉱石
maden	地雷
maden	鉱物
düzey	レベル
yazan	筆記
walter	ヴァルター
walter	ウォルター
north	ノース
verimli	効率
chp	chp
erzincan	エルズィンジャン
vietnam	ベトナム
song	歌曲
song	ソング
süt	酪農
süt	牛乳
süt	ミルク
özellikler	機能
özellikler	特徴
özellikler	仕様
özellikler	特性
özellikler	特色
özellikler	特徴
özellikler	属性
özellikler	プロパティ
özellikler	属性
kaptan	cap
kaptan	キャップ
kaptan	隊長
kaptan	キャプテン
kaptan	スキッパー
zorunlu	必須
zorunlu	強制
konumu	所在地
konumu	ロケーション
konumu	場所
genetik	遺伝
cezayir	アルジェ
cezayir	アルジェリア
cezayir	アルジェリア
başlangıçta	当初
scoreb	scoreb
başlığı	ヘッダ
başlığı	ヘッダー
başlığı	肩書
başlığı	称号
başlığı	タイトル
davul	ドラム
davul	太鼓
davul	ドラム
davul	太鼓
kanat	ウイングス
kanat	ウイング
kulüpler	クラブ
gerekçesiyle	根拠
gerekçesiyle	事由
festival	フェスティバル
festival	祭事
festival	祭り
festival	お祭り
festival	fest
iskender	アレクサンドロス
iskender	アレクサンダー
iskender	アレキサンダー
gıda	食べ物
gıda	料理
gıda	食品
işletme	営業
işletme	事業
işletme	ビジネス
may	メイ
may	五月
dersleri	レッスン
dersleri	授業
dersleri	クラス
devrim	revolution
devrim	革命
devrim	レボリューション
sandık	クレート
sandık	トランク
yağ	バター
yağ	石油
yağ	オイル
yağ	脂肪
yağ	グリース
güçleri	パワーズ
çözüm	解決
çözüm	解消
çözüm	解像度
çözüm	ソリューション
çözüm	溶液
çözüm	ソリューション
tony	トニー
italyanca	イタリアン
nato	nato
kolordu	軍団
isimler	名前
isimler	名称
isimler	名詞
elizabeth	エリザベス
madalyası	メダル
leftarm	leftarm
taraf	両側
taraf	サイド
taraf	エンティティ
taraf	実体
kolu	arm
françois	フランソワ
yukarıdaki	上の
yukarıdaki	上記
california	カリフォルニア
mutlu	ハッピー
mutlu	幸せ
taşır	運ぶ
taşır	持ち込み
gök	sky
gök	スカイ
nehir	河川
yükselen	尊属
yükselen	ライジング
yükselen	rising
deneme	テスト
deneme	テスト
anna	アナ
anna	アンナ
dede	おじいちゃん
dede	おじいさん
dede	祖父
saygı	尊敬
saygı	尊重
saygı	リスペクト
saygı	敬意
hersek	ヘルツェゴヴィナ
kahverengi	褐色
kahverengi	茶色
kahverengi	ブラウン
trakya	トラキア
kişiye	人物
bölümler	エピソード
bölümler	セクション
bölümler	チャプター
bölümler	学科
high	ハイ
high	高い
iras	iras
cambridge	ケンブリッジ
pozitif	陽性
pozitif	ポジティブ
mtv	mtv
eksik	未完成
avcı	スレイヤー
avcı	狩人
avcı	ハンター
oda	部屋
oda	ルーム
oda	部屋
oda	ルーム
çay	お茶
çay	紅茶
kuran	クルアーン
kuran	コーラン
street	ストリート
street	通り
zırhlı	アーマー
zırhlı	装甲
zırhlı	戦艦
hans	ハンス
wwe	wwe
more	もっと
istihbarat	知能
istihbarat	intel
okuma	読み
okuma	読み込み
okuma	読み取り
okuma	読む
okuma	読書
grupları	グループ
tren	電車
tren	列車
tren	トレイン
tren	電車
tren	列車
yöntemi	方法
yöntemi	メソッド
seçimi	選考
seçimi	セレクション
seçimi	選択
lost	ロスト
his	気分
his	フィーリング
belirgin	distinct
oxford	オックスフォード
diğerleri	他の
diğerleri	その他
ilginç	興味深い
ilginç	おもしろい
ilginç	面白い
çevresi	周辺
museum	美術館
museum	博物館
karakterler	文字
karakterler	キャラクター
holding	ホールディングス
holding	コングロマリット
holding	持株
küba	キューバ
küba	キューバ
alanlar	フィールド
alanlar	フィールズ
jüri	陪審制
jüri	陪審員
kalın	厚い
kalın	太い
kalın	滞在
kalın	ステイ
bayram	祝日
bayram	休日
bayram	ホリデー
bayram	ごちそう
bayram	イード
bayram	祝日
bayram	休日
imam	イマーム
keskin	シャープ
keskin	鋭い
oyunculuk	演技
sorunları	問題
değişen	変更された
gelişme	発達
gelişme	開発
gelişme	改善
gelişme	プログレス
gelişme	経過
gelişme	進捗
eve	自宅
eve	ホーム
eve	帰宅
eve	イブ
eve	イヴ
porto	ポルト
demokrasi	民主主義
florida	フロリダ
villa	ヴィッラ
villa	ヴィラ
lübnan	レバノン
erdem	美徳
erdem	道徳
uşak	バトラー
uşak	召使
uşak	フットマン
uşak	係員
seyahat	旅行
seyahat	旅行
seyahat	journey
seyahat	旅行
seyahat	旅行
kod	コード
kod	符号
lazım	ニーズ
görülebilir	可視
bahşı	地区
bahşı	ディストリクト
özgürlük	freedom
özgürlük	自由
özgürlük	リバティ
özgürlük	自由
müzikal	ミュージカル
müzikal	ミュージカル
andrew	アンドリュー
kazakistan	カザフスタン
hizmetleri	サービス
stephen	スティーヴン
küre	球体
küre	球面
küre	球形
küre	グローブ
küre	オーブ
kapısı	ゲート
ton	トン
ton	トーン
ton	トン
ton	トン
bad	バッド
bad	悪い
kaç	run
kaç	ラン
kaç	走り
kaç	走る
şikayet	レポート
şikayet	報告
şikayet	クレーム
şikayet	苦情
şikayet	苦情
şikayet	クレーム
şikayet	レポート
şikayet	報告
karşılıklı	相互
öğrenciler	生徒
öğrenciler	学生
viki	viki
herkese	みんな
ruh	気分
ruh	ムード
ruh	ソウル
ruh	霊魂
ruh	精神
ruh	スピリット
suç	重罪
suç	犯罪
kaydetti	上場
kevin	ケヴィン
caddesi	アベニュー
tepki	リアクション
tepki	反応
tepki	リアクション
galibiyet	win
galibiyet	勝利
galibiyet	勝ち
galibiyet	勝つ
galibiyet	勝利
elektron	電子
elektron	エレクトロニック
planı	計画
planı	プラン
küme	クラスタ
river	河川
müze	美術館
müze	博物館
kökeni	原点
kökeni	語源
kökeni	由来
kökeni	起源
kökeni	起源
bağ	リンク
bağ	つながり
bağ	接続
bağ	結合
bağ	ボンド
mars	マーズ
mars	火星
fabrikası	工場
hill	ヒル
kullanmak	使用
kullanmak	利用
swift	スイフト
swift	スウィフト
ümit	ホープ
ümit	希望
yazarlar	作家
yazarlar	作家
yazarlar	著者
yazarlar	作者
açılış	開く
açılış	オープニング
liberal	リベラル
numarası	番号
numarası	数値
numarası	ナンバー
yunus	ドルフィン
yunus	イルカ
yunus	ユーヌス
yunus	イルカ
kalabalık	群衆
kalabalık	群集
kalabalık	群衆
kalabalık	群集
kalabalık	人混み
kadro	分隊
kadro	スタッフ
kablo	ワイヤー
kablo	ワイヤ
kablo	針金
kablo	ワイヤー
kablo	ケーブル
kablo	電線
kablo	ケーブル
beyin	脳みそ
hikmet	知恵
kuzeyde	ノース
manuel	マニュエル
manuel	マヌエル
manuel	manual
manuel	手動
manuel	マニュアル
farkı	差異
farkı	違い
farkı	差分
france	フランス
işık	軽い
işık	明るい
işık	ライト
işık	照明
işık	ライト
korumak	保護
korumak	protect
korumak	プロテクト
korumak	保護
geliyor	来る
geliyor	カミング
meydan	チャレンジ
meydan	挑戦
meydan	正方形
meydan	四角
meydan	広場
makale	記事
makale	冠詞
makale	記事
makale	冠詞
politikası	ポリシー
politikası	政策
politikası	方針
maliye	irs
maliye	財務
maliye	金融
maliye	財政
maliye	ファイナンス
maliye	国庫
terimi	用語
lenin	レーニン
bundesliga	ブンデスリーガ
yöntem	方法論
yöntem	方法
yöntem	メソッド
hollywood	ハリウッド
tarafsız	中性
tarafsız	ニュートラル
college	カレッジ
college	大学
bulmak	find
