категорія	categorie
елемент	element
відкрив	ontdekte
відкрив	ontdekt
відкрив	onthulde
відкрив	onthuld
вів	viv
людмила	ludmilla
людмила	ludmila
людмила	ljoedmila
тема	topic
тема	onderwerp
тема	thema
тема	onderwerp
тема	proefpersoon
тема	subject
морський	slagschip
морський	oorlogsschip
морський	maritiem
всім	iedereen
мак	mac
мак	mak
розповідає	gesprekken
розповідає	vertelt
волі	wilskracht
міністри	ministers
пошук	zoektocht
пошук	zoeken
пошук	doorzoeken
пошук	zoek
пошук	zoekopdracht
пошук	opzoeken
пошук	zoekende
пошук	vinden
пошук	zoek
пошук	vind
графство	county
графство	graafschap
терміни	termen
терміни	voorwaarden
запаси	benodigdheden
запаси	bevoorrading
запаси	voorraden
запаси	voorraad
запаси	leveringen
дівчина	vriendinnetje
дівчина	vriendin
дівчина	meis
дівчина	meisje
дівчина	meid
дівчина	girl
дніпропетровськ	dnjepropetrovsk
поховання	begrafenis
рейтинг	waardering
рейтинг	rating
рейтинг	beoordeling
рейтинг	rangschikking
рейтинг	ranglijst
рейтинг	rangschikken
кафедра	kathedraal
туди	daar
туди	er
третє	derde
третє	third
ініціативи	initiatieven
сфери	bol
лідер	leider
лідер	leader
берег	oever
берег	wal
берег	kust
робітників	werkers
робітників	werkenden
робітників	arbeiders
робітників	werknemers
знайдено	gevonden
належав	behoord
належав	behoorde
наказ	memo
наказ	orde
наказ	bestellen
наказ	order
наказ	bestelling
зона	gebied
зона	zone
ссавців	zoogdieren
незалежно	ongeacht
палива	brandstof
палива	splijtstof
палива	brandstof
палива	brandstoffen
леон	léon
леон	leon
швидше	sneller
швидше	snellere
швидше	vlugger
травень	mogen
травень	may
травень	mei
травень	mag
травень	moge
повна	vol
повна	volledig
повна	full
повна	volledige
повна	volle
дитячий	aaien
дитячий	junior
полон	gevangengenomen
полон	gevangen
полон	gevangenschap
курси	cursussen
курси	tarieven
темно	duister
темно	donker
темно	donkere
цілей	doelwitten
цілей	doelstellingen
цілей	doelen
рішень	beslissingen
рішень	besluiten
рішень	beschikkingen
коштів	fondsen
американської	amerikaan
американської	amerikaans
американської	amerikaanse
невідомо	onbekende
невідомо	onbekend
невідомо	onbepaald
вимірювання	meting
вимірювання	meten
вимірювання	opmeten
вимірювання	meet
вимірювання	meten
вимірювання	maatstaf
вимірювання	maatregel
вимірювання	meting
вимірювання	meting
вимірювання	meten
вимірювання	metingen
вимірювання	opmeten
насіння	zaden
насіння	zaaigoed
насіння	zaad
насіння	zaaizaad
насіння	zaad
насіння	zaden
насіння	zaaigoed
вказує	specificeert
вказує	specificeren
замовлення	reserveringen
замовлення	bevelen
замовлення	bestellingen
замовлення	orders
паралельно	parallel
паралельно	parallelle
думаю	denk
думаю	denken
руд	ruud
посол	ambassadeur
спортивні	sportief
спортивні	sporting
спортивні	sporten
посада	roeping
танків	tanks
вересень	september
повертається	retourneren
повертається	retour
повертається	geeft
повертається	terugkerende
повертається	retourneren
проведено	gehouden
проведено	vastgehouden
десять	tien
похід	campagne
похід	veldtocht
луганська	loehansk
христа	christus
економічний	economische
економічний	economisch
далеко	far
далеко	ver
комісія	commissie
конкурс	nummer
конкурс	song
конкурс	zang
конкурс	lied
конкурс	liedje
конкурс	wedstrijdje
конкурс	wedstrijd
конкурс	prijsvraag
поп	pop
вірність	trouw
вірність	trouw
вірність	loyaliteit
каліфорнія	california
каліфорнія	californië
каліфорнія	californische
показує	displays
показує	toont
показує	toont
показує	shows
зелений	groen
зелений	groene
працівник	werker
працівник	werknemer
працівник	arbeider
установ	instellingen
знаки	borden
знаки	nummerplaten
знаки	platen
знаки	kenteken
знаки	borden
знаки	tekenen
знаки	bordjes
знаки	tekens
стосунки	relatie
інтерес	belangstelling
інтерес	rente
інтерес	belang
інтерес	interesse
тиск	druk
потреби	nood
потреби	need
потреби	nodig
потреби	noodzaak
потреби	behoefte
потреби	nodig
потреби	benodigd
потреби	behoeften
потреби	noden
релігії	religie
релігії	godsdienst
релігії	religies
партій	partijen
партій	feestjes
вчені	onderzoekers
вчені	wetenschappers
юнеско	unesco
юнеско	sites
здобула	behaald
відставку	aftreden
оригінальна	oorspronkelijke
оригінальна	origineel
оригінальна	originele
мозку	hersenen
мозку	brain
мозку	hersens
мозку	brein
розміщення	plaatsing
розміщення	detachering
розміщення	lokatie
розміщення	locatie
розміщення	ligging
інструмент	gereedschap
інструмент	hulpprogramma
інструмент	tool
інструмент	instrument
інструмент	hulpmiddel
інструмент	werktuig
регулювання	regelgeving
регулювання	regulering
регулювання	verordening
франко	franco
ліва	linkse
ліва	linker
ліва	links
випадок	geval
випадок	case
випадок	zaak
інакше	anders
співпраці	medewerking
співпраці	samenwerking
яків	jacob
яків	jakob
яків	yakov
додаткові	bijkomend
додаткові	bijkomende
додаткові	aanvullend
додаткові	aanvullende
додаткові	extra
додаткові	geavanceerd
додаткові	geavanceerde
додаткові	gevorderden
додаткові	advanced
додаткові	gevorderd
додаткові	extra
потреб	behoeften
потреб	noden
судна	vaartuig
ставлення	attitude
ставлення	houding
колгосп	kolchozen
народи	volkeren
апарат	apparaat
апарат	voertuig
набір	instellen
набір	set
набір	ingesteld
луї	louis
луї	lodewijk
луї	louie
автомобіля	dwalen
відпочинку	ontspanning
відпочинку	recreatie
відпочинку	vermaak
виборців	kiezers
виборців	stemmers
виборців	kiezer
посібник	handleiding
посібник	gids
сила	sterkte
сила	kracht
сила	forceren
сила	kracht
сила	force
сила	macht
сила	kracht
сила	power
сила	vermogen
миколаївської	nikolaev
сімей	families
сімей	gezinnen
глибина	diepte
глибина	diepgang
вимагає	behoeften
вимагає	noden
вимагає	vereist
вимагає	eisen
виставки	tentoonstelling
виставки	expositie
роди	clans
лісах	bossen
тренера	trainer
тренера	coach
тренера	coachen
тренера	koets
монет	muntstukken
монет	munten
німці	duitsers
виконав	gehoorzaamde
британські	britten
британські	britse
британські	brits
рук	handjes
рук	handen
рук	hands
провести	besteden
провести	uitgeven
помилки	fouten
помилки	vergissingen
помилки	fouten
помилки	vergissingen
помилки	mislukkingen
стають	wordt
стають	word
стають	worden
телефон	telefoon
телефон	telefoon
чітко	duidelijk
чилі	chili
гаррі	garry
гаррі	harry
навантаження	laad
навантаження	laden
навантаження	verkeer
сестра	zus
сестра	zusje
сестра	zuster
генріх	henryk
генріх	heinrich
генріх	hendrik
генріх	henry
марна	marne
жовтень	oktober
жовтень	october
місії	missies
вершини	hoekpunten
вершини	pieken
праця	arbeid
праця	labour
роз	roz
літературна	literair
літературна	literaire
випромінювання	straling
випромінювання	bestraling
ракети	raketten
ракети	raket
ракети	rocket
кот	côte
кот	côtes
кот	kot
червень	juni
червень	june
кале	boerenkool
кале	kale
кале	kool
випробування	proeven
випробування	beproevingen
випробування	beproeving
випробування	tests
випробування	testen
ведення	houtkap
ведення	loggen
третя	derde
третя	third
вісім	acht
вісім	eight
принципи	principes
принципи	beginselen
принципи	concepten
принципи	begrippen
фотографії	fotos
фотографії	fotograferen
фотографії	foto
глава	hoofdstuk
ліс	woud
ліс	bos
ліс	bossen
вчених	geleerden
вчених	wetenschappers
гурти	bands
приклади	voorbeelden
зал	zalen
зал	hallen
зал	hal
зал	zaal
зал	hall
розташовано	geplaatst
розташовано	gelokaliseerd
плей	playoffs
пройшли	gereisd
пройшли	reisde
пройшли	reisden
героїзм	heldendom
героїзм	heldendaden
належали	behoord
належали	behoorde
виявлення	opsporing
виявлення	detectie
виявлення	detecteren
завершив	voltooit
одяг	kleding
одяг	kledij
одяг	kleding
одяг	kleren
одяг	kledij
зверху	top
зверху	bovenste
зверху	bovenkant
співробітник	collega
музикант	musicus
музикант	muzikant
акції	aandelen
харчування	levensmiddelen
харчування	voedsel
харчування	eten
харчування	maaltijden
займають	bezetten
персонажі	personages
персонажі	tekens
персонажі	karakters
якийсь	enkele
якийсь	sommigen
якийсь	sommige
присутні	aanwezig
присутні	heden
присутні	presenteren
присутні	presenteer
чорна	beluga
чорна	nigra
чорна	zwarte
чорна	black
чорна	zwart
розроблений	ontwikkelden
розроблений	ontwikkelde
розроблений	ontwikkeld
знайдені	gevonden
написано	schriftelijke
написано	geschreven
тривалий	vooruitstrevend
тривалий	progressieve
тривалий	progressief
додати	toevoegen
додати	voeg
осі	bijlen
осі	assen
сфера	bol
под	pod
знаю	weten
знаю	weet
сергійович	gorbatsjov
сергійович	sergejevitsj
кров	bloed
кров	blood
діяли	handelde
діяли	gehandeld
відсутності	afwezigheid
герцог	duke
герцог	hertog
січень	januari
хоче	wil
хоче	verkiest
хоче	prefereert
ссавці	zoogdieren
ссавці	zoogdier
американські	amerikaan
американські	amerikaans
американські	amerikaanse
американські	roller
послуги	diensten
послуги	dienstverlening
інструментів	instrumenten
клітини	cell
клітини	cel
тексти	teksten
кандидатів	sollicitanten
кандидатів	kandidaten
двір	huishouding
двір	huishoudelijke
двір	huishouden
двір	huishoudelijk
середовище	omgeving
середовище	milieu
проф	prof
двоє	twee
двоє	two
технологія	technologie
планування	planning
планування	plannen
планування	planning
формат	indeling
формат	opmaak
формат	format
формат	formatteren
формат	formaat
папа	papa
папа	pappa
папа	paus
вмс	zeemacht
вмс	marine
вмс	mariniers
захищав	verdedigde
захищав	verdedigd
захищав	verdedigen
річард	richard
софія	sophie
софія	sofia
софія	sophia
фрідріх	friedrich
селищі	dorpelingen
селищі	dorpsbewoners
майстрів	meister
визначити	bepalen
визначити	bepaal
визначити	definiëren
визначити	definieer
опору	tegenstand
опору	weerstand
опору	resistentie
опору	verzet
ілля	ilya
ілля	ilia
польська	pools
польська	poolse
польська	polska
півострова	balkan
півострова	balkanlanden
зростає	verhoogt
зростає	verhogingen
зростає	groeit
шлюб	trouwen
шлюб	huwelijk
грудень	december
моделей	modellen
частка	deeltje
частка	deeltjes
частка	fractie
частка	krimpen
частка	krimp
частка	quotiënt
царства	benin
напис	opschrift
напис	inscriptie
напис	onderschrift
напис	titel
напис	etiket
напис	label
автоматично	automaat
автоматично	automatisch
автоматично	automatisch
колекції	verzamelingen
колекції	collecties
колекції	verzamelen
колекції	collectie
колекції	inzameling
колекції	verzameling
прийнятий	geaccepteerde
прийнятий	aanvaard
прийнятий	aanvaarde
прийнятий	geaccepteerd
підтримує	ondersteunt
підтримує	steunt
досьє	dossier
березень	maart
березень	marcheren
обличчя	gezichten
обличчя	gelaat
обличчя	aangezicht
обличчя	gezicht
обличчя	face
річний	jaarlijks
сторіччя	eeuwenlang
сторіччя	eeuwen
зразок	sample
зразок	steekproef
зразок	monster
зразок	specimen
зразок	zoals
зразок	like
концерт	concerto
концерт	concert
вирішили	opgelost
вирішили	besloot
вирішили	besloten
вирішили	besliste
зазнав	leed
технічний	technische
технічний	technisch
різко	dramatisch
золото	goud
встановлений	geïnstalleerde
встановлений	geinstalleerd
встановлений	geïnstalleerd
характеристика	kenmerkend
характеристика	karakteristiek
характеристика	kenmerk
шляхи	routes
шляхи	paden
шляхи	manieren
липень	juli
вночі	nite
берега	oever
берега	wal
козаки	kozakken
десь	ergens
співробітників	medewerkers
співробітників	werknemers
росте	groeiende
росте	toenemend
росте	teelt
росте	groeien
росте	groeiend
росте	groeit
сербії	servië
пан	pang
пан	pan
аргентини	argentinië
аргентини	argentinië
аргентини	argentijns
аргентини	argentijnse
користувачі	gebruikers
прямо	rechtdoor
прямо	straight
прямо	recht
храми	kerken
храми	tempels
написати	schrijven
написати	schrijf
написати	componeren
марки	postzegels
марки	stempels
марки	zegels
литви	litouwen
зустріч	afspraak
зустріч	benoeming
зустріч	aanstelling
зустріч	ontmoeting
зустріч	vergadering
зустріч	meeting
зустріч	bijeenkomst
зустріч	vergaderen
зустріч	ontmoeting
зустріч	tegenkomen
зустріч	gracieus
жити	leef
жити	live
жити	leven
коледж	college
коледж	hogeschool
коледж	universiteit
діаметр	diameter
валентина	valentina
валентина	valentijn
валентина	valentine
покарання	bestraffing
покарання	straf
покарання	straffen
занадто	ook
становище	situatie
становище	toestand
звичайний	generieke
звичайний	plain
звичайний	vlakte
звичайний	effen
звичайний	regelmatige
звичайний	regulier
звичайний	reguliere
звичайний	regelmatig
звичайний	normale
звичайний	normaal
бачу	zien
бачу	zie
фірма	firma
попередник	voorganger
продукти	boodschappen
продукти	producten
продукти	produkten
боїв	maillot
поширений	wijdverbreid
поширений	wijdverspreide
поширений	wijdverbreide
існувало	bestonden
існувало	bestond
ріки	rivieren
племен	stammen
дослідник	verkenner
дослідник	explorer
дослідник	ontdekker
дослідник	ontdekkingsreiziger
дослідник	onderzoeker
офіцерів	officiers
офіцерів	agenten
офіцерів	officieren
ганна	hannah
ганна	hanna
волосся	haar
волосся	haren
волосся	haartjes
волосся	hair
східних	oosters
східних	oosterse
існував	bestonden
існував	bestond
гармат	kanonnen
наша	onze
наша	ons
клітин	differentiatie
особистий	persoonlijke
особистий	persoonlijk
шкіри	huid
шкіри	skin
інтересів	belangen
інтересів	interesses
лабораторії	labs
лабораторії	laboratoria
лабораторії	laboratoria
лабораторії	labo
лабораторії	lab
різноманітні	diverse
різноманітні	verschillende
перу	peru
фронті	schurk
найбільшим	grootste
суверенітету	soevereiniteit
фортеця	burcht
фортеця	vesting
фортеця	fort
філософ	filosoof
суспільство	samenleving
суспільство	genootschap
суспільство	maatschappij
рис	rijst
мартін	maarten
мартін	martin
допомогти	helpen
допомогти	hulp
допомогти	help
громадського	publiek
громадського	openbaar
нехай	laat
нехай	laten
церков	kerken
виставка	expositie
виставка	exposition
виставка	tentoonstelling
виставка	expositie
рейн	rijn
рейн	rhein
виявляється	kennelijk
виявляється	blijkbaar
виявляється	schijnbaar
районної	regionale
районної	regionaal
критерії	criteria
ставши	worden
загрози	bedreiging
загрози	dreigingen
загрози	bedreiging
загрози	dreigementen
загрози	bedreigingen
перейменування	hernoemen
видалення	verwijdering
провідних	leidende
провідних	leidend
антон	anton
європейський	europese
європейський	europees
пристрій	toestel
пристрій	apparaat
пристрій	rijden
пристрій	drive
пристрій	rijd
зірка	ster
зірка	star
угоду	overeenkomst
угоду	akkoord
половина	helft
половина	half
князівство	vorstendom
пітер	petrus
пітер	peter
обсяг	draagwijdte
обсяг	toepassingsgebied
обсяг	reikwijdte
прес	pers
прес	druk
ділянка	gebied
ділянка	oppervlakte
галина	galina
галина	halina
інструменти	tools
інструменти	gereedschap
інструменти	gereedschappen
інструменти	hulpmiddelen
інструменти	nutsvoorzieningen
інструменти	nutsbedrijven
гаврило	gavrilo
вищу	hogere
вищу	hoger
вироби	producten
вироби	produkten
високі	high
високі	hoog
високі	hoge
викликає	veroorzaken
викликає	roeping
викликає	bellen
суми	bedragen
суми	bedragen
суми	sommen
підрозділ	onderafdeling
серпень	august
серпень	augustus
обертання	rotatie
обертання	roteren
обертання	draaien
греція	griekenland
мексики	mexicaanse
мексики	mexico
засновників	grondleggers
засновників	oprichters
засновників	stichters
зборів	montage
зборів	assemblee
зборів	assemblage
посилань	links
рідше	schaars
рідше	karig
рона	rona
рона	rhône
підготовку	preparaten
підготовку	bereidingen
підготовку	voorbereidingen
підготовку	voorbereiding
жертв	slachtoffers
екіпаж	bemanning
екіпаж	crew
живлення	macht
живлення	kracht
живлення	power
живлення	vermogen
старі	ouwe
старі	oude
старі	oud
короткі	kort
короткі	short
короткі	korte
кореї	korea
традиційно	traditioneel
федерація	federatie
нквс	trojka
нквс	nkvd
порту	porto
сказати	say
сказати	zeg
сказати	zeggen
руйнування	verwoesting
руйнування	vernietiging
руйнування	destructie
руйнування	vernieling
підготовка	bereiden
підготовка	voorbereiden
підготовка	voorbereiding
фракції	oligarchie
каталонії	catalonië
епізод	episode
епізод	aflevering
старих	bejaarde
старих	ouderen
старих	bejaarden
даного	gegeven
областях	streken
опадів	neerslag
формула	formule
останнє	laatste
арбітр	scheidsrechter
змінюється	varieert
раунд	ronde
раунд	rondje
раунд	round
раунд	rond
ізраїлю	israël
ізраїлю	israel
надія	hoop
надія	hopen
надія	hope
серця	harten
серця	hearts
серця	hartjes
кислоти	zure
кислоти	zuur
кислоти	acid
кислоти	zuren
розуміння	inzicht
розуміння	begrijpen
розуміння	begrip
перевищує	overschrijdt
перевищує	overtreft
прикладом	precedent
вищі	hogere
вищі	hoger
пройшла	gehost
пройшла	georganiseerd
таксі	taxi
таксі	taxi
таксі	cabine
золоті	golden
золоті	gouden
золоті	gulden
золоті	goud
витрати	uitgaven
витрати	onkosten
російську	russisch
російську	rus
російську	russische
днк	specimen
днк	specimens
днк	dna
критики	kritiek
ярослава	jaroslava
ярослава	jarosław
блокування	slot
блокування	sluis
блокування	vergrendelen
блокування	vergrendelen
блокування	vergrendeling
блокування	blokkering
блокування	blokkeren
класи	cijfers
класи	rangen
класи	lessen
класи	klassen
культурний	cultureel
культурний	culturele
встановити	instellen
встановити	set
встановити	ingesteld
встановити	installeren
встановити	installeer
листопад	november
переходить	goes
переходить	gaat
виданий	afgegeven
виданий	uitgegeven
носить	draagt
центрів	centra
надто	ook
мінська	minsk
тижнів	weeks
тижнів	weken
австралія	australië
припинення	kill
припинення	doden
припинення	moorden
повість	novella
французькою	frans
французькою	fransen
французькою	franse
явища	fenomeen
явища	fenomenen
явища	verschijnselen
доріг	autowegen
доріг	snelwegen
доріг	snelweg
доріг	wegen
двигуни	motoren
диригент	geleider
диригент	dirigent
диригент	conducteur
вежі	torens
підсумок	samenvatting
вирішує	tackles
прізвисько	bijnaam
прізвисько	roepnaam
прізвисько	nickname
враження	weergaven
враження	indrukken
враження	ervaring
враження	ervaringen
враження	impressie
враження	indruk
охоплює	dekt
охоплює	covers
охоплює	omslagen
охоплює	omvat
пропозиції	suggesties
пропозиції	voorstellen
пропозиції	aanbiedingen
пропозиції	biedt
нідерланди	nederland
сцени	scène
сцени	scene
адреси	adressen
адреси	locaties
носії	media
носії	opslag
полювання	hunt
полювання	jagen
полювання	jacht
помічник	assistente
помічник	assistent
помічник	hulpje
помічник	helper
мовлення	spraak
мовлення	toespraak
мовлення	speech
мовлення	redevoering
вільгельм	wilhelm
вести	klusjes
вести	vesta
дизайн	ontwerp
дизайн	design
дизайн	vormgeving
дизайн	ontwerpen
знає	weet
знає	adhd
законодавства	wetgeving
додому	thuis
додому	home
додому	huis
додому	startpagina
лук	buigen
лук	bow
лук	buig
лук	boeg
лук	buiging
лук	boog
картин	schilderijen
скульптури	sculpturen
пасажирів	passagiers
пасажирів	reizigers
змінити	edit
змінити	bewerk
змінити	bewerken
змінити	aanpassen
змінити	wijzigen
змінити	veranderen
змінити	wijziging
змінити	wijzigen
змінити	verandering
змінити	veranderingen
стенлі	stanley
священик	priester
змогли	kan
змогли	kon
дослідників	onderzoeker
шосе	rodovia
шосе	snelweg
відображення	mapping
відображення	renderen
відображення	weergave
відображення	weergeven
відображення	display
губернія	gouvernement
циклу	lus
циклу	loop
вежа	tower
вежа	toren
деталі	details
деталі	bijzonderheden
частинок	deeltjes
єпископа	loper
єпископа	bisschop
єпископа	bishop
асоціація	vereniging
асоціація	associatie
приймає	accepteert
приймає	aanvaardt
приймає	neemt
характерні	onderscheidend
розробив	ontworpen
видобуток	buit
видобуток	oorlogsbuit
сена	sena
сюжет	verhaal
сюжет	story
майстерні	atelier
майстерні	studio
драма	drama
католицька	katholieke
католицька	katholiek
зауваження	noot
зауваження	briefje
зауваження	notitie
зауваження	opmerking
погляд	gluren
погляд	blik
погляд	staren
погляд	kijk
мас	mas
віра	vera
віра	faith
віра	geloof
віра	vertrouwen
віра	vira
віра	geloof
віра	overtuiging
повернути	turn
повернути	draaien
повернути	draai
повернути	beurt
повернути	roteren
повернути	draaien
повернути	terugzetten
повернути	terugdraaien
повернути	terugvallen
стрічки	feeds
стрічки	voedt
стрічки	bandje
стрічки	plakband
стрічки	tape
стрічки	strippen
стрічки	uitkleden
стрічки	strip
визволення	bevrijding
цікаво	benieuwd
цікаво	merkwaardig
цікаво	nieuwsgierig
цікаво	interessante
цікаво	interessant
цікаво	geïnteresseerd
цікаво	interesse
цікаво	verwondering
цікаво	wonder
користування	gebruik
користування	gebruiken
користування	gebruiken
користування	gebruik
татар	tataars
мінерали	mineralen
мінерали	delfstoffen
хід	turn
хід	draaien
хід	draai
хід	beurt
хід	verplaatsen
хід	bewegen
хід	beweeg
хід	verplaats
семінарії	seminarie
інтереси	belangen
інтереси	interesses
змісту	toc
представляє	vertegenwoordigt
представляє	representeert
заміж	gehuwd
заміж	getrouwd
плани	plannen
прибуток	winsten
прибуток	winst
прибуток	inkomen
прибуток	inkomsten
прибуток	rendement
прибуток	opbrengst
прибуток	inkomsten
прибуток	ontvangsten
сержант	sarge
сержант	sergeant
сержант	sergeant
сержант	sgt
акцій	billijkheid
акцій	deelnemingen
розвивається	evolueert
кут	hoek
вибрані	geselecteerde
вибрані	geselecteerd
вибрані	uitgekozen
вибрані	gekozen
вибрані	favorieten
митрополит	aartsbisschop
надано	verstrekt
надано	verstrekte
надано	gegeven
надано	geleverd
надано	aangeleverd
надано	geleverde
надано	bevoorraad
лютий	februari
явище	fenomeen
явище	fenomenen
явище	verschijnselen
явище	fenomeen
явище	verschijnsel
спеціальний	speciaal
спеціальний	bijzonder
спеціальний	speciale
спеціальний	special
азербайджану	azerbeidzjan
медичні	medische
медичні	medisch
подорож	reizen
подорож	reis
подорож	journey
подорож	reis
подорож	trip
філіп	phillip
філіп	philippe
філіп	philip
філіп	filips
філіп	filip
оцінка	waardering
оцінка	rating
оцінка	beoordeling
оцінка	inschatting
оцінка	schatting
оцінка	raming
оцінка	scoren
оцінка	score
оцінка	schatting
оцінка	raming
оцінка	evaluatie
оцінка	beoordeling
низки	oudheid
долини	valleien
долини	dalen
долини	vale
погляди	bezienswaardigheden
погляди	overtuigingen
погляди	weergaven
учні	studenten
учні	leerlingen
учні	discipelen
учні	pupillen
учні	leerlingen
повне	vol
повне	volledig
повне	full
повне	volledige
повне	volle
пік	piz
пік	peak
пік	piek
пік	hoogtepunt
необхідні	vereiste
необхідні	vereist
необхідні	noodzakelijke
необхідні	nodig
необхідні	noodzakelijk
дали	gaf
літературний	literair
літературний	literaire
комах	insecten
юлія	julia
ріо	rio
ріо	río
полтава	poltava
текстів	teksten
зброю	wapens
зброю	geweren
зброю	kanonnen
зброю	wapens
зброю	pistolen
вінниця	vinnytsja
посольство	ambassade
ідею	idee
ідею	ideetje
франц	franz
ядра	kernel
активний	active
активний	actieve
активний	actief
раду	radu
співвідношення	proportie
співвідношення	ratio
співвідношення	verhouding
співвідношення	aspect
зберігаються	opgeslagen
відень	wenen
суддя	rechter
суддя	judge
суддя	oordelen
суддя	scheidsrechter
суддя	ref
спроба	poging
швейцарія	zwitserland
латвії	letland
платформа	perron
платформа	platform
ударні	drumstel
ударні	trommels
ударні	trom
ударні	drums
ударні	vaten
кореспондент	correspondent
журі	jury
спеціального	reptiel
спеціального	reptielen
стане	wordt
сер	meneer
навчального	academisch
навчального	academische
відповіді	reacties
відповіді	antwoorden
відповіді	antwoorden
хосе	jose
хосе	josé
хосе	jose
хосе	josé
концепції	concepten
концепції	begrippen
романи	romans
потребує	behoeften
потребує	noden
потребує	vereist
описує	beschrijft
описує	beschrijven
філософія	filosofie
передач	overdrachten
передач	transfers
джованні	giovanni
порівняння	vergelijking
порівняння	vergelijken
порівняння	vergelijk
порівняння	comparator
порівняння	vergelijken
порівняння	diff
порівняння	verschil
порівняння	vergelijkingen
диплом	diploma
встановлені	geïnstalleerde
встановлені	geinstalleerd
встановлені	geïnstalleerd
почався	begonnen
почався	gestart
почався	begon
почався	opgestart
почався	begonnen
почався	begon
висока	high
висока	hoog
висока	hoge
релігійні	religieuze
релігійні	religieus
літературні	literair
літературні	literaire
акторка	actrice
історичної	historische
історичної	historisch
проводити	ondergaan
фізика	natuurkunde
фізика	fysica
атаки	aanslagen
атаки	aanvallen
атаки	attack
атаки	aanvallen
атаки	aanval
наші	onze
наші	ons
наші	onze
тече	kwijlen
тече	stroomt
тече	stromen
відоме	bekende
відоме	gekend
відоме	gekende
відоме	bekend
звільнений	ontslagen
спогади	memories
спогади	herinneringen
югославії	joegoslavië
регулярно	regelmatig
баварія	beieren
баварія	bayern
залізничний	spoor
залізничний	spoorwegen
бізнесу	bedrijven
дорослому	gegroeid
дорослому	gekweekt
шампань	champagne
засіб	gereedschap
засіб	hulpprogramma
засіб	tool
засіб	instrument
засіб	hulpmiddel
засіб	werktuig
тимчасово	tijdelijk
тимчасово	tijdelijk
тимчасово	tijdelijke
ніби	zogenaamd
ніби	vermeend
обмін	delen
обмін	ruil
обмін	uitwisseling
обмін	uitwisselen
платформи	platforms
платформи	platformen
платформи	perron
платформи	platform
проектування	ontwerp
проектування	design
проектування	vormgeving
проектування	ontwerpen
скасування	annulering
довгі	lang
довгі	lange
довгі	long
антоніо	antonio
чорні	zwarte
чорні	black
чорні	zwart
пристроїв	apparaten
ані	ani
ані	noch
фізичні	lichamelijk
фізичні	lichamelijke
фізичні	fysieke
фізичні	fysiek
артилерії	artillerie
артилерії	geschut
публіцист	publicist
медіа	media
повернутися	terugkeer
повернутися	retour
повернутися	return
повернутися	terugkeren
природні	natuurlijk
природні	natuurlijke
мозель	moselle
горі	gori
підхід	benaderen
підхід	naderen
підхід	nadering
підхід	aanpak
підхід	benadering
хвіст	staart
хвіст	paardenstaart
хвіст	staartje
гілки	bijkantoren
гілки	takken
гілки	branches
гілки	filialen
гілки	discussies
гілки	draden
луар	loir
луар	loire
економічні	economische
економічні	economisch
журналісти	journalistiek
журналісти	journalisten
щит	schilden
щит	afschermen
щит	afscherming
щит	schild
берлін	berlijn
лікарня	ziekenhuis
позбавлення	ontbering
тій	thil
папи	paus
японський	japans
японський	japanners
японський	japanse
вільний	free
вільний	vrij
вільний	gratis
німецькою	duits
німецькою	duitse
живопис	schilderen
живопис	verven
живопис	schilderkunst
живопис	schilderij
виділяють	afscheiden
заліза	strijkijzer
заліза	ijzer
анатолійович	navalny
вільно	free
вільно	vrij
вільно	gratis
впровадження	uitvoering
впровадження	tenuitvoerlegging
впровадження	implementatie
нагоди	gelegenheid
вальтер	walther
вальтер	wouter
вальтер	walter
справді	echt
справді	werkelijk
приєднання	join
приєднання	meedoen
адміністрація	administratie
адміністрація	toediening
дорослих	volwassen
дорослих	volwassenen
дорослих	adult
дорослих	volwassene
знятий	opgetild
знятий	opgeheven
фігури	figuren
фігури	cijfers
магазин	winkel
магазин	winkel
магазин	bewaren
армій	legers
розроблена	ontworpen
відповідальність	aansprakelijk
відповідальність	aansprakelijkheid
відповідальність	verantwoordelijkheid
розповсюдження	spread
розповсюдження	verspreiding
розповсюдження	verspreid
розповсюдження	verspreiden
потік	flux
потік	potok
потік	flow
потік	beek
потік	stroom
потік	stream
дана	dana
гай	gaius
гай	guy
гай	kerel
поточний	huidig
поточний	huidige
поточний	actueel
лідерів	leiders
розумію	begrijpen
розумію	begrijp
колекція	gieterij
колекція	verzamelen
колекція	collectie
колекція	inzameling
колекція	verzameling
гетьман	hetman
ліквідації	elimineren
румунія	roemenië
румунія	roemenie
підтвердження	bevestiging
підтвердження	goedkeuring
культурі	fictie
танк	tank
зрозуміло	begrepen
педагогічний	pedagogisch
медичний	medische
медичний	medisch
друзів	vrienden
друзів	friends
коней	paarden
виступ	prestaties
виступ	prestatie
щороку	jaarlijks
будинках	huizen
білих	blanken
нор	nort
ібн	ibn
вищий	groter
вищий	langer
вищий	hogere
вищий	hoger
структур	structuren
шаблону	stencil
виконавців	artiesten
виконавців	hulpbronnen
виконавців	middelen
виконавців	informatiebronnen
виконавців	bronnen
виконавців	kunstenaars
виконавців	artiesten
четвертий	vierde
четвертий	fourth
зліва	linkse
зліва	linker
зліва	links
уникнути	vermijd
уникнути	voorkom
уникнути	vermijdt
уникнути	vermijden
літ	lit
літ	verlicht
маршрут	route
маршрут	routebeschrijving
царство	koninkrijk
едвард	edvard
едвард	edward
едвард	eduard
