attribuée	omistatud
explications	selgitused
abel	abel
extérieures	välised
cave	kelder
cave	koobas
cave	keldris
cave	kelder
dessiné	joonistatud
dessiné	tõmmatud
acquérir	omandada
séparé	eraldatud
séparé	eraldi
graphe	graafik
enregistrée	salvestatud
enregistrée	registreeritud
enregistrée	registreerinud
enregistrée	päästetud
enregistrée	salvestatud
enregistrée	päästis
archéologue	arheoloog
passés	minevik
recommandations	soovitus
recommandations	soovitused
plainte	kaebused
plainte	kaebus
activement	aktiivselt
doubles	topelt
doubles	paarismängu
égyptienne	egiptuse
idéologie	ideoloogia
cage	puuri
cage	puur
préserver	säilita
préserver	säilitamine
tronçon	venitada
tronçon	venib
banc	pink
banc	pingi
copyright	autoriõigus
gaule	gallia
martine	martine
martine	martin
ménages	kodumajapidamises
ménages	leibkonna
captain	kapten
buffalo	buffalo
italiennes	itaalia
juriste	advokaat
juriste	jurist
enlever	eemaldamine
enlever	eemalda
démographie	demograafia
démographie	demograafia
sonate	sonata
asiatique	aasia
asiatique	aasia
regarde	vaata
regarde	jälgi
regarde	vaata
regarde	vaadake
suffixe	sufiks
corde	nöör
corde	köis
geoffroy	geoffroy
oklahoma	oklahoma
documentaires	dokumentide
documentaires	dokumentaalfilmid
sep	sep
pâte	tainas
pâte	pasta
pâte	asetamine
pâte	aseta
xviii	xviii
organisateur	korraldaja
organisateur	korraldaja
papa	isa
papa	issi
papa	papa
rames	aerud
imagine	kujutle
ordinateurs	arvutid
ordinateurs	arvuti
tables	lauad
tables	tabelid
bassiste	bass
jessica	jessica
gang	jõuk
gang	kamp
gang	gang
martial	martial
bouton	nööp
bouton	nupp
bouton	button
toucher	puuduta
toucher	katsuda
toucher	puudutus
toucher	puutu
toucher	liigutav
now	nyyd
now	nüüd
aoste	aosta
combattant	võitleja
combattant	võitleja
tropicale	troopiline
fossiles	fossiilid
citadelle	kindlus
plastique	plastikust
plastique	plast
plastique	plastik
décider	otsustamine
décider	otsustama
décider	otsusta
menaces	ähvardused
menaces	ohud
menaces	oht
menaces	ähvardus
ventre	ventre
ventre	kõht
ventre	belly
ventre	kõht
ventre	magu
forestier	metsanduse
forestier	metsandus
forestier	mets
forestier	metsa
carrières	karjäär
carrières	karjääri
identiques	identne
identiques	identsed
mécaniques	mehaanika
mécaniques	mehaanilised
mécaniques	mehaaniline
vicaire	vikaar
vicaire	kirikuõpetaja
plages	rand
plages	beach
plages	rannad
barrages	tammide
mayence	mainz
intérim	vahepealne
intérim	temp
entraîné	õpetatud
entraîné	koolitatud
entraîné	treenitud
brasserie	õlletehase
missionnaire	misjonäri
rico	rico
vendue	müüdud
favorables	soodne
favorables	soodne
protestant	protestantide
spirituel	vaimne
spirituel	hingeline
priorité	prioriteet
coéquipier	meeskonnakaaslane
rivalité	vaen
rivalité	rivaalitsemine
valentin	valentin
valentin	valentine
problématique	problemaatiline
problématique	probleemne
problématique	probleem
problématique	probleemi
problématique	probleemiks
danseuse	tantsija
earth	maa
violent	vägivaldsed
violent	vägivaldne
démon	deemon
démon	saatan
démon	deemon
constructeurs	ehitajad
constructeurs	tootjad
madonna	madonna
sourire	naerata
sourire	naeratus
carrés	ruudu
carrés	ruut
carrés	väljak
sommeil	unine
sommeil	uni
sommeil	maga
sommeil	magamine
sommeil	magama
sommeil	magada
sommeil	magamine
sommeil	magab
digne	väärikas
digne	vääriline
saoudite	araabia
contenus	sisu
contenus	sisaldus
contenus	sisu
perdus	eksinud
perdus	kaotas
perdus	kadunud
perdus	kaotatud
chirurgien	kirurg
défi	väljakutse
rite	riitus
consulat	konsulaat
schmidt	schmidt
cinéaste	filmitegija
magnifique	kaunist
magnifique	ilus
magnifique	kaunid
magnifique	ilusad
magnifique	kaunis
magnifique	võrratu
magnifique	võrratu
magnifique	imeilus
classic	klassika
classic	klassikalised
classic	classic
classic	klassikaline
hôpitaux	haiglas
hôpitaux	haigla
hôpitaux	haiglasse
hôpitaux	haiglad
divinité	jumalus
divinité	jumalikkuse
ukrainien	ukraina
confiée	usaldatud
amanda	amanda
afro	afro
démontrer	demonstreerida
intellectuels	intellektuaalid
intellectuels	intellektuaalse
périodique	perioodiline
périodique	perioodilised
périodique	perioodilised
entente	entente
entente	kartelli
entente	kartell
stevens	stevens
trilogie	triloogia
précieux	hinnaline
précieux	väärtuslik
installent	paigaldamine
danube	doonau
traversant	läbivate
centenaire	centennial
donjon	vangikongi
croissant	kasvab
croissant	kasvavad
croissant	kasvav
croissant	poolkuu
croissant	kasvavas
animée	animeeritud
amant	armuke
amant	armastaja
caps	mütsid
caps	korgid
légal	legaalne
légal	õiguslik
légal	seaduslik
incapable	võimetu
incapable	võimetud
prévenir	ennetada
batman	batman
batman	batmani
tibétain	tiibeti
carmen	carmen
jungle	džungel
condamnation	hukkamõistu
condamnation	veendumuste
condamnation	veendumust
condamnation	veendumus
légitime	õiguspärane
légitime	seaduslik
lys	lily
rail	rail
rail	raudtee
disparus	kadusid
disparus	kadus
cou	kaela
cou	kael
accidents	õnnetused
accidents	õnnetusi
kazakhstan	kasahstan
spectre	spektrid
spectre	spektri
spectre	spectre
ajoutant	lisamine
transcription	transkriptsioon
violoniste	viiuldaja
violoniste	viiuldaja
achille	achille
achille	achilleus
édit	edikti
tag	sildi
tag	tag
tag	silt
profiter	naudi
profiter	naudib
publicitaire	reklaami
publicitaire	reklaam
sandra	sandra
una	una
datée	kuupäevaga
élémentaire	elementaarse
élémentaire	põhi
élémentaire	põhiline
élémentaire	liht
élémentaire	elementaarne
recrutement	värbamine
recrutement	värbamine
recrutement	värbamise
rohan	rohan
procédures	protseduurid
terminal	terminal
terminal	terminali
explorer	uurides
explorer	avastama
explorer	maadeavastaja
partition	partitsiooni
partition	skoor
partition	punktisumma
couples	paaride
couples	paarid
considérant	arvestades
ana	ana
reconnus	tunnustatud
reconnus	tunnustatud
reconnus	tunnistas
reconnus	tunnustatud
plastiques	plastikust
plastiques	plast
plastiques	plastik
violation	rikkumine
violation	rikkumised
violation	rikkumise
violation	rikkumine
conservateurs	konservatiivid
conservateurs	konservatiivne
rappel	tagasivõtmine
rappel	meenuta
rappel	meenutus
plats	tasane
plats	lame
plats	nõud
plats	nõusid
cameron	cameron
miracle	ime
gène	gene
gène	geen
gène	geeni
formés	moodustatud
formés	moodustati
formés	õpetatud
formés	koolitatud
formés	treenitud
deutsche	deutsche
anarchiste	anarhistid
anarchiste	anarhist
indo	indo
graphiques	graafikute
graphiques	graafiline
graphiques	graafika
monique	monique
parallèles	paralleelsed
parallèles	paralleelne
parallèles	paralleelselt
créature	elukas
créature	olend
créature	olevus
accusations	süüdistus
accusations	süüdistusi
accusations	süüdistused
apporté	tõi
apporté	toodi
apporté	toodud
négatif	negatiivne
négatif	negatiivsed
juger	kohtunik
résidents	resident
résidents	elanik
résidents	elanikud
résidents	residendid
provoqué	provotseeris
provoqué	indutseeritud
opérateurs	operaatorid
opérateurs	ettevõtjad
toiles	lõuend
toiles	riie
toiles	maalid
martínez	martinez
martínez	martínez
albanie	albaania
thé	teed
thé	tee
unit	ühik
unit	üksus
enregistrés	salvestatud
enregistrés	registreeritud
enregistrés	registreerinud
enregistrés	päästetud
enregistrés	salvestatud
enregistrés	päästis
connexion	sisselogimine
connexion	ühendus
connexion	ühenduse
connexion	ühendus
connexion	ühenda
briques	tellised
briques	telliskivi
briques	brick
briques	tellis
opinions	arvamused
distribué	jaotatud
tranche	viil
brothers	vennad
bonnet	tanu
sul	sul
partisan	partisan
partisan	toetaja
dumas	dumas
coque	kere
cloud	pilve
cloud	pilved
cloud	cloud
cloud	pilv
confié	usaldatud
boutique	shop
boutique	pood
boutique	kauplus
boutique	poodi
boutique	poe
boutique	boutique
boutique	pood
boutique	poodi
knight	ratsu
knight	rüütli
knight	rüütel
knight	knight
colloque	sümpoosion
suspendu	peatamise
suspendu	suspensioon
suspendu	peatamine
suspendu	peatatud
felix	felix
under	all
conjointement	ühiselt
mare	mare
mare	mära
exigences	nõuded
exigences	nõudmised
homonyme	nimekaim
castro	castro
inventé	leiutatud
inventé	leiutas
sidney	sidney
ténor	tenor
aveugle	pime
aveugle	pimedad
ferry	praam
espionnage	spioon
espionnage	spionaaž
vies	elud
vies	elab
segment	segmendi
segment	lõik
segment	lõigu
roulant	rolling
roulant	jooksvalt
roulant	veere
tabac	suitsetamine
tabac	tubakas
palace	palee
palace	palace
libérale	liberaalne
étendre	laiendada
tutelle	eestkoste
monarque	monarh
réunions	koosolekud
réunions	kohtumised
réunions	istungid
nbc	nbc
butler	butler
butler	ülemteener
butler	teener
tissus	riie
tissus	kangas
tissus	riide
tissus	kangast
tissus	riie
suffisante	piisav
suffisante	piisavad
spencer	spencer
connecticut	connecticuti
afficher	näidatakse
afficher	näitamine
afficher	näita
afficher	etendus
afficher	show
afficher	kuva
afficher	vaade
dominante	domineeriv
dominante	valitsev
dominante	domineerimine
entités	üksused
sélectionnés	valitud
pensez	mõelge
pensez	mõtle
hercule	herakles
hercule	herakles
hercule	hercule
forcé	sundis
forcé	sunnitud
zur	zur
solde	saldo
solde	tasakaalu
solde	tasakaal
solde	bilanss
récolte	saagi
récolte	lõikus
récolte	saak
récolte	kärpimine
gustav	gustav
attaqué	rünnati
attaqué	rünnatud
attaqué	ründasid
attaqué	ründas
oregon	oregoni
apprécié	meeldis
apprécié	hinnatud
apprécié	nautinud
apprécié	nautis
cape	cape
cape	neeme
cape	cabo
cape	keep
diff	diff
infos	info
infos	teave
infos	info
infos	informatsioon
monté	paigaldatud
monté	monteeritud
artificielle	kunstlik
jésuite	jesuiit
voyageur	reisija
voyageur	sõitja
voyageur	reisijate
voyageur	reisija
voyageur	rändaja
voyageur	rändaja
voyageur	rändur
leslie	leslie
serpents	maod
serpents	maod
serpents	madu
serpents	snake
serpents	mao
entourage	kaaskond
cuir	nahk
cuir	nahast
reporter	ajakirjanik
reporter	reporter
utah	utah
carnaval	karneval
location	rentimine
location	rendi
condamnés	süüdimõistetud
cacher	peidetakse
cacher	peitu
cacher	peitmine
cacher	peida
cacher	peidus
cacher	peitmine
come	tule
neuilly	neuilly
kentucky	kentucky
schneider	schneider
ned	ned
probabilité	tõenäosus
probabilité	tõenäosus
matériels	riistvara
académique	akadeemiline
académique	akadeemilise
roll	rulli
roll	veere
accusation	süüdistus
accusation	süüdistus
accusation	süüdistuse
châssis	šassii
responsabilités	vastutus
responsabilités	kohustused
responsabilités	vastutus
lyrique	lüüriline
lyrique	sõnad
lyrique	sõnu
laser	laseri
laser	laser
minimale	minimaalselt
minimale	miinimum
minimale	minimaalne
minimale	minimaalne
composant	komponendi
composant	komponent
sérieusement	tõsiselt
noté	hinnatud
noté	märkis
sauvetage	päästmine
sauvetage	päästa
sauvetage	pääste
nina	nina
doigts	sõrmed
doigts	näpp
doigts	sõrm
doigts	sõrme
détruits	hävinenud
détruits	hävitatud
détruits	hävinud
convoi	konvoi
atterrissage	maandumine
encre	tint
remplir	täida
progressiste	progresseeruva
invitation	kutsu
invitation	kutse
invitation	kutse
technologique	tehnoloogia
technologique	tehnoloogiline
souffre	kannatada
souffre	kannatama
souffre	kannatab
cercles	ringid
arche	ark
arche	kaare
arche	arch
arche	kaar
collaborateurs	töötajad
restaurants	restoranid
viaduc	viadukt
gratuit	vabad
gratuit	vaba
gratuit	free
gratuit	tasuta
préférence	eelistus
préférence	eelistatud
alabama	alabama
stan	stan
queensland	queenslandi
holstein	holstein
escalade	ronimine
escalade	ronib
claudia	claudia
allusion	vihje
alla	alla
mécanismes	mehhanismid
mathilde	mathilde
oslo	oslo
bombardements	pommitamist
bombardements	pommitamine
ice	jää
ice	ice
ice	jääd
suffisant	piisav
suffisant	piisavad
foncé	tume
wendy	wendy
hôtes	külalised
ricardo	ricardo
rhodes	rhodes
caché	peidus
caché	peidetud
caché	varjatud
klein	klein
oscars	oscarit
recul	tagasilöök
cincinnati	cincinnati
ltd	ltd
cyril	cyril
judith	judith
cie	cie
carol	carol
promenade	promenaadi
promenade	jalutuskäik
promenade	kõnni
promenade	jalutuskäik
rita	rita
établis	asutatud
dupont	dupont
séparer	eraldi
massive	massiivne
online	võrgus
online	online
visites	külastused
visites	tuuri
albanais	albaania
albanais	albaanlased
head	pea
pub	pubi
portland	portlandi
acceptée	vastuvõetud
acceptée	aktsepteeritud
acceptée	leppis
prétexte	teesklus
julius	julius
socialisme	sotsialismi
impasse	vastasseis
adrian	adrian
dialecte	dialekt
dialecte	dialekti
juventus	juventus
genèse	genesis
guerriers	sõdalased
réservée	reserveeritud
recteur	rektor
sabre	sabre
sabre	saber
sabre	mõõk
offert	pakkus
offert	pakutav
offert	pakutud
loups	hundid
loups	hunt
loups	wolf
damien	damien
damien	damian
frise	friesland
itinéraire	suunad
itinéraire	juhised
itinéraire	marsruut
pertinence	olulisus
complexité	keerukus
complexité	keerukust
complexité	keerukuse
mentionnée	mainis
mentionnée	mainitud
mentionnée	mainiti
zhang	zhang
rechercher	otsimine
rechercher	otsi
rechercher	otsing
fondations	sihtasutuste
fondations	sihtasutus
fondations	fond
fondations	vundament
béatrice	beatrice
jonas	jonas
jonas	joonas
jonas	jonah
slalom	slaalom
natal	natali
enjeux	panused
antoinette	antoinette
distinctes	eristatav
prestigieux	prestiižne
hector	hector
exacte	täpne
exacte	täpsed
exacte	täpne
casa	casa
shaw	shaw
accompagner	kaasas
accompagner	kaasas
papiers	paber
papiers	paberid
pêcheurs	kalurid
pêcheurs	kalamees
pêcheurs	kalurid
villers	villers
vecteur	vektori
vecteur	vektorite
créent	loo
créent	luua
grange	grange
grange	küüni
break	vaheaeg
break	murda
choisis	valitud
choisis	valima
choisis	vali
statuts	põhikiri
statuts	põhikiri
malcolm	malcolm
fonda	fonda
dommage	kahju
dommage	häbi
dommage	kahjustus
dommage	kahju
dommage	kahjustused
slovaque	slovaki
slovaque	slovakkia
moldavie	moldova
nationalistes	natsionalistlik
nationalistes	natsionalistlik
nationalistes	natsionalistid
armés	relvastatud
script	skripti
script	käsikiri
script	skript
accordé	antud
détention	kinnipidamine
détention	kinnipidamise
ward	ward
bastia	bastia
matthieu	matthew
matthieu	matt
matthieu	matti
chaux	lubja
crête	ridge
crête	tipp
crête	vapi
textile	tekstiil
textile	tekstiili
textile	tekstiil
textile	tekstiili
planche	plank
planche	juhatuse
planche	juhatus
pionnier	pioneer
assise	istumine
assise	istudes
assise	istub
assise	istusid
assise	istus
assise	sat
perche	ahven
sables	liiv
sables	liiva
sables	liivad
mystique	müstiline
mystique	mystic
mystique	müstiline
mystique	müstika
zoo	loomaaed
proposés	pakutud
lotus	lotus
fischer	fischer
innocent	süütud
innocent	süütu
parking	parkimine
trek	treki
assurant	tagades
leclerc	leclerc
boule	ball
boule	pall
boule	palli
fabriqué	tehtud
fabriqué	valmistatud
fabriqué	toodetud
comportements	käitumine
emprisonné	vangistatud
emprisonné	vangistati
leçons	tunnid
leçons	õppetunnid
cardinaux	kardinalid
locomotives	vedurite
locomotives	veduri
paraguay	paraguay
oran	oran
rodríguez	rodriguez
rodríguez	rodríguez
ruth	ruth
expressions	väljendid
expressions	laused
expressions	fraase
expressions	väljendid
tactique	taktika
tactique	taktika
tactique	taktikaline
balzac	balzac
originaux	originaalid
originaux	originaalne
originaux	originaal
originaux	algne
vera	vera
boeing	boeing
newton	newton
armstrong	armstrong
sauvé	päästetud
sauvé	päästetud
sauvé	salvestatud
sauvé	päästis
sauve	säästab
sauve	päästab
alonso	alonso
phrases	väljendid
phrases	laused
phrases	fraase
phrases	laused
phrases	lauseid
jambes	jalad
jambes	jalg
jambes	jalale
cracovie	kraków
dissoute	lahustunud
dissoute	lahustatud
transit	läbisõit
transit	transiidi
transit	transiit
sensibilité	tundlikkus
épidémie	puhang
épidémie	epideemia
soulèvement	ülestõus
atomique	aatom
atomique	aatomi
oreille	kõrv
oreille	kõrva
défenseurs	kaitsjate
défenseurs	kaitsjad
ambiance	atmosfääri
ambiance	atmosfäär
ambiance	meeleolu
ambiance	tuju
céréales	teraviljad
céréales	teravili
céréales	teravili
céréales	teravilja
céréales	helbed
confirmer	kinnitamine
confirmer	kinnitades
confirmer	kinnitus
confirmer	kinnitada
confirmer	kinnitan
confirmer	kinnita
diminuer	vähenemine
diminuer	vähenda
diminuer	väheneb
coréenne	korea
coréenne	korea
intermédiaires	vahepealne
intermédiaires	vahendaja
intermédiaires	vahendajad
intermédiaires	vahendajate
obstacles	takistused
obstacles	tõkked
obstacles	takistused
délégués	delegeeritud
délégués	delegaadid
délégués	delegeerida
habsbourg	habsburgide
conclu	sõlmitud
équipés	varustatud
voté	hääletati
voté	hääletasid
voté	hääletanud
voté	hääletas
anatomie	anatoomia
voltaire	voltaire
rogers	rogers
occurrence	esinemise
occurrence	esinemine
rubrique	rubriik
rubrique	suund
santo	santo
typiquement	tüüpiliselt
vérification	audit
vérification	kontrollimine
vérification	tõendamine
renouvellement	uuendamine
renouvellement	pikendamine
corrèze	corrèze
plumes	sulg
plumes	sulgedega
plumes	suled
entrepreneur	ettevõtja
entrepreneur	töövõtja
martín	martín
martín	martin
municipaux	omavalitsuste
généalogie	genealoogia
jung	jung
jamie	jamie
psychanalyse	psühhoanalüüs
manœuvre	manööver
manœuvre	manööver
vagues	lained
vagues	laineid
népal	nepali
cérémonies	tseremooniaid
martyr	märter
assassin	palgamõrvar
assassin	mõrvar
assassin	mõrtsukas
conversation	vestlus
associées	seotud
associées	seostatud
bactéries	bakterid
désignée	määratud
véronique	veronica
chuck	chuck
faillite	pankrotis
faillite	pankrotti
faillite	pankrot
kyoto	kyoto
invisible	nähtamatu
invisible	nähtamatud
invisible	nähtamatu
invisible	nähtamatud
cambodge	kambodža
réacteur	reaktor
attribués	omistatud
dossiers	kataloogid
dossiers	failid
panthéon	panteon
panthéon	panthéon
légumes	taimsed
légumes	köögivili
légumes	köögiviljad
légumes	juurviljad
niger	niger
niger	nigeri
prose	proosa
vain	edev
caserne	depoo
anthropologie	antropoloogia
mexicaine	mehhiko
mexicaine	mehhiklane
weber	weber
cédric	cedric
cédric	cédric
intervalle	intervall
quarantaine	karantiini
quarantaine	karantiin
concurrents	võistlejad
concurrents	konkurendid
concurrents	konkurente
concurrents	konkurentide
concurrents	konkurent
concurrents	konkurendi
symptômes	sümptomid
estimations	hinnang
estimations	hinnanguline
estimations	hinnanguliselt
estimations	hinnangud
estimations	hinnang
jackie	jackie
dissous	lahustunud
dissous	lahustatud
réplique	vasta
réplique	vastus
mètre	meetri
mètre	meeter
mètre	meetri
mètre	meeter
staline	stalin
staline	stalini
ban	ban
ban	keeld
ban	keelustamine
azerbaïdjan	aserbaidžaani
azerbaïdjan	aserbaidžaan
azerbaïdjan	aserbaidžaani
walsh	walsh
anecdote	anekdoot
directeurs	direktorite
directeurs	haldajad
directeurs	juhid
grandit	kasvab
canard	part
protégés	kaitstud
gazon	muru
gazon	rohi
gazon	muru
monstres	koletised
monstres	koletisi
bits	bit
bits	bitti
chirac	chirac
panorama	panorama
icône	ikoon
icône	ikooni
progressif	järkjärguline
progressif	progresseeruva
garnier	garnier
osaka	osaka
oreilles	kõrv
oreilles	kõrva
oreilles	kõrvu
oreilles	kõrvad
patrouille	patrulli
patrouille	patrull
aoc	aoc
jadis	kord
jadis	korra
zagreb	zagreb
creek	creek
creek	oja
méditerranéen	vahemere
méditerranéen	vahemeri
fusée	rakett
prieur	eelnev
grès	liivakivi
notation	hinnang
notation	reiting
notation	notatsioon
prairies	heinamaa
prairies	preeria
prairies	aasad
bennett	bennett
rendement	tulemuslikkus
rendement	tulemuslikkuse
rendement	jõudlus
rendement	saagis
rendement	kasutegur
rendement	tõhusus
rendement	efektiivsus
requêtes	nõudmised
requêtes	taotlused
requêtes	päringud
requêtes	päringuid
reynolds	reynolds
canvas	lõuend
annexion	anneksioon
brad	brad
jolie	päris
jolie	mõnus
jolie	kena
jolie	nice
bénéfice	kasum
bénéfice	kasu
levée	tõste
levée	tõstmine
grandi	grandi
colmar	colmar
bassins	tiigid
exhaustive	ammendav
téléspectateurs	vaatajad
leroy	leroy
amélie	amelia
amélie	amélie
amélie	amelie
évangile	evangeeliumi
tapis	vaip
tapis	vaipa
tapis	vaip
tapis	vaibad
tapis	vaibad
solides	tahke
solides	tahked
solides	tahked
marius	marius
coach	treener
entiers	terve
entiers	terved
entiers	tervik
entiers	tervelt
pratiquer	harjutamine
pratiquer	tava
pratiquer	praktika
pratiquer	harjutab
cahier	märkmik
spécifiquement	konkreetselt
rédiger	kirjutada
rédiger	kirjuta
rédiger	kirjutage
rédiger	kirjutamine
hélicoptère	helikopter
hélicoptère	kopter
hélicoptère	helikopterid
hélicoptère	kopterid
déplacé	ümberasustatud
déplacé	liigutatud
déplacé	liigutas
déplacé	kolis
attribuer	atribuut
saxophone	saksofoni
saxophone	saksofon
willy	willy
marron	brown
marron	pruuniks
marron	pruunid
marron	pruun
marron	maroon
josh	joshi
josh	josh
essaye	proovi
bombes	pomm
bombes	pommid
territorial	territoriaalne
territorial	territoriaalse
crédits	krediit
crédits	krediidi
crédits	laenud
battue	löödud
battue	peksti
heavy	rasked
heavy	raske
avocats	advokaadid
avocats	advokaadid
avocats	juristid
cia	cia
cia	cia
exécuter	täidesaatva
exécuter	hukka
exécuter	hukata
exécuter	käivita
exécuter	jooks
illustrer	illustreerivad
constamment	pidevalt
porta	porta
glacier	liustik
prolongation	laiendamine
prolongation	pikendamine
prolongation	laiendus
prolongation	pikendamise
champignons	seened
champignons	seen
champignons	seened
champignons	seene
champignons	seened
champignons	seened
champignons	seene
attractions	atraktsioone
eduardo	eduardo
coton	puuvill
artois	artois
insertion	lisamine
extinction	väljasuremise
trous	augud
implication	kaasamine
implication	kaasatus
consécutive	järjestikuse
tyler	tyler
façades	fassaad
portion	teenindavad
grains	terad
résistants	resistentsete
résistants	vastupidavus
résistants	resistentsus
résistants	vastupanuliikumine
résistants	vastupanu
sensibles	vastuvõtlik
sensibles	vastuvõtlikud
sensibles	tundlik
sensibles	tundlikud
birmingham	birminghami
primes	preemia
primes	premium
primes	lisatasu
primes	preemiaid
beatles	beatles
lame	blade
lame	tera
kenneth	kenneth
photographique	photography
photographique	fotograafia
photographique	fotograafiline
ellen	ellen
herbe	herb
herbe	kanep
herbe	puru
herbe	rohi
herbe	muru
maximilien	maximilian
maximilien	maximilien
manitoba	manitoba
fabien	owen
dépendance	sõltuvust
dépendance	sõltuvus
dépendance	sõltuvus
dépendance	sõltuvust
dépendance	sõltuvus
prés	aasad
nassau	nassau
communiquer	suhtlemine
communiquer	suhelda
communiquer	suhtle
communiquer	suhtlemine
détachement	lähetamine
détachement	väeosa
observateur	jälgija
observateur	vaatleja
observateur	nägija
substances	ained
bravo	bravo
bravo	õnnitlused
curtis	curtis
contestation	väljakutse
contestation	protest
contestation	protesti
contestation	vaidluse
contestation	vaidlus
sibérie	siberi
sibérie	siberi
investissements	investeeringud
investissements	investeerimine
investissements	investeeringud
investissements	investeering
interaction	suhtlemine
interaction	koostoime
wisconsin	wisconsinis
trophées	trofee
trophées	auhinnad
trophées	trofeed
terrasse	terrass
flandres	flandria
herman	herman
maturité	tähtaeg
maturité	küps
damas	damaskuse
élevées	kõrgenenud
élevées	kõrgendatud
lima	lima
infini	infinity
infini	lõpmatuseni
infini	lõpmatu
infini	lõputu
infini	lõputu
passées	minevik
vivante	elamine
vivante	elav
vivante	elusana
vivante	elus
vivante	elusalt
unicode	unicode
répondu	vastas
répondu	vastasid
répondu	vastasid
répondu	vastatud
boucher	boucher
boucher	lihunik
lin	voodipesu
lin	lin
lin	lina
crâne	kolju
crâne	pealuu
guitares	kitarr
régent	asevalitseja
assis	istuda
assis	istu
assis	istusid
assis	istus
assis	sat
assis	istumine
assis	istudes
assis	istub
guerrier	sõdalane
visiter	külla
visiter	külastus
visiter	visiit
agences	ametid
agences	ametite
rus	rus
angela	angela
détenus	vange
détenus	vangid
détenus	kinnipeetavate
venger	kättemaks
becker	becker
dresde	dresdeni
ajaccio	ajaccio
quoique	kuigi
quoique	ehkki
découverts	avastatud
découverts	avastasin
découverts	avastas
découverts	katmata
domestiques	riigisisesed
domestiques	kodumaine
cycles	tsüklit
quantités	kogused
quantités	kogus
missionnaires	misjonäri
correction	parandused
correction	parandus
correction	korrigeerimine
correction	korrektsioon
correction	parandused
correction	parandamine
séparée	eraldatud
détection	avastamise
détection	tuvastamine
détection	avastamine
owen	owen
renouveau	elustamine
renouveau	uuendamine
renouveau	pikendamine
girard	girard
effondrement	sulamine
effondrement	kokkuvarisemine
jesse	jesse
htm	htm
porteur	vedaja
porteur	kandja
porteur	valdaja
porteur	omanik
porteur	porter
génocide	genotsiid
génocide	genotsiidi
mas	mas
aperçu	ülevaade
proposées	pakutud
réalisateurs	direktorite
octave	octavianus
octave	oktaav
éditorial	toimetus
définitif	lõplik
orthodoxes	õigeusu
disait	ütles
edwin	edwin
disciple	järgija
atteignant	jõudmine
atteignant	jõuda
exceptionnel	erakordne
exceptionnel	erandlik
exceptionnel	erandlikud
administratifs	haldus
progressive	järkjärguline
progressive	progresseeruva
edouard	edouard
edouard	eduard
crimée	krimmi
crimée	krimmi
wade	wade
spirituelle	vaimne
spirituelle	hingeline
ferait	oleks
directive	direktiivi
directive	direktiiv
produites	toodetud
béarn	béarn
rat	rat
rat	rott
hello	tere
hello	hello
luca	luca
registres	registrid
registres	registrid
motion	liikumine
croiseur	ristleja
denise	denise
signaux	signaale
signaux	signaalid
signaux	signaal
signaux	signaali
signaux	märguanne
bretons	breton
atomes	aatomite
mann	mann
cure	ravi
angola	angola
passionné	kirglik
grottes	koopad
