atletas	atlete
enormes	huge
amarillas	yellow
rompió	bankrot
asiento	sitplekke
asiento	sitplek
presos	gevangenes
vice	vice
liderado	gelei
slam	slam
computación	uitwerk
quebrada	bankrot
citada	verwys
alerta	waarskuwing
levantar	lift
osorio	osorio
hawái	hawaii
wide	wyd
amenazada	gedreig
amenazada	bedreig
superado	oorskry
submarinos	duikboot
susan	susan
turca	turk
turca	turkse
turca	turkish
bailarina	ballerina
bailarina	dancer
bailarina	danser
preparado	voorbereiding
preparado	bereid
preparado	prepared
expresó	getoon
borja	borgia
borja	borja
nido	nes
reemplazar	oordra
reemplazar	spasie
aprendió	learned
aprendió	geleer
fibra	fibre
fibra	vesel
colaboraciones	vennootskappe
secuencias	beeldmateriaal
secuencias	herhalings
donación	skenking
donación	skenk
acontecimiento	aktiwiteite
acontecimiento	geleentheid
olga	olga
cohete	vuurpyl
cohete	rocket
vancouver	vancouver
extraordinario	extraordinary
folclore	folklore
prevenir	voorkom
boliviano	bolivian
romántica	romantiese
romántica	romanties
derrotados	verslaan
compartido	gedeel
fan	waaier
fan	aanhanger
fan	bewonderaar
cineasta	filmmaker
malas	sleg
afirmación	stelling
sombras	skaduwees
sombras	skadu
sombras	skaduwee
sombras	skakerings
sombras	shades
violeta	pers
violeta	violeta
violeta	pers
violeta	violet
itunes	itunes
poblada	bevolkte
poblada	bewoonde
ácidos	acids
ácidos	suur
nicholas	nikolaas
nicholas	nicolaas
rondas	rondtes
rondas	rond
osvaldo	osvaldo
guayana	guiana
guayana	guyana
inspirada	besiel
inspirada	geïnspireer
respaldo	rugsteun
retirar	ontrek
ejes	axis
militantes	militant
oculta	versteek
oculta	weggesteek
oculta	verberg
oculta	versteek
oculta	verberg
alejandra	alexandra
helicóptero	helikopter
posesiones	besittings
aplicada	toegepas
aplicada	aangewend
sindicatos	unions
testimonios	testimony
keith	kees
keith	keith
femeninos	vroulik
determina	bepaal
incidentes	voorval
incidentes	insident
incidentes	insidente
nervioso	nervous
clinton	clinton
irlandesa	ierse
irlandesa	irish
irlandesa	iers
puntas	wenke
puntas	leidrade
infantes	marines
constantino	konstantyn
constantino	konstantin
constantino	konstantyn
reflexión	refleksie
pietro	pietro
afición	hobby
afición	stokperdjie
again	weer
júpiter	jupiter
hurtado	hurtado
justin	justin
jessica	jessica
transferido	oorgedra
tanzania	tanzanië
francisca	françoise
zapata	zapata
promovido	bevorder
antofagasta	antofagasta
musulmana	muslim
musulmana	moslem
musulmana	moslems
kings	konings
kings	kings
raf	raf
querer	wil
oregón	oregon
ref	ref
haití	haiti
haití	haïti
pour	pour
asistentes	bywoning
asistentes	gaste
rachel	rachel
novena	ninth
ciclos	cycles
ciclos	siklus
identifica	identifiseer
cuero	leer
tranvía	tram
tranvía	streetcar
tranvía	tramway
escolta	escort
terminales	terminaal
terminales	terminale
desfile	parade
masivo	massiewe
masivo	massive
barras	balke
barras	sterre
barras	kroeë
barras	tralies
dublín	dublin
celebraciones	vieringe
celebraciones	viering
hispania	hispania
galerías	galleries
piscina	swembad
clásicas	classics
tienden	tend
patente	patent
nacionalistas	nationalist
biografías	biographies
biografías	biografie
mundos	worlds
mundos	wêrelde
office	kantoor
prix	prix
chelsea	chelsea
concedido	toegestaan
marx	marx
plural	meervoud
nudos	knope
nudos	knoop
biológica	biologiese
khan	khan
anarquistas	anargistiese
knight	ridder
knight	ruiter
billetes	kaartjies
billetes	banknote
billetes	banknotes
coreano	korean
coreano	koreaanse
organizados	georganiseerd
organizados	georganiseer
organizados	georganiseerde
ecuaciones	vergelykings
atacado	aangeval
secret	geheim
secret	geheime
secret	sekuriteit
privilegios	voorreg
privilegios	voorregte
castaño	borskas
balada	ballad
disfrutar	enjoy
mixtas	gemeng
mixtas	gemengde
finaliza	eindig
perfecta	perfek
guanajuato	guanajuato
átomos	atome
evidencias	bewyse
evidencias	getuienis
suite	suite
detectar	bespeuring
detectar	ondersoek
incendios	fires
incendios	vure
ronald	ronald
sujetos	vakke
revolucionarios	rewolusionêre
costos	kos
láser	laser
marsella	marseille
marsella	marseilles
islámico	islamitiese
kiss	kiss
kiss	soen
conducir	aandrywer
conducir	bestuur
conducir	driving
néstor	nestor
néstor	néstor
pirámide	piramide
ecuatorial	ekwatoriaal
inscripciones	inscriptions
inscripciones	registrasies
inscripciones	registrasie
eficiente	doeltreffende
eficiente	doeltreffend
álava	álava
humanidades	geesteswetenskappe
agregado	bygevoeg
algodón	katoen
sultán	sultan
saavedra	saavedra
inundaciones	vloede
inundaciones	vloed
hopkins	hopkins
portland	portland
coronación	coronation
adolf	adolf
grey	grys
grey	grey
terrible	verskriklike
terrible	terrible
serbio	serwies
serbio	serwië
serbio	serwies
ejecutiva	uitvoerende
triste	hartseer
edita	wysig
edita	redigeer
edita	wysigings
nieves	sneeu
nieves	nevis
arica	arica
notar	agterkom
maracaibo	maracaibo
mártir	martelaar
frecuencias	frekwensies
frecuencias	frekwensie
luchando	worstel
luchando	bakleiery
luchando	fighting
cometido	begaan
germánico	germaanse
talk	praat
analizar	analiseer
analizar	analiseer
cantos	chants
cantos	sang
cantos	sing
cantos	singing
cantos	singende
cantos	liedere
cantos	liedjies
benjamín	benjamin
querido	liewe
view	aansig
view	besigtig
view	bekyk
plomo	lei
plomo	lood
plomo	aanvoer
ciudadana	burger
ciudadana	citizen
bruja	heks
bruja	hekse
sudán	soedan
sudán	sudanese
horror	gruwel
horror	riller
horror	horror
eficacia	doeltreffendheid
eficacia	doeltreffendheid
roberts	roberts
creciendo	vergroting
creciendo	groeiende
traductor	vertaler
traductor	vertalers
monroe	monroe
supervisión	monitering
supervisión	toesig
supervisión	toesig
estudiosos	scholars
rumano	roemeense
tag	merk
tag	merker
tonos	luitone
tonos	skakering
tonos	tone
tonos	skakerings
tonos	shades
tonos	skakerings
ecología	ekologie
automático	auto
automático	outomaties
automático	outo
automático	outomatiese
automático	outomaties
atracciones	attraksies
pintado	painted
pintado	gekleur
pintado	ingekleur
pintado	geverf
desaparece	verdwyn
zúñiga	zúñiga
parlamentario	parlementêre
martí	marti
martí	martí
renunciar	bedank
renunciar	sluit
renunciar	ontken
budismo	boeddhisme
budismo	boeddhistiese
misisipi	mississippi
interesantes	interessant
anton	anton
tigres	tier
tigres	tiger
tigres	tigers
camerún	kameroen
ambientes	omgewings
atentados	aanvalle
atentados	bomaanvalle
olimpia	olympia
oído	aangehoor
oído	oor
oído	verhoor
oído	hoor
oído	gehoor
oído	aanhoor
oído	hearing
supuesta	beweerde
supuesta	veronderstel
adaptado	adapted
resurrección	resurrection
pensando	denke
ratón	muis
bolonia	bologna
tubos	pype
presas	dams
presas	prey
matanza	knee
matanza	slagting
matanza	killing
grove	grove
costado	kant
kids	kinders
sensibilidad	sensibility
automovilismo	motorsport
culpable	skuldgevoelens
culpable	skuld
culpable	skuldig
sosa	sosa
sosa	soda
financiación	finansiering
financiación	befondsing
financiación	finansieel
financiación	finansies
protestantes	protestantse
determinación	bepaling
determinación	vasberadenheid
estela	stella
adopción	aanneem
hit	getref
hit	tref
compite	kompeteer
act	wet
citar	cite
antón	anton
tabaco	rook
tabaco	tabak
pájaros	voëls
saliendo	dating
santana	santana
autónomo	outonome
quieres	wil
jerarquía	hiërargie
turno	verskuiwende
infraestructuras	infrastruktuur
limón	suurlemoen
traducir	vertalings
traducir	vertaal
lanka	lanka
race	ras
race	resies
temor	vrees
temor	fears
recoger	versamel
aislamiento	isolation
aislamiento	isolasie
cooperativa	koöperatiewe
corporal	lyf
corporal	liggaam
corporal	corporal
corporal	korporaal
hook	hook
valentín	valentin
valentín	valentyn
valentín	valentine
lentamente	stadig
clube	clube
conmebol	conmebol
lana	wol
lana	lana
damas	dames
damas	checkers
cabina	cockpit
cabina	cab
cabina	booth
cabina	hut
cabina	kajuit
cabina	cabin
preciso	presiese
agraria	agricultural
teléfonos	fone
teléfonos	foon
teléfonos	phone
teléfonos	telefoon
otan	navo
marcial	martial
quercus	quercus
nepal	nepal
fusil	rifles
fusil	geweer
servidores	bedieners
frías	cold
frías	koue
frías	koud
mecánico	mechanical
mecánico	meganiese
fina	fina
copenhague	kopenhagen
raven	raaf
raven	raven
esclavitud	slawerny
escucha	luister
manchas	ruimtes
manchas	kolle
deep	diep
decadencia	weier
decadencia	decay
aeronave	vliegtuie
aeronave	vliegtuig
permanentes	permanente
permanentes	permanent
sanz	sanz
cerros	hills
luciano	luciano
luciano	lucian
finalización	voltooiïng
che	che
contribuir	dra
efectivos	effektief
irrelevante	irrelevant
lourdes	lourdes
empleada	werknemer
empleada	employed
ámbitos	bestek
colin	colin
sonata	sonata
enfermos	siek
cairo	kaïro
estimado	liewe
estimado	skatting
estimado	beraming
estimado	skat
estimado	geskatte
estimado	geraamde
estimado	beraamde
carro	kar
carro	motor
carro	motorvoertuig
carro	mandjie
carro	wagon
fantasy	fantasie
pascua	paasfees
duques	dukes
lope	lope
enseñanzas	lesse
escasez	tekort
frescos	vars
criatura	diertjie
emplazamiento	location
emplazamiento	ligging
ernest	ernest
etimología	etimologie
coco	coco
coco	kokospalm
traductores	vertalers
bohemia	boheme
mayer	mayer
filtro	filter
filtro	filtreer
colectivos	collective
stalin	stalin
parámetro	parameter
génova	genoa
génova	geneva
spencer	spencer
size	groote
craig	craig
karen	karen
misioneros	sendeling
milagros	miracles
milagros	miracle
semanal	daagliks
semanal	weekliks
semanal	weeklikse
creadas	geskep
agrupaciones	groeperings
registrados	geregistreer
garcia	garcia
vampiro	vampire
pantalón	broek
ultimate	ultimate
toulouse	toulouse
josh	josh
fruta	vrug
fruta	vrugte
fruta	fruits
ralph	ralph
insignia	insignia
insignia	kenteken
especializados	specialized
destruyó	vernietig
abandonada	verlate
ródano	rhône
barranco	cliff
suena	klink
suena	geluide
suena	klanke
dictador	diktator
pasto	gras
pasto	perdagtige
vaca	koei
ward	ward
divididos	ingedeel
divididos	skei
catherine	katharina
catherine	catharina
catherine	catherine
encabezado	headline
encabezado	opskrif
valverde	valverde
hábitos	gewoontes
añadiendo	bygesit
bestia	beast
bestia	monster
quejas	klagtes
quejas	klagte
judiciales	geregtelike
pájaro	voël
tracción	traction
residente	inwoner
residente	woonagtig
discriminación	diskriminasie
primario	primêr
primario	primary
primario	primêre
primario	belangrikste
see	sien
intervenciones	intervensie
intervenciones	broodnodige
intervenciones	ingrypings
edades	ouderdom
edades	ouderdomme
diagrama	diagram
iniciada	aanvang
clasificada	geklassifiseer
integrar	integrating
integrar	integreer
enzima	ensiem
muelle	quay
muelle	dock
muelle	wharf
muelle	pier
monstruos	monster
divino	divine
beck	beck
temporales	tydelik
temporales	geheue
temporales	tydelike
escaso	scarce
escaso	sparse
amanecer	dawn
amanecer	sonsopkoms
precipitación	neerslag
regalo	geskenke
regalo	geskenk
evita	evita
evita	vermy
evita	ontwyk
adolescencia	teenage
adolescencia	tieners
embarazo	swangerskap
embarazo	swanger
checo	tsjeggiese
checo	tsjeggië
alejandría	alexandrië
alejandría	alexandria
zagreb	zagreb
vendidas	sold
vendidas	verkoop
sena	sena
sena	seine
erupción	uitbarsting
arreglo	indeling
roble	oak
devoción	devotion
cuándo	wanneer
cómico	komies
señalado	genoteer
señalado	gelet
johannes	johannes
superman	superman
caen	caen
eléctricas	elektriese
cid	cid
gótica	goth
gótica	gotiese
césped	turf
césped	lawn
césped	grasperk
césped	gras
miel	heuning
irene	irene
militante	militant
militante	activist
docencia	teaching
denver	denver
operadores	operateurs
operadores	draers
montgomery	montgomery
positivas	positiewe
positivas	positief
atraer	lok
champions	champions
maximiliano	maksimiliaan
pato	eend
pato	duck
rescatar	redding
rescatar	red
cantones	cantons
dueños	eienaars
santísimo	heilig
santísimo	heilige
santísimo	holy
francos	frank
francos	franke
lucy	lucy
durán	duran
rumanía	roemenië
some	sommige
balance	saldo
balance	balans
holmes	holmes
honorario	honorary
cumplió	nagekom
establecidos	daargestel
establecidos	vasgestel
establecidos	gevestig
sydney	sydney
laderas	hellings
nfl	nfl
asociadas	associates
murphy	murphy
joel	joel
querétaro	querétaro
queensland	queensland
mars	mars
cardenales	kardinale
clarke	clarke
pesada	swaar
milagro	miracle
diamante	diamond
diamante	diamant
agencias	agentskappe
creadores	skeppers
narración	narratief
narración	vertelling
paralela	parallel
paralela	parallelle
distribuido	verspreide
ideales	ideale
ideales	ideaal
deutsche	deutsche
embarcaciones	boats
embarcaciones	bote
embarcaciones	craft
embarcaciones	vaartuie
cal	lemmetjie
cal	cal
corrió	gehardloop
refuerzos	rugsteun
refuerzos	versterkings
aaron	aaron
agujero	gat
durango	durango
rechazado	afgekeur
rechazado	afgekeur
rechazado	verwerp
schmidt	schmidt
empire	ryk
rendición	teruggawe
rendición	uitlewering
desaparecer	verdwyning
desaparecer	verdwyn
artigas	artigas
decano	dean
jung	jung
segmentos	segmente
flecha	pyl
practicar	beoefening
practicar	practice
practicar	praktyk
practicar	oefen
helicópteros	helikopter
milan	milaan
milan	milan
disparar	skiet
nubes	wolke
nubes	wolk
reich	reich
hierbas	krui
hierbas	kruie
sellos	stamp
sellos	stempel
sellos	stamps
sellos	seëls
sellos	seals
animados	geanimeerde
evaluar	evalueer
madero	madero
prioridad	prioriteit
botón	knoppie
observado	gehandhaaf
observado	waargeneem
observado	gekyk
observado	genoteer
observado	gelet
panel	beheerpaneel
panel	dashboard
panel	paneel
panel	panel
corregir	korrigeer
corregir	korrek
uva	uva
uva	druiwe
uva	druiwe
aurelio	aurelio
aurelio	aurelius
emilia	emilia
emilia	emily
pioneros	pioniers
pioneros	pioneer
pioneros	pionier
carranza	carranza
know	ken
know	weet
cierra	toemaak
cierra	sluit
fibras	vesel
fibras	fibre
corral	pluimvee
corral	corral
anarquista	anargistiese
ferreira	ferreira
patriarca	patriarg
claire	claire
evil	boos
evil	bose
mons	mons
acá	hier
run	hardloop
seda	silk
alimenta	strome
alimenta	voere
administrativos	administratiewe
administrativos	verrig
jesse	jesse
johan	johan
multimedia	multimedia
andorra	andorra
comisionado	kommissaris
edificaciones	geboue
her	haar
rogers	rogers
orchestra	orkes
defensivo	verdedigende
pollo	hoender
standard	standaard
referéndum	referendum
recurrente	herhaalde
bernardino	bernardino
helsinki	helsinki
continuamente	voortdurend
continuamente	deurlopend
continuamente	heeltyd
continuamente	deurentyd
hemisferio	halfrond
